Orthogroup	Aethionema_saxatile	Arabidopsis_arenosa
OG0000570	As006G135060	jg24012
OG0000570	As009G217810	jg23059
OG0000571	As005G113940	jg23018
OG0000571	As008G191230	jg29172, jg29173
OG0000572	As010G240060	jg16645
OG0000572	As010G240020, As010G240030, As010G240050, As010G240010	jg14399
OG0000573	As012G270960, As012G270950, As012G270940	jg21636, jg21633
OG0000578	As008G187240	jg29431
OG0000578	As001G020350	jg1019
OG0000579	As002G044410	jg21968, jg9891
OG0000579	As004G098040	jg12774
OG0000580	As005G102980	jg19773
OG0000582	As005G113410	jg29198, jg6054
OG0000582	As006G130460	jg17669
OG0000583	As006G127330	jg28960, jg18195
OG0000584	As006G124400	jg20779
OG0000584	As001G000400	jg9581
OG0000585	As012G275350	jg25476
OG0000586	As011G263800	jg27797, jg27796
OG0000586	As004G082960	jg21166
OG0000587	As006G122410	jg8090
OG0000587	As005G100170	jg20091
OG0000587	As008G198370	jg28523
OG0000588	As011G247080	jg25511
OG0000588	As005G104750	jg19576
OG0000588	As012G269820	jg33536
OG0000589	As005G114800	jg22919
OG0000589	As010G224800	jg14387, jg14386
OG0000590	As009G205980	jg6614
OG0000590	As008G197660	jg28594
OG0000591	As007G152600	jg27679, jg32154
OG0000592	As010G239910, As007G154690	jg30331
OG0000593	As008G192880, As010G241820, As010G241840	jg28016, jg3525
OG0000594	As010G222860	jg14642, jg14641, jg14643, jg14645
OG0000595	As010G226140	jg14167
OG0000596	As010G227450	jg22346
OG0000600	As002G048280	jg22542
OG0000600	As001G001180	jg9501
OG0000601	As009G201050, As006G135040	jg5374, jg24008
OG0000601	As001G027850	jg12491, jg13777
OG0000602	As002G034860	jg24911
OG0000603	As002G036280, As002G036560	jg13423
OG0000604	As007G163770, As012G288540	jg16354, jg9978
OG0000605	As010G239470	jg3048
OG0000605	As010G239480	jg3046
OG0000606	As011G248160	jg25639
OG0000606	As010G244280	jg3771
OG0000606	As012G270700	jg33426
OG0000607	As011G251140	jg26039
OG0000607	As011G262980	jg27622
OG0000608	As012G284160	jg15788
OG0000613	As006G135470	jg24063
OG0000613	As002G045780	jg22144, jg12418
OG0000614	As002G054140, As005G116690, As002G054130	jg4725
OG0000615	As011G264960	jg27944
OG0000615	As003G072430	jg8720
OG0000616	As005G114070	jg23007
OG0000616	As012G277180	jg18864, jg15275
OG0000617	As006G121910	jg8112
OG0000618	As010G241950	jg3537
OG0000618	As006G132210	jg30221, jg9695
OG0000619	As006G145810, As006G145800	jg18862, jg18863
OG0000619	As012G277130	jg15274
OG0000620	As010G239430, As007G154950	jg30377, jg3057, jg3055
OG0000626	As001G031250	jg518, jg520, jg512, jg516, jg519
OG0000627	As006G134640	jg2207, jg2201, jg9780
OG0000627	As002G047240	jg22380
OG0000628	As003G064150, As011G250810	jg26006
OG0000630	As004G077630, As004G077620, As004G077610	jg12315, jg15742
OG0000631	As012G277780	jg14865
OG0000632	As012G286880, As012G286870	jg16134
OG0000633	As010G244250	jg3768
OG0000634	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010	jg22864, jg22863, jg22865
OG0000635	As006G128210	jg18072, jg18062
OG0000635	As006G127130	jg16950, jg18217, jg1138
OG0000636	As009G212850	jg4344, jg4345
OG0000645	As001G004340	jg11357
OG0000646	As001G027670	jg13733
OG0000646	As006G134940	jg23996
OG0000647	As002G034480, As005G107800	jg24894, jg1141
OG0000648	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650	jg9658, jg16341, jg28245, jg14836
OG0000649	As003G066660	jg32443
OG0000649	As010G237340	jg3275
OG0000650	As004G088550	jg20468
OG0000651	As005G115100	jg7547
OG0000652	As009G217160	jg6184, jg6183, jg6185
OG0000658	As009G206090, As012G277750, As001G026410	jg6629
OG0000660	As010G224220	jg14470
OG0000661	As010G223120, As006G127120, As006G127080	jg11941, jg15323, jg18223
OG0000662	As009G201630	jg5409
OG0000662	As006G135390	jg24052
OG0000662	As009G201640	jg5411
OG0000663	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650	jg31209
OG0000664	As011G245420	jg12034
OG0000664	As011G245410	jg25086, jg25087
OG0000669	As005G103090	jg19759
OG0000669	As001G022370	jg25341, jg12915
OG0000670	As003G061610, As003G061660	jg10136, jg10135
OG0000671	As004G078130	jg12471
OG0000672	As004G081100, As011G248400	jg31455
OG0000674	As008G197690	jg28590
OG0000674	As005G099330	jg20170
OG0000674	As006G123130	jg7985
OG0000675	As010G243370	jg3680
OG0000676	As008G193080	jg29059
OG0000676	As012G282240	jg3081
OG0000677	As007G160250	jg31035, jg31038, jg31036, jg32202
OG0000685	As001G001340	jg9487
OG0000685	As002G032860	jg9833
OG0000686	As001G012430	jg8987, jg8986, jg8985
OG0000687	As001G017930	jg10990
OG0000687	As005G101960	jg19905
OG0000687	As012G286760	jg16123
OG0000688	As001G023430	jg13042
OG0000688	As001G023420	jg13039
OG0000689	As007G158860, As003G063160, As004G080020	jg7297, jg32073
OG0000690	As007G154700, As003G065860, As008G196720, As010G226610	jg10358
OG0000691	As004G080740, As011G248640	jg25695, jg25694
OG0000692	As005G104580	jg15901, jg15902, jg19597
OG0000693	As012G282230	jg15530
OG0000693	As006G143100	jg18797, jg19220
OG0000694	As007G177770	jg16966, jg17002, jg17004, jg16990
OG0000695	As010G239400	jg3061
OG0000696	As012G270790, As011G248260	jg33413, jg25652
OG0000697	As012G271560	jg33312, jg33219
OG0000702	As009G199960	jg5269
OG0000702	As001G026500	jg13510
OG0000702	As006G132970	jg23933
OG0000703	As002G035150	jg4113
OG0000703	As006G145070	jg18782
OG0000703	As012G276510	jg15218
OG0000704	As003G058000	jg10608, jg20606, jg20605
OG0000705	As005G103510, As005G103480	jg19295, jg19719
OG0000706	As005G117900	jg23494
OG0000707	As007G161420	jg24863
OG0000708	As008G185890	jg29593
OG0000709	As009G203840	jg20576, jg15043, jg5626
OG0000714	As004G077650	jg12325
OG0000716	As004G088610, As007G165810	jg12148, jg12146, jg12150
OG0000718	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220	jg25127, jg3840
OG0000719	As005G114760	jg22922
OG0000720	As012G288480	jg16333
OG0000720	As006G122970	jg8009
OG0000720	As008G197790	jg28582
OG0000721	As006G123060	jg7994
OG0000721	As008G197760, As012G274520, As011G248980	jg25749
OG0000722	As010G232800	jg2566
OG0000722	As008G183090	jg29905
OG0000723	As009G205300, As009G205260	jg26920
OG0000723	As009G205270, As009G205280, As009G205290, As009G205310	jg6538, jg6537
OG0000724	As012G281700, As012G281680, As012G281690, As012G281640	jg27921
OG0000730	As001G023940	jg13121
OG0000730	As008G183370	jg29875
OG0000731	As001G025190, As001G025200, As001G025210	jg13303, jg13301, jg13300, jg13302
OG0000732	As012G276370	jg15206
OG0000733	As002G035910	jg13883
OG0000733	As007G178640	jg32285
OG0000733	As008G188440	jg19855
OG0000733	As004G093360	jg27519
OG0000734	As002G043480	jg14522
OG0000735	As002G047800	jg6374, jg1450, jg2339, jg1451, jg22455, jg22454
OG0000736	As002G053050	jg4856
OG0000736	As003G074810	jg8490
OG0000737	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260	jg8415, jg8416, jg16766
OG0000738	As006G125610	jg18389
OG0000739	As009G216850, As008G197070	jg1966
OG0000749	As008G184000	jg29796, jg29795
OG0000749	As007G161240	jg31164
OG0000750	As001G030660	jg12798, jg409, jg407, jg411
OG0000751	As005G108820, As002G035280	jg4130
OG0000752	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600	jg6373
OG0000752	As002G052450	jg4905
OG0000753	As003G064670	jg26936, jg26935, jg32585
OG0000754	As003G064750	jg32553
OG0000754	As004G082990	jg21141, jg21154, jg21161
OG0000755	As004G086160	jg793, jg7774, jg7775, jg7777, jg7776
OG0000756	As004G087220	jg20650, jg8777, jg6649, jg20649
OG0000757	As005G107510	jg3980
OG0000757	As006G146500	jg15310, jg18918
OG0000758	As006G126420	jg18280
OG0000759	As009G219760	jg22773
OG0000759	As006G128470	jg18040
OG0000760	As006G142310	jg19323, jg19315
OG0000760	As012G282830	jg15605
OG0000762	As011G266570	jg28193
OG0000763	As012G269290	jg33628, jg33630
OG0000764	As012G271730	jg33255, jg33205
OG0000765	As012G275540, As012G275570, As012G275590	jg15108, jg15109, jg15107, jg15104, jg15110
OG0000772	As002G037440, As001G027110, As001G015580	jg13621, jg13630, jg13622, jg13623, jg13624
OG0000774	As002G033010	jg9824
OG0000776	As009G213010, As002G037060	jg25072, jg24843
OG0000778	As002G050230	jg5151, jg5150, jg5149
OG0000779	As003G060370	jg10300
OG0000779	As004G085410	jg7672
OG0000779	As004G085400	jg11290
OG0000780	As003G074900	jg8480
OG0000780	As007G180430	jg16653, jg4847
OG0000781	As004G079650	jg19730
OG0000781	As005G103380, As005G103370	jg19731
OG0000782	As005G107060, As005G106550	jg11218, jg11222, jg26302
OG0000783	As005G113140	jg6008
OG0000783	As010G226400	jg14112
OG0000784	As010G225950	jg14210
OG0000784	As005G113590	jg6087
OG0000785	As007G161520	jg9051
OG0000785	As009G214360	jg4219
OG0000786	As012G288100	jg31666, jg31667
OG0000786	As009G217820, As009G217830	jg23060, jg23062, jg7465
OG0000787	As010G222930, As010G222920	jg25201
OG0000788	As010G225660, As010G225670, As010G225650	jg14268
OG0000789	As010G242960	jg3643
OG0000789	As012G267770	jg25235, jg33815
OG0000798	As001G017630, As003G055740, As004G083120	jg10949, jg18704
OG0000800	As001G024200, As001G024190, As001G024170	jg13156, jg13154
OG0000801	As002G035990	jg24995, jg4212
OG0000801	As009G214440	jg4215
OG0000801	As002G036000	jg24996
OG0000802	As004G088660	jg20453
OG0000802	As003G070730	jg31565
OG0000802	As003G056750	jg10755
OG0000803	As003G058030	jg10600
OG0000803	As003G070410, As003G065450	jg10602, jg10601
OG0000804	As004G097150	jg12639
OG0000806	As005G102850	jg19791, jg19790, jg20857
OG0000807	As005G102950	jg19776
OG0000807	As006G139170, As006G133330	jg23902, jg23903
OG0000808	As006G129450	jg17854
OG0000808	As010G224570	jg14426
OG0000808	As005G114980	jg22860
OG0000809	As007G160640	jg31093
OG0000809	As008G183460	jg29864
OG0000818	As010G221920	jg14771
OG0000818	As001G030280	jg9671, jg365
OG0000819	As002G036020	jg2066
OG0000819	As012G282730	jg15594
OG0000821	As002G043850	jg21878, jg21876
OG0000823	As004G090360	jg20328
OG0000823	As003G055870	jg10866
OG0000824	As003G062540	jg31967, jg31966, jg12014
OG0000824	As004G083720	jg7391
OG0000825	As012G287570	jg16216
OG0000825	As005G100830	jg20027
OG0000826	As005G102780	jg19800
OG0000827	As012G278780	jg22321
OG0000827	As005G106720	jg9076, jg3893, jg3894
OG0000828	As012G285140, As006G125590	jg6099, jg21117, jg18394
OG0000829	As006G136530	jg24190
OG0000829	As009G203460, As009G203470	jg5587
OG0000830	As007G156440	jg8314, jg3257, jg30553
OG0000831	As007G156620, As007G156630	jg30585, jg30587, jg12311
OG0000832	As008G195870	jg33006, jg2372, jg27626, jg2371, jg21269, jg1803, jg16860, jg16861, jg10114, jg1739, jg1561
OG0000833	As011G246960	jg25500, jg33550
OG0000834	As011G250710	jg25992
OG0000835	As011G251220	jg26050
OG0000835	As012G272760	jg33079
OG0000836	As012G283770, As012G283780, As012G283790	jg15652, jg15729
OG0000842	As001G025250	jg13311, jg13310, jg13313, jg13314
OG0000843	As001G029790, As001G029800	jg1754, jg1760, jg1756, jg23076
OG0000844	As002G034430	jg24889
OG0000844	As005G107840	jg4020
OG0000845	As002G042280, As010G222560	jg14675, jg21716
OG0000846	As004G079020, As002G046530, As006G146430	jg9057, jg9056
OG0000847	As002G053580	jg4785, jg4784
OG0000847	As005G117570	jg23461
OG0000849	As006G122200	jg8149
OG0000850	As005G101230	jg19981
OG0000851	As005G105540	jg19469, jg15758, jg15757
OG0000853	As006G123840	jg27529, jg7904
OG0000854	As008G191240	jg17795, jg29161
OG0000855	As010G223210	jg14598
OG0000855	As009G219120	jg23222
OG0000857	As010G227430, As010G227420	jg13905
OG0000858	As011G255880, As011G255860	jg13674, jg26666, jg26665
OG0000868	As009G211830	jg4451, jg4440
OG0000868	As006G130700, As002G037910	jg25143
OG0000869	As004G090370	jg20329
OG0000869	As003G055880	jg10865
OG0000870	As003G068700	jg31345
OG0000870	As004G081540	jg18476
OG0000871	As006G135520	jg24070
OG0000871	As009G201940	jg5430
OG0000872	As006G126250	jg18325, jg18324, jg18323
OG0000873	As010G233530, As006G137440, As009G204210	jg24300
OG0000875	As008G193510	jg29010
OG0000876	As009G217470, As009G217500, As009G217530	jg6136, jg6137, jg6138
OG0000883	As001G014390	jg8883
OG0000883	As006G138050	jg24372
OG0000884	As007G162220, As002G033790, As007G161390, As007G162230, As007G161400	jg31179
OG0000885	As002G049480	jg22684, jg9631
OG0000886	As004G082110	jg20963
OG0000887	As005G099860	jg20122
OG0000888	As012G284780	jg15877
OG0000888	As005G104850	jg19566
OG0000889	As005G114990	jg15476
OG0000889	As010G224550	jg14428
OG0000890	As012G277560	jg15302
OG0000890	As006G146240	jg18906, jg18903
OG0000891	As007G158460, As007G158450, As007G158470, As007G158440	jg10330, jg30805, jg30806
OG0000892	As009G215030, As009G215020	jg6431, jg6432
OG0000894	As010G223940, As010G223960	jg14468
OG0000895	As011G258420	jg26907
OG0000897	As012G277910, As012G277930	jg15332, jg18954
OG0000900	As001G016830, As001G016840	jg29813, jg29812, jg29814
OG0000901	As001G017960, As001G018000, As001G017970, As001G017990, As001G017980	jg10994
OG0000902	As009G213330	jg4293
OG0000902	As002G036680, As002G036460	jg25029
OG0000903	As002G052040	jg1750, jg4951
OG0000905	As002G053040	jg4857
OG0000905	As005G118090	jg23504
OG0000906	As002G053300	jg4825
OG0000907	As003G057070	jg10729
OG0000907	As004G088350	jg20491
OG0000908	As003G075600, As010G234720	jg8394
OG0000911	As005G119970	jg23719
OG0000911	As010G220810	jg14942, jg14941
OG0000912	As006G123380	jg7958, jg28612
OG0000913	As007G159440, As010G233540, As006G125620	jg29754
OG0000914	As006G137210	jg24286, jg24172, jg24174, jg24193, jg24178
OG0000915	As012G276470	jg15216
OG0000915	As006G145010	jg18775
OG0000918	As009G205850	jg11545, jg11539
OG0000919	As011G249370	jg25817, jg25816, jg25818
OG0000920	As012G269320, As012G269300	jg12718, jg33625
OG0000921	As012G272730	jg33086, jg33085, jg33087
OG0000930	As011G266460	jg28171
OG0000930	As001G001170	jg9502
OG0000931	As002G036870	jg25061
OG0000932	As004G079170, As002G037970	jg18876
OG0000933	As002G044170, As007G165200	jg21929
OG0000935	As004G086290	jg7798
OG0000935	As003G059060	jg10452, jg7875
OG0000938	As003G075080	jg8435, jg2577, jg8434
OG0000939	As007G181030, As007G181020, As003G075790	jg16556, jg16555
OG0000940	As004G090050	jg11955, jg8755, jg27085
OG0000941	As004G095180	jg11370
OG0000941	As008G194780	jg28889
OG0000943	As006G138940	jg24471, jg6610
OG0000944	As005G103890, As012G285600	jg19679, jg16002
OG0000946	As005G106490, As005G106480	jg3859
OG0000947	As006G135230	jg24028
OG0000948	As012G281630, As010G224740, As010G224730, As006G143570	jg15466
OG0000950	As009G205820	jg6584, jg7565, jg24502, jg24503
OG0000953	As010G221250	jg14879, jg14884, jg14883, jg14882
OG0000954	As011G251450	jg26078
OG0000961	As002G047500, As010G227170, As010G227150, As010G227180, As010G227140, As009G213740, As001G020280, As001G020290, As001G020270, As001G020260, As010G243570, As001G014010, As001G014040, As001G013950	jg2125, jg2124, jg2121, jg2120
OG0000962	As001G027150	jg12592, jg13635
OG0000963	As002G034260	jg3972
OG0000964	As002G040430	jg21623, jg21625, jg21627, jg21626
OG0000965	As011G245590, As011G255900	jg25350, jg2759
OG0000965	As003G057680	jg10655
OG0000966	As003G057820	jg10631, jg10635
OG0000967	As003G064080	jg32270
OG0000967	As007G158200	jg30781
OG0000968	As004G077430	jg12251
OG0000969	As004G086960, As004G086930, As004G086940, As004G086920	jg20688
OG0000969	As004G086790, As004G086800	jg20692
OG0000970	As005G119400	jg23657, jg14876, jg14877
OG0000971	As006G137320	jg15518, jg15536, jg24267
OG0000972	As009G205570	jg6567
OG0000972	As006G139250	jg24510
OG0000973	As009G204830	jg5751
OG0000973	As006G139760	jg24551
OG0000974	As006G144950	jg18768, jg12734, jg12735, jg14174, jg12775
OG0000975	As007G155990	jg30501
OG0000977	As010G224030	jg14502
OG0000977	As010G224040	jg14503, jg14497
OG0000977	As010G224050	jg14496
OG0000979	As012G274790	jg11119, jg11120, jg11121
OG0000986	As004G094360, As001G003430	jg9281, jg15331
OG0000987	As001G016180	jg31803
OG0000988	As009G212980	jg4336
OG0000988	As002G037150	jg28110, jg28109, jg25078, jg25077, jg25076
OG0000989	As002G043930	jg21892, jg21043
OG0000991	As003G062520	jg31960
OG0000992	As003G075530	jg8403
OG0000993	As004G092920	jg26904, jg12547
OG0000993	As009G205750, As006G141230	jg16024
OG0000994	As005G113560	jg18055, jg18056
OG0000994	As006G128340, As006G128350, As006G128360	jg18054
OG0000995	As006G127150	jg18215
OG0000995	As008G194310	jg28938
OG0000996	As008G193450	jg29018
OG0000996	As006G127870	jg18121
OG0000997	As008G184100	jg29807
OG0000998	As006G143360	jg19189, jg15488
OG0000999	As007G160930	jg31132
OG0001000	As009G200600	jg27785, jg27786, jg5307
OG0001002	As011G245250	jg25314
OG0001003	As012G270560	jg33452
OG0001004	As011G266800, As011G266810, As011G266820, As011G266860, As011G266830, As011G266870	jg32567, jg21684, jg12616
OG0001008	As001G001100	jg9507, jg9508
OG0001008	As001G001090	jg9509
OG0001009	As001G001490	jg9458
OG0001009	As001G001470	jg9459, jg21337
OG0001010	As003G068260, As001G016390	jg31821
OG0001010	As004G079320	jg18686
OG0001011	As001G016600, As001G016620, As001G016630, As001G016640, As001G016610, As001G016590, As001G016580, As001G016560	jg31842
OG0001011	As004G079380	jg11449
OG0001012	As001G019280	jg1331
OG0001012	As008G188200	jg29324
OG0001013	As001G029630, As001G029620	jg1830, jg1707, jg1823, jg1828
OG0001015	As007G165030	jg9904
OG0001015	As002G044280	jg21942
OG0001016	As002G052140	jg4939
OG0001017	As002G052670, As002G052700	jg23572, jg11031, jg6627, jg22184, jg4882
OG0001018	As002G054290	jg4707, jg6212
OG0001019	As003G056000	jg10852
OG0001020	As003G056290	jg10819
OG0001020	As004G089150	jg20391
OG0001021	As012G288810	jg16365
OG0001021	As005G098840	jg20203
OG0001022	As005G099680	jg20137
OG0001022	As012G288250	jg16301
OG0001023	As006G142040	jg27605
OG0001023	As005G113850, As005G114020	jg6134
OG0001024	As006G127250, As006G127210, As006G127200	jg18204
OG0001026	As006G134780	jg23976
OG0001026	As009G200810	jg5336
OG0001027	As006G142630, As006G142620	jg29811
OG0001028	As012G281510	jg15453
OG0001029	As006G146260, As007G157960	jg30743
OG0001029	As010G235770	jg3434
