Orthogroup	Aethionema_saxatile	Noccaea_praecox
OG0000542	As012G273170	Np004G198940
OG0000543	As007G177800	Np001G044830
OG0000544	As008G195060	Np004G254830
OG0000545	As010G238530	Np002G078500
OG0000546	As011G264020, As011G264080, As011G264050, As011G264010, As011G264090, As011G264000, As011G264100, As011G263960, As011G264110, As011G263990, As011G264030, As011G264060, As011G263920, As011G264120, As011G263950, As011G263980	Np007G376380
OG0000550	As006G144690	Np001G054750, Np006G339520, Np003G166830, Np004G192230
OG0000551	As005G117770	Np001G004080
OG0000551	As003G075520	Np005G261440
OG0000551	As002G053470	Np003G136120
OG0000552	As007G159560	Np004G230230
OG0000553	As003G063070, As003G063050	Np004G207850, Np004G207110, Np004G207840, Np004G207340, Np004G207920, Np004G207120, Np004G207480, Np004G207460, Np004G207260, Np004G207680
OG0000554	As007G157590	Np002G118220
OG0000554	As003G065060, As004G082630	Np004G203530
OG0000555	As003G067180	Np003G182070, Np002G116570, Np004G255160
OG0000556	As006G140800	Np001G017160
OG0000557	As012G286190	Np001G065760, Np001G065770
OG0000558	As005G105310, As005G105360, As005G105380, As005G105290	Np006G337850
OG0000559	As005G107810	Np003G127110, Np003G127100, Np007G378410
OG0000560	As005G115530	Np003G152880
OG0000560	As008G196260, As008G196230	Np003G172730, Np004G255940
OG0000561	As005G118160	Np001G003620, Np001G003610
OG0000562	As006G139230	Np007G418000
OG0000562	As009G200380	Np003G141560
OG0000562	As009G205610	Np001G014270
OG0000564	As007G177230	Np005G271440
OG0000565	As010G233050	Np004G228620
OG0000565	As010G233040	Np002G085980
OG0000566	As011G250840	Np003G148600
OG0000570	As006G135060	Np007G423940
OG0000570	As009G217810	Np001G009520
OG0000571	As005G113940	Np003G151390
OG0000571	As008G191230	Np004G251280, Np004G251270
OG0000572	As010G240020, As010G240030, As010G240050, As010G240010	Np001G045840
OG0000573	As012G270960, As012G270950, As012G270940	Np004G194790
OG0000578	As008G187240	Np004G248330
OG0000578	As001G020350	Np002G114940
OG0000579	As002G044410	Np005G280250
OG0000579	As004G098040	Np005G319570
OG0000580	As005G102980	Np006G325880
OG0000582	As005G113410	Np003G150520
OG0000582	As006G130460	Np006G357920
OG0000583	As006G127330	Np006G355060
OG0000584	As006G124400	Np001G040230
OG0000584	As001G000400	Np005G276330
OG0000585	As011G246780, As003G070380	Np007G402940, Np007G405290
OG0000585	As012G275350	Np006G342010, Np004G213180
OG0000586	As011G263800	Np007G376540
OG0000586	As004G082960	Np001G042940
OG0000587	As006G122410	Np003G187920
OG0000587	As005G100170	Np006G322270
OG0000587	As008G198370	Np004G258420
OG0000588	As011G247080	Np007G404890
OG0000588	As005G104750	Np006G328260
OG0000588	As012G269820	Np004G193210
OG0000589	As005G114800	Np003G152530
OG0000589	As010G224800	Np001G045760
OG0000590	As006G138710	Np007G418620
OG0000590	As008G197660	Np001G014720, Np001G014510
OG0000592	As011G250170	Np007G393760
OG0000592	As010G239910, As007G154690	Np004G237800
OG0000593	As008G192880, As010G241820, As010G241840	Np001G046810
OG0000593	As011G252190, As011G252250, As011G252270, As011G252260	Np002G084980
OG0000594	As010G222860	Np001G048370
OG0000595	As010G226140	Np001G044160
OG0000600	As002G048280	Np003G157370
OG0000600	As001G001180	Np005G275230
OG0000601	As009G201050, As006G135040	Np003G142410, Np007G424020
OG0000601	As001G027850	Np005G315020, Np001G018800
OG0000602	As012G276820	Np001G056000
OG0000604	As005G099260	Np006G321040
OG0000604	As007G163770, As012G288540	Np001G069260, Np005G281430
OG0000605	As010G239470	Np002G079850
OG0000605	As010G239480	Np002G079930
OG0000606	As011G248160	Np005G282160, Np007G390220
OG0000606	As010G244280	Np002G070400
OG0000606	As012G270700	Np004G194450
OG0000607	As011G251140	Np007G395540
OG0000607	As011G262980	Np007G377870
OG0000608	As012G284160	Np001G062510
OG0000608	As012G284170, As012G284200	Np001G062520
OG0000612	As001G019830, As001G020020, As005G105470, As008G187810	Np006G329550
OG0000613	As006G135470	Np007G423380
OG0000613	As002G045780	Np005G314130
OG0000614	As002G054140, As005G116690, As002G054130	Np003G135170
OG0000615	As011G264960	Np007G375040
OG0000615	As003G072430	Np005G267750
OG0000616	As005G114070	Np003G151580
OG0000616	As012G277180	Np006G337700, Np001G056260
OG0000617	As006G121910	Np003G188770
OG0000618	As010G241950	Np002G073260
OG0000618	As006G132210	Np004G239220, Np005G277620
OG0000619	As006G145810, As006G145800	Np006G337730, Np006G337710
OG0000619	As012G277130	Np001G056250
OG0000620	As010G239430, As007G154950	Np004G237240, Np002G079810
OG0000625	As006G135190	Np007G423770
OG0000625	As007G176620	Np005G271050
OG0000626	As001G031250	Np002G122710, Np002G122720, Np002G122740, Np002G122760
OG0000627	As006G134640	Np005G278900
OG0000627	As002G047240	Np003G159680
OG0000628	As003G064150, As011G250810, As010G235510	Np004G204410, Np007G385740, Np007G394910, Np007G382110, Np006G331000
OG0000630	As004G077630, As004G077620, As004G077610	Np005G313020, Np005G313030, Np005G313090, Np004G251690, Np001G019080, Np001G019090
OG0000633	As005G110870	Np007G375870, Np003G164740, Np007G384960
OG0000633	As010G244250	Np002G070420
OG0000634	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010	Np002G114880, Np002G114820, Np003G153190, Np004G230990, Np003G153200
OG0000635	As006G128210	Np006G347940, Np006G352750
OG0000635	As006G127130	Np006G355290
OG0000636	As009G212850	Np003G131030, Np002G108120, Np003G131060, Np002G106300, Np003G131040
OG0000645	As001G004340	Np005G305850
OG0000646	As001G027670	Np001G019030
OG0000646	As006G134940	Np007G424180
OG0000647	As002G034480, As005G107800	Np002G086910
OG0000648	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650	Np001G069150, Np002G105630, Np006G367970
OG0000649	As003G066660	Np004G203870
OG0000649	As010G237340	Np002G076880
OG0000650	As004G088550	Np001G036540
OG0000652	As009G217160	Np001G010480, Np001G010470
OG0000658	As009G206090, As012G277750, As001G026410	Np001G014790, Np001G020800, Np001G056790
OG0000659	As011G266440, As009G211360, As002G048340	Np007G372940, Np005G289090, Np005G275190, Np003G157310
OG0000660	As008G192800	Np004G252140
OG0000660	As010G224220	Np001G046620
OG0000660	As005G115310	Np003G153480
OG0000661	As010G223120, As006G127120, As006G127080	Np005G310030, Np002G115440, Np006G355350
OG0000662	As009G201630	Np003G142770
OG0000662	As006G135390	Np007G423510
OG0000662	As009G201640	Np003G142780
OG0000663	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650	Np002G090300, Np004G209560
OG0000663	As010G229530	Np002G090310
OG0000664	As011G245420	Np007G408110
OG0000669	As005G103090	Np006G325980
OG0000669	As001G022370	Np001G027970
OG0000670	As003G061610, As003G061660	Np005G283460
OG0000671	As004G078130	Np005G314740, Np005G314720, Np005G314750
OG0000672	As004G081100, As011G248400	Np004G212370
OG0000674	As008G197690	Np004G257640
OG0000674	As005G099330	Np006G321110
OG0000674	As006G123130	Np003G186810
OG0000675	As007G152400	Np006G356050, Np004G240330
OG0000676	As008G193080	Np004G252560
OG0000676	As010G239230, As007G155100	Np002G079460
OG0000677	As007G160250	Np004G227760, Np004G227730
OG0000685	As001G001340	Np005G275060, Np005G275040
OG0000685	As002G032860	Np005G279610
OG0000686	As001G012430	Np005G264040, Np002G091570, Np005G264050
OG0000687	As001G017930	Np005G299500
OG0000687	As005G101960	Np006G324700
OG0000687	As012G286760	Np001G066460
OG0000688	As001G023430	Np001G025680, Np001G025750, Np001G025770, Np001G025740
OG0000688	As001G023420	Np005G267820
OG0000689	As007G158860, As003G063160, As004G080020	Np004G208380, Np003G177370
OG0000692	As005G104580	Np001G063690, Np006G327970
OG0000693	As012G282230	Np001G059680
OG0000693	As006G143100	Np006G332860, Np006G332870
OG0000694	As007G177770	Np006G364920
OG0000695	As010G239400	Np001G013590, Np002G079710
OG0000697	As012G271560	Np004G194590
OG0000702	As009G199960	Np003G141400
OG0000702	As001G026500	Np001G020650
OG0000702	As006G132970	Np007G424940
OG0000703	As002G035150	Np003G128130
OG0000703	As006G145070	Np006G339110
OG0000704	As003G058000	Np007G392710, Np005G289350, Np001G038300
OG0000705	As005G103510, As005G103480	Np006G326540, Np006G326520
OG0000706	As005G117900	Np001G003850
OG0000707	As007G161420	Np007G413470
OG0000708	As008G185890	Np004G246770
OG0000709	As009G203840	Np001G037930, Np001G053360
OG0000714	As004G077650	Np005G313110
OG0000716	As004G088610, As007G165810	Np003G178750, Np003G178770
OG0000718	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220	Np007G409950, Np003G125160
OG0000719	As005G114760	Np003G152490
OG0000720	As012G288480	Np001G068980
OG0000720	As006G122970	Np003G187030
OG0000721	As006G123060	Np003G186900
OG0000721	As008G197760, As012G274520, As011G248980	Np007G391500
OG0000722	As010G232800	Np002G086450
OG0000722	As008G183090	Np004G242400
OG0000723	As009G205260	Np001G013900
OG0000730	As001G023940	Np001G024830
OG0000730	As008G183370	Np004G242780
OG0000731	As001G025190, As001G025200, As001G025210	Np001G022910, Np001G022900, Np001G022890
OG0000732	As002G032800	Np005G279680
OG0000732	As012G276370	Np001G055070
OG0000733	As008G188440	Np001G049150, Np002G120010, Np001G002580
OG0000734	As009G218770, As010G223710	Np001G007420
OG0000734	As002G043480	Np003G168400
OG0000735	As002G047800	Np005G314100, Np003G156630, Np003G158380
OG0000736	As002G053050	Np003G136540, Np004G219250
OG0000736	As003G074810	Np005G262120
OG0000737	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260	Np005G261640, Np006G367700
OG0000738	As006G125610	Np006G357660
OG0000739	As009G216850, As008G197070	Np004G256480
OG0000741	As012G268430	Np004G191090
OG0000749	As008G184000	Np004G243770
OG0000749	As007G161240	Np004G209100
OG0000750	As001G030660	Np005G319860, Np005G319800, Np005G319850, Np005G319920, Np005G300140, Np002G124000, Np002G123990, Np002G123980
OG0000751	As005G108820, As002G035280	Np003G128310, Np002G120940
OG0000752	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600	Np001G012300
OG0000752	As002G052450	Np003G137130
OG0000753	As003G064670	Np004G202980, Np004G202960, Np004G202950
OG0000754	As003G064750	Np004G203100
OG0000755	As004G086160	Np003G184650, Np003G184660
OG0000756	As004G087220	Np005G267090
OG0000757	As005G107510	Np003G126650
OG0000758	As010G243380	Np002G071380
OG0000758	As006G126420	Np006G356060
OG0000759	As009G219760	Np003G154280
OG0000759	As006G128470	Np006G351730
OG0000759	As008G193030	Np004G252480
OG0000760	As006G142310	Np003G174100
OG0000762	As011G266570	Np007G372630, Np007G372690
OG0000763	As012G269290	Np004G192120, Np004G192100, Np004G192090
OG0000764	As012G271730	Np004G195960, Np006G358630, Np004G196400
OG0000765	As012G275540, As012G275570, As012G275590	Np001G053900, Np001G052380, Np001G053890
OG0000772	As002G037440, As001G027110, As001G015580	Np006G363870, Np001G019790, Np001G019780, Np001G019770
OG0000774	As002G033010	Np005G279450
OG0000776	As009G213010, As002G037060	Np007G410600, Np007G413670
OG0000778	As002G050230	Np003G140100, Np003G140090
OG0000779	As003G060370	Np005G285590
OG0000779	As004G085410	Np003G182860
OG0000780	As003G074900	Np005G262020
OG0000780	As007G180430	Np006G369190
OG0000781	As004G079650	Np004G205860, Np006G326390, Np006G326420
OG0000781	As005G103380, As005G103370	Np006G326400, Np006G326410
OG0000782	As005G107060, As005G106550	Np007G381110
OG0000783	As005G113140	Np003G150010
OG0000783	As010G226400	Np005G285420, Np001G043770
OG0000784	As010G225950	Np001G044430, Np001G044440
OG0000784	As005G113590	Np003G150760
OG0000785	As007G161520	Np005G263420
OG0000785	As009G214360	Np003G129340
OG0000787	As010G222930, As010G222920	Np002G107730, Np007G408970
OG0000788	As010G225660, As010G225670, As010G225650	Np001G044750
OG0000789	As010G242960	Np002G072050
OG0000789	As012G267770	Np007G408550
OG0000801	As002G035990	Np007G411650
OG0000801	As009G214440	Np003G129290
OG0000801	As002G036000	Np007G411640
OG0000802	As004G088660	Np001G035930
OG0000802	As003G070730	Np004G213420
OG0000802	As003G056750	Np007G403260, Np004G249950, Np005G291790
OG0000803	As003G058030	Np005G289290, Np005G289240
OG0000803	As003G070410, As003G065450	Np005G289320, Np005G289310, Np005G289300
OG0000804	As004G081460	Np001G008670
OG0000805	As004G096100, As011G254230	Np005G303760, Np007G382830
OG0000806	As005G102850	Np006G325750, Np005G301000
OG0000807	As005G102950	Np006G325830
OG0000807	As006G139170, As006G133330	Np001G017730, Np007G425260
OG0000808	As006G129450	Np006G359850
OG0000808	As010G224570	Np001G046130
OG0000808	As005G114980	Np003G153230
OG0000809	As007G160640	Np004G226080
OG0000809	As008G183460	Np004G242880
OG0000809	As010G232490	Np007G375690
OG0000818	As010G221920	Np001G011690
OG0000818	As001G030280	Np005G277320, Np002G124760
OG0000819	As002G036020	Np007G411620
OG0000819	As009G214420	Np003G129310
OG0000819	As012G282730	Np001G060370
OG0000821	As002G043850	Np003G167140, Np003G167170, Np005G314350, Np003G167190, Np003G152950, Np003G165270, Np003G152960
OG0000823	As004G090360	Np001G032910
OG0000824	As003G062540	Np004G206080
OG0000824	As004G083720	Np003G178410
OG0000825	As012G287570	Np001G067480
OG0000825	As005G100830	Np006G323070
OG0000826	As005G102780	Np006G325670
OG0000827	As012G278780	Np003G160770
OG0000827	As005G106720	Np003G125640
OG0000828	As012G285140, As006G125590	Np002G114920
OG0000829	As006G136530	Np007G422090
OG0000829	As009G203460, As009G203470	Np003G144870
OG0000830	As007G156440	Np004G235230, Np002G077080
OG0000831	As007G156620, As007G156630	Np004G235010, Np004G235000
OG0000833	As011G246960	Np007G405010, Np004G193010
OG0000834	As012G273380	Np004G198720, Np004G198270
OG0000835	As011G251220	Np007G395770
OG0000835	As012G272760	Np004G198020
OG0000836	As012G283770, As012G283780, As012G283790	Np007G379740
OG0000843	As001G029790, As001G029800	Np002G107860, Np001G009350
OG0000844	As002G034430	Np007G413220
OG0000844	As005G107840	Np003G127060
OG0000845	As002G042280	Np003G172660, Np005G281480
OG0000845	As010G222560	Np001G049170
OG0000846	As004G079020, As002G046530, As006G146430	Np005G263400
OG0000847	As005G117570	Np001G004290
OG0000849	As006G122200	Np003G188230
OG0000849	As005G100320	Np001G068010
OG0000851	As005G105540	Np006G329620
OG0000852	As010G227460, As010G227470, As005G111370	Np003G148390
OG0000853	As006G123840	Np003G185670
OG0000854	As008G191240	Np006G359130, Np004G251400
OG0000855	As010G223210	Np001G047900
OG0000855	As009G219120	Np001G007050
OG0000857	As010G227430, As010G227420	Np007G379060
OG0000858	As011G255880, As011G255860	Np007G385660, Np007G385670, Np007G385650
OG0000868	As009G211830	Np003G132270
OG0000868	As006G130700, As002G037910	Np007G409680
OG0000869	As003G055880	Np001G032920, Np005G294550
OG0000870	As003G068700	Np004G211070, Np004G211050
OG0000870	As004G081540	Np006G343600
OG0000871	As006G135520	Np007G423340
OG0000871	As009G201940	Np003G143050
OG0000871	As004G077790	Np005G313500
OG0000872	As006G126250	Np006G356960
OG0000873	As010G233530, As006G137440, As009G204210	Np007G420880
OG0000875	As008G193510	Np004G253090, Np005G296410
OG0000883	As001G014390	Np005G265270, Np007G419990
OG0000884	As007G162220, As002G033790, As007G161390, As007G162230, As007G161400	Np004G209260
OG0000885	As007G158480	Np004G232230
OG0000885	As002G049480	Np005G276890
OG0000886	As004G082110	Np001G041930
OG0000887	As005G099860	Np006G321830
OG0000888	As012G284780	Np001G063390
OG0000888	As005G104850	Np006G328360
OG0000889	As005G114990	Np001G059040
OG0000889	As010G224550	Np001G046170
OG0000890	As012G277560	Np001G056520
OG0000890	As006G146240	Np006G337120, Np006G327330
OG0000891	As007G158460, As007G158450, As007G158470, As007G158440	Np004G232290, Np004G232260, Np004G232240
OG0000892	As009G215030, As009G215020	Np001G020020, Np001G013070, Np001G035680, Np001G035690, Np001G013080
OG0000893	As009G216470	Np001G011340
OG0000894	As010G224240	Np007G373060
OG0000895	As011G258420	Np007G388290, Np007G388240, Np007G388230, Np007G388200
OG0000897	As012G277910, As012G277930	Np006G336490
OG0000900	As001G016830, As001G016840	Np004G243530, Np004G243540
OG0000901	As001G017960, As001G018000, As001G017970, As001G017990, As001G017980	Np005G299620
OG0000902	As002G036680, As002G036460	Np007G411160
OG0000903	As002G052040	Np003G137760
OG0000904	As005G118380, As002G052940	Np005G271510, Np005G304810
OG0000905	As002G053040	Np003G136550
OG0000905	As005G118090	Np001G003730
OG0000907	As004G088350	Np001G036290
OG0000908	As003G075600, As010G234720	Np005G261310
OG0000909	As007G159890	Np004G229120
OG0000909	As004G083080	Np005G308900
OG0000910	As005G114500	Np003G152140
OG0000911	As005G119970	Np001G001070
