Orthogroup	Aethionema_saxatile	Capsella_rubella
OG0000505	As009G215510	XP_023637350.1, XP_006287584.1, XP_023636897.1, XP_006307315.1
OG0000506	As010G234690	XP_006285493.1, XP_006286640.1, XP_006301807.1
OG0000510	As001G020890, As001G020900	XP_023643541.1, XP_006300628.2
OG0000511	As001G032060	XP_023641700.1, XP_023643359.1
OG0000512	As003G061390	XP_006283872.2, XP_006299949.1, XP_006285836.1, XP_023638831.1, XP_023638826.1, XP_006285535.1
OG0000513	As006G146210	XP_006291831.1
OG0000513	As005G114770	XP_006291822.1, XP_006279700.1
OG0000514	As011G252640, As011G252630	XP_006299969.1
OG0000515	As012G267810	XP_006303851.2
OG0000520	As002G050660, As002G050220, As012G287100	XP_006292074.2, XP_006279439.2, XP_023634388.1
OG0000521	As003G063570	XP_006303273.1
OG0000521	As004G080410	XP_006288456.1
OG0000521	As010G235150	XP_023642857.1
OG0000522	As004G083810	XP_023644931.1, XP_023644929.1, XP_023636909.1, XP_023636853.1, XP_023637440.1
OG0000523	As005G100530	XP_006296335.1
OG0000523	As012G287730	XP_006299271.1
OG0000524	As006G141600, As006G141560, As006G141590	XP_006299274.1, XP_006279754.1
OG0000525	As010G241940	XP_006301908.1
OG0000525	As011G246900	XP_006297150.1
OG0000525	As012G269710	XP_006306947.1
OG0000526	As010G223400	XP_006290566.1
OG0000529	As005G113510, As005G113490, As005G113470	XP_006290167.1, XP_006289732.1
OG0000530	As009G203010, As009G203020, As009G203100, As009G203060, As009G202740	XP_006288616.1, XP_023636180.1, XP_006286602.2, XP_006286773.1, XP_006288551.1
OG0000533	As007G180830	XP_006295159.2
OG0000534	As007G167300, As001G022180, As001G022190, As001G022170, As001G016060	XP_023637277.1, XP_006300373.1, XP_006301650.1, XP_006300970.1, XP_023644074.1, XP_006300567.1, XP_006301518.1, XP_006301153.1
OG0000535	As001G023320	XP_006301968.1
OG0000536	As010G228630, As004G090520	XP_023634575.1, XP_023633576.1, XP_023633140.1, XP_023646070.1, XP_006279034.1
OG0000537	As006G124070	XP_006286433.1
OG0000537	As004G093070	XP_006285603.1
OG0000537	As006G141200	XP_006299677.1
OG0000538	As005G103710, As005G103700	XP_006293537.1, XP_006294804.1, XP_006294823.1, XP_006294805.1
OG0000539	As005G120910	XP_023633585.1
OG0000540	As006G128870, As006G128860, As006G128850	XP_006294917.2, XP_006296522.1, XP_006293402.1, XP_006294909.2
OG0000542	As009G202020	XP_006288729.1
OG0000542	As012G273170	XP_006305661.1
OG0000543	As007G177800	XP_006295889.1, XP_006296440.1
OG0000544	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120	XP_006304823.1
OG0000545	As010G238530	XP_006301180.1
OG0000546	As011G264020, As011G264080, As011G264050, As011G264010, As011G264090, As011G264000, As011G264100, As011G263960, As011G264110, As011G263990, As011G264030, As011G264060, As011G263920, As011G264120, As011G263950, As011G263980	XP_006299047.1, XP_006299159.1, XP_006299158.1, XP_006300229.1
OG0000550	As006G144690	XP_006295234.1, XP_023638695.1, XP_006303819.1
OG0000551	As005G117770	XP_006279743.1
OG0000551	As003G075520	XP_006283042.1
OG0000551	As002G053470	XP_006286951.1
OG0000552	As007G159560	XP_006306408.1
OG0000553	As003G063010	XP_006305400.1
OG0000553	As003G063020, As003G063040	XP_006305315.1
OG0000553	As003G063070, As003G063050	XP_006305849.2
OG0000555	As003G067180	XP_006289988.1, XP_006286853.1
OG0000556	As004G093660	XP_006284504.2
OG0000556	As006G140800	XP_006281111.1
OG0000557	As012G286190	XP_006291852.1, XP_006292167.1
OG0000557	As005G102360	XP_006295902.1, XP_006295040.1
OG0000559	As005G107810	XP_006287718.1, XP_006287658.1, XP_023637457.1
OG0000560	As005G115530	XP_006282023.1, XP_006294467.1, XP_006279819.1
OG0000561	As005G118160	XP_023638609.1, XP_006302848.1, XP_006279830.1
OG0000562	As006G139230	XP_006299606.1
OG0000562	As009G200380	XP_006287862.1
OG0000562	As009G205610	XP_006289925.1
OG0000563	As007G152350	XP_023636141.1
OG0000564	As007G177180	XP_006295556.1
OG0000566	As011G250840	XP_006286089.1, XP_006305248.1
OG0000567	As012G274310	XP_006282846.1
OG0000570	As006G135060	XP_006298764.1
OG0000570	As009G217810	XP_006281184.2
OG0000571	As005G113940	XP_006282092.1
OG0000571	As008G191230	XP_006307224.1, XP_006305882.1
OG0000572	As010G240020, As010G240030, As010G240050, As010G240010	XP_023638908.1, XP_023639160.1
OG0000573	As012G270960, As012G270950, As012G270940	XP_006306247.1, XP_023645088.1
OG0000578	As008G187240	XP_006304044.1
OG0000578	As001G020350	XP_006302601.1
OG0000579	As002G044410	XP_006281071.2
OG0000579	As004G098040	XP_006284608.1
OG0000580	As005G102980	XP_006293539.1
OG0000582	As005G113410	XP_006305606.1, XP_006288634.1
OG0000583	As006G127330	XP_006304411.1, XP_006296287.1
OG0000583	As006G127350	XP_023640384.1
OG0000584	As006G124400	XP_023637697.1
OG0000584	As001G000400	XP_006284238.1, XP_006298188.1
OG0000585	As012G275350	XP_006298665.1, XP_006295085.1, XP_023645207.1
OG0000586	As011G263800	XP_006299476.1, XP_006297712.1, XP_023641492.1, XP_023641490.1
OG0000586	As004G082960	XP_023645110.1
OG0000587	As006G122410	XP_006288631.1
OG0000587	As005G100170	XP_023640579.1
OG0000587	As008G198370	XP_006305610.1
OG0000588	As011G247080	XP_006296907.1
OG0000588	As005G104750	XP_006293629.1
OG0000588	As012G269820	XP_006306678.2
OG0000589	As005G114800	XP_023640155.1
OG0000589	As010G224800	XP_006291954.1, XP_006292540.1
OG0000590	As006G138710	XP_006298749.2, XP_006288900.1
OG0000592	As011G250170	XP_006297909.2
OG0000592	As010G239910, As007G154690	XP_006305339.1
OG0000593	As011G252190, As011G252250, As011G252270, As011G252260	XP_006285622.1
OG0000594	As010G222860	XP_006292666.1, XP_006293015.1, XP_006290974.1, XP_023638796.1
OG0000595	As010G226140	XP_006279365.1, XP_006290972.1
OG0000596	As010G227450	XP_006281068.1
OG0000600	As002G048280	XP_023639830.1
OG0000600	As001G001180	XP_006284576.2
OG0000601	As009G201050, As006G135040	XP_006287642.1, XP_006297398.1
OG0000601	As001G027850	XP_006283580.2, XP_006291015.1
OG0000602	As012G276820	XP_023638663.1
OG0000602	As002G034860	XP_006297006.1
OG0000604	As007G163770, As012G288540	XP_006284383.1
OG0000605	As010G239470	XP_023644101.1
OG0000605	As010G239480	XP_023643532.1
OG0000606	As011G248160	XP_023641515.1
OG0000606	As010G244280	XP_006300701.2
OG0000606	As012G270700	XP_023644969.1
OG0000607	As011G251140	XP_006300262.2
OG0000607	As011G262980	XP_006300291.2
OG0000608	As012G284160	XP_006292921.1
OG0000608	As012G284170, As012G284200	XP_023638646.1
OG0000612	As001G019830, As001G020020, As005G105470, As008G187810	XP_006303259.1
OG0000613	As006G135470	XP_006298921.1
OG0000613	As002G045780	XP_006282951.1
OG0000614	As002G054140, As005G116690, As002G054130	XP_006287397.1
OG0000615	As011G264960	XP_023642075.1
OG0000615	As003G072430	XP_006284367.1
OG0000616	As005G114070	XP_006281217.1
OG0000616	As012G277180	XP_006296028.1
OG0000617	As006G121910	XP_006288016.1
OG0000618	As010G241950	XP_006300599.1
OG0000618	As006G132210	XP_006306306.1, XP_006283149.1
OG0000619	As006G145810, As006G145800	XP_006294744.1, XP_006296058.1
OG0000619	As012G277130	XP_006291609.1
OG0000620	As010G239430, As007G154950	XP_006303329.1, XP_006294924.1, XP_006300334.1
OG0000625	As006G135190	XP_006298912.2
OG0000626	As001G031250	XP_006301137.1, XP_006301456.2, XP_006301632.2, XP_023643217.1
OG0000627	As006G134640	XP_006300773.2, XP_006279182.1, XP_006300799.2, XP_006283180.1
OG0000627	As002G047240	XP_006280048.1
OG0000628	As003G064150, As011G250810	XP_023641173.1, XP_023641172.1
OG0000630	As004G077630, As004G077620, As004G077610	XP_006292428.1, XP_006292881.1, XP_006292917.1, XP_006292190.1
OG0000632	As005G101810	XP_006288849.1
OG0000632	As012G286880, As012G286870	XP_023638319.1
OG0000633	As010G244250	XP_006300389.1
OG0000634	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010	XP_006281350.1, XP_006281283.2, XP_006281297.2
OG0000635	As006G128210	XP_006295994.1, XP_006296483.1
OG0000635	As006G127130	XP_023640832.1, XP_006296461.1, XP_023644013.1
OG0000636	As009G212850	XP_006287716.1, XP_006289527.2, XP_023636468.1
OG0000646	As001G027670	XP_006290859.1
OG0000646	As006G134940	XP_006296782.1
OG0000648	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650	XP_023637909.1, XP_023634159.1, XP_023637804.1, XP_023637802.1, XP_006290937.2
OG0000649	As003G066660	XP_006307199.1
OG0000649	As010G237340	XP_006302110.1
OG0000650	As004G088550	XP_006279739.1
OG0000651	As005G115100	XP_023638998.1
OG0000652	As009G217160	XP_006288708.1, XP_006289654.2, XP_006289159.2
OG0000658	As009G206090, As012G277750, As001G026410	XP_023637858.1
OG0000660	As008G192800	XP_006304197.1
OG0000660	As010G224220	XP_006291821.1
OG0000660	As005G115310	XP_006281080.1
OG0000661	As010G223120, As006G127120, As006G127080	XP_006284422.1, XP_023639743.1, XP_006291741.1
OG0000662	As009G201630	XP_006287957.1
OG0000662	As006G135390	XP_006299343.1
OG0000662	As009G201640	XP_006288045.1
OG0000663	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650	XP_023644171.1, XP_006304478.1, XP_006303323.1
OG0000664	As011G245420	XP_023643278.1
OG0000664	As011G245410	XP_023641213.1
OG0000669	As005G103090	XP_006294893.1
OG0000669	As001G022370	XP_023639074.1
OG0000670	As003G061610, As003G061660	XP_006285702.1, XP_023633807.1, XP_006283785.1
OG0000672	As007G157950, As006G146270	XP_006300978.1
OG0000672	As004G081100, As011G248400	XP_006307403.1
OG0000674	As008G197690	XP_006306147.1
OG0000674	As005G099330	XP_006293931.1
OG0000674	As006G123130	XP_006287360.1
OG0000676	As008G193080	XP_023632673.1
OG0000676	As012G282240	XP_023643444.1
OG0000677	As007G160250	XP_006304024.2, XP_006304961.1
OG0000685	As001G001340	XP_006284769.1
OG0000685	As002G032860	XP_006284772.1
OG0000686	As001G012430	XP_023633722.1, XP_023635373.1, XP_006285227.2
OG0000687	As001G017930	XP_006284774.1
OG0000687	As005G101960	XP_006295243.1
OG0000687	As012G286760	XP_006292414.2
OG0000688	As001G023430	XP_006292650.1, XP_006292530.2
OG0000688	As001G023420	XP_006291645.1
OG0000689	As007G158860, As003G063160, As004G080020	XP_023644817.1, XP_006288747.2, XP_006305745.1
OG0000690	As007G154700, As003G065860, As008G196720, As010G226610	XP_023635784.1
OG0000692	As005G104580	XP_023638965.1, XP_006293271.1, XP_006295699.1
OG0000693	As012G282230	XP_006291153.1
OG0000693	As006G143100	XP_006295703.1, XP_006295598.1
OG0000694	As007G177770	XP_006293928.2, XP_023639569.1, XP_006294430.2
OG0000695	As010G239400	XP_006302485.1
OG0000696	As012G270790, As011G248260	XP_006305787.2, XP_006298872.1
OG0000697	As012G271560	XP_006304379.1, XP_006303205.1
OG0000702	As009G199960	XP_006287919.1
OG0000702	As001G026500	XP_006290355.1
OG0000702	As006G132970	XP_006299113.2
OG0000703	As002G035150	XP_006288022.1
OG0000703	As006G145070	XP_006293487.1
OG0000703	As012G276510	XP_006291269.2
OG0000704	As003G058000	XP_006285709.1, XP_006282128.1, XP_023646052.1
OG0000705	As005G103510, As005G103480	XP_023640427.1
OG0000706	As005G117900	XP_006281825.1
OG0000707	As006G138740	XP_023638981.1
OG0000707	As007G161420	XP_023641464.1
OG0000708	As008G185890	XP_006307176.1
OG0000709	As009G203840	XP_006279909.1, XP_006279904.2
OG0000714	As004G077650	XP_023637821.1
OG0000716	As004G088610, As007G165810	XP_023634324.1
OG0000717	As010G227840, As010G227810, As007G157130, As004G091870, As010G236660	XP_006303698.1
OG0000718	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220	XP_006299992.1, XP_006300551.1, XP_006288633.1
OG0000719	As005G114760	XP_006281389.1
OG0000720	As012G288480	XP_023638630.1
OG0000720	As006G122970	XP_006288076.1
OG0000720	As008G197790	XP_006305161.1
OG0000721	As006G123060	XP_006286754.1
OG0000721	As008G197760, As012G274520, As011G248980	XP_006298540.1
OG0000722	As010G232800	XP_006300549.1
OG0000722	As008G183090	XP_006305584.1
OG0000723	As009G205270, As009G205280, As009G205290, As009G205310	XP_006288188.2
OG0000730	As001G023940	XP_006290597.1
OG0000730	As008G183370	XP_006305938.1
OG0000731	As001G025190, As001G025200, As001G025210	XP_006292481.1, XP_006292809.1, XP_006290945.1, XP_006292803.1
OG0000732	As002G032800	XP_006285652.1
OG0000732	As012G276370	XP_023638216.1
OG0000734	As009G218770, As010G223710	XP_023637902.1
OG0000735	As002G047800	XP_006289584.1, XP_023633415.1
OG0000736	As002G053050	XP_006288665.1
OG0000736	As003G074810	XP_023633770.1
OG0000737	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260	XP_006283543.1, XP_006285710.1, XP_006294031.1
OG0000738	As006G125610	XP_006296071.1
OG0000739	As009G216850, As008G197070	XP_006302117.1
OG0000739	As011G255260	XP_006297390.1, XP_006279149.1
OG0000741	As012G268430	XP_006307049.1
OG0000749	As008G184000	XP_006279157.2, XP_023641479.1, XP_023645504.1
OG0000749	As007G161240	XP_006307078.1
OG0000750	As001G030660	XP_006284975.1, XP_006286062.1, XP_006301402.1, XP_006301484.2
OG0000752	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600	XP_006289317.1
OG0000752	As002G052450	XP_006288316.1
OG0000753	As003G064670	XP_006297615.1, XP_023642262.1, XP_006307405.1
OG0000754	As003G064750	XP_006307408.2
OG0000754	As004G082990	XP_006280410.1, XP_006279617.1
OG0000755	As004G086160	XP_023643234.1, XP_023636527.1, XP_006286514.2
OG0000756	As004G087220	XP_023637624.1, XP_006286100.1, XP_023637620.1
OG0000757	As005G107510	XP_006286404.1
OG0000757	As006G146500	XP_006295258.1
OG0000758	As010G243380	XP_006302671.1
OG0000758	As006G126420	XP_006294779.1
OG0000759	As009G219760	XP_006279701.1
OG0000759	As006G128470	XP_006294814.2
OG0000759	As008G193030	XP_006303347.1
OG0000760	As012G282830	XP_006290286.1
OG0000762	As011G266570	XP_006296906.1
OG0000763	As012G269290	XP_006303234.1
OG0000764	As012G271730	XP_006304572.1, XP_006305989.2
OG0000772	As002G037440, As001G027110, As001G015580	XP_006290910.2, XP_006290856.1, XP_023638729.1, XP_006290273.1
OG0000773	As007G160440, As010G232720, As001G027430	XP_006303006.1
OG0000774	As002G033010	XP_006283292.1
OG0000775	As002G035830, As009G214640	XP_023637659.1
OG0000776	As009G213010, As002G037060	XP_006298124.1, XP_006298147.1
OG0000778	As002G050230	XP_023636275.1, XP_023636274.1, XP_006289050.1
OG0000779	As003G060370	XP_006285154.1
OG0000779	As004G085410	XP_006288940.1
OG0000780	As003G074900	XP_006283562.1
OG0000780	As007G180430	XP_006294036.1, XP_006287541.1
OG0000781	As004G079650	XP_006295749.1, XP_006294206.1
OG0000781	As005G103380, As005G103370	XP_006296149.1
OG0000782	As005G107060, As005G106550	XP_006297238.2, XP_006289499.1
OG0000783	As005G113140	XP_006287824.1
OG0000783	As010G226400	XP_006292339.1
OG0000784	As010G225950	XP_006279382.1, XP_023638513.1
OG0000784	As005G113590	XP_006286553.2
OG0000785	As007G161520	XP_006283125.1
OG0000785	As009G214360	XP_006287084.1
OG0000786	As012G288100	XP_023632543.1
OG0000786	As009G217820, As009G217830	XP_006292600.2
OG0000787	As010G222930, As010G222920	XP_006298518.1
OG0000788	As010G225660, As010G225670, As010G225650	XP_006293136.1
OG0000789	As010G242960	XP_006300324.1
OG0000789	As012G267770	XP_006297559.1
OG0000798	As001G017630, As003G055740, As004G083120	XP_006282719.1, XP_006282721.1
OG0000799	As001G021720, As005G104360	XP_006304725.1, XP_006306454.1, XP_006304475.1, XP_006292376.1, XP_006285067.1
OG0000799	As001G021710	XP_006304912.1, XP_006306397.1, XP_006304395.1, XP_006300072.1
OG0000800	As001G024200, As001G024190, As001G024170	XP_006291432.2
OG0000800	As004G080730, As010G231950, As010G231900, As010G231970, As010G231990, As010G231910	XP_006292986.1
OG0000801	As002G035990	XP_006287416.2
OG0000801	As009G214440	XP_006289766.2
OG0000801	As002G036000	XP_006297449.1
OG0000802	As004G088660	XP_006279647.1
OG0000802	As003G070730	XP_023645853.1
OG0000802	As003G056750	XP_006283811.2
OG0000803	As003G058030	XP_006283924.1
OG0000804	As004G097150	XP_006285146.1
OG0000806	As005G102850	XP_006295416.1, XP_006295388.1, XP_006281652.1
OG0000807	As005G102950	XP_006295574.1
OG0000807	As006G139170, As006G133330	XP_006299211.1
OG0000808	As006G129450	XP_006294492.2
OG0000808	As010G224570	XP_006291434.1
OG0000808	As005G114980	XP_006280756.1
OG0000809	As007G160640	XP_006289980.1, XP_006304722.1
OG0000818	As010G221920	XP_006290944.2
OG0000818	As001G030280	XP_006285090.2, XP_006302235.1
OG0000819	As002G036020	XP_023643542.1
OG0000819	As012G282730	XP_006291912.2
OG0000820	As002G041080	XP_006298933.1
OG0000821	As002G043850	XP_006281639.1, XP_023642230.1, XP_006282021.1
OG0000823	As004G090360	XP_006280739.1
OG0000823	As003G055870	XP_006285507.1
OG0000824	As003G062540	XP_023637312.1, XP_023632741.1
OG0000825	As012G287570	XP_006290834.1
OG0000825	As005G100830	XP_006293934.1
OG0000826	As005G102780	XP_006294041.1
OG0000827	As012G278780	XP_006281555.1
OG0000827	As005G106720	XP_006283364.1, XP_006286440.1
OG0000829	As006G136530	XP_006297655.2
OG0000829	As009G203460, As009G203470	XP_006290244.2, XP_006289628.1
OG0000830	As007G156440	XP_006285382.1, XP_006302195.1, XP_023645411.1
OG0000831	As007G156620, As007G156630	XP_006307164.1, XP_006304883.1, XP_006290853.1
OG0000832	As008G195870	XP_023633375.1
OG0000833	As011G246960	XP_023641451.1, XP_006290552.2, XP_023643855.1, XP_023633868.1
OG0000834	As011G250710	XP_006297119.1
OG0000835	As011G251220	XP_006297697.1
OG0000835	As012G272760	XP_006307519.1
OG0000836	As012G283770, As012G283780, As012G283790	XP_006291430.1, XP_006302490.1, XP_006291444.1
OG0000842	As001G025250	XP_006290942.1, XP_006293008.1, XP_006290952.1
OG0000843	As001G029790, As001G029800	XP_023643987.1, XP_006302158.1, XP_006302157.1
OG0000844	As002G034430	XP_006297818.1
OG0000844	As005G107840	XP_006287869.1
OG0000845	As002G042280	XP_023634563.1
OG0000845	As010G222560	XP_006292150.1
OG0000846	As004G079020, As002G046530, As006G146430	XP_006283731.1, XP_006283703.1
OG0000847	As005G117570	XP_006280038.1
OG0000849	As006G122200	XP_006289211.1
OG0000849	As005G100320	XP_006292049.1
OG0000850	As005G101230	XP_023640992.1
OG0000850	As012G287330	XP_006292854.2
OG0000851	As005G105540	XP_006293621.1, XP_023639107.1, XP_006296417.1, XP_006290411.2
OG0000852	As010G227460, As010G227470, As005G111370	XP_006288892.1, XP_006288894.1
OG0000853	As006G123840	XP_006289716.1, XP_023636649.1
OG0000854	As008G191240	XP_006294768.1, XP_006294728.1, XP_006304051.1
OG0000855	As010G223210	XP_006290269.1
OG0000855	As009G219120	XP_006282309.1
OG0000856	As010G224290	XP_023636962.1
OG0000857	As010G227430, As010G227420	XP_006279456.2
OG0000858	As011G255880, As011G255860	XP_023641376.1
OG0000867	As007G161960, As001G028870	XP_006302766.1
