Orthogroup	Aethionema_saxatile	Raphanus_sativus
OG0000322	As007G153590	XP_018481324.1, XP_018489987.1, XP_018485561.1, XP_018475341.1
OG0000323	As002G045490	XP_018468934.1
OG0000323	As005G112480	XP_018449329.1, XP_018480446.1, XP_018449978.1, XP_018450215.1
OG0000328	As001G029880	XP_018449858.1, XP_018449287.1
OG0000328	As004G078040, As004G078080, As004G078060, As004G078050, As004G078070	XP_018464565.1, XP_018480957.1, XP_018455340.1
OG0000329	As007G180560	XP_018438144.1, XP_018438150.1, XP_018438312.1, XP_018438132.1, XP_018438976.1, XP_018481764.1, XP_018481796.1, XP_018453908.1, XP_018455500.1, XP_018455519.1, XP_018455278.1, XP_018444837.1
OG0000332	As002G033230	XP_018476699.1, XP_018476728.1, XP_018472351.1
OG0000332	As011G251780, As012G272450	XP_018434425.1, XP_018451266.1
OG0000334	As012G277630	XP_018485510.1
OG0000334	As006G146780	XP_018474055.1, XP_018464081.1, XP_018440550.1, XP_018447766.1, XP_018475624.1, XP_018456025.1, XP_018456021.1, XP_018475471.1, XP_018476364.1
OG0000338	As008G188190, As008G188080, As001G019490, As001G019290	XP_018460718.1
OG0000339	As003G061400	XP_018484784.1
OG0000339	As005G101130, As012G287430	XP_018479135.1, XP_018484414.1
OG0000340	As005G103820	XP_018437331.1
OG0000340	As005G103800, As005G103810	XP_018480886.1, XP_018483081.1, XP_018437801.1, XP_018467170.1, XP_018465709.1, XP_018439911.1
OG0000344	As009G215190, As009G215530	XP_018463979.1
OG0000348	As002G040050	XP_018438479.1, XP_018475031.1
OG0000350	As003G070220, As003G070200	XP_018460460.1, XP_018462697.1, XP_018489388.1
OG0000351	As011G246700, As011G246690	XP_018437636.1, XP_018435396.1
OG0000351	As011G246600	XP_018454085.1
OG0000358	As006G124930, As008G196330	XP_018487067.1, XP_018479655.1, XP_018447680.1
OG0000358	As008G196390	XP_018475994.1, XP_018468855.1, XP_018469370.1
OG0000359	As012G275420	XP_018439699.1
OG0000360	As005G119730	XP_018457860.1, XP_018462835.1, XP_018466150.1, XP_018439143.1, XP_018436243.1, XP_018462832.1, XP_018466775.1
OG0000362	As009G205230	XP_018485959.1
OG0000362	As006G134970	XP_018462718.1
OG0000362	As008G187260	XP_018470408.1
OG0000368	As003G073560, As003G073580	XP_018468499.1, XP_018483013.1, XP_018480510.1
OG0000368	As003G073600, As003G073590	XP_018452449.1, XP_018483012.1
OG0000370	As007G153440	XP_018450965.1, XP_018478422.1, XP_018455004.1, XP_018469803.1
OG0000371	As005G099710, As005G099720	XP_018487430.1, XP_018448616.1, XP_018448617.1, XP_018485146.1
OG0000377	As001G021080	XP_018438085.1, XP_018465350.1
OG0000377	As001G021090	XP_018492814.1
OG0000378	As003G067400	XP_018479387.1, XP_018479388.1, XP_018435885.1
OG0000382	As006G122900	XP_018454509.1, XP_018472644.1
OG0000382	As008G188710	XP_018448987.1, XP_018448986.1, XP_018434594.1
OG0000383	As003G069230	XP_018492150.1
OG0000383	As003G069340, As003G069370, As003G069310, As003G069390, As003G069380	XP_018432957.1, XP_018440123.1, XP_018486347.1
OG0000384	As011G247740	XP_018433774.1, XP_018487880.1
OG0000386	As001G025230, As001G025220, As011G256850	XP_018433725.1, XP_018480768.1, XP_018481214.1
OG0000390	As001G012620	XP_018441356.1, XP_018441355.1
OG0000390	As011G251840	XP_018437906.1, XP_018487180.1, XP_018466128.1
OG0000392	As010G221170	XP_018448740.1
OG0000392	As010G221200, As010G221190, As010G221180	XP_018480312.1, XP_018480319.1, XP_018481352.1
OG0000396	As001G026970	XP_018477447.1, XP_018462197.1
OG0000396	As001G026990, As001G027000, As001G027010	XP_018454113.1, XP_018477746.1, XP_018462084.1
OG0000398	As012G268810	XP_018464159.1, XP_018450629.1
OG0000402	As001G032230, As003G065580, As005G099570, As012G279030, As011G256760, As002G038770, As002G036320, As008G185740, As009G212360, As007G178600, As002G037860, As007G176730, As007G176740, As007G176750, As005G112780, As012G277040, As008G191550, As009G207420, As009G210350	XP_018453618.1, XP_018466671.1, XP_018462101.1, XP_018448549.1, XP_018435865.1, XP_018448869.1, XP_018487658.1
OG0000404	As012G276100, As006G144680, As002G037330	XP_018481826.1, XP_018436693.1, XP_018462041.1, XP_018459768.1, XP_018473372.1, XP_018462129.1, XP_018435031.1, XP_018487139.1, XP_018486886.1, XP_018436594.1
OG0000405	As002G037730	XP_018467847.1
OG0000406	As006G136090	XP_018445142.1, XP_018491575.1, XP_018493211.1, XP_018490663.1, XP_018490659.1, XP_018493208.1
OG0000407	As009G201130, As009G201860	XP_018453990.1, XP_018467633.1, XP_018469589.1, XP_018479300.1, XP_018446427.1, XP_018444883.1, XP_018446424.1, XP_018467628.1
OG0000409	As001G002920	XP_018479957.1
OG0000410	As001G021670, As001G021680	XP_018457220.1, XP_018433196.1, XP_018457221.1, XP_018439488.1, XP_018457219.1, XP_018457211.1
OG0000411	As011G261620	XP_018432940.1
OG0000411	As004G085710	XP_018454436.1, XP_018467988.1, XP_018468363.1
OG0000411	As003G060010	XP_018471394.1, XP_018470399.1, XP_018477683.1, XP_018480647.1
OG0000412	As002G046400	XP_018458080.1
OG0000412	As006G132500	XP_018472111.1, XP_018472133.1
OG0000413	As011G245460	XP_018433373.1, XP_018437562.1
OG0000413	As002G048240	XP_018465305.1, XP_018478676.1, XP_018469403.1, XP_018469141.1, XP_018475255.1
OG0000414	As003G058750, As003G058770, As003G058760	XP_018450145.1, XP_018479685.1, XP_018469591.1, XP_018471228.1
OG0000415	As005G104640	XP_018448540.1, XP_018455773.1, XP_018448782.1, XP_018448783.1, XP_018464363.1, XP_018448814.1, XP_018466261.1, XP_018448815.1, XP_018448812.1, XP_018448820.1, XP_018448818.1, XP_018487702.1, XP_018448801.1, XP_018448757.1, XP_018448817.1, XP_018436436.1
OG0000416	As006G125710	XP_018436314.1, XP_018436317.1, XP_018481665.1, XP_018482200.1, XP_018479859.1, XP_018462794.1, XP_018483167.1
OG0000416	As006G127220, As008G194210	XP_018491821.1
OG0000417	As007G163710, As008G186410	XP_018466289.1, XP_018487678.1
OG0000420	As010G222670	XP_018469590.1, XP_018460465.1, XP_018488581.1, XP_018484680.1, XP_018481027.1, XP_018478598.1
OG0000421	As004G078160, As004G078150	XP_018443989.1, XP_018463346.1, XP_018480652.1
OG0000422	As008G188280, As008G188290, As008G188300	XP_018486545.1, XP_018459387.1, XP_018459389.1, XP_018469118.1, XP_018486766.1, XP_018441489.1, XP_018464427.1, XP_018464430.1, XP_018441501.1
OG0000423	As010G241040	XP_018472418.1
OG0000423	As012G269020	XP_018482522.1
OG0000429	As009G215310	XP_018438036.1
OG0000429	As002G052030	XP_018445380.1, XP_018445407.1, XP_018476753.1
OG0000429	As001G004910	XP_018468054.1, XP_018441747.1, XP_018441771.1
OG0000430	As011G263500	XP_018463247.1, XP_018452725.1
OG0000430	As001G014590	XP_018449326.1
OG0000430	As003G076100	XP_018464325.1, XP_018450932.1
OG0000431	As001G019780	XP_018439323.1, XP_018434119.1, XP_018463219.1, XP_018454290.1
OG0000431	As008G187750	XP_018471952.1, XP_018462009.1, XP_018465574.1, XP_018486280.1, XP_018486216.1, XP_018488871.1
OG0000432	As002G044400	XP_018470369.1, XP_018451970.1
OG0000432	As002G047750	XP_018475720.1, XP_018475718.1, XP_018476190.1, XP_018470645.1
OG0000433	As003G075370, As003G075380, As003G075360, As003G075330, As003G075320, As003G075390, As011G250230, As008G187390, As008G187380, As008G187400	XP_018464529.1, XP_018454928.1
OG0000435	As011G260090, As011G260040	XP_018448255.1
OG0000436	As011G266430, As002G048360	XP_018440186.1, XP_018471301.1, XP_018468070.1, XP_018480447.1, XP_018452619.1, XP_018475936.1, XP_018466789.1, XP_018433620.1, XP_018433635.1
OG0000437	As003G062850	XP_018442142.1
OG0000438	As004G085300	XP_018474451.1
OG0000439	As008G194170	XP_018486754.1, XP_018447094.1, XP_018447093.1
OG0000439	As012G285510	XP_018489072.1, XP_018460715.1, XP_018460196.1, XP_018444604.1
OG0000439	As006G127290	XP_018484999.1, XP_018476195.1, XP_018439834.1
OG0000440	As006G136440	XP_018475366.1, XP_018435264.1
OG0000441	As011G248660	XP_018491619.1
OG0000441	As011G248650	XP_018440476.1
OG0000446	As009G219000	XP_018458197.1
OG0000446	As001G023650	XP_018483256.1, XP_018462752.1, XP_018440166.1
OG0000446	As008G183010	XP_018442077.1, XP_018451153.1, XP_018435159.1
OG0000447	As011G247170	XP_018441082.1, XP_018466287.1, XP_018467453.1, XP_018489338.1
OG0000447	As004G081330	XP_018475290.1
OG0000447	As003G069220	XP_018451804.1, XP_018432958.1, XP_018485060.1, XP_018438998.1
OG0000448	As004G089550	XP_018438604.1, XP_018438605.1, XP_018466771.1, XP_018438321.1
OG0000449	As005G114720	XP_018462480.1, XP_018472739.1
OG0000449	As010G224870	XP_018436508.1
OG0000449	As005G114730	XP_018472756.1, XP_018452038.1, XP_018456378.1, XP_018462482.1
OG0000452	As001G002300, As001G002310	XP_018449814.1
OG0000453	As008G192270	XP_018462642.1
OG0000453	As008G192590	XP_018448787.1
OG0000454	As002G044440, As002G044430, As002G043530, As002G043510, As002G043520	XP_018469288.1, XP_018468689.1, XP_018469285.1, XP_018468599.1, XP_018473532.1, XP_018474787.1, XP_018466331.1, XP_018473534.1, XP_018462526.1, XP_018458021.1, XP_018454889.1
OG0000455	As007G178440	XP_018488153.1, XP_018435967.1, XP_018473610.1
OG0000457	As002G045110, As002G045120, As002G041830, As002G045100, As002G045130	XP_018453616.1
OG0000458	As002G043040	XP_018435594.1, XP_018435566.1, XP_018462779.1
OG0000459	As003G058960	XP_018469713.1, XP_018469717.1, XP_018469719.1, XP_018469706.1, XP_018448495.1, XP_018449919.1
OG0000461	As008G199680	XP_018486184.1
OG0000461	As006G146770	XP_018459350.1, XP_018463749.1, XP_018474056.1, XP_018473313.1, XP_018465710.1, XP_018438348.1
OG0000462	As009G214710	XP_018460037.1, XP_018482496.1, XP_018458806.1, XP_018479942.1, XP_018479081.1, XP_018450291.1, XP_018443290.1
OG0000463	As010G224360, As010G224370	XP_018438922.1, XP_018437014.1, XP_018455305.1
OG0000465	As001G010580, As004G090240	XP_018466558.1, XP_018459424.1, XP_018459432.1, XP_018458696.1, XP_018464449.1, XP_018479329.1, XP_018453705.1, XP_018465364.1, XP_018463141.1, XP_018467027.1, XP_018465343.1, XP_018440859.1
OG0000466	As002G032990, As003G058720, As003G058680, As007G181090, As007G181100, As007G181730, As007G181390, As002G038080, As009G205530, As002G045940, As002G033580, As002G036910, As002G036900, As002G036920, As009G205540, As009G206460, As009G202280, As009G202290, As002G033670	XP_018466919.1, XP_018453441.1, XP_018464672.1
OG0000467	As004G088230, As012G284990	XP_018486787.1, XP_018468177.1, XP_018434804.1, XP_018452839.1, XP_018478372.1
OG0000468	As012G280020	XP_018489758.1, XP_018481357.1
OG0000468	As006G125920	XP_018461742.1
OG0000468	As006G144160	XP_018484868.1, XP_018441637.1, XP_018437910.1, XP_018475272.1
OG0000471	As003G069540, As003G069550	XP_018450113.1, XP_018455597.1, XP_018487971.1, XP_018487932.1
OG0000472	As004G097070, As004G097040, As004G097060, As004G097030, As004G097050	XP_018481751.1, XP_018482636.1, XP_018482642.1, XP_018443710.1, XP_018480615.1, XP_018443709.1
OG0000472	As004G097020	XP_018444169.1, XP_018482631.1
OG0000481	As001G021880	XP_018466409.1, XP_018452120.1, XP_018467449.1, XP_018434903.1
OG0000482	As004G077750, As001G028390	XP_018469131.1, XP_018469039.1
OG0000483	As002G047220	XP_018470614.1
OG0000484	As009G203850	XP_018471327.1, XP_018465621.1, XP_018450899.1, XP_018465013.1, XP_018460124.1, XP_018455889.1, XP_018433153.1, XP_018435762.1, XP_018446358.1
OG0000487	As006G137570, As008G196100, As006G129680, As006G125350	XP_018439236.1, XP_018486441.1, XP_018434861.1, XP_018436924.1, XP_018486636.1
OG0000495	As001G001610, As001G001580, As001G001640, As001G001650	XP_018440592.1, XP_018481204.1
OG0000495	As007G179430, As007G177930	XP_018450012.1, XP_018436003.1, XP_018474661.1, XP_018449984.1
OG0000496	As002G041620, As001G004760	XP_018473754.1, XP_018463096.1
OG0000496	As001G012100, As004G090800	XP_018448664.1
OG0000497	As009G210870, As009G211010	XP_018465830.1
OG0000497	As010G233080, As007G164590, As007G163820, As007G164600	XP_018436239.1
OG0000497	As010G233090	XP_018463409.1
OG0000498	As002G045150	XP_018452380.1, XP_018473350.1, XP_018472313.1, XP_018468139.1
OG0000499	As003G056720	XP_018478923.1
OG0000499	As011G246530	XP_018486161.1, XP_018464520.1, XP_018433217.1, XP_018493023.1
OG0000499	As012G269540	XP_018464677.1, XP_018493021.1
OG0000500	As004G087470	XP_018478637.1, XP_018489317.1
OG0000501	As010G232220	XP_018486159.1
OG0000504	As006G143860	XP_018443166.1, XP_018468105.1, XP_018474904.1
OG0000504	As002G037010, As002G034340	XP_018436724.1, XP_018487234.1, XP_018436713.1, XP_018486838.1
OG0000505	As009G215510	XP_018447590.1, XP_018455706.1, XP_018437276.1, XP_018456317.1, XP_018474826.1, XP_018481098.1
OG0000506	As010G234690	XP_018444167.1, XP_018468976.1, XP_018474942.1, XP_018472431.1
OG0000509	As001G017890	XP_018463403.1, XP_018481840.1, XP_018466030.1, XP_018460249.1
OG0000510	As001G020890, As001G020900	XP_018461934.1, XP_018454186.1, XP_018454187.1, XP_018438947.1
OG0000511	As001G032060	XP_018452103.1
OG0000512	As003G061390	XP_018467731.1, XP_018484783.1
OG0000513	As006G146210	XP_018477213.1
OG0000513	As005G114770	XP_018436506.1, XP_018468157.1, XP_018487285.1, XP_018471568.1
OG0000514	As011G252640, As011G252630	XP_018464843.1
OG0000515	As012G267810	XP_018450331.1
OG0000521	As003G063570	XP_018493153.1
OG0000521	As007G158420	XP_018451795.1, XP_018440724.1, XP_018440726.1
OG0000521	As010G235150	XP_018445764.1, XP_018457630.1, XP_018471111.1
OG0000522	As004G083810	XP_018442552.1, XP_018452749.1, XP_018468572.1, XP_018468856.1
OG0000523	As005G100530	XP_018465189.1, XP_018481698.1
OG0000523	As012G287730	XP_018480191.1, XP_018462762.1, XP_018489807.1
OG0000524	As006G141600, As006G141560, As006G141590	XP_018489230.1, XP_018441276.1, XP_018482565.1
OG0000525	As010G241940	XP_018455904.1
OG0000525	As007G153430	XP_018474070.1
OG0000525	As011G246900	XP_018492431.1, XP_018441399.1
OG0000525	As012G269710	XP_018438284.1, XP_018492076.1
OG0000526	As010G223400	XP_018436846.1, XP_018459318.1, XP_018441415.1
OG0000526	As010G223440	XP_018489157.1, XP_018489156.1
OG0000529	As005G113510, As005G113490, As005G113470	XP_018474492.1
OG0000530	As009G203010, As009G203020, As009G203100, As009G203060, As009G202740	XP_018470952.1, XP_018475916.1, XP_018475914.1, XP_018458864.1, XP_018475915.1, XP_018474283.1, XP_018465334.1, XP_018474282.1, XP_018475800.1
OG0000533	As011G263320	XP_018491465.1
OG0000534	As007G167300, As001G022180, As001G022190, As001G022170, As001G016060	XP_018452815.1
OG0000535	As001G023320	XP_018438106.1
OG0000535	As001G023310	XP_018455960.1
OG0000536	As010G228630, As004G090520	XP_018435888.1, XP_018479385.1
OG0000537	As006G124070	XP_018461512.1, XP_018455191.1
OG0000537	As004G093070	XP_018450067.1, XP_018450066.1
OG0000537	As006G141200	XP_018462989.1, XP_018490833.1
OG0000538	As005G103710, As005G103700	XP_018472876.1, XP_018475100.1, XP_018483075.1, XP_018480920.1, XP_018434955.1, XP_018459513.1, XP_018475187.1
OG0000539	As005G120910	XP_018438934.1
OG0000540	As006G128870, As006G128860, As006G128850	XP_018437338.1, XP_018481206.1, XP_018477377.1, XP_018482773.1, XP_018434714.1, XP_018465973.1, XP_018477378.1, XP_018478433.1
OG0000541	As006G128960, As006G128940	XP_018485389.1
OG0000542	As009G202020	XP_018473103.1, XP_018462576.1, XP_018448314.1, XP_018445350.1
OG0000544	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120	XP_018490200.1, XP_018490199.1, XP_018449908.1, XP_018438500.1, XP_018450033.1
OG0000545	As010G238530	XP_018464064.1, XP_018464651.1, XP_018444261.1, XP_018444245.1
OG0000546	As011G264020, As011G264080, As011G264050, As011G264010, As011G264090, As011G264000, As011G264100, As011G263960, As011G264110, As011G263990, As011G264030, As011G264060, As011G263920, As011G264120, As011G263950, As011G263980	XP_018489545.1, XP_018435908.1
OG0000550	As006G144690	XP_018492365.1, XP_018478513.1, XP_018474609.1, XP_018441409.1, XP_018481032.1, XP_018478902.1, XP_018443354.1, XP_018436908.1, XP_018463246.1
OG0000551	As005G117770	XP_018491235.1, XP_018439726.1, XP_018456336.1
OG0000551	As002G053470	XP_018476016.1
OG0000552	As007G159560	XP_018434570.1
OG0000555	As003G067180	XP_018453755.1, XP_018488196.1, XP_018453788.1
OG0000556	As006G140800	XP_018434792.1, XP_018457866.1, XP_018483334.1, XP_018463176.1
OG0000557	As012G286190	XP_018482041.1, XP_018482036.1, XP_018465370.1, XP_018492825.1
OG0000557	As005G102360	XP_018473368.1, XP_018474395.1
OG0000558	As005G105310, As005G105360, As005G105380, As005G105290	XP_018474147.1, XP_018473913.1, XP_018474152.1, XP_018464051.1
OG0000559	As005G107810	XP_018442351.1, XP_018454172.1, XP_018480064.1, XP_018443230.1, XP_018444514.1
OG0000560	As005G115530	XP_018475553.1, XP_018473449.1, XP_018475874.1, XP_018475837.1, XP_018475717.1
OG0000560	As008G196260, As008G196230	XP_018449284.1, XP_018455055.1, XP_018460739.1, XP_018479613.1
OG0000561	As005G118160	XP_018439874.1, XP_018493416.1, XP_018439875.1, XP_018439876.1
OG0000562	As006G139230	XP_018487109.1, XP_018432918.1, XP_018491755.1, XP_018441736.1
OG0000562	As009G200380	XP_018472774.1, XP_018472628.1
OG0000562	As009G205610	XP_018483633.1, XP_018456687.1, XP_018471045.1
OG0000563	As007G152350	XP_018490086.1
OG0000564	As007G177230	XP_018461105.1, XP_018489870.1
OG0000564	As007G177180	XP_018479776.1
OG0000566	As011G250840	XP_018469696.1, XP_018469498.1, XP_018443856.1, XP_018443863.1
OG0000567	As012G274310	XP_018479242.1, XP_018479244.1, XP_018455934.1, XP_018462947.1
OG0000570	As006G135060	XP_018435059.1, XP_018492659.1
OG0000570	As002G054910	XP_018435123.1
OG0000571	As005G113940	XP_018444701.1
OG0000571	As008G191230	XP_018469024.1, XP_018487239.1, XP_018482187.1, XP_018487955.1, XP_018489056.1, XP_018449274.1, XP_018487954.1, XP_018487956.1
OG0000578	As008G187240	XP_018439009.1, XP_018491722.1
OG0000578	As001G020350	XP_018454408.1
OG0000579	As002G044410	XP_018467051.1, XP_018455545.1, XP_018473101.1, XP_018447891.1, XP_018453998.1, XP_018453824.1
OG0000579	As004G098040	XP_018478056.1, XP_018443031.1
OG0000580	As005G102980	XP_018433679.1
OG0000582	As005G113410	XP_018435839.1, XP_018452733.1, XP_018452746.1, XP_018442594.1, XP_018474506.1
OG0000582	As006G130460	XP_018484055.1, XP_018477951.1, XP_018484054.1
OG0000583	As006G127330	XP_018475509.1, XP_018434184.1, XP_018482204.1
OG0000583	As006G127350	XP_018482570.1, XP_018438858.1
OG0000584	As006G124400	XP_018466555.1, XP_018486871.1
OG0000584	As001G000400	XP_018471971.1, XP_018447048.1
OG0000585	As012G275350	XP_018461418.1, XP_018461417.1, XP_018461419.1, XP_018486243.1, XP_018491166.1, XP_018491167.1, XP_018483126.1, XP_018439700.1, XP_018483127.1
OG0000586	As004G082960	XP_018433234.1
OG0000587	As006G122410	XP_018452409.1, XP_018452545.1
OG0000587	As005G100170	XP_018437511.1, XP_018481594.1
OG0000587	As008G198370	XP_018492302.1, XP_018432605.1
OG0000588	As011G247080	XP_018490687.1
OG0000588	As005G104750	XP_018483473.1, XP_018436534.1
OG0000588	As012G269820	XP_018450814.1, XP_018460928.1
OG0000589	As005G114800	XP_018461614.1, XP_018457895.1, XP_018472831.1, XP_018452654.1
OG0000589	As010G224800	XP_018436507.1, XP_018465789.1, XP_018489229.1, XP_018490042.1
OG0000590	As006G138710	XP_018432524.1, XP_018492958.1, XP_018491851.1, XP_018434245.1, XP_018438845.1
