Orthogroup	Aethionema_saxatile	Brassica_napus
OG0000149	As010G224610	XP_048598963.1, XP_013716590.2, XP_048598964.1, XP_048602609.1, XP_013682314.2, XP_013682101.1, XP_022551617.2, XP_013682103.1, XP_013732617.1, XP_013681735.2, XP_048606238.1, XP_022554517.2, XP_048608152.1, XP_048602602.1, XP_048606211.1, XP_048604618.1, XP_048602607.1, XP_048601079.1
OG0000150	As010G225180, As010G225220, As010G225210	XP_022551264.2, XP_048615138.1
OG0000151	As007G166070	XP_013750324.1, XP_013671658.1, XP_013712559.1, XP_013656387.1, XP_048626642.1
OG0000151	As006G141980, As006G133740	XP_013736096.1, XP_048600778.1, XP_013696468.1, XP_013648126.1, XP_013750474.1
OG0000151	As011G263600	XP_022555445.1, XP_013741197.1, XP_013690523.1, XP_048593192.1
OG0000151	As002G047900	XP_013685382.1, XP_013680464.1, XP_048598833.1, XP_013733435.1
OG0000151	As001G030700	XP_013659307.2, XP_013675110.1, XP_013684904.1, XP_013750266.2
OG0000154	As007G152520	XP_013682918.2, XP_048622370.1, XP_013702845.1, XP_013692504.2, XP_013641680.1
OG0000154	As009G210670	XP_013673168.1, XP_013646788.2, XP_013697164.1, XP_013648226.2
OG0000154	As005G107550	XP_048614596.1, XP_048596233.1, XP_013655775.2, XP_013685168.1, XP_013736813.2
OG0000155	As003G059350	XP_022565615.1, XP_048598681.1, XP_048600242.1, XP_013705446.2, XP_013741574.2, XP_048634505.1, XP_013647261.1, XP_048601146.1, XP_048591924.1, XP_048633996.1, XP_013686713.2, XP_013724354.2, XP_013683763.2, XP_013722430.3, XP_022560648.2, XP_022544794.2, XP_022544795.2, XP_048613008.1, XP_013734858.2, XP_048601553.1, XP_048595050.1
OG0000155	As003G059230, As003G059200	XP_048616159.1
OG0000156	As012G287040, As012G287050	XP_013746341.1, XP_013741977.2, XP_013689481.2, XP_013745192.3
OG0000156	As001G028010	XP_013710705.2
OG0000161	As001G013550, As001G029600, As001G029610	XP_048627955.1, XP_048603220.1, XP_048627950.1, XP_048603222.1, XP_048627949.1, XP_048604730.1, XP_013699317.2, XP_013700679.2, XP_048604169.1
OG0000162	As012G286460	XP_013708176.1, XP_013670399.1
OG0000162	As012G286440	XP_048620816.1, XP_022547562.2
OG0000162	As005G102220	XP_013688834.1
OG0000164	As011G264140, As011G262780	XP_022561173.2, XP_022573474.2
OG0000165	As001G011340, As001G010810, As001G010990, As012G282150	XP_048608276.1
OG0000166	As011G260470, As002G040840	XP_048596620.1, XP_048599588.1, XP_013668940.1
OG0000166	As010G228020	XP_013689431.1, XP_013751056.1
OG0000167	As003G057890	XP_013672715.1, XP_013734245.1
OG0000168	As008G194570	XP_013689684.1, XP_048612851.1, XP_048611437.1, XP_013745721.1
OG0000168	As010G230090	XP_048615565.1
OG0000171	As003G073770	XP_013649048.1, XP_013743696.1
OG0000171	As009G200410	XP_013712780.1, XP_022549246.1
OG0000175	As007G156270	XP_013727399.1, XP_013737935.2
OG0000175	As010G237650	XP_013729635.1
OG0000175	As011G263590	XP_013731018.1
OG0000184	As004G089570	XP_048620218.1, XP_048596369.1, XP_048611802.1, XP_048618572.1, XP_048615881.1, XP_048613241.1, XP_048593288.1, XP_048591432.1, XP_048634034.1, XP_048622878.1, XP_048624127.1, XP_048611971.1, XP_048637505.1, XP_048634301.1, XP_048623732.1, XP_048624122.1, XP_048611625.1, XP_048593843.1, XP_013646126.1, XP_048593290.1, XP_013665195.1, XP_048622870.1, XP_048623648.1, XP_048599578.1, XP_048596262.1, XP_048619951.1, XP_013725617.1, XP_048599669.1, XP_048623712.1, XP_013738896.1, XP_048605140.1, XP_048604936.1, XP_048611352.1, XP_048611668.1, XP_048615830.1, XP_048604771.1, XP_048604994.1, XP_048615526.1, XP_013738815.2, XP_048633562.1, XP_013658299.2, XP_048624144.1, XP_048622606.1, XP_048605844.1, XP_013669059.1, XP_013665384.1, XP_013700244.2, XP_013721003.1, XP_048611748.1, XP_022564488.1, XP_048611344.1, XP_013689170.1, XP_048608391.1, XP_013715022.2, XP_013745562.1, XP_048611715.1, XP_013650524.2, XP_048635488.1, XP_013709198.1, XP_013678911.1, XP_048613163.1, XP_048622596.1, XP_048605684.1, XP_048637546.1, XP_048591464.1, XP_013723480.1, XP_048613304.1, XP_048613295.1, XP_048608564.1
OG0000187	As001G003940	XP_048591223.1
OG0000187	As001G003960	XP_013719582.1, XP_022569616.1, XP_048605911.1, XP_022545716.2
OG0000190	As004G085680	XP_013672591.2, XP_048624260.1, XP_013662060.1, XP_013672592.2, XP_048632031.1, XP_048606981.1, XP_013740823.2, XP_013744136.2, XP_048632024.1, XP_013676795.1, XP_048606968.1, XP_013674901.1, XP_048632028.1, XP_048632029.1, XP_048632025.1, XP_048606966.1, XP_048606964.1, XP_048604486.1, XP_048616467.1, XP_013676961.1, XP_013726273.2, XP_013659197.2, XP_013674954.1, XP_048596741.1, XP_022567082.1, XP_048612619.1, XP_013726305.2
OG0000192	As007G157190	XP_048619732.1
OG0000195	As006G130540	XP_013731385.1
OG0000195	As001G028840	XP_013649150.1
OG0000200	As008G194290	XP_022558432.1, XP_013665103.2
OG0000203	As006G136770	XP_013658139.2, XP_048626062.1
OG0000204	As011G254640, As011G254620, As011G254600, As011G254610, As011G254630, As011G254590	XP_048632522.1, XP_013741124.2
OG0000207	As003G061070	XP_013650129.2, XP_013673599.2, XP_013651035.2, XP_013653902.2, XP_048637562.1, XP_048637563.1, XP_048617532.1, XP_013680180.2, XP_022553761.2, XP_048617533.1, XP_013709562.2, XP_048637845.1, XP_048615568.1, XP_048622941.1, XP_013652500.2, XP_013680179.1, XP_048606355.1, XP_013731207.2, XP_013711003.1
OG0000208	As003G075220	XP_048606297.1, XP_013654990.2, XP_013655046.2, XP_013691460.1, XP_013746704.2, XP_048611861.1, XP_013669737.2
OG0000208	As003G075160	XP_048633371.1, XP_013665058.1, XP_013669367.1, XP_048591328.1, XP_048591329.1
OG0000213	As002G038840	XP_048610772.1, XP_048633413.1, XP_013743645.1, XP_013688365.2, XP_013707946.2, XP_048597462.1, XP_048608774.1, XP_013653508.1, XP_048631899.1
OG0000215	As011G258310	XP_013717579.1
OG0000217	As001G019850	XP_013697825.2
OG0000218	As001G022650	XP_013710648.2, XP_013646577.2, XP_013740736.2, XP_013671849.2, XP_048607627.1, XP_013654938.2, XP_013646423.1, XP_013669999.1, XP_013639896.1, XP_013746502.1, XP_048618792.1, XP_048637290.1, XP_048630867.1, XP_013724184.1, XP_013697153.1
OG0000219	As001G028510, As001G028520, As001G028500, As001G028480	XP_022552847.1
OG0000219	As003G064990	XP_048637866.1, XP_013710573.1
OG0000224	As010G235950, As010G235920, As010G235890, As010G235940, As010G235900, As010G235880	XP_048602824.1, XP_048626316.1, XP_048615007.1, XP_013690742.2, XP_048591712.1, XP_048591711.1, XP_013681346.2, XP_048626317.1, XP_048609799.1, XP_013723736.1, XP_013723693.2, XP_013705169.1
OG0000224	As001G031540	XP_013668758.3, XP_013670749.2, XP_013720368.2, XP_013731618.2, XP_013713839.2, XP_013651764.1, XP_022548174.1
OG0000225	As003G069680, As003G070050	XP_048614877.1, XP_022556056.2
OG0000228	As007G159250	XP_013730524.2, XP_013710153.1
OG0000228	As010G233780, As010G233750	XP_048614922.1, XP_013738215.1
OG0000228	As010G233770, As011G262150, As010G233790, As010G233800	XP_048604369.1, XP_048612974.1, XP_048617286.1, XP_048592098.1, XP_048604370.1, XP_013691102.1, XP_048633367.1, XP_013652210.1, XP_048616067.1, XP_022560626.2, XP_048604371.1
OG0000231	As004G077900	XP_048598711.1, XP_048599745.1, XP_022560912.2, XP_013732794.1, XP_048592877.1
OG0000231	As001G028220	XP_013715858.2, XP_013676361.1, XP_013699006.2, XP_013649212.2
OG0000232	As002G036540, As006G139020	XP_022552492.2, XP_048631920.1, XP_013680918.3, XP_048600664.1, XP_048609136.1, XP_022550996.2, XP_013677724.1, XP_048600667.1, XP_013677723.1, XP_013677727.2, XP_022551220.2, XP_022551389.1, XP_048600669.1, XP_013744048.2, XP_013695602.2, XP_022553444.2, XP_048625222.1, XP_048598344.1
OG0000233	As007G163840	XP_013738969.1
OG0000233	As005G111800	XP_022558230.1, XP_048611342.1
OG0000234	As012G281460	XP_013746463.1, XP_013691199.1
OG0000234	As006G143800	XP_013742320.2, XP_048610542.1, XP_013748295.2, XP_048636453.1
OG0000234	As009G210340	XP_048598305.1, XP_013667915.1
OG0000237	As010G229740	XP_048627237.1, XP_048627491.1, XP_013654490.1, XP_048627663.1, XP_013654454.2, XP_013713378.1, XP_048605686.1, XP_048615499.1, XP_048611749.1, XP_048628952.1, XP_048628954.1, XP_022549775.1, XP_013650231.1, XP_022564573.1, XP_013739929.1, XP_013718022.1, XP_048620016.1, XP_048626937.1, XP_048599831.1, XP_048604724.1, XP_048605570.1, XP_048626830.1, XP_013689542.1, XP_048630344.1, XP_013658496.1
OG0000237	As008G190240, As008G190220, As008G190230, As003G067900, As006G149240	XP_048628912.1
OG0000237	As011G257810	XP_048615013.1, XP_048611794.1, XP_048628395.1, XP_048627495.1, XP_048635055.1, XP_022565184.1, XP_013689264.2, XP_048621663.1, XP_022561393.1, XP_048621690.1, XP_048619464.1, XP_048630681.1, XP_048615799.1, XP_048599800.1, XP_048622657.1, XP_048619979.1, XP_048627180.1, XP_048604921.1, XP_048625827.1, XP_048605162.1, XP_013719562.1, XP_048611987.1
OG0000242	As008G183340, As008G183330	XP_013729261.2, XP_013705733.1, XP_013667073.2, XP_013746627.2, XP_013696061.3, XP_048614008.1, XP_022567651.2, XP_013676198.2, XP_013657367.1, XP_013674731.2, XP_013710864.1, XP_013727201.1, XP_013657371.1, XP_013675209.2, XP_013657368.2, XP_013675210.3, XP_048597706.1, XP_013697390.2, XP_013727217.2
OG0000244	As003G059930	XP_048622810.1, XP_013717295.1, XP_013642965.2
OG0000244	As004G085820	XP_013658283.2
OG0000244	As003G059920, As003G059880, As003G059910, As003G059890, As003G059900	XP_013654834.1, XP_013681516.1
OG0000244	As004G085860, As004G085850	XP_013740819.2, XP_048626408.1, XP_013703390.1
OG0000248	As001G019970, As001G019960, As001G019950, As001G019930, As001G019460, As001G019420	XP_013654731.1
OG0000249	As006G145310	XP_048611028.1, XP_013687607.2, XP_048611037.1, XP_013748409.2
OG0000249	As006G145330, As008G193990, As006G145350, As006G145320	XP_013748402.2, XP_048636562.1, XP_013671284.2, XP_013748401.2, XP_048636561.1, XP_022556039.2, XP_013734353.2
OG0000258	As002G048970	XP_048608213.1, XP_013740315.2
OG0000259	As011G261730	XP_048625436.1, XP_048614648.1, XP_013709417.1, XP_048605070.1, XP_048625437.1, XP_048614646.1, XP_048604859.1, XP_048637821.1, XP_048604904.1, XP_013700261.1, XP_048633102.1, XP_048613338.1, XP_022551350.2, XP_022570315.2, XP_048596295.1, XP_048634972.1, XP_022565053.1, XP_048613303.1, XP_048613337.1, XP_013689968.2, XP_048624076.1, XP_048622688.1, XP_048622680.1, XP_022564950.1, XP_048627366.1, XP_048615542.1, XP_048613322.1, XP_048628879.1, XP_048604615.1, XP_013668889.2, XP_048615807.1, XP_048615543.1, XP_048631577.1, XP_048611486.1, XP_048615517.1, XP_048632332.1, XP_048627314.1, XP_048633354.1, XP_048613339.1, XP_048622753.1, XP_048614645.1, XP_048605777.1, XP_048596478.1, XP_013689386.1, XP_048623002.1, XP_048599539.1, XP_048618523.1, XP_022545347.1, XP_022546513.2, XP_048627313.1, XP_048637969.1, XP_022547073.2, XP_048622168.1, XP_048637143.1, XP_048599424.1, XP_048594675.1, XP_048630486.1, XP_013713761.2, XP_048613383.1, XP_013658056.2, XP_022568684.1, XP_022565096.2, XP_013705483.1, XP_048594906.1, XP_013700032.2, XP_048615583.1, XP_048599602.1, XP_022566358.2, XP_048623643.1
OG0000264	As004G086270, As010G229170	XP_013682810.1, XP_013691662.1
OG0000268	As001G023230	XP_013736153.1, XP_013664980.2, XP_048624471.1, XP_022548467.1, XP_048628713.1
OG0000268	As008G182800	XP_013711449.2, XP_022546987.2, XP_048614042.1, XP_013646567.2
OG0000268	As005G106920	XP_048624385.1
OG0000268	As012G278370	XP_048620580.1, XP_013708800.1, XP_013717923.1, XP_048633941.1
OG0000271	As004G086280	NP_001302803.1
OG0000272	As003G064910	XP_048604654.1, XP_048634858.1
OG0000272	As006G146450	XP_013732443.1, XP_048637637.1
OG0000273	As007G156970	XP_013719534.1, XP_048622156.1, XP_013719541.2
OG0000273	As012G273500, As012G273510, As012G273490, As005G107410, As004G078260	XP_013653092.2, XP_013653091.2, XP_013680830.2, XP_048597805.1, XP_022547280.1, XP_048597804.1, XP_048621346.1, XP_048621348.1, XP_013716181.2
OG0000273	As012G273480	XP_022561074.1, XP_048636936.1
OG0000274	As005G114920	XP_022572787.1, XP_013713358.2, XP_013740301.1, XP_013680744.1, XP_013716165.2
OG0000274	As006G128840, As006G128830	XP_013747152.2, XP_013744265.1, XP_013748922.1, XP_013751372.2, XP_048636843.1, XP_013748895.1, XP_013748921.1
OG0000276	As011G256110	XP_022573430.2, XP_048632909.1, XP_013664763.2, XP_013668470.1, XP_013675333.2, XP_013721765.1
OG0000276	As007G163350, As007G163430	XP_013744127.2, XP_013708470.2
OG0000277	As004G096720	XP_013746651.1, XP_013715380.1, XP_013686500.2, XP_013690629.1, XP_013727249.1
OG0000279	As001G004840, As010G237280	XP_048613227.1, XP_013679444.2, XP_048613471.1, XP_048599703.1, XP_048615708.1, XP_048623678.1, XP_048620222.1, XP_048605504.1, XP_013689396.1, XP_022565133.1, XP_048615502.1, XP_013645208.1
OG0000279	As007G165600	XP_048599577.1, XP_048605520.1, XP_048599946.1, XP_048620018.1, XP_048605315.1, XP_048605367.1, XP_048605406.1, XP_048615731.1, XP_048622619.1, XP_048631007.1, XP_048604757.1, XP_048627824.1, XP_048603680.1, XP_048632917.1, XP_048604960.1, XP_048615639.1, XP_048611417.1, XP_048629891.1, XP_048635046.1, XP_048604668.1
OG0000279	As007G178830	XP_048604543.1, XP_048622674.1, XP_048619922.1, XP_048622673.1
OG0000282	As002G055220	XP_013746770.2, XP_013715475.1, XP_013740114.1, XP_022553551.1
OG0000283	As006G125110	XP_013705837.2, XP_048637447.1, XP_013651721.2
OG0000283	As006G125160, As006G125170, As006G125120, As006G125130	XP_048603540.1, XP_022566111.2, XP_013659382.2, XP_048623497.1, XP_022550677.2, XP_022551150.2, XP_013646243.1, XP_013740954.2, XP_048595945.1, XP_013659385.2, XP_013704658.2, XP_013674995.1, XP_013674949.2, XP_013647574.1, XP_022561230.2, XP_048615453.1, XP_048623499.1
OG0000284	As006G139300	XP_022545214.1, XP_048629330.1, XP_048603985.1, XP_013665820.2, XP_013647300.3
OG0000284	As006G139290	XP_013695970.1, XP_048636074.1, XP_048612631.1, XP_013659196.2, XP_013674953.1
OG0000291	As008G188960	XP_048626049.1, XP_048628107.1, XP_048592565.1, XP_048592564.1, XP_048634986.1
OG0000293	As008G183660, As010G232130, As005G108620, As004G086880, As002G041480, As001G006100, As010G228040, As012G281040, As007G178790, As004G092500, As002G035750, As012G280660, As001G012420, As008G183780, As010G226290, As003G071470, As002G038540, As007G178480, As009G209600, As001G010260, As008G190530, As004G096370, As001G004210, As008G187190, As010G221940, As003G075280	XP_048611845.1, XP_048619880.1, XP_048620161.1, XP_013653888.1
OG0000294	As011G249490	XP_013748959.2, XP_013725215.1, XP_013684875.1, XP_013736356.1
OG0000294	As006G145420	XP_048631641.1, XP_013748879.1, XP_013687611.1, XP_048634490.1, XP_048628241.1, XP_048627905.1, XP_048636529.1, XP_013671291.1, XP_013748399.2
OG0000294	As005G099900	XP_013747559.1, XP_013691738.1
OG0000294	As006G122700	XP_013726339.1, XP_048632081.1, XP_022569914.1, XP_013722789.1
OG0000295	As011G246810	XP_048600906.1, XP_048600908.1, XP_048595355.1, XP_022555661.2
OG0000297	As008G198730	XP_013652585.2, XP_048610469.1, XP_013747145.2, XP_048610079.1
OG0000297	As005G114280	XP_013713194.1, XP_013713187.2, XP_048605972.1, XP_013713226.2, XP_013713203.2, XP_048604606.1, XP_048623281.1, XP_013666237.2, XP_048614721.1, XP_013724545.2, XP_048630745.1, XP_048605068.1, XP_048635379.1, XP_013704903.2
OG0000299	As010G241870, As010G241880	XP_048607766.1
OG0000299	As004G094650, As004G094810, As004G094790, As004G094750, As004G094730, As004G094760, As004G094670, As004G094660, As004G094800	XP_013746962.2, XP_013746963.2, XP_022564650.1, XP_013665760.2
OG0000300	As008G194750	XP_013736756.1, XP_013722938.1
OG0000303	As003G069740	XP_048593266.1, XP_048615537.1, XP_048599701.1, XP_013719211.2, XP_022574487.2, XP_048623283.1, XP_022564373.2, XP_013687809.2, XP_022558377.1, XP_048599920.1, XP_048621768.1, XP_048602088.1, XP_048601220.1, XP_048611989.1, XP_048623932.1, XP_048605866.1, XP_048626771.1, XP_048606331.1, XP_048626078.1, XP_013662425.2, XP_048630654.1, XP_048630099.1, XP_022555441.2, XP_013639977.3, XP_048624779.1, XP_013689515.2, XP_048620611.1, XP_048624748.1, XP_048601153.1, XP_048630325.1, XP_022575723.2, XP_013715069.2, XP_022564914.1, XP_022566890.1, XP_048600716.1, XP_013717118.1
OG0000308	As010G240850, As010G240840, As010G240940, As010G240920	XP_048622863.1, XP_013690147.2, XP_048622862.1, XP_022569984.1, XP_022569978.1, XP_013664584.2, XP_048616027.1, XP_013698497.1
OG0000310	As005G115910, As001G004860, As001G003850, As005G113880	XP_048624911.1, XP_013716644.2, XP_013681763.1, XP_048602615.1, XP_022566447.1, XP_022549064.2, XP_048594995.1
OG0000311	As009G202530	XP_013667847.1, XP_048598220.1, XP_013649837.2, XP_048604788.1
OG0000311	As012G273730	XP_048616322.1, XP_013655455.1
OG0000311	As011G249880	XP_013642389.2, XP_013725462.1, XP_048635643.1, NP_001302737.1, NP_001302909.1, XP_013655508.1, NP_001302957.1
OG0000311	As004G077290	XP_013706743.1, XP_048633343.1
OG0000311	As001G029000	XP_048610859.1, NP_001302586.1
OG0000313	As003G058420	XP_048607343.1, XP_013678603.1, XP_048633176.1, XP_048627583.1
OG0000313	As007G163450, As007G163440	XP_013657978.2, XP_022563191.1, XP_048633175.1, XP_048629243.1
OG0000313	As003G064930	XP_048605845.1, XP_048598788.1
OG0000314	As008G195840	XP_013666449.1, XP_048613693.1, XP_013664810.1, XP_022546221.2, XP_013720544.1
OG0000314	As006G125760	XP_013723833.2, XP_013723811.1, XP_013744402.2, XP_048608406.1, XP_013740476.1, XP_013748666.1, XP_013748663.1
OG0000315	As006G137990, As006G137760	XP_048615496.1, XP_048615544.1, XP_048622893.1, XP_048618375.1, XP_048599940.1, XP_048605887.1, XP_048615497.1, XP_048627130.1, XP_048627965.1, XP_013751247.2, XP_013718291.2, XP_013719877.1, XP_048611464.1, XP_013717746.2, XP_048622737.1, XP_048613208.1, XP_013662804.1, XP_013674292.2, XP_013694831.2, XP_048637627.1, XP_048598136.1, XP_013650701.1, XP_013694171.1, XP_048622734.1, XP_013680870.2, XP_048618693.1, XP_013669136.2, XP_048608099.1, XP_022544213.2, XP_048596415.1, XP_048622807.1, XP_013674342.2, XP_048624152.1, XP_013704218.2, XP_048593501.1, XP_022544154.2
OG0000316	As008G187440, As008G187910	XP_013751532.2, XP_013658167.2, XP_013658168.1, XP_048618286.1, XP_048637396.1, XP_013679008.3, XP_048618290.1, XP_048618291.1, XP_048618292.1, XP_048618293.1, XP_013679009.3, XP_022562206.2, XP_013658212.2, XP_013658213.1, XP_013674228.1
OG0000319	As006G129730, As005G114310, As008G191530	XP_048597856.1, XP_048605991.1, XP_048636773.1, XP_013641128.1, XP_048610417.1, XP_013716346.1, XP_013695916.1, XP_048602558.1, XP_013657576.1, NP_001302535.1, XP_048608133.1, XP_013695918.1, XP_048602559.1, XP_013696612.1, XP_022556140.1, XP_013715992.1
OG0000320	As012G280390	XP_048609457.1
OG0000321	As001G010170	XP_013654430.2, XP_022545964.2, XP_013731841.2, XP_013745187.2, XP_048605677.1, XP_022557983.2, XP_013745186.2, XP_013649415.2, XP_013725254.2
OG0000322	As009G214030	XP_048615947.1, XP_013650158.2
OG0000322	As001G014750	XP_048631734.1, XP_048608574.1, XP_048616148.1
OG0000322	As007G153590	XP_048634601.1, XP_048611145.1, XP_022571747.2, XP_048608632.1, XP_048591555.1, XP_013681268.1, XP_048631927.1
OG0000323	As002G045490	XP_013659047.1, XP_048607606.1, XP_048603170.1
OG0000323	As005G112480	XP_013705266.1, XP_013741582.1, XP_013710041.1, XP_013656399.2
OG0000327	As001G019790	XP_048622518.1, XP_022546371.2
OG0000327	As008G195090, As008G195100, As011G263130	XP_013693811.2, XP_048596901.1, XP_048614947.1
OG0000328	As001G029880	XP_013654697.1, XP_013710446.1
OG0000328	As004G078040, As004G078080, As004G078060, As004G078050, As004G078070	XP_022547452.2, XP_048623460.1
OG0000329	As007G180560	XP_013710580.2, XP_013659156.2, XP_048621036.1, XP_048621025.1, XP_013710382.2, XP_013725262.2, XP_013714238.2, XP_013691687.2, XP_013691713.1, XP_013747100.2, XP_013747102.2, XP_022570687.2, XP_048595121.1, XP_022570192.1
