Orthogroup	Aethionema_saxatile	Arabidopsis_lyrata_NCBI
OG0000484	As009G203850	XP_002867033.2, XP_002865299.1, XP_020871855.1, XP_002863534.1, XP_020871197.1, XP_020868110.1, XP_020887537.1, XP_020868157.1, XP_020877773.1
OG0000486	As001G013050, As001G013370	XP_020869196.1
OG0000487	As006G137570, As008G196100, As006G129680, As006G125350	XP_002889509.1
OG0000495	As001G001610, As001G001580, As001G001640, As001G001650	XP_020885497.1
OG0000495	As007G179430, As007G177930	XP_002869413.1, XP_002880508.1
OG0000497	As009G210870, As009G211010, As010G233080, As007G164590, As007G163820, As007G164600, As001G005370, As010G233090, As002G040610	XP_020866146.1, XP_020885209.1
OG0000498	As002G045150	XP_002864240.1
OG0000499	As003G056720	XP_002868001.1
OG0000499	As011G246530	XP_020889418.1
OG0000499	As012G269540	XP_020889416.1
OG0000500	As004G087530, As004G087510, As004G087540, As004G087560, As004G087480	XP_020887678.1, XP_002865296.1, XP_002862977.1
OG0000500	As004G087470	XP_020887704.1, XP_002865287.1
OG0000501	As010G232220	XP_020868804.1
OG0000504	As006G143860	XP_020879507.1, XP_020884014.1
OG0000504	As002G037010, As002G034340	XP_020887260.1
OG0000505	As009G215510	XP_020878888.1, XP_020878709.1, XP_020879055.1
OG0000506	As010G234690	XP_020888125.1, XP_020891685.1, XP_002871200.1, XP_020889633.1, XP_020873478.1
OG0000510	As001G020890, As001G020900	XP_020891497.1, XP_020890728.1, XP_002888135.1, XP_020891639.1
OG0000511	As011G254140	XP_020886757.1
OG0000511	As001G032060	XP_020865813.1
OG0000512	As003G061390	XP_002867713.1, XP_020873851.1, XP_020873527.1, XP_020873533.1, XP_020887561.1, XP_002867710.1, XP_020873524.1
OG0000513	As006G146210	XP_020881982.1
OG0000513	As005G114770	XP_020866290.1, XP_020880862.1
OG0000514	As011G252640, As011G252630	XP_020888107.1
OG0000515	As012G267810	XP_020867916.1, XP_002894562.1
OG0000521	As003G063570	XP_002891161.1
OG0000521	As004G080410	XP_002874496.1
OG0000521	As010G235150	XP_020890614.1
OG0000522	As004G083810	XP_020868025.1, XP_002891021.1, XP_002891022.1, XP_020876295.1, XP_020877248.1
OG0000523	As005G100530	XP_020883111.1
OG0000523	As012G287730	XP_002878406.1, XP_002878405.1
OG0000524	As006G141600, As006G141560, As006G141590	XP_002884668.1, XP_002865611.1
OG0000525	As010G241940	XP_020890438.1
OG0000525	As011G246900	XP_020886636.1
OG0000525	As012G269710	XP_020867140.1
OG0000526	As010G223400	XP_020879671.1
OG0000526	As010G223440	XP_002875861.1
OG0000529	As005G113510, As005G113490, As005G113470	XP_002874076.1, XP_002874075.2
OG0000530	As009G203010, As009G203020, As009G203100, As009G203060, As009G202740	XP_020875875.1, XP_002873811.1, XP_020878215.1, XP_020878209.1, XP_020878217.1
OG0000533	As007G180830	XP_002878558.2
OG0000534	As007G167300, As001G022180, As001G022190, As001G022170, As001G016060	XP_002886484.1, XP_002886008.1, XP_002888051.1, XP_020891226.1, XP_002888035.1
OG0000535	As001G023320	XP_002886566.1
OG0000535	As001G023310	XP_020881110.1
OG0000536	As010G228630, As004G090520	XP_020883531.1, XP_020874106.1, XP_020884686.1, XP_020866473.1, XP_020869611.1, XP_020872448.1, XP_020887790.1, XP_020871420.1
OG0000537	As006G124070	XP_002874870.1
OG0000537	As004G093070	XP_002863206.1
OG0000537	As006G141200	XP_002882532.1
OG0000538	As005G103710, As005G103700	XP_020884057.1, XP_020883675.1, XP_002881916.1
OG0000539	As005G120910	XP_020881302.1
OG0000540	As006G128870, As006G128860, As006G128850	XP_020885836.1, XP_002881051.1, XP_002881050.1
OG0000541	As006G128960, As006G128940	XP_020885275.1
OG0000542	As009G202020	XP_020878539.1
OG0000542	As012G273170	XP_020869735.1
OG0000543	As007G177800	XP_020883505.1, XP_020883097.1, XP_002878793.1, XP_002878935.1, XP_002878760.1, XP_002863681.1
OG0000544	As008G195060	XP_002892276.1
OG0000544	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120	XP_002889541.1, XP_020866776.1
OG0000545	As010G238530	XP_002887572.1
OG0000546	As011G264020, As011G264080, As011G264050, As011G264010, As011G264090, As011G264000, As011G264100, As011G263960, As011G264110, As011G263990, As011G264030, As011G264060, As011G263920, As011G264120, As011G263950, As011G263980	XP_002886094.1, XP_002886093.2, XP_002884036.1
OG0000550	As006G144690	XP_020883734.1, XP_020880758.1, XP_002894469.1
OG0000551	As005G117770	XP_020880653.1, XP_002862432.1
OG0000551	As003G075520	XP_020872778.1
OG0000551	As007G180690	XP_002878571.1
OG0000551	As002G053470	XP_002871389.1
OG0000552	As012G288190, As005G099880, As007G159560, As003G061630	XP_020868824.1
OG0000553	As003G063020, As003G063040	XP_002891068.2
OG0000553	As003G063070, As003G063050	XP_002893793.1, XP_002893789.2, XP_002893792.1, XP_002891067.1, XP_002893796.1, XP_002893794.1
OG0000555	As003G067180	XP_020877729.1, XP_020877727.1, XP_020877730.1
OG0000556	As004G093660	XP_002863167.1
OG0000556	As006G140800	XP_020871352.1
OG0000557	As012G286190	XP_002878326.1, XP_020880884.1
OG0000559	As005G107810	XP_002870999.1, XP_020877579.1, XP_002871001.1, XP_002870990.1
OG0000560	As005G115530	XP_002866335.1, XP_020884414.1
OG0000560	As008G196260, As008G196230	XP_020868733.1
OG0000561	As005G118160	XP_020890340.1, XP_020872031.1, XP_020889288.1, XP_020889324.1
OG0000562	As006G139230	XP_020887892.1
OG0000562	As009G200380	XP_020879026.1
OG0000562	As009G205610	XP_020879590.1
OG0000563	As007G152350	XP_020867472.1
OG0000564	As007G177230	XP_020872308.1
OG0000564	As007G177180	XP_020885839.1
OG0000565	As010G233050	XP_002873704.2, XP_002873702.1
OG0000565	As010G233040	XP_020869653.1
OG0000566	As011G250840	XP_020876143.1, XP_002871935.1, XP_020869884.1
OG0000567	As012G274310	XP_002868152.1
OG0000570	As006G135060	XP_020888951.1
OG0000570	As009G217810	XP_020871563.1
OG0000571	As005G113940	XP_002864702.1
OG0000571	As008G191230	XP_002889679.1, XP_002892435.1
OG0000572	As010G240020, As010G240030, As010G240050, As010G240010	XP_020881774.1
OG0000578	As008G187240	XP_002892571.1
OG0000578	As001G020350	XP_020890319.1
OG0000579	As002G044410	XP_020879119.1, XP_020873770.1
OG0000579	As004G098040	XP_020875050.1
OG0000582	As005G113410	XP_002889688.1, XP_002874070.1
OG0000582	As006G130460	XP_020885321.1
OG0000583	As006G127330	XP_020870752.1, XP_020885682.1
OG0000583	As006G127350	XP_002879320.2
OG0000584	As006G124400	XP_002865382.1
OG0000584	As001G000400	XP_020872220.1, XP_020887142.1
OG0000585	As012G275350	XP_020886820.1, XP_002881337.1, XP_020867366.1
OG0000586	As011G263800	XP_020887127.1, XP_020887126.1
OG0000586	As004G082960	XP_020871877.1, XP_020891345.1, XP_020868608.1
OG0000587	As006G122410	XP_002874977.1
OG0000587	As005G100170	XP_020884883.1
OG0000587	As008G198370	XP_002889389.1
OG0000588	As011G247080	XP_002882904.1
OG0000588	As005G104750	XP_002881863.1
OG0000588	As012G269820	XP_020867131.1
OG0000589	As005G114800	XP_002864652.1
OG0000589	As010G224800	XP_020881448.1, XP_002877452.1
OG0000590	As006G138710	XP_002882425.1
OG0000590	As009G205980	XP_020876988.1
OG0000590	As008G197660	XP_020870645.1
OG0000592	As011G250170	XP_002885240.1
OG0000592	As010G239910, As007G154690	XP_002890259.1
OG0000593	As008G192880, As010G241820, As010G241840	XP_020890429.1, XP_020890432.1
OG0000594	As010G222860	XP_020880364.1, XP_020880384.1, XP_002875893.1, XP_020880365.1
OG0000595	As010G226140	XP_002875671.2
OG0000596	As010G227450	XP_002864382.1
OG0000600	As002G048280	XP_002866157.1
OG0000600	As001G001180	XP_002869438.1
OG0000601	As009G201050, As006G135040	XP_020876582.1, XP_002884300.1
OG0000601	As001G027850	XP_002870795.1, XP_020880450.1
OG0000602	As012G276820	XP_020880755.1
OG0000602	As002G034860	XP_020888361.1
OG0000603	As002G036280, As002G036560	XP_020870598.1
OG0000604	As007G163770, As012G288540	XP_020881683.1
OG0000605	As010G239470	XP_020891316.1
OG0000605	As010G239480	XP_020865685.1
OG0000606	As011G248160	XP_020886233.1
OG0000606	As010G244280	XP_020889732.1
OG0000606	As012G270700	XP_020870104.1
OG0000607	As011G251140	XP_020887982.1
OG0000607	As011G262980	XP_020888416.1
OG0000608	As012G284160	XP_002878168.1
OG0000613	As006G135470	XP_020886921.1
OG0000613	As002G045780	XP_020871314.1, XP_020874891.1
OG0000614	As002G054140, As005G116690, As002G054130	XP_002871355.1
OG0000615	As011G264960	XP_002884102.1
OG0000615	As003G072430	XP_020872761.1
OG0000616	As005G114070	XP_020871712.1
OG0000616	As012G277180	XP_002881494.1, XP_002877919.1
OG0000617	As006G121910	XP_002872902.1
OG0000618	As010G241950	XP_020890485.1
OG0000618	As006G132210	XP_002890196.1, XP_020874015.1
OG0000619	As006G145810, As006G145800	XP_002881493.1
OG0000619	As012G277130	XP_020880136.1
OG0000620	As010G239430, As007G154950	XP_002893003.1, XP_020889880.1, XP_002888961.1
OG0000625	As006G135190	XP_002884307.1
OG0000625	As007G176620	XP_002869300.1, XP_002878833.1
OG0000626	As001G031250	XP_002887949.2, XP_020891086.1, XP_020891637.1
OG0000627	As006G134640	XP_020865820.1, XP_020873303.1
OG0000627	As002G047240	XP_020871598.1
OG0000628	As003G064150, As011G250810	XP_002883147.1, XP_002891214.1
OG0000630	As004G077630, As004G077620, As004G077610	XP_002870865.1, XP_002870864.1, XP_002878145.1
OG0000632	As005G101810	XP_002863212.1
OG0000632	As012G286880, As012G286870	XP_002878348.1
OG0000633	As010G244250	XP_020889730.1
OG0000634	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010	XP_020866830.1, XP_002866326.1, XP_002864627.1
OG0000635	As006G128210	XP_002879261.1, XP_002881091.1
OG0000635	As006G127130	XP_002878768.1, XP_002881180.1, XP_020889699.1
OG0000636	As009G212850	XP_020875971.1, XP_020875972.1, XP_020875973.1, XP_002871187.1
OG0000645	As001G004340	XP_020875597.1
OG0000646	As001G027670	XP_020881538.1
OG0000646	As006G134940	XP_002882201.1
OG0000647	As002G034480, As005G107800	XP_002884746.1
OG0000648	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650	XP_020881150.1, XP_020874379.1, XP_020881148.1, XP_002876688.1
OG0000649	As003G066660	XP_020891123.1
OG0000649	As010G237340	XP_002889063.1
OG0000650	As004G088550	XP_002863432.1
OG0000652	As009G217160	XP_002872054.1, XP_002874125.1, XP_002874124.2
OG0000658	As009G206090, As012G277750, As001G026410	XP_002872260.1, XP_002877945.1
OG0000660	As010G224220	XP_020881660.1
OG0000660	As005G115310	XP_002866318.1
OG0000661	As010G223120, As006G127120, As006G127080	XP_020875099.1, XP_002876229.1, XP_002879336.1
OG0000662	As009G201630	XP_020876593.1
OG0000662	As006G135390	XP_020886912.1
OG0000662	As009G201640	XP_002873745.1
OG0000663	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650	XP_002888646.1, XP_002893434.2
OG0000663	As010G229530	XP_020865788.1
OG0000664	As011G245410	XP_020888215.1, XP_020888219.1
OG0000669	As005G103090	XP_020885325.1, XP_020876723.1
OG0000669	As001G022370	XP_020888875.1, XP_002876738.1
OG0000670	As003G061610, As003G061660	XP_020873509.1, XP_002869771.1
OG0000671	As004G078130	XP_002870801.2
OG0000672	As004G081100, As011G248400	XP_020868265.1
OG0000674	As008G197690	XP_020868832.1
OG0000674	As005G099330	XP_020885245.1
OG0000674	As006G123130	XP_020877294.1
OG0000675	As010G243370	XP_020891171.1
OG0000676	As008G193080	XP_020868784.1
OG0000676	As012G282240	XP_002888970.1
OG0000677	As007G160250	XP_020870374.1, XP_020871397.1, XP_002893361.1, XP_002893362.1, XP_020867457.1
OG0000685	As001G001340	XP_020873135.1
OG0000685	As002G032860	XP_002869622.1
OG0000686	As001G012430	XP_020875149.1, XP_020872437.1, XP_002867151.1
OG0000687	As001G017930	XP_002868127.1
OG0000687	As005G101960	XP_002880163.1
OG0000687	As012G286760	XP_002876572.2
OG0000688	As001G023430	XP_002876809.1
OG0000688	As001G023420	XP_020881095.1
OG0000689	As007G158860, As003G063160, As004G080020	XP_020868858.1, XP_002872461.1, XP_002893800.1
OG0000690	As007G154700, As003G065860, As008G196720, As010G226610	XP_020876952.1
OG0000691	As004G080740, As011G248640	XP_020889134.1
OG0000692	As005G104580	XP_002878237.2, XP_020880513.1, XP_020882993.1
OG0000693	As012G282230	XP_020880997.1
OG0000693	As006G143100	XP_020885633.1, XP_002879830.1
OG0000694	As007G177770	XP_020885759.1, XP_020885365.1, XP_020884495.1, XP_020888131.1, XP_020883187.1
OG0000695	As010G239400	XP_002887526.1
OG0000696	As012G270790, As011G248260	XP_002882976.1, XP_002894372.1
OG0000697	As012G271560	XP_020869438.1, XP_020866511.1
OG0000702	As009G199960	XP_002871621.1
OG0000702	As001G026500	XP_020881133.1
OG0000702	As006G132970	XP_002882170.1
OG0000703	As002G035150	XP_020879254.1
OG0000703	As006G145070	XP_020884244.1
OG0000703	As012G276510	XP_002877893.1
OG0000704	As003G058000	XP_002869968.1, XP_020871168.1, XP_002863525.2
OG0000705	As005G103510, As005G103480	XP_020884769.1, XP_002881926.2, XP_020885442.1
OG0000706	As005G117900	XP_002866640.1
OG0000707	As006G138740	XP_002877778.1
OG0000707	As007G161420	XP_020887313.1
OG0000708	As008G185890	XP_020868354.1
OG0000709	As009G203840	XP_020877772.1, XP_002863502.1, XP_020866222.1, XP_002863509.1, XP_020890849.1, XP_020871856.1, XP_020868142.1, XP_020887509.1, XP_002876094.1
OG0000714	As004G077650	XP_020873157.1
OG0000716	As004G088610, As007G165810	XP_002870503.1, XP_002870502.1
OG0000718	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220	XP_002882745.1, XP_020878918.1
OG0000719	As005G114760	XP_020884156.1
OG0000720	As012G288480	XP_020881122.1
OG0000720	As006G122970	XP_020877036.1
OG0000720	As008G197790	XP_020870285.1
OG0000721	As006G123060	XP_002872849.1
OG0000721	As008G197760, As012G274520, As011G248980	XP_002883026.2
OG0000722	As010G232800	XP_002887255.1
OG0000722	As008G183090	XP_002890049.1
OG0000723	As009G205300, As009G205260	XP_002885744.2, XP_002885746.2, XP_002885745.2
OG0000723	As009G205270, As009G205280, As009G205290, As009G205310	XP_002872211.2
OG0000724	As012G281700, As012G281680, As012G281690, As012G281640	XP_020886121.1
OG0000730	As001G023940	XP_020881043.1
OG0000730	As008G183370	XP_020870496.1
OG0000731	As001G025190, As001G025200, As001G025210	XP_002876952.1, XP_002876950.2, XP_002876949.1, XP_020881227.1
OG0000732	As002G032800	XP_020873308.1
OG0000732	As012G276370	XP_020881374.1
OG0000734	As009G218770, As010G223710	XP_002877555.1
OG0000734	As002G043480	XP_020886247.1
OG0000735	As002G047800	XP_002874236.1, XP_020868313.1, XP_020880738.1, XP_020866247.1
OG0000736	As002G053050	XP_002871412.1
OG0000736	As003G074810	XP_002866892.1
OG0000737	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260	XP_002866852.1, XP_002866853.1, XP_020885634.1
OG0000738	As006G125610	XP_020883976.1
OG0000739	As009G216850, As008G197070	XP_002888438.1
OG0000740	As011G260560	XP_020873582.1
OG0000741	As012G268430	XP_020870055.1
OG0000742	As209G297130	YP_009357328.1, YP_009357310.1
OG0000749	As008G184000	XP_002892742.1
OG0000749	As007G161240	XP_020868830.1
OG0000750	As001G030660	XP_020874159.1, XP_020889914.1, XP_020891473.1, XP_002886353.1
OG0000752	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600	XP_002872135.1
OG0000752	As002G052450	XP_020876748.1
OG0000753	As003G064670	XP_020888698.1, XP_002872751.2, XP_020866578.1
OG0000754	As003G064750	XP_002891272.1
OG0000754	As004G082990	XP_020891287.1, XP_002863806.1, XP_020891272.1
OG0000755	As004G086160	XP_020876411.1, XP_020876410.1, XP_020877203.1, XP_020876415.1
OG0000756	As004G087220	XP_002863542.2, XP_002869071.1, XP_020876248.1, XP_020871320.1
OG0000757	As005G107510	XP_002870974.1
OG0000757	As006G146500	XP_002881520.1, XP_002881517.1
OG0000758	As010G243380	XP_020891169.1
OG0000758	As006G126420	XP_002881215.1, XP_002862886.2
OG0000759	As009G219760	XP_020871199.1
OG0000759	As006G128470	XP_002879247.1
OG0000759	As008G193030	XP_020869020.1
OG0000760	As006G142310	XP_002879875.1, XP_020883644.1
OG0000760	As012G282830	XP_002878079.1
OG0000762	As011G266570	XP_020887431.1
OG0000763	As012G269290	XP_020869094.1, XP_020869874.1
OG0000764	As012G271730	XP_002891618.2, XP_002894269.2
OG0000765	As012G275540, As012G275570, As012G275590	XP_002876118.1, XP_002876117.1, XP_002876115.1, XP_002876371.1, XP_002876119.1
OG0000772	As002G037440, As001G027110, As001G015580	XP_020879767.1, XP_020879830.1, XP_020882011.1, XP_020882475.1
OG0000774	As002G033010	XP_002867571.2
OG0000776	As009G213010, As002G037060	XP_020888289.1, XP_002884720.1
OG0000778	As002G050230	XP_020877585.1, XP_020879056.1, XP_020877588.1, XP_002871563.2
OG0000779	As003G060370	XP_020873830.1
OG0000779	As004G085410	XP_020877747.1
OG0000779	As004G085400	XP_020875729.1
OG0000780	As003G074900	XP_002868930.1
OG0000780	As007G180430	XP_002880437.1, XP_020878391.1
OG0000781	As004G079650	XP_020883245.1
OG0000781	As005G103380, As005G103370	XP_020883244.1
OG0000782	As005G107060, As005G106550	XP_020879813.1, XP_020873924.1, XP_020886754.1, XP_020876774.1
OG0000783	As005G113140	XP_020877377.1
OG0000783	As010G226400	XP_002877319.1
OG0000783	As006G130720	XP_020869050.1
OG0000784	As010G225950	XP_020880924.1
OG0000784	As005G113590	XP_020879287.1
OG0000785	As007G161520	XP_002867187.1
OG0000785	As009G214360	XP_020878004.1
OG0000786	As009G217820, As009G217830	XP_020871584.1
OG0000787	As010G222930, As010G222920	XP_020888306.1
OG0000788	As010G225660, As010G225670, As010G225650	XP_002877379.1
OG0000789	As010G242960	XP_020865605.1
OG0000789	As012G267770	XP_002884926.1, XP_020870483.1
OG0000798	As001G017630, As003G055740, As004G083120	XP_020874550.1, XP_002879569.1
OG0000799	As001G021720, As005G104360	XP_020870722.1, XP_020870576.1
OG0000799	As001G021710	XP_020868749.1, XP_020870577.1
OG0000800	As001G024200, As001G024190, As001G024170	XP_020882418.1
OG0000801	As002G035990	XP_020888985.1, XP_002871106.1
OG0000801	As009G214440	XP_020877225.1
OG0000801	As002G036000	XP_020888984.1
OG0000802	As004G088660	XP_020877652.1
OG0000802	As003G070730	XP_020867404.1
OG0000802	As003G056750	XP_002870048.1
OG0000803	As003G058030	XP_002867920.1
OG0000803	As003G070410, As003G065450	XP_002867921.1
OG0000804	As004G097150	XP_020874886.1, XP_020871391.1
OG0000806	As005G102850	XP_020885638.1, XP_020885440.1, XP_020884922.1, XP_020887988.1
OG0000807	As005G102950	XP_020882957.1
OG0000807	As006G139170, As006G133330	XP_020888607.1, XP_002884255.1
OG0000808	As006G129450	XP_020884439.1
OG0000808	As010G224570	XP_020879920.1
OG0000808	As005G114980	XP_020886747.1
OG0000809	As007G160640	XP_020870508.1
OG0000809	As008G183460	XP_020869095.1
OG0000818	As010G221920	XP_002877664.1
OG0000818	As001G030280	XP_002869545.1, XP_020890378.1
OG0000819	As002G036020	XP_020865607.1
OG0000819	As012G282730	XP_020882008.1
OG0000820	As002G041080	XP_020887979.1
OG0000821	As002G043850	XP_002865884.1, XP_020881626.1
OG0000823	As004G090360	XP_020868248.1
OG0000823	As003G055870	XP_002870099.1
OG0000824	As003G062540	XP_020867258.1, XP_020867260.1
OG0000824	As004G083720	XP_002874628.1
