Orthogroup	Cardamine_hirsuta	Camelina_sativa
OG0000111	CARHR148290	XP_010514244.1, XP_010473859.1, XP_010506975.1, XP_010430622.1, XP_010507425.1, XP_010412753.1, XP_010412755.1, XP_010507426.1, XP_019085586.1, XP_010426986.1, XP_010426985.1, XP_010426987.1, XP_010431324.1, XP_010431322.1, XP_010490344.1, XP_019085585.1, XP_010445415.2, XP_010470172.1, XP_010421962.1, XP_010468655.1, XP_010423489.1, XP_010457012.1, XP_010457013.1, XP_010430962.1, XP_019090835.1, XP_010466686.1, XP_010427599.1, XP_010466850.1, XP_010466656.1, XP_010424049.1, XP_010424683.1, XP_010424693.1, XP_010468732.2, XP_010467655.2, XP_010467652.1, XP_010490438.1
OG0000114	CARHR283860	XP_019087455.1
OG0000116	CARHR217650	XP_019091966.1, XP_010435093.1
OG0000116	CARHR101930	XP_010461346.1
OG0000117	CARHR023940	XP_019099162.1
OG0000117	CARHR023950	XP_010460137.1, XP_010477644.1, XP_019099163.1
OG0000117	CARHR024070	XP_019095154.1, XP_010477660.1
OG0000117	CARHR024100	XP_010477663.1
OG0000118	CARHR133050	XP_010412931.1, XP_010412930.1, XP_019099927.1, XP_019099769.1, XP_019099919.1, XP_019087774.1, XP_019085898.1, XP_010512980.1, XP_019099768.1, XP_010509178.1, XP_010412927.1
OG0000118	CARHR115930, CARHR115940, CARHR115970	XP_010469409.1, XP_019084299.1
OG0000118	CARHR099660	XP_010468432.2
OG0000118	CARHR078400, CARHR189820	XP_010413121.1, XP_010489668.2
OG0000119	CARHR118700, CARHR273840	XP_010485255.1, XP_010446216.1, XP_019086924.1
OG0000119	CARHR059580, CARHR150110	XP_019085504.1, XP_019099657.1
OG0000119	CARHR114860	XP_010431628.1, XP_010474468.1, XP_019082720.1, XP_010429629.1, XP_010474467.1
OG0000119	CARHR150140, CARHR143200, CARHR207890	XP_010412568.1, XP_010431008.1
OG0000119	CARHR150200	XP_010426257.1, XP_010431095.1, XP_010425976.1, XP_010507205.1, XP_010514886.1, XP_010507204.1
OG0000119	CARHR114850	XP_019085142.1, XP_019089199.1
OG0000121	CARHR101000	XP_019082557.1, XP_010474076.1
OG0000121	CARHR114800	XP_010463475.1, XP_010445325.1
OG0000121	CARHR054680, CARHR054690, CARHR181920, CARHR054110, CARHR100990, CARHR102670	XP_010490183.1
OG0000122	CARHR269740	XP_010451113.1
OG0000122	CARHR269760	XP_010480833.1
OG0000122	CARHR269920	XP_010476587.1, XP_010485173.1
OG0000122	CARHR036540, CARHR031780	XP_010461060.1, XP_019091493.1
OG0000122	CARHR269900	XP_019086761.1
OG0000122	CARHR269750	XP_019088446.1, XP_019094485.1, XP_010446145.1, XP_010474623.1
OG0000122	CARHR269730	XP_019086738.1, XP_010483110.1
OG0000122	CARHR129080, CARHR031770, CARHR269910, CARHR269890	XP_010501782.1
OG0000122	CARHR033520, CARHR033430	XP_010485169.1, XP_010476450.1, XP_010463198.1, XP_019094537.1
OG0000122	CARHR269930	XP_010485175.2
OG0000123	CARHR283690, CARHR187420, CARHR274650, CARHR274680, CARHR016560, CARHR042770	XP_019093463.1, XP_019100892.1, XP_019093286.1, XP_010511364.1, XP_019100893.1, XP_019082598.1, XP_019086942.1
OG0000123	CARHR274670	XP_019095670.1
OG0000124	CARHR261370	XP_010450638.1, XP_010441211.1
OG0000124	CARHR059180	XP_010427265.1
OG0000124	CARHR119160	XP_010445250.1
OG0000124	CARHR259840	XP_019101568.1, XP_019093938.1
OG0000125	CARHR122240	XP_010510549.1, XP_010414453.2, XP_010473989.1
OG0000125	CARHR122140	XP_019101460.1, XP_010470014.1, XP_019082807.1
OG0000125	CARHR007350	XP_010487696.1, XP_010475520.1
OG0000125	CARHR039100	XP_010500450.1, XP_010481036.2
OG0000125	CARHR041970	XP_010462024.1, XP_010479689.1, XP_010500772.2, XP_010500775.1, XP_010479688.1, XP_010462025.1, XP_010500773.1
OG0000125	CARHR097260	XP_010466372.1, XP_010420548.1, XP_019096759.1
OG0000125	CARHR258870, CARHR041960	XP_010500770.1
OG0000126	CARHR048790, CARHR257160	XP_019095625.1
OG0000126	CARHR103200	XP_010417864.1, XP_010510807.1
OG0000126	CARHR184750	XP_019087293.1
OG0000126	CARHR217440	XP_010473953.1
OG0000126	CARHR217460	XP_010419458.1
OG0000126	CARHR289900, CARHR149350, CARHR290850	XP_010472491.1
OG0000126	CARHR217430, CARHR184740	XP_010480822.1, XP_010445155.1
OG0000126	CARHR252010	XP_010463096.1, XP_010490253.1, XP_010501554.1, XP_010513124.1, XP_010513566.1, XP_010418623.2, XP_010462540.1, XP_010444994.2, XP_010436243.1, XP_019099650.1, XP_010517151.1
OG0000127	CARHR190650	XP_010421087.1, XP_010454568.1, XP_010493386.1
OG0000127	CARHR163570	XP_010504134.1, XP_010515863.1, XP_010427020.1
OG0000127	CARHR210790	XP_010452101.1, XP_010423847.1, XP_010490718.1
OG0000127	CARHR273520	XP_010483639.1
OG0000127	CARHR154340, CARHR154390	XP_010503218.1, XP_010426029.1, XP_010514927.1
OG0000128	CARHR061850	XP_019101070.1
OG0000128	CARHR169630	XP_010473837.1, XP_019100976.1, XP_010512175.1, XP_010413723.1
OG0000128	CARHR123020	XP_010413725.1, XP_010469329.1
OG0000128	CARHR061840	XP_019082940.1, XP_019093545.1, XP_019101065.1, XP_010512157.1, XP_010413724.1
OG0000128	CARHR169580	XP_019101672.1, XP_010469324.1
OG0000128	CARHR169600	XP_010512155.1, XP_010469325.1
OG0000128	CARHR169570	XP_010512148.1
OG0000129	CARHR038520	XP_019098467.1
OG0000129	CARHR056640	XP_019101751.1
OG0000129	CARHR275720, CARHR275710	XP_010500848.1, XP_019091952.1, XP_019095938.1, XP_019093450.1, XP_019087008.1, XP_010483885.1, XP_019086961.1, XP_010457940.1, XP_010457951.1, XP_019096086.1
OG0000129	CARHR120250, CARHR120240, CARHR120610	XP_019083613.1, XP_010513305.1, XP_010510750.1, XP_019093846.1
OG0000130	CARHR158410, CARHR153220, CARHR117340, CARHR057000	XP_019093309.1, XP_010431104.1, XP_019087569.1, XP_010463382.1
OG0000130	CARHR038370, CARHR217450	XP_010419307.1, XP_010501862.1, XP_010462877.1
OG0000130	CARHR182430, CARHR103120	XP_010430818.1, XP_010418521.1
OG0000132	CARHR164880	XP_010504321.2, XP_010427222.1, XP_010412779.1
OG0000132	CARHR214020	XP_019089258.1, XP_010451863.1, XP_010445618.1, XP_019087492.1, XP_010451864.1, XP_019087490.1, XP_019089260.1
OG0000134	CARHR054550, CARHR054640, CARHR054580	XP_019094814.1
OG0000134	CARHR151520	XP_010509565.1
OG0000134	CARHR106050	XP_010463849.1
OG0000134	CARHR202050	XP_010449922.1, XP_010442102.1, XP_010491769.1, XP_010419679.1, XP_019083764.1, XP_010419682.1, XP_019097993.1, XP_010491840.1, XP_019083763.1, XP_010491839.1, XP_010456486.1, XP_019090462.1
OG0000136	CARHR186370	XP_010463070.1, XP_010424514.1, XP_010481219.1, XP_010456454.1, XP_019089179.1
OG0000137	CARHR268710	XP_010449511.1, XP_010443159.1, XP_010482977.1
OG0000137	CARHR268720	XP_010449549.1, XP_010443164.1, XP_010443165.1, XP_010482979.1
OG0000137	CARHR268700	XP_010482976.2, XP_010449529.1, XP_010443158.1, XP_010449537.1
OG0000137	CARHR268690	XP_010443157.1, XP_010482975.1
OG0000137	CARHR268680	XP_010482974.1, XP_010449487.1, XP_010443156.1
OG0000138	CARHR052000	XP_010512641.1, XP_010473771.2
OG0000138	CARHR169320	XP_010459258.1
OG0000138	CARHR169390	XP_010513712.1, XP_010513709.1, XP_019102447.1, XP_019100424.1, XP_010513714.1, XP_010507535.1, XP_010504862.1, XP_019100975.1, XP_019100422.1, XP_010516554.1, XP_019101673.1, XP_019093914.1, XP_010413722.1
OG0000140	CARHR116590	XP_010436519.1, XP_019086253.1
OG0000140	CARHR146770	XP_010426758.1
OG0000141	CARHR012600	XP_010458659.1, XP_019094334.1
OG0000141	CARHR255820	XP_010476182.1, XP_019091459.1
OG0000141	CARHR012590	XP_010462666.1, XP_010476194.1
OG0000141	CARHR012520, CARHR220850	XP_010435102.1
OG0000141	CARHR013070	XP_010476199.2
OG0000141	CARHR049580, CARHR049710, CARHR049690, CARHR049380, CARHR049330, CARHR049720, CARHR049640, CARHR049340, CARHR049700, CARHR048830, CARHR049260	XP_010430322.1
OG0000143	CARHR116230, CARHR285000	XP_010463083.1
OG0000143	CARHR181670, CARHR183500	XP_010481077.1, XP_010424415.1, XP_010445585.1, XP_010424605.1, XP_010430920.1, XP_010490193.1, XP_010445599.2, XP_010445508.1, XP_019092248.1, XP_010436763.1, XP_010412548.1, XP_010468557.1, XP_010490421.1, XP_010468566.1, XP_010436599.1, XP_010418837.1, XP_010495905.1, XP_010436737.1, XP_010484999.1, XP_010463172.1, XP_010451723.1, XP_010436885.1, XP_019089205.1, XP_010418964.1, XP_010445921.1, XP_010436735.2, XP_010430931.1, XP_010451722.1, XP_010463354.1, XP_010513377.1, XP_010507101.1, XP_010484768.1, XP_010468522.1, XP_010507178.1, XP_010424031.1, XP_010496072.1, XP_010497116.1, XP_019086733.1
OG0000148	CARHR037410	XP_010463253.1
OG0000148	CARHR040920	XP_019082655.1, XP_010431469.1
OG0000148	CARHR037710, CARHR037720, CARHR037850	XP_010501884.1, XP_010479216.1
OG0000150	CARHR288220	XP_010501916.1, XP_019085689.1, XP_010496878.1, XP_010495867.1
OG0000150	CARHR217380, CARHR294480	XP_019098355.1, XP_019097474.1
OG0000151	CARHR151000	XP_010503151.1, XP_010430990.1
OG0000151	CARHR165130	XP_010427259.1, XP_010504355.1
OG0000151	CARHR165120	XP_010504354.1, XP_010516066.1, XP_010427258.1
OG0000151	CARHR134140	XP_010517272.1, XP_010505600.1, XP_010509030.1
OG0000151	CARHR165110	XP_010516065.1, XP_010504353.1, XP_010427257.1
OG0000151	CARHR163410	XP_010427003.1, XP_010515843.1, XP_010504115.1
OG0000151	CARHR132240	XP_010517003.1, XP_010505317.1, XP_010509348.1
OG0000151	CARHR199860	XP_010453438.1, XP_010492119.1, XP_010419943.1
OG0000153	CARHR124170, CARHR124160	XP_010469818.1, XP_010510314.1, XP_010510309.1, XP_010480220.1, XP_010510316.1, XP_010510310.1, XP_010469814.1
OG0000153	CARHR122600, CARHR122610	XP_010414396.1, XP_010469964.1, XP_019101440.1
OG0000153	CARHR122560	XP_010414400.1, XP_010510506.1, XP_010510505.1, XP_010414405.1
OG0000153	CARHR122540	XP_010414403.1, XP_010510507.1
OG0000154	CARHR040870	XP_019094641.1
OG0000154	CARHR121480	XP_010500655.1
OG0000154	CARHR290670	XP_010440216.1, XP_010449863.1
OG0000154	CARHR040880, CARHR041470	XP_010461930.1
OG0000154	CARHR041490, CARHR040850	XP_010479545.1, XP_010479429.1
OG0000154	CARHR040860, CARHR041500	XP_019091311.1, XP_019094572.1
OG0000157	CARHR029980	XP_010501659.1
OG0000157	CARHR144020	XP_010463006.1, XP_010463018.1, XP_010480754.1, XP_010462997.1, XP_019095723.1, XP_010463004.1, XP_010478448.1, XP_010478447.1, XP_010480776.1
OG0000157	CARHR029970	XP_010480512.1, XP_010480603.1
OG0000157	CARHR253630, CARHR047620	XP_010431728.1
OG0000158	CARHR113640	XP_019098381.1, XP_010445231.1, XP_010436460.1
OG0000158	CARHR245230	XP_010451022.1, XP_010451027.1
OG0000158	CARHR210870	XP_010451312.1
OG0000158	CARHR150520	XP_010419067.2
OG0000159	CARHR059430	XP_019087459.1
OG0000159	CARHR184120	XP_010451618.1
OG0000160	CARHR109500	XP_010414912.1
OG0000160	CARHR238090	XP_010451109.1, XP_010438207.1, XP_010433017.1
OG0000160	CARHR271150	XP_019095995.1, XP_010443420.1, XP_010452018.1
OG0000160	CARHR104060	XP_010488815.1, XP_010496144.1
OG0000160	CARHR153650	XP_019102235.1, XP_010425792.1
OG0000160	CARHR073860	XP_010417678.1, XP_019093982.1
OG0000160	CARHR117520	XP_019094158.1, XP_010429432.1
OG0000161	CARHR059960, CARHR284490	XP_010431163.1, XP_010480697.1, XP_010468663.1, XP_010468429.1, XP_010451623.1, XP_019083754.1, XP_019094390.1, XP_019097379.1, XP_010424555.1
OG0000162	CARHR162850	XP_010431309.1, XP_010515777.2
OG0000162	CARHR127170	XP_010473861.1, XP_010418659.1, XP_010513090.1
OG0000162	CARHR145900	XP_010430859.1
OG0000162	CARHR102790, CARHR102800, CARHR102820	XP_010497639.1
OG0000162	CARHR145920	XP_019087482.1
OG0000162	CARHR102810, CARHR103310	XP_010467034.1, XP_010488721.2
OG0000162	CARHR127190	XP_010513089.1, XP_010513087.1, XP_010513088.1, XP_010513085.1, XP_010473860.1, XP_010418658.1
OG0000165	CARHR180400	XP_019087994.1, XP_010435772.1, XP_010450891.1
OG0000165	CARHR057950	XP_010486761.1, XP_019098727.1, XP_010464817.1, XP_010487733.1, XP_010470139.1, XP_010414591.1, XP_010414592.1, XP_010510752.1, XP_010510688.1, XP_010510689.1, XP_010441528.1, XP_019097673.1, XP_010464816.1, XP_010488086.1, XP_010467683.1, XP_010455585.1, XP_010429492.1, XP_010497015.1, XP_010426909.1, XP_010472207.1, XP_019083121.1, XP_010440939.1, XP_010440938.1, XP_010440940.1, XP_010440941.1, XP_010450815.1, XP_010440789.1, XP_010435746.1, XP_010440937.1, XP_010450922.1
OG0000166	CARHR067370	XP_010416258.1
OG0000166	CARHR067330	XP_010513413.2
OG0000166	CARHR115420	XP_010472539.1, XP_019098433.1
OG0000166	CARHR067380	XP_019083353.1, XP_010428402.2
OG0000166	CARHR050360, CARHR220400, CARHR067460, CARHR067550, CARHR067350, CARHR060140, CARHR067390, CARHR067560	XP_019082673.1, XP_019082668.1, XP_019093345.1, XP_019085326.1
OG0000167	CARHR096990	XP_010422655.1, XP_010422631.1
OG0000167	CARHR097030	XP_010420489.1, XP_010489990.2
OG0000167	CARHR108190, CARHR108200	XP_010489988.1, XP_010489989.1, XP_010468338.1
OG0000167	CARHR150060	XP_019092253.1
OG0000167	CARHR099220	XP_019096441.1, XP_010468484.1, XP_010422557.1, XP_010490067.1, XP_019092273.1, XP_010468410.1
OG0000169	CARHR149530, CARHR116790, CARHR043210	XP_010470220.1
OG0000169	CARHR042890, CARHR042510, CARHR043190, CARHR260050	XP_010424491.1, XP_010480719.1
OG0000169	CARHR042900, CARHR041590, CARHR042520, CARHR043200, CARHR263740, CARHR037920	XP_019091065.1, XP_010460722.1, XP_010462970.1, XP_010466573.1, XP_010499459.1, XP_010478306.1, XP_010480718.2, XP_019087731.1, XP_010473346.1, XP_010468628.2, XP_019096787.1, XP_010423874.1, XP_010468627.2
OG0000169	CARHR219990	XP_010500261.1
OG0000170	CARHR140800	XP_010518180.1, XP_010508141.1, XP_010508139.1
OG0000170	CARHR171350	XP_010413500.1
OG0000170	CARHR171330	XP_019093574.1
OG0000170	CARHR140750	XP_010508144.1, XP_010506518.1, XP_010518179.1
OG0000170	CARHR186310, CARHR140760	XP_010508143.1, XP_010506519.1, XP_019082415.1
OG0000170	CARHR140780, CARHR140790, CARHR140740	XP_010518177.1, XP_010508150.1, XP_010506516.1
OG0000170	CARHR140730	XP_010508155.1, XP_010508154.1, XP_010506513.1, XP_010518174.1, XP_010508153.1, XP_010506515.1, XP_010508148.2, XP_010518175.2
OG0000171	CARHR266340	XP_010442887.1, XP_010482719.1, XP_010445686.1
OG0000171	CARHR046700	XP_010441335.1, XP_019091804.1, XP_010473679.1, XP_010430541.1, XP_010418477.1
OG0000171	CARHR107000	XP_010496667.1, XP_010516221.1
OG0000171	CARHR269520	XP_019087079.1, XP_010450714.1, XP_010483082.1
OG0000171	CARHR235660	XP_010448055.1, XP_010433285.1, XP_010438527.1
OG0000173	CARHR246590	XP_010431532.1, XP_010474363.1, XP_010419221.1
OG0000174	CARHR115250	XP_010445225.1, XP_010480804.1, XP_010445911.1, XP_010424112.1, XP_010431132.1, XP_019095601.1, XP_010463111.1, XP_010501343.1, XP_010436504.1, XP_010451554.1, XP_019099714.1, XP_019101872.1, XP_010422589.1, XP_010495812.1
OG0000175	CARHR023910	XP_010477643.1, XP_010415728.1, XP_010498859.1, XP_010427826.1, XP_010460136.1, XP_010471043.1
OG0000175	CARHR010800	XP_010491587.1
OG0000175	CARHR198650	XP_010492280.1, XP_010453596.1, XP_010420114.1
OG0000175	CARHR142560, CARHR172630	XP_010512616.1
OG0000176	CARHR118040	XP_010429373.1, XP_010472419.1, XP_010429377.1, XP_010419294.1
OG0000176	CARHR118080, CARHR118100	XP_019085914.1
OG0000176	CARHR291360	XP_010431481.1
OG0000176	CARHR291340, CARHR292140	XP_019084962.1, XP_010427974.1
OG0000176	CARHR291350, CARHR291370	XP_010415849.1, XP_010474281.1, XP_019082660.1
OG0000177	CARHR256500, CARHR181980	XP_010459833.1
OG0000177	CARHR146970, CARHR021690, CARHR021680, CARHR116570	XP_010477389.1
OG0000177	CARHR181970	XP_010428765.1, XP_010419233.1
OG0000177	CARHR059110	XP_010459834.1
OG0000178	CARHR253020	XP_010432767.1
OG0000178	CARHR250370	XP_010424589.1, XP_010468078.1, XP_010455738.1
OG0000178	CARHR250360	XP_010422268.1, XP_010455732.1, XP_010432755.1, XP_010496365.1, XP_010455731.1
OG0000178	CARHR252970, CARHR263930	XP_019089409.1, XP_010455743.1, XP_010455740.1, XP_019089416.1, XP_010432626.1, XP_010422277.1
OG0000178	CARHR252960	XP_010455742.1, XP_010422274.1, XP_010432646.2, XP_010432744.1, XP_010432720.1, XP_010432614.1, XP_010422279.1
OG0000179	CARHR284100	XP_019093266.1
OG0000179	CARHR284050, CARHR284010	XP_010414643.1
OG0000179	CARHR284070	XP_010470258.1
OG0000179	CARHR053540	XP_019083128.1
OG0000182	CARHR167770	XP_010427663.1, XP_010427660.1, XP_010504672.1
OG0000183	CARHR215030, CARHR058380	XP_010440887.1, XP_010435687.1, XP_010511465.1, XP_010450539.1, XP_010470516.1, XP_010415183.1
OG0000183	CARHR119300	XP_010417845.1, XP_010510825.1
OG0000184	CARHR097880	XP_019096428.1
OG0000184	CARHR097890	XP_010466470.1
OG0000184	CARHR097900	XP_010466471.1
OG0000185	CARHR087540, CARHR087530	XP_010460854.1, XP_010477702.1, XP_010477707.1, XP_010498903.1
OG0000185	CARHR160040, CARHR160050	XP_010477705.1, XP_010498908.1
OG0000185	CARHR028040	XP_010501621.1, XP_010480684.1
OG0000186	CARHR145130	XP_019085722.1, XP_019099828.1
OG0000186	CARHR145120	XP_019102141.1, XP_019099827.1
OG0000186	CARHR113370	XP_019097392.1, XP_010420939.1, XP_010420935.1, XP_019084221.1, XP_019099879.1, XP_019099782.1, XP_010517401.1, XP_010508919.1, XP_010505711.1
OG0000186	CARHR050630	XP_010516402.1, XP_010512941.1, XP_019101236.1
OG0000187	CARHR112670, CARHR112680	XP_010431558.1
OG0000187	CARHR020040	XP_010498366.1, XP_010459550.1, XP_010459617.1, XP_010502271.1
OG0000188	CARHR078890	XP_010417674.1
OG0000188	CARHR201470	XP_010456489.1, XP_010491919.1, XP_010495148.1, XP_010424055.1, XP_010424061.1, XP_010495153.1, XP_010456497.1, XP_010424060.1, XP_010495152.1, XP_010424059.1, XP_010495151.1, XP_010453223.1, XP_010495156.1, XP_010456498.1, XP_010424062.1, XP_019097703.1, XP_019097317.1, XP_019084656.1
OG0000188	CARHR078870	XP_019099870.1
OG0000189	CARHR160880	XP_010426685.1, XP_010515535.1, XP_010503823.1
OG0000189	CARHR244350	XP_010446848.1, XP_010432207.1
OG0000189	CARHR108220	XP_010413444.1, XP_010467579.1
OG0000189	CARHR069390	XP_010471725.1, XP_010428632.1
OG0000189	CARHR020570	XP_010477239.1, XP_010459691.1, XP_010498441.1
OG0000191	CARHR150970	XP_010436866.1
OG0000192	CARHR014040	XP_010495501.1, XP_010458820.1, XP_019094945.1
OG0000192	CARHR014030	XP_010476380.1, XP_010495498.1, XP_010458819.1
OG0000192	CARHR014050, CARHR014060, CARHR049240	XP_010418264.1, XP_019082754.1
OG0000193	CARHR091790	XP_010468596.1, XP_019088381.1, XP_010467242.1, XP_010468579.1, XP_019096464.1, XP_010468516.1
OG0000193	CARHR036380, CARHR036970	XP_010480992.1, XP_010500264.1
OG0000193	CARHR031880	XP_019099343.1, XP_019094498.1
OG0000193	CARHR091810	XP_010418741.1
OG0000195	CARHR155390	XP_019098327.1
OG0000195	CARHR110100	XP_010495934.1
OG0000195	CARHR191180	XP_010421023.1, XP_010493316.1
OG0000195	CARHR273530, CARHR273550, CARHR273540	XP_019082616.1
OG0000195	CARHR273560	XP_019087957.1
OG0000196	CARHR272920	XP_010447574.1, XP_010436101.1
OG0000196	CARHR272910, CARHR213580, CARHR272900, CARHR287600, CARHR287570, CARHR212840, CARHR289150	XP_010447622.1, XP_010441319.1, XP_019086046.1
OG0000196	CARHR288390, CARHR291930, CARHR212850, CARHR212830, CARHR285160, CARHR291950, CARHR288120, CARHR287580, CARHR213590	XP_010447883.2
OG0000196	CARHR288130, CARHR291940, CARHR213880	XP_010450584.1
OG0000197	CARHR215060, CARHR215050, CARHR215370	XP_019088299.1, XP_010451361.1, XP_019086617.1, XP_010450534.2
OG0000197	CARHR226280, CARHR226370	XP_019089427.1, XP_010445272.1, XP_019087388.1, XP_019089102.1, XP_010431643.1
OG0000198	CARHR144080	XP_010502132.1, XP_010513879.1, XP_010424925.1, XP_010513878.1
OG0000198	CARHR015470	XP_010459011.1
OG0000198	CARHR015480	XP_010496673.1, XP_010459012.1, XP_010476570.1
OG0000198	CARHR147290	XP_010425329.1, XP_010430761.1, XP_010502572.1, XP_010514273.1, XP_010425353.1
OG0000199	CARHR063270, CARHR063300, CARHR163030, CARHR063260, CARHR063690, CARHR063700, CARHR263650	XP_010442215.1, XP_010501962.1, XP_010479658.1, XP_010500744.1, XP_010482049.1, XP_010471249.2, XP_010479661.1, XP_010462002.1
OG0000199	CARHR251110, CARHR215270	XP_010438266.1, XP_010447809.1, XP_010436343.1, XP_010447810.1, XP_010433066.1
OG0000199	CARHR237670	XP_010438269.1, XP_019097293.1, XP_010447760.1, XP_010438210.2, XP_010447759.1, XP_010433021.1
OG0000200	CARHR110490	XP_010426023.1
OG0000200	CARHR028490	XP_019094465.1
OG0000200	CARHR005020	XP_010453052.1, XP_010422869.1
OG0000200	CARHR028750, CARHR037140	XP_010499535.1, XP_010460802.1, XP_019094639.1, XP_010499539.2
OG0000200	CARHR037150	XP_010478394.1, XP_010460803.1, XP_010499534.1
OG0000200	CARHR037130	XP_010491683.1
OG0000202	CARHR250390, CARHR248840, CARHR250050, CARHR250400	XP_010429346.1, XP_010422628.1, XP_010456069.1
OG0000203	CARHR168640	XP_010516473.1, XP_010427736.1, XP_010427735.1
OG0000203	CARHR168590, CARHR259860	XP_019099737.1, XP_019102065.1, XP_019085090.1
OG0000203	CARHR168730	XP_019101935.1
OG0000203	CARHR168740	XP_010431453.2, XP_019099736.1, XP_019102066.1
OG0000203	CARHR168690	XP_010504788.1, XP_010516477.1, XP_010427742.1
OG0000205	CARHR286250	XP_010419029.1
OG0000205	CARHR105060, CARHR218440	XP_010430923.1, XP_010431083.1, XP_010426201.1, XP_010424938.1, XP_010468594.1, XP_010441888.1, XP_019087565.1, XP_019087564.1, XP_010445501.1, XP_010496931.1, XP_010436713.1, XP_010496827.1
OG0000208	CARHR183230	XP_019092290.1
OG0000209	CARHR014740, CARHR010320	XP_010432619.1, XP_010447293.1, XP_019088045.1
