Orthogroup	Cardamine_hirsuta	Arabidopsis_lyrata_Rawat
OG0000262	CARHR046930	AL2G11030
OG0000266	CARHR266730, CARHR253160	AL8G28560, AL8G28540
OG0000268	CARHR181110	AL5G24090
OG0000269	CARHR273300	AL8G36240
OG0000269	CARHR053220	AL2G16910
OG0000269	CARHR122830	AL4G24200
OG0000270	CARHR052820, CARHR051010, CARHR151310	AL2G12510
OG0000270	CARHR055290, CARHR048540, CARHR048090	AL2G12790
OG0000270	CARHR050170, CARHR048500	AL2G12380
OG0000275	CARHR175770	AL7G11970
OG0000275	CARHR041170, CARHR041160	AL7G11950
OG0000275	CARHR185060, CARHR185040	nbis-gene-421, AL2G17720, AL6G40420, AL6G40440, AL6G40430, AL2G17690
OG0000275	CARHR246950	AL7G11960
OG0000277	CARHR243020, CARHR247840	AL7G10820
OG0000277	CARHR020400	AL1G32640
OG0000278	CARHR215670	AL7G46030
OG0000278	CARHR215220	AL7G46410
OG0000278	CARHR215570, CARHR215560, CARHR215610	AL7G46160, AL7G46150
OG0000278	CARHR215640, CARHR215620, CARHR215650, CARHR215200	AL7G46040, AL7G38390, AL7G38360, AL7G46130, AL7G46050
OG0000279	CARHR094510	AL4G18170
OG0000279	CARHR031350, CARHR031360	AL8G14520
OG0000279	CARHR177740, CARHR257320, CARHR177410, CARHR177420, CARHR152170, CARHR177900, CARHR221580, CARHR177780, CARHR177760, CARHR177770, CARHR178120, CARHR177310, CARHR177790, CARHR177800, CARHR178860, CARHR178130, CARHR180680	AL8G14510, AL8G14500, AL8G14490, AL8G14480
OG0000282	CARHR229020	nbis-gene-292
OG0000282	CARHR229730	AL7G31500, AL7G30780, AL7G31520
OG0000282	CARHR229580	AL7G31490
OG0000282	CARHR229030, CARHR229040	AL7G31510
OG0000284	CARHR108240	nbis-gene-338
OG0000284	CARHR256080	AL7G40240
OG0000284	CARHR285950, CARHR256150, CARHR177480	AL5G20730, AL8G40900
OG0000284	CARHR035000, CARHR259300, CARHR217290	nbis-gene-1018
OG0000285	CARHR227980	AL7G32710
OG0000285	CARHR234950	AL7G25530
OG0000286	CARHR178840	AL8G15660
OG0000286	CARHR232240	AL7G27750
OG0000286	CARHR175950, CARHR174900	AL1G14840
OG0000289	CARHR175550	AL3G40730, AL3G40650, AL3G41940, AL3G40700
OG0000291	CARHR103190, CARHR103130	AL3G42940, AL3G43030, AL3G42930
OG0000291	CARHR103220, CARHR103210	AL3G42860
OG0000294	CARHR197660	nbis-gene-1522, AL1G39230, AL1G39220
OG0000294	CARHR198380	AL6G25720
OG0000295	CARHR035800	AL1G54220, AL1G54230
OG0000295	CARHR004430	AL1G14750
OG0000295	CARHR223360	nbis-gene-691
OG0000295	CARHR100860	nbis-gene-690, AL3G40150
OG0000296	CARHR285460, CARHR285480	AL48U10010, nbis-gene-2180
OG0000296	CARHR272760, CARHR053670, CARHR272770	nbis-gene-2178, AL8G34670, AL8G26340, nbis-gene-2176, nbis-gene-2177
OG0000296	CARHR272750	nbis-gene-2175
OG0000298	CARHR033060	AL1G47990
OG0000298	CARHR033100	AL3G46500, AL1G48070, AL1G47980
OG0000298	CARHR033050	AL1G47970
OG0000300	CARHR166780	AL1G46650
OG0000300	CARHR166000	AL164U10010, AL5G16820
OG0000300	CARHR264620, CARHR264630	AL247U10040, AL8G26030
OG0000301	CARHR139910, CARHR139920	AL4G43730
OG0000301	CARHR167680, CARHR096590	AL5G42900
OG0000305	CARHR017730	AL1G29380
OG0000305	CARHR260510, CARHR135390	AL1G51540, AL4G38060, AL4G38120, AL6G43180
OG0000306	CARHR214120, CARHR262590	AL7G51760
OG0000307	CARHR041320	nbis-gene-282, AL1G59050, nbis-gene-269
OG0000307	CARHR219950, CARHR112870, CARHR216070, CARHR057800, CARHR216060, CARHR216110	nbis-gene-1899
OG0000308	CARHR180250	AL8G17010, AL8G17000, AL117U10040
OG0000312	CARHR284410	AL6G40730
OG0000313	CARHR135320	AL4G37990, AL4G38020
OG0000314	CARHR006310	AL7G44460
OG0000315	CARHR101940, CARHR101950, CARHR284260	AL1G48510
OG0000318	CARHR062770, CARHR062740	AL2G28900
OG0000318	CARHR004290	AL3G39500
OG0000321	CARHR040120	AL1G57580
OG0000321	CARHR193110, CARHR193130	AL6G31290
OG0000321	CARHR055410	nbis-gene-443
OG0000322	CARHR259720	AL7G25500, AL132U10010, AL8G34510, AL8G34460, nbis-gene-2163
OG0000323	CARHR262010	AL7G49910
OG0000323	CARHR018200	AL1G29920
OG0000325	CARHR004130	AL1G14460
OG0000325	CARHR127110	AL4G28660
OG0000325	CARHR126540	AL4G28090
OG0000325	CARHR004140	AL1G14470
OG0000326	CARHR112590	nbis-gene-1364, AL3G28900, AL4G24660
OG0000326	CARHR083130	AL3G17610
OG0000327	CARHR226470	AL7G18840
OG0000327	CARHR120100, CARHR226410, CARHR226430	AL7G34440
OG0000329	CARHR220880	AL7G41460
OG0000329	CARHR263580	AL7G51460, AL7G51480, AL7G51490
OG0000329	CARHR263590	AL7G51500
OG0000330	CARHR065890, CARHR065920, CARHR065910, CARHR065900	AL2G32700
OG0000330	CARHR065880	AL2G32630
OG0000331	CARHR249810	AL6G51460
OG0000331	CARHR001810	AL1G11840
OG0000331	CARHR092710	AL3G30460
OG0000332	CARHR050960, CARHR050950	AL2G14760, AL2G14800
OG0000332	CARHR050970, CARHR050980	AL2G14910, AL2G14860
OG0000332	CARHR050860	AL2G14740, AL2G14750
OG0000335	CARHR170010	AL5G41630, AL5G41650
OG0000335	CARHR170350	AL5G42230
OG0000336	CARHR054330	AL2G18590, AL1G67290
OG0000336	CARHR183900	AL1G20240
OG0000339	CARHR188470, CARHR188490	nbis-gene-1569
OG0000339	CARHR218850	AL9U10390
OG0000341	CARHR038630	AL1G55400
OG0000341	CARHR038610	AL1G52480, AL1G52390
OG0000342	CARHR092860	AL4G15010, AL3G30600
OG0000344	CARHR292150	AL1G22320, AL1G25470
OG0000345	CARHR203880	AL6G19900
OG0000345	CARHR006290	AL390U10020
OG0000345	CARHR203890	AL6G19890
OG0000345	CARHR003600, CARHR203870	AL1G13870
OG0000346	CARHR163180	AL5G34190
OG0000346	CARHR147230	AL5G14950
OG0000346	CARHR147220	AL5G14940
OG0000346	CARHR163190	AL5G34200
OG0000347	CARHR141230	AL4G45180
OG0000347	CARHR171770	AL5G43730
OG0000347	CARHR230740	AL7G30060
OG0000347	CARHR000730	AL1G10760
OG0000347	CARHR248520	AL6G53040
OG0000348	CARHR286050	AL34U10080, AL8G22320, AL8G22310, nbis-gene-633
OG0000348	CARHR149600, CARHR292690	AL5G27910
OG0000349	CARHR273130	AL8G36160, AL8G36170
OG0000350	CARHR097870	AL5G18930, AL3G36110, nbis-gene-754, AL3G36140, AL3G36150, AL3G36100, AL3G36090
OG0000355	CARHR274100	AL8G37040
OG0000355	CARHR244920, CARHR118860, CARHR244890	AL7G14480
OG0000356	CARHR117180	AL4G15360, AL4G15350
OG0000356	CARHR117150	AL4G15400
OG0000356	CARHR117270	AL4G15330
OG0000357	CARHR128500, CARHR029510	AL1G43760, AL1G43770
OG0000358	CARHR041640	AL1G58830, AL1G59360, AL1G52250
OG0000359	CARHR267340	AL8G29280
OG0000359	CARHR235360	AL7G25060
OG0000359	CARHR235380	AL7G25030
OG0000359	CARHR235370	AL7G25050
OG0000362	CARHR266430, CARHR150180	AL4G17970
OG0000363	CARHR045650	AL1G64190
OG0000363	CARHR071990	nbis-gene-617
OG0000364	CARHR135700	AL4G38410, AL4G38350, AL4G38450
OG0000365	CARHR025550	AL1G39370
OG0000365	CARHR227340	AL7G33350
OG0000365	CARHR025540	AL1G39360
OG0000365	CARHR025530	AL1G39330
OG0000367	CARHR063110, CARHR263620, CARHR063120	AL2G29270
OG0000367	CARHR024590	AL1G36780
OG0000367	CARHR253970, CARHR024610	nbis-gene-150
OG0000368	CARHR155150, CARHR155070	AL5G25590, AL5G25550, AL5G25630
OG0000368	CARHR155090	AL5G25650, AL5G25640
OG0000368	CARHR155030	AL5G25660, AL5G25670
OG0000368	CARHR154970	AL5G25690
OG0000370	CARHR033610, CARHR100280, CARHR100270, CARHR288610, CARHR033580	AL3G39540, AL3G39570
OG0000371	CARHR102540	AL7G44480
OG0000371	CARHR145800	AL5G11160
OG0000371	CARHR034450	nbis-gene-2077
OG0000376	CARHR011030	AL1G21740
OG0000376	CARHR051710	AL2G15890
OG0000376	CARHR051700	AL2G15870
OG0000377	CARHR245750	nbis-gene-1705
OG0000377	CARHR058550, CARHR058530, CARHR058590	AL2G24540, AL2G24410
OG0000377	CARHR245720	AL7G13520
OG0000377	CARHR245730	AL7G13510
OG0000379	CARHR144670	AL5G11250
OG0000379	CARHR164050	AL5G35180
OG0000379	CARHR144630	AL5G11220
OG0000379	CARHR049930	AL2G13720
OG0000380	CARHR036840, CARHR118680, CARHR285940, CARHR183820, CARHR273750, CARHR273860	AL8G36790, AL71U10060, AL8G36700
OG0000381	CARHR072160	AL2G39050
OG0000382	CARHR250680	AL6G50680, AL6G50670
OG0000382	CARHR250610	AL6G50700
OG0000382	CARHR131810	AL4G34640
OG0000383	CARHR164490, CARHR164480	AL5G18170, AL5G18190, AL5G35660, AL5G35670
OG0000384	CARHR174500	AL8G11330
OG0000384	CARHR174480	AL8G11310
OG0000384	CARHR174510	AL8G11340
OG0000384	CARHR174490, CARHR089510	AL8G11320
OG0000385	CARHR116890	AL22U10010, nbis-gene-1954, AL7G51970, nbis-gene-1735
OG0000385	CARHR239600	AL7G20320
OG0000386	CARHR033250	AL1G48360
OG0000386	CARHR033290	AL1G48390
OG0000386	CARHR292740	AL1G48400
OG0000388	CARHR092870	AL3G30610
OG0000388	CARHR267450	AL8G29440, AL1G33150
OG0000388	CARHR190050, CARHR179180, CARHR153480	AL6G34750
OG0000388	CARHR095050	AL3G42690
OG0000389	CARHR270410, CARHR105990, CARHR152840, CARHR152780, CARHR270430, CARHR270420, CARHR270400	AL8G32520
OG0000389	CARHR270450	AL8G32500
OG0000390	CARHR022740	AL1G35860
OG0000390	CARHR022720	AL1G35830
OG0000391	CARHR196560	AL6G27640
OG0000391	CARHR084950	AL3G21810
OG0000392	CARHR017550	AL1G29180
OG0000392	CARHR185400, CARHR216970, CARHR232710	AL7G27840, AL7G27830
OG0000393	CARHR263220	nbis-gene-1951
OG0000393	CARHR263240, CARHR263230, CARHR263250	AL7G51340
OG0000393	CARHR103170	AL7G51330, AL7G51310, AL7G51320, AL7G51350
OG0000395	CARHR014460	AL1G25950
OG0000395	CARHR105730, CARHR105760, CARHR105770	AL3G47130
OG0000396	CARHR119440	AL6G36390, AL5G15440
OG0000397	CARHR091750	AL3G29400, AL3G29410, nbis-gene-913, AL3G28990, AL3G28980, AL3G28960
OG0000397	CARHR148110	AL2G24870
OG0000397	CARHR293580	nbis-gene-889
OG0000398	CARHR101890	nbis-gene-1582
OG0000399	CARHR001910	AL1G11940
OG0000399	CARHR009120	nbis-gene-54
OG0000402	CARHR289280, CARHR289040, CARHR177830	nbis-gene-2216
OG0000402	CARHR289020	AL8G44510
OG0000402	CARHR177820, CARHR292110, CARHR292450, CARHR289650, CARHR289030	AL8G44490
OG0000403	CARHR251840	AL7G41820, AL7G41810
OG0000404	CARHR170770	AL3G48820
OG0000404	CARHR235030	AL5G23110, AL4G38000, AL4G38030, AL1G32050, AL7G22840, AL7G23550, AL5G23010, AL5G23100
OG0000405	CARHR089280	AL3G26870
OG0000405	CARHR089240	AL7G46440
OG0000405	CARHR033150, CARHR033140	AL1G48150
OG0000405	CARHR089260	AL3G26860
OG0000406	CARHR273440, CARHR007590	AL1G18060, AL8G36410, AL5G24760
OG0000407	CARHR005930, CARHR002610	AL1G12810
OG0000407	CARHR025430	AL1G39190
OG0000407	CARHR142610	AL4G46780
OG0000409	CARHR028100	AL4G21310
OG0000409	CARHR028090	AL1G49520, AL1G42250
OG0000409	CARHR028080, CARHR028050	AL1G42220, AL1G42200
OG0000410	CARHR229400	AL7G31120
OG0000411	CARHR117550, CARHR117600	AL4G14960, AL8G17380, AL4G14950
OG0000412	CARHR196640	AL6G27540
OG0000412	CARHR215260	AL7G46360
OG0000412	CARHR292180	AL2G23890
OG0000412	CARHR093170	AL3G30980
OG0000413	CARHR088360, CARHR088350	AL3G25620
OG0000413	CARHR044870	AL1G63260
OG0000413	CARHR088340	AL3G25610
OG0000414	CARHR049420	AL2G13380
OG0000414	CARHR105130, CARHR106410	AL3G44750
OG0000414	CARHR221890	AL7G40540
OG0000419	CARHR129410	AL4G31290
OG0000420	CARHR137680	AL4G41100
OG0000420	CARHR186080	AL6G39500
OG0000421	CARHR265630	AL8G27110
OG0000424	CARHR267950	AL8G30090
OG0000424	CARHR234870	AL7G25590
OG0000425	CARHR206570, CARHR180690	AL8G22520
OG0000426	CARHR032310, CARHR032340, CARHR136030	AL1G54860
OG0000426	CARHR182090	AL3G47620
OG0000428	CARHR292240	AL8G20780, AL4G19350, AL3G53690, AL1G45700, AL1G45680, AL446U10030
OG0000429	CARHR054890	AL1G66550
OG0000429	CARHR168810	AL5G40200
OG0000429	CARHR168790	AL1G66560, AL5G40170, AL5G40070
OG0000430	CARHR228790	AL7G31720
OG0000430	CARHR252910	AL6G48090
OG0000430	CARHR050150	AL2G13870
OG0000430	CARHR103290	AL3G43130
OG0000431	CARHR052800	AL3G47160
OG0000431	CARHR051440	AL2G15130
OG0000432	CARHR038820	AL1G55550
OG0000433	CARHR234790, CARHR289420, CARHR234800, CARHR289410, CARHR058020	AL7G25660, AL7G25640, AL7G25650
OG0000434	CARHR291870	AL7G52140
OG0000434	CARHR034080, CARHR061160	nbis-gene-216
OG0000436	CARHR154360	AL5G24720
OG0000436	CARHR273490	AL8G36450
OG0000436	CARHR273500	AL8G36460
OG0000437	CARHR233780	AL8G32540, AL7G26730
OG0000438	CARHR152740	AL5G22090
OG0000439	CARHR064690	AL2G31490
OG0000439	CARHR179040, CARHR206880	AL2G24380, AL6G16140, AL3G46310
OG0000440	CARHR286140, CARHR286080, CARHR286060, CARHR286070, CARHR085380	AL8G22290, AL1G65410
OG0000442	CARHR172740	AL213U10010
OG0000442	CARHR261710	AL7G49510
OG0000443	CARHR240310	AL7G19450
OG0000443	CARHR115900	AL4G16950
OG0000443	CARHR202110	AL6G21860
OG0000443	CARHR188110	AL6G37110
OG0000444	CARHR125020	AL4G26640
OG0000444	CARHR169860	AL5G41390
OG0000444	CARHR005540	AL1G15970
OG0000445	CARHR189790	AL6G35020
OG0000445	CARHR157730	AL7G21330
OG0000446	CARHR190860, CARHR190870	AL6G33720
OG0000446	CARHR107640, CARHR189230	AL6G33700
OG0000447	CARHR130390, CARHR206830, CARHR086060	AL6G16080
OG0000448	CARHR292620	AL5G17950
OG0000449	CARHR169300	AL5G40740
OG0000449	CARHR169310	AL5G40730
OG0000450	CARHR215210	AL7G46430
OG0000450	CARHR179840, CARHR179880, CARHR179890, CARHR179750, CARHR179850, CARHR179820, CARHR179790, CARHR116510	AL7G44810, AL8G16550, AL8G16530, AL37U10040, AL8G16430
OG0000451	CARHR228900	AL7G31600
OG0000451	CARHR052700	nbis-gene-413, nbis-gene-414
OG0000452	CARHR048280	nbis-gene-378, nbis-gene-377
OG0000452	CARHR048290, CARHR048270	AL2G12270
OG0000457	CARHR127370	AL3G14390
OG0000458	CARHR028400	AL1G42810
OG0000458	CARHR028420	AL1G42830
OG0000458	CARHR028370, CARHR286910, CARHR028390	AL1G42800
OG0000459	CARHR108900	AL7G33420
OG0000459	CARHR122200	AL8G41530
OG0000460	CARHR088190	AL3G25430
OG0000460	CARHR270190	AL8G32300
OG0000460	CARHR233890	AL7G26630
OG0000460	CARHR044990	AL1G63380
OG0000461	CARHR186880	AL5G17440
OG0000462	CARHR227570, CARHR227590, CARHR227620, CARHR227580, CARHR221090, CARHR254770	AL7G33120, AL7G33100
OG0000463	CARHR287270	AL1G49900
OG0000463	CARHR105900, CARHR155330, CARHR155350	AL132U10030, nbis-gene-1313
OG0000463	CARHR155360	AL5G25330, nbis-gene-1314
OG0000464	CARHR001520, CARHR000930	AL1G11560
OG0000466	CARHR284350	AL3G16360
OG0000467	CARHR274050	AL8G36990
OG0000467	CARHR188130	AL6G37170
OG0000468	CARHR134960, CARHR061710	AL4G37620
OG0000468	CARHR134120, CARHR134100	AL4G36610
OG0000469	CARHR176200	AL5G40470
OG0000469	CARHR225580	AL7G35520
OG0000470	CARHR240060	AL6G23640
OG0000470	CARHR290350	AL7G37250
OG0000471	CARHR219800	AL7G42710
OG0000473	CARHR000130	AL1G10020
OG0000473	CARHR000120	AL1G10010
OG0000473	CARHR131820	AL4G34630
OG0000474	CARHR003630	AL1G13900
OG0000474	CARHR180040	AL8G43430, AL8G16740
OG0000474	CARHR110210	AL7G39140
OG0000475	CARHR219220	AL7G43190, AL3G48460
OG0000475	CARHR261640, CARHR216020	AL1G63100, AL7G49490, AL5G19310
OG0000475	CARHR050610	AL2G14390
OG0000476	CARHR186490, CARHR186690	AL6G40090, AL6G40080, AL6G38970, AL6G38960
OG0000477	CARHR276320	AL8G39430
OG0000477	CARHR145200	AL5G11960
OG0000477	CARHR014840	AL1G26290
OG0000478	CARHR052650, CARHR078100	AL3G39130, AL3G29480
OG0000480	CARHR052230	AL2G15360
OG0000481	CARHR284150	AL2G17860
OG0000481	CARHR010120	AL1G20710
OG0000481	CARHR010110	AL1G20700
OG0000482	CARHR065170, CARHR065180	AL2G31970, AL2G31960
OG0000483	CARHR184910	AL8G21140
OG0000483	CARHR187250, CARHR187260	AL6G37960, AL6G37980
OG0000484	CARHR238200	AL7G21850
OG0000484	CARHR238190	AL7G21870, AL2G21950, AL2G21060
OG0000485	CARHR230730	nbis-gene-1789
OG0000485	CARHR149360	AL3G47940
OG0000486	CARHR019430, CARHR019400, CARHR019410, CARHR189080	AL1G31270, AL1G31240
OG0000491	CARHR056050, CARHR157060, CARHR157050	AL5G27690, AL5G27710
OG0000491	CARHR157080	AL5G27700
OG0000491	CARHR157040	AL5G27680
OG0000491	CARHR157090, CARHR157100	AL5G27670
OG0000492	CARHR164620	AL5G35780
OG0000492	CARHR126780	AL4G28330
OG0000492	CARHR133660	AL4G36250
OG0000493	CARHR058360, CARHR279290	AL8G42910
OG0000494	CARHR162100	AL5G32950
OG0000494	CARHR162140	AL5G33030
OG0000495	CARHR154580	AL5G24920
OG0000495	CARHR065150, CARHR056910	AL4G11510, AL4G11620
OG0000495	CARHR066630, CARHR066650	AL2G33370
OG0000496	CARHR156430	AL5G27040
OG0000496	CARHR156450	AL5G27050
OG0000496	CARHR156420	AL5G27010
OG0000496	CARHR156460	AL5G27060
OG0000497	CARHR065650	AL2G32410
OG0000497	CARHR088730	AL3G26100
OG0000497	CARHR044630	AL1G63030
OG0000498	CARHR085920	AL3G22880
OG0000499	CARHR096070	AL4G22840
OG0000499	CARHR026050	AL1G39900
OG0000499	CARHR096060, CARHR096040	AL3G34090
OG0000500	CARHR059540, CARHR214170	AL2G25460
OG0000501	CARHR032270	AL1G47250
OG0000501	CARHR032280	AL1G47260
OG0000501	CARHR256050	AL6G44590
OG0000501	CARHR256030	AL6G44600
OG0000502	CARHR262940, CARHR263150, CARHR263140	nbis-gene-1948, nbis-gene-1949
OG0000502	CARHR263120	AL7G51170
OG0000506	CARHR206050	AL6G17270
OG0000508	CARHR044100	AL1G51510
OG0000508	CARHR043780	AL1G62500, AL1G62120, AL1G62110
OG0000509	CARHR215530	AL7G38340
OG0000509	CARHR223020	AL7G38310, AL7G38320
OG0000510	CARHR261860, CARHR261870	AL7G49750
OG0000510	CARHR261890, CARHR261880	AL7G49760
OG0000511	CARHR056320	AL2G19400
OG0000512	CARHR187460	AL7G17600, AL5G22000, AL5G22050
OG0000513	CARHR010420	AL293U10010, AL43U10010
OG0000513	CARHR011140	AL1G21900
OG0000513	CARHR290720	AL7G39090
OG0000514	CARHR052930, CARHR154020, CARHR216890, CARHR121700, CARHR104360	AL3G47380
OG0000514	CARHR054710	AL8G18760
OG0000514	CARHR216850, CARHR214560, CARHR289460	AL8G19140
OG0000516	CARHR060200	AL2G26290
OG0000517	CARHR196080	AL6G28110, AL6G28160, AL6G28150
OG0000518	CARHR200680	AL6G23220
OG0000519	CARHR053020	AL8G45700
OG0000519	CARHR124120, CARHR124130	AL4G25570
OG0000519	CARHR124150	AL4G25550
OG0000520	CARHR012950, CARHR035990, CARHR182820	AL1G24130
OG0000520	CARHR035980	AL1G24140
OG0000520	CARHR012980	AL1G24160
OG0000521	CARHR278980	AL8G42580
OG0000521	CARHR278970	AL233U10010, AL8G42560, AL2G37250
OG0000522	CARHR210740	AL6G11890
OG0000522	CARHR134240	AL4G36740
OG0000522	CARHR083900	AL3G20680
OG0000524	CARHR254550	AL6G46340
OG0000524	CARHR254600, CARHR254540	AL6G46460
OG0000525	CARHR138330	AL4G41930
OG0000525	CARHR224500	AL7G36780
OG0000526	CARHR194280	AL6G30020, AL6G30040
OG0000526	CARHR194270	AL6G30010
OG0000527	CARHR022330	nbis-gene-427, nbis-gene-426, nbis-gene-320, nbis-gene-428
OG0000527	CARHR031850	nbis-gene-127
OG0000527	CARHR022300, CARHR022290	nbis-gene-136, nbis-gene-130, nbis-gene-134
OG0000527	CARHR022850, CARHR213610, CARHR022280	nbis-gene-129, nbis-gene-135
OG0000529	CARHR283970	AL2G17780
OG0000529	CARHR125180	AL4G26790
OG0000529	CARHR123630	AL4G25050, AL4G25170
OG0000531	CARHR188300, CARHR188360, CARHR188370, CARHR188310, CARHR188350	AL6G36840
OG0000533	CARHR286630	AL1G54320, AL1G54340
OG0000535	CARHR023280	AL8G18810, AL8G18840
OG0000535	CARHR023260	AL1G36460
OG0000535	CARHR168410, CARHR168430	AL5G39770
OG0000535	CARHR168400, CARHR168420	AL5G39760
OG0000536	CARHR215920, CARHR215900	nbis-gene-1900
OG0000537	CARHR082530	AL3G19190
OG0000537	CARHR184200	AL8G20800
OG0000538	CARHR153120	AL5G19720
OG0000538	CARHR274860, CARHR274880, CARHR274890	AL8G37810
OG0000539	CARHR122660	AL4G23930
OG0000539	CARHR122630, CARHR122640	AL4G23920
OG0000539	CARHR122450, CARHR122440	AL4G23910
OG0000540	CARHR124720	AL4G26320
OG0000540	CARHR124400, CARHR124580, CARHR124730	AL4G26160
OG0000542	CARHR010580	AL1G21210
OG0000542	CARHR053260	AL2G16950
OG0000542	CARHR063060	AL2G29200
OG0000543	CARHR177550, CARHR177600	AL65U10020
OG0000543	CARHR177670	AL8G14220
OG0000543	CARHR177570	AL8G14270
OG0000543	CARHR177610, CARHR177580	AL8G14280, AL65U10040
OG0000546	CARHR140210	AL6G13690
OG0000546	CARHR283630	AL2G28010
OG0000547	CARHR138750, CARHR138760	AL4G42410
OG0000547	CARHR138740	AL4G42400
OG0000548	CARHR217760	nbis-gene-957
OG0000549	CARHR126770	AL4G28950
OG0000549	CARHR126970	AL4G28600
OG0000552	CARHR168580	AL5G39910
OG0000553	CARHR081710, CARHR101180	AL3G40600
OG0000554	CARHR253710, CARHR253700	AL6G47350
OG0000554	CARHR253730, CARHR253720	AL6G47410, AL6G47440, AL6G47420
OG0000555	CARHR221510	nbis-gene-1429
OG0000555	CARHR039930, CARHR148610	AL5G16600
OG0000556	CARHR049900	AL2G13690
OG0000557	CARHR292760, CARHR285920	AL4G12650
OG0000557	CARHR257100, CARHR292750	AL4G12560, AL4G12620
OG0000561	CARHR263090	AL7G51160
OG0000561	CARHR154070	AL5G19440
OG0000561	CARHR197820	AL6G26340
OG0000562	CARHR191090, CARHR155630	AL6G33460
OG0000562	CARHR008240	AL1G18770
OG0000563	CARHR172580	AL4G46650
OG0000563	CARHR124610, CARHR023850	AL1G37200
OG0000564	CARHR184330	AL5G43340
OG0000564	CARHR140950	AL8G20020
OG0000565	CARHR011880	AL2G22010, AL1G56660, AL3G48810, AL1G56770, AL1G57980, AL2G21970
OG0000565	CARHR011870	AL1G22690
OG0000566	CARHR292650, CARHR181100, CARHR181080	AL2G21220
OG0000568	CARHR139380	nbis-gene-916
OG0000568	CARHR139400	AL4G43200
OG0000569	CARHR280390	AL8G44100
OG0000569	CARHR112890	nbis-gene-1338
OG0000569	CARHR239210, CARHR207730	nbis-gene-1469
OG0000570	CARHR273100	AL8G35420, AL8G35160, AL4G20500, AL8G35690
OG0000571	CARHR228300	AL7G32390
OG0000572	CARHR180450	AL8G19550, AL387U10010, AL8G19500
OG0000573	CARHR252440	AL6G48740
OG0000573	CARHR252450	AL6G48720, AL6G48730
OG0000579	CARHR076040	AL3G11310
OG0000580	CARHR124970	AL4G26580
OG0000580	CARHR124950, CARHR214280	nbis-gene-1049
OG0000581	CARHR192260	AL6G31950
OG0000581	CARHR192500	AL1G47530, AL1G47540, AL6G31890, AL6G31900
OG0000581	CARHR192270	AL6G32090
OG0000582	CARHR151600	AL5G22680
OG0000582	CARHR151610	AL5G22700
OG0000583	CARHR043730	AL1G62050
OG0000583	CARHR072060	AL2G38970
OG0000583	CARHR089730	AL3G27100
OG0000584	CARHR050810	AL2G14670
OG0000584	CARHR035310, CARHR181990	AL1G51580
OG0000585	CARHR166660	AL5G37900, AL5G26620
OG0000588	CARHR122810	AL4G24180
OG0000588	CARHR122760	AL4G24070
OG0000588	CARHR122730, CARHR122750	AL4G24060
OG0000589	CARHR268550	AL8G30740
OG0000589	CARHR192820	AL6G31540
OG0000589	CARHR192830	AL6G31560
OG0000590	CARHR263610, CARHR263330	AL7G51380
OG0000590	CARHR263380, CARHR263360, CARHR263370	AL7G51400
OG0000591	CARHR059300	AL2G25270
OG0000591	CARHR234300	AL7G26150
OG0000591	CARHR268790	AL8G31010
OG0000592	CARHR072070	AL2G38980
OG0000592	CARHR017490	AL1G29160
OG0000592	CARHR235230	AL7G25220
OG0000593	CARHR071420	AL2G38210
OG0000593	CARHR094130, CARHR034950	AL3G32090, AL1G50900
