Orthogroup	Cardamine_hirsuta	Rorippa_islandica
OG0000119	CARHR150070, CARHR118170	Roisl.0209s0264.1.p
OG0000119	CARHR118700, CARHR273840	Roisl.0080s0250.1.p
OG0000119	CARHR114860	Roisl.0082s0489.1.p
OG0000119	CARHR256190, CARHR263010	Roisl.0208s0010.1.p, Roisl.0021s0512.1.p
OG0000119	CARHR150080	Roisl.0209s0263.1.p
OG0000119	CARHR150200	Roisl.0209s0256.1.p, Roisl.0209s0258.1.p
OG0000121	CARHR054680, CARHR054690, CARHR181920	Roisl.0066s0357.1.p
OG0000122	CARHR269740	Roisl.0080s0688.1.p
OG0000122	CARHR269920	Roisl.0080s0685.1.p
OG0000122	CARHR269730	Roisl.0080s0689.1.p
OG0000122	CARHR033520, CARHR033430	Roisl.0080s0694.1.p
OG0000122	CARHR269930	Roisl.0080s0684.1.p
OG0000123	CARHR181480, CARHR181490	Roisl.0214s0314.1.p, Roisl.0214s0313.1.p, Roisl.0214s0312.1.p
OG0000123	CARHR274650, CARHR274680	Roisl.0080s0166.1.p, Roisl.0080s0162.1.p
OG0000123	CARHR016560, CARHR042770	Roisl.0209s0054.1.p, Roisl.0210s1558.1.p, Roisl.0209s0060.1.p
OG0000123	CARHR274670	Roisl.0080s0163.1.p
OG0000124	CARHR059180	Roisl.0191s0300.1.p
OG0000124	CARHR259840	Roisl.0011s0204.1.p
OG0000125	CARHR122240	Roisl.0082s0689.1.p
OG0000125	CARHR122230	Roisl.0082s0684.1.p
OG0000125	CARHR007350	Roisl.0091s1034.1.p
OG0000125	CARHR039100	Roisl.0013s0044.1.p
OG0000125	CARHR041970	Roisl.0006s0236.1.p
OG0000125	CARHR041980	Roisl.0006s0238.1.p, Roisl.0006s0239.1.p
OG0000125	CARHR097260	Roisl.0115s0481.1.p, Roisl.0115s0480.1.p
OG0000126	CARHR048790, CARHR257160	Roisl.0014s0012.1.p
OG0000126	CARHR103200	Roisl.0021s0393.1.p, Roisl.0208s0044.1.p, Roisl.0208s0042.1.p, Roisl.0020s0136.1.p
OG0000126	CARHR289900, CARHR149350, CARHR290850	Roisl.0020s0135.1.p
OG0000126	CARHR217430, CARHR184740	Roisl.0184s0211.1.p
OG0000126	CARHR252010	Roisl.0045s0077.1.p, Roisl.0191s0553.1.p, Roisl.0014s0046.1.p
OG0000127	CARHR007600	Roisl.0091s1058.1.p
OG0000127	CARHR190650	Roisl.0210s1950.1.p
OG0000127	CARHR163570	Roisl.0046s1343.1.p
OG0000127	CARHR210790	Roisl.0034s0161.1.p
OG0000127	CARHR273520	Roisl.0080s0276.1.p
OG0000127	CARHR154340, CARHR154390	Roisl.0209s0299.1.p, Roisl.0209s0304.1.p
OG0000127	CARHR121850	Roisl.0082s0645.1.p
OG0000128	CARHR061850	Roisl.0019s0649.1.p
OG0000128	CARHR061820	Roisl.0019s0650.1.p
OG0000128	CARHR169620	Roisl.0018s0040.1.p
OG0000128	CARHR169580	Roisl.0018s0036.1.p, Roisl.0018s0037.1.p
OG0000128	CARHR169600	Roisl.0018s0038.1.p
OG0000128	CARHR169570	Roisl.0018s0034.1.p
OG0000129	CARHR056630	Roisl.0021s0622.1.p
OG0000129	CARHR056640	Roisl.0194s0004.1.p
OG0000129	CARHR056680	Roisl.0020s0184.1.p
OG0000129	CARHR275720	Roisl.0080s0056.1.p
OG0000129	CARHR275710	Roisl.0080s0057.1.p
OG0000129	CARHR120250	Roisl.0204s0037.1.p
OG0000129	CARHR120240, CARHR120610	Roisl.0204s0045.1.p
OG0000129	CARHR038530, CARHR038540, CARHR056610	Roisl.0021s0625.1.p
OG0000130	CARHR158410	Roisl.0012s0041.1.p
OG0000130	CARHR153220	Roisl.0032s0030.1.p
OG0000130	CARHR117340, CARHR057000	Roisl.0189s0078.1.p
OG0000130	CARHR182430, CARHR103120	Roisl.0083s0046.1.p
OG0000130	CARHR183660	Roisl.0202s0005.1.p
OG0000132	CARHR164880	Roisl.0046s1480.1.p
OG0000132	CARHR277270	Roisl.0024s0217.1.p
OG0000132	CARHR277260	Roisl.0024s0216.1.p
OG0000134	CARHR054550, CARHR054640, CARHR054580	Roisl.0214s0845.1.p, Roisl.0214s0851.1.p
OG0000134	CARHR106050	Roisl.0045s0039.1.p
OG0000134	CARHR077970	Roisl.0214s0834.1.p
OG0000134	CARHR202010	Roisl.0210s0840.1.p
OG0000134	CARHR202050	Roisl.0214s0290.1.p, Roisl.0091s0127.1.p
OG0000137	CARHR268710	Roisl.0080s0797.1.p, Roisl.0080s0796.1.p
OG0000137	CARHR268720	Roisl.0080s0795.1.p
OG0000137	CARHR268700	Roisl.0080s0798.1.p
OG0000137	CARHR268690	Roisl.0080s0799.1.p
OG0000137	CARHR268680	Roisl.0080s0800.1.p
OG0000138	CARHR052000	Roisl.0214s0533.1.p
OG0000138	CARHR169360	Roisl.0018s0009.1.p
OG0000138	CARHR169320	Roisl.0018s0007.1.p
OG0000138	CARHR169390	Roisl.0209s0397.1.p, Roisl.0209s0398.1.p, Roisl.0209s0399.1.p, Roisl.0189s0215.1.p
OG0000138	CARHR052020, CARHR053570	Roisl.0214s0530.1.p
OG0000140	CARHR116590	Roisl.0047s0080.1.p, Roisl.0046s0059.1.p, Roisl.0083s0051.1.p, Roisl.0201s0007.1.p
OG0000141	CARHR220970, CARHR220990	Roisl.0002s0275.1.p
OG0000141	CARHR012590	Roisl.0021s0319.1.p
OG0000141	CARHR049620	Roisl.0021s0320.1.p
OG0000141	CARHR049360	Roisl.0036s0055.1.p
OG0000141	CARHR048210	Roisl.0023s0060.1.p
OG0000141	CARHR049380	Roisl.0209s0569.1.p, Roisl.0010s0046.1.p
OG0000141	CARHR049330	Roisl.0010s0047.1.p, Roisl.0184s0160.1.p
OG0000141	CARHR049720, CARHR049640	Roisl.0209s0570.1.p
OG0000141	CARHR049340, CARHR049700	Roisl.0010s0044.1.p
OG0000141	CARHR048950, CARHR048730, CARHR048980, CARHR049220, CARHR049190, CARHR048930, CARHR049010	Roisl.0010s0063.1.p
OG0000141	CARHR156260	Roisl.0010s0064.1.p
OG0000143	CARHR287550	Roisl.0009s0285.1.p
OG0000143	CARHR181670, CARHR183500	Roisl.0019s0075.1.p, Roisl.0014s0024.1.p, Roisl.0058s0105.1.p, Roisl.0184s0037.1.p, Roisl.0213s0768.1.p, Roisl.0210s2172.1.p, Roisl.0185s0038.1.p, Roisl.0047s0065.1.p
OG0000148	CARHR040900	Roisl.0006s0146.1.p
OG0000148	CARHR040920	Roisl.0006s0148.1.p
OG0000148	CARHR037710, CARHR037720, CARHR037850	Roisl.0013s0141.1.p
OG0000151	CARHR165160	Roisl.0046s1509.1.p
OG0000151	CARHR151000	Roisl.0027s0100.1.p
OG0000151	CARHR165130	Roisl.0046s1506.1.p
OG0000151	CARHR165120	Roisl.0046s1505.1.p
OG0000151	CARHR134140	Roisl.0017s0307.1.p
OG0000151	CARHR165110	Roisl.0046s1504.1.p
OG0000151	CARHR163410	Roisl.0046s1329.1.p
OG0000151	CARHR132240	Roisl.0017s0076.1.p
OG0000151	CARHR199860	Roisl.0210s1053.1.p
OG0000153	CARHR124170, CARHR124160	Roisl.0033s0089.1.p
OG0000153	CARHR124140	Roisl.0033s0087.1.p
OG0000153	CARHR122560	Roisl.0082s0717.1.p
OG0000153	CARHR122540	Roisl.0082s0714.1.p
OG0000153	CARHR007210	Roisl.0091s1020.1.p
OG0000153	CARHR007190	Roisl.0091s1018.1.p
OG0000153	CARHR122550	Roisl.0082s0719.1.p
OG0000154	CARHR121480	Roisl.0006s0138.1.p
OG0000157	CARHR029830	Roisl.0213s0304.1.p
OG0000157	CARHR144020	Roisl.0213s0249.1.p, Roisl.0213s0140.1.p, Roisl.0115s0101.1.p, Roisl.0210s0036.1.p, Roisl.0115s0102.1.p
OG0000157	CARHR253630, CARHR047620	Roisl.0010s0196.1.p
OG0000158	CARHR113640	Roisl.0020s0089.1.p
OG0000158	CARHR245230	Roisl.0046s0594.1.p, Roisl.0046s1609.1.p
OG0000158	CARHR210870	Roisl.0034s0152.1.p
OG0000158	CARHR150520	Roisl.0214s0665.1.p, Roisl.0214s0661.1.p
OG0000159	CARHR059430	Roisl.0024s0087.1.p
OG0000160	CARHR109500	Roisl.0066s0007.1.p
OG0000160	CARHR238090	Roisl.0003s0027.1.p
OG0000160	CARHR271150	Roisl.0080s0566.1.p
OG0000160	CARHR104060	Roisl.0214s0132.1.p
OG0000160	CARHR153650	Roisl.0185s0093.1.p
OG0000160	CARHR073860	Roisl.0115s0111.1.p
OG0000160	CARHR117520	Roisl.0051s0034.1.p
OG0000162	CARHR127170	Roisl.0028s0709.1.p
OG0000162	CARHR145900, CARHR145910, CARHR145930	Roisl.0028s0513.1.p
OG0000162	CARHR102810, CARHR103310	Roisl.0213s0743.1.p
OG0000162	CARHR127190	Roisl.0028s0712.1.p
OG0000165	CARHR085710, CARHR085700, CARHR085180	Roisl.0013s0197.1.p
OG0000166	CARHR183950	Roisl.0023s0081.1.p
OG0000166	CARHR115420	Roisl.0023s0082.1.p
OG0000166	CARHR067380	Roisl.0204s0086.1.p
OG0000166	CARHR050360, CARHR220400, CARHR067460, CARHR067550	Roisl.0019s0853.1.p, Roisl.0019s0854.1.p, Roisl.0004s0482.1.p
OG0000166	CARHR067350, CARHR060140, CARHR067390, CARHR067560	Roisl.0004s0483.1.p
OG0000166	CARHR019250, CARHR067410, CARHR067450	Roisl.0004s0484.1.p
OG0000167	CARHR096960, CARHR096980	Roisl.0115s0446.1.p
OG0000167	CARHR096990	Roisl.0115s0450.1.p
OG0000167	CARHR097030	Roisl.0115s0454.1.p
OG0000167	CARHR099220	Roisl.0053s0365.1.p
OG0000169	CARHR148260, CARHR265180, CARHR265400	Roisl.0189s0134.1.p, Roisl.0189s0115.1.p
OG0000169	CARHR041580, CARHR040020, CARHR042890, CARHR042510, CARHR043190, CARHR260050	Roisl.0006s0266.1.p
OG0000169	CARHR042900, CARHR041590	Roisl.0006s0267.1.p
OG0000169	CARHR037920	Roisl.0009s0058.1.p, Roisl.0009s0099.1.p, Roisl.0066s0375.1.p
OG0000170	CARHR140800	Roisl.0035s0196.1.p
OG0000170	CARHR171350	Roisl.0018s0217.1.p
OG0000170	CARHR140750	Roisl.0035s0199.1.p
OG0000170	CARHR186310, CARHR140760	Roisl.0035s0198.1.p
OG0000170	CARHR140740	Roisl.0035s0200.1.p
OG0000170	CARHR140730	Roisl.0023s0104.1.p, Roisl.0028s0023.1.p
OG0000171	CARHR266340	Roisl.0031s0104.1.p
OG0000171	CARHR046700	Roisl.0050s0073.1.p
OG0000171	CARHR107000	Roisl.0066s0281.1.p
OG0000171	CARHR269520	Roisl.0080s0713.1.p
OG0000171	CARHR083000	Roisl.0079s0226.1.p
OG0000171	CARHR082990	Roisl.0079s0225.1.p
OG0000171	CARHR235660	Roisl.0022s0465.1.p
OG0000173	CARHR246590	Roisl.0001s0452.1.p
OG0000173	CARHR132630	Roisl.0028s0555.1.p
OG0000173	CARHR100900	Roisl.0041s0073.1.p
OG0000173	CARHR246290	Roisl.0001s0420.1.p
OG0000173	CARHR146050	Roisl.0008s0315.1.p
OG0000175	CARHR023910	Roisl.0019s0487.1.p, Roisl.0191s0187.1.p
OG0000175	CARHR010800	Roisl.0021s0131.1.p
OG0000175	CARHR198650	Roisl.0210s1168.1.p
OG0000175	CARHR052550	Roisl.0214s0596.1.p
OG0000175	CARHR142560	Roisl.0018s0359.1.p
OG0000176	CARHR118040	Roisl.0021s0605.1.p
OG0000176	CARHR118080, CARHR118100	Roisl.0021s0607.1.p
OG0000176	CARHR176300	Roisl.0005s0278.1.p
OG0000176	CARHR291280, CARHR064660	Roisl.0019s0374.1.p
OG0000176	CARHR291340, CARHR292140	Roisl.0019s0375.1.p
OG0000177	CARHR021660, CARHR054130, CARHR287770	Roisl.0049s0035.1.p
OG0000177	CARHR146970, CARHR021690, CARHR021680, CARHR116570	Roisl.0049s0037.1.p
OG0000177	CARHR021670, CARHR181970	Roisl.0189s0081.1.p
OG0000177	CARHR059110	Roisl.0049s0036.1.p
OG0000178	CARHR253020	Roisl.0082s0204.1.p
OG0000178	CARHR250370	Roisl.0082s0206.1.p
OG0000178	CARHR250360	Roisl.0082s0205.1.p
OG0000178	CARHR252970, CARHR263930	Roisl.0082s0207.1.p
OG0000178	CARHR252960	Roisl.0082s0209.1.p, Roisl.0082s0208.1.p
OG0000179	CARHR284100	Roisl.0214s0722.1.p
OG0000179	CARHR284050, CARHR284010	Roisl.0214s0759.1.p
OG0000179	CARHR283730	Roisl.0214s0687.1.p, Roisl.0214s0686.1.p
OG0000179	CARHR053290, CARHR283710	Roisl.0214s0662.1.p
OG0000179	CARHR053930	Roisl.0214s0689.1.p, Roisl.0214s0768.1.p, Roisl.0214s0758.1.p, Roisl.0214s0794.1.p, Roisl.0214s0685.1.p
OG0000182	CARHR167770	Roisl.0018s0428.1.p, Roisl.0020s0176.1.p, Roisl.0018s0427.1.p
OG0000183	CARHR215030	Roisl.0024s0013.1.p
OG0000183	CARHR136200	Roisl.0028s0511.1.p, Roisl.0026s0219.1.p
OG0000183	CARHR191680, CARHR114540	Roisl.0208s0006.1.p
OG0000183	CARHR119300	Roisl.0209s0513.1.p
OG0000184	CARHR097900	Roisl.0115s0547.1.p
OG0000185	CARHR279920	Roisl.0080s0095.1.p, Roisl.0080s0099.1.p, Roisl.0024s0218.1.p
OG0000185	CARHR087540, CARHR087530	Roisl.0074s0700.1.p
OG0000185	CARHR028040	Roisl.0213s0120.1.p, Roisl.0213s0122.1.p
OG0000186	CARHR147550, CARHR269160	Roisl.0080s0756.1.p
OG0000186	CARHR145130	Roisl.0011s0158.1.p
OG0000186	CARHR050630	Roisl.0214s0772.1.p
OG0000186	CARHR158340	Roisl.0046s0856.1.p
OG0000187	CARHR112670, CARHR112680	Roisl.0082s0109.1.p, Roisl.0011s0578.1.p
OG0000187	CARHR020040	Roisl.0007s0183.1.p
OG0000188	CARHR201470	Roisl.0210s0897.1.p
OG0000189	CARHR160880	Roisl.0046s1079.1.p
OG0000189	CARHR108220	Roisl.0066s0143.1.p
OG0000189	CARHR243300	Roisl.0001s0111.1.p
OG0000189	CARHR069390	Roisl.0004s0308.1.p
OG0000189	CARHR020570	Roisl.0007s0123.1.p
OG0000191	CARHR150970	Roisl.0008s0027.1.p, Roisl.0214s0145.1.p, Roisl.0194s0043.1.p
OG0000192	CARHR233830	Roisl.0021s0466.1.p
OG0000192	CARHR014040	Roisl.0021s0464.1.p
OG0000192	CARHR014030	Roisl.0021s0463.1.p
OG0000193	CARHR036380, CARHR036970	Roisl.0013s0218.1.p
OG0000193	CARHR031880	Roisl.0209s0180.1.p
OG0000193	CARHR091810, CARHR031310	Roisl.0213s0477.1.p
OG0000195	CARHR175680	Roisl.0204s0063.1.p
OG0000195	CARHR155390	Roisl.0214s0365.1.p
OG0000195	CARHR110090	Roisl.0214s0364.1.p, Roisl.0214s0377.1.p
OG0000195	CARHR191180	Roisl.0210s1898.1.p
OG0000195	CARHR273530	Roisl.0013s0004.1.p
OG0000195	CARHR273550, CARHR273540	Roisl.0080s0275.1.p
OG0000196	CARHR272920	Roisl.0009s0078.1.p, Roisl.0009s0045.1.p, Roisl.0066s0322.1.p, Roisl.0009s0048.1.p
OG0000196	CARHR272910	Roisl.0009s0050.1.p
OG0000196	CARHR213580, CARHR272900, CARHR287600	Roisl.0009s0051.1.p, Roisl.0009s0073.1.p, Roisl.0009s0076.1.p, Roisl.0009s0071.1.p
OG0000196	CARHR287570, CARHR212840, CARHR289150	Roisl.0009s0040.1.p
OG0000196	CARHR291930	Roisl.0014s0087.1.p
OG0000196	CARHR212850, CARHR212830, CARHR285160	Roisl.0009s0039.1.p
OG0000196	CARHR291950	Roisl.0009s0046.1.p
OG0000196	CARHR288130, CARHR291940, CARHR213880	Roisl.0009s0047.1.p, Roisl.0009s0053.1.p
OG0000197	CARHR215060, CARHR215050, CARHR215370	Roisl.0064s0036.1.p
OG0000197	CARHR266210, CARHR260280	Roisl.0031s0087.1.p
OG0000198	CARHR144080	Roisl.0011s0049.1.p
OG0000198	CARHR015480	Roisl.0007s0637.1.p
OG0000199	CARHR163030	Roisl.0091s0010.1.p
OG0000199	CARHR063260, CARHR063690, CARHR063700, CARHR263650	Roisl.0019s0834.1.p, Roisl.0024s0042.1.p
OG0000199	CARHR251110	Roisl.0082s0445.1.p
OG0000199	CARHR215270	Roisl.0082s0444.1.p
OG0000200	CARHR110490	Roisl.0214s0406.1.p, Roisl.0091s1125.1.p
OG0000200	CARHR028490	Roisl.0213s0214.1.p
OG0000200	CARHR005020	Roisl.0210s0742.1.p
OG0000202	CARHR250390, CARHR248840, CARHR250050, CARHR250400	Roisl.0191s0662.1.p, Roisl.0191s0665.1.p, Roisl.0191s0668.1.p
OG0000203	CARHR168640	Roisl.0026s0064.1.p
OG0000203	CARHR168730	Roisl.0026s0053.1.p
OG0000203	CARHR168740	Roisl.0026s0056.1.p
OG0000203	CARHR168710	Roisl.0026s0058.1.p
OG0000208	CARHR057780	Roisl.0048s0028.1.p
OG0000208	CARHR183230	Roisl.0082s0585.1.p
OG0000209	CARHR014880	Roisl.0007s0703.1.p
OG0000209	CARHR035940, CARHR010330	Roisl.0118s0007.1.p
OG0000209	CARHR014740, CARHR010320	Roisl.0046s1202.1.p, Roisl.0007s0706.1.p
OG0000209	CARHR202500	Roisl.0210s0751.1.p
OG0000209	CARHR125670, CARHR125660, CARHR124000	Roisl.0043s0005.1.p, Roisl.0017s0462.1.p
OG0000209	CARHR024930	Roisl.0191s0306.1.p
OG0000209	CARHR008650	Roisl.0191s0307.1.p
OG0000210	CARHR121990	Roisl.0082s0655.1.p
OG0000210	CARHR140170	Roisl.0028s0090.1.p
OG0000210	CARHR170840	Roisl.0018s0163.1.p
OG0000210	CARHR069160, CARHR059610	Roisl.0013s0217.1.p, Roisl.0214s0325.1.p
OG0000215	CARHR033990	Roisl.0019s0017.1.p
OG0000215	CARHR055980, CARHR108830	Roisl.0210s2007.1.p
OG0000215	CARHR284710	Roisl.0210s0627.1.p
OG0000216	CARHR253820, CARHR253860	Roisl.0209s0235.1.p
OG0000216	CARHR253850	Roisl.0209s0234.1.p
OG0000216	CARHR253870	Roisl.0209s0233.1.p
OG0000216	CARHR054340	Roisl.0214s0809.1.p
OG0000216	CARHR166590	Roisl.0046s1649.1.p
OG0000216	CARHR216300	Roisl.0210s1376.1.p
OG0000219	CARHR272960	Roisl.0009s0056.1.p
OG0000219	CARHR253110	Roisl.0058s0108.1.p, Roisl.0019s0253.1.p
OG0000219	CARHR037380	Roisl.0009s0059.1.p
OG0000219	CARHR123890	Roisl.0009s0148.1.p
OG0000225	CARHR180390	Roisl.0210s0850.1.p, Roisl.0115s0257.1.p
OG0000225	CARHR072270	Roisl.0115s0258.1.p
OG0000225	CARHR072280	Roisl.0115s0259.1.p
OG0000226	CARHR058450	Roisl.0057s0014.1.p
OG0000227	CARHR080100	Roisl.0039s0096.1.p
OG0000227	CARHR085660	Roisl.0074s0899.1.p
OG0000227	CARHR039350	Roisl.0047s0017.1.p
OG0000227	CARHR105540	Roisl.0047s0018.1.p
OG0000229	CARHR062190	Roisl.0064s0044.1.p, Roisl.0046s0553.1.p, Roisl.0082s0643.1.p
OG0000229	CARHR004570	Roisl.0012s0367.1.p, Roisl.0074s0611.1.p, Roisl.0208s0048.1.p, Roisl.0083s0005.1.p, Roisl.0002s0235.1.p, Roisl.0005s0117.1.p, Roisl.0013s0180.1.p, Roisl.0081s0002.1.p, Roisl.0019s0783.1.p, Roisl.0019s0786.1.p
OG0000230	CARHR217340	Roisl.0046s0006.1.p
OG0000230	CARHR186450, CARHR286030	Roisl.0036s0075.1.p, Roisl.0198s0012.1.p, Roisl.0198s0049.1.p
OG0000230	CARHR051200	Roisl.0016s0239.1.p
OG0000230	CARHR169400	Roisl.0018s0014.1.p
OG0000232	CARHR180870, CARHR049200	Roisl.0184s0057.1.p, Roisl.0213s0767.1.p, Roisl.0002s0203.1.p
OG0000232	CARHR122740	Roisl.0115s0434.1.p
OG0000232	CARHR110940	Roisl.0045s0049.1.p
OG0000233	CARHR205600	Roisl.0210s0497.1.p
OG0000233	CARHR205620	Roisl.0005s0226.1.p, Roisl.0210s0493.1.p
OG0000234	CARHR139700	Roisl.0046s0775.1.p, Roisl.0028s0136.1.p
OG0000234	CARHR095200	Roisl.0115s0284.1.p
OG0000234	CARHR100580	Roisl.0053s0230.1.p
OG0000234	CARHR100650, CARHR100570	Roisl.0053s0229.1.p
OG0000234	CARHR210300	Roisl.0030s0016.1.p
OG0000235	CARHR133380	Roisl.0017s0279.1.p, Roisl.0017s0245.1.p, Roisl.0017s0244.1.p
OG0000235	CARHR073970	Roisl.0004s0134.1.p
OG0000236	CARHR062600	Roisl.0020s0191.1.p, Roisl.0019s0572.1.p
OG0000236	CARHR097950	Roisl.0115s0551.1.p
OG0000236	CARHR000080, CARHR100230	Roisl.0053s0263.1.p
OG0000236	CARHR102630	Roisl.0115s0550.1.p, Roisl.0213s0762.1.p
OG0000236	CARHR260580	Roisl.0184s0155.1.p
OG0000237	CARHR099050	Roisl.0053s0388.1.p
OG0000237	CARHR044120	Roisl.0051s0004.1.p
OG0000237	CARHR098530	Roisl.0115s0615.1.p
OG0000237	CARHR097380	Roisl.0115s0490.1.p
OG0000238	CARHR064100, CARHR064090	Roisl.0019s0445.1.p
OG0000238	CARHR064130	Roisl.0019s0442.1.p
OG0000238	CARHR064110	Roisl.0019s0444.1.p
OG0000238	CARHR064140	Roisl.0019s0441.1.p
OG0000238	CARHR185670	Roisl.0046s0451.1.p
OG0000238	CARHR064120	Roisl.0019s0443.1.p
OG0000239	CARHR218360	Roisl.0213s0279.1.p
OG0000239	CARHR113140	Roisl.0213s0866.1.p
OG0000241	CARHR228610	Roisl.0091s0140.1.p
OG0000241	CARHR252730	Roisl.0082s0229.1.p
OG0000241	CARHR107520	Roisl.0082s0230.1.p
OG0000242	CARHR180810, CARHR264270	Roisl.0012s0059.1.p
OG0000242	CARHR101660, CARHR102130, CARHR102230, CARHR102520	Roisl.0049s0020.1.p, Roisl.0049s0019.1.p, Roisl.0049s0018.1.p
OG0000242	CARHR175670	Roisl.0005s0209.1.p, Roisl.0029s0029.1.p, Roisl.0046s0325.1.p
OG0000243	CARHR028900, CARHR028820, CARHR028850	Roisl.0213s0203.1.p
OG0000243	CARHR028830	Roisl.0213s0207.1.p
OG0000243	CARHR028880, CARHR028810	Roisl.0213s0196.1.p, Roisl.0213s0206.1.p, Roisl.0213s0204.1.p
OG0000244	CARHR252310	Roisl.0082s0288.1.p, Roisl.0082s0284.1.p, Roisl.0082s0282.1.p, Roisl.0082s0292.1.p
OG0000244	CARHR252320, CARHR252280	Roisl.0082s0281.1.p
OG0000244	CARHR251320, CARHR252330, CARHR252290	Roisl.0082s0280.1.p
OG0000244	CARHR251330	Roisl.0082s0372.1.p, Roisl.0082s0373.1.p, Roisl.0082s0374.1.p
OG0000246	CARHR131170	Roisl.0017s0009.1.p
OG0000246	CARHR131180	Roisl.0017s0010.1.p, Roisl.0017s0011.1.p
OG0000246	CARHR131140	Roisl.0017s0006.1.p
OG0000246	CARHR131130	Roisl.0017s0005.1.p
OG0000246	CARHR131150, CARHR131160	Roisl.0017s0008.1.p
OG0000247	CARHR291820	Roisl.0213s0790.1.p, Roisl.0213s0788.1.p
OG0000247	CARHR217360	Roisl.0015s0176.1.p
OG0000247	CARHR101580, CARHR101880, CARHR101530	Roisl.0053s0155.1.p
OG0000248	CARHR063150	Roisl.0019s0529.1.p
OG0000248	CARHR063130	Roisl.0019s0530.1.p
OG0000248	CARHR215600	Roisl.0210s2206.1.p
OG0000248	CARHR263070	Roisl.0013s0199.1.p
OG0000251	CARHR147310	Roisl.0011s0403.1.p
OG0000251	CARHR147330	Roisl.0011s0408.1.p
OG0000251	CARHR147340	Roisl.0011s0412.1.p
OG0000252	CARHR230420	Roisl.0008s0081.1.p
OG0000252	CARHR048360	Roisl.0010s0130.1.p
OG0000252	CARHR048350	Roisl.0010s0131.1.p, Roisl.0010s0134.1.p
OG0000252	CARHR071040	Roisl.0004s0146.1.p
OG0000252	CARHR071050	Roisl.0004s0145.1.p
OG0000253	CARHR210890	Roisl.0034s0150.1.p
OG0000253	CARHR087080	Roisl.0074s0750.1.p
OG0000253	CARHR083850	Roisl.0079s0301.1.p
OG0000253	CARHR210880	Roisl.0034s0151.1.p
OG0000254	CARHR290060	Roisl.0002s0134.1.p
OG0000254	CARHR290070	Roisl.0002s0133.1.p
OG0000254	CARHR290100	Roisl.0002s0126.1.p, Roisl.0002s0127.1.p
OG0000256	CARHR024770	Roisl.0115s0633.1.p
OG0000257	CARHR069250, CARHR069290, CARHR069270	Roisl.0005s0208.1.p, Roisl.0005s0205.1.p
OG0000259	CARHR135220	Roisl.0017s0412.1.p
OG0000259	CARHR117790	Roisl.0004s0013.1.p, Roisl.0004s0014.1.p
OG0000260	CARHR247220	Roisl.0001s0521.1.p
OG0000260	CARHR264830	Roisl.0189s0177.1.p
OG0000262	CARHR046940	Roisl.0050s0098.1.p
OG0000262	CARHR046930	Roisl.0050s0097.1.p
OG0000265	CARHR263710, CARHR257150	Roisl.0066s0323.1.p, Roisl.0046s0630.1.p
OG0000265	CARHR159730	Roisl.0075s0154.1.p, Roisl.0046s1126.1.p
OG0000266	CARHR284840, CARHR266790, CARHR257990	Roisl.0189s0075.1.p, Roisl.0189s0074.1.p, Roisl.0184s0095.1.p, Roisl.0184s0093.1.p
OG0000266	CARHR266780, CARHR224090, CARHR036480	Roisl.0082s0658.1.p
OG0000266	CARHR266730, CARHR253160	Roisl.0031s0137.1.p
OG0000269	CARHR273300	Roisl.0080s0302.1.p
OG0000269	CARHR007130, CARHR007140	Roisl.0091s1013.1.p, Roisl.0091s1011.1.p
OG0000269	CARHR053220	Roisl.0214s0655.1.p
OG0000269	CARHR122830	Roisl.0082s0743.1.p
OG0000270	CARHR047950	Roisl.0184s0072.1.p
OG0000270	CARHR046830, CARHR048520, CARHR048230, CARHR055280, CARHR051040, CARHR012890, CARHR052820, CARHR051010, CARHR151310	Roisl.0050s0087.1.p
OG0000270	CARHR048470	Roisl.0008s0010.1.p
OG0000270	CARHR048540, CARHR048090	Roisl.0010s0123.1.p
OG0000270	CARHR050170, CARHR048500	Roisl.0010s0124.1.p
OG0000273	CARHR258000	Roisl.0082s0095.1.p
OG0000273	CARHR284830, CARHR266760	Roisl.0082s0101.1.p
OG0000275	CARHR175770	Roisl.0005s0214.1.p
OG0000275	CARHR041170, CARHR041160	Roisl.0006s0174.1.p
OG0000275	CARHR185060, CARHR185040	Roisl.0214s0705.1.p, Roisl.0214s0704.1.p
OG0000277	CARHR243020, CARHR247840	Roisl.0001s0078.1.p
OG0000277	CARHR020400	Roisl.0007s0143.1.p
OG0000278	CARHR215670	Roisl.0210s2199.1.p
OG0000278	CARHR215220	Roisl.0064s0021.1.p
OG0000278	CARHR215570	Roisl.0210s2209.1.p
OG0000278	CARHR215560, CARHR215610	Roisl.0210s2204.1.p
OG0000278	CARHR215640	Roisl.0210s2203.1.p, Roisl.0210s2200.1.p
OG0000278	CARHR215620, CARHR215650	Roisl.0210s2202.1.p
OG0000279	CARHR094510	Roisl.0074s0025.1.p, Roisl.0074s0024.1.p
OG0000279	CARHR031350, CARHR031360	Roisl.0213s0480.1.p, Roisl.0213s0484.1.p
OG0000279	CARHR177740, CARHR257320, CARHR177410, CARHR177420, CARHR152170, CARHR177900, CARHR221580, CARHR177780, CARHR177760, CARHR177770	Roisl.0012s0364.1.p
OG0000279	CARHR178120, CARHR177310	Roisl.0002s0222.1.p
OG0000279	CARHR177790, CARHR177800, CARHR178860	Roisl.0012s0338.1.p
