Orthogroup	Cardamine_hirsuta	Alyssum_gmelinii
OG0000249	CARHR029720	Ag026G2976600
OG0000250	CARHR252250	Ag002G0159600
OG0000251	CARHR147300	Ag039G4288800
OG0000251	CARHR147330	Ag034G3997100
OG0000251	CARHR147340	Ag003G0404600, Ag031G3334700
OG0000251	CARHR271060	Ag004G0694500
OG0000252	CARHR230420	Ag011G1243100
OG0000252	CARHR048360, CARHR048350, CARHR048370	Ag002G0152300
OG0000253	CARHR083800, CARHR083820, CARHR083810	Ag066G5151200
OG0000253	CARHR087080	Ag014G1951000
OG0000253	CARHR000060, CARHR229590	Ag039G4275200, Ag001G0017200
OG0000254	CARHR290060, CARHR290070, CARHR290100, CARHR290090	Ag007G0925500
OG0000257	CARHR069320	Ag048G4690600, Ag048G4691400, Ag048G4690800, Ag048G4691100, Ag048G4691000
OG0000260	CARHR247220	Ag011G1048500
OG0000262	CARHR051080, CARHR046940	Ag024G2871800, Ag024G2871300, Ag024G2852700, Ag002G0098100
OG0000265	CARHR033470, CARHR263710, CARHR257150, CARHR159730, CARHR113850	Ag067G5197400, Ag029G3122800
OG0000266	CARHR266780, CARHR224090, CARHR036480	Ag002G0170300, Ag002G0265300, Ag052G4847600, Ag037G4134300, Ag016G2384100, Ag039G4285100, Ag039G4330200, Ag053G4870600, Ag039G4329300, Ag033G3503900, Ag023G2833700, Ag045G4506200, Ag007G0871300, Ag040G4343700, Ag022G2668000, Ag040G4342600
OG0000266	CARHR266730, CARHR253160	Ag034G3781200, Ag034G3781400
OG0000268	CARHR181110	Ag016G2388000
OG0000268	CARHR154180	Ag039G4274900, Ag013G1520000
OG0000269	CARHR273300	Ag004G0636600, Ag004G0635100, Ag004G0636400, Ag007G0892200
OG0000269	CARHR122830	Ag013G1620300, Ag013G1620400, Ag013G1620600
OG0000270	CARHR047950	Ag039G4193000
OG0000270	CARHR048520, CARHR048230	Ag002G0132900
OG0000270	CARHR055280	Ag002G0109500, Ag063G5083000
OG0000270	CARHR052820, CARHR051010, CARHR151310	Ag034G3830800, Ag034G3829000, Ag034G3837500, Ag034G3837300, Ag002G0133000
OG0000270	CARHR055290, CARHR048540, CARHR048090	Ag002G0160600
OG0000270	CARHR048780	Ag002G0160400
OG0000275	CARHR041170, CARHR041160	Ag014G1804000
OG0000275	CARHR185060, CARHR185040	Ag011G1055200
OG0000275	CARHR246950	Ag011G1056300, Ag011G1056900, Ag011G1056700, Ag011G1056600, Ag034G3875100, Ag011G1056100
OG0000277	CARHR243020, CARHR247840	Ag011G1147800
OG0000279	CARHR094510	Ag066G5133900, Ag016G2336900, Ag006G0843600
OG0000279	CARHR031350, CARHR031360, CARHR177740, CARHR257320, CARHR177410, CARHR177420, CARHR152170, CARHR177900, CARHR221580, CARHR177780, CARHR177760, CARHR177770, CARHR178120, CARHR177310, CARHR177790, CARHR177800, CARHR178860, CARHR178130, CARHR180680	Ag016G2337700
OG0000282	CARHR229570	Ag033G3614700, Ag033G3609700, Ag050G4769500, Ag033G3533000
OG0000284	CARHR104190	Ag088G5440800, Ag039G4253500
OG0000285	CARHR227980	Ag033G3606300
OG0000285	CARHR234950, CARHR164950	Ag033G3605400
OG0000286	CARHR178840, CARHR232240	Ag003G0333300, Ag003G0333800, Ag003G0333900
OG0000288	CARHR116560	Ag039G4330500, Ag033G3504600, Ag039G4285400, Ag023G2834000, Ag045G4506700, Ag007G0870800, Ag040G4343400, Ag040G4342900, Ag033G3504200, Ag016G2383200, Ag039G4328800, Ag021G2628500, Ag011G1167700, Ag076G5315200, Ag007G0869600, Ag017G2430500, Ag041G4354400, Ag013G1396000
OG0000289	CARHR175550, CARHR126570, CARHR126060, CARHR126550, CARHR127010, CARHR253920, CARHR126990, CARHR262160, CARHR116010, CARHR127060, CARHR127090	Ag001G0007500, Ag032G3460700
OG0000294	CARHR058080	Ag013G1499400, Ag013G1499300
OG0000294	CARHR198380	Ag013G1428100
OG0000295	CARHR223360, CARHR027470, CARHR027480, CARHR027430	Ag013G1715800
OG0000295	CARHR100860	Ag014G1932700, Ag014G1932800
OG0000296	CARHR285460, CARHR285480	Ag031G3329800, Ag004G0650600
OG0000296	CARHR272760, CARHR053670, CARHR272770	Ag004G0706200, Ag025G2921300, Ag004G0655000
OG0000296	CARHR272750	Ag004G0653000, Ag004G0657900, Ag004G0657700, Ag004G0658000
OG0000298	CARHR033050	Ag052G4862800, Ag015G2271900
OG0000300	CARHR276640	Ag004G0477500, Ag004G0477300
OG0000300	CARHR166780	Ag031G3322400, Ag031G3321200
OG0000300	CARHR166000	Ag031G3308400, Ag031G3308600, Ag050G4792800, Ag050G4792400, Ag031G3326300, Ag031G3326400, Ag031G3334000, Ag031G3326600, Ag031G3326800
OG0000300	CARHR264620, CARHR264630	Ag033G3610300, Ag033G3610000, Ag003G0290700, Ag034G3971000, Ag034G3971300
OG0000301	CARHR139910, CARHR139920	Ag003G0336900, Ag087G5424700, Ag066G5154200, Ag003G0337100, Ag003G0336800, Ag003G0337200, Ag003G0337700, Ag001G0079600, Ag003G0337300
OG0000301	CARHR167680, CARHR096590	Ag031G3347600
OG0000304	CARHR253260, CARHR253390	Ag039G4204000
OG0000304	CARHR135560	Ag039G4202700, Ag039G4202600, Ag039G4202400, Ag039G4203100, Ag004G0769900, Ag039G4202500
OG0000305	CARHR017730	Ag034G3915000, Ag034G3914600, Ag034G3914900, Ag034G3920800
OG0000305	CARHR260510, CARHR135390	Ag033G3491000, Ag077G5320200, Ag033G3491200, Ag033G3491100, Ag039G4257100
OG0000306	CARHR214120, CARHR262590	Ag049G4725900
OG0000307	CARHR102040, CARHR102030	Ag031G3319400, Ag031G3319300
OG0000307	CARHR220080	Ag034G3906800
OG0000307	CARHR041320	Ag001G0055100, Ag001G0054700, Ag001G0054800, Ag004G0720800, Ag001G0061400, Ag048G4591800, Ag072G5253600, Ag001G0048900, Ag078G5365200, Ag048G4665600, Ag048G4620000, Ag048G4586800, Ag048G4586700, Ag004G0726400, Ag034G3956700, Ag050G4767200, Ag027G3061400
OG0000308	CARHR180240	Ag013G1677100
OG0000308	CARHR180280	Ag013G1676700, Ag013G1676900, Ag013G1676600, Ag013G1677000
OG0000309	CARHR274060	Ag011G1209100
OG0000311	CARHR111770	Ag108G5479800, Ag108G5480100, Ag105G5478800, Ag103G5476800, Ag427G5500100, Ag118G5481700, Ag105G5479000, Ag423G5497100, Ag088G5445700, Ag455G5509700, Ag118G5482100, Ag786G5514800, Ag365G5494100, Ag448G5507700, Ag364G5493100, Ag423G5497200, Ag786G5514900, Ag103G5476700, Ag118G5481800, Ag427G5500400, Ag786G5514700, Ag423G5498000, Ag454G5508800, Ag463G5511700, Ag364G5493400, Ag365G5494000, Ag138G5487600, Ag786G5514500, Ag423G5498600, Ag365G5493600, Ag448G5507800, Ag448G5507200, Ag103G5476600, Ag138G5487500, Ag105G5477600, Ag364G5492900, Ag441G5505300, Ag423G5498400, Ag423G5497900, Ag105G5478000, Ag088G5445800, Ag462G5511400, Ag454G5509000, Ag423G5497800, Ag427G5500200, Ag108G5480400, Ag365G5495100, Ag441G5505100, Ag448G5507600, Ag423G5497700, Ag138G5487800, Ag138G5487300, Ag108G5480000, Ag454G5508600, Ag103G5476300, Ag454G5508700, Ag365G5493500, Ag103G5476100, Ag423G5498200, Ag103G5476000, Ag364G5492800, Ag448G5507400, Ag365G5494900, Ag364G5493300, Ag455G5509400, Ag038G4144200, Ag105G5477000, Ag105G5478700, Ag108G5480600, Ag122G5482900, Ag464G5513100, Ag074G5265200, Ag122G5483100, Ag464G5512700, Ag356G5491100, Ag105G5477200, Ag448G5507100, Ag441G5505000, Ag423G5497500, Ag105G5478400, Ag427G5500600, Ag105G5478200, Ag365G5494200, Ag365G5493800, Ag455G5509600, Ag122G5483400, Ag356G5491700, Ag452G5508200, Ag356G5491200, Ag122G5484100, Ag452G5508300, Ag464G5513200, Ag122G5483900, Ag464G5512900, Ag122G5483700, Ag356G5491600, Ag074G5265400, Ag452G5508100, Ag122G5483000, Ag074G5265000, Ag105G5477900, Ag122G5483300, Ag350G5489700, Ag427G5499800, Ag103G5476200, Ag105G5478900, Ag105G5477700
OG0000312	CARHR284410	Ag004G0687400
OG0000313	CARHR135310	Ag022G2703300
OG0000313	CARHR135320	Ag039G4211800
OG0000314	CARHR213600	Ag065G5124700
OG0000314	CARHR287660	Ag025G2923100
OG0000314	CARHR006310	Ag012G1335500
OG0000316	CARHR057270	Ag014G1997100, Ag014G1997000
OG0000318	CARHR062770, CARHR062740	Ag048G4667000, Ag048G4666200, Ag048G4667200, Ag048G4666800, Ag048G4667400
OG0000318	CARHR062730	Ag048G4666300
OG0000318	CARHR062760	Ag048G4586600
OG0000318	CARHR004290	Ag034G3704800, Ag034G3704600
OG0000321	CARHR040120	Ag001G0019600
OG0000321	CARHR193110, CARHR193130	Ag004G0557500
OG0000322	CARHR259720	Ag004G0689100, Ag004G0681500
OG0000323	CARHR065820	Ag034G3926700
OG0000323	CARHR262010, CARHR018200	Ag034G3926300
OG0000325	CARHR004130	Ag034G3702900
OG0000325	CARHR004140	Ag034G3703000
OG0000326	CARHR112590	Ag014G1883700, Ag048G4652000, Ag014G1904300, Ag014G1877400, Ag048G4619000, Ag048G4618600, Ag048G4618500, Ag048G4617000, Ag048G4617100, Ag048G4618900
OG0000327	CARHR120100, CARHR226410, CARHR226430	Ag008G0945500, Ag008G0949500, Ag004G0744600, Ag008G0945200
OG0000329	CARHR220880	Ag007G0902000
OG0000329	CARHR263560, CARHR263570	Ag011G1193200, Ag011G1193800, Ag011G1193700, Ag011G1193600, Ag011G1194000, Ag011G1193100
OG0000330	CARHR065890, CARHR065920, CARHR065910, CARHR065900	Ag078G5331200
OG0000330	CARHR065880	Ag078G5330400
OG0000331	CARHR249810	Ag019G2501200
OG0000331	CARHR092710	Ag014G2057000
OG0000331	CARHR131330	Ag039G4332600
OG0000331	CARHR142440	Ag003G0296100
OG0000332	CARHR050960, CARHR050950, CARHR055150	Ag002G0205300, Ag002G0205000
OG0000332	CARHR050930, CARHR051060, CARHR050990, CARHR051100	Ag002G0211300, Ag002G0207100
OG0000332	CARHR050970, CARHR050980, CARHR050860	Ag002G0207600
OG0000335	CARHR169770	Ag031G3230000
OG0000335	CARHR170010	Ag031G3219300
OG0000335	CARHR170350	Ag031G3229600, Ag013G1460500
OG0000336	CARHR054330	Ag034G3775700, Ag034G3774700, Ag002G0264100
OG0000344	CARHR292150	Ag034G4012000
OG0000344	CARHR119930	Ag034G3803300
OG0000344	CARHR099040, CARHR011460	Ag057G4968000, Ag057G4968200, Ag034G4005300
OG0000345	CARHR203890	Ag013G1680600
OG0000345	CARHR003600, CARHR203870	Ag034G3696300, Ag013G1680400
OG0000346	CARHR163180	Ag031G3394900
OG0000346	CARHR147230	Ag012G1326300
OG0000346	CARHR147220	Ag048G4699500, Ag048G4698700, Ag048G4717500
OG0000346	CARHR163190, CARHR163200	Ag031G3394600
OG0000347	CARHR141230	Ag003G0312500
OG0000347	CARHR171770	Ag031G3206800
OG0000347	CARHR230740	Ag033G3493900, Ag077G5323600
OG0000347	CARHR000730	Ag034G3657100
OG0000349	CARHR273230, CARHR273250, CARHR273240	Ag004G0637900
OG0000349	CARHR273200, CARHR273170, CARHR273210, CARHR273220	Ag004G0638600, Ag004G0638500
OG0000350	CARHR097870	Ag027G3050300, Ag027G3050800, Ag027G3050700, Ag039G4215100, Ag039G4214700, Ag039G4214800, Ag039G4214500, Ag039G4214300, Ag023G2837300, Ag027G3050200, Ag027G3050100, Ag027G3050400, Ag027G3049600, Ag027G3049300
OG0000355	CARHR274100	Ag004G0619100, Ag004G0618800, Ag031G3396300, Ag013G1472200, Ag011G1225700, Ag088G5427800, Ag088G5427600, Ag004G0617700, Ag002G0187000, Ag004G0619000, Ag004G0618600, Ag004G0618100, Ag004G0617600
OG0000355	CARHR095150	Ag014G2132500
OG0000355	CARHR121680, CARHR121660, CARHR121670, CARHR121720	Ag013G1608700
OG0000356	CARHR117170, CARHR178010	Ag014G2166900, Ag014G2167100
OG0000357	CARHR128500, CARHR029510	Ag013G1737900, Ag013G1737600
OG0000358	CARHR041650, CARHR259760	Ag001G0044600
OG0000359	CARHR267340	Ag002G0213600
OG0000359	CARHR235360	Ag010G1014300
OG0000359	CARHR235380, CARHR235370	Ag002G0213300, Ag002G0213000
OG0000362	CARHR266430, CARHR150180	Ag051G4814600
OG0000363	CARHR045660	Ag058G4993200
OG0000363	CARHR071990	Ag048G4608300, Ag048G4660000
OG0000364	CARHR135700	Ag039G4210700, Ag039G4210400
OG0000367	CARHR063110, CARHR263620, CARHR063120, CARHR024590	Ag034G4072000, Ag034G4071900
OG0000367	CARHR198280, CARHR198270, CARHR253970, CARHR024610	Ag013G1620500
OG0000368	CARHR155090	Ag050G4745200
OG0000368	CARHR155030	Ag033G3580700
OG0000369	CARHR293630, CARHR283580, CARHR058390, CARHR059500, CARHR186430, CARHR116680	Ag011G1188800, Ag011G1173200, Ag011G1202100
OG0000370	CARHR033610, CARHR100280, CARHR100270, CARHR288610, CARHR033580, CARHR288600, CARHR033590, CARHR288590, CARHR100310, CARHR288580	Ag011G1254200
OG0000376	CARHR051720	Ag002G0228100
OG0000376	CARHR011030	Ag034G3795100
OG0000376	CARHR051700	Ag002G0232900, Ag002G0228300
OG0000377	CARHR245750	Ag011G1079200
OG0000377	CARHR245720	Ag011G1079800
OG0000377	CARHR245730	Ag011G1079500
OG0000379	CARHR144670	Ag074G5273600
OG0000379	CARHR164050	Ag031G3376900
OG0000379	CARHR144630	Ag002G0189400, Ag013G1652000, Ag013G1652100, Ag033G3540300
OG0000379	CARHR049930	Ag033G3540400, Ag013G1651900, Ag002G0189500
OG0000380	CARHR157270, CARHR036840, CARHR118680, CARHR285940, CARHR183820, CARHR273750, CARHR273860	Ag004G0625500, Ag004G0624000
OG0000381	CARHR072160, CARHR072170	Ag022G2632600, Ag048G4604500, Ag048G4604600, Ag048G4604700, Ag011G1187200
OG0000381	CARHR079970	Ag014G1838200
OG0000382	CARHR250680, CARHR250610	Ag011G1132600, Ag022G2635000, Ag022G2636600, Ag022G2637700, Ag022G2635100, Ag022G2636000
OG0000382	CARHR131810	Ag039G4301400
OG0000383	CARHR164490, CARHR164480	Ag031G3366300, Ag033G3575600, Ag033G3582700, Ag031G3366100, Ag031G3332800, Ag031G3332500, Ag031G3367200
OG0000384	CARHR174480	Ag037G4141500, Ag016G2314300
OG0000384	CARHR174510	Ag016G2313300
OG0000384	CARHR174490, CARHR089510	Ag037G4141600, Ag016G2314200
OG0000385	CARHR117260, CARHR117000, CARHR119320, CARHR116890	Ag011G1243000
OG0000388	CARHR092870	Ag014G2061300, Ag031G3378600
OG0000388	CARHR151230	Ag014G2130300
OG0000388	CARHR267450	Ag033G3647100
OG0000388	CARHR190050, CARHR179180, CARHR153480	Ag004G0515600
OG0000388	CARHR095050	Ag014G2129900, Ag014G2134200, Ag014G2130200
OG0000389	CARHR179630, CARHR179650, CARHR274280, CARHR274270	Ag004G0771400, Ag004G0709900, Ag004G0710100
OG0000389	CARHR105990	Ag013G1345400
OG0000390	CARHR022740	Ag034G4019400
OG0000390	CARHR022730, CARHR022720	Ag034G4019100, Ag034G4019200
OG0000390	CARHR022750	Ag034G4019700, Ag034G4019500
OG0000391	CARHR066340, CARHR066300, CARHR066320, CARHR066310, CARHR066330, CARHR066290, CARHR066360	Ag078G5342000, Ag078G5343600
OG0000391	CARHR196560	Ag013G1542800, Ag013G1383100, Ag013G1382900
OG0000392	CARHR017550	Ag034G3912000
OG0000392	CARHR017510, CARHR017540	Ag034G3911800, Ag034G3911900, Ag034G3911700
OG0000392	CARHR185400, CARHR216970, CARHR232710	Ag013G1714900
OG0000393	CARHR263220	Ag016G2307900, Ag016G2304400, Ag048G4601500, Ag038G4157000, Ag032G3459000, Ag015G2272700, Ag032G3459100, Ag052G4862600
OG0000394	CARHR043010	Ag001G0086300, Ag001G0086000
OG0000394	CARHR090630	Ag014G2016500
OG0000395	CARHR014460	Ag034G3851600
OG0000396	CARHR119440	Ag015G2278700, Ag003G0389200
OG0000397	CARHR091750	Ag014G2028800, Ag014G2028200, Ag014G2028700, Ag014G2028500, Ag014G2033300
OG0000397	CARHR148110, CARHR106550, CARHR107430, CARHR293580, CARHR107440, CARHR107420	Ag014G2062300, Ag014G2062400
OG0000398	CARHR101890	Ag061G5026700, Ag061G5027000, Ag061G5026800, Ag061G5026600
OG0000399	CARHR001910	Ag019G2495400
OG0000399	CARHR009120	Ag034G3765600
OG0000402	CARHR289280, CARHR289040, CARHR177830, CARHR177850, CARHR292120	Ag031G3361400
OG0000402	CARHR289020	Ag013G1364000, Ag004G0419600
OG0000402	CARHR177820, CARHR292110, CARHR292450, CARHR289650, CARHR289030	Ag004G0419700, Ag014G2065700
OG0000403	CARHR251850	Ag003G0314900, Ag013G1690900
OG0000403	CARHR251840	Ag013G1686700, Ag013G1686600, Ag013G1444400
OG0000404	CARHR170770	Ag011G1093000
OG0000405	CARHR275230	Ag004G0497600
OG0000405	CARHR203560	Ag014G1994700
OG0000406	CARHR273440, CARHR007590	Ag034G3746500, Ag004G0631900
OG0000407	CARHR005930, CARHR002610, CARHR002600, CARHR025430, CARHR142610	Ag003G0293200, Ag048G4570300
OG0000407	CARHR011690	Ag003G0309200
OG0000407	CARHR011680	Ag012G1301300
OG0000407	CARHR142620	Ag003G0293100
OG0000409	CARHR028090	Ag013G1723400, Ag013G1723600, Ag013G1723500, Ag013G1723700
OG0000409	CARHR028080, CARHR028050	Ag013G1723200, Ag013G1723300, Ag013G1723100, Ag013G1722900
OG0000410	CARHR229400	Ag033G3520900
OG0000411	CARHR117550, CARHR117600	Ag066G5148900, Ag066G5149300, Ag066G5147700, Ag066G5148300
OG0000412	CARHR196640	Ag013G1384500
OG0000412	CARHR215260, CARHR292180, CARHR093170	Ag014G2065800
OG0000413	CARHR088360, CARHR088350	Ag014G1970300, Ag014G1970100, Ag014G1971600, Ag014G1965900
OG0000414	CARHR049420	Ag002G0179900
OG0000414	CARHR221890	Ag007G0915200
OG0000415	CARHR286360	Ag015G2260100, Ag033G3554100, Ag017G2430800, Ag018G2441700, Ag033G3553900, Ag016G2327500
OG0000419	CARHR129410, CARHR133760, CARHR224200, CARHR224190	Ag050G4796000, Ag033G3498000, Ag093G5458600
OG0000420	CARHR137680	Ag003G0382200, Ag002G0223100, Ag002G0233200
OG0000420	CARHR186080	Ag038G4171600
OG0000420	CARHR201040	Ag013G1417300, Ag013G1418200, Ag013G1417600
OG0000421	CARHR265630	Ag008G0960300, Ag013G1417700, Ag004G0701900, Ag073G5262300
OG0000424	CARHR267950	Ag004G0757300
OG0000424	CARHR096480	Ag014G2166100
OG0000425	CARHR160300, CARHR160320	Ag002G0117100, Ag002G0118000, Ag063G5073400
OG0000426	CARHR032310	Ag029G3090500
OG0000426	CARHR032340, CARHR136030	Ag014G1975700
OG0000426	CARHR182090	Ag001G0009200
OG0000428	CARHR286290	Ag045G4522600
OG0000429	CARHR054890	Ag006G0817500
OG0000429	CARHR168790	Ag031G3267200
OG0000430	CARHR228790	Ag033G3543200
OG0000430	CARHR252910	Ag066G5145600
OG0000430	CARHR050150	Ag002G0190900
OG0000431	CARHR052800	Ag001G0072900, Ag001G0072500, Ag001G0072800, Ag001G0072400
OG0000431	CARHR051440	Ag002G0212700
OG0000432	CARHR227030, CARHR227040, CARHR227060, CARHR227020	Ag033G3574900
OG0000436	CARHR154360, CARHR273490	Ag004G0631300
OG0000436	CARHR273500	Ag075G5299000
OG0000437	CARHR237210	Ag065G5119300
OG0000437	CARHR270460	Ag004G0710800
OG0000437	CARHR233780	Ag068G5219300
OG0000437	CARHR110190	Ag042G4428800
OG0000438	CARHR152730	Ag003G0378800
OG0000439	CARHR064700, CARHR179040, CARHR206880	Ag034G4038100
OG0000440	CARHR286040, CARHR286140, CARHR286080, CARHR286060, CARHR286070, CARHR085380	Ag011G1051800, Ag011G1051700, Ag011G1051100, Ag011G1256100
OG0000442	CARHR261710	Ag005G0789500
OG0000443	CARHR240310	Ag011G1172700
OG0000443	CARHR202110	Ag013G1508000
OG0000443	CARHR188110	Ag004G0542800
OG0000444	CARHR125020	Ag013G1646700
OG0000444	CARHR169860	Ag031G3242100
OG0000444	CARHR005550	Ag034G3723000
OG0000445	CARHR189790	Ag004G0771100, Ag004G0519100
OG0000446	CARHR190860, CARHR190870	Ag004G0600400, Ag004G0600200, Ag004G0600500
OG0000446	CARHR107640, CARHR189230	Ag050G4748400
OG0000447	CARHR130390, CARHR206830, CARHR086060	Ag014G1935800
OG0000448	CARHR292580, CARHR292570	Ag040G4348600
OG0000448	CARHR292620	Ag027G3033900
OG0000449	CARHR169300, CARHR169310	Ag078G5363600, Ag033G3506900, Ag031G3254000
OG0000450	CARHR150940	Ag034G3894900
OG0000450	CARHR215210, CARHR179840, CARHR179880, CARHR179890, CARHR179750, CARHR179850, CARHR179820, CARHR179790, CARHR116510	Ag039G4305700
OG0000451	CARHR052700	Ag002G0233800, Ag024G2891400, Ag024G2891500, Ag003G0282400
OG0000452	CARHR048280	Ag043G4454900
OG0000452	CARHR048290, CARHR048270	Ag002G0144800
OG0000457	CARHR127370	Ag013G1674900
OG0000457	CARHR003820	Ag034G3699000
OG0000458	CARHR028400	Ag013G1727100
OG0000458	CARHR028370, CARHR286910, CARHR028390	Ag013G1726600
OG0000459	CARHR122200	Ag001G0065700
OG0000459	CARHR219840	Ag004G0637700
OG0000460	CARHR088190	Ag014G1968100
OG0000460	CARHR270190	Ag004G0713200
OG0000462	CARHR227570, CARHR227590, CARHR227620, CARHR227580, CARHR221090, CARHR254770, CARHR227560, CARHR254740	Ag033G3596300, Ag033G3512200
OG0000463	CARHR287270	Ag015G2260800, Ag011G1171400
OG0000463	CARHR155320	Ag033G3560200
OG0000464	CARHR001520, CARHR000930, CARHR001530	Ag034G3666600, Ag034G3665500, Ag034G3665300, Ag034G3666000, Ag034G3665100, Ag034G3666500, Ag034G3665900, Ag034G3666100
OG0000466	CARHR284350	Ag014G1841000, Ag014G1841100
OG0000467	CARHR274050	Ag004G0555500
OG0000468	CARHR134960, CARHR061710	Ag003G0378900, Ag003G0382900, Ag003G0373400, Ag003G0373300, Ag003G0372700
OG0000468	CARHR138360, CARHR134110, CARHR130500	Ag003G0365000
OG0000468	CARHR134120, CARHR134100, CARHR130490, CARHR130510	Ag039G4255500, Ag078G5395100
OG0000469	CARHR176200, CARHR225580, CARHR169080	Ag050G4765200, Ag006G0816800
OG0000472	CARHR037060	Ag018G2447000
OG0000473	CARHR131830	Ag039G4301700, Ag039G4301800
OG0000473	CARHR000130	Ag034G3650200
OG0000473	CARHR000120	Ag034G3650100
OG0000474	CARHR003630	Ag034G3696600
OG0000474	CARHR110220, CARHR252030, CARHR110210	Ag002G0172600
OG0000475	CARHR050610	Ag002G0198500
OG0000476	CARHR186490, CARHR186690	Ag021G2625200, Ag044G4502000, Ag055G4923100, Ag078G5326400
OG0000477	CARHR276320	Ag004G0482300
OG0000477	CARHR145200	Ag062G5052300
OG0000477	CARHR014840	Ag034G3862700
OG0000478	CARHR292080	Ag016G2335300, Ag031G3219800
OG0000478	CARHR052650, CARHR078100	Ag024G2891700
OG0000480	CARHR144760, CARHR144790, CARHR052230	Ag002G0218200
OG0000480	CARHR144770, CARHR144750	Ag039G4281800
OG0000481	CARHR284150	Ag002G0253100
OG0000481	CARHR010120	Ag034G3780500
OG0000481	CARHR010110	Ag034G3780300
OG0000482	CARHR065170, CARHR065180	Ag024G2895000, Ag024G2895100, Ag024G2894300, Ag024G2894500, Ag024G2894600, Ag024G2894400, Ag024G2895300
OG0000485	CARHR230700	Ag033G3494800
OG0000485	CARHR230710, CARHR149360	Ag033G3494700, Ag077G5323800
OG0000486	CARHR104640	Ag019G2538800
OG0000491	CARHR056050, CARHR157060, CARHR157050	Ag055G4921200
OG0000491	CARHR157080	Ag055G4921300
OG0000491	CARHR157040	Ag013G1374000
OG0000492	CARHR164620	Ag031G3364200
OG0000492	CARHR126780	Ag013G1669300
OG0000492	CARHR133660	Ag039G4261600, Ag039G4261500
OG0000493	CARHR058360, CARHR279290	Ag004G0607800
OG0000494	CARHR162100	Ag004G0643400
OG0000494	CARHR162140	Ag017G2409100
OG0000496	CARHR156420	Ag098G5474700
OG0000496	CARHR156460	Ag049G4737900, Ag098G5474600
OG0000497	CARHR065650	Ag018G2435800
OG0000497	CARHR088730	Ag014G1976800, Ag082G5404500
OG0000497	CARHR044630	Ag032G3445600
OG0000498	CARHR087660	Ag014G1960200
OG0000498	CARHR085920	Ag014G1932900
OG0000498	CARHR107780, CARHR107790, CARHR107800	Ag050G4779500
OG0000500	CARHR059540, CARHR214170	Ag067G5179400
OG0000501	CARHR032280	Ag052G4853700
OG0000501	CARHR256030	Ag021G2605200
OG0000502	CARHR262940, CARHR263150, CARHR263140	Ag061G5025200
