Orthogroup	Cardamine_hirsuta	Arabidopsis_thaliana
OG0000291	CARHR103220, CARHR103210	AT2G05380.3
OG0000294	CARHR197660	AT5G15670.1, AT5G15660.1, AT1G26510.1, AT1G26515.1
OG0000295	CARHR004430	AT1G05005.1
OG0000295	CARHR100860	AT3G11380.1, AT3G11350.1
OG0000296	CARHR285460, CARHR285480	AT5G59090.1, AT5G59120.1
OG0000296	CARHR272760, CARHR053670, CARHR272770	AT5G58840.1, AT5G58820.1, AT5G58830.1
OG0000298	CARHR033100	AT1G33612.1, AT1G33610.1
OG0000298	CARHR033050	AT1G33590.2
OG0000300	CARHR258400	AT5G50220.1
OG0000301	CARHR139910, CARHR139920	AT2G44700.1
OG0000304	CARHR253260, CARHR253390	AT4G04090.1
OG0000305	CARHR017730	AT1G17150.1
OG0000305	CARHR260510, CARHR135390	AT1G43090.1, AT1G43100.1, AT1G43080.1, AT2G15470.1, AT2G15450.1, AT2G15460.1, AT2G26620.1, AT4G13760.1, AT2G40310.1
OG0000306	CARHR214120, CARHR262590	AT5G38690.1
OG0000307	CARHR102040, CARHR102030	AT2G04115.1
OG0000307	CARHR041320	AT1G51240.1, AT1G51250.1, AT1G51230.1
OG0000307	CARHR219950, CARHR112870, CARHR216070, CARHR057800, CARHR216060, CARHR216110	AT1G09245.1
OG0000308	CARHR180250	AT5G43360.1
OG0000308	CARHR180280	AT5G43370.1, AT5G43350.1
OG0000311	CARHR111770	AT2G01021.1
OG0000315	CARHR101940, CARHR101950, CARHR284260	AT1G34047.2
OG0000318	CARHR073450	AT1G79680.1
OG0000318	CARHR062770, CARHR062740	AT1G69730.1
OG0000321	CARHR040120	AT1G04820.1
OG0000321	CARHR193110, CARHR193130	AT5G19770.1, AT5G19780.1
OG0000321	CARHR055410	AT1G64740.1
OG0000322	CARHR259720	AT1G73490.2
OG0000323	CARHR065850	AT1G72860.2
OG0000323	CARHR262010	AT5G40100.1
OG0000323	CARHR018200	AT1G17600.1
OG0000325	CARHR004130	AT1G04750.1
OG0000325	CARHR127110	AT2G33120.2
OG0000325	CARHR126540	AT2G32670.1
OG0000325	CARHR004140	AT1G04760.1
OG0000326	CARHR083130	AT3G06570.1
OG0000327	CARHR089970	AT1G77570.1
OG0000327	CARHR226410	AT4G19630.1
OG0000329	CARHR220880	AT4G14630.1
OG0000329	CARHR263540, CARHR263600	AT5G38960.1
OG0000329	CARHR263580	AT5G38930.1, AT5G38940.2
OG0000329	CARHR263590	AT5G38910.1
OG0000330	CARHR065890, CARHR065920, CARHR065910, CARHR065900	AT1G72950.1
OG0000330	CARHR065880	AT1G72890.2
OG0000331	CARHR249810	AT4G01850.1
OG0000331	CARHR001810	AT1G02500.1
OG0000331	CARHR092710	AT3G17390.1
OG0000332	CARHR050960, CARHR050950	AT1G61500.3
OG0000332	CARHR050970, CARHR050980	AT1G61420.2, AT1G61460.1
OG0000332	CARHR050860	AT1G61550.1
OG0000335	CARHR170350	AT1G06630.1
OG0000336	CARHR054330	AT1G57660.1, AT1G57860.1
OG0000336	CARHR183900	AT1G09690.1, AT1G09590.1
OG0000339	CARHR188490	AT5G24950.1
OG0000339	CARHR218850	AT4G13310.1, AT4G13290.1
OG0000341	CARHR021380, CARHR021360	AT5G51470.1
OG0000342	CARHR092860	AT2G24510.1, AT3G17540.1
OG0000342	CARHR092570	AT3G17270.1
OG0000342	CARHR092590, CARHR101190	AT3G17490.1
OG0000345	CARHR203880	AT5G09500.1
OG0000345	CARHR006290	AT5G43640.1
OG0000345	CARHR203890	AT5G09490.1
OG0000345	CARHR003600, CARHR203870	AT1G04270.1
OG0000346	CARHR163180	AT3G53280.1
OG0000346	CARHR147230	AT3G26200.1
OG0000346	CARHR147220	AT3G26190.1
OG0000346	CARHR163190	AT3G53290.1
OG0000346	CARHR163200	AT5G35715.1, AT3G53305.1, AT3G53300.1
OG0000347	CARHR171770	AT3G61430.1
OG0000347	CARHR230740	AT4G23400.1
OG0000347	CARHR000730	AT1G01620.1
OG0000347	CARHR248520	AT4G00430.1
OG0000348	CARHR149600, CARHR292690	AT3G28280.1
OG0000348	CARHR158010	AT3G28223.1, AT3G48220.1
OG0000349	CARHR273230, CARHR273250	AT5G59680.1
OG0000349	CARHR273130	AT5G59650.2
OG0000350	CARHR097870	AT3G29050.2, AT3G21920.2, AT3G21930.1, AT3G21910.1, AT3G21900.2
OG0000351	CARHR086360	AT2G40210.1, AT2G26880.1
OG0000355	CARHR274100	AT5G60440.1
OG0000355	CARHR244920, CARHR118860, CARHR244890	AT4G36590.1
OG0000356	CARHR117190	AT2G24681.1
OG0000356	CARHR117180	AT2G24680.6
OG0000356	CARHR117150	AT2G24696.1
OG0000356	CARHR117270	AT2G24650.1
OG0000357	CARHR128500, CARHR029510	AT1G29930.1, AT1G29920.1, AT1G29910.1
OG0000358	CARHR041640	AT1G51470.1, AT1G47600.1
OG0000359	CARHR267340	AT5G54145.1
OG0000359	CARHR235360	AT4G27652.1
OG0000359	CARHR235380	AT4G27657.1
OG0000362	CARHR266430, CARHR150180	AT3G30739.1
OG0000363	CARHR045650	AT1G55940.2
OG0000363	CARHR071990	AT1G78490.1
OG0000364	CARHR135700	AT2G40560.1, AT2G40500.1
OG0000365	CARHR025550	AT1G26390.1
OG0000365	CARHR227340	AT4G20800.1
OG0000365	CARHR025540	AT1G26400.1
OG0000365	CARHR025530	AT1G26420.1
OG0000367	CARHR063110, CARHR263620, CARHR063120	AT1G70030.1
OG0000367	CARHR198280, CARHR198270	AT5G15030.1, AT5G15040.1
OG0000367	CARHR253970, CARHR024610	AT1G27250.1, AT1G27220.1
OG0000368	CARHR155020	AT3G46700.1
OG0000368	CARHR155100	AT3G46680.1
OG0000368	CARHR155150, CARHR155070	AT3G46650.1
OG0000368	CARHR155090	AT3G46690.1
OG0000368	CARHR154970	AT3G46720.1
OG0000369	CARHR293630, CARHR283580, CARHR058390, CARHR059500, CARHR186430, CARHR116680	AT5G49490.1, AT5G49420.1, AT5G38620.1
OG0000370	CARHR033610, CARHR100280, CARHR100270, CARHR288610, CARHR033580	AT3G23950.1, AT3G23970.1
OG0000371	CARHR102540	AT5G36080.1
OG0000376	CARHR051720	AT1G60750.1
OG0000376	CARHR011030	AT1G10810.1
OG0000376	CARHR051710	AT1G60690.1
OG0000376	CARHR051700	AT1G60710.1
OG0000377	CARHR245750	AT4G37370.1
OG0000377	CARHR058550, CARHR058530, CARHR058590	AT1G66540.1
OG0000377	CARHR245740	AT4G37360.1, AT4G37340.1
OG0000377	CARHR245720	AT4G37320.1
OG0000377	CARHR245730	AT4G37330.1
OG0000379	CARHR144670	AT2G02040.1
OG0000379	CARHR164050	AT3G54140.1
OG0000379	CARHR144630	AT2G02020.1
OG0000379	CARHR049930	AT1G62200.3
OG0000380	CARHR157270	AT1G21620.1
OG0000380	CARHR036840, CARHR118680, CARHR285940, CARHR183820, CARHR273750, CARHR273860	AT5G60180.1, AT5G60110.1
OG0000381	CARHR072160	AT1G78635.1
OG0000382	CARHR250680	AT4G02420.1
OG0000382	CARHR250610	AT4G02410.1
OG0000382	CARHR131810	AT2G37710.1
OG0000383	CARHR164490, CARHR164480	AT3G28550.1, AT3G54590.3, AT3G54580.1
OG0000384	CARHR174500	AT5G46940.1
OG0000384	CARHR174480	AT5G46970.1
OG0000384	CARHR174510	AT5G46930.1
OG0000384	CARHR174490, CARHR089510	AT5G46960.1, AT5G46950.1
OG0000386	CARHR033250	AT1G33930.1
OG0000386	CARHR033240	AT1G33880.1
OG0000386	CARHR033230	AT1G33870.1
OG0000386	CARHR033280	AT1G33910.1
OG0000386	CARHR033290	AT1G33900.1
OG0000386	CARHR292740	AT1G33890.1
OG0000388	CARHR092870	AT3G17550.1
OG0000388	CARHR267450	AT5G54210.1, AT1G20320.1
OG0000388	CARHR190050, CARHR179180, CARHR153480	AT5G23470.1, AT2G02290.1
OG0000388	CARHR095050	AT2G04930.1, AT3G19595.1
OG0000389	CARHR179630, CARHR179650, CARHR274280, CARHR274270	AT5G60610.1
OG0000389	CARHR270450	AT5G56690.1
OG0000390	CARHR022740	AT1G22380.1
OG0000390	CARHR022730	AT1G22370.2
OG0000390	CARHR022720	AT1G22360.1
OG0000391	CARHR066340, CARHR066300, CARHR066320, CARHR066310	AT1G73310.1
OG0000391	CARHR066330, CARHR066290	AT5G36180.1, AT1G73300.1, AT1G73280.1
OG0000391	CARHR196560	AT3G12203.1
OG0000391	CARHR084950	AT3G10450.1
OG0000392	CARHR017550	AT1G17020.1
OG0000392	CARHR017540	AT1G17010.1
OG0000392	CARHR185400, CARHR216970, CARHR232710	AT4G25300.1, AT4G25310.1
OG0000393	CARHR263220	AT5G39130.1, AT5G39190.1, AT5G39160.1
OG0000393	CARHR103170	AT5G39110.1, AT5G39100.1, AT5G39180.1, AT5G39150.1, AT5G39120.1
OG0000394	CARHR043000	AT1G52810.1
OG0000395	CARHR014460	AT1G14080.1
OG0000395	CARHR105730, CARHR105760, CARHR105770	AT2G15390.2
OG0000397	CARHR091750	AT3G16555.1, AT3G51171.1
OG0000397	CARHR148110	AT3G17710.1
OG0000397	CARHR293580	AT2G17310.1
OG0000398	CARHR101890	AT3G30430.1, AT2G35280.1, AT1G36030.1
OG0000399	CARHR009120	AT1G09180.1
OG0000402	CARHR289020	AT5G66890.1
OG0000402	CARHR177820, CARHR292110, CARHR292450, CARHR289650, CARHR289030	AT5G66910.1
OG0000403	CARHR251850	AT4G03470.1
OG0000403	CARHR251840	AT4G05040.1, AT4G14390.1, AT4G14400.1
OG0000404	CARHR235030	AT3G44780.1
OG0000405	CARHR089280	AT3G14490.1
OG0000405	CARHR089240	AT3G32030.1
OG0000405	CARHR033150, CARHR033140	AT1G33750.1
OG0000405	CARHR203560	AT3G29410.1
OG0000405	CARHR089260, CARHR089270	AT1G31950.3
OG0000406	CARHR273440, CARHR007590	AT1G07770.1, AT5G59850.1
OG0000407	CARHR005930, CARHR002610	AT1G03300.1
OG0000407	CARHR025430	AT1G26540.1
OG0000407	CARHR142610	AT2G47230.2
OG0000407	CARHR011680	AT2G47220.1
OG0000409	CARHR028100	AT2G27360.1
OG0000409	CARHR028090	AT1G28610.2, AT1G31550.2, AT1G28600.1
OG0000409	CARHR028080, CARHR028050	AT1G28580.1, AT1G28570.1
OG0000410	CARHR229370	AT4G22485.1
OG0000410	CARHR229400	AT4G22505.1
OG0000411	CARHR117550, CARHR117600	AT2G24480.1, AT5G43200.1, AT3G28620.1, AT2G24460.1
OG0000412	CARHR196640	AT5G16570.1
OG0000412	CARHR215260	AT5G37600.1
OG0000412	CARHR292180	AT1G66200.3
OG0000412	CARHR093170	AT3G17820.1
OG0000413	CARHR088360, CARHR088350	AT3G13662.1
OG0000413	CARHR044870	AT1G55210.1
OG0000413	CARHR182690	AT5G49040.1
OG0000414	CARHR049420	AT1G62500.1
OG0000414	CARHR105130, CARHR106410	AT2G10940.1
OG0000414	CARHR221890	AT4G15160.1
OG0000414	CARHR097980	AT3G22120.2
OG0000415	CARHR286360	AT2G19365.1
OG0000419	CARHR129410	AT2G35250.1
OG0000419	CARHR224200, CARHR224190	AT4G17505.1
OG0000420	CARHR137680	AT2G42550.1
OG0000420	CARHR186080	AT5G27510.1
OG0000420	CARHR201040	AT5G12090.1
OG0000421	CARHR265630	AT5G52640.1
OG0000424	CARHR267950	AT5G54640.1
OG0000424	CARHR234870	AT4G27230.1
OG0000425	CARHR206570, CARHR180690	AT5G35190.2
OG0000426	CARHR182090	AT2G16810.1
OG0000428	CARHR292240	AT1G31150.1
OG0000429	CARHR168810	AT3G58440.1
OG0000429	CARHR168790	AT3G58410.1, AT3G58340.1
OG0000430	CARHR228790	AT4G21980.2
OG0000430	CARHR252910	AT4G04620.1
OG0000430	CARHR050150	AT1G62040.1
OG0000431	CARHR052800	AT1G60130.1, AT1G60110.2, AT1G60095.1
OG0000431	CARHR051400	AT1G61230.1
OG0000431	CARHR051430, CARHR051410, CARHR051440	AT1G57570.1
OG0000432	CARHR038790, CARHR038780, CARHR038820	AT1G48800.1
OG0000432	CARHR227030	AT4G20230.2
OG0000432	CARHR227040, CARHR227060	AT1G66020.1
OG0000432	CARHR227020	AT4G20200.1
OG0000433	CARHR234790, CARHR289420, CARHR234800, CARHR289410, CARHR058020	AT4G27170.1, AT4G27140.1, AT4G27150.1, AT4G27160.1
OG0000434	CARHR291870	AT5G38435.1, AT5G38440.1
OG0000436	CARHR154360	AT3G46000.2
OG0000436	CARHR273490	AT5G59880.1
OG0000436	CARHR273500	AT5G59890.1
OG0000436	CARHR154370	AT3G46010.2
OG0000437	CARHR270460	AT5G56710.1, AT4G26230.1
OG0000437	CARHR110190	AT2G19740.1
OG0000438	CARHR152730	AT3G44180.1
OG0000439	CARHR064690	AT1G71880.1
OG0000439	CARHR179040, CARHR206880	AT5G06170.1, AT1G66570.1, AT2G14670.1, AT5G43610.1
OG0000440	CARHR286140, CARHR286080, CARHR286060, CARHR286070, CARHR085380	AT5G48980.1
OG0000442	CARHR275070	AT5G61310.1
OG0000442	CARHR261710	AT5G40382.1
OG0000443	CARHR240310	AT4G32390.1
OG0000443	CARHR115900	AT2G25520.1
OG0000443	CARHR202110	AT5G11230.1
OG0000443	CARHR188110	AT5G25400.1
OG0000444	CARHR125020	AT2G31390.1
OG0000444	CARHR169860	AT3G59480.1
OG0000444	CARHR005540	AT1G06020.1
OG0000445	CARHR189790	AT5G23740.1
OG0000445	CARHR157730	AT4G30800.1
OG0000446	CARHR190860, CARHR190870	AT5G22730.1
OG0000446	CARHR190880	AT5G22590.1
OG0000446	CARHR107640, CARHR189230	AT5G22720.1
OG0000447	CARHR130390, CARHR206830, CARHR086060	AT3G52580.1
OG0000448	CARHR292580, CARHR292570	AT3G28360.1
OG0000448	CARHR292620	AT3G28345.1
OG0000449	CARHR169300	AT3G58940.1
OG0000449	CARHR169310	AT3G58930.1
OG0000450	CARHR150940	AT1G15890.1
OG0000450	CARHR179840, CARHR179880, CARHR179890, CARHR179750, CARHR179850, CARHR179820, CARHR179790, CARHR116510	AT1G51480.1, AT5G43740.1, AT5G43730.1
OG0000451	CARHR228900	AT4G22100.1
OG0000451	CARHR052700	AT1G60090.1, AT1G60270.1, AT1G60260.1
OG0000452	CARHR048280	AT1G63205.1
OG0000452	CARHR048290, CARHR048270	AT1G63200.1
OG0000457	CARHR127370	AT3G04400.1, AT1G04480.1, AT2G33370.1
OG0000458	CARHR028400	AT1G29090.1
OG0000458	CARHR028420	AT1G29110.1
OG0000458	CARHR028370, CARHR286910, CARHR028390	AT1G29080.1
OG0000459	CARHR108900	AT4G20450.1
OG0000460	CARHR088190	AT3G13520.1
OG0000460	CARHR270190	AT5G56540.1
OG0000460	CARHR233890	AT4G26320.1
OG0000460	CARHR044990	AT1G55330.1
OG0000462	CARHR227570, CARHR227590, CARHR227620, CARHR227580, CARHR221090, CARHR254770	AT4G21030.1, AT4G21050.1
OG0000463	CARHR287270	AT1G35190.1
OG0000463	CARHR105900, CARHR155330, CARHR155350	AT3G46490.1
OG0000463	CARHR155360	AT3G46500.5
OG0000464	CARHR001520, CARHR000930	AT1G02220.1, AT3G04420.1
OG0000464	CARHR001530	AT1G02250.1
OG0000466	CARHR284350	AT3G05685.1
OG0000467	CARHR274050	AT5G60380.1
OG0000467	CARHR188130	AT5G25410.1
OG0000468	CARHR134120, CARHR134100	AT2G30385.1
OG0000468	CARHR130510	AT2G30615.1
OG0000469	CARHR176200, CARHR225580, CARHR169080	AT2G42740.1
OG0000471	CARHR219700	AT4G13820.1
OG0000473	CARHR000130	AT1G02190.1
OG0000473	CARHR000120	AT1G02205.3
OG0000473	CARHR131820	AT2G37700.3
OG0000474	CARHR003630	AT1G04300.3
OG0000474	CARHR180040	AT5G43560.1
OG0000474	CARHR252030, CARHR110210	AT4G16045.1
OG0000475	CARHR219220	AT1G44810.1, AT4G00250.1, AT4G00238.1
OG0000475	CARHR261640, CARHR216020	AT4G00610.1
OG0000475	CARHR050610	AT4G00390.1, AT1G61730.1
OG0000476	CARHR186490, CARHR186690	AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27580.1, AT5G27944.1, AT5G26950.1, AT5G27070.1
OG0000477	CARHR276320	AT5G62540.1
OG0000477	CARHR145200	AT2G02760.1
OG0000477	CARHR014840	AT1G14400.1
OG0000480	CARHR052230	AT1G61070.1
OG0000480	CARHR144740	AT2G02100.1
OG0000481	CARHR284150	AT1G58360.1
OG0000481	CARHR010120	AT1G10010.2
OG0000483	CARHR184910	AT5G48375.1
OG0000483	CARHR187250, CARHR187260	AT5G25980.2, AT5G26000.1
OG0000484	CARHR238200	AT4G30290.1
OG0000484	CARHR238190	AT4G30280.1, AT1G65310.2
OG0000485	CARHR230730	AT4G23380.1
OG0000485	CARHR230700	AT4G23350.1, AT4G23365.1, AT4G23355.1, AT4G23360.1
OG0000485	CARHR230710	AT4G23373.1, AT4G23370.1
OG0000485	CARHR149360	AT2G20170.1
OG0000486	CARHR019430, CARHR019400, CARHR019410, CARHR189080	AT1G18760.1
OG0000486	CARHR104640	AT1G18770.1
OG0000491	CARHR056050, CARHR157060, CARHR157050	AT3G48290.2, AT3G48310.1, AT3G48320.1
OG0000491	CARHR157080	AT3G48300.2
OG0000491	CARHR157040	AT3G48280.1
OG0000491	CARHR157090, CARHR157100	AT3G48270.1
OG0000492	CARHR164620	AT3G54700.1
OG0000492	CARHR126780	AT2G32830.1
OG0000492	CARHR133660	AT2G38940.1
OG0000493	CARHR058360, CARHR279290	AT5G65330.1, AT4G11250.1
OG0000494	CARHR162100	AT3G52320.1
OG0000495	CARHR154580	AT3G46190.2
OG0000495	CARHR262730, CARHR066640, CARHR066630, CARHR066650	AT1G58270.1
OG0000496	CARHR156440	AT3G47760.3
OG0000496	CARHR156430	AT3G47750.1
OG0000496	CARHR156450	AT3G47770.2
OG0000496	CARHR156420	AT3G47740.1
OG0000496	CARHR156460	AT3G47780.1
OG0000497	CARHR065650	AT1G72730.1
OG0000497	CARHR088730	AT3G13920.5
OG0000497	CARHR044630	AT1G54270.1
OG0000498	CARHR085920	AT3G11390.1, AT3G11385.1, AT3G11370.1, AT3G11402.1
OG0000498	CARHR195160	AT5G17960.1
OG0000498	CARHR107780, CARHR107790	AT2G17590.1
OG0000499	CARHR096080	AT3G20380.1
OG0000499	CARHR096060, CARHR096040	AT3G20370.1
OG0000500	CARHR059540, CARHR214170	AT1G67090.1
OG0000501	CARHR032270	AT1G32940.1
OG0000501	CARHR032280	AT1G32950.1
OG0000501	CARHR256050	AT4G10540.1
OG0000501	CARHR256030	AT4G10550.3
OG0000502	CARHR262940, CARHR263150, CARHR263140	AT5G39280.1, AT5G39300.1, AT5G39270.1, AT5G39290.1
OG0000502	CARHR263120	AT5G39310.1
OG0000506	CARHR272250, CARHR132920, CARHR107490	AT2G17360.1
OG0000506	CARHR206050	AT5G07090.1
OG0000508	CARHR044660	AT1G55070.1
OG0000508	CARHR044100	AT1G53815.1
OG0000508	CARHR043780	AT1G53550.1
OG0000509	CARHR215530	AT2G03020.1, AT4G16540.1
OG0000509	CARHR223020	AT4G16555.1
OG0000510	CARHR261860, CARHR261870	AT5G40240.2
OG0000510	CARHR261890, CARHR261880	AT5G40230.1
OG0000511	CARHR056320	AT1G64910.1
OG0000511	CARHR056330	AT1G64920.1
OG0000512	CARHR187460	AT3G43980.1, AT3G44010.1, AT4G33865.1
OG0000513	CARHR011140	AT1G10920.1
OG0000513	CARHR183370	AT5G35450.1
OG0000514	CARHR052930, CARHR154020, CARHR216890, CARHR121700, CARHR104360	AT2G10975.1, AT3G29645.1
OG0000514	CARHR216850, CARHR214560, CARHR289460	AT1G36675.1
OG0000514	CARHR260560	AT3G29637.2
OG0000516	CARHR060200	AT1G67623.1
OG0000517	CARHR196080	AT5G17100.1, AT5G17110.1
OG0000517	CARHR196090	AT5G17090.1
OG0000518	CARHR200680	AT5G12420.1
OG0000519	CARHR053020	AT5G65940.1
OG0000519	CARHR124150	AT2G30660.1
OG0000520	CARHR012950, CARHR035990, CARHR182820	AT1G12663.1
OG0000520	CARHR035980	AT1G12665.1
OG0000520	CARHR012980	AT1G12672.2
OG0000521	CARHR278990	AT5G65080.2
OG0000521	CARHR278980	AT5G65070.3
OG0000521	CARHR278970	AT5G65050.3, AT5G65060.1, AT1G77080.8
OG0000522	CARHR210740	AT5G02610.2
OG0000522	CARHR134240	AT2G39390.1
OG0000522	CARHR083900	AT3G09500.1
OG0000523	CARHR239580	AT4G31710.2
OG0000524	CARHR254550	AT4G11770.1
OG0000524	CARHR254600, CARHR254540	AT4G11750.1
OG0000525	CARHR138330	AT2G43260.2
OG0000525	CARHR224500	AT4G17780.1
OG0000527	CARHR022330	AT3G24465.1, AT5G36720.1, AT5G36805.1, AT5G38378.1, AT1G58242.1, AT5G34828.1, AT1G54775.1, AT1G58248.1, AT1G58245.1
OG0000527	CARHR031850	AT1G34800.1, AT1G34795.1, AT1G34830.1, AT1G34810.1, AT1G34815.1, AT1G34850.1, AT1G34840.1, AT1G34820.1, AT1G34805.1, AT1G34825.1, AT1G34792.1, AT1G34930.1, AT1G34860.1, AT1G35035.1, AT1G21835.1
OG0000527	CARHR022300, CARHR022290	AT1G21928.1, AT1G21925.1
OG0000529	CARHR283970	AT1G58430.1
OG0000529	CARHR125180	AT2G31540.1
OG0000529	CARHR123630	AT2G30220.1, AT2G30310.1
OG0000530	CARHR265690	AT5G52770.1
OG0000531	CARHR188300, CARHR188360, CARHR188370, CARHR188310, CARHR188350	AT5G25180.1, AT5G25140.1
OG0000533	CARHR286630	AT1G47890.1
OG0000535	CARHR023280	AT5G42500.1, AT5G42510.1
OG0000535	CARHR023260	AT1G22900.1
OG0000535	CARHR168410, CARHR168430, CARHR168400, CARHR168420	AT1G65870.1
OG0000536	CARHR215900	AT5G37165.1
OG0000537	CARHR082530	AT3G07820.1
OG0000537	CARHR184200	AT5G48140.1
OG0000537	CARHR082540	AT3G07840.1
OG0000538	CARHR153120	AT3G29635.1
OG0000538	CARHR274860, CARHR274880, CARHR274890	AT3G29720.1, AT3G29680.1, AT5G61160.1
OG0000539	CARHR122660	AT2G29370.1
OG0000539	CARHR122630, CARHR122640	AT2G29360.1
OG0000539	CARHR122450, CARHR122440	AT2G29350.1
OG0000540	CARHR124400, CARHR124580	AT2G26720.1
OG0000542	CARHR010580	AT1G10430.1
OG0000542	CARHR053260	AT1G59830.1
OG0000542	CARHR063060	AT1G69960.1
OG0000543	CARHR177550, CARHR177600	AT5G45090.1
OG0000543	CARHR177610, CARHR177580	AT5G45070.1
OG0000544	CARHR200550	AT4G19870.1
OG0000546	CARHR283630	AT1G68960.1
OG0000547	CARHR138750, CARHR138760	AT2G43590.1
OG0000547	CARHR138740	AT2G43580.1
OG0000548	CARHR217760	AT2G23570.1
OG0000549	CARHR126970	AT2G33050.1
OG0000552	CARHR168580	AT3G58210.1
OG0000552	CARHR151280	AT3G44805.1
OG0000553	CARHR081710, CARHR101180	AT3G24830.1
OG0000554	CARHR253710, CARHR253700	AT4G12470.1
OG0000554	CARHR253730, CARHR253720	AT4G12480.1, AT4G12490.1, AT4G12500.1
OG0000555	CARHR221510	AT5G01480.1
OG0000555	CARHR097090	AT3G21210.1
OG0000556	CARHR049900	AT1G62225.1
OG0000557	CARHR292760, CARHR285920	AT2G23000.1
OG0000557	CARHR257100, CARHR292750	AT2G22970.3, AT2G22920.2
OG0000561	CARHR263090	AT5G39320.1
OG0000561	CARHR154070	AT3G29360.1
OG0000561	CARHR197820	AT5G15490.1
OG0000562	CARHR191090, CARHR155630	AT5G22440.1
OG0000562	CARHR008240	AT1G08360.1
OG0000563	CARHR172580	AT2G47110.1
OG0000563	CARHR124610, CARHR023850	AT1G23410.1
OG0000564	CARHR184330	AT3G61111.1
OG0000564	CARHR140950	AT5G47930.1
OG0000565	CARHR011880	AT3G27980.1, AT1G11590.1, AT4G03930.1, AT1G44980.1, AT1G11370.1
OG0000565	CARHR011870	AT1G11580.2
OG0000566	CARHR292650, CARHR181100, CARHR181080	AT1G65340.1
OG0000567	CARHR221740, CARHR054030	AT4G15056.1
OG0000567	CARHR215390	AT5G37520.1
OG0000568	CARHR139380	AT2G44220.1
OG0000568	CARHR139400	AT2G44240.1
OG0000569	CARHR280390	AT5G67240.1
OG0000569	CARHR112890	AT3G50090.1
OG0000569	CARHR239210, CARHR207730	AT5G05540.1
OG0000570	CARHR273100	AT1G35890.1, AT3G46565.1
OG0000571	CARHR228310, CARHR254090, CARHR083760	AT4G33900.1, AT4G23580.1
OG0000572	CARHR180450	AT5G42210.1
OG0000573	CARHR252430	AT4G05140.1
OG0000573	CARHR252440	AT4G05130.1
OG0000573	CARHR252450	AT4G05110.2, AT4G05120.1
OG0000579	CARHR076040	AT3G02080.1
OG0000580	CARHR005640	AT1G06135.1
OG0000580	CARHR124970	AT2G31345.1
OG0000580	CARHR124950, CARHR214280	AT2G31335.1
OG0000580	CARHR005650	AT1G06137.1
OG0000581	CARHR192260	AT5G20390.1
OG0000581	CARHR192500	AT1G33220.1, AT5G20330.1, AT5G20340.1
OG0000582	CARHR117250, CARHR191110	AT5G22420.1
OG0000582	CARHR151600	AT3G44540.1
OG0000582	CARHR151610	AT3G44550.1
OG0000583	CARHR043730	AT1G53500.1
OG0000583	CARHR072060	AT1G78570.1
OG0000583	CARHR089730	AT3G14790.2
OG0000584	CARHR050810	AT1G61580.1
OG0000584	CARHR035310, CARHR181990	AT1G43170.1
OG0000585	CARHR166660	AT3G56530.1
OG0000588	CARHR122770	AT2G29480.1
OG0000588	CARHR122810	AT2G29490.1
OG0000588	CARHR122760	AT2G29470.1
OG0000588	CARHR122730, CARHR122750	AT2G29460.1
OG0000589	CARHR268550	AT5G55190.1
OG0000589	CARHR192820	AT5G20010.1
OG0000589	CARHR192830	AT5G20020.1
OG0000590	CARHR263350	AT5G39080.1
OG0000590	CARHR263380, CARHR263360, CARHR263370	AT5G39050.1
OG0000591	CARHR059300	AT1G66970.2
OG0000591	CARHR234300	AT4G26690.1
OG0000591	CARHR268790	AT5G55480.1
OG0000592	CARHR072070	AT1G78580.1
OG0000592	CARHR017490	AT1G16980.1
OG0000592	CARHR235230	AT4G27550.1
OG0000593	CARHR071420	AT1G77940.1
OG0000593	CARHR094130	AT1G36240.1
OG0000595	CARHR067250	AT1G74090.1
OG0000596	CARHR117940	AT2G24210.1
OG0000596	CARHR146780	AT3G25820.1, AT3G25830.1, AT3G25810.1
OG0000599	CARHR242850	AT4G34555.1
OG0000599	CARHR112530, CARHR247520	AT4G39200.1
OG0000600	CARHR002150	AT1G02830.1
OG0000600	CARHR186280	AT5G27770.1
OG0000601	CARHR283890	AT2G41840.1
OG0000601	CARHR136930	AT3G57490.1
OG0000602	CARHR081300	AT3G06710.1
OG0000602	CARHR240650	AT4G32670.1
OG0000603	CARHR081900, CARHR221320	AT4G16200.1
OG0000604	CARHR283550	AT5G52650.1
OG0000605	CARHR249080	AT4G01220.1
OG0000605	CARHR249940	AT4G01750.1, AT4G01770.2
OG0000606	CARHR177100	AT5G45050.1
OG0000609	CARHR293370	AT2G17070.1
OG0000610	CARHR116950, CARHR118600	AT2G13985.1
OG0000613	CARHR163070	AT3G53230.1
OG0000614	CARHR064250	AT1G71290.1, AT1G70960.1, AT1G70380.1, AT1G70390.1, AT1G70970.1
OG0000615	CARHR152220, CARHR152190	AT3G29255.1, AT5G36150.1
OG0000616	CARHR239010, CARHR239000	AT4G31100.1, AT4G31110.1
OG0000616	CARHR018510	AT1G19390.1
OG0000616	CARHR018530	AT1G17910.1
OG0000617	CARHR207350	AT5G05870.1
OG0000617	CARHR207330	AT5G05900.1
OG0000617	CARHR207340, CARHR194090	AT5G05880.1, AT5G05890.1
OG0000618	CARHR212110	AT5G01750.2
