Orthogroup	Cardamine_hirsuta	Raphanus_sativus
OG0000176	CARHR291360	XP_018460689.1
OG0000176	CARHR291330	XP_018473059.1
OG0000176	CARHR291350, CARHR291370	XP_018462965.1, XP_018460719.1
OG0000177	CARHR256500, CARHR181980	XP_018491376.1
OG0000177	CARHR054130, CARHR287770	XP_018462732.1
OG0000177	CARHR146970, CARHR021690, CARHR021680, CARHR116570	XP_018469385.1, XP_018442122.1, XP_018465489.1, XP_018482050.1
OG0000178	CARHR253020	XP_018462163.1, XP_018456012.1
OG0000178	CARHR250370	XP_018466592.1, XP_018466494.1
OG0000178	CARHR250360	XP_018466816.1, XP_018474729.1
OG0000178	CARHR259510	XP_018453800.1
OG0000178	CARHR252970, CARHR263930	XP_018462335.1, XP_018474859.1, XP_018475013.1, XP_018473242.1, XP_018473243.1, XP_018459474.1, XP_018475619.1
OG0000178	CARHR252960	XP_018437778.1, XP_018469510.1
OG0000179	CARHR053290, CARHR283710, CARHR053930	XP_018490877.1
OG0000182	CARHR167770	XP_018443244.1
OG0000182	CARHR265190	XP_018456298.1
OG0000183	CARHR215030, CARHR058380	XP_018483199.1
OG0000183	CARHR119300	XP_018478487.1
OG0000185	CARHR087540, CARHR087530	XP_018438331.1
OG0000186	CARHR113370, CARHR050630	XP_018475580.1, XP_018439292.1, XP_018439274.1
OG0000188	CARHR078890	XP_018435289.1
OG0000188	CARHR078870	XP_018455405.1
OG0000189	CARHR108220	XP_018491974.1, XP_018439736.1, XP_018468233.1, XP_018470632.1, XP_018481039.1, XP_018482967.1
OG0000189	CARHR243300	XP_018464957.1
OG0000191	CARHR150970	XP_018487774.1, XP_018487773.1, XP_018479599.1, XP_018458949.1, XP_018436086.1, XP_018460717.1, XP_018479558.1, XP_018465016.1, XP_018448614.1, XP_018475801.1, XP_018453753.1, XP_018479520.1, XP_018453690.1, XP_018448545.1, XP_018460692.1, XP_018435701.1, XP_018460634.1, XP_018462864.1, XP_018460757.1, XP_018479822.1, XP_018435738.1, XP_018435736.1, XP_018435726.1, XP_018448825.1, XP_018461902.1
OG0000192	CARHR233830	XP_018462530.1, XP_018467255.1, XP_018479088.1
OG0000192	CARHR014040	XP_018447017.1
OG0000192	CARHR014030	XP_018445122.1, XP_018462042.1
OG0000192	CARHR014050, CARHR014060	XP_018458507.1
OG0000192	CARHR049240	XP_018454454.1, XP_018464233.1, XP_018484524.1, XP_018454865.1
OG0000193	CARHR036380, CARHR036970	XP_018487465.1
OG0000193	CARHR031880, CARHR091810, CARHR031310	XP_018467632.1, XP_018448639.1, XP_018487466.1
OG0000195	CARHR175700	XP_018483105.1
OG0000195	CARHR273530, CARHR273550, CARHR273540	XP_018462618.1, XP_018454886.1, XP_018475850.1
OG0000196	CARHR272920	XP_018482158.1, XP_018466067.1
OG0000196	CARHR272910	XP_018460159.1, XP_018477158.1
OG0000196	CARHR291950	XP_018474319.1, XP_018474034.1
OG0000196	CARHR288130, CARHR291940, CARHR213880	XP_018465536.1, XP_018479697.1
OG0000197	CARHR215070, CARHR051370, CARHR215060, CARHR215050, CARHR215370, CARHR226280, CARHR226370	XP_018476022.1
OG0000198	CARHR015480	XP_018491057.1
OG0000198	CARHR147290	XP_018460378.1, XP_018481114.1, XP_018460375.1, XP_018479160.1
OG0000199	CARHR251110, CARHR215270	XP_018470386.1, XP_018449273.1, XP_018449280.1, XP_018449101.1
OG0000200	CARHR028490	XP_018488814.1
OG0000200	CARHR203250	XP_018486318.1
OG0000200	CARHR028750, CARHR037140	XP_018451670.1
OG0000200	CARHR037150	XP_018451671.1
OG0000203	CARHR168640	XP_018444359.1
OG0000203	CARHR168590, CARHR259860	XP_018488418.1
OG0000203	CARHR168740	XP_018444673.1, XP_018460880.1, XP_018484517.1, XP_018484516.1
OG0000203	CARHR168690, CARHR168710	XP_018446270.1, XP_018444506.1, XP_018444360.1
OG0000205	CARHR286250, CARHR105060, CARHR218440	XP_018453590.1, XP_018465023.1, XP_018453635.1, XP_018453793.1, XP_018462949.1, XP_018466885.1, XP_018459728.1, XP_018475645.1, XP_018465102.1, XP_018479576.1, XP_018467321.1, XP_018453867.1, XP_018475424.1, XP_018466046.1, XP_018467224.1, XP_018467428.1, XP_018467324.1, XP_018463244.1, XP_018463262.1, XP_018458054.1, XP_018476099.1, XP_018479716.1, XP_018468530.1, XP_018464197.1, XP_018467617.1, XP_018467610.1, XP_018454079.1
OG0000209	CARHR014740, CARHR010320	XP_018448172.1, XP_018442633.1
OG0000209	CARHR202500	XP_018487834.1
OG0000210	CARHR121990, CARHR140170	XP_018463531.1
OG0000210	CARHR170820	XP_018490254.1
OG0000215	CARHR284710	XP_018487745.1, XP_018474301.1
OG0000216	CARHR253870	XP_018467364.1
OG0000216	CARHR253840	XP_018475592.1
OG0000216	CARHR253830	XP_018453809.1
OG0000216	CARHR054340	XP_018467341.1, XP_018465408.1
OG0000216	CARHR054360	XP_018437456.1
OG0000216	CARHR166590	XP_018432540.1
OG0000216	CARHR216300	XP_018475527.1, XP_018475520.1, XP_018475521.1
OG0000219	CARHR065380	XP_018462769.1, XP_018491750.1, XP_018491753.1
OG0000225	CARHR072270, CARHR141370	XP_018455101.1, XP_018455692.1, XP_018456709.1
OG0000226	CARHR058450	XP_018447426.1
OG0000227	CARHR085660	XP_018485954.1
OG0000227	CARHR105520	XP_018485901.1
OG0000227	CARHR105480	XP_018479761.1
OG0000229	CARHR062190	XP_018438813.1
OG0000229	CARHR004570	XP_018460167.1, XP_018460168.1, XP_018479600.1, XP_018453720.1, XP_018487655.1
OG0000230	CARHR169340	XP_018442766.1, XP_018443617.1, XP_018442962.1, XP_018442910.1, XP_018458706.1, XP_018462102.1, XP_018439443.1
OG0000230	CARHR217340	XP_018460416.1
OG0000230	CARHR051200	XP_018485958.1
OG0000232	CARHR122740	XP_018459500.1
OG0000233	CARHR205610	XP_018444381.1
OG0000233	CARHR205600, CARHR205590, CARHR205580	XP_018468589.1, XP_018469329.1, XP_018475327.1
OG0000234	CARHR139700, CARHR135510, CARHR049800	XP_018443518.1, XP_018435545.1, XP_018443517.1, XP_018435544.1, XP_018435543.1, XP_018443516.1
OG0000235	CARHR168030	XP_018433885.1, XP_018490807.1
OG0000235	CARHR073970	XP_018491917.1, XP_018483635.1
OG0000236	CARHR062590, CARHR062610	XP_018467415.1
OG0000236	CARHR062620	XP_018465671.1
OG0000237	CARHR099050	XP_018490043.1, XP_018488293.1, XP_018469633.1, XP_018439460.1, XP_018464581.1
OG0000237	CARHR098530	XP_018490370.1
OG0000237	CARHR238210, CARHR097380	XP_018488221.1
OG0000238	CARHR064100, CARHR064090	XP_018455175.1, XP_018472034.1
OG0000238	CARHR292540	XP_018479312.1, XP_018479305.1
OG0000241	CARHR228610	XP_018480650.1, XP_018462384.1, XP_018471212.1
OG0000241	CARHR252730	XP_018454306.1
OG0000241	CARHR107520	XP_018474567.1
OG0000242	CARHR119540, CARHR119080, CARHR180810, CARHR264270, CARHR101660, CARHR102130, CARHR102230, CARHR102520	XP_018469477.1, XP_018469474.1, XP_018454705.1
OG0000242	CARHR175670	XP_018479318.1, XP_018437451.1
OG0000243	CARHR028760	XP_018461751.1, XP_018487000.1
OG0000244	CARHR251320, CARHR252330, CARHR252290	XP_018455640.1
OG0000246	CARHR131170, CARHR131180	XP_018475104.1, XP_018472849.1
OG0000246	CARHR131110	XP_018439075.1, XP_018483506.1
OG0000246	CARHR131140, CARHR131130, CARHR131150, CARHR131160	XP_018481107.1, XP_018472847.1, XP_018475183.1, XP_018433127.1
OG0000247	CARHR291820, CARHR217360, CARHR263700	XP_018471263.1
OG0000248	CARHR063130	XP_018455691.1
OG0000248	CARHR215600	XP_018481565.1
OG0000249	CARHR219480	XP_018455732.1
OG0000249	CARHR029720	XP_018453570.1, XP_018485980.1
OG0000250	CARHR252250	XP_018475833.1, XP_018455635.1
OG0000251	CARHR147300	XP_018438704.1, XP_018465777.1
OG0000251	CARHR147330	XP_018460223.1
OG0000252	CARHR230420	XP_018449522.1, XP_018450660.1, XP_018450661.1
OG0000252	CARHR048360, CARHR048350, CARHR048370	XP_018460485.1, XP_018453989.1, XP_018455342.1
OG0000252	CARHR071040	XP_018468896.1, XP_018474587.1, XP_018468895.1, XP_018480389.1
OG0000253	CARHR083800, CARHR083820, CARHR083810	XP_018465313.1
OG0000253	CARHR210890	XP_018445474.1, XP_018492160.1, XP_018492171.1, XP_018451023.1, XP_018452385.1, XP_018491687.1, XP_018465909.1, XP_018439788.1
OG0000253	CARHR087080	XP_018432698.1
OG0000253	CARHR229590	XP_018477122.1
OG0000254	CARHR290080	XP_018481128.1, XP_018468570.1
OG0000254	CARHR290060, CARHR290070, CARHR290100, CARHR290090	XP_018449673.1
OG0000256	CARHR092830, CARHR151680	XP_018435500.1, XP_018435501.1
OG0000256	CARHR024770, CARHR099690	XP_018488215.1
OG0000259	CARHR135220, CARHR117790	XP_018459956.1, XP_018465832.1, XP_018459954.1, XP_018459955.1
OG0000259	CARHR093470, CARHR093450	XP_018487567.1, XP_018448433.1, XP_018487583.1
OG0000260	CARHR247220	XP_018471018.1
OG0000260	CARHR260330, CARHR264830	XP_018470117.1
OG0000260	CARHR149040	XP_018481742.1
OG0000260	CARHR247230	XP_018460212.1
OG0000262	CARHR051080, CARHR046940	XP_018464864.1, XP_018455373.1
OG0000265	CARHR033470, CARHR263710, CARHR257150, CARHR159730, CARHR113850	XP_018443638.1, XP_018448698.1, XP_018448695.1, XP_018480058.1, XP_018444893.1, XP_018463181.1, XP_018480007.1, XP_018448370.1, XP_018448368.1, XP_018460992.1, XP_018480043.1, XP_018479463.1, XP_018473600.1, XP_018453658.1, XP_018479678.1, XP_018460866.1
OG0000266	CARHR266780, CARHR224090, CARHR036480	XP_018455304.1
OG0000266	CARHR266730, CARHR253160	XP_018475626.1, XP_018475661.1
OG0000268	CARHR157490, CARHR181110, CARHR154180	XP_018448562.1
OG0000269	CARHR273300	XP_018476648.1, XP_018455000.1
OG0000269	CARHR007130, CARHR007140, CARHR053220, CARHR122830	XP_018480724.1, XP_018460786.1, XP_018434856.1, XP_018434290.1
OG0000270	CARHR046830	XP_018485653.1
OG0000270	CARHR051010	XP_018467482.1
OG0000270	CARHR047520, CARHR048250	XP_018436011.1
OG0000273	CARHR266740	XP_018474175.1, XP_018474176.1
OG0000275	CARHR175770	XP_018467518.1, XP_018479383.1, XP_018467326.1, XP_018467605.1, XP_018459748.1, XP_018459747.1
OG0000275	CARHR041170, CARHR041160	XP_018448359.1, XP_018443393.1, XP_018448360.1
OG0000275	CARHR185060, CARHR185040	XP_018474111.1
OG0000275	CARHR246950	XP_018451158.1, XP_018450139.1
OG0000278	CARHR215670, CARHR215220	XP_018466314.1, XP_018465644.1
OG0000279	CARHR031350, CARHR031360, CARHR177740, CARHR257320, CARHR177410, CARHR177420, CARHR152170, CARHR177900, CARHR221580, CARHR177780, CARHR177760, CARHR177770, CARHR178120, CARHR177310, CARHR177790, CARHR177800, CARHR178860, CARHR178130, CARHR180680	XP_018477471.1, XP_018454156.1, XP_018478259.1
OG0000282	CARHR229010, CARHR229580, CARHR229030, CARHR229040, CARHR229110, CARHR229050, CARHR229070, CARHR283650, CARHR229570	XP_018479177.1, XP_018479178.1, XP_018479175.1, XP_018465144.1
OG0000284	CARHR104190	XP_018460765.1
OG0000285	CARHR227980	XP_018471642.1
OG0000285	CARHR234950	XP_018471751.1
OG0000286	CARHR232240	XP_018479935.1, XP_018479936.1, XP_018479937.1
OG0000289	CARHR116010, CARHR127060	XP_018484853.1
OG0000294	CARHR197660	XP_018446427.1, XP_018444883.1, XP_018446424.1
OG0000294	CARHR058080	XP_018461384.1, XP_018443477.1, XP_018465092.1, XP_018465100.1, XP_018465081.1
OG0000295	CARHR223360, CARHR027470, CARHR027480, CARHR027430	XP_018474169.1
OG0000295	CARHR100860	XP_018490419.1
OG0000296	CARHR285460, CARHR285480	XP_018455338.1
OG0000296	CARHR272760, CARHR053670, CARHR272770	XP_018465938.1, XP_018464951.1, XP_018465933.1, XP_018469119.1
OG0000297	CARHR115150	XP_018462717.1, XP_018459134.1, XP_018460220.1, XP_018460599.1, XP_018464815.1, XP_018464308.1, XP_018453677.1, XP_018453506.1, XP_018463963.1
OG0000298	CARHR033100	XP_018487863.1, XP_018466248.1
OG0000298	CARHR033080	XP_018479016.1
OG0000298	CARHR033050	XP_018442142.1
OG0000300	CARHR276640	XP_018458189.1, XP_018463733.1
OG0000301	CARHR139910, CARHR139920	XP_018438312.1, XP_018438150.1, XP_018438144.1, XP_018438976.1, XP_018438132.1, XP_018481796.1, XP_018481764.1, XP_018455519.1, XP_018453908.1, XP_018455500.1, XP_018455278.1
OG0000304	CARHR135560	XP_018475291.1, XP_018474010.1, XP_018463873.1
OG0000308	CARHR180240	XP_018478840.1
OG0000308	CARHR180250	XP_018437787.1
OG0000308	CARHR180280	XP_018452776.1, XP_018479556.1, XP_018455216.1, XP_018455324.1, XP_018456176.1, XP_018437114.1
OG0000309	CARHR274060	XP_018465746.1
OG0000313	CARHR135320	XP_018484680.1
OG0000313	CARHR111270	XP_018488581.1
OG0000314	CARHR006310	XP_018474746.1
OG0000316	CARHR057270	XP_018441644.1
OG0000318	CARHR062770, CARHR062740	XP_018453400.1
OG0000318	CARHR062760	XP_018464691.1
OG0000321	CARHR095140, CARHR040120	XP_018451266.1
OG0000321	CARHR055410	XP_018472351.1
OG0000322	CARHR259720	XP_018472331.1, XP_018468090.1, XP_018448351.1, XP_018464260.1, XP_018465656.1, XP_018451111.1, XP_018434035.1, XP_018463368.1, XP_018434322.1
OG0000323	CARHR018220	XP_018461058.1, XP_018448245.1
OG0000323	CARHR065850	XP_018445610.1
OG0000323	CARHR065820	XP_018465926.1
OG0000323	CARHR018200	XP_018484186.1
OG0000325	CARHR004130	XP_018490803.1, XP_018486715.1, XP_018447493.1
OG0000325	CARHR127110	XP_018440993.1, XP_018473187.1, XP_018473553.1
OG0000326	CARHR083130	XP_018437453.1, XP_018439457.1
OG0000326	CARHR112900	XP_018488300.1
OG0000327	CARHR089970	XP_018479723.1
OG0000327	CARHR226470	XP_018487557.1, XP_018474100.1
OG0000329	CARHR220880	XP_018449287.1, XP_018449858.1
OG0000329	CARHR263560, CARHR263570	XP_018455340.1, XP_018464565.1, XP_018480957.1
OG0000330	CARHR065890, CARHR065920, CARHR065910, CARHR065900	XP_018457752.1
OG0000330	CARHR065880	XP_018442855.1, XP_018458605.1, XP_018443514.1, XP_018445230.1, XP_018454598.1, XP_018468728.1
OG0000331	CARHR249810	XP_018457024.1, XP_018474438.1
OG0000331	CARHR092710	XP_018491505.1, XP_018436581.1, XP_018441923.1
OG0000331	CARHR131330	XP_018476822.1
OG0000331	CARHR142440	XP_018439366.1
OG0000332	CARHR050960, CARHR050950, CARHR055150	XP_018457220.1, XP_018457221.1, XP_018433196.1
OG0000332	CARHR050930, CARHR051060, CARHR050990, CARHR051100, CARHR051090, CARHR051110, CARHR051120, CARHR050970, CARHR050980, CARHR050860	XP_018457219.1, XP_018457211.1
OG0000335	CARHR170010	XP_018481682.1, XP_018481689.1, XP_018459601.1, XP_018482270.1, XP_018459595.1, XP_018459597.1, XP_018459598.1, XP_018480168.1, XP_018480164.1
OG0000336	CARHR054330, CARHR054520, CARHR009570, CARHR009660, CARHR183900	XP_018460718.1
OG0000339	CARHR218850	XP_018444672.1
OG0000341	CARHR038710, CARHR038690, CARHR038330	XP_018486140.1, XP_018474901.1
OG0000341	CARHR038610	XP_018473279.1
OG0000341	CARHR021380, CARHR021360	XP_018475307.1
OG0000342	CARHR092860	XP_018461070.1, XP_018473637.1, XP_018492218.1, XP_018478626.1, XP_018488127.1, XP_018488126.1, XP_018474307.1, XP_018489698.1, XP_018466377.1
OG0000344	CARHR292150	XP_018487842.1
OG0000344	CARHR119930	XP_018453478.1
OG0000344	CARHR099040	XP_018457458.1, XP_018461296.1
OG0000345	CARHR203880, CARHR006290	XP_018475994.1, XP_018468855.1
OG0000345	CARHR203890	XP_018469370.1
OG0000345	CARHR003600, CARHR203870	XP_018447680.1, XP_018487067.1, XP_018479655.1
OG0000346	CARHR163180	XP_018444948.1
OG0000346	CARHR260720	XP_018487972.1
OG0000346	CARHR147230	XP_018433725.1, XP_018480768.1
OG0000346	CARHR147220	XP_018481214.1
OG0000347	CARHR141230	XP_018484414.1, XP_018479135.1
OG0000347	CARHR230740	XP_018484784.1
OG0000347	CARHR000730	XP_018492374.1, XP_018479301.1
OG0000347	CARHR248520	XP_018456951.1
OG0000349	CARHR273130	XP_018477972.1, XP_018452389.1
OG0000350	CARHR097870	XP_018460621.1, XP_018461068.1, XP_018487637.1, XP_018489821.1, XP_018487636.1, XP_018460623.1, XP_018489757.1, XP_018461066.1, XP_018460622.1, XP_018437528.1, XP_018438426.1
OG0000355	CARHR274100	XP_018444969.1, XP_018444968.1, XP_018465981.1, XP_018466119.1, XP_018470141.1
OG0000355	CARHR095150	XP_018435462.1
OG0000355	CARHR121680, CARHR121660, CARHR121670, CARHR121720	XP_018444943.1, XP_018445778.1, XP_018438942.1, XP_018482616.1
OG0000356	CARHR117170, CARHR178010	XP_018479772.1, XP_018479770.1
OG0000356	CARHR117270	XP_018433753.1
OG0000358	CARHR041640	XP_018489527.1, XP_018492782.1, XP_018489110.1, XP_018489739.1
OG0000359	CARHR267340	XP_018468934.1
OG0000359	CARHR235360	XP_018450215.1, XP_018449978.1, XP_018449329.1, XP_018480446.1
OG0000359	CARHR235380	XP_018449681.1, XP_018483820.1, XP_018451599.1
OG0000359	CARHR235370	XP_018451783.1, XP_018449654.1, XP_018480659.1, XP_018480778.1, XP_018451587.1
OG0000362	CARHR266430, CARHR150180	XP_018473923.1, XP_018477522.1, XP_018459334.1
OG0000363	CARHR119900	XP_018485026.1, XP_018485017.1
OG0000365	CARHR227340	XP_018469591.1
OG0000365	CARHR025540, CARHR025530	XP_018479685.1
OG0000367	CARHR253970, CARHR024610	XP_018473880.1
OG0000368	CARHR155150, CARHR155070	XP_018455305.1
OG0000368	CARHR154970	XP_018438922.1, XP_018437014.1
OG0000369	CARHR293630, CARHR283580, CARHR058390, CARHR059500, CARHR186430, CARHR116680	XP_018448809.1, XP_018448806.1, XP_018448805.1, XP_018448808.1, XP_018448804.1, XP_018461801.1, XP_018477225.1, XP_018477643.1, XP_018477675.1, XP_018488001.1, XP_018477620.1, XP_018482159.1, XP_018488288.1, XP_018490867.1, XP_018473755.1, XP_018442004.1, XP_018466466.1, XP_018477202.1, XP_018466316.1
OG0000369	CARHR221010	XP_018483026.1, XP_018481945.1
OG0000370	CARHR288600, CARHR033590, CARHR288590, CARHR100310, CARHR288580	XP_018466289.1, XP_018487678.1
OG0000371	CARHR034450	XP_018469428.1
OG0000376	CARHR051720	XP_018438086.1, XP_018465350.1, XP_018438085.1
OG0000376	CARHR011030	XP_018492814.1
OG0000376	CARHR051710	XP_018454190.1
OG0000377	CARHR245750	XP_018483012.1
OG0000377	CARHR058550, CARHR058530, CARHR058590, CARHR245740	XP_018452449.1
OG0000377	CARHR245720	XP_018480510.1
OG0000377	CARHR245730	XP_018483013.1, XP_018468499.1
OG0000379	CARHR144670	XP_018484938.1, XP_018484933.1, XP_018457428.1
OG0000379	CARHR164050	XP_018477742.1, XP_018462799.1
OG0000379	CARHR144630	XP_018436840.1
OG0000380	CARHR157270	XP_018454938.1, XP_018452468.1
OG0000380	CARHR036840, CARHR118680, CARHR285940, CARHR183820, CARHR273750, CARHR273860	XP_018453508.1, XP_018455404.1, XP_018455403.1, XP_018476335.1, XP_018481847.1, XP_018455379.1
OG0000381	CARHR072160, CARHR072170	XP_018469688.1, XP_018459825.1
OG0000381	CARHR079970	XP_018435296.1, XP_018435294.1
OG0000382	CARHR250680, CARHR250610	XP_018476364.1, XP_018475471.1, XP_018475624.1, XP_018456025.1, XP_018456021.1
OG0000382	CARHR131810	XP_018440550.1, XP_018464081.1
OG0000383	CARHR164490, CARHR164480	XP_018480126.1, XP_018464294.1, XP_018444683.1
OG0000384	CARHR174500, CARHR174480, CARHR174510	XP_018438321.1
OG0000384	CARHR174490, CARHR089510	XP_018438605.1, XP_018438604.1, XP_018466771.1
OG0000385	CARHR116890	XP_018489775.1, XP_018436591.1
OG0000388	CARHR092870, CARHR151230	XP_018466128.1, XP_018487180.1
OG0000388	CARHR267450, CARHR190050, CARHR179180, CARHR153480	XP_018441355.1, XP_018441356.1
OG0000388	CARHR095050	XP_018437906.1
OG0000389	CARHR179630, CARHR179650, CARHR274280, CARHR274270, CARHR270410, CARHR105990, CARHR152840, CARHR152780, CARHR270430, CARHR270420, CARHR270400, CARHR270450	XP_018468526.1, XP_018468219.1, XP_018464821.1
OG0000390	CARHR022740	XP_018434276.1
OG0000390	CARHR022730	XP_018447999.1, XP_018483746.1
OG0000390	CARHR022720	XP_018481831.1
OG0000390	CARHR022750	XP_018434825.1
OG0000391	CARHR066340, CARHR066300, CARHR066320, CARHR066310, CARHR066330, CARHR066290, CARHR066360	XP_018442714.1, XP_018445738.1
OG0000391	CARHR196560	XP_018472646.1, XP_018468925.1, XP_018445325.1, XP_018443293.1
OG0000391	CARHR084950	XP_018483324.1, XP_018493441.1, XP_018487059.1
OG0000392	CARHR185400, CARHR216970, CARHR232710	XP_018478422.1, XP_018469803.1, XP_018455004.1, XP_018450965.1
OG0000393	CARHR263220	XP_018463346.1
OG0000393	CARHR103170	XP_018443989.1
OG0000394	CARHR043000	XP_018487880.1
OG0000394	CARHR090630	XP_018433775.1
OG0000395	CARHR014460	XP_018451077.1, XP_018436585.1, XP_018481469.1
OG0000396	CARHR119440	XP_018459224.1, XP_018478799.1, XP_018436470.1, XP_018474539.1, XP_018463543.1, XP_018458839.1, XP_018473803.1, XP_018473802.1, XP_018465263.1, XP_018459704.1, XP_018458061.1, XP_018448905.1, XP_018448909.1, XP_018448856.1, XP_018473655.1, XP_018443773.1, XP_018461977.1, XP_018479724.1, XP_018446420.1, XP_018477039.1, XP_018477038.1, XP_018460760.1, XP_018460746.1, XP_018460320.1, XP_018476157.1
OG0000397	CARHR106550, CARHR107430	XP_018462305.1, XP_018438408.1
OG0000398	CARHR101890	XP_018487718.1
OG0000399	CARHR001910	XP_018454509.1, XP_018472644.1
OG0000399	CARHR009120	XP_018448987.1, XP_018448986.1, XP_018434594.1
OG0000402	CARHR289020	XP_018457860.1, XP_018462835.1, XP_018466150.1
OG0000402	CARHR177820, CARHR292110, CARHR292450, CARHR289650, CARHR289030	XP_018483171.1
OG0000403	CARHR251840	XP_018473392.1
OG0000404	CARHR170770	XP_018465744.1
OG0000404	CARHR235030	XP_018479957.1, XP_018479071.1
OG0000405	CARHR089280	XP_018490000.1
OG0000405	CARHR033150, CARHR033140	XP_018468867.1
OG0000405	CARHR275230	XP_018454085.1
OG0000405	CARHR203560	XP_018435396.1, XP_018437636.1
OG0000406	CARHR273440, CARHR007590	XP_018487012.1, XP_018436510.1
OG0000407	CARHR005930, CARHR002610, CARHR002600, CARHR025430, CARHR142610	XP_018487430.1
OG0000407	CARHR011680	XP_018448617.1, XP_018448616.1
