Orthogroup	Cardamine_hirsuta	Arabidopsis_lyrata_NCBI
OG0000235	CARHR133380	XP_020885592.1, XP_020883752.1, XP_002862453.1
OG0000235	CARHR170750	XP_002870599.2
OG0000236	CARHR062590, CARHR062610	XP_020886731.1
OG0000236	CARHR062600	XP_020865841.1
OG0000236	CARHR000080, CARHR100230, CARHR102630	XP_020865699.1
OG0000237	CARHR043980, CARHR044120	XP_020881383.1
OG0000237	CARHR238210, CARHR097380	XP_002885438.2
OG0000238	CARHR064110	XP_020872592.1, XP_002888798.1
OG0000238	CARHR064140	XP_002888800.1
OG0000238	CARHR185670	XP_002872296.1
OG0000238	CARHR023530, CARHR023500, CARHR023520, CARHR023510	XP_002874413.1
OG0000238	CARHR064120	XP_020891768.1
OG0000241	CARHR228610	XP_020873759.1
OG0000241	CARHR252730	XP_020876627.1
OG0000241	CARHR107520	XP_002872711.1
OG0000242	CARHR119540, CARHR119080, CARHR180810, CARHR264270, CARHR101660, CARHR102130, CARHR102230, CARHR102520	XP_020871231.1
OG0000242	CARHR175670	XP_020879188.1
OG0000243	CARHR028880, CARHR028810	XP_020867503.1, XP_020867501.1
OG0000244	CARHR252260, CARHR252270, CARHR252310, CARHR252320, CARHR252280	XP_020876482.1
OG0000244	CARHR252240	XP_020876490.1
OG0000244	CARHR251320, CARHR252330, CARHR252290	XP_002872741.1
OG0000244	CARHR251330	XP_020876452.1, XP_020877213.1, XP_020876461.1, XP_020876462.1
OG0000246	CARHR131170, CARHR131180	XP_002881469.1
OG0000246	CARHR131110	XP_020884151.1
OG0000246	CARHR131140, CARHR131130, CARHR131150, CARHR131160	XP_002881468.1
OG0000247	CARHR291820	XP_002868770.2
OG0000247	CARHR217360	XP_002867509.1
OG0000247	CARHR263700	XP_020871709.1, XP_002877687.1
OG0000247	CARHR101580, CARHR101880, CARHR101530	XP_002883538.1, XP_002883579.1, XP_020887089.1
OG0000248	CARHR063130	XP_020881593.1, XP_002887270.1, XP_002887273.1, XP_002887269.1
OG0000248	CARHR263070	XP_020872989.1
OG0000249	CARHR219480	XP_020888722.1
OG0000250	CARHR252250	XP_020876444.1
OG0000251	CARHR147300	XP_002876961.1, XP_002876962.1, XP_002876963.1
OG0000251	CARHR147330	XP_002876964.1
OG0000251	CARHR147340	XP_020882087.1
OG0000251	CARHR271060	XP_002866197.1
OG0000252	CARHR048360, CARHR048350, CARHR048370	XP_002887975.1, XP_002887974.1
OG0000252	CARHR071040	XP_002887689.1
OG0000252	CARHR071060, CARHR071050	XP_020891652.1
OG0000253	CARHR087080	XP_002884912.1
OG0000253	CARHR083850	XP_002884737.1
OG0000253	CARHR210880	XP_002873056.1
OG0000254	CARHR290080	XP_002870217.1
OG0000254	CARHR290060, CARHR290070	XP_020872405.1
OG0000254	CARHR290100	XP_002870219.1
OG0000256	CARHR024770	XP_020886139.1
OG0000256	CARHR099690	XP_002885520.2, XP_020886710.1
OG0000257	CARHR069250, CARHR069290, CARHR069270	XP_002887614.1
OG0000257	CARHR069280, CARHR069310, CARHR284300	XP_020871178.1
OG0000259	CARHR135220, CARHR117790	XP_020883633.1
OG0000260	CARHR247220	XP_020872429.1
OG0000260	CARHR260330	XP_020873005.1
OG0000260	CARHR264830	XP_020881315.1, XP_002862576.1
OG0000262	CARHR046930	XP_020891397.1
OG0000266	CARHR266730, CARHR253160	XP_002865985.2, XP_020867313.1
OG0000269	CARHR273300	XP_002864649.1
OG0000269	CARHR053220	XP_002888167.1
OG0000269	CARHR122830	XP_020883555.1
OG0000270	CARHR055280	XP_020890701.1
OG0000270	CARHR012890	XP_020867010.1
OG0000270	CARHR151310	XP_020890693.1
OG0000270	CARHR048490, CARHR055240	XP_020890515.1
OG0000273	CARHR266740	XP_020878066.1
OG0000273	CARHR284830, CARHR266760	XP_020881848.1
OG0000275	CARHR175770	XP_002866883.1
OG0000275	CARHR041170, CARHR041160	XP_020872234.1
OG0000275	CARHR185060, CARHR185040	XP_002886688.1, XP_002872307.1, XP_020879009.1, XP_020879174.1
OG0000275	CARHR246950	XP_020872235.1
OG0000277	CARHR020400	XP_020867393.1
OG0000278	CARHR215670	XP_020875511.1
OG0000278	CARHR215220	XP_002870549.2
OG0000278	CARHR215570, CARHR215560, CARHR215610	XP_002870533.1, XP_002870532.1
OG0000278	CARHR215640, CARHR215620, CARHR215650, CARHR215200	XP_020875512.1, XP_020873117.1, XP_020875510.1
OG0000279	CARHR094510	XP_020885653.1
OG0000279	CARHR031350, CARHR031360	XP_002865315.1
OG0000279	CARHR177740, CARHR257320, CARHR177410, CARHR177420, CARHR152170, CARHR177900, CARHR221580, CARHR177780, CARHR177760, CARHR177770, CARHR178120, CARHR177310, CARHR177790, CARHR177800, CARHR178860, CARHR178130, CARHR180680	XP_020880901.1, XP_020870359.1, XP_002865312.2, XP_020879319.1, XP_002865311.2
OG0000282	CARHR229730	XP_020873572.1, XP_020873565.1
OG0000282	CARHR229580	XP_002869836.1
OG0000282	CARHR229030, CARHR229040	XP_020873595.1, XP_020873496.1
OG0000284	CARHR285950, CARHR256150, CARHR177480	XP_020870361.1, XP_020870665.1, XP_020881798.1, XP_020872647.1, XP_020871484.1, XP_020869117.1
OG0000285	CARHR227980	XP_002867852.2
OG0000285	CARHR234950	XP_020873274.1
OG0000286	CARHR178840	XP_002863596.2
OG0000286	CARHR232240	XP_002867613.2
OG0000286	CARHR175950, CARHR174900	XP_020868786.1
OG0000289	CARHR175550	XP_020886439.1, XP_020889388.1, XP_020887166.1, XP_020886437.1
OG0000291	CARHR103190, CARHR103130	XP_002883696.1, XP_020886867.1, XP_002883695.1
OG0000291	CARHR103220, CARHR103210	XP_002883688.1
OG0000294	CARHR197660	XP_020879531.1, XP_020876591.1, XP_020869571.1
OG0000294	CARHR198380	XP_020879520.1
OG0000295	CARHR035800	XP_020866817.1, XP_020866818.1
OG0000295	CARHR004430	XP_020868018.1
OG0000295	CARHR100860	XP_020888216.1, XP_002885658.1
OG0000296	CARHR285460, CARHR285480	XP_020874639.1, XP_002864614.1
OG0000296	CARHR272760, CARHR053670, CARHR272770	XP_020871535.1, XP_020871085.1, XP_020871516.1, XP_020871467.1, XP_020871600.1, XP_020871468.1, XP_020871433.1, XP_020870866.1, XP_020879394.1
OG0000296	CARHR272750	XP_020869658.1
OG0000298	CARHR033100	XP_002885936.1, XP_002891052.1, XP_020866089.1, XP_020866347.1
OG0000298	CARHR033050	XP_002891050.1
OG0000300	CARHR166000	XP_020872734.1, XP_002877052.1
OG0000300	CARHR264620, CARHR264630	XP_020890816.1
OG0000301	CARHR139910, CARHR139920	XP_020884774.1
OG0000304	CARHR253260, CARHR253390	XP_020877194.1
OG0000305	CARHR017730	XP_002890206.2
OG0000305	CARHR260510, CARHR135390	XP_002893940.1, XP_020885575.1, XP_020884760.1, XP_002874576.1
OG0000306	CARHR214120, CARHR262590	XP_020873122.1
OG0000307	CARHR102040, CARHR102030	XP_020889281.1
OG0000307	CARHR041320	XP_002894303.2, XP_002894304.2, XP_002891555.1
OG0000307	CARHR219950, CARHR112870, CARHR216070, CARHR057800, CARHR216060, CARHR216110	XP_020865716.1, XP_020870689.1, XP_002892495.2
OG0000308	CARHR180250	XP_020871984.1, XP_002865428.1, XP_020873300.1
OG0000313	CARHR135320	XP_020882955.1, XP_002879861.1
OG0000314	CARHR213600	XP_020879586.1
OG0000314	CARHR006310	XP_020889577.1
OG0000315	CARHR284260	XP_020868525.1
OG0000318	CARHR062770, CARHR062740	XP_020890540.1
OG0000318	CARHR004290	XP_002885626.2
OG0000321	CARHR095140, CARHR040120	XP_020866713.1
OG0000321	CARHR055410	XP_002886753.1
OG0000322	CARHR259720	XP_002862832.1, XP_020871126.1, XP_020871462.1, XP_020865960.1
OG0000323	CARHR262010	XP_020873004.1
OG0000323	CARHR018200	XP_020868339.1
OG0000325	CARHR004130	XP_002892239.1
OG0000325	CARHR127110	XP_020883979.1
OG0000325	CARHR126540	XP_020884955.1
OG0000325	CARHR004140	XP_002889523.1
OG0000326	CARHR112590	XP_020886472.1
OG0000326	CARHR083130	XP_020886567.1
OG0000327	CARHR120100, CARHR226410, CARHR226430	XP_002867931.1
OG0000329	CARHR220880	XP_002870302.1
OG0000329	CARHR263580	XP_002870810.1, XP_002870811.1, XP_002870812.1
OG0000329	CARHR263590	XP_002870813.1
OG0000330	CARHR065890, CARHR065920, CARHR065910, CARHR065900	XP_002887463.1
OG0000330	CARHR065880	XP_002887457.1
OG0000331	CARHR249810	XP_020877038.1
OG0000331	CARHR001810	XP_020867795.1
OG0000331	CARHR092710	XP_020889164.1
OG0000332	CARHR050960, CARHR050950	XP_020890048.1, XP_020890047.1
OG0000332	CARHR050930	XP_020890111.1
OG0000332	CARHR050970, CARHR050980	XP_020890044.1
OG0000332	CARHR050860	XP_020890039.1, XP_020890057.1
OG0000335	CARHR170350	XP_020882480.1
OG0000336	CARHR054330	XP_002886727.1, XP_020870323.1
OG0000336	CARHR183900	XP_002892517.1
OG0000339	CARHR188470, CARHR188490	XP_002874234.1
OG0000339	CARHR218850	XP_020877153.1
OG0000341	CARHR038610	XP_002891297.2, XP_020866157.1
OG0000342	CARHR092860	XP_020884394.1, XP_020889163.1
OG0000344	CARHR292150	XP_002892766.1
OG0000345	CARHR203880	XP_020877760.1
OG0000345	CARHR006290	XP_020868529.1, XP_002865409.1
OG0000345	CARHR203890	XP_002873405.1
OG0000345	CARHR003600, CARHR203870	XP_002892204.1
OG0000346	CARHR163180	XP_002876198.1
OG0000346	CARHR147230	XP_002875312.1
OG0000346	CARHR147220	XP_002876953.1
OG0000346	CARHR163190	XP_002876199.1
OG0000346	CARHR163200	XP_020881893.1
OG0000347	CARHR141230	XP_020885426.1
OG0000347	CARHR171770	XP_020881574.1
OG0000347	CARHR230740	XP_020873658.1
OG0000347	CARHR000730	XP_020869191.1
OG0000347	CARHR248520	XP_002872953.1
OG0000348	CARHR286050	XP_002863075.1, XP_002863942.1, XP_002863941.1
OG0000349	CARHR273230, CARHR273250	XP_020871259.1
OG0000349	CARHR273130	XP_020871262.1, XP_020871260.1
OG0000350	CARHR097870	XP_002877153.1, XP_020889498.1, XP_002883330.1, XP_002883331.1, XP_020886120.1
OG0000351	CARHR086360	XP_020885147.1, XP_002880843.1
OG0000355	CARHR274100	XP_002864686.1
OG0000355	CARHR244920, CARHR118860, CARHR244890	XP_020875559.1
OG0000356	CARHR117170, CARHR178010	XP_020883519.1
OG0000356	CARHR117180	XP_020885762.1, XP_020885757.1
OG0000356	CARHR117150	XP_002880608.1
OG0000356	CARHR117270	XP_020885753.1
OG0000357	CARHR128500, CARHR029510	XP_002893588.2, XP_002890838.2
OG0000358	CARHR041640	XP_002891641.1, XP_002891287.1
OG0000359	CARHR267340	XP_020866009.1
OG0000359	CARHR235360	XP_020875469.1
OG0000359	CARHR235380	XP_002869552.1
OG0000359	CARHR235370	XP_002869553.1
OG0000362	CARHR266430, CARHR150180	XP_020884558.1
OG0000363	CARHR045650	XP_020867799.1
OG0000363	CARHR071990	XP_020865762.1
OG0000364	CARHR135700	XP_002881726.1, XP_002879874.1, XP_002881728.1
OG0000365	CARHR025550	XP_002890663.1
OG0000365	CARHR227340	XP_020874932.1
OG0000365	CARHR025540	XP_020868576.1
OG0000365	CARHR025530	XP_002890659.1
OG0000367	CARHR063110, CARHR263620, CARHR063120	XP_020891609.1
OG0000367	CARHR198280, CARHR198270	XP_002873703.2, XP_002873704.2
OG0000367	CARHR253970, CARHR024610	XP_020866398.1
OG0000368	CARHR155100	XP_020880212.1
OG0000368	CARHR155150, CARHR155070	XP_002877501.1, XP_020881922.1
OG0000368	CARHR155090	XP_002877506.1, XP_020880210.1
OG0000368	CARHR155030	XP_002877507.1, XP_002877508.1
OG0000368	CARHR154970	XP_020879738.1
OG0000369	CARHR293630, CARHR283580, CARHR058390, CARHR059500, CARHR186430, CARHR116680	XP_020871775.1, XP_020877424.1, XP_020872669.1, XP_020890208.1, XP_020877244.1, XP_020881008.1, XP_020890264.1
OG0000370	CARHR033610, CARHR100280, CARHR100270, CARHR288610, CARHR033580	XP_002883509.2, XP_002883512.2
OG0000371	CARHR102540	XP_020875171.1
OG0000376	CARHR051720	XP_020890100.1
OG0000376	CARHR011030	XP_020869788.1
OG0000376	CARHR051710	XP_002886599.1
OG0000376	CARHR051700	XP_020890101.1
OG0000377	CARHR245750	XP_020873168.1
OG0000377	CARHR058550, CARHR058530, CARHR058590	XP_020865922.1, XP_002888509.2
OG0000377	CARHR245720	XP_020874750.1
OG0000377	CARHR245730	XP_002866955.2
OG0000379	CARHR144670	XP_020879860.1
OG0000379	CARHR164050	XP_002877959.1
OG0000379	CARHR144630	XP_020879861.1
OG0000379	CARHR049930	XP_020891047.1
OG0000380	CARHR157270	XP_020867728.1
OG0000380	CARHR036840, CARHR118680, CARHR285940, CARHR183820, CARHR273750, CARHR273860	XP_002866375.1, XP_002862953.1, XP_002864667.1
OG0000381	CARHR072160	XP_002889204.1
OG0000382	CARHR250680	XP_002872840.1, XP_002872839.1
OG0000382	CARHR250610	XP_020876136.1
OG0000382	CARHR131810	XP_020882973.1
OG0000383	CARHR164490, CARHR164480	XP_020880743.1, XP_002877115.2, XP_002877989.2, XP_020879875.1
OG0000384	CARHR174500	XP_002863381.1
OG0000384	CARHR174480	XP_002863379.1
OG0000384	CARHR174510	XP_002863382.1
OG0000384	CARHR174490, CARHR089510	XP_002863380.1
OG0000385	CARHR116890	XP_020875226.1, XP_020888292.1
OG0000385	CARHR239600	XP_002867283.1
OG0000386	CARHR033250	XP_002893794.1
OG0000386	CARHR033240	XP_002893793.1
OG0000386	CARHR033230	XP_002893792.1
OG0000386	CARHR033280	XP_002893796.1
OG0000386	CARHR033290	XP_002891067.1
OG0000386	CARHR292740	XP_002891068.2
OG0000388	CARHR092870	XP_002885216.1
OG0000388	CARHR267450	XP_002864312.1, XP_020870195.1
OG0000388	CARHR190050, CARHR179180, CARHR153480	XP_002872057.1
OG0000388	CARHR095050	XP_002885786.1
OG0000389	CARHR270410, CARHR105990, CARHR152840, CARHR152780, CARHR270430, CARHR270420, CARHR270400	XP_020890802.1, XP_020890804.1, XP_020865791.1
OG0000389	CARHR270450	XP_020865827.1
OG0000390	CARHR022740	XP_002893223.1
OG0000390	CARHR022730	XP_020870867.1
OG0000390	CARHR022720	XP_020870868.1
OG0000391	CARHR196560	XP_020877326.1, XP_020875884.1
OG0000391	CARHR084950	XP_020887377.1
OG0000392	CARHR017550	XP_002890198.2
OG0000392	CARHR017540	XP_020870155.1
OG0000392	CARHR185400, CARHR216970, CARHR232710	XP_020873585.1, XP_020873586.1
OG0000393	CARHR263220	XP_002868738.1
OG0000393	CARHR103170	XP_002868798.2, XP_002868743.1, XP_002868742.1, XP_002868745.2
OG0000394	CARHR043000	XP_020870422.1
OG0000395	CARHR014460	XP_020870862.1
OG0000395	CARHR105730, CARHR105760, CARHR105770	XP_002885959.1
OG0000396	CARHR119440	XP_020878657.1, XP_020882005.1
OG0000397	CARHR091750	XP_020889179.1, XP_002882991.2, XP_002882989.2
OG0000397	CARHR148110	XP_020865892.1
OG0000397	CARHR293580	XP_020888360.1
OG0000398	CARHR101890	XP_020875888.1
OG0000399	CARHR001910	XP_002889409.1
OG0000399	CARHR009120	XP_020867895.1
OG0000402	CARHR289020	XP_002865045.1
OG0000402	CARHR177820, CARHR292110, CARHR292450, CARHR289650, CARHR289030	XP_020885516.1
OG0000403	CARHR251850	XP_020876381.1
OG0000403	CARHR251840	XP_020876447.1, XP_002870317.2, XP_020874082.1, XP_020875313.1
OG0000404	CARHR235030	XP_020882951.1, XP_002893048.1, XP_020872469.1, XP_020872474.1, XP_020879689.1
OG0000405	CARHR089280	XP_002885048.2
OG0000405	CARHR089240	XP_002870550.1
OG0000405	CARHR033150, CARHR033140	XP_020866111.1
OG0000405	CARHR089260	XP_020886617.1
OG0000406	CARHR273440, CARHR007590	XP_002892419.1, XP_002875761.1, XP_002866354.1
OG0000407	CARHR005930, CARHR002610	XP_020870312.1
OG0000407	CARHR025430	XP_002890652.1
OG0000407	CARHR142610	XP_002880288.1
OG0000409	CARHR028100	XP_020885420.1
OG0000409	CARHR028090	XP_002891138.1, XP_020868242.1
OG0000409	CARHR028080, CARHR028050	XP_020868889.1, XP_020868885.1
OG0000411	CARHR117550, CARHR117600	XP_002878760.1, XP_002863681.1
OG0000412	CARHR196640	XP_020877332.1
OG0000412	CARHR215260	XP_002870545.1
OG0000412	CARHR292180	XP_020891044.1
OG0000412	CARHR093170	XP_020889182.1
OG0000413	CARHR088360, CARHR088350	XP_002882837.2
OG0000413	CARHR044870	XP_002894496.1
OG0000413	CARHR088340	XP_002882836.2
OG0000413	CARHR182690	XP_020890494.1
OG0000414	CARHR049420	XP_020865813.1
OG0000414	CARHR105130, CARHR106410	XP_020887850.1
OG0000414	CARHR221890	XP_020875754.1
OG0000414	CARHR097980	XP_020886757.1
OG0000415	CARHR286360	XP_020883764.1
OG0000419	CARHR129410	XP_002881384.2, XP_020884735.1
OG0000420	CARHR137680	XP_002879993.1
OG0000420	CARHR186080	XP_002874367.1
OG0000420	CARHR201040	XP_020879290.1
OG0000421	CARHR265630	XP_020879107.1
OG0000424	CARHR267950	XP_002864349.1
OG0000424	CARHR234870	XP_002867518.1
OG0000426	CARHR032310, CARHR032340, CARHR136030	XP_020868375.1
OG0000426	CARHR182090	XP_002883923.2
OG0000428	CARHR292240	XP_020871628.1, XP_002862473.2
OG0000429	CARHR054890	XP_002891987.1
OG0000429	CARHR168810	XP_020880517.1
OG0000429	CARHR168790	XP_002891988.1, XP_002878218.1, XP_002878213.1
OG0000430	CARHR228790	XP_002869850.1
OG0000430	CARHR252910	XP_002874805.1
OG0000430	CARHR050150	XP_020891025.1
OG0000430	CARHR103290	XP_002885799.1
OG0000431	CARHR052800	XP_002885960.2
OG0000431	CARHR051440	XP_002888099.1
OG0000432	CARHR038820	XP_020869736.1
OG0000433	CARHR234790, CARHR289420, CARHR234800, CARHR289410, CARHR058020	XP_020873782.1, XP_002869578.2, XP_020873778.1, XP_002869577.1
OG0000434	CARHR291870	XP_020875485.1, XP_002870840.1
OG0000434	CARHR034080, CARHR061160	XP_002893854.1
OG0000436	CARHR154360	XP_020880865.1
OG0000436	CARHR273490	XP_002864656.1
OG0000436	CARHR273500	XP_002864657.2
OG0000436	CARHR154370	XP_020880864.1
OG0000437	CARHR233780	XP_020871534.1, XP_020873821.1
OG0000437	CARHR110190	XP_002886024.1
OG0000439	CARHR064690	XP_002887396.1
OG0000439	CARHR179040, CARHR206880	XP_020891685.1, XP_002871200.1, XP_020888125.1
OG0000440	CARHR286140, CARHR286080, CARHR286060, CARHR286070, CARHR085380	XP_002863939.2
OG0000442	CARHR172740	XP_002876673.1, XP_020872236.1
OG0000442	CARHR261710	XP_020874721.1
OG0000443	CARHR240310	XP_002869276.1
OG0000443	CARHR115900	XP_002878859.1
OG0000443	CARHR202110	XP_002871465.1
OG0000443	CARHR188110	XP_002874255.1
OG0000444	CARHR125020	XP_002881172.1
OG0000444	CARHR169860	XP_002876506.1
OG0000444	CARHR005540	XP_002889581.1
OG0000445	CARHR189790	XP_002874145.1
OG0000445	CARHR157730	XP_020872123.1
OG0000446	CARHR190860, CARHR190870	XP_020879288.1
OG0000446	CARHR190880	XP_020879003.1
OG0000446	CARHR107640, CARHR189230	XP_020879284.1
OG0000448	CARHR292620	XP_020881129.1
OG0000449	CARHR169300	XP_020880494.1
OG0000449	CARHR169310	XP_020880524.1
OG0000450	CARHR150940	XP_020867472.1
OG0000450	CARHR215210	XP_002868530.1
OG0000450	CARHR179840, CARHR179880, CARHR179890, CARHR179750, CARHR179850, CARHR179820, CARHR179790, CARHR116510	XP_020873949.1, XP_020871028.1, XP_020874927.1, XP_020871029.1
OG0000451	CARHR228900	XP_020872570.1
OG0000451	CARHR052700	XP_020890146.1, XP_020890731.1, XP_020891235.1
OG0000452	CARHR048280	XP_002886425.1, XP_020891488.1
OG0000452	CARHR048290, CARHR048270	XP_002886426.2
OG0000457	CARHR078580, CARHR127370, CARHR003820	XP_002881278.1
OG0000458	CARHR028400	XP_002893548.1
OG0000458	CARHR028420	XP_020869685.1
OG0000458	CARHR028370, CARHR286910, CARHR028390	XP_002893547.1
OG0000459	CARHR108900	XP_020875067.1
OG0000459	CARHR219840	XP_020871265.1
OG0000460	CARHR088190	XP_020886129.1
OG0000460	CARHR270190	XP_002864463.1
OG0000460	CARHR233890	XP_020873839.1
OG0000460	CARHR044990	XP_002894500.1
OG0000462	CARHR227570, CARHR227590, CARHR227620, CARHR227580, CARHR221090, CARHR254770	XP_020872034.1, XP_002869911.1
OG0000463	CARHR287270	XP_020868804.1
OG0000463	CARHR105900, CARHR155330, CARHR155350	XP_020873036.1, XP_020882627.1
OG0000463	CARHR155360	XP_020882634.1
OG0000464	CARHR001520, CARHR000930	XP_002892092.1
OG0000466	CARHR284350	XP_002884527.1
OG0000467	CARHR274050	XP_002864683.1
OG0000467	CARHR188130	XP_020876275.1
OG0000468	CARHR134960, CARHR061710	XP_020884599.1
OG0000468	CARHR134120, CARHR134100	XP_002881642.1
OG0000468	CARHR130510	XP_020884707.1
OG0000469	CARHR176200, CARHR225580, CARHR169080	XP_020880610.1, XP_002863455.1, XP_020875079.1
OG0000470	CARHR240060	XP_002873596.2
OG0000470	CARHR290350	XP_002870105.1
OG0000471	CARHR219700	XP_020875496.1
OG0000471	CARHR219800	XP_020874394.1
OG0000473	CARHR000130	XP_020866566.1
OG0000473	CARHR000120	XP_002892018.2
OG0000473	CARHR131820	XP_002881545.2
OG0000474	CARHR003630	XP_020870451.1
OG0000474	CARHR180040	XP_020886615.1
OG0000474	CARHR110210	XP_002870188.2
OG0000475	CARHR219220	XP_020875636.1, XP_020886805.1
OG0000475	CARHR261640, CARHR216020	XP_020871017.1, XP_020874716.1, XP_020880771.1
OG0000475	CARHR050610	XP_020890091.1
OG0000476	CARHR186490, CARHR186690	XP_002874408.2, XP_002874407.2, XP_002872250.1
OG0000477	CARHR276320	XP_002864799.1
OG0000477	CARHR145200	XP_020879966.1
OG0000477	CARHR014840	XP_020868927.1
OG0000478	CARHR052650, CARHR078100	XP_002883482.1, XP_002883015.1
OG0000480	CARHR052230	XP_002886566.1
OG0000480	CARHR144740	XP_020881109.1
OG0000481	CARHR284150	XP_002888218.1
OG0000481	CARHR010120	XP_020870476.1
OG0000481	CARHR010110	XP_002889784.1
OG0000482	CARHR065170, CARHR065180	XP_002887427.2, XP_002887426.1
OG0000483	CARHR184910	XP_020880400.1
OG0000483	CARHR187250, CARHR187260	XP_020877847.1, XP_020876157.1
OG0000484	CARHR238200	XP_002867356.1
OG0000484	CARHR238190	XP_020875370.1, XP_020889704.1, XP_020865687.1
OG0000485	CARHR230730	XP_020873524.1
OG0000485	CARHR230700	XP_002867713.1, XP_020873851.1
OG0000485	CARHR230710	XP_020873533.1, XP_020873527.1
OG0000485	CARHR149360	XP_020887561.1
OG0000486	CARHR019430, CARHR019400, CARHR019410, CARHR189080	XP_020866607.1, XP_020869582.1
OG0000491	CARHR056050, CARHR157060, CARHR157050	XP_002875893.1, XP_020880365.1
OG0000491	CARHR157080	XP_002875894.1
OG0000491	CARHR157040	XP_020880364.1
OG0000491	CARHR157090, CARHR157100	XP_020880384.1
OG0000492	CARHR164620	XP_002877995.1
OG0000492	CARHR126780	XP_002881246.1
OG0000492	CARHR133660	XP_020884576.1
