Orthogroup	Cardamine_hirsuta	Eutrema_salsugineum
OG0000275	CARHR246950	XP_006411772.1
OG0000278	CARHR215670, CARHR215220	XP_006408609.2
OG0000282	CARHR229010, CARHR229580, CARHR229030, CARHR229040, CARHR229110, CARHR229050, CARHR229070, CARHR283650, CARHR229570	XP_024004517.1, XP_024004516.1
OG0000285	CARHR227980	XP_024005112.1
OG0000285	CARHR234950	XP_006413094.1
OG0000286	CARHR178840	XP_006396333.1
OG0000286	CARHR232240	XP_024004165.1
OG0000289	CARHR175550	XP_006415671.1
OG0000291	CARHR103190, CARHR103130	XP_024009515.1
OG0000294	CARHR197660	XP_006400088.2
OG0000294	CARHR198380	XP_024012273.1
OG0000295	CARHR027480, CARHR027430	XP_006415705.2
OG0000296	CARHR285460, CARHR285480	XP_006400992.1
OG0000296	CARHR272760, CARHR053670, CARHR272770	XP_024011989.1, XP_024011966.1, XP_024012425.1
OG0000296	CARHR272750	XP_024012145.1
OG0000298	CARHR033100	XP_006415074.1, XP_006415068.1, XP_006415075.2
OG0000298	CARHR033080, CARHR033050	XP_006415076.2
OG0000300	CARHR166780, CARHR258400	XP_024016300.1, XP_006394334.2
OG0000300	CARHR166000	XP_006403410.1
OG0000301	CARHR139910, CARHR139920	XP_024006006.1, XP_024014229.1
OG0000301	CARHR096590	XP_006404678.1
OG0000304	CARHR135560	XP_024004174.1
OG0000305	CARHR017730	XP_006413912.1
OG0000305	CARHR260510, CARHR135390	XP_006411287.1
OG0000306	CARHR214120, CARHR262590	XP_006402171.2, XP_006405728.2
OG0000307	CARHR220080	XP_006414877.1
OG0000307	CARHR219950, CARHR112870, CARHR216070, CARHR057800, CARHR216060, CARHR216110	XP_006394385.1
OG0000308	CARHR180280	XP_006403249.1, XP_006403251.1, XP_006403248.1, XP_006403252.1, XP_024013277.1, XP_006403255.1
OG0000314	CARHR213600	XP_024005553.1
OG0000314	CARHR006310	XP_024011383.1, XP_024015973.1, XP_024010526.1
OG0000316	CARHR057270	XP_006407057.2
OG0000318	CARHR073450, CARHR062770, CARHR062740, CARHR057010, CARHR016600, CARHR062730, CARHR062760	XP_024010631.1
OG0000318	CARHR004290	XP_006416157.2
OG0000321	CARHR095140, CARHR040120	XP_006406473.1, XP_006393188.1
OG0000322	CARHR259720	XP_024013303.1, XP_024012255.1, XP_024012517.1, XP_024008930.1, XP_024004891.1
OG0000325	CARHR004130	XP_006418097.1
OG0000325	CARHR127110	XP_006410450.1
OG0000325	CARHR004140	XP_024008616.1
OG0000326	CARHR112590	XP_006414687.1, XP_006414684.2, XP_006414683.2, XP_006414686.1
OG0000326	CARHR083130	XP_006406044.2, XP_006406046.1
OG0000327	CARHR089970	XP_006405569.1
OG0000327	CARHR226470	XP_006413834.1, XP_006413902.1
OG0000329	CARHR220880	XP_006414672.1
OG0000329	CARHR263560, CARHR263570	XP_006405680.1, XP_006405679.2, XP_006405676.1, XP_006405678.2, XP_006405677.2, XP_006405681.2, XP_006405675.1
OG0000330	CARHR065890, CARHR065920, CARHR065910, CARHR065900	XP_024008627.1
OG0000330	CARHR065880	XP_006390610.1
OG0000331	CARHR249810	XP_006396376.1
OG0000331	CARHR001810	XP_006418333.1
OG0000331	CARHR092710	XP_006406736.1
OG0000331	CARHR131330	XP_006410860.1
OG0000331	CARHR142440	XP_006397900.1
OG0000332	CARHR050930, CARHR051060, CARHR050990, CARHR051100, CARHR051090, CARHR051110, CARHR051120, CARHR050970, CARHR050980, CARHR050860	XP_006391998.1
OG0000335	CARHR170010	XP_006402644.2
OG0000336	CARHR183900	XP_006392360.1, XP_006392391.1
OG0000339	CARHR218850	XP_024004976.1
OG0000341	CARHR038710, CARHR038690, CARHR038330	XP_006417866.1
OG0000341	CARHR038610	XP_024006296.1
OG0000341	CARHR021380, CARHR021360	XP_006401972.1
OG0000342	CARHR092860	XP_024015029.1, XP_024014866.1
OG0000344	CARHR292150	XP_024007719.1
OG0000344	CARHR011460	XP_024007179.1
OG0000345	CARHR203880, CARHR006290	XP_024013255.1
OG0000345	CARHR203890	XP_006399428.2
OG0000345	CARHR003600	XP_006418147.1
OG0000346	CARHR147230	XP_006395576.1
OG0000346	CARHR147220	XP_006395577.1
OG0000346	CARHR163190	XP_024013545.1, XP_006403706.1
OG0000347	CARHR141230	XP_006397781.1
OG0000347	CARHR230740	XP_006413559.1
OG0000347	CARHR248520	XP_006396241.1
OG0000348	CARHR100730	XP_024007895.1, XP_024007894.1
OG0000349	CARHR273130	XP_024011593.1
OG0000350	CARHR097870	XP_024014973.1, XP_024014974.1
OG0000355	CARHR274100	XP_024013315.1, XP_024013316.1, XP_006400849.1
OG0000355	CARHR095150	XP_006406472.1
OG0000355	CARHR121680, CARHR121660, CARHR121670, CARHR121720	XP_006409893.2, XP_006405949.1
OG0000356	CARHR117170, CARHR178010	XP_024014118.1
OG0000356	CARHR117180	XP_024014113.1
OG0000356	CARHR117270	XP_024014112.1
OG0000357	CARHR128500, CARHR029510	XP_006415534.1, XP_006415536.1, XP_006415537.1
OG0000358	CARHR041650, CARHR259760	XP_024006233.1, XP_006393112.2
OG0000359	CARHR267340	XP_024012357.1
OG0000359	CARHR235360	XP_006413047.1
OG0000359	CARHR235380	XP_024005472.1
OG0000362	CARHR266430, CARHR150180	XP_006408822.2, XP_006397270.2
OG0000363	CARHR045650	XP_006395553.1
OG0000364	CARHR135700	XP_024003638.1, XP_006409746.1
OG0000365	CARHR025550	XP_006415920.1
OG0000365	CARHR227340	XP_006413856.1, XP_006413854.1
OG0000365	CARHR025540, CARHR025530	XP_006415921.1
OG0000367	CARHR253970, CARHR024610	XP_024008020.1
OG0000368	CARHR155020, CARHR155100, CARHR155150, CARHR155070, CARHR155090	XP_006418874.2, XP_024009622.1, XP_006418873.1
OG0000368	CARHR154970	XP_006418870.1
OG0000369	CARHR221010	XP_006397046.1, XP_006396824.1, XP_006396884.1
OG0000370	CARHR033610, CARHR100280, CARHR100270, CARHR288610, CARHR033580, CARHR288600, CARHR033590, CARHR288590, CARHR100310, CARHR288580	XP_024009974.1
OG0000376	CARHR051720	XP_006392125.1
OG0000376	CARHR051710	XP_006392126.1
OG0000376	CARHR051700	XP_006392127.1
OG0000377	CARHR245750	XP_006411898.1
OG0000377	CARHR058550, CARHR058530, CARHR058590, CARHR245740	XP_024004487.1
OG0000377	CARHR245720	XP_006393642.1
OG0000377	CARHR245730	XP_006411900.1, XP_006411901.1
OG0000379	CARHR144670	XP_006395818.1
OG0000379	CARHR164050	XP_006403613.1
OG0000379	CARHR144630	XP_024006961.1
OG0000379	CARHR049930	XP_024016059.1
OG0000380	CARHR157270	XP_024012512.1, XP_024012532.1, XP_006400936.1
OG0000380	CARHR036840, CARHR118680, CARHR285940, CARHR183820, CARHR273750, CARHR273860	XP_006400881.1, XP_024012520.1, XP_024012521.1, XP_006393432.1
OG0000381	CARHR079970	XP_006408057.1, XP_006405752.1
OG0000382	CARHR250680, CARHR250610	XP_006396450.1
OG0000382	CARHR131810	XP_006410963.1
OG0000384	CARHR174500, CARHR174480, CARHR174510	XP_006398389.1
OG0000385	CARHR117260, CARHR117000, CARHR119320, CARHR116890, CARHR239600	XP_024004600.1
OG0000388	CARHR092870	XP_024016650.1
OG0000388	CARHR267450	XP_006397366.1, XP_006401605.1, XP_006401607.2
OG0000388	CARHR095050	XP_006406482.1, XP_006406481.1
OG0000389	CARHR179630, CARHR179650, CARHR274280, CARHR274270	XP_024012476.1
OG0000389	CARHR270410, CARHR105990, CARHR152840, CARHR152780, CARHR270430, CARHR270420, CARHR270400, CARHR270450	XP_006409792.2
OG0000390	CARHR022730	XP_006416204.1, XP_006416205.1
OG0000390	CARHR022720	XP_024008916.1
OG0000390	CARHR022750	XP_024008649.1
OG0000391	CARHR066340, CARHR066300, CARHR066320, CARHR066310, CARHR066330, CARHR066290, CARHR066360	XP_006390568.1
OG0000391	CARHR084950	XP_024015047.1
OG0000392	CARHR017550	XP_006416751.1
OG0000392	CARHR185400, CARHR216970, CARHR232710	XP_006413319.1
OG0000393	CARHR263220	XP_006405658.1
OG0000393	CARHR103170	XP_024014651.1
OG0000394	CARHR043000	XP_006392866.1
OG0000395	CARHR014460	XP_006417058.1
OG0000396	CARHR119440	XP_024010215.1
OG0000397	CARHR148110	XP_024012172.1
OG0000399	CARHR001910	XP_006418323.1
OG0000399	CARHR009120	XP_006417597.1
OG0000402	CARHR289020	XP_024006781.1
OG0000402	CARHR177820, CARHR292110, CARHR292450	XP_024006782.1
OG0000403	CARHR251850	XP_006396576.1
OG0000403	CARHR251840	XP_024009935.1, XP_024009575.1, XP_006418804.2
OG0000404	CARHR235030	XP_006405084.2, XP_024014917.1, XP_024004453.1
OG0000405	CARHR275230	XP_006394502.2
OG0000405	CARHR203560	XP_024012331.1
OG0000406	CARHR273440, CARHR007590	XP_006417777.1, XP_006400905.1, XP_006418972.1
OG0000407	CARHR005930, CARHR002610, CARHR002600, CARHR025430, CARHR142610	XP_006397915.1, XP_024015422.1
OG0000407	CARHR011680	XP_024004900.1
OG0000407	CARHR142620	XP_006397916.1
OG0000409	CARHR028100	XP_024008673.1
OG0000409	CARHR028080, CARHR028050	XP_024008361.1
OG0000410	CARHR253620	XP_006396746.1
OG0000411	CARHR117550, CARHR117600	XP_006419063.1
OG0000412	CARHR196640	XP_006400196.1
OG0000412	CARHR215260	XP_006405853.1
OG0000412	CARHR292180	XP_006391364.1
OG0000412	CARHR093170	XP_006406687.1
OG0000413	CARHR088360, CARHR088350	XP_006415181.1, XP_006407188.1, XP_006407189.1
OG0000413	CARHR044870	XP_006392671.1
OG0000413	CARHR088340	XP_006407190.1
OG0000414	CARHR049420	XP_006391857.1
OG0000414	CARHR105130, CARHR106410	XP_006409711.1
OG0000414	CARHR221890	XP_006414560.1
OG0000415	CARHR286360	XP_024014626.1, XP_024005320.1
OG0000419	CARHR129410	XP_006410685.1
OG0000419	CARHR133760	XP_006411033.2, XP_024008104.1
OG0000420	CARHR201040	XP_006399726.2
OG0000421	CARHR265630	XP_006401798.1
OG0000424	CARHR267950	XP_006401550.1
OG0000424	CARHR234870	XP_006413100.1
OG0000424	CARHR041080	XP_006393086.1
OG0000424	CARHR096480	XP_006406360.1
OG0000426	CARHR182090	XP_006409386.2, XP_024010333.1
OG0000428	CARHR292240	XP_024013624.1, XP_024010341.1, XP_024007943.1, XP_024010451.1, XP_024004969.1, XP_024007771.1, XP_024013942.1, XP_024004070.1, XP_024011239.1, XP_024010255.1, XP_024013393.1, XP_024007315.1, XP_024010656.1, XP_024011264.1, XP_024014459.1, XP_024004964.1, XP_024013614.1, XP_024013943.1, XP_024015946.1, XP_024006517.1, XP_024006431.1, XP_024004956.1, XP_024011298.1, XP_024014046.1, XP_024014722.1, XP_024010397.1, XP_024014767.1, XP_024009489.1, XP_024016205.1, XP_024010338.1, XP_024013686.1, XP_024014011.1, XP_024013390.1
OG0000428	CARHR286290	XP_024009713.1
OG0000429	CARHR168790	XP_024012759.1
OG0000430	CARHR228790	XP_006413700.1
OG0000430	CARHR252910	XP_006396679.1
OG0000430	CARHR050150	XP_006391930.1
OG0000431	CARHR052800	XP_006392962.2, XP_024006208.1
OG0000432	CARHR227030, CARHR227040, CARHR227060, CARHR227020	XP_024005371.1
OG0000434	CARHR291870	XP_006405769.1
OG0000434	CARHR034080, CARHR061160	XP_006419002.1, XP_006419029.1
OG0000436	CARHR154360	XP_006418977.1
OG0000436	CARHR273490	XP_006400899.1
OG0000436	CARHR154370	XP_006418975.1
OG0000437	CARHR237210	XP_006412845.1
OG0000437	CARHR270460	XP_006401294.1
OG0000437	CARHR233780	XP_006413212.1
OG0000437	CARHR110190	XP_006408890.2
OG0000438	CARHR152860, CARHR151200, CARHR152850	XP_024004195.1
OG0000439	CARHR179040, CARHR206880	XP_006392340.1, XP_006399085.1
OG0000442	CARHR275070	XP_024007127.1
OG0000442	CARHR142770	XP_024010693.1
OG0000442	CARHR172740	XP_024012881.1
OG0000442	CARHR261710	XP_024014752.1
OG0000443	CARHR240310	XP_006412480.1
OG0000443	CARHR115900	XP_006405188.1
OG0000443	CARHR202110	XP_006399622.1
OG0000443	CARHR188110	XP_006394790.1
OG0000444	CARHR125020	XP_006410273.1
OG0000444	CARHR169860	XP_006402684.1
OG0000444	CARHR005550	XP_006417964.2
OG0000445	CARHR189790	XP_006394638.1, XP_006404202.1
OG0000446	CARHR190860, CARHR190870	XP_024011431.1
OG0000446	CARHR148780	XP_024012621.1
OG0000446	CARHR190880	XP_024012500.1
OG0000447	CARHR130390, CARHR206830, CARHR086060	XP_006407441.1, XP_006399080.1, XP_006410788.1
OG0000448	CARHR292580, CARHR292570	XP_024007562.1
OG0000448	CARHR292620	XP_006395369.1
OG0000449	CARHR169300, CARHR169310	XP_006396702.1, XP_024012746.1
OG0000450	CARHR215210	XP_006405660.2, XP_024014671.1, XP_024014679.1
OG0000450	CARHR179840, CARHR179880, CARHR179890, CARHR179750, CARHR179850, CARHR179820, CARHR179790, CARHR116510	XP_006409777.2
OG0000451	CARHR228900	XP_024005434.1
OG0000451	CARHR052700	XP_006395622.1
OG0000452	CARHR048280	XP_006391769.2
OG0000457	CARHR078580, CARHR127370, CARHR003820	XP_006408189.1
OG0000458	CARHR028400	XP_006415613.1
OG0000459	CARHR108900	XP_006413864.1, XP_006395915.1
OG0000460	CARHR088190	XP_024015449.1
OG0000460	CARHR270190	XP_024012323.1
OG0000460	CARHR233890	XP_006413205.2
OG0000463	CARHR287270	XP_006397433.1
OG0000463	CARHR155360	XP_006418893.1
OG0000467	CARHR274050	XP_024007583.1
OG0000468	CARHR134960, CARHR061710	XP_006411557.2
OG0000469	CARHR176200, CARHR225580, CARHR169080	XP_006414065.1, XP_006398262.1, XP_006402758.1
OG0000471	CARHR219700, CARHR219720	XP_006414852.1
OG0000471	CARHR219800	XP_024004360.1
OG0000472	CARHR037060	XP_024011329.1
OG0000473	CARHR131830	XP_024016836.1
OG0000473	CARHR000130	XP_006418508.2
OG0000473	CARHR000120	XP_024008949.1
OG0000474	CARHR003630	XP_006418142.1
OG0000474	CARHR180040	XP_024013128.1
OG0000475	CARHR050610	XP_006391972.1
OG0000476	CARHR186490, CARHR186690	XP_006419039.1, XP_006394913.1, XP_024006833.1
OG0000477	CARHR276320	XP_006394381.1
OG0000477	CARHR145200	XP_006395760.1
OG0000477	CARHR014840	XP_006417014.1
OG0000480	CARHR052230	XP_006392063.1
OG0000480	CARHR144770, CARHR144750	XP_006395808.1, XP_006395809.1
OG0000481	CARHR284150	XP_006392303.1
OG0000481	CARHR010120	XP_006417504.1
OG0000481	CARHR010110	XP_006417505.1
OG0000482	CARHR065170, CARHR065180, CARHR065160	XP_006390679.1
OG0000483	CARHR187250, CARHR187260	XP_006418706.1, XP_006394848.1, XP_024007503.1, XP_024011021.1
OG0000484	CARHR238190	XP_006412724.1
OG0000485	CARHR230730	XP_024004627.1
OG0000485	CARHR230700	XP_024008934.1
OG0000485	CARHR230710	XP_024004630.1
OG0000485	CARHR149360	XP_024004631.1
OG0000486	CARHR019430, CARHR019400, CARHR019410, CARHR189080, CARHR104640	XP_006404136.1, XP_006416568.1
OG0000491	CARHR056050, CARHR157060, CARHR157050	XP_024013467.1
OG0000491	CARHR157080	XP_006404277.1
OG0000492	CARHR164620	XP_024013791.1
OG0000492	CARHR126780	XP_006410416.1
OG0000492	CARHR133660	XP_006411118.1
OG0000493	CARHR058360, CARHR279290	XP_006394046.1
OG0000495	CARHR065140, CARHR154580	XP_024009377.1
OG0000496	CARHR156440, CARHR156430, CARHR156450	XP_024013422.1
OG0000496	CARHR156420	XP_024013574.1
OG0000496	CARHR156460	XP_006404341.1
OG0000497	CARHR065650	XP_006390626.1
OG0000497	CARHR088730	XP_024015180.1
OG0000497	CARHR044630	XP_006392695.1
OG0000498	CARHR087660	XP_006398366.1
OG0000498	CARHR195160	XP_024012352.1
OG0000498	CARHR107780, CARHR107790	XP_006409280.1, XP_006409277.1
OG0000499	CARHR096080	XP_006406313.1
OG0000501	CARHR032270	XP_006415136.1
OG0000501	CARHR256050	XP_006397047.2
OG0000501	CARHR256030	XP_006397045.1
OG0000502	CARHR263120	XP_006405642.1
OG0000506	CARHR272250, CARHR132920, CARHR107490, CARHR206050	XP_006409322.1, XP_024004213.1, XP_006411040.1
OG0000508	CARHR044660	XP_024006077.1
OG0000509	CARHR215530	XP_006414334.2, XP_024005837.1
OG0000509	CARHR223020	XP_006414335.1
OG0000510	CARHR261860, CARHR261870	XP_006405518.1
OG0000510	CARHR261890, CARHR261880	XP_024014648.1, XP_006405529.2
OG0000512	CARHR146100, CARHR187460	XP_006397457.1, XP_006412305.1, XP_006404524.1, XP_006404523.1
OG0000513	CARHR010420	XP_006418605.1
OG0000514	CARHR052930, CARHR154020, CARHR216890, CARHR121700, CARHR104360	XP_024005418.1, XP_024006587.1, XP_024010187.1
OG0000516	CARHR060200	XP_024004711.1
OG0000517	CARHR196080	XP_024011579.1
OG0000518	CARHR266510	XP_006401713.1
OG0000519	CARHR053020	XP_024006693.1
OG0000519	CARHR124120, CARHR124130, CARHR124150	XP_006409992.2, XP_006391376.1
OG0000520	CARHR012950, CARHR035990, CARHR182820	XP_006409424.1
OG0000520	CARHR012980	XP_006417207.2
OG0000521	CARHR278990, CARHR278980	XP_024007049.1
OG0000522	CARHR210740	XP_006398719.1
OG0000522	CARHR134240	XP_006411165.1
OG0000522	CARHR083900	XP_006407670.1
OG0000524	CARHR254550, CARHR254600, CARHR254540	XP_006396856.1
OG0000527	CARHR031850	XP_006416259.1, XP_006416257.1
OG0000527	CARHR022300, CARHR022290	XP_006416249.2
OG0000529	CARHR125180	XP_006410288.2
OG0000529	CARHR123630	XP_006410133.1
OG0000530	CARHR265700, CARHR265680, CARHR265710, CARHR265690	XP_006401786.1
OG0000531	CARHR188300, CARHR188360, CARHR188370, CARHR188310, CARHR188350	XP_006394762.1, XP_006394763.1
OG0000533	CARHR286620	XP_024014963.1
OG0000535	CARHR023260	XP_006416145.1
OG0000535	CARHR168410, CARHR168430, CARHR168400, CARHR168420	XP_024012737.1
OG0000536	CARHR215920, CARHR215900	XP_024016615.1
OG0000537	CARHR082530	XP_006407793.1
OG0000537	CARHR184200	XP_006395214.1
OG0000537	CARHR082540	XP_006407791.1
OG0000538	CARHR153120	XP_006395269.1
OG0000538	CARHR274860, CARHR274880, CARHR274890	XP_006409945.1
OG0000539	CARHR122630, CARHR122640, CARHR122450, CARHR122440	XP_024003660.1
OG0000540	CARHR124720	XP_006410241.1, XP_024004247.1, XP_006410240.1
OG0000540	CARHR124400, CARHR124580, CARHR124730	XP_006410225.1, XP_006410227.1, XP_006410226.1
OG0000542	CARHR010580	XP_006417465.1
OG0000542	CARHR053260	XP_006392226.1
OG0000542	CARHR024780, CARHR063060	XP_006390941.1
OG0000543	CARHR177670	XP_024013186.1
OG0000543	CARHR177590	XP_024011106.1
OG0000544	CARHR152800, CARHR226650, CARHR225340	XP_006413928.2
OG0000546	CARHR283630	XP_006407646.2, XP_024012555.1
OG0000547	CARHR138750, CARHR138760	XP_006397532.2
OG0000547	CARHR138720	XP_006410096.1
OG0000547	CARHR138740	XP_006397531.1
OG0000548	CARHR001950	XP_006405549.1
OG0000549	CARHR126770, CARHR127300	XP_006410444.1
OG0000549	CARHR126970	XP_006410443.1
OG0000552	CARHR168580	XP_006409748.2
OG0000553	CARHR101180	XP_006418685.1
OG0000554	CARHR253710, CARHR253700, CARHR253730, CARHR253720	XP_006396752.1, XP_006396754.1, XP_006396753.1, XP_006396751.1
OG0000555	CARHR097090	XP_006406302.1, XP_024015637.1
OG0000556	CARHR049900	XP_006391915.1, XP_006391916.1
OG0000557	CARHR292760, CARHR285920	XP_024013862.1
OG0000561	CARHR263090	XP_024014612.1
OG0000561	CARHR154070	XP_006395280.1
OG0000561	CARHR197820	XP_006400070.1
OG0000562	CARHR191090, CARHR155630	XP_006400750.1
OG0000563	CARHR172580	XP_006402395.1
OG0000563	CARHR124610, CARHR023850	XP_006416085.1
OG0000564	CARHR184330	XP_006395228.1
OG0000564	CARHR171400	XP_006402520.1, XP_006418083.1
OG0000565	CARHR011880	XP_006412775.2, XP_006412851.2, XP_006417342.2
OG0000565	CARHR011870	XP_006417343.1
OG0000567	CARHR221740, CARHR054030	XP_006414604.1, XP_024005765.1
OG0000567	CARHR145790, CARHR145270, CARHR215390, CARHR146690	XP_024014477.1
OG0000568	CARHR139410	XP_006397603.1
OG0000569	CARHR280390	XP_024007211.1
OG0000569	CARHR112890	XP_024013812.1
OG0000569	CARHR239210	XP_006412604.1
OG0000570	CARHR273100	XP_006400979.2, XP_006400942.2, XP_024012566.1, XP_024014430.1, XP_006405709.1
OG0000573	CARHR252430	XP_006396630.2
OG0000573	CARHR252440	XP_024010121.1
OG0000573	CARHR252450	XP_006396631.1
OG0000579	CARHR076040	XP_006408450.1
OG0000579	CARHR197790	XP_024012241.1
OG0000580	CARHR005640, CARHR124970	XP_006410266.1
OG0000580	CARHR124950, CARHR214280	XP_024004248.1
OG0000580	CARHR005650	XP_006417956.1
OG0000581	CARHR192260	XP_006400618.1
OG0000581	CARHR192500	XP_006400602.1
OG0000582	CARHR117250, CARHR191110	XP_024012428.1, XP_006400747.1
OG0000582	CARHR151600	XP_006419124.1
OG0000582	CARHR151610	XP_006419122.1
OG0000583	CARHR043730	XP_006392784.1
OG0000583	CARHR072060	XP_006389974.1
OG0000583	CARHR089730	XP_006407044.2
OG0000584	CARHR050810	XP_006391991.1
OG0000588	CARHR122760	XP_006410005.1
OG0000588	CARHR122730, CARHR122750	XP_024004258.1, XP_006410003.1
OG0000589	CARHR268550	XP_006401481.1
OG0000589	CARHR192820	XP_006400567.1
OG0000591	CARHR059300	XP_006391459.1
OG0000591	CARHR234300	XP_006413151.1
OG0000592	CARHR072070	XP_006389973.1
OG0000592	CARHR017490	XP_024008719.1, XP_006416752.1
OG0000592	CARHR235230	XP_024005525.1
OG0000593	CARHR071420	XP_006390039.1
OG0000593	CARHR094130, CARHR034950	XP_006406572.1, XP_006406571.1
OG0000595	CARHR051830, CARHR037390, CARHR051860	XP_006392096.1, XP_006392098.1
OG0000595	CARHR067250	XP_006390467.1
OG0000597	CARHR220380, CARHR152270, CARHR220390	XP_006414754.2, XP_024004916.1
OG0000597	CARHR220370	XP_024005706.1
OG0000598	CARHR243420	XP_006412322.1
OG0000598	CARHR245210	XP_006412143.1, XP_006412147.1
OG0000599	CARHR106570	XP_024016443.1
OG0000600	CARHR002150	XP_006418299.1
OG0000600	CARHR186280	XP_006394940.1
OG0000602	CARHR081240, CARHR081300	XP_024015286.1
OG0000602	CARHR240640	XP_024015447.1
OG0000603	CARHR081890	XP_006399593.2
OG0000603	CARHR081900, CARHR221320	XP_024004836.1
OG0000605	CARHR249080	XP_006396288.1
OG0000605	CARHR249940	XP_006402214.1, XP_024004538.1, XP_006396388.1
OG0000606	CARHR177030, CARHR177100	XP_006398189.2
OG0000609	CARHR293370	XP_006409352.1, XP_006409355.1
OG0000610	CARHR117280	XP_024014116.1
OG0000610	CARHR116950, CARHR118600, CARHR116900, CARHR118610	XP_006405004.1
OG0000613	CARHR163070	XP_006405119.1
OG0000613	CARHR272090	XP_006398779.1
OG0000614	CARHR064250	XP_024006017.1
