Raphanus_sativus	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
XP_018432620.1	485	AT3G23810.1	AT3G23810.1	orthologue	GO:0005737;GO:0003729;GO:0005829;GO:0033353;GO:0004013;GO:0005773;GO:0006730	Adenosylhomocysteinase 2 (AdoHcyase 2) (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase 1) (SAH hydrolase 2)
XP_018432621.1	293	AT3G11400.2, AT5G06000.1	AT3G11400.2	other	GO:0005737;GO:0005829;GO:0003743;GO:0006413;GO:0010494;GO:0003729;GO:0005515;GO:0005852;GO:0005886;GO:0005634;GO:0001732;GO:0003723;GO:0016282;GO:0033290;GO:0003676	Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Eukaryotic translation initiation factor 3 subunit 4)
XP_018432622.1	517	AT3G10410.1	AT3G10410.1	orthologue	GO:0004185;GO:0005773;GO:0000325;GO:0005576;GO:0006508	Serine carboxypeptidase-like 49 (EC 3.4.16.-)
XP_018432623.1	258	AT3G10400.1	AT3G10400.1	orthologue	GO:0000398;GO:0005634;GO:0051302;GO:0008270;GO:0032502;GO:0005689;GO:0003723;GO:0003676	U11/U12 small nuclear ribonucleoprotein 31 kDa protein (U11/U12 snRNP 31 kDa protein) (U11/U12-31K)
XP_018432624.1	493	AT3G01300.1	AT3G01300.1	other	GO:0031663;GO:0005515;GO:0005634;GO:0002221;GO:0010073;GO:0004674;GO:0016310;GO:0005886;GO:0007166;GO:0005524;GO:0006952;GO:0106310;GO:0004672;GO:0006468	Serine/threonine-protein kinase PBL35 (EC 2.7.11.1) (PBS1-like protein 35) (Receptor-like cytoplasmic kinase PBL35)
XP_018432625.1	390	AT1G52500.2	AT1G52500.2	orthologue	GO:0006284;GO:0005634;GO:0019104;GO:0003906;GO:0006281;GO:0003684;GO:0008534;GO:0140078;GO:0006979;GO:0008270;GO:0016829;GO:0003676;GO:0016799	Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase FPG1) (Formamidopyrimidine-DNA glycosylase 1) (AtFPG-1) (Formamidopyrimidine-DNA glycosylase 2) (AtFPG-2) (Protein MutM homolog 1) (AtMMH-1) (Protein MutM homolog 2) (AtMMH-2);MUTM homolog-1
XP_018432628.1	377	AT1G52510.1	AT1G52510.1	orthologue	GO:0009941;GO:0009507;GO:0003824;GO:0009570;GO:0004806;GO:0005634;GO:0019433	Alpha/beta-Hydrolases superfamily protein
XP_018432629.1	493	AT1G33110.1, AT1G33100.1, AT1G33090.1	AT1G33110.1	orthologue	GO:0005737;GO:0005634;GO:1990961;GO:0015297;GO:0022857;GO:0042910;GO:0016020;GO:0005886;GO:0055085	MATE efflux family protein;Protein DETOXIFICATION 20 (AtDTX20) (Multidrug and toxic compound extrusion protein 20) (MATE protein 20);Protein DETOXIFICATION 21 (AtDTX21) (Multidrug and toxic compound extrusion protein 21) (MATE protein 21);Protein DETOXIFICATION 22 (AtDTX22) (Multidrug and toxic compound extrusion protein 22) (MATE protein 22)
XP_018432630.1	723	AT3G04480.1	AT3G04480.1	orthologue	GO:0017178;GO:0017183;GO:0005575	Diphthine--ammonia ligase (EC 6.3.1.14) (Diphthamide synthase) (Diphthamide synthetase)
XP_018432631.1	797	AT3G13870.1	AT3G13870.1	orthologue	GO:0006888;GO:0030036;GO:0005886;GO:0005783;GO:0009932;GO:0005634;GO:0009832;GO:0005829;GO:0010053;GO:0005525;GO:0003924;GO:0000325;GO:0005737;GO:0016320;GO:0000139;GO:0005789	Protein ROOT HAIR DEFECTIVE 3 (EC 3.6.5.-) (Protein FRAGILE FIBER 4) (Protein SEY1 homolog 1)
XP_018432632.1	417	AT3G17500.1	AT3G17500.1	orthologue	GO:0008150;GO:0003674;GO:0005739;;GO:0005515	Putative F-box protein At3g17500
XP_018432633.1	399	AT3G17500.1	AT3G17500.1	orthologue	GO:0008150;GO:0003674;GO:0005739;;GO:0005515	Putative F-box protein At3g17500
XP_018432634.1	77	AT1G06820.1	AT1G06820.1	other	GO:0046608;GO:0016117;GO:0009662;GO:0009507;GO:0016491;GO:0031969;GO:0016116	Prolycopene isomerase, chloroplastic (CrtISO) (EC 5.2.1.13) (Carotenoid and chloroplast regulation protein 2) (Carotenoid isomerase);prolycopene isomerase (EC 5.2.1.13)
XP_018432636.1	77				GO:0016116	
XP_018432637.1	399	AT3G17500.1	AT3G17500.1	orthologue	GO:0008150;GO:0003674;GO:0005739;;GO:0005515	Putative F-box protein At3g17500
XP_018432638.1	593	AT1G06820.1	AT1G06820.1	orthologue	GO:0046608;GO:0016117;GO:0009662;GO:0009507;GO:0016491;GO:0031969;GO:0016116	Prolycopene isomerase, chloroplastic (CrtISO) (EC 5.2.1.13) (Carotenoid and chloroplast regulation protein 2) (Carotenoid isomerase);prolycopene isomerase (EC 5.2.1.13)
XP_018432639.1	365	AT3G20820.1	AT3G20820.1	orthologue	GO:0009506;GO:0005829;GO:0005886;GO:0048046;GO:0007165;GO:0009505;GO:0003674;GO:0005515	Leucine-rich repeat (LRR) family protein (Polygalacturonase inhibitor-like protein)
XP_018432640.1	526	AT1G09940.1	AT1G09940.1	orthologue	GO:0006783;GO:0033014;GO:0006782;GO:0006779;GO:0008883;GO:0009536;GO:0006979;GO:0015995;GO:0009507;GO:0050661	Glutamyl-tRNA reductase 2, chloroplastic (GluTR) (EC 1.2.1.70)
XP_018432641.1	429	AT5G62550.1	AT5G62550.1	orthologue	GO:0009507;GO:0003674	Microtubule-associated futsch-like protein
XP_018432642.1	128	AT3G16570.1	AT3G16570.1	orthologue	GO:0007267;GO:0045926;GO:0009741;GO:0048046;GO:0005576;GO:0019722;GO:0005179;GO:0009742;GO:0009506	Rapid alkalinization factor 23 (AtRALF23) (Protein RALF-like 23)
XP_018432643.1	419	AT5G64660.1	AT5G64660.1	orthologue	GO:0061630;GO:0016567;GO:0005634;GO:0004842	U-box domain-containing protein 27 (EC 2.3.2.27) (Plant U-box protein 27) (RING-type E3 ubiquitin transferase PUB27)
XP_018432644.1	194	AT1G33140.1, AT1G33120.1	AT1G33140.1	orthologue	GO:0009941;GO:0022625;GO:0002181;GO:0005634;GO:0003729;GO:0009506;GO:0009955;GO:0005737;GO:0019843;GO:0005773;GO:0003735;GO:0006412;GO:0022626;GO:0005730;GO:0000325;GO:0005840	Large ribosomal subunit protein uL6z/uL6y (60S ribosomal protein L9-1)
XP_018432645.1	590	AT3G21670.1	AT3G21670.1	orthologue	GO:0055085;GO:0010167;GO:0005829;GO:0015112;GO:0016020;GO:0015293;GO:0042128;GO:0022857	Protein NRT1/ PTR FAMILY 6.4 (AtNPF6.4) (Nitrate transporter 1.3)
XP_018432646.1	225	AT2G06530.1	AT2G06530.1	orthologue	GO:0010008;GO:0005515;GO:0015031;GO:0032509;GO:0070676;GO:0005771;GO:0000815;GO:0007034;GO:0016192;GO:0005770;GO:0045324;GO:0005739	SNF7 family protein;Vacuolar protein sorting-associated protein 2 homolog 1 (AtVPS2-1) (Charged multivesicular body protein 2 homolog 1) (ESCRT-III complex subunit VPS2 homolog 1) (SNF7-like protein)
XP_018432647.1	225	AT2G06530.1	AT2G06530.1	orthologue	GO:0010008;GO:0005515;GO:0015031;GO:0032509;GO:0070676;GO:0005771;GO:0000815;GO:0007034;GO:0016192;GO:0005770;GO:0045324;GO:0005739	SNF7 family protein;Vacuolar protein sorting-associated protein 2 homolog 1 (AtVPS2-1) (Charged multivesicular body protein 2 homolog 1) (ESCRT-III complex subunit VPS2 homolog 1) (SNF7-like protein)
XP_018432648.1	638	AT3G09670.1	AT3G09670.1	orthologue	GO:0035098;GO:0005515;GO:2000028;GO:0040029;GO:0006355;GO:0005634;GO:0009908	PWWP domain-containing protein 2
XP_018432649.1	142	AT5G02960.1	AT5G02960.1	other	GO:0022627;GO:0006412;GO:0022626;GO:0003729;GO:0005737;GO:0003735;GO:0005840;GO:0005886;GO:0015935	Small ribosomal subunit protein uS12y (40S ribosomal protein S23-2) (S12)
XP_018432650.1	601	AT3G24440.1	AT3G24440.1	orthologue	GO:0010048;GO:0009409;GO:0005677;GO:0009909;GO:0045814;GO:0005515;GO:0048575;GO:0040029;GO:0005634;GO:0016607;GO:0048572;GO:0008270;GO:0009908	Fibronectin type III domain-containing protein;VIN3-like protein 1 (Protein VERNALIZATION 5)
XP_018432651.1	529	AT1G08960.1	AT1G08960.1	orthologue	GO:0034399;GO:0006814;GO:0015079;GO:0005432;GO:0071805;GO:0008324;GO:0005886;GO:0006812;GO:0016020;GO:0015081;GO:0015297;GO:0055085	Cation/calcium exchanger 5 (Protein CATION EXCHANGER 11)
XP_018432652.1	389	AT3G09770.1	AT3G09770.1	other	GO:0061630;GO:1901527;GO:0004842;GO:0016567;GO:0009737;GO:0005886;GO:0090333;GO:0005634;GO:0005515;GO:0080144;GO:0008270;GO:0005737	E3 ubiquitin-protein ligase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase);Probable E3 ubiquitin-protein ligase LOG2 (EC 2.3.2.27) (Probable RING-type E3 ubiquitin transferase LOG2) (Protein LOSS OF GDU2) (RING finger protein 215)
XP_018432653.1	422	AT3G44110.1	AT3G44110.1	orthologue	GO:0009506;GO:0010494;GO:0004860;GO:0042026;GO:0006457;GO:0009911;GO:0005515;GO:0048573;GO:0051087;GO:0005737;GO:0005886;GO:0005730;GO:0009651;GO:0009408;GO:0005829;GO:0003729;GO:0051082;GO:0009505;GO:0030544;GO:0005524;GO:0008270;GO:0043462;GO:0031072	Chaperone protein dnaJ 3 (AtDjA3) (AtJ3);DNAJ homologue 3
XP_018432654.1	538	AT3G13930.1	AT3G13930.1	orthologue	GO:0009941;GO:0005739;GO:0045254;GO:0005829;GO:0006086;GO:0004742;GO:0005737;GO:0005507;GO:0016407;GO:0031405;GO:0005759;GO:0016746;GO:0006090	Dihydrolipoyllysine-residue acetyltransferase component 2 of pyruvate dehydrogenase complex, mitochondrial (EC 2.3.1.12) (Dihydrolipoamide S-acetyltransferase component 2 of pyruvate dehydrogenase complex) (Pyruvate dehydrogenase complex component E2 2) (PDC-E2 2) (PDCE2 2)
XP_018432655.1	705	AT1G17840.1	AT1G17840.1	orthologue	GO:0010345;GO:0010588;GO:0080051;GO:0005886;GO:0005515;GO:0015562;GO:0009737;GO:0042626;GO:0009611;GO:0009651;GO:0055085;GO:0042335;GO:0016887;GO:0015245;GO:0010222;GO:0009897;GO:0140359;GO:0042803;GO:0005634;GO:0015908;GO:0005524;GO:0016020	ABC transporter G family member 11 (ABC transporter ABCG.11) (AtABCG11) (Protein CUTICULAR DEFECT AND ORGAN FUSION 1) (Protein DESPERADO) (Protein PERMEABLE LEAVES 1) (White-brown complex homolog protein 11) (AtWBC11)
XP_018432656.1	476	AT1G32500.1	AT1G32500.1	orthologue	GO:0009507;GO:0016226;GO:0005515;GO:0009793;GO:0022857;GO:0010027;GO:0009570;GO:0009536	Protein ABCI7, chloroplastic (ABC transporter I family member 7) (ABC transporter ABCI.7) (AtABCI7) (Non-intrinsic ABC protein 6) (Plastid SufD-like protein)
XP_018432657.1	456	AT3G16850.1	AT3G16850.1	orthologue	GO:0000325;GO:0099503;GO:0005975;GO:0004650;GO:0005576;GO:0016829	Pectin lyase-like superfamily protein (Putative polygalacturonase)
XP_018432658.1	664	AT3G13070.1	AT3G13070.1	orthologue	GO:0031969;GO:0005886;GO:0050660;GO:0009941;GO:0015693;GO:0009706;GO:0005829	Putative DUF21 domain-containing protein At3g13070, chloroplastic (CBS domain-containing protein CBSDUFCH1)
XP_018432659.1	434	AT5G65280.1	AT5G65280.1	orthologue	GO:0005737;GO:0031179;GO:0019898;GO:0003674;GO:0005975;GO:0005886	GCR2-like 1;LanC-like protein GCL1 (G protein-coupled receptor 2-like protein 1) (Protein GCR2-like 1)
XP_018432660.1	132	AT4G01710.1, AT5G65274.1	AT4G01710.1	orthologue	GO:0051015;GO:0009825;GO:0005737;GO:0030041;GO:0007015;GO:0010090;GO:0005885;GO:0003779;GO:0034314;GO:0030833;GO:0030036;GO:0042995;GO:0015629	Actin-related protein 2/3 complex subunit 5A (Actin-related protein C5A) (Arp2/3 complex 16 kDa subunit) (p16-ARC) (Protein CROOKED);Actin-related protein 2/3 complex subunit 5B (Actin-related protein C5B) (Arp2/3 complex 16 kDa subunit) (p16-ARC)
XP_018432661.1	690	AT5G62630.1	AT5G62630.1	orthologue	GO:0003674;GO:0005886;GO:0009536;GO:0016020;GO:0016491;GO:0098552	HIPL2 protein
XP_018432662.1	361	AT1G08370.1	AT1G08370.1	orthologue	GO:0031087;GO:0005576;GO:0005634;GO:0005515;GO:0000932;GO:0000290;GO:0006952;GO:0003729;GO:0008047;GO:0042803;GO:0005737;GO:0006397;GO:0016787;GO:0043085	mRNA-decapping enzyme-like protein (EC 3.-.-.-) (DCP1 homolog)
XP_018432663.1	145	AT1G08380.1	AT1G08380.1	other	GO:0003729;GO:0009767;GO:0005576;GO:0009579;GO:0009768;GO:0009522;GO:0009507;GO:0005739;GO:0005515;GO:0009535	Photosystem I subunit O (PSI-O)
XP_018432664.1	99	AT1G06830.1	AT1G06830.1	orthologue	GO:0005634;GO:0005737;GO:0005515;GO:0006995;GO:0046872;GO:0051537	Monothiol glutaredoxin-S11 (AtGrxS11) (Protein ROXY 6)
XP_018432665.1	336	AT1G06850.1	AT1G06850.1	orthologue	GO:0006355;GO:0031490;GO:0005634;GO:0003700;GO:0000976;GO:0005829;GO:0005515;GO:0005737	AtbZIP transcription factor (Basic leucine-zipper 52) (Similar to bZIP transcription factors);Basic leucine-zipper 52
XP_018432666.1	487	AT1G19450.1	AT1G19450.1	orthologue	GO:0015144;GO:0055085;GO:0000325;GO:0015755;GO:0032922;GO:0016020;GO:0009705;GO:0022857;GO:0051119;GO:0008643	Sugar transporter ERD6-like 4
XP_018432667.1	694	AT1G17920.1	AT1G17920.1	orthologue	GO:0003700;GO:0000981;GO:0048497;GO:0005634;GO:0010091;GO:0030154;GO:0008289;GO:0005515;GO:0003677;GO:0006355	Homeobox-leucine zipper protein HDG12 (HD-ZIP protein HDG12) (Homeodomain GLABRA 2-like protein 12) (Homeodomain transcription factor HDG12) (Protein HOMEODOMAIN GLABROUS 12)
XP_018432668.1	389	AT3G09770.1	AT3G09770.1	other	GO:0061630;GO:1901527;GO:0004842;GO:0016567;GO:0009737;GO:0005886;GO:0090333;GO:0005634;GO:0005515;GO:0080144;GO:0008270;GO:0005737	E3 ubiquitin-protein ligase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase);Probable E3 ubiquitin-protein ligase LOG2 (EC 2.3.2.27) (Probable RING-type E3 ubiquitin transferase LOG2) (Protein LOSS OF GDU2) (RING finger protein 215)
XP_018432669.1	619	AT3G11590.1	AT3G11590.1	orthologue	GO:0003674;GO:0005634	At3g11590/F24K9_26 (Golgin family A protein);Golgin family A protein
XP_018432670.1	801	AT1G09980.1	AT1G09980.1	orthologue	GO:0005575;GO:0044255;GO:0003674;GO:0006629	Serine esterase family protein;Serine esterase family protein (mRNA, clone: RAFL23-26-B05)
XP_018432671.1	296	AT3G55040.1	AT3G55040.1	orthologue	GO:0009570;GO:0010731;GO:0004364;GO:0005777;GO:0005829;GO:0009507;GO:0009636	Glutathione S-transferase L2, chloroplastic (AtGSTL2) (EC 2.5.1.18) (GST class-lambda member 2)
XP_018432672.1	210	AT3G55030.1	AT3G55030.1	orthologue	GO:0009941;GO:0046474;GO:0030145;GO:0006655;GO:0008444;GO:0043231;GO:0005789;GO:0045995;GO:0008654;GO:0016020;GO:0016780	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase 2 (EC 2.7.8.5) (Phosphatidylglycerophosphate synthase 2) (PGP synthase 2)
XP_018432673.1	465	AT1G04170.1	AT1G04170.1	orthologue	GO:0000049;GO:0003924;GO:0005576;GO:0001731;GO:0003743;GO:0005737;GO:0005850;GO:0005525;GO:0005829	protein-synthesizing GTPase (EC 3.6.5.3)
XP_018432675.1	544	AT3G01120.1	AT3G01120.1	orthologue	GO:0009507;GO:0003962;GO:0009086;GO:0030170;GO:0009570;GO:0001887;GO:0019346	Cystathionine gamma-synthase 1, chloroplastic (AtCGS1) (EC 2.5.1.160) (METHIONINE OVERACCUMULATION 1) (O-succinylhomoserine (thiol)-lyase)
XP_018432676.1	143				GO:0019346;GO:0030170;GO:0003962;GO:0009086;GO:0009507	
XP_018432677.1	256	AT2G04780.1	AT2G04780.1	orthologue	GO:0099503;GO:0016020;GO:0005886;GO:0009834;GO:0003674;GO:0005739;GO:0098552	Fasciclin-like arabinogalactan protein 7
XP_018432678.1	252	AT1G09760.1	AT1G09760.1	orthologue	GO:0005654;GO:0015030;GO:0005737;GO:0000398;GO:0005634;GO:0005730;GO:0016607;GO:0030620;GO:1990904;GO:0005515	U2 small nuclear ribonucleoprotein A' (U2 snRNP A')
XP_018432679.1	164	AT1G09690.1, AT1G09590.1, AT1G57660.1, AT1G57860.1	AT1G09690.1	other	GO:0003674;GO:0005737;GO:0008150;GO:0005634;GO:0022625;GO:0005576;GO:0006412;GO:0003735;GO:0022626;GO:0005730;GO:0005840	Large ribosomal subunit protein eL21x/eL21w (60S ribosomal protein L21-2);Large ribosomal subunit protein eL21z/eL21y (60S ribosomal protein L21-1)
XP_018432680.1	164	AT1G09690.1, AT1G09590.1, AT1G57660.1, AT1G57860.1	AT1G09690.1	other	GO:0003674;GO:0005737;GO:0008150;GO:0005634;GO:0022625;GO:0005576;GO:0006412;GO:0003735;GO:0022626;GO:0005730;GO:0005840	Large ribosomal subunit protein eL21x/eL21w (60S ribosomal protein L21-2);Large ribosomal subunit protein eL21z/eL21y (60S ribosomal protein L21-1)
XP_018432681.1	176	AT3G52800.1	AT3G52800.1	orthologue	GO:0071456;GO:0005634;GO:0008270;GO:0003677	Zinc finger A20 and AN1 domain-containing stress-associated protein 6 (AtSAP6)
XP_018432683.1	570	AT1G17870.1	AT1G17870.1	orthologue	GO:0005515;GO:0009651;GO:0005739;GO:0006508;GO:0008237;GO:0031969	Probable zinc metallopeptidase EGY3, chloroplastic (EC 3.4.24.-) (Protein ETHYLENE-DEPENDENT GRAVITROPISM-DEFICIENT AND YELLOW-GREEN 3) (AtEGY3)
XP_018432684.1	554	AT3G21230.1	AT3G21230.1	orthologue	GO:0016207;GO:0009507;GO:0009699;GO:0005524;GO:0050563;GO:0106286;GO:0016874;GO:0016405	4-coumarate--CoA ligase 4 (4CL 4) (EC 6.2.1.12) ((E)-ferulate--CoA ligase) (EC 6.2.1.34) (4-coumarate--CoA ligase isoform 5) (At4CL5) (4-coumaroyl-CoA synthase 4) (Sinapate--CoA ligase) (EC 6.2.1.-);4-coumarate:CoA ligase 5
XP_018432686.1	225	AT2G43950.1	AT2G43950.1	other	GO:0009706;GO:0006812;GO:0005634;GO:0009941;GO:0009507;GO:0005829;GO:0009707;GO:0005216;GO:0042802;GO:0009536;GO:0015288;GO:0046930	Outer envelope pore protein 37, chloroplastic (Chloroplastic outer envelope pore protein of 37 kDa) (AtOEP37)
XP_018432692.1	376	AT3G54620.1	AT3G54620.1	orthologue	GO:0005515;GO:0046982;GO:2000693;GO:0045893;GO:0005634;GO:0003700;GO:0003677;GO:0045735;GO:0006355	Basic leucine zipper 25 (AtbZIP25) (bZIP protein 25) (Basic leucine zipper OPAQUE 2 homolog 4) (Basic leucine zipper O2 homolog 4)
XP_018432694.1	974	AT3G10310.2	AT3G10310.2	orthologue	GO:0015630;GO:0008017;GO:0005739;GO:0007018;GO:0003777;GO:0007017;GO:0005524;GO:0005874;GO:0016787;GO:0005515	Kinesin-like protein KIN-14L;P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain-containing protein
XP_018432695.1	505	AT3G10320.1	AT3G10320.1	orthologue	GO:0048354;GO:0047517;GO:0005794;GO:0005575;GO:0010192;GO:0016757;GO:0000139;GO:0071555	Xylan glycosyltransferase MUCI21 (EC 2.4.-.-) (Protein MUCILAGE-MODIFIED 5) (Protein MUCILAGE-RELATED 21) (Putative xylan xylosyltransgerase MUCI21)
XP_018432697.1	431	AT1G17850.2	AT1G17850.2	orthologue	GO:0003674;GO:0009507	Rhodanese-like domain-containing protein 8, chloroplastic (Sulfurtransferase 8) (AtStr8);Rhodanese/Cell cycle control phosphatase superfamily protein
XP_018432698.1	652	AT1G56410.1, AT1G16030.1, AT3G12580.1	AT3G12580.1	other	GO:0009408;GO:0009941;GO:0009507;GO:0042026;GO:0005829;GO:0044183;GO:0006457;GO:0016887;GO:0051085;GO:0005737;GO:0031072;GO:0140662;GO:0009617;GO:0016567;GO:0010494;GO:0000325;GO:0009505;GO:0005515;GO:0009266;GO:0005886;GO:0009615;GO:0005794;GO:0005524;GO:0005739;GO:0031625;GO:0005634	Heat shock 70 kDa protein 18 (Heat shock protein 70-18) (AtHsp70-18) (Heat-shock protein 70T-1);Heat shock 70 kDa protein 4 (Heat shock cognate 70 kDa protein 4) (Heat shock cognate protein 70-4) (AtHsc70-4) (Heat shock protein 70-4) (AtHsp70-4);Heat shock 70 kDa protein 5 (Heat shock protein 70-5) (AtHsp70-5) (Heat shock protein 70b)
XP_018432699.1	365	AT3G57800.1	AT3G57800.1	orthologue	GO:0005515;GO:0003700;GO:0006355;GO:0046983;GO:0005634;GO:0003677	Transcription factor bHLH60 (Basic helix-loop-helix protein 60) (AtbHLH60) (bHLH 60) (Transcription factor EN 91) (bHLH transcription factor bHLH060)
XP_018432700.1	751	AT2G17580.1	AT2G17580.1	orthologue	GO:0097222;GO:0003674;GO:0005739;GO:0009507;GO:0000166;GO:0001680;GO:0003723;GO:0016779;GO:0006396	Polynucleotide adenylyltransferase family protein
XP_018432701.1	509	AT3G08930.1	AT3G08930.1	orthologue	GO:0003674;GO:0009506;GO:0005829;GO:0005576;GO:0016020	LIMR family protein At3g08930
XP_018432702.1	794	AT3G57630.1	AT3G57630.1	orthologue	GO:0080147;GO:0006486;GO:0010409;GO:0005794;GO:0005576;GO:0016757;GO:0000139;GO:0009101	At3g57630 (Exostosin family protein) (Glycosyltransferase);Exostosin family protein
XP_018432705.1	354	AT3G17820.1	AT3G17820.1	orthologue	GO:0005507;GO:0004356;GO:0005737;GO:0022626;GO:0006542;GO:0005886;GO:0005829;GO:0009507;GO:0042128;GO:0003735;GO:0005524;GO:0003824	Glutamine synthetase cytosolic isozyme 1-3 (GS1) (EC 6.3.1.2) (Glutamate--ammonia ligase GLN1;3) (GLN1;3)
XP_018432706.1	295	AT2G06850.1	AT2G06850.1	orthologue	GO:0010411;GO:0016762;GO:0009834;GO:0030247;GO:0010089;GO:0004553;GO:0042546;GO:0009505;GO:0009733;GO:0009826;GO:0009506;GO:0005576;GO:0009645;GO:0005739;GO:0005737;GO:0009612;GO:0048046;GO:0071555;GO:0005975;GO:0005618;GO:0044042	Xyloglucan endotransglucosylase/hydrolase (EC 2.4.1.207);Xyloglucan endotransglucosylase/hydrolase protein 4 (At-XTH4) (XTH-4) (EC 2.4.1.207)
XP_018432707.1	527	AT5G62640.3	AT5G62640.3	orthologue	GO:2000028;GO:0048573;GO:0005634;GO:0003674;GO:0006396;GO:0009908;GO:0005681	Proline-rich family protein;Protein EARLY FLOWERING 5 (AtELF5)
XP_018432708.1	329	AT1G17890.1	AT1G17890.1	other	GO:0042351;GO:0005737;GO:0050577;GO:0016853;GO:0009226;GO:0016491	GDP-L-fucose synthase (EC 1.1.1.271);Putative GDP-L-fucose synthase 2 (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase 2) (AtGER2)
XP_018432709.1	353	AT3G15890.1	AT3G15890.1	orthologue	GO:0005886;GO:0005634;GO:0004715;GO:0004672;GO:0007165;GO:0005524;GO:0006468	PTI1-like tyrosine-protein kinase At3g15890 (EC 2.7.10.2)
XP_018432710.1	189	AT4G14540.1	AT4G14540.1	other	GO:0000978;GO:0001228;GO:0005515;GO:0009414;GO:0046982;GO:0045893;GO:0009408;GO:0043565;GO:0005829;GO:0005634;GO:0006357;GO:0000981;GO:0016602;GO:0003700;GO:0006355	Nuclear transcription factor Y subunit B-3 (AtNF-YB-3) (AtNF-YB3) (Transcriptional activator HAP3C)
XP_018432711.1	462	AT3G01650.1	AT3G01650.1	orthologue	GO:0070534;GO:0016567;GO:0061630;GO:0009789;GO:0005886;GO:0080148;GO:0005515;GO:0005634;GO:0004842;GO:0009850;GO:0009690;GO:0008270;GO:0009738	E3 ubiquitin-protein ligase RGLG1 (EC 2.3.2.27) (RING domain ligase 1)
XP_018432713.1	280	AT3G01660.1	AT3G01660.1	orthologue	GO:0008757;GO:0005575;GO:0032259	At3g01660 (F4P13.20 protein) (S-adenosyl-L-methionine-dependent methyltransferases superfamily protein)
XP_018432714.1	681	AT3G10740.2	AT3G10740.2	orthologue	GO:0045493;GO:0046373;GO:0046556;GO:0000325;GO:0005576;GO:0099503;GO:0048046;GO:0009044	Alpha-L-arabinofuranosidase 1 (AtASD1) (EC 3.2.1.55) (Beta-D-xylosidase) (EC 3.2.1.-);non-reducing end alpha-L-arabinofuranosidase (EC 3.2.1.55) (Beta-D-xylosidase)
XP_018432716.1	534	AT1G10640.1	AT1G10640.1	orthologue	GO:0005576;GO:0005975;GO:0004650;GO:0016829;GO:0071555	Pectin lyase-like superfamily protein
XP_018432717.1	397	AT1G10610.1	AT1G10610.1	orthologue	GO:0006355;GO:0003700;GO:0043565;GO:0009507;GO:0005634;GO:0046983;GO:0005515;GO:0003677;GO:0080090	Basic helix-loop-helix (BHLH) DNA-binding superfamily protein;Transcription factor bHLH90 (Basic helix-loop-helix protein 90) (AtbHLH90) (bHLH 90) (Transcription factor EN 50) (bHLH transcription factor bHLH090)
XP_018432719.1	566	AT3G56320.1	AT3G56320.1	orthologue	GO:0005634;GO:0016779;GO:0016020	At3g56320 (PAP/OAS1 substrate-binding domain superfamily)
