Euclidium_syriacum	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
ESY10_g13900_DN3_SP3_c0.t1	339	AT3G26580.1	AT3G26580.1	orthologue	GO:0009535;GO:0003674;GO:0005515	Orf03 protein (Tetratricopeptide repeat (TPR)-like superfamily protein)
ESY10_g13901_DN3_SP8_c0.t1	583	AT3G26570.1	AT3G26570.1	orthologue	GO:0009507;GO:0009941;GO:0035435;GO:0005315;GO:0009673;GO:0006817;GO:0005829;GO:0009706;GO:0015293;GO:0016020	Inorganic phosphate transporter 2-1, chloroplastic (H(+)/Pi cotransporter) (AtPht2;1)
ESY10_g13902_DN1_SP0_c0.t1	67					
ESY10_g13903_DN3_SP8_c0.t1	1187	AT3G26560.1	AT3G26560.1	orthologue	GO:0000398;GO:0005739;GO:0004386;GO:0003729;GO:0071013;GO:0003723;GO:0003724;GO:0005634;GO:0009506;GO:0005524;GO:0005681;GO:0016887;GO:0003676;GO:0000390;GO:0005622	Probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH5 (EC 3.6.4.13) (DEAH RNA helicase homolog PRP22)
ESY10_g13907_DN3_SP8_c0.t1	252	AT2G36830.1, AT3G26520.1	AT3G26520.1	orthologue	GO:0015250;GO:0009507;GO:0005829;GO:0005794;GO:0005783;GO:0000325;GO:0080170;GO:0005886;GO:0009705;GO:0043674;GO:1902074;GO:0006833;GO:0005773;GO:0003729;GO:0015840;GO:0009740;GO:0000326;GO:0055085;GO:0009941;GO:0015204;GO:0005737;GO:0042807;GO:0005774;GO:0015267;GO:0016020	Aquaporin TIP1-1 (Aquaporin TIP) (Gamma-tonoplast intrinsic protein) (Gamma-TIP) (Tonoplast intrinsic protein 1-1) (AtTIP1;1) (Tonoplast intrinsic protein, root-specific RB7);Aquaporin TIP1-2 (Gamma-tonoplast intrinsic protein 2) (Gamma-TIP2) (Salt stress-induced tonoplast intrinsic protein) (Tonoplast intrinsic protein 1-2) (AtTIP1;2)
ESY10_g13908_DN2_SP0_c0.t1	78					
ESY10_g13909_DN1_SP0_c0.t1	72					
ESY10_g13911_DN3_SP0_c0.t1	402	AT1G17150.1, AT1G43080.1, AT1G43090.1, AT1G43100.1, AT1G78400.1, AT2G15450.1, AT2G15460.1, AT2G15470.1, AT2G26620.1, AT2G40310.1, AT4G13760.1	AT1G43080.1	other	GO:0004650;GO:0005576;GO:0005975;GO:0009505;GO:0009834;GO:0016829;GO:0071555;GO:0016020	Glycoside hydrolase family 28 protein (Pectin lyase-like superfamily protein) (Polygalacturonase, putative);Hypothetical polygalacturonase (Pectin lyase-like superfamily protein) (Putative polygalacturonase);Pectin lyase-like superfamily protein;Pectin lyase-like superfamily protein (Polygalacturonase, putative);Pectin lyase-like superfamily protein (Putative polygalacturonase)
ESY10_g13914_DN2_SP0_c0.t1	189	AT3G26510.7	AT3G26510.7	orthologue	GO:0005634;GO:0005515;	At3g26510 (Octicosapeptide/Phox/Bem1p family protein);Octicosapeptide/Phox/Bem1p family protein
ESY10_g13915_DN3_SP0_c0.t1	474	AT3G26500.1	AT3G26500.1	orthologue	GO:0005575;GO:0055046;GO:0035556;GO:0003674;GO:0005737;GO:0005515	Plant intracellular Ras-group-related LRR protein 2
ESY10_g13916_DN3_SP0_c0.t1	556	AT3G26490.1	AT3G26490.1	orthologue	GO:0005886;GO:0016567;GO:0003674;GO:0005634;GO:0005829;GO:0009958	BTB/POZ domain-containing protein At3g26490;Phototropic-responsive NPH3 family protein
ESY10_g13917_DN1_SP0_c0.t1	107					
ESY10_g13918_DN3_SP0_c0.t1	152					
ESY10_g13920_DN1_SP0_c0.t1	105				GO:0005515	
ESY10_g13922_DN3_SP0_c0.t1	225					
ESY10_g13927_DN3_SP0_c0.t1	388	AT3G57150.1	AT3G57150.1	orthologue	GO:0031429;GO:0009506;GO:0000495;GO:0031118;GO:0009982;GO:0001522;GO:1990481;GO:0031120;GO:0005634;GO:0005730;GO:0005829;GO:0003723;GO:0006364;GO:1990904;GO:0006396;GO:0009451	H/ACA ribonucleoprotein complex subunit 4 (EC 5.4.99.-) (CBF5 homolog) (Dyskerin) (Nopp-140-associated protein of 57 kDa homolog) (AtNAP57) (Nucleolar protein NAP57 homolog)
ESY10_g13928_DN3_SP6_c0.t1	398	AT3G26440.5	AT3G26440.5	orthologue	GO:0005634;GO:0005794;GO:0016757;GO:0016020	AT3G26440 protein (Transmembrane protein, putative (DUF707));Transmembrane protein, putative (DUF707)
ESY10_g13929_DN3_SP0_c0.t1	380	AT3G26430.1	AT3G26430.1	orthologue	GO:0005576;GO:0016298;GO:0016042;GO:0016788	GDSL esterase/lipase At3g26430 (EC 3.1.1.-) (Extracellular lipase At3g26430)
ESY10_g13930_DN3_SP6_c0.t1	252	AT3G26420.1	AT3G26420.1	orthologue	GO:0003729;GO:0005737;GO:0009631;GO:0005634;GO:0009409;GO:0000166;GO:0008270;GO:0005829;GO:0003677;GO:0003676;GO:0003723	Glycine-rich RNA-binding protein RZ1A (AtRZ-1a)
ESY10_g13931_DN3_SP8_c0.t1	478	AT3G26410.1	AT3G26410.1	orthologue	GO:0080180;GO:0160102;GO:0006400;GO:0008168;GO:0005737;GO:0000049;GO:0032259;GO:0004809;GO:0003676	tRNA (guanine(10)-N(2))-methyltransferase (EC 2.1.1.214)
ESY10_g13932_DN3_SP1_c0.t1	569	AT3G26400.1	AT3G26400.1	orthologue	GO:0003743;GO:0008150;GO:0003729;GO:0005634;GO:0042803;GO:0005829	Eukaryotic translation initiation factor 4B1 (AtTif4B1) (eIF4B1)
ESY10_g13939_DN2_SP0_c0.t1	65					
ESY10_g13940_DN3_SP3_c0.t1	647	AT3G26380.1	AT3G26380.1	orthologue	GO:0009505;GO:0010405;GO:0004553;GO:0004557;GO:0005975;GO:0030247	Alpha-galactosidase (EC 3.2.1.22) (Melibiase)
ESY10_g13941_DN1_SP0_c0.t1	152					
ESY10_g13942_DN3_SP0_c0.t1	539	AT1G34170.3, AT1G43950.1, AT1G35520.1, AT1G35240.1, AT1G34410.1, AT1G34390.1, AT1G34310.1, AT1G35540.1	AT1G35240.1	orthologue	GO:0000976;GO:0006355;GO:0005634;GO:0003700;GO:0009734;GO:0003677;GO:0009725	Auxin response factor;Auxin response factor 12;Auxin response factor 13;Auxin response factor 20;Auxin response factor 22;Putative auxin response factor 14;Putative auxin response factor 15;Putative auxin response factor 21;Putative auxin response factor 23
ESY10_g13943_DN3_SP8_c0.t1	565	AT3G26370.1	AT3G26370.1	orthologue	GO:0005797;GO:0005802;GO:0052325;GO:0005768;GO:0016757;GO:0005794;GO:0000139;GO:0006004;GO:0016020	O-fucosyltransferase family protein;Protein PECTIC ARABINOGALACTAN SYNTHESIS-RELATED (EC 2.4.1.-) (O-fucosyltransferase 26) (O-FucT-26) (O-fucosyltransferase family protein)
ESY10_g13944_DN1_SP0_c0.t1	113	AT3G26360.1	AT3G26360.1	orthologue	GO:0005739;GO:0003735;GO:0006412;GO:0005840;GO:1990904	Ribosomal protein S21 family protein
ESY10_g13945_DN2_SP0_c0.t1	356	AT3G26350.1	AT3G26350.1	orthologue	GO:0005634;GO:0005739;GO:0003674;GO:0016020;GO:0016301;GO:0098542;GO:0005886	Proline-rich receptor-like kinase
ESY10_g13946_DN3_SP5_c0.t1	273	AT3G26340.1	AT3G26340.1	orthologue	GO:0043161;GO:0019774;GO:0004175;GO:0000502;GO:0051603;GO:0005634;GO:0005829;GO:0004298;GO:0005839;GO:0005737	Proteasome subunit beta type-5-B (EC 3.4.25.1) (20S proteasome beta subunit E-2) (Proteasome epsilon-2 chain)
ESY10_g13947_DN3_SP0_c0.t1	139	AT3G26840.1	AT3G26840.1	other	GO:0010866;GO:0090693;GO:0010287;GO:0009507;GO:0006995;GO:0033306;GO:0019432;GO:1904963;GO:0004144;GO:0005515;GO:0016020	Phytyl ester synthase 2, chloroplastic (EC 2.3.1.-)
ESY10_g13948_DN3_SP0_c17.t1	443	AT3G26840.1	AT3G26840.1	other	GO:0010866;GO:0090693;GO:0010287;GO:0009507;GO:0006995;GO:0033306;GO:0019432;GO:1904963;GO:0004144;GO:0005515;GO:0016020;GO:0008374	Phytyl ester synthase 2, chloroplastic (EC 2.3.1.-)
ESY10_g13949_DN2_SP0_c0.t1	93	AT1G13060.2	AT1G13060.2	orthologue	GO:0051603;GO:0005634;GO:0006511;GO:0019774;GO:0005839;GO:0005829;GO:0004175;GO:0043161;GO:0000502;GO:0005576;GO:0004298;GO:0005737	Proteasome subunit beta type-5-A (EC 3.4.25.1) (20S proteasome beta subunit E-1) (Proteasome component E) (Proteasome epsilon-1 chain);proteasome endopeptidase complex (EC 3.4.25.1)
ESY10_g13950_DN2_SP0_c0.t1	75					
ESY10_g13951_DN3_SP0_c0.t1	578	AT1G17770.1, AT2G24740.1	AT1G17770.1	orthologue	GO:0003690;GO:0008270;GO:0005634;GO:0008150;GO:0042054;GO:0040029;GO:0008361;GO:0048366;GO:0000775;GO:0003677;GO:0032259;GO:0140947;GO:0005515	Histone-lysine N-methyltransferase, H3 lysine-9 specific SUVH7 (EC 2.1.1.-) (EC 2.1.1.367) (Histone H3-K9 methyltransferase 7) (H3-K9-HMTase 7) (Protein SET DOMAIN GROUP 17) (Suppressor of variegation 3-9 homolog protein 7) (Su(var)3-9 homolog protein 7);Histone-lysine N-methyltransferase, H3 lysine-9 specific SUVH8 (EC 2.1.1.-) (EC 2.1.1.367) (Histone H3-K9 methyltransferase 8) (H3-K9-HMTase 8) (Protein SET DOMAIN GROUP 21) (Suppressor of variegation 3-9 homolog protein 8) (Su(var)3-9 homolog protein 8)
ESY10_g13965_DN1_SP0_c0.t1	91					
ESY10_g13967_DN3_SP0_c0.t1	549	AT3G26130.2	AT3G26130.2	orthologue	GO:0009507;GO:0016985;GO:0000272;GO:0016020;GO:0004553	Cellulase (Glycosyl hydrolase family 5) protein
ESY10_g13968_DN3_SP0_c0.t1	519	AT3G26125.1	AT3G26125.1	orthologue	GO:0020037;GO:0005506;GO:0005575;GO:0016705;GO:0004497;GO:0006629	Cytochrome P-450-like protein (Cytochrome P450, family 86, subfamily C, polypeptide 2)
ESY10_g13969_DN2_SP0_c0.t1	112					
ESY10_g13970_DN3_SP0_c0.t1	587	AT3G26120.1	AT3G26120.1	orthologue	GO:0008150;GO:0003723;GO:1990904;GO:0005737;GO:0051321;GO:0003676	Terminal EAR1-like 1
ESY10_g13971_DN3_SP1_c0.t1	424	AT3G26115.1	AT3G26115.1	orthologue	GO:0009093;GO:0019148;GO:0080146;GO:0009507;GO:0005739;GO:0016846;GO:0016829	D-cysteine desulfhydrase (EC 4.4.1.15);D-cysteine desulfhydrase 2, mitochondrial (EC 4.4.1.15) (AtD-CDes1) (D-CDes1);Pyridoxal-5'-phosphate-dependent enzyme family protein
ESY10_g13972_DN3_SP0_c0.t1	122	AT3G26110.1	AT3G26110.1	orthologue	GO:0016020;GO:0005576;GO:0003674	Anther-specific protein agp1-like protein (At3g26110)
ESY10_g13976_DN3_SP7_c0.t1	517	AT3G26100.2	AT3G26100.2	orthologue	GO:0005737;GO:0003674	Regulator of chromosome condensation (RCC1) family protein
ESY10_g13977_DN3_SP1_c0.t1	455	AT3G26090.1	AT3G26090.1	orthologue	GO:0009867;GO:0010008;GO:0005515;GO:0005096;GO:0009414;GO:0010182;GO:0009749;GO:0005886;GO:0005634;GO:0009737;GO:0007186;GO:0042127;GO:0004930;GO:0009968;GO:0043547;GO:0016020	REGULATOR OF G-PROTEIN SIGNALING 1;Regulator of G-protein signaling 1 (AtRGS1)
ESY10_g13978_DN2_SP0_c0.t1	59					
ESY10_g13979_DN3_SP0_c0.t1	307	AT3G26085.2	AT3G26085.2	orthologue	GO:0071586;GO:0009507;GO:0004222;GO:0004175;GO:0006508;GO:0016020;GO:0080120	CAAX amino terminal protease family protein
ESY10_g13980_DN3_SP4_c0.t1	242	AT3G26070.1, AT3G26080.2	AT3G26070.1	orthologue	GO:0009535;GO:0005829;GO:0009507;GO:0010287;GO:0009534;GO:0008150;GO:0003674	Plastid-lipid associated protein PAP / fibrillin family protein;Probable plastid-lipid-associated protein 4, chloroplastic (Fibrillin-3a) (Plastoglobulin 25) (AtPGL25);Probable plastid-lipid-associated protein 5, chloroplastic (Fibrillin-3b)
ESY10_g13981_DN3_SP0_c0.t1	548	AT3G26050.1	AT3G26050.1	orthologue	GO:0008150;GO:0005634;GO:0003674;GO:0005737;GO:0005874	TPX2 (Targeting protein for Xklp2) protein family
ESY10_g13982_DN3_SP0_c0.t1	456	AT3G26040.1	AT3G26040.1	orthologue	GO:0005737;GO:0003674;GO:0008150;GO:0016746	HXXXD-type acyl-transferase family protein
ESY10_g13987_DN3_SP5_c0.t1	157	AT4G10110.1	AT4G10110.1	orthologue	GO:0008150;GO:0003674;GO:0062141;GO:0005634;GO:0003723;GO:0005654;GO:0003676	At4g10100 (RNA-binding (RRM/RBD/RNP motifs) family protein)
ESY10_g13988_DN3_SP1_c0.t1	279	AT4G10090.1	AT4G10090.1	orthologue	GO:0009926;GO:0002098;GO:0031538;GO:0010016;GO:0008284;GO:0033588;GO:0010015;GO:2000024;GO:0006979;GO:0005515;GO:0005634;GO:0005737	Elongator complex protein 6 (AtELP6) (Elongator component 6) (UPF0405 protein ELP6)
ESY10_g13989_DN2_SP0_c0.t1	113					
ESY10_g13990_DN3_SP0_c0.t1	434	AT3G26000.1	AT3G26000.1	orthologue	GO:0009788;GO:0005515;GO:0016567;GO:0005634;GO:0005737;GO:0005829	F-box protein SKIP14 (SKP1-interacting partner 14)
ESY10_g13991_DN3_SP0_c0.t1	350	AT3G25990.1	AT3G25990.1	orthologue	GO:0006355;GO:0005634;GO:0003700;GO:0003677	Trihelix transcription factor GT-4 (Trihelix DNA-binding protein GT-4)
ESY10_g13992_DN3_SP8_c0.t1	208	AT3G25980.1	AT3G25980.1	orthologue	GO:0007094;GO:0005515;GO:0005828;GO:0007346;GO:0005654;GO:0005737;GO:0005634;GO:0000776;GO:0005876;GO:0005635;GO:0010369;GO:0051301;GO:0003677	DNA-binding HORMA family protein;Mitotic spindle checkpoint protein MAD2;Mitotic spindle checkpoint protein MAD2 (Mitotic arrest deficient protein 2)
ESY10_g13994_DN3_SP0_c0.t1	252	AT3G25950.1	AT3G25950.1	orthologue	GO:0008150;GO:0009507;GO:0003674;GO:0016020	TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein
ESY10_g13995_DN3_SP0_c0.t1	145	AT3G25930.1	AT3G25930.1	orthologue	GO:0003674;GO:0005575;GO:0016787	Adenine nucleotide alpha hydrolases-like superfamily protein (At3g25930)
ESY10_g13998_DN2_SP0_c0.t1	107	AT1G43760.1	AT1G43760.1	orthologue	GO:0005575;GO:0003674;GO:0008150	DNAse I-like superfamily protein
ESY10_g13999_DN2_SP0_c0.t1	117	AT5G32613.1	AT5G32613.1	other	GO:0005634;GO:0008150;GO:0003676;GO:0008270	Zinc knuckle (CCHC-type) family protein
ESY10_g14000_DN2_SP0_c0.t1	149	AT5G32613.1	AT5G32613.1	other	GO:0005634;GO:0008150;GO:0003676;GO:0008270	Zinc knuckle (CCHC-type) family protein
ESY10_g14001_DN3_SP4_c0.t1	300	AT3G25920.1	AT3G25920.1	orthologue	GO:0009570;GO:0009507;GO:0009941;GO:0000311;GO:0022625;GO:0003735;GO:0005829;GO:0003729;GO:0006412;GO:0015934;GO:0005840	Large ribosomal subunit protein uL15c (50S ribosomal protein L15, chloroplastic) (CL15)
ESY10_g14002_DN3_SP0_c0.t1	350	AT3G25910.1	AT3G25910.1	orthologue	GO:0071472;GO:0005634;GO:0001216;GO:0006873;GO:0003700;GO:0016301	AT3g25910/MPE11_6 (MAP kinase kinase kinase, putative (DUF1644))
ESY10_g14003_DN3_SP0_c0.t1	133	AT4G08240.1	AT4G08240.1	orthologue	GO:0005829;GO:0003674	At4g08240 (Histone-lysine N-methyltransferase)
ESY10_g14004_DN2_SP0_c0.t1	570	AT4G08250.1	AT4G08250.1	orthologue	GO:0043565;GO:0006355;GO:0003700;GO:0005634	Scarecrow-like protein 26 (AtSCL26) (GRAS family protein 23) (AtGRAS-23)
ESY10_g14005_DN3_SP2_c0.t1	219	AT3G25190.1	AT3G25190.1	orthologue	GO:0016020;GO:0005384;GO:0006880;GO:0005381;GO:0010039;GO:0030026;GO:0006879;GO:0005774	Vacuolar iron transporter homolog 2.1 (Protein NODULIN-LIKE 21) (Vacuolar iron transporter-like 5) (AtVTL5)
ESY10_g14006_DN3_SP0_c0.t1	189	AT1G13380.1	AT1G13380.1	other	GO:0005576;GO:0008150;GO:0003674;GO:0012505;GO:0016020	Expressed protein (Sodium/hydrogen exchanger (DUF1218)) (T6J4.13 protein)
ESY10_g14007_DN1_SP0_c0.t1	76	AT3G25905.1	AT3G25905.1	orthologue	GO:0045168;GO:0048046;GO:0005739;GO:0003674	CLAVATA3/ESR (CLE)-related protein 27 [Cleaved into: CLE27p]
ESY10_g14010_DN3_SP8_c0.t1	326	AT3G25900.1	AT3G25900.1	orthologue	GO:0008270;GO:0005737;GO:0009086;GO:0033528;GO:0061627;GO:0008898;GO:0032259;GO:0008168	Homocysteine S-methyltransferase 1 (EC 2.1.1.10) (S-methylmethionine:homocysteine methyltransferase 1) (AtHMT-1) (SMM:Hcy S-methyltransferase 1);Homocysteine S-methyltransferase family protein
ESY10_g14011_DN2_SP0_c0.t1	101	AT5G48210.1	AT5G48210.1	orthologue	GO:0080155;GO:0003674;GO:0009567;GO:0005576;GO:0031982;GO:2000008	Prolamin-like protein (DUF1278)
ESY10_g14012_DN2_SP0_c0.t1	371	AT3G25890.1	AT3G25890.1	orthologue	GO:0005515;GO:0006355;GO:0005634;GO:0003700;GO:0003677;GO:0009873	Ethylene-responsive transcription factor ERF119
ESY10_g14014_DN3_SP0_c0.t1	119	AT3G25882.1	AT3G25882.1	orthologue	GO:0005515;GO:0005634;GO:0010112	Protein NIM1-INTERACTING 2 (Protein NIMIN-2)
ESY10_g14015_DN1_SP0_c0.t1	96					
ESY10_g14016_DN2_SP0_c0.t1	139					
ESY10_g14017_DN3_SP0_c0.t1	176	AT3G25870.1	AT3G25870.1	orthologue	GO:0005634;GO:0003674	Uncharacterized protein
ESY10_g14018_DN3_SP8_c0.t1	489	AT3G25860.1	AT3G25860.1	orthologue	GO:0006086;GO:0022626;GO:0009507;GO:0009941;GO:0005829;GO:0009534;GO:0004742;GO:0009570;GO:0045254;GO:0006096;GO:0016746	Dihydrolipoyllysine-residue acetyltransferase component 4 of pyruvate dehydrogenase complex, chloroplastic (EC 2.3.1.12) (Dihydrolipoamide S-acetyltransferase component 4 of pyruvate dehydrogenase complex) (Pyruvate dehydrogenase complex component E2 4) (PDC-E2 4) (PDCE2 4) (plE2)
ESY10_g14019_DN2_SP0_c0.t1	107	AT3G25855.1	AT3G25855.1	orthologue	GO:0008150;GO:0005634;GO:0046872	At3g25855 (Copper transport protein family)
ESY10_g14020_DN3_SP0_c0.t1	946	AT3G25840.1	AT3G25840.1	orthologue	GO:0008380;GO:0000380;GO:0004674;GO:0045292;GO:0005634;GO:0005524;GO:0005681;GO:0005694;GO:0004672;GO:0006468;GO:0018105;GO:0018107	Serine/threonine-protein kinase PRP4 homolog (EC 2.7.11.1) (PRP4 pre-mRNA-processing factor 4 homolog)
ESY10_g14021_DN3_SP0_c0.t1	501	AT3G25820.1, AT3G25830.1, AT3G25810.1	AT3G25830.1	orthologue	GO:0016102;GO:0009507;GO:0048364;GO:0050832;GO:0050551;GO:0016099;GO:0102313;GO:0010333;GO:0034768;GO:0000287;GO:0050550;GO:0043693;GO:0080015;GO:0010334;GO:0005515;GO:0050552;GO:0034002;GO:0016829;GO:0016114	1,8-cineole synthase 1, chloroplastic (AtTPS-CIN1) (EC 4.2.3.108) (Limonene cyclase) (Terpenoid synthase 27) (AtTPS27);1,8-cineole synthase 2, chloroplastic (AtTPS-CIN2) (EC 4.2.3.108) (Limonene cyclase) (Terpenoid synthase 23) (AtTPS23);Beta-myrcene/(E)-beta-ocimene synthase 2, chloroplastic (EC 4.2.3.15) (Terpenoid synthase 24) (AtTPS24);Terpene synthase-like sequence-1,8-cineole
ESY10_g14022_DN3_SP8_c0.t1	152	AT1G34030.1, AT1G22780.1, AT4G09800.1	AT4G09800.1	orthologue	GO:0005634;GO:0005737;GO:0006413;GO:0003729;GO:0022627;GO:0009505;GO:0009506;GO:0000325;GO:0022626;GO:0005886;GO:0008150;GO:0005515;GO:0005829;GO:0005730;GO:0006412;GO:0015935;GO:0003735;GO:0019843;GO:0003676;GO:0003723;GO:0005840	Small ribosomal subunit protein uS13z/uS13y/uS13x (40S ribosomal protein S18)
ESY10_g14023_DN2_SP0_c0.t1	94					
ESY10_g14024_DN3_SP1_c0.t1	333	AT3G25805.1	AT3G25805.1	orthologue	GO:0003674;GO:0009507;GO:0016020	Transmembrane protein
ESY10_g14025_DN2_SP0_c0.t1	223	AT5G52330.1, AT4G16045.1	AT5G52330.1	other	GO:0003674;GO:0005634;GO:0008150;GO:0045087;GO:1905037;GO:0005515	At5g52330 (Similarity to unknown protein) (TRAF-like superfamily protein);TRAF-like superfamily protein
ESY10_g14026_DN3_SP7_c0.t1	587	AT3G25800.1	AT3G25800.1	orthologue	GO:0005515;GO:0005634;GO:0006470;GO:0042325;GO:0005829;GO:0019888;GO:0000159;GO:0005737;GO:0005777	Protein phosphatase 2A subunit A2;Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform (AtA beta) (PP2A, subunit A, beta isoform)
ESY10_g14027_DN3_SP0_c0.t1	343	AT3G25790.1	AT3G25790.1	orthologue	GO:0003677;GO:0006355;GO:0005515;GO:0003700;GO:0016036;GO:0005634;GO:0090548	Myb-like transcription factor family protein;Transcription factor HHO1 (MYB-domain transcription factor HHO1) (Protein HRS1 HOMOLOG 1)
ESY10_g14028_DN3_SP8_c0.t1	252	AT3G25780.1	AT3G25780.1	orthologue	GO:0005886;GO:0009695;GO:0009507;GO:0046423;GO:0009620;GO:0000325;GO:0016853	Allene oxide cyclase 3, chloroplastic (EC 5.3.99.6)
ESY10_g14029_DN1_SP0_c0.t1	150	AT3G25760.1, AT3G25770.1	AT3G25770.1	orthologue	GO:0009269;GO:0009941;GO:0009695;GO:0018119;GO:0009535;GO:0005829;GO:0009507;GO:0046423;GO:0009570;GO:0009409;GO:0010319;GO:0016853	Allene oxide cyclase 1, chloroplastic (EC 5.3.99.6) (Early-responsive to dehydration 12 protein);Allene oxide cyclase 2, chloroplastic (EC 5.3.99.6)
ESY10_g14030_DN2_SP0_c18.t1	139					
ESY10_g14031_DN3_SP2_c0.t1	348	AT3G25740.1	AT3G25740.1	orthologue	GO:0031365;GO:0005739;GO:0070006;GO:0009507;GO:0004239;GO:0004177;GO:0006508;GO:0046872	Methionine aminopeptidase 1C;Methionine aminopeptidase 1C, chloroplastic/mitochondrial (MAP 1C) (MetAP 1C) (EC 3.4.11.18) (Peptidase M 1C)
ESY10_g14032_DN2_SP0_c0.t1	342	AT3G25730.1	AT3G25730.1	orthologue	GO:0005634;GO:0000976;GO:0003700;GO:0006355;GO:0009873;GO:0003677	AP2/ERF and B3 domain-containing transcription factor ARF14 (Protein AUXIN RESPONSE FACTOR 14) (RAV1-like ethylene-responsive transcription factor ARF14)
ESY10_g14033_DN1_SP0_c0.t1	76					
ESY10_g14034_DN1_SP0_c0.t1	81					
ESY10_g14035_DN1_SP0_c44.t1	132	AT3G24255.7	AT3G24255.7	other	GO:0008150;GO:0005576;GO:0005634;GO:0003674;GO:0003964	RNA-directed DNA polymerase (Reverse transcriptase)-related family protein
ESY10_g14036_DN3_SP6_c0.t1	344	AT3G25710.1	AT3G25710.1	orthologue	GO:0006355;GO:0080147;GO:0048364;GO:0005515;GO:0009718;GO:0016036;GO:0005634;GO:0003700;GO:0046983;GO:0003677	Transcription factor AIG1 (AtAIG1) (Basic helix-loop-helix protein 32) (AtbHLH32) (bHLH 32) (Protein TARGET OF MOOPTEROS 5) (Transcription factor EN 54) (bHLH transcription factor bHLH032)
ESY10_g14042_DN2_SP0_c0.t1	114					
ESY10_g14043_DN1_SP0_c0.t1	148					
ESY10_g14044_DN3_SP0_c0.t1	457	AT3G25700.1	AT3G25700.1	orthologue	GO:0004190;GO:0005576;GO:0006508	At3g25700 (Chloroplast nucleoid DNA binding protein-like nucellin-like protein) (Eukaryotic aspartyl protease family protein);Eukaryotic aspartyl protease family protein
ESY10_g14045_DN3_SP7_c0.t1	988	AT3G25690.5	AT3G25690.5	orthologue	GO:0009902;GO:0009707;GO:0051015;GO:0005102;GO:0005634;GO:0030041;GO:0005522;GO:0009507;GO:0005829	Hydroxyproline-rich glycoprotein family protein;Protein CHUP1, chloroplastic (Protein CHLOROPLAST UNUSUAL POSITIONING 1)
ESY10_g14046_DN3_SP0_c0.t1	559	AT3G25680.1	AT3G25680.1	orthologue	GO:0009941;GO:0003674;GO:0009507;GO:0009536;GO:0005829;GO:0008150;GO:0016020	SLH domain protein
ESY10_g14048_DN3_SP8_c0.t1	547	AT3G25660.1	AT3G25660.1	orthologue	GO:0009570;GO:0050567;GO:0009507;GO:0005524;GO:0005739;GO:0016811;GO:0030956;GO:0032543;GO:0070681;GO:0006412;GO:0003824	Glutamyl-tRNA(Gln) amidotransferase subunit A, chloroplastic/mitochondrial (Glu-AdT subunit A) (EC 6.3.5.7)
ESY10_g14049_DN3_SP0_c0.t1	264	AT3G25640.2	AT3G25640.2	orthologue	GO:0010274;GO:0009506;GO:0005634;GO:0003674	At3g25640;Protein MIZU-KUSSEI 1
ESY10_g14050_DN2_SP7_c16.t1	668	AT3G25620.2	AT3G25620.2	orthologue	GO:0140359;GO:0005886;GO:0042626;GO:0016887;GO:0055085;GO:0005524;GO:0016020	ABC transporter G family member 21 (ABC transporter ABCG.21) (AtABCG21) (White-brown complex homolog protein 21) (AtWBC21)
ESY10_g14052_DN1_SP0_c0.t1	75					
ESY10_g14053_DN2_SP0_c0.t1	161	AT3G25600.1	AT3G25600.1	orthologue	GO:0030234;GO:0005634;GO:0005737;GO:0005509;GO:0016460	Probable calcium-binding protein CML16 (Calmodulin-like protein 16)
ESY10_g14055_DN1_SP0_c0.t1	285	AT1G61300.1, AT1G61190.1, AT1G61180.2, AT1G61310.1	AT1G61310.1	other	GO:0003674;GO:0005575;GO:0098542;GO:0043531;GO:0005739;GO:0005886;GO:0005524;GO:0006952;GO:0016020;GO:0005515	Disease resistance protein UNI (Protein UNI);LRR and NB-ARC domains-containing disease resistance protein;Probable disease resistance protein At1g61190;Probable disease resistance protein At1g61300;Probable disease resistance protein At1g61310
ESY10_g14056_DN2_SP0_c0.t1	428	AT3G25590.1	AT3G25590.1	orthologue	GO:0005634;GO:0003674	At3g25590 (Micronuclear linker histone polyprotein-like protein)
ESY10_g14059_DN3_SP5_c0.t1	389	AT3G25585.1	AT3G25585.1	orthologue	GO:0008654;GO:0004307;GO:0004142;GO:0005575;GO:0006646;GO:0016780;GO:0016020;GO:0046872	Aminoalcoholphosphotransferase;Choline/ethanolaminephosphotransferase 2 (EC 2.7.8.1) (EC 2.7.8.2) (Aminoalcohol phosphotransferase 2) (AtAAPT2)
ESY10_g14060_DN2_SP0_c0.t1	61					
ESY10_g14061_DN2_SP0_c0.t1	100					
ESY10_g14062_DN3_SP0_c0.t1	189					
ESY10_g14065_DN3_SP0_c0.t1	121	AT1G36510.1, AT3G32260.1	AT3G32260.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0003677;GO:0006260;GO:0006281;GO:0005634;GO:0006310	Nucleic acid-binding proteins superfamily
ESY10_g14066_DN3_SP0_c0.t1	227					
ESY10_g14067_DN2_SP0_c0.t1	117					
ESY10_g14068_DN1_SP0_c0.t1	209					
