Eutrema_salsugineum	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
XP_006389838.1	305	AT1G80840.1, AT3G32090.1	AT1G80840.1	orthologue	GO:0006355;GO:0043565;GO:0005575;GO:0003700;GO:0045892;GO:0050691;GO:0005515;GO:0005634;GO:0050832;GO:0042742;GO:0031347;GO:0000976;GO:0009611;GO:0009751;GO:0002237	Probable WRKY transcription factor 40 (WRKY DNA-binding protein 40);WRKY family transcription factor
XP_006389840.1	164	AT1G80860.1	AT1G80860.1	orthologue	GO:0008654;GO:0006656;GO:0009507;GO:0000773;GO:0043231;GO:0032259;GO:0004608;GO:0005789;GO:0008757	Phosphatidyl-N-methylethanolamine N-methyltransferase (EC 2.1.1.71) (Phospholipid methyltransferase) (PLMT)
XP_006389841.1	753	AT1G19780.1	AT1G19780.1	orthologue	GO:0009860;GO:0005575;GO:0005216;GO:0005516;GO:0005886;GO:0030552;GO:0030553;GO:0006811;GO:0016020;GO:0055085	Cyclic nucleotide gated channel 8;Putative cyclic nucleotide-gated ion channel 8 (Cyclic nucleotide- and calmodulin-regulated ion channel 8)
XP_006389842.1	708	AT1G80870.1	AT1G80870.1	orthologue	GO:0004674;GO:0009507;GO:0005524;GO:0005886;GO:0106310;GO:0004672;GO:0006468	Putative receptor-like protein kinase At1g80870 (EC 2.7.11.1)
XP_006389843.1	545	AT1G80880.1	AT1G80880.1	orthologue	GO:0008150;GO:0005739;GO:0003674;GO:0005515	Pentatricopeptide repeat-containing protein At1g80880, mitochondrial
XP_006389844.1	84	AT1G80890.1	AT1G80890.1	orthologue	GO:0005634;GO:0003674;GO:0016020	At1g80890 (F23A5.25 protein) (GAG1At protein)
XP_006389845.1	443	AT1G80900.1	AT1G80900.1	orthologue	GO:0005739;GO:0015693;GO:1903830;GO:0015095;GO:0005886	Magnesium transporter MRS2-10 (Magnesium Transporter 1) (AtMGT1)
XP_006389846.1	497	AT1G80910.1	AT1G80910.1	orthologue	GO:0005515;GO:0016192;GO:0005739;GO:0043231;GO:0035658;GO:0005085	Vacuolar fusion protein CCZ1 homolog B
XP_006389847.1	162	AT1G80920.1	AT1G80920.1	orthologue	GO:0009570;GO:0009416;GO:0003674;GO:0009507;GO:0005634	Chaperone protein dnaJ 8, chloroplastic (AtDjC8) (AtJ8)
XP_006389848.1	935	AT1G80930.1	AT1G80930.1	orthologue	GO:0000398;GO:0071013;GO:0003723;GO:0005634;GO:0006417;GO:0005515	At1g80930/F23A5_23 (F23A5.29 protein) (MIF4G domain-containing protein / MA3 domain-containing protein)
XP_006389849.1	217	AT1G80940.1	AT1G80940.1	orthologue	GO:0009909;GO:0005515;GO:0005634;GO:0016301	F23A5.30 protein (Snf1 kinase interactor-like protein);Snf1 kinase interactor-like protein
XP_006389853.1	393	AT1G80950.1	AT1G80950.1	orthologue	GO:0000038;GO:0071618;GO:0006644;GO:0005783;GO:0005634;GO:0047159;GO:0042171;GO:0071617;GO:0008374;GO:0003841;GO:0005789;GO:0008654;GO:0047184;GO:0106262;GO:0106263;GO:0016020;GO:0016746	Lysophospholipid acyltransferase LPEAT1 (EC 2.3.1.23) (EC 2.3.1.51) (EC 2.3.1.n6) (EC 2.3.1.n7) (Lysophosphatidylethanolamine acyltransferase 1) (AtLPEAT1);Phospholipid/glycerol acyltransferase family protein
XP_006389854.1	488	AT1G79720.1	AT1G79720.1	orthologue	GO:0004190;GO:0005576;GO:0048046;GO:0006508	At1g79720 (Eukaryotic aspartyl protease family protein)
XP_006389856.2	517	AT1G80960.1	AT1G80960.1	orthologue	GO:0008150;GO:0005634;GO:0003674;;GO:0005515	F-box and Leucine Rich Repeat domains containing protein;F-box protein At1g80960
XP_006389860.1	759	AT1G79670.1	AT1G79670.1	orthologue	GO:0009620;GO:0007166;GO:0016301;GO:0006952;GO:0009507;GO:0005886;GO:0004674;GO:0005524;GO:0016020;GO:0106310;GO:0004672;GO:0006468;GO:0005509	Wall-associated receptor kinase-like (EC 2.7.11.-);Wall-associated receptor kinase-like 22 (EC 2.7.11.-)
XP_006389861.1	93	AT1G79660.1	AT1G79660.1	orthologue	GO:0003674;GO:0005739;GO:0016020	At1g79660/F20B17_9 (Ephrin-A3 protein) (F20B17.9)
XP_006389862.1	402	AT1G37020.1, AT5G45570.1, AT4G08430.1, AT5G28810.1, AT2G10260.1, AT3G31910.1	AT5G45570.1	other	GO:0003674;GO:0005634;GO:0008150;GO:0005575;GO:0008234;GO:0006508;GO:0016929;GO:0016926;GO:0005886;GO:0008233	Cysteine proteinases superfamily protein;Ulp1 protease family protein;Ulp1 protease family protein (DUF1985)
XP_006389867.1	534	AT1G79610.1	AT1G79610.1	orthologue	GO:0005737;GO:1902600;GO:0071805;GO:0015385;GO:0098719;GO:0051453;GO:0006885;GO:0005886;GO:0005768;GO:0015386;GO:0006813;GO:0010008;GO:0032580;GO:0006814;GO:0016020;GO:0055085;GO:0006812;GO:0015297	Sodium/hydrogen exchanger 6 (Na(+)/H(+) exchanger 6) (NHE-6)
XP_006389868.1	714	AT1G79600.1	AT1G79600.1	orthologue	GO:0080177;GO:0009414;GO:0009658;GO:0080183;GO:0010287;GO:0004672;GO:0004674;GO:1904965;GO:0005515;GO:0006995;GO:0005739;GO:0009507;GO:0010114;GO:0009644;GO:0050821;GO:0005524;GO:0106310;GO:1902171;GO:0006468	Protein ACTIVITY OF BC1 COMPLEX KINASE 3, chloroplastic (ABC1-LIKE KINASE 3) (EC 2.7.-.-) (EC 2.7.11.1) (Protein REPRESSOR OF BDR1)
XP_006389869.1	261	AT3G19184.2	AT3G19184.2	orthologue	GO:0005634;GO:0003674;GO:0003677	AP2/B3-like transcriptional factor family protein;B3 domain-containing protein At3g19184
XP_006389871.1	233	AT1G79590.3	AT1G79590.3	orthologue	GO:0000325;GO:0048278;GO:0005484;GO:0010008;GO:0005794;GO:0012505;GO:0016192;GO:0006906;GO:0031201;GO:0006886;GO:0000149;GO:0016020	Syntaxin of plants 52;Syntaxin-52 (AtSYP52)
XP_006389872.1	376	AT1G79580.1	AT1G79580.1	orthologue	GO:0006355;GO:0005515;GO:0003700;GO:0005634;GO:0048829;GO:0003002;GO:0010455;GO:0009834;GO:0003677	Protein SOMBRERO (NAC domain-containing protein 33) (ANAC033)
XP_006389873.1	1254	AT1G79570.1	AT1G79570.1	orthologue	GO:0004672;GO:0005737;GO:0071365;GO:0010928;GO:0007165;GO:0004712;GO:0005634;GO:0009733;GO:0005524;GO:0004674;GO:0009734;GO:0006468;GO:0005515	Kinase superfamily with octicosapeptide/Phox/Bem1p domain-containing protein;RAF-like serine/threonine-protein kinase 20 (EC 2.7.11.1) (Serine/threonine/Tyrosine protein kinase 14)
XP_006389876.2	976	AT1G79560.1	AT1G79560.1	orthologue	GO:0009793;GO:0004222;GO:0005745;GO:0005886;GO:0005739;GO:0009507;GO:0009536;GO:0004176;GO:0009941;GO:0009706;GO:0034982;GO:0005515;GO:0062091;GO:0005524;GO:0045037;GO:0016887;GO:0016464;GO:0005737;GO:0006508;GO:0016020;GO:0009535;GO:0046872	ATP-dependent zinc metalloprotease FTSH 12, chloroplastic (AtFTSH12) (EC 3.4.24.-);FTSH protease 12
XP_006389877.1	401	AT1G79550.1	AT1G79550.1	orthologue	GO:0000325;GO:0009408;GO:0004618;GO:0006096;GO:0005886;GO:0005634;GO:0009416;GO:0005829;GO:0009749;GO:0002237;GO:0005737;GO:0048046;GO:0004672;GO:0005524;GO:0043531;GO:0005739;GO:0009570;GO:0006094;GO:0009506;GO:0046872	Phosphoglycerate kinase 3, cytosolic (EC 2.7.2.3)
XP_006389878.1	781	AT1G79540.1	AT1G79540.1	orthologue	GO:0003729;GO:0006397;GO:0005739;GO:0005737;GO:0005515	Pentatricopeptide repeat-containing protein At1g79540
XP_006389879.1	426	AT1G79530.1	AT1G79530.1	orthologue	GO:0080022;GO:0006006;GO:0048658;GO:0005975;GO:0009507;GO:0009536;GO:0051287;GO:0050661;GO:0080144;GO:0009555;GO:0008270;GO:0004365;GO:0005507;GO:0006096;GO:0009570;GO:0016620;GO:0005829	Glyceraldehyde-3-phosphate dehydrogenase GAPCP1, chloroplastic (EC 1.2.1.12) (Glyceraldehyde-3-phosphate dehydrogenase of plastid 1) (NAD-dependent glyceraldehydephosphate dehydrogenase chloroplastic 1)
XP_006389880.1	401	AT1G79520.2	AT1G79520.2	orthologue	GO:0005634;GO:0008324;GO:0016020;GO:0005774;GO:0012505;GO:0006812;GO:0055085	Cation efflux family protein;Metal tolerance protein 9 (AtMTP9)
XP_006389882.1	290	AT1G79500.1	AT1G79500.1	other	GO:0046364;GO:0009860;GO:0005737;GO:0010306;GO:0005829;GO:0008676;GO:0048868;GO:0009058	2-dehydro-3-deoxyphosphooctonate aldolase 1 (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase 1) (AtkdsA1) (KDO 8-P synthase) (KDOPS) (Phospho-2-dehydro-3-deoxyoctonate aldolase)
XP_006389883.1	270	AT1G79510.1	AT1G79510.1	orthologue	GO:0009507;GO:0003674	T8K14.7 protein
XP_006389884.1	836	AT1G79490.1	AT1G79490.1	orthologue	GO:0009793;GO:0005739;GO:0003674;GO:0005515	Pentatricopeptide repeat-containing protein At1g79490, mitochondrial (Protein EMBRYO DEFECTIVE 2217)
XP_006389885.1	380	AT1G79480.1	AT1G79480.1	orthologue	GO:0003674;GO:0005634;GO:0008150;GO:0005886;GO:0009506;GO:0098552	Carbohydrate-binding X8 domain superfamily protein
XP_006389888.1	348	AT1G79450.1, AT1G16360.2	AT1G79450.1	orthologue	GO:0005739;GO:0005783;GO:0008150;GO:0005886;GO:0003674;GO:0005794;GO:0009507;GO:0005634;GO:0000139;GO:0005789;GO:0016020	ALA-interacting subunit;ALA-interacting subunit 5 (AtALIS5);Putative ALA-interacting subunit 4 (AtALIS4)
XP_006389889.1	527	AT1G79440.1	AT1G79440.1	orthologue	GO:0009408;GO:0006540;GO:0048825;GO:0004777;GO:0009409;GO:0009507;GO:0009943;GO:0005759;GO:0009450;GO:0005829;GO:0005739;GO:0048366;GO:0009570;GO:1902074;GO:0009416;GO:0051287;GO:0072593;GO:0010492;GO:0005507;GO:0016491;GO:0016620;GO:0006807;GO:0009013	Succinate-semialdehyde dehydrogenase, mitochondrial (At-SSADH1) (EC 1.2.1.24) (Aldehyde dehydrogenase family 5 member F1) (NAD(+)-dependent succinic semialdehyde dehydrogenase) (Protein ENLARGED FIL EXPRESSING DOMAIN 1)
XP_006389890.1	358	AT1G79430.2	AT1G79430.2	orthologue	GO:0045893;GO:0010088;GO:0003700;GO:0005634;GO:0005515;GO:0006355;GO:0010089;GO:0005739;GO:0003677;GO:0009908	Myb family transcription factor APL (AtAPL) (Protein ALTERED PHLOEM DEVELOPMENT) (Protein FE) (Protein PHOSPHATE STARVATION RESPONSE 2) (AtPHR2) (Protein PHR1-LIKE 14) (Protein WOODY)
XP_006389891.1	416	AT1G79420.1	AT1G79420.1	orthologue	GO:0005739;GO:0003674	At1g79420/T8K14_16 (C-type mannose receptor (DUF620))
XP_006389892.1	511	AT1G79410.1	AT1G79410.1	orthologue	GO:0042631;GO:0070417;GO:0055085;GO:0009705;GO:0005739;GO:0005886;GO:0071472;GO:0022857;GO:0015144;GO:0005524;GO:0006811;GO:0016020	Organic cation/carnitine transporter 5 (AtOCT5)
XP_006389893.1	783	AT1G79400.1	AT1G79400.1	orthologue	GO:0006885;GO:0006812;GO:0098662;GO:0015385;GO:1902600;GO:0012505;GO:0006813;GO:0015297;GO:0016020;GO:0055085	Cation/H(+) antiporter 2 (Protein CATION/H+ EXCHANGER 2) (AtCHX2)
XP_006389896.1	521	AT1G79360.1	AT1G79360.1	orthologue	GO:0009705;GO:0055085;GO:0005886;GO:0015144;GO:0022857;GO:0005524;GO:0006811;GO:0016020	Organic cation/carnitine transporter 2 (AtOCT2)
XP_006389898.1	417	AT1G79340.1	AT1G79340.1	orthologue	GO:0004197;GO:0043068;GO:0005886;GO:0005739;GO:0016540;GO:0006508;GO:0008234;GO:0005634;GO:0005829;GO:0009506;GO:0042802;GO:0005737;GO:0006952	Metacaspase-4 (AtMC4) (EC 3.4.22.-) (Metacaspase 2d) (AtMCP2d) (Metacaspase-7) [Cleaved into: Metacaspase-4 subunit p20; Metacaspase-4 subunit p10]
XP_006389899.1	413	AT1G79330.1	AT1G79330.1	orthologue	GO:0005737;GO:0009507;GO:0004197;GO:0006508;GO:0043068;GO:0005634;GO:0005829	Metacaspase-5 (AtMC5) (EC 3.4.22.-) (Metacaspase 2b) (AtMCP2b) (Metacaspase-6)
XP_006389900.1	376	AT1G79320.1	AT1G79320.1	orthologue	GO:0004197;GO:0005737;GO:0006508	Metacaspase-6 (AtMC6) (EC 3.4.22.-) (Metacaspase 2c) (AtMCP2c) (Metacaspase-5)
XP_006389901.1	2077	AT1G79280.2	AT1G79280.2	orthologue	GO:0005643;GO:0033234;GO:0016973;GO:0005634;GO:0009910;GO:0006406;GO:0009506;GO:0005635;GO:0048443;GO:0005515;GO:0006606;GO:0017056;GO:0005730;GO:0005739;GO:0031965	Nuclear-pore anchor (Protein TRANSLOCATED PROMOTER REGION) (AtTPR)
XP_006389902.1	504	AT1G79270.1	AT1G79270.1	orthologue	GO:1990247;GO:0061157;GO:0005634;GO:0003729;GO:0009651;GO:0005737;GO:0005515;GO:0003723	YTH domain-containing family protein
XP_006389905.1	167	AT1G79260.2	AT1G79260.2	orthologue	GO:0003674;GO:0009507;GO:0005829;GO:0016853;GO:0046872	Nitrobindin heme-binding domain protein;Peroxynitrite isomerase Rv2717c (EC 5.99.-.-) (Ferric Arabidopsis thaliana nitrobindin) (At-Nb(III))
XP_006389908.1	384	AT1G79230.1	AT1G79230.1	orthologue	GO:0005829;GO:0009507;GO:0004792;GO:0005739;GO:0009793;GO:0016783;GO:0016784	Sulfurtransferase;Thiosulfate/3-mercaptopyruvate sulfurtransferase 1, mitochondrial (EC 2.8.1.1) (EC 2.8.1.2) (AtMST1) (Rhodanese homolog protein 1) (AtRDH1) (Sulfurtransferase 1) (AtStr1)
XP_006389909.1	392	AT1G79220.1	AT1G79220.1	orthologue	GO:0009733;GO:0009737;GO:0009735;GO:0006355;GO:0009739;GO:0003690;GO:0005739;GO:0003676;GO:0006353;GO:0009507;GO:0009658;GO:0043231	Mitochondrial transcription termination factor family protein (YUP8H12R.18 protein)
XP_006389911.1	235	AT1G16470.1	AT1G16470.1	other	GO:0009507;GO:0019773;GO:0043161;GO:0006511;GO:0010043;GO:0005839;GO:0022626;GO:0005829;GO:0003674;GO:0005634;GO:0000502;GO:0051603	Proteasome subunit alpha type-2-A (20S proteasome alpha subunit B-1) (Proteasome component 3)
XP_006389913.1	160	AT1G79200.1	AT1G79200.1	orthologue	GO:0010928;GO:0005634;GO:0051782;GO:0071365;GO:0048480;GO:0048479;GO:0048467;GO:0003674;GO:0009734;GO:0051301	Style cell-cycle inhibitor 1 (AtSCI1)
XP_006389915.1	301	AT1G79180.2	AT1G79180.2	orthologue	GO:0003700;GO:0005515;GO:0000976;GO:0009809;GO:0045893;GO:0005634;GO:2000652;GO:0009411;GO:0010468	Myb domain protein 63;Transcription factor MYB63 (Myb-related protein 63) (AtMYB63)
XP_006389916.1	250	AT1G79160.1	AT1G79160.1	orthologue	GO:0005575;GO:0003674	Filamentous hemagglutinin transporter
XP_006389918.1	822	AT1G79150.1	AT1G79150.1	orthologue	GO:0005730;GO:0005634;GO:0005654;GO:0005515;GO:0006270;GO:0003682;GO:0006260;GO:0042254	Nucleolar complex-associated protein 3 (AtNOC3)
XP_006389919.1	143	AT1G79130.1	AT1G79130.1	orthologue	GO:0003674;GO:0005737;GO:0005634;GO:0009734;GO:0009733	Auxin-responsive protein SAUR40 (Protein SMALL AUXIN UP RNA 40)
XP_006389920.1	415	AT1G79120.1	AT1G79120.1	orthologue	GO:0003723;GO:0005739;GO:0016787	Ubiquitin carboxyl-terminal hydrolase family protein (YUP8H12R.26 protein)
XP_006389921.1	348	AT1G79110.1	AT1G79110.1	orthologue	GO:0005737;GO:0043161;GO:0043067;GO:0004842;GO:0006952;GO:0008270;GO:0016740	Probable BOI-related E3 ubiquitin-protein ligase 2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRG2);RING-type E3 ubiquitin transferase (EC 2.3.2.27)
XP_006389922.1	782	AT1G79090.1	AT1G79090.1	orthologue	GO:0033962;GO:0000932;GO:0005515;GO:0005737;GO:0000290;GO:0045087;GO:0003723;GO:0003729;GO:0006397;GO:1990726	Protein PAT1 homolog (AtPAT1)
XP_006389923.1	581	AT1G79080.1	AT1G79080.1	orthologue	GO:0003729;GO:0009507;GO:0005515	Pentatricopeptide repeat-containing protein At1g79080, chloroplastic
XP_006389924.1	137	AT1G79070.1	AT1G79070.1	orthologue	GO:0008333;GO:0005634;GO:0030141;GO:0006886;GO:0032418;GO:0007040;GO:0000149;GO:0031083;GO:0008021;GO:0016079;GO:0099078;GO:2000300	Biogenesis of lysosome-related organelles complex 1 subunit 7
XP_006389925.1	398	AT1G79060.1	AT1G79060.1	orthologue	GO:0005634;GO:0003674	At1g79060 (TPRXL) (YUP8H12R.32 protein)
XP_006389928.1	141	AT1G79040.1	AT1G79040.1	orthologue	GO:0009535;GO:0009507;GO:0009654;GO:0010270;GO:0005515;GO:0009579;GO:0009534;GO:0005739;GO:0003729;GO:0009523;GO:0015979;GO:0042651	Photosystem II 10 kDa polypeptide, chloroplastic
XP_006389929.1	560	AT1G79030.1	AT1G79030.1	orthologue	GO:0005575;GO:0003674;GO:0016020	Chaperone DnaJ-domain superfamily protein
XP_006389930.1	452	AT1G79020.1	AT1G79020.1	orthologue	GO:0006357;GO:0006355;GO:0035267;GO:0005634;GO:0032777;GO:0005515	Enhancer of polycomb-like protein
XP_006389931.1	222	AT1G79010.1	AT1G79010.1	other	GO:0006120;GO:0045271;GO:0032981;GO:0003954;GO:0008137;GO:0005739;GO:0046872;GO:0016020;GO:0051539;GO:0005747;GO:0009060;GO:0016651	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8-A, mitochondrial (EC 7.1.1.2)
XP_006389932.1	1691	AT1G79000.2	AT1G79000.2	orthologue	GO:0009294;GO:0045944;GO:0005634;GO:0004402;GO:0048573;GO:0006357;GO:0031490;GO:0016592;GO:0006355;GO:0005515;GO:0003713;GO:0006473;GO:0005667;GO:0000123;GO:0008270;GO:0009908;GO:0016573	Histone acetyltransferase HAC1 (EC 2.3.1.48);histone acetyltransferase (EC 2.3.1.48)
XP_006389933.1	157	AT1G78995.1	AT1G78995.1	orthologue	GO:0005575;GO:0003674	At1g78995 (Expressed protein)
XP_006389934.1	457	AT1G78990.1, AT1G32910.1	AT1G78990.1	orthologue	GO:0005634;GO:0016747;GO:0005737	HXXXD-type acyl-transferase family protein;HXXXD-type acyl-transferase family protein (Highly similar to YUP8H12R.39)
XP_006389935.1	699	AT1G78980.1	AT1G78980.1	orthologue	GO:0016310;GO:0005515;GO:0009507;GO:0007165;GO:0016301;GO:0004672;GO:0005886;GO:0005524;GO:0016020;GO:0006468	Protein STRUBBELIG-RECEPTOR FAMILY 5 (Leucine-rich repeat receptor kinase-like protein SRF5)
XP_006389937.1	765	AT1G78955.1	AT1G78955.1	orthologue	GO:0016104;GO:0042300;GO:0005811;GO:0005634;GO:0090438;GO:0016866	Camelliol C synthase (EC 5.4.99.38) (Lupeol synthase 3) (AtLUP3);Camelliol C synthase 1;Terpene cyclase/mutase family member (EC 5.4.99.-)
XP_006389938.1	764	AT1G78940.2	AT1G78940.2	orthologue	GO:0004672;GO:0016310;GO:0005524;GO:0005634;GO:0016301;GO:0006468;GO:0016787	RING-type E3 ubiquitin transferase (EC 2.3.2.27)
XP_006389939.2	599	AT1G78930.1	AT1G78930.1	orthologue	GO:0006355;GO:0005739;GO:0003690;GO:0009507;GO:0003676;GO:0006353;GO:0043231	Mitochondrial transcription termination factor family protein
XP_006389940.1	802	AT1G78920.1, AT1G16780.1	AT1G78920.1	orthologue	GO:0005794;GO:0005768;GO:0005886;GO:0005802;GO:0000137;GO:0009678;GO:0005773;GO:0004427;GO:0008150;GO:0000139;GO:0046872;GO:0016020;GO:1902600	Pyrophosphate-energized membrane proton pump 2 (EC 7.1.3.1) (AVP1-like protein 1) (Pyrophosphate-energized inorganic pyrophosphatase 2) (H(+)-PPase 2) (Vacuolar proton pyrophosphatase 2);Pyrophosphate-energized membrane proton pump 3 (EC 7.1.3.1) (AVP1-like protein 2) (Pyrophosphate-energized inorganic pyrophosphatase 3) (H(+)-PPase 3)
XP_006389941.2	385	AT1G78915.3	AT1G78915.3	orthologue	GO:0009535;GO:0009507;GO:0005515;GO:0005739;GO:0005634;GO:0006355	At1g78915 (Tetratricopeptide repeat (TPR)-like superfamily protein);Tetratricopeptide repeat (TPR)-like superfamily protein
XP_006389943.1	478	AT1G78910.1	AT1G78910.1	orthologue	GO:0003723;GO:0000455;GO:0009982;GO:0005739;GO:0001522;GO:0005634;GO:0009451	Pseudouridine synthase family protein;RNA pseudouridine synthase 3, mitochondrial (EC 5.4.99.-) (RNA pseudouridylate synthase 3) (RNA-uridine isomerase 3)
XP_006389944.1	622	AT1G78900.1	AT1G78900.1	orthologue	GO:0009941;GO:0005829;GO:0007030;GO:0005886;GO:0002020;GO:0005794;GO:0000325;GO:0005773;GO:0005774;GO:0046961;GO:1902600;GO:0009505;GO:0016887;GO:0009507;GO:0033180;GO:0005739;GO:0009506;GO:0009555;GO:0005737;GO:0046933;GO:0005524;GO:0046034	V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 7.1.2.2) (V-ATPase 69 kDa subunit) (Vacuolar H(+)-ATPase subunit A) (Vacuolar proton pump subunit alpha)
XP_006389946.1	164	AT1G78895.1	AT1G78895.1	orthologue	GO:0003674;GO:0005575;GO:0005789	Reticulon-like protein B22 (AtRTNLB22)
XP_006389947.2	158	AT1G78890.1	AT1G78890.1	orthologue	GO:0009507;GO:0003674	At1g78890
XP_006389948.1	468	AT1G78880.1	AT1G78880.1	orthologue	GO:2001007;GO:0005886;GO:0003674;GO:0006508;GO:0008233	F9K20.7 protein (Ubiquitin-specific protease family C19-related protein)
XP_006389951.1	153	AT1G78870.2	AT1G78870.2	orthologue	GO:0009507;GO:0006511;GO:0005515;GO:0006301;GO:0005739;GO:0061631;GO:0005634;GO:0010053;GO:0070534;GO:0016567;GO:0004842;GO:0031372;GO:0010039;GO:0005524;GO:0016740	Ubiquitin-conjugating enzyme 35;Ubiquitin-conjugating enzyme E2 35 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 35) (Ubiquitin carrier protein 35)
XP_006389952.1	441	AT1G78860.1, AT1G78850.1	AT1G78850.1	orthologue	GO:0009505;GO:0005576;GO:0071456;GO:1904383;GO:0000325;GO:0048046;GO:0005539;GO:0099503;GO:0005739;GO:0005794;GO:0003674;GO:0030246	EP1-like glycoprotein 3 (Curculin-like (Mannose-binding) lectin family protein) (Putative receptor-like protein kinase-like protein);EP1-like glycoprotein 4 (Curculin-like (Mannose-binding) lectin family protein)
XP_006389953.1	444	AT1G78830.1, AT1G78820.1	AT1G78830.1	orthologue	GO:0005576;GO:0099503;GO:0048046;GO:0009506;GO:0005886;GO:0005794;GO:0003674;GO:0009505;GO:0005739;GO:1990641;GO:0030246	EP1-like glycoprotein 1;EP1-like glycoprotein 2 (Curculin-like (Mannose-binding) lectin family protein)
XP_006389954.1	188	AT1G78815.1	AT1G78815.1	orthologue	GO:0009299;GO:0090698;GO:0003674;GO:0005634;GO:0009416;GO:0003677	Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 7 (Protein ORGAN BOUNDARY 7)
XP_006389958.2	104	AT1G78790.1	AT1G78790.1	orthologue	GO:0005634;GO:0003674;GO:0000712;GO:0051382;GO:0031297;GO:0007129;GO:0071821;GO:0003677;GO:0006281;GO:0006310	Centromere protein X;Protein MHF2 homolog (AtMHF2)
XP_006389960.1	544	AT1G78770.1	AT1G78770.1	orthologue	GO:0031145;GO:0016567;GO:0005680;GO:0005515;GO:0045842;GO:0051301;GO:0032875;GO:0010087;GO:0005737;GO:0005634	Anaphase-promoting complex subunit 6 (Cell division cycle protein 16 homolog) (CDC16 homolog) (Cyclosome subunit 6) (Protein NOMEGA)
XP_006389962.2	383	AT1G78710.1	AT1G78710.1	orthologue	GO:0005794;GO:0016413;GO:0005576;GO:0008374;GO:0016020;GO:0016740	Protein trichome birefringence-like 42
XP_006389963.1	319	AT1G78700.1	AT1G78700.1	orthologue	GO:0003700;GO:0006351;GO:0006355;GO:0009742;GO:0005634;GO:0003677	BES1/BZR1 homolog protein 4
XP_006389964.1	284	AT1G78690.1	AT1G78690.1	orthologue	GO:0005634;GO:0006650;GO:0005886;GO:0016746;GO:0008374;GO:0006644;GO:0071617;GO:0008654;GO:0016020	N-acylphosphatidylethanolamine synthase (NAPE synthase) (EC 2.3.1.-) (Lysoglycerophospholipid acyltransferase) (Monolysocardiolipin acyltransferase);Tafazzin family protein
XP_006389965.1	355	AT1G78680.1	AT1G78680.1	orthologue	GO:0005576;GO:0008242;GO:0034722;GO:0005773;GO:0005615;GO:0046900;GO:0000325;GO:0009505;GO:0016787	Gamma-glutamyl hydrolase 2 (AtGGH2) (EC 3.4.19.9) (Conjugase) (GH) (Gamma-Glu-X carboxypeptidase);folate gamma-glutamyl hydrolase (EC 3.4.19.9)
XP_006389967.1	506	AT1G78650.1	AT1G78650.1	orthologue	GO:0043625;GO:0005634;GO:1904161;GO:0003887;GO:0006271;GO:0006297;GO:0006260	DNA polymerase delta subunit 3
XP_006389968.1	240	AT1G78630.1	AT1G78630.1	orthologue	GO:0009941;GO:0003729;GO:0009507;GO:0009793;GO:0009570;GO:0003735;GO:0022625;GO:0005739;GO:0017148;GO:0006412;GO:0005840;GO:0009579;GO:1990904	Large ribosomal subunit protein uL13c (50S ribosomal protein L13, chloroplastic) (CL13) (Protein EMBRYO DEFECTIVE 1473)
XP_006389969.1	331	AT1G78620.2	AT1G78620.2	orthologue	GO:0010189;GO:0033306;GO:0031969;GO:0009941;GO:0009706;GO:0042371;GO:0009507;GO:0009536;GO:0010276;GO:0005739;GO:0102763;GO:0016020	Protein VTE6, chloroplastic;Protein VTE6, chloroplastic (Phytyl-P kinase) (EC 2.7.4.-) (Vitamin E deficient 6)
