Cardamine_amara	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
evm.model.RL_1.1088	201	AT3G11770.1	AT3G11770.1	orthologue	GO:0008310;GO:0003676;GO:0005634;GO:2000630;GO:0000325;GO:0005829;GO:1905172;GO:0008859;GO:0005737;GO:0005515;GO:0008408;GO:0031047	Protein RISC-INTERACTING CLEARING 3'-5' EXORIBONUCLEASE 1 (EC 3.1.13.1)
evm.model.RL_1.1089	221	AT3G11773.2	AT3G11773.2	orthologue	GO:0005634;GO:0003674	Thioredoxin superfamily protein
evm.model.RL_1.109	399	AT3G01150.1	AT3G01150.1	orthologue	GO:0000932;GO:0006417;GO:0043484;GO:0005737;GO:0005634;GO:0009846;GO:0003729;GO:0009845;GO:0000381;GO:0006397;GO:0008380;GO:0003723;GO:0003676	Polypyrimidine tract-binding protein 1;Polypyrimidine tract-binding protein 1 (Putative polypyrimidine tract-binding protein);Polypyrimidine tract-binding protein homolog 1
evm.model.RL_1.1090	153	AT3G11780.2	AT3G11780.2	orthologue	GO:0032934;GO:0099503;GO:0032366;GO:0005576;GO:0000325;GO:0015918	F26K24.7 protein (MD-2-related lipid recognition domain-containing protein / ML domain-containing protein);MD-2-related lipid recognition domain-containing protein / ML domain-containing protein
evm.model.RL_1.1091	238	AT3G11800.1	AT3G11800.1	orthologue	GO:0005576;GO:0005829;GO:0017183;GO:0046872	Expp1 protein
evm.model.RL_1.1092	354	AT2G15660.1, AT2G40210.1, AT2G26880.1	AT2G40210.1	orthologue	GO:0003677;GO:0005634;GO:0046983;GO:0006355;GO:0003700;GO:0006357;GO:0045944;GO:0000978;GO:0000987;GO:0000981	AGAMOUS-like 41;AGAMOUS-like 48;AGAMOUS-like 95
evm.model.RL_1.1093	419	AT3G11820.1	AT3G11820.1	orthologue	GO:0006906;GO:0005484;GO:0009620;GO:0031201;GO:0005829;GO:0005886;GO:0006887;GO:0061025;GO:0005515;GO:0009863;GO:0010363;GO:0006952;GO:0006886;GO:0009867;GO:0072659;GO:0010119;GO:0000149;GO:0016192;GO:0043069;GO:0048278;GO:0009737;GO:0032940;GO:0031348;GO:0050832;GO:0043495;GO:0009504;GO:0005802;GO:0051245;GO:0009506;GO:0072660;GO:0006612;GO:0012505;GO:0010148;GO:0016020	Syntaxin-121 (AtSYP121) (Protein SYNTAXIN OF PLANTS 121) (Syntaxin-related protein At-Syr1)
evm.model.RL_1.1094	557	AT3G11830.1	AT3G11830.1	orthologue	GO:0051082;GO:0005829;GO:0006457;GO:0016887;GO:0140662;GO:0005832;GO:0005524	T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta) (Chaperonin CCT7)
evm.model.RL_1.1095	463	AT3G11840.1	AT3G11840.1	orthologue	GO:0004842;GO:0051865;GO:0002679;GO:0006952;GO:0005634;GO:0061630;GO:0016567	E3 ubiquitin-protein ligase PUB24 (EC 2.3.2.27) (Plant U-box protein 24) (RING-type E3 ubiquitin transferase PUB24) (U-box domain-containing protein 24)
evm.model.RL_1.1096	511	AT3G11850.1	AT3G11850.1	orthologue	GO:0005634;GO:0005515;GO:0016020;GO:0080115	F26K24.14 protein
evm.model.RL_1.1097	518	AT3G11890.2, AT3G11860.1	AT3G11890.2	orthologue	GO:0003674;GO:0005739;GO:0008150;GO:0005634;;GO:0005515	AT3g11890 (Sterile alpha motif (SAM) domain-containing protein);F26K24.15 protein (Sterile alpha motif (SAM) domain protein);F26K24.18 protein (Sterile alpha motif (SAM) domain-containing protein)
evm.model.RL_1.1098	431	AT3G11900.1	AT3G11900.1	orthologue	GO:0005789;GO:0015173;GO:0016020;GO:0005774;GO:0003333;GO:0015179;GO:0015175;GO:0009624;GO:0015171	Amino acid transporter ANT1 (Aromatic and neutral amino acid transporter 1)
evm.model.RL_1.1099.1.687c87ec	1141	AT3G11910.1	AT3G11910.1	orthologue	GO:0005737;GO:0004843;GO:0005829;GO:0005634;GO:0009506;GO:0009867;GO:0005515;GO:0031647;GO:0016579;GO:0006508;GO:0010078;GO:0070646;GO:2000280	Ubiquitin C-terminal hydrolase 13 (EC 3.4.19.12) (Deubiquitinating enzyme 13) (AtUBP13) (Ubiquitin thioesterase 13) (Ubiquitin-specific-processing protease 13);ubiquitinyl hydrolase 1 (EC 3.4.19.12)
evm.model.RL_1.11	502	AT3G02065.2	AT3G02065.2	orthologue	GO:0003729;GO:0005634;GO:0003724;GO:0009507;GO:0003723;GO:0005524;GO:0008270;GO:0016887;GO:0003676	DEAD-box ATP-dependent RNA helicase 41 (EC 3.6.4.13)
evm.model.RL_1.110	347	AT3G01140.1	AT3G01140.1	orthologue	GO:0010091;GO:0000902;GO:0003700;GO:0035017;GO:0005634;GO:1901957;GO:0003677	Myb domain protein 106;Transcription factor MYB106 (Myb-related protein 106) (AtMYB106) (Transcription factor NOEK)
evm.model.RL_1.1100	653	AT3G11920.1	AT3G11920.1	orthologue	GO:0035556;GO:0003674;GO:0005634	F26K24.21 protein (Glutaredoxin-like protein)
evm.model.RL_1.1101	177	AT3G11930.3	AT3G11930.3	other	GO:0005737;GO:0005829;GO:0003674;GO:0016020;GO:0016787	AT3G11930 protein (Adenine nucleotide alpha hydrolases-like superfamily protein);AT3g11930/MEC18.3 (Adenine nucleotide alpha hydrolases-like superfamily protein) (F26K24.22 protein) (MEC18.3/MEC18.3);Adenine nucleotide alpha hydrolases-like superfamily protein
evm.model.RL_1.1102_evm.model.RL_1.1103.1.687c9a66	235	AT3G11930.3	AT3G11930.3	other	GO:0005737;GO:0005829;GO:0003674;GO:0016020;GO:0016787	AT3G11930 protein (Adenine nucleotide alpha hydrolases-like superfamily protein);AT3g11930/MEC18.3 (Adenine nucleotide alpha hydrolases-like superfamily protein) (F26K24.22 protein) (MEC18.3/MEC18.3);Adenine nucleotide alpha hydrolases-like superfamily protein
evm.model.RL_1.1104	207	AT3G11940.1	AT3G11940.1	orthologue	GO:0022626;GO:0000028;GO:0005829;GO:0005737;GO:0000325;GO:0009506;GO:0006412;GO:0015935;GO:0009505;GO:0003729;GO:0019843;GO:0022627;GO:0003735;GO:0005840;GO:0003723	Small ribosomal subunit protein uS7y (40S ribosomal protein S5-2) (AtRPS5A) (Protein ARABIDOPSIS MINUTE-LIKE 1)
evm.model.RL_1.1105	387	AT3G11945.2	AT3G11945.2	orthologue	GO:0010355;GO:0010236;GO:0009941;GO:0010357;GO:0010356;GO:0005829;GO:0009536;GO:0009507;GO:0016117;GO:0005739;GO:0004161;GO:0004659;GO:0031969;GO:0016020;GO:0016765	Homogentisate prenyltransferase;Homogentisate solanesyltransferase, chloroplastic (AtHST) (EC 2.5.1.117) (Homogentisate phytyltransferase 2) (AtHPT2) (Vitamin E pathway gene 2-2 protein) (AtVTE2-2)
evm.model.RL_1.1106	551	AT3G11950.1	AT3G11950.1	orthologue	GO:0009941;GO:0005634;GO:0005737;GO:0009507;GO:0008270;GO:0007166;GO:0035591	F26K24.24 protein (TRAF-like superfamily protein)
evm.model.RL_1.1107	1371	AT3G11960.1	AT3G11960.1	orthologue	GO:0000398;GO:0005634;GO:0030620;GO:0003676;GO:0005686;GO:0005515	Cleavage and polyadenylation specificity factor (CPSF) A subunit protein
evm.model.RL_1.1108.1.687c87ec	1958	AT3G11964.2	AT3G11964.2	orthologue	GO:0005730;GO:0003723;GO:0006364;GO:0005886;GO:0009553;GO:0005634;GO:0032040;GO:0003676;GO:1990904;GO:0005515;GO:0006396	rRNA biogenesis protein RRP5 (AtRrp5) (Ribosomal RNA-processing protein 5)
evm.model.RL_1.1109	200	AT3G13570.1	AT3G13570.1	other	GO:0000398;GO:0005515;GO:0016607;GO:0003729;GO:0008380;GO:0003723;GO:0005634;GO:0005829;GO:0005681;GO:0003676	Serine/arginine-rich SC35-like splicing factor SCL30A (At-SCL30A) (AtSCL30A) (SC35-like splicing factor 30A) (Serine/arginine-rich splicing factor 30A)
evm.model.RL_1.111	561	AT3G01120.1	AT3G01120.1	orthologue	GO:0009507;GO:0003962;GO:0009086;GO:0030170;GO:0009570;GO:0001887;GO:0019346	Cystathionine gamma-synthase 1, chloroplastic (AtCGS1) (EC 2.5.1.160) (METHIONINE OVERACCUMULATION 1) (O-succinylhomoserine (thiol)-lyase)
evm.model.RL_1.1110	617	AT3G11980.1	AT3G11980.1	orthologue	GO:0102965;GO:0010584;GO:0080019;GO:1903175;GO:0035336;GO:0016628;GO:0009507;GO:0009635;GO:0010345;GO:0043231;GO:0009556	Fatty acyl-CoA reductase 2, chloroplastic (AtFAR2) (EC 1.2.1.84) (Fatty acid reductase 2) (Male sterility protein 2)
evm.model.RL_1.1111	99				GO:0005739;GO:0032981	
evm.model.RL_1.1112	678	AT3G12010.1	AT3G12010.1	orthologue	GO:0010506;GO:0003674;GO:0031902;GO:0035658;GO:0005765;GO:0005515	C18orf8
evm.model.RL_1.1113	965	AT3G12020.2	AT3G12020.2	orthologue	GO:0016887;GO:0007018;GO:0005737;GO:0009507;GO:0008017;GO:0003777;GO:0005871;GO:0005874;GO:0005524;GO:0016787	Kinesin-like protein KIN-7K, chloroplastic;P-loop containing nucleoside triphosphate hydrolases superfamily protein
evm.model.RL_1.1114	196	AT3G12030.1	AT3G12030.1	orthologue	GO:0005737;GO:0005794;GO:0006874;GO:0005739;GO:0005262;GO:0005789;GO:0032469;GO:0016020	Calcium load-activated calcium channel (CLAC channel)
evm.model.RL_1.1115	253	AT3G12040.1	AT3G12040.1	orthologue	GO:0052822;GO:0043916;GO:0006284;GO:0003905;GO:0003677;GO:0052821;GO:0005634;GO:0008725;GO:0003824	DNA-3-methyladenine glycosylase (EC 3.2.2.21) (3-methyladenine DNA glycosidase);DNA-3-methyladenine glycosylase II (EC 3.2.2.21) (3-methyladenine DNA glycosidase)
evm.model.RL_1.1116	359	AT3G12050.1	AT3G12050.1	orthologue	GO:0006457;GO:0051087;GO:0001671;GO:0005634;GO:0005829;GO:0032781	Aha1 domain-containing protein
evm.model.RL_1.1117	547	AT3G12060.1	AT3G12060.1	orthologue	GO:0030244;GO:0016413;GO:0005794;GO:0016020;GO:0016740	Protein trichome birefringence-like 1
evm.model.RL_1.1118	659	AT3G12080.1	AT3G12080.1	orthologue	GO:0009507;GO:0009793;GO:0003729;GO:0042793;GO:0005829;GO:0005525;GO:0042254	GTPase Der (GTP-binding protein EngA)
evm.model.RL_1.1119	283	AT3G12090.1	AT3G12090.1	orthologue	GO:0035265;GO:0009506;GO:0009734;GO:0003674;GO:0005886;GO:0016020	Tetraspanin-6
evm.model.RL_1.112	700	AT3G01100.4	AT3G01100.4	orthologue	GO:0008381;GO:0005227;GO:0005886;GO:0009507;GO:0005634;GO:0016020	CSC1-like protein HYP1;Hyperosmolality-gated Ca2+ permeable channel 2.3 (AtOSCA2.3) (HYPOTHETICAL PROTEIN 1)
evm.model.RL_1.1120	393	AT3G12100.1	AT3G12100.1	orthologue	GO:0005794;GO:0006882;GO:0009624;GO:0046873;GO:0030001;GO:0005385;GO:0005774;GO:0016020;GO:0006829;GO:0006812;GO:0008324;GO:0055085	Cation efflux family protein;Metal tolerance protein C2 (AtMTPc2) (AtMTP5)
evm.model.RL_1.1121	377	AT3G12110.1	AT3G12110.1	orthologue	GO:0015629;GO:0005739;GO:0030036;GO:0005737;GO:0009570;GO:0009941;GO:0005856;GO:0009506;GO:0005829;GO:0005200;GO:0005524;GO:0016787	Actin-11 (EC 3.6.4.-)
evm.model.RL_1.1122	246	AT3G12130.1	AT3G12130.1	orthologue	GO:0006355;GO:2000028;GO:0005737;GO:1900057;GO:0003700;GO:0005634;GO:0003729;GO:0003723;GO:0003677;GO:0008270;GO:0046872;GO:0003676	KH domain-containing protein / zinc finger (CCCH type) family protein;Zinc finger CCCH domain-containing protein 36 (AtC3H36)
evm.model.RL_1.1123	326	AT3G12140.3	AT3G12140.3	orthologue	GO:0050832;GO:0005634;GO:0010228;GO:0003682;GO:0005515	Protein EMSY-LIKE 1 (AtEML1)
evm.model.RL_1.1124	324	AT3G12145.1	AT3G12145.1	orthologue	GO:0048574;GO:0005576;GO:0010228;GO:0005515;GO:0008134;GO:0048510;GO:0005634;GO:0005737;GO:0005886;GO:0048471	Leucine-rich repeat protein FLOR 1 (Protein FLORAL TRANSITION AT THE MERISTEM 4)
evm.model.RL_1.1125	360	AT3G12150.1	AT3G12150.1	orthologue	GO:0003674;GO:0005576;GO:0016787	Alpha/beta hydrolase family protein (At3g12156)
evm.model.RL_1.1126	222	AT3G12160.1	AT3G12160.1	orthologue	GO:0080092;GO:0070382;GO:0003924;GO:0048868;GO:0009860;GO:0005525;GO:0005768;GO:0005794;GO:0045177;GO:0019900;GO:0005829;GO:0090404;GO:0015031;GO:0030659	Ras-related protein RABA4d (AtRABA4d)
evm.model.RL_1.1127.1.687c87ec	288	AT3G12170.2	AT3G12170.2	orthologue	GO:0005737;GO:0003674	At3g12170 (Chaperone DnaJ-domain superfamily protein) (DnaJ protein, putative; 5702-7336) (DnaJ protein-like);Chaperone DnaJ-domain superfamily protein
evm.model.RL_1.1128	103	AT3G12180.1	AT3G12180.1	orthologue	GO:0016192;GO:0005575;GO:0005515;GO:0005102;GO:0016020	Protein cornichon homolog 1
evm.model.RL_1.1129	569	AT3G12200.2	AT3G12200.2	orthologue	GO:0005737;GO:0004674;GO:0005524;GO:0005886;GO:0004672;GO:0016310;GO:0005634;GO:0106310;GO:0006468;GO:0007017;GO:0055028	NIMA-related kinase 7;Serine/threonine-protein kinase Nek7 (EC 2.7.11.34) (NimA-related protein kinase 7) (AtNek7)
evm.model.RL_1.113	509	AT3G01090.2	AT3G01090.2	orthologue	GO:0009635;GO:1900055;GO:0005515;GO:0004674;GO:0099402;GO:0019902;GO:0010508;GO:0019900;GO:0010182;GO:0005737;GO:0005634;GO:1902074;GO:0080022;GO:0004672;GO:0009789;GO:0001666;GO:0010150;GO:0000152;GO:0010228;GO:0006979;GO:0016301;GO:0009738;GO:0005982;GO:0009507;GO:0010050;GO:0005794;GO:0005829;GO:0003006;GO:0009594;GO:0009749;GO:0005524;GO:0005783;GO:0006633;GO:0042128;GO:0106310;GO:0006468;GO:0035556	SNF1-related protein kinase catalytic subunit alpha KIN10 (AKIN10) (EC 2.7.11.1) (AKIN alpha-2) (AKINalpha2) (SNF1-related kinase 1.1) (SnRK1.1)
evm.model.RL_1.1130	209	AT3G12210.2	AT3G12210.2	orthologue	GO:0005634;GO:0003674	DNA binding protein
evm.model.RL_1.1131	331	AT3G12250.4	AT3G12250.4	orthologue	GO:0005515;GO:0046872;GO:0006351;GO:0003700;GO:0005634;GO:0006355;GO:0000976;GO:0009410;GO:0016787;GO:0009627;GO:0043565	TGACG motif-binding factor 6;Transcription factor TGA6 (bZIP transcription factor 45) (AtbZIP45)
evm.model.RL_1.1132	133	AT3G12260.1	AT3G12260.1	orthologue	GO:0005829;GO:0003674;GO:0045271;GO:0005739;GO:0006979;GO:0005743;GO:0005747	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6
evm.model.RL_1.1133	604	AT3G12270.1	AT3G12270.1	orthologue	GO:0000976;GO:0016274;GO:0006355;GO:0006338;GO:0042054;GO:0005737;GO:0005829;GO:0008270;GO:0032259;GO:0035241;GO:0035242;GO:0018216;GO:0005634;GO:0019919;GO:0034969	Probable protein arginine N-methyltransferase 3 (EC 2.1.1.319)
evm.model.RL_1.1134	1015	AT3G12280.1	AT3G12280.1	orthologue	GO:0006357;GO:0005515;GO:0009555;GO:1903866;GO:0000082;GO:0001708;GO:0048366;GO:0007129;GO:0005667;GO:0001558;GO:0010377;GO:0008134;GO:0000977;GO:0032875;GO:0005634;GO:2000134;GO:0016480;GO:0009960;GO:0009553;GO:0010090;GO:0051726;GO:0003677;GO:0030154;GO:0022619;GO:0051783;GO:0008356;GO:2000036;GO:0070176;GO:0048229;GO:0000785;GO:0009567	Retinoblastoma-related 1;Retinoblastoma-related protein 1 (AtRBR) (AtRBR1)
evm.model.RL_1.1135	299	AT3G12290.1	AT3G12290.1	orthologue	GO:0035999;GO:0009507;GO:0046653;GO:0004477;GO:0005737;GO:0004488;GO:0005829;GO:0009853;GO:0003824	Bifunctional protein FolD 2 (Tetrahydrofolate dehydrogenase/cyclohydrolase 2) [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]
evm.model.RL_1.1136	190	AT3G12300.1	AT3G12300.1	orthologue	GO:0009507;GO:0003674	AT3g12300/F28J15_117 (Cilia/flagella-associated protein)
evm.model.RL_1.1137	272	AT3G12320.1	AT3G12320.1	orthologue	GO:0006355;GO:0005515;GO:0007623;GO:0005634	Protein LNK3;Protein LNK3 (Night light-inducible and clock-regulated 3)
evm.model.RL_1.1138	504	AT3G12340.1	AT3G12340.1	orthologue	GO:0003755;GO:0005634	Peptidyl-prolyl cis-trans isomerase FKBP43 (PPIase FKBP43) (EC 5.2.1.8) (FK506-binding protein 43) (AtFKBP43) (Immunophilin FKBP43) (Rotamase);peptidylprolyl isomerase (EC 5.2.1.8)
evm.model.RL_1.1139	183	AT3G12345.1	AT3G12345.1	orthologue	GO:0009535;GO:0009507;GO:0003674;GO:0016853	FKBP-type peptidyl-prolyl cis-trans isomerase (Stress-enhanced protein 4)
evm.model.RL_1.114	630	AT3G01085.3	AT3G01085.3	orthologue	GO:0008353;GO:0032968;GO:0016310;GO:0005634;GO:0006468;GO:0000307;GO:0005524;GO:0004674;GO:0004672;GO:0070816	At3g01085 (Protein kinase superfamily protein);Protein kinase superfamily protein
evm.model.RL_1.1140	589	AT3G12360.1	AT3G12360.1	orthologue	GO:0005886;GO:0005737;GO:0009651;GO:0005515;GO:0005634	Ankyrin repeat family protein;Ankyrin repeat-containing protein ITN1 (Protein INCREASED TOLERANCE TO NACL)
evm.model.RL_1.1141	169	AT3G12370.1	AT3G12370.1	orthologue	GO:0009507;GO:0006412;GO:0003735;GO:0015934;GO:0019843	Large ribosomal subunit protein uL10c (50S ribosomal protein L10, chloroplastic) (CL10)
evm.model.RL_1.1142	725	AT3G12380.2	AT3G12380.2	orthologue	GO:0005654;GO:0005634;GO:0080036;GO:0005200;GO:0010082;GO:0031011;GO:0006281;GO:0006355;GO:0005515;GO:0005737;GO:0030029;GO:0007275	Actin-related protein 5
evm.model.RL_1.1143	199	AT3G12390.1	AT3G12390.1	orthologue	GO:0005634;GO:0005829;GO:0006612;GO:0022626;GO:0005737;GO:0009506;GO:0051082;GO:0005854;GO:0015031	Nascent polypeptide-associated complex subunit alpha-like protein 1 (NAC-alpha-like protein 1) (Alpha-NAC-like protein 1)
evm.model.RL_1.1144	397	AT3G12400.2	AT3G12400.2	orthologue	GO:0043130;GO:0010091;GO:0005515;GO:0005634;GO:0036211;GO:0005770;GO:0032991;GO:0000813;GO:0005769;GO:0008333;GO:0051301;GO:0015031;GO:0005768	Protein ELC (AtELC) (ESCRT-I complex subunit VPS23 homolog 1) (Protein VACUOLAR PROTEIN SORTING 23A) (Vacuolar protein-sorting-associated protein 23 homolog 1);Ubiquitin-conjugating enzyme/RWD-like protein
evm.model.RL_1.1145	272	AT3G12410.1, AT3G12420.1	AT3G12410.1	orthologue	GO:0005634;GO:0003676;GO:0008408;GO:0006139;GO:0005737;GO:0016740	Polynucleotidyl transferase, ribonuclease H-like superfamily protein
evm.model.RL_1.1146	230	AT3G12440.1, AT3G12430.1, AT3G12460.1	AT3G12430.1	orthologue	GO:0003676;GO:0006139;GO:0008408;GO:0005634;GO:0005737;GO:0005576;GO:0016740	Polynucleotidyl transferase, ribonuclease H-like superfamily protein
evm.model.RL_1.1147	285	AT3G12480.1	AT3G12480.1	orthologue	GO:0000976;GO:0005515;GO:0003700;GO:0005634;GO:0001046;GO:0016251;GO:0046982	At3g12480/MQC3.32 (Nuclear factor Y, subunit C11)
evm.model.RL_1.1148	182	AT3G12490.2	AT3G12490.2	orthologue	GO:0004869;GO:0005515;GO:0005576;GO:0009409;GO:0005783;GO:0050897;GO:0009414;GO:0005829;GO:0006972;GO:0006979;GO:0006952	Cysteine proteinase inhibitor;Cysteine proteinase inhibitor 6 (AtCYS-6) (PIP-M) (PRLI-interacting factor M)
evm.model.RL_1.1149	322	AT3G12500.1	AT3G12500.1	orthologue	GO:0050832;GO:0004568;GO:0009871;GO:0016998;GO:0000325;GO:0005773;GO:0099503;GO:0005622;GO:0005576;GO:0000272;GO:0006032;GO:0008061;GO:0008843;GO:0009626;GO:0031640;GO:0005975	Basic endochitinase B (EC 3.2.1.14) (Pathogenesis-related protein 3) (AtChiB) (PR-3)
evm.model.RL_1.115	468	AT3G01080.2	AT3G01080.2	orthologue	GO:0003700;GO:0043565;GO:0006355;GO:0005634;GO:0031347	Probable WRKY transcription factor 58 (WRKY DNA-binding protein 58);WRKY DNA-binding protein 58
evm.model.RL_1.1150	137	AT3G12510.1	AT3G12510.1	orthologue	GO:0003674;GO:0005634	At3g12510 (MADS-box family protein)
evm.model.RL_1.1151	674	AT3G12520.1	AT3G12520.1	orthologue	GO:0008150;GO:0005886;GO:0008271;GO:0009507;GO:0015116;GO:0015293;GO:0016020;GO:1902358;GO:0055085	Probable sulfate transporter 4.2;Sulfate transporter 42
evm.model.RL_1.1152	210	AT3G12530.1	AT3G12530.1	orthologue	GO:0003674;GO:0005634;GO:0000727;GO:0000811;GO:0000228;GO:0006260	DNA replication complex GINS protein PSF2;PSF2
evm.model.RL_1.1153	569	AT3G12540.1	AT3G12540.1	orthologue	GO:0008150;GO:0005634;GO:0003674	DUF547 domain-containing protein;Uncharacterized protein
evm.model.RL_1.1154	635	AT3G12550.1	AT3G12550.1	orthologue	GO:0080188;GO:0003674;GO:0005634;GO:0031047	Factor of DNA methylation 3;XH/XS domain-containing protein
evm.model.RL_1.1155.2.687c87ec	453	AT3G12560.1	AT3G12560.1	orthologue	GO:0005634;GO:0042162;GO:0008301;GO:0005515	Telomere repeat-binding protein 3 (Protein TRF-LIKE 9) (Telomeric DNA-binding protein 2) (AtTBP2)
evm.model.RL_1.1156	489	AT3G12570.1	AT3G12570.1	orthologue	GO:0009941;GO:0003674	FYD
evm.model.RL_1.1157	1184	AT3G12590.1	AT3G12590.1	orthologue	GO:0003674;GO:0009507	ARM repeat superfamily protein
evm.model.RL_1.1158.1.687c87ec	183	AT3G12600.1	AT3G12600.1	orthologue	GO:0016462;GO:0005737;GO:0005634;GO:0005739;GO:0046872;GO:0016787	Nudix hydrolase 16, mitochondrial (AtNUDT16) (EC 3.6.1.-)
evm.model.RL_1.1159	413	AT3G12610.1	AT3G12610.1	orthologue	GO:0009411;GO:0005886;GO:0009507;GO:0009650;GO:0007165;GO:0000166;GO:0006281;GO:0005515	DNA damage-repair/toleration protein DRT100
evm.model.RL_1.116	173	AT3G01070.1	AT3G01070.1	orthologue	GO:0005886;GO:0016020;GO:0005576;GO:0009055;GO:0098552	Early nodulin-like protein 16 (AtENODL16) (Phytocyanin-like protein ENODL16)
evm.model.RL_1.1160	387	AT3G12620.1	AT3G12620.1	orthologue	GO:0005515;GO:1900425;GO:0017018;GO:0005886;GO:1902531;GO:0004722;GO:0046872;GO:0006470;GO:0043169	Probable protein phosphatase 2C 38 (AtPP2C38) (EC 3.1.3.16)
evm.model.RL_1.1161	155	AT3G12630.1	AT3G12630.1	orthologue	GO:0004842;GO:0006970;GO:0009414;GO:0005634;GO:0008270;GO:0016567;GO:0051865;GO:0003677	Zinc finger A20 and AN1 domain-containing stress-associated protein 5 (AtSAP5)
evm.model.RL_1.1162	665	AT3G12640.2	AT3G12640.2	orthologue	GO:0008143;GO:0043488;GO:0005737;GO:0005634;GO:0003723;GO:0003676;GO:1900364	RNA binding (RRM/RBD/RNP motifs) family protein
evm.model.RL_1.1163	240	AT3G12650.1	AT3G12650.1	orthologue	GO:0005739;GO:0003674;GO:0016020	AT3g12650/T2E22_103 (Transmembrane protein)
evm.model.RL_1.1164	250	AT3G12660.1	AT3G12660.1	orthologue	GO:0005886;GO:0003674;GO:0016020;GO:0008150;GO:0098552	Fasciclin-like arabinogalactan protein 14
evm.model.RL_1.1165	589	AT3G12670.1	AT3G12670.1	orthologue	GO:0009793;GO:0019856;GO:0044210;GO:0006241;GO:0042802;GO:0009733;GO:0005829;GO:0003883;GO:0005524;GO:0006221	CTP synthase (EC 6.3.4.2) (UTP--ammonia ligase)
evm.model.RL_1.1166	531	AT3G12680.1	AT3G12680.1	orthologue	GO:0003723;GO:0001709;GO:0005634;GO:0005515;GO:0003729;GO:0003677;GO:0006397;GO:0008270;GO:0009908;GO:0016607;GO:0046872	Zinc finger CCCH domain-containing protein 37 (AtC3H37) (ENHANCER OF AG-4 protein 1)
evm.model.RL_1.1167	213	AT3G12685.1	AT3G12685.1	orthologue	GO:0003674;GO:0005575	Acid phosphatase/vanadium-dependent haloperoxidase-related protein
evm.model.RL_1.1168	570	AT3G12690.1	AT3G12690.1	orthologue	GO:0004674;GO:0005515;GO:0009826;GO:0009860;GO:0005737;GO:0005634;GO:0005886;GO:0016301;GO:0005524;GO:0106310;GO:0004672;GO:0006468	Serine/threonine-protein kinase AGC1-5 (EC 2.7.11.1) (AGC serine/threonine-protein kinase subfamily 1 member 5)
evm.model.RL_1.1169	443	AT3G12700.1	AT3G12700.1	orthologue	GO:0004190;GO:0009507;GO:0010019;GO:0005576;GO:0009744;GO:0005975;GO:0005634;GO:0007623;GO:0006508	Aspartic proteinase NANA, chloroplast (EC 3.4.23.-);Eukaryotic aspartyl protease family protein
evm.model.RL_1.117.2.687c87e9	513	AT3G01060.1	AT3G01060.1	orthologue	GO:0007623;GO:0003674;GO:0009507;GO:0016874	Lysine-tRNA ligase
evm.model.RL_1.1170	313	AT3G12710.1	AT3G12710.1	orthologue	GO:0008725;GO:0006284;GO:0005575;GO:0046872;GO:0003824;GO:0006281	DNA glycosylase superfamily protein (DNA-3-methyladenine glycosidase I-like protein)
evm.model.RL_1.1171	234	AT3G12730.1	AT3G12730.1	orthologue	GO:0006355;GO:0003700;GO:0005634;GO:0005739;GO:0003677	Homeodomain-like superfamily protein;Myb family transcription factor PHL12 (Protein PHR1-LIKE 12)
evm.model.RL_1.1172	343	AT3G12740.1	AT3G12740.1	orthologue	GO:0005783;GO:0005794;GO:0005829;GO:0015914;GO:0005886;GO:0003674;GO:0000139;GO:0005789;GO:0016020	ALA-interacting subunit 1 (AtALIS1) (ALA3 beta-subunit 1)
