Alyssum_gmelinii	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
Ag001G002060	96	AT1G55450.2	AT1G55450.2	other	GO:0008757;GO:0010494;GO:0005634;GO:0032259	At1g55450/T5A14_14 (S-adenosyl-L-methionine-dependent methyltransferases superfamily protein) (T5A14.14 protein);S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Ag001G002070	410	AT1G55460.1	AT1G55460.1	other	GO:0005515;GO:0035874;GO:0048638;GO:0006260;GO:0006974;GO:0003690;GO:0005634;GO:0016607;GO:0008270	KIN17-like protein
Ag001G002080	116	AT1G55475.1	AT1G55475.1	orthologue	GO:0003674;GO:0005634;GO:0008150	At1g55475
Ag001G002090	329	AT1G55480.1	AT1G55480.1	orthologue	GO:0009941;GO:0010206;GO:0031969;GO:0009611;GO:0098572;GO:0009507;GO:0005515;GO:0009570;GO:0010207;GO:0009575;GO:0009535;GO:0005634;GO:0009644;GO:0009534;GO:0015979;GO:0009416;GO:0009579;GO:0009523	Protein MET1, chloroplastic (PDZ domain, K-box domain, and TPR region containing protein)
Ag001G002100	601	AT1G55490.1	AT1G55490.1	orthologue	GO:0048046;GO:0140662;GO:0010319;GO:0009941;GO:0051085;GO:0009507;GO:0022626;GO:0042026;GO:0003729;GO:0006457;GO:0009409;GO:0009627;GO:0009570;GO:0005634;GO:0005515;GO:0005524;GO:0008219;GO:0019904	Chaperonin 60 subunit beta 1, chloroplastic (CPN-60 beta 1) (60 kDa chaperonin subunit beta 1) (RuBisCO large subunit-binding protein subunit beta, chloroplastic)
Ag001G002130	583	AT1G55500.5	AT1G55500.5	orthologue	GO:0005737;GO:0005634;GO:0061157;GO:0048255;GO:0055062;GO:0003729;GO:0009737;GO:0003723;GO:1990247	YTH domain-containing family protein;YTH domain-containing protein ECT4 (Protein EVOLUTIONARILY CONSERVED C-TERMINAL REGION 4)
Ag001G002160	226	AT1G55450.2	AT1G55450.2	other	GO:0008757;GO:0010494;GO:0005634;GO:0032259	At1g55450/T5A14_14 (S-adenosyl-L-methionine-dependent methyltransferases superfamily protein) (T5A14.14 protein);S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Ag001G002170	506	AT2G32290.1	AT2G32290.1	other	GO:0016161;GO:0005783;GO:0009507;GO:0008150;GO:0005576;GO:0000272	Beta-amylase 6 (EC 3.2.1.2) (1,4-alpha-D-glucan maltohydrolase) (Beta-amylase 5)
Ag001G002190	369	AT1G55370.2	AT1G55370.2	orthologue	GO:0003824;GO:0010628;GO:0009773;GO:0009507;GO:0005737;GO:0016020;GO:0030246;GO:0047938;GO:0005975;GO:0009535	Protein NDH-DEPENDENT CYCLIC ELECTRON FLOW 5
Ag001G002200	183	AT4G25090.1	AT4G25090.1	other	GO:0022626;GO:0005886;GO:0050664;GO:0005509;GO:0000325;GO:0016174;GO:0004601;GO:0016020	Putative respiratory burst oxidase homolog protein G (EC 1.11.1.-) (EC 1.6.3.-) (NADPH oxidase RBOHG) (AtRBOHG);Riboflavin synthase-like superfamily protein
Ag001G002220	362	AT1G55370.2	AT1G55370.2	orthologue	GO:0003824;GO:0010628;GO:0009773;GO:0009507;GO:0005737;GO:0016020;GO:0030246;GO:0047938;GO:0005975;GO:0009535	Protein NDH-DEPENDENT CYCLIC ELECTRON FLOW 5
Ag001G002230	583	AT5G51060.1	AT5G51060.1	other	GO:0009060;GO:0016174;GO:0033198;GO:0006952;GO:0010053;GO:0005634;GO:0005509;GO:0005886;GO:0004601;GO:0016020;GO:0016491;GO:0050664	Respiratory burst oxidase homolog protein C (EC 1.11.1.-) (EC 1.6.3.-) (NADPH oxidase RBOHC) (AtRBOHC) (Protein ROOT HAIR DEFECTIVE 2)
Ag001G002250	995				GO:0006508;GO:0008234	
Ag001G002280	1875	AT1G55325.2	AT1G55325.2	orthologue	GO:0006357;GO:0045944;GO:0005634;GO:0040034;GO:0016592;GO:0090213;GO:0003712;GO:0003713	Mediator of RNA polymerase II transcription subunit 13;Mediator of RNA polymerase II transcription subunit 13 (Protein GRAND CENTRAL) (Protein MACCHI-BOU 2)
Ag001G002290	58	AT3G13520.1	AT3G13520.1	other	GO:0016020;GO:0003674;GO:0005886;GO:0098552	Arabinogalactan protein 12 (AtAGP12) (Arabinogalactan peptide 12) (AG-peptide 12)
Ag001G002300	197	AT1G55340.1	AT1G55340.1	orthologue	GO:0003674;GO:0005634	At1g55340;Uncharacterized protein
Ag001G002310	2152	AT1G55350.5	AT1G55350.5	orthologue	GO:0032877;GO:0009793;GO:0005789;GO:0008234;GO:0005737;GO:2000011;GO:2000024;GO:0090628;GO:0004198;GO:0005886;GO:2000014;GO:0097264;GO:0005783;GO:0004197;GO:0042127;GO:0001708;GO:0001558;GO:0010008;GO:0009934;GO:0090392;GO:0006508;GO:0040014	Calpain-type cysteine protease DEK1 (EC 3.4.22.-) (Phytocalpain DEK1) (Protein DEFECTIVE KERNEL 1) (AtDEK1) (Protein EMBRYO DEFECTIVE 1275) (Protein EMBRYO DEFECTIVE 80);Protein DEFECTIVE KERNEL 1
Ag001G002320	409	AT1G55360.1	AT1G55360.1	orthologue	GO:0003674;GO:0005576;GO:0016874	At1g55360 (tRNA-splicing ligase (DUF239))
Ag001G002360	126	AT1G55365.1	AT1G55365.1	orthologue	GO:0005634;GO:0003674	Uncharacterized protein
Ag001G002370	192	AT1G65610.1	AT1G65610.1	other	GO:0008810;GO:0005634;GO:0016020;GO:0030245;GO:0071555;GO:0004553;GO:0005975	Endoglucanase 7 (EC 3.2.1.4) (Endo-1,4-beta glucanase 7)
Ag001G002390	720	AT1G55320.1	AT1G55320.1	orthologue	GO:0009850;GO:0009507;GO:0005737;GO:0003674;GO:0005777;GO:0006631;GO:0016874	Probable acyl-activating enzyme 18, peroxisomal (EC 6.2.1.-)
Ag001G002400	279	AT1G55310.3	AT1G55310.3	orthologue	GO:0005515;GO:0008380;GO:0000398;GO:0035061;GO:0003723;GO:0005634;GO:0042802;GO:0003676;GO:0005730;GO:0005886;GO:0016607;GO:0005681;GO:0005737;GO:0006397	SC35-like splicing factor 33;Serine/arginine-rich SC35-like splicing factor SCL33 (At-SCL33) (AtSCL33) (SC35-like splicing factor 33) (Serine/arginine-rich splicing factor 33)
Ag001G002410	208	AT1G55300.2	AT1G55300.2	orthologue	GO:0006367;GO:0051123;GO:0016251;GO:0005669;GO:0005634	Transcription initiation factor TFIID subunit 7 (TBP-associated factor 7) (AtTAF7)
Ag001G002420	372	AT1G55280.2	AT1G55280.2	orthologue	GO:0009507;GO:0003674;GO:0016020;GO:0005515	At1g55280 (Lipase/lipooxygenase, PLAT/LH2 family protein);Lipase/lipooxygenase, PLAT/LH2 family protein
Ag001G002440	435	AT1G55270.1	AT1G55270.1	orthologue	GO:2000762;GO:0005634;GO:0005515	F-box/kelch-repeat protein At1g55270;Galactose oxidase/kelch repeat superfamily protein
Ag001G002450	168	AT1G55265.1	AT1G55265.1	orthologue	GO:0003674;GO:0000325;GO:0005576;GO:0099503	At1g55265
Ag001G002470	191	AT1G55260.1	AT1G55260.1	orthologue	GO:0005634;GO:0050832;GO:0016020;GO:0003674;GO:0005886;GO:0098552	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein;Non-specific lipid transfer protein GPI-anchored 6 (AtLTPG-6) (Protein LTP-GPI-ANCHORED 6) (Xylogen like protein 6) (AtXYLP6) (AtXYP12)
Ag001G002500	877	AT1G55250.1	AT1G55250.1	orthologue	GO:0033503;GO:0010228;GO:0005634;GO:0009965;GO:0004842;GO:0045087;GO:0010162;GO:0140852;GO:0061630;GO:0140936;GO:0016567;GO:0042803;GO:0005515;GO:0006325;GO:0008270;GO:0046872	E3 ubiquitin protein ligase (EC 2.3.2.27);E3 ubiquitin-protein ligase BRE1-like 2 (EC 2.3.2.27) (Protein HISTONE MONOUBIQUITINATION 2) (AtHUB2) (RING-type E3 ubiquitin transferase BRE1-like 2)
Ag001G002510	705	AT4G03440.1	AT4G03440.1	orthologue	GO:0005737;GO:0016020;GO:0003674;GO:0005886;GO:0005515	Ankyrin repeat family protein
Ag001G002520	299	AT1G55240.1	AT1G55240.1	orthologue	GO:0003674;GO:0005575;GO:0016020	At1g55240 (Proteinase inhibitor I4, serpin (DUF716))
Ag001G002530	311	AT1G55240.1, AT1G55230.1	AT1G55240.1	other	GO:0003674;GO:0005575;GO:0009507;GO:0016020	At1g55240 (Proteinase inhibitor I4, serpin (DUF716));Proteinase inhibitor I4, serpin (DUF716)
Ag001G002550	312	AT1G55240.1	AT1G55240.1	other	GO:0003674;GO:0005575;GO:0016020	At1g55240 (Proteinase inhibitor I4, serpin (DUF716))
Ag001G002570	202	AT1G55240.1, AT1G55230.1	AT1G55240.1	other	GO:0003674;GO:0005575;GO:0009507;GO:0016020	At1g55240 (Proteinase inhibitor I4, serpin (DUF716));Proteinase inhibitor I4, serpin (DUF716)
Ag001G002580	309	AT1G55230.1	AT1G55230.1	orthologue	GO:0003674;GO:0009507;GO:0016020	Proteinase inhibitor I4, serpin (DUF716)
Ag001G002590	312	AT1G55230.1	AT1G55230.1	orthologue	GO:0003674;GO:0009507;GO:0016020	Proteinase inhibitor I4, serpin (DUF716)
Ag001G002600	190	AT1G55210.1	AT1G55210.1	orthologue	GO:0005576;GO:0003674;GO:0009699;GO:0048046	Dirigent protein 20 (AtDIR20)
Ag001G002660	191	AT1G55210.1	AT1G55210.1	orthologue	GO:0005576;GO:0003674;GO:0009699;GO:0048046	Dirigent protein 20 (AtDIR20)
Ag001G002680	658	AT1G55200.1	AT1G55200.1	orthologue	GO:0004672;GO:0005634;GO:0005886;GO:0007165;GO:0004674;GO:0005524;GO:0016787;GO:0006468;GO:0004713	Kinase with adenine nucleotide alpha hydrolases-like domain-containing protein (Protein kinase, putative; 86372-89112)
Ag001G002690	187	AT1G55190.1	AT1G55190.1	orthologue	GO:0016192;GO:0005783;GO:0005886;GO:0005794;GO:0005515;GO:0000325;GO:0005774;GO:0010008	PRA1 family protein F2 (AtPRA1.F2) (Prenylated Rab acceptor 7)
Ag001G002700	361	AT1G31510.1, AT1G11620.1, AT1G11608.1	AT1G11620.1	other	GO:0003674;GO:0008150;GO:0005575;GO:0005739;;GO:0005515	F-box associated ubiquitination effector family protein;Putative F-box/LRR-repeat/kelch-repeat protein At1g11620
Ag001G002710	107					
Ag001G002720	355	AT1G31510.1, AT1G11620.1, AT1G11608.1	AT1G11620.1	other	GO:0003674;GO:0008150;GO:0005575;GO:0005739;;GO:0005515	F-box associated ubiquitination effector family protein;Putative F-box/LRR-repeat/kelch-repeat protein At1g11620
Ag001G002800	381	AT1G31510.1, AT1G11620.1, AT1G11608.1	AT1G11620.1	other	GO:0003674;GO:0008150;GO:0005575;GO:0005739;;GO:0005515	F-box associated ubiquitination effector family protein;Putative F-box/LRR-repeat/kelch-repeat protein At1g11620
Ag001G002830	398	AT1G31510.1, AT1G11620.1, AT1G11608.1	AT1G11620.1	other	GO:0003674;GO:0008150;GO:0005575;GO:0005739;;GO:0005515	F-box associated ubiquitination effector family protein;Putative F-box/LRR-repeat/kelch-repeat protein At1g11620
Ag001G002840	764	AT1G55180.1	AT1G55180.1	orthologue	GO:0006995;GO:0009395;GO:0046470;GO:0004630;GO:0016036;GO:0051301;GO:0048364;GO:0005886;GO:0009791;GO:0045848;GO:0006970;GO:0051365;GO:0070290;GO:0009825;GO:0005509;GO:0016020;GO:0016042;GO:0003824	Phospholipase D (EC 3.1.4.4);Phospholipase D alpha 4 (AtPLDalpha4) (PLD alpha 4) (EC 3.1.4.4) (PLDalpha3) (Phospholipase D epsilon) (AtPLDepsilon) (PLD epsilon)
Ag001G002860	274	AT1G55170.1	AT1G55170.1	orthologue	GO:0005634;GO:0008150;GO:0005515;GO:0009908;GO:0030154	Protein FLX-like 3 (AtFLXL3)
Ag001G002870	469					
Ag001G002880	196	AT1G55160.3	AT1G55160.3	orthologue	GO:0008150;GO:0009507;GO:0005634;GO:0005739;GO:0003674;GO:0016020	At1g55160/T7N22.11 (WAS/WASL-interacting family protein);WAS/WASL-interacting family protein
Ag001G002890	57					
Ag001G002910	516					
Ag001G002920	221	AT1G05760.2	AT1G05760.2	other	GO:0005737;GO:0009615;GO:0051607;GO:0005515;GO:0046741;GO:0030246;GO:0006952	Mannose-binding lectin superfamily protein;Protein RESTRICTED TEV MOVEMENT 1 (Jacalin-related lectin 1) (Restricted tobacco etch virus movement protein 1)
Ag001G002930	497	AT1G55150.2	AT1G55150.2	orthologue	GO:0005730;GO:0005737;GO:0005634;GO:0003724;GO:0009616;GO:0003729;GO:0003676;GO:1990904;GO:0000184;GO:0003723;GO:0005524;GO:0006364;GO:0016887;GO:0016787	DEAD-box ATP-dependent RNA helicase 20 (EC 3.6.4.13);RNA helicase (EC 3.6.4.13)
Ag001G002940	237	AT1G55140.1	AT1G55140.1	orthologue	GO:0004525;GO:0006396;GO:0000967;GO:0009507;GO:0000476;GO:0004540	At1g55140 (Ribonuclease III family protein);Ribonuclease III family protein
Ag001G002950	637	AT1G55130.1	AT1G55130.1	orthologue	GO:0003674;GO:0005794;GO:0005802;GO:0000138;GO:0005768;GO:0005576;GO:0072657;GO:0016020;GO:0000139;GO:0010008	Transmembrane 9 superfamily member 6 (Endomembrane protein 4) (Transmembrane nine protein 6) (AtTMN6)
Ag001G002960	589	AT1G55120.1	AT1G55120.1	orthologue	GO:0005975;GO:0051669;GO:0031219;GO:0005634;GO:0005576;GO:0000325;GO:0004553;GO:0048046;GO:0016020	Beta-fructofuranosidase 5;Beta-fructofuranosidase, insoluble isoenzyme CWINV3 (6-fructan exohydrolase) (6-FEH) (EC 3.2.1.80) (Beta-fructofuranosidase 5) (AtFruct5) (Cell wall beta-fructosidase 3) (Cell wall invertase 3) (AtcwINV3) (Sucrose hydrolase 3)
Ag001G002970	445	AT1G55110.1	AT1G55110.1	orthologue	GO:0003700;GO:0005634;GO:0006355;GO:0003677;GO:0008270	Protein indeterminate-domain 7
Ag001G002980	725	AT1G55090.1	AT1G55090.1	orthologue	GO:0009435;GO:0004359;GO:0003952;GO:0005737;GO:0005524	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing]) (NAD(+) synthetase)
Ag001G002990	222	AT1G55080.1	AT1G55080.1	orthologue	GO:0005515;GO:0016592;GO:0005634;GO:0016020	Mediator of RNA polymerase II transcription subunit 9;Mediator of RNA polymerase II transcription subunit-like protein
Ag001G003000	797	AT3G13870.1	AT3G13870.1	orthologue	GO:0006888;GO:0030036;GO:0005886;GO:0005783;GO:0009932;GO:0005634;GO:0009832;GO:0005829;GO:0010053;GO:0005525;GO:0003924;GO:0000325;GO:0005737;GO:0016320;GO:0000139;GO:0005789	Protein ROOT HAIR DEFECTIVE 3 (EC 3.6.5.-) (Protein FRAGILE FIBER 4) (Protein SEY1 homolog 1)
Ag001G003020	533					
Ag001G003030	396				GO:0003824	
Ag001G003040	133	AT1G65610.1	AT1G65610.1	other	GO:0008810;GO:0005634;GO:0016020;GO:0030245;GO:0071555;GO:0005975;GO:0004553	Endoglucanase 7 (EC 3.2.1.4) (Endo-1,4-beta glucanase 7)
Ag001G003180	669	AT2G30110.1	AT2G30110.1	orthologue	GO:0004842;GO:0016567;GO:0004839;GO:0005829;GO:0006511;GO:0009506;GO:0006974;GO:0005634;GO:0005737;GO:0005777;GO:0051707;GO:0005524;GO:0008641;GO:0036211;GO:0032446	Ubiquitin-activating enzyme E1 1 (AtUBA1) (EC 6.2.1.45) (Protein MODIFIER OF SNC1 5)
Ag001G003190	147	AT1G55325.2	AT1G55325.2	orthologue	GO:0006357;GO:0045944;GO:0005634;GO:0040034;GO:0016592;GO:0090213;GO:0003712;GO:0003713	Mediator of RNA polymerase II transcription subunit 13;Mediator of RNA polymerase II transcription subunit 13 (Protein GRAND CENTRAL) (Protein MACCHI-BOU 2)
Ag001G003210	125					
Ag001G003290	113	AT1G54290.1	AT1G54290.1	orthologue	GO:0003743;GO:0005737;GO:0005829;GO:0003729;GO:0006413;GO:0003723;GO:0005634;GO:0006417	Protein translation factor SUI1 homolog 2
Ag001G003300	1239	AT1G54280.1	AT1G54280.1	orthologue	GO:1905038;GO:0005886;GO:0009860;GO:0015662;GO:0045332;GO:0140326;GO:0015914;GO:0010286;GO:0016887;GO:0012505;GO:0005739;GO:0000287;GO:0008270;GO:0005524;GO:0000166;GO:0005215;GO:0016020	Phospholipid-transporting ATPase 6 (AtALA6) (EC 7.6.2.1) (Aminophospholipid flippase 6)
Ag001G003330	151					
Ag001G003380	114					
Ag001G003430	412	AT1G54270.1	AT1G54270.1	orthologue	GO:0000325;GO:0003743;GO:0005737;GO:0002183;GO:0005886;GO:0005634;GO:0009506;GO:0003724;GO:0003729;GO:0010494;GO:0005829;GO:0005524;GO:0016887;GO:0003723;GO:0004386;GO:0016787;GO:0003676	Eukaryotic initiation factor 4A-2 (eIF-4A-2) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-2) (DEAD-box ATP-dependent RNA helicase 19);RNA helicase (EC 3.6.4.13)
Ag001G003440	164	AT1G54230.1, AT1G54240.1	AT1G54230.1	orthologue	GO:0003691;GO:0006334;GO:0000786;GO:0005634;GO:0003677	Winged helix-turn-helix transcription repressor DNA-binding protein;Winged-helix DNA-binding transcription factor family protein
Ag001G003450	70	AT1G54260.1	AT1G54260.1	other	GO:0005634;GO:0006334;GO:0003691;GO:0000786	Winged-helix DNA-binding transcription factor family protein
Ag001G003460	384				GO:0005777;GO:0010468	
Ag001G003470	247	AT1G54260.1	AT1G54260.1	other	GO:0005634;GO:0006334;GO:0003691;GO:0000786;GO:0003677	Winged-helix DNA-binding transcription factor family protein
Ag001G003480	252	AT1G54230.1, AT1G54240.1	AT1G54230.1	orthologue	GO:0003691;GO:0006334;GO:0000786;GO:0005634;GO:0003677	Winged helix-turn-helix transcription repressor DNA-binding protein;Winged-helix DNA-binding transcription factor family protein
Ag001G003490	272	AT1G54230.1, AT1G54240.1	AT1G54230.1	orthologue	GO:0003691;GO:0006334;GO:0000786;GO:0005634;GO:0003677	Winged helix-turn-helix transcription repressor DNA-binding protein;Winged-helix DNA-binding transcription factor family protein
Ag001G003500	537	AT1G54220.1	AT1G54220.1	orthologue	GO:0005739;GO:0005634;GO:0006086;GO:0031405;GO:0004742;GO:0005737;GO:0045254;GO:0016407;GO:0005759;GO:0016746;GO:0006090	Dihydrolipoyllysine-residue acetyltransferase component 3 of pyruvate dehydrogenase complex, mitochondrial (EC 2.3.1.12) (Dihydrolipoamide S-acetyltransferase component 3 of pyruvate dehydrogenase complex) (Pyruvate dehydrogenase complex component E2 3) (PDC-E2 3) (PDCE2 3)
Ag001G003510	103	AT1G54217.2	AT1G54217.2	orthologue	GO:0005739;GO:0003674;GO:0008150;GO:0005840;GO:0016020	Ribosomal protein L18ae family
Ag001G003520	170	AT1G54215.1	AT1G54215.1	orthologue	GO:0005575;GO:0008150;GO:0003674;GO:0016020	Proline-rich family protein
Ag001G003530	332	AT1G54040.2	AT1G54040.2	other	GO:0005515;GO:0005634;GO:0009753;GO:0030234;GO:0009507;GO:0010150;GO:0042742;GO:0019762;GO:0080028;GO:0005737;GO:0042803;GO:0042802;GO:0016829;GO:0005829	N-(sulfonatooxy)alkenimidothioic acid sulfate-lyase (epithionitrile-forming) (EC 4.8.1.5) (EC 4.8.1.6) (Epithionitrile-specifier protein) (Epithiospecifier protein) (AtESP) (Protein EPITHIOSPECIFYING SENESCENCE REGULATOR) (AtESR);thiohydroximate-O-sulfate sulfate/sulfur-lyase (nitrile-forming) (EC 4.8.1.5)
Ag001G003560	96	AT1G54210.1	AT1G54210.1	orthologue	GO:0019776;GO:0097352;GO:0000421;GO:0006914;GO:0000045;GO:0034727;GO:0061723;GO:0034045;GO:0009507;GO:0000422;GO:0005737;GO:0031386;GO:0034274;GO:0003674;GO:0015031;GO:0061739	Ubiquitin-like protein ATG12A (Autophagy-related protein 12a) (APG12-like protein a) (AtAPG12a);Ubiquitin-like superfamily protein
Ag001G003590	321	AT1G54200.1	AT1G54200.1	orthologue	GO:0010929;GO:0005515;GO:0060918;GO:0005634;GO:0005886;GO:0009734	Protein BIG GRAIN 1-like B
Ag001G003600	319	AT1G54180.1	AT1G54180.1	orthologue	GO:0003674;GO:0005634	Protein Brevis radix-like 3 (AtBRXL3)
Ag001G003610	707	AT1G54170.1	AT1G54170.1	orthologue	GO:0010494;GO:0034063;GO:0005634;GO:0003729;GO:0003723;GO:0005737	Polyadenylate-binding protein-interacting protein 3 (PABP-interacting protein 3) (Poly(A)-binding protein-interacting protein 3) (PAM2-containing protein CID3) (Protein CTC-INTERACTING DOMAIN 3)
Ag001G003620	219	AT1G54160.1	AT1G54160.1	orthologue	GO:0009793;GO:0009738;GO:0005634;GO:0009785;GO:0006357;GO:0048316;GO:0009414;GO:0045892;GO:0000981;GO:0000976;GO:0016602;GO:0010262;GO:0003700;GO:0006355	Nuclear transcription factor Y subunit A-5 (AtNF-YA-5)
Ag001G003630	381	AT1G54150.1	AT1G54150.1	orthologue	GO:0016567;GO:0006996;GO:0004842;GO:0009941;GO:0009507;GO:0005739;GO:0008270;GO:0009707;GO:0016020;GO:0061630	E3 ubiquitin-protein ligase SPL2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SPL2) (SP1-like protein 2);RING-type E3 ubiquitin transferase (EC 2.3.2.27)
Ag001G003640	183	AT1G54140.1	AT1G54140.1	orthologue	GO:0005515;GO:0005634;GO:0051123;GO:0006352;GO:0046982;GO:0005669;GO:0003713;GO:0016251;GO:0000124	Transcription initiation factor TFIID subunit 9 (TATA binding protein associated factor 21kDa subunit) (TBP-associated factor 9) (AtTAF9)
Ag001G003650	690	AT1G54130.1	AT1G54130.1	orthologue	GO:0008728;GO:0015970;GO:0010150;GO:0005886;GO:0015979;GO:0009507;GO:0005524;GO:0005525;GO:0016301;GO:0015969	Probable GTP diphosphokinase RSH3, chloroplastic (EC 2.7.6.5) (RelA/SpoT homolog 3) (AtRSH3) (ppGpp synthetase RSH3)
Ag001G003660	424	AT1G22000.1, AT1G26890.1	AT1G22000.1	orthologue	GO:0003674;GO:0005634;GO:0008150;;GO:0005515	FBD, F-box and Leucine Rich Repeat domains containing protein;Putative F-box/FBD/LRR-repeat protein At1g22000
Ag001G003670	73	AT1G53930.1	AT1G53930.1	orthologue	GO:0005634;GO:0019941;GO:0031625;GO:0005737;GO:0016567;GO:0031386;GO:0003729;GO:0005515	F15I1.1 protein (Ubiquitin family protein) (Ubiquitin-like superfamily protein)
Ag001G003680	374	AT1G53970.1, AT5G40990.1, AT1G53940.2	AT5G40990.1	other	GO:0005634;GO:0006629;GO:0016298;GO:0009723;GO:0010930;GO:0005576;GO:0004064;GO:0042742;GO:0098542;GO:0009751;GO:0009753;GO:0009507;GO:0009871;GO:0050832;GO:0009627;GO:0009866;GO:0009620;GO:0005615;GO:0009734;GO:0016042;GO:0016788	F15I1.5 (GDSL esterase/lipase-like protein);GDSL esterase/lipase 1 (EC 3.1.1.-) (Extracellular lipase 1);GDSL esterase/lipase 2 (EC 3.1.1.-) (Extracellular lipase 2)
Ag001G003700	509	AT1G54100.1	AT1G54100.1	orthologue	GO:0009651;GO:0009737;GO:0009269;GO:0009507;GO:0043878;GO:0006081;GO:0004029;GO:0016491;GO:0016620	Aldehyde dehydrogenase family 7 member B4 (EC 1.2.1.3) (Antiquitin-1) (Turgor-responsive ALDH)
Ag001G003710	509	AT1G54100.1	AT1G54100.1	orthologue	GO:0009651;GO:0009737;GO:0009269;GO:0009507;GO:0043878;GO:0006081;GO:0004029;GO:0016491;GO:0016620	Aldehyde dehydrogenase family 7 member B4 (EC 1.2.1.3) (Antiquitin-1) (Turgor-responsive ALDH)
Ag001G003720	625	AT1G54115.1	AT1G54115.1	orthologue	GO:0010150;GO:0055085;GO:0006812;GO:0016020;GO:0008324;GO:0006813;GO:0006814;GO:0015297	Cation/calcium exchanger 4 (AtCCX4) (Protein CATION CALCIUM EXCHANGER 4) (Protein CATION EXCHANGER 10)
Ag001G003730	123	AT1G54120.1	AT1G54120.1	orthologue	GO:0003674;GO:0005739	F15I1.22
Ag001G003740	589	AT1G65610.1	AT1G65610.1	other	GO:0008810;GO:0005634;GO:0016020;GO:0030245;GO:0071555;GO:0005975;GO:0004553	Endoglucanase 7 (EC 3.2.1.4) (Endo-1,4-beta glucanase 7)
Ag001G003750	531				GO:0003677;GO:0046983	
Ag001G003770	540	AT4G13130.1	AT4G13130.1	orthologue	GO:0009941;GO:0003674;GO:0005634;GO:0008270	Cysteine/Histidine-rich C1 domain family protein
Ag001G003810	154	AT1G54095.1	AT1G54095.1	orthologue	GO:0003674;GO:0005737	At1g54095 (DUF1677 family protein, putative (DUF1677))
Ag001G003820	635	AT1G54090.1	AT1G54090.1	orthologue	GO:0005737;GO:0000145;GO:0005829;GO:0006887;GO:0005546;GO:0005634;GO:0015031	Exocyst subunit Exo70 family protein
Ag001G003830	129	AT1G54070.1	AT1G54070.1	orthologue	GO:0003674;GO:0008150;GO:0005634	Dormancy-associated protein homolog 4 (DRM1 homolog 4)
Ag001G003840	324	AT1G54060.1	AT1G54060.1	orthologue	GO:0010431;GO:0006355;GO:0009793;GO:0000976;GO:0005634;GO:0010029;GO:0003700;GO:0005730;GO:0005515;GO:0043565;GO:0048831;GO:0009733	Trihelix transcription factor ASIL1 (6B-interacting protein 1-like 1) (Trihelix DNA-binding protein ASIL1)
