Arabidopsis_lyrata_NCBI	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
XP_002862438.1	115	AT5G34908.1, AT3G44115.1, AT1G57760.1, AT1G45215.1, AT1G45221.1, AT1G45223.1, AT1G57777.1, AT1G57775.1, AT4G07515.1, AT4G08025.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34905.1, AT5G34881.1, AT5G34887.1, AT3G30383.1, AT3G30385.1, AT3G30387.1, AT5G34882.1, AT5G42957.1, AT5G42955.1	AT5G34887.1	other	GO:0003674;GO:0005576;GO:0008150;GO:0009507;GO:0005575;GO:0016020	At4g07515 (ECA1 gametogenesis family protein (DUF784));Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein;ECA1 gametogenesis family protein (DUF784);Inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein (DUF784);Inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein, putative (DUF784);Transmembrane protein
XP_002862443.1	140	AT3G23230.1	AT3G23230.1	orthologue	GO:0009873;GO:0005634;GO:0003700;GO:0006355;GO:0005622;GO:0003677	Ethylene-responsive transcription factor ERF098
XP_002862448.2	266	AT3G11050.1	AT3G11050.1	orthologue	GO:0009737;GO:0008199;GO:0006826;GO:0008198;GO:0009507;GO:0005737;GO:0006979;GO:0004322;GO:0006879;GO:0006880	Ferritin-2, chloroplastic (EC 1.16.3.1)
XP_002862452.1	154	AT2G39460.1	AT2G39460.1	orthologue	GO:0022625;GO:0003729;GO:0015934;GO:0009409;GO:0022626;GO:0009506;GO:0006412;GO:0009505;GO:0003735;GO:0006979;GO:0005737;GO:0005794;GO:0005730;GO:0009644;GO:0019843;GO:0005840	Large ribosomal subunit protein uL23z (60S ribosomal protein L23a-1) (AtRPL23A-1)
XP_002862453.1	207	AT3G25080.1	AT3G25080.1	orthologue	GO:0008150;GO:0005575;GO:0003674	UPF0725 protein At3g25080
XP_002862455.2	411	AT2G43690.1, AT2G43700.1	AT2G43700.1	other	GO:0002229;GO:0004675;GO:0004672;GO:0044024;GO:0005886;GO:0006468;GO:0016301;GO:0042742;GO:0004674;GO:0009507;GO:0005634;GO:0005524;GO:0030246;GO:0106310	L-type lectin-domain containing receptor kinase V.4 (Arabidopsis thaliana lectin-receptor kinase c1) (AthlecRK-c1) (LecRK-V.4) (EC 2.7.11.1);Probable L-type lectin-domain containing receptor kinase V.3 (Arabidopsis thaliana lectin-receptor kinase c2) (AthlecRK-c2) (LecRK-V.3) (EC 2.7.11.1);non-specific serine/threonine protein kinase (EC 2.7.11.1)
XP_002862457.1	308	AT2G35320.1	AT2G35320.1	orthologue	GO:0005634;GO:0030946;GO:0048856;GO:0045739;GO:0005515;GO:0004725;GO:0006470;GO:0035335;GO:0030154;GO:0046872;GO:0007275	Protein phosphatase EYA (EC 3.1.3.48) (Eyes absent homolog) (AtEYA)
XP_002862463.1	130	AT5G65165.1	AT5G65165.1	orthologue	GO:0009055;GO:0005739;GO:0006099;GO:0045273;GO:0006121;GO:0000104;GO:0008177;GO:0022904;GO:0009060;GO:0005743;GO:0046872;GO:0051537;GO:0051538;GO:0051539;GO:0051536;GO:0016491	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit 3, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip);succinate dehydrogenase (EC 1.3.5.1)
XP_002862471.2	96	AT2G22145.1	AT2G22145.1	orthologue	GO:0031982;GO:0003674;GO:0009567;GO:2000008;GO:0080155;GO:0005576	ECA1 gametogenesis related family protein
XP_002862473.2	367	AT1G31150.1	AT1G31150.1	other	GO:0005634;GO:0003700;GO:0006355	F28K20.8 protein (K-box region protein (DUF1985));K-box region protein (DUF1985)
XP_002862482.1	134					
XP_002862484.1	163	AT4G08990.1	AT4G08990.1	other	GO:0044027;GO:0005634;GO:0003886;GO:0003677;GO:0003682;GO:0006346;GO:0032259;GO:0008168;GO:0010424	DNA (cytosine-5)-methyltransferase 2 (EC 2.1.1.37) (DNA methyltransferase 2) (DNA methyltransferase IIb)
XP_002862492.2	84	AT2G31082.1	AT2G31082.1	orthologue	GO:0005739;GO:0003674;GO:0045168;GO:0048046	CLAVATA3/ESR (CLE)-related protein 7 [Cleaved into: CLE7p]
XP_002862493.2	226				GO:0061630	
XP_002862495.1	215	AT2G42410.3	AT2G42410.3	orthologue	GO:0006355;GO:0003700;GO:0005634;GO:0008270	Zinc finger protein 11;Zinc finger protein 11 (AtZFP11)
XP_002862496.1	211	AT2G42390.1	AT2G42390.1	orthologue	GO:0005576;GO:0017177;GO:0003674;GO:0006491;GO:0016020;GO:0016301	Expressed protein (Kinase C substrate, heavy chain-like protein)
XP_002862502.1	284	AT2G43110.1	AT2G43110.1	orthologue	GO:0003674;GO:0005634;;GO:0030686	At2g43110 (U3 containing 90S pre-ribosomal complex subunit);U3 containing 90S pre-ribosomal complex subunit
XP_002862503.1	259	AT1G70530.1	AT1G70530.1	other	GO:0006468;GO:0005576;GO:0004674;GO:0016301;GO:0005739;GO:0005524;GO:0016020;GO:0106310	Cysteine-rich receptor-like protein kinase 3 (Cysteine-rich RLK3) (EC 2.7.11.-);non-specific serine/threonine protein kinase (EC 2.7.11.1)
XP_002862504.1	273	AT3G27430.2	AT3G27430.2	orthologue	GO:0051603;GO:0005634;GO:0005737;GO:0005839;GO:0006511;GO:0004298;GO:0043161;GO:0019774;GO:0005829;GO:0000502;GO:0004175	Proteasome subunit beta type-7-A (EC 3.4.25.1) (20S proteasome beta subunit B-1) (Proteasome component FA) (Proteasome component FB) (Proteasome subunit beta type-2);proteasome endopeptidase complex (EC 3.4.25.1) (Proteasome subunit beta type-2)
XP_002862505.2	261	AT3G19580.1	AT3G19580.1	other	GO:0000976;GO:0005634;GO:0009414;GO:0009793;GO:0003700;GO:0009737;GO:0006355;GO:0045892;GO:0043565;GO:0042538;GO:0003677;GO:0008270;GO:0009738	Zinc finger protein AZF2 (Zinc-finger protein 2)
XP_002862506.2	190	AT3G24310.1	AT3G24310.1	orthologue	GO:0000976;GO:0045893;GO:0005634;GO:0003700;GO:0006355;GO:0001216;GO:0043565	MYB-like DNA-binding domain protein (Myb domain protein 305)
XP_002862507.2	317	AT3G54540.1	AT3G54540.1	other	GO:0005524;GO:0005886;GO:0016887;GO:0005829	ABC transporter F family member 4 (ABC transporter ABCF.4) (AtABCF4) (GCN20-type ATP-binding cassette protein GCN4)
XP_002862508.1	183	AT3G22950.1	AT3G22950.1	orthologue	GO:0006886;GO:0006499;GO:0016192;GO:0005802;GO:0005525;GO:1903292;GO:0003924;GO:0005794;GO:0005886;GO:0005737	ADP-ribosylation factor C1 (ADP-ribosylation factor, putative) (Putative ADP-ribosylation factor)
XP_002862512.2	355	AT5G63530.1	AT5G63530.1	orthologue	GO:0005634;GO:0046914;GO:0008150;GO:0046872	Heavy metal-associated isoprenylated plant protein 7 (AtHIP07) (Farnesylated protein 3) (AtFP3)
XP_002862516.1	132	AT2G45630.2	AT2G45630.2	other	GO:0030267;GO:0016618;GO:0051287;GO:0009507;GO:0016616;GO:0140256;GO:0005829;GO:0009854	At2g45630/F17K2.16 (D-isomer specific 2-hydroxyacid dehydrogenase family protein) (Putative glycerate dehydrogenase);D-isomer specific 2-hydroxyacid dehydrogenase family protein (Putative glycerate dehydrogenase)
XP_002862521.1	114	AT2G39420.1	AT2G39420.1	other	GO:0016298;GO:0016020;GO:0005794;GO:0047372;GO:0005783	Alpha/beta-Hydrolases superfamily protein (Putative phospholipase)
XP_002862522.2	166	AT2G39410.2, AT2G39420.1	AT2G39410.2	other	GO:0016020;GO:0016298;GO:0005794;GO:0008150;GO:0005783;GO:0047372	Alpha/beta-Hydrolases superfamily protein (Putative phospholipase);Alpha/beta-Hydrolases superfamily protein (Putative phospholipase; alternative splicing isoform)
XP_002862529.2	109				GO:0000103;GO:0004020;GO:0004781	
XP_002862537.1	846	AT5G61550.2	AT5G61550.2	orthologue	GO:0004672;GO:0016567;GO:0005524;GO:0009507;GO:0004842;GO:0004674;GO:0106310;GO:0006468	RING-type E3 ubiquitin transferase (EC 2.3.2.27);U-box domain-containing protein 52 (Plant U-box protein 52) [Includes: E3 ubiquitin ligase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase); Serine/threonine-protein kinase (EC 2.7.11.-)]
XP_002862542.2	114	AT5G50090.1	AT5G50090.1	orthologue	GO:0005634;GO:0003674	At5g50090 (D-ribose-binding periplasmic protein);D-ribose-binding periplasmic protein
XP_002862543.1	193	AT5G52390.1	AT5G52390.1	orthologue	GO:0003674;GO:0005575	PAR1 protein (Photoassimilate-responsive protein PAR-like protein) (Putative photoassimilate-responsive protein PAR)
XP_002862549.2	370	AT2G46290.1	AT2G46290.1	orthologue	GO:0002183;GO:0009506;GO:0003723;GO:0080008;GO:0071541;GO:0003743;GO:0005634;GO:0001732;GO:0016282;GO:0033290;GO:0005515;GO:0005737;GO:0005852	Eukaryotic translation initiation factor 3 subunit I (eIF3i)
XP_002862551.1	116	AT3G28500.1	AT3G28500.1	orthologue	GO:0022625;GO:0005737;GO:0002182;GO:0022626;GO:0003674;GO:0003735;GO:0005840;GO:0006414	Large ribosomal subunit protein P2x (60S acidic ribosomal protein P2-3)
XP_002862557.2	193	AT2G46250.1	AT2G46250.1	orthologue	GO:0005737;GO:0003674	At2g46250/T3F17.10 (Myosin heavy chain-like protein);Myosin heavy chain-like protein
XP_002862558.2	659	AT2G30240.1	AT2G30240.1	orthologue	GO:0015297;GO:0071805;GO:0015079;GO:0006813;GO:0006885;GO:0012505;GO:0006812;GO:1902600;GO:0005886;GO:0015385;GO:0098662;GO:0015293;GO:0016020;GO:0055085	Cation/H(+) symporter 13 (Protein CATION/H+ EXCHANGER 13) (AtCHX13)
XP_002862565.1	87					
XP_002862566.1	77	AT5G65870.1	AT5G65870.1	orthologue	GO:0008283;GO:0031012;GO:0003674;GO:1905392;GO:0030154;GO:0005576;GO:0008083	Phytosulfokines 5 (AtPSK5) [Cleaved into: Phytosulfokine-alpha (PSK-alpha) (Phytosulfokine-a); Phytosulfokine-beta (PSK-beta) (Phytosulfokine-b)]
XP_002862568.1	194	AT3G49760.1	AT3G49760.1	other	GO:0045893;GO:0003700;GO:0006355;GO:0005634;GO:0005515;GO:0000976;GO:0046982	At3g49760 (BZIP transcription factor AtbZip5) (Basic leucine-zipper 5)
XP_002862572.1	304	AT4G05470.1, AT4G05475.1	AT4G05475.1	orthologue	GO:0005737;GO:1905761;GO:0008150;GO:0006511;GO:0005634;GO:0003674;GO:0005515	Putative F-box protein At4g05475;Putative F-box/LRR-repeat protein 21;RNI-like superfamily protein
XP_002862576.1	514	AT1G47620.1, AT4G32170.1, AT4G39500.2, AT4G39510.1, AT5G02900.1	AT4G32170.1	other	GO:0005506;GO:0005576;GO:0016705;GO:0020037;GO:0009507;GO:0008150;GO:0005575;GO:0005886;GO:0004497;GO:0006629;GO:0016020	AT4g39510/F23K16_140 (Cytochrome P450, family 96, subfamily A, polypeptide 12) (Cytochrome P450-like protein);At1g47620 (Cytochrome P450, family 96, subfamily A, polypeptide 8) (F16N3.8 protein);Cytochrome P450, family 96, subfamily A, polypeptide 11;Cytochrome P450, family 96, subfamily A, polypeptide 11 (Cytochrome P450-like protein);Cytochrome P450, family 96, subfamily A, polypeptide 13 (Cytochrome P450-like protein);Cytochrome P450, family 96, subfamily A, polypeptide 2 (Cytochrome P450-like protein) (Cytochrome p450 - like protein)
XP_002862579.1	259	AT4G34180.1	AT4G34180.1	orthologue	GO:0019441;GO:0005783;GO:0005886;GO:0099503;GO:0009505;GO:0043069;GO:0009507;GO:0005794;GO:0004061;GO:0005576;GO:0006952	Cyclase-like protein 1
XP_002862582.1	607	AT1G49340.1	AT1G49340.1	other	GO:0009555;GO:0005886;GO:0009898;GO:0005634;GO:0004430;GO:0046854;GO:0070300;GO:0005737;GO:0048015;GO:0005546;GO:0006468;GO:0070273;GO:0001727;GO:0051015;GO:0098797;GO:0031234;GO:0048471;GO:0048364;GO:0098857;GO:0048831;GO:0009506;GO:0016020;GO:0016301	1-phosphatidylinositol 4-kinase (EC 2.7.1.67);Phosphatidylinositol 4-kinase alpha 1 (PI4-kinase alpha 1ao) (PtdIns-4-kinase alpha 1) (EC 2.7.1.67) (Phosphatidylinositol 4-OH kinase alpha1) (AtPI4Kalpha1) (PI-4Kalpha1)
XP_002862589.2	146					
XP_002862591.1	103	AT2G47270.1	AT2G47270.1	orthologue	GO:0006355;GO:0003700;GO:0000976;GO:2000280;GO:0005739;GO:0009646;GO:0046983;GO:0005515;GO:0005634;GO:0030154	Transcription factor UPBEAT1 (Basic helix-loop-helix protein 151) (AtbHLH151) (bHLH 151) (Transcription factor EN 146) (Transcription factor bHLH151) (bHLH transcription factor bHLH151)
XP_002862595.1	136	AT3G24068.1	AT3G24068.1	orthologue	GO:0005575;GO:0003674;GO:0008150;GO:0005576;GO:0060320	Plant self-incompatibility protein S1 family
XP_002862599.1	203	AT5G61090.1	AT5G61090.1	orthologue	GO:0034244;GO:0140566;GO:0004523;GO:0003676;GO:0005634;GO:0008270;GO:0016740	Gb|AAF19536.1 (Polynucleotidyl transferase, ribonuclease H-like superfamily protein)
XP_002862602.1	628	AT2G29220.1	AT2G29220.1	orthologue	GO:0004675;GO:0005886;GO:0009507;GO:0042742;GO:0002229;GO:0004672;GO:0016301;GO:0005524;GO:0030246;GO:0098542;GO:0006468	Probable inactive L-type lectin-domain containing receptor kinase III.1 (LecRK-III.1)
XP_002862603.1	252	AT3G04990.1	AT3G04990.1	orthologue	GO:0008150;GO:0005737;GO:0003674	Intracellular protein transporter
XP_002862604.2	1351	AT3G04980.2	AT3G04980.2	orthologue	GO:0005737;GO:0008150;GO:0003674	DNAJ heat shock N-terminal domain-containing protein
XP_002862614.2	194	AT3G14020.1	AT3G14020.1	orthologue	GO:0006357;GO:0006355;GO:0009793;GO:0005634;GO:0010262;GO:0003700;GO:0048316;GO:0000981;GO:0016602;GO:0005515;GO:0003677	Nuclear transcription factor Y subunit A-6 (AtNF-YA-6)
XP_002862621.1	257	AT2G30890.1	AT2G30890.1	orthologue	GO:0009507;GO:0020037;GO:0016491;GO:0140575;GO:0008150;GO:0016020;GO:0046872	Cytochrome b561 domain-containing protein At2g30890 (Protein b561A.tha12)
XP_002862622.1	366	AT2G30900.1	AT2G30900.1	orthologue	GO:0016413;GO:0008374;GO:0008150;GO:0005576;GO:0005794;GO:0016020;GO:0016740	Protein trichome birefringence-like 43;TRICHOME BIREFRINGENCE-LIKE 43
XP_002862624.1	132	AT2G30920.1	AT2G30920.1	other	GO:0005739;GO:0010420;GO:0006744;GO:0032259;GO:0009793;GO:0005740;GO:0061542;GO:0008425;GO:0031314;GO:0120537;GO:0008168	Ubiquinone biosynthesis O-methyltransferase, mitochondrial (3-demethylubiquinol 3-O-methyltransferase) (EC 2.1.1.64) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.-) (EMBRYO DEFECTIVE 3002) (Polyprenyldihydroxybenzoate methyltransferase) (EC 2.1.1.114)
XP_002862625.1	222	AT5G53680.1	AT5G53680.1	orthologue	GO:0005634;GO:0003729;GO:0003723;GO:0003676	RNA-binding (RRM/RBD/RNP motifs) family protein (Similarity to RNA-binding protein)
XP_002862627.1	109	AT5G53710.2	AT5G53710.2	orthologue	GO:0003674;GO:0005739	Uncharacterized protein
XP_002862630.1	207	AT5G58800.1	AT5G58800.1	orthologue	GO:0005737;GO:0005515;GO:0016020;GO:0009536;GO:0010181;GO:0003955;GO:0008753;GO:0050136;GO:0016491	Probable NAD(P)H dehydrogenase (quinone) FQR1-like 3 (EC 1.6.5.2)
XP_002862634.2	120	AT2G29735.1	AT2G29735.1	orthologue	GO:0003674;GO:0005576;GO:0008150;GO:0005886;GO:0009506;GO:0098552	Major pollen allergen Ole e-like protein
XP_002862636.1	513	AT5G58860.1	AT5G58860.1	orthologue	GO:0010345;GO:0006631;GO:0005506;GO:0018685;GO:0102033;GO:0000325;GO:0020037;GO:0016020;GO:0004497;GO:0016705	Cytochrome P450 86A1 (EC 1.14.14.80) (CYPLXXXVI) (P450-dependent fatty acid omega-hydroxylase) (Protein HYDROXYLASE OF ROOT SUBERIZED TISSUE)
XP_002862641.1	130	AT2G34600.1	AT2G34600.1	orthologue	GO:2000022;GO:0009611;GO:0009753;GO:0031347;GO:0005515;GO:0005634;GO:0006952	Protein TIFY 5B (Jasmonate ZIM domain-containing protein 7)
XP_002862643.1	303	AT2G34620.1	AT2G34620.1	orthologue	GO:0006355;GO:0009507;GO:0071472;GO:0042646;GO:0003729;GO:0003690;GO:0006353;GO:0009658;GO:0003676;GO:0043231	Mitochondrial transcription termination factor family protein
XP_002862645.1	209	AT5G60840.1	AT5G60840.1	orthologue	GO:0003674;GO:0005634;GO:0005737	Uncharacterized protein;Uncharacterized protein At5g60840
XP_002862646.1	206	AT5G60840.1	AT5G60840.1	orthologue	GO:0003674;GO:0005634;GO:0005737	Uncharacterized protein;Uncharacterized protein At5g60840
XP_002862648.1	206	AT5G60840.1	AT5G60840.1	orthologue	GO:0003674;GO:0005634;GO:0005737	Uncharacterized protein;Uncharacterized protein At5g60840
XP_002862658.2	187	AT1G78660.1	AT1G78660.1	orthologue	GO:0034722;GO:0008242;GO:0005576;GO:0005773;GO:0046900	Gamma-glutamyl hydrolase 1 (AtGGH1) (EC 3.4.19.9) (Conjugase) (GH) (Gamma-Glu-X carboxypeptidase)
XP_002862659.1	350	AT1G78670.1	AT1G78670.1	orthologue	GO:0034722;GO:0000325;GO:0005773;GO:0005576;GO:0046900;GO:0016787;GO:0008242	Probable gamma-glutamyl hydrolase 3 (AtGGH3) (EC 3.4.19.9) (Conjugase) (GH) (Gamma-Glu-X carboxypeptidase)
XP_002862660.1	347	AT1G78680.1	AT1G78680.1	orthologue	GO:0005576;GO:0008242;GO:0034722;GO:0005773;GO:0005615;GO:0046900;GO:0000325;GO:0009505	Gamma-glutamyl hydrolase 2 (AtGGH2) (EC 3.4.19.9) (Conjugase) (GH) (Gamma-Glu-X carboxypeptidase);folate gamma-glutamyl hydrolase (EC 3.4.19.9)
XP_002862662.1	224	AT5G40260.1	AT5G40260.1	other	GO:0052543;GO:0010584;GO:0005515;GO:0051260;GO:0010208;GO:0005886;GO:0051119;GO:0009555;GO:0008643;GO:0016020	Bidirectional sugar transporter SWEET8 (AtSWEET8) (Protein RUPTURED POLLEN GRAIN 1) (Protein SUGARS WILL EVENTUALLY BE EXPORTED TRANSPORTERS 8)
XP_002862664.1	55	AT5G61997.1	AT5G61997.1	orthologue	GO:0005575;GO:0003674;GO:0016020	Transmembrane protein
XP_002862665.2	244	AT5G49530.1	AT5G49530.1	other	GO:0003674;GO:0042797;GO:0005634;GO:0006351;GO:0005666	SIN-like family protein (Similarity to unknown protein)
XP_002862669.2	220	AT3G62380.1	AT3G62380.1	orthologue	GO:0003674;GO:0005739;GO:0008150	F-box/associated interaction domain protein
XP_002862670.1	293	AT2G47360.1	AT2G47360.1	other	GO:0008150;GO:0003674;GO:0005739;GO:0016020	Transmembrane protein
XP_002862672.1	103	AT3G21055.2	AT3G21055.2	orthologue	GO:0009507;GO:0005829;GO:0003674;GO:0009523;GO:0009535;GO:0015979	Photosystem II 5 kDa protein, chloroplastic (PSII-T) (Nuclear encoded psbT) (PsbTn);Photosystem II subunit T
XP_002862673.1	405	AT3G21060.1	AT3G21060.1	other	GO:0048188;GO:0005634;GO:0010228;GO:0003674;GO:0005515	Protein RBL (COMPASS-like H3K4 histone methylation complex component RBL) (RBBP5-like protein) (AtRbBp5) (Retinoblastoma-binding protein-like)
XP_002862702.1	105					
XP_002862704.1	567	AT2G28650.1	AT2G28650.1	orthologue	GO:0005546;GO:0006887;GO:0000145;GO:0015031	Exocyst subunit Exo70 family protein
XP_002862710.1	242	AT3G11650.1	AT3G11650.1	orthologue	GO:0009506;GO:0009507;GO:0005886;GO:0051607;GO:0003674;GO:0098542	NDR1/HIN1-like protein 2
XP_002862712.1	639	AT3G11670.1	AT3G11670.1	orthologue	GO:0009507;GO:0009867;GO:0009266;GO:0042550;GO:0046480;GO:0019375;GO:0005739;GO:0009707;GO:0031408;GO:0046481;GO:0009809;GO:0016757;GO:0006869;GO:0035250	Digalactosyldiacylglycerol synthase 1, chloroplastic (EC 2.4.1.241)
XP_002862713.2	169	AT5G20470.1	AT5G20470.1	orthologue	GO:0005634;GO:0003674;GO:0008150;GO:0016020	Myosin
XP_002862715.2	416	AT3G20440.2	AT3G20440.2	other	GO:0009507;GO:0019252;GO:0009793;GO:0005978;GO:0005737;GO:0003844;GO:0005975;GO:0009791;GO:0043169;GO:0009536;GO:0009501;GO:0009570	1,4-alpha-glucan-branching enzyme 3, chloroplastic/amyloplastic (AtSBE III) (EC 2.4.1.18) (Branching enzyme 1) (AtBE1) (Protein EMBRYO DEFECTIVE 2729) (Starch-branching enzyme 3)
XP_002862716.1	472	AT3G20460.1	AT3G20460.1	orthologue	GO:0015144;GO:0016020;GO:0055085;GO:0022857;GO:0051119;GO:0008643	Putative sugar transporter ERD6-like 13
XP_002862718.1	113	AT5G59865.1	AT5G59865.1	orthologue	GO:0003674;GO:0008150;GO:0009507;GO:0003729;GO:0005737;GO:0003723;GO:0003676	Glycine-rich RNA-binding-like protein
XP_002862723.1	263	AT1G32050.1	AT1G32050.1	other	GO:0055038;GO:0015031;GO:0032588;GO:0005886;GO:0005634;GO:0005739;GO:0005794;GO:0003674;GO:0030658;GO:0016020	Secretory carrier-associated membrane protein 4 (Secretory carrier membrane protein 4)
XP_002862737.1	193	AT1G07090.1	AT1G07090.1	other	GO:0090698;GO:0009299;GO:0003674;GO:0005634;GO:0009416;GO:0003677	Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 6 (Protein ORGAN BOUNDARY 6)
XP_002862745.2	638					
XP_002862752.1	256	AT1G47389.1	AT1G47389.1	other	GO:0008150;GO:0003674;GO:0005739;GO:0016020	Transmembrane protein
XP_002862754.2	140				GO:0016020	
XP_002862756.1	401	AT2G46880.1	AT2G46880.1	orthologue	GO:0008150;GO:0016788;GO:0009506;GO:0009507;GO:0003993;GO:0005737;GO:0005576;GO:0046872;GO:0016787	Probable inactive purple acid phosphatase 14
XP_002862761.2	321	AT5G43360.1	AT5G43360.1	orthologue	GO:0055085;GO:0005737;GO:0005886;GO:0005315;GO:0006817;GO:0015293;GO:0016020;GO:0022857	Probable inorganic phosphate transporter 1-3 (AtPht1;3) (H(+)/Pi cotransporter)
XP_002862766.2	285					
XP_002862767.2	442	AT5G35810.1, AT3G54065.1, AT5G35830.1, AT3G54070.1	AT5G35810.1	other	GO:0003674;GO:0005737;GO:0008150;GO:0005634;GO:0016020;GO:0005739	Ankyrin repeat family protein;Ankyrin repeat family protein (Emb|CAB70981.1);LOW protein: ankyrin repeat protein
XP_002862769.1	255	AT1G70830.1	AT1G70830.1	orthologue	GO:0006952;GO:0005737;GO:0009507;GO:0005634;GO:0005829;GO:0003674;GO:0005739	MLP-like protein 28
XP_002862777.1	140	AT5G49120.1	AT5G49120.1	orthologue	GO:0003674;GO:0000932;GO:0005634;GO:0008270	FCS-Like Zinc finger 15
XP_002862780.1	360	AT3G22800.1	AT3G22800.1	orthologue	GO:0005575;GO:0005199;GO:0005576;GO:0071555;GO:0005515	Leucine-rich repeat extensin-like protein 6 (AtLRX6) (LRR/EXTENSIN6) (Cell wall hydroxyproline-rich glycoprotein)
XP_002862782.2	435	AT1G13110.1	AT1G13110.1	orthologue	GO:0016705;GO:0009507;GO:0005506;GO:0020037;GO:0004497;GO:0016020	Cytochrome P450 71B7 (EC 1.14.-.-)
XP_002862786.2	80	AT2G31170.1	AT2G31170.1	other	GO:0005524;GO:0006423;GO:0004817;GO:0043067;GO:0009507;GO:0005739;GO:0009570;GO:0005737;GO:0010197;GO:0042407;GO:0046872;GO:0000166;GO:0004812;GO:0006418	Cysteine--tRNA ligase, chloroplastic/mitochondrial (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS);cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase)
XP_002862788.1	417	AT2G31150.1	AT2G31150.1	orthologue	GO:0003674;GO:0005575;GO:0003729;GO:0009507;GO:0010239;GO:0019843;GO:1901259	ATP binding / ATPase
XP_002862801.2	717	AT2G29040.1	AT2G29040.1	orthologue	GO:0005794;GO:0006486;GO:0003674;GO:0000139;GO:0016757;GO:0009101	Exostosin family protein;Probable xyloglucan galactosyltransferase GT11 (EC 2.4.1.-) (Glycosyltransferase 11) (AtGT11)
XP_002862806.1	149	AT5G45240.1	AT5G45240.1	other	GO:0007165;GO:0006952;GO:0005737;GO:0043531	Disease resistance protein (TIR-NBS-LRR class)
XP_002862807.1	348	AT3G18010.1	AT3G18010.1	orthologue	GO:0005634;GO:0003700;GO:0099402;GO:0003677	WUSCHEL-related homeobox 1 (PFS2-like protein)
XP_002862809.2	118				GO:0000785;GO:0005634;GO:0006281;GO:0007064	
XP_002862810.1	960	AT1G77620.1	AT1G77620.1	orthologue	GO:0003689;GO:0000077;GO:0003682;GO:0006281;GO:0033314;GO:0016887;GO:0005634;GO:0005524;GO:0006260	P-loop containing nucleoside triphosphate hydrolases superfamily protein
XP_002862813.1	474	AT5G58940.1	AT5G58940.1	orthologue	GO:0009651;GO:0005634;GO:0009409;GO:0004674;GO:0004683;GO:0042542;GO:0009737;GO:0005516;GO:0005524;GO:0005737;GO:0106310;GO:0004672;GO:0006468;GO:0016301;GO:0016310	Calmodulin-binding receptor-like cytoplasmic kinase 1 (EC 2.7.11.1)
XP_002862816.1	412	AT5G58950.1	AT5G58950.1	orthologue	GO:0004674;GO:0002239;GO:0005515;GO:0009788;GO:0005524;GO:0004712;GO:0007165;GO:0009612;GO:0005829;GO:0004713;GO:0004672;GO:0006468	At5g58950 (Protein kinase superfamily protein) (Protein-tyrosine kinase)
