Erysimum_linariifolium	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
El001G001150	281	AT4G01110.1	AT4G01110.1	orthologue	GO:0009507;GO:0003674;GO:0016020;GO:0098542;GO:0005886	Late embryogenesis abundant hydroxyproline-rich glycoprotein family protein
El001G001160	353	AT4G01100.2	AT4G01100.2	other	GO:0015217;GO:0005739;GO:0080121;GO:0080122;GO:0000325;GO:0005347;GO:0015866;GO:0005829;GO:0055085;GO:0015867;GO:0009060;GO:0005743;GO:0015297	Adenine nucleotide transporter 1;Mitochondrial adenine nucleotide transporter ADNT1 (Adenine nucleotide transporter 1)
El001G001170	723	AT4G01090.1	AT4G01090.1	orthologue	GO:1900150;GO:0005515;GO:0005634	AT4G01090 protein (AT4g01090/F2N1_13)
El001G001180	431	AT4G01080.1	AT4G01080.1	orthologue	GO:0016413;GO:0005794;GO:0016020;GO:0016740	Protein trichome birefringence-like 26
El001G001190	480	AT4G01070.1	AT4G01070.1	orthologue	GO:0009809;GO:0042178;GO:0050505;GO:0009507;GO:0008194;GO:0035251;GO:0006805;GO:0016757;GO:0009636	UDP-Glycosyltransferase superfamily protein;UDP-glycosyltransferase 72B1 (EC 2.4.1.-) (Arbutin synthase) (Probable hydroquinone glucosyltransferase) (EC 2.4.1.218)
El001G001200	80	AT4G01060.1	AT4G01060.1	orthologue	GO:0005634;GO:0048765;GO:0003700;GO:0006355;GO:0010026;GO:0000976;GO:0010228;GO:0003677;GO:0009653;GO:0030154;GO:0048731;GO:0090558	CAPRICE-like MYB3;MYB-like transcription factor ETC3 (Protein CAPRICE-like MYB3) (Protein ENHANCER OF TRY AND CPC 3)
El001G001210	469	AT4G01050.2	AT4G01050.2	orthologue	GO:0009941;GO:0009535;GO:0098807;GO:0009534;GO:0005515;GO:0009507;GO:0009772;GO:0005829	Rhodanese-like domain-containing protein 4, chloroplastic (Protein THYLAKOID RHODANESE-LIKE) (Sulfurtransferase 4) (AtStr4);Thylakoid rhodanese-like protein
El001G001220	431	AT4G01040.1	AT4G01040.1	orthologue	GO:0012505;GO:0008061;GO:0070492;GO:0005975;GO:0005783;GO:0005576;GO:0005764;GO:0016020;GO:0016787	Chitinase domain-containing protein 1
El001G001230	525	AT4G01037.1	AT4G01037.1	orthologue	GO:0003723;GO:0003729;GO:0000373;GO:0005576;GO:0009507;GO:0005515;GO:0015979;GO:0006397	Protein WHAT'S THIS FACTOR 1 homolog, chloroplastic
El001G001240	941	AT4G01030.1	AT4G01030.1	orthologue	GO:0005575;GO:0008270;GO:0009451;GO:0003723;GO:0005739;GO:0005515	Pentatricopeptide repeat-containing protein At4g01030, mitochondrial
El001G001250	192	AT4G01026.1	AT4G01026.1	orthologue	GO:0005737;GO:0005515;GO:0005634;GO:0004864;GO:0010427;GO:0042803;GO:0009738;GO:0038023;GO:0005886	Abscisic acid receptor PYL7 (ABI1-binding protein 7) (PYR1-like protein 7) (Regulatory components of ABA receptor 2)
El001G001260	231	AT4G01023.2	AT4G01023.2	orthologue	GO:0005634;GO:0008150;GO:0003674;GO:0005684;GO:0008270;GO:0034247	RING/U-box superfamily protein
El001G001270	708	AT4G01010.1	AT4G01010.1	orthologue	GO:0005739;GO:0005216;GO:0005516;GO:0005886;GO:0030552;GO:0030553;GO:0006811;GO:0016020;GO:0055085	Putative cyclic nucleotide-gated ion channel 13 (Cyclic nucleotide- and calmodulin-regulated ion channel 13)
El001G001280	432	AT3G06455.1, AT4G01000.1	AT4G01000.1	orthologue	GO:0005634;GO:0003674;GO:0009744;GO:0009507;GO:0005737;GO:0005515;GO:0006397;GO:0008380	At4g01000 (Ubiquitin-like superfamily protein);Ubiquitin family protein
El001G001290	936	AT4G00990.1	AT4G00990.1	orthologue	GO:0006357;GO:0042742;GO:0009617;GO:0040029;GO:0140683;GO:0005634;GO:2000028;GO:1902584;GO:0000118;GO:0003712;GO:0005737;GO:0000785;GO:0090333;GO:0032454;GO:0009414;GO:0031490;GO:0005515;GO:0008270	Lysine-specific demethylase JMJ27 (EC 1.14.11.65) (Jumonji domain-containing protein 27) (AtJMJ27) (Protein JUMONJI 27) (Lysine-specific histone demethylase JMJ27) ([histone H3]-dimethyl-L-lysine(9) monodemethylase JMJ27);Transcription factor jumonji (JmjC) domain-containing protein
El001G001300	477	AT4G00980.1	AT4G00980.1	orthologue	GO:0060261;GO:0008270;GO:0003676;GO:0005634;GO:0003713	At4g00980 (Zinc knuckle (CCHC-type) family protein)
El001G001310	308	AT4G00970.1	AT4G00970.1	other	GO:0004674;GO:0006468;GO:0007165;GO:0006955;GO:0005886;GO:0009507;GO:0002229;GO:0005524;GO:0030246;GO:0016020;GO:0106310	Cysteine-rich RLK (RECEPTOR-like protein kinase) 41;Cysteine-rich receptor-like protein kinase 41 (Cysteine-rich RLK41) (EC 2.7.11.-)
El001G001320	288	AT4G00950.1	AT4G00950.1	orthologue	GO:0009793;GO:0005634;GO:0006355;GO:0003700	Uncharacterized protein At4g00950
El001G001330	292	AT4G00940.1	AT4G00940.1	orthologue	GO:0010214;GO:0000976;GO:0006355;GO:0140547;GO:0005634;GO:0003700;GO:0008270;GO:0003677	Dof zinc finger protein DOF4.1 (AtDOF4.1)
El001G001340	485	AT4G00910.1	AT4G00910.1	orthologue	GO:0008150;GO:0009705;GO:0003674;GO:0015743;GO:0034220;GO:0016020	Aluminum activated malate transporter family protein;Aluminum-activated malate transporter 10 (AtALMT10)
El001G001350	266	AT4G00905.1	AT4G00905.1	orthologue	GO:0003674;GO:0005634	NC domain-containing protein-like protein
El001G001360	1056	AT4G00900.1	AT4G00900.1	orthologue	GO:0005388;GO:0070588;GO:0006874;GO:0006816;GO:0016020;GO:0016887;GO:0005783;GO:0005524;GO:0046872;GO:0000166;GO:0005215	Calcium-transporting ATPase 2, endoplasmic reticulum-type (EC 7.2.2.10)
El001G001370	356	AT4G36840.1	AT4G36840.1	other	GO:0005634;GO:0003674;;GO:0005515	Galactose oxidase/kelch repeat superfamily protein
El001G001380	193	AT4G00895.1	AT4G00895.1	orthologue	GO:0046933;GO:0015986;GO:0009507;GO:0016020	ATPase, F1 complex, OSCP/delta subunit protein
El001G001400	280	AT2G17830.1, AT2G18780.1, AT3G16740.1, AT3G16820.1, AT3G17320.1, AT3G17400.1, AT3G17620.1, AT3G18120.1, AT3G19470.1, AT3G22770.1, AT3G23420.1, AT3G24580.1, AT5G36200.1, AT5G36730.1, AT5G36820.1, AT5G42460.1	AT3G16740.1	other	GO:0003674;GO:0005575;GO:0008150;GO:0005634;GO:0005515;GO:0009506;GO:0009507;GO:0010029;GO:0016567	F-box associated ubiquitination effector family protein;F-box associated ubiquitination effector family protein (F-box family protein-related);F-box protein At2g17830;F-box protein At2g18780;F-box protein At3g17320;F-box protein At3g19470;F-box protein At5g36730;F-box protein At5g36820;F-box protein At5g42460;F-box/kelch-repeat protein At3g16740;Putative F-box protein At3g16820;Putative F-box protein At3g17400;Putative F-box protein At3g17620;Putative F-box protein At3g23420;Putative F-box protein At3g24580;Putative F-box protein At5g36200
El001G001410	92	AT2G11200.1	AT2G11200.1	other	GO:0005634;GO:0008150;GO:0003674;;GO:0005515	Putative F-box protein At2g11200
El001G001420	938	AT4G00890.1	AT4G00890.1	orthologue	GO:0008150;GO:0005634;GO:0031176	AT4g00890 protein (A_TM018A10.5 protein) (Proline-rich family protein)
El001G001440	126	AT4G00880.1	AT4G00880.1	orthologue	GO:0005739;GO:0009733;GO:0003674	AT4g00880 protein (A_TM018A10.6 protein) (SAUR-like auxin-responsive protein family)
El001G001450	417	AT4G00870.1	AT4G00870.1	orthologue	GO:0003700;GO:0006355;GO:0046983;GO:0000976;GO:0010629;GO:0005634;GO:0005515;GO:0005737;GO:0003677	Transcription factor bHLH14 (Basic helix-loop-helix protein 14) (AtbHLH14) (bHLH 14) (Transcription factor EN 33) (bHLH transcription factor bHLH014)
El001G001460	80	AT4G00860.1	AT4G00860.1	orthologue	GO:0005739;GO:0000302;GO:0005777;GO:0010193;GO:0003674;GO:0005829;GO:0009617	AT0ZI1 protein (ATOZI1 protein) (Monopolar spindle protein (DUF1138)) (Stress-induced protein OZI1)
El001G001470	218	AT4G00850.1	AT4G00850.1	orthologue	GO:0005515;GO:0005634;GO:0045944;GO:0051301;GO:0048366;GO:0003713;GO:0008283;GO:0016020	GRF1-interacting factor 3;GRF1-interacting factor 3 (AtGIF3) (Transcription coactivator GIF3)
El001G001480	291	AT4G00840.1	AT4G00840.1	orthologue	GO:0006612;GO:0005576;GO:0019706;GO:0005794;GO:0005783;GO:0005886;GO:0012505;GO:0016020;GO:0016409	Probable protein S-acyltransferase 12 (EC 2.3.1.225) (Probable palmitoyltransferase At4g00840) (Zinc finger DHHC domain-containing protein At4g00840);S-acyltransferase (EC 2.3.1.225) (Palmitoyltransferase)
El001G001490	495	AT4G00830.1	AT4G00830.1	orthologue	GO:0005634;GO:0009909;GO:0042742;GO:0043565;GO:0003729;GO:0045893;GO:0040029;GO:0045824;GO:0005515;GO:0005739;GO:0071395;GO:0010439;GO:0010468;GO:0005737;GO:0050832;GO:0003682;GO:0009617;GO:0045087;GO:1905933;GO:0005783;GO:0003723;GO:0003676	Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Protein LHP1-INTERACTING FACTOR 2)
El001G001500	529	AT4G00820.1	AT4G00820.1	orthologue	GO:0003674;GO:0005634;GO:0005516;GO:0005737;GO:0005856;GO:0005886;GO:0005515	Protein IQ-DOMAIN 17 (AtIQD17)
El001G001510	113	AT4G00810.1	AT4G00810.1	orthologue	GO:0022625;GO:0022626;GO:0006414;GO:0005654;GO:0005737;GO:0003735;GO:0043021;GO:0002181;GO:0005829;GO:0030295;GO:1990904;GO:0005840	Large ribosomal subunit protein P1z (60S acidic ribosomal protein P1-2)
El001G001530	280	AT4G01380.1	AT4G01380.1	orthologue	GO:0008150;GO:0005886;GO:0009055	Plastocyanin-like domain-containing protein (Putative copper-containing glycoprotein)
El001G001540	301	AT4G01390.1, AT4G00780.1	AT4G00780.1	orthologue	GO:0003674;GO:0005575;GO:0005576;GO:0005634;GO:0008150;GO:0005737;GO:0005515	TRAF-like family protein
El001G001550	301	AT4G01390.1, AT4G00780.1	AT4G00780.1	orthologue	GO:0003674;GO:0005575;GO:0005576;GO:0005634;GO:0008150;GO:0005737;GO:0005515	TRAF-like family protein
El001G001560	1206	AT4G01395.1	AT4G01395.1	orthologue	GO:0005515;GO:0005794;GO:0000139;GO:0015031	Conserved oligomeric Golgi complex subunit 4 (COG complex subunit 4) (Component of oligomeric Golgi complex 4)
El001G001570	227	AT4G01410.1	AT4G01410.1	orthologue	GO:0098542;GO:0005886;GO:0009506;GO:0003674	At4g01410 (Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family) (Putative hypoersensitive response protein)
El001G001590	203	AT4G01420.1	AT4G01420.1	orthologue	GO:0009414;GO:0006970;GO:0019900;GO:0005886;GO:0005509;GO:0019722;GO:0009651;GO:0005634;GO:0005737;GO:0016020	Calcineurin B-like protein;Calcineurin B-like protein 5 (SOS3-like calcium-binding protein 4)
El001G001610	364	AT4G01430.1	AT4G01430.1	orthologue	GO:0048316;GO:1901349;GO:0022857;GO:0005886;GO:0015186;GO:0141165;GO:0016020	WAT1-related protein;WAT1-related protein At4g01430
El001G001620	360	AT4G01440.1	AT4G01440.1	orthologue	GO:0141165;GO:1901349;GO:0009507;GO:0005886;GO:0022857;GO:0016020	WAT1-related protein;WAT1-related protein At4g01440
El001G001630	359	AT2G33175.1	AT2G33175.1	orthologue	GO:0003674;GO:0008150;GO:0005739	Transmembrane protein
El001G001650	361	AT4G01450.2	AT4G01450.2	orthologue	GO:1901349;GO:0022857;GO:0005886;GO:0141165;GO:0016020	WAT1-related protein;WAT1-related protein At4g01450
El001G001660	321	AT4G01460.1	AT4G01460.1	orthologue	GO:0006357;GO:0005634;GO:0006355;GO:0000976;GO:0000978;GO:0005515;GO:0046983;GO:0005829;GO:0000981;GO:0003700;GO:0010052;GO:0010374;GO:0045893	Transcription factor bHLH57 (Basic helix-loop-helix protein 57) (AtbHLH57) (bHLH 57) (Transcription factor EN 12) (bHLH transcription factor bHLH057)
El001G001670	252	AT4G01470.1	AT4G01470.1	orthologue	GO:0015204;GO:0016020;GO:0006833;GO:0015250;GO:0009507;GO:0015840;GO:0005774;GO:0015267;GO:0055085	Aquaporin TIP1-3 (Gamma-tonoplast intrinsic protein 3) (Gamma-TIP3) (Tonoplast intrinsic protein 1-3) (AtTIP1;3)
El001G001680	216	AT4G01480.1	AT4G01480.1	orthologue	GO:0000287;GO:0006796;GO:0005829;GO:0005737;GO:0004427;GO:0005654	Soluble inorganic pyrophosphatase 5 (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase 5) (PPase 5)
El001G001690	331	AT4G01500.1	AT4G01500.1	orthologue	GO:0005634;GO:0005515;GO:1901371;GO:0048366;GO:0003700;GO:0009908;GO:0003677	B3 domain-containing transcription factor NGA4 (Protein NGATHA 4)
El001G001700	280	AT4G01380.1	AT4G01380.1	orthologue	GO:0008150;GO:0005886;GO:0009055	Plastocyanin-like domain-containing protein (Putative copper-containing glycoprotein)
El001G001710	232	AT4G01510.5	AT4G01510.5	orthologue	GO:0005783;GO:0016125;GO:0006665;GO:0032541;GO:0032366;GO:0005739;GO:0097036;GO:0005794;GO:0003674;GO:0005789	Protein ARV;Protein ARV 2 (AtArv2p)
El001G001720	434	AT4G01550.1	AT4G01550.1	orthologue	GO:0045893;GO:0005886;GO:0005515;GO:0003700;GO:0005634;GO:0003677;GO:0006355	NAC domain-containing protein 69 (ANAC069) (Protein NAC WITH TRANSMEMBRANE MOTIF 2) (Protein NTM1-like 13)
El001G001730	224	AT3G09110.1, AT3G09120.1, AT1G11145.1	AT3G09110.1	orthologue	GO:0003674;GO:0005575;GO:0008150	DUF674 family protein;Uncharacterized protein
El001G001740	348	AT4G01560.1	AT4G01560.1	orthologue	GO:0006364;GO:0009793;GO:0000470;GO:0005634;GO:0042134;GO:0030687;GO:0000460;GO:0005730;GO:0019843	At4g01560 (Ribosomal RNA processing Brix domain protein)
El001G001750	802	AT4G01570.1	AT4G01570.1	orthologue	GO:0005739;GO:0003674;GO:0008150;;GO:0005515;GO:0003729	Pentatricopeptide repeat-containing protein At4g01570
El001G001760	137	AT4G01575.1	AT4G01575.1	orthologue	GO:0003674;GO:0009507;GO:0016020	Serine protease inhibitor, Kazal-type family protein
El001G001780	214	AT4G01590.1, AT4G35685.1	AT4G01590.1	orthologue	GO:0005634;GO:0003674;GO:0006383;GO:0005666	DNA-directed RNA polymerase III subunit
El001G001790	314	AT4G01600.1	AT4G01600.1	orthologue	GO:0005634;GO:0003674	GEM-like protein 2;GRAM domain family protein
El001G001800	357	AT4G01610.1	AT4G01610.1	orthologue	GO:0004197;GO:0000325;GO:0099503;GO:0005576;GO:0005764;GO:0051603;GO:0005615;GO:0006508;GO:0006952;GO:0008234;GO:0050790	Cathepsin B-like protease 3 (EC 3.4.22.-) (Cathepsin B3) (AtCathB3)
El001G001830	255	AT4G01630.1	AT4G01630.1	orthologue	GO:0010311;GO:0009828;GO:0003674;GO:0009826;GO:0005576;GO:0016020;GO:0009664	Putative expansin-A17 (AtEXPA17) (Alpha-expansin-17) (At-EXP17) (AtEx17) (Ath-ExpAlpha-1.13)
El001G001840	294	AT4G01650.1	AT4G01650.1	orthologue	GO:0009507;GO:0003674;GO:0008150;GO:0005634	At4g01650 (Polyketide cyclase / dehydrase and lipid transport protein);Polyketide cyclase / dehydrase and lipid transport protein
El001G001850	624	AT4G01660.1	AT4G01660.1	orthologue	GO:0006744;GO:0010224;GO:0017004;GO:0005739;GO:0022857;GO:0015996;GO:0005524;GO:0005743;GO:0016740	Protein ABC transporter 1, mitochondrial (ABC1At) (AtABC1) (EC 2.7.-.-)
El001G001860	249	AT4G01670.1	AT4G01670.1	orthologue	GO:0003674;GO:0005634	AT4G01670 protein (At1g65690)
El001G001880	342	AT4G01680.2	AT4G01680.2	orthologue	GO:0006355;GO:0005634;GO:0000976;GO:0003700	Myb domain protein 55;Myb domain protein 55 (Putative transcription factor);Myb domain protein 55 (T15B16.4 protein)
El001G001890	107					
El001G001900	537	AT4G01690.1	AT4G01690.1	orthologue	GO:0006779;GO:0009941;GO:0009534;GO:0005829;GO:0015995;GO:0006782;GO:0004729;GO:0009507;GO:0005515;GO:0016491	Protoporphyrinogen oxidase 1, chloroplastic (PPO1) (EC 1.3.3.4)
El001G001910	280	AT4G01700.1	AT4G01700.1	orthologue	GO:0005576;GO:0002239;GO:0016998;GO:0004568;GO:0009505;GO:0006032;GO:0005829;GO:0005975	At4g01700 (Chitinase family protein) (Putative chitinase) (T15B16.5 protein)
El001G001920	356	AT1G35617.1, AT3G43837.1	AT1G35617.1	other	GO:0004523;GO:0003676;GO:0005739;GO:0008150;GO:0005575;GO:0003674;GO:0003964	Reverse transcriptase-like protein;Transmembrane protein
El001G001930	152					
El001G001940	488	AT4G01720.1	AT4G01720.1	orthologue	GO:0003700;GO:0005515;GO:0006355;GO:0043565;GO:0005634	Probable WRKY transcription factor 47 (WRKY DNA-binding protein 47)
El001G001950	504	AT4G01730.1	AT4G01730.1	orthologue	GO:0019706;GO:0006612;GO:0005794;GO:0005783;GO:0005789;GO:0030659;GO:0016409;GO:0018230	Protein S-acyltransferase 18 (EC 2.3.1.225) (Probable palmitoyltransferase At4g01730) (Zinc finger DHHC domain-containing protein At4g01730)
El001G001970	69	AT3G05130.1	AT3G05130.1	other	GO:0003674;GO:0005575;GO:0016020	Paramyosin-like protein (T12H1.9 protein)
El001G001990	101	AT2G27300.1	AT2G27300.1	other	GO:0000976;GO:0009739;GO:0048573;GO:0033619;GO:0009845;GO:0005634;GO:0071472;GO:0009938;GO:0045893;GO:0009651;GO:0005886;GO:0043565;GO:2000039;GO:0003700;GO:0009740;GO:0009908;GO:0003677;GO:0006355	NAC domain-containing protein 40 (ANAC040) (Protein NTM1-like 8)
El001G002000	681	AT1G21210.1, AT1G21230.1, AT1G21240.1, AT1G21245.1, AT1G21250.1, AT1G21270.1, AT3G25490.1	AT1G21270.1	other	GO:0005509;GO:0005576;GO:0007166;GO:0009826;GO:0048527;GO:0030247;GO:0005886;GO:0016301;GO:0004672;GO:0005524;GO:0016310;GO:0009311;GO:0009992;GO:0009751;GO:0005634;GO:0000325;GO:0009615;GO:0050832;GO:0005515;GO:0009505;GO:0004674;GO:0106310;GO:0016020;GO:0006468	F16F4.7 protein (Protein kinase superfamily protein);Putative wall-associated receptor kinase-like 16 (EC 2.7.11.-);Wall-associated receptor kinase 1 (EC 2.7.11.-);Wall-associated receptor kinase 2 (EC 2.7.11.-);Wall-associated receptor kinase 3 (EC 2.7.11.-);Wall-associated receptor kinase 4 (EC 2.7.11.-);Wall-associated receptor kinase 5 (EC 2.7.11.-);Wall-associated receptor kinase-like (EC 2.7.11.-)
El001G002010	363	AT4G01750.1	AT4G01750.1	orthologue	GO:0010306;GO:0035252;GO:0005794;GO:0009507;GO:0000139;GO:0016757	UDP-D-xylose:L-fucose alpha-1,3-D-xylosyltransferase (EC 2.4.2.-) (Rhamnogalacturonan xylosyltransferase 2)
El001G002020	170	AT4G01790.1	AT4G01790.1	orthologue	GO:0005634;GO:0008150;GO:0003674;GO:0005840	At4g01790 (Putative RNaseP-associated protein) (Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein)
El001G002030	1022	AT4G01800.2	AT4G01800.2	orthologue	GO:0005524;GO:0009570;GO:0017038;GO:0006886;GO:0010109;GO:0009507;GO:0006605;GO:0010090;GO:0016464;GO:0009941;GO:0009658;GO:0009646;GO:0009535;GO:0016020	Protein translocase subunit SECA1, chloroplastic (AtcpSecA) (EC 7.4.2.4) (Protein ALBINO OR GLASSY YELLOW 1);Protein translocase subunit SecA;chloroplast protein-transporting ATPase (EC 7.4.2.4)
El001G002040	882	AT4G01810.1	AT4G01810.1	orthologue	GO:0090110;GO:0048658;GO:0006888;GO:0030127;GO:0070971;GO:0010584;GO:0009507;GO:0006886;GO:0005737;GO:0008270;GO:0005096;GO:0005789	Protein transport protein SEC23 A (AtSEC23A) (Protein transport protein SEC23/SEC24-like 2) (AtSec23/Sec24L2)
El001G002050	1229	AT4G01820.1, AT4G01830.1	AT4G01830.1	orthologue	GO:0042626;GO:0055085;GO:0016887;GO:0140359;GO:0005829;GO:0016020;GO:0005524;GO:0005886;GO:0010328;GO:0010329;GO:0005743;GO:0015421;GO:0090374	ABC transporter B family member 3 (ABC transporter ABCB.3) (AtABCB3) (P-glycoprotein 3) (Putative multidrug resistance protein 3);ABC transporter B family member 5 (ABC transporter ABCB.5) (AtABCB5) (P-glycoprotein 5) (Putative multidrug resistance protein 5);p-glycoprotein 3;p-glycoprotein 5
El001G002060	414	AT4G01840.1	AT4G01840.1	orthologue	GO:0015271;GO:0009705;GO:0022841;GO:0071805;GO:0009507;GO:0005886;GO:0005267;GO:0046872;GO:0016020;GO:0030322	Two-pore potassium channel 5 (AtTPK5) (Calcium-activated outward-rectifying potassium channel 5, chloroplastic) (AtKCO5)
El001G002070	393	AT4G01850.1	AT4G01850.1	orthologue	GO:0004478;GO:0005515;GO:0009506;GO:0005507;GO:0005829;GO:0009505;GO:0006556;GO:0005737;GO:0005730;GO:0070062;GO:0005524;GO:0006730	S-adenosylmethionine synthase 2 (AdoMet synthase 2) (EC 2.5.1.6) (Methionine adenosyltransferase 2) (MAT 2)
El001G002080	1314	AT4G01860.1	AT4G01860.1	orthologue	GO:0030488;GO:0003674;GO:0005737;GO:0080008;GO:0005515	At4g01860 (Transducin family protein / WD-40 repeat family protein)
El001G002090	652	AT4G01870.2	AT4G01870.2	orthologue	GO:0005829;GO:0005634;GO:0003674;GO:0006508;GO:0009507	TolB protein-like protein
El001G002100	458	AT4G01880.1	AT4G01880.1	orthologue	GO:0009507;GO:0030488;GO:0008175;GO:0005634;GO:0008270;GO:0106050;GO:0008168;GO:0008033	tRNA:m(4)X modification enzyme TRM13 (EC 2.1.1.225)
El001G002110	223	AT4G01883.1	AT4G01883.1	orthologue	GO:0005634;GO:0009507;GO:0003674	Polyketide cyclase / dehydrase and lipid transport protein
El001G002120	480	AT4G01890.1	AT4G01890.1	orthologue	GO:0005576;GO:0005975;GO:0004650;GO:0016829;GO:0071555	Pectin lyase-like superfamily protein
El001G002130	349	AT1G64770.3	AT1G64770.3	orthologue	GO:0005975;GO:0047938;GO:0009535;GO:0009773;GO:0010598;GO:0009534;GO:0009507;GO:0003824;GO:0005737;GO:0030246;GO:0005634	NDH-dependent cyclic electron flow 1;Photosynthetic NDH subunit of subcomplex B 2, chloroplastic (Protein PnsB2) (NAD(P)H DEHYDROGENASE SUBUNIT 45) (NDH-DEPENDENT CYCLIC ELECTRON FLOW 2)
El001G002140	141	AT4G01895.1	AT4G01895.1	orthologue	GO:0005634;GO:0003674;GO:0010112	At4g01895 (NIMIN-1b protein) (Systemic acquired resistance (SAR) regulator protein NIMIN-1-like protein)
El001G002150	122	AT4G01897.1	AT4G01897.1	orthologue	GO:0008150;GO:0005829;GO:0005737;GO:0003674	At4g01897 (Dihydroorotate dehydrogenase)
El001G002160	195	AT4G01900.1	AT4G01900.1	orthologue	GO:0042304;GO:0005524;GO:0006808;GO:0009507;GO:0009416;GO:0009534;GO:0009536;GO:0030234;GO:2000013;GO:0009718;GO:0009744;GO:0010307;GO:0000287;GO:0005515;GO:0005829	Nitrogen regulatory protein P-II homolog (Protein PII-like)
El001G002170	250	AT4G01935.1	AT4G01935.1	orthologue	GO:0003674;GO:0009507;GO:0016020	Insulin-induced protein
El001G002180	230	AT4G01940.1	AT4G01940.1	orthologue	GO:0005739;GO:0016226;GO:0051536;GO:0009658;GO:0106035;GO:0005506;GO:0009507;GO:0051539;GO:0005198;GO:0009570	NifU-like protein 1, chloroplastic (AtCNfu1) (AtCnfU-IVb)
El001G002190	519	AT4G01950.2	AT4G01950.2	orthologue	GO:0016020;GO:0016024;GO:0016791;GO:0004366;GO:0010143;GO:0005739;GO:0090447;GO:0008654;GO:0016746	Glycerol-3-phosphate acyltransferase 3;Probable glycerol-3-phosphate acyltransferase 3 (AtGPAT3) (EC 2.3.1.15)
El001G002210	235	AT4G01960.1	AT4G01960.1	orthologue	GO:0005634;GO:0003674;GO:0016020	At4g01960 (Transmembrane protein);Transmembrane protein
El001G002220	877	AT4G01970.2	AT4G01970.2	orthologue	GO:0047274;GO:0047268;GO:0005737;GO:0006979	Probable galactinol--sucrose galactosyltransferase 4 (EC 2.4.1.82) (Raffinose synthase 4);Stachyose synthase
