Noccaea_praecox	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
Np001G001430	247	AT5G66860.1	AT5G66860.1	orthologue	GO:0009536;GO:0006412;GO:0003729;GO:0008097;GO:0003735;GO:0022625;GO:0005739;GO:0005840	Ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain-containing protein (Uncharacterized protein At5g66860; MUD21.12)
Np001G001440	327	AT5G66870.1	AT5G66870.1	orthologue	GO:0006355;GO:0009965;GO:0005634;GO:0048441;GO:0009954;GO:0001216	LOB domain-containing protein 36 (ASYMMETRIC LEAVES 2-like protein 1) (AS2-like protein 1)
Np001G001450	361	AT5G66880.1	AT5G66880.1	orthologue	GO:0009738;GO:0009414;GO:0005737;GO:0009737;GO:0016301;GO:0006468;GO:0009651;GO:0004674;GO:0005515;GO:0006970;GO:0004672;GO:0009739;GO:0009789;GO:0005634;GO:0010029;GO:0009536;GO:0005524;GO:0106310	Serine/threonine-protein kinase SRK2I (EC 2.7.11.1) (OST1-kinase-like 2) (Protein ATHPROKIN B) (SNF1-related kinase 2.3) (SnRK2.3)
Np001G001460	419	AT5G66890.1	AT5G66890.1	orthologue	GO:0098542;GO:0005575;GO:0050832;GO:0005515	Probable disease resistance protein At5g66890
Np001G001470	808	AT5G66900.2	AT5G66900.2	orthologue	GO:0050832;GO:0043531;GO:0005634;GO:0005829;GO:0012505;GO:0005524;GO:0006952	Disease resistance protein (CC-NBS-LRR class) family;Probable disease resistance protein At5g66900
Np001G001480	545	AT5G66920.1	AT5G66920.1	orthologue	GO:0016491;GO:0005576;GO:0005507;GO:0009505	AT5g66920/MUD21_18 (SKU5 similar 17)
Np001G001490	96					
Np001G001500	216	AT5G66930.3	AT5G66930.3	orthologue	GO:0000045;GO:0019901;GO:0005634;GO:0006914;GO:1990316;GO:0005515;GO:0000407;GO:0005776;GO:0015031;GO:0031410	Autophagy-related protein 101
Np001G001510	215	AT5G66940.1	AT5G66940.1	orthologue	GO:0005634;GO:0003700;GO:0000976;GO:0008270;GO:0006355;GO:0003677	Dof zinc finger protein DOF5.8 (AtDOF5.8)
Np001G001520	868	AT5G66950.1	AT5G66950.1	orthologue	GO:0003674;GO:0009536;GO:0009507;GO:0016740	Emb|CAB16785.1 (Pyridoxal phosphate (PLP)-dependent transferases superfamily protein)
Np001G001530	786	AT5G66960.1	AT5G66960.1	orthologue	GO:0003674;GO:0008150;GO:0005575;GO:0004252;GO:0006508;GO:0008236	Prolyl endopeptidase (EC 3.4.21.-)
Np001G001540	327	AT5G66980.1	AT5G66980.1	orthologue	GO:0006355;GO:0005575;GO:0005515;GO:0003677;GO:0005634	Putative B3 domain-containing protein At5g66980
Np001G001550	90	AT5G66985.1	AT5G66985.1	orthologue	GO:0005739;GO:0071456;GO:0003674	At5g66985
Np001G001560	286	AT5G66990.1	AT5G66990.1	orthologue	GO:0003700;GO:0006355;GO:0005634;GO:0003677	Protein RKD3 (AtRKD3) (RWP-RK domain-containing protein 3)
Np001G001570	155	AT5G67010.1	AT5G67010.1	orthologue	GO:0006355;GO:0005634;GO:0003700;GO:0003677;GO:0009873	Putative ethylene-responsive transcription factor ERF121
Np001G001580	166	AT5G67000.1, AT2G20350.1, AT5G67010.1	AT5G67000.1	other	GO:0005634;GO:0006355;GO:0005515;GO:0003700;GO:0003677;GO:0009873	Ethylene-responsive transcription factor ERF120;Ethylene-responsive transcription factor ERF122;Putative ethylene-responsive transcription factor ERF121
Np001G001590	400	AT5G67020.1	AT5G67020.1	orthologue	GO:0003674;GO:0005634	At5g67020 (Emb|CAB62313.1)
Np001G001600	667	AT5G67030.1	AT5G67030.1	orthologue	GO:0009688;GO:0009507;GO:0016123;GO:0009414;GO:0009941;GO:0071949;GO:0006970;GO:0052662;GO:0009408;GO:0009536;GO:0010182;GO:0016020;GO:0010114;GO:0005515	Zeaxanthin epoxidase, chloroplastic (AtZEP) (EC 1.14.15.21) (Protein ABA DEFICIENT 1) (AtABA1) (Protein IMPAIRED IN BABA-INDUCED STERILITY 3) (Protein LOW EXPRESSION OF OSMOTIC STRESS-RESPONSIVE GENES 6) (Protein NON-PHOTOCHEMICAL QUENCHING 2)
Np001G001610	466	AT5G67050.1	AT5G67050.1	orthologue	GO:0004806;GO:0005576;GO:0006629	Alpha/beta-Hydrolases superfamily protein
Np001G001630	240	AT5G67060.1	AT5G67060.1	orthologue	GO:0006355;GO:0010468;GO:0010500;GO:0048462;GO:0005515;GO:0005634;GO:2000012;GO:0043565;GO:0046983;GO:0048467;GO:0045893;GO:0003700;GO:0048480;GO:0009266;GO:0003677	Basic helix-loop-helix (BHLH) DNA-binding superfamily protein;Transcription factor HEC1 (Basic helix-loop-helix protein 88) (AtbHLH88) (bHLH 88) (Protein HECATE 1) (Transcription factor EN 118) (bHLH transcription factor bHLH088)
Np001G001650	135	AT5G67070.1	AT5G67070.1	orthologue	GO:0019722;GO:0007267;GO:0005515;GO:0005179;GO:0005576;GO:0048046;GO:0040008;GO:0009506	Protein RALF-like 34
Np001G001680	347	AT5G67080.1	AT5G67080.1	orthologue	GO:0004672;GO:0005575;GO:0007165;GO:0019901;GO:0004674;GO:0005524;GO:0010029;GO:0006468	Mitogen-activated protein kinase kinase kinase 19 (Protein kinase-like protein)
Np001G001690	737	AT5G67090.1	AT5G67090.1	orthologue	GO:0004252;GO:0005615;GO:0008150;GO:0005576;GO:0006508;GO:0008236	Subtilisin-like protease SBT1.9 (EC 3.4.21.-) (Subtilase subfamily 1 member 9) (AtSBT1.9)
Np001G001700	1520	AT5G67100.1	AT5G67100.1	other	GO:0003887;GO:1902975;GO:0009910;GO:0005634;GO:0071897;GO:0009965;GO:0003688;GO:0003682;GO:0006273;GO:0005658;GO:0000166;GO:0006272;GO:0003697;GO:0003677;GO:0003899;GO:0008270;GO:0003676;GO:0006260	DNA polymerase alpha catalytic subunit (EC 2.7.7.7)
Np001G001710	215	AT5G67110.1	AT5G67110.1	orthologue	GO:0003700;GO:0005634;GO:0010047;GO:0046983;GO:0003677	Transcription factor ALC (Basic helix-loop-helix protein 73) (AtbHLH73) (bHLH 73) (Protein ALCATRAZ) (Transcription factor EN 98) (bHLH transcription factor bHLH073)
Np001G001720	179	AT5G67120.1	AT5G67120.1	other	GO:0061630;GO:0005634;GO:0008150;GO:0008270	RING-type E3 ubiquitin transferase (EC 2.3.2.27)
Np001G001750	425	AT5G67130.1	AT5G67130.1	orthologue	GO:0006629;GO:0005886;GO:0008081;GO:0009536;GO:0005576;GO:0098552	PI-PLC X domain-containing protein At5g67130
Np001G001760	228	AT5G67140.1	AT5G67140.1	orthologue	GO:0005515;GO:0019005;GO:0005634;GO:0031146;	F-box protein At5g67140
Np001G001770	440	AT5G67150.1	AT5G67150.1	orthologue	GO:0005737;GO:0003674;GO:0005829;GO:0016747	Anthranilate N-hydroxycinnamoyl/benzoyltransferase-like protein (HXXXD-type acyl-transferase family protein) (Putative anthranilate N-hydroxycinnamoyl/benzoyltransferase)
Np001G001780	441	AT5G67160.1	AT5G67160.1	orthologue	GO:0009617;GO:1900424;GO:0009697;GO:0009753;GO:0016747;GO:1900150;GO:0005737;GO:0003674;GO:0006952;GO:0016746	Protein ENHANCED PSEUDOMONAS SUSCEPTIBILITY 1 (EC 2.3.1.-)
Np001G001800	371	AT5G67170.1	AT5G67170.1	orthologue	GO:0004843;GO:0006508;GO:0005634;GO:0008233;GO:0016579	OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 7 (OTU domain-containing protein 7) (EC 3.4.19.12) (Deubiquitinating enzyme OTU7);SEC-C motif-containing protein / OTU-like cysteine protease family protein
Np001G001810	358	AT5G67180.1	AT5G67180.1	orthologue	GO:0048460;GO:0003677;GO:0005634;GO:0005515;GO:0006355;GO:0003700;GO:0009873	AP2-like ethylene-responsive transcription factor TOE3 (Protein TARGET OF EAT 3);Target of early activation tagged (EAT) 3
Np001G001830	184	AT5G67190.1	AT5G67190.1	orthologue	GO:0003700;GO:0006355;GO:0005634;GO:0000976;GO:0009873;GO:0003677	Ethylene-responsive transcription factor ERF010
Np001G001840	682	AT5G67200.1	AT5G67200.1	orthologue	GO:0004672;GO:0009507;GO:0005886;GO:0005524;GO:0006468;GO:0005515	Probable inactive receptor kinase At5g67200
Np001G001870	312	AT5G67210.1	AT5G67210.1	orthologue	GO:0005794;GO:0045492;GO:0009834;GO:0003674;GO:0000139	Protein IRX15-LIKE
Np001G001880	425	AT5G67220.1	AT5G67220.1	orthologue	GO:0005739;GO:0050660;GO:0017150;GO:0008033	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)] (EC 1.3.1.88)
Np001G001890	485	AT5G67230.1	AT5G67230.1	orthologue	GO:0015018;GO:0010417;GO:0000139;GO:0005794;GO:0042285;GO:0009834;GO:0071555;GO:0005975;GO:0016020	Probable beta-1,4-xylosyltransferase IRX14H (EC 2.4.2.-) (Protein IRREGULAR XYLEM 14 homolog) (Xylan xylosyltransferase IRX14H)
Np001G001900	558	AT5G67240.1	AT5G67240.1	orthologue	GO:0031125;GO:0005634;GO:0003676;GO:0004527;GO:0005737;GO:0016592;GO:0003723	Small RNA degrading nuclease 3;Small RNA degrading nuclease 3 (EC 3.1.-.-)
Np001G001910	532	AT5G67250.1	AT5G67250.1	orthologue	GO:0031146;GO:0019005;GO:0016567;GO:0005515;GO:0004842;GO:0005737;GO:0005634	F-box protein SKIP2 (SKP1-interacting partner 2)
Np001G001930	362	AT5G67260.2	AT5G67260.2	orthologue	GO:0010444;GO:0000082;GO:0000307;GO:1901371;GO:0005515;GO:0048316;GO:0005634;GO:0016538;GO:0042127;GO:0005737;GO:0051301	CYCLIN D32;Cyclin-D3-2 (G1/S-specific cyclin-D3-2) (CycD3;2)
Np001G001940	77	AT5G67265.1	AT5G67265.1	orthologue	GO:0003674;GO:0005634	Uncharacterized protein
Np001G001950	326	AT5G67270.1	AT5G67270.1	orthologue	GO:0035372;GO:0051225;GO:0035371;GO:0031110;GO:0009652;GO:0051233;GO:0005737;GO:0005819;GO:0005730;GO:0009505;GO:0005881;GO:0005634;GO:0009524;GO:0005815;GO:0051010;GO:0008017;GO:0030865;GO:0005874;GO:0051301;GO:0005515	Microtubule-associated protein RP/EB family member 1C (APC-binding protein EB1C) (End-binding protein 1C) (AtEB1C) (Protein ATEB1 homolog 1) (AtEB1H1)
Np001G001960	748	AT5G67280.1	AT5G67280.1	orthologue	GO:0005576;GO:0004672;GO:0005524;GO:0016310;GO:0016301;GO:0016020;GO:0006468;GO:0005515	At5g67280/K3G17_4 (Receptor-like protein kinase) (Receptor-like kinase)
Np001G001970	420	AT5G67290.1	AT5G67290.1	orthologue	GO:0009507;GO:0005737;GO:0016491	FAD-dependent oxidoreductase family protein (Similarity to unknown protein)
Np001G001980	581	AT3G14300.1	AT3G14300.1	orthologue	GO:0004857;GO:0045490;GO:0030599;GO:0042545;GO:0005634;GO:0009506;GO:0046910;GO:0016020	Putative pectinesterase/pectinesterase inhibitor 26 (AtPMEpcrC) [Includes: Pectinesterase inhibitor 26 (Pectin methylesterase inhibitor 26); Pectinesterase 26 (PE 26) (EC 3.1.1.11) (Pectin methylesterase 26) (AtPME26)]
Np001G002010	301	AT5G67300.1	AT5G67300.1	orthologue	GO:0000978;GO:0006355;GO:0005515;GO:0009414;GO:0000976;GO:0009753;GO:0010929;GO:0005634;GO:0009751;GO:0009737;GO:1900150;GO:2000022;GO:0003700;GO:0042742;GO:0050832;GO:0042802;GO:0000981;GO:2000031;GO:0009651;GO:0009408;GO:0043565;GO:0009738	Transcription factor MYB44 (Myb-related protein 44) (AtMYB44) (Myb-related protein R1) (AtMYBR1)
Np001G002020	607	AT5G67320.1	AT5G67320.1	orthologue	GO:0003714;GO:0005634;GO:0009409;GO:0000118;GO:0006357;GO:0003690;GO:0080008;GO:0006338;GO:0005515	WD40 repeat-containing protein HOS15 (HIGH OSMOTIC STRESS GENE EXPRESSION 15)
Np001G002030	511	AT5G67330.1	AT5G67330.1	orthologue	GO:0005384;GO:0015103;GO:0006828;GO:0015691;GO:0042742;GO:0034755;GO:0000325;GO:2000379;GO:0006879;GO:0030003;GO:0046873;GO:0005774;GO:0015086;GO:0010039;GO:0030001;GO:0009624;GO:0009536;GO:0005737;GO:0060586;GO:0005773;GO:0015692;GO:0006826;GO:0016020;GO:0055072	Metal transporter Nramp4 (AtNramp4)
Np001G002040	694	AT5G67340.1	AT5G67340.1	orthologue	GO:0004842;GO:0016567;GO:0005634;GO:0005737;GO:0005515	U-box domain-containing protein 2 (EC 2.3.2.27) (Plant U-box protein 2) (RING-type E3 ubiquitin transferase PUB2)
Np001G002050	306	AT5G67350.1	AT5G67350.1	orthologue	GO:0003674;GO:0005634	At5g67350
Np001G002060	757	AT5G67360.1	AT5G67360.1	orthologue	GO:0099503;GO:0048359;GO:0080001;GO:0010214;GO:0048046;GO:0005576;GO:0009505;GO:0004252;GO:0006508;GO:0008236	Subtilisin-like protease SBT1.7 (EC 3.4.21.-) (Cucumisin-like serine protease) (Subtilase subfamily 1 member 7) (AtSBT1.7) (Subtilisin-like serine protease 1) (At-SLP1)
Np001G002070	322	AT5G67370.1	AT5G67370.1	orthologue	GO:1990641;GO:0003674;GO:0009507;GO:0016020	Protein CONSERVED IN THE GREEN LINEAGE AND DIATOMS 27, chloroplastic
Np001G002080	70					
Np001G002090	173					
Np001G002100	606	AT5G67385.1	AT5G67385.1	orthologue	GO:0005886;GO:0005515;GO:0042742;GO:0009904;GO:0016567	BTB/POZ domain-containing protein SR1IP1 (Protein ATSR1-INTERACTION PROTEIN 1);Phototropic-responsive NPH3 family protein
Np001G002140	180	AT5G67390.1	AT5G67390.1	orthologue	GO:0005575;GO:0003674	At5g67390 (Gb|AAF67766.1) (Glycosyltransferase-like protein)
Np001G002150	329	AT5G67400.1	AT5G67400.1	orthologue	GO:0140825;GO:0020037;GO:0005576;GO:0006979;GO:0035618;GO:0042744;GO:0046872;GO:0004601	Peroxidase 73 (Atperox P73) (EC 1.11.1.7) (ATP10a) (PRXR11)
Np001G002160	297	AT5G67410.1	AT5G67410.1	orthologue	GO:0000124;GO:0006357;GO:0070461;GO:0005634;GO:0003713	Transcriptional regulator of RNA polII, SAGA, subunit
Np001G002180	424	AT5G67411.1	AT5G67411.1	orthologue	GO:0003674;GO:0005634	Putative scarecrow-like protein 16 (AtSCL16)
Np001G002190	253	AT5G67420.1	AT5G67420.1	orthologue	GO:0000976;GO:0005739;GO:0010468;GO:0060776;GO:0001217	LOB domain-containing protein 37 (ASYMMETRIC LEAVES 2-like protein 39) (AS2-like protein 39)
Np001G002220	389	AT5G67430.1	AT5G67430.1	orthologue	GO:0016747;GO:0005634;GO:0009734	Acyl-CoA N-acyltransferases (NAT) superfamily protein;Acyl-CoA N-acyltransferases (NAT) superfamily protein (At5g67430) (N-acetyltransferase hookless1-like protein)
Np001G002230	565	AT5G67440.1	AT5G67440.1	other	GO:0016567;GO:0071365;GO:0005634;GO:0071944;GO:0009911;GO:0009958;GO:0009908;GO:0003674;GO:0005886;GO:1901703;GO:2000012;GO:0005829;GO:0005515	Phototropic-responsive NPH3 family protein;Phototropic-responsive NPH3 family protein NPY3 (MAB4/ENP/NPY1-like proten 1) (MAB4/ENP/NPY1-like proten 2) (Protein NAKED PINS IN YUC MUTANTS 3)
Np001G002240	254	AT5G67450.1	AT5G67450.1	orthologue	GO:0006355;GO:0003677;GO:0003700;GO:0045892;GO:0005634;GO:0042538;GO:0043565;GO:0000976;GO:0009409;GO:0001222;GO:0008270;GO:0009738	Zinc finger protein AZF1 (Zinc finger protein OZAKGYO) (Zinc-finger protein 1)
Np001G002250	390	AT5G67460.1	AT5G67460.1	orthologue	GO:0005576;GO:0005886;GO:0005975;GO:0042973;GO:0009506;GO:0098552;GO:0004553	glucan endo-1,3-beta-D-glucosidase (EC 3.2.1.39)
Np001G002260	931	AT5G67470.1	AT5G67470.1	other	GO:0005634;GO:0005819;GO:0045010;GO:0003779;GO:0005730;GO:0051015;GO:0009524;GO:0009505;GO:0005737;GO:0016020;GO:0030036	Formin-like protein 6 (AtFH6) (AtFORMIN-6)
Np001G002280	384	AT5G67480.2	AT5G67480.2	orthologue	GO:0009753;GO:0042542;GO:0009733;GO:0005515;GO:0006355;GO:0000325;GO:0009739;GO:0009611;GO:0005737;GO:0009751;GO:0009651;GO:0005516;GO:0005576;GO:0016567;GO:0008270	BTB/POZ and TAZ domain-containing protein 4 (BTB and TAZ domain protein 4)
Np001G002290	106	AT5G67490.1	AT5G67490.1	other	GO:0005576;GO:0005739;GO:0034553;GO:0006099;GO:0003674	Succinate dehydrogenase assembly factor 4, mitochondrial
Np001G002300	276	AT5G67500.1	AT5G67500.1	orthologue	GO:0005739;GO:0009941;GO:0098656;GO:0005741;GO:0009505;GO:0009617;GO:0000325;GO:0008308;GO:0009536;GO:0015288;GO:0046930;GO:0055085	Mitochondrial outer membrane protein porin 2 (Voltage-dependent anion-selective channel protein 2) (AtVDAC2) (VDAC-2);Voltage dependent anion channel 2
Np001G002310	146	AT5G67510.1	AT5G67510.1	other	GO:0009507;GO:0022626;GO:0042273;GO:0003735;GO:0022625;GO:0003723;GO:0002181;GO:0009536;GO:0006412;GO:0005515;GO:0015934;GO:0005840	Large ribosomal subunit protein uL24y (60S ribosomal protein L26-2)
Np001G002320	299	AT5G67520.1	AT5G67520.1	orthologue	GO:0005737;GO:0009507;GO:0009536;GO:0000103;GO:0004020;GO:0048232;GO:0005829;GO:0070814;GO:0005515;GO:0005524;GO:0019344	Adenylyl-sulfate kinase (EC 2.7.1.25);Adenylyl-sulfate kinase 4, chloroplastic (EC 2.7.1.25) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase 4) (Adenosine-5'-phosphosulfate kinase 4) (APS kinase 4)
Np001G002330	591	AT5G67530.1	AT5G67530.1	orthologue	GO:0006457;GO:0016567;GO:0061630;GO:0071013;GO:0004842;GO:0005634;GO:0003755;GO:0000209;GO:0000413	Peptidyl-prolyl cis-trans isomerase CYP65 (AtCYP65) (PPIase CYP65) (EC 2.3.2.27) (EC 5.2.1.8) (Cyclophilin-65) (Peptidyl-prolyl cis-trans isomerase-like 2) (Plant U-box protein 49) (RING-type E3 ubiquitin transferase isomerase-like 2) (Rotamase) (U-box domain-containing protein 49)
Np001G002340	470	AT5G67540.3	AT5G67540.3	orthologue	GO:0004565;GO:0010406;GO:0005794;GO:0005634;GO:0005975;GO:0016020;GO:0004553	AT5g67540/K9I9_10 (Arabinanase/levansucrase/invertase);Arabinanase/levansucrase/invertase;Arabinanase/levansucrase/invertase (Emb|CAB66926.1)
Np001G002350	510	AT5G67550.1	AT5G67550.1	orthologue	GO:0008150;GO:0005575;GO:0003674;GO:0016020	Transmembrane protein
Np001G002360	184	AT5G67560.1	AT5G67560.1	orthologue	GO:0000325;GO:0003924;GO:0005525;GO:0009506;GO:0015031;GO:0005765;GO:0005819;GO:0007059;GO:0031902;GO:0051301	ADP-ribosylation factor-like protein 8b (AtARL8b) (ADP-ribosylation factor-like A1D) (AtARLA1D)
Np001G002370	810	AT5G67570.1	AT5G67570.1	orthologue	GO:0009793;GO:0009507;GO:0009658;GO:0005515;GO:0042793	Pentatricopeptide repeat-containing protein At5g67570, chloroplastic (Protein DELAYED GREENING 1) (Protein EMBRYO DEFECTIVE 1408)
Np001G002380	300	AT5G67580.1	AT5G67580.1	orthologue	GO:0005515;GO:0043047;GO:0042803;GO:0003691;GO:0005634;GO:0006334;GO:0003700;GO:0000976;GO:0000786;GO:0000785;GO:0042162;GO:0005730;GO:0003677	Telomere repeat-binding factor 2 (AtTRB2) (MYB transcription factor) (Telomere-binding protein 3) (AtTBP3)
Np001G002390	153	AT5G67590.1	AT5G67590.1	orthologue	GO:0009631;GO:0022900;GO:0045271;GO:0008137;GO:0009536;GO:0050897;GO:0005739;GO:0006970;GO:0005743	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Protein FROSTBITE1)
Np001G002400	87	AT5G67600.1	AT5G67600.1	orthologue	GO:0009554;GO:0005515;GO:0005886;GO:0042803	Protein CYSTEINE-RICH TRANSMEMBRANE MODULE 13 (AthCYSTM13) (Cysteine-rich and transmembrane domain-containing protein WIH1) (Protein WINDHOSE 1)
Np001G002410	483	AT5G67610.2	AT5G67610.2	orthologue	GO:0005515;GO:0031965;GO:0005637;GO:0005739	Emb|CAB66922.1 (Transmembrane protein (DUF2215));Transmembrane protein (DUF2215)
Np001G002420	176	AT5G67620.1	AT5G67620.1	orthologue	GO:0009620;GO:0005737;GO:0003674;GO:0005874	At5g67620 (DUF4228 domain protein)
Np001G002430	469	AT5G67630.1	AT5G67630.1	orthologue	GO:0006357;GO:0031011;GO:0035267;GO:0000492;GO:0009536;GO:0097255;GO:0005515;GO:0000812;GO:0005730;GO:0005634;GO:0003678;GO:0016887;GO:0006338;GO:0008094;GO:0005524;GO:0005737;GO:0006281;GO:0016787	RuvB-like helicase (EC 3.6.4.12)
Np001G002440	179	AT5G67640.1	AT5G67640.1	orthologue	GO:0003674;GO:0005634	Uncharacterized protein
Np001G002450	157	AT5G65925.1	AT5G65925.1	orthologue	GO:0005575;GO:0003674	At5g65925
Np001G002460	449	AT5G65910.1	AT5G65910.1	orthologue	GO:0003674;GO:0005634	BSD domain-containing protein
Np001G002470	631	AT5G65900.1	AT5G65900.1	orthologue	GO:0000463;GO:0005730;GO:0003724;GO:0005634;GO:0003723;GO:0005524;GO:0016887;GO:0048866;GO:0003676	DEAD-box ATP-dependent RNA helicase 27 (EC 3.6.4.13)
Np001G002490	478	AT5G65890.1	AT5G65890.1	orthologue	GO:0016597;GO:0005634	ACT domain-containing protein ACR (Protein ACT DOMAIN REPEATS);ACT domain-containing protein ACR1 (Protein ACT DOMAIN REPEATS 1)
Np001G002500	55	AT5G65880.1	AT5G65880.1	orthologue	GO:0005575;GO:0003674	At5g65880 (Transmembrane protein)
Np001G002510	76	AT5G65870.1	AT5G65870.1	orthologue	GO:0008283;GO:0031012;GO:0003674;GO:1905392;GO:0030154;GO:0005576;GO:0008083	Phytosulfokines 5 (AtPSK5) [Cleaved into: Phytosulfokine-alpha (PSK-alpha) (Phytosulfokine-a); Phytosulfokine-beta (PSK-beta) (Phytosulfokine-b)]
Np001G002520	327	AT5G65860.1	AT5G65860.1	orthologue	GO:0005737;GO:0016274;GO:0005634;GO:0008757;GO:0032259;GO:0005515	Protein arginine N-methyltransferase 2 (Protein-arginine N5-methyltransferase) (Type IV protein arginine N-methyltransferase)
Np001G002530	271	AT5G65840.1	AT5G65840.1	orthologue	GO:0009570;GO:0009536;GO:0009507;GO:0003674	Thioredoxin superfamily protein
Np001G002540	276	AT5G65830.1	AT5G65830.1	orthologue	GO:0007165;GO:0003674;GO:0005576;GO:0005886;GO:0005515	Receptor-like protein 57 (AtRLP57)
Np001G002560	628	AT5G65820.1	AT5G65820.1	orthologue	GO:0005739;GO:0003729;;GO:0005515	Putative pentatricopeptide repeat-containing protein At5g65820
Np001G002570	261	AT5G65810.1	AT5G65810.1	orthologue	GO:0045488;GO:0045489;GO:0010394;GO:0051512;GO:0005794;GO:1905157;GO:0009965;GO:0009664;GO:0005802;GO:0005634;GO:0048639;GO:0009832;GO:0005768;GO:1903942;GO:0015976;GO:0000139;GO:0008168;GO:0032259	Probable pectin methylesterase CGR3 (EC 2.1.1.-) (Cotton Golgi-related 3)
Np001G002580	422				GO:0003676	
Np001G002590	470	AT5G65800.1	AT5G65800.1	orthologue	GO:0016847;GO:0008483;GO:0030170;GO:0042218;GO:0009735;GO:0005515;GO:0006520;GO:0009693;GO:0005737;GO:0010087;GO:0051301;GO:0009835;GO:0009058;GO:0003824	1-aminocyclopropane-1-carboxylate synthase 5 (ACC synthase 5) (EC 4.4.1.14) (Ethylene-overproduction protein 2) (S-adenosyl-L-methionine methylthioadenosine-lyase 5)
Np001G002610	369	AT5G65790.1	AT5G65790.1	orthologue	GO:0005634;GO:1900034;GO:0009414;GO:2000280;GO:0048364;GO:0003700;GO:1901000;GO:0003677;GO:0006355	At5g65790 (MYB transcription factor) (Myb - related protein) (Myb domain protein 68) (Transcription factor-like protein)
Np001G002620	1014	AT5G65770.2, AT5G65780.2	AT5G65780.2	orthologue	GO:0052654;GO:0009507;GO:0009097;GO:0009099;GO:0004084;GO:0009098;GO:0006997;GO:0052655;GO:0005739;GO:0052656;GO:0097298;GO:0010369;GO:0005515;GO:0006974;GO:0005737;GO:0005652;GO:0034399;GO:0005634;GO:0005654;GO:0031965;GO:0008483	Branched-chain amino acid aminotransferase 5 / branched-chain amino acid transaminase 5 (BCAT5);Branched-chain-amino-acid aminotransferase 5, chloroplastic (Atbcat-5) (EC 2.6.1.42);Protein CROWDED NUCLEI 4 (Protein LITTLE NUCLEI 4)
Np001G002630	513	AT5G65760.1	AT5G65760.1	orthologue	GO:0099503;GO:0009507;GO:0070008;GO:0008239;GO:0000325;GO:0004180;GO:0006508;GO:0005773	At5g65760 (Lysosomal Pro-X carboxypeptidase) (Serine carboxypeptidase S28 family protein)
Np001G002640	1026	AT5G65750.1	AT5G65750.1	orthologue	GO:0005739;GO:0006099;GO:0008270;GO:0045252;GO:0004591;GO:0009536;GO:0050897;GO:0030976;GO:0005759;GO:0016624	2-oxoglutarate dehydrogenase, mitochondrial (EC 1.2.4.2) (2-oxoglutarate dehydrogenase complex component E1)
