Conringia_planisiliqua	prot_length	Arabidopsis_thaliana	single_Arabidopsis_thaliana	homologue_type	GO_term_IDs	UniProt_Protein.names
CP10_g42167_DN2_SP1_c.t1	272	AT3G01311.1	AT3G01311.1	orthologue	GO:0003674;GO:0005634;GO:0009860;GO:0016020;GO:0051015	Actin cross-linking protein, putative (DUF569)
CP10_g42168_DN3_SP8_c.t1	1053	AT3G01310.1	AT3G01310.1	orthologue	GO:0009861;GO:0033857;GO:0050832;GO:0005737;GO:0032958;GO:0000828;GO:0052724;GO:0000832;GO:1905036;GO:0052723;GO:0000827;GO:0000829;GO:0006020;GO:1904966;GO:0005886;GO:1900367;GO:0005524;GO:0005829	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (EC 2.7.4.24);Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase VIP1 (EC 2.7.4.24) (Probable protein QUANTITATIVE VITAMIN E-7) (Protein VIP HOMOLOG 2) (VIP1 homolog protein 1) (Arabidopsis homolog protein of yeast VIP1 1) (AtVIP1)
CP10_g42169_DN3_SP8_c.t1	487	AT3G01300.1	AT3G01300.1	orthologue	GO:0031663;GO:0005515;GO:0005634;GO:0002221;GO:0010073;GO:0004674;GO:0016310;GO:0005886;GO:0007166;GO:0005524;GO:0006952;GO:0106310;GO:0004672;GO:0006468	Serine/threonine-protein kinase PBL35 (EC 2.7.11.1) (PBS1-like protein 35) (Receptor-like cytoplasmic kinase PBL35)
CP10_g42170_DN3_SP8_c.t1	286	AT3G01290.1	AT3G01290.1	orthologue	GO:0003674;GO:0000325;GO:0010494;GO:0005739;GO:0005886;GO:0009506;GO:0005829;GO:0002239	Hypersensitive-induced response protein 3 (AtHIR3)
CP10_g42171_DN3_SP3_c.t1	276	AT5G37610.1, AT3G01280.1	AT3G01280.1	orthologue	GO:0005741;GO:0005739;GO:0008308;GO:0098656;GO:0005773;GO:0009617;GO:0009941;GO:0005829;GO:0009507;GO:0005886;GO:0005515;GO:0000325;GO:0006952;GO:0015288;GO:0046930;GO:0055085	Mitochondrial outer membrane protein porin 1 (Voltage-dependent anion-selective channel protein 1) (AtVDAC1) (VDAC-1);Putative mitochondrial outer membrane protein porin-like (Voltage-dependent anion-selective channel protein-like)
CP10_g42172_DN3_SP5_c.t1	472	AT3G01270.1	AT3G01270.1	orthologue	GO:0016829;GO:0005576;GO:0045490;GO:0030570;GO:0005737;GO:0046872	Probable pectate lyase 7 (EC 4.2.2.2)
CP10_g42173_DN3_SP0_c.t1	441	AT3G01260.1	AT3G01260.1	orthologue	GO:0033499;GO:0004034;GO:0030246;GO:0006006;GO:0005737;GO:0005975;GO:0003824;GO:0016853	Galactose mutarotase-like superfamily protein
CP10_g42174_DN3_SP0_c.t1	164	AT3G01250.1	AT3G01250.1	orthologue	GO:0005575;GO:0008150;GO:0003674	At3g01250 (T4P13.6 protein) (Transmembrane protein)
CP10_g42177_DN3_SP7_c.t1	294	AT3G01220.1	AT3G01220.1	orthologue	GO:0045893;GO:0043565;GO:0005634;GO:0000981;GO:0005515;GO:0009733;GO:0003700;GO:0006355;GO:0003677	Homeobox-leucine zipper protein ATHB-20 (HD-ZIP protein ATHB-20) (Homeodomain transcription factor ATHB-20)
CP10_g42178_DN3_SP6_c.t1	252	AT3G01210.1	AT3G01210.1	orthologue	GO:0005737;GO:0050832;GO:0005515;GO:0005634;GO:0003723;GO:0003676	RNA-binding (RRM/RBD/RNP motifs) family protein (T4P13.10 protein)
CP10_g42179_DN3_SP6_c.t1	371	AT3G01200.1	AT3G01200.1	orthologue	GO:0004672;GO:0005524;GO:0016776;GO:0005829;GO:0009507;GO:0004674;GO:0016772	Pyruvate, phosphate dikinase regulatory protein 2 (EC 2.7.11.32) (EC 2.7.4.27) (Pyruvate, Pi dikinase regulatory protein 2) (AtRP2) (PPDK RP2) (PPDK regulatory protein 2)
CP10_g42180_DN3_SP4_c.t1	321	AT3G01190.1	AT3G01190.1	orthologue	GO:0140825;GO:0005576;GO:0006950;GO:0009505;GO:0006979;GO:0020037;GO:0004601;GO:0042744;GO:0046872	Peroxidase 27 (Atperox P27) (EC 1.11.1.7) (ATP12a) (PRXR7)
CP10_g42181_DN3_SP6_c.t1	805	AT3G01180.1	AT3G01180.1	orthologue	GO:0019252;GO:0033840;GO:0009507;GO:0010021;GO:0009011;GO:0004373;GO:0016757;GO:0009501	Starch synthase 2, chloroplastic/amyloplastic (AtSS2) (EC 2.4.1.21) (Soluble starch synthase II)
CP10_g42182_DN3_SP0_c.t1	462	AT3G01175.1	AT3G01175.1	orthologue	GO:0005739;GO:0003674;GO:0016020	Transmembrane protein
CP10_g42183_DN3_SP0_c.t1	227	AT3G01170.1	AT3G01170.1	orthologue	GO:0008150;GO:0003674;GO:0005575;GO:0005840;GO:0016020	At3g01170 (Ribosomal protein L34e superfamily protein);Ribosomal protein L34e superfamily protein
CP10_g42184_DN3_SP0_c.t1	683	AT3G01160.1	AT3G01160.1	orthologue	GO:0005634;GO:0006364;GO:0003723;GO:0005730	Pre-rRNA-processing ESF1-like protein (T4P13.15 protein)
CP10_g42185_DN3_SP8_c.t1	401	AT3G01150.1	AT3G01150.1	orthologue	GO:0000932;GO:0006417;GO:0043484;GO:0005737;GO:0005634;GO:0009846;GO:0003729;GO:0009845;GO:0000381;GO:0006397;GO:0008380;GO:0003723;GO:0003676	Polypyrimidine tract-binding protein 1;Polypyrimidine tract-binding protein 1 (Putative polypyrimidine tract-binding protein);Polypyrimidine tract-binding protein homolog 1
CP10_g42186_DN3_SP6_c.t1	357	AT3G01140.1	AT3G01140.1	orthologue	GO:0010091;GO:0000902;GO:0003700;GO:0035017;GO:0005634;GO:1901957;GO:0003677	Myb domain protein 106;Transcription factor MYB106 (Myb-related protein 106) (AtMYB106) (Transcription factor NOEK)
CP10_g42187_DN3_SP6_c.t1	52	AT5G15320.1	AT5G15320.1	other	GO:0003674;GO:0008150;GO:0009507;GO:0016020	ATP synthase E chain;ATP synthase E chain (At5g15320) (GPI-anchored protein)
CP10_g42188_DN3_SP8_c.t1	566	AT3G01120.1	AT3G01120.1	orthologue	GO:0009507;GO:0003962;GO:0009086;GO:0030170;GO:0009570;GO:0001887;GO:0019346	Cystathionine gamma-synthase 1, chloroplastic (AtCGS1) (EC 2.5.1.160) (METHIONINE OVERACCUMULATION 1) (O-succinylhomoserine (thiol)-lyase)
CP10_g42189_DN3_SP8_c.t1	700	AT3G01100.4	AT3G01100.4	orthologue	GO:0008381;GO:0005227;GO:0005886;GO:0009507;GO:0005634;GO:0016020	CSC1-like protein HYP1;Hyperosmolality-gated Ca2+ permeable channel 2.3 (AtOSCA2.3) (HYPOTHETICAL PROTEIN 1)
CP10_g42190_DN3_SP8_c.t1	509	AT3G01090.2	AT3G01090.2	orthologue	GO:0009635;GO:1900055;GO:0005515;GO:0004674;GO:0099402;GO:0019902;GO:0010508;GO:0019900;GO:0010182;GO:0005737;GO:0005634;GO:1902074;GO:0080022;GO:0004672;GO:0009789;GO:0001666;GO:0010150;GO:0000152;GO:0010228;GO:0006979;GO:0016301;GO:0009738;GO:0005982;GO:0009507;GO:0010050;GO:0005794;GO:0005829;GO:0003006;GO:0009594;GO:0009749;GO:0005524;GO:0005783;GO:0006633;GO:0042128;GO:0106310;GO:0006468;GO:0035556	SNF1-related protein kinase catalytic subunit alpha KIN10 (AKIN10) (EC 2.7.11.1) (AKIN alpha-2) (AKINalpha2) (SNF1-related kinase 1.1) (SnRK1.1)
CP10_g42192_DN3_SP8_c.t1	1078	AT3G01085.3	AT3G01085.3	orthologue	GO:0008353;GO:0032968;GO:0016310;GO:0005634;GO:0006468;GO:0000307;GO:0005524;GO:0004674;GO:0004672;GO:0003700;GO:0006355;GO:0043565;GO:0070816	At3g01085 (Protein kinase superfamily protein);Protein kinase superfamily protein
CP10_g42193_DN3_SP0_c.t1	176	AT3G01070.1	AT3G01070.1	orthologue	GO:0005886;GO:0016020;GO:0005576;GO:0009055;GO:0098552	Early nodulin-like protein 16 (AtENODL16) (Phytocyanin-like protein ENODL16)
CP10_g42194_DN3_SP7_c.t1	456	AT3G01060.1	AT3G01060.1	orthologue	GO:0007623;GO:0003674;GO:0009507;GO:0016874	Lysine-tRNA ligase
CP10_g42195_DN2_SP0_c.t1	190	AT2G05970.1, AT4G17565.1	AT2G05970.1	other	GO:0005634;GO:0008150;GO:0003674	F-box protein At2g05970;Putative F-box protein At4g17565
CP10_g42196_DN2_SP8_c.t1	118	AT3G01050.1	AT3G01050.1	orthologue	GO:0005886;GO:0003674;GO:0005515	Membrane-anchored ubiquitin-fold protein 1 (AtMUB1) (Membrane-anchored ub-fold protein 1)
CP10_g42197_DN3_SP8_c.t1	533	AT3G01040.2	AT3G01040.2	orthologue	GO:0052325;GO:0009860;GO:0005794;GO:0047262;GO:0009507;GO:0009555;GO:0090406;GO:0016757;GO:0000139;GO:0045489;GO:0071555	Hexosyltransferase (EC 2.4.1.-);Probable galacturonosyltransferase 13 (EC 2.4.1.-)
CP10_g42198_DN2_SP0_c.t1	319	AT3G01030.1	AT3G01030.1	orthologue	GO:0006355;GO:0005575;GO:0003700;GO:0008270	C2H2 and C2HC zinc fingers superfamily protein
CP10_g42200_DN3_SP0_c.t1	500	AT3G01015.1	AT3G01015.1	orthologue	GO:0043622;GO:0009723;GO:0008017;GO:0007019;GO:1990785;GO:0009826;GO:0005880;GO:1990752;GO:1905421;GO:0030295;GO:0090307;GO:0005634;GO:0009416;GO:0060236;GO:0005819;GO:0005737;GO:0005874;GO:0032147	Microtubule-destabilizing protein 60
CP10_g42201_DN3_SP8_c.t1	143	AT3G02080.1	AT3G02080.1	orthologue	GO:0022626;GO:0022627;GO:0005829;GO:0005634;GO:0003735;GO:0000028;GO:0006412;GO:0003729;GO:0042742;GO:0003723;GO:0009506;GO:0009505;GO:0005840	Small ribosomal subunit protein eS19z (40S ribosomal protein S19-1)
CP10_g42202_DN3_SP8_c.t1	530	AT3G02090.2	AT3G02090.2	other	GO:0004222;GO:0005739;GO:0005758;GO:0045275;GO:0005515;GO:0005730;GO:0005741;GO:0008270;GO:0005743;GO:0008150;GO:0005759;GO:0009507;GO:0009505;GO:0005829;GO:0000325;GO:0006508;GO:0016491;GO:0046872	Probable mitochondrial-processing peptidase subunit beta, mitochondrial (EC 3.4.24.64) (Beta-MPP) (Complex III subunit I) (Core protein I) (Cytochrome b-c1 complex subunit 1, mitochondrial) (Ubiquinol-cytochrome c oxidoreductase core protein 1)
CP10_g42203_DN3_SP1_c.t1	462	AT3G02100.1	AT3G02100.1	orthologue	GO:0016757;GO:0035251;GO:0008194;GO:0005634;GO:0008150;GO:0080043;GO:0080044	UDP-glycosyltransferase 83A1 (EC 2.4.1.-)
CP10_g42204_DN3_SP8_c.t1	473	AT3G02110.1	AT3G02110.1	orthologue	GO:0005576;GO:0004185;GO:0006508;GO:0005773	Serine carboxypeptidase-like 25 (EC 3.4.16.-)
CP10_g42205_DN3_SP1_c.t1	124	AT3G02120.1	AT3G02120.1	orthologue	GO:0005634;GO:0003674	Hydroxyproline-rich glycoprotein family protein
CP10_g42206_DN3_SP0_c.t1	378	AT3G02125.1	AT3G02125.1	orthologue	GO:0003674;GO:0005634;GO:0008150	Pinin-like protein
CP10_g42207_DN2_SP0_c.t1	1156	AT3G02130.1	AT3G02130.1	orthologue	GO:0048508;GO:0005886;GO:0010152;GO:0048653;GO:0009945;GO:0009414;GO:0009942;GO:0004672;GO:0005515;GO:0004674;GO:0009409;GO:0016301;GO:0010073;GO:0009846;GO:0009808;GO:0005524;GO:0106310;GO:0006468	LRR receptor-like serine/threonine-protein kinase RPK2 (EC 2.7.11.1) (Protein TOADSTOOL 2) (Receptor-like protein kinase 2);non-specific serine/threonine protein kinase (EC 2.7.11.1)
CP10_g42208_DN3_SP0_c.t1	311	AT3G02140.1	AT3G02140.1	orthologue	GO:0009737;GO:0009788;GO:0045892;GO:0009651;GO:0005515;GO:0005634;GO:0010581;GO:0007165	Ninja-family protein AFP4 (ABI five-binding protein 4) (ABI5-binding protein 4) (Protein TWO OR MORE ABRES-CONTAINING GENE 2)
CP10_g42209_DN3_SP0_c.t1	341	AT3G02150.2	AT3G02150.2	orthologue	GO:0005515;GO:0006355;GO:0003700;GO:0031347;GO:0010150;GO:0048366;GO:0009965;GO:0045962;GO:0005634;GO:0030154;GO:0009507;GO:0043565;GO:0003677	Transcription factor TCP13 (Plastid transcription factor 1) (TFPD)
CP10_g42210_DN3_SP0_c.t1	385	AT3G02160.1	AT3G02160.1	orthologue	GO:0005669;GO:0005634;GO:0046982;GO:0006366	At3g02160 (Bromodomain transcription factor) (F1C9.5 protein)
CP10_g42211_DN3_SP0_c.t1	881	AT3G02170.1	AT3G02170.1	orthologue	GO:0009826;GO:0051513;GO:0005515;GO:0005874;GO:0005634;GO:0005829;GO:0008017;GO:0005856	Longifolia2;Protein LONGIFOLIA 2 (Protein TON1 RECRUITING MOTIF 1)
CP10_g42212_DN3_SP8_c.t1	122	AT3G02180.1	AT3G02180.1	orthologue	GO:0043622;GO:0005829;GO:0003674;GO:0010005;GO:0005874	Protein SPIRAL1-like 3;SPIRAL1-like3
CP10_g42213_DN1_SP5_c.t1	51	AT3G02190.1	AT3G02190.1	orthologue	GO:0022625;GO:0005829;GO:0003674;GO:0006412;GO:0003735;GO:0005840	Large ribosomal subunit protein eL39y (60S ribosomal protein L39-2)
CP10_g42214_DN3_SP6_c.t1	417	AT3G02200.2	AT3G02200.2	orthologue	GO:0005852;GO:0002183;GO:0005829;GO:0003674;GO:0005737;GO:0000502;GO:0001732;GO:0003743;GO:0016282;GO:0033290;GO:0071541	Eukaryotic translation initiation factor 3 subunit M (eIF3m);Proteasome component (PCI) domain protein
CP10_g42215_DN3_SP6_c.t1	454	AT3G02210.1	AT3G02210.1	orthologue	GO:0005886;GO:0052324;GO:0016020;GO:0010215;GO:0003674;GO:0098552	COBRA-like protein 1
CP10_g42216_DN3_SP3_c.t1	238	AT3G02220.1	AT3G02220.1	orthologue	GO:0003674;GO:0005634	Small acidic-like protein
CP10_g42217_DN3_SP8_c.t1	357	AT3G02230.1	AT3G02230.1	orthologue	GO:0033356;GO:0005634;GO:0071669;GO:0009832;GO:0005829;GO:0005794;GO:0005795;GO:0000138;GO:0016866;GO:0022626;GO:0005515;GO:0000325;GO:0052691;GO:0009505;GO:0009555;GO:0016760;GO:0003735;GO:0071555	UDP-arabinopyranose mutase 1 (EC 5.4.99.30) (Reversibly glycosylated polypeptide 1) (AtRGP1) (UDP-L-arabinose mutase 1)
CP10_g42218_DN2_SP0_c.t1	89	AT3G02245.1	AT3G02245.1	orthologue	GO:0005739;GO:0003674	Transmembrane protein
CP10_g42219_DN3_SP0_c.t1	197	AT5G01890.1	AT5G01890.1	other	GO:0005515;GO:0016301;GO:0004672;GO:0005886;GO:0005524	Leucine-rich repeat receptor-like protein kinase PXC2 (Protein PXY/TDR-CORRELATED 2)
CP10_g42220_DN2_SP0_c.t1	162				GO:0005634;GO:0005737	
CP10_g42221_DN3_SP0_c.t1	232	AT2G30290.2	AT2G30290.2	orthologue	GO:0017119;GO:0005768;GO:0006623;GO:0005802;GO:0005634;GO:0006896;GO:0005509;GO:0016020;GO:0000139;GO:0030665;GO:0015031	VACUOLAR SORTING RECEPTOR 2;Vacuolar-sorting receptor 2 (AtVSR2) (BP80-like protein c) (AtBP80c) (Epidermal growth factor receptor-like protein 4) (AtELP4)
CP10_g42222_DN3_SP0_c.t1	106					
CP10_g42223_DN3_SP8_c.t1	514	AT3G02250.1	AT3G02250.1	orthologue	GO:0045489;GO:0005737;GO:0016757;GO:0000139;GO:0006004;GO:0071555	Rhamnogalacturonan I rhamnosyltransferase 1 (EC 2.4.1.351) (O-fucosyltransferase 21) (O-FucT-21) (O-fucosyltransferase family protein)
CP10_g42224_DN3_SP8_c.t1	5084	AT3G02260.1	AT3G02260.1	orthologue	GO:0009620;GO:0009826;GO:0010311;GO:0048364;GO:0048283;GO:0008270;GO:0009733;GO:0009640;GO:0009926;GO:0048281;GO:0009506;GO:0005829;GO:0009734;GO:0016020;GO:0005515	Auxin transport protein BIG;Auxin transport protein BIG (Protein ATTENUATED SHADE AVOIDANCE 1) (Protein CORYMBOSA1) (Protein DARK OVER-EXPRESSION OF CAB 1) (Protein LOW PHOSPHATE-RESISTANT ROOT 1) (Protein TRANSPORT INHIBITOR RESPONSE 3) (Protein UMBRELLA 1)
CP10_g42225_DN3_SP7_c.t1	618	AT3G02280.1	AT3G02280.1	orthologue	GO:0050660;GO:0009793;GO:0005515;GO:0010181;GO:0005829;GO:0016491;GO:0005634;GO:0003958;GO:0005737;GO:0016651;GO:0016226;GO:0050661;GO:0160246	NADPH-dependent diflavin oxidoreductase 1 (EC 1.18.1.-) (NADPH-dependent FMN and FAD-containing oxidoreductase)
CP10_g42226_DN3_SP8_c.t1	259	AT3G02290.5	AT3G02290.5	orthologue	GO:0005634;GO:0004842;GO:0016567;GO:0005737;GO:0008270;GO:0016740	E3 ubiquitin-protein ligase At3g02290 (EC 2.3.2.27) (RING finger protein At3g02290) (RING-type E3 ubiquitin transferase At3g02290);RING-type E3 ubiquitin transferase (EC 2.3.2.27)
CP10_g42227_DN3_SP8_c.t1	470	AT3G02300.2	AT3G02300.2	orthologue	GO:0016567;GO:0006511;GO:0005737;GO:0061630	Regulator of chromosome condensation (RCC1) family protein
CP10_g42228_DN3_SP8_c.t1	250	AT3G02310.1	AT3G02310.1	orthologue	GO:0048481;GO:0005634;GO:0003700;GO:0006357;GO:0005515;GO:0009908;GO:0046983;GO:0045944;GO:0000978;GO:0000977;GO:0000981;GO:0030154;GO:0048440;GO:0003677;GO:0006355	Developmental protein SEPALLATA 2 (Agamous-like MADS-box protein AGL4);K-box region and MADS-box transcription factor family protein
CP10_g42229_DN3_SP6_c.t1	582	AT3G02320.1	AT3G02320.1	orthologue	GO:0006400;GO:0160102;GO:0005634;GO:0002940;GO:0160104;GO:0000049;GO:0032259;GO:0003723;GO:0008033;GO:0016423;GO:0004809	tRNA (guanine(26)-N(2))-dimethyltransferase 2 (EC 2.1.1.216) (tRNA 2,2-dimethylguanosine-26 methyltransferase 2) (tRNA(guanine-26,N(2)-N(2)) methyltransferase 2) (tRNA(m(2,2)G26)dimethyltransferase 2)
CP10_g42231_DN3_SP0_c.t1	402	AT3G02340.1	AT3G02340.1	orthologue	GO:0005634;GO:0061630;GO:0006511;GO:0008270;GO:0005737;GO:0016567	RING-type E3 ubiquitin transferase (EC 2.3.2.27)
CP10_g42232_DN3_SP8_c.t1	561	AT3G02350.1	AT3G02350.1	orthologue	GO:0047262;GO:0005768;GO:0045489;GO:0000138;GO:0005794;GO:0005802;GO:0016757;GO:0000139	Probable galacturonosyltransferase 9 (EC 2.4.1.-)
CP10_g42233_DN3_SP0_c.t1	488	AT3G02360.1	AT3G02360.1	orthologue	GO:0009570;GO:0080173;GO:0005737;GO:0005829;GO:0046177;GO:0005515;GO:0005777;GO:0006098;GO:0050661;GO:0004616;GO:0009051;GO:0099503;GO:0019521	6-phosphogluconate dehydrogenase, decarboxylating 2 (EC 1.1.1.44)
CP10_g42234_DN3_SP0_c.t1	357	AT3G02380.1	AT3G02380.1	orthologue	GO:0009909;GO:2000028;GO:0005634;GO:0009658;GO:0003700;GO:0008270;GO:0005515;GO:0003677	Zinc finger protein CONSTANS-LIKE 2
CP10_g42235_DN3_SP0_c.t1	416	AT3G02400.1, AT4G14490.1	AT3G02400.1	other	GO:0005634;GO:0003729;GO:0032133;GO:0005737;GO:0016559;GO:0043565;GO:0005515	F16B3.3 protein (SMAD/FHA domain-containing protein);FHA domain-containing protein At4g14490;SMAD/FHA domain-containing protein
CP10_g42236_DN3_SP4_c.t1	431	AT3G02410.1	AT3G02410.1	orthologue	GO:0010296;GO:0000139;GO:0005789;GO:0009737;GO:0005576;GO:0016787	Probable isoprenylcysteine alpha-carbonyl methylesterase ICMEL2 (EC 3.1.1.n2) (Isoprenylcysteine methylesterase-like protein 2);protein-S-isoprenylcysteine alpha-carbonyl methylesterase (EC 3.1.1.n2)
CP10_g42237_DN3_SP8_c.t1	345	AT3G02420.1	AT3G02420.1	other	GO:0009506;GO:0005739;GO:0005829;GO:0005783;GO:0003674;GO:0000976;GO:0003899;GO:0006355;GO:0009507;GO:0016020;GO:0016987;GO:1903865;GO:0061024;GO:0071786	AT3g02420/F16B3_5 (Dihydroflavonol 4-reductase/flavanone protein) (F16B3.5 protein);Dihydroflavonol 4-reductase/flavanone protein
CP10_g42238_DN3_SP0_c.t1	221	AT3G02430.1	AT3G02430.1	orthologue	GO:0003674;GO:0010256;GO:0005783;GO:0005789	Protein DMP5 (AtDMP5)
CP10_g42240_DN3_SP8_c.t1	621	AT3G02450.1	AT3G02450.1	orthologue	GO:0004222;GO:0009535;GO:0005829;GO:0004176;GO:0016887;GO:0009941;GO:0006508;GO:0008270;GO:0005739;GO:0005524;GO:0031969	Probable inactive ATP-dependent zinc metalloprotease FTSHI 3, chloroplastic (AtFTSHI3) (Protein FTSH INACTIVE PROTEASE 3)
CP10_g42241_DN3_SP8_c.t1	431	AT3G02460.1	AT3G02460.1	orthologue	GO:0005739;GO:0005096;GO:0005634;GO:0005737;GO:0016020;GO:0031267;GO:0043087	At3g02460 (Putative plant adhesion molecule) (Ypt/Rab-GAP domain of gyp1p superfamily protein);Ypt/Rab-GAP domain of gyp1p superfamily protein
CP10_g42242_DN3_SP0_c.t1	366	AT3G02470.1	AT3G02470.1	orthologue	GO:0008295;GO:0005829;GO:0006596;GO:0006597;GO:0099402;GO:0004014;GO:0005515;GO:0019079	S-adenosylmethionine decarboxylase proenzyme 1 (AdoMetDC1) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase 1 alpha chain; S-adenosylmethionine decarboxylase 1 beta chain]
CP10_g42243_DN3_SP2_c.t1	69	AT3G02480.1	AT3G02480.1	orthologue	GO:1900056;GO:0009414;GO:0005829;GO:0003674	AT3g02480/F16B3_11 (F16B3.11 protein) (Late embryogenesis abundant protein (LEA) family protein)
CP10_g42245_DN3_SP8_c.t1	393	AT3G02510.1	AT3G02510.1	other	GO:0005829;GO:0003674;GO:0005737;GO:0005794	Regulator of chromosome condensation (RCC1) family protein
CP10_g42246_DN3_SP8_c.t1	261	AT3G02520.1	AT3G02520.1	orthologue	GO:0005886;GO:0005635;GO:0005829;GO:0009570;GO:0005737;GO:0045309;GO:0005515;GO:0008104;GO:0007165;GO:0009506;GO:0005794;GO:0005634	14-3-3-like protein GF14 nu (General regulatory factor 7)
CP10_g42247_DN3_SP8_c.t1	535	AT3G02530.1	AT3G02530.1	orthologue	GO:0051082;GO:0005832;GO:0006457;GO:0005737;GO:0005829;GO:0010043;GO:0140662;GO:0016887;GO:0005524	T-complex protein 1 subunit zeta 1 (TCP-1-zeta 1) (CCT-zeta 1) (Chaperonin CCT6A)
CP10_g42248_DN3_SP8_c.t1	414	AT3G02540.1	AT3G02540.1	orthologue	GO:0005829;GO:0005654;GO:0043130;GO:0031593;GO:0043161;GO:0005634;GO:0009650;GO:0006289;GO:0005515;GO:0005737;GO:0070628;GO:0009411;GO:0003684	Rad23 UV excision repair protein family;Ubiquitin receptor RAD23 (DNA repair protein RAD23);Ubiquitin receptor RAD23c (AtRAD23c) (Putative DNA repair protein RAD23-3) (RAD23-like protein 3) (AtRAD23-3)
CP10_g42249_DN3_SP4_c.t1	268	AT3G02550.1	AT3G02550.1	orthologue	GO:0010468;GO:0071456;GO:0006355;GO:0005634;GO:0001217	LOB domain-containing protein 41 (ASYMMETRIC LEAVES 2-like protein 38) (AS2-like protein 38)
CP10_g42250_DN3_SP1_c.t1	189	AT3G02555.1	AT3G02555.1	orthologue	GO:0071456;GO:0005634;GO:0003674	At3g02555
CP10_g42251_DN3_SP7_c.t1	191	AT3G02560.1	AT3G02560.1	orthologue	GO:0009507;GO:0006364;GO:0022626;GO:0042274;GO:0022627;GO:0032040;GO:0005829;GO:0006412;GO:0003729;GO:0003735;GO:0005840;GO:0030686	Small ribosomal subunit protein eS7y (40S ribosomal protein S7-2)
CP10_g42252_DN3_SP7_c.t1	432	AT3G02570.1	AT3G02570.1	orthologue	GO:0032025;GO:0009298;GO:0010043;GO:0009793;GO:0046686;GO:0008270;GO:0009416;GO:0005737;GO:0004476;GO:0005829;GO:0033591;GO:0005975	Mannose-6-phosphate isomerase 1 (EC 5.3.1.8) (Phosphohexomutase 1) (Phosphomannose isomerase 1) (PMI1) (Protein MATERNAL EFFECT EMBRYO ARREST 31)
CP10_g42253_DN3_SP7_c.t1	281	AT3G02580.1	AT3G02580.1	orthologue	GO:0016126;GO:0016132;GO:0000248;GO:0005575;GO:0050046;GO:0005506;GO:0005789;GO:0008610;GO:0016491	Delta(7)-sterol-C5(6)-desaturase 1 (EC 1.14.19.20) (Delta(7)-sterol-C5-desaturase 1) (Delta-7-C-5 sterol desaturase 1) (Protein DWARF 7) (Protein STEROL 1)
CP10_g42254_DN3_SP8_c.t1	552	AT3G02600.1	AT3G02600.1	orthologue	GO:0046839;GO:0005737;GO:0008195;GO:0006644;GO:0005886;GO:0016020;GO:0031969;GO:0005506;GO:0008610;GO:0016491	Lipid phosphate phosphatase 3;Putative lipid phosphate phosphatase 3, chloroplastic (AtLPP3) (EC 3.1.3.-) (Phosphatidate phosphohydrolase 3) (Phosphatidic acid phosphatase 3)
CP10_g42255_DN3_SP6_c.t1	410	AT3G02620.2, AT3G02610.2	AT3G02610.2	orthologue	GO:0009507;GO:0006631;GO:0045300;GO:0009960;GO:0006636;GO:2000014;GO:0055089;GO:0006633;GO:0046872;GO:0009570;GO:0016491	Stearoyl-[acyl-carrier-protein] 9-desaturase 2, chloroplastic (Stearoyl-ACP desaturase 2) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase 2);Stearoyl-[acyl-carrier-protein] 9-desaturase 4, chloroplastic (Stearoyl-ACP desaturase 4) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase 4);stearoyl-[acyl-carrier-protein] 9-desaturase (EC 1.14.19.2)
CP10_g42256_DN3_SP8_c.t1	396	AT3G02630.1	AT3G02630.1	orthologue	GO:0006631;GO:0045300;GO:0009507;GO:0009570;GO:0006633;GO:0046872;GO:0016491	Stearoyl-[acyl-carrier-protein] 9-desaturase 5, chloroplastic (Stearoyl-ACP desaturase 5) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase 5)
CP10_g42257_DN3_SP0_c.t1	176	AT3G02640.1	AT3G02640.1	orthologue	GO:0008150;GO:0003674;GO:0005739;GO:0016020	F16B3.27 protein (Transmembrane protein)
CP10_g42258_DN2_SP0_c.t1	535	AT3G02645.1	AT3G02645.1	orthologue	GO:0003674;GO:0005575;GO:0008150;GO:0016020	Putative UPF0481 protein At3g02645
CP10_g42260_DN2_SP0_c.t1	512	AT3G02660.1	AT3G02660.1	orthologue	GO:0004831;GO:0006437;GO:0009507;GO:0009793;GO:0005829;GO:0005739;GO:0009570;GO:0043039;GO:0003723;GO:0005524;GO:0000166;GO:0004812;GO:0006418	Tyrosine--tRNA ligase, chloroplastic/mitochondrial (EC 6.1.1.1) (Protein EMBRYO DEFECTIVE 2768) (Protein EMBRYONIC FACTOR 31) (Tyrosyl-tRNA synthetase) (TyrRS)
CP10_g42261_DN3_SP8_c.t1	1030	AT3G02680.1	AT3G02680.1	orthologue	GO:0007095;GO:0006974;GO:0007131;GO:0000724;GO:0032508;GO:0071479;GO:0007129;GO:0005515;GO:0030870;GO:0003684;GO:0005634;GO:0006312;GO:0005694;GO:0009507;GO:0016020	Nibrin homolog (Nijmegen breakage syndrome 1 protein) (AtNbs1)
