Orthogroup	Conringia_planisiliqua	Camelina_sativa
OG0000070	CP17_g5790_DN3_SP0_c.t1	XP_010458359.1, XP_010475885.1, XP_010490823.1, XP_010425101.1, XP_010502325.1, XP_010514084.1, XP_010425103.1, XP_010506934.1, XP_010502326.1, XP_010514085.1
OG0000070	CP7_g45746_DN3_SP0_c.t1	XP_010459699.1, XP_010477249.1, XP_010448526.1, XP_010438976.1, XP_010433736.1
OG0000072	CP6_g8612_DN2_SP0_c.t1, CP3_g16600_DN2_SP0_c.t1, CP35_g52086_DN1_SP0_c.t1, CP14_g22893_DN2_SP0_c.t1	XP_019086564.1
OG0000073	CP15_g34957_DN1_SP0_c.t1	XP_010513296.1
OG0000073	CP6_g9731_DN1_SP0_c.t1	XP_019095488.1, XP_010424522.1
OG0000073	CP18_g12305_DN2_SP0_c.t1	XP_019087245.1
OG0000074	CP12_g31536_DN1_SP0_c.t1	XP_010413036.1
OG0000076	CP5_g77_DN1_SP0_c.t1	XP_019086777.1, XP_019088762.1, XP_010446406.1
OG0000076	CP4_g25364_DN3_SP0_c.t1	XP_010413809.1, XP_019093848.1
OG0000076	CP8_g53270_DN3_SP0_c.t1, CP20_g3903_DN2_SP0_c.t1	XP_010497340.1
OG0000077	CP13_g20085_DN3_SP0_c.t1	XP_010445847.1, XP_010494541.1, XP_010431250.1
OG0000077	CP13_g20036_DN3_SP0_c.t1, CP13_g20034_DN3_SP0_c.t1	XP_010481626.1
OG0000077	CP2_g49683_DN2_SP0_c.t1	XP_019101057.1
OG0000077	CP13_g19516_DN3_SP0_c.t1	XP_010514095.1, XP_019099908.1
OG0000077	CP13_g20039_DN3_SP0_c.t1	XP_010494467.1
OG0000078	CP10_g42381_DN3_SP0_c.t1	XP_010485744.1, XP_010463847.1, XP_010514943.1
OG0000078	CP10_g42379_DN1_SP0_c.t1	XP_019092533.1, XP_010485741.1
OG0000078	CP10_g42380_DN2_SP0_c.t1	XP_010514843.1, XP_010485743.1, XP_010463846.1
OG0000078	CP11_g32173_DN2_SP0_c.t1, CP11_g32163_DN2_SP0_c.t1	XP_019083866.1, XP_019097998.1
OG0000081	CP1_g40914_DN2_SP0_c.t1	XP_019082651.1, XP_019085368.1, XP_019086362.1, XP_010424661.1, XP_019091072.1, XP_019084275.1, XP_019096344.1, XP_019096335.1, XP_019082519.1, XP_019098295.1, XP_019099672.1, XP_019082727.1
OG0000082	CP5_g1772_DN1_SP0_c.t1, CP8_g52192_DN2_SP0_c.t1, CP16_g55573_DN1_SP0_c.t1	XP_010510051.1
OG0000082	CP20_g3822_DN2_SP0_c.t1	XP_010441532.1
OG0000082	CP23_g21381_DN3_SP0_c.t1	XP_019089426.1
OG0000082	CP1_g38899_DN2_SP0_c.t1, CP3_g15632_DN1_SP0_c.t1, CP1_g41005_DN2_SP0_c.t1	XP_010446172.1, XP_010412616.1, XP_019096815.1, XP_010424226.1, XP_010473846.1, XP_010425644.1, XP_010468244.1, XP_010451150.1, XP_010478154.1, XP_010485018.1
OG0000082	CP2_g49995_DN3_SP0_c.t1, CP23_g21380_DN2_SP0_c.t1	XP_010418794.1, XP_010447993.1, XP_010412581.1, XP_010451347.1, XP_010490164.1, XP_010497085.1, XP_010468697.1
OG0000082	CP18_g12600_DN2_SP0_c.t1	XP_019089186.1, XP_019096076.1, XP_019085390.1, XP_010499068.1
OG0000082	CP14_g22602_DN1_SP0_c.t1	XP_019090632.1
OG0000083	CP1_g38603_DN3_SP0_c.t1	XP_010445965.1
OG0000083	CP66_g6455_DN1_SP0_c.t1, CP6_g7798_DN2_SP0_c.t1	XP_010436687.1, XP_010462955.1, XP_010507316.1
OG0000083	CP14_g23213_DN2_SP0_c.t1	XP_019091415.1
OG0000083	CP14_g23271_DN2_SP0_c.t1	XP_019090948.1, XP_019091020.1, XP_019099687.1, XP_019084188.1, XP_019095657.1
OG0000083	CP21_g10971_DN3_SP0_c.t1	XP_010484936.1
OG0000084	CP13_g20759_DN2_SP0_c.t1	XP_010436593.1, XP_010419979.1
OG0000084	CP12_g31116_DN2_SP0_c.t1	XP_010424513.1, XP_010431011.1
OG0000084	CP1_g41234_DN3_SP0_c.t1	XP_010501330.1
OG0000084	CP4_g26226_DN3_SP0_c.t1, CP6_g9671_DN1_SP0_c.t1	XP_010443976.1
OG0000084	CP17_g5202_DN3_SP0_c.t1	XP_010412615.1, XP_010489872.1, XP_010424268.1, XP_010461805.1, XP_010501665.1, XP_010511282.1, XP_010477949.1, XP_010428921.1, XP_010474124.2, XP_010468693.1
OG0000084	CP4_g26209_DN2_SP0_c.t1	XP_010469139.1, XP_010418904.1
OG0000084	CP6_g8210_DN1_SP0_c.t1	XP_010507398.1, XP_010456637.1
OG0000084	CP1_g40571_DN3_SP0_c.t1	XP_010430741.1, XP_010430742.1, XP_010468623.1, XP_010478178.1, XP_010424531.1, XP_019099659.1, XP_010474224.1, XP_010496264.1, XP_010445266.1, XP_010430755.1, XP_010462679.1, XP_010456650.1, XP_010474105.1, XP_019084351.1, XP_019084350.1, XP_010513311.1
OG0000084	CP3_g16299_DN1_SP0_c.t1	XP_019092286.1
OG0000084	CP22_g17718_DN3_SP0_c.t1, CP15_g34661_DN2_SP0_c.t1	XP_010424213.1
OG0000084	CP18_g12306_DN1_SP0_c.t1	XP_010419032.1, XP_019100935.1
OG0000084	CP18_g12133_DN2_SP0_c.t1, CP3_g15353_DN1_SP0_c.t1	XP_010474293.1, XP_010495976.1
OG0000084	CP94_g6387_DN3_SP0_c.t1	XP_010431060.1
OG0000086	CP9_g28199_DN3_SP0_c.t1	XP_019093672.1, XP_019095324.1
OG0000089	CP2_g48308_DN3_SP8_c.t1	XP_010421190.1, XP_010454670.1
OG0000089	CP2_g48035_DN3_SP7_c.t1	NP_001289924.1, XP_010444122.1, XP_010515012.1
OG0000089	CP3_g14713_DN3_SP4_c.t1	XP_010503303.1
OG0000089	CP4_g25793_DN3_SP8_c.t1	XP_010469941.1, XP_010414372.1, XP_010510475.1
OG0000089	CP11_g32707_DN3_SP8_c.t1	XP_010419814.1, XP_010491982.1, XP_010453291.1
OG0000089	CP13_g20168_DN3_SP8_c.t1	XP_010494444.1
OG0000089	CP6_g6768_DN3_SP8_c.t1	XP_010434259.1, XP_010439552.1, XP_010449142.1
OG0000089	CP4_g25265_DN3_SP6_c.t1	XP_010516638.1, XP_010504960.1, XP_010509706.1
OG0000089	CP9_g29223_DN3_SP8_c.t1	XP_010416482.1, XP_010471708.1
OG0000090	CP1_g39499_DN1_SP0_c.t1, CP13_g20454_DN2_SP0_c.t1, CP3_g15710_DN2_SP0_c.t1, CP24_g47038_DN2_SP0_c.t1, CP12_g31527_DN3_SP0_c.t1	XP_019085398.1, XP_010480749.1
OG0000090	CP9_g27951_DN2_SP0_c.t1, CP3_g16738_DN1_SP0_c.t1, CP26_g51159_DN1_SP0_c.t1, CP3_g14976_DN2_SP0_c.t1, CP3_g15613_DN2_SP0_c.t1, CP2_g50412_DN2_SP0_c.t1, CP15_g34622_DN2_SP0_c.t1, CP15_g34582_DN1_SP0_c.t1, CP15_g34635_DN1_SP0_c.t1, CP15_g34653_DN3_SP0_c.t1, CP15_g34595_DN2_SP0_c.t1	XP_010461690.1
OG0000090	CP12_g31417_DN2_SP0_c.t1	XP_010513380.1
OG0000090	CP50_g6562_DN1_SP0_c.t1, CP1_g39886_DN2_SP0_c.t1	XP_010451695.1, XP_010468565.1
OG0000091	CP8_g52786_DN3_SP0_c.t1	XP_010503358.1
OG0000096	CP12_g30984_DN3_SP0_c.t1, CP12_g30986_DN3_SP0_c.t1, CP12_g30930_DN3_SP0_c.t1	XP_019092478.1
OG0000096	CP6_g7572_DN1_SP0_c.t1	XP_010422163.1, XP_010496193.1, XP_010468105.1, XP_010489913.1
OG0000098	CP2_g48438_DN1_SP0_c.t1	XP_010454853.1, XP_010499626.1, XP_010499628.1
OG0000100	CP2_g48891_DN3_SP0_c.t1	XP_010496571.1, XP_010430481.1, XP_019085241.1, XP_010435135.1, XP_010440468.1, XP_019083692.1, XP_010473654.1, XP_010414947.1
OG0000101	CP22_g17341_DN3_SP0_c.t1	XP_019096513.1, XP_010435359.1, XP_019083654.1, XP_019099713.1, XP_019084377.1, XP_010426130.1, XP_010513534.1, XP_019095473.1, XP_019084297.1, XP_019096310.1, XP_019100867.1, XP_010468539.2, XP_019091545.1, XP_019092371.1, XP_010473942.1, XP_019084640.1, XP_010513568.1, XP_010484883.1, XP_019092299.1, XP_019096514.1, XP_019087592.1, XP_010496858.1, XP_010425229.1, XP_010430917.1, XP_010430907.1, XP_019085581.1, XP_010430867.1, XP_010424201.1, XP_019099915.1
OG0000102	CP5_g1424_DN3_SP0_c.t1	XP_010431264.1, XP_010422439.1
OG0000105	CP12_g31635_DN1_SP0_c.t1	XP_019089588.1
OG0000105	CP20_g4043_DN3_SP0_c.t1	XP_019090875.1
OG0000107	CP7_g44362_DN3_SP0_c.t1, CP7_g44349_DN3_SP0_c.t1	XP_019093535.1, XP_010417843.1, XP_010473089.1
OG0000111	CP5_g1915_DN1_SP0_c.t1, CP5_g1912_DN2_SP0_c.t1, CP5_g1908_DN2_SP0_c.t1, CP5_g1919_DN2_SP0_c.t1, CP5_g1886_DN2_SP0_c.t1, CP5_g1935_DN3_SP0_c.t1, CP94_g6400_DN3_SP0_c.t1, CP5_g1897_DN2_SP0_c.t1, CP5_g1895_DN2_SP0_c.t1, CP5_g1905_DN3_SP0_c.t1	XP_010457012.1, XP_010457013.1, XP_010430962.1, XP_019090835.1, XP_010466686.1, XP_010427599.1, XP_010466850.1, XP_010466656.1, XP_010424049.1, XP_010424683.1, XP_010424693.1, XP_010468732.2, XP_010467655.2, XP_010467652.1, XP_010490438.1
OG0000114	CP3_g15173_DN3_SP0_c.t1	XP_019087455.1
OG0000115	CP18_g12126_DN1_SP0_c.t1	XP_010495440.1, XP_010436548.1
OG0000115	CP15_g35157_DN2_SP0_c.t1	XP_010445224.1, XP_010515034.1, XP_010463443.1, XP_010480858.2, XP_010497103.1
OG0000115	CP29_g22135_DN2_SP0_c.t1	XP_010480709.1, XP_010484948.1, XP_010412575.1, XP_010430939.2, XP_010445162.1, XP_019087621.1, XP_010463085.1, XP_019090160.1, XP_010474091.1, XP_010472680.1, XP_010468738.1, XP_010424379.1, XP_019094588.1, XP_010495553.1, XP_010451648.1, XP_010430885.1
OG0000115	CP4_g26088_DN2_SP0_c.t1	XP_010444912.1, XP_010451375.1
OG0000115	CP25_g55878_DN2_SP0_c.t1	XP_010501787.1, XP_010474592.2
OG0000116	CP59_g6663_DN3_SP0_c.t1, CP44_g20908_DN3_SP0_c.t1, CP18_g12569_DN3_SP0_c.t1	XP_010503464.1, XP_010494460.1
OG0000116	CP14_g23531_DN3_SP0_c.t1, CP27_g41691_DN3_SP0_c.t1	XP_010511835.1
OG0000116	CP25_g55998_DN3_SP0_c.t1	XP_019091966.1, XP_010435093.1
OG0000116	CP20_g3900_DN1_SP0_c.t1, CP2_g49406_DN2_SP0_c.t1	XP_010461346.1
OG0000117	CP7_g45428_DN3_SP0_c.t1	XP_019099162.1
OG0000117	CP7_g45432_DN3_SP0_c.t1	XP_019091039.1, XP_019094215.1
OG0000117	CP7_g45431_DN3_SP0_c.t1	XP_010460137.1, XP_010477644.1, XP_019099163.1
OG0000117	CP7_g45420_DN3_SP0_c.t1	XP_019095155.1, XP_010477661.1
OG0000117	CP7_g45419_DN3_SP0_c.t1	XP_010477663.1
OG0000117	CP7_g45418_DN3_SP0_c.t1	XP_019097190.1, XP_010498869.1, XP_010477651.1, XP_019099166.1
OG0000118	CP7_g45449_DN2_SP0_c.t1	XP_019092282.1, XP_010421925.1, XP_010490080.2
OG0000120	CP24_g46957_DN2_SP0_c.t1, CP13_g20756_DN1_SP0_c.t1, CP2_g50772_DN3_SP0_c.t1, CP7_g44205_DN2_SP0_c.t1, CP6_g8637_DN2_SP0_c.t1, CP3_g15844_DN1_SP0_c.t1, CP22_g17665_DN2_SP0_c.t1, CP6_g8636_DN1_SP0_c.t1	XP_010430914.1, XP_010430913.1, XP_010430915.1, XP_010445836.1, XP_010484949.1, XP_010474075.2, XP_010495597.1, XP_010418921.2, XP_010456817.1, XP_010456635.1
OG0000120	CP6_g8634_DN3_SP0_c.t1, CP3_g14120_DN3_SP0_c.t1, CP18_g12087_DN3_SP0_c.t1, CP95_g12689_DN3_SP0_c.t1, CP9_g27971_DN3_SP0_c.t1, CP13_g20555_DN3_SP0_c.t1, CP20_g4294_DN3_SP0_c.t1	XP_010507403.1, XP_010484881.1
OG0000121	CP8_g52256_DN3_SP0_c.t1	XP_010424323.1
OG0000121	CP12_g31136_DN1_SP0_c.t1, CP17_g5913_DN2_SP0_c.t1, CP17_g5918_DN2_SP0_c.t1	XP_010490183.1
OG0000122	CP8_g53628_DN3_SP0_c.t1	XP_010451113.1
OG0000122	CP8_g53619_DN3_SP0_c.t1	XP_010480833.1
OG0000122	CP8_g53621_DN3_SP0_c.t1, CP8_g53620_DN3_SP0_c.t1	XP_010501782.1
OG0000122	CP8_g53627_DN3_SP0_c.t1	XP_010485175.2
OG0000124	CP92_g51792_DN1_SP0_c.t1	XP_019101568.1
OG0000124	CP6_g8263_DN1_SP0_c.t1, CP14_g23406_DN1_SP0_c.t1	XP_019095454.1
OG0000124	CP14_g23405_DN1_SP0_c.t1	XP_010493377.1, XP_010496376.1, XP_010492308.1, XP_019094054.1, XP_010489205.1, XP_010500816.1, XP_019097614.1, XP_019092896.1
OG0000124	CP5_g3062_DN1_SP0_c.t1	XP_010448377.1, XP_010509963.1, XP_019094713.1, XP_010510251.1, XP_010494085.1, XP_010479035.1, XP_010459623.1, XP_010425610.1, XP_019083232.1, XP_010419006.1
OG0000125	CP4_g25846_DN3_SP0_c.t1	XP_019101460.1, XP_010470014.1, XP_019082807.1
OG0000126	CP4_g26270_DN2_SP0_c.t1	XP_010417864.1, XP_010510807.1
OG0000127	CP8_g54114_DN3_SP0_c.t1	XP_010421087.1, XP_010454568.1, XP_010493386.1
OG0000127	CP4_g24986_DN3_SP0_c.t1, CP3_g13990_DN2_SP0_c.t1	XP_010504134.1, XP_010515863.1, XP_010427020.1
OG0000127	CP11_g33621_DN2_SP0_c.t1, CP10_g42910_DN3_SP0_c.t1	XP_010464595.1, XP_010473505.1, XP_010486520.1
OG0000127	CP8_g54018_DN3_SP0_c.t1	XP_010483639.1
OG0000127	CP3_g14833_DN3_SP0_c.t1	XP_010503218.1, XP_010426029.1, XP_010514927.1
OG0000128	CP3_g13458_DN3_SP0_c.t1	XP_010512155.1, XP_010469325.1
OG0000129	CP10_g42426_DN3_SP0_c.t1	XP_019098467.1
OG0000129	CP9_g27597_DN3_SP0_c.t1, CP10_g43808_DN3_SP0_c.t1	XP_019088340.1, XP_010463280.1
OG0000129	CP2_g48114_DN3_SP0_c.t1	XP_010500848.1, XP_019091952.1, XP_019095938.1, XP_019093450.1, XP_019087008.1, XP_010483885.1, XP_019086961.1, XP_010457940.1, XP_010457951.1, XP_019096086.1, XP_019083613.1, XP_010513305.1, XP_010510750.1, XP_019093846.1
OG0000130	CP6_g7368_DN1_SP0_c.t1, CP6_g9750_DN1_SP0_c.t1, CP1_g38598_DN2_SP0_c.t1	XP_019099640.1, XP_010424169.1, XP_010445343.2, XP_010456748.1, XP_010422447.2, XP_019089262.1
OG0000130	CP24_g47153_DN1_SP0_c.t1	XP_019093309.1, XP_010431104.1, XP_019087569.1, XP_010463382.1
OG0000130	CP13_g20268_DN3_SP0_c.t1, CP2_g50524_DN2_SP0_c.t1	XP_010419307.1, XP_010501862.1, XP_010462877.1
OG0000130	CP6_g8745_DN2_SP0_c.t1, CP14_g22626_DN2_SP0_c.t1, CP3_g16605_DN2_SP0_c.t1, CP4_g26048_DN1_SP0_c.t1, CP6_g8614_DN2_SP0_c.t1, CP5_g1942_DN3_SP0_c.t1, CP17_g4921_DN2_SP0_c.t1, CP5_g1870_DN2_SP0_c.t1, CP1_g39061_DN1_SP0_c.t1, CP13_g20361_DN1_SP0_c.t1, CP127_g12823_DN1_SP0_c.t1	XP_010430818.1, XP_010418521.1
OG0000130	CP2_g49700_DN3_SP0_c.t1	XP_019087334.1, XP_019086307.1, XP_019092288.1
OG0000134	CP12_g31654_DN3_SP0_c.t1	XP_019094814.1, XP_010509565.1
OG0000136	CP18_g12237_DN1_SP0_c.t1, CP20_g4089_DN2_SP0_c.t1, CP5_g3095_DN2_SP0_c.t1	XP_010463070.1, XP_010424514.1, XP_010481219.1, XP_010456454.1, XP_019089179.1
OG0000136	CP6_g9733_DN1_SP0_c.t1, CP20_g3889_DN1_SP0_c.t1	XP_010456839.1
OG0000136	CP3_g16058_DN2_SP0_c.t1	XP_019093238.1, XP_010445900.1, XP_010501525.1
OG0000136	CP2_g50566_DN1_SP0_c.t1	XP_010506876.1, XP_019085363.1, XP_010424048.1
OG0000136	CP10_g44056_DN3_SP0_c.t1	XP_019093270.1
OG0000136	CP5_g1511_DN1_SP0_c.t1, CP29_g21977_DN2_SP0_c.t1	XP_010456449.1, XP_010462627.1
OG0000136	CP15_g36148_DN1_SP0_c.t1	XP_010507041.1
OG0000140	CP2_g49134_DN3_SP0_c.t1, CP14_g23074_DN2_SP0_c.t1	XP_010501556.1
OG0000140	CP5_g2106_DN1_SP0_c.t1	XP_010436519.1, XP_019086253.1
OG0000140	CP13_g20745_DN1_SP0_c.t1	XP_010493746.1, XP_010493744.1
OG0000140	CP12_g31264_DN1_SP0_c.t1, CP12_g31008_DN1_SP0_c.t1	XP_010415262.1
OG0000141	CP1_g37531_DN2_SP0_c.t1	XP_010458659.1, XP_019094334.1
OG0000141	CP1_g37530_DN3_SP0_c.t1	XP_010462666.1, XP_010476194.1
OG0000143	CP33_g3610_DN1_SP0_c.t1	XP_010463083.1
OG0000143	CP3_g15651_DN3_SP0_c.t1	XP_019086733.1
OG0000148	CP1_g38394_DN3_SP0_c.t1	XP_010479176.1, XP_019091126.1, XP_010463252.1, XP_019098989.1, XP_010486624.1, XP_010464693.1, XP_010463253.1
OG0000148	CP8_g53130_DN2_SP0_c.t1	XP_019082655.1, XP_010431469.1
OG0000148	CP1_g38017_DN2_SP0_c.t1	XP_010501884.1, XP_010479216.1, XP_010501948.1, XP_010481101.1
OG0000148	CP16_g55147_DN3_SP0_c.t1, CP7_g44768_DN1_SP0_c.t1	XP_010431050.2, XP_010412597.1
OG0000148	CP7_g45047_DN1_SP0_c.t1	XP_010495264.1, XP_010495265.1, XP_010495267.1, XP_010495269.1, XP_019090062.1, XP_019083858.1, XP_010495266.1
OG0000150	CP15_g34449_DN2_SP0_c.t1	XP_019098355.1, XP_019097474.1
OG0000154	CP1_g38036_DN1_SP0_c.t1, CP1_g38035_DN2_SP0_c.t1	XP_010500655.1
OG0000154	CP6_g7266_DN3_SP0_c.t1	XP_010440216.1, XP_010449863.1
OG0000154	CP1_g38028_DN2_SP0_c.t1	XP_010479429.1
OG0000155	CP10_g43760_DN1_SP0_c.t1	XP_010462647.1
OG0000155	CP6_g9735_DN1_SP0_c.t1	XP_010421838.2
OG0000157	CP7_g44859_DN3_SP0_c.t1	XP_010501659.1
OG0000157	CP3_g13734_DN3_SP0_c.t1	XP_010432850.2, XP_010462816.1, XP_010480573.1, XP_010480574.1, XP_010501540.1, XP_010480512.1, XP_010480603.1
OG0000158	CP4_g24795_DN1_SP0_c.t1	XP_010456538.2, XP_019084187.1, XP_010424095.1, XP_010424138.1, XP_010495250.1, XP_010495192.1, XP_010424083.1, XP_010495137.1, XP_010495139.1, XP_010456480.1, XP_010424050.1
OG0000159	CP23_g21574_DN1_SP0_c.t1, CP96_g34206_DN3_SP0_c.t1, CP39_g21139_DN3_SP0_c.t1	XP_019087459.1
OG0000159	CP18_g11530_DN3_SP0_c.t1, CP10_g43905_DN3_SP0_c.t1, CP30_g10024_DN3_SP0_c.t1, CP1_g38892_DN3_SP0_c.t1	XP_010478935.1
OG0000159	CP8_g52981_DN3_SP0_c.t1	XP_010461147.1
OG0000159	CP23_g21575_DN3_SP0_c.t1, CP1_g40805_DN3_SP0_c.t1, CP36_g50997_DN3_SP0_c.t1, CP31_g46845_DN3_SP0_c.t1, CP17_g4998_DN3_SP0_c.t1, CP18_g11529_DN3_SP0_c.t1	XP_010511614.1, XP_010470593.1
OG0000159	CP21_g10968_DN3_SP0_c.t1, CP6_g8815_DN3_SP0_c.t1, CP10_g44074_DN3_SP0_c.t1	XP_010451618.1
OG0000160	CP10_g43624_DN3_SP8_c.t1	XP_010414912.1
OG0000160	CP5_g984_DN3_SP8_c.t1	XP_010451109.1, XP_010438207.1, XP_010433017.1
OG0000160	CP8_g53733_DN3_SP8_c.t1	XP_019095995.1, XP_010443420.1, XP_010452018.1
OG0000160	CP17_g5850_DN3_SP8_c.t1	XP_010488815.1, XP_010496144.1
OG0000160	CP9_g29643_DN3_SP8_c.t1	XP_010417678.1, XP_019093982.1
OG0000160	CP16_g55126_DN3_SP8_c.t1	XP_019094158.1, XP_010429432.1
OG0000161	CP2_g49800_DN1_SP0_c.t1	XP_010431163.1, XP_010480697.1, XP_010468663.1, XP_010468429.1, XP_010451623.1, XP_019083754.1, XP_019094390.1, XP_019097379.1, XP_010424555.1, XP_019100882.1, XP_019095604.1, XP_019087507.1, XP_019085658.1, XP_010441968.1, XP_010468675.1, XP_019089489.1, XP_010461558.1, XP_019094900.1, XP_019087661.1, XP_019093571.1, XP_010446428.1, XP_010448186.1, XP_019097312.1, XP_010487716.1, XP_010444892.1, XP_019091417.1, XP_019100078.1, XP_019097549.1, XP_010495558.1, XP_010478175.1
OG0000162	CP4_g25433_DN2_SP0_c.t1	XP_010413904.1, XP_010469510.1, XP_010509919.2, XP_010418655.1, XP_010513083.1
OG0000162	CP4_g25434_DN2_SP0_c.t1	XP_010473861.1, XP_010418659.1, XP_010513090.1
OG0000163	CP14_g22654_DN2_SP0_c.t1	XP_010431304.1, XP_010418610.1, XP_019094462.1, XP_019090236.1, XP_010430896.1, XP_010490049.1, XP_019090157.1, XP_019093237.1, XP_010474117.1, XP_010430984.1, XP_010475339.1, XP_010462812.1, XP_010489385.1, XP_010462887.1
OG0000164	CP35_g52063_DN2_SP0_c.t1, CP5_g3147_DN2_SP0_c.t1, CP5_g3037_DN1_SP0_c.t1	XP_010480941.1, XP_010513381.1, XP_010518599.2, XP_010468593.1, XP_010468702.1, XP_010471048.1
OG0000164	CP35_g52064_DN1_SP0_c.t1, CP15_g35652_DN2_SP0_c.t1, CP28_g34015_DN2_SP0_c.t1	XP_019100791.1
OG0000166	CP10_g44009_DN3_SP0_c.t1	XP_019082671.1
OG0000166	CP2_g49508_DN2_SP0_c.t1	XP_010513413.2
OG0000166	CP16_g55347_DN1_SP0_c.t1	XP_010472539.1, XP_019098433.1
OG0000167	CP12_g30688_DN2_SP0_c.t1	XP_019096441.1, XP_010468484.1, XP_010422557.1, XP_010490067.1, XP_019092273.1, XP_010468410.1
OG0000170	CP4_g24175_DN3_SP0_c.t1	XP_010508155.1, XP_010508154.1, XP_010506513.1, XP_010518174.1, XP_010508153.1, XP_010506515.1, XP_010508148.2, XP_010518175.2
OG0000171	CP8_g53294_DN3_SP8_c.t1	XP_010442887.1, XP_010482719.1, XP_010445686.1
OG0000171	CP19_g17855_DN3_SP6_c.t1	XP_010441335.1, XP_019091804.1
OG0000171	CP13_g19098_DN3_SP8_c.t1	XP_010473679.1, XP_010430541.1, XP_010418477.1
OG0000171	CP10_g43893_DN3_SP8_c.t1	XP_010496667.1, XP_010516221.1
OG0000171	CP8_g53599_DN3_SP8_c.t1	XP_019087079.1, XP_010450714.1, XP_010483082.1
OG0000171	CP5_g1205_DN3_SP7_c.t1	XP_010448055.1, XP_010433285.1, XP_010438527.1
OG0000172	CP5_g2025_DN2_SP0_c.t1	XP_019098415.1
OG0000173	CP5_g175_DN2_SP0_c.t1	XP_010431532.1, XP_010474363.1, XP_010419221.1
OG0000175	CP9_g28660_DN3_SP6_c.t1, CP7_g45435_DN3_SP8_c.t1	XP_010477643.1, XP_010415728.1, XP_010498859.1, XP_010427826.1, XP_010460136.1, XP_010471043.1
OG0000175	CP11_g32500_DN3_SP8_c.t1	XP_010492280.1, XP_010453596.1, XP_010420114.1
OG0000175	CP4_g24004_DN3_SP6_c.t1, CP3_g13159_DN3_SP8_c.t1	XP_010512616.1
OG0000177	CP9_g29342_DN3_SP0_c.t1	XP_019091024.1, XP_010498576.2, XP_010428765.1, XP_010419233.1
OG0000178	CP11_g31843_DN3_SP0_c.t1	XP_019089409.1, XP_010455743.1, XP_010455740.1, XP_019089416.1, XP_010432626.1, XP_010422277.1
OG0000179	CP8_g52792_DN1_SP0_c.t1, CP2_g49383_DN2_SP0_c.t1	XP_010414643.1
OG0000179	CP2_g49350_DN3_SP0_c.t1, CP8_g52789_DN3_SP0_c.t1	XP_010449521.1, XP_010461937.1
OG0000179	CP2_g49243_DN3_SP0_c.t1	XP_019083128.1
OG0000182	CP2_g49579_DN2_SP0_c.t1	XP_010512440.1, XP_010469122.1, XP_010413494.2, XP_010469125.1
OG0000183	CP5_g1726_DN3_SP8_c.t1	XP_010440887.1, XP_010435687.1, XP_010511465.1, XP_010450539.1, XP_010470516.1, XP_010415183.1
OG0000183	CP4_g24609_DN3_SP8_c.t1	XP_010508758.1
OG0000183	CP4_g26440_DN3_SP8_c.t1	XP_010417845.1, XP_010510825.1
OG0000187	CP7_g44449_DN3_SP0_c.t1	XP_019083052.1, XP_010513242.1, XP_010469936.1, XP_019093566.1, XP_010418772.1, XP_010513226.1, XP_019100826.1, XP_019083155.1, XP_010513250.1, XP_010513235.2, XP_010513234.1, XP_010418785.1, XP_010418745.2, XP_010473938.1, XP_010513233.2, XP_010473973.1, XP_010473963.1, XP_010424886.1, XP_019082561.1, XP_010473980.1, XP_010418787.1, XP_010418773.1, XP_010473974.1, XP_010513243.1, XP_010418775.1, XP_019093577.1, XP_010469934.1, XP_010513228.2, XP_019101427.1, XP_019101086.1, XP_019083060.1, XP_010510482.1, XP_010473962.1, XP_010418770.1, XP_010513232.1
OG0000189	CP10_g43894_DN3_SP5_c.t1	XP_010437541.1, XP_019086115.1, XP_010447010.1
OG0000189	CP9_g29229_DN3_SP8_c.t1	XP_010471725.1, XP_010428632.1
OG0000189	CP7_g45756_DN3_SP8_c.t1	XP_010477239.1, XP_010459691.1, XP_010498441.1
OG0000192	CP1_g37670_DN3_SP0_c.t1, CP2_g49912_DN3_SP0_c.t1	XP_010476383.1, XP_010458821.1, XP_010495506.1
OG0000192	CP1_g37644_DN3_SP0_c.t1	XP_010476340.1
OG0000192	CP2_g49018_DN2_SP0_c.t1	XP_010418264.1, XP_019082754.1
OG0000193	CP3_g15012_DN3_SP0_c.t1, CP3_g15010_DN3_SP0_c.t1, CP3_g15011_DN3_SP0_c.t1	XP_010480992.1, XP_010500264.1
OG0000194	CP1_g39916_DN2_SP0_c.t1	XP_010451522.1
OG0000196	CP19_g17880_DN3_SP0_c.t1	XP_010447883.2
OG0000197	CP6_g6857_DN3_SP0_c.t1	XP_019088299.1, XP_010451361.1
OG0000197	CP6_g6856_DN2_SP0_c.t1	XP_019087473.1, XP_019086616.1, XP_010440884.1, XP_019100703.1
OG0000197	CP1_g38811_DN2_SP0_c.t1, CP1_g38769_DN2_SP0_c.t1, CP1_g38820_DN1_SP0_c.t1	XP_010449335.1, XP_010434389.1
OG0000198	CP1_g37803_DN3_SP1_c.t1	XP_010459014.1, XP_010480484.1, XP_010496682.1
OG0000198	CP1_g37802_DN3_SP1_c.t1	XP_010496673.1, XP_010459012.1, XP_010476570.1
OG0000198	CP19_g18287_DN3_SP0_c.t1	XP_010425329.1, XP_010430761.1, XP_010502572.1, XP_010514273.1, XP_010425353.1
