Orthogroup	Conringia_planisiliqua	Capsella_rubella
OG0000256	CP8_g52810_DN1_SP0_c.t1	XP_006299941.1, XP_023641893.1, XP_023641894.1
OG0000257	CP9_g29228_DN3_SP3_c.t1	XP_006303076.1, XP_006303070.1, XP_006300924.1, XP_006303073.1, XP_006284865.1, XP_023643400.1, XP_006303074.1, XP_006301262.1
OG0000258	CP2_g50464_DN1_SP0_c.t1, CP20_g3868_DN2_SP0_c.t1, CP21_g10963_DN2_SP0_c.t1, CP14_g23831_DN1_SP0_c.t1, CP2_g50465_DN1_SP0_c.t1	XP_023632795.1
OG0000260	CP15_g34929_DN1_SP0_c.t1	XP_023635375.1
OG0000260	CP5_g131_DN3_SP0_c.t1	XP_006283573.1
OG0000260	CP5_g1521_DN3_SP0_c.t1	XP_006285226.1, XP_006279822.1, XP_006282055.1, XP_006287519.1, XP_006280314.1, XP_023633561.1
OG0000260	CP9_g29186_DN3_SP0_c.t1, CP1_g38019_DN3_SP0_c.t1	XP_006306153.1
OG0000265	CP12_g31752_DN3_SP0_c.t1, CP14_g22415_DN3_SP0_c.t1	XP_023634027.1, XP_023644471.1, XP_023638862.1, XP_023643543.1, XP_023636086.1, XP_023638866.1
OG0000266	CP8_g53329_DN3_SP0_c.t1	XP_023633396.1
OG0000267	CP6_g8819_DN2_SP0_c.t1, CP35_g52032_DN1_SP0_c.t1	XP_023636243.1
OG0000273	CP8_g53330_DN3_SP0_c.t1	XP_023639467.1, XP_006281696.1
OG0000273	CP8_g53268_DN3_SP0_c.t1	XP_006280481.1, XP_006280434.1
OG0000273	CP8_g53331_DN3_SP0_c.t1	XP_023633395.1
OG0000273	CP8_g53103_DN3_SP0_c.t1	XP_006281514.1
OG0000273	CP8_g53335_DN3_SP0_c.t1	XP_023633397.1
OG0000283	CP6_g8485_DN1_SP0_c.t1	XP_023633819.1
OG0000283	CP1_g39387_DN3_SP0_c.t1, CP6_g9546_DN2_SP0_c.t1	XP_023644223.1
OG0000285	CP11_g32106_DN3_SP0_c.t1	XP_006289794.2
OG0000286	CP10_g43041_DN3_SP0_c.t1	XP_023642772.1
OG0000286	CP13_g20184_DN3_SP0_c.t1	XP_023637669.1, XP_023643364.1
OG0000286	CP7_g45140_DN3_SP0_c.t1	XP_023636130.1
OG0000291	CP12_g31598_DN3_SP0_c.t1	XP_006298781.1
OG0000292	CP9_g28808_DN2_SP0_c.t1, CP8_g54681_DN2_SP0_c.t1	XP_023637503.1
OG0000296	CP17_g5869_DN3_SP0_c.t1	XP_023640928.1, XP_023642636.1, XP_023640932.1
OG0000297	CP26_g51236_DN2_SP0_c.t1, CP17_g5315_DN2_SP0_c.t1	XP_023634332.1, XP_023633969.1
OG0000298	CP7_g44534_DN3_SP0_c.t1	XP_006299019.1
OG0000298	CP20_g4199_DN3_SP0_c.t1	XP_006300098.1
OG0000301	CP16_g54831_DN3_SP0_c.t1, CP2_g49182_DN1_SP0_c.t1	XP_023640002.1, XP_006296449.1, XP_006292850.2
OG0000301	CP3_g13356_DN3_SP0_c.t1	XP_023637513.1
OG0000308	CP13_g20296_DN2_SP3_c.t1	XP_006282331.1
OG0000308	CP13_g20312_DN3_SP7_c.t1, CP13_g20309_DN3_SP1_c.t1, CP13_g20308_DN3_SP1_c.t1, CP13_g20306_DN3_SP0_c.t1, CP13_g20310_DN3_SP5_c.t1, CP13_g20307_DN3_SP0_c.t1, CP13_g20311_DN3_SP1_c.t1	XP_006281683.1
OG0000313	CP11_g31933_DN3_SP0_c.t1	XP_023633408.1
OG0000315	CP3_g13395_DN3_SP0_c.t1	XP_006292413.2, XP_006292967.1
OG0000321	CP1_g38103_DN3_SP7_c.t1, CP1_g38104_DN3_SP7_c.t1	XP_006279139.1, XP_006307493.1
OG0000321	CP8_g54355_DN3_SP7_c.t1, CP8_g54349_DN3_SP5_c.t1	XP_006286795.1
OG0000322	CP5_g67_DN3_SP0_c.t1	XP_023636104.1, XP_006288761.1
OG0000323	CP5_g1415_DN3_SP0_c.t1	XP_023635159.1, XP_006282439.1
OG0000325	CP1_g36601_DN3_SP8_c.t1	XP_006304190.1
OG0000325	CP4_g25441_DN3_SP8_c.t1	XP_006294968.1
OG0000325	CP1_g36600_DN3_SP7_c.t1	XP_006306317.1
OG0000325	CP4_g25492_DN3_SP8_c.t1	XP_006293513.1
OG0000328	CP22_g17724_DN2_SP0_c.t1	XP_023642080.1
OG0000328	CP22_g17722_DN3_SP0_c.t1	XP_023642081.1
OG0000329	CP5_g1591_DN3_SP2_c.t1	XP_006285598.2, XP_006285306.1, XP_006284934.2, XP_006285960.2
OG0000330	CP9_g28926_DN2_SP0_c.t1	XP_006294415.1, XP_006294246.2, XP_006302398.1, XP_006294435.1, XP_006296416.1, XP_006296260.2, XP_006294473.1, XP_023643022.1
OG0000331	CP11_g32138_DN3_SP0_c.t1	XP_006287904.1
OG0000331	CP1_g36812_DN3_SP0_c.t1	XP_006305011.1
OG0000331	CP12_g30079_DN2_SP0_c.t1	XP_006297742.2
OG0000331	CP4_g24012_DN3_SP0_c.t1	XP_006294369.1
OG0000334	CP4_g26940_DN2_SP0_c.t1	XP_023640809.1
OG0000335	CP3_g13431_DN3_SP0_c.t1	XP_023638528.1, XP_023635714.1
OG0000336	CP2_g49689_DN3_SP0_c.t1, CP2_g49549_DN3_SP0_c.t1, CP2_g49694_DN3_SP0_c.t1, CP318_g3528_DN3_SP0_c.t1, CP2_g49696_DN3_SP0_c.t1, CP1_g37240_DN3_SP8_c.t1, CP1_g37250_DN3_SP0_c.t1	XP_006302924.1, XP_006302921.1, XP_006304268.1, XP_006304242.2
OG0000339	CP6_g6806_DN3_SP1_c.t1	XP_006286226.1
OG0000345	CP13_g20386_DN3_SP5_c.t1	XP_006289613.1, XP_006281260.2
OG0000345	CP11_g32977_DN3_SP4_c.t1	XP_006289891.1
OG0000345	CP1_g36652_DN3_SP8_c.t1	XP_006303184.2
OG0000346	CP3_g14031_DN3_SP1_c.t1	XP_006292361.1, XP_006292171.1
OG0000347	CP4_g24125_DN3_SP8_c.t1	XP_006294736.1
OG0000347	CP3_g13253_DN3_SP6_c.t1	XP_023639059.1
OG0000347	CP19_g18321_DN3_SP8_c.t1	XP_006284249.1
OG0000347	CP1_g36454_DN3_SP7_c.t1	XP_006304071.1
OG0000347	CP8_g54641_DN3_SP8_c.t1	XP_006288376.1
OG0000349	CP8_g53987_DN3_SP0_c.t1	XP_023633454.1, XP_023638620.1, XP_023639042.1
OG0000351	CP10_g43144_DN2_SP0_c.t1, CP19_g18198_DN1_SP0_c.t1	XP_006299246.2
OG0000355	CP8_g54064_DN3_SP0_c.t1	XP_006282294.1
OG0000356	CP16_g55152_DN3_SP0_c.t1	XP_023639414.1
OG0000357	CP4_g25299_DN3_SP0_c.t1	XP_006293384.1
OG0000358	CP1_g38042_DN3_SP1_c.t1, CP1_g38041_DN3_SP0_c.t1, CP1_g37977_DN3_SP0_c.t1	XP_006303728.1, XP_023643844.1
OG0000359	CP8_g53388_DN3_SP0_c.t1	XP_023635692.1
OG0000359	CP5_g1241_DN3_SP0_c.t1	XP_006284880.1
OG0000359	CP5_g1240_DN2_SP0_c.t1	XP_023635068.1, XP_023635366.1
OG0000363	CP7_g46446_DN3_SP1_c.t1	XP_023645495.1
OG0000364	CP13_g20114_DN3_SP0_c.t1	XP_006300905.2, XP_023634679.1
OG0000364	CP4_g24666_DN2_SP0_c.t1	XP_006296274.2, XP_006296154.2, XP_006296300.1
OG0000365	CP7_g45280_DN3_SP0_c.t1	XP_006307227.1
OG0000365	CP6_g6777_DN3_SP0_c.t1, CP6_g6776_DN3_SP0_c.t1	XP_006285161.1, XP_006285030.1
OG0000365	CP7_g45281_DN3_SP0_c.t1	XP_023632699.1, XP_006307169.1, XP_023632865.1, XP_006303963.1
OG0000367	CP9_g28612_DN3_SP0_c.t1	XP_006282948.2
OG0000368	CP10_g43551_DN3_SP0_c.t1	XP_023639149.1
OG0000368	CP3_g14737_DN3_SP0_c.t1	XP_023638349.1, XP_023638317.1
OG0000369	CP20_g4172_DN3_SP0_c.t1, CP20_g4168_DN3_SP0_c.t1, CP6_g8949_DN3_SP0_c.t1, CP6_g7552_DN2_SP0_c.t1	XP_006281901.1
OG0000371	CP28_g33924_DN1_SP0_c.t1, CP18_g11579_DN1_SP0_c.t1, CP2_g49761_DN1_SP0_c.t1, CP21_g10974_DN2_SP0_c.t1, CP7_g44322_DN2_SP0_c.t1, CP1_g41317_DN1_SP0_c.t1	XP_023633698.1
OG0000374	CP22_g17429_DN2_SP0_c.t1, CP6_g9314_DN1_SP0_c.t1, CP34_g51514_DN1_SP0_c.t1	XP_023634363.1, XP_023644211.1
OG0000374	CP3_g16173_DN1_SP0_c.t1	XP_023638107.1
OG0000376	CP2_g49234_DN3_SP0_c.t1, CP2_g49233_DN3_SP6_c.t1	XP_006302482.1
OG0000379	CP13_g19606_DN2_SP0_c.t1, CP13_g19604_DN3_SP0_c.t1	XP_023643441.1
OG0000380	CP8_g53979_DN3_SP0_c.t1	XP_006282038.1
OG0000380	CP8_g53999_DN2_SP0_c.t1, CP8_g54035_DN2_SP0_c.t1, CP8_g54042_DN3_SP0_c.t1, CP8_g54034_DN3_SP0_c.t1	XP_006282003.1, XP_006282276.1
OG0000381	CP9_g29501_DN3_SP0_c.t1	XP_006300414.1
OG0000381	CP4_g25375_DN3_SP0_c.t1	XP_006295834.2
OG0000382	CP11_g32067_DN3_SP0_c.t1, CP11_g32066_DN3_SP0_c.t1	XP_006287213.1
OG0000383	CP7_g45415_DN1_SP0_c.t1, CP7_g45413_DN2_SP0_c.t1, CP7_g45411_DN1_SP0_c.t1, CP7_g45414_DN2_SP0_c.t1	XP_023633034.1
OG0000383	CP3_g13899_DN2_SP0_c.t1, CP3_g13900_DN3_SP0_c.t1, CP3_g13901_DN3_SP0_c.t1, CP3_g13909_DN2_SP0_c.t1	XP_023633577.1, XP_023633611.1, XP_023638622.1
OG0000384	CP13_g19805_DN2_SP0_c.t1, CP13_g19804_DN3_SP0_c.t1, CP13_g19808_DN3_SP0_c.t1, CP13_g19801_DN2_SP0_c.t1	XP_006281442.1
OG0000388	CP2_g49021_DN2_SP0_c.t1, CP2_g49360_DN2_SP0_c.t1	XP_023645413.1
OG0000390	CP7_g45551_DN2_SP1_c.t1	XP_006304665.1
OG0000390	CP7_g45552_DN3_SP0_c.t1	XP_006303659.1, XP_023644768.1
OG0000391	CP9_g28963_DN3_SP0_c.t1, CP9_g28965_DN3_SP0_c.t1	XP_006301868.2
OG0000391	CP10_g43006_DN3_SP1_c.t1	XP_023642299.1, XP_023641412.1
OG0000392	CP7_g46045_DN3_SP1_c.t1	XP_006305429.2
OG0000392	CP7_g46046_DN3_SP0_c.t1	XP_006305827.1
OG0000392	CP19_g18115_DN3_SP0_c.t1, CP7_g44614_DN3_SP0_c.t1, CP19_g18116_DN3_SP1_c.t1	XP_006302461.1, XP_006284329.1
OG0000393	CP5_g1566_DN3_SP0_c.t1, CP5_g1568_DN3_SP3_c.t1	XP_006286150.1
OG0000393	CP5_g1565_DN2_SP7_c.t1	XP_006285342.2, XP_006282503.1
OG0000394	CP1_g37845_DN3_SP0_c.t1	XP_006304019.1
OG0000394	CP12_g29895_DN3_SP1_c.t1	XP_006305900.1
OG0000395	CP1_g37709_DN3_SP1_c.t1	XP_023645571.1
OG0000395	CP10_g44098_DN3_SP0_c.t1	XP_006300202.1
OG0000396	CP61_g51951_DN2_SP0_c.t1, CP88_g18974_DN3_SP0_c.t1, CP16_g55662_DN1_SP0_c.t1	XP_023638680.1, XP_023640099.1, XP_023633445.1
OG0000397	CP12_g30107_DN3_SP0_c.t1	XP_006299879.1
OG0000398	CP5_g2292_DN1_SP0_c.t1	XP_023634275.1
OG0000399	CP11_g32110_DN3_SP8_c.t1	XP_006305654.1, XP_006288715.1
OG0000399	CP172_g51073_DN3_SP8_c.t1, CP2_g49950_DN3_SP0_c.t1	XP_006301123.2
OG0000402	CP19_g18485_DN2_SP0_c.t1, CP7_g45345_DN2_SP0_c.t1, CP19_g18484_DN2_SP0_c.t1	XP_006281815.1
OG0000403	CP11_g31948_DN3_SP0_c.t1, CP11_g31944_DN3_SP0_c.t1, CP11_g31946_DN3_SP0_c.t1	XP_023636138.1
OG0000403	CP2_g49834_DN3_SP0_c.t1, CP11_g31942_DN3_SP0_c.t1	XP_006290210.1, XP_006289326.2
OG0000403	CP11_g31943_DN3_SP0_c.t1	XP_023641048.1
OG0000405	CP39_g21119_DN3_SP1_c.t1	XP_006300014.1, XP_006304904.2
OG0000406	CP3_g14832_DN3_SP8_c.t1, CP8_g54010_DN3_SP6_c.t1	XP_006303419.1, XP_006281312.1, XP_006292046.1
OG0000407	CP10_g42640_DN3_SP0_c.t1	XP_006303834.1, XP_006304409.1, XP_023640112.1
OG0000409	CP7_g45026_DN3_SP0_c.t1	XP_023640959.1
OG0000409	CP7_g45027_DN3_SP0_c.t1, CP7_g45028_DN3_SP0_c.t1, CP7_g45029_DN3_SP0_c.t1	XP_023644902.1, XP_023644904.1
OG0000410	CP11_g31781_DN3_SP0_c.t1	XP_006289684.1, XP_006289723.1
OG0000411	CP16_g55123_DN2_SP0_c.t1, CP16_g55132_DN2_SP0_c.t1	XP_006295889.1, XP_006296440.1
OG0000412	CP11_g32313_DN3_SP8_c.t1	XP_023636500.1
OG0000412	CP5_g1783_DN3_SP8_c.t1	XP_006284008.1
OG0000412	CP9_g28164_DN3_SP8_c.t1	XP_006300523.1
OG0000412	CP12_g30117_DN3_SP8_c.t1	XP_006298020.1
OG0000413	CP19_g18302_DN2_SP0_c.t1	XP_006298652.1
OG0000413	CP7_g46371_DN3_SP0_c.t1	XP_006306130.1
OG0000414	CP2_g49029_DN3_SP0_c.t1	XP_023643359.1
OG0000414	CP15_g36160_DN3_SP0_c.t1	XP_006298325.1
OG0000414	CP6_g7390_DN3_SP0_c.t1	XP_006286225.1
OG0000415	CP6_g9408_DN2_SP0_c.t1, CP18_g11484_DN3_SP0_c.t1	XP_023639308.1, XP_023634711.1
OG0000419	CP4_g24895_DN3_SP0_c.t1	XP_023640698.1, XP_023640410.1, XP_023636778.1
OG0000420	CP4_g24470_DN3_SP0_c.t1	XP_006296273.1
OG0000420	CP20_g4072_DN2_SP0_c.t1, CP20_g4094_DN3_SP0_c.t1, CP20_g4092_DN2_SP0_c.t1, CP20_g4074_DN3_SP0_c.t1, CP11_g32724_DN3_SP0_c.t1	XP_023637706.1
OG0000421	CP8_g53214_DN3_SP6_c.t1	XP_006280097.1
OG0000421	CP8_g53584_DN3_SP8_c.t1	XP_006287183.1, XP_006280103.1, XP_006280101.1
OG0000424	CP8_g53432_DN3_SP8_c.t1	XP_006281244.2
OG0000424	CP5_g1290_DN3_SP2_c.t1	XP_006284751.1
OG0000424	CP1_g38014_DN3_SP7_c.t1	XP_006303412.1
OG0000425	CP6_g7094_DN3_SP0_c.t1, CP1_g38439_DN1_SP0_c.t1	XP_006282487.2, XP_006285273.2, XP_006296466.2
OG0000426	CP4_g24614_DN1_SP0_c.t1	XP_023645496.1
OG0000429	CP11_g32148_DN1_SP0_c.t1	XP_023638962.1
OG0000430	CP19_g18474_DN3_SP8_c.t1	XP_023633999.1
OG0000430	CP11_g31860_DN3_SP6_c.t1	XP_006288911.1
OG0000430	CP2_g49070_DN3_SP8_c.t1	XP_006300332.1
OG0000430	CP12_g31665_DN3_SP5_c.t1	XP_006298837.1
OG0000431	CP2_g49157_DN3_SP1_c.t1	XP_006301035.1
OG0000432	CP6_g7305_DN3_SP1_c.t1	XP_006286118.1
OG0000433	CP5_g1292_DN3_SP0_c.t1	XP_006285843.1, XP_006286272.1, XP_006282347.1, XP_006284992.1, XP_006285601.1
OG0000436	CP3_g14836_DN3_SP7_c.t1	XP_006292028.1
OG0000436	CP8_g54015_DN3_SP5_c.t1	XP_006281290.1
OG0000436	CP8_g54016_DN3_SP7_c.t1	XP_006281292.1
OG0000436	CP3_g14835_DN3_SP4_c.t1	XP_006292022.1
OG0000437	CP5_g1061_DN2_SP2_c.t1	XP_006284780.1
OG0000437	CP8_g53662_DN3_SP1_c.t1	XP_006285100.1
OG0000437	CP10_g43558_DN2_SP6_c.t1	XP_006298740.2
OG0000439	CP11_g33206_DN3_SP3_c.t1, CP161_g50908_DN3_SP0_c.t1, CP161_g50914_DN3_SP0_c.t1	XP_006285493.1, XP_006286640.1
OG0000442	CP2_g48172_DN2_SP0_c.t1	XP_023639792.1
OG0000442	CP4_g23983_DN3_SP0_c.t1	XP_023639393.1
OG0000443	CP16_g55377_DN3_SP0_c.t1	XP_006296156.2
OG0000443	CP11_g32808_DN3_SP0_c.t1	XP_006289984.1
OG0000444	CP4_g25610_DN3_SP8_c.t1	XP_006294594.1
OG0000444	CP3_g13441_DN3_SP8_c.t1	XP_006292538.1
OG0000444	CP1_g36893_DN3_SP7_c.t1	XP_006304792.1
OG0000445	CP3_g14484_DN3_SP7_c.t1, CP2_g48302_DN3_SP2_c.t1	XP_006288822.1
OG0000445	CP16_g55067_DN3_SP7_c.t1, CP5_g920_DN3_SP2_c.t1	XP_006284663.1, XP_006296532.1
OG0000447	CP10_g43111_DN3_SP8_c.t1, CP4_g25129_DN3_SP3_c.t1, CP11_g33201_DN3_SP1_c.t1	XP_006299325.2, XP_006295174.1, XP_006298737.1, XP_006292003.1
OG0000448	CP2_g49819_DN3_SP0_c.t1	XP_023638714.1
OG0000449	CP16_g55065_DN3_SP0_c.t1	XP_006290714.1, XP_006293285.1
OG0000449	CP10_g42299_DN3_SP0_c.t1	XP_006297834.2, XP_006297586.1
OG0000450	CP6_g7342_DN3_SP0_c.t1	XP_023636141.1
OG0000450	CP7_g46144_DN3_SP0_c.t1	XP_023644762.1
OG0000451	CP4_g23949_DN3_SP1_c.t1	XP_023644131.1, XP_023645318.1
OG0000457	CP1_g36629_DN3_SP7_c.t1	XP_006304841.1, XP_006298710.2
OG0000457	CP10_g42431_DN3_SP8_c.t1, CP4_g25412_DN3_SP7_c.t1	XP_006295201.1
OG0000458	CP7_g45003_DN3_SP0_c.t1	XP_006303584.1
OG0000460	CP10_g43316_DN3_SP0_c.t1	XP_006300251.2
OG0000460	CP8_g53648_DN3_SP0_c.t1	XP_006279506.2
OG0000460	CP19_g18008_DN3_SP0_c.t1	XP_023635326.1
OG0000461	CP24_g47104_DN2_SP0_c.t1	XP_023634302.1
OG0000463	CP7_g44407_DN3_SP6_c.t1	XP_006305314.1
OG0000463	CP3_g14763_DN3_SP0_c.t1	XP_023638910.1
OG0000463	CP3_g14757_DN3_SP1_c.t1	XP_023638425.1
OG0000463	CP3_g14758_DN3_SP0_c.t1	XP_023638406.1, XP_023638657.1
OG0000464	CP1_g36522_DN3_SP0_c.t1, CP1_g36523_DN3_SP0_c.t1, CP1_g36521_DN3_SP0_c.t1, CP1_g36525_DN3_SP0_c.t1	XP_006305341.1
OG0000467	CP2_g48449_DN3_SP0_c.t1	XP_006282377.2
OG0000470	CP6_g6926_DN3_SP0_c.t1	XP_006285852.1
OG0000472	CP5_g2451_DN1_SP0_c.t1, CP9_g27917_DN3_SP0_c.t1	XP_023640316.1
OG0000474	CP1_g36649_DN3_SP1_c.t1, CP1_g36648_DN3_SP0_c.t1	XP_006306324.1
OG0000474	CP7_g44631_DN3_SP0_c.t1	XP_023633873.1
OG0000475	CP2_g49102_DN3_SP0_c.t1	XP_006302389.1
OG0000476	CP9_g28252_DN1_SP0_c.t1, CP39_g21150_DN1_SP0_c.t1, CP9_g28272_DN1_SP0_c.t1, CP10_g43866_DN3_SP0_c.t1, CP10_g43849_DN3_SP0_c.t1	XP_006290011.1, XP_006290077.2
OG0000477	CP2_g48048_DN3_SP8_c.t1	XP_006281265.1
OG0000477	CP13_g19553_DN3_SP8_c.t1	XP_006291992.1
OG0000477	CP1_g37745_DN3_SP8_c.t1	XP_006303395.1
OG0000478	CP2_g47919_DN3_SP0_c.t1	XP_006302276.1
OG0000478	CP2_g47917_DN2_SP0_c.t1	XP_006300484.1
OG0000480	CP2_g49181_DN3_SP0_c.t1	XP_006301968.1
OG0000481	CP2_g49426_DN3_SP8_c.t1	XP_006302194.1
OG0000481	CP1_g37287_DN3_SP2_c.t1	XP_006306441.1
OG0000481	CP1_g37286_DN3_SP0_c.t1	XP_006307429.1
OG0000484	CP5_g974_DN3_SP3_c.t1	XP_006281550.1
OG0000484	CP5_g973_DN3_SP7_c.t1, CP5_g972_DN3_SP4_c.t1	XP_006285734.1, XP_006284215.2
OG0000485	CP19_g18325_DN3_SP0_c.t1	XP_006285535.1
OG0000485	CP19_g18326_DN3_SP0_c.t1	XP_006283872.2
OG0000485	CP19_g18324_DN3_SP0_c.t1	XP_006299949.1
OG0000485	CP19_g18322_DN3_SP0_c.t1	XP_006285836.1, XP_023638826.1, XP_023638831.1
OG0000491	CP3_g14556_DN3_SP0_c.t1, CP3_g14558_DN2_SP0_c.t1	XP_006290974.1, XP_023638796.1
OG0000491	CP3_g14555_DN3_SP0_c.t1	XP_006292831.2
OG0000492	CP3_g13884_DN3_SP0_c.t1	XP_006292723.1
OG0000492	CP4_g25471_DN3_SP5_c.t1	XP_023639637.1
OG0000492	CP4_g24828_DN3_SP0_c.t1	XP_023640971.1
OG0000493	CP2_g47763_DN3_SP0_c.t1	XP_023633447.1
OG0000493	CP5_g1440_DN3_SP0_c.t1	XP_006282518.2, XP_006282935.2, XP_006299208.2, XP_023635052.1, XP_006285278.2
OG0000495	CP3_g15404_DN3_SP0_c.t1, CP3_g14806_DN3_SP0_c.t1	XP_023638908.1, XP_023639160.1
OG0000496	CP3_g14620_DN3_SP0_c.t1	XP_023638299.1
OG0000496	CP3_g14619_DN3_SP2_c.t1	XP_006290566.1
OG0000497	CP9_g28912_DN3_SP8_c.t1	XP_006302320.1
OG0000497	CP10_g43358_DN3_SP8_c.t1	XP_006297793.1
OG0000497	CP7_g46349_DN3_SP6_c.t1	XP_006300238.1, XP_006279086.1
OG0000498	CP10_g43337_DN2_SP0_c.t1	XP_023634896.1
OG0000498	CP11_g32179_DN1_SP0_c.t1	XP_023635709.1
OG0000499	CP12_g30390_DN3_SP0_c.t1	XP_006299969.1
OG0000501	CP20_g4230_DN3_SP0_c.t1, CP20_g4229_DN3_SP1_c.t1	XP_023636909.1
OG0000502	CP5_g1553_DN3_SP0_c.t1	XP_006282225.1, XP_006285777.2
OG0000502	CP5_g1547_DN3_SP0_c.t1, CP5_g1700_DN3_SP0_c.t1, CP5_g1694_DN3_SP0_c.t1, CP5_g1697_DN3_SP0_c.t1, CP5_g1692_DN3_SP0_c.t1, CP5_g1546_DN3_SP0_c.t1, CP5_g1549_DN3_SP0_c.t1	XP_006284933.2
OG0000506	CP11_g33191_DN3_SP8_c.t1, CP4_g24894_DN3_SP0_c.t1	XP_006298349.1
OG0000508	CP2_g49462_DN2_SP0_c.t1, CP2_g49471_DN2_SP0_c.t1, CP2_g49443_DN3_SP0_c.t1, CP2_g49449_DN2_SP0_c.t1, CP2_g49457_DN2_SP0_c.t1, CP2_g49469_DN3_SP0_c.t1, CP2_g49472_DN2_SP0_c.t1, CP2_g49470_DN2_SP0_c.t1, CP2_g49452_DN2_SP0_c.t1, CP2_g49463_DN3_SP0_c.t1, CP2_g49444_DN2_SP0_c.t1, CP2_g49458_DN3_SP0_c.t1	XP_023644557.1
OG0000509	CP6_g7186_DN3_SP0_c.t1	XP_023634870.1, XP_023634869.1, XP_023634868.1, XP_023634998.1
OG0000510	CP5_g1404_DN2_SP0_c.t1	XP_006283966.1
OG0000510	CP5_g1400_DN3_SP1_c.t1	XP_006286126.1
OG0000511	CP2_g49829_DN3_SP0_c.t1, CP8_g53376_DN2_SP0_c.t1	XP_006286772.2, XP_023637093.1, XP_023636777.1, XP_023637293.1, XP_006287748.1
OG0000512	CP3_g15566_DN3_SP2_c.t1, CP2_g49287_DN3_SP5_c.t1, CP5_g629_DN3_SP1_c.t1, CP2_g49391_DN2_SP3_c.t1	XP_023639201.1, XP_023634592.1, XP_023635605.1
OG0000516	CP9_g28322_DN3_SP0_c.t1	XP_006301381.2
OG0000518	CP11_g32691_DN3_SP0_c.t1	XP_006287621.1
OG0000519	CP2_g47512_DN3_SP3_c.t1	XP_023633585.1
OG0000519	CP4_g25810_DN3_SP1_c.t1	XP_023639333.1, XP_023639984.1, XP_006296089.1, XP_023640382.1
OG0000520	CP8_g53011_DN3_SP0_c.t1, CP1_g37568_DN3_SP0_c.t1	XP_023641021.1, XP_023633094.1
OG0000522	CP10_g42911_DN3_SP6_c.t1	XP_006298823.1
OG0000523	CP16_g55157_DN3_SP0_c.t1	XP_006296424.2
OG0000523	CP16_g55169_DN3_SP0_c.t1	XP_006295556.1
OG0000529	CP4_g25595_DN3_SP0_c.t1	XP_023640832.1
OG0000530	CP8_g53223_DN3_SP0_c.t1, CP8_g53224_DN3_SP0_c.t1, CP8_g53225_DN3_SP0_c.t1	XP_006281328.1, XP_023644524.1, XP_006281300.1, XP_006281568.2, XP_006281315.1
OG0000531	CP2_g48421_DN3_SP1_c.t1, CP2_g48422_DN3_SP0_c.t1	XP_023636897.1, XP_006307315.1, XP_023637350.1, XP_006287584.1
OG0000532	CP1_g39973_DN3_SP0_c.t1, CP92_g51797_DN3_SP0_c.t1, CP6_g9644_DN3_SP0_c.t1, CP8_g52921_DN2_SP0_c.t1	XP_006279034.1, XP_023646070.1
OG0000533	CP5_g1601_DN3_SP0_c.t1	XP_023638060.1
OG0000535	CP3_g13536_DN3_SP0_c.t1, CP3_g13537_DN3_SP0_c.t1	XP_023639310.1, XP_006292940.1, XP_023643968.1
OG0000536	CP5_g1833_DN3_SP0_c.t1	XP_023635045.1
OG0000536	CP11_g31803_DN3_SP0_c.t1	XP_023636124.1
OG0000537	CP10_g42793_DN3_SP5_c.t1	XP_006299274.1
OG0000537	CP10_g42794_DN3_SP1_c.t1	XP_006299382.1
OG0000538	CP2_g48870_DN2_SP0_c.t1	XP_023639004.1
OG0000542	CP1_g37334_DN3_SP8_c.t1	XP_006304044.1
OG0000542	CP2_g49347_DN3_SP8_c.t1	XP_006302601.1
OG0000542	CP9_g28605_DN3_SP7_c.t1	XP_006305436.1, XP_006302599.1
OG0000545	CP18_g11723_DN2_SP0_c.t1, CP1_g41370_DN3_SP0_c.t1	XP_023637493.1
OG0000546	CP10_g42952_DN2_SP0_c.t1	XP_006299219.1
OG0000547	CP4_g24368_DN3_SP3_c.t1	XP_006294804.1
OG0000547	CP4_g24370_DN3_SP0_c.t1	XP_006294823.1
OG0000553	CP12_g30872_DN3_SP8_c.t1	XP_006298559.1
OG0000553	CP2_g48751_DN3_SP8_c.t1	XP_006281111.1
OG0000553	CP10_g42718_DN3_SP6_c.t1	XP_006298567.1
OG0000554	CP20_g4460_DN3_SP0_c.t1, CP11_g31774_DN3_SP0_c.t1, CP20_g4461_DN3_SP0_c.t1	XP_006289945.1, XP_006289150.1, XP_006289892.1, XP_006289038.1, XP_006289530.1
OG0000556	CP9_g28179_DN3_SP0_c.t1, CP2_g49060_DN3_SP0_c.t1, CP16_g54944_DN3_SP0_c.t1	XP_006300373.1, XP_006301650.1, XP_006300970.1, XP_006300567.1, XP_006301518.1, XP_006301153.1, XP_023644074.1
OG0000557	CP16_g54934_DN3_SP1_c.t1	XP_006295774.1
OG0000561	CP11_g32422_DN3_SP0_c.t1	XP_006287642.1
OG0000562	CP4_g26047_DN3_SP3_c.t1	XP_023640782.1
OG0000562	CP8_g54154_DN3_SP8_c.t1	XP_006288634.1
OG0000563	CP3_g13164_DN3_SP0_c.t1, CP4_g24010_DN3_SP0_c.t1	XP_006296217.1
OG0000563	CP7_g45441_DN3_SP0_c.t1	XP_006306408.1
OG0000565	CP10_g44052_DN2_SP0_c.t1	XP_023634906.1
