Orthogroup	Conringia_planisiliqua	Arabidopsis_lyrata_NCBI
OG0000115	CP15_g35157_DN2_SP0_c.t1	XP_020887611.1, XP_020887091.1
OG0000115	CP25_g55878_DN2_SP0_c.t1	XP_020878880.1
OG0000116	CP59_g6663_DN3_SP0_c.t1, CP44_g20908_DN3_SP0_c.t1, CP18_g12569_DN3_SP0_c.t1	XP_002893409.1, XP_020871442.1, XP_020883597.1
OG0000116	CP14_g23531_DN3_SP0_c.t1, CP27_g41691_DN3_SP0_c.t1	XP_020885057.1
OG0000117	CP7_g45432_DN3_SP0_c.t1	XP_020870031.1
OG0000117	CP7_g45431_DN3_SP0_c.t1	XP_020869256.1
OG0000117	CP7_g45420_DN3_SP0_c.t1	XP_002893298.1
OG0000117	CP7_g45419_DN3_SP0_c.t1	XP_002893302.1
OG0000117	CP7_g45418_DN3_SP0_c.t1	XP_002893290.1, XP_002893291.1
OG0000118	CP7_g45449_DN2_SP0_c.t1	XP_020887711.1
OG0000120	CP22_g17665_DN2_SP0_c.t1	XP_020871150.1
OG0000122	CP8_g53627_DN3_SP0_c.t1	XP_020865748.1
OG0000124	CP5_g3062_DN1_SP0_c.t1	XP_020865972.1
OG0000125	CP4_g25846_DN3_SP0_c.t1	XP_020885175.1
OG0000126	CP4_g26270_DN2_SP0_c.t1	XP_020885553.1
OG0000127	CP8_g54114_DN3_SP0_c.t1	XP_002874101.1
OG0000127	CP4_g24986_DN3_SP0_c.t1	XP_020885803.1
OG0000127	CP11_g33621_DN2_SP0_c.t1	XP_020887259.1
OG0000127	CP8_g54018_DN3_SP0_c.t1	XP_020872447.1, XP_002864658.2
OG0000127	CP3_g14833_DN3_SP0_c.t1	XP_002877451.1
OG0000127	CP4_g25869_DN3_SP0_c.t1	XP_002879182.1
OG0000128	CP3_g13458_DN3_SP0_c.t1	XP_020880525.1
OG0000129	CP10_g42426_DN3_SP0_c.t1, CP14_g22722_DN3_SP0_c.t1	XP_020890882.1
OG0000129	CP9_g27597_DN3_SP0_c.t1, CP10_g43808_DN3_SP0_c.t1	XP_020890883.1
OG0000129	CP2_g48114_DN3_SP0_c.t1	XP_020867988.1, XP_002864761.1, XP_020871006.1, XP_020885823.1, XP_002879145.1, XP_020884859.1, XP_020889363.1
OG0000130	CP24_g47153_DN1_SP0_c.t1	XP_020866264.1, XP_020866430.1, XP_020875826.1, XP_020881874.1, XP_020870431.1, XP_020890790.1, XP_020888401.1
OG0000130	CP13_g20268_DN3_SP0_c.t1, CP2_g50524_DN2_SP0_c.t1	XP_002865522.1, XP_020866113.1
OG0000130	CP22_g17175_DN1_SP0_c.t1, CP8_g54204_DN2_SP0_c.t1	XP_020881817.1, XP_020873128.1
OG0000130	CP2_g49700_DN3_SP0_c.t1	XP_002878891.2
OG0000134	CP12_g31654_DN3_SP0_c.t1	XP_002892003.1, XP_020866269.1, XP_020870825.1
OG0000140	CP12_g31007_DN2_SP0_c.t1	XP_020890721.1
OG0000141	CP1_g37531_DN2_SP0_c.t1	XP_020869968.1
OG0000141	CP1_g37530_DN3_SP0_c.t1	XP_020867361.1
OG0000148	CP1_g38394_DN3_SP0_c.t1	XP_020886427.1, XP_002894068.1
OG0000148	CP8_g53130_DN2_SP0_c.t1	XP_020889929.1
OG0000148	CP1_g38017_DN2_SP0_c.t1	XP_020868378.1, XP_020868376.1
OG0000148	CP16_g55147_DN3_SP0_c.t1, CP7_g44768_DN1_SP0_c.t1	XP_020888855.1
OG0000148	CP7_g45047_DN1_SP0_c.t1	XP_020877791.1
OG0000150	CP15_g34449_DN2_SP0_c.t1	XP_020889706.1, XP_020866739.1, XP_020891702.1, XP_020886307.1, XP_020875426.1, XP_020875346.1, XP_020878841.1, XP_020875419.1, XP_020875390.1, XP_020875395.1, XP_020875381.1, XP_020875326.1, XP_020875372.1, XP_020885392.1
OG0000154	CP1_g38036_DN1_SP0_c.t1, CP1_g38035_DN2_SP0_c.t1	XP_020879595.1, XP_020877958.1
OG0000154	CP6_g7266_DN3_SP0_c.t1	XP_020874310.1
OG0000154	CP1_g38028_DN2_SP0_c.t1	XP_020866200.1
OG0000157	CP3_g13734_DN3_SP0_c.t1	XP_020889806.1
OG0000160	CP10_g43624_DN3_SP8_c.t1	XP_020888881.1
OG0000160	CP5_g984_DN3_SP8_c.t1	XP_020872380.1
OG0000160	CP8_g53733_DN3_SP8_c.t1	XP_020870964.1
OG0000160	CP17_g5850_DN3_SP8_c.t1	XP_020889051.1
OG0000160	CP9_g29643_DN3_SP8_c.t1	XP_020890865.1
OG0000160	CP16_g55126_DN3_SP8_c.t1	XP_020885195.1
OG0000161	CP2_g49800_DN1_SP0_c.t1	XP_002892325.1
OG0000162	CP4_g25433_DN2_SP0_c.t1	XP_002879436.2, XP_002863691.1
OG0000162	CP4_g25434_DN2_SP0_c.t1	XP_002879435.1
OG0000166	CP10_g44009_DN3_SP0_c.t1	XP_020865750.1
OG0000166	CP16_g55347_DN1_SP0_c.t1	XP_020885127.1, XP_020878232.1
OG0000167	CP12_g30688_DN2_SP0_c.t1	XP_020889511.1
OG0000171	CP8_g53294_DN3_SP8_c.t1	XP_002865968.1
OG0000171	CP19_g17855_DN3_SP6_c.t1	XP_020874812.1
OG0000171	CP13_g19098_DN3_SP8_c.t1	XP_002887912.1
OG0000171	CP10_g43893_DN3_SP8_c.t1	XP_020888018.1
OG0000171	CP8_g53599_DN3_SP8_c.t1	XP_020891046.1
OG0000171	CP10_g42832_DN3_SP8_c.t1	XP_020888570.1
OG0000171	CP5_g1205_DN3_SP7_c.t1	XP_002867477.1
OG0000172	CP18_g12231_DN1_SP0_c.t1, CP14_g22663_DN1_SP0_c.t1, CP10_g43851_DN2_SP0_c.t1, CP5_g1428_DN2_SP0_c.t1, CP3_g15131_DN1_SP0_c.t1, CP8_g52523_DN1_SP0_c.t1, CP5_g2025_DN2_SP0_c.t1	XP_020874182.1
OG0000173	CP5_g175_DN2_SP0_c.t1	XP_002868934.1
OG0000175	CP9_g28660_DN3_SP6_c.t1, CP7_g45435_DN3_SP8_c.t1	XP_020870037.1, XP_020890687.1
OG0000175	CP11_g32500_DN3_SP8_c.t1	XP_002871626.1
OG0000177	CP9_g29342_DN3_SP0_c.t1	XP_020877970.1, XP_020869475.1
OG0000178	CP11_g31843_DN3_SP0_c.t1	XP_020877653.1
OG0000179	CP2_g49358_DN1_SP0_c.t1, CP2_g49126_DN2_SP0_c.t1, CP8_g52792_DN1_SP0_c.t1, CP2_g49383_DN2_SP0_c.t1	XP_020868284.1
OG0000179	CP2_g49352_DN3_SP0_c.t1	XP_020890288.1
OG0000179	CP2_g49350_DN3_SP0_c.t1, CP8_g52789_DN3_SP0_c.t1	XP_020890287.1, XP_020890285.1
OG0000182	CP2_g49579_DN2_SP0_c.t1	XP_020880330.1, XP_020880329.1
OG0000183	CP5_g1726_DN3_SP8_c.t1	XP_002888498.1, XP_002870564.1
OG0000183	CP4_g24609_DN3_SP8_c.t1	XP_002879909.1, XP_002878109.1
OG0000183	CP4_g26440_DN3_SP8_c.t1	XP_002879035.1
OG0000187	CP7_g44449_DN3_SP0_c.t1	XP_020883121.1, XP_020885184.1, XP_020884986.1, XP_020885024.1, XP_020885006.1, XP_020885032.1, XP_002879220.1
OG0000189	CP10_g43894_DN3_SP5_c.t1	XP_002869113.1
OG0000189	CP9_g29229_DN3_SP8_c.t1	XP_002887616.1
OG0000189	CP7_g45756_DN3_SP8_c.t1	XP_020870471.1
OG0000192	CP1_g37644_DN3_SP0_c.t1	XP_020869616.1, XP_020867729.1
OG0000192	CP19_g18011_DN3_SP0_c.t1	XP_020873611.1
OG0000193	CP7_g44707_DN2_SP0_c.t1	XP_002885152.1
OG0000193	CP3_g15012_DN3_SP0_c.t1, CP3_g15010_DN3_SP0_c.t1, CP3_g15011_DN3_SP0_c.t1	XP_002891353.1
OG0000197	CP6_g6857_DN3_SP0_c.t1	XP_020872600.1, XP_020872360.1
OG0000197	CP6_g6856_DN2_SP0_c.t1	XP_020872359.1
OG0000197	CP1_g38811_DN2_SP0_c.t1, CP1_g38769_DN2_SP0_c.t1, CP1_g38820_DN1_SP0_c.t1	XP_002869981.2
OG0000198	CP13_g19662_DN3_SP0_c.t1, CP13_g19663_DN3_SP3_c.t1, CP13_g19661_DN2_SP8_c.t1	XP_002870338.1, XP_020881007.1
OG0000198	CP1_g37803_DN3_SP1_c.t1	XP_020869542.1, XP_002890920.1
OG0000198	CP1_g37802_DN3_SP1_c.t1	XP_020869449.1
OG0000198	CP19_g18287_DN3_SP0_c.t1	XP_020882067.1
OG0000199	CP5_g930_DN3_SP0_c.t1	XP_020874321.1, XP_020877798.1, XP_002871796.1, XP_020874322.1, XP_020874320.1
OG0000203	CP3_g13515_DN3_SP0_c.t1	XP_020880586.1
OG0000209	CP1_g37296_DN2_SP0_c.t1, CP1_g37302_DN2_SP0_c.t1	XP_020868187.1, XP_020869286.1
OG0000209	CP8_g52637_DN1_SP0_c.t1	XP_020867374.1
OG0000210	CP8_g54067_DN2_SP0_c.t1	XP_020891301.1, XP_020866050.1
OG0000211	CP1_g40659_DN2_SP0_c.t1, CP15_g36035_DN1_SP0_c.t1, CP15_g35095_DN1_SP0_c.t1, CP20_g3834_DN1_SP0_c.t1, CP6_g8844_DN2_SP0_c.t1	XP_020866913.1
OG0000214	CP29_g22119_DN2_SP0_c.t1	XP_020881772.1, XP_020878601.1, XP_020868240.1, XP_020881499.1
OG0000215	CP15_g35901_DN3_SP0_c.t1	XP_020886087.1, XP_020882764.1, XP_020866108.1, XP_020879190.1, XP_020879740.1, XP_020886260.1, XP_020869481.1, XP_002863102.2, XP_002878830.2, XP_020890798.1
OG0000216	CP16_g55066_DN2_SP0_c.t1	XP_020877703.1, XP_002872655.2, XP_002874641.2, XP_020877170.1, XP_020865893.1, XP_002876368.2
OG0000218	CP9_g28240_DN3_SP0_c.t1, CP3_g15993_DN3_SP0_c.t1, CP3_g15786_DN3_SP0_c.t1, CP2_g50064_DN3_SP0_c.t1, CP3_g16109_DN3_SP0_c.t1, CP14_g22737_DN3_SP0_c.t1, CP13_g20622_DN3_SP0_c.t1, CP14_g23591_DN3_SP0_c.t1, CP14_g22728_DN3_SP0_c.t1, CP21_g10505_DN2_SP0_c.t1, CP25_g55830_DN3_SP0_c.t1, CP44_g20957_DN3_SP0_c.t1, CP14_g23169_DN1_SP0_c.t1, CP31_g46658_DN2_SP0_c.t1, CP4_g26901_DN3_SP0_c.t1, CP31_g46599_DN3_SP0_c.t1, CP3_g15720_DN3_SP0_c.t1, CP1_g40732_DN2_SP0_c.t1, CP28_g33960_DN2_SP0_c.t1, CP20_g4127_DN3_SP0_c.t1, CP1_g40743_DN2_SP0_c.t1, CP14_g23090_DN3_SP0_c.t1, CP28_g33977_DN3_SP0_c.t1, CP15_g35512_DN3_SP0_c.t1, CP6_g9453_DN3_SP0_c.t1	XP_020877744.1, XP_020872551.1, XP_020882165.1, XP_020881105.1
OG0000221	CP4_g26390_DN2_SP0_c.t1	XP_020885596.1, XP_020870726.1
OG0000224	CP18_g12119_DN2_SP0_c.t1, CP33_g3660_DN1_SP0_c.t1, CP33_g3633_DN2_SP0_c.t1	XP_020876947.1
OG0000225	CP7_g44570_DN3_SP0_c.t1	XP_020874829.1
OG0000226	CP19_g17936_DN2_SP0_c.t1	XP_020866652.1, XP_020885838.1
OG0000227	CP16_g54960_DN1_SP0_c.t1	XP_020890178.1
OG0000229	CP12_g31368_DN3_SP0_c.t1, CP12_g31395_DN3_SP0_c.t1	XP_020884846.1, XP_002878902.1, XP_020884852.1
OG0000229	CP4_g26426_DN2_SP0_c.t1, CP4_g26411_DN2_SP0_c.t1, CP1_g39490_DN3_SP0_c.t1	XP_020866248.1, XP_002875577.1
OG0000233	CP11_g33138_DN1_SP1_c.t1, CP11_g33137_DN2_SP1_c.t1	XP_002873316.1
OG0000233	CP11_g33136_DN2_SP0_c.t1	XP_020876210.1, XP_020876208.1
OG0000233	CP11_g33139_DN2_SP0_c.t1	XP_002873315.1
OG0000233	CP11_g33143_DN2_SP0_c.t1	XP_002873312.1, XP_020877613.1, XP_020876205.1
OG0000236	CP9_g28569_DN3_SP0_c.t1	XP_020886731.1
OG0000236	CP9_g28570_DN3_SP0_c.t1	XP_020865841.1
OG0000236	CP1_g38671_DN3_SP0_c.t1, CP8_g52883_DN3_SP0_c.t1	XP_020865699.1
OG0000237	CP12_g30499_DN2_SP0_c.t1	XP_002885438.2
OG0000238	CP9_g28708_DN2_SP0_c.t1	XP_020872592.1, XP_002888798.1
OG0000241	CP19_g18502_DN3_SP0_c.t1	XP_020873759.1
OG0000241	CP19_g18503_DN3_SP1_c.t1	XP_002867821.1
OG0000241	CP11_g31874_DN3_SP3_c.t1	XP_020876627.1, XP_020876628.1, XP_002872711.1
OG0000242	CP11_g31795_DN3_SP0_c.t1	XP_020871231.1
OG0000242	CP21_g11131_DN2_SP0_c.t1, CP17_g5035_DN1_SP0_c.t1	XP_020879188.1
OG0000243	CP7_g44960_DN3_SP0_c.t1, CP7_g44970_DN1_SP0_c.t1, CP7_g44962_DN2_SP0_c.t1	XP_020867504.1
OG0000245	CP18_g11471_DN3_SP0_c.t1, CP6_g7472_DN3_SP0_c.t1, CP1_g41212_DN2_SP0_c.t1, CP22_g17632_DN2_SP0_c.t1	XP_020869985.1
OG0000247	CP3_g15725_DN3_SP0_c.t1, CP12_g31409_DN1_SP0_c.t1, CP12_g31309_DN3_SP0_c.t1, CP12_g31356_DN2_SP0_c.t1, CP12_g31334_DN3_SP0_c.t1, CP12_g31367_DN3_SP0_c.t1, CP12_g31322_DN3_SP0_c.t1, CP12_g31416_DN2_SP0_c.t1, CP6_g8942_DN2_SP0_c.t1	XP_020869614.1
OG0000249	CP1_g38977_DN2_SP0_c.t1	XP_020888722.1, XP_020866080.1, XP_020884646.1, XP_020879887.1, XP_002887885.2, XP_020886219.1
OG0000250	CP11_g31916_DN3_SP0_c.t1, CP4_g25904_DN3_SP0_c.t1	XP_002870459.1
OG0000250	CP6_g7930_DN3_SP0_c.t1	XP_020876444.1
OG0000251	CP8_g53723_DN3_SP1_c.t1	XP_002866197.1
OG0000252	CP9_g29395_DN3_SP1_c.t1	XP_002887689.1
OG0000254	CP6_g7324_DN3_SP0_c.t1, CP6_g7323_DN3_SP0_c.t1	XP_020874808.1
OG0000254	CP6_g7328_DN3_SP0_c.t1, CP6_g7327_DN3_SP0_c.t1	XP_002870217.1
OG0000256	CP6_g7458_DN2_SP0_c.t1	XP_002885190.1
OG0000256	CP12_g30613_DN1_SP0_c.t1	XP_020886707.1, XP_020886709.1, XP_020886139.1
OG0000256	CP8_g52810_DN1_SP0_c.t1	XP_002885791.1, XP_002885792.1
OG0000257	CP9_g29228_DN3_SP3_c.t1	XP_002870484.1, XP_002887614.1, XP_020871178.1, XP_020891373.1
OG0000260	CP15_g34929_DN1_SP0_c.t1	XP_020872427.1, XP_002869292.1
OG0000260	CP5_g131_DN3_SP0_c.t1	XP_020872429.1
OG0000260	CP5_g1521_DN3_SP0_c.t1	XP_020873005.1, XP_020881315.1, XP_002862576.1
OG0000260	CP9_g29186_DN3_SP0_c.t1, CP1_g38019_DN3_SP0_c.t1	XP_002894061.1, XP_002894062.1
OG0000263	CP5_g2150_DN1_SP0_c.t1	XP_020887742.1, XP_020880631.1
OG0000265	CP12_g31752_DN3_SP0_c.t1, CP14_g22415_DN3_SP0_c.t1	XP_020883108.1, XP_020872622.1, XP_020877172.1, XP_020886446.1, XP_020876112.1, XP_020868906.1, XP_020870118.1, XP_020874153.1, XP_020886556.1, XP_020885910.1
OG0000266	CP8_g53329_DN3_SP0_c.t1	XP_002865985.2, XP_020867313.1
OG0000267	CP6_g8819_DN2_SP0_c.t1, CP35_g52032_DN1_SP0_c.t1	XP_020877498.1, XP_020872630.1, XP_020875735.1, XP_020885869.1, XP_020872318.1, XP_020872991.1, XP_020881424.1, XP_020890931.1, XP_020872390.1, XP_020868795.1, XP_020872178.1, XP_020872998.1, XP_020891338.1, XP_020876553.1, XP_020871242.1, XP_020872340.1, XP_020871360.1, XP_020874002.1, XP_020883547.1, XP_020866150.1, XP_020874940.1, XP_020871959.1
OG0000270	CP2_g50250_DN1_SP0_c.t1	XP_020890701.1
OG0000270	CP2_g48988_DN1_SP0_c.t1	XP_020890515.1
OG0000273	CP8_g53268_DN3_SP0_c.t1	XP_020878066.1, XP_020878710.1
OG0000273	CP8_g53335_DN3_SP0_c.t1	XP_020884916.1, XP_020884904.1, XP_020871340.1, XP_020878716.1, XP_020871336.1
OG0000273	CP8_g53332_DN3_SP0_c.t1	XP_020881848.1, XP_020886929.1, XP_002862372.2
OG0000276	CP15_g35590_DN3_SP0_c.t1, CP21_g11036_DN2_SP0_c.t1	XP_020887762.1, XP_020881628.1, XP_020878929.1, XP_020879276.1, XP_020876981.1, XP_020890967.1
OG0000276	CP14_g23830_DN3_SP0_c.t1, CP47_g21230_DN1_SP0_c.t1, CP47_g21257_DN2_SP0_c.t1	XP_020884761.1, XP_020873738.1, XP_020888557.1
OG0000276	CP6_g8131_DN3_SP0_c.t1	XP_020868390.1
OG0000277	CP7_g45772_DN3_SP5_c.t1	XP_020891062.1
OG0000279	CP13_g20077_DN3_SP0_c.t1, CP14_g23425_DN3_SP0_c.t1, CP13_g20068_DN3_SP0_c.t1, CP13_g20073_DN3_SP0_c.t1	XP_020866105.1
OG0000279	CP13_g20066_DN3_SP0_c.t1, CP13_g20063_DN3_SP0_c.t1	XP_002865315.1, XP_020871068.1, XP_020880901.1, XP_020870359.1, XP_002865312.2, XP_020879319.1, XP_002865311.2
OG0000283	CP6_g8485_DN1_SP0_c.t1	XP_020891714.1
OG0000283	CP1_g39387_DN3_SP0_c.t1, CP6_g9546_DN2_SP0_c.t1	XP_020875272.1
OG0000285	CP11_g32106_DN3_SP0_c.t1	XP_020873335.1, XP_020881884.1, XP_020873355.1
OG0000286	CP10_g43042_DN1_SP0_c.t1	XP_020875162.1
OG0000288	CP16_g55647_DN2_SP0_c.t1	XP_020890803.1, XP_002885850.1, XP_020876120.1
OG0000292	CP9_g28808_DN2_SP0_c.t1, CP8_g54681_DN2_SP0_c.t1	XP_020890626.1
OG0000296	CP17_g5869_DN3_SP0_c.t1	XP_020871535.1, XP_020871085.1, XP_020871516.1, XP_020871467.1, XP_020871600.1, XP_020871468.1, XP_020871433.1, XP_020870866.1, XP_020879394.1
OG0000298	CP7_g44534_DN3_SP0_c.t1, CP7_g44533_DN3_SP0_c.t1, CP7_g44528_DN2_SP0_c.t1	XP_002891052.1
OG0000298	CP20_g4199_DN3_SP0_c.t1	XP_002880782.1
OG0000298	CP7_g44536_DN3_SP0_c.t1	XP_002891050.1
OG0000301	CP16_g55479_DN2_SP0_c.t1, CP16_g54831_DN3_SP0_c.t1, CP2_g49182_DN1_SP0_c.t1	XP_020884774.1
OG0000304	CP1_g38409_DN1_SP0_c.t1	XP_002878839.1, XP_020883542.1, XP_020885530.1
OG0000304	CP4_g24672_DN3_SP0_c.t1	XP_002881722.1
OG0000312	CP2_g50774_DN2_SP0_c.t1, CP17_g5829_DN3_SP0_c.t1, CP14_g23843_DN3_SP0_c.t1, CP9_g28015_DN3_SP0_c.t1, CP22_g17676_DN3_SP0_c.t1, CP13_g20557_DN3_SP0_c.t1, CP24_g46960_DN3_SP0_c.t1, CP9_g27969_DN3_SP0_c.t1, CP9_g27997_DN3_SP0_c.t1, CP2_g48197_DN1_SP0_c.t1, CP17_g5400_DN1_SP0_c.t1, CP75_g34147_DN3_SP0_c.t1, CP24_g47150_DN2_SP0_c.t1, CP6_g8502_DN3_SP0_c.t1, CP1_g39026_DN1_SP0_c.t1, CP3_g16807_DN1_SP0_c.t1	XP_020877328.1, XP_020890954.1, XP_020880748.1
OG0000313	CP11_g31933_DN3_SP0_c.t1	XP_020887580.1
OG0000314	CP29_g22076_DN3_SP0_c.t1	XP_020879586.1
OG0000315	CP2_g49319_DN3_SP0_c.t1, CP2_g49320_DN2_SP0_c.t1, CP2_g49323_DN2_SP0_c.t1, CP2_g49322_DN2_SP0_c.t1, CP2_g49317_DN2_SP0_c.t1, CP2_g49315_DN2_SP0_c.t1, CP2_g49313_DN2_SP0_c.t1, CP2_g49311_DN2_SP0_c.t1, CP2_g49324_DN3_SP0_c.t1, CP2_g49308_DN3_SP0_c.t1, CP2_g49318_DN2_SP0_c.t1, CP2_g49309_DN2_SP0_c.t1, CP3_g13395_DN3_SP0_c.t1, CP19_g17927_DN2_SP0_c.t1, CP10_g43750_DN3_SP0_c.t1, CP10_g43755_DN3_SP0_c.t1, CP10_g43753_DN3_SP0_c.t1, CP10_g43751_DN3_SP0_c.t1, CP5_g1519_DN3_SP0_c.t1, CP19_g17922_DN3_SP0_c.t1, CP19_g17924_DN3_SP0_c.t1, CP19_g17925_DN3_SP0_c.t1, CP19_g17930_DN3_SP0_c.t1, CP19_g17929_DN3_SP0_c.t1, CP19_g17928_DN2_SP0_c.t1, CP2_g49218_DN3_SP0_c.t1, CP2_g49219_DN3_SP0_c.t1	XP_002878305.1
OG0000321	CP1_g38103_DN3_SP7_c.t1, CP1_g38104_DN3_SP7_c.t1	XP_020866713.1
OG0000321	CP8_g54349_DN3_SP5_c.t1	XP_020877543.1
OG0000323	CP5_g1415_DN3_SP0_c.t1	XP_020873004.1
OG0000325	CP1_g36601_DN3_SP8_c.t1	XP_002892239.1
OG0000325	CP4_g25441_DN3_SP8_c.t1	XP_020883979.1
OG0000325	CP1_g36600_DN3_SP7_c.t1	XP_002889523.1
OG0000325	CP4_g25440_DN3_SP0_c.t1	XP_020883981.1
OG0000328	CP22_g17722_DN3_SP0_c.t1	XP_020886039.1
OG0000328	CP22_g17721_DN1_SP0_c.t1, CP22_g17723_DN3_SP0_c.t1	XP_020886036.1
OG0000329	CP6_g7476_DN3_SP2_c.t1	XP_002870302.1
OG0000329	CP5_g1591_DN3_SP2_c.t1	XP_002870810.1, XP_002870811.1, XP_002870812.1, XP_002870813.1
OG0000330	CP9_g28926_DN2_SP0_c.t1	XP_002887461.1, XP_002887460.1, XP_002887463.1
OG0000331	CP11_g32138_DN3_SP0_c.t1	XP_020877038.1
OG0000331	CP1_g36812_DN3_SP0_c.t1	XP_020867795.1
OG0000331	CP12_g30079_DN2_SP0_c.t1	XP_020889164.1
OG0000336	CP2_g49689_DN3_SP0_c.t1, CP2_g49549_DN3_SP0_c.t1, CP2_g49694_DN3_SP0_c.t1, CP318_g3528_DN3_SP0_c.t1, CP2_g49696_DN3_SP0_c.t1, CP1_g37240_DN3_SP8_c.t1, CP1_g37250_DN3_SP0_c.t1	XP_002886727.1, XP_020870323.1, XP_002892517.1, XP_020868200.1
OG0000345	CP13_g20386_DN3_SP5_c.t1	XP_020877760.1, XP_020868529.1, XP_002865409.1
OG0000345	CP11_g32977_DN3_SP4_c.t1	XP_002873405.1
OG0000345	CP1_g36652_DN3_SP8_c.t1	XP_002892204.1
OG0000346	CP3_g14031_DN3_SP1_c.t1	XP_002876198.1
OG0000346	CP13_g19387_DN3_SP4_c.t1	XP_002876953.1
OG0000347	CP4_g24125_DN3_SP8_c.t1	XP_020885426.1
OG0000347	CP3_g13253_DN3_SP6_c.t1	XP_020881574.1
OG0000347	CP19_g18321_DN3_SP8_c.t1	XP_020873658.1
OG0000347	CP1_g36454_DN3_SP7_c.t1	XP_020869191.1
OG0000347	CP8_g54641_DN3_SP8_c.t1	XP_002872953.1
OG0000349	CP8_g53987_DN3_SP0_c.t1	XP_020871263.1, XP_020871259.1, XP_020871256.1, XP_020871262.1, XP_020871260.1
OG0000351	CP10_g43144_DN2_SP0_c.t1, CP19_g18198_DN1_SP0_c.t1	XP_020889440.1, XP_020887803.1
OG0000355	CP8_g54064_DN3_SP0_c.t1	XP_002864686.1
OG0000356	CP16_g55149_DN3_SP0_c.t1	XP_020883519.1
OG0000357	CP4_g25299_DN3_SP0_c.t1	XP_002879498.1
OG0000358	CP1_g38042_DN3_SP1_c.t1	XP_002891641.1, XP_002891287.1, XP_020866074.1
OG0000359	CP8_g53388_DN3_SP0_c.t1	XP_020866009.1
OG0000359	CP5_g1241_DN3_SP0_c.t1	XP_020875469.1
OG0000359	CP5_g1239_DN3_SP0_c.t1	XP_002869552.1
OG0000359	CP5_g1240_DN2_SP0_c.t1	XP_002869553.1
OG0000361	CP2_g50574_DN1_SP0_c.t1	XP_020881894.1
OG0000362	CP3_g15706_DN3_SP0_c.t1, CP3_g15691_DN3_SP0_c.t1	XP_020884558.1
OG0000363	CP7_g46446_DN3_SP1_c.t1	XP_020867799.1
OG0000363	CP16_g54939_DN3_SP0_c.t1	XP_020865762.1
OG0000364	CP13_g20114_DN3_SP0_c.t1	XP_020886529.1
OG0000364	CP4_g24666_DN2_SP0_c.t1	XP_002881726.1, XP_002879874.1, XP_002881728.1
OG0000365	CP7_g45280_DN3_SP0_c.t1	XP_002890663.1
OG0000365	CP6_g6777_DN3_SP0_c.t1, CP6_g6776_DN3_SP0_c.t1	XP_020874932.1
OG0000365	CP7_g45281_DN3_SP0_c.t1	XP_020868575.1, XP_020868574.1, XP_020868576.1, XP_002890659.1
OG0000367	CP9_g28612_DN3_SP0_c.t1	XP_020875683.1
OG0000368	CP10_g43551_DN3_SP0_c.t1	XP_002877501.1
OG0000368	CP3_g14737_DN3_SP0_c.t1	XP_020881922.1
OG0000368	CP3_g14733_DN3_SP0_c.t1	XP_020879738.1
OG0000369	CP20_g4172_DN3_SP0_c.t1, CP20_g4168_DN3_SP0_c.t1, CP6_g8949_DN3_SP0_c.t1, CP6_g7552_DN2_SP0_c.t1	XP_020871775.1, XP_020877424.1, XP_020872669.1, XP_020890208.1, XP_020877244.1, XP_020881008.1, XP_020890264.1
OG0000371	CP7_g44322_DN2_SP0_c.t1, CP1_g41317_DN1_SP0_c.t1	XP_020883142.1, XP_020869654.1
OG0000376	CP2_g49234_DN3_SP0_c.t1, CP2_g49233_DN3_SP6_c.t1	XP_020890100.1
OG0000379	CP13_g19606_DN2_SP0_c.t1, CP13_g19604_DN3_SP0_c.t1	XP_020891047.1
OG0000380	CP8_g53979_DN3_SP0_c.t1	XP_002866323.1, XP_020867728.1
OG0000380	CP8_g53999_DN2_SP0_c.t1, CP8_g54035_DN2_SP0_c.t1, CP8_g54042_DN3_SP0_c.t1, CP8_g54034_DN3_SP0_c.t1	XP_002866375.1, XP_002862953.1, XP_002864667.1
OG0000381	CP9_g29501_DN3_SP0_c.t1	XP_002889204.1
OG0000381	CP4_g25375_DN3_SP0_c.t1	XP_002879467.2
OG0000382	CP11_g32067_DN3_SP0_c.t1, CP11_g32066_DN3_SP0_c.t1	XP_002872840.1, XP_002872839.1, XP_020876136.1
OG0000383	CP7_g45415_DN1_SP0_c.t1, CP7_g45413_DN2_SP0_c.t1, CP7_g45411_DN1_SP0_c.t1, CP7_g45414_DN2_SP0_c.t1	XP_020870142.1
OG0000383	CP3_g13899_DN2_SP0_c.t1, CP3_g13900_DN3_SP0_c.t1, CP3_g13901_DN3_SP0_c.t1, CP3_g13909_DN2_SP0_c.t1	XP_020880743.1, XP_002877115.2, XP_002877989.2, XP_020879875.1
OG0000384	CP13_g19805_DN2_SP0_c.t1, CP13_g19804_DN3_SP0_c.t1, CP13_g19808_DN3_SP0_c.t1, CP13_g19801_DN2_SP0_c.t1	XP_002863380.1
OG0000385	CP5_g831_DN3_SP0_c.t1	XP_020875226.1, XP_020888292.1
OG0000388	CP2_g49021_DN2_SP0_c.t1, CP2_g49360_DN2_SP0_c.t1	XP_002864312.1, XP_020870195.1, XP_002872057.1
OG0000388	CP12_g30303_DN3_SP0_c.t1, CP12_g30264_DN3_SP0_c.t1	XP_002885786.1
OG0000390	CP7_g45551_DN2_SP1_c.t1	XP_002893223.1
