Orthogroup	Conringia_planisiliqua	Brassica_rapa
OG0000090	CP2_g50413_DN1_SP0_c.t1, CP12_g31050_DN2_SP0_c.t1, CP1_g40029_DN1_SP0_c.t1, CP3_g14975_DN3_SP0_c.t1, CP3_g16737_DN2_SP0_c.t1, CP1_g38486_DN2_SP0_c.t1	XP_033147237.1
OG0000095	CP16_g55090_DN3_SP0_c.t1	XP_033146353.1, XP_033146352.1
OG0000095	CP16_g55165_DN2_SP0_c.t1	XP_009151921.1, XP_009133951.1
OG0000095	CP16_g55163_DN2_SP0_c.t1	XP_033145265.1
OG0000096	CP12_g30984_DN3_SP0_c.t1, CP12_g30986_DN3_SP0_c.t1, CP12_g30930_DN3_SP0_c.t1	XP_009136113.1
OG0000096	CP6_g7572_DN1_SP0_c.t1	XP_033146796.1, XP_009126084.3, XP_033130384.1
OG0000100	CP2_g49326_DN3_SP0_c.t1	XP_009113265.2
OG0000100	CP2_g48891_DN3_SP0_c.t1	XP_009140612.2, XP_018509586.1, XP_018513710.2
OG0000100	CP2_g48894_DN3_SP0_c.t1	XP_009112782.1
OG0000101	CP22_g17341_DN3_SP0_c.t1	XP_009108043.1, XP_033129024.1, XP_033129539.1, XP_033135654.1, XP_009123725.2, XP_033143361.1, XP_033133927.1, XP_033145957.1, XP_033146383.1, XP_033140589.1, XP_033145942.1, XP_033134398.1, XP_033133647.1, XP_033135195.1
OG0000102	CP5_g1424_DN3_SP0_c.t1	XP_009140229.1
OG0000105	CP12_g31635_DN1_SP0_c.t1	XP_009144642.1
OG0000107	CP7_g44362_DN3_SP0_c.t1, CP7_g44349_DN3_SP0_c.t1	XP_033131954.1, XP_009113964.1
OG0000107	CP6_g8709_DN3_SP0_c.t1	XP_009145683.1
OG0000111	CP5_g1915_DN1_SP0_c.t1, CP5_g1912_DN2_SP0_c.t1, CP5_g1908_DN2_SP0_c.t1, CP5_g1919_DN2_SP0_c.t1, CP5_g1886_DN2_SP0_c.t1, CP5_g1935_DN3_SP0_c.t1, CP94_g6400_DN3_SP0_c.t1, CP5_g1897_DN2_SP0_c.t1, CP5_g1895_DN2_SP0_c.t1, CP5_g1905_DN3_SP0_c.t1	XP_009102969.1, XP_009104069.1, XP_009121559.1, XP_009119630.1, XP_009116825.1
OG0000114	CP1_g39948_DN1_SP0_c.t1, CP1_g40795_DN2_SP0_c.t1, CP9_g27816_DN2_SP0_c.t1, CP17_g5831_DN3_SP0_c.t1, CP3_g15173_DN3_SP0_c.t1, CP13_g20753_DN3_SP0_c.t1, CP22_g17669_DN1_SP0_c.t1, CP3_g14115_DN3_SP0_c.t1, CP74_g56236_DN3_SP0_c.t1, CP95_g12691_DN3_SP0_c.t1, CP3_g14116_DN1_SP0_c.t1, CP22_g17668_DN1_SP0_c.t1, CP8_g52209_DN3_SP0_c.t1, CP18_g12092_DN3_SP0_c.t1, CP12_g30982_DN3_SP0_c.t1, CP7_g44473_DN2_SP0_c.t1, CP8_g52212_DN3_SP0_c.t1, CP17_g6028_DN3_SP0_c.t1, CP20_g4238_DN3_SP0_c.t1, CP7_g44474_DN2_SP0_c.t1, CP9_g27817_DN2_SP0_c.t1	XP_033145921.1
OG0000114	CP18_g11868_DN3_SP0_c.t1, CP9_g27995_DN3_SP0_c.t1, CP75_g34149_DN3_SP0_c.t1, CP9_g27968_DN2_SP0_c.t1, CP9_g27996_DN3_SP0_c.t1, CP9_g28014_DN3_SP0_c.t1, CP9_g27949_DN3_SP0_c.t1, CP13_g20558_DN3_SP0_c.t1, CP18_g12093_DN3_SP0_c.t1, CP5_g2512_DN3_SP0_c.t1, CP8_g52210_DN3_SP0_c.t1, CP22_g17667_DN2_SP0_c.t1, CP12_g30983_DN3_SP0_c.t1, CP14_g23380_DN2_SP0_c.t1	XP_033146920.1, XP_033138821.1, XP_033144705.1, XP_033136660.1, XP_033148327.1, XP_033148341.1
OG0000114	CP43_g41590_DN3_SP0_c.t1, CP1_g39028_DN2_SP0_c.t1, CP3_g16808_DN3_SP0_c.t1, CP7_g44107_DN1_SP0_c.t1, CP36_g50968_DN2_SP0_c.t1	XP_033131686.1, XP_009108265.2, XP_033147440.1, XP_033141372.1, XP_033148004.1, XP_033136016.1, XP_033136764.1, XP_009123419.2
OG0000115	CP29_g22137_DN2_SP0_c.t1	XP_009133161.1
OG0000115	CP6_g9543_DN2_SP0_c.t1	XP_033143891.1
OG0000115	CP15_g35157_DN2_SP0_c.t1	XP_009102138.1
OG0000116	CP59_g6663_DN3_SP0_c.t1, CP44_g20908_DN3_SP0_c.t1, CP18_g12569_DN3_SP0_c.t1	XP_033143201.1, XP_009115039.1, XP_009137034.2, XP_033132498.1, XP_033135118.1, XP_033134167.1, XP_009134460.2, XP_009122979.1, XP_033135204.1, XP_033137857.1, XP_018510163.1, XP_018509848.2, XP_018511518.1, XP_018512844.2, XP_033134594.1
OG0000116	CP27_g41773_DN3_SP0_c.t1	XP_009123307.1
OG0000116	CP14_g23531_DN3_SP0_c.t1, CP27_g41691_DN3_SP0_c.t1	XP_009115537.1
OG0000117	CP7_g45432_DN3_SP0_c.t1	XP_033135734.1, XP_009115048.1, XP_009115516.1
OG0000117	CP7_g45419_DN3_SP0_c.t1	XP_033130333.1
OG0000117	CP7_g45418_DN3_SP0_c.t1	XP_033132544.1, XP_033132543.1, XP_009110093.1, XP_033132540.1, XP_009112003.1
OG0000118	CP7_g45449_DN2_SP0_c.t1	XP_033143226.1
OG0000119	CP8_g53726_DN3_SP0_c.t1	XP_009126896.3, XP_018511917.2
OG0000120	CP22_g17665_DN2_SP0_c.t1	XP_009101979.1
OG0000120	CP12_g30973_DN2_SP0_c.t1, CP13_g20755_DN2_SP0_c.t1, CP8_g52207_DN3_SP0_c.t1, CP18_g12086_DN1_SP0_c.t1, CP1_g40798_DN1_SP0_c.t1	XP_033143378.1, XP_033128667.1, XP_033148285.1, XP_033143377.1, XP_033148306.1, XP_033146924.1, XP_033148321.1
OG0000121	CP12_g31136_DN1_SP0_c.t1, CP17_g5913_DN2_SP0_c.t1, CP17_g5918_DN2_SP0_c.t1	XP_033141060.1
OG0000122	CP8_g53628_DN3_SP0_c.t1	XP_033139826.1, XP_033139827.1
OG0000122	CP8_g53621_DN3_SP0_c.t1, CP8_g53620_DN3_SP0_c.t1	XP_009132310.1, XP_033144567.1
OG0000122	CP8_g53627_DN3_SP0_c.t1	XP_033139821.1
OG0000124	CP92_g51792_DN1_SP0_c.t1, CP6_g8263_DN1_SP0_c.t1, CP14_g23406_DN1_SP0_c.t1, CP5_g3274_DN3_SP0_c.t1, CP16_g55714_DN1_SP0_c.t1, CP18_g12101_DN3_SP0_c.t1	XP_009145189.1
OG0000124	CP14_g23405_DN1_SP0_c.t1	XP_033139475.1, XP_009150285.1, XP_033144074.1, XP_009103633.1, XP_009139448.1, XP_009144927.1, XP_033128191.1, XP_033146613.1, XP_009144615.1
OG0000126	CP4_g26270_DN2_SP0_c.t1	XP_033134231.1
OG0000127	CP8_g54114_DN3_SP0_c.t1	XP_009120626.1, XP_009131894.1
OG0000127	CP4_g24986_DN3_SP0_c.t1	XP_009103877.2
OG0000127	CP3_g13990_DN2_SP0_c.t1	XP_009116061.1
OG0000127	CP3_g14838_DN3_SP0_c.t1, CP8_g54018_DN3_SP0_c.t1	XP_009120513.1
OG0000127	CP4_g25869_DN3_SP0_c.t1	XP_009140934.1, XP_009103710.2
OG0000128	CP3_g13458_DN3_SP0_c.t1	XP_009104193.2
OG0000129	CP10_g42426_DN3_SP0_c.t1	XP_033146831.1, XP_033146830.1
OG0000129	CP9_g27597_DN3_SP0_c.t1, CP10_g43808_DN3_SP0_c.t1	XP_009127389.1
OG0000129	CP2_g48114_DN3_SP0_c.t1	XP_009130179.2, XP_009130183.1
OG0000130	CP6_g9750_DN1_SP0_c.t1, CP1_g38598_DN2_SP0_c.t1	XP_009124883.1
OG0000130	CP6_g8046_DN2_SP0_c.t1	XP_033147807.1
OG0000130	CP2_g49700_DN3_SP0_c.t1	XP_033138416.1
OG0000134	CP12_g31654_DN3_SP0_c.t1	XP_018508210.2
OG0000136	CP18_g12237_DN1_SP0_c.t1, CP20_g4089_DN2_SP0_c.t1, CP5_g3095_DN2_SP0_c.t1	XP_033133938.1
OG0000136	CP3_g15023_DN1_SP0_c.t1, CP3_g15027_DN2_SP0_c.t1	XP_009152176.2
OG0000136	CP3_g16058_DN2_SP0_c.t1	XP_033134355.1, XP_033145713.1, XP_033145714.1, XP_033129331.1
OG0000136	CP5_g1511_DN1_SP0_c.t1	XP_033143311.1
OG0000137	CP29_g22095_DN2_SP0_c.t1	XP_009127057.1
OG0000140	CP2_g49134_DN3_SP0_c.t1, CP14_g23074_DN2_SP0_c.t1, CP5_g2106_DN1_SP0_c.t1, CP5_g2107_DN2_SP0_c.t1	XP_009145081.1
OG0000140	CP12_g31264_DN1_SP0_c.t1, CP12_g31008_DN1_SP0_c.t1	XP_009114858.1
OG0000141	CP1_g37532_DN1_SP0_c.t1	XP_033133736.1
OG0000141	CP1_g37531_DN2_SP0_c.t1	XP_033135443.1
OG0000141	CP1_g37530_DN3_SP0_c.t1	XP_018510931.2
OG0000141	CP2_g49230_DN2_SP0_c.t1	XP_009103983.2
OG0000148	CP1_g38394_DN3_SP0_c.t1	XP_033136081.1, XP_009145753.1, XP_009113058.1, XP_009124318.1, XP_033144403.1, XP_009132885.2
OG0000148	CP16_g55147_DN3_SP0_c.t1, CP7_g44768_DN1_SP0_c.t1	XP_033129328.1
OG0000148	CP7_g45047_DN1_SP0_c.t1	XP_033135481.1
OG0000148	CP1_g38033_DN1_SP0_c.t1	XP_033129846.1
OG0000150	CP15_g34449_DN2_SP0_c.t1	XP_033130754.1, XP_033146982.1, XP_033141929.1, XP_033139048.1, XP_033139149.1, XP_033139478.1, XP_033139494.1, XP_033139194.1, XP_033139164.1, XP_033138880.1, XP_033139010.1, XP_033139244.1, XP_033138885.1
OG0000154	CP1_g38037_DN3_SP0_c.t1	XP_033129843.1
OG0000154	CP6_g7266_DN3_SP0_c.t1	XP_009107881.1
OG0000154	CP1_g38028_DN2_SP0_c.t1	XP_033128714.1
OG0000154	CP1_g37974_DN3_SP0_c.t1	XP_033132399.1, XP_033128688.1, XP_033128693.1
OG0000155	CP10_g43760_DN1_SP0_c.t1	XP_033145232.1
OG0000155	CP6_g9735_DN1_SP0_c.t1	XP_033143356.1
OG0000155	CP14_g23761_DN2_SP0_c.t1	XP_033148580.1
OG0000157	CP3_g13734_DN3_SP0_c.t1	XP_033130702.1
OG0000159	CP18_g11530_DN3_SP0_c.t1, CP10_g43905_DN3_SP0_c.t1, CP30_g10024_DN3_SP0_c.t1, CP1_g38892_DN3_SP0_c.t1	XP_033134137.1
OG0000159	CP21_g10968_DN3_SP0_c.t1, CP6_g8815_DN3_SP0_c.t1, CP10_g44074_DN3_SP0_c.t1	XP_033130755.1, XP_033139533.1, XP_009115089.3, XP_033137203.1, XP_033128569.1, XP_033147093.1
OG0000160	CP10_g43624_DN3_SP8_c.t1	XP_009112568.1, XP_009102205.2
OG0000160	CP5_g984_DN3_SP8_c.t1	XP_009109000.1
OG0000160	CP8_g53733_DN3_SP8_c.t1	XP_033141904.1, XP_009120261.2
OG0000160	CP17_g5850_DN3_SP8_c.t1	XP_018513014.1
OG0000160	CP9_g29643_DN3_SP8_c.t1	XP_018508569.2, XP_009106729.2
OG0000160	CP16_g55126_DN3_SP8_c.t1	XP_009117122.1
OG0000161	CP2_g49800_DN1_SP0_c.t1	XP_033133352.1, XP_009117684.2, XP_033137116.1, XP_009138128.2, XP_018515327.2, XP_033135265.1, XP_009144129.1, XP_033138000.1, XP_033143489.1
OG0000162	CP4_g25433_DN2_SP0_c.t1	XP_009132915.1
OG0000162	CP4_g25434_DN2_SP0_c.t1	XP_009143883.1
OG0000163	CP26_g51269_DN2_SP0_c.t1	XP_033139285.1, XP_033146254.1, XP_009108251.2, XP_033131804.1, XP_033131809.1
OG0000163	CP14_g22654_DN2_SP0_c.t1	XP_033146993.1, XP_033139051.1, XP_033143261.1, XP_009116255.2, XP_033131808.1, XP_009123338.2, XP_009113507.1, XP_033129441.1, XP_033133991.1, XP_033147620.1, XP_033134223.1, XP_033131108.1, XP_033139571.1, XP_033129945.1, XP_033143385.1
OG0000164	CP35_g52063_DN2_SP0_c.t1, CP5_g3147_DN2_SP0_c.t1, CP5_g3037_DN1_SP0_c.t1	XP_033145169.1
OG0000164	CP35_g52064_DN1_SP0_c.t1, CP15_g35652_DN2_SP0_c.t1, CP28_g34015_DN2_SP0_c.t1, CP17_g5684_DN1_SP0_c.t1, CP18_g11984_DN2_SP0_c.t1	XP_033134250.1, XP_033131895.1, XP_033133921.1, XP_033138766.1, XP_033138936.1
OG0000166	CP16_g55347_DN1_SP0_c.t1	XP_009140600.1
OG0000167	CP12_g30688_DN2_SP0_c.t1	XP_009108226.2, XP_033142187.1, XP_009146095.2, XP_009146097.1, XP_033131842.1
OG0000171	CP8_g53294_DN3_SP8_c.t1	XP_009119874.1
OG0000171	CP13_g19098_DN3_SP8_c.t1	XP_009112891.1
OG0000171	CP10_g43893_DN3_SP8_c.t1	XP_009121200.1
OG0000171	CP8_g53599_DN3_SP8_c.t1	XP_018512593.2
OG0000171	CP10_g42832_DN3_SP8_c.t1	XP_009123804.1, XP_009146989.1, XP_009135093.1
OG0000171	CP5_g1205_DN3_SP7_c.t1	XP_009109116.1, XP_009144093.1
OG0000172	CP5_g2025_DN2_SP0_c.t1	XP_033148633.1
OG0000173	CP5_g175_DN2_SP0_c.t1	XP_009109432.1
OG0000174	CP8_g52236_DN2_SP0_c.t1, CP29_g21958_DN3_SP0_c.t1, CP45_g22359_DN3_SP0_c.t1, CP8_g52687_DN2_SP0_c.t1, CP8_g54530_DN3_SP0_c.t1, CP5_g1847_DN2_SP0_c.t1	XP_009107416.1
OG0000175	CP9_g28660_DN3_SP6_c.t1, CP7_g45435_DN3_SP8_c.t1	XP_033134622.1, XP_009103171.1, XP_009127800.1
OG0000175	CP2_g47507_DN3_SP0_c.t1	XP_033130273.1, XP_009110099.1
OG0000175	CP11_g32500_DN3_SP8_c.t1	XP_033137829.1
OG0000175	CP2_g49264_DN3_SP7_c.t1	XP_009113207.1
OG0000175	CP4_g24004_DN3_SP6_c.t1, CP3_g13159_DN3_SP8_c.t1	XP_033146739.1
OG0000177	CP7_g45651_DN3_SP1_c.t1	XP_009103301.1
OG0000177	CP9_g29342_DN3_SP0_c.t1	XP_009124585.1, XP_033147925.1
OG0000178	CP11_g31843_DN3_SP0_c.t1	XP_009114346.2, XP_009134304.1, XP_033142043.1, XP_033142131.1, XP_033136829.1, XP_009134308.2
OG0000179	CP2_g49418_DN3_SP0_c.t1	XP_033136172.1
OG0000179	CP2_g49351_DN3_SP0_c.t1	XP_009103149.1
OG0000179	CP2_g49350_DN3_SP0_c.t1	XP_009113276.1
OG0000179	CP8_g52789_DN3_SP0_c.t1	XP_033137182.1
OG0000179	CP2_g49380_DN3_SP0_c.t1	XP_033143525.1
OG0000180	CP28_g33944_DN1_SP0_c.t1, CP5_g3237_DN2_SP0_c.t1, CP44_g20925_DN1_SP0_c.t1, CP18_g12550_DN3_SP0_c.t1, CP1_g38903_DN2_SP0_c.t1, CP13_g20494_DN2_SP0_c.t1, CP21_g11162_DN2_SP0_c.t1, CP6_g8605_DN3_SP0_c.t1, CP6_g9658_DN1_SP0_c.t1, CP103_g21017_DN2_SP0_c.t1, CP102_g10412_DN3_SP0_c.t1, CP3_g15919_DN2_SP0_c.t1, CP14_g23667_DN1_SP0_c.t1, CP98_g41596_DN2_SP0_c.t1, CP61_g51971_DN3_SP0_c.t1, CP219_g10346_DN1_SP0_c.t1, CP1_g40150_DN1_SP0_c.t1, CP15_g36070_DN3_SP0_c.t1, CP1_g41351_DN3_SP0_c.t1, CP30_g10048_DN3_SP0_c.t1, CP1_g38786_DN3_SP0_c.t1, CP2_g49626_DN2_SP0_c.t1, CP13_g20814_DN2_SP0_c.t1, CP5_g2192_DN2_SP0_c.t1, CP6_g8300_DN2_SP0_c.t1, CP13_g20692_DN2_SP0_c.t1, CP8_g52463_DN2_SP0_c.t1, CP17_g6259_DN1_SP0_c.t1, CP12_g31173_DN1_SP0_c.t1, CP56_g20969_DN1_SP0_c.t1, CP5_g2180_DN3_SP0_c.t1, CP29_g22004_DN2_SP0_c.t1, CP31_g46750_DN3_SP0_c.t1, CP9_g28009_DN3_SP0_c.t1, CP25_g55793_DN1_SP0_c.t1, CP13_g20682_DN2_SP0_c.t1, CP17_g5111_DN2_SP0_c.t1, CP16_g55447_DN2_SP0_c.t1, CP22_g17083_DN2_SP0_c.t1, CP7_g44311_DN2_SP0_c.t1, CP1_g39990_DN2_SP0_c.t1, CP16_g55628_DN2_SP0_c.t1, CP1_g38421_DN1_SP0_c.t1, CP25_g55853_DN2_SP0_c.t1, CP3_g15295_DN2_SP0_c.t1, CP5_g2205_DN2_SP0_c.t1, CP6_g9050_DN1_SP0_c.t1, CP9_g27989_DN1_SP0_c.t1, CP8_g53078_DN3_SP0_c.t1, CP6_g9303_DN1_SP0_c.t1, CP28_g33999_DN2_SP0_c.t1, CP14_g23458_DN2_SP0_c.t1, CP12_g31079_DN3_SP0_c.t1, CP14_g23534_DN3_SP0_c.t1, CP14_g22691_DN2_SP0_c.t1, CP18_g11999_DN2_SP0_c.t1, CP1_g41238_DN1_SP0_c.t1, CP14_g23435_DN1_SP0_c.t1, CP5_g3429_DN1_SP0_c.t1, CP2_g49592_DN1_SP0_c.t1, CP12_g31560_DN2_SP0_c.t1, CP4_g26448_DN1_SP0_c.t1, CP74_g56256_DN1_SP0_c.t1, CP3_g15727_DN3_SP0_c.t1, CP28_g33947_DN2_SP0_c.t1, CP9_g27614_DN2_SP0_c.t1, CP27_g41846_DN3_SP0_c.t1, CP12_g31708_DN1_SP0_c.t1, CP6_g7775_DN1_SP0_c.t1, CP3_g15920_DN1_SP0_c.t1, CP3_g15073_DN2_SP0_c.t1, CP2_g49591_DN1_SP0_c.t1, CP8_g52997_DN2_SP0_c.t1, CP28_g33945_DN2_SP0_c.t1, CP9_g27470_DN2_SP0_c.t1, CP4_g26169_DN1_SP0_c.t1, CP15_g35168_DN2_SP0_c.t1, CP8_g53079_DN2_SP0_c.t1, CP3_g15921_DN2_SP0_c.t1, CP9_g28008_DN2_SP0_c.t1, CP219_g10345_DN2_SP0_c.t1, CP31_g46749_DN2_SP0_c.t1, CP28_g33998_DN2_SP0_c.t1, CP25_g55854_DN2_SP0_c.t1, CP2_g49639_DN2_SP0_c.t1, CP12_g31559_DN1_SP0_c.t1, CP14_g22690_DN1_SP0_c.t1, CP7_g44310_DN2_SP0_c.t1, CP25_g55861_DN2_SP0_c.t1, CP1_g38422_DN3_SP0_c.t1, CP1_g39989_DN1_SP0_c.t1, CP3_g15294_DN1_SP0_c.t1, CP22_g17084_DN1_SP0_c.t1, CP6_g9304_DN1_SP0_c.t1, CP17_g6258_DN1_SP0_c.t1, CP86_g50927_DN1_SP0_p.t1, CP13_g20681_DN2_SP0_c.t1, CP6_g8301_DN1_SP0_c.t1, CP1_g40149_DN1_SP0_c.t1, CP15_g35110_DN1_SP0_c.t1, CP1_g40172_DN1_SP0_c.t1, CP5_g2191_DN2_SP0_c.t1, CP2_g49625_DN1_SP0_c.t1, CP74_g56255_DN2_SP0_c.t1, CP12_g31224_DN1_SP0_c.t1, CP4_g26712_DN2_SP0_c.t1, CP15_g35111_DN1_SP0_c.t1, CP15_g35750_DN3_SP0_c.t1, CP1_g40173_DN2_SP0_c.t1, CP14_g23535_DN2_SP0_c.t1, CP1_g41352_DN1_SP0_c.t1, CP25_g55792_DN1_SP0_c.t1, CP21_g10916_DN3_SP0_c.t1, CP6_g9657_DN3_SP0_c.t1, CP1_g41099_DN2_SP0_c.t1, CP17_g5110_DN2_SP0_c.t1, CP6_g8607_DN3_SP0_c.t1, CP12_g31080_DN3_SP0_c.t1, CP3_g16123_DN2_SP0_c.t1, CP1_g38787_DN2_SP0_c.t1, CP1_g38839_DN2_SP0_c.t1, CP4_g26447_DN1_SP0_c.t1, CP15_g36071_DN3_SP0_c.t1, CP105_g27083_DN2_SP0_c.t1, CP6_g9049_DN1_SP0_c.t1, CP6_g8833_DN1_SP0_c.t1, CP16_g55446_DN1_SP0_c.t1, CP24_g46952_DN1_SP0_c.t1, CP8_g52464_DN2_SP0_c.t1, CP14_g23885_DN1_SP0_c.t1, CP56_g20970_DN1_SP0_c.t1, CP12_g31172_DN1_SP0_c.t1, CP30_g10049_DN1_SP0_c.t1, CP13_g20813_DN1_SP0_c.t1, CP29_g22003_DN2_SP0_c.t1, CP3_g15376_DN2_SP0_c.t1, CP1_g41237_DN3_SP0_c.t1, CP20_g3851_DN3_SP0_c.t1	XP_033145681.1, XP_033145911.1
OG0000182	CP2_g49578_DN1_SP0_c.t1, CP2_g49614_DN3_SP0_c.t1, CP2_g49646_DN3_SP0_c.t1, CP2_g49644_DN1_SP0_c.t1, CP2_g49608_DN3_SP0_c.t1, CP2_g49613_DN3_SP0_c.t1, CP2_g49661_DN3_SP0_c.t1, CP2_g49587_DN3_SP0_c.t1, CP2_g49636_DN3_SP0_c.t1, CP2_g49621_DN3_SP0_c.t1, CP2_g49634_DN3_SP0_c.t1, CP2_g50398_DN2_SP0_c.t1, CP2_g49580_DN2_SP0_c.t1, CP2_g49619_DN3_SP0_c.t1, CP2_g49585_DN2_SP0_c.t1	XP_009116715.2, XP_009116718.1
OG0000182	CP2_g49579_DN2_SP0_c.t1	XP_009116717.1
OG0000183	CP5_g1726_DN3_SP8_c.t1	XP_009105204.1
OG0000183	CP4_g24609_DN3_SP8_c.t1	XP_009139073.1
OG0000183	CP8_g54208_DN3_SP5_c.t1, CP3_g15618_DN3_SP5_c.t1	XP_009131839.1, XP_009103571.1, XP_009120715.2, XP_033128873.1, XP_009126509.1
OG0000183	CP4_g26440_DN3_SP8_c.t1	XP_009140755.1
OG0000187	CP16_g54798_DN3_SP0_c.t1, CP16_g54796_DN2_SP0_c.t1	XP_033145257.1, XP_009140423.1
OG0000187	CP16_g54873_DN2_SP0_c.t1	XP_018509959.2, XP_009117373.1
OG0000189	CP10_g43894_DN3_SP5_c.t1	XP_009136330.1
OG0000189	CP5_g509_DN3_SP8_c.t1	XP_009107160.1
OG0000189	CP7_g45756_DN3_SP8_c.t1	XP_009110241.1
OG0000191	CP18_g12258_DN3_SP0_c.t1	XP_009114469.1, XP_009135913.1
OG0000191	CP20_g4066_DN2_SP0_c.t1, CP56_g20992_DN1_SP0_c.t1	XP_033133384.1, XP_033131339.1, XP_009110851.3, XP_033133909.1, XP_009123000.1, XP_033138772.1, XP_009114814.1, XP_018509101.1, XP_018509033.1, XP_033134390.1, XP_009138632.1, XP_009110955.2, XP_009138088.1
OG0000192	CP1_g37670_DN3_SP0_c.t1, CP2_g49912_DN3_SP0_c.t1	XP_009105445.1, XP_009110577.1, XP_009105059.1
OG0000192	CP19_g18011_DN3_SP0_c.t1	XP_009142142.1
OG0000193	CP3_g15012_DN3_SP0_c.t1, CP3_g15010_DN3_SP0_c.t1, CP3_g15011_DN3_SP0_c.t1	XP_033134338.1, XP_033147866.1
OG0000194	CP1_g39916_DN2_SP0_c.t1	XP_033147366.1, XP_033131815.1, XP_033139172.1, XP_009123785.2
OG0000197	CP6_g6857_DN3_SP0_c.t1	XP_033133256.1
OG0000197	CP6_g6856_DN2_SP0_c.t1	XP_009108433.1
OG0000197	CP1_g38811_DN2_SP0_c.t1, CP1_g38769_DN2_SP0_c.t1, CP1_g38820_DN1_SP0_c.t1	XP_033138466.1
OG0000198	CP13_g19662_DN3_SP0_c.t1, CP13_g19663_DN3_SP3_c.t1	XP_009101339.1
OG0000198	CP13_g19661_DN2_SP8_c.t1	XP_009129226.1
OG0000198	CP1_g37803_DN3_SP1_c.t1	XP_009148880.1
OG0000198	CP1_g37802_DN3_SP1_c.t1	XP_009117861.2
OG0000198	CP19_g18287_DN3_SP0_c.t1	XP_009137379.1
OG0000199	CP5_g930_DN3_SP0_c.t1	XP_009127652.1, XP_009108973.2, XP_009102300.2, XP_009108976.2
OG0000203	CP3_g13516_DN3_SP0_c.t1	XP_009104130.1
OG0000203	CP3_g13515_DN3_SP0_c.t1	XP_009138966.1, XP_009138965.1
OG0000205	CP1_g41140_DN2_SP0_c.t1	XP_033131805.1, XP_033131844.1, XP_033128516.1, XP_033138985.1
OG0000209	CP1_g37296_DN2_SP0_c.t1, CP1_g37302_DN2_SP0_c.t1	XP_033134010.1
OG0000210	CP16_g55105_DN3_SP0_c.t1	XP_009104263.2
OG0000211	CP1_g40659_DN2_SP0_c.t1, CP15_g36035_DN1_SP0_c.t1, CP15_g35095_DN1_SP0_c.t1, CP20_g3834_DN1_SP0_c.t1	XP_033139360.1
OG0000211	CP6_g8844_DN2_SP0_c.t1	XP_033130945.1
OG0000214	CP18_g11616_DN1_SP0_c.t1	XP_033146217.1
OG0000214	CP29_g22119_DN2_SP0_c.t1	XP_033134336.1, XP_033146631.1, XP_033142562.1, XP_033148612.1, XP_033134369.1, XP_018514436.2
OG0000215	CP15_g35901_DN3_SP0_c.t1	XP_009144753.2, XP_033143272.1, XP_018514409.1, XP_033139809.1, XP_033144986.1, XP_033139775.1, XP_033142243.1
OG0000216	CP16_g55066_DN2_SP0_c.t1	XP_033134839.1, XP_009144491.1, XP_033142073.1, XP_033142074.1, XP_009102525.1, XP_009116349.1
OG0000217	CP6_g8032_DN3_SP0_c.t1	XP_018512352.2, XP_018515310.1, XP_033133963.1, XP_033144439.1, XP_033146243.1, XP_009106964.1, XP_033136204.1, XP_033142373.1, XP_009113896.2, XP_033134849.1, XP_033131294.1, XP_018509984.2, XP_033144119.1, XP_018515056.1, XP_033131935.1, XP_009140906.1, XP_033134205.1, XP_033139703.1, XP_033134433.1, XP_033129515.1, XP_033142279.1, XP_009115925.1, XP_033137293.1, XP_033135361.1, XP_033135163.1, XP_009102346.2, XP_033128410.1, XP_033139015.1, XP_033146174.1, XP_033146175.1, XP_009130020.2, XP_009102237.1, XP_018513055.1, XP_033148524.1, XP_033140413.1, XP_033140427.1, XP_009138163.1, XP_033132396.1, XP_033137006.1, XP_033143297.1, XP_033137024.1, XP_033146296.1, XP_033140874.1, XP_009129025.3, XP_033131450.1
