Orthogroup	Conringia_planisiliqua	Brassica_oleracea
OG0000076	CP8_g53270_DN3_SP0_c.t1	XP_013625990.1, XP_013601953.1, XP_013619488.1, XP_013587128.1, XP_013587126.1, XP_013627762.1, XP_013627931.1, XP_013625555.1, XP_013623638.1, XP_013626117.1
OG0000077	CP13_g20085_DN3_SP0_c.t1	XP_013613462.1
OG0000077	CP13_g20036_DN3_SP0_c.t1, CP13_g20034_DN3_SP0_c.t1	XP_013623925.1, XP_013617650.1
OG0000077	CP2_g49683_DN2_SP0_c.t1	XP_013630204.1
OG0000077	CP13_g19516_DN3_SP0_c.t1	XP_013594901.1
OG0000077	CP2_g49677_DN1_SP0_c.t1	XP_013586946.1
OG0000078	CP11_g32164_DN3_SP0_c.t1, CP11_g32172_DN3_SP0_c.t1	XP_013626189.1
OG0000078	CP11_g32169_DN3_SP0_c.t1, CP11_g32166_DN3_SP0_c.t1	XP_013621005.1
OG0000078	CP11_g32173_DN2_SP0_c.t1, CP11_g32163_DN2_SP0_c.t1	XP_013621464.1, XP_013616580.1, XP_013608597.1, XP_013608598.1, XP_013609575.1, XP_013609522.1
OG0000081	CP6_g7780_DN3_SP0_c.t1	XP_013628529.1
OG0000081	CP1_g40914_DN2_SP0_c.t1	XP_013607575.1
OG0000082	CP5_g1772_DN1_SP0_c.t1, CP8_g52192_DN2_SP0_c.t1, CP16_g55573_DN1_SP0_c.t1, CP20_g3822_DN2_SP0_c.t1	XP_013594797.1
OG0000082	CP2_g49995_DN3_SP0_c.t1	XP_013598864.1
OG0000082	CP18_g12600_DN2_SP0_c.t1	XP_013608417.1
OG0000082	CP24_g47338_DN2_SP0_c.t1	XP_013594607.1
OG0000082	CP9_g27552_DN2_SP0_c.t1	XP_013618832.1
OG0000083	CP66_g6455_DN1_SP0_c.t1, CP6_g7798_DN2_SP0_c.t1	XP_013632891.1, XP_013626727.1, XP_013608324.1
OG0000083	CP14_g23213_DN2_SP0_c.t1	XP_013615528.1, XP_013632421.1
OG0000083	CP14_g23271_DN2_SP0_c.t1	XP_013615154.1, XP_013639771.1
OG0000083	CP21_g10971_DN3_SP0_c.t1	XP_013633326.1
OG0000084	CP5_g3263_DN2_SP0_c.t1	XP_013617169.1
OG0000084	CP12_g31116_DN2_SP0_c.t1	XP_013637133.1
OG0000084	CP23_g21369_DN1_SP0_c.t1	XP_013598962.1
OG0000084	CP17_g5202_DN3_SP0_c.t1	XP_013614439.1
OG0000084	CP1_g40571_DN3_SP0_c.t1, CP3_g16299_DN1_SP0_c.t1, CP22_g17718_DN3_SP0_c.t1, CP15_g34661_DN2_SP0_c.t1	XP_013624725.1, XP_013594835.1
OG0000086	CP271_g11211_DN3_SP0_c.t1, CP45_g22371_DN3_SP0_c.t1, CP20_g3814_DN1_SP0_c.t1, CP45_g22369_DN3_SP0_c.t1, CP5_g1838_DN3_SP0_c.t1	XP_013635533.1
OG0000086	CP5_g1706_DN3_SP0_c.t1	XP_013589268.1
OG0000086	CP9_g28199_DN3_SP0_c.t1	XP_013590467.1
OG0000089	CP2_g48308_DN3_SP8_c.t1	XP_013598457.1
OG0000089	CP2_g48035_DN3_SP7_c.t1	XP_013629292.1, XP_013629087.1, XP_013629400.1
OG0000089	CP4_g25793_DN3_SP8_c.t1	XP_013637001.1, XP_013636732.1
OG0000089	CP11_g32707_DN3_SP8_c.t1	XP_013611442.1
OG0000089	CP13_g20168_DN3_SP8_c.t1	XP_013620476.1, XP_013612217.1, XP_013598244.1
OG0000089	CP4_g25265_DN3_SP6_c.t1	XP_013636563.1
OG0000089	CP9_g29223_DN3_SP8_c.t1	XP_013592047.1
OG0000090	CP1_g39499_DN1_SP0_c.t1, CP13_g20454_DN2_SP0_c.t1, CP3_g15710_DN2_SP0_c.t1, CP24_g47038_DN2_SP0_c.t1, CP12_g31527_DN3_SP0_c.t1	XP_013617680.1
OG0000090	CP12_g31417_DN2_SP0_c.t1	XP_013601350.1
OG0000090	CP50_g6562_DN1_SP0_c.t1, CP1_g39886_DN2_SP0_c.t1	XP_013583304.1, XP_013639396.1, XP_013589414.1, XP_013594235.1, XP_013631714.1, XP_013631210.1, XP_013609373.1
OG0000091	CP8_g52786_DN3_SP0_c.t1	XP_013612192.1
OG0000095	CP16_g55090_DN3_SP0_c.t1	XP_013635569.1
OG0000095	CP16_g55089_DN3_SP0_c.t1	XP_013637583.1
OG0000095	CP16_g55165_DN2_SP0_c.t1	XP_013596948.1, XP_013625121.1
OG0000096	CP12_g30984_DN3_SP0_c.t1, CP12_g30986_DN3_SP0_c.t1, CP12_g30930_DN3_SP0_c.t1	XP_013627644.1
OG0000096	CP6_g7572_DN1_SP0_c.t1	XP_013615720.1, XP_013594805.1, XP_013614972.1, XP_013615437.1, XP_013627729.1
OG0000097	CP29_g22155_DN1_SP0_c.t1	XP_013607815.1, XP_013624040.1
OG0000097	CP1_g40642_DN2_SP0_c.t1	XP_013624466.1, XP_013631439.1
OG0000100	CP2_g49326_DN3_SP0_c.t1	XP_013606369.1
OG0000100	CP2_g48891_DN3_SP0_c.t1	XP_013611228.1, XP_013611226.1, XP_013608605.1
OG0000100	CP2_g48894_DN3_SP0_c.t1	XP_013611728.1
OG0000101	CP22_g17341_DN3_SP0_c.t1	XP_013589176.1, XP_013589271.1, XP_013624507.1, XP_013617829.1, XP_013624934.1, XP_013610927.1, XP_013583311.1, XP_013632868.1, XP_013617801.1, XP_013610406.1, XP_013624005.1, XP_013619420.1, XP_013583402.1, XP_013589621.1, XP_013623791.1, XP_013589094.1, XP_013628656.1, XP_013617674.1, XP_013624184.1, XP_013613615.1, XP_013594545.1, XP_013624641.1, XP_013619135.1, XP_013589292.1, XP_013604948.1, XP_013632998.1, XP_013639602.1, XP_013617812.1, XP_013589208.1, XP_013633393.1, XP_013624245.1, XP_013608320.1, XP_013607798.1, XP_013624505.1, XP_013632493.1
OG0000102	CP5_g1424_DN3_SP0_c.t1	XP_013631333.1
OG0000105	CP12_g31635_DN1_SP0_c.t1	XP_013604666.1, XP_013590502.1, XP_013584232.1, XP_013624802.1, XP_013622332.1, XP_013635280.1
OG0000107	CP6_g8709_DN3_SP0_c.t1	XP_013638671.1
OG0000111	CP5_g1915_DN1_SP0_c.t1, CP5_g1912_DN2_SP0_c.t1, CP5_g1908_DN2_SP0_c.t1, CP5_g1919_DN2_SP0_c.t1, CP5_g1886_DN2_SP0_c.t1, CP5_g1935_DN3_SP0_c.t1, CP94_g6400_DN3_SP0_c.t1, CP5_g1897_DN2_SP0_c.t1, CP5_g1895_DN2_SP0_c.t1, CP5_g1905_DN3_SP0_c.t1	XP_013597065.1, XP_013591106.1, XP_013610702.1, XP_013624096.1, XP_013585759.1, XP_013603466.1
OG0000114	CP1_g39948_DN1_SP0_c.t1, CP1_g40795_DN2_SP0_c.t1, CP9_g27816_DN2_SP0_c.t1, CP17_g5831_DN3_SP0_c.t1, CP3_g15173_DN3_SP0_c.t1, CP13_g20753_DN3_SP0_c.t1, CP22_g17669_DN1_SP0_c.t1, CP3_g14115_DN3_SP0_c.t1, CP74_g56236_DN3_SP0_c.t1, CP95_g12691_DN3_SP0_c.t1, CP3_g14116_DN1_SP0_c.t1, CP22_g17668_DN1_SP0_c.t1, CP8_g52209_DN3_SP0_c.t1, CP18_g12092_DN3_SP0_c.t1, CP12_g30982_DN3_SP0_c.t1, CP7_g44473_DN2_SP0_c.t1, CP8_g52212_DN3_SP0_c.t1, CP17_g6028_DN3_SP0_c.t1, CP20_g4238_DN3_SP0_c.t1, CP7_g44474_DN2_SP0_c.t1, CP9_g27817_DN2_SP0_c.t1	XP_013594356.1
OG0000114	CP18_g11868_DN3_SP0_c.t1, CP9_g27995_DN3_SP0_c.t1, CP75_g34149_DN3_SP0_c.t1, CP9_g27968_DN2_SP0_c.t1, CP9_g27996_DN3_SP0_c.t1, CP9_g28014_DN3_SP0_c.t1, CP9_g27949_DN3_SP0_c.t1, CP13_g20558_DN3_SP0_c.t1, CP18_g12093_DN3_SP0_c.t1, CP5_g2512_DN3_SP0_c.t1, CP8_g52210_DN3_SP0_c.t1, CP22_g17667_DN2_SP0_c.t1, CP12_g30983_DN3_SP0_c.t1, CP14_g23380_DN2_SP0_c.t1	XP_013639277.1, XP_013632447.1, XP_013626985.1, XP_013614501.1, XP_013632702.1
OG0000114	CP2_g49797_DN1_SP0_c.t1	XP_013627948.1
OG0000114	CP43_g41590_DN3_SP0_c.t1, CP1_g39028_DN2_SP0_c.t1, CP3_g16808_DN3_SP0_c.t1, CP7_g44107_DN1_SP0_c.t1, CP36_g50968_DN2_SP0_c.t1	XP_013633405.1, XP_013624241.1, XP_013589657.1, XP_013589469.1, XP_013632515.1, XP_013633094.1, XP_013632993.1, XP_013624646.1
OG0000115	CP29_g22137_DN2_SP0_c.t1	XP_013594843.1, XP_013623916.1
OG0000115	CP4_g26131_DN2_SP0_c.t1	XP_013626716.1, XP_013617611.1, XP_013635437.1, XP_013614652.1
OG0000115	CP15_g35157_DN2_SP0_c.t1	XP_013639212.1, XP_013615106.1, XP_013624777.1, XP_013633277.1
OG0000115	CP29_g22135_DN2_SP0_c.t1	XP_013615506.1
OG0000115	CP4_g26088_DN2_SP0_c.t1	XP_013601394.1
OG0000116	CP59_g6663_DN3_SP0_c.t1, CP44_g20908_DN3_SP0_c.t1, CP18_g12569_DN3_SP0_c.t1	XP_013624699.1, XP_013614960.1, XP_013617705.1, XP_013624600.1, XP_013590002.1, XP_013624601.1, XP_013619242.1, XP_013610162.1, XP_013615166.1, XP_013617423.1, XP_013617165.1, XP_013637479.1, XP_013594379.1, XP_013594380.1, XP_013617424.1, XP_013584766.1, XP_013636250.1, XP_013626247.1, XP_013615167.1, XP_013615592.1, XP_013589668.1, XP_013594376.1
OG0000116	CP27_g41694_DN2_SP0_c.t1	XP_013595263.1
OG0000116	CP14_g23531_DN3_SP0_c.t1, CP27_g41691_DN3_SP0_c.t1	XP_013590735.1, XP_013613772.1, XP_013615531.1, XP_013611137.1, XP_013616308.1, XP_013635892.1
OG0000117	CP7_g45432_DN3_SP0_c.t1	XP_013603462.1, XP_013584900.1, XP_013586910.1
OG0000117	CP7_g45419_DN3_SP0_c.t1	XP_013596256.1
OG0000117	CP7_g45418_DN3_SP0_c.t1	XP_013600043.1, XP_013600044.1, XP_013600879.1, XP_013600539.1, XP_013600042.1, XP_013610363.1
OG0000118	CP7_g45449_DN2_SP0_c.t1	XP_013624158.1
OG0000119	CP8_g53726_DN3_SP0_c.t1	XP_013619977.1
OG0000120	CP6_g8636_DN1_SP0_c.t1	XP_013624773.1
OG0000120	CP3_g14120_DN3_SP0_c.t1, CP18_g12087_DN3_SP0_c.t1, CP95_g12689_DN3_SP0_c.t1, CP9_g27971_DN3_SP0_c.t1, CP13_g20555_DN3_SP0_c.t1, CP20_g4294_DN3_SP0_c.t1	XP_013624750.1, XP_013635458.1
OG0000120	CP12_g30973_DN2_SP0_c.t1, CP13_g20755_DN2_SP0_c.t1, CP8_g52207_DN3_SP0_c.t1, CP18_g12086_DN1_SP0_c.t1, CP1_g40798_DN1_SP0_c.t1	XP_013601325.1, XP_013613780.1, XP_013601221.1, XP_013617436.1, XP_013607983.1, XP_013589069.1, XP_013594701.1, XP_013617824.1, XP_013632703.1, XP_013633290.1
OG0000122	CP8_g53628_DN3_SP0_c.t1	XP_013623477.1, XP_013616987.1
OG0000122	CP8_g53621_DN3_SP0_c.t1, CP8_g53620_DN3_SP0_c.t1	XP_013627567.1, XP_013627609.1, XP_013623864.1
OG0000122	CP8_g53627_DN3_SP0_c.t1	XP_013620024.1
OG0000124	CP92_g51792_DN1_SP0_c.t1	XP_013592971.1, XP_013639063.1, XP_013596613.1, XP_013639511.1
OG0000124	CP6_g8263_DN1_SP0_c.t1, CP14_g23406_DN1_SP0_c.t1, CP5_g3274_DN3_SP0_c.t1, CP16_g55714_DN1_SP0_c.t1, CP18_g12101_DN3_SP0_c.t1	XP_013605989.1, XP_013615494.1
OG0000124	CP14_g23405_DN1_SP0_c.t1	XP_013630987.1, XP_013624674.1, XP_013599415.1, XP_013593825.1, XP_013583307.1, XP_013624397.1, XP_013624662.1, XP_013620971.1, XP_013591446.1, XP_013637635.1, XP_013607431.1, XP_013593566.1, XP_013635053.1, XP_013635795.1, XP_013614088.1, XP_013631416.1, XP_013619803.1, XP_013615105.1, XP_013617286.1, XP_013637750.1, XP_013599145.1, XP_013638220.1, XP_013594338.1, XP_013628588.1, XP_013594525.1, XP_013587564.1, XP_013636294.1, XP_013608176.1
OG0000124	CP5_g3062_DN1_SP0_c.t1	XP_013589782.1
OG0000126	CP4_g26271_DN2_SP0_c.t1	XP_013614845.1
OG0000127	CP8_g54114_DN3_SP0_c.t1	XP_013606602.1, XP_013625682.1
OG0000127	CP4_g24986_DN3_SP0_c.t1	XP_013589314.1
OG0000127	CP3_g13990_DN2_SP0_c.t1	XP_013636203.1
OG0000127	CP3_g14838_DN3_SP0_c.t1, CP8_g54018_DN3_SP0_c.t1	XP_013606787.1
OG0000127	CP4_g25869_DN3_SP0_c.t1	XP_013631825.1, XP_013622502.1
OG0000128	CP3_g13458_DN3_SP0_c.t1	XP_013592532.1
OG0000129	CP10_g42426_DN3_SP0_c.t1	XP_013584094.1
OG0000129	CP9_g27593_DN3_SP0_c.t1	XP_013616586.1
OG0000129	CP9_g27597_DN3_SP0_c.t1, CP10_g43808_DN3_SP0_c.t1	XP_013617087.1
OG0000129	CP2_g48114_DN3_SP0_c.t1	XP_013618060.1, XP_013620235.1
OG0000130	CP6_g7368_DN1_SP0_c.t1	XP_013624099.1
OG0000130	CP6_g9750_DN1_SP0_c.t1, CP1_g38598_DN2_SP0_c.t1	XP_013613741.1
OG0000134	CP12_g31654_DN3_SP0_c.t1	XP_013629019.1, XP_013586604.1
OG0000136	CP6_g9733_DN1_SP0_c.t1, CP20_g3889_DN1_SP0_c.t1	XP_013624671.1
OG0000136	CP3_g15023_DN1_SP0_c.t1, CP3_g15027_DN2_SP0_c.t1	XP_013615529.1
OG0000136	CP13_g20571_DN1_SP0_c.t1	XP_013608385.1
OG0000136	CP3_g16058_DN2_SP0_c.t1	XP_013615426.1, XP_013589300.1, XP_013583378.1, XP_013639223.1, XP_013624932.1, XP_013617210.1, XP_013601726.1, XP_013615318.1, XP_013615240.1, XP_013583257.1, XP_013617020.1
OG0000136	CP10_g44056_DN3_SP0_c.t1	XP_013601663.1, XP_013616969.1, XP_013616914.1, XP_013617174.1, XP_013617452.1
OG0000136	CP5_g1511_DN1_SP0_c.t1	XP_013594634.1, XP_013623488.1
OG0000136	CP29_g21977_DN2_SP0_c.t1	XP_013623443.1, XP_013601510.1, XP_013624208.1
OG0000136	CP3_g14774_DN2_SP0_c.t1, CP15_g36148_DN1_SP0_c.t1	XP_013583358.1
OG0000137	CP29_g22095_DN2_SP0_c.t1	XP_013617004.1
OG0000140	CP12_g31007_DN2_SP0_c.t1	XP_013639461.1
OG0000140	CP2_g49134_DN3_SP0_c.t1, CP14_g23074_DN2_SP0_c.t1, CP5_g2106_DN1_SP0_c.t1	XP_013632059.1
OG0000140	CP10_g44055_DN3_SP0_c.t1, CP335_g34392_DN3_SP0_c.t1	XP_013632418.1, XP_013607651.1, XP_013625901.1
OG0000140	CP13_g20745_DN1_SP0_c.t1	XP_013617175.1, XP_013632542.1
OG0000141	CP1_g37532_DN1_SP0_c.t1	XP_013613822.1
OG0000141	CP1_g37531_DN2_SP0_c.t1	XP_013600689.1
OG0000141	CP1_g37530_DN3_SP0_c.t1	XP_013592465.1
OG0000141	CP2_g49022_DN2_SP0_c.t1	XP_013606827.1
OG0000141	CP2_g49230_DN2_SP0_c.t1	XP_013605896.1
OG0000148	CP1_g38394_DN3_SP0_c.t1	XP_013639002.1, XP_013624368.1, XP_013596978.1, XP_013596422.1, XP_013594383.1, XP_013627689.1
OG0000148	CP7_g45047_DN1_SP0_c.t1	XP_013624720.1
OG0000148	CP1_g38033_DN1_SP0_c.t1	XP_013591109.1
OG0000150	CP15_g34449_DN2_SP0_c.t1	XP_013613452.1, XP_013639256.1, XP_013612776.1, XP_013632644.1, XP_013594563.1, XP_013613740.1
OG0000154	CP1_g38037_DN3_SP0_c.t1	XP_013590342.1
OG0000154	CP1_g38028_DN2_SP0_c.t1	XP_013614710.1
OG0000154	CP1_g37974_DN3_SP0_c.t1	XP_013624978.1, XP_013589026.1, XP_013592184.1
OG0000155	CP10_g43760_DN1_SP0_c.t1	XP_013613668.1, XP_013632544.1, XP_013634863.1, XP_013601725.1, XP_013624178.1, XP_013632582.1, XP_013614460.1
OG0000155	CP6_g7697_DN1_SP0_c.t1	XP_013592414.1
OG0000155	CP6_g9735_DN1_SP0_c.t1	XP_013608284.1, XP_013624937.1
OG0000155	CP14_g23761_DN2_SP0_c.t1	XP_013624792.1
OG0000155	CP6_g8038_DN2_SP0_c.t1, CP15_g35374_DN3_SP0_c.t1	XP_013607548.1
OG0000155	CP13_g20570_DN1_SP0_c.t1	XP_013632583.1
OG0000157	CP7_g44859_DN3_SP0_c.t1	XP_013595924.1
OG0000157	CP3_g13734_DN3_SP0_c.t1	XP_013596266.1
OG0000159	CP18_g11530_DN3_SP0_c.t1, CP10_g43905_DN3_SP0_c.t1, CP30_g10024_DN3_SP0_c.t1, CP1_g38892_DN3_SP0_c.t1	XP_013591167.1
OG0000159	CP27_g41687_DN2_SP0_c.t1, CP7_g44181_DN1_SP0_c.t1, CP36_g51006_DN1_SP0_c.t1, CP31_g46836_DN3_SP0_c.t1	XP_013590718.1
OG0000159	CP8_g52981_DN3_SP0_c.t1	XP_013632529.1, XP_013639545.1
OG0000159	CP29_g21957_DN3_SP0_c.t1, CP18_g11525_DN3_SP0_c.t1, CP16_g55379_DN3_SP0_c.t1, CP1_g38743_DN3_SP0_c.t1, CP15_g34799_DN3_SP0_c.t1, CP6_g8172_DN3_SP0_c.t1, CP16_g55378_DN1_SP0_c.t1, CP17_g5408_DN3_SP0_c.t1, CP1_g38828_DN3_SP0_c.t1, CP1_g38774_DN3_SP0_c.t1, CP1_g38831_DN3_SP0_c.t1, CP3_g16786_DN3_SP0_c.t1, CP3_g16732_DN3_SP0_c.t1, CP25_g56000_DN3_SP0_c.t1, CP31_g46783_DN3_SP0_c.t1, CP12_g31312_DN3_SP0_c.t1, CP9_g27528_DN3_SP0_c.t1, CP6_g9687_DN3_SP0_c.t1, CP1_g39364_DN3_SP0_c.t1, CP17_g6255_DN3_SP0_c.t1, CP7_g44180_DN3_SP0_c.t1, CP15_g34601_DN3_SP0_c.t1, CP6_g8795_DN3_SP0_c.t1, CP22_g17525_DN3_SP0_c.t1, CP15_g35987_DN3_SP0_c.t1, CP12_g31604_DN3_SP0_c.t1, CP17_g4997_DN3_SP0_c.t1, CP1_g40804_DN3_SP0_c.t1, CP2_g50653_DN3_SP0_c.t1, CP15_g35572_DN3_SP0_c.t1	XP_013626943.1
OG0000159	CP21_g10968_DN3_SP0_c.t1, CP6_g8815_DN3_SP0_c.t1, CP10_g44074_DN3_SP0_c.t1	XP_013601903.1, XP_013639346.1, XP_013601604.1, XP_013608115.1, XP_013583259.1
OG0000160	CP10_g43624_DN3_SP8_c.t1	XP_013611416.1, XP_013597841.1
OG0000160	CP8_g53733_DN3_SP8_c.t1	XP_013620594.1
OG0000160	CP17_g5850_DN3_SP8_c.t1	XP_013623185.1
OG0000160	CP9_g29643_DN3_SP8_c.t1	XP_013588689.1
OG0000160	CP16_g55126_DN3_SP8_c.t1	XP_013605622.1
OG0000161	CP2_g49800_DN1_SP0_c.t1	XP_013627570.1, XP_013603224.1, XP_013617805.1, XP_013594696.1, XP_013583368.1, XP_013585516.1, XP_013585404.1, XP_013595479.1, XP_013604163.1, XP_013600898.1, XP_013601527.1, XP_013610632.1, XP_013607945.1, XP_013626459.1, XP_013608455.1, XP_013607573.1, XP_013633426.1, XP_013595063.1, XP_013631266.1, XP_013635056.1, XP_013588975.1, XP_013603863.1, XP_013634391.1, XP_013601756.1
OG0000162	CP4_g25433_DN2_SP0_c.t1	XP_013622310.1
OG0000162	CP4_g25434_DN2_SP0_c.t1	XP_013632580.1
OG0000163	CP26_g51269_DN2_SP0_c.t1	XP_013594459.1, XP_013617598.1, XP_013623904.1, XP_013608217.1, XP_013607647.1, XP_013623409.1, XP_013617535.1, XP_013617458.1, XP_013594639.1, XP_013639725.1, XP_013594911.1, XP_013629211.1, XP_013639825.1, XP_013613873.1, XP_013639384.1, XP_013614093.1, XP_013624350.1, XP_013624337.1, XP_013588988.1
OG0000163	CP14_g22654_DN2_SP0_c.t1	XP_013632726.1, XP_013617570.1, XP_013594663.1, XP_013601173.1, XP_013607594.1, XP_013617542.1, XP_013639688.1, XP_013601393.1, XP_013624521.1, XP_013594422.1, XP_013624704.1, XP_013607957.1, XP_013624555.1, XP_013607976.1, XP_013617554.1, XP_013624648.1, XP_013607929.1, XP_013589158.1, XP_013589546.1, XP_013594506.1, XP_013624576.1, XP_013617214.1, XP_013601100.1, XP_013617732.1, XP_013628010.1, XP_013632739.1, XP_013629509.1, XP_013607872.1, XP_013594504.1, XP_013594429.1, XP_013607809.1, XP_013639492.1, XP_013608133.1, XP_013632947.1, XP_013588879.1, XP_013617541.1, XP_013624518.1, XP_013624548.1, XP_013617567.1, XP_013626749.1, XP_013601236.1, XP_013589309.1, XP_013608045.1, XP_013607981.1, XP_013607890.1, XP_013607682.1, XP_013617253.1, XP_013628280.1, XP_013624190.1, XP_013617489.1, XP_013631180.1, XP_013589175.1, XP_013613441.1, XP_013608039.1, XP_013617503.1
OG0000164	CP35_g52064_DN1_SP0_c.t1, CP15_g35652_DN2_SP0_c.t1, CP28_g34015_DN2_SP0_c.t1, CP17_g5684_DN1_SP0_c.t1, CP18_g11984_DN2_SP0_c.t1	XP_013632773.1, XP_013624770.1, XP_013633111.1, XP_013632835.1
OG0000167	CP12_g30688_DN2_SP0_c.t1	XP_013623345.1, XP_013594699.1, XP_013585251.1, XP_013596046.1
OG0000170	CP4_g24175_DN3_SP0_c.t1	XP_013635050.1
OG0000171	CP8_g53294_DN3_SP8_c.t1	XP_013613316.1
OG0000171	CP13_g19098_DN3_SP8_c.t1	XP_013606344.1
OG0000171	CP10_g43893_DN3_SP8_c.t1	XP_013599341.1
OG0000171	CP8_g53599_DN3_SP8_c.t1	XP_013622226.1, XP_013621604.1, XP_013606619.1
OG0000171	CP10_g42832_DN3_SP8_c.t1	XP_013617767.1, XP_013622635.1, XP_013638468.1
OG0000171	CP5_g1205_DN3_SP7_c.t1	XP_013600456.1, XP_013639325.1
OG0000172	CP3_g15628_DN2_SP0_c.t1	XP_013624041.1, XP_013622487.1
OG0000172	CP5_g1428_DN2_SP0_c.t1, CP3_g15131_DN1_SP0_c.t1, CP8_g52523_DN1_SP0_c.t1	XP_013589603.1, XP_013589096.1
OG0000172	CP5_g2025_DN2_SP0_c.t1	XP_013632860.1
OG0000172	CP2_g50296_DN1_SP0_c.t1, CP15_g35923_DN2_SP0_c.t1	XP_013589544.1
OG0000172	CP20_g4161_DN1_SP0_c.t1	XP_013608253.1
OG0000174	CP8_g52236_DN2_SP0_c.t1, CP29_g21958_DN3_SP0_c.t1, CP45_g22359_DN3_SP0_c.t1, CP8_g52687_DN2_SP0_c.t1, CP8_g54530_DN3_SP0_c.t1, CP5_g1847_DN2_SP0_c.t1	XP_013607562.1, XP_013639173.1
OG0000175	CP9_g28660_DN3_SP6_c.t1, CP7_g45435_DN3_SP8_c.t1	XP_013615623.1, XP_013598255.1, XP_013638007.1, XP_013591469.1
OG0000175	CP2_g47507_DN3_SP0_c.t1	XP_013599473.1
OG0000175	CP11_g32500_DN3_SP8_c.t1	XP_013606531.1
OG0000177	CP7_g45651_DN3_SP1_c.t1	XP_013638957.1
OG0000177	CP9_g29342_DN3_SP0_c.t1	XP_013594710.1
OG0000178	CP11_g31843_DN3_SP0_c.t1	XP_013627503.1
OG0000179	CP2_g49418_DN3_SP0_c.t1	XP_013585069.1, XP_013610785.1
OG0000179	CP2_g49358_DN1_SP0_c.t1	XP_013606916.1
OG0000179	CP2_g49351_DN3_SP0_c.t1	XP_013617291.1
OG0000179	CP2_g49380_DN3_SP0_c.t1	XP_013626388.1
