Orthogroup	Brassica_rapa	Raphanus_sativus
OG0000034	XP_009137317.1, XP_009108599.1	XP_018448921.1, XP_018448031.1
OG0000034	XP_033143795.1	XP_018468505.1, XP_018467312.1
OG0000035	XP_033148603.1, XP_033129319.1, XP_033129317.1, XP_018515237.2, XP_033129460.1	XP_018460300.1, XP_018453765.1, XP_018464702.1, XP_018460797.1, XP_018464171.1
OG0000035	XP_033134429.1, XP_018508195.2	XP_018448190.1
OG0000035	XP_009107908.2	XP_018436588.1
OG0000035	XP_009130015.1, XP_033131299.1, XP_033138421.1, XP_033142140.1	XP_018483955.1
OG0000035	XP_009145711.2	XP_018487525.1, XP_018483954.1
OG0000035	XP_009123716.1	XP_018473619.1, XP_018453751.1, XP_018453750.1
OG0000035	XP_033145213.1, XP_033133960.1, XP_033138807.1	XP_018459074.1, XP_018480128.1
OG0000035	XP_033129339.1, XP_033136536.1	XP_018448648.1
OG0000035	XP_033129338.1	XP_018453607.1
OG0000035	XP_009120701.1, XP_033138808.1, XP_033145214.1, XP_009108653.1	XP_018480116.1, XP_018480115.1
OG0000035	XP_009111034.2, XP_033133919.1, XP_009108652.2	XP_018474844.1
OG0000035	XP_033130356.1, XP_033142926.1, XP_033142234.1, XP_033144985.1, XP_033139815.1, XP_033139776.1	XP_018463315.1, XP_018463335.1
OG0000035	XP_009145180.1	XP_018465407.1, XP_018487548.1, XP_018462584.1, XP_018448493.1, XP_018462583.1, XP_018463221.1, XP_018443726.1, XP_018443724.1, XP_018475185.1, XP_018453682.1
OG0000035	XP_033138759.1	XP_018473884.1, XP_018453899.1, XP_018465931.1, XP_018463554.1, XP_018459565.1, XP_018488068.1
OG0000037	XP_033143381.1	XP_018479626.1
OG0000038	XP_033136961.1	XP_018450137.1, XP_018454140.1, XP_018467413.1, XP_018459367.1
OG0000038	XP_018510911.1	XP_018461383.1
OG0000038	XP_018509044.1	XP_018460335.1
OG0000039	XP_033138878.1	XP_018467056.1
OG0000040	XP_033148631.1	XP_018467584.1
OG0000040	XP_018512880.1	XP_018458944.1, XP_018443654.1
OG0000040	XP_009128563.1, XP_009150818.1	XP_018467788.1
OG0000040	XP_009113229.1	XP_018463233.1, XP_018461220.1, XP_018436156.1, XP_018435870.1
OG0000040	XP_009118147.1	XP_018462983.1
OG0000040	XP_033139875.1	XP_018460961.1
OG0000040	XP_009145177.1	XP_018467278.1
OG0000040	XP_009111367.1	XP_018488210.1, XP_018458625.1, XP_018479372.1, XP_018464335.1, XP_018443222.1, XP_018479331.1
OG0000040	XP_009109986.2, XP_009124648.1	XP_018477166.1
OG0000040	XP_033146213.1	XP_018479218.1
OG0000040	XP_033131826.1, XP_009107588.1, XP_033134026.1, XP_009148789.1	XP_018436297.1
OG0000040	XP_018513078.1	XP_018443419.1
OG0000041	XP_018511312.1	XP_018472294.1
OG0000042	XP_033136099.1	XP_018467507.1
OG0000042	XP_033129992.1	XP_018459378.1
OG0000042	XP_033129573.1	XP_018467598.1, XP_018463824.1
OG0000042	XP_033134225.1	XP_018487979.1, XP_018464723.1
OG0000042	XP_033145843.1	XP_018436185.1, XP_018436037.1, XP_018487653.1
OG0000042	XP_033143238.1, XP_033148584.1	XP_018436040.1
OG0000042	XP_018515301.2, XP_033136651.1, XP_033130759.1, XP_033132456.1	XP_018475164.1
OG0000042	XP_033130756.1	XP_018480155.1, XP_018487654.1
OG0000042	XP_033144303.1	XP_018472601.1, XP_018473860.1
OG0000042	XP_033135352.1	XP_018467317.1
OG0000044	XP_018510070.1	XP_018454138.1
OG0000044	XP_033136809.1	XP_018474392.1, XP_018457475.1
OG0000044	XP_018512047.1, XP_009134864.2	XP_018440461.1, XP_018440462.1
OG0000044	XP_009128863.1	XP_018441634.1
OG0000044	XP_009123255.2	XP_018444272.1
OG0000044	XP_009136811.1	XP_018460032.1
OG0000044	XP_009122186.1	XP_018446476.1
OG0000046	XP_009145895.1, XP_033141811.1, XP_033147696.1	XP_018461269.1
OG0000046	XP_033146209.1	XP_018461875.1
OG0000046	XP_033136827.1, XP_033146848.1, XP_033141133.1, XP_033131463.1	XP_018453591.1
OG0000046	XP_009129598.2, XP_033148784.1	XP_018464201.1
OG0000046	XP_033131827.1	XP_018439588.1
OG0000046	XP_009114167.2	XP_018487494.1, XP_018458663.1
OG0000047	XP_009120239.1	XP_018479427.1, XP_018479426.1, XP_018462781.1, XP_018454077.1, XP_018459807.1, XP_018479622.1, XP_018477313.1, XP_018460720.1, XP_018467566.1, XP_018435405.1
OG0000047	XP_033134290.1	XP_018479492.1, XP_018458501.1
OG0000047	XP_033129373.1, XP_033134312.1	XP_018463664.1, XP_018463678.1
OG0000047	XP_033145294.1, XP_009123666.1	XP_018466684.1
OG0000048	XP_009141214.1	XP_018479865.1
OG0000048	XP_033145357.1	XP_018482211.1, XP_018482223.1, XP_018481628.1
OG0000048	XP_009125775.1	XP_018436807.1
OG0000048	XP_009127532.1	XP_018458896.1
OG0000048	XP_033139568.1	XP_018468803.1
OG0000048	XP_033137775.1	XP_018444815.1
OG0000048	XP_033137778.1	XP_018442224.1
OG0000048	XP_033146467.1	XP_018463243.1
OG0000048	XP_033145502.1	XP_018479860.1
OG0000048	XP_033148635.1	XP_018463443.1
OG0000048	XP_033147829.1	XP_018436316.1, XP_018436315.1
OG0000048	XP_033146958.1	XP_018434883.1
OG0000048	XP_009141229.2	XP_018479796.1, XP_018479876.1
OG0000048	XP_033145293.1, XP_033145288.1	XP_018481878.1, XP_018484946.1, XP_018481942.1
OG0000048	XP_009146516.2, XP_018513390.1	XP_018490100.1
OG0000048	XP_033145756.1	XP_018484944.1
OG0000048	XP_033145751.1	XP_018465213.1, XP_018477245.1, XP_018484943.1
OG0000048	XP_033145292.1, XP_018514111.1	XP_018484945.1
OG0000048	XP_009141011.2	XP_018484942.1, XP_018477397.1
OG0000048	XP_033145355.1	XP_018479871.1
OG0000048	XP_009142302.1	XP_018483420.1
OG0000048	XP_018513876.1	XP_018478113.1
OG0000048	XP_033147664.1	XP_018466188.1
OG0000049	XP_009123417.1	XP_018479287.1
OG0000049	XP_033134981.1	XP_018474065.1
OG0000049	XP_033141114.1	XP_018487786.1, XP_018448878.1, XP_018467582.1
OG0000049	XP_033139739.1	XP_018453597.1
OG0000050	XP_009142124.1	XP_018487487.1
OG0000050	XP_033128725.1	XP_018479391.1, XP_018460528.1, XP_018479861.1
OG0000050	XP_009138627.1	XP_018459880.1
OG0000050	XP_033134003.1	XP_018436128.1
OG0000050	XP_018509860.1	XP_018487606.1
OG0000050	XP_009138599.2	XP_018479867.1
OG0000050	XP_033138839.1	XP_018473761.1, XP_018460186.1
OG0000050	XP_033145680.1	XP_018435732.1, XP_018443346.1
OG0000051	XP_009119376.1, XP_009121616.2, XP_009118690.1	XP_018493126.1
OG0000051	XP_009142066.1	XP_018482785.1, XP_018482784.1
OG0000051	XP_018513039.2	XP_018473989.1
OG0000051	XP_018514205.1	XP_018435533.1, XP_018438374.1
OG0000051	XP_009113199.1	XP_018463100.1, XP_018455750.1, XP_018463099.1
OG0000051	XP_033147570.1, XP_033148423.1	XP_018436544.1, XP_018436543.1
OG0000051	XP_009142068.2	XP_018482778.1, XP_018482777.1, XP_018432826.1
OG0000051	XP_009142840.1	XP_018436547.1, XP_018436548.1
OG0000051	XP_033138797.1, XP_033138543.1	XP_018436546.1, XP_018436545.1
OG0000051	XP_033148410.1	XP_018436438.1, XP_018436441.1
OG0000052	XP_009152006.1	XP_018479392.1, XP_018479394.1, XP_018479395.1, XP_018481202.1
OG0000052	XP_033139477.1, XP_033135650.1	XP_018454118.1
OG0000052	XP_009115966.1, XP_033146756.1, XP_033146252.1, XP_033146757.1, XP_033145801.1	XP_018440341.1, XP_018440340.1, XP_018436949.1
OG0000052	XP_009114878.1	XP_018433197.1, XP_018454367.1, XP_018454366.1
OG0000052	XP_033129401.1	XP_018493248.1
OG0000052	XP_009140762.1	XP_018461349.1
OG0000054	XP_033142356.1	XP_018487733.1
OG0000054	XP_033129392.1, XP_033138981.1, XP_033139074.1, XP_033129466.1, XP_033133928.1	XP_018466277.1, XP_018487763.1
OG0000054	XP_033141137.1, XP_033148483.1, XP_033133347.1	XP_018453717.1, XP_018436134.1
OG0000054	XP_033145298.1	XP_018464496.1
OG0000054	XP_033132419.1	XP_018462015.1
OG0000055	XP_009131379.2	XP_018460442.1, XP_018475208.1
OG0000055	XP_033144999.1	XP_018448356.1
OG0000055	XP_009121596.1, XP_033131219.1	XP_018469080.1, XP_018460063.1
OG0000055	XP_033143242.1	XP_018491504.1, XP_018488447.1, XP_018488227.1
OG0000055	XP_009134817.1	XP_018489800.1
OG0000055	XP_033128815.1	XP_018435448.1, XP_018464098.1, XP_018440394.1
OG0000056	XP_009113105.1	XP_018452237.1
OG0000056	XP_009113405.2	XP_018458632.1
OG0000056	XP_033135114.1	XP_018452289.1, XP_018452239.1, XP_018452238.1
OG0000056	XP_009113108.1	XP_018454291.1
OG0000056	XP_009105844.1	XP_018434948.1
OG0000056	XP_033144208.1	XP_018492713.1
OG0000056	XP_018510029.1	XP_018434510.1
OG0000056	XP_009112692.1, XP_009113075.1	XP_018456965.1
OG0000056	XP_009149950.1	XP_018435121.1
OG0000058	XP_033147285.1	XP_018487493.1
OG0000058	XP_033143352.1, XP_033141140.1	XP_018464464.1
OG0000058	XP_033131993.1	XP_018458133.1
OG0000058	XP_033134311.1	XP_018458116.1
OG0000058	XP_033138233.1, XP_033143404.1, XP_033148539.1	XP_018459170.1, XP_018487916.1
OG0000058	XP_033134272.1, XP_033129427.1, XP_033139241.1, XP_033129412.1, XP_033131764.1	XP_018453759.1
OG0000058	XP_033131195.1, XP_033139143.1, XP_033131918.1, XP_033131462.1, XP_033134234.1, XP_033134349.1, XP_033130753.1, XP_033145221.1, XP_033141098.1, XP_033139492.1, XP_033137200.1, XP_033134400.1, XP_033139188.1, XP_033148815.1	XP_018473916.1, XP_018473917.1
OG0000058	XP_033131068.1, XP_033132741.1, XP_033141134.1	XP_018435571.1, XP_018462760.1, XP_018461876.1
OG0000058	XP_033146849.1	XP_018457139.1
OG0000058	XP_033131067.1, XP_033136880.1	XP_018464202.1, XP_018477823.1
OG0000058	XP_033148558.1, XP_009150325.2, XP_033133377.1	XP_018458662.1
OG0000059	XP_033143368.1, XP_033129455.1, XP_033134209.1, XP_033128794.1, XP_033131162.1, XP_033139340.1	XP_018476848.1, XP_018448721.1, XP_018436112.1, XP_018463973.1, XP_018467561.1, XP_018467345.1
OG0000059	XP_009139344.2	XP_018443425.1, XP_018448461.1
OG0000059	XP_009150163.1, XP_033139086.1, XP_033134279.1, XP_033132002.1, XP_033139374.1	XP_018438980.1
OG0000059	XP_009124471.1	XP_018469270.1, XP_018438946.1
OG0000059	XP_033143409.1	XP_018480125.1
OG0000059	XP_033134211.1, XP_033133426.1	XP_018490555.1
OG0000059	XP_009145037.2, XP_009111372.1	XP_018448672.1, XP_018492198.1, XP_018465516.1, XP_018443523.1, XP_018480052.1
OG0000059	XP_009117179.1, XP_009103786.3	XP_018479349.1
OG0000060	XP_009103711.2	XP_018490753.1
OG0000060	XP_009140937.1	XP_018474564.1, XP_018436511.1
OG0000060	XP_009150050.2	XP_018437089.1
OG0000060	XP_009141673.1	XP_018465956.1
OG0000060	XP_009131981.1	XP_018486629.1
OG0000060	XP_009116068.1, XP_009126676.2	XP_018450669.1
OG0000061	XP_009133988.1	XP_018469367.1, XP_018471384.1, XP_018467960.1, XP_018457588.1
OG0000061	XP_033141091.1	XP_018469004.1
OG0000061	XP_009142554.1	XP_018441440.1
OG0000061	XP_009120970.2	XP_018463136.1, XP_018463514.1
OG0000061	XP_009107397.1	XP_018460639.1
OG0000061	XP_033137465.1	XP_018464627.1
OG0000061	XP_033145824.1, XP_009140814.1	XP_018482142.1
OG0000061	XP_033145280.1	XP_018467401.1
OG0000061	XP_009141021.1	XP_018478319.1
OG0000061	XP_009144344.2	XP_018440849.1, XP_018462174.1
OG0000061	XP_033134438.1	XP_018487822.1
OG0000062	XP_018509055.1	XP_018487526.1, XP_018462640.1
OG0000062	XP_033128716.1, XP_033128718.1	XP_018449708.1
OG0000062	XP_033138653.1	XP_018480117.1
OG0000062	XP_033129059.1	XP_018487784.1
OG0000062	XP_033129320.1, XP_033148605.1, XP_033148604.1, XP_033139895.1, XP_033129318.1, XP_009151735.2	XP_018464508.1, XP_018461911.1
OG0000062	XP_009145181.1	XP_018464221.1, XP_018448650.1, XP_018435867.1, XP_018487547.1, XP_018462581.1, XP_018453596.1
OG0000062	XP_009123413.1, XP_009123715.1	XP_018479561.1
OG0000062	XP_009151569.2	XP_018436368.1
OG0000062	XP_033141501.1, XP_009101873.2	XP_018462678.1
OG0000062	XP_009106514.2, XP_033138783.1	XP_018467054.1
OG0000062	XP_033134230.1	XP_018487794.1
OG0000062	XP_033129421.1	XP_018458698.1
OG0000063	XP_033134130.1	XP_018487874.1
OG0000064	XP_033134282.1, XP_033134283.1, XP_033136270.1, XP_033135749.1, XP_033135748.1, XP_033135746.1, XP_033135747.1, XP_033134284.1, XP_033135687.1, XP_033136269.1, XP_033135741.1, XP_033135477.1, XP_009124650.2, XP_033136272.1, XP_033136268.1, XP_009124058.2, XP_033135744.1, XP_033136271.1, XP_009124087.2, XP_033135742.1, XP_033135743.1, XP_033135685.1, XP_033135686.1, XP_033135684.1, XP_033135688.1	XP_018459458.1, XP_018459460.1, XP_018459461.1, XP_018459459.1, XP_018458876.1, XP_018458874.1, XP_018465641.1, XP_018465640.1, XP_018458875.1, XP_018458873.1
OG0000065	XP_033134366.1	XP_018479733.1
OG0000065	XP_009125066.1	XP_018460986.1
OG0000065	XP_009127504.1	XP_018461745.1, XP_018470308.1
OG0000065	XP_009127499.1	XP_018444649.1, XP_018442726.1, XP_018443463.1
OG0000065	XP_009105243.1	XP_018442727.1, XP_018444185.1
OG0000065	XP_018512198.1	XP_018461764.1
OG0000065	XP_009127512.1	XP_018469866.1, XP_018469869.1
OG0000065	XP_009127507.1	XP_018466796.1, XP_018470309.1
OG0000065	XP_033143336.1	XP_018461774.1
OG0000065	XP_009125065.1	XP_018464170.1
OG0000065	XP_009140044.1	XP_018479670.1
OG0000065	XP_009140168.2	XP_018463906.1, XP_018458891.1, XP_018461818.1
OG0000065	XP_009140101.2	XP_018481866.1
OG0000065	XP_009151130.2	XP_018462609.1, XP_018479313.1, XP_018464676.1, XP_018481217.1
OG0000066	XP_009125303.1	XP_018433979.1
OG0000066	XP_009129719.2	XP_018439713.1
OG0000066	XP_009125263.1	XP_018447173.1
OG0000066	XP_009131189.1	XP_018443026.1, XP_018450392.1
OG0000066	XP_018511751.1	XP_018474474.1
OG0000067	XP_033130353.1, XP_033133257.1, XP_009107034.2	XP_018436147.1
OG0000067	XP_033148589.1, XP_033138226.1	XP_018460919.1, XP_018463862.1, XP_018473775.1
OG0000067	XP_033139687.1, XP_033129159.1, XP_033136430.1, XP_033143282.1	XP_018453861.1, XP_018448851.1
OG0000067	XP_033132812.1	XP_018437392.1
OG0000067	XP_033147465.1	XP_018480173.1, XP_018460256.1
OG0000067	XP_018508435.1	XP_018448865.1
OG0000067	XP_033143570.1	XP_018467522.1
OG0000067	XP_018508607.1	XP_018436246.1, XP_018436236.1
OG0000067	XP_033129459.1	XP_018465377.1
OG0000067	XP_033131134.1, XP_033131135.1	XP_018459048.1
OG0000067	XP_009113960.2	XP_018479351.1
OG0000067	XP_009124211.2	XP_018465047.1, XP_018466955.1, XP_018435862.1
OG0000068	XP_033137765.1	XP_018442371.1, XP_018442368.1
OG0000068	XP_009122279.3	XP_018443375.1, XP_018442366.1, XP_018444607.1, XP_018446006.1
OG0000068	XP_033144949.1, XP_033144954.1	XP_018472777.1, XP_018465626.1, XP_018474335.1
OG0000068	XP_009141809.2	XP_018481460.1, XP_018464891.1
OG0000068	XP_033145607.1, XP_033145605.1	XP_018483168.1
OG0000068	XP_033145608.1	XP_018482126.1
OG0000068	XP_009106287.1, XP_009106290.2	XP_018478695.1, XP_018478694.1
OG0000068	XP_033144956.1, XP_009131006.1	XP_018474857.1
OG0000068	XP_033136756.1, XP_009130957.1, XP_009130959.2	XP_018475140.1
OG0000068	XP_009118007.2, XP_009117917.2, XP_033134926.1, XP_033134927.1, XP_009117999.2	XP_018433874.1, XP_018433854.1, XP_018433855.1, XP_018433875.1
OG0000069	XP_018512413.1	XP_018458214.1, XP_018435567.1
OG0000069	XP_009105410.1	XP_018479283.1
OG0000069	XP_033144867.1	XP_018479217.1
OG0000069	XP_033144865.1	XP_018479201.1, XP_018465639.1
OG0000069	XP_009137441.1, XP_033143704.1	XP_018438799.1
OG0000069	XP_009150992.2	XP_018479296.1, XP_018479295.1, XP_018465128.1
OG0000069	XP_033128537.1, XP_009102077.1, XP_018511249.1	XP_018467622.1
OG0000069	XP_009142475.1	XP_018479843.1
OG0000070	XP_009123589.1	XP_018439895.1
OG0000070	XP_033136464.1	XP_018455246.1
OG0000070	XP_033131964.1	XP_018467172.1
OG0000070	XP_009149503.1	XP_018435343.1
OG0000070	XP_009104691.1	XP_018446355.1, XP_018446357.1
OG0000070	XP_009106248.2	XP_018446912.1, XP_018446910.1
OG0000070	XP_009128146.1	XP_018448900.1
OG0000070	XP_033128831.1	XP_018485425.1
OG0000070	XP_009147939.1, XP_033133669.1	XP_018449875.1
OG0000072	XP_009115922.2	XP_018460591.1, XP_018471856.1
OG0000072	XP_009122875.1	XP_018461001.1, XP_018461103.1
OG0000072	XP_009119460.3, XP_033138069.1, XP_009111623.2	XP_018453574.1
OG0000072	XP_009145557.2	XP_018465335.1, XP_018448501.1
OG0000072	XP_033128162.1	XP_018436002.1
OG0000072	XP_033129519.1	XP_018460221.1
OG0000072	XP_033134361.1	XP_018464358.1, XP_018458942.1
OG0000072	XP_033128616.1	XP_018462168.1
OG0000073	XP_009117227.2	XP_018487997.1, XP_018436409.1
OG0000073	XP_009151176.1	XP_018479807.1, XP_018479806.1, XP_018464863.1, XP_018435628.1, XP_018435716.1, XP_018453603.1, XP_018479700.1, XP_018461244.1
OG0000073	XP_009146107.2	XP_018448444.1
OG0000073	XP_018512867.1	XP_018448666.1, XP_018488029.1
OG0000073	XP_009140644.2	XP_018448543.1, XP_018435276.1
OG0000073	XP_033133929.1	XP_018454215.1, XP_018480096.1, XP_018488216.1
OG0000073	XP_009127653.1	XP_018448680.1, XP_018479220.1
OG0000073	XP_018511891.1, XP_033143252.1	XP_018448859.1
OG0000073	XP_033141168.1	XP_018443374.1, XP_018460643.1
OG0000073	XP_009130609.1	XP_018448608.1
OG0000073	XP_009108668.2	XP_018448749.1
OG0000073	XP_009139306.1, XP_009122924.1, XP_009132645.2	XP_018436121.1
OG0000074	XP_009107741.1	XP_018487609.1
OG0000074	XP_033141144.1	XP_018478555.1, XP_018473881.1
OG0000074	XP_018515120.1	XP_018435497.1
OG0000074	XP_033148537.1, XP_033138826.1	XP_018476436.1
OG0000074	XP_009150337.1	XP_018460750.1
OG0000074	XP_033143354.1, XP_033139002.1, XP_033145286.1, XP_033138837.1	XP_018435910.1
OG0000074	XP_009119511.1, XP_033131958.1	XP_018477791.1
OG0000074	XP_009150341.1	XP_018463378.1
OG0000075	XP_009101861.1	XP_018467919.1, XP_018459482.1
OG0000075	XP_033141207.1, XP_009124954.2	XP_018471019.1
OG0000075	XP_009127369.1	XP_018453598.1
OG0000075	XP_009101862.1	XP_018481197.1, XP_018459483.1
OG0000076	XP_009101919.1	XP_018480217.1
OG0000076	XP_009141037.3	XP_018435433.1, XP_018436299.1, XP_018488002.1, XP_018454002.1, XP_018436289.1, XP_018436283.1, XP_018436285.1, XP_018436286.1, XP_018437674.1, XP_018467455.1, XP_018482750.1, XP_018436301.1
OG0000076	XP_009132713.2	XP_018476025.1
OG0000076	XP_009132712.2	XP_018475567.1, XP_018463206.1, XP_018474153.1
OG0000076	XP_009141118.1	XP_018464851.1
OG0000076	XP_009141423.1, XP_009141039.2	XP_018463265.1, XP_018482751.1
OG0000076	XP_009141424.2	XP_018469272.1, XP_018436302.1, XP_018474027.1, XP_018474028.1, XP_018436303.1
OG0000076	XP_009105095.1	XP_018465975.1, XP_018466260.1, XP_018472219.1, XP_018461543.1, XP_018443571.1, XP_018443574.1, XP_018461537.1, XP_018468598.1, XP_018464034.1
OG0000076	XP_009134123.2	XP_018462841.1, XP_018475048.1, XP_018474599.1, XP_018474598.1
OG0000076	XP_033134012.1	XP_018443200.1, XP_018443823.1
OG0000076	XP_009126890.1	XP_018460203.1
OG0000076	XP_033147785.1, XP_009134127.2, XP_018514362.2	XP_018473529.1, XP_018460207.1
OG0000076	XP_009134129.2, XP_009134122.2	XP_018460209.1, XP_018472945.1, XP_018460208.1
OG0000077	XP_033139970.1	XP_018473635.1, XP_018473636.1, XP_018483784.1
OG0000077	XP_033134075.1	XP_018438135.1
OG0000077	XP_033141183.1	XP_018435698.1
OG0000077	XP_009148269.1	XP_018468968.1
OG0000077	XP_009113876.1	XP_018455896.1
OG0000077	XP_009149053.2	XP_018472848.1
OG0000078	XP_009131628.1	XP_018444189.1
OG0000078	XP_009126232.1	XP_018444230.1
OG0000078	XP_009126238.1, XP_009126228.2, XP_009126235.1	XP_018467998.1, XP_018437175.1, XP_018471676.1, XP_018468781.1, XP_018464360.1
OG0000078	XP_009121020.1	XP_018444134.1
OG0000078	XP_009121026.2, XP_009121024.1	XP_018446926.1
OG0000078	XP_009121021.2	XP_018468734.1
OG0000078	XP_009126231.2	XP_018468001.1
OG0000078	XP_009131624.1	XP_018475082.1
OG0000078	XP_009121025.2, XP_009131630.2	XP_018467409.1, XP_018475059.1, XP_018475741.1
OG0000078	XP_009131627.1	XP_018474955.1, XP_018475088.1, XP_018474996.1
OG0000079	XP_009128728.2	XP_018466131.1, XP_018462783.1
OG0000079	XP_033129223.1	XP_018480069.1, XP_018435592.1, XP_018448733.1, XP_018487595.1, XP_018474104.1, XP_018448192.1, XP_018462658.1, XP_018464512.1, XP_018487875.1
OG0000079	XP_033129128.1, XP_033129127.1, XP_033147269.1, XP_033136406.1	XP_018454571.1, XP_018435964.1
OG0000079	XP_009121263.2	XP_018435546.1
OG0000079	XP_033143236.1, XP_033136497.1	XP_018448694.1, XP_018448697.1, XP_018463788.1
OG0000079	XP_033134319.1, XP_033147267.1	XP_018443589.1
OG0000079	XP_033131034.1	XP_018448758.1
OG0000079	XP_033145242.1	XP_018465298.1
OG0000079	XP_033131468.1	XP_018481702.1, XP_018448633.1, XP_018458820.1
OG0000079	XP_033129913.1, XP_033128795.1, XP_033130871.1, XP_033146432.1, XP_033128838.1, XP_033133429.1, XP_033146434.1, XP_033128695.1, XP_033129645.1	XP_018435507.1
OG0000080	XP_033133876.1, XP_033148882.1, XP_033136388.1, XP_033130433.1, XP_033147273.1, XP_033139098.1, XP_033139100.1, XP_033139325.1, XP_033131183.1, XP_033147840.1	XP_018467729.1
OG0000080	XP_033131890.1, XP_033132033.1, XP_033129821.1, XP_033129443.1, XP_033134251.1, XP_033141067.1, XP_033131041.1, XP_033134434.1, XP_033136279.1, XP_033147921.1, XP_033143259.1, XP_009149640.2, XP_009139899.2, XP_033133926.1, XP_033134386.1	XP_018462699.1
OG0000080	XP_009148191.1, XP_009150004.1, XP_009151077.1, XP_009102487.2, XP_033130157.1, XP_033145284.1, XP_009106504.1, XP_033131941.1, XP_033133427.1	XP_018460588.1
OG0000080	XP_033145641.1, XP_033129458.1, XP_033129334.1	XP_018453873.1, XP_018453871.1
OG0000080	XP_033136494.1	XP_018448696.1, XP_018448699.1
OG0000080	XP_033134320.1, XP_033134265.1, XP_009108248.2, XP_018514427.2	XP_018443591.1, XP_018443590.1
OG0000080	XP_009103023.3, XP_033134335.1, XP_033136291.1, XP_033143341.1	XP_018460226.1, XP_018458400.1, XP_018443639.1, XP_018474808.1
OG0000081	XP_018509212.1, XP_033131829.1, XP_033133259.1	XP_018463440.1, XP_018467536.1, XP_018436146.1
