Orthogroup	Brassica_rapa	Cochlearia_excelsa
OG0000081	XP_018509212.1, XP_033131829.1, XP_033133259.1	g33350, g4665
OG0000082	XP_033144158.1	g51169, g7128, g31724
OG0000082	XP_018510014.1	g2898, g6230, g11611
OG0000082	XP_033131405.1, XP_009110495.1	g54030, g36211
OG0000083	XP_033134381.1, XP_033147924.1, XP_033133989.1	g26019, g25832
OG0000083	XP_033133218.1	g10029, g51552, g41167, g16239, g27391, g24809, g10031, g50071, g1277, g22813, g23046, g2078, g43908, g41775, g32865, g39422, g31427, g53391, g4465, g28112, g2282, g41124, g37671, g46254, g31488, g46534, g47392, g23574, g1440, g18218, g29209, g189, g44333, g12699, g45077, g7891, g50678, g45076, g29210, g46332, g12698, g17314, g37985, g4867, g188, g44332, g2997, g11012, g10577, g10469, g41776, g400, g35186, g10139, g6497, g43868, g51292, g28232, g45392, g2408, g135, g7916, g23429, g51381, g13593, g1215, g24810, g53918
OG0000083	XP_033145473.1, XP_033144422.1	g26027, g52571, g17747, g25833, g42932, g6324
OG0000083	XP_033146873.1	g2079, g31823
OG0000086	XP_009139752.1	g22657, g15074
OG0000086	XP_033147599.1	g46770, g46768, g46769, g43995
OG0000089	XP_009150907.1	g9991
OG0000089	XP_009150241.1, XP_009151388.1	g339, g2817, g9845
OG0000089	XP_009121863.1	g5316
OG0000089	XP_009113926.1, XP_009101721.2	g11055, g40485
OG0000089	XP_009123590.1	g24042
OG0000089	XP_009134084.2, XP_009108485.1, XP_009137158.2	g17371
OG0000089	XP_009106234.1	g46232
OG0000090	XP_033147238.1	g43843
OG0000091	XP_009119422.1	g46886
OG0000091	XP_009149894.1	g19510
OG0000091	XP_009113892.3, XP_009131995.2, XP_033142283.1, XP_009116363.1	g11030, g40516
OG0000091	XP_009120802.1	g28934, g28933
OG0000092	XP_009145085.2	g2109, g39323, g26668, g53726, g17664, g37838, g27054, g1402, g24886
OG0000092	XP_033131411.1, XP_033143949.1, XP_033143950.1, XP_009137270.1, XP_033140197.1	g50635, g37373, g41537, g52822, g25282
OG0000092	XP_033136537.1	g26535
OG0000092	XP_033132217.1	g4808, g10113
OG0000095	XP_009134223.1, XP_009140586.1, XP_033145266.1, XP_033145760.1, XP_009140588.1, XP_033146353.1, XP_033146352.1, XP_009151921.1, XP_009133951.1, XP_033145265.1, XP_033145267.1, XP_033145730.1	g51024
OG0000096	XP_009136113.1	g6393
OG0000098	XP_033141220.1	g41770
OG0000100	XP_018509586.1	g35259, g34277, g40795
OG0000101	XP_009123725.2	g35797, g4324, g3304, g41853
OG0000101	XP_033143361.1, XP_033133927.1	g48266, g6083, g12208, g35531
OG0000101	XP_033145957.1	g53490, g35534, g11876
OG0000102	XP_009134336.2, XP_009110937.1, XP_033135887.1	g45186
OG0000102	XP_033136290.1, XP_033140146.1	g45182
OG0000105	XP_009144642.1, XP_033141697.1, XP_009113336.1, XP_009126271.2, XP_033141972.1	g11211
OG0000105	XP_033134179.1	g35258
OG0000107	XP_018514730.2	g6757
OG0000107	XP_009140112.1, XP_033142636.1	g11936
OG0000107	XP_009107347.1, XP_009117328.1	g13346, g6693, g13363, g17802, g17676, g17783
OG0000108	XP_009133195.1, XP_009141678.2	g37225, g38077, g2333, g51658
OG0000108	XP_009131124.2	g29544
OG0000108	XP_009145858.2, XP_018513774.1	g13323
OG0000110	XP_033143194.1, XP_033144149.1, XP_033135355.1, XP_033142711.1, XP_033140785.1, XP_009119775.3, XP_033143375.1, XP_033148618.1, XP_033148616.1, XP_033147279.1, XP_018512940.2, XP_033143619.1, XP_033138831.1, XP_033148565.1	g46791, g24881
OG0000114	XP_033145921.1	g50797, g32639, g15993, g24938, g6351, g14468, g28182, g27531
OG0000114	XP_033131686.1, XP_009108265.2, XP_033147440.1, XP_033141372.1, XP_033148004.1, XP_033136016.1, XP_033136764.1, XP_009123419.2	g28772, g49077, g32668, g34673
OG0000115	XP_009133161.1	g16651, g17473, g31783
OG0000115	XP_033143891.1	g3371
OG0000115	XP_009102138.1	g45611, g31838, g1147, g31875, g29408
OG0000115	XP_018509087.2	g10344, g47021
OG0000116	XP_033137857.1, XP_018510163.1, XP_018509848.2	g27853
OG0000116	XP_009115537.1	g26228
OG0000117	XP_009115511.1	g27550, g27549
OG0000118	XP_009113644.3, XP_009115539.2, XP_033135170.1, XP_033135169.1, XP_033135012.1, XP_009135990.1, XP_033135900.1	g35294, g50762, g6146, g12640
OG0000118	XP_033143226.1	g12809
OG0000119	XP_033139673.1	g11441, g11440
OG0000119	XP_033143911.1	g38299, g38298
OG0000120	XP_009101979.1	g27841
OG0000122	XP_033142107.1, XP_009132310.1, XP_033144567.1	g1066
OG0000123	XP_009132628.1, XP_033142284.1	g1342
OG0000124	XP_009145189.1	g51625, g52915, g53579
OG0000125	XP_009118428.1	g31072
OG0000125	XP_009144873.1	g18497
OG0000125	XP_009147730.1	g54244, g54237, g54238
OG0000125	XP_009135746.2, XP_018514690.2	g6675
OG0000126	XP_033130693.1	g16331
OG0000126	XP_033148740.1	g8607, g29944, g38807, g43388
OG0000126	XP_033136403.1	g41907, g14623
OG0000126	XP_033133742.1	g11646
OG0000126	XP_033141534.1	g16333, g30547
OG0000127	XP_009120626.1	g41348
OG0000127	XP_009139383.1, XP_009116061.1	g19182
OG0000127	XP_009120513.1, XP_009150049.1, XP_009126639.2	g2919, g1294, g28781
OG0000127	XP_009140934.1, XP_009103710.2	g39998
OG0000128	XP_009104190.1	g2010
OG0000128	XP_009116586.2, XP_033134415.1	g2008
OG0000128	XP_009116587.1, XP_018508692.1, XP_009104193.2	g2009
OG0000129	XP_033146831.1, XP_033146830.1	g45131
OG0000129	XP_033145048.1	g24222, g24219
OG0000129	XP_009127389.1	g45103, g45101
OG0000129	XP_009130179.2, XP_009130183.1	g9880
OG0000134	XP_033142785.1, XP_033142547.1, XP_009113973.2, XP_033142504.1	g18420
OG0000136	XP_009152176.2	g11179, g54012
OG0000136	XP_033145713.1, XP_033145714.1	g24259
OG0000136	XP_033143311.1	g35680
OG0000137	XP_033144579.1, XP_009127007.2, XP_033139637.1	g1010
OG0000137	XP_009111746.1, XP_009127005.1	g1011
OG0000137	XP_009127057.1	g1009
OG0000140	XP_018512005.1	g40049
OG0000140	XP_009145081.1	g49472, g35118, g24428
OG0000141	XP_033133736.1	g49817
OG0000142	XP_033148523.1, XP_033138763.1, XP_033148548.1	g51320, g51751, g3127, g26476, g5087, g2256, g3374, g1921, g11722
OG0000142	XP_018511547.2	g4368, g35945, g1494
OG0000143	XP_033131813.1, XP_009123559.2, XP_033148484.1, XP_033134220.1, XP_033138760.1, XP_009124167.1	g24947, g35918, g41958, g24857, g24997
OG0000143	XP_033134274.1	g52356
OG0000148	XP_033129328.1, XP_033135481.1, XP_033133852.1	g6399
OG0000149	XP_033144516.1	g8202, g15861, g42365, g49076, g3354, g34373, g15983, g43856, g4448, g47307, g30073, g26342, g42808, g42387, g9012, g30071, g14770, g16199, g15921, g52315, g3607, g33373, g49055, g53000, g25830, g25321, g42196, g16440, g15778, g52596, g38748, g44923, g43205, g49145, g16637, g26745, g26411, g4449, g47308, g32966, g19949, g24853, g52733, g15751, g42246, g53021, g33364, g35627, g9053, g14005, g19957, g19956, g48373, g43098, g25809, g42709, g27845, g35595, g8859, g17866, g19948, g26456, g53207, g52441, g34897, g51091, g15733, g21450, g48856, g8166, g42711, g41614, g21891, g15618, g32777, g21484, g48230, g48238, g35596, g40220, g33363, g2203, g24998, g36241, g8664, g11538, g4316, g48893, g22555, g835, g16223, g48691, g38568, g22540, g30040, g43490, g19807, g8995, g43099, g6057, g43210, g43644, g34438, g34436, g35159, g15874, g35752, g25412, g6563, g53694, g52553, g42692, g3410, g48214, g11694, g48553, g15785, g50726, g53524, g24511, g42062, g9140, g2202, g47570, g22971, g33696, g53380, g41346, g32965, g24600, g45728, g43622, g26424, g43810, g26149, g26325, g13449, g34567, g2865, g38772, g52594, g15506, g38672, g48549, g8804, g4117, g21943, g26636, g41857, g3490, g16649, g52156, g41877, g5521, g30125, g25268, g27575, g28835, g48705, g2740, g42944, g42063, g3651, g34864, g24787, g8665, g48847, g34791, g14932, g42575, g11696, g34711, g33780, g26377
OG0000150	XP_033138885.1	g34628
OG0000151	XP_033146516.1, XP_009139197.1	g19126
OG0000151	XP_009116212.1, XP_009103951.1, XP_033146519.1	g19127
OG0000151	XP_009139199.2	g19128
OG0000151	XP_033148760.1	g51765
OG0000151	XP_009139200.1	g2235
OG0000151	XP_009141649.1	g51633
OG0000151	XP_009121752.1	g29346
OG0000152	XP_033138570.1	g14543, g14512
OG0000152	XP_033145180.1	g40584, g34322, g34333, g14397, g37855, g8931, g20629, g1371, g9158, g24560, g46859
OG0000152	XP_033129820.1	g14551, g36331, g48933, g14532, g42973, g23244, g43142, g48937, g53052
OG0000152	XP_033131415.1	g52235, g44050, g4521, g17734, g32003, g4816, g16697, g10565, g1970, g40835, g10634, g10249, g1568, g51668, g28378, g27276, g40834, g10566, g40838, g17906, g28379, g10636, g16864, g1567, g39722, g40837, g27277, g10250, g10635, g28380, g5857, g12182, g6703, g11042, g1971, g17733, g4522, g16696, g44051, g32004, g5946, g28381, g10251, g4817
OG0000153	XP_009140992.3, XP_009140985.1, XP_033147950.1, XP_018514500.2	g51155, g51154, g51130, g51156
OG0000153	XP_009133859.1	g51131
OG0000153	XP_009123599.1, XP_009140991.1, XP_009140982.1	g40020
OG0000153	XP_009110944.1, XP_009118438.1, XP_009140988.2, XP_009144387.2	g37875, g37876
OG0000154	XP_033129843.1	g36466, g36467
OG0000154	XP_033132399.1, XP_033128688.1, XP_033128693.1	g36509
OG0000155	XP_033145232.1, XP_018508434.1, XP_033134004.1, XP_018513877.1	g36320, g54169, g36224, g24260
OG0000155	XP_033137724.1, XP_018515086.1	g37113, g6888, g3418, g43341, g44494
OG0000155	XP_033148580.1	g36035
OG0000158	XP_009122633.2, XP_009146323.2	g51427
OG0000159	XP_033134137.1	g35382, g43640, g42719, g19947
OG0000159	XP_033130755.1, XP_033139533.1, XP_009115089.3, XP_033137203.1, XP_033128569.1, XP_033147093.1, XP_033136624.1, XP_033148101.1, XP_009144918.2, XP_033131816.1, XP_033133914.1, XP_033129350.1	g14659, g33594, g26152, g43872, g14817, g4106, g53756, g26059, g19681, g43464, g35132
OG0000160	XP_009112568.1, XP_009102205.2	g5985
OG0000160	XP_009137896.1, XP_009137895.2, XP_009128001.1, XP_009109000.1	g23426
OG0000160	XP_033141904.1, XP_009120261.2	g1105
OG0000160	XP_018513014.1	g6339
OG0000160	XP_009128205.1	g11547
OG0000160	XP_018508569.2, XP_009106729.2	g46563
OG0000160	XP_009117122.1	g50994
OG0000162	XP_009113251.2	g11480
OG0000162	XP_033129079.1	g28290, g11479
OG0000163	XP_033146993.1, XP_033139051.1, XP_033143261.1, XP_009116255.2, XP_033131808.1, XP_009123338.2, XP_009113507.1, XP_033129441.1, XP_033133991.1, XP_033147620.1, XP_033134223.1, XP_033131108.1, XP_033139571.1, XP_033129945.1, XP_033143385.1	g43620
OG0000164	XP_033145169.1	g26417
OG0000164	XP_033134250.1, XP_033131895.1, XP_033133921.1, XP_033138766.1, XP_033138936.1	g15914, g14666, g33101, g27890, g43403, g34933, g14570, g24992
OG0000166	XP_033131489.1, XP_033141680.1	g46166
OG0000169	XP_033132763.1	g32507, g50750
OG0000170	XP_018514087.1	g52256
OG0000170	XP_009142347.1	g52257
OG0000170	XP_018514178.1	g37614, g37615
OG0000171	XP_009119874.1	g915, g28415
OG0000171	XP_009121200.1	g14078
OG0000171	XP_018512593.2	g28546
OG0000171	XP_009123804.1, XP_009146989.1, XP_009135093.1	g7540
OG0000171	XP_009109116.1	g17072
OG0000172	XP_018513882.1, XP_009140415.1	g51256, g27772, g14066
OG0000174	XP_009107416.1	g52379
OG0000175	XP_033134622.1, XP_009103171.1, XP_009127800.1	g45857
OG0000175	XP_009104952.1	g44698
OG0000175	XP_033137829.1	g29297
OG0000175	XP_033146739.1	g50814
OG0000176	XP_033133290.1, XP_033133266.1, XP_009108377.1	g12860
OG0000177	XP_033132885.1	g36879
OG0000177	XP_009124585.1, XP_033147925.1	g27488, g50732, g31972
OG0000178	XP_033136390.1	g40442
OG0000178	XP_009114564.1	g45169
OG0000178	XP_009114346.2, XP_009134304.1, XP_033142043.1, XP_033142131.1, XP_033136829.1, XP_009134308.2	g45158
OG0000178	XP_033141427.1, XP_009144510.1	g45173
OG0000179	XP_033136172.1	g31539, g1718
OG0000181	XP_033141288.1	g25104, g19843, g34987, g26498, g33575, g30584, g19915, g42106, g43187, g30149, g52470, g35201, g33519, g42776, g34902
OG0000182	XP_009116717.1	g27624
OG0000183	XP_009105204.1	g18117
OG0000183	XP_009131839.1, XP_009103571.1, XP_009120715.2, XP_033128873.1, XP_009126509.1	g761, g28899
OG0000183	XP_009140755.1	g40143
OG0000184	XP_009136545.2, XP_009136566.1, XP_018508379.1, XP_009143886.1, XP_009143893.1	g11846
OG0000185	XP_009122447.1, XP_009129754.1	g11864
OG0000185	XP_033131868.1, XP_033132192.1	g35799
OG0000189	XP_009115809.1, XP_009138399.1, XP_009148517.1	g18237
OG0000189	XP_009136330.1	g23036
OG0000189	XP_009103358.2	g44421
OG0000189	XP_018511679.1	g46237
OG0000189	XP_009106240.1, XP_009110241.1	g50117
OG0000192	XP_009142142.1, XP_009124814.1	g17137
OG0000193	XP_009146074.3, XP_009133053.2, XP_009133174.1, XP_033146302.1	g6133, g6386, g39569, g39573, g2100, g39563, g6136, g6130
OG0000193	XP_033134338.1, XP_033147866.1	g27763
OG0000193	XP_033147857.1	g39564, g2101
OG0000194	XP_033147366.1, XP_033131815.1, XP_033139172.1, XP_009123785.2	g32237, g28166, g50078, g23649, g51802
OG0000196	XP_033131243.1	g43806, g43821
OG0000196	XP_009125379.2	g2891
OG0000197	XP_033133256.1	g24122
OG0000197	XP_009108433.1	g17408
OG0000198	XP_009114232.1, XP_009129226.1	g10793
OG0000198	XP_009117861.2	g49926
OG0000200	XP_009111048.2	g40675
OG0000200	XP_033133539.1	g32383
OG0000200	XP_009111047.1, XP_009119146.1	g40674
OG0000200	XP_009109613.1	g27686
OG0000201	XP_033138765.1, XP_033147942.1, XP_033130023.1	g4655, g26600, g16293, g32898, g33199, g25229, g26102, g33200, g34779, g16144, g6202, g53346, g27732, g43307, g16269, g19533, g52369, g14957, g43031, g42816, g1483, g14787
OG0000203	XP_033131129.1	g18958
OG0000203	XP_009138966.1, XP_009138965.1	g2360
OG0000205	XP_033131805.1, XP_033131844.1, XP_033128516.1, XP_033138985.1	g11567
OG0000206	XP_033134007.1	g34594, g8693, g34396, g26693, g26442, g42223, g42237, g52660
OG0000209	XP_033134010.1	g5026
OG0000209	XP_009151204.1, XP_009151202.1	g49840, g49834, g49829
OG0000214	XP_033146217.1	g6224, g41308, g33055, g29003, g53538, g53539
OG0000214	XP_033146631.1	g29004, g33054
OG0000214	XP_033142562.1, XP_033148612.1, XP_033134369.1, XP_018514436.2	g2449, g32347, g37022
OG0000214	XP_033129639.1	g45095
OG0000216	XP_033134839.1, XP_009144491.1	g25664
OG0000216	XP_009102525.1	g41090, g41083, g41086
OG0000219	XP_033144576.1, XP_009145945.1	g40833, g27764, g39817
OG0000219	XP_033129265.1, XP_033141548.1	g18526, g7663
OG0000221	XP_033129337.1	g41785, g6733, g14207
OG0000221	XP_033131233.1	g32627, g45157, g4236, g53404, g41761, g48924
OG0000221	XP_009141443.1	g17798, g2498, g23587, g32642, g45252, g40135, g50684, g41375, g4779
OG0000222	XP_033139130.1	g35092
OG0000222	XP_033139238.1	g8532, g36951, g38875, g35824, g36811, g35009, g15547, g19660, g9434
OG0000223	XP_018515114.1	g46938, g34690, g28576
OG0000223	XP_033134360.1	g47027
OG0000223	XP_018514374.1	g42119
OG0000223	XP_033144296.1	g46380
OG0000225	XP_009106592.3	g4045
OG0000229	XP_009151331.2, XP_033145123.1, XP_033134005.1, XP_033141396.1	g13978
OG0000229	XP_009124766.1	g26214
OG0000229	XP_033129354.1	g10490, g22460
OG0000229	XP_009108848.1, XP_009113706.2, XP_033128874.1	g24726
OG0000230	XP_009104177.1, XP_033130624.1	g18915
OG0000233	XP_009122326.1	g45483
OG0000233	XP_018511882.1, XP_009125692.3, XP_033144506.1, NP_001288906.1	g29622
OG0000233	XP_033141823.1, XP_009122327.1	g45482
OG0000233	XP_033139819.1	g29623
OG0000234	XP_009110744.2	g45347
OG0000235	XP_009115349.1, XP_033143279.1	g11302
OG0000236	XP_033147566.1	g11672
OG0000236	XP_033144988.1	g6598
OG0000236	XP_009109227.1	g13483
OG0000237	XP_009135819.1	g11805
OG0000237	XP_033144214.1	g36933
OG0000238	XP_009105750.1, XP_009127828.1	g44677
OG0000238	XP_009110123.1	g32057
OG0000241	XP_009137217.1, XP_009135314.1, XP_009108531.1, XP_009114544.1, XP_009134322.1	g17320
OG0000242	XP_009151152.2, XP_033140482.1	g10112
OG0000244	XP_009111248.1	g25493
OG0000246	XP_009133096.2	g51604
OG0000246	XP_009133099.1	g37185
OG0000246	XP_009143556.1, XP_009143557.1	g51605, g43105, g43113
OG0000246	XP_009114411.2, XP_009141608.1	g51603
OG0000247	XP_033136267.1	g27759, g27721
OG0000249	XP_033147169.1, XP_033129329.1	g16095, g42905
OG0000249	XP_033143627.1, XP_033147635.1	g34924, g34773, g26678
OG0000250	XP_033138066.1, XP_009150698.2	g6508, g45178
OG0000251	XP_009123565.1, XP_009121542.3	g16641
OG0000251	XP_018515176.2	g39309
OG0000252	XP_009112729.1	g40852
OG0000253	XP_033134270.1	g54073
OG0000253	XP_009135236.2, XP_009120551.1	g12277
OG0000253	XP_009123001.2, XP_009136338.1	g5784, g45315
OG0000254	XP_033146251.1, XP_009146815.1	g47116, g47114, g17643
OG0000254	XP_009146804.1	g47117
OG0000255	XP_033131806.1, XP_033140618.1, XP_033145196.1	g52606, g16443
OG0000256	XP_033132006.1	g10880
OG0000257	XP_009106237.1	g44426
OG0000259	XP_033148595.1, XP_009146121.1, XP_009145915.1, XP_009146127.3, XP_033147082.1, XP_033148591.1, XP_009145913.2	g6897
OG0000260	XP_009101866.1, XP_009101865.1	g6207, g6217
OG0000260	XP_009151941.1	g1632
OG0000261	XP_033140463.1	g27439, g32776, g32770, g32783, g27211
OG0000262	XP_009121822.3, XP_009132579.1	g43603
OG0000262	XP_033135357.1	g24889
OG0000263	XP_009119509.1	g3713
OG0000263	XP_033129480.1, XP_033143337.1, XP_009102113.2, XP_009102169.1, XP_018511108.1	g910, g3712
OG0000265	XP_033136496.1, XP_033143235.1, XP_033129398.1	g30948, g25301, g11542, g43509, g3110, g32825, g14672
OG0000266	XP_018510979.1	g28434, g45026
OG0000267	XP_033139273.1, XP_033139162.1	g34899
OG0000267	XP_033146692.1, XP_033146625.1	g52730
OG0000268	XP_033143411.1	g43650, g35558, g35553, g3065, g53597, g36626, g15959
OG0000268	XP_033145205.1, XP_033141113.1	g25628, g50735, g44198
OG0000268	XP_018511330.2	g32701
OG0000268	XP_033145096.1	g51641, g27914, g10990, g52236
OG0000268	XP_033131052.1, XP_018509904.2	g48936, g35463
OG0000269	XP_009131977.2, XP_009120488.1	g28758
OG0000269	XP_009149982.1	g2910, g2936
OG0000269	XP_009144371.1, XP_009118237.2	g39974
OG0000270	XP_033133811.1	g41044
OG0000270	XP_033135337.1, XP_033136803.1	g40880
OG0000274	XP_033131899.1, XP_033128661.1	g26301, g21338
OG0000274	XP_033137037.1	g14940
OG0000275	XP_018509849.2	g22735
OG0000276	XP_009145453.2, XP_033138396.1	g34448, g33115
OG0000278	XP_033133683.1	g32189
OG0000278	XP_009139716.1, XP_009126866.1, XP_033145882.1	g38273, g38276
OG0000282	XP_009135671.1	g47412
OG0000282	XP_033143298.1, XP_009126213.1	g53736
OG0000283	XP_033143433.1, XP_033143395.1, XP_033143408.1	g22201, g30263, g20011, g19891, g2550, g43075, g53035, g26096, g3992, g52989, g16553, g53516
OG0000283	XP_009102950.2, XP_033140547.1	g53724
OG0000283	XP_033139377.1	g15621, g48271, g41887, g15633
OG0000285	XP_009134691.2	g47372
OG0000285	XP_033128953.1, XP_009148473.3, XP_009110735.1	g49774
OG0000285	XP_009137650.1, XP_009143289.2	g23645
OG0000285	XP_009133539.2, XP_033130819.1, XP_018508817.2, XP_033130815.1	g42046
OG0000286	XP_033147875.1, XP_009146809.1, XP_033148625.1, XP_009147163.1, XP_033147883.1, XP_033147863.1	g44985, g44982, g44984
OG0000286	XP_033143334.1, XP_009138083.1	g49458
OG0000289	XP_009143948.1	g39775
OG0000289	XP_033146269.1	g39783
OG0000290	XP_033145241.1	g32744
OG0000291	XP_009141111.1	g51227
OG0000291	XP_009136172.2	g6349, g13574
OG0000292	XP_009141463.1, XP_033129381.1, XP_009151736.1, XP_009121368.1, XP_009151538.1, XP_018510873.1, XP_009113118.1	g32988, g18507, g30203, g20814, g438, g12785, g49225, g30202, g473, g12784, g27889, g9642
OG0000294	XP_033135386.1	g25697
OG0000295	XP_033142331.1	g37063
OG0000295	XP_033135955.1	g27709
OG0000296	XP_009120430.1, XP_033142716.1	g1252
OG0000296	XP_009126729.2, XP_033141242.1, XP_009126731.2, XP_009145270.2, XP_033141241.1, XP_033141237.1	g28714
OG0000297	XP_033138935.1, XP_033134305.1, XP_033138851.1, XP_033143947.1, XP_033138738.1, XP_033144126.1	g25175
OG0000297	XP_033139365.1, XP_033143414.1, XP_009124810.2, XP_033133917.1, XP_033139180.1, XP_033148272.1, XP_033139128.1, XP_033143391.1, XP_033134302.1, XP_033138901.1, XP_033143394.1, XP_033139071.1, XP_033139264.1, XP_033139331.1, XP_033138900.1, XP_033131794.1, XP_033129362.1, XP_033138991.1, XP_033137951.1	g30421, g30418, g30424, g30425, g21279, g20461
