Orthogroup	Brassica_rapa	Rorippa_islandica
OG0000095	XP_033146353.1, XP_033146352.1	Roisl.0027s0067.1.p, Roisl.0214s0005.1.p, Roisl.0214s0003.1.p, Roisl.0214s0031.1.p, Roisl.0214s0037.1.p
OG0000095	XP_033145267.1, XP_033145730.1	Roisl.0053s0054.1.p, Roisl.0214s0035.1.p
OG0000096	XP_009136113.1	Roisl.0001s0531.1.p, Roisl.0074s0979.1.p
OG0000096	XP_033148466.1	Roisl.0029s0028.1.p, Roisl.0046s0939.1.p, Roisl.0046s0941.1.p, Roisl.0046s0938.1.p, Roisl.0046s0937.1.p
OG0000097	XP_009119485.2, XP_033141126.1, XP_009137046.1	Roisl.0185s0004.1.p, Roisl.0063s0044.1.p
OG0000097	XP_033133953.1, XP_009136059.1	Roisl.0041s0023.1.p, Roisl.0020s0014.1.p
OG0000097	XP_009137116.1	Roisl.0185s0061.1.p
OG0000097	XP_009113848.2, XP_009150330.1, XP_033134182.1, XP_033131858.1, XP_009150028.1, XP_033132166.1, XP_009145726.1, XP_009126886.2, XP_009115110.2, XP_033139996.1, XP_033134358.1, XP_009139671.2, XP_009140190.1, XP_009144601.1, XP_009113856.1, XP_033131743.1, XP_009118878.2, XP_009123474.1, XP_009110701.2	Roisl.0188s0003.1.p, Roisl.0021s0644.1.p
OG0000098	XP_033141220.1	Roisl.0038s0014.1.p
OG0000098	XP_033144223.1, XP_009137095.2, XP_033143042.1	Roisl.0050s0022.1.p, Roisl.0050s0026.1.p, Roisl.0050s0027.1.p
OG0000098	XP_009150964.1, XP_009130073.1	Roisl.0006s0130.1.p, Roisl.0066s0082.1.p
OG0000100	XP_009113265.2	Roisl.0214s0639.1.p
OG0000100	XP_018509586.1	Roisl.0214s0220.1.p
OG0000100	XP_033135321.1	Roisl.0209s0720.1.p
OG0000102	XP_009121666.1	Roisl.0082s0310.1.p, Roisl.0214s0910.1.p
OG0000102	XP_009134336.2, XP_009110937.1, XP_033135887.1	Roisl.0082s0306.1.p
OG0000105	XP_033141697.1, XP_009113336.1, XP_009126271.2	Roisl.0213s0408.1.p
OG0000105	XP_033134179.1	Roisl.0050s0109.1.p
OG0000106	XP_033134365.1, XP_009106472.1, XP_033138832.1, XP_033136535.1, XP_009129265.1	Roisl.0046s0419.1.p
OG0000107	XP_018514730.2	Roisl.0115s0327.1.p
OG0000107	XP_009111243.1	Roisl.0115s0429.1.p
OG0000107	XP_009107347.1, XP_009117328.1	Roisl.0115s0325.1.p
OG0000108	XP_009133195.1, XP_009141678.2	Roisl.0017s0109.1.p
OG0000108	XP_009150245.1	Roisl.0080s0345.1.p
OG0000108	XP_009146646.1	Roisl.0074s0792.1.p
OG0000108	XP_033138402.1, XP_009131124.2, XP_009125344.2	Roisl.0210s0691.1.p
OG0000108	XP_009145858.2, XP_018513774.1	Roisl.0074s0053.1.p
OG0000109	XP_018511390.2, XP_033129946.1, XP_033140615.1, XP_033134038.1	Roisl.0194s0008.1.p
OG0000110	XP_033143194.1, XP_033144149.1, XP_033135355.1, XP_033142711.1, XP_033140785.1, XP_009119775.3, XP_033143375.1, XP_033148618.1, XP_033148616.1, XP_033147279.1, XP_018512940.2, XP_033143619.1, XP_033138831.1, XP_033148565.1	Roisl.0040s0028.1.p
OG0000110	XP_033134264.1, XP_033148525.1, XP_033147962.1, XP_018511583.2, XP_018512883.1, XP_033145191.1, XP_033134317.1	Roisl.0023s0016.1.p, Roisl.0184s0022.1.p
OG0000111	XP_009102969.1, XP_009104069.1, XP_009121559.1, XP_009119630.1, XP_009116825.1, XP_033128640.1, XP_033129028.1, XP_033146399.1, XP_033146035.1, XP_009133886.1	Roisl.0210s2207.1.p, Roisl.0013s0027.1.p
OG0000114	XP_033145921.1	Roisl.0195s0034.1.p, Roisl.0082s0484.1.p
OG0000114	XP_033131686.1, XP_009108265.2, XP_033147440.1, XP_033141372.1, XP_033148004.1, XP_033136016.1, XP_033136764.1, XP_009123419.2	Roisl.0053s0064.1.p
OG0000117	XP_033135734.1, XP_009115048.1, XP_009115516.1	Roisl.0191s0189.1.p
OG0000117	XP_033130333.1	Roisl.0191s0200.1.p
OG0000117	XP_033132544.1, XP_033132543.1, XP_009110093.1, XP_033132540.1, XP_009112003.1	Roisl.0191s0196.1.p
OG0000118	XP_009113644.3, XP_009115539.2, XP_033135170.1, XP_033135169.1, XP_033135012.1, XP_009135990.1, XP_033135900.1	Roisl.0053s0176.1.p, Roisl.0053s0177.1.p, Roisl.0053s0178.1.p, Roisl.0012s0130.1.p, Roisl.0023s0087.1.p, Roisl.0023s0086.1.p, Roisl.0017s0203.1.p, Roisl.0017s0206.1.p
OG0000119	XP_033138816.1	Roisl.0209s0264.1.p
OG0000119	XP_033138803.1	Roisl.0080s0250.1.p
OG0000119	XP_009140726.1	Roisl.0082s0489.1.p, Roisl.0208s0010.1.p, Roisl.0021s0512.1.p, Roisl.0209s0263.1.p, Roisl.0209s0256.1.p, Roisl.0209s0258.1.p
OG0000121	XP_033141060.1	Roisl.0066s0357.1.p
OG0000122	XP_033139826.1, XP_033139827.1	Roisl.0080s0688.1.p
OG0000122	XP_033137394.1	Roisl.0080s0694.1.p
OG0000122	XP_033139821.1	Roisl.0080s0684.1.p
OG0000123	XP_033133176.1, XP_033133177.1, XP_033132773.1, XP_033132770.1, XP_033132771.1, XP_033132772.1, XP_033132774.1, XP_033133179.1, XP_033133178.1	Roisl.0214s0314.1.p, Roisl.0214s0313.1.p, Roisl.0214s0312.1.p
OG0000124	XP_009145189.1	Roisl.0011s0204.1.p
OG0000125	XP_033145187.1, XP_033131572.1	Roisl.0082s0689.1.p
OG0000125	XP_009118428.1	Roisl.0091s1034.1.p
OG0000125	XP_033146903.1	Roisl.0013s0044.1.p
OG0000125	XP_009144873.1	Roisl.0006s0236.1.p, Roisl.0006s0238.1.p, Roisl.0006s0239.1.p
OG0000125	XP_009135746.2, XP_018514690.2	Roisl.0115s0481.1.p, Roisl.0115s0480.1.p
OG0000126	XP_033134231.1, XP_033132090.1	Roisl.0021s0393.1.p, Roisl.0208s0044.1.p, Roisl.0208s0042.1.p, Roisl.0020s0136.1.p
OG0000126	XP_033148740.1	Roisl.0021s0394.1.p
OG0000126	XP_033136403.1	Roisl.0195s0036.1.p, Roisl.0010s0059.1.p, Roisl.0051s0005.1.p, Roisl.0184s0211.1.p, Roisl.0066s0220.1.p
OG0000126	XP_033133742.1	Roisl.0045s0077.1.p, Roisl.0191s0553.1.p, Roisl.0014s0046.1.p
OG0000126	XP_033141534.1	Roisl.0075s0113.1.p
OG0000127	XP_009120626.1, XP_009131894.1	Roisl.0210s1950.1.p
OG0000127	XP_009139383.1, XP_009116061.1	Roisl.0046s1343.1.p
OG0000127	XP_009120513.1	Roisl.0080s0276.1.p
OG0000127	XP_009133865.1, XP_009140934.1, XP_009103710.2	Roisl.0082s0645.1.p
OG0000128	XP_009104190.1	Roisl.0019s0649.1.p
OG0000128	XP_009116587.1, XP_018508692.1	Roisl.0018s0036.1.p, Roisl.0018s0037.1.p
OG0000128	XP_009104193.2	Roisl.0018s0038.1.p
OG0000129	XP_033145048.1	Roisl.0020s0184.1.p
OG0000129	XP_009127389.1	Roisl.0022s0002.1.p, Roisl.0022s0001.1.p
OG0000129	XP_009130179.2, XP_009130183.1	Roisl.0080s0056.1.p, Roisl.0080s0057.1.p, Roisl.0204s0037.1.p, Roisl.0204s0045.1.p, Roisl.0189s0223.1.p
OG0000130	XP_033138416.1	Roisl.0080s0678.1.p
OG0000132	XP_009116244.2, XP_009116245.1, XP_009116184.2, XP_033137144.1, XP_018510613.1	Roisl.0046s1480.1.p
OG0000132	XP_033136550.1	Roisl.0024s0217.1.p
OG0000132	XP_033141227.1	Roisl.0024s0216.1.p
OG0000134	XP_018508210.2	Roisl.0214s0845.1.p, Roisl.0214s0851.1.p
OG0000134	XP_033130500.1	Roisl.0004s0001.1.p
OG0000136	XP_009152176.2	Roisl.0213s0730.1.p
OG0000137	XP_033144579.1, XP_009127007.2, XP_033139637.1	Roisl.0080s0797.1.p, Roisl.0080s0796.1.p
OG0000137	XP_009111746.1, XP_009127005.1	Roisl.0080s0795.1.p
OG0000137	XP_009127057.1	Roisl.0080s0802.1.p
OG0000137	XP_009132394.1	Roisl.0080s0801.1.p
OG0000137	XP_033138715.1	Roisl.0080s0798.1.p
OG0000137	XP_009132393.1	Roisl.0080s0799.1.p
OG0000137	XP_009132642.1, XP_009120051.1	Roisl.0080s0800.1.p
OG0000138	XP_018514807.1	Roisl.0018s0015.1.p, Roisl.0018s0013.1.p
OG0000138	XP_033146362.1	Roisl.0209s0397.1.p, Roisl.0209s0398.1.p, Roisl.0209s0399.1.p, Roisl.0189s0215.1.p
OG0000140	XP_018512005.1	Roisl.0047s0081.1.p
OG0000140	XP_009145081.1	Roisl.0210s1920.1.p, Roisl.0188s0133.1.p, Roisl.0019s0384.1.p, Roisl.0047s0080.1.p, Roisl.0046s0059.1.p, Roisl.0083s0051.1.p, Roisl.0201s0007.1.p, Roisl.0214s0279.1.p, Roisl.0002s0129.1.p, Roisl.0011s0081.1.p
OG0000140	XP_009151510.2	Roisl.0115s0586.1.p, Roisl.0020s0115.1.p
OG0000140	XP_009114858.1	Roisl.0008s0035.1.p, Roisl.0040s0019.1.p
OG0000140	XP_018513794.1, XP_009111975.1, XP_033143251.1, XP_033133624.1, XP_033142267.1	Roisl.0066s0405.1.p
OG0000141	XP_033133736.1	Roisl.0002s0275.1.p
OG0000141	XP_009148793.2	Roisl.0006s0330.1.p
OG0000141	XP_018510931.2	Roisl.0021s0319.1.p
OG0000142	XP_018511547.2	Roisl.0082s0578.1.p
OG0000143	XP_009123559.2	Roisl.0012s0100.1.p, Roisl.0214s0209.1.p
OG0000143	XP_033138760.1, XP_009124167.1	Roisl.0071s0002.1.p
OG0000143	XP_033134274.1, XP_033135796.1	Roisl.0019s0075.1.p
OG0000148	XP_033136081.1, XP_009145753.1, XP_009113058.1, XP_009124318.1	Roisl.0013s0175.1.p
OG0000148	XP_033129328.1	Roisl.0082s0572.1.p
OG0000148	XP_033135481.1, XP_033133852.1	Roisl.0210s1505.1.p
OG0000151	XP_009124228.1	Roisl.0027s0100.1.p
OG0000151	XP_009116212.1, XP_009103951.1, XP_033146519.1	Roisl.0046s1506.1.p
OG0000151	XP_009139199.2	Roisl.0046s1505.1.p
OG0000151	XP_033148760.1	Roisl.0017s0307.1.p
OG0000151	XP_009139200.1	Roisl.0046s1504.1.p
OG0000151	XP_009141649.1	Roisl.0017s0076.1.p
OG0000151	XP_009121752.1	Roisl.0210s1053.1.p
OG0000153	XP_033147142.1	Roisl.0209s0522.1.p, Roisl.0082s0712.1.p
OG0000153	XP_009140992.3, XP_009140985.1, XP_033147950.1, XP_018514500.2	Roisl.0033s0089.1.p, Roisl.0046s0659.1.p, Roisl.0204s0152.1.p, Roisl.0033s0087.1.p
OG0000153	XP_009123599.1, XP_009140991.1, XP_009140982.1	Roisl.0082s0715.1.p
OG0000153	XP_009110944.1	Roisl.0091s1020.1.p
OG0000153	XP_009118438.1	Roisl.0091s1018.1.p
OG0000153	XP_009140988.2, XP_009144387.2	Roisl.0082s0718.1.p, Roisl.0082s0719.1.p
OG0000155	XP_033137724.1, XP_018515086.1	Roisl.0055s0068.1.p
OG0000158	XP_033136525.1	Roisl.0020s0089.1.p
OG0000158	XP_009104904.1	Roisl.0046s0594.1.p, Roisl.0046s1609.1.p
OG0000158	XP_033134979.1	Roisl.0191s0244.1.p
OG0000158	XP_033141607.1	Roisl.0214s0665.1.p, Roisl.0214s0661.1.p
OG0000160	XP_009112568.1, XP_009102205.2	Roisl.0066s0007.1.p
OG0000160	XP_009137896.1, XP_009137895.2, XP_009128001.1, XP_009109000.1	Roisl.0003s0027.1.p
OG0000160	XP_033141904.1, XP_009120261.2	Roisl.0080s0566.1.p
OG0000160	XP_018513014.1	Roisl.0214s0132.1.p
OG0000160	XP_009128205.1	Roisl.0185s0093.1.p
OG0000160	XP_018508569.2, XP_009106729.2	Roisl.0115s0111.1.p
OG0000160	XP_009117122.1	Roisl.0051s0034.1.p
OG0000162	XP_009132915.1	Roisl.0028s0711.1.p
OG0000162	XP_009143883.1	Roisl.0028s0709.1.p
OG0000164	XP_033145169.1	Roisl.0020s0019.1.p, Roisl.0214s0688.1.p, Roisl.0215s0002.1.p, Roisl.0184s0199.1.p
OG0000164	XP_033138913.1, XP_033139398.1, XP_033139091.1, XP_033139319.1, XP_033139082.1	Roisl.0022s0021.1.p
OG0000165	XP_009127572.1	Roisl.0013s0197.1.p
OG0000166	XP_009140600.1	Roisl.0023s0082.1.p
OG0000166	XP_033131489.1, XP_033141680.1	Roisl.0204s0086.1.p
OG0000166	XP_033128105.1, XP_033128100.1	Roisl.0004s0484.1.p
OG0000167	XP_033131842.1	Roisl.0053s0365.1.p
OG0000169	XP_033132763.1	Roisl.0189s0134.1.p, Roisl.0189s0115.1.p, Roisl.0006s0266.1.p, Roisl.0006s0267.1.p, Roisl.0009s0058.1.p, Roisl.0009s0099.1.p, Roisl.0066s0375.1.p
OG0000170	XP_009116769.1	Roisl.0018s0217.1.p
OG0000170	XP_033146706.1	Roisl.0018s0216.1.p
OG0000170	XP_018514087.1	Roisl.0035s0199.1.p
OG0000170	XP_009142347.1	Roisl.0035s0198.1.p
OG0000171	XP_009119874.1	Roisl.0031s0104.1.p
OG0000171	XP_009112891.1	Roisl.0050s0073.1.p
OG0000171	XP_009121200.1	Roisl.0066s0281.1.p
OG0000171	XP_009123804.1, XP_009146989.1, XP_009135093.1	Roisl.0079s0226.1.p, Roisl.0079s0225.1.p
OG0000171	XP_009109116.1, XP_009144093.1	Roisl.0022s0465.1.p
OG0000172	XP_033148633.1	Roisl.0046s1356.1.p
OG0000173	XP_033143369.1	Roisl.0001s0419.1.p, Roisl.0045s0089.1.p
OG0000173	XP_009109432.1	Roisl.0001s0452.1.p
OG0000173	XP_033143325.1	Roisl.0028s0555.1.p
OG0000173	XP_033128749.1, XP_033129164.1	Roisl.0041s0073.1.p
OG0000173	XP_009138208.2	Roisl.0008s0315.1.p
OG0000174	XP_009107416.1	Roisl.0066s0013.1.p, Roisl.0082s0594.1.p
OG0000175	XP_033134622.1, XP_009103171.1, XP_009127800.1	Roisl.0019s0487.1.p, Roisl.0191s0187.1.p
OG0000175	XP_033137829.1	Roisl.0210s1168.1.p
OG0000175	XP_009113207.1	Roisl.0214s0596.1.p
OG0000175	XP_033146739.1	Roisl.0018s0359.1.p, Roisl.0035s0021.1.p
OG0000176	XP_033133290.1, XP_033133266.1, XP_009108377.1	Roisl.0039s0061.1.p
OG0000177	XP_033132885.1	Roisl.0007s0003.1.p, Roisl.0049s0035.1.p
OG0000177	XP_009103302.2	Roisl.0007s0001.1.p
OG0000177	XP_009149598.1, XP_009149599.2	Roisl.0049s0037.1.p
OG0000177	XP_009124585.1, XP_033147925.1	Roisl.0189s0081.1.p
OG0000178	XP_033136390.1	Roisl.0082s0204.1.p
OG0000178	XP_009134310.1	Roisl.0082s0206.1.p
OG0000178	XP_009134313.1	Roisl.0082s0205.1.p
OG0000178	XP_009114564.1	Roisl.0082s0211.1.p
OG0000178	XP_009114346.2, XP_009134304.1, XP_033142043.1, XP_033142131.1, XP_033136829.1, XP_009134308.2	Roisl.0082s0207.1.p
OG0000178	XP_033141427.1, XP_009144510.1	Roisl.0082s0209.1.p, Roisl.0082s0208.1.p
OG0000178	XP_009114566.2, XP_009144506.1, XP_009144502.1	Roisl.0184s0012.1.p
OG0000179	XP_033143525.1	Roisl.0214s0662.1.p, Roisl.0214s0689.1.p, Roisl.0214s0768.1.p, Roisl.0214s0758.1.p, Roisl.0214s0794.1.p, Roisl.0214s0685.1.p
OG0000180	XP_033145681.1, XP_033145911.1	Roisl.0214s0836.1.p, Roisl.0025s0085.1.p
OG0000182	XP_009116717.1	Roisl.0046s1327.1.p
OG0000182	XP_009122203.1	Roisl.0018s0428.1.p, Roisl.0020s0176.1.p, Roisl.0018s0427.1.p, Roisl.0020s0170.1.p
OG0000183	XP_009105204.1	Roisl.0024s0013.1.p, Roisl.0064s0038.1.p
OG0000183	XP_009140755.1	Roisl.0209s0513.1.p
OG0000185	XP_009129754.1	Roisl.0024s0123.1.p
OG0000185	XP_033131216.1, XP_018508547.1	Roisl.0074s0700.1.p
OG0000186	XP_009133030.1, XP_033142532.1	Roisl.0209s0667.1.p, Roisl.0214s0772.1.p, Roisl.0209s0059.1.p, Roisl.0019s0574.1.p, Roisl.0010s0158.1.p
OG0000186	XP_009143662.1, XP_033146950.1	Roisl.0209s0643.1.p
OG0000188	XP_033136263.1, XP_033135940.1	Roisl.0210s0897.1.p
OG0000189	XP_009112460.1, XP_009121076.1, XP_009124572.1, XP_009115809.1, XP_009138399.1, XP_009148517.1	Roisl.0066s0143.1.p
OG0000189	XP_009107160.1	Roisl.0001s0111.1.p
OG0000189	XP_009110241.1	Roisl.0007s0123.1.p
OG0000192	XP_009105445.1, XP_009110577.1, XP_009105059.1	Roisl.0021s0468.1.p
OG0000192	XP_033137383.1	Roisl.0021s0463.1.p
OG0000192	XP_009124814.1	Roisl.0021s0465.1.p
OG0000193	XP_033134338.1, XP_033147866.1	Roisl.0013s0218.1.p
OG0000193	XP_033147857.1	Roisl.0209s0180.1.p, Roisl.0213s0478.1.p, Roisl.0213s0477.1.p
OG0000194	XP_033147366.1, XP_033131815.1, XP_033139172.1, XP_009123785.2	Roisl.0049s0017.1.p, Roisl.0075s0133.1.p
OG0000195	XP_033136721.1	Roisl.0204s0063.1.p
OG0000195	XP_009131959.1	Roisl.0013s0004.1.p, Roisl.0080s0275.1.p
OG0000196	XP_033131243.1	Roisl.0009s0078.1.p, Roisl.0009s0045.1.p
OG0000196	XP_009140116.1	Roisl.0066s0322.1.p
OG0000196	XP_033141524.1	Roisl.0009s0051.1.p, Roisl.0009s0073.1.p, Roisl.0009s0076.1.p, Roisl.0009s0071.1.p, Roisl.0009s0040.1.p
OG0000197	XP_033133256.1	Roisl.0064s0036.1.p
OG0000197	XP_033138466.1	Roisl.0091s0346.1.p
OG0000197	XP_033133253.1	Roisl.0091s0345.1.p, Roisl.0091s0344.1.p, Roisl.0091s0343.1.p
OG0000198	XP_009117861.2	Roisl.0007s0637.1.p
OG0000199	XP_009127652.1, XP_009108973.2, XP_009102300.2, XP_009108976.2	Roisl.0082s0445.1.p, Roisl.0082s0444.1.p, Roisl.0020s0058.1.p
OG0000200	XP_009119144.1, XP_009111048.2	Roisl.0091s0810.1.p
OG0000200	XP_033133539.1	Roisl.0213s0164.1.p
OG0000200	XP_033136326.1	Roisl.0213s0214.1.p
OG0000200	XP_009111047.1, XP_009119146.1	Roisl.0091s0809.1.p
OG0000201	XP_033138765.1, XP_033147942.1, XP_033130023.1	Roisl.0066s0324.1.p
OG0000203	XP_033131129.1	Roisl.0026s0064.1.p
OG0000203	XP_009138966.1, XP_009138965.1	Roisl.0026s0056.1.p
OG0000203	XP_009104131.1	Roisl.0026s0058.1.p
OG0000209	XP_033134010.1	Roisl.0007s0703.1.p, Roisl.0118s0007.1.p
OG0000209	XP_018509924.1, XP_033135419.1	Roisl.0210s0893.1.p, Roisl.0210s0751.1.p
OG0000209	XP_009151204.1, XP_009151202.1	Roisl.0210s1801.1.p
OG0000210	XP_009143082.1	Roisl.0082s0655.1.p, Roisl.0028s0090.1.p
OG0000210	XP_009104263.2	Roisl.0018s0163.1.p
OG0000210	XP_009138832.1, XP_033145512.1, XP_009138923.1	Roisl.0018s0162.1.p, Roisl.0018s0164.1.p, Roisl.0018s0165.1.p, Roisl.0214s0326.1.p, Roisl.0214s0323.1.p, Roisl.0055s0064.1.p, Roisl.0214s0324.1.p, Roisl.0214s0328.1.p
OG0000214	XP_033146217.1	Roisl.0002s0228.1.p, Roisl.0017s0481.1.p, Roisl.0179s0076.1.p
OG0000215	XP_009144753.2, XP_033143272.1, XP_018514409.1, XP_033139809.1, XP_033144986.1, XP_033139775.1, XP_033142243.1	Roisl.0021s0628.1.p, Roisl.0111s0041.1.p, Roisl.0019s0139.1.p, Roisl.0210s0511.1.p, Roisl.0083s0037.1.p, Roisl.0046s0259.1.p, Roisl.0210s0627.1.p
OG0000216	XP_033134839.1	Roisl.0209s0233.1.p
OG0000216	XP_009102525.1	Roisl.0214s0809.1.p
OG0000216	XP_009116349.1	Roisl.0046s1649.1.p
OG0000216	XP_033134160.1, XP_033141123.1, XP_033142084.1, XP_009135947.1	Roisl.0210s1376.1.p
OG0000217	XP_018512352.2, XP_018515310.1, XP_033133963.1, XP_033144439.1, XP_033146243.1, XP_009106964.1, XP_033136204.1, XP_033142373.1, XP_009113896.2, XP_033134849.1, XP_033131294.1, XP_018509984.2, XP_033144119.1, XP_018515056.1, XP_033131935.1, XP_009140906.1, XP_033134205.1, XP_033139703.1, XP_033134433.1, XP_033129515.1, XP_033142279.1, XP_009115925.1, XP_033137293.1, XP_033135361.1, XP_033135163.1, XP_009102346.2, XP_033128410.1, XP_033139015.1, XP_033146174.1, XP_033146175.1, XP_009130020.2, XP_009102237.1, XP_018513055.1, XP_033148524.1, XP_033140413.1, XP_033140427.1, XP_009138163.1, XP_033132396.1, XP_033137006.1, XP_033143297.1, XP_033137024.1, XP_033146296.1, XP_033140874.1, XP_009129025.3, XP_033131450.1	Roisl.0184s0187.1.p
OG0000218	XP_033140908.1, XP_033128986.1, XP_033128341.1, XP_033145478.1, XP_033132830.1, XP_033147130.1, XP_033135381.1, XP_033143910.1, XP_033128841.1, XP_033142916.1, XP_033140507.1, XP_033141210.1, XP_033132481.1, XP_033145416.1, XP_033144814.1, XP_033144660.1, XP_033134845.1, XP_033139777.1, XP_033143756.1, XP_033129757.1, XP_033132550.1, XP_033133825.1, XP_033136890.1, XP_033130804.1, XP_033138912.1, XP_033139114.1	Roisl.0022s0061.1.p, Roisl.0210s0467.1.p, Roisl.0214s0787.1.p, Roisl.0213s0859.1.p, Roisl.0010s0024.1.p, Roisl.0083s0054.1.p
OG0000221	XP_033131233.1	Roisl.0209s0076.1.p
OG0000222	XP_033139261.1, XP_033139130.1, XP_033139238.1	Roisl.0209s0533.1.p
OG0000222	XP_033139545.1, XP_033139482.1, XP_033139394.1, XP_033138944.1	Roisl.0189s0010.1.p, Roisl.0025s0105.1.p, Roisl.0188s0142.1.p, Roisl.0032s0108.1.p, Roisl.0061s0008.1.p, Roisl.0062s0031.1.p, Roisl.0200s0002.1.p, Roisl.0194s0072.1.p, Roisl.0213s0011.1.p, Roisl.0036s0107.1.p, Roisl.0082s0071.1.p, Roisl.0075s0029.1.p, Roisl.0038s0037.1.p, Roisl.0184s0228.1.p, Roisl.0201s0021.1.p, Roisl.0053s0020.1.p, Roisl.0082s0004.1.p, Roisl.0124s0002.1.p, Roisl.0082s0022.1.p, Roisl.0214s0134.1.p, Roisl.0083s0042.1.p, Roisl.0052s0067.1.p, Roisl.0209s0540.1.p, Roisl.0029s0048.1.p, Roisl.0185s0053.1.p, Roisl.0111s0037.1.p, Roisl.0209s0542.1.p, Roisl.0194s0054.1.p, Roisl.0037s0077.1.p, Roisl.0087s0006.1.p, Roisl.0215s0007.1.p, Roisl.0215s0008.1.p, Roisl.0215s0003.1.p, Roisl.0198s0067.1.p, Roisl.0201s0016.1.p, Roisl.0201s0015.1.p, Roisl.0040s0033.1.p, Roisl.0015s0196.1.p, Roisl.0082s0008.1.p, Roisl.0029s0092.1.p, Roisl.0210s2137.1.p, Roisl.0008s0103.1.p
OG0000222	XP_033139183.1, XP_033139474.1, XP_033139262.1	Roisl.0185s0100.1.p
OG0000223	XP_018515114.1	Roisl.0021s0609.1.p
OG0000225	XP_009106592.3	Roisl.0115s0258.1.p
OG0000225	XP_033132165.1, XP_033128822.1, XP_033129411.1, XP_033129810.1, XP_009151530.2, XP_033128821.1, XP_009106589.1	Roisl.0115s0260.1.p
OG0000229	XP_009151331.2, XP_033145123.1, XP_033134005.1, XP_033141396.1	Roisl.0064s0044.1.p, Roisl.0046s0553.1.p, Roisl.0082s0643.1.p
OG0000229	XP_033137486.1	Roisl.0012s0367.1.p, Roisl.0074s0611.1.p, Roisl.0208s0048.1.p
OG0000229	XP_009108848.1, XP_009113706.2, XP_033128874.1	Roisl.0019s0783.1.p, Roisl.0019s0786.1.p
OG0000230	XP_009116566.1	Roisl.0016s0239.1.p, Roisl.0209s0715.1.p
OG0000233	XP_018511882.1, XP_009125692.3, XP_033144506.1, NP_001288906.1	Roisl.0210s0497.1.p
OG0000233	XP_033141823.1, XP_009122327.1	Roisl.0210s0495.1.p, Roisl.0210s0494.1.p
OG0000233	XP_009122331.1, XP_009110375.3, XP_033139819.1	Roisl.0210s0492.1.p
OG0000234	XP_009110744.2	Roisl.0115s0284.1.p, Roisl.0030s0017.1.p, Roisl.0053s0230.1.p, Roisl.0053s0229.1.p, Roisl.0030s0016.1.p
OG0000235	XP_033143279.1	Roisl.0004s0134.1.p
OG0000236	XP_009109227.1	Roisl.0075s0132.1.p, Roisl.0053s0263.1.p, Roisl.0115s0550.1.p, Roisl.0213s0762.1.p
OG0000237	XP_009135994.1, XP_018513505.1, XP_033143227.1, XP_018513498.1, XP_009147171.1, XP_018515099.1, XP_009122925.1, XP_018514914.1	Roisl.0053s0387.1.p, Roisl.0053s0388.1.p, Roisl.0074s0980.1.p, Roisl.0074s0978.1.p, Roisl.0074s0976.1.p
OG0000237	XP_009135819.1	Roisl.0115s0615.1.p
OG0000237	XP_033144214.1	Roisl.0115s0490.1.p
OG0000238	XP_009105750.1, XP_009127828.1	Roisl.0019s0445.1.p
OG0000238	XP_009127830.1	Roisl.0019s0442.1.p
OG0000238	XP_033141574.1, XP_009127833.1	Roisl.0019s0444.1.p
OG0000238	XP_009110123.1	Roisl.0191s0148.1.p
OG0000239	XP_033147475.1	Roisl.0213s0279.1.p
OG0000241	XP_009137217.1, XP_009135314.1	Roisl.0091s0140.1.p
OG0000241	XP_009108531.1	Roisl.0091s0141.1.p
OG0000241	XP_009114544.1	Roisl.0082s0229.1.p
OG0000241	XP_009134322.1	Roisl.0082s0230.1.p
OG0000242	XP_009144622.1, XP_009114607.1	Roisl.0082s0505.1.p, Roisl.0012s0059.1.p, Roisl.0049s0020.1.p, Roisl.0049s0019.1.p, Roisl.0049s0018.1.p
OG0000242	XP_009151152.2, XP_033140482.1	Roisl.0005s0209.1.p, Roisl.0029s0029.1.p, Roisl.0046s0325.1.p
OG0000243	XP_009109661.1	Roisl.0213s0203.1.p, Roisl.0213s0195.1.p
OG0000243	XP_033137288.1, XP_009109662.1	Roisl.0213s0205.1.p
OG0000244	XP_009114492.1, XP_009108752.1, XP_009111248.1	Roisl.0082s0280.1.p
OG0000244	XP_009111247.1	Roisl.0082s0372.1.p, Roisl.0082s0373.1.p, Roisl.0082s0374.1.p
OG0000245	XP_033148198.1, XP_033147971.1, XP_033144131.1, XP_033133696.1, XP_033133396.1, XP_033136129.1, XP_033148073.1, XP_033148068.1, XP_033142141.1, XP_033131433.1	Roisl.0080s0033.1.p
OG0000246	XP_009116009.2	Roisl.0046s1292.1.p
OG0000246	XP_009133099.1	Roisl.0017s0009.1.p, Roisl.0017s0010.1.p, Roisl.0017s0011.1.p
OG0000246	XP_009143556.1, XP_009143557.1	Roisl.0017s0013.1.p
OG0000246	XP_009141607.1, XP_009133097.2, XP_009143554.2, XP_009143555.1	Roisl.0017s0006.1.p, Roisl.0017s0005.1.p, Roisl.0017s0008.1.p
OG0000247	XP_009119459.1	Roisl.0213s0790.1.p, Roisl.0213s0788.1.p, Roisl.0015s0176.1.p
OG0000248	XP_009105678.1, XP_009105679.1	Roisl.0019s0530.1.p
OG0000248	XP_033140079.1	Roisl.0019s0522.1.p, Roisl.0019s0521.1.p
