Orthogroup	Brassica_rapa	Cardamine_hirsuta
OG0000234	XP_009110744.2	CARHR210320, CARHR095200, CARHR095190, CARHR100580, CARHR100650, CARHR100570, CARHR210300
OG0000235	XP_033147349.1	CARHR168030
OG0000235	XP_033143279.1	CARHR073970
OG0000236	XP_033147566.1	CARHR062590, CARHR062610
OG0000236	XP_009109227.1	CARHR000080, CARHR100230, CARHR102630
OG0000237	XP_009135994.1, XP_018513505.1, XP_033143227.1, XP_018513498.1, XP_009147171.1, XP_018515099.1, XP_009122925.1, XP_018514914.1	CARHR099050
OG0000237	XP_009135819.1	CARHR098530
OG0000237	XP_033144214.1	CARHR238210, CARHR097380
OG0000238	XP_009105750.1, XP_009127828.1	CARHR064100, CARHR064090
OG0000238	XP_009127830.1	CARHR064130
OG0000238	XP_033141574.1, XP_009127833.1	CARHR064110
OG0000238	XP_009115561.1	CARHR292540
OG0000238	XP_009103193.1	CARHR023530, CARHR023500, CARHR023520, CARHR023510
OG0000239	XP_033147475.1	CARHR218360
OG0000241	XP_009137217.1, XP_009135314.1	CARHR228610
OG0000241	XP_009114544.1	CARHR252730
OG0000241	XP_009134322.1	CARHR107520
OG0000242	XP_009144622.1, XP_009114607.1	CARHR119540, CARHR119080, CARHR180810, CARHR264270, CARHR101660, CARHR102130, CARHR102230, CARHR102520
OG0000242	XP_009151152.2, XP_033140482.1	CARHR175670
OG0000243	XP_009115238.1	CARHR028760
OG0000243	XP_009109661.1	CARHR028800, CARHR028770, CARHR028900, CARHR028820, CARHR028850
OG0000244	XP_009114492.1, XP_009108752.1, XP_009111248.1	CARHR251320, CARHR252330, CARHR252290
OG0000244	XP_009111247.1	CARHR251330, CARHR251340
OG0000246	XP_009133099.1	CARHR131170, CARHR131180
OG0000246	XP_009114411.2, XP_009141608.1	CARHR131110
OG0000246	XP_009141607.1, XP_009133097.2, XP_009143554.2, XP_009143555.1	CARHR131140, CARHR131130, CARHR131150, CARHR131160
OG0000247	XP_009119459.1	CARHR291820, CARHR217360, CARHR263700
OG0000248	XP_009105678.1, XP_009105679.1	CARHR063130
OG0000248	XP_009136507.1, XP_009101906.1	CARHR215600
OG0000249	XP_033128555.1	CARHR033120
OG0000249	XP_033143627.1, XP_033147635.1	CARHR014080
OG0000249	XP_009103624.1	CARHR029720
OG0000250	XP_009134330.1, XP_018510294.1	CARHR252250
OG0000251	XP_009123566.1	CARHR147300
OG0000251	XP_009123565.1	CARHR147330
OG0000251	XP_009121542.3	CARHR147340
OG0000251	XP_009132141.2	CARHR271060
OG0000252	XP_009126727.1, XP_009108914.1	CARHR230420
OG0000252	XP_033130758.1, XP_033130761.1, XP_033143449.1, XP_009112729.1	CARHR048360, CARHR048350, CARHR048370
OG0000252	XP_009128234.1, XP_009101726.1	CARHR071040
OG0000253	XP_033134270.1	CARHR083800, CARHR083820, CARHR083810
OG0000253	XP_009115390.1, XP_033143098.1	CARHR210890
OG0000253	XP_009135236.2, XP_009120551.1	CARHR087080
OG0000253	XP_009123001.2, XP_009136338.1	CARHR000060, CARHR229590
OG0000254	XP_009146804.1	CARHR290080
OG0000256	XP_009107687.1	CARHR092830, CARHR151680
OG0000259	XP_033148595.1, XP_009146121.1, XP_009145915.1, XP_009146127.3, XP_033147082.1, XP_033148591.1, XP_009145913.2	CARHR093470, CARHR093450
OG0000260	XP_009123569.1	CARHR247220
OG0000260	XP_009151941.1	CARHR149040
OG0000260	XP_009128105.1, XP_009101867.1	CARHR247230
OG0000262	XP_033135357.1	CARHR051080, CARHR046940
OG0000262	XP_009112794.2	CARHR046930
OG0000265	XP_033136496.1, XP_033143235.1, XP_033129398.1, XP_033134266.1, XP_009114824.2, XP_009108249.1	CARHR033470, CARHR263710, CARHR257150, CARHR159730, CARHR113850
OG0000266	XP_018510979.1	CARHR266780, CARHR224090, CARHR036480
OG0000266	XP_033143114.1	CARHR266730, CARHR253160
OG0000269	XP_009131977.2, XP_009120488.1	CARHR273300
OG0000269	XP_009144371.1, XP_009118237.2	CARHR007130, CARHR007140, CARHR053220, CARHR122830
OG0000270	XP_033136803.1	CARHR048080, CARHR051150, CARHR055290, CARHR048540, CARHR048090, CARHR048780
OG0000273	XP_033143602.1	CARHR266740
OG0000273	XP_033147472.1	CARHR284830, CARHR266760
OG0000275	XP_033128791.1, XP_009152161.2, XP_009152162.1, XP_009114077.2	CARHR175770
OG0000275	XP_009109984.2, XP_009109983.2, XP_009127111.1	CARHR041170, CARHR041160
OG0000275	XP_009109447.1, XP_018509849.2	CARHR246950
OG0000279	XP_009101629.1, XP_033136859.1	CARHR031350, CARHR031360, CARHR177740, CARHR257320, CARHR177410, CARHR177420, CARHR152170, CARHR177900, CARHR221580, CARHR177780, CARHR177760, CARHR177770, CARHR178120, CARHR177310, CARHR177790, CARHR177800, CARHR178860, CARHR178130, CARHR180680
OG0000282	XP_009135671.1	CARHR229020, CARHR229730
OG0000282	XP_033143298.1, XP_009126213.1	CARHR229010, CARHR229580, CARHR229030, CARHR229040, CARHR229110, CARHR229050, CARHR229070, CARHR283650, CARHR229570
OG0000284	XP_009121260.1	CARHR104190
OG0000285	XP_009134691.2	CARHR227980
OG0000285	XP_009137650.1, XP_009143289.2	CARHR234950
OG0000286	XP_009137794.1	CARHR178840
OG0000289	XP_009133159.1	CARHR126570, CARHR126060, CARHR126550, CARHR127010, CARHR253920, CARHR126990
OG0000289	XP_009143948.1	CARHR116010, CARHR127060
OG0000294	XP_033137553.1	CARHR197660
OG0000294	XP_033140065.1, XP_009105605.1, XP_033147233.1, XP_033141728.1	CARHR058080
OG0000295	XP_033135955.1	CARHR223360
OG0000295	XP_033136555.1	CARHR027470
OG0000295	XP_033136554.1	CARHR027480, CARHR027430
OG0000295	XP_033142265.1	CARHR100860
OG0000296	XP_009120430.1, XP_033142716.1	CARHR285460, CARHR285480
OG0000296	XP_009126729.2, XP_033141242.1, XP_009126731.2, XP_009145270.2, XP_033141241.1, XP_033141237.1	CARHR272760, CARHR053670, CARHR272770
OG0000297	XP_033139365.1, XP_033143414.1, XP_009124810.2, XP_033133917.1, XP_033139180.1, XP_033148272.1, XP_033139128.1, XP_033143391.1, XP_033134302.1, XP_033138901.1, XP_033143394.1, XP_033139071.1, XP_033139264.1, XP_033139331.1, XP_033138900.1, XP_033131794.1, XP_033129362.1, XP_033138991.1, XP_033137951.1	CARHR115150
OG0000298	XP_009151477.1, XP_009105682.1	CARHR033100
OG0000298	XP_009114790.1	CARHR033050
OG0000301	XP_009117672.2, XP_009117388.2, XP_009117355.1, XP_009140859.2, XP_018513864.2, XP_033132454.1, XP_009140683.1, XP_009111443.1	CARHR139910, CARHR139920
OG0000304	XP_009138558.1	CARHR253260, CARHR253390
OG0000304	XP_009133433.2	CARHR135560
OG0000306	XP_033131398.1, XP_033131015.1	CARHR213950, CARHR041780
OG0000307	XP_033136642.1	CARHR220080
OG0000307	XP_033140341.1	CARHR219950, CARHR112870, CARHR216070, CARHR057800, CARHR216060, CARHR216110
OG0000308	XP_009101789.1	CARHR180240
OG0000308	XP_009123895.1	CARHR180250
OG0000308	XP_033136159.1, XP_009101973.1, XP_033136503.1, XP_033136557.1, XP_033136506.1, XP_033136273.1, XP_009123893.1, XP_009123946.2, XP_009113997.2, XP_009101790.1, XP_009123889.1	CARHR180280
OG0000309	XP_009144204.2	CARHR007730, CARHR204750
OG0000313	XP_033146452.1	CARHR135320
OG0000313	XP_009117175.1	CARHR111270
OG0000314	XP_018511257.1, XP_033137289.1, XP_033134239.1, XP_033145454.1	CARHR006310
OG0000316	XP_009116708.1	CARHR057270
OG0000318	XP_009106691.2	CARHR062770, CARHR062740
OG0000318	XP_009134636.2	CARHR016600
OG0000318	XP_033138191.1	CARHR004290
OG0000321	XP_009120857.1	CARHR193110, CARHR193130
OG0000321	XP_033141348.1, XP_009126388.2	CARHR055410
OG0000322	XP_009115170.1, XP_033144288.1, XP_009126872.2, XP_009109521.1, XP_009143396.1	CARHR259720
OG0000323	XP_033134008.1, XP_033133188.1	CARHR018220
OG0000323	XP_033137191.1	CARHR018200
OG0000325	XP_009111083.2, XP_009119258.1, XP_009118621.1	CARHR004130
OG0000325	XP_009143895.1, XP_009132911.1	CARHR127110
OG0000326	XP_009108045.2	CARHR083130
OG0000326	XP_009131164.1, XP_033134805.1	CARHR112900
OG0000327	XP_009140412.1	CARHR089970
OG0000327	XP_009132950.1	CARHR226470
OG0000329	XP_009107789.1	CARHR220880
OG0000329	XP_009113441.1, XP_009140172.1	CARHR263560, CARHR263570
OG0000330	XP_009106486.2, XP_009105952.1	CARHR065890, CARHR065920, CARHR065910, CARHR065900
OG0000330	XP_009104838.1, XP_009104837.1, XP_009105951.1, XP_009127959.1	CARHR065880
OG0000331	XP_009134472.1, XP_009111338.2	CARHR249810
OG0000331	XP_009135526.2, XP_009114068.1	CARHR092710
OG0000331	XP_009133101.1	CARHR131330
OG0000331	XP_009124482.1	CARHR142440
OG0000332	XP_018510130.1, XP_009104693.1	CARHR050960, CARHR050950, CARHR055150
OG0000332	XP_033133452.1, XP_018510244.1	CARHR050930, CARHR051060, CARHR050990, CARHR051100, CARHR051090, CARHR051110, CARHR051120, CARHR050970, CARHR050980, CARHR050860
OG0000336	XP_009113354.1	CARHR054330, CARHR054520, CARHR009570, CARHR009660, CARHR183900
OG0000341	XP_009133284.1	CARHR038710, CARHR038690, CARHR038330
OG0000341	XP_009120003.1, XP_009113338.1	CARHR038610
OG0000341	XP_033142842.1, XP_033140992.1	CARHR021380, CARHR021360
OG0000342	XP_018514306.1, XP_033145144.1, XP_033146876.1, XP_033132405.1, XP_009123139.3	CARHR092860
OG0000344	XP_033135917.1	CARHR292150
OG0000344	XP_009131723.1, XP_009121040.1	CARHR099040
OG0000344	XP_018509673.2, XP_033134684.1, XP_018510505.2	CARHR011460
OG0000345	XP_009131113.1, XP_009125366.1	CARHR203880, CARHR006290
OG0000345	XP_009111117.2, XP_009118657.1, XP_009119322.1	CARHR003600, CARHR203870
OG0000346	XP_009103856.1	CARHR163180
OG0000346	XP_009129561.1, XP_009152070.1	CARHR147230
OG0000346	XP_009152071.1	CARHR147220
OG0000346	XP_009116024.1	CARHR163190
OG0000346	XP_009116022.1	CARHR163200
OG0000347	XP_009133759.2, XP_009142386.2	CARHR141230
OG0000347	XP_009138772.2, XP_009116806.2	CARHR171770
OG0000347	XP_033134760.1, XP_009119712.2	CARHR000730
OG0000347	XP_009134562.1	CARHR248520
OG0000349	XP_018510745.1	CARHR273130
OG0000349	XP_009126681.1	CARHR273200, CARHR273170, CARHR273210, CARHR273220
OG0000350	XP_009132499.1, XP_009145438.1, XP_009145263.1, XP_009145440.1, XP_009145439.2, XP_009109255.2, XP_009109273.1	CARHR097870
OG0000355	XP_009120577.1, XP_033140106.1, XP_033140107.1, XP_009126602.1	CARHR274100
OG0000355	XP_033147125.1	CARHR095150
OG0000355	XP_009140925.1	CARHR121680, CARHR121660, CARHR121670, CARHR121720
OG0000356	XP_033145333.1, XP_009140573.2	CARHR117170, CARHR178010
OG0000356	XP_033136684.1	CARHR117150
OG0000358	XP_033133366.1, XP_033133367.1, XP_033133363.1	CARHR041650, CARHR259760
OG0000358	XP_009144939.2, XP_033148500.1, XP_033148501.1, XP_033148499.1	CARHR041640
OG0000359	XP_033137968.1, XP_009127112.1	CARHR267340
OG0000359	XP_009109130.1, XP_009137679.1	CARHR235360
OG0000359	XP_009137683.1, XP_009143792.1, XP_009109128.1	CARHR235380
OG0000359	XP_009109129.1, XP_009137680.1, XP_033144141.1, XP_009143743.1	CARHR235370
OG0000362	XP_033141849.1	CARHR266430, CARHR150180
OG0000363	XP_009140448.1, XP_009140449.1	CARHR119900
OG0000365	XP_033137302.1	CARHR025550
OG0000365	XP_009133978.1	CARHR227340
OG0000365	XP_009115359.1	CARHR025540, CARHR025530
OG0000367	XP_009103131.2	CARHR198280, CARHR198270, CARHR253970, CARHR024610
OG0000368	XP_009149970.1	CARHR154970
OG0000369	XP_033133710.1, XP_009107578.2, XP_033128024.1	CARHR293630, CARHR283580, CARHR058390, CARHR059500, CARHR186430, CARHR116680
OG0000369	XP_009151512.2, XP_033129712.1	CARHR221010
OG0000370	XP_009102534.1	CARHR033610, CARHR100280, CARHR100270, CARHR288610, CARHR033580, CARHR288600, CARHR033590, CARHR288590, CARHR100310, CARHR288580
OG0000376	XP_009103926.1, XP_009103955.1	CARHR051720
OG0000377	XP_009138491.1	CARHR245750
OG0000377	XP_009136876.1	CARHR058550, CARHR058530, CARHR058590, CARHR245740
OG0000377	XP_009138490.1, XP_009136992.1	CARHR245730
OG0000379	XP_009101283.1, XP_009114212.1	CARHR144670
OG0000379	XP_018514158.2	CARHR164050
OG0000379	XP_009129179.1	CARHR144630
OG0000380	XP_009121314.2, XP_009121239.3	CARHR157270
OG0000380	XP_033137987.1, XP_033138021.1, XP_033133201.1, XP_033142420.1, XP_033142421.1, XP_009120537.2	CARHR036840, CARHR118680, CARHR285940, CARHR183820, CARHR273750, CARHR273860
OG0000381	XP_033132113.1	CARHR079970
OG0000382	XP_009144569.1, XP_009134433.1, XP_009134432.1	CARHR250680, CARHR250610
OG0000382	XP_009143456.1, XP_009133202.2	CARHR131810
OG0000383	XP_033145569.1, XP_033146020.1, XP_033136302.1, XP_033131973.1	CARHR164490, CARHR164480
OG0000384	XP_033141447.1	CARHR174500, CARHR174480, CARHR174510
OG0000384	XP_009128918.1, XP_033141448.1, XP_009128915.1, XP_033141010.1, XP_033141449.1	CARHR174490, CARHR089510
OG0000385	XP_033141740.1	CARHR116890
OG0000388	XP_009145769.1	CARHR092870, CARHR151230
OG0000388	XP_018514444.2, XP_009111665.1	CARHR095050
OG0000389	XP_009127252.1	CARHR179630, CARHR179650, CARHR274280, CARHR274270, CARHR270410, CARHR105990, CARHR152840, CARHR152780, CARHR270430, CARHR270420, CARHR270400, CARHR270450
OG0000390	XP_009145349.1	CARHR022710
OG0000390	XP_009103242.1	CARHR022740
OG0000390	XP_009110142.2, XP_009145344.1	CARHR022730
OG0000390	XP_009145345.1	CARHR022720
OG0000390	XP_009103240.1	CARHR022750
OG0000391	XP_009105992.1, XP_033131151.1, XP_033131152.1	CARHR066340, CARHR066300, CARHR066320, CARHR066310, CARHR066330, CARHR066290, CARHR066360
OG0000391	XP_009131550.1, XP_009126130.1, XP_009121469.1	CARHR196560
OG0000391	XP_009146838.2	CARHR084950
OG0000392	XP_009117729.1	CARHR017550
OG0000392	XP_009117731.1, XP_009149139.1	CARHR017540
OG0000392	XP_009137512.1, XP_009139101.2, XP_018508332.1, XP_009109218.1, XP_009109221.2, XP_009109219.2	CARHR185400, CARHR216970, CARHR232710
OG0000393	XP_009129904.1, XP_009140209.1	CARHR263220
OG0000393	XP_009125150.1	CARHR103170
OG0000394	XP_009107019.1, XP_009147659.1	CARHR043000
OG0000394	XP_033148608.1	CARHR090630
OG0000395	XP_009110562.1, XP_009117938.1	CARHR014460
OG0000396	XP_033130946.1, XP_033139810.1, XP_033141070.1, XP_033134328.1, XP_009129529.2, XP_009136048.2, XP_033134357.1, XP_033134376.1, XP_033139276.1	CARHR119440
OG0000397	XP_033132278.1, XP_033132607.1, XP_033148331.1	CARHR106550, CARHR107430
OG0000398	XP_009138228.1, XP_033142291.1, XP_009117693.2, XP_033148601.1, XP_009108634.1	CARHR101890
OG0000399	XP_009111320.1, XP_009134447.1	CARHR001910
OG0000399	XP_009110844.1, XP_009148170.1	CARHR009120
OG0000402	XP_018508882.1	CARHR289020
OG0000402	XP_018508139.1, XP_018508140.1	CARHR177820, CARHR292110, CARHR292450, CARHR289650, CARHR289030
OG0000403	XP_033135858.1, XP_009134347.1	CARHR251840
OG0000404	XP_033135737.1, XP_018512240.1, XP_033128395.1, XP_033143511.1, XP_009107590.1	CARHR235030
OG0000405	XP_009135388.1	CARHR089280
OG0000405	XP_033142298.1	CARHR089240
OG0000405	XP_009136480.1	CARHR275230
OG0000405	XP_033128163.1, XP_009116816.1, XP_009116847.1	CARHR203560
OG0000406	XP_009118420.1	CARHR273440, CARHR007590
OG0000406	XP_009148016.2, NP_001288842.1, XP_009126644.1, XP_009110929.1, XP_009131965.1	CARHR123820, CARHR154410
OG0000407	XP_009129664.1	CARHR005930, CARHR002610, CARHR002600, CARHR025430, CARHR142610
OG0000407	XP_033133931.1	CARHR011680
OG0000409	XP_009113642.2	CARHR028100
OG0000409	XP_009102895.1, XP_009102892.1	CARHR028080, CARHR028050
OG0000410	XP_033144148.1	CARHR229400
OG0000410	XP_033142113.1	CARHR253620
OG0000411	XP_009117228.1, XP_009140655.2, XP_033145771.1, XP_033145769.1	CARHR117550, CARHR117600
OG0000412	XP_009121474.1, XP_009126124.1	CARHR196640
OG0000412	XP_009139734.1	CARHR215260
OG0000412	XP_009127474.2	CARHR292180
OG0000412	XP_009113719.2, XP_009145973.2, XP_009135551.1	CARHR093170
OG0000413	XP_009117592.1	CARHR088360, CARHR088350
OG0000413	XP_009107087.1	CARHR044870
OG0000413	XP_009117606.1, XP_009117615.1	CARHR088340
OG0000414	XP_009113073.1	CARHR049420
OG0000414	XP_009112260.2	CARHR105130, CARHR106410
OG0000414	XP_009107833.1, XP_009147527.2, XP_009144715.2	CARHR221890
OG0000414	XP_009135778.2	CARHR098010
OG0000415	XP_033141982.1, XP_009119510.2, XP_033131296.1, XP_033131037.1, XP_033137062.1, XP_033137932.1, XP_033130584.1, XP_033133221.1	CARHR286360
OG0000419	XP_009141477.1, XP_009141476.1	CARHR129410
OG0000419	XP_009133639.1, XP_009133243.2, XP_009133273.1	CARHR133760
OG0000420	XP_018514613.1	CARHR137680
OG0000421	XP_009119805.1	CARHR265630
OG0000424	XP_009119993.1	CARHR267950
OG0000424	XP_009143223.1	CARHR234870
OG0000424	XP_009107182.1, XP_009144926.1	CARHR041080
OG0000424	XP_009145600.2, XP_009110281.1	CARHR096480
OG0000425	XP_018512945.2, XP_033144162.1, XP_033144134.1	CARHR206570, CARHR180690
OG0000426	XP_009107627.2	CARHR032340, CARHR136030
OG0000426	XP_009120084.1	CARHR182090
OG0000429	XP_009138961.1, XP_009105539.1	CARHR054890, CARHR168810
OG0000429	XP_033136010.1, XP_009138964.1, XP_018509646.2, XP_033136040.1, XP_009117192.2	CARHR168790
OG0000430	XP_009114557.1, XP_009144513.1	CARHR252910
OG0000430	XP_009136176.1	CARHR103290
OG0000431	XP_009113233.1	CARHR051440
OG0000432	XP_009113858.2	CARHR038790, CARHR038780, CARHR038820
OG0000432	XP_033142746.1	CARHR227030, CARHR227040, CARHR227060, CARHR227020
OG0000434	XP_033145964.1, XP_033131420.1	CARHR291870
OG0000434	XP_033132655.1, XP_009121420.1	CARHR243780, CARHR243790
OG0000434	XP_009130772.1, XP_009130770.1	CARHR034080, CARHR061160
OG0000436	XP_009120511.2, XP_018512380.1, XP_018513341.2	CARHR273490
OG0000436	XP_009126640.1, XP_009131961.1	CARHR273500
OG0000437	XP_009126926.1, XP_009132186.2, XP_009142069.1, XP_009120181.1	CARHR270460
OG0000437	XP_009117525.1, XP_009112624.1	CARHR110190
OG0000439	XP_009122220.1, XP_033145038.1	CARHR179040, CARHR206880
OG0000440	XP_033147225.1	CARHR286040, CARHR286140, CARHR286080, CARHR286060, CARHR286070, CARHR085380
OG0000442	XP_033142403.1	CARHR275070
OG0000442	XP_033136091.1, XP_033131564.1, XP_033143616.1	CARHR142770
OG0000442	XP_009139999.1	CARHR172740, CARHR054380, CARHR261710
OG0000443	XP_009126072.2	CARHR240310
OG0000443	XP_009140677.1, XP_009117057.1	CARHR115900
OG0000443	XP_009121978.2	CARHR202110
OG0000443	XP_033129927.1, XP_009129964.1	CARHR188110
OG0000444	XP_009132781.2, XP_009144211.1	CARHR125020
OG0000444	XP_009116612.1, XP_009138911.1, XP_009104208.2	CARHR169860
OG0000444	XP_009119097.1	CARHR005550
OG0000444	XP_009111012.1	CARHR005540
OG0000445	XP_009151636.1, XP_009150903.1, XP_009141711.1, XP_009130101.1	CARHR189790
OG0000446	XP_009131886.1, XP_009126560.1, XP_033140101.1	CARHR190860, CARHR190870
OG0000446	XP_033140145.1, XP_018512437.1	CARHR148780
OG0000447	XP_033144021.1, XP_009143612.1, XP_009133065.1, XP_009141564.1, XP_033143082.1, XP_033143081.1, XP_009122218.1, XP_018511274.2, XP_009146712.2, XP_009115956.1	CARHR130390, CARHR206830, CARHR086060
OG0000448	XP_033129766.1, XP_033129588.1, XP_033135089.1, XP_009111595.2	CARHR292580, CARHR292570
OG0000448	XP_033140725.1, XP_009151889.2	CARHR292620
OG0000449	XP_009132838.1, XP_009117247.1	CARHR169300, CARHR169310
OG0000450	XP_009149025.1	CARHR150940
OG0000450	XP_009147850.2, XP_033128437.1, XP_009147820.2, XP_033128691.1, XP_009147849.2	CARHR215210
OG0000451	XP_009108545.1	CARHR228900
OG0000451	XP_009118234.2, XP_009133825.1	CARHR052700
OG0000457	XP_009119294.2, XP_009111101.1, XP_009118642.1	CARHR078580, CARHR127370, CARHR003820
OG0000458	XP_033135907.1, XP_009102881.1	CARHR028400
OG0000458	XP_009107294.1, XP_009107292.1	CARHR028420
OG0000459	XP_033132465.1	CARHR108900
OG0000459	XP_033137991.1	CARHR219840
OG0000460	XP_009146482.1, XP_009124752.1	CARHR088190
OG0000460	XP_009126933.1	CARHR270190
OG0000460	XP_009137587.1, XP_009142182.1	CARHR233890
OG0000463	XP_009145136.1	CARHR287270
OG0000463	XP_009150246.1	CARHR155360
OG0000466	XP_009121727.2	CARHR284350
OG0000467	XP_033140439.1, XP_009129941.2, XP_009129939.2	CARHR274050
OG0000468	XP_033131395.1	CARHR138480
OG0000468	XP_009151173.1	CARHR134960, CARHR061710
OG0000469	XP_009132184.1, XP_009136954.1, XP_009138940.1, XP_009128823.1, XP_033136050.1, XP_033136881.1, XP_009101572.1	CARHR176200, CARHR225580, CARHR169080
OG0000470	XP_033141660.1	CARHR240060
OG0000471	XP_033146596.1	CARHR219700, CARHR219720
OG0000471	XP_033132441.1, XP_033134615.1, XP_009139580.1, XP_033130451.1, XP_009148518.2, XP_033148522.1, XP_009148596.2	CARHR219800
OG0000473	XP_009118866.2	CARHR000120
OG0000474	XP_009118655.1, XP_009111114.1, XP_033138282.1	CARHR003630
OG0000474	XP_018515195.1	CARHR180040
OG0000474	XP_009114869.1	CARHR110220, CARHR252030, CARHR110210
OG0000475	XP_009123373.2, XP_009139614.1	CARHR219220
OG0000475	XP_009105150.1, XP_009113245.1, XP_009113119.1	CARHR050610
OG0000476	XP_009105602.1, XP_033134477.1, XP_033134406.1, XP_033134327.1	CARHR186490, CARHR186690
OG0000477	XP_009130224.1	CARHR276320
OG0000477	NP_001288862.1, XP_009129126.1	CARHR145200
OG0000477	XP_009148815.1, XP_009110545.1, XP_009117904.1	CARHR014840
OG0000481	XP_009102845.1, XP_009138576.1, XP_018510444.2	CARHR284150
OG0000481	XP_009148321.2	CARHR010120
OG0000481	XP_009148319.2, XP_009148320.2, XP_009118279.2, XP_009118276.2, XP_009118278.1	CARHR010110
OG0000482	XP_009127923.1, XP_009105889.1	CARHR065170, CARHR065180
OG0000482	XP_009127921.1, NP_001288806.1	CARHR065160
