Orthogroup	Brassica_rapa	Arabis_alpina
OG0000165	XP_009127572.1	Aa_G266430.h1.t1
OG0000166	XP_033131489.1, XP_033141680.1	Aa_G792200.h1.t1
OG0000169	XP_033132763.1	Aa_G296310.h1.t1
OG0000170	XP_009138804.1, XP_009138803.1, XP_033146706.1	Aa_G48820.h1.t1
OG0000170	XP_018514087.1	Aa_G16090.h1.t1, Aa_G569190.h1.t1, Aa_G569190.h2.t1, Aa_G569190.h3.t1
OG0000170	XP_018514178.1	Aa_G16040.h1.t1
OG0000171	XP_009119874.1	Aa_G134060.h1.t1
OG0000171	XP_009112891.1	Aa_G135580.h1.t1
OG0000171	XP_009121200.1	Aa_G70150.h1.t1
OG0000171	XP_009123804.1, XP_009146989.1, XP_009135093.1	Aa_G24370.h1.t1
OG0000171	XP_009109116.1, XP_009144093.1	Aa_G2000.h1.t1
OG0000173	XP_033143325.1	Aa_G139550.h1.t1, Aa_G187970.h1.t1, Aa_G187960.h1.t1
OG0000174	XP_009107416.1	Aa_G311760.h4.t1, Aa_G311760.h7.t1, Aa_G311760.h3.t1, Aa_G311760.h1.t1, Aa_G311760.h5.t1, Aa_G311760.h2.t1, Aa_G311760.h6.t1
OG0000175	XP_033134622.1	Aa_G101710.h1.t1
OG0000175	XP_009104952.1	Aa_G473510.h1.t1, Aa_G473510.h2.t1
OG0000175	XP_009113207.1	Aa_G193050.h1.t1
OG0000175	XP_009118871.2	Aa_G775400.h2.t1, Aa_G453040.h2.t1
OG0000175	XP_009142560.1	Aa_G453040.h1.t1
OG0000176	XP_009104914.1, XP_009127868.1	Aa_G595900.h1.t1
OG0000177	XP_033132885.1	Aa_G431620.h1.t1, Aa_G60820.h1.t1, Aa_G835800.h1.t1
OG0000177	XP_009110191.2	Aa_G86910.h1.t1
OG0000177	XP_009103301.1	Aa_G507530.h1.t1
OG0000178	XP_033136390.1	Aa_G320630.h1.t1
OG0000179	XP_033136172.1	Aa_G323330.h1.t1
OG0000182	XP_009116717.1	Aa_G77300.h1.t1, Aa_G394610.h1.t1, Aa_G394570.h1.t1, Aa_G299160.h1.t1
OG0000182	XP_009122203.1	Aa_G22640.h1.t1, Aa_G167450.h1.t1
OG0000183	XP_009105204.1	Aa_G505900.h1.t1
OG0000183	XP_009104021.1	Aa_G88530.h2.t1
OG0000183	XP_009116373.2, XP_009139073.1	Aa_G562480.h1.t1
OG0000183	XP_009103571.1, XP_009120715.2, XP_033128873.1	Aa_G337660.h1.t1
OG0000185	XP_033131868.1, XP_033132192.1	Aa_G161250.h1.t1
OG0000186	XP_009133030.1, XP_033142532.1	Aa_G218170.h1.t1
OG0000188	XP_033136263.1, XP_033135940.1	Aa_G606990.h1.t1
OG0000188	XP_033147068.1, XP_033147041.1	Aa_G4330.h1.t1
OG0000189	XP_009112460.1, XP_009121076.1, XP_009124572.1, XP_009115809.1, XP_009138399.1, XP_009148517.1	Aa_G514660.h1.t1, Aa_G459730.h1.t1
OG0000189	XP_009136330.1	Aa_G70160.h1.t1
OG0000191	XP_033133384.1, XP_033131339.1, XP_009110851.3, XP_033133909.1, XP_009123000.1, XP_033138772.1, XP_009114814.1, XP_018509101.1, XP_018509033.1, XP_033134390.1, XP_009138632.1, XP_009110955.2, XP_009138088.1	Aa_G26980.h1.t1
OG0000192	XP_009105445.1, XP_009110577.1, XP_009105059.1	Aa_G43430.h1.t1, Aa_G420330.h1.t1, Aa_G184310.h1.t1, Aa_G457510.h1.t1
OG0000193	XP_033147857.1	Aa_G484150.h1.t1
OG0000195	XP_009131959.1, XP_033143217.1	Aa_G376620.h1.t1
OG0000196	XP_009140116.1	Aa_G185160.h1.t1
OG0000196	XP_033141524.1	Aa_G84820.h1.t1
OG0000197	XP_033133256.1	Aa_G460250.h1.t1, Aa_G460270.h1.t1, Aa_G460260.h1.t1
OG0000197	XP_009108433.1	Aa_G403160.h1.t1
OG0000197	XP_033138466.1	Aa_G674860.h1.t1
OG0000198	XP_009101339.1	Aa_G278170.h1.t1
OG0000198	XP_009117861.2	Aa_G272200.h1.t1
OG0000198	XP_009137379.1	Aa_G222140.h1.t1, Aa_G238450.h1.t1
OG0000199	XP_009127652.1, XP_009108973.2, XP_009102300.2, XP_009108976.2	Aa_G123140.h1.t1, Aa_G191220.h1.t1, Aa_G284830.h1.t1
OG0000200	XP_009115266.1	Aa_G366340.h1.t1
OG0000200	XP_009109611.1	Aa_G37370.h1.t1
OG0000201	XP_033138765.1, XP_033147942.1, XP_033130023.1	Aa_G427530.h1.t1, Aa_G703190.h1.t1, Aa_G900640.h1.t1, Aa_G337650.h1.t1, Aa_G556890.h1.t1, Aa_G455950.h1.t1, Aa_G38170.h1.t1, Aa_G297100.h1.t1, Aa_G254320.h1.t1, Aa_G734460.h1.t1, Aa_G210530.h1.t1, Aa_G528940.h1.t1, Aa_G155140.h1.t1, Aa_G400980.h1.t1, Aa_G182270.h1.t1, Aa_G869430.h1.t1, Aa_G906580.h1.t1, Aa_G584490.h1.t1, Aa_G17470.h1.t1, Aa_G947170.h1.t1, Aa_G319500.h1.t1, Aa_G265330.h1.t1, Aa_G473070.h1.t1, Aa_G989440.h1.t1, Aa_G818390.h1.t1, Aa_G802560.h1.t1, Aa_G412130.h1.t1, Aa_G2010.h1.t1, Aa_G502040.h1.t1, Aa_G630690.h1.t1, Aa_G177480.h1.t1, Aa_G350550.h1.t1, Aa_G46410.h1.t1, Aa_G106600.h1.t1, Aa_G634980.h1.t1, Aa_G907240.h1.t1
OG0000203	XP_033131129.1	Aa_G526150.h1.t1
OG0000203	XP_009138966.1, XP_009138965.1	Aa_G526230.h1.t1
OG0000203	XP_009104131.1	Aa_G526180.h1.t1
OG0000210	XP_009143082.1	Aa_G175290.h1.t1
OG0000210	XP_009138832.1, XP_033145512.1, XP_009138923.1	Aa_G573270.h1.t1, Aa_G208950.h1.t1, Aa_G77230.h1.t1, Aa_G208970.h1.t1, Aa_G208980.h1.t1
OG0000214	XP_033146217.1	Aa_G843970.h1.t1
OG0000216	XP_033134839.1, XP_009144491.1	Aa_G389410.h1.t1
OG0000216	XP_009102525.1	Aa_G57040.h1.t1
OG0000216	XP_009116349.1	Aa_G373050.h1.t1
OG0000219	XP_033144576.1, XP_009145945.1	Aa_G30010.h1.t1, Aa_G48860.h1.t1
OG0000222	XP_033139261.1, XP_033139130.1, XP_033139238.1, XP_033139545.1, XP_033139482.1, XP_033139394.1, XP_033138944.1, XP_033139183.1, XP_033139474.1, XP_033139262.1	Aa_G878030.h1.t1
OG0000225	XP_009106592.3	Aa_G5960.h1.t1, Aa_G109260.h1.t1, Aa_G458000.h1.t1, Aa_G335450.h1.t1, Aa_G335440.h1.t1
OG0000227	XP_009140710.1	Aa_G216090.h1.t1, Aa_G333250.h1.t1
OG0000227	XP_033148568.1	Aa_G51090.h1.t1
OG0000230	XP_009104177.1, XP_033130624.1	Aa_G175750.h1.t1, Aa_G175760.h1.t1
OG0000230	XP_009116566.1	Aa_G175820.h1.t1, Aa_G175780.h1.t1, Aa_G284870.h1.t1, Aa_G175830.h1.t1
OG0000233	XP_009122326.1, XP_033144505.1	Aa_G471610.h1.t1
OG0000233	XP_018511882.1, XP_009125692.3, XP_033144506.1, NP_001288906.1	Aa_G529880.h1.t1, Aa_G471590.h1.t1, Aa_G471600.h1.t1
OG0000233	XP_033141823.1, XP_009122327.1	Aa_G471620.h1.t1
OG0000234	XP_009110744.2	Aa_G685240.h1.t1
OG0000235	XP_033143279.1	Aa_G291160.h1.t1, Aa_G105690.h1.t1
OG0000236	XP_033147566.1	Aa_G342510.h1.t1
OG0000236	XP_009109227.1	Aa_G384940.h1.t1
OG0000238	XP_009105750.1, XP_009127828.1	Aa_G417160.h1.t1
OG0000238	XP_009127830.1	Aa_G412940.h1.t1
OG0000238	XP_033141574.1, XP_009127833.1	Aa_G271400.h1.t1, Aa_G412920.h1.t1
OG0000238	XP_009115561.1, XP_009110123.1, XP_009103193.1	Aa_G367300.h1.t1, Aa_G367290.h1.t1
OG0000241	XP_009137217.1, XP_009135314.1	Aa_G213370.h1.t1
OG0000241	XP_009108531.1	Aa_G213350.h1.t1, Aa_G213340.h1.t1, Aa_G213320.h1.t1, Aa_G213330.h1.t1, Aa_G213310.h1.t1
OG0000241	XP_009114544.1	Aa_G974580.h1.t1, Aa_G257180.h1.t1
OG0000241	XP_009134322.1	Aa_G257190.h1.t1
OG0000242	XP_009144622.1, XP_009114607.1	Aa_G129860.h1.t1, Aa_G129870.h1.t1, Aa_G269360.h1.t1
OG0000242	XP_009151152.2, XP_033140482.1	Aa_G40840.h1.t1
OG0000243	XP_009109661.1	Aa_G465020.h1.t1, Aa_G465030.h1.t1, Aa_G778410.h1.t1, Aa_G465070.h1.t1, Aa_G22120.h1.t1
OG0000244	XP_009111247.1	Aa_G189060.h1.t1
OG0000246	XP_009133096.2	Aa_G25270.h1.t1
OG0000246	XP_009133099.1	Aa_G25290.h1.t1
OG0000246	XP_009114411.2, XP_009141608.1	Aa_G25260.h1.t1
OG0000246	XP_009133097.2, XP_009143554.2, XP_009143555.1	Aa_G25280.h1.t1
OG0000247	XP_033136267.1	Aa_G462040.h1.t1
OG0000250	XP_009150698.2	Aa_G41880.h2.t1, Aa_G41880.h1.t1
OG0000250	XP_009122723.1	Aa_G221240.h1.t1
OG0000251	XP_009123565.1	Aa_G276750.h1.t1
OG0000251	XP_018515176.2	Aa_G636090.h1.t1
OG0000251	XP_009132141.2	Aa_G69130.h1.t1
OG0000251	XP_009121576.1	Aa_G636080.h1.t1
OG0000251	XP_009152065.1	Aa_G636100.h1.t1, Aa_G346220.h1.t1, Aa_G346200.h1.t1
OG0000252	XP_009126727.1, XP_009108914.1	Aa_G74580.h1.t1, Aa_G145140.h1.t1
OG0000252	XP_009128235.1	Aa_G129410.h1.t1
OG0000252	XP_009128234.1, XP_009101726.1	Aa_G129390.h1.t1
OG0000253	XP_009123001.2, XP_009136338.1	Aa_G40300.h1.t1
OG0000254	XP_009146804.1	Aa_G355590.h1.t1
OG0000254	XP_033133486.1	Aa_G353530.h1.t1, Aa_G448600.h1.t1, Aa_G355570.h1.t1, Aa_G355580.h1.t1
OG0000254	XP_033146239.1	Aa_G353520.h1.t1
OG0000257	XP_009106238.1	Aa_G465980.h1.t1, Aa_G403750.h1.t1
OG0000257	XP_009106239.1	Aa_G281760.h1.t1, Aa_G281770.h1.t1
OG0000258	XP_033130780.1	Aa_G560.h1.t1
OG0000259	XP_033148595.1, XP_009146121.1, XP_009145915.1, XP_009146127.3, XP_033147082.1, XP_033148591.1, XP_009145913.2	Aa_G399280.h1.t1
OG0000260	XP_009101866.1, XP_009101865.1	Aa_G113520.h1.t1, Aa_G65830.h1.t1
OG0000260	XP_009123569.1	Aa_G374910.h1.t1
OG0000269	XP_009131977.2, XP_009120488.1	Aa_G550740.h1.t1, Aa_G620130.h1.t1, Aa_G550750.h1.t1
OG0000269	XP_009149982.1	Aa_G318700.h1.t1, Aa_G318690.h1.t1
OG0000269	XP_009144371.1, XP_009118237.2	Aa_G651390.h1.t1, Aa_G199710.h1.t1
OG0000270	XP_033136803.1	Aa_G433430.h1.t1, Aa_G316660.h1.t1, Aa_G433450.h1.t1, Aa_G357180.h1.t1
OG0000273	XP_033147472.1	Aa_G513830.h1.t1
OG0000274	XP_018510874.2	Aa_G77030.h1.t1
OG0000276	XP_009145453.2, XP_033138396.1	Aa_G997690.h1.t1
OG0000277	XP_009138323.1	Aa_G137830.h2.t1, Aa_G696850.h2.t1, Aa_G238260.h3.t1
OG0000277	XP_009103374.2, XP_009110251.1, XP_009149488.2	Aa_G238260.h4.t1, Aa_G696850.h4.t1, Aa_G637510.h1.t1, Aa_G137830.h4.t1
OG0000279	XP_033136859.1	Aa_G736560.h2.t1, Aa_G736560.h1.t1
OG0000282	XP_033143298.1, XP_009126213.1	Aa_G371080.h1.t1
OG0000283	XP_033143433.1, XP_033143395.1, XP_033143408.1	Aa_G298720.h1.t1, Aa_G484440.h1.t1, Aa_G654900.h1.t1
OG0000284	XP_033134375.1, XP_009119449.1, XP_018509889.1, XP_009121260.1	Aa_G13620.h1.t1
OG0000285	XP_009134691.2	Aa_G58940.h1.t1
OG0000285	XP_033128953.1, XP_009148473.3, XP_009110735.1, XP_009137650.1, XP_009143289.2	Aa_G438370.h1.t1
OG0000286	XP_033147875.1, XP_009146809.1, XP_033148625.1, XP_009147163.1, XP_033147883.1, XP_033147863.1	Aa_G136990.h1.t1
OG0000286	XP_033133461.1, XP_033133451.1	Aa_G652770.h1.t1
OG0000289	XP_033145495.1	Aa_G208770.h1.t1
OG0000290	XP_018509758.1	Aa_G135610.h1.t1
OG0000290	XP_009112818.1	Aa_G135600.h1.t1
OG0000291	XP_009124421.2, XP_033130781.1, XP_033130784.1	Aa_G142370.h1.t1, Aa_G27380.h1.t1, Aa_G27360.h1.t1
OG0000291	XP_009141111.1, XP_009136172.2	Aa_G681660.h1.t1
OG0000292	XP_009141463.1, XP_033129381.1, XP_009151736.1, XP_009121368.1, XP_009151538.1, XP_018510873.1, XP_009113118.1	Aa_G209590.h1.t1
OG0000295	XP_033142331.1	Aa_G332200.h1.t1
OG0000295	XP_033142265.1	Aa_G285200.h1.t1
OG0000296	XP_009120430.1, XP_033142716.1	Aa_G650690.h1.t1, Aa_G650690.h2.t1
OG0000296	XP_009126729.2, XP_033141242.1, XP_009126731.2, XP_009145270.2, XP_033141241.1, XP_033141237.1	Aa_G848610.h1.t1
OG0000298	XP_009114790.1	Aa_G260280.h1.t1
OG0000301	XP_009117672.2, XP_009117388.2, XP_009117355.1, XP_009140859.2, XP_018513864.2, XP_033132454.1, XP_009140683.1, XP_009111443.1	Aa_G553550.h1.t1
OG0000304	XP_009133433.2	Aa_G728720.h1.t1
OG0000304	XP_033145283.1, XP_033146439.1, XP_009141126.1, XP_033146438.1	Aa_G219570.h1.t1
OG0000306	XP_033137004.1, XP_033137966.1, XP_033131398.1, XP_033131015.1	Aa_G109980.h1.t1, Aa_G682460.h2.t1, Aa_G682460.h1.t1
OG0000307	XP_033140341.1	Aa_G592420.h1.t1
OG0000308	XP_033136273.1, XP_009123893.1, XP_009123946.2	Aa_G219510.h1.t1, Aa_G219520.h1.t1, Aa_G520320.h1.t1, Aa_G520310.h1.t1
OG0000312	XP_033148335.1, XP_033148371.1, XP_009147596.1, XP_033148615.1, XP_033131369.1	Aa_G466720.h1.t1
OG0000313	XP_009128603.1, XP_009128597.1	Aa_G195760.h1.t1
OG0000313	XP_033146452.1	Aa_G340400.h1.t1
OG0000314	XP_033137046.1, XP_033145514.1, XP_033140045.1	Aa_G342490.h1.t1
OG0000314	XP_033135931.1	Aa_G1055220.h2.t1, Aa_G1055220.h1.t1, Aa_G205300.h1.t1
OG0000316	XP_009146335.1, XP_018513576.2, XP_009135394.2, XP_033128440.1, XP_009146333.1, XP_009116688.2, XP_033142335.1	Aa_G140380.h1.t1
OG0000318	XP_009106691.2	Aa_G293710.h1.t1, Aa_G265690.h1.t1
OG0000318	XP_009134636.2	Aa_G1039270.h1.t1, Aa_G1039270.h2.t1, Aa_G30130.h1.t1
OG0000318	XP_009111072.1, XP_009111225.1, XP_033138191.1	Aa_G286220.h1.t1, Aa_G286200.h1.t1
OG0000321	XP_009120857.1	Aa_G478070.h1.t1, Aa_G478070.h2.t1, Aa_G478060.h1.t1, Aa_G478060.h2.t1
OG0000322	XP_009115170.1, XP_033144288.1, XP_009126872.2	Aa_G452090.h1.t1
OG0000322	XP_009109521.1	Aa_G541100.h1.t1, Aa_G541110.h1.t1
OG0000323	XP_033131924.1	Aa_G366540.h1.t1
OG0000325	XP_009111083.2, XP_009119258.1, XP_009118621.1	Aa_G477760.h1.t1
OG0000325	XP_018514131.2, XP_009132860.1, XP_009143949.1	Aa_G700850.h1.t1
OG0000326	XP_009108045.2, XP_009131164.1, XP_033134805.1	Aa_G665880.h1.t1, Aa_G442040.h1.t1
OG0000327	XP_009120089.1, XP_033129769.1, XP_018512721.1, XP_009132988.2	Aa_G505230.h1.t1
OG0000329	XP_009107789.1	Aa_G408720.h1.t1
OG0000329	XP_009113441.1, XP_009140172.1	Aa_G365280.h1.t1
OG0000330	XP_009106486.2, XP_009105952.1	Aa_G10200.h1.t1, Aa_G579240.h1.t1
OG0000330	XP_009104838.1, XP_009104837.1, XP_009105951.1, XP_009127959.1	Aa_G10210.h1.t1
OG0000330	XP_009149213.1	Aa_G278470.h1.t1
OG0000331	XP_009134472.1, XP_009111338.2	Aa_G46660.h1.t1
OG0000331	XP_009135526.2, XP_009114068.1	Aa_G53610.h1.t1
OG0000331	XP_009133101.1	Aa_G159770.h1.t1
OG0000331	XP_009124482.1	Aa_G593400.h1.t1
OG0000332	XP_018510130.1, XP_009104693.1	Aa_G597960.h1.t1
OG0000332	XP_033128113.1	Aa_G283790.h1.t1, Aa_G545620.h1.t1
OG0000332	XP_033133452.1, XP_018510244.1	Aa_G589850.h1.t1
OG0000335	XP_018510062.1	Aa_G132690.h1.t1, Aa_G132680.h1.t1
OG0000336	XP_009113354.1	Aa_G229600.h1.t1, Aa_G151440.h1.t1, Aa_G516410.h3.t1, Aa_G160960.h2.t1, Aa_G57030.h3.t1, Aa_G160960.h3.t1, Aa_G516410.h2.t1, Aa_G160960.h1.t1, Aa_G516410.h1.t1, Aa_G57030.h2.t1, Aa_G57030.h1.t1
OG0000339	XP_009132752.1	Aa_G310980.h1.t1
OG0000339	XP_009137137.2	Aa_G455040.h1.t1
OG0000341	XP_009120003.1, XP_009113338.1	Aa_G255150.h1.t1, Aa_G184290.h1.t1
OG0000341	XP_033142842.1, XP_033140992.1	Aa_G33370.h1.t1
OG0000341	XP_009138197.2, XP_018513554.2	Aa_G75970.h1.t1, Aa_G258440.h1.t1
OG0000342	XP_018514306.1, XP_033145144.1	Aa_G71220.h1.t1
OG0000343	XP_033132197.1, XP_033145228.1, XP_033131509.1, XP_033139158.1, XP_033139159.1, XP_033141072.1, XP_033141142.1, XP_009123420.1	Aa_G131680.h1.t1, Aa_G38580.h1.t1, Aa_G510.h1.t1, Aa_G232320.h1.t1, Aa_G60.h1.t1, Aa_G136370.h1.t1, Aa_G628120.h1.t1, Aa_G106590.h1.t1
OG0000344	XP_033135917.1	Aa_G732520.h1.t1
OG0000344	XP_009131723.1, XP_009121040.1	Aa_G542150.h1.t1
OG0000344	XP_018509673.2, XP_033134684.1, XP_018510505.2	Aa_G460480.h1.t1
OG0000345	XP_009111117.2, XP_009118657.1, XP_009119322.1	Aa_G341210.h1.t1
OG0000346	XP_009103856.1	Aa_G14260.h1.t1
OG0000346	XP_009116024.1	Aa_G14220.h1.t1
OG0000347	XP_009133759.2	Aa_G17010.h1.t1
OG0000347	XP_033134760.1, XP_009119712.2	Aa_G291140.h1.t1
OG0000349	XP_018510745.1	Aa_G28290.h1.t1, Aa_G28300.h1.t1, Aa_G671340.h1.t1
OG0000349	XP_009126681.1	Aa_G550820.h1.t1
OG0000350	XP_009132499.1, XP_009145438.1, XP_009145263.1, XP_009145440.1, XP_009145439.2, XP_009109255.2, XP_009109273.1	Aa_G95490.h1.t1, Aa_G95470.h1.t1, Aa_G334830.h1.t1, Aa_G244000.h1.t1
OG0000351	XP_018514239.1	Aa_G5620.h1.t1
OG0000355	XP_033140106.1, XP_033140107.1, XP_009126602.1	Aa_G338300.h1.t1
OG0000356	XP_033145333.1, XP_009140573.2	Aa_G405250.h1.t1
OG0000356	XP_033136684.1, XP_009133949.1	Aa_G592710.h1.t1
OG0000356	XP_009133979.1, XP_009117105.1	Aa_G559030.h1.t1
OG0000357	XP_009143774.2, XP_009143778.2, XP_009132986.2	Aa_G12100.h1.t1
OG0000358	XP_033132411.1, XP_033133364.1, XP_033133368.1	Aa_G36960.h2.t1, Aa_G36960.h1.t1
OG0000358	XP_033133366.1, XP_033133367.1, XP_033133363.1	Aa_G370080.h1.t1
OG0000358	XP_009144939.2, XP_033148500.1, XP_033148501.1, XP_033148499.1	Aa_G36970.h1.t1
OG0000359	XP_033137968.1, XP_009127112.1	Aa_G88090.h1.t1
OG0000359	XP_009137683.1, XP_009143792.1, XP_009109128.1	Aa_G573680.h1.t1
OG0000363	XP_009130868.1, XP_009125591.2	Aa_G634170.h1.t1
OG0000363	XP_009140448.1, XP_009140449.1, XP_009117327.1	Aa_G105070.h1.t1
OG0000365	XP_033137302.1	Aa_G415750.h1.t1
OG0000365	XP_009133966.1	Aa_G422690.h1.t1, Aa_G422670.h1.t1, Aa_G422680.h1.t1
OG0000365	XP_009115359.1	Aa_G415770.h1.t1
OG0000367	XP_009103131.2	Aa_G297570.h1.t1, Aa_G901960.h1.t1, Aa_G901960.h2.t1, Aa_G129330.h1.t1, Aa_G499780.h1.t1, Aa_G499770.h1.t1
OG0000368	XP_033135396.1	Aa_G656940.h1.t1, Aa_G331480.h1.t1
OG0000369	XP_033133710.1, XP_009107578.2, XP_033128024.1	Aa_G255530.h1.t1, Aa_G126250.h1.t1, Aa_G126240.h1.t1, Aa_G178990.h1.t1
OG0000376	XP_009103926.1, XP_009103955.1	Aa_G296490.h1.t1
OG0000376	XP_009113195.2, XP_009113187.1, XP_009113191.1	Aa_G296460.h1.t1, Aa_G291300.h1.t1
OG0000377	XP_009138491.1	Aa_G767760.h1.t1
OG0000377	XP_009138490.1, XP_009136992.1	Aa_G767750.h1.t1
OG0000379	XP_009101283.1, XP_009114212.1	Aa_G186470.h1.t1
OG0000379	XP_009117889.1, XP_009148842.1	Aa_G135880.h1.t1
OG0000379	XP_018514158.2	Aa_G348540.h1.t1
OG0000379	XP_009129179.1	Aa_G222610.h1.t1, Aa_G186480.h1.t1
OG0000380	XP_009121314.2, XP_009121239.3	Aa_G739110.h1.t1, Aa_G345550.h1.t1, Aa_G28270.h1.t1
OG0000380	XP_033137987.1, XP_033138021.1, XP_033133201.1, XP_033142420.1, XP_033142421.1, XP_009120537.2	Aa_G234720.h1.t1
OG0000381	XP_033147715.1, XP_033144101.1, XP_033132113.1	Aa_G257320.h1.t1
OG0000382	XP_009144569.1, XP_009134433.1, XP_009134432.1	Aa_G99630.h1.t1, Aa_G99620.h1.t1
OG0000382	XP_009143456.1, XP_009133202.2	Aa_G272430.h1.t1
OG0000383	XP_033132527.1, XP_033136218.1	Aa_G349980.h1.t1
OG0000383	XP_033146020.1, XP_033136302.1, XP_033131973.1	Aa_G600780.h1.t1, Aa_G440370.h1.t1, Aa_G68850.h1.t1, Aa_G576610.h1.t1, Aa_G68870.h1.t1
OG0000385	XP_033141740.1, XP_033129430.1, XP_033129463.1, XP_033140632.1, XP_033132939.1, XP_033143277.1, XP_033148710.1, XP_033131244.1, XP_033133132.1, XP_033133154.1, XP_033129202.1, XP_033136739.1, XP_033137291.1, XP_033139141.1, XP_033144358.1, XP_033145687.1, XP_033136445.1, XP_033139490.1, XP_033145977.1, XP_033145917.1, XP_033148820.1, XP_033139239.1, XP_033148816.1, XP_033139190.1, XP_033146014.1, XP_033144005.1, XP_033145254.1, XP_033137077.1, XP_033137160.1, XP_033135631.1, XP_033133305.1, XP_009145454.2, XP_033143343.1, XP_009127102.2, XP_033132366.1, XP_033146285.1, XP_033140468.1, XP_033130488.1, XP_033129710.1, XP_033136759.1, XP_033144901.1, XP_033147421.1, XP_033135082.1, XP_033145090.1, XP_033133884.1, XP_033129214.1, XP_033148453.1, XP_033131458.1, XP_033144238.1, XP_009138031.1, XP_009108912.2	Aa_G74610.h1.t1, Aa_G662460.h1.t1
OG0000389	XP_009127252.1	Aa_G596710.h1.t1
OG0000389	XP_033145581.1, XP_009140623.1	Aa_G393090.h1.t1
OG0000390	XP_009145349.1	Aa_G292700.h1.t1
OG0000390	XP_009103242.1	Aa_G292720.h1.t1
OG0000390	XP_009110142.2, XP_009145344.1	Aa_G292710.h1.t1
OG0000391	XP_009105992.1, XP_033131151.1, XP_033131152.1	Aa_G37930.h1.t1
OG0000391	XP_009131550.1, XP_009126130.1, XP_009121469.1	Aa_G489950.h1.t1, Aa_G447860.h1.t1
OG0000391	XP_009146838.2	Aa_G586940.h1.t1, Aa_G586960.h1.t1, Aa_G302900.h1.t1, Aa_G586970.h1.t1
OG0000392	XP_009117729.1	Aa_G274920.h1.t1, Aa_G377760.h1.t1
OG0000392	XP_009109221.2, XP_009109219.2	Aa_G417850.h1.t1
OG0000393	XP_009129904.1, XP_009140209.1	Aa_G745430.h1.t1, Aa_G731640.h2.t1, Aa_G731640.h1.t1
OG0000394	XP_009107019.1, XP_009147659.1	Aa_G173550.h1.t1
OG0000394	XP_009146228.1	Aa_G507910.h1.t1
OG0000394	XP_033137053.1	Aa_G28170.h1.t1, Aa_G507890.h1.t1
OG0000395	XP_009110562.1, XP_009117938.1	Aa_G458130.h1.t1
OG0000395	XP_009119414.1, XP_009123234.1	Aa_G405220.h1.t1
OG0000395	XP_009117939.2, XP_009148687.1	Aa_G458140.h1.t1, Aa_G246740.h1.t1
OG0000399	XP_009111320.1, XP_009134447.1	Aa_G191340.h1.t1
OG0000399	XP_009122984.1, XP_009113390.1	Aa_G123200.h1.t1
OG0000402	XP_033136095.1	Aa_G180800.h1.t1
OG0000402	XP_009103470.1, XP_018508882.1	Aa_G180790.h1.t1, Aa_G180780.h1.t1, Aa_G180770.h1.t1
OG0000402	XP_018508139.1, XP_018508140.1	Aa_G42770.h1.t1
OG0000403	XP_009121808.2	Aa_G133020.h1.t1
OG0000404	XP_033135737.1, XP_018512240.1, XP_033128395.1, XP_033143511.1, XP_009107590.1	Aa_G644570.h1.t1
OG0000405	XP_009135388.1	Aa_G317660.h1.t1
OG0000407	XP_009129664.1	Aa_G734680.h1.t1, Aa_G249900.h1.t1, Aa_G493010.h1.t1
OG0000409	XP_009113642.2	Aa_G204960.h1.t1
OG0000410	XP_033144148.1, XP_033141119.1, XP_033141383.1, XP_033141613.1, XP_033141385.1, XP_009144496.1, XP_033142113.1, XP_033135480.1, XP_033135479.1	Aa_G590600.h1.t1
OG0000412	XP_009121474.1, XP_009126124.1	Aa_G158100.h1.t1
OG0000412	XP_009139734.1	Aa_G350120.h1.t1
OG0000412	XP_009127474.2	Aa_G201270.h1.t1
OG0000412	XP_009113719.2, XP_009145973.2, XP_009135551.1	Aa_G310220.h1.t1
OG0000413	XP_009117592.1	Aa_G535010.h1.t1
OG0000413	XP_009147519.1, XP_009147518.2, XP_009147520.1, XP_009107087.1, XP_009106894.1, XP_009106896.1	Aa_G375510.h1.t1, Aa_G375500.h1.t1, Aa_G652550.h1.t1
OG0000414	XP_009113073.1	Aa_G162430.h1.t1
OG0000414	XP_009112260.2	Aa_G105570.h1.t1
OG0000414	XP_009107833.1, XP_009147527.2, XP_009144715.2	Aa_G482170.h1.t1
OG0000415	XP_033131296.1, XP_033131037.1, XP_033137062.1, XP_033137932.1, XP_033130584.1	Aa_G372300.h1.t1
OG0000419	XP_009141477.1, XP_009141476.1	Aa_G652120.h1.t1
OG0000421	XP_009119805.1	Aa_G586300.h1.t1
OG0000421	XP_009132345.2, XP_009132342.2, XP_009132299.2, XP_033139627.1, XP_009126978.2	Aa_G755840.h1.t1
OG0000423	XP_033143710.1	Aa_G293380.h1.t1
OG0000424	XP_009119993.1	Aa_G123390.h1.t1
OG0000424	XP_009143223.1	Aa_G129640.h1.t1
OG0000424	XP_009107182.1, XP_009144926.1	Aa_G561930.h1.t1
OG0000426	XP_009107031.1, XP_033129296.1, XP_009110785.1, XP_009128566.1, XP_018511948.2, XP_009107627.2, XP_009120084.1	Aa_G495170.h1.t1
OG0000427	XP_033129583.1	Aa_G97580.h1.t1
OG0000429	XP_009138961.1, XP_009105539.1	Aa_G368590.h1.t1, Aa_G627590.h1.t1, Aa_G737250.h1.t1
OG0000429	XP_009138964.1	Aa_G433100.h1.t1
