Orthogroup	Brassica_rapa	Arabidopsis_arenosa
OG0000182	XP_009122203.1	jg15782, jg15779, jg32711, jg15778, jg16268, jg15781
OG0000183	XP_009105204.1	jg2098, jg12245
OG0000183	XP_009140755.1	jg5984, jg17567
OG0000184	XP_009136545.2, XP_009136566.1, XP_018508379.1, XP_009143886.1, XP_009143893.1	jg26417, jg26418
OG0000185	XP_009122447.1	jg29773
OG0000185	XP_009129754.1	jg23338
OG0000185	XP_033131216.1, XP_018508547.1	jg30960
OG0000186	XP_009133030.1, XP_033142532.1	jg760, jg19241
OG0000188	XP_033136263.1, XP_033135940.1	jg5008, jg5007, jg5020, jg5022, jg5021, jg24303
OG0000188	XP_033134665.1, XP_033135894.1, XP_009124984.2, XP_033137619.1, XP_033136539.1	jg24346, jg24347
OG0000188	XP_033147068.1, XP_033147041.1	jg24349, jg24348
OG0000189	XP_009136330.1	jg8854
OG0000189	XP_009110241.1	jg30537
OG0000192	XP_009105445.1, XP_009110577.1, XP_009105059.1	jg647
OG0000192	XP_009142142.1	jg9826
OG0000192	XP_009124814.1	jg14270
OG0000193	XP_033134338.1, XP_033147866.1	jg32770
OG0000193	XP_033147857.1	jg31894, jg31896
OG0000196	XP_033131243.1	jg12776
OG0000196	XP_033141524.1	jg12812, jg12806, jg12803, jg12809, jg12800, jg12817, jg12816, jg17734, jg12804, jg12810, jg12779
OG0000197	XP_033133256.1	jg10625, jg12243, jg10623
OG0000197	XP_009108433.1	jg12242
OG0000197	XP_033138466.1	jg10624
OG0000197	XP_033133253.1	jg10621, jg10622, jg23232, jg10620
OG0000198	XP_009101339.1, XP_009114232.1, XP_009129226.1	jg11388
OG0000198	XP_009148880.1	jg29982, jg31686
OG0000198	XP_009117861.2	jg29981
OG0000198	XP_009137379.1	jg13337
OG0000199	XP_009127652.1, XP_009108973.2, XP_009102300.2, XP_009108976.2	jg9442, jg5645, jg5642, jg9443, jg9444
OG0000200	XP_009119144.1, XP_009111048.2	jg28892
OG0000200	XP_033133539.1	jg31430
OG0000200	XP_009111047.1, XP_009119146.1	jg28891
OG0000200	XP_009109613.1	jg31559
OG0000200	XP_009109611.1	jg31560, jg31558
OG0000201	XP_033138765.1, XP_033147942.1, XP_033130023.1	jg32554
OG0000203	XP_033131129.1	jg15851
OG0000203	XP_033136042.1, XP_009116516.1, XP_033136014.1	jg15863
OG0000203	XP_009138966.1, XP_009138965.1	jg15862
OG0000203	XP_009104131.1	jg15861
OG0000205	XP_033131805.1, XP_033131844.1, XP_033128516.1, XP_033138985.1	jg11810, jg11812, jg11730
OG0000209	XP_033134010.1	jg21051, jg1344
OG0000209	XP_018509924.1, XP_033135419.1	jg4863, jg4865
OG0000210	XP_009143082.1	jg19859
OG0000210	XP_009138832.1, XP_033145512.1, XP_009138923.1	jg16104, jg16105
OG0000214	XP_033133961.1	jg33290
OG0000215	XP_009144753.2, XP_033143272.1, XP_018514409.1, XP_033139809.1, XP_033144986.1, XP_033139775.1, XP_033142243.1	jg12459, jg1615, jg32047, jg27336, jg20828, jg32156, jg32318
OG0000216	XP_033134839.1, XP_009144491.1	jg7640
OG0000216	XP_033142073.1, XP_033142074.1	jg7421, jg7420
OG0000216	XP_009102525.1	jg1267
OG0000216	XP_009116349.1	jg15619
OG0000218	XP_033140908.1, XP_033128986.1, XP_033128341.1, XP_033145478.1, XP_033132830.1, XP_033147130.1, XP_033135381.1, XP_033143910.1, XP_033128841.1, XP_033142916.1, XP_033140507.1, XP_033141210.1, XP_033132481.1, XP_033145416.1, XP_033144814.1, XP_033144660.1, XP_033134845.1, XP_033139777.1, XP_033143756.1, XP_033129757.1, XP_033132550.1, XP_033133825.1, XP_033136890.1, XP_033130804.1, XP_033138912.1, XP_033139114.1	jg1481, jg1902, jg7083, jg15996, jg14689, jg6981
OG0000219	XP_033144576.1, XP_009145945.1	jg12176, jg12633, jg12636
OG0000219	XP_033141548.1	jg28098
OG0000224	XP_033139208.1	jg11828
OG0000225	XP_009106592.3	jg2551
OG0000225	XP_033132165.1, XP_033128822.1, XP_033129411.1, XP_033129810.1, XP_009151530.2, XP_033128821.1, XP_009106589.1	jg3555
OG0000227	XP_009140710.1	jg24480
OG0000227	XP_018508728.1, XP_033145018.1, XP_009122402.1, XP_009135147.2	jg25056
OG0000227	XP_009136266.2, XP_033138822.1	jg27540
OG0000229	XP_009151331.2, XP_033145123.1, XP_033134005.1, XP_033141396.1	jg17464, jg1772
OG0000229	XP_009124766.1	jg23298
OG0000229	XP_009113706.2	jg32293
OG0000230	XP_009116566.1	jg15922
OG0000232	XP_033134326.1, XP_033132318.1, XP_033141154.1, XP_033141153.1, XP_033143783.1, XP_033128225.1, XP_033135982.1, XP_033132193.1, XP_033130867.1	jg13723
OG0000233	XP_009122326.1, XP_033144505.1	jg4598
OG0000233	XP_018511882.1, XP_009125692.3, XP_033144506.1, NP_001288906.1	jg4599
OG0000233	XP_033141823.1, XP_009122327.1	jg4597
OG0000233	XP_009122331.1, XP_009110375.3, XP_033139819.1	jg4604, jg4594
OG0000234	XP_009110744.2	jg4032, jg4031, jg4036, jg4033, jg4035, jg27620, jg33336, jg33337, jg33335, jg4034
OG0000235	XP_009115349.1	jg31240
OG0000236	XP_033148569.1, XP_033144988.1	jg26494
OG0000237	XP_009135819.1	jg26496
OG0000237	XP_033144214.1	jg26333
OG0000238	XP_033141574.1, XP_009127833.1	jg2698
OG0000238	XP_009103193.1	jg6720
OG0000239	XP_033147475.1	jg17673
OG0000241	XP_009137217.1, XP_009135314.1	jg10370
OG0000241	XP_009108531.1	jg10371
OG0000241	XP_009134322.1	jg7734, jg7735
OG0000242	XP_009144622.1, XP_009114607.1	jg24512, jg11645, jg21432
OG0000242	XP_009151152.2, XP_033140482.1	jg6565
OG0000243	XP_009109660.1, XP_009115233.1	jg31478, jg31472
OG0000243	XP_009115238.1	jg31468
OG0000243	XP_009109661.1	jg31469
OG0000244	XP_009114492.1, XP_009108752.1	jg7787
OG0000244	XP_009111247.1	jg7884, jg7885, jg7892, jg7931, jg7886, jg7883
OG0000246	XP_009116009.2	jg15247
OG0000246	XP_009133099.1	jg18819
OG0000246	XP_009114411.2, XP_009141608.1	jg18816
OG0000246	XP_009133097.2, XP_009143554.2, XP_009143555.1	jg18818, jg18817
OG0000247	XP_009119459.1	jg12382, jg9719, jg14818
OG0000247	XP_033136267.1	jg31833
OG0000248	XP_009105678.1, XP_009105679.1	jg2609, jg2612, jg2608
OG0000248	XP_033140079.1	jg2620, jg2621, jg2622
OG0000249	XP_033128555.1	jg27200
OG0000249	XP_033147169.1, XP_033129329.1	jg11991
OG0000249	XP_009103624.1	jg6559
OG0000250	XP_033138066.1, XP_009150698.2	jg7768
OG0000250	XP_009122723.1	jg6298
OG0000251	XP_009123566.1	jg13318, jg13319
OG0000251	XP_009123565.1	jg13320
OG0000251	XP_018515176.2	jg13321
OG0000251	XP_009132141.2	jg22623
OG0000251	XP_009121576.1	jg13315
OG0000251	XP_009152065.1	jg13316
OG0000252	XP_009126727.1, XP_009108914.1	jg9231
OG0000252	XP_009128234.1, XP_009101726.1	jg3420
OG0000253	XP_009135236.2, XP_009120551.1	jg25213
OG0000254	XP_033146251.1, XP_009146815.1	jg11135
OG0000255	XP_033131806.1, XP_033140618.1, XP_033145196.1	jg1321
OG0000256	XP_033132006.1, XP_009116005.2, XP_033144213.1	jg27019, jg27030, jg27031
OG0000257	XP_009128139.1	jg967, jg812
OG0000258	XP_033130780.1	jg17248, jg20584
OG0000258	XP_033147153.1, XP_033146805.1, XP_009123708.1	jg7050
OG0000259	XP_033148595.1, XP_009146121.1, XP_009145915.1, XP_009146127.3, XP_033147082.1, XP_033148591.1, XP_009145913.2	jg32916, jg17665, jg16978
OG0000260	XP_009101866.1, XP_009101865.1	jg9182
OG0000260	XP_009123569.1	jg8418
OG0000260	XP_009128105.1, XP_009101867.1	jg32803, jg32805, jg32800
OG0000262	XP_033135357.1	jg719, jg720, jg7296, jg454, jg455, jg458, jg453, jg457
OG0000262	XP_009112794.2	jg451
OG0000263	XP_033131928.1	jg7194
OG0000263	XP_033129480.1, XP_033143337.1, XP_009102113.2, XP_009102169.1, XP_018511108.1	jg17561
OG0000266	XP_018510979.1	jg22091, jg22101
OG0000267	XP_033146692.1, XP_033146625.1	jg17411, jg17413, jg32346
OG0000269	XP_009131977.2, XP_009120488.1	jg22908
OG0000269	XP_009149982.1	jg14405, jg14407
OG0000269	XP_009144371.1, XP_009118237.2	jg1015, jg17967
OG0000270	XP_033133811.1	jg29673
OG0000270	XP_033136803.1	jg581
OG0000273	XP_033143602.1	jg22106, jg22114, jg22084
OG0000273	XP_009127150.1	jg22123, jg22124, jg22085, jg22087, jg22094
OG0000273	XP_033147472.1	jg22098
OG0000273	XP_033138272.1	jg22088, jg22099, jg22100, jg26722, jg27041
OG0000274	XP_018510874.2	jg27538
OG0000274	XP_033135245.1, XP_033136915.1, XP_033145291.1, XP_033148623.1, XP_018511618.2	jg27177, jg12283
OG0000274	XP_033137037.1	jg2060
OG0000275	XP_033128791.1, XP_009152161.2, XP_009152162.1, XP_009114077.2	jg8473
OG0000275	XP_018509849.2	jg1130
OG0000279	XP_009101629.1, XP_033136859.1	jg20630, jg20632, jg20634, jg20628, jg20633, jg20631, jg20635
OG0000282	XP_009134112.1, XP_009140336.2	jg10318
OG0000282	XP_009135671.1	jg33448, jg10319, jg10323
OG0000282	XP_033143298.1, XP_009126213.1	jg10315, jg10316, jg10317, jg10273, jg10321, jg10322, jg10320, jg10266
OG0000283	XP_033143433.1, XP_033143395.1, XP_033143408.1	jg20347
OG0000284	XP_033134375.1, XP_009119449.1, XP_018509889.1	jg5787
OG0000285	XP_009134691.2	jg10428
OG0000285	XP_009137650.1, XP_009143289.2	jg9725
OG0000285	XP_009133539.2, XP_033130819.1, XP_018508817.2, XP_033130815.1	jg2004
OG0000286	XP_009137794.1	jg20757, jg20756
OG0000286	XP_033147875.1, XP_009146809.1, XP_033148625.1, XP_009147163.1, XP_033147883.1, XP_033147863.1	jg25017, jg25016, jg25015
OG0000289	XP_009141457.2, XP_009141190.2, XP_033145495.1	jg18393, jg18428
OG0000289	XP_033145492.1, XP_033145493.1, XP_009140620.3, XP_009141264.2, XP_033146271.1, XP_009141384.2, XP_009141265.2	jg18386
OG0000289	XP_009133159.1	jg18343
OG0000289	XP_009143948.1	jg27121, jg26837
OG0000289	XP_033146269.1	jg17113
OG0000290	XP_018509758.1	jg33120, jg7741
OG0000290	XP_009112818.1	jg416, jg418
OG0000291	XP_009141111.1	jg14552, jg14546
OG0000292	XP_009141463.1, XP_033129381.1, XP_009151736.1, XP_009121368.1, XP_009151538.1, XP_018510873.1, XP_009113118.1	jg17325, jg10075, jg27846
OG0000292	XP_009121367.1	jg11859
OG0000294	XP_033137553.1	jg5391, jg5390, jg31107, jg31105, jg31104
OG0000295	XP_033142331.1	jg31317
OG0000295	XP_033135955.1	jg25084, jg7397
OG0000295	XP_033136554.1	jg25083
OG0000295	XP_033142265.1	jg25085, jg7398, jg25082, jg26786
OG0000296	XP_009120430.1, XP_033142716.1	jg22851, jg22847
OG0000296	XP_009126729.2, XP_033141242.1, XP_009126731.2, XP_009145270.2, XP_033141241.1, XP_033141237.1	jg22801, jg21885, jg22800
OG0000297	XP_033138935.1, XP_033134305.1, XP_033138851.1, XP_033143947.1, XP_033138738.1, XP_033144126.1	jg12852
OG0000297	XP_033139365.1, XP_033143414.1, XP_009124810.2, XP_033133917.1, XP_033139180.1, XP_033148272.1, XP_033139128.1, XP_033143391.1, XP_033134302.1, XP_033138901.1, XP_033143394.1, XP_033139071.1, XP_033139264.1, XP_033139331.1, XP_033138900.1, XP_033131794.1, XP_033129362.1, XP_033138991.1, XP_033137951.1	jg17414
OG0000298	XP_009114790.1	jg32008
OG0000300	XP_018514145.1, XP_033145274.1	jg21798
OG0000300	XP_009103998.1	jg26991
OG0000301	XP_009117672.2, XP_009117388.2, XP_009117355.1, XP_009140859.2, XP_018513864.2, XP_033132454.1, XP_009140683.1, XP_009111443.1	jg19826
OG0000301	XP_033131536.1	jg16118
OG0000303	XP_009112969.1	jg28919
OG0000303	XP_033133972.1, XP_033132652.1, XP_033141989.1	jg14119
OG0000303	XP_009149939.1, XP_033143633.1, XP_033137787.1, XP_033136332.1	jg13946
OG0000303	XP_033134348.1	jg1955
OG0000303	XP_033135947.1	jg31869
OG0000304	XP_009144755.2	jg21390, jg21205, jg21204, jg27046
OG0000304	XP_033145283.1, XP_033146439.1, XP_009141126.1, XP_033146438.1	jg19308
OG0000308	XP_033136273.1, XP_009123893.1, XP_009123946.2	jg20897, jg20895, jg20892, jg20894, jg20890, jg20896, jg20889
OG0000313	XP_009128603.1, XP_009128597.1	jg9481, jg9478, jg9474
OG0000313	XP_033141694.1, XP_009126942.2	jg28285
OG0000314	XP_018511257.1	jg17443
OG0000314	XP_033134239.1	jg21060
OG0000314	XP_033135931.1	jg5864, jg17174, jg18126, jg27798
OG0000315	XP_009124096.2, XP_033145238.1	jg16044
OG0000316	XP_009146335.1, XP_018513576.2, XP_009135394.2, XP_033128440.1, XP_009146333.1, XP_009116688.2, XP_033142335.1	jg25481
OG0000318	XP_009104507.1	jg27680
OG0000318	XP_009106691.2	jg2564, jg2563
OG0000318	XP_009134636.2	jg27679, jg32154
OG0000321	XP_009120857.1	jg5838, jg5839
OG0000321	XP_033141348.1, XP_009126388.2	jg1712
OG0000323	XP_033137191.1	jg30285
OG0000323	XP_033131924.1	jg2919
OG0000325	XP_009111083.2, XP_009119258.1, XP_009118621.1	jg28796
OG0000325	XP_009141288.1	jg18397
OG0000326	XP_009108045.2	jg12408, jg12409, jg12410, jg22013, jg14842, jg24902, jg25139, jg24918, jg24919, jg2457, jg24602
OG0000327	XP_009140412.1	jg3425
OG0000327	XP_009132950.1	jg9024
OG0000328	XP_009135722.1	jg26278, jg26277
OG0000328	XP_033147151.1	jg26275
OG0000329	XP_009107789.1	jg11299
OG0000330	XP_009106486.2, XP_009105952.1	jg2932, jg2931
OG0000330	XP_009104838.1, XP_009104837.1, XP_009105951.1, XP_009127959.1	jg2930
OG0000330	XP_009149213.1	jg30287
OG0000331	XP_009135526.2, XP_009114068.1	jg25844
OG0000331	XP_033146981.1	jg18827
OG0000332	XP_018510130.1, XP_009104693.1	jg805, jg807, jg814
OG0000332	XP_033133452.1, XP_018510244.1	jg815, jg820, jg826, jg816, jg817, jg823, jg821, jg818, jg806
OG0000335	XP_018510062.1	jg16034
OG0000335	XP_033144842.1	jg16057
OG0000336	XP_009113354.1	jg1242, jg1313, jg29339, jg29325
OG0000338	XP_033138756.1, XP_033143321.1, XP_033129432.1, XP_033134178.1	jg19287, jg11883
OG0000339	XP_009132752.1	jg18123, jg18125
OG0000339	XP_009133566.2	jg10545
OG0000341	XP_009133284.1	jg29043, jg32950
OG0000341	XP_009120003.1, XP_009113338.1	jg32635, jg32647
OG0000341	XP_009124897.1	jg32948, jg32949
OG0000342	XP_018514306.1, XP_033145144.1	jg16938
OG0000342	XP_033146876.1, XP_033132405.1, XP_009123139.3	jg25856
OG0000343	XP_033132197.1, XP_033145228.1, XP_033131509.1, XP_033139158.1, XP_033139159.1, XP_033141072.1, XP_033141142.1, XP_009123420.1	jg13708, jg17445, jg26926, jg6756, jg6755
OG0000344	XP_009129136.1, XP_033142692.1	jg29545, jg29543
OG0000344	XP_018509673.2, XP_033134684.1, XP_018510505.2	jg364
OG0000345	XP_009131113.1, XP_009125366.1	jg4766, jg20849
OG0000346	XP_009103856.1	jg15260
OG0000346	XP_009129561.1, XP_009152070.1	jg13305
OG0000346	XP_009152071.1	jg13304
OG0000346	XP_009116024.1	jg15261
OG0000346	XP_009116022.1	jg15262
OG0000347	XP_009133759.2, XP_009142386.2	jg19995
OG0000347	XP_009138772.2, XP_009116806.2	jg28483, jg16199
OG0000347	XP_033134760.1, XP_009119712.2	jg28458
OG0000347	XP_009134562.1	jg8201
OG0000348	XP_033136583.1, XP_009137351.1, XP_033136582.1, XP_033130378.1, XP_033145908.1	jg14665
OG0000348	XP_033140778.1, XP_033140777.1, XP_018512154.2	jg13595
OG0000349	XP_009126683.1	jg22904
OG0000349	XP_018510745.1	jg22898, jg22900
OG0000350	XP_009132499.1, XP_009145438.1, XP_009145263.1, XP_009145440.1, XP_009145439.2, XP_009109255.2, XP_009109273.1	jg13712, jg26397, jg26398, jg26400, jg26399, jg26396, jg26395
OG0000351	XP_018514239.1	jg26743, jg27595
OG0000355	XP_009120577.1, XP_033140106.1, XP_033140107.1, XP_009126602.1	jg22984
OG0000356	XP_033145333.1, XP_009140573.2	jg16973
OG0000356	XP_033136684.1	jg16975
OG0000358	XP_033133366.1, XP_033133367.1, XP_033133363.1	jg10334
OG0000358	XP_009144939.2, XP_033148500.1, XP_033148501.1, XP_033148499.1	jg33246, jg33306, jg33305, jg33298, jg33297, jg33303, jg33299, jg33304, jg33300, jg33302, jg33301
OG0000359	XP_009109130.1, XP_009137679.1	jg9679
OG0000361	XP_033138767.1	jg2107, jg13084, jg16745
OG0000363	XP_009130868.1, XP_009125591.2	jg11188
OG0000364	XP_009123612.3, XP_009101647.1, XP_009114073.1, XP_009113904.3	jg24355
OG0000365	XP_033137302.1	jg31120
OG0000365	XP_009133978.1	jg10496, jg10495
OG0000365	XP_009115359.1	jg31122, jg31118, jg31119, jg31117
OG0000367	XP_033141073.1, XP_033141074.1, XP_018512136.1	jg11956, jg7206
OG0000367	XP_009103131.2	jg30998, jg31000, jg27187, jg27188, jg31008, jg31010
OG0000368	XP_009149970.1	jg14457
OG0000369	XP_033133710.1, XP_009107578.2, XP_033128024.1	jg21600, jg21583, jg21561, jg21534, jg21584, jg21558
OG0000369	XP_009151512.2, XP_033129712.1	jg11313
OG0000370	XP_009102534.1	jg26720, jg26718, jg26719
OG0000371	XP_033129344.1, XP_033136329.1, XP_033143630.1, XP_033135938.1, XP_033141127.1, XP_033128075.1	jg13947
OG0000371	XP_033140461.1	jg17116, jg27205
OG0000375	XP_033142881.1, XP_033148143.1, XP_033133623.1, XP_033142880.1, XP_033134555.1, XP_033137750.1, XP_033133622.1, XP_033134554.1, XP_033136126.1, XP_033144383.1, XP_033132564.1	jg6729, jg12392, jg7062
OG0000376	XP_009113189.1	jg915, jg921
OG0000377	XP_009136876.1	jg2119, jg8598, jg8599
OG0000377	XP_009138490.1, XP_009136992.1	jg8600
OG0000379	XP_009101283.1, XP_009114212.1	jg13018
OG0000379	XP_018514158.2	jg15354
OG0000379	XP_009129179.1	jg13016
OG0000380	XP_009121314.2, XP_009121239.3	jg22859, jg22857, jg30710
OG0000380	XP_033137987.1, XP_033138021.1, XP_033133201.1, XP_033142420.1, XP_033142421.1, XP_009120537.2	jg22963, jg22951
OG0000381	XP_033147715.1, XP_033144101.1	jg18472
OG0000382	XP_009144569.1, XP_009134433.1, XP_009134432.1	jg7975, jg7974, jg7976
OG0000382	XP_009143456.1, XP_009133202.2	jg18934
OG0000383	XP_033132527.1, XP_033136218.1	jg30941
OG0000383	XP_033145569.1, XP_033146020.1, XP_033136302.1, XP_033131973.1	jg13626, jg13629, jg15391, jg15393
OG0000384	XP_033141447.1	jg20367, jg20365, jg20368
OG0000384	XP_009128918.1, XP_033141448.1, XP_009128915.1, XP_033141010.1, XP_033141449.1	jg20366
OG0000388	XP_009145769.1	jg25857
OG0000388	XP_018514444.2, XP_009111665.1	jg27023, jg26105, jg26106
OG0000389	XP_009127252.1	jg22999, jg22549, jg22552, jg22553, jg12732, jg22551, jg22550
OG0000389	XP_033145581.1, XP_009140623.1	jg17521
OG0000390	XP_009145349.1	jg30796, jg30797
OG0000390	XP_009103242.1	jg30801
OG0000390	XP_009110142.2, XP_009145344.1	jg30800
OG0000390	XP_009103240.1	jg30802, jg27191
OG0000391	XP_009105992.1, XP_033131151.1, XP_033131152.1	jg2971, jg2970
OG0000391	XP_009146838.2	jg24982
OG0000392	XP_009117729.1	jg30223
OG0000392	XP_009117731.1, XP_009149139.1	jg30222
OG0000392	XP_009137512.1, XP_009139101.2, XP_018508332.1, XP_009109218.1, XP_009109221.2, XP_009109219.2	jg9939, jg9938
OG0000393	XP_009129904.1, XP_009140209.1	jg12479
OG0000393	XP_009139822.1	jg12478
OG0000393	XP_009125150.1	jg12475
OG0000394	XP_009107019.1, XP_009147659.1	jg33475
OG0000395	XP_009110562.1, XP_009117938.1	jg29880
OG0000395	XP_009119414.1, XP_009123234.1	jg27565
OG0000397	XP_033147260.1, XP_009135546.1, XP_033144428.1	jg2134
OG0000399	XP_009111320.1, XP_009134447.1	jg28568, jg8018
OG0000399	XP_009122984.1, XP_009113390.1	jg1426
OG0000399	XP_009110844.1, XP_009148170.1	jg29276
OG0000402	XP_033136095.1	jg23698
OG0000402	XP_018508882.1	jg23699
OG0000402	XP_018508139.1, XP_018508140.1	jg23697
OG0000403	XP_009121808.2	jg7844
OG0000403	XP_009134347.1	jg7840
OG0000404	XP_018512240.1	jg27776
OG0000404	XP_033128395.1	jg9479
OG0000404	XP_033143511.1	jg17226
OG0000405	XP_009135388.1	jg25463
OG0000405	XP_033142298.1	jg12225
OG0000405	XP_033128163.1, XP_009116816.1, XP_009116847.1	jg25469, jg25468
OG0000406	XP_009148016.2, NP_001288842.1, XP_009126644.1, XP_009110929.1, XP_009131965.1	jg19181, jg22923, jg29135, jg14384
OG0000407	XP_009129664.1	jg28645, jg31101, jg20131
OG0000407	XP_033133931.1	jg29567
OG0000409	XP_009113642.2	jg17641
OG0000409	XP_009102895.1, XP_009102892.1	jg31386
OG0000411	XP_009117228.1, XP_009140655.2, XP_033145771.1, XP_033145769.1	jg17003, jg16987, jg17292, jg17291, jg16929, jg16931, jg16935, jg20923, jg16934
OG0000412	XP_009121474.1, XP_009126124.1	jg5485
OG0000412	XP_009139734.1	jg12214
OG0000412	XP_009127474.2	jg2061
OG0000412	XP_009113719.2, XP_009145973.2, XP_009135551.1	jg25896
OG0000413	XP_009117592.1	jg25354
OG0000413	XP_009107087.1	jg33681
OG0000413	XP_009117606.1, XP_009117615.1	jg25353
OG0000414	XP_009113073.1	jg673
OG0000414	XP_009112260.2	jg27345
OG0000414	XP_009107833.1, XP_009147527.2, XP_009144715.2	jg11210
OG0000419	XP_009141477.1, XP_009141476.1	jg18645, jg18647
OG0000420	XP_018514613.1	jg19571
OG0000421	XP_009119805.1	jg21967
OG0000421	XP_009132345.2, XP_009132342.2, XP_009132299.2, XP_033139627.1, XP_009126978.2	jg22448, jg22447
OG0000423	XP_033143710.1	jg11745, jg1287
OG0000424	XP_009119993.1	jg22288
OG0000424	XP_009143223.1	jg9732
OG0000425	XP_018512945.2, XP_033144162.1, XP_033144134.1	jg21524
OG0000426	XP_009110785.1, XP_009128566.1, XP_018511948.2, XP_009107627.2	jg32903
OG0000426	XP_009120084.1	jg27618
OG0000429	XP_009138961.1, XP_009105539.1	jg15870
OG0000429	XP_009138964.1	jg1359, jg15868
OG0000429	XP_018509646.2, XP_033136040.1	jg15858
OG0000430	XP_009135506.1	jg10342
OG0000430	XP_009136176.1	jg27082
OG0000431	XP_009147713.1	jg21633, jg21636
OG0000431	XP_009113233.1	jg846
OG0000432	XP_009113858.2	jg32966, jg32963
OG0000432	XP_033137499.1	jg11324
OG0000432	XP_033142746.1	jg10548
OG0000432	XP_009137041.2	jg10546
OG0000434	XP_033145964.1, XP_033131420.1	jg12377
OG0000434	XP_033145741.1	jg32516
OG0000434	XP_009130772.1, XP_009130770.1	jg19077
OG0000436	XP_009120511.2, XP_018512380.1, XP_018513341.2	jg22927, jg22928
OG0000436	XP_009126640.1, XP_009131961.1	jg22929
OG0000437	XP_009117525.1, XP_009112624.1	jg28169
OG0000439	XP_009122220.1, XP_033145038.1	jg2123, jg4379, jg27491, jg2122
OG0000440	XP_033147225.1	jg21485, jg21490, jg21492, jg21483, jg21497, jg21498, jg21491, jg28254, jg21482, jg21489, jg21496
OG0000443	XP_009126072.2	jg9154
OG0000443	XP_009140677.1, XP_009117057.1	jg17131
OG0000443	XP_033129927.1, XP_009129964.1	jg6415
OG0000444	XP_009132781.2, XP_009144211.1	jg18200
OG0000444	XP_009116612.1, XP_009138911.1, XP_009104208.2	jg15993
