Orthogroup	Brassica_rapa	Arabidopsis_lyrata_Rawat
OG0000150	XP_033139048.1, XP_033139149.1, XP_033139478.1, XP_033139494.1, XP_033139194.1, XP_033139164.1, XP_033138880.1, XP_033139010.1, XP_033139244.1, XP_033138885.1	AL4G25960, AL4G15810
OG0000151	XP_009116212.1, XP_009103951.1, XP_033146519.1	AL5G36230
OG0000151	XP_009139199.2	AL5G36220
OG0000151	XP_033148760.1	AL4G36690
OG0000151	XP_009139200.1	AL5G36210
OG0000151	XP_009141649.1	AL4G33730
OG0000151	XP_009121752.1	AL6G24190
OG0000152	XP_033138570.1	AL5G19160
OG0000152	XP_033145180.1	AL6G46360, AL6G32700, AL1G56800
OG0000152	XP_033129820.1	AL4G22930, AL177U10010
OG0000152	XP_033131415.1	AL6G44920, AL4G21840, AL5G21970
OG0000153	XP_033147142.1	AL4G23840, AL4G23880
OG0000153	XP_009140992.3, XP_009140985.1, XP_033147950.1, XP_018514500.2	AL4G25560
OG0000153	XP_033145172.1	AL4G23900
OG0000153	XP_009133859.1, XP_009123599.1, XP_009140991.1, XP_009140982.1	AL4G23860
OG0000153	XP_009118438.1	AL1G17600
OG0000155	XP_033145232.1	AL481U10020
OG0000157	XP_033130702.1, XP_033139818.1, XP_009140642.2, XP_009129819.1, XP_009129831.2	AL8G27960, AL1G29270
OG0000158	XP_033136525.1	nbis-gene-1710, AL2G28170, AL7G14590
OG0000158	XP_033134979.1	AL6G25220
OG0000160	XP_009112568.1, XP_009102205.2	AL3G52950
OG0000160	XP_009137896.1, XP_009137895.2, XP_009128001.1, XP_009109000.1	AL7G22000
OG0000160	XP_033141904.1, XP_009120261.2	AL8G33330
OG0000160	XP_018513014.1	AL3G44180
OG0000160	XP_009128205.1	AL5G20850
OG0000160	XP_018508569.2, XP_009106729.2	AL2G40780
OG0000160	XP_009117122.1	AL4G15040
OG0000161	XP_033133352.1, XP_009117684.2, XP_033137116.1, XP_009138128.2, XP_018515327.2, XP_033135265.1, XP_009144129.1, XP_033138000.1, XP_033143489.1	AL2G19110
OG0000162	XP_009132915.1	AL4G28780, AL8G17590
OG0000162	XP_009143883.1	nbis-gene-1071
OG0000162	XP_033129079.1	AL3G42410
OG0000165	XP_009127572.1	AL3G46810
OG0000165	XP_009134335.1, XP_009135150.1	AL7G45500
OG0000167	XP_033131842.1	nbis-gene-789
OG0000169	XP_033132763.1	AL9U10990, AL3G52280, AL3G47440, AL3G52270, AL3G52290, AL4G10320, AL5G12470, AL5G12490, AL5G12460, AL5G12480, AL4G13020
OG0000170	XP_033146706.1	AL5G43250
OG0000170	XP_009142347.1	AL4G44740
OG0000171	XP_009119874.1	AL8G28000
OG0000171	XP_009112891.1	AL2G10770
OG0000171	XP_009121200.1	AL3G49460
OG0000171	XP_018512593.2	AL8G31780
OG0000171	XP_009123804.1, XP_009146989.1, XP_009135093.1	AL3G19690
OG0000171	XP_009109116.1, XP_009144093.1	AL7G24680
OG0000173	XP_009109432.1	AL7G12140
OG0000173	XP_033143325.1	AL7G13810
OG0000173	XP_033138718.1, XP_009138208.2	AL7G12760
OG0000175	XP_033134622.1, XP_009103171.1, XP_009127800.1	AL1G37260
OG0000175	XP_033130273.1, XP_009110099.1	AL2G29860
OG0000175	XP_033137829.1	AL6G25440
OG0000175	XP_009133804.2, XP_009118871.2, XP_009142560.1	AL4G46720
OG0000175	XP_033146739.1	AL5G45050, AL2G23510
OG0000176	XP_009124082.1	AL3G15890
OG0000176	XP_033133290.1, XP_033133266.1, XP_009108377.1	AL3G15860
OG0000176	XP_009104914.1, XP_009127868.1	AL2G31040
OG0000177	XP_033132885.1	AL1G34300, AL3G41650
OG0000177	XP_009124585.1, XP_033147925.1	AL6G51590, AL1G34280
OG0000178	XP_033136390.1	AL6G47960
OG0000178	XP_009134310.1	AL6G47980
OG0000178	XP_009134313.1	AL6G47970
OG0000178	XP_009114346.2, XP_009134304.1, XP_033142043.1, XP_033142131.1, XP_033136829.1, XP_009134308.2	AL6G48020
OG0000178	XP_033141427.1, XP_009144510.1	AL6G47990
OG0000178	XP_009114566.2, XP_009144506.1, XP_009144502.1	AL1G49990
OG0000179	XP_009113276.1, XP_033137182.1	AL2G17390, AL2G17430
OG0000179	XP_033143525.1	AL2G16980
OG0000182	XP_009116717.1	AL5G43310, AL5G43300
OG0000182	XP_009122203.1	AL7G51710, AL5G39240, AL1G52920, AL5G39230, AL5G39260
OG0000183	XP_009105204.1	AL2G24200, AL7G46650
OG0000183	XP_009140755.1	AL6G32820, AL4G20560
OG0000184	XP_009136545.2, XP_009136566.1, XP_018508379.1, XP_009143886.1, XP_009143893.1	nbis-gene-767
OG0000185	XP_009122447.1	AL2G22820
OG0000185	XP_009129754.1	AL8G40780
OG0000185	XP_033131868.1, XP_033132192.1	AL1G52850
OG0000185	XP_033131216.1, XP_018508547.1	AL1G37710, AL1G37720, AL1G37670
OG0000186	XP_009133030.1, XP_033142532.1	AL2G14230
OG0000188	XP_033136263.1, XP_033135940.1	AL6G22480, AL6G22490, AL6G22600, AL3G14200
OG0000188	XP_033134665.1, XP_033135894.1, XP_009124984.2, XP_033137619.1, XP_033136539.1	AL3G14700
OG0000188	XP_033147068.1, XP_033147041.1	AL3G14720, AL3G14710
OG0000189	XP_009112460.1, XP_009121076.1, XP_009124572.1, XP_009115809.1, XP_009138399.1, XP_009148517.1	AL3G50830
OG0000189	XP_009136330.1	AL7G16200
OG0000189	XP_009110241.1	AL1G32900
OG0000192	XP_009142142.1	AL7G26670
OG0000193	XP_033134338.1, XP_033147866.1	AL1G53610
OG0000193	XP_033147857.1	AL1G46640, AL1G46660, AL1G46620
OG0000196	XP_033141524.1	AL7G47590, AL7G47570, AL7G47600, AL4G22240, AL7G47850
OG0000197	XP_033133256.1	AL7G34540, AL7G34550, AL7G34520
OG0000197	XP_033138466.1	AL7G34530
OG0000197	XP_033133253.1	AL7G34500, AL7G34510, AL7G34490
OG0000198	XP_009101339.1, XP_009114232.1, XP_009129226.1	AL7G42370, AL5G10550
OG0000198	XP_009148880.1	AL1G27020, AL1G45410
OG0000198	XP_009117861.2	AL1G27010
OG0000198	XP_009137379.1	AL5G15240
OG0000199	XP_009127652.1, XP_009108973.2, XP_009102300.2, XP_009108976.2	AL7G22480, AL6G29250, AL6G29230, AL7G22490, AL7G22500
OG0000200	XP_009119144.1, XP_009111048.2	AL1G15400
OG0000200	XP_009111047.1, XP_009119146.1	AL1G15390
OG0000200	XP_009109613.1	AL1G44070
OG0000200	XP_009109611.1	AL1G44060, AL1G44080
OG0000201	XP_033138765.1, XP_033147942.1, XP_033130023.1	AL3G45630
OG0000203	XP_033131129.1	AL5G39980, AL5G40000
OG0000203	XP_033136042.1, XP_009116516.1, XP_033136014.1	AL5G40120
OG0000203	XP_009138966.1, XP_009138965.1	AL5G40110
OG0000203	XP_009104131.1	AL5G40100
OG0000205	XP_033131805.1, XP_033131844.1, XP_033128516.1, XP_033138985.1	AL6G41080, AL6G41170, AL7G33750, AL2G20320, AL2G20330, AL3G54100, AL3G45590
OG0000206	XP_033141125.1, XP_033140369.1, XP_033148095.1, XP_033134007.1	AL4G21300
OG0000209	XP_018509924.1, XP_033135419.1	AL6G20830
OG0000210	XP_009143082.1	AL4G23070, AL4G44040
OG0000210	XP_009138832.1, XP_033145512.1, XP_009138923.1	AL4G20750
OG0000214	XP_033146217.1	AL4G20410
OG0000214	XP_033133961.1	AL1G51730
OG0000215	XP_009144753.2, XP_033143272.1, XP_018514409.1, XP_033139809.1, XP_033144986.1, XP_033139775.1, XP_033142243.1	AL22U10020, AL4G18700, AL6G38570, AL4G16420, AL2G18820
OG0000216	XP_033134839.1, XP_009144491.1	AL6G47230
OG0000216	XP_033142073.1, XP_033142074.1	AL6G43900, AL6G44750
OG0000216	XP_009102525.1	AL2G18850
OG0000216	XP_009116349.1	AL5G37800
OG0000218	XP_033140908.1, XP_033128986.1, XP_033128341.1, XP_033145478.1, XP_033132830.1, XP_033147130.1, XP_033135381.1, XP_033143910.1, XP_033128841.1, XP_033142916.1, XP_033140507.1, XP_033141210.1, XP_033132481.1, XP_033145416.1, XP_033144814.1, XP_033144660.1, XP_033134845.1, XP_033139777.1, XP_033143756.1, XP_033129757.1, XP_033132550.1, XP_033133825.1, XP_033136890.1, XP_033130804.1, XP_033138912.1, XP_033139114.1	AL4G42280
OG0000219	XP_033144576.1, XP_009145945.1	AL7G46090, AL7G49700, AL7G49110, AL7G49680
OG0000219	XP_033141548.1	AL3G52780
OG0000222	XP_033139261.1, XP_033139130.1, XP_033139238.1, XP_033139545.1, XP_033139482.1, XP_033139394.1, XP_033138944.1, XP_033139183.1, XP_033139474.1, XP_033139262.1	AL6G40720
OG0000223	XP_033144296.1	AL5G34210
OG0000225	XP_009106592.3	AL2G28790
OG0000227	XP_009140710.1	AL3G16310
OG0000227	XP_018508728.1, XP_033145018.1, XP_009122402.1, XP_009135147.2	AL3G22620
OG0000229	XP_009151331.2, XP_033145123.1, XP_033134005.1, XP_033141396.1	AL4G17660, AL4G17920, AL4G17900
OG0000229	XP_009108848.1, XP_009113706.2, XP_033128874.1	AL1G65810, AL5G20810
OG0000232	XP_033134326.1, XP_033132318.1, XP_033141154.1, XP_033141153.1, XP_033143783.1, XP_033128225.1, XP_033135982.1, XP_033132193.1, XP_033130867.1	AL9U10240, AL5G17720, AL8G21610, AL7G48830, AL3G31430, AL4G15240, AL8G25040
OG0000233	XP_009122326.1, XP_033144505.1	AL6G17860
OG0000233	XP_018511882.1, XP_009125692.3, XP_033144506.1, NP_001288906.1	AL6G17870
OG0000233	XP_033141823.1, XP_009122327.1	AL6G17850
OG0000233	XP_009122331.1, XP_009110375.3, XP_033139819.1	AL6G17810, AL6G17910, AL6G17830
OG0000234	XP_009110744.2	AL6G12270, AL6G12280, AL6G12310, AL3G47640, AL1G59710, AL1G59720, AL6G12290, AL6G12300
OG0000235	XP_009115349.1	AL1G40550, AL6G39940
OG0000236	XP_009109227.1	AL2G23070
OG0000237	XP_033144214.1	AL3G35490
OG0000238	XP_009103193.1	AL6G40330
OG0000241	XP_009137217.1, XP_009135314.1	AL7G32050
OG0000241	XP_009108531.1	AL7G32060
OG0000241	XP_009114544.1	AL6G48290
OG0000241	XP_009134322.1	AL6G48300, AL6G48310
OG0000242	XP_009144622.1, XP_009114607.1	AL3G16620
OG0000243	XP_009109660.1, XP_009115233.1	AL1G43270
OG0000243	XP_009109661.1	AL1G43240
OG0000244	XP_009114492.1, XP_009108752.1	AL6G48830
OG0000244	XP_009111247.1	AL6G49970, AL6G49560
OG0000246	XP_009116009.2	AL5G34040
OG0000246	XP_009133099.1	AL4G32990
OG0000246	XP_009114411.2, XP_009141608.1	AL4G32970
OG0000246	XP_009133097.2, XP_009143554.2, XP_009143555.1	AL4G32980
OG0000247	XP_009119459.1	AL7G52080, AL7G25460, AL8G22470, AL5G29460
OG0000247	XP_033136267.1	AL1G46070
OG0000248	XP_009105678.1, XP_009105679.1	AL5G35460
OG0000248	XP_033140079.1	nbis-gene-575
OG0000249	XP_033147169.1, XP_033129329.1	AL2G10350
OG0000250	XP_033138066.1, XP_009150698.2	AL6G50030
OG0000250	XP_009134330.1, XP_018510294.1	AL6G48650
OG0000251	XP_009123566.1	AL5G15050, AL5G15060, AL5G15070
OG0000251	XP_009123565.1	AL5G15090
OG0000251	XP_009121542.3	AL5G15100
OG0000251	XP_009132141.2	AL8G33230
OG0000251	XP_009121576.1	AL5G15010
OG0000251	XP_009152065.1	AL5G15040
OG0000252	XP_009126727.1, XP_009108914.1	AL7G20350
OG0000252	XP_009128234.1, XP_009101726.1	AL2G37720
OG0000253	XP_009135236.2, XP_009120551.1	AL3G24230
OG0000253	XP_009123001.2, XP_009136338.1	AL1G19520
OG0000254	XP_033146251.1, XP_009146815.1	AL7G39750
OG0000254	XP_009146804.1	AL7G39720
OG0000256	XP_033132006.1, XP_009116005.2, XP_033144213.1	nbis-gene-802, AL3G42750, nbis-gene-801
OG0000257	XP_009106238.1	AL7G45400
OG0000257	XP_009128139.1	AL2G35840
OG0000259	XP_033148595.1, XP_009146121.1, XP_009145915.1, XP_009146127.3, XP_033147082.1, XP_033148591.1, XP_009145913.2	AL4G21500, AL4G15410
OG0000260	XP_009101866.1, XP_009101865.1	AL7G19690
OG0000260	XP_009123569.1	AL7G11510
OG0000260	XP_009128105.1, XP_009101867.1	AL1G53980, AL1G53990
OG0000262	XP_009121822.3, XP_009132579.1	AL2G11040
OG0000262	XP_033135357.1	AL2G13760, AL6G43420, AL2G11060
OG0000262	XP_009112794.2	AL2G11030
OG0000263	XP_033129480.1, XP_033143337.1, XP_009102113.2, XP_009102169.1, XP_018511108.1	AL6G28130, AL8G14770
OG0000266	XP_033143114.1	AL8G28560, AL8G28540
OG0000267	XP_033146692.1, XP_033146625.1	AL5G21550
OG0000268	XP_033145205.1, XP_033141113.1, XP_018511330.2, XP_018513830.1, XP_033145096.1, XP_033131052.1, XP_018509904.2	AL3G43630
OG0000269	XP_009131977.2, XP_009120488.1	AL8G36240
OG0000269	XP_009149982.1	AL5G25090, AL5G25020
OG0000269	XP_009144371.1, XP_009118237.2	AL2G16910, AL4G24200
OG0000270	XP_033136803.1	AL2G12790
OG0000273	XP_009127150.1	AL8G28580, AL8G28590, AL8G28380, AL8G28370
OG0000273	XP_033138272.1	AL3G39560
OG0000275	XP_033128791.1, XP_009152161.2, XP_009152162.1, XP_009114077.2	AL7G11970
OG0000275	XP_009109984.2, XP_009109983.2, XP_009127111.1	AL7G11950
OG0000276	XP_009145453.2, XP_033138396.1	AL8G19610
OG0000276	XP_033133157.1, XP_033143708.1	AL8G16120
OG0000276	XP_033130130.1	AL8G18300, AL7G23790, AL210U10020, AL4G30020, AL8G20130, AL5G40150, AL1G51890
OG0000279	XP_009101629.1, XP_033136859.1	AL8G14520, AL8G14470, AL8G14510, AL8G14500, AL8G14490, AL8G14480
OG0000282	XP_009135671.1	nbis-gene-292, AL7G31500, AL7G30780, AL7G31520
OG0000282	XP_033143298.1, XP_009126213.1	nbis-gene-1800, AL7G31480, AL7G31490, AL7G31510
OG0000283	XP_033143433.1, XP_033143395.1, XP_033143408.1	AL5G34600
OG0000283	XP_033139377.1	AL6G38420, AL1G38780
OG0000285	XP_009134691.2	AL7G32710
OG0000285	XP_009137650.1, XP_009143289.2	AL7G25530
OG0000285	XP_009133539.2, XP_033130819.1, XP_018508817.2, XP_033130815.1	AL2G23090, AL2G23080
OG0000286	XP_009137794.1	AL8G15660
OG0000286	XP_033147875.1, XP_009146809.1, XP_033148625.1, XP_009147163.1, XP_033147883.1, XP_033147863.1	AL3G22250, AL3G22230
OG0000289	XP_033146269.1	AL4G16860
OG0000290	XP_018509758.1	AL1G57470
OG0000290	XP_009112818.1	AL2G10720
OG0000294	XP_033137553.1	nbis-gene-1522, AL1G39230, AL1G39220
OG0000295	XP_033135955.1	nbis-gene-691
OG0000295	XP_033142265.1	nbis-gene-690, AL3G40150
OG0000296	XP_009120430.1, XP_033142716.1	AL48U10010, nbis-gene-2180
OG0000296	XP_009126729.2, XP_033141242.1, XP_009126731.2, XP_009145270.2, XP_033141241.1, XP_033141237.1	nbis-gene-2178, AL8G34670, AL8G26340, nbis-gene-2176, nbis-gene-2177
OG0000297	XP_033138935.1, XP_033134305.1, XP_033138851.1, XP_033143947.1, XP_033138738.1, XP_033144126.1	AL7G47150
OG0000298	XP_009105682.1	AL1G48070
OG0000298	XP_009114790.1	AL1G47970
OG0000301	XP_009117672.2, XP_009117388.2, XP_009117355.1, XP_009140859.2, XP_018513864.2, XP_033132454.1, XP_009140683.1, XP_009111443.1	AL4G43730
OG0000301	XP_033131536.1	AL5G42900
OG0000303	XP_033128519.1, XP_033141707.1	AL5G26120
OG0000304	XP_009144755.2	AL8G21380, nbis-gene-2062, AL3G42840
OG0000304	XP_033145283.1, XP_033146439.1, XP_009141126.1, XP_033146438.1	AL4G38290
OG0000307	XP_033140341.1	nbis-gene-1899
OG0000308	XP_009123895.1	AL8G17010, AL8G17000, AL117U10040
OG0000312	XP_033148335.1, XP_033148371.1, XP_009147596.1, XP_033148615.1, XP_033131369.1	AL4G19060
OG0000313	XP_009128603.1, XP_009128597.1	AL7G22850, AL7G22830, AL7G22800
OG0000313	XP_033141694.1, XP_009126942.2	nbis-gene-910
OG0000313	XP_033146452.1	AL4G37990, AL4G38020
OG0000314	XP_018511257.1, XP_033137289.1, XP_033134239.1, XP_033145454.1	AL7G44460
OG0000315	XP_009124096.2, XP_033145238.1	AL5G42110
OG0000318	XP_009104507.1	AL3G52410, AL3G52440
OG0000318	XP_009106691.2	AL2G28900
OG0000318	XP_009111072.1, XP_009111225.1, XP_033138191.1	AL3G39500
OG0000318	XP_033132533.1	AL1G49160
OG0000321	XP_009120857.1	AL6G31300, AL6G31290
OG0000321	XP_033141348.1, XP_009126388.2	nbis-gene-443
OG0000322	XP_009115170.1, XP_033144288.1, XP_009126872.2	AL7G25500
OG0000323	XP_033137191.1	AL1G29920
OG0000323	XP_033131924.1	AL2G32530
OG0000325	XP_009111083.2, XP_009119258.1, XP_009118621.1	AL1G14460
OG0000325	XP_009143895.1, XP_009132911.1	AL4G28660
OG0000325	XP_009141288.1	AL4G28680
OG0000326	XP_009108045.2	AL7G51870, AL7G51860, AL8G27500, AL5G29830, AL3G23410, AL3G21160, AL3G21170, nbis-gene-679, AL3G17610
OG0000327	XP_009132950.1	AL7G18840
OG0000328	XP_009135722.1	AL3G34990, AL249U10020, AL3G34970
OG0000328	XP_033147151.1	AL249U10040
OG0000329	XP_009107789.1	AL7G41460
OG0000330	XP_009106486.2, XP_009105952.1	AL2G32680, AL2G32660, AL2G32700
OG0000330	XP_009104838.1, XP_009104837.1, XP_009105951.1, XP_009127959.1	AL2G32630
OG0000330	XP_009149213.1	AL1G29940
OG0000331	XP_009134472.1, XP_009111338.2	AL6G51460
OG0000331	XP_009135526.2, XP_009114068.1	AL3G30460
OG0000331	XP_033146981.1	AL4G33090
OG0000332	XP_018510130.1, XP_009104693.1	AL2G14760, AL2G14800
OG0000332	XP_033128113.1	AL2G14890
OG0000332	XP_033133452.1, XP_018510244.1	nbis-gene-400, AL2G14930, nbis-gene-402, nbis-gene-401, AL2G14910, AL2G14860, AL2G14740, AL2G14750
OG0000335	XP_018510062.1	AL5G41960
OG0000335	XP_033144842.1	AL5G42220
OG0000336	XP_009113354.1	AL2G18590, AL1G67290, AL1G20120, AL1G20240, nbis-gene-1385
OG0000339	XP_009132752.1	AL4G25660, AL4G25680
OG0000339	XP_009148250.1, XP_009130004.1	AL8G15440
OG0000341	XP_009120003.1, XP_009113338.1	AL1G52480, AL1G52390
OG0000341	XP_009124897.1	AL1G55350
OG0000342	XP_018514306.1, XP_033145144.1	AL4G15010
OG0000342	XP_033146876.1, XP_033132405.1, XP_009123139.3	AL3G30600
OG0000344	XP_009113469.1, XP_009112833.1	AL4G18870
OG0000344	XP_009129136.1, XP_033142692.1	AL1G22300
OG0000344	XP_033135917.1	AL1G22320, AL1G25470
OG0000345	XP_009131113.1, XP_009125366.1	AL6G19900, AL390U10020
OG0000345	XP_009111117.2, XP_009118657.1, XP_009119322.1	AL1G13870
OG0000346	XP_009103856.1	AL5G34190
OG0000346	XP_009129561.1, XP_009152070.1	AL5G14950
OG0000346	XP_009152071.1	AL5G14940
OG0000346	XP_009116024.1	AL5G34200
OG0000347	XP_009133759.2, XP_009142386.2	AL4G45180
OG0000347	XP_009138772.2, XP_009116806.2	AL5G43730
OG0000347	XP_033134760.1, XP_009119712.2	AL1G10760
OG0000347	XP_009134562.1	AL6G53040
OG0000348	XP_033140778.1, XP_033140777.1, XP_018512154.2	AL5G17850
OG0000349	XP_009126683.1	AL8G36200
OG0000349	XP_018510745.1	AL8G36140, AL8G36160, AL8G36170
OG0000350	XP_009132499.1, XP_009145438.1, XP_009145263.1, XP_009145440.1, XP_009145439.2, XP_009109255.2, XP_009109273.1	AL5G18930, AL3G36110, nbis-gene-754, AL3G36140, AL3G36150, AL3G36100, AL3G36090
OG0000351	XP_018514239.1	AL3G39810
OG0000355	XP_009120577.1, XP_033140106.1, XP_033140107.1, XP_009126602.1	AL8G37040
OG0000356	XP_033136684.1	AL4G15400
OG0000358	XP_009144939.2, XP_033148500.1, XP_033148501.1, XP_033148499.1	AL1G58830, AL1G59360, AL1G52250
OG0000359	XP_033137968.1, XP_009127112.1	AL8G29280
OG0000359	XP_009109130.1, XP_009137679.1	AL7G25060
OG0000359	XP_009137683.1, XP_009143792.1, XP_009109128.1	AL7G25030
OG0000359	XP_009109129.1, XP_009137680.1, XP_033144141.1, XP_009143743.1	AL7G25050
OG0000361	XP_033138767.1	nbis-gene-1361
OG0000362	XP_033141849.1	AL4G17970
OG0000364	XP_009123612.3, XP_009101647.1, XP_009114073.1, XP_009113904.3	AL3G14810
OG0000365	XP_033137302.1	AL1G39370
OG0000365	XP_009133978.1	AL7G33350
OG0000365	XP_009115359.1	AL1G39380, AL1G39340, AL1G39360, AL1G39330
OG0000367	XP_033141073.1, XP_033141074.1, XP_018512136.1	AL6G41620
OG0000367	XP_009103131.2	AL6G25850, nbis-gene-150
OG0000368	XP_009149970.1	AL5G25690
OG0000370	XP_009102534.1	AL3G39540, AL3G39570, AL3G39550
OG0000371	XP_033129344.1, XP_033136329.1, XP_033143630.1, XP_033135938.1, XP_033141127.1, XP_033128075.1	AL1G51150
OG0000371	XP_033140461.1	AL7G46530
OG0000375	XP_033142881.1, XP_033148143.1, XP_033133623.1, XP_033142880.1, XP_033134555.1, XP_033137750.1, XP_033133622.1, XP_033134554.1, XP_033136126.1, XP_033144383.1, XP_033132564.1	AL7G43380, AL3G37650, AL1G50470
OG0000376	XP_009113189.1	AL2G15860, AL2G15910
OG0000377	XP_009138491.1	nbis-gene-1705
OG0000377	XP_009136876.1	AL2G24540, AL2G24410
OG0000377	XP_009138490.1, XP_009136992.1	AL7G13510
OG0000379	XP_009101283.1, XP_009114212.1	AL5G11250
OG0000379	XP_018514158.2	AL5G35180
OG0000379	XP_009129179.1	AL5G11220
OG0000380	XP_009121314.2, XP_009121239.3	AL8G35710
OG0000380	XP_033137987.1, XP_033138021.1, XP_033133201.1, XP_033142420.1, XP_033142421.1, XP_009120537.2	AL8G36790, AL71U10060, AL8G36700
OG0000381	XP_033147715.1, XP_033144101.1	nbis-gene-1075
OG0000382	XP_009144569.1, XP_009134433.1, XP_009134432.1	AL6G50680, AL6G50670, AL6G50700
OG0000382	XP_009143456.1, XP_009133202.2	AL4G34640
OG0000383	XP_033132527.1, XP_033136218.1	AL1G37470
OG0000383	XP_033145569.1, XP_033146020.1, XP_033136302.1, XP_033131973.1	AL5G18170, AL5G18190, AL5G35660, AL5G35670
OG0000384	XP_033141447.1	AL8G11330, AL8G11310, AL8G11340
OG0000384	XP_009128918.1, XP_033141448.1, XP_009128915.1, XP_033141010.1, XP_033141449.1	AL8G11320
OG0000385	XP_033141740.1	AL22U10010, nbis-gene-1954, AL7G51970, nbis-gene-1735
OG0000388	XP_009145769.1	AL3G30610
OG0000388	XP_018514444.2, XP_009111665.1	AL3G42690
OG0000389	XP_009127252.1	AL8G32520, AL8G32530, AL8G32510, AL8G32500
OG0000389	XP_033145581.1, XP_009140623.1	AL4G20070
OG0000390	XP_009145349.1	AL1G35790
OG0000390	XP_009103242.1	AL1G35860
OG0000390	XP_009145345.1	AL1G35830
OG0000390	XP_009103240.1	AL1G49180, AL1G35870
OG0000391	XP_009105992.1, XP_033131151.1, XP_033131152.1	AL2G33070
OG0000391	XP_009131550.1, XP_009126130.1, XP_009121469.1	AL6G27640
OG0000391	XP_009146838.2	AL3G21810
OG0000392	XP_009117729.1	AL1G29180
OG0000392	XP_009137512.1, XP_009139101.2, XP_018508332.1, XP_009109218.1, XP_009109221.2, XP_009109219.2	AL7G27840, AL7G27830
OG0000393	XP_009129904.1, XP_009140209.1	nbis-gene-1951
OG0000393	XP_009139822.1	AL7G51280
OG0000393	XP_009125150.1	AL7G51350
OG0000394	XP_009115437.2, XP_009116922.1	AL3G28170
OG0000395	XP_009110562.1, XP_009117938.1	AL1G25950
OG0000395	XP_009119414.1, XP_009123234.1	AL3G47120
OG0000396	XP_033130946.1, XP_033139810.1, XP_033141070.1, XP_033134328.1, XP_009129529.2, XP_009136048.2, XP_033134357.1, XP_033134376.1, XP_033139276.1	AL6G36390, AL5G15440
OG0000398	XP_009138228.1, XP_033142291.1, XP_009117693.2, XP_033148601.1, XP_009108634.1	nbis-gene-998, AL8G28420, nbis-gene-1582
OG0000399	XP_009111320.1, XP_009134447.1	AL1G11940, AL6G51150
OG0000399	XP_009122984.1, XP_009113390.1	AL1G65940
OG0000399	XP_009110844.1, XP_009148170.1	nbis-gene-54
OG0000402	XP_033136095.1	AL8G44500
OG0000402	XP_018508882.1	AL8G44510
OG0000402	XP_018508139.1, XP_018508140.1	AL8G44490
OG0000404	XP_033135737.1	AL4G38000, AL4G38030
OG0000404	XP_018512240.1	AL1G32050
OG0000404	XP_033128395.1	AL7G22840
OG0000404	XP_033143511.1	AL7G23550
OG0000404	XP_009107590.1	AL5G23010, AL5G23100
OG0000405	XP_009135388.1	AL3G26870
OG0000405	XP_033142298.1	AL7G46440
OG0000406	XP_009118420.1	AL1G18060, AL8G36410, AL5G24760
OG0000406	XP_009148016.2, NP_001288842.1, XP_009126644.1, XP_009110929.1, XP_009131965.1	AL4G37000
OG0000407	XP_009129664.1	AL1G12810, AL1G39190, AL4G46780
OG0000407	XP_033133931.1	AL1G22510
OG0000409	XP_009113642.2	AL4G21310
OG0000409	XP_009102895.1, XP_009102892.1	AL1G42220, AL1G42200
OG0000410	XP_033144148.1	AL7G31120
OG0000411	XP_009117228.1, XP_009140655.2, XP_033145771.1, XP_033145769.1	nbis-gene-977, AL4G18590, nbis-gene-965, AL4G14960, AL8G17380, AL4G14950
