Orthogroup	Brassica_rapa	Eutrema_salsugineum
OG0000091	XP_009149894.1	XP_006404361.1
OG0000091	XP_009113892.3, XP_009131995.2, XP_033142283.1, XP_009116363.1	XP_006398110.2, XP_006398111.1
OG0000091	XP_009120802.1	XP_024011446.1
OG0000091	XP_018508112.1	XP_006404412.1
OG0000092	XP_033132217.1	XP_024004806.1, XP_024010671.1, XP_024010073.1
OG0000095	XP_009134223.1, XP_009140586.1	XP_006405024.2, XP_006405025.1, XP_006405019.2
OG0000095	XP_009140588.1	XP_006405020.2
OG0000095	XP_009151921.1, XP_009133951.1	XP_024013951.1, XP_006405002.1, XP_024014179.1, XP_006391426.1
OG0000096	XP_009136113.1	XP_024009294.1, XP_006418661.2, XP_006418628.2
OG0000096	XP_033146796.1, XP_009126084.3, XP_033130384.1	XP_024004907.1, XP_024007223.1
OG0000098	XP_009120753.1, XP_033144223.1, XP_009137095.2, XP_033143042.1	XP_006395726.1
OG0000098	XP_009150964.1, XP_009130073.1	XP_006404383.1, XP_006394690.1, XP_006414046.1
OG0000099	XP_009145091.1	XP_024009296.1
OG0000099	XP_033136251.1, XP_009123717.2, XP_033147969.1	XP_024015840.1, XP_024011325.1, XP_024015053.1, XP_024010351.1, XP_024014578.1, XP_024010433.1, XP_024004997.1, XP_024004921.1, XP_024016561.1
OG0000099	XP_033148542.1	XP_024009463.1, XP_024007273.1
OG0000099	XP_033139457.1	XP_024006550.1, XP_024007285.1, XP_024007317.1, XP_024013191.1, XP_024006645.1
OG0000100	XP_033135318.1	XP_024014029.1, XP_024004369.1
OG0000101	XP_009108043.1, XP_033129024.1, XP_033129539.1, XP_033135654.1	XP_024007307.1
OG0000101	XP_033143361.1, XP_033133927.1	XP_024013940.1
OG0000101	XP_033146383.1, XP_033140589.1, XP_033145942.1, XP_033134398.1, XP_033133647.1, XP_033135195.1	XP_024004951.1
OG0000102	XP_009140229.1	XP_006405546.1
OG0000102	XP_009121666.1	XP_006396592.1
OG0000102	XP_009110937.1, XP_033135887.1	XP_006417793.2
OG0000102	XP_033136290.1, XP_033140146.1, XP_009123588.2, XP_009122016.1, XP_018514838.2, XP_009121678.1, XP_009121655.1	XP_006396591.1
OG0000103	XP_033145218.1	XP_024010234.1
OG0000105	XP_009144642.1, XP_033141697.1, XP_009113336.1, XP_009126271.2, XP_033141972.1	XP_024011529.1
OG0000107	XP_018514730.2	XP_024015177.1
OG0000107	XP_009111243.1	XP_006406420.1
OG0000108	XP_009133195.1, XP_009141678.2	XP_006410952.1, XP_006403657.1
OG0000108	XP_009146646.1	XP_006407369.1
OG0000108	XP_033138402.1, XP_009131124.2, XP_009125344.2	XP_006399464.1
OG0000108	XP_009145858.2, XP_018513774.1	XP_006406564.1
OG0000109	XP_018511390.2, XP_033129946.1, XP_033140615.1, XP_033134038.1	XP_024016626.1, XP_006414991.2
OG0000109	XP_033129717.1, XP_033139404.1, XP_033133988.1, XP_033135850.1, XP_033142467.1, XP_033139430.1, XP_033138987.1, XP_033134841.1	XP_024009711.1, XP_024010384.1, XP_024009792.1, XP_024009380.1, XP_024010244.1, XP_024014026.1, XP_024006561.1, XP_024013107.1, XP_024015896.1, XP_024009348.1, XP_024013914.1, XP_024009952.1, XP_024006596.1
OG0000110	XP_009135134.2, XP_009151027.2, XP_033142705.1, XP_033129379.1	XP_024006585.1, XP_024009271.1, XP_024009446.1, XP_024009516.1, XP_024015963.1, XP_024010353.1, XP_024013220.1
OG0000110	XP_033147814.1	XP_024004909.1, XP_024011414.1, XP_024009421.1, XP_024007906.1, XP_024004952.1, XP_024010478.1, XP_024006501.1, XP_024010281.1, XP_024010375.1, XP_024006421.1
OG0000111	XP_033128640.1, XP_033129028.1, XP_033146399.1, XP_033146035.1, XP_009133886.1	XP_006391257.1, XP_006409739.1, XP_006409738.2, XP_006409778.1
OG0000113	XP_033138745.1	XP_024006509.1, XP_024009929.1, XP_024006467.1
OG0000114	XP_033145921.1	XP_024013163.1, XP_024014535.1
OG0000114	XP_033146920.1, XP_033138821.1, XP_033144705.1, XP_033136660.1, XP_033148327.1, XP_033148341.1	XP_024009390.1, XP_024014516.1, XP_024009469.1, XP_024011379.1, XP_024006494.1, XP_024006892.1, XP_024013367.1
OG0000114	XP_033131686.1, XP_009108265.2, XP_033147440.1, XP_033141372.1, XP_033148004.1, XP_033136016.1, XP_033136764.1, XP_009123419.2	XP_024010573.1, XP_024007698.1, XP_024015859.1
OG0000116	XP_033143201.1, XP_009115039.1, XP_009137034.2, XP_033132498.1, XP_033135118.1, XP_033134167.1, XP_009134460.2, XP_009122979.1, XP_033135204.1, XP_033137857.1, XP_018510163.1, XP_018509848.2, XP_018511518.1, XP_018512844.2, XP_033134594.1	XP_006404698.2, XP_006415357.2, XP_024006877.1
OG0000117	XP_033135734.1, XP_009115048.1, XP_009115516.1	XP_024008618.1
OG0000117	XP_033130333.1	XP_024008246.1
OG0000117	XP_033132544.1, XP_033132543.1, XP_009110093.1, XP_033132540.1, XP_009112003.1	XP_024008029.1, XP_024008030.1, XP_006416071.1
OG0000118	XP_009113644.3, XP_009115539.2, XP_033135170.1, XP_033135169.1, XP_033135012.1, XP_009135990.1, XP_033135900.1	XP_006416096.1
OG0000118	XP_033143226.1	XP_006408206.1
OG0000119	XP_033138803.1	XP_024009951.1
OG0000119	XP_033139673.1	XP_006419033.2
OG0000120	XP_009101979.1	XP_024013368.1
OG0000120	XP_033143378.1, XP_033128667.1, XP_033148285.1, XP_033143377.1, XP_033148306.1, XP_033146924.1, XP_033148321.1	XP_024014488.1, XP_024013369.1
OG0000122	XP_009132310.1, XP_033144567.1	XP_006401346.1
OG0000122	XP_033139821.1	XP_006401333.2
OG0000123	XP_033133176.1, XP_033133177.1, XP_033132773.1, XP_033132770.1, XP_033132771.1, XP_033132772.1, XP_033132774.1, XP_033133179.1, XP_033133178.1	XP_024006376.1, XP_024016087.1
OG0000123	XP_009132628.1, XP_033142284.1	XP_024012107.1
OG0000124	XP_033145235.1	XP_024014203.1
OG0000124	XP_009145189.1, XP_033139475.1, XP_009150285.1, XP_033144074.1, XP_009103633.1, XP_009139448.1, XP_009144927.1, XP_033128191.1, XP_033146613.1, XP_009144615.1	XP_024011275.1, XP_024009428.1, XP_024006620.1, XP_024007267.1, XP_024015892.1, XP_024009781.1, XP_024013977.1, XP_024010413.1, XP_024005584.1, XP_024010662.1, XP_024011095.1, XP_024010391.1, XP_006409642.2, XP_024007266.1, XP_024011274.1, XP_024016583.1
OG0000125	XP_033146903.1	XP_024006051.1
OG0000125	XP_009144873.1	XP_006392987.1
OG0000125	XP_009147730.1	XP_006392988.1
OG0000125	XP_009135746.2	XP_006406282.1
OG0000126	XP_033134231.1	XP_024016126.1
OG0000126	XP_033133742.1	XP_024009117.1, XP_024009113.1
OG0000126	XP_033141534.1	XP_024011103.1
OG0000127	XP_009120626.1, XP_009131894.1	XP_006400797.1
OG0000127	XP_009103877.2	XP_006410934.1
OG0000127	XP_009116061.1	XP_006403666.1
OG0000127	XP_009120513.1	XP_006400898.1
OG0000127	XP_009126639.2	XP_006418979.1, XP_006418973.1
OG0000127	XP_009140934.1, XP_009103710.2	XP_006409905.1
OG0000128	XP_009104190.1	XP_024012970.1
OG0000128	XP_009116586.2, XP_033134415.1	XP_006402714.1
OG0000128	XP_033130960.1	XP_024009571.1
OG0000128	XP_009116587.1, XP_018508692.1	XP_006402712.2
OG0000128	XP_009104193.2	XP_006402710.1
OG0000129	XP_033146831.1, XP_033146830.1	XP_006408194.2
OG0000129	XP_033145048.1	XP_024011911.1
OG0000129	XP_009130179.2, XP_009130183.1	XP_024006771.1, XP_006394457.2, XP_024007354.1
OG0000132	XP_009116244.2, XP_009116245.1, XP_009116184.2, XP_033137144.1, XP_018510613.1	XP_006403516.1
OG0000132	XP_009120157.1	XP_006401328.1
OG0000132	XP_033136550.1, XP_033141227.1	XP_006396648.1, XP_006391408.1, XP_006391409.1
OG0000132	XP_009144883.2	XP_006393001.2
OG0000134	XP_033142785.1, XP_033142547.1, XP_009113973.2, XP_033142504.1	XP_006399626.1
OG0000136	XP_033133938.1	XP_024015179.1
OG0000136	XP_033148579.1	XP_024004038.1
OG0000136	XP_033134355.1, XP_033145713.1, XP_033145714.1, XP_033129331.1	XP_024007995.1
OG0000137	XP_033144579.1, XP_009127007.2, XP_033139637.1	XP_006401461.1
OG0000137	XP_009111746.1, XP_009127005.1	XP_006401460.1
OG0000137	XP_033138715.1	XP_006401462.1
OG0000137	XP_009132393.1	XP_006401463.2
OG0000137	XP_009132642.1, XP_009120051.1	XP_006401465.2
OG0000138	XP_009140021.1	XP_006405476.1
OG0000138	XP_018514807.1	XP_024016620.1
OG0000140	XP_018512005.1	XP_024010233.1, XP_024016314.1
OG0000140	XP_009145081.1, XP_009151510.2, XP_033143885.1, XP_033142513.1, XP_033133877.1, XP_009114858.1	XP_024009937.1
OG0000140	XP_018513794.1, XP_009111975.1, XP_033143251.1, XP_033133624.1, XP_033142267.1	XP_024014271.1, XP_024011288.1
OG0000141	XP_009148793.2	XP_006417248.1
OG0000141	XP_033135443.1	XP_024008234.1
OG0000141	XP_009103983.2	XP_006392118.1
OG0000142	XP_033148523.1, XP_033138763.1, XP_033148548.1	XP_024013931.1, XP_024009757.1, XP_024010147.1
OG0000142	XP_033138784.1	XP_024007750.1
OG0000143	XP_009123559.2	XP_024010423.1
OG0000143	XP_033138760.1, XP_009124167.1	XP_024006481.1, XP_024016274.1, XP_024007909.1
OG0000143	XP_033134274.1, XP_033135796.1	XP_024010602.1, XP_024010603.1, XP_024010269.1, XP_024010488.1, XP_024009587.1, XP_024014718.1, XP_024007269.1, XP_024014984.1, XP_024006558.1, XP_024015954.1, XP_024014871.1, XP_024011336.1, XP_024009448.1, XP_024009582.1, XP_024007272.1, XP_024007245.1, XP_024016353.1, XP_024013094.1, XP_024015124.1, XP_024011407.1, XP_024010424.1, XP_024007246.1, XP_024007303.1, XP_024009244.1, XP_024011363.1, XP_024013386.1, XP_024009423.1, XP_024005024.1, XP_024013120.1, XP_024013068.1, XP_024010915.1, XP_024010675.1
OG0000148	XP_033136081.1, XP_009145753.1, XP_009113058.1, XP_009124318.1	XP_006393424.2
OG0000148	XP_033144403.1, XP_009132885.2	XP_024006468.1, XP_024006465.1, XP_024006281.1
OG0000148	XP_033129328.1	XP_006416297.2, XP_024006818.1, XP_006412742.1
OG0000148	XP_033135481.1, XP_033133852.1	XP_006415686.2, XP_024008000.1, XP_006415657.1
OG0000151	XP_033146516.1, XP_009139197.1	XP_006403489.1
OG0000151	XP_009116212.1, XP_009103951.1, XP_033146519.1	XP_006403491.1
OG0000151	XP_009139199.2	XP_006403492.1
OG0000151	XP_033148760.1	XP_006411161.1
OG0000151	XP_009139200.1	XP_006403493.1
OG0000151	XP_009141649.1	XP_006410918.1
OG0000151	XP_009121752.1	XP_006399852.1
OG0000152	XP_033131415.1	XP_024004089.1, XP_024013181.1, XP_024016301.1, XP_024009964.1
OG0000153	XP_009133859.1	XP_006409977.2
OG0000153	XP_009123599.1	XP_024003718.1, XP_024003707.1, XP_024003713.1, XP_024003669.1
OG0000153	XP_009118438.1	XP_024008215.1
OG0000153	XP_009140988.2, XP_009144387.2	XP_006409978.1
OG0000154	XP_033129843.1	XP_006393107.1
OG0000154	XP_009107881.1	XP_024005670.1
OG0000154	XP_018515541.1	XP_024006135.1
OG0000154	XP_033132399.1, XP_033128688.1, XP_033128693.1	XP_024006134.1
OG0000155	XP_033145232.1, XP_018508434.1, XP_033134004.1, XP_018513877.1	XP_024005989.1
OG0000157	XP_033139818.1, XP_009140642.2, XP_009129819.1, XP_009129831.2	XP_024008597.1
OG0000157	XP_033131848.1	XP_006397212.2
OG0000158	XP_033136525.1	XP_006391162.2
OG0000158	XP_009104904.1	XP_006402964.2
OG0000158	XP_009122633.2, XP_009146323.2	XP_006390675.2
OG0000158	XP_033134979.1	XP_006397112.2
OG0000159	XP_033130755.1, XP_033139533.1, XP_009115089.3, XP_033137203.1, XP_033128569.1, XP_033147093.1	XP_024009779.1
OG0000160	XP_009112568.1, XP_009102205.2	XP_006409094.1
OG0000160	XP_009137896.1, XP_009137895.2, XP_009128001.1, XP_009109000.1	XP_024005341.1
OG0000160	XP_033141904.1, XP_009120261.2	XP_024012572.1
OG0000160	XP_018513014.1	XP_006396088.1
OG0000160	XP_009128205.1	XP_006419170.1
OG0000160	XP_018508569.2, XP_009106729.2	XP_006389820.1
OG0000160	XP_009117122.1	XP_006404985.2
OG0000161	XP_033135408.1, XP_033145250.1, XP_018508038.2, XP_033137256.1, XP_033147297.1, XP_009106231.2, XP_009119135.2, XP_033137091.1	XP_024013331.1
OG0000161	XP_033133352.1, XP_009117684.2, XP_033137116.1, XP_009138128.2, XP_018515327.2, XP_033135265.1, XP_009144129.1, XP_033138000.1, XP_033143489.1	XP_024013360.1
OG0000162	XP_009132915.1	XP_006410456.1
OG0000162	XP_009117516.1	XP_024015969.1
OG0000163	XP_033139285.1, XP_033146254.1, XP_009108251.2, XP_033131804.1, XP_033131809.1	XP_024010313.1
OG0000164	XP_033139112.1, XP_009123582.1, XP_033139417.1, XP_033139560.1, XP_033138953.1, XP_033138866.1, XP_033139496.1, XP_033139151.1, XP_033139320.1	XP_024009753.1, XP_024007232.1
OG0000164	XP_033145169.1	XP_024015078.1, XP_024013971.1, XP_024006436.1
OG0000164	XP_033139082.1	XP_024004032.1
OG0000166	XP_009104681.1	XP_024013536.1, XP_024013414.1
OG0000166	XP_033131492.1	XP_024013630.1
OG0000167	XP_033147470.1, XP_009102653.1	XP_006406315.1, XP_006406314.2, XP_024014953.1
OG0000167	XP_009108226.2, XP_033142187.1, XP_009146095.2, XP_009146097.1	XP_024014930.1
OG0000167	XP_033131842.1	XP_024015423.1
OG0000170	XP_009143151.1	XP_024010834.1
OG0000170	XP_033146706.1	XP_024012911.1
OG0000170	XP_018514087.1	XP_024010761.1
OG0000170	XP_009142347.1	XP_024010825.1
OG0000170	XP_009102613.2	XP_006404367.2
OG0000171	XP_009119874.1	XP_006401722.1
OG0000171	XP_009121200.1	XP_006409398.1
OG0000171	XP_009123804.1, XP_009146989.1, XP_009135093.1	XP_006407751.1
OG0000171	XP_009109116.1, XP_009144093.1	XP_024005195.1
OG0000172	XP_033148633.1	XP_024016223.1
OG0000172	XP_009128617.1, XP_033146244.1	XP_024004923.1
OG0000173	XP_009109432.1	XP_006411787.1
OG0000173	XP_033143325.1, XP_033133045.1, XP_018509102.1, XP_009127593.1	XP_006411932.1
OG0000173	XP_033128749.1, XP_033129164.1	XP_006412595.2
OG0000174	XP_009107416.1	XP_024008042.1, XP_024013572.1, XP_024015842.1
OG0000174	XP_009139373.1, XP_009111365.1, XP_009123003.1	XP_024013619.1, XP_024011132.1, XP_024009468.1, XP_024006493.1, XP_024004480.1, XP_024014964.1, XP_024007918.1, XP_024011208.1, XP_024006536.1, XP_024009367.1
OG0000175	XP_033134622.1	XP_024015929.1
OG0000175	XP_033137829.1	XP_024012404.1
OG0000175	XP_009113207.1	XP_006417443.1
OG0000176	XP_033133290.1, XP_033133266.1, XP_009108377.1	XP_006414114.1, XP_024005467.1, XP_024005332.1, XP_006414117.2
OG0000176	XP_009104914.1, XP_009127868.1	XP_024011615.1
OG0000177	XP_009149600.1, XP_033132885.1, XP_009110191.2	XP_006416321.2
OG0000177	XP_009103302.2	XP_006416323.1
OG0000177	XP_009103301.1	XP_024008190.1
OG0000178	XP_033136390.1	XP_006396688.1
OG0000178	XP_009134310.1, XP_009134313.1	XP_006396683.2
OG0000178	XP_009114346.2, XP_009134304.1, XP_033142043.1, XP_033142131.1, XP_033136829.1, XP_009134308.2	XP_024009811.1
OG0000178	XP_033141427.1, XP_009144510.1	XP_024010194.1, XP_006396684.1
OG0000179	XP_009103149.1	XP_024015670.1
OG0000179	XP_009113276.1, XP_033137182.1	XP_024013955.1
OG0000179	XP_033143525.1	XP_006392266.1
OG0000182	XP_009122203.1	XP_006418087.2
OG0000183	XP_009105204.1	XP_006391396.1, XP_006405835.1
OG0000183	XP_009116373.2, XP_009139073.1	XP_006402949.1
OG0000183	XP_033144385.1	XP_006411378.1
OG0000183	XP_009103571.1	XP_006419159.1
OG0000183	XP_009140755.1	XP_006408585.1
OG0000184	XP_009136545.2, XP_009136566.1, XP_018508379.1, XP_009143886.1, XP_009143893.1	XP_006391352.1
OG0000185	XP_033131216.1, XP_018508547.1	XP_024008728.1
OG0000186	XP_009133030.1, XP_033142532.1	XP_024003658.1, XP_024003647.1, XP_006415031.1
OG0000187	XP_033145257.1, XP_009140423.1	XP_024014208.1, XP_024014238.1
OG0000187	XP_018509959.2, XP_009117373.1	XP_006393105.1
OG0000188	XP_033136263.1, XP_033135940.1	XP_006403294.1, XP_006413270.2
OG0000188	XP_033134665.1, XP_033135894.1, XP_009124984.2, XP_033137619.1, XP_033136539.1	XP_006408167.1
OG0000188	XP_033147068.1, XP_033147041.1	XP_006408168.2
OG0000189	XP_009112460.1, XP_009121076.1, XP_009124572.1, XP_009115809.1, XP_009138399.1, XP_009148517.1	XP_006412039.1
OG0000189	XP_009136330.1	XP_006409399.1
OG0000189	XP_009107160.1	XP_006412162.1
OG0000189	XP_009110241.1	XP_006416436.1
OG0000191	XP_009114469.1, XP_009135913.1	XP_006396068.2
OG0000191	XP_033133384.1, XP_033131339.1, XP_009110851.3, XP_033133909.1, XP_009123000.1, XP_033138772.1, XP_009114814.1, XP_018509101.1, XP_018509033.1, XP_033134390.1, XP_009138632.1, XP_009110955.2, XP_009138088.1, XP_009137132.1	XP_024004140.1
OG0000192	XP_033137383.1	XP_006399078.1
OG0000192	XP_033135368.1, XP_033143576.1, XP_033143410.1	XP_006391838.1
OG0000193	XP_009146074.3, XP_009133053.2, XP_009133174.1, XP_033146302.1	XP_006406824.1, XP_006406823.1, XP_006406760.1
OG0000193	XP_033134338.1, XP_033147866.1	XP_006410830.1, XP_006415272.2
OG0000193	XP_033147857.1	XP_024007938.1
OG0000194	XP_033147366.1, XP_033131815.1, XP_033139172.1, XP_009123785.2	XP_024004918.1, XP_024004013.1, XP_024016544.1, XP_024016562.1, XP_024014701.1, XP_024010275.1, XP_024014547.1, XP_024014437.1, XP_024016288.1, XP_024013567.1, XP_024013299.1, XP_024015894.1, XP_024004942.1, XP_024010359.1
OG0000196	XP_009140116.1	XP_006405313.2
OG0000197	XP_033133256.1	XP_006413958.1, XP_024005579.1, XP_006393616.1
OG0000197	XP_009108433.1	XP_024004741.1
OG0000197	XP_033133956.1	XP_024004740.1
OG0000197	XP_033138466.1	XP_006393695.2
OG0000198	XP_009101339.1	XP_006395887.1
OG0000198	XP_009148880.1, XP_009117861.2, XP_009137379.1, XP_009123066.1, XP_009109296.1	XP_006413529.1
OG0000199	XP_009127652.1	XP_006412791.2
OG0000199	XP_009108973.2, XP_009102300.2, XP_009108976.2	XP_006413298.1
OG0000200	XP_033133539.1	XP_006415606.2
OG0000200	XP_009111047.1, XP_009119146.1	XP_006418015.2
OG0000200	XP_009109613.1	XP_006415505.2
OG0000200	XP_009109611.1	XP_006415507.2
OG0000201	XP_033138765.1, XP_033147942.1, XP_033130023.1	XP_024009278.1
OG0000203	XP_033131129.1	XP_024012757.1
OG0000203	XP_033136042.1, XP_009116516.1, XP_033136014.1	XP_006405456.2
OG0000205	XP_033131805.1, XP_033131844.1, XP_033128516.1, XP_033138985.1	XP_024014711.1, XP_024015854.1, XP_024006545.1
OG0000209	XP_018509924.1, XP_033135419.1	XP_024015726.1, XP_024009374.1
OG0000209	XP_009151204.1, XP_009151202.1	XP_006417013.1, XP_006417028.2
OG0000210	XP_009143082.1	XP_024010855.1, XP_024004704.1
OG0000210	XP_009104263.2	XP_024012914.1
OG0000214	XP_033146217.1	XP_024006280.1
OG0000214	XP_033134336.1	XP_024006507.1
OG0000215	XP_009144753.2, XP_033143272.1, XP_018514409.1, XP_033139809.1, XP_033144986.1, XP_033139775.1, XP_033142243.1	XP_024006539.1
OG0000216	XP_009102525.1	XP_024016821.1
OG0000216	XP_033134160.1, XP_033141123.1, XP_033142084.1, XP_009135947.1	XP_024010225.1
OG0000217	XP_018512352.2, XP_018515310.1, XP_033133963.1, XP_033144439.1, XP_033146243.1, XP_009106964.1, XP_033136204.1, XP_033142373.1, XP_009113896.2, XP_033134849.1, XP_033131294.1, XP_018509984.2, XP_033144119.1, XP_018515056.1, XP_033131935.1, XP_009140906.1, XP_033134205.1, XP_033139703.1, XP_033134433.1, XP_033129515.1, XP_033142279.1, XP_009115925.1, XP_033137293.1, XP_033135361.1, XP_033135163.1, XP_009102346.2, XP_033128410.1, XP_033139015.1, XP_033146174.1, XP_033146175.1, XP_009130020.2, XP_009102237.1, XP_018513055.1, XP_033148524.1, XP_033140413.1, XP_033140427.1, XP_009138163.1, XP_033132396.1, XP_033137006.1, XP_033143297.1, XP_033137024.1, XP_033146296.1, XP_033140874.1, XP_009129025.3, XP_033131450.1	XP_024010473.1, XP_024007230.1, XP_024013212.1
OG0000219	XP_033144576.1, XP_009145945.1, XP_033129265.1, XP_033141548.1	XP_024009776.1, XP_006391273.1, XP_024005932.1, XP_024005928.1
OG0000222	XP_033139261.1, XP_033139130.1, XP_033139238.1	XP_024015830.1, XP_024014542.1
OG0000222	XP_033139545.1, XP_033139482.1, XP_033139394.1, XP_033138944.1	XP_024013106.1, XP_024011381.1, XP_024009610.1, XP_024009459.1
OG0000224	XP_033139208.1	XP_024014699.1, XP_024015850.1, XP_024014526.1, XP_024007291.1, XP_024015924.1, XP_024010387.1, XP_024006129.1, XP_024010577.1, XP_024016336.1, XP_024013388.1, XP_024013189.1, XP_024014537.1, XP_024009478.1, XP_024004996.1, XP_024010590.1, XP_024009283.1, XP_024014719.1, XP_024016316.1, XP_024006445.1, XP_024013195.1, XP_024010314.1, XP_024016378.1, XP_024009485.1, XP_024015895.1, XP_024013324.1, XP_024016560.1, XP_024004024.1, XP_024010358.1, XP_024013052.1, XP_024010151.1, XP_024004914.1, XP_024009450.1, XP_024004960.1, XP_024015925.1, XP_024016117.1, XP_024014017.1, XP_024009398.1, XP_024004881.1, XP_024013047.1, XP_024009905.1, XP_024014513.1, XP_024010370.1, XP_024009960.1, XP_024004959.1, XP_024013953.1, XP_024015888.1, XP_024014534.1, XP_024014233.1, XP_024006534.1, XP_024013065.1, XP_024013109.1, XP_024013041.1, XP_024013933.1, XP_024013075.1, XP_024010340.1, XP_024009357.1, XP_024014273.1, XP_024013378.1, XP_024004946.1, XP_024013096.1, XP_024014372.1, XP_024010648.1, XP_024015140.1, XP_024010910.1, XP_024006499.1, XP_024010272.1, XP_024007255.1, XP_024010537.1, XP_024010393.1, XP_024010242.1, XP_024016192.1, XP_024010461.1, XP_024015870.1, XP_024010344.1, XP_024015044.1, XP_024010539.1, XP_024016115.1, XP_024005037.1, XP_024014550.1, XP_024010295.1, XP_024013934.1, XP_024015127.1, XP_024005033.1, XP_024010378.1, XP_024016365.1, XP_024010127.1, XP_024013059.1, XP_024010484.1, XP_024009481.1, XP_024011385.1, XP_024007279.1, XP_024009414.1, XP_024009426.1, XP_024013172.1, XP_024010751.1, XP_024007313.1, XP_024013987.1, XP_024010306.1, XP_024016337.1, XP_024009494.1, XP_024013192.1, XP_024010801.1, XP_024007311.1, XP_024010677.1, XP_024016871.1, XP_024014788.1, XP_024015874.1, XP_024014632.1, XP_024013193.1, XP_024016339.1, XP_024010372.1, XP_024016267.1, XP_024016870.1, XP_024013100.1, XP_024013091.1, XP_024010265.1, XP_024013051.1, XP_024014286.1, XP_024009477.1, XP_024013077.1, XP_024010322.1, XP_024009268.1, XP_024009432.1, XP_024014394.1, XP_024013396.1, XP_024009295.1, XP_024009643.1
