Orthogroup	Brassica_oleracea	Erysimum_linariifolium
OG0000133	XP_013639545.1, XP_013632529.1, XP_013590718.1	El005G265050
OG0000133	XP_013594660.1, XP_013589370.1, XP_013591167.1, XP_013617109.1, XP_013589335.1, XP_013601241.1, XP_013608144.1, XP_013635354.1, XP_013627323.1, XP_013589606.1, XP_013631036.1, XP_013624677.1, XP_013633354.1	El003G179460
OG0000135	XP_013607521.1, XP_013601177.1, XP_013617672.1, XP_013583468.1, XP_013588936.1, XP_013639841.1, XP_013616949.1, XP_013594852.1, XP_013624041.1, XP_013622487.1, XP_013613664.1, XP_013607776.1, XP_013614674.1, XP_013601395.1, XP_013624697.1, XP_013635412.1, XP_013608297.1, XP_013617980.1, XP_013589603.1, XP_013589096.1, XP_013632860.1, XP_013617212.1, XP_013622608.1, XP_013616864.1, XP_013608253.1	El007G346110
OG0000135	XP_013589544.1	El007G327960
OG0000136	XP_013590467.1	El004G215950
OG0000136	XP_013589268.1	El003G186400, El003G186460
OG0000137	XP_013607431.1, XP_013637635.1, XP_013635053.1, XP_013591446.1, XP_013624397.1, XP_013624662.1, XP_013593825.1, XP_013583307.1, XP_013620971.1, XP_013617333.1, XP_013624379.1, XP_013594691.1, XP_013594525.1, XP_013596613.1, XP_013630987.1, XP_013624674.1, XP_013599415.1, XP_013619803.1, XP_013631416.1, XP_013594338.1, XP_013628588.1, XP_013599145.1, XP_013638220.1, XP_013608176.1, XP_013636294.1, XP_013587564.1	El002G124820, El003G184880
OG0000137	XP_013615026.1	El007G356470
OG0000137	XP_013633165.1	El003G191580
OG0000138	XP_013624215.1, XP_013613720.1	El004G229780
OG0000138	XP_013615083.1	El001G045810, El001G045830
OG0000140	XP_013626670.1	El007G332020
OG0000140	XP_013620395.1, XP_013620391.1, XP_013618644.1, XP_013620392.1, XP_013620394.1	El007G332560, El007G332570, El007G332540
OG0000140	XP_013609630.1	El007G332010, El007G332000
OG0000142	XP_013633570.1	El006G303740, El006G303770
OG0000142	XP_013622088.1	El006G303780
OG0000142	XP_013634388.1	El006G301970, El006G301960
OG0000144	XP_013635059.1	El007G362000
OG0000145	XP_013589136.1, XP_013609359.1	El001G032460
OG0000145	XP_013639289.1, XP_013601222.1	El007G355960
OG0000145	XP_013623886.1	El005G270970, El001G000710
OG0000145	XP_013632530.1, XP_013627239.1, XP_013590108.1, XP_013613646.1	El001G043740
OG0000145	XP_013590667.1, XP_013629113.1, XP_013628355.1, XP_013591422.1	El002G114960
OG0000146	XP_013627427.1, XP_013619494.1	El007G336800
OG0000146	XP_013619272.1, XP_013606365.1	El007G336790
OG0000146	XP_013608191.1	El007G336850
OG0000146	XP_013618766.1, XP_013610172.1, XP_013610274.1	El007G336810
OG0000146	XP_013626781.1	El007G336820
OG0000146	XP_013610394.1	El007G336890
OG0000146	XP_013617004.1	El007G336920
OG0000147	XP_013597841.1, XP_013611416.1	El005G277400
OG0000147	XP_013620594.1	El007G334350
OG0000147	XP_013588689.1	El004G233720
OG0000147	XP_013622891.1	El001G047010
OG0000147	XP_013623185.1	El005G271430
OG0000147	XP_013605622.1	El006G316840
OG0000150	XP_013619977.1, XP_013617470.1	El006G312860
OG0000150	XP_013617735.1	El001G011280
OG0000150	XP_013633270.1	El001G014390, El001G014400
OG0000150	XP_013608409.1, XP_013608411.1	El001G012490, El001G014420
OG0000151	XP_013613316.1	El007G339860
OG0000151	XP_013639325.1, XP_013600456.1	El003G156070
OG0000151	XP_013622635.1, XP_013617767.1, XP_013638468.1	El005G243780
OG0000151	XP_013625767.1, XP_013599341.1	El005G273960
OG0000151	XP_013621604.1, XP_013606619.1, XP_013622226.1	El007G336000
OG0000151	XP_013608966.1	El004G194600
OG0000152	XP_013619992.1, XP_013633090.1	El006G310290
OG0000152	XP_013594572.1, XP_013589287.1, XP_013594961.1, XP_013632593.1, XP_013616911.1, XP_013624658.1, XP_013591103.1, XP_013634271.1, XP_013589388.1, XP_013632999.1, XP_013633457.1, XP_013626333.1, XP_013583325.1, XP_013617114.1, XP_013628023.1	El003G177030
OG0000154	XP_013610944.1, XP_013632476.1	El006G314290, El006G314350
OG0000154	XP_013616125.1	El005G244620
OG0000154	XP_013610798.1, XP_013636193.1	El004G209500
OG0000155	XP_013583450.1	El001G002450, El001G002560, El001G002510, El001G002610
OG0000155	XP_013629080.1, XP_013591327.1, XP_013591329.1	El004G214530, El004G213730, El004G214590
OG0000155	XP_013598049.1	El003G164690
OG0000155	XP_013628486.1	El005G247790
OG0000155	XP_013589793.1, XP_013623534.1	El003G164700
OG0000156	XP_013634565.1	El001G032910
OG0000156	XP_013635993.1	El006G282820, El007G349010
OG0000156	XP_013635992.1	El002G121590, El006G282830
OG0000157	XP_013624158.1	El005G238850
OG0000157	XP_013615575.1	El003G192550, El003G192860
OG0000158	XP_013619699.1, XP_013619830.1	El001G047920, El001G050860
OG0000160	XP_013593469.1	El004G202080
OG0000162	XP_013636352.1	El001G032200
OG0000162	XP_013589389.1	El005G268830
OG0000162	XP_013616918.1	El007G330500
OG0000162	XP_013632427.1	El006G283560, El006G283550
OG0000164	XP_013596962.1	El003G154310, El003G154300
OG0000164	XP_013627922.1	El003G143320
OG0000165	XP_013608284.1, XP_013624937.1	El006G319440
OG0000166	XP_013624665.1	El003G188790, El003G188850
OG0000166	XP_013583472.1, XP_013624660.1	El004G197940
OG0000167	XP_013597471.1	El003G166330
OG0000167	XP_013591070.1	El003G166350
OG0000167	XP_013614095.1	El003G186120
OG0000168	XP_013624671.1	El006G282840
OG0000168	XP_013607894.1, XP_013624308.1, XP_013617846.1, XP_013632539.1, XP_013607484.1, XP_013601145.1, XP_013589202.1, XP_013589311.1, XP_013594653.1, XP_013594768.1, XP_013615239.1, XP_013633133.1, XP_013601581.1, XP_013589218.1, XP_013601807.1, XP_013633631.1, XP_013595094.1, XP_013617757.1, XP_013617247.1, XP_013630775.1, XP_013608552.1, XP_013589602.1	El007G366060, El007G366100
OG0000169	XP_013617262.1	El004G226750
OG0000169	XP_013590790.1	El004G220680, El004G226730, El004G226720
OG0000169	XP_013629197.1	El006G309570
OG0000171	XP_013591469.1, XP_013598255.1, XP_013615623.1, XP_013638007.1	El004G222060, El002G108810
OG0000171	XP_013606531.1	El001G066810
OG0000174	XP_013632966.1, XP_013639350.1, XP_013628317.1, XP_013613857.1, XP_013633174.1, XP_013614970.1, XP_013615628.1, XP_013594966.1, XP_013632040.1, XP_013639489.1, XP_013624703.1, XP_013632910.1, XP_013608335.1, XP_013632486.1, XP_013624014.1, XP_013633240.1, XP_013614762.1, XP_013633176.1, XP_013617509.1, XP_013628376.1, XP_013615485.1, XP_013617782.1, XP_013613471.1, XP_013617851.1	El005G261670, El003G181040, El001G047190, El008G371470, El007G350780, El003G181660
OG0000175	XP_013598034.1, XP_013584411.1	El005G275350
OG0000175	XP_013611367.1	El003G147420
OG0000175	XP_013629002.1	El003G146230
OG0000177	XP_013639525.1, XP_013632887.1, XP_013639529.1	El006G311500
OG0000177	XP_013601284.1, XP_013628601.1, XP_013589192.1, XP_013634745.1, XP_013617084.1, XP_013624425.1, XP_013607683.1, XP_013639530.1, XP_013639676.1, XP_013617742.1, XP_013624910.1, XP_013595004.1, XP_013608294.1, XP_013633455.1, XP_013608352.1, XP_013639513.1, XP_013583342.1, XP_013601720.1, XP_013632863.1, XP_013617204.1, XP_013639535.1, XP_013613560.1, XP_013589120.1	El004G208380, El005G239340, El002G123320, El001G053740, El007G348130
OG0000180	XP_013595074.1, XP_013595679.1, XP_013593308.1, XP_013617969.1, XP_013609088.1, XP_013624438.1, XP_013628142.1, XP_013617153.1, XP_013616556.1, XP_013616555.1, XP_013599129.1	El006G317860
OG0000181	XP_013594515.1, XP_013639425.1, XP_013616731.1, XP_013601383.1	El001G037070, El007G362960, El001G081130, El003G164550, El006G294400
OG0000183	XP_013617110.1, XP_013639440.1	El002G109940, El003G170170
OG0000185	XP_013632542.1, XP_013617175.1, XP_013625901.1, XP_013607651.1, XP_013632418.1, XP_013601664.1, XP_013633197.1	El001G037380, El004G194470
OG0000185	XP_013633408.1	El001G004130
OG0000187	XP_013598969.1, XP_013623119.1	El003G151220
OG0000187	XP_013624170.1, XP_013583413.1, XP_013584438.1	El005G246530
OG0000188	XP_013632911.1	El003G153830
OG0000189	XP_013585255.1, XP_013639180.1	El005G268020, El005G267970
OG0000189	XP_013608204.1, XP_013612750.1	El003G144190, El001G061400, El001G061930
OG0000190	XP_013606260.1	El001G005540
OG0000190	XP_013626923.1	El001G005520
OG0000190	XP_013624075.1	El001G005530
OG0000190	XP_013618562.1	El001G005510
OG0000190	XP_013610612.1, XP_013610263.1	El005G265350
OG0000191	XP_013623581.1, XP_013627454.1, XP_013638341.1	El005G254650
OG0000192	XP_013638957.1	El002G105680
OG0000192	XP_013587048.1, XP_013638009.1	El002G105560, El002G105590, El002G105640
OG0000192	XP_013594710.1	El002G105660
OG0000192	XP_013593246.1	El002G105570
OG0000192	XP_013596163.1	El002G107880, El002G105580
OG0000193	XP_013594699.1, XP_013585251.1, XP_013623345.1, XP_013596046.1	El006G309730
OG0000193	XP_013624265.1	El005G259130
OG0000195	XP_013631799.1	El006G308260
OG0000195	XP_013637527.1	El006G288320, El001G028150
OG0000196	XP_013595737.1	El002G115040
OG0000196	XP_013625101.1	El002G116380
OG0000196	XP_013596117.1, XP_013627439.1	El002G115030
OG0000197	XP_013614338.1	El005G275730, El005G275770, El005G276170
OG0000200	XP_013585184.1	El002G119250
OG0000200	XP_013607726.1, XP_013624376.1	El004G214290
OG0000200	XP_013639107.1	El004G202190
OG0000201	XP_013635093.1, XP_013614748.1, XP_013589077.1, XP_013614749.1, XP_013614750.1, XP_013635188.1, XP_013635027.1, XP_013635212.1, XP_013635145.1	El005G260710
OG0000202	XP_013635749.1, XP_013585366.1, XP_013591042.1	El001G009350
OG0000202	XP_013628108.1	El005G254420
OG0000202	XP_013589655.1	El005G261620, El005G261760
OG0000202	XP_013639719.1	El005G261630
OG0000203	XP_013594335.1, XP_013635235.1	El005G239330, El005G239300
OG0000203	XP_013584998.1, XP_013615621.1, XP_013639409.1, XP_013592108.1, XP_013610533.1	El005G239360, El005G239320, El005G239280, El007G349670
OG0000203	XP_013610704.1	El005G238860
OG0000204	XP_013638927.1, XP_013592450.1, XP_013595113.1, XP_013592994.1, XP_013624166.1, XP_013628123.1, XP_013627513.1	El005G243840, El005G241010, El001G005350
OG0000204	XP_013627485.1	El005G261570
OG0000205	XP_013588901.1, XP_013601108.1	El005G273080, El005G273070, El006G312030, El003G178380, El003G178560, El003G178400, El003G178460
OG0000205	XP_013624313.1	El002G129530, El002G129560, El002G129650, El002G129890, El002G129930, El002G129520, El002G129550, El002G129510
OG0000206	XP_013601348.1, XP_013632827.1, XP_013615493.1, XP_013632466.1	El001G018920
OG0000207	XP_013602994.1	El002G100990
OG0000208	XP_013596438.1	El002G130530, El002G130520
OG0000208	XP_013598774.1	El006G317590, El003G150670
OG0000209	XP_013633180.1	El003G193190, El007G345850, El007G345610, El007G345740, El007G345570
OG0000210	XP_013622310.1	El006G297290, El006G297480, El006G298870, El006G298840
OG0000213	XP_013589963.1, XP_013591638.1, XP_013591683.1	El004G225470, El004G225480
OG0000213	XP_013587607.1	El005G245790
OG0000213	XP_013634984.1, XP_013637045.1	El006G319110
OG0000213	XP_013604409.1, XP_013630249.1	El006G319100
OG0000214	XP_013614654.1, XP_013623755.1, XP_013623785.1	El001G033600
OG0000214	XP_013610986.1	El001G009830, El001G007470, El006G314950, El003G174420
OG0000216	XP_013627856.1, XP_013603933.1	El003G163460, El003G163490
OG0000217	XP_013626388.1	El004G202120
OG0000218	XP_013601824.1	El002G099030, El002G099010
OG0000218	XP_013596521.1	El001G040840, El001G040850
OG0000218	XP_013616568.1	El001G036390
OG0000219	XP_013624366.1	El004G216370
OG0000219	XP_013627992.1	El007G327350
OG0000222	XP_013632905.1, XP_013617434.1, XP_013594837.1, XP_013624255.1, XP_013632465.1, XP_013617220.1, XP_013615546.1, XP_013588995.1, XP_013632415.1, XP_013617298.1, XP_013624436.1, XP_013617630.1, XP_013624221.1, XP_013601211.1, XP_013607619.1, XP_013626577.1, XP_013632667.1	El005G268220
OG0000224	XP_013616477.1, XP_013618016.1, XP_013593879.1, XP_013593877.1	El004G230590
OG0000224	XP_013610505.1	El005G267900
OG0000224	XP_013613905.1	El004G196560, El004G196620, El004G196600
OG0000225	XP_013638073.1	El002G115560
OG0000225	XP_013587120.1	El002G115460, El002G115540, El002G115490, El002G115450
OG0000226	XP_013619324.1, XP_013617945.1, XP_013620145.1	El001G017980, El001G017970, El007G334490, El007G334480
OG0000226	XP_013628011.1, XP_013595927.1	El002G110920
OG0000226	XP_013635085.1	El005G258620, El005G258970, El005G258600
OG0000228	XP_013603021.1	El001G048740, El001G048760
OG0000228	XP_013620218.1	El004G222500
OG0000229	XP_013628081.1, XP_013601305.1	El003G153420
OG0000230	XP_013619391.1, XP_013590720.1, XP_013591589.1	El004G228550, El004G228570, El004G228580, El004G228600, El004G228560
OG0000231	XP_013629410.1, XP_013589249.1, XP_013614382.1, XP_013613717.1	El003G188200
OG0000232	XP_013623209.1	El002G128560, El005G261940, El005G261950, El005G261880, El005G261890
OG0000234	XP_013634717.1	El001G013810
OG0000234	XP_013634847.1, XP_013604669.1, XP_013588671.1	El001G026000
OG0000234	XP_013635814.1	El001G025990
OG0000234	XP_013635718.1	El001G025980
OG0000234	XP_013636124.1	El006G290620
OG0000234	XP_013611475.1	El001G068080
OG0000237	XP_013594372.1, XP_013613872.1, XP_013588940.1	El005G266480, El003G180350
OG0000238	XP_013639287.1, XP_013601276.1, XP_013601146.1, XP_013633108.1, XP_013608458.1	El006G319450
OG0000239	XP_013635361.1	El006G298680
OG0000239	XP_013635810.1	El006G314580, El006G314600
OG0000242	XP_013584929.1, XP_013600895.1, XP_013603142.1	El002G097950
OG0000242	XP_013602247.1, XP_013638672.1	El002G097960
OG0000242	XP_013603225.1, XP_013601473.1, XP_013603505.1	El002G097970
OG0000242	XP_013584474.1	El002G097940
OG0000243	XP_013639651.1, XP_013617676.1, XP_013594647.1	El002G131050, El001G012090
OG0000244	XP_013593118.1, XP_013611429.1	El003G163990
OG0000244	XP_013607002.1	El001G005180
OG0000244	XP_013626139.1	El001G005170, El001G005160
OG0000246	XP_013583262.1, XP_013615154.1, XP_013639771.1	El007G366210
OG0000247	XP_013626959.1	El002G130240
OG0000248	XP_013620094.1	El004G205450
OG0000248	XP_013601679.1	El001G027800
OG0000249	XP_013636148.1, XP_013636145.1, XP_013623426.1	El001G010190, El001G010200
OG0000249	XP_013602866.1	El001G023760
OG0000250	XP_013589630.1, XP_013589631.1	El004G221440, El004G221420, El004G221410, El004G221430
OG0000250	XP_013617187.1	El004G221620, El004G221570
OG0000250	XP_013589629.1	El003G189050
OG0000252	XP_013590850.1	El002G140500
OG0000253	XP_013617604.1, XP_013614060.1, XP_013632510.1, XP_013594470.1, XP_013624384.1, XP_013614083.1, XP_013589075.1, XP_013614058.1, XP_013624307.1, XP_013639165.1, XP_013624571.1, XP_013607914.1, XP_013613702.1, XP_013639414.1, XP_013624710.1, XP_013630991.1, XP_013639197.1, XP_013639389.1, XP_013617507.1, XP_013624819.1, XP_013615471.1, XP_013601593.1, XP_013607656.1, XP_013615252.1, XP_013583299.1	El005G262180
OG0000254	XP_013613953.1	El004G205790, El004G205810, El004G205800, El004G205770
OG0000254	XP_013632446.1	El002G133750, El002G133740, El002G133770, El002G133780, El006G290360, El006G289630, El001G046370, El004G220180, El001G033560, El004G219930, El006G289430
OG0000256	XP_013627237.1, XP_013626278.1	El006G289100
OG0000256	XP_013632374.1	El006G315200, El006G315100, El006G315180, El006G315190, El006G315090, El006G315110, El006G315230
OG0000257	XP_013624155.1	El004G209770
OG0000257	XP_013607544.1	El003G177270, El004G233260, El003G184780
OG0000257	XP_013607543.1	El003G190500, El006G318270, El001G009800
OG0000258	XP_013612265.1	El001G040590, El001G040540
OG0000258	XP_013614897.1	El001G040630, El001G040650
OG0000258	XP_013627194.1	El007G334450
OG0000258	XP_013599392.1	El001G040600, El004G213560
OG0000258	XP_013618605.1	El001G040670
OG0000258	XP_013614872.1	El001G040690, El001G040660
OG0000264	XP_013610658.1	El001G003610
OG0000264	XP_013607462.1	El001G003620
OG0000265	XP_013633451.1, XP_013594877.1, XP_013594874.1, XP_013639524.1, XP_013608291.1, XP_013608168.1, XP_013594763.1, XP_013589327.1, XP_013624961.1, XP_013639681.1, XP_013617496.1, XP_013617018.1	El001G028230, El005G251540, El003G190960, El006G310460, El002G124910, El003G178950
OG0000266	XP_013617645.1, XP_013617121.1	El001G005860, El002G136470, El004G205750
OG0000268	XP_013597635.1, XP_013607868.1	El001G037050
OG0000268	XP_013606281.1	El001G037020
OG0000268	XP_013609173.1	El001G081300
OG0000268	XP_013603280.1, XP_013637011.1	El001G024850
OG0000271	XP_013611497.1	El002G111590
OG0000271	XP_013628835.1	El006G308350
OG0000271	XP_013628057.1	El001G004610, El001G004620
OG0000272	XP_013601510.1	El004G207020
OG0000272	XP_013623488.1, XP_013594634.1	El004G207000
OG0000273	XP_013596331.1	El002G105290
OG0000274	XP_013625891.1	El007G331270
OG0000274	XP_013629589.1	El001G015380
OG0000274	XP_013634861.1, XP_013637340.1, XP_013637342.1	El006G303380, El006G303400
OG0000275	XP_013589790.1, XP_013591347.1	El005G260440, El001G046400, El005G260470, El005G260460, El005G260450
OG0000276	XP_013586113.1	El003G165590
OG0000276	XP_013622863.1	El006G301860, El005G266830
OG0000277	XP_013615250.1, XP_013588223.1	El003G172540, El003G172520
OG0000278	XP_013624759.1	El007G332310, El007G332260
OG0000278	XP_013616452.1, XP_013583839.1, XP_013597326.1	El006G297740
OG0000279	XP_013634550.1, XP_013617248.1, XP_013583357.1, XP_013624656.1, XP_013607753.1, XP_013624318.1	El006G309180
OG0000279	XP_013639768.1	El001G046110, El001G046100
OG0000281	XP_013588149.1	El002G134210, El002G134220
OG0000281	XP_013610490.1, XP_013609278.1, XP_013609201.1, XP_013616884.1	El001G048140
OG0000282	XP_013610081.1	El001G074230, El001G074220
OG0000282	XP_013610418.1	El001G074210
OG0000282	XP_013626870.1, XP_013627166.1, XP_013616049.1, XP_013619195.1	El001G074200, El001G074190
OG0000283	XP_013595257.1	El007G358960
OG0000283	XP_013609896.1, XP_013609877.1, XP_013607782.1, XP_013594787.1, XP_013595949.1, XP_013617606.1, XP_013619444.1	El007G358950, El007G358900, El007G358940
OG0000284	XP_013619903.1, XP_013597142.1	El001G051110
OG0000284	XP_013610078.1	El001G010020, El005G240890, El007G347650
OG0000285	XP_013632888.1	El005G252080
OG0000288	XP_013610372.1	El005G236820, El005G237970, El002G127980
OG0000290	XP_013583243.1, XP_013592561.1, XP_013624242.1	El005G255960
OG0000290	XP_013613614.1	El007G324830
OG0000294	XP_013613847.1, XP_013629139.1	El005G254320
OG0000294	XP_013630077.1	El006G293670
OG0000294	XP_013637320.1	El006G280820
OG0000294	XP_013629475.1, XP_013611648.1	El001G002070
OG0000296	XP_013588197.1	El002G114740, El002G114830
OG0000297	XP_013635683.1, XP_013635570.1	El006G304920
OG0000297	XP_013619937.1, XP_013619932.1, XP_013621272.1, XP_013610714.1	El007G330520
OG0000297	XP_013639809.1	El005G257220
OG0000298	XP_013633148.1, XP_013633156.1, XP_013633144.1, XP_013633154.1	El006G307630, El006G307840, El006G307810, El006G307740, El006G307730, El006G307940, El006G307780, El007G355570
OG0000298	XP_013624421.1	El005G279100, El005G276710
OG0000299	XP_013603401.1	El004G215990
OG0000300	XP_013630824.1	El005G270370, El005G270380
OG0000300	XP_013635937.1	El002G126770, El005G270360, El001G016940
OG0000300	XP_013615102.1	El005G270340, El005G270320, El006G312490
OG0000303	XP_013584767.1, XP_013610588.1, XP_013630833.1, XP_013600495.1, XP_013609342.1	El002G128090
OG0000308	XP_013601504.1, XP_013601503.1	El002G101740
OG0000308	XP_013589504.1	El006G308510, El006G308560
OG0000308	XP_013600888.1	El002G101720
OG0000310	XP_013610573.1, XP_013616636.1, XP_013612483.1	El002G106070
