Orthogroup	Brassica_oleracea	Cardamine_glauca
OG0000180	XP_013595074.1, XP_013595679.1, XP_013593308.1, XP_013617969.1, XP_013609088.1, XP_013624438.1, XP_013628142.1, XP_013617153.1, XP_013616556.1, XP_013616555.1, XP_013599129.1	Cg007G279310
OG0000180	XP_013626856.1, XP_013629093.1	Cg007G269630
OG0000184	XP_013632768.1	Cg008G312020
OG0000184	XP_013589203.1, XP_013615555.1, XP_013607625.1, XP_013616898.1, XP_013607725.1, XP_013624805.1, XP_013639742.1, XP_013632191.1, XP_013607908.1, XP_013601719.1, XP_013632975.1, XP_013615595.1, XP_013594324.1, XP_013624323.1, XP_013624678.1, XP_013589313.1, XP_013617472.1, XP_013633123.1, XP_013601633.1, XP_013624833.1, XP_013594715.1, XP_013594528.1, XP_013616892.1	Cg006G215550
OG0000189	XP_013639134.1, XP_013594296.1, XP_013638871.1, XP_013597272.1, XP_013639133.1, XP_013600811.1, XP_013617123.1	Cg001G007520
OG0000190	XP_013606260.1	Cg003G080590, Cg003G080580
OG0000190	XP_013626923.1	Cg006G210720
OG0000190	XP_013624075.1	Cg006G210710
OG0000190	XP_013610612.1, XP_013610263.1	Cg003G087120, Cg003G087200
OG0000191	XP_013623581.1, XP_013627454.1, XP_013638341.1	Cg004G134260
OG0000192	XP_013638957.1	Cg006G224780
OG0000192	XP_013593246.1	Cg006G224800
OG0000193	XP_013594699.1, XP_013585251.1, XP_013623345.1, XP_013596046.1	Cg004G140730
OG0000195	XP_013631799.1	Cg005G182280
OG0000195	XP_013637527.1	Cg002G049520, Cg005G164920
OG0000196	XP_013639491.1, XP_013626397.1	Cg006G202640
OG0000196	XP_013603075.1, XP_013584831.1, XP_013587514.1	Cg006G240790
OG0000196	XP_013639466.1	Cg006G217600
OG0000196	XP_013625101.1	Cg006G202630
OG0000196	XP_013587517.1, XP_013639109.1, XP_013600986.1, XP_013603884.1	Cg006G240780
OG0000197	XP_013616925.1, XP_013624146.1, XP_013589013.1, XP_013614338.1	Cg001G041590
OG0000200	XP_013607726.1, XP_013624376.1	Cg006G240250
OG0000202	XP_013628108.1	Cg004G134030
OG0000203	XP_013584998.1, XP_013615621.1, XP_013639409.1, XP_013592108.1, XP_013610533.1	Cg004G120290
OG0000203	XP_013610704.1	Cg004G126450, Cg004G126500, Cg004G126510, Cg002G062080
OG0000204	XP_013638927.1, XP_013592450.1, XP_013595113.1, XP_013592994.1, XP_013624166.1, XP_013628123.1, XP_013627513.1	Cg004G142490, Cg004G140470
OG0000205	XP_013588901.1, XP_013601108.1	Cg003G098990, Cg003G098960, Cg003G098910
OG0000209	XP_013633180.1	Cg001G042590
OG0000210	XP_013632580.1	Cg005G173520
OG0000213	XP_013604409.1, XP_013630249.1	Cg005G191730
OG0000214	XP_013610986.1	Cg003G078170
OG0000218	XP_013601824.1	Cg006G230900, Cg006G230890
OG0000218	XP_013596521.1	Cg002G072370
OG0000218	XP_013609824.1, XP_013593772.1, XP_013616568.1	Cg002G075340
OG0000219	XP_013624366.1	Cg007G266520, Cg007G266510
OG0000219	XP_013597310.1	Cg001G014450
OG0000219	XP_013633313.1	Cg005G177180
OG0000219	XP_013627992.1	Cg003G095240, Cg003G111060
OG0000220	XP_013632549.1, XP_013637228.1	Cg005G192620
OG0000221	XP_013617136.1, XP_013638242.1, XP_013638238.1	Cg005G182530
OG0000224	XP_013616477.1, XP_013618016.1, XP_013593879.1, XP_013593877.1	Cg007G278160
OG0000224	XP_013610505.1	Cg001G008870, Cg001G017640
OG0000224	XP_013613905.1	Cg007G247160
OG0000226	XP_013619324.1, XP_013617945.1, XP_013620145.1	Cg003G113210
OG0000226	XP_013597874.1, XP_013597872.1	Cg004G128760
OG0000228	XP_013603021.1	Cg008G307350
OG0000228	XP_013620218.1	Cg007G271290
OG0000229	XP_013628081.1, XP_013601305.1	Cg003G078340, Cg014G331290, Cg008G315850, Cg014G331310, Cg014G331300, Cg003G078330
OG0000230	XP_013619391.1, XP_013590720.1, XP_013591589.1	Cg007G276400, Cg007G276410
OG0000231	XP_013618673.1, XP_013589939.1	Cg007G260410
OG0000232	XP_013622779.1	Cg004G149470, Cg004G149480, Cg004G150500, Cg004G149520
OG0000233	XP_013617515.1	Cg005G186600
OG0000233	XP_013639250.1, XP_013614648.1	Cg006G211480
OG0000234	XP_013634717.1	Cg002G062460
OG0000234	XP_013634847.1, XP_013604669.1, XP_013588671.1	Cg002G051400
OG0000234	XP_013635814.1	Cg002G051410
OG0000234	XP_013635718.1	Cg002G051420
OG0000234	XP_013636124.1	Cg005G166930
OG0000234	XP_013611475.1	Cg008G293710
OG0000235	XP_013583418.1	Cg006G213560
OG0000236	XP_013592345.1	Cg001G028350, Cg004G141830, Cg004G144380, Cg004G139210
OG0000239	XP_013635361.1	Cg005G173350
OG0000239	XP_013635810.1	Cg013G330340, Cg036G336860
OG0000240	XP_013600996.1	Cg005G180190, Cg002G062910
OG0000240	XP_013603547.1	Cg001G033750
OG0000240	XP_013639519.1	Cg003G085370, Cg001G030000
OG0000241	XP_013638524.1, XP_013613787.1, XP_013639292.1, XP_013639198.1, XP_013583329.1, XP_013624231.1, XP_013633860.1, XP_013627726.1, XP_013638250.1, XP_013638919.1, XP_013628143.1, XP_013608369.1, XP_013613788.1, XP_013607716.1, XP_013613848.1, XP_013632600.1, XP_013597271.1, XP_013589155.1, XP_013615770.1, XP_013622826.1, XP_013617411.1, XP_013617352.1, XP_013633187.1, XP_013632409.1, XP_013614811.1, XP_013621088.1, XP_013622825.1, XP_013632883.1, XP_013631145.1, XP_013594330.1, XP_013609715.1, XP_013603119.1	Cg004G145120
OG0000242	XP_013584929.1, XP_013600895.1, XP_013603142.1	Cg006G231900
OG0000242	XP_013603225.1, XP_013601473.1, XP_013603505.1	Cg006G231890
OG0000242	XP_013584474.1	Cg006G231910
OG0000244	XP_013593118.1, XP_013611429.1	Cg001G019150
OG0000244	XP_013607002.1	Cg003G093660, Cg003G080320
OG0000248	XP_013617487.1	Cg003G081360
OG0000248	XP_013624066.1, XP_013624067.1	Cg003G081340
OG0000248	XP_013620094.1	Cg007G252860
OG0000248	XP_013627765.1	Cg001G034710
OG0000249	XP_013636148.1, XP_013636145.1, XP_013623426.1	Cg005G169790
OG0000250	XP_013589630.1, XP_013589631.1	Cg007G270460
OG0000250	XP_013617187.1	Cg007G270580
OG0000252	XP_013590850.1	Cg007G252790, Cg007G252760
OG0000252	XP_013601559.1	Cg008G283740, Cg004G136500
OG0000254	XP_013613953.1	Cg004G134710
OG0000254	XP_013632446.1	Cg005G190180
OG0000256	XP_013627237.1, XP_013626278.1	Cg005G165640
OG0000257	XP_013624155.1	Cg007G247040, Cg007G247060
OG0000257	XP_013607544.1	Cg001G035030
OG0000257	XP_013607543.1	Cg004G126080, Cg001G001780
OG0000258	XP_013612265.1	Cg002G072350
OG0000258	XP_013614897.1	Cg002G072340
OG0000258	XP_013627194.1	Cg003G104860
OG0000258	XP_013618605.1	Cg002G072320
OG0000264	XP_013607462.1	Cg003G079060, Cg003G094880
OG0000265	XP_013632826.1	Cg005G179750, Cg005G186970
OG0000265	XP_013633451.1, XP_013594877.1, XP_013594874.1, XP_013639524.1, XP_013608291.1, XP_013608168.1, XP_013594763.1, XP_013589327.1, XP_013624961.1, XP_013639681.1, XP_013617496.1, XP_013617018.1	Cg002G064680, Cg003G102580, Cg001G029400, Cg001G041950, Cg006G213200, Cg008G309270, Cg007G252820, Cg001G002880, Cg006G204120, Cg005G180900, Cg004G141100, Cg003G086590, Cg002G049430
OG0000266	XP_013602542.1, XP_013601717.1	Cg003G098940, Cg003G099000
OG0000267	XP_013603467.1, XP_013601653.1, XP_013635451.1, XP_013633209.1	Cg005G193150
OG0000268	XP_013597635.1, XP_013607868.1	Cg002G074810
OG0000268	XP_013609173.1	Cg008G282710
OG0000268	XP_013603280.1, XP_013637011.1	Cg002G052420
OG0000269	XP_013624620.1	Cg007G256050, Cg004G151220
OG0000269	XP_013615150.1, XP_013589198.1	Cg006G211850
OG0000271	XP_013628057.1	Cg003G079870
OG0000273	XP_013609445.1, XP_013610407.1	Cg006G201130, Cg006G201120, Cg006G201160
OG0000273	XP_013590838.1	Cg006G201170
OG0000274	XP_013625891.1	Cg003G107390
OG0000274	XP_013629589.1	Cg002G061020
OG0000274	XP_013634861.1, XP_013637340.1, XP_013637342.1	Cg005G177430
OG0000275	XP_013589790.1, XP_013591347.1	Cg004G138960, Cg004G139000, Cg004G138970, Cg004G138980, Cg004G138950, Cg004G138940
OG0000277	XP_013615250.1, XP_013588223.1	Cg001G025760, Cg001G025750
OG0000278	XP_013624759.1	Cg003G105620
OG0000281	XP_013588149.1	Cg006G199670
OG0000282	XP_013610081.1	Cg008G288360
OG0000282	XP_013610418.1	Cg008G288380
OG0000282	XP_013626870.1, XP_013627166.1, XP_013616049.1, XP_013619195.1	Cg008G288420, Cg008G288390, Cg008G288410, Cg008G288400
OG0000283	XP_013595257.1	Cg008G319010
OG0000283	XP_013609896.1, XP_013609877.1, XP_013607782.1, XP_013594787.1, XP_013595949.1, XP_013617606.1, XP_013619444.1	Cg008G318960, Cg008G318990, Cg008G318970
OG0000284	XP_013619903.1, XP_013597142.1	Cg008G323450, Cg008G323400, Cg008G323440, Cg005G189010, Cg008G323430, Cg008G323380
OG0000287	XP_013591874.1	Cg004G137910
OG0000290	XP_013583243.1, XP_013592561.1, XP_013624242.1	Cg004G135310
OG0000294	XP_013613847.1, XP_013629139.1	Cg004G133910
OG0000294	XP_013630077.1	Cg005G169690
OG0000294	XP_013637320.1	Cg005G158570
OG0000294	XP_013629475.1, XP_013611648.1	Cg003G077590, Cg014G332020
OG0000297	XP_013635683.1, XP_013635570.1	Cg005G178560, Cg005G178570, Cg005G178540
OG0000297	XP_013619937.1, XP_013619932.1, XP_013621272.1, XP_013610714.1	Cg003G108160
OG0000297	XP_013639809.1, XP_013632661.1	Cg004G136450
OG0000299	XP_013603401.1	Cg007G279160
OG0000300	XP_013630824.1	Cg004G145480, Cg004G145490
OG0000300	XP_013615102.1	Cg004G145430, Cg004G144800
OG0000308	XP_013592591.1	Cg007G273340
OG0000308	XP_013587884.1	Cg007G273310
OG0000310	XP_013610573.1, XP_013616636.1, XP_013612483.1	Cg002G058430
OG0000311	XP_013606449.1, XP_013614286.1	Cg008G296830
OG0000311	XP_013590383.1	Cg006G201410
OG0000311	XP_013636878.1, XP_013587377.1, XP_013622724.1	Cg004G134370
OG0000311	XP_013637496.1	Cg001G036380
OG0000311	XP_013621636.1	Cg007G265360
OG0000313	XP_013590994.1	Cg006G201020
OG0000314	XP_013638562.1, XP_013605539.1, XP_013603309.1	Cg006G241650
OG0000314	XP_013634837.1, XP_013627258.1, XP_013634788.1	Cg005G174030, Cg006G241640
OG0000319	XP_013604074.1, XP_013586115.1, XP_013636551.1, XP_013628786.1, XP_013620255.1, XP_013620256.1, XP_013611417.1	Cg003G086150, Cg003G108110, Cg006G238150
OG0000322	XP_013591147.1	Cg007G279100
OG0000322	XP_013596992.1	Cg006G228800
OG0000322	XP_013633430.1, XP_013627590.1, XP_013591032.1, XP_013627611.1, XP_013627424.1	Cg005G165820
OG0000323	XP_013614781.1, XP_013619112.1	Cg003G101320
OG0000323	XP_013596321.1, XP_013602977.1	Cg001G013020
OG0000327	XP_013601648.1, XP_013587907.1, XP_013636627.1, XP_013633031.1, XP_013635126.1	Cg002G052000
OG0000329	XP_013592257.1	Cg004G137660
OG0000332	XP_013628524.1	Cg008G300270
OG0000332	XP_013591750.1, XP_013628373.1	Cg006G199650, Cg004G136440
OG0000334	XP_013599508.1	Cg002G052730
OG0000334	XP_013630416.1, XP_013636573.1	Cg005G168750
OG0000335	XP_013628407.1, XP_013624173.1	Cg004G142530, Cg004G127070
OG0000335	XP_013613563.1	Cg006G218670
OG0000336	XP_013588245.1	Cg007G273380, Cg007G273390
OG0000336	XP_013585022.1	Cg006G228370
OG0000336	XP_013618931.1, XP_013590664.1, XP_013590374.1, XP_013589502.1, XP_013590614.1, XP_013588250.1	Cg007G273370
OG0000338	XP_013608922.1	Cg006G236460, Cg007G252750, Cg006G236370, Cg007G253150
OG0000340	XP_013634954.1, XP_013634959.1	Cg005G162340
OG0000340	XP_013627764.1	Cg005G162320
OG0000341	XP_013608223.1, XP_013614288.1, XP_013629652.1, XP_013624610.1	Cg002G068310
OG0000342	XP_013595078.1	Cg001G042370
OG0000342	XP_013632231.1	Cg001G042630
OG0000344	XP_013602611.1, XP_013603475.1, XP_013612895.1, XP_013620174.1, XP_013603159.1	Cg008G305710, Cg008G305700
OG0000344	XP_013627388.1	Cg001G025010
OG0000345	XP_013614430.1, XP_013603951.1, XP_013603925.1, XP_013639514.1, XP_013585362.1	Cg006G233270
OG0000345	XP_013604090.1, XP_013603949.1	Cg006G233290
OG0000348	XP_013627872.1	Cg004G146340, Cg007G271550
OG0000348	XP_013608158.1	Cg011G329030
OG0000349	XP_013627316.1	Cg001G004450
OG0000351	XP_013627720.1	Cg004G130650
OG0000351	XP_013617000.1	Cg006G211780
OG0000351	XP_013637868.1	Cg008G290210
OG0000353	XP_013583387.1	Cg001G022220, Cg002G056550, Cg008G295330
OG0000355	XP_013626040.1, XP_013587285.1	Cg007G280400
OG0000355	XP_013585442.1	Cg005G187890
OG0000356	XP_013615815.1, XP_013591122.1, XP_013592109.1, XP_013591162.1, XP_013605329.1, XP_013589556.1, XP_013588208.1	Cg008G306390, Cg008G306550
OG0000358	XP_013600499.1, XP_013587167.1, XP_013602022.1	Cg008G289900, Cg006G242200
OG0000358	XP_013625024.1, XP_013619486.1	Cg008G319440, Cg008G289890
OG0000358	XP_013619714.1	Cg008G289880
OG0000359	XP_013635658.1	Cg005G172170
OG0000360	XP_013611365.1, XP_013607432.1	Cg003G114870
OG0000361	XP_013623278.1	Cg004G127210
OG0000361	XP_013626484.1	Cg008G285160
OG0000361	XP_013611711.1	Cg004G141500
OG0000362	XP_013602632.1	Cg006G241490
OG0000363	XP_013587610.1, XP_013601432.1	Cg006G201850
OG0000363	XP_013620220.1, XP_013614699.1, XP_013624110.1	Cg006G201860
OG0000364	XP_013608128.1, XP_013594430.1, XP_013594694.1, XP_013615274.1, XP_013589168.1, XP_013594403.1, XP_013624570.1	Cg004G140890, Cg002G068570, Cg004G150900, Cg004G149760
OG0000368	XP_013590187.1, XP_013599452.1	Cg001G002850
OG0000368	XP_013593941.1	Cg001G002860
OG0000368	XP_013605587.1	Cg001G002840
OG0000368	XP_013598869.1	Cg001G002830
OG0000369	XP_013623048.1, XP_013603088.1, XP_013608778.1, XP_013638648.1	Cg006G238280, Cg003G107530
OG0000370	XP_013602876.1	Cg006G228950
OG0000370	XP_013593167.1, XP_013593168.1, XP_013599700.1, XP_013599691.1, XP_013599541.1	Cg001G033700, Cg001G033710, Cg001G015500
OG0000371	XP_013634586.1, XP_013635073.1, XP_013583454.1, XP_013639040.1	Cg006G220780, Cg005G158480
OG0000372	XP_013621452.1, XP_013589349.1, XP_013592507.1, XP_013623354.1, XP_013588759.1, XP_013596148.1	Cg001G013540, Cg001G013550, Cg001G013560
OG0000377	XP_013620825.1, XP_013609787.1, XP_013604727.1	Cg007G249710
OG0000377	XP_013610000.1	Cg007G249740
OG0000379	XP_013624625.1, XP_013588979.1, XP_013594405.1, XP_013639392.1, XP_013627267.1, XP_013624198.1, XP_013594944.1, XP_013627948.1, XP_013631393.1	Cg007G257560, Cg002G060420, Cg003G107790, Cg001G025230, Cg005G186070, Cg008G310010
OG0000380	XP_013611661.1	Cg001G040980
OG0000382	XP_013606142.1, XP_013622500.1	Cg006G243790
OG0000382	XP_013635241.1, XP_013613576.1	Cg007G254420
OG0000382	XP_013605289.1, XP_013587547.1	Cg006G236900
OG0000383	XP_013598010.1, XP_013638650.1	Cg006G218010, Cg006G217980
OG0000384	XP_013584295.1, XP_013585267.1	Cg004G131950
OG0000386	XP_013590573.1	Cg002G053290
OG0000386	XP_013603249.1	Cg002G063780
OG0000386	XP_013613384.1, XP_013598778.1	Cg002G072490
OG0000386	XP_013596386.1	Cg002G072500
OG0000386	XP_013600603.1	Cg002G053280
OG0000387	XP_013631964.1, XP_013631846.1, XP_013598248.1	Cg005G162800
OG0000387	XP_013633460.1	Cg005G162480
OG0000388	XP_013607717.1	Cg004G144360
OG0000391	XP_013598821.1	Cg006G223560, Cg006G223590
OG0000391	XP_013638777.1	Cg006G223580
OG0000392	XP_013596476.1	Cg002G056620, Cg002G056600
OG0000392	XP_013634595.1	Cg001G037860, Cg001G037810
OG0000393	XP_013630161.1, XP_013630378.1	Cg004G134070
OG0000393	XP_013624227.1	Cg003G086190, Cg003G086120
OG0000396	XP_013598575.1, XP_013616436.1	Cg001G030810, Cg002G069030
OG0000398	XP_013583404.1	Cg004G129520
OG0000398	XP_013591843.1	Cg004G129510
OG0000398	XP_013591005.1	Cg008G309090
OG0000398	XP_013630779.1, XP_013630777.1, XP_013589867.1	Cg006G195010
OG0000400	XP_013620031.1	Cg004G145190
OG0000403	XP_013630765.1, XP_013624280.1	Cg007G250680
OG0000403	XP_013610671.1, XP_013608221.1, XP_013594418.1	Cg007G250640
OG0000404	XP_013634066.1, XP_013610233.1, XP_013625723.1, XP_013583772.1, XP_013634092.1, XP_013625255.1, XP_013637254.1, XP_013600607.1	Cg002G054180, Cg008G286930, Cg004G127240, Cg005G170410
OG0000405	XP_013617076.1	Cg007G259010
OG0000406	XP_013612018.1, XP_013626890.1	Cg008G297220
OG0000406	XP_013637989.1	Cg004G118250
OG0000407	XP_013607677.1	Cg007G246870
OG0000407	XP_013610492.1, XP_013610778.1	Cg008G295960
OG0000408	XP_013604125.1, XP_013624031.1, XP_013633252.1, XP_013632078.1, XP_013632081.1, XP_013622609.1, XP_013603506.1	Cg005G189700
OG0000411	XP_013633960.1	Cg007G248450
OG0000411	XP_013615009.1, XP_013609350.1	Cg003G093460, Cg003G080490
OG0000411	XP_013603143.1, XP_013598606.1	Cg001G019000
OG0000412	XP_013611781.1	Cg003G101880
OG0000412	XP_013613876.1	Cg006G198710
OG0000412	XP_013625239.1, XP_013583993.1, XP_013611607.1	Cg004G137580
OG0000413	XP_013583937.1, XP_013584262.1	Cg004G129370
OG0000413	XP_013597959.1, XP_013594456.1	Cg001G014360
OG0000413	XP_013619540.1	Cg003G104010
OG0000414	XP_013638892.1	Cg006G220700
OG0000415	XP_013601022.1, XP_013601116.1, XP_013601129.1, XP_013601130.1, XP_013588893.1, XP_013588889.1, XP_013615509.1	Cg008G292540
OG0000416	XP_013635506.1, XP_013632611.1, XP_013636047.1, XP_013635573.1, XP_013633325.1	Cg005G174990, Cg005G174850
OG0000416	XP_013639110.1	Cg006G240670
OG0000417	XP_013593030.1	Cg004G141850
OG0000419	XP_013626620.1, XP_013632623.1, XP_013632622.1, XP_013627556.1, XP_013636988.1, XP_013635446.1, XP_013634849.1	Cg008G310850, Cg008G309170
OG0000421	XP_013590550.1, XP_013590492.1	Cg001G039140, Cg001G039040
OG0000422	XP_013600718.1, XP_013600636.1	Cg001G020210, Cg006G236580
OG0000422	XP_013587274.1, XP_013587275.1, XP_013638076.1, XP_013638078.1	Cg006G236590
OG0000423	XP_013591298.1, XP_013614964.1	Cg007G273210
OG0000423	XP_013590584.1	Cg006G195220
OG0000423	XP_013586404.1, XP_013630126.1, XP_013610739.1	Cg004G129870
OG0000425	XP_013624980.1	Cg006G196760, Cg004G145250, Cg004G145230, Cg004G145240
OG0000425	XP_013634476.1, XP_013583397.1, XP_013583401.1, XP_013583399.1, XP_013583400.1, XP_013589321.1	Cg004G127770
OG0000427	XP_013635209.1	Cg004G121350
OG0000429	XP_013596454.1, XP_013619560.1	Cg008G305090
OG0000429	XP_013612830.1, XP_013625904.1	Cg008G291690
OG0000429	XP_013604836.1	Cg001G008100
OG0000429	XP_013636891.1, XP_013605581.1	Cg005G188170
OG0000430	XP_013611453.1	Cg004G152450
OG0000430	XP_013635655.1	Cg001G005380
OG0000430	XP_013597587.1, XP_013622246.1	Cg001G000600
OG0000431	XP_013635592.1, XP_013585423.1, XP_013610786.1	Cg007G251970
OG0000431	XP_013586575.1	Cg006G235970
OG0000431	XP_013584691.1, XP_013584815.1, XP_013599620.1, XP_013601938.1, XP_013599619.1, XP_013594035.1	Cg006G235980
OG0000432	XP_013611457.1	Cg003G099400
OG0000432	XP_013625620.1, XP_013625619.1, XP_013628650.1, XP_013621043.1	Cg003G103300
OG0000436	XP_013603841.1	Cg001G014470
OG0000436	XP_013608880.1, XP_013584190.1, XP_013614649.1, XP_013628294.1	Cg003G104180
OG0000436	XP_013602307.1, XP_013595626.1, XP_013609211.1	Cg004G156050
OG0000437	XP_013584781.1	Cg006G211920, Cg006G211880
OG0000437	XP_013592451.1, XP_013592782.1	Cg006G211940
OG0000438	XP_013626248.1	Cg003G081140
OG0000439	XP_013586994.1	Cg006G240170
OG0000439	XP_013600923.1, XP_013634024.1, XP_013590737.1	Cg002G047030
OG0000439	XP_013633507.1, XP_013625130.1, XP_013636348.1	Cg005G175260
OG0000440	XP_013614452.1	Cg008G297760
OG0000440	XP_013635349.1	Cg004G118560
OG0000440	XP_013591052.1, XP_013585185.1	Cg004G118570
OG0000441	XP_013586355.1	Cg004G132880
OG0000441	XP_013633245.1	Cg004G132870, Cg004G132860
OG0000442	XP_013628111.1	Cg001G027430, Cg002G071920
OG0000442	XP_013635295.1	Cg005G192980, Cg007G247910
OG0000443	XP_013614680.1, XP_013621095.1, XP_013615439.1, XP_013613792.1, XP_013613801.1, XP_013615444.1	Cg007G272740, Cg007G272730
OG0000446	XP_013618718.1	Cg003G110320
OG0000446	XP_013618097.1	Cg002G074360
OG0000446	XP_013638737.1, XP_013604848.1, XP_013605186.1	Cg006G231520
OG0000447	XP_013627055.1	Cg005G172640
OG0000447	XP_013625970.1, XP_013598011.1, XP_013584748.1	Cg006G218040
OG0000448	XP_013616565.1, XP_013619839.1	Cg008G324500
OG0000448	XP_013620026.1	Cg008G324490
OG0000449	XP_013615121.1, XP_013622251.1	Cg003G107590
OG0000449	XP_013625383.1	Cg002G061240
OG0000449	XP_013622845.1, XP_013606356.1, XP_013618151.1	Cg003G107580
OG0000452	XP_013607645.1, XP_013626294.1, XP_013593932.1	Cg001G010200
OG0000454	XP_013619438.1, XP_013619755.1, XP_013614290.1, XP_013619681.1, XP_013614293.1, XP_013626535.1, XP_013626440.1, XP_013612819.1, XP_013612820.1	Cg003G099450
OG0000457	XP_013618373.1, XP_013623789.1, XP_013627828.1, XP_013627770.1	Cg008G292890
OG0000457	XP_013635061.1	Cg001G040480
OG0000458	XP_013617053.1, XP_013615713.1, XP_013620005.1, XP_013619668.1, XP_013624071.1	Cg003G099750, Cg003G099730
OG0000460	XP_013628793.1	Cg005G157890
OG0000461	XP_013601033.1	Cg006G245470
OG0000462	XP_013635801.1, XP_013588020.1, XP_013633418.1, XP_013595133.1, XP_013623745.1, XP_013623746.1, XP_013624926.1, XP_013606745.1, XP_013595157.1	Cg006G210000
OG0000463	XP_013622965.1	Cg002G060360
OG0000463	XP_013603521.1	Cg002G060570
OG0000463	XP_013603101.1	Cg002G060480
OG0000466	XP_013633474.1, XP_013583281.1, XP_013633482.1	Cg005G160230
OG0000467	XP_013597087.1, XP_013595406.1	Cg008G322950, Cg002G047650, Cg001G022010
OG0000468	XP_013603107.1, XP_013634650.1	Cg002G051880
OG0000468	XP_013630529.1	Cg005G173840
OG0000468	XP_013631441.1	Cg005G167330
OG0000471	XP_013584803.1, XP_013596648.1	Cg006G217710
OG0000471	XP_013600445.1	Cg006G217740, Cg006G217720, Cg006G217730, Cg006G217690
OG0000472	XP_013591029.1, XP_013591090.1	Cg001G040820
OG0000472	XP_013592801.1, XP_013596689.1, XP_013633635.1, XP_013589260.1	Cg001G040810, Cg001G040800
OG0000473	XP_013595711.1	Cg003G109030
OG0000474	XP_013636844.1, XP_013599526.1, XP_013618555.1, XP_013608867.1, XP_013597853.1	Cg008G303420
OG0000476	XP_013617912.1, XP_013617911.1, XP_013618873.1	Cg008G304790, Cg008G304800, Cg008G304950, Cg008G305020, Cg008G305130, Cg008G305110, Cg008G305030
