Orthogroup	Brassica_oleracea	Aethionema_saxatile
OG0000338	XP_013608922.1	As008G188190, As008G188080, As001G019490, As001G019290
OG0000340	XP_013634954.1, XP_013634959.1	As005G103820
OG0000340	XP_013632019.1, XP_013635185.1, XP_013632263.1, XP_013634437.1	As005G103800, As005G103810
OG0000344	XP_013627388.1	As005G110100
OG0000348	XP_013627872.1	As002G041810
OG0000348	XP_013597090.1, XP_013619224.1, XP_013627915.1, XP_013618985.1, XP_013630852.1	As002G040050
OG0000350	XP_013594614.1, XP_013598179.1	As003G070220, As003G070200
OG0000351	XP_013637868.1	As011G246700, As011G246690
OG0000351	XP_013607534.1	As011G246600
OG0000358	XP_013600499.1, XP_013587167.1, XP_013602022.1	As006G124930, As008G196330
OG0000358	XP_013625024.1, XP_013619486.1, XP_013619714.1	As008G196390
OG0000359	XP_013635658.1	As012G275420
OG0000360	XP_013611365.1, XP_013607432.1, XP_013621115.1, XP_013611362.1	As005G119730
OG0000362	XP_013628530.1	As009G205230
OG0000368	XP_013590187.1, XP_013599452.1, XP_013593941.1	As003G073560, As003G073580
OG0000368	XP_013605587.1, XP_013598869.1	As003G073600, As003G073590
OG0000370	XP_013602876.1, XP_013604246.1, XP_013585331.1, XP_013593167.1, XP_013593168.1, XP_013599700.1, XP_013599691.1, XP_013599541.1	As007G153440
OG0000371	XP_013634586.1, XP_013635073.1, XP_013583454.1, XP_013639040.1, XP_013603282.1	As005G099710, As005G099720
OG0000377	XP_013620825.1, XP_013609787.1	As001G021080
OG0000377	XP_013604727.1	As001G021090
OG0000378	XP_013594350.1, XP_013608266.1, XP_013617708.1, XP_013627360.1	As003G067400
OG0000382	XP_013606142.1, XP_013622500.1	As006G122900
OG0000382	XP_013605289.1, XP_013587547.1	As008G188710
OG0000383	XP_013598010.1, XP_013638650.1	As003G069340, As003G069370, As003G069310, As003G069390, As003G069380
OG0000384	XP_013617904.1, XP_013633872.1, XP_013590817.1, XP_013627893.1	As011G247740
OG0000386	XP_013613384.1, XP_013598778.1, XP_013596386.1	As001G025230, As001G025220, As011G256850
OG0000386	XP_013600603.1	As012G276900, As012G276880
OG0000390	XP_013593763.1, XP_013639835.1, XP_013638305.1	As011G251840
OG0000392	XP_013596476.1	As010G221170
OG0000392	XP_013634825.1, XP_013634595.1	As010G221200, As010G221190, As010G221180
OG0000396	XP_013598575.1, XP_013616436.1	As001G026970
OG0000396	XP_013594250.1, XP_013607480.1	As001G026990, As001G027000, As001G027010
OG0000397	XP_013615398.1, XP_013624537.1	As003G066740
OG0000398	XP_013630779.1, XP_013630777.1	As012G268810
OG0000402	XP_013594882.1, XP_013601438.1, XP_013623724.1, XP_013594399.1, XP_013617357.1, XP_013635453.1, XP_013624174.1, XP_013639385.1	As001G032230, As003G065580, As005G099570, As012G279030, As011G256760, As002G038770, As002G036320, As008G185740, As009G212360, As007G178600, As002G037860, As007G176730, As007G176740, As007G176750, As005G112780, As012G277040, As008G191550, As009G207420, As009G210350
OG0000403	XP_013630765.1, XP_013624280.1	As001G020780, As001G020790
OG0000404	XP_013634066.1, XP_013610233.1, XP_013625723.1, XP_013583772.1, XP_013634092.1, XP_013625255.1, XP_013637254.1, XP_013600607.1	As012G276100, As006G144680, As002G037330
OG0000405	XP_013639641.1	As004G089460
OG0000406	XP_013612018.1, XP_013626890.1, XP_013637989.1	As006G136090
OG0000407	XP_013607677.1, XP_013619747.1, XP_013616802.1, XP_013610492.1, XP_013610778.1	As009G201130, As009G201860
OG0000409	XP_013633411.1, XP_013601666.1	As001G002920
OG0000410	XP_013607236.1, XP_013606280.1, XP_013634004.1, XP_013606253.1, XP_013607362.1	As001G021670, As001G021680
OG0000411	XP_013633960.1	As001G022090
OG0000411	XP_013615009.1, XP_013609350.1	As004G085710
OG0000411	XP_013603143.1, XP_013598606.1	As003G060010
OG0000412	XP_013611781.1	As002G046400
OG0000412	XP_013613876.1	As012G271680
OG0000413	XP_013584262.1	As011G245460
OG0000413	XP_013597959.1, XP_013594456.1, XP_013619540.1	As002G048240
OG0000414	XP_013584210.1, XP_013638892.1, XP_013614801.1, XP_013614804.1	As003G058750, As003G058770, As003G058760
OG0000415	XP_013601022.1, XP_013601116.1, XP_013601129.1, XP_013601130.1, XP_013588893.1, XP_013588889.1, XP_013615509.1, XP_013635917.1	As005G104640
OG0000416	XP_013635506.1, XP_013632611.1, XP_013636047.1, XP_013635573.1, XP_013633325.1	As006G125710
OG0000416	XP_013639110.1, XP_013601884.1, XP_013603915.1	As006G127220, As008G194210
OG0000417	XP_013593030.1	As007G163710, As008G186410
OG0000420	XP_013595726.1, XP_013599605.1, XP_013599604.1	As010G222670
OG0000421	XP_013590550.1, XP_013590492.1, XP_013635118.1, XP_013634654.1	As004G078160, As004G078150
OG0000422	XP_013600718.1, XP_013600636.1, XP_013620067.1, XP_013587274.1, XP_013587275.1, XP_013638076.1, XP_013638078.1	As008G188280, As008G188290, As008G188300
OG0000423	XP_013591298.1, XP_013614964.1	As010G241040
OG0000423	XP_013590584.1	As012G269020
OG0000429	XP_013596454.1, XP_013619560.1	As009G215310
OG0000429	XP_013612830.1, XP_013625904.1	As002G052030
OG0000429	XP_013604836.1, XP_013636891.1, XP_013605581.1	As001G004910
OG0000430	XP_013611453.1	As011G263500
OG0000430	XP_013635655.1	As001G014590
OG0000431	XP_013635592.1, XP_013585423.1, XP_013610786.1	As001G019780
OG0000431	XP_013586575.1, XP_013584691.1, XP_013584815.1, XP_013599620.1, XP_013601938.1, XP_013599619.1, XP_013594035.1	As008G187750
OG0000432	XP_013611457.1	As002G044400
OG0000432	XP_013625620.1, XP_013625619.1, XP_013628650.1, XP_013621043.1	As002G047750
OG0000433	XP_013612672.1, XP_013612732.1, XP_013607176.1, XP_013612626.1	As003G075370, As003G075380, As003G075360, As003G075330, As003G075320, As003G075390, As011G250230, As008G187390, As008G187380, As008G187400
OG0000435	XP_013601511.1	As011G260090, As011G260040
OG0000436	XP_013603841.1, XP_013608880.1, XP_013584190.1, XP_013614649.1, XP_013628294.1, XP_013602307.1, XP_013595626.1, XP_013609211.1	As011G266430, As002G048360
OG0000437	XP_013592451.1, XP_013592782.1	As003G062850
OG0000438	XP_013626248.1	As004G085300
OG0000439	XP_013586994.1	As008G194170
OG0000439	XP_013600923.1, XP_013634024.1, XP_013590737.1	As012G285510
OG0000439	XP_013633507.1, XP_013625130.1, XP_013636348.1	As006G127290
OG0000440	XP_013583470.1, XP_013614452.1, XP_013635349.1	As006G136440
OG0000441	XP_013586355.1	As011G248660
OG0000441	XP_013633245.1	As011G248650
OG0000446	XP_013618718.1	As009G219000
OG0000446	XP_013618097.1	As001G023650
OG0000446	XP_013638737.1, XP_013604848.1, XP_013605186.1	As008G183010
OG0000447	XP_013620313.1, XP_013630128.1	As011G247170
OG0000447	XP_013627055.1	As004G081330
OG0000447	XP_013625970.1, XP_013598011.1, XP_013584748.1	As003G069220
OG0000448	XP_013616565.1, XP_013619839.1, XP_013620026.1	As004G089550
OG0000449	XP_013615121.1, XP_013622251.1	As005G114720
OG0000449	XP_013625383.1	As010G224870
OG0000449	XP_013622845.1, XP_013606356.1, XP_013618151.1	As005G114730
OG0000452	XP_013626930.1	As001G002300, As001G002310
OG0000453	XP_013615006.1	As002G033360
OG0000454	XP_013619438.1, XP_013619755.1, XP_013614290.1, XP_013619681.1, XP_013614293.1, XP_013626535.1, XP_013626440.1, XP_013612819.1, XP_013612820.1	As002G044440, As002G044430, As002G043530, As002G043510, As002G043520
OG0000455	XP_013635392.1, XP_013624328.1, XP_013639331.1	As007G178440
OG0000457	XP_013618999.1, XP_013608151.1	As002G045110, As002G045120, As002G041830, As002G045100, As002G045130
OG0000459	XP_013597335.1, XP_013594711.1, XP_013614968.1, XP_013614741.1, XP_013594517.1, XP_013627684.1	As003G058960
OG0000461	XP_013601033.1	As008G199680
OG0000461	XP_013636812.1, XP_013634297.1, XP_013623522.1, XP_013623523.1, XP_013632332.1	As006G146770
OG0000462	XP_013635801.1, XP_013588020.1, XP_013633418.1, XP_013595133.1, XP_013623745.1, XP_013623746.1, XP_013624926.1, XP_013606745.1, XP_013595157.1	As009G214710
OG0000463	XP_013622965.1, XP_013603521.1, XP_013603101.1	As010G224360, As010G224370
OG0000465	XP_013639652.1, XP_013604820.1, XP_013626993.1, XP_013589275.1, XP_013632981.1, XP_013633110.1, XP_013601249.1, XP_013629781.1, XP_013617737.1, XP_013617197.1, XP_013589230.1, XP_013633243.1, XP_013630875.1, XP_013607709.1, XP_013614072.1, XP_013632852.1, XP_013616927.1, XP_013614908.1, XP_013601078.1, XP_013617139.1, XP_013601238.1	As001G010580, As004G090240
OG0000466	XP_013616740.1, XP_013633474.1, XP_013583281.1, XP_013633482.1, XP_013589614.1	As002G032990, As003G058720, As003G058680, As007G181090, As007G181100, As007G181730, As007G181390, As002G038080, As009G205530, As002G045940, As002G033580, As002G036910, As002G036900, As002G036920, As009G205540, As009G206460, As009G202280, As009G202290, As002G033670
OG0000467	XP_013608912.1, XP_013595420.1, XP_013602025.1	As004G088230, As012G284990
OG0000468	XP_013603107.1, XP_013634650.1	As012G280020
OG0000468	XP_013630529.1	As006G125920
OG0000468	XP_013631441.1, XP_013636785.1, XP_013615738.1, XP_013636783.1, XP_013634716.1, XP_013627287.1	As006G144160
OG0000471	XP_013600445.1, XP_013586344.1	As003G069540, As003G069550
OG0000472	XP_013591029.1, XP_013591090.1	As004G097070, As004G097040, As004G097060, As004G097030, As004G097050
OG0000472	XP_013592801.1, XP_013596689.1, XP_013633635.1, XP_013589260.1	As004G097020
OG0000481	XP_013613261.1, XP_013631626.1	As001G021880
OG0000482	XP_013619222.1, XP_013619178.1, XP_013615687.1	As004G077750, As001G028390
OG0000483	XP_013619894.1, XP_013627874.1	As002G047220
OG0000484	XP_013595180.1, XP_013610929.1, XP_013619507.1, XP_013608586.1, XP_013630633.1	As009G203850
OG0000486	XP_013620003.1, XP_013619926.1	As001G013050, As001G013370
OG0000487	XP_013587404.1	As006G137570, As008G196100, As006G129680, As006G125350
OG0000495	XP_013598902.1, XP_013596759.1, XP_013596483.1, XP_013594319.1	As001G001610, As001G001580, As001G001640, As001G001650
OG0000495	XP_013624946.1, XP_013624945.1, XP_013602892.1, XP_013614493.1	As007G179430, As007G177930
OG0000496	XP_013615871.1	As002G041620, As001G004760
OG0000496	XP_013617288.1, XP_013613564.1	As002G041610
OG0000497	XP_013591855.1	As010G233080, As007G164590, As007G163820, As007G164600
OG0000497	XP_013607877.1	As010G233090
OG0000497	XP_013589439.1	As002G040610
OG0000498	XP_013606978.1, XP_013625280.1	As002G045150
OG0000499	XP_013591039.1, XP_013593878.1	As003G056720
OG0000499	XP_013628237.1	As011G246530
OG0000499	XP_013610420.1	As012G269540
OG0000500	XP_013610853.1	As004G087530, As004G087510, As004G087540, As004G087560, As004G087480
OG0000500	XP_013596158.1, XP_013596568.1	As004G087470
OG0000501	XP_013637737.1	As010G232220
OG0000504	XP_013609104.1, XP_013626542.1	As006G143860
OG0000504	XP_013583730.1, XP_013625492.1, XP_013583960.1	As002G037010, As002G034340
OG0000505	XP_013593438.1, XP_013609742.1, XP_013610476.1, XP_013613364.1, XP_013630626.1, XP_013595009.1, XP_013596779.1, XP_013615988.1, XP_013618001.1	As009G215510
OG0000506	XP_013609440.1, XP_013623414.1	As010G234690
OG0000509	XP_013598638.1, XP_013600231.1	As001G017890
OG0000510	XP_013592321.1, XP_013607723.1, XP_013610099.1, XP_013610498.1	As001G020890, As001G020900
OG0000511	XP_013637929.1	As011G254140
OG0000511	XP_013611135.1	As001G032060
OG0000512	XP_013598896.1, XP_013595107.1, XP_013598837.1, XP_013597042.1, XP_013595108.1	As003G061390
OG0000513	XP_013600675.1, XP_013613501.1	As006G146210
OG0000513	XP_013625580.1, XP_013625281.1, XP_013636165.1, XP_013608957.1, XP_013625396.1, XP_013621371.1	As005G114770
OG0000515	XP_013625027.1	As012G267810
OG0000521	XP_013587239.1	As003G063570
OG0000521	XP_013599726.1, XP_013599449.1	As007G158420
OG0000521	XP_013592287.1, XP_013592736.1, XP_013620875.1	As010G235150
OG0000522	XP_013587636.1, XP_013587637.1, XP_013606909.1	As004G083810
OG0000523	XP_013634834.1	As005G100530
OG0000523	XP_013601735.1, XP_013601734.1	As012G287730
OG0000524	XP_013628956.1, XP_013614631.1, XP_013596317.1	As006G141600, As006G141560, As006G141590
OG0000525	XP_013591486.1	As010G241940
OG0000525	XP_013585326.1	As007G153430
OG0000525	XP_013586552.1, XP_013616418.1	As011G246900
OG0000525	XP_013592137.1, XP_013613494.1	As012G269710
OG0000526	XP_013618410.1, XP_013630402.1	As010G223400
OG0000526	XP_013596092.1	As010G223440
OG0000529	XP_013627776.1	As005G113510, As005G113490, As005G113470
OG0000530	XP_013600759.1, XP_013625865.1, XP_013614844.1, XP_013614847.1, XP_013627296.1, XP_013614846.1, XP_013626385.1, XP_013627691.1, XP_013623818.1	As009G203010, As009G203020, As009G203100, As009G203060, As009G202740
OG0000534	XP_013591335.1	As007G167300, As001G022180, As001G022190, As001G022170, As001G016060
OG0000535	XP_013592398.1	As001G023320
OG0000535	XP_013609349.1	As001G023310
OG0000536	XP_013614627.1, XP_013620162.1	As010G228630, As004G090520
OG0000537	XP_013627306.1, XP_013601880.1, XP_013608638.1	As006G124070
OG0000537	XP_013602856.1, XP_013635345.1	As004G093070
OG0000537	XP_013584926.1	As006G141200
OG0000538	XP_013623530.1, XP_013626300.1, XP_013634891.1, XP_013629833.1	As005G103710, As005G103700
OG0000539	XP_013618020.1	As005G120910
OG0000540	XP_013634707.1, XP_013634184.1, XP_013634839.1, XP_013632129.1	As006G128870, As006G128860, As006G128850
OG0000541	XP_013607186.1, XP_013632126.1	As006G128960, As006G128940
OG0000542	XP_013625486.1, XP_013621332.1, XP_013611217.1	As009G202020
OG0000544	XP_013624228.1	As008G195060
OG0000544	XP_013603902.1, XP_013603296.1, XP_013602869.1, XP_013602871.1	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120
OG0000545	XP_013588748.1, XP_013591837.1	As010G238530
OG0000546	XP_013628079.1, XP_013596911.1, XP_013627748.1	As011G264020, As011G264080, As011G264050, As011G264010, As011G264090, As011G264000, As011G264100, As011G263960, As011G264110, As011G263990, As011G264030, As011G264060, As011G263920, As011G264120, As011G263950, As011G263980
OG0000550	XP_013634862.1, XP_013625956.1, XP_013634027.1, XP_013633058.1, XP_013602260.1	As006G144690
OG0000551	XP_013628520.1, XP_013620488.1, XP_013611243.1	As005G117770
OG0000551	XP_013600406.1	As003G075520
OG0000551	XP_013628583.1	As002G053470
OG0000552	XP_013594087.1, XP_013587100.1	As007G159560
OG0000555	XP_013614823.1, XP_013608024.1, XP_013619890.1, XP_013608025.1, XP_013639153.1	As003G067180
OG0000556	XP_013606918.1, XP_013597865.1, XP_013616414.1	As006G140800
OG0000557	XP_013634696.1, XP_013605198.1	As012G286190
OG0000557	XP_013625667.1	As005G102360
OG0000558	XP_013623903.1, XP_013623901.1	As005G105310, As005G105360, As005G105380, As005G105290
OG0000559	XP_013611299.1, XP_013608557.1, XP_013608556.1, XP_013608555.1, XP_013608558.1	As005G107810
OG0000560	XP_013625869.1, XP_013622911.1, XP_013629631.1	As005G115530
OG0000560	XP_013600617.1, XP_013602363.1, XP_013638850.1	As008G196260, As008G196230
OG0000561	XP_013620184.1, XP_013615676.1, XP_013620187.1, XP_013628773.1, XP_013614580.1	As005G118160
OG0000562	XP_013630670.1, XP_013637810.1, XP_013586226.1	As006G139230
OG0000562	XP_013622276.1	As009G200380
OG0000562	XP_013599368.1, XP_013612998.1	As009G205610
OG0000563	XP_013585748.1	As007G152350
OG0000564	XP_013595165.1, XP_013628248.1	As007G177230
OG0000565	XP_013603937.1	As010G233050
OG0000566	XP_013619827.1, XP_013610540.1	As011G250840
OG0000567	XP_013593287.1, XP_013604823.1	As012G274310
OG0000570	XP_013583862.1, XP_013638257.1	As006G135060
OG0000571	XP_013610235.1	As005G113940
OG0000571	XP_013637782.1, XP_013637781.1, XP_013603607.1, XP_013603124.1, XP_013601867.1	As008G191230
OG0000572	XP_013624651.1	As010G240020, As010G240030, As010G240050, As010G240010
OG0000578	XP_013585672.1, XP_013604481.1	As008G187240
OG0000578	XP_013606668.1	As001G020350
OG0000579	XP_013608949.1, XP_013625277.1, XP_013602475.1, XP_013635769.1	As002G044410
OG0000579	XP_013590042.1, XP_013633563.1	As004G098040
OG0000580	XP_013635111.1, XP_013634467.1	As005G102980
OG0000581	XP_013602698.1	As005G107050, As005G107040, As005G107070, As005G107030
OG0000582	XP_013639136.1, XP_013618113.1, XP_013608728.1, XP_013625204.1	As005G113410
OG0000582	XP_013631025.1	As006G130460
OG0000583	XP_013630432.1, XP_013625138.1, XP_013635787.1, XP_013635800.1, XP_013632625.1, XP_013635732.1	As006G127330
OG0000584	XP_013601992.1	As006G124400
OG0000584	XP_013609960.1	As001G000400
OG0000585	XP_013625991.1, XP_013625249.1, XP_013622620.1, XP_013586087.1, XP_013635660.1, XP_013632022.1	As012G275350
OG0000586	XP_013607264.1	As011G263800
OG0000586	XP_013621535.1	As004G082960
OG0000587	XP_013618648.1, XP_013608807.1	As006G122410
OG0000587	XP_013634673.1, XP_013631736.1	As005G100170
OG0000587	XP_013602666.1, XP_013585629.1	As008G198370
OG0000588	XP_013638287.1	As011G247080
OG0000588	XP_013635914.1, XP_013615699.1, XP_013589059.1, XP_013615473.1, XP_013636050.1, XP_013624204.1	As005G104750
OG0000588	XP_013628861.1	As012G269820
OG0000589	XP_013619843.1, XP_013623570.1, XP_013609906.1	As005G114800
OG0000589	XP_013591437.1, XP_013627620.1	As010G224800
OG0000590	XP_013625582.1, XP_013630441.1, XP_013583983.1	As006G138710
OG0000590	XP_013596675.1	As009G205980
OG0000590	XP_013584582.1, XP_013603904.1	As008G197660
OG0000591	XP_013584529.1	As007G152600
OG0000592	XP_013610846.1, XP_013613965.1	As011G250170
OG0000592	XP_013599552.1, XP_013603334.1, XP_013587459.1	As010G239910, As007G154690
OG0000593	XP_013602939.1	As008G192880, As010G241820, As010G241840
OG0000593	XP_013639793.1	As011G252190, As011G252250, As011G252270, As011G252260
OG0000595	XP_013626037.1	As010G226140
OG0000596	XP_013606510.1, XP_013616292.1	As010G227450
OG0000600	XP_013612142.1	As002G048280
OG0000600	XP_013601362.1	As011G266450
OG0000601	XP_013612823.1, XP_013612129.1, XP_013623198.1	As009G201050, As006G135040
OG0000601	XP_013636776.1, XP_013613723.1	As001G027850
OG0000602	XP_013588422.1	As012G276820
OG0000602	XP_013585358.1, XP_013627986.1, XP_013606982.1	As002G034860
OG0000604	XP_013622417.1	As005G099260
OG0000604	XP_013595518.1, XP_013637135.1	As007G163770, As012G288540
OG0000605	XP_013591111.1, XP_013616425.1	As010G239470
OG0000605	XP_013619280.1	As010G239480
OG0000606	XP_013609882.1, XP_013629453.1	As011G248160
OG0000606	XP_013589773.1	As010G244280
OG0000606	XP_013591895.1, XP_013591807.1, XP_013629378.1	As012G270700
OG0000607	XP_013608503.1, XP_013626493.1	As011G251140
OG0000607	XP_013629245.1	As011G262980
OG0000608	XP_013629520.1	As012G284160
OG0000613	XP_013593912.1, XP_013618554.1, XP_013627683.1	As006G135470
OG0000613	XP_013610419.1	As002G045780
OG0000614	XP_013628999.1	As002G054140, As005G116690, As002G054130
OG0000615	XP_013593332.1, XP_013622342.1	As011G264960
OG0000615	XP_013599425.1, XP_013584042.1, XP_013625070.1	As003G072430
OG0000616	XP_013607296.1	As005G114070
OG0000616	XP_013614757.1, XP_013629665.1, XP_013631840.1, XP_013588503.1, XP_013604392.1, XP_013604394.1	As012G277180
OG0000617	XP_013628964.1	As006G121910
OG0000618	XP_013616329.1	As010G241950
OG0000618	XP_013584837.1, XP_013639259.1, XP_013597202.1	As006G132210
OG0000619	XP_013636971.1, XP_013637392.1, XP_013622493.1, XP_013629663.1	As006G145810, As006G145800
OG0000619	XP_013591857.1, XP_013605172.1	As012G277130
OG0000620	XP_013599959.1, XP_013583607.1, XP_013602047.1, XP_013588558.1, XP_013590307.1, XP_013616205.1	As010G239430, As007G154950
