Orthogroup	Brassica_oleracea	Alyssum_gmelinii
OG0000107	XP_013639727.1	Ag005G446670
OG0000107	XP_013583762.1, XP_013615032.1	Ag005G446680
OG0000107	XP_013638671.1, XP_013622483.1	Ag005G446780
OG0000108	XP_013617934.1	Ag008G718910, Ag008G718920, Ag008G722210, Ag008G722220, Ag005G459590, Ag008G727840
OG0000108	XP_013614188.1, XP_013615334.1	Ag005G414040
OG0000110	XP_013592532.1	Ag001G090130
OG0000110	XP_013590480.1	Ag001G090120
OG0000110	XP_013604943.1	Ag007G655930
OG0000110	XP_013591144.1, XP_013591210.1	Ag001G090270, Ag001G090260, Ag001G090170, Ag001G090700
OG0000110	XP_013589380.1	Ag001G090290, Ag001G090300, Ag001G090310
OG0000111	XP_013629621.1, XP_013592758.1	Ag002G181570, Ag002G181540, Ag002G181620
OG0000113	XP_013607642.1	Ag005G453300
OG0000114	XP_013622761.1	Ag006G555860
OG0000117	XP_013598962.1, XP_013607493.1	Ag006G549560
OG0000117	XP_013594835.1, XP_013624725.1	Ag006G517320
OG0000119	XP_013617082.1, XP_013633329.1	Ag001G026190, Ag008G699540, Ag005G437940, Ag007G645640, Ag007G656830
OG0000119	XP_013612859.1	Ag005G433280, Ag007G606060, Ag008G734240, Ag005G486140, Ag002G179560, Ag005G477370, Ag003G228580, Ag003G279350, Ag005G409220
OG0000120	XP_013610889.1, XP_013607713.1	Ag004G373700, Ag001G094910
OG0000120	XP_013601021.1, XP_013601023.1, XP_013588993.1, XP_013588958.1, XP_013588961.1	Ag003G277400, Ag003G279310, Ag003G275890
OG0000120	XP_013608535.1	Ag006G498650, Ag006G498600, Ag006G498610
OG0000122	XP_013620024.1, XP_013623863.1, XP_013610314.1	Ag008G698890
OG0000122	XP_013627609.1, XP_013627567.1, XP_013623864.1	Ag008G698530
OG0000123	XP_013627145.1	Ag007G583620
OG0000123	XP_013635222.1, XP_013634594.1, XP_013614598.1, XP_013608609.1, XP_013610210.1	Ag001G067540
OG0000123	XP_013590873.1, XP_013602583.1, XP_013590640.1	Ag004G318540, Ag006G573850
OG0000124	XP_013613741.1	Ag005G441490
OG0000124	XP_013624994.1, XP_013608101.1	Ag003G242000
OG0000125	XP_013605053.1, XP_013636203.1	Ag002G172470, Ag001G072990
OG0000125	XP_013625682.1, XP_013606602.1	Ag008G713670
OG0000125	XP_013625457.1	Ag008G710250
OG0000125	XP_013631988.1, XP_013622502.1, XP_013631825.1	Ag007G595180
OG0000126	XP_013601019.1, XP_013613934.1, XP_013633096.1, XP_013617967.1	Ag008G691850
OG0000127	XP_013634983.1	Ag006G492220
OG0000127	XP_013610892.1	Ag008G679900, Ag004G381150
OG0000127	XP_013610053.1	Ag006G492230
OG0000127	XP_013634840.1	Ag005G477980
OG0000127	XP_013595164.1, XP_013639264.1	Ag004G313210, Ag004G313190, Ag004G313250
OG0000128	XP_013601394.1, XP_013615506.1	Ag006G549480
OG0000128	XP_013632707.1, XP_013614652.1, XP_013626716.1, XP_013635437.1, XP_013617611.1	Ag003G264610, Ag003G264920
OG0000133	XP_013639545.1, XP_013632529.1	Ag004G314420, Ag001G083930, Ag005G455770, Ag008G708500
OG0000135	XP_013617212.1, XP_013622608.1, XP_013616864.1, XP_013608253.1	Ag007G610770
OG0000136	XP_013590467.1	Ag004G358500
OG0000137	XP_013607431.1, XP_013637635.1, XP_013635053.1, XP_013591446.1, XP_013624397.1, XP_013624662.1, XP_013593825.1, XP_013583307.1, XP_013620971.1, XP_013617333.1, XP_013624379.1, XP_013594691.1, XP_013594525.1, XP_013596613.1, XP_013630987.1, XP_013624674.1, XP_013599415.1, XP_013619803.1, XP_013631416.1, XP_013594338.1, XP_013628588.1, XP_013599145.1, XP_013638220.1, XP_013608176.1, XP_013636294.1, XP_013587564.1	Ag001G020440, Ag001G062280, Ag002G130440, Ag007G624610, Ag004G355240, Ag003G264690, Ag007G648090, Ag004G309670, Ag008G662950, Ag001G102090, Ag004G373870, Ag004G346320, Ag006G521700
OG0000137	XP_013605989.1, XP_013615494.1	Ag006G528160, Ag001G057880, Ag006G512420
OG0000137	XP_013615026.1, XP_013639063.1	Ag007G652700
OG0000138	XP_013607487.1	Ag003G290790
OG0000138	XP_013590166.1, XP_013616591.1, XP_013592198.1, XP_013590454.1	Ag004G345080, Ag004G381060, Ag004G345060
OG0000139	XP_013632773.1, XP_013633111.1, XP_013624770.1, XP_013631898.1	Ag001G027020
OG0000139	XP_013601300.1, XP_013631642.1, XP_013601351.1, XP_013632921.1, XP_013632922.1	Ag002G170320
OG0000140	XP_013618771.1	Ag001G060940, Ag001G070480, Ag001G071460, Ag007G624420, Ag008G704320, Ag008G707840, Ag006G566230, Ag008G707860
OG0000140	XP_013620395.1, XP_013620391.1, XP_013618644.1, XP_013620392.1, XP_013620394.1	Ag008G706820, Ag008G706850, Ag008G707550, Ag008G706830
OG0000140	XP_013609630.1	Ag001G080460, Ag008G707780
OG0000140	XP_013624661.1	Ag001G052690
OG0000142	XP_013634161.1	Ag007G594400
OG0000142	XP_013633570.1	Ag007G594160, Ag007G594220
OG0000142	XP_013622088.1	Ag007G594470
OG0000144	XP_013594587.1	Ag005G434110
OG0000145	XP_013632530.1, XP_013627239.1, XP_013590108.1, XP_013613646.1, XP_013590667.1, XP_013629113.1, XP_013628355.1, XP_013591422.1	Ag006G535320, Ag004G370190
OG0000146	XP_013608191.1	Ag008G695350
OG0000146	XP_013618766.1, XP_013610172.1, XP_013610274.1	Ag008G695470, Ag008G695460
OG0000146	XP_013626781.1	Ag008G695380
OG0000147	XP_013597841.1, XP_013611416.1	Ag005G408700
OG0000147	XP_013620594.1	Ag008G702420
OG0000147	XP_013588689.1	Ag003G209560
OG0000149	XP_013620732.1, XP_013623837.1	Ag008G709300
OG0000149	XP_013628381.1, XP_013620734.1	Ag008G709340
OG0000149	XP_013628384.1, XP_013628382.1	Ag008G709360
OG0000149	XP_013618276.1	Ag008G709420
OG0000149	XP_013615353.1	Ag008G709330
OG0000150	XP_013619977.1, XP_013617470.1	Ag008G711330, Ag002G133360
OG0000150	XP_013617735.1	Ag004G332580
OG0000151	XP_013613316.1	Ag008G685810
OG0000151	XP_013639325.1, XP_013600456.1	Ag003G253050
OG0000151	XP_013622635.1, XP_013617767.1, XP_013638468.1	Ag005G478640
OG0000151	XP_013625767.1, XP_013599341.1	Ag005G417580
OG0000151	XP_013621604.1, XP_013606619.1, XP_013622226.1	Ag008G698280
OG0000151	XP_013608966.1	Ag004G398050
OG0000152	XP_013619992.1, XP_013633090.1	Ag003G223230, Ag002G132980
OG0000154	XP_013603183.1, XP_013586550.1	Ag004G324480
OG0000154	XP_013611399.1	Ag005G471090
OG0000154	XP_013610944.1, XP_013632476.1, XP_013623865.1	Ag002G177350
OG0000154	XP_013616125.1	Ag005G477170
OG0000154	XP_013586681.1, XP_013628594.1	Ag006G493360
OG0000154	XP_013610798.1, XP_013636193.1	Ag006G507750, Ag006G508580, Ag006G493020
OG0000155	XP_013633420.1	Ag002G204050
OG0000155	XP_013631137.1, XP_013629080.1, XP_013591327.1, XP_013591329.1, XP_013598049.1	Ag006G564870
OG0000155	XP_013591187.1	Ag006G564750
OG0000155	XP_013628486.1	Ag005G471860
OG0000155	XP_013589793.1, XP_013623534.1	Ag002G134830, Ag002G134820, Ag002G138260
OG0000156	XP_013635990.1	Ag002G201890
OG0000156	XP_013635992.1	Ag002G201920, Ag002G201850, Ag002G201820, Ag002G201830, Ag002G201880
OG0000157	XP_013615575.1	Ag004G346210, Ag003G229150, Ag004G369290
OG0000158	XP_013610779.1, XP_013584550.1, XP_013637776.1	Ag005G454650
OG0000158	XP_013617254.1, XP_013584343.1, XP_013603971.1, XP_013619699.1, XP_013619830.1	Ag005G476710
OG0000160	XP_013639450.1, XP_013593469.1	Ag005G447810
OG0000161	XP_013618060.1, XP_013620235.1	Ag008G725260
OG0000161	XP_013617087.1	Ag007G588360
OG0000161	XP_013584094.1	Ag007G601560, Ag007G601540, Ag007G601790
OG0000162	XP_013603186.1	Ag001G092940
OG0000162	XP_013589389.1	Ag001G092930
OG0000162	XP_013616918.1	Ag008G712070
OG0000162	XP_013632427.1	Ag002G200850, Ag002G200800, Ag002G200670
OG0000162	XP_013632426.1	Ag002G200700
OG0000164	XP_013624352.1	Ag003G293830
OG0000164	XP_013627649.1, XP_013624778.1, XP_013608536.1, XP_013608530.1, XP_013608532.1, XP_013627934.1, XP_013593112.1	Ag005G487250, Ag003G293940
OG0000164	XP_013627922.1	Ag003G293740, Ag003G293690, Ag003G293790
OG0000165	XP_013607591.1, XP_013613668.1, XP_013632544.1, XP_013634863.1, XP_013632582.1, XP_013614460.1, XP_013601725.1, XP_013617614.1, XP_013615290.1, XP_013601806.1	Ag004G356120, Ag007G623920, Ag006G522660, Ag001G100400, Ag006G498640, Ag007G624740
OG0000165	XP_013624270.1, XP_013633228.1	Ag001G093340, Ag003G208890
OG0000167	XP_013597471.1	Ag006G570230
OG0000167	XP_013591070.1	Ag006G570320
OG0000167	XP_013614095.1	Ag006G570400, Ag006G570410
OG0000171	XP_013606379.1	Ag004G312300
OG0000171	XP_013591469.1, XP_013598255.1, XP_013615623.1, XP_013638007.1	Ag004G345150
OG0000171	XP_013606531.1	Ag007G614710
OG0000172	XP_013627674.1	Ag001G089440
OG0000175	XP_013598034.1, XP_013584411.1	Ag003G287000
OG0000175	XP_013602023.1	Ag004G333600
OG0000175	XP_013598402.1	Ag003G223500
OG0000177	XP_013639580.1, XP_013624150.1, XP_013607557.1, XP_013583321.1, XP_013594457.1	Ag003G264860
OG0000180	XP_013626856.1, XP_013629093.1	Ag003G207330
OG0000180	XP_013590488.1	Ag003G218340
OG0000180	XP_013639643.1	Ag003G207360, Ag003G218350
OG0000181	XP_013594515.1, XP_013639425.1, XP_013616731.1, XP_013601383.1, XP_013615234.1, XP_013633032.1, XP_013633285.1, XP_013624303.1, XP_013639406.1, XP_013601707.1, XP_013632864.1, XP_013594290.1, XP_013639759.1, XP_013607712.1, XP_013639213.1, XP_013624695.1, XP_013594488.1, XP_013639327.1	Ag003G251860
OG0000184	XP_013589203.1, XP_013615555.1, XP_013607625.1, XP_013616898.1, XP_013607725.1, XP_013624805.1, XP_013639742.1, XP_013632191.1, XP_013607908.1, XP_013601719.1, XP_013632975.1, XP_013615595.1, XP_013594324.1, XP_013624323.1, XP_013624678.1, XP_013589313.1, XP_013617472.1, XP_013633123.1, XP_013601633.1, XP_013624833.1, XP_013594715.1, XP_013594528.1, XP_013616892.1	Ag001G075930
OG0000185	XP_013626157.1, XP_013607733.1	Ag004G378920
OG0000187	XP_013598969.1, XP_013623119.1	Ag003G270560
OG0000187	XP_013624170.1, XP_013583413.1, XP_013584438.1	Ag005G474080
OG0000189	XP_013639134.1, XP_013594296.1, XP_013638871.1, XP_013597272.1, XP_013639133.1, XP_013600811.1, XP_013617123.1	Ag007G631560, Ag007G631600, Ag007G631490, Ag007G631520, Ag007G631710, Ag007G628720, Ag007G631540, Ag006G508880, Ag006G508840, Ag006G508810, Ag004G355860, Ag003G290270
OG0000189	XP_013608204.1, XP_013612750.1	Ag003G276230
OG0000190	XP_013606260.1, XP_013606263.1	Ag002G140140
OG0000190	XP_013626923.1	Ag002G128880
OG0000190	XP_013624075.1	Ag002G128820
OG0000190	XP_013627503.1, XP_013618562.1, XP_013610612.1, XP_013610263.1	Ag002G140040, Ag002G139950
OG0000191	XP_013632995.1	Ag005G457150
OG0000192	XP_013638957.1	Ag004G336350
OG0000192	XP_013594710.1	Ag008G727670
OG0000192	XP_013593246.1	Ag004G336320
OG0000192	XP_013603483.1, XP_013604477.1, XP_013604478.1, XP_013600018.1	Ag004G336370
OG0000193	XP_013624265.1	Ag004G342780
OG0000195	XP_013599699.1	Ag002G189340
OG0000195	XP_013637527.1	Ag001G082920
OG0000196	XP_013639491.1, XP_013626397.1, XP_013603075.1, XP_013584831.1, XP_013587514.1	Ag004G304260, Ag004G304230
OG0000196	XP_013639466.1, XP_013625101.1	Ag004G304250
OG0000196	XP_013587517.1, XP_013639109.1, XP_013600986.1, XP_013603884.1	Ag004G304270, Ag004G304220, Ag004G304240
OG0000197	XP_013624146.1	Ag006G565850
OG0000197	XP_013614338.1	Ag004G326930
OG0000202	XP_013628108.1	Ag003G215780, Ag005G457800
OG0000203	XP_013594335.1, XP_013635235.1, XP_013584998.1, XP_013615621.1, XP_013639409.1, XP_013592108.1, XP_013610533.1	Ag006G519280, Ag005G485370, Ag005G485380
OG0000203	XP_013610704.1	Ag005G485200, Ag004G387230, Ag004G392530, Ag005G485880
OG0000204	XP_013638927.1, XP_013592450.1, XP_013595113.1, XP_013592994.1, XP_013624166.1, XP_013628123.1, XP_013627513.1	Ag005G471780, Ag005G471790
OG0000204	XP_013623754.1	Ag006G500950, Ag002G171010, Ag006G500990, Ag006G500820, Ag006G500940, Ag006G500960, Ag006G500830, Ag002G105640
OG0000204	XP_013627485.1	Ag005G437650
OG0000205	XP_013588901.1, XP_013601108.1	Ag005G439370
OG0000205	XP_013624313.1	Ag001G088760
OG0000207	XP_013589445.1, XP_013589713.1, XP_013589712.1, XP_013614963.1, XP_013614962.1, XP_013601687.1, XP_013589714.1	Ag003G219800, Ag003G215860, Ag003G215900
OG0000208	XP_013598774.1	Ag008G723930, Ag003G294620, Ag003G284900, Ag003G294610
OG0000208	XP_013639488.1	Ag003G294600, Ag003G294590
OG0000209	XP_013607661.1, XP_013599293.1	Ag004G398990, Ag004G398790, Ag002G138750
OG0000209	XP_013633180.1	Ag004G312510, Ag004G312520, Ag004G312530
OG0000209	XP_013601069.1	Ag004G312540
OG0000210	XP_013622310.1	Ag007G588480
OG0000213	XP_013589963.1, XP_013591638.1, XP_013591683.1	Ag003G236750, Ag003G236500, Ag003G236780, Ag003G236530
OG0000213	XP_013634984.1, XP_013637045.1, XP_013604409.1, XP_013630249.1	Ag003G288980
OG0000214	XP_013596070.1, XP_013614654.1, XP_013623755.1, XP_013623785.1	Ag007G604980
OG0000214	XP_013610986.1	Ag006G510950, Ag003G222050, Ag006G510210
OG0000216	XP_013606736.1	Ag006G554100, Ag006G554110
OG0000218	XP_013601824.1	Ag004G322150
OG0000218	XP_013596521.1	Ag004G318250, Ag006G542090, Ag006G547060
OG0000218	XP_013593772.1	Ag005G439660
OG0000218	XP_013616568.1	Ag008G689600, Ag002G177290
OG0000219	XP_013624366.1	Ag004G357760
OG0000219	XP_013633313.1	Ag007G593670
OG0000219	XP_013627992.1	Ag006G565670
OG0000221	XP_013617136.1, XP_013638242.1, XP_013638238.1	Ag004G396450
OG0000224	XP_013618014.1, XP_013615523.1, XP_013590551.1, XP_013616477.1, XP_013618016.1, XP_013593879.1, XP_013593877.1	Ag003G217560, Ag003G217550, Ag001G013260, Ag003G217250, Ag003G217260, Ag003G217440, Ag003G217450
OG0000224	XP_013613905.1	Ag004G383650
OG0000225	XP_013626468.1, XP_013584622.1	Ag007G581980, Ag007G582060
OG0000226	XP_013597874.1, XP_013597872.1	Ag001G000690, Ag004G337830, Ag005G429260, Ag005G429270, Ag001G000670
OG0000226	XP_013628011.1, XP_013595927.1	Ag001G000200
OG0000228	XP_013603021.1	Ag004G341460
OG0000228	XP_013620214.1	Ag004G344170
OG0000228	XP_013590268.1	Ag004G344160
OG0000230	XP_013616704.1	Ag003G223650, Ag003G223730
OG0000231	XP_013629410.1, XP_013589249.1, XP_013614382.1, XP_013613717.1	Ag001G058920
OG0000234	XP_013634847.1, XP_013604669.1, XP_013588671.1	Ag001G076970
OG0000234	XP_013635814.1	Ag001G076940
OG0000234	XP_013635718.1	Ag001G076930
OG0000234	XP_013611475.1	Ag007G612020
OG0000235	XP_013583418.1, XP_013585027.1	Ag005G452990, Ag005G453010, Ag005G460460
OG0000235	XP_013583317.1, XP_013627659.1, XP_013635487.1	Ag001G090250, Ag003G282910, Ag003G268030, Ag005G460480, Ag005G460490, Ag004G378350
OG0000238	XP_013594584.1, XP_013594803.1, XP_013639454.1	Ag004G343670
OG0000238	XP_013601276.1, XP_013601146.1	Ag001G044490, Ag001G046770
OG0000239	XP_013635361.1	Ag007G588290, Ag002G178990
OG0000239	XP_013635809.1, XP_013631997.1, XP_013637224.1, XP_013632220.1, XP_013631673.1	Ag006G498570, Ag007G589100, Ag006G546090, Ag007G589080
OG0000240	XP_013600996.1	Ag006G521840
OG0000240	XP_013629088.1, XP_013601402.1	Ag007G599880
OG0000240	XP_013603547.1	Ag001G089960
OG0000242	XP_013610262.1, XP_013596468.1	Ag005G419410
OG0000242	XP_013584929.1, XP_013600895.1, XP_013603142.1	Ag004G319220
OG0000242	XP_013602247.1, XP_013638672.1	Ag004G319260
OG0000242	XP_013603225.1, XP_013601473.1, XP_013603505.1	Ag004G319640
OG0000242	XP_013584474.1	Ag004G319270
OG0000243	XP_013629422.1, XP_013588949.1	Ag003G223260
OG0000243	XP_013639651.1, XP_013617676.1, XP_013594647.1	Ag006G546880, Ag001G023030, Ag003G265410, Ag005G430630
OG0000244	XP_013593118.1, XP_013611429.1	Ag006G567480
OG0000244	XP_013607002.1	Ag002G138420, Ag002G137630
OG0000244	XP_013626139.1	Ag002G137640, Ag002G138410
OG0000246	XP_013632421.1, XP_013615528.1	Ag003G287650
OG0000248	XP_013617487.1	Ag002G142990
OG0000248	XP_013624066.1, XP_013624067.1	Ag002G142870, Ag002G142960, Ag002G142950, Ag002G142860
OG0000248	XP_013620094.1	Ag004G367480
OG0000248	XP_013601679.1	Ag001G081600
OG0000249	XP_013631294.1, XP_013631718.1	Ag002G168370
OG0000249	XP_013636148.1, XP_013636145.1, XP_013623426.1	Ag002G168420, Ag002G179380
OG0000249	XP_013634409.1	Ag002G168350
OG0000249	XP_013632346.1, XP_013634416.1	Ag002G168380
OG0000249	XP_013602866.1	Ag001G071720
OG0000250	XP_013589630.1, XP_013589631.1, XP_013617187.1	Ag003G292650
OG0000250	XP_013620054.1, XP_013597084.1	Ag003G295650, Ag003G295660, Ag003G295670
OG0000251	XP_013583448.1	Ag005G466710
OG0000252	XP_013623889.1	Ag006G494390, Ag006G494400, Ag004G392350, Ag004G387020, Ag006G494470, Ag006G494420, Ag006G494490, Ag006G494510
OG0000252	XP_013590850.1	Ag002G201630, Ag002G201600
OG0000252	XP_013601559.1	Ag006G494350, Ag006G494360, Ag006G494380, Ag006G494310, Ag006G494330, Ag006G493940, Ag006G493990, Ag002G166430, Ag006G493980, Ag006G494000, Ag003G272030, Ag006G493970, Ag006G493890, Ag006G493910, Ag006G493930, Ag006G493870, Ag006G493900, Ag002G186120, Ag002G186270, Ag002G186250, Ag002G186210, Ag002G186260, Ag002G186220, Ag002G186130, Ag002G186150, Ag002G186160, Ag002G186240, Ag006G493920, Ag006G494320, Ag006G494300
OG0000254	XP_013632446.1	Ag002G185440, Ag002G185420, Ag002G185620, Ag002G185570, Ag002G185580
OG0000256	XP_013627237.1, XP_013626278.1	Ag002G187030, Ag002G187040, Ag002G187060, Ag002G187050, Ag008G691560
OG0000257	XP_013624155.1	Ag001G081770, Ag001G081780
OG0000257	XP_013607543.1	Ag003G293310, Ag003G293320, Ag005G475480, Ag005G476080, Ag005G425180, Ag005G475490, Ag005G476060, Ag005G476070, Ag005G475200
OG0000258	XP_013614897.1	Ag002G175550
OG0000258	XP_013627194.1	Ag008G702170
OG0000258	XP_013618605.1	Ag004G336180
OG0000260	XP_013632872.1, XP_013632871.1	Ag001G003770
OG0000264	XP_013610658.1, XP_013610574.1, XP_013627706.1	Ag002G129660
OG0000264	XP_013607462.1	Ag007G599430
OG0000265	XP_013588953.1	Ag003G229640, Ag002G180170
OG0000266	XP_013617645.1, XP_013617121.1	Ag001G078180, Ag001G077260
OG0000268	XP_013597635.1, XP_013607868.1	Ag008G659990
OG0000268	XP_013601825.1, XP_013584341.1	Ag004G321080, Ag004G321070, Ag004G321060, Ag007G616940
OG0000268	XP_013609173.1	Ag006G492050
OG0000268	XP_013603280.1, XP_013637011.1	Ag001G074460
OG0000269	XP_013624620.1	Ag002G157110
OG0000271	XP_013611497.1	Ag001G022460, Ag001G022490
OG0000271	XP_013628835.1	Ag004G382710
OG0000273	XP_013589028.1	Ag003G275520
OG0000273	XP_013603699.1, XP_013603489.1	Ag004G312170
OG0000274	XP_013625891.1	Ag001G037550, Ag008G709540, Ag008G709790
OG0000274	XP_013634861.1, XP_013637340.1, XP_013637342.1	Ag007G593920, Ag007G593930, Ag007G593900
OG0000275	XP_013584959.1, XP_013584919.1, XP_013584886.1, XP_013584707.1, XP_013584917.1, XP_013584915.1, XP_013626949.1	Ag005G440140, Ag005G440210, Ag005G440200
OG0000276	XP_013595085.1	Ag006G560370
OG0000276	XP_013621481.1, XP_013619332.1, XP_013599132.1	Ag006G560510, Ag006G560400
OG0000276	XP_013586113.1	Ag006G560660
OG0000276	XP_013592005.1	Ag006G560650
OG0000281	XP_013607734.1	Ag007G614650
OG0000281	XP_013588149.1	Ag001G016930, Ag001G016850
OG0000282	XP_013610418.1	Ag007G599660
OG0000283	XP_013619016.1, XP_013595257.1	Ag007G587950
OG0000284	XP_013619903.1, XP_013597142.1	Ag001G030880, Ag001G029500, Ag007G629010
OG0000285	XP_013632888.1, XP_013616734.1, XP_013595226.1	Ag007G645850, Ag005G415910
OG0000286	XP_013627602.1, XP_013627484.1	Ag004G311120, Ag004G311180, Ag002G169720, Ag005G413850, Ag004G367060, Ag006G550120, Ag006G541770, Ag003G254170, Ag003G265930, Ag006G506430, Ag004G381260, Ag002G169570, Ag002G162620, Ag002G131130, Ag002G114870, Ag001G043760, Ag001G031000, Ag002G176140, Ag006G566470, Ag006G566360, Ag006G566350
OG0000286	XP_013610430.1	Ag008G734600
OG0000287	XP_013591874.1	Ag003G212560
OG0000287	XP_013630581.1	Ag005G442830, Ag005G444040
OG0000288	XP_013614925.1, XP_013629132.1, XP_013624164.1	Ag005G478600
OG0000288	XP_013610372.1	Ag003G214960, Ag005G478520, Ag005G476300, Ag003G214920, Ag003G214930, Ag003G214970, Ag005G479220
OG0000290	XP_013583243.1, XP_013592561.1, XP_013624242.1	Ag005G447400, Ag001G064900, Ag005G450080, Ag005G453470, Ag005G453460
OG0000290	XP_013613614.1	Ag008G713350, Ag008G713310
OG0000294	XP_013613847.1, XP_013629139.1	Ag005G458030
OG0000294	XP_013630077.1	Ag002G169270
OG0000294	XP_013637320.1	Ag002G204660
OG0000294	XP_013629475.1, XP_013611648.1	Ag006G513280
OG0000295	XP_013628845.1, XP_013628842.1, XP_013628844.1, XP_013628846.1, XP_013637964.1	Ag005G465230, Ag005G465240, Ag005G465360, Ag005G465330, Ag005G465270, Ag005G465260
OG0000297	XP_013635683.1, XP_013635570.1	Ag007G595310
OG0000297	XP_013619937.1, XP_013619932.1, XP_013621272.1, XP_013610714.1	Ag008G711840, Ag008G711790, Ag001G072030, Ag007G611180, Ag003G272910, Ag005G402300, Ag005G402290, Ag008G711950, Ag004G378870, Ag008G711910, Ag008G711870, Ag008G711810, Ag008G711970
OG0000297	XP_013639809.1, XP_013632661.1	Ag005G448670
OG0000298	XP_013624421.1	Ag006G507510, Ag006G507440, Ag003G286500, Ag003G286510, Ag007G639970
OG0000299	XP_013603401.1	Ag003G213780, Ag003G220100, Ag003G213850, Ag003G213810, Ag003G212830, Ag003G213770, Ag003G220090
OG0000299	XP_013623753.1	Ag006G499850
OG0000300	XP_013630824.1	Ag003G259820
OG0000300	XP_013626958.1, XP_013615102.1	Ag002G137460, Ag002G140980
OG0000301	XP_013629230.1, XP_013639635.1, XP_013632585.1, XP_013639156.1, XP_013614113.1, XP_013594550.1, XP_013594818.1	Ag002G147210, Ag008G664500, Ag007G613760, Ag007G635580, Ag007G584880, Ag005G446360, Ag003G248110, Ag004G361030, Ag004G354370, Ag006G541230, Ag001G058420, Ag004G374750, Ag007G610080, Ag007G607650
OG0000303	XP_013599498.1	Ag003G271760, Ag006G557400
OG0000303	XP_013584767.1, XP_013610588.1, XP_013630833.1, XP_013600495.1, XP_013609342.1	Ag001G067100
