Orthogroup	Brassica_oleracea	Odontarrhena_muralis
OG0000119	XP_013617082.1, XP_013633329.1	Om008G350770, Om005G228020, Om003G109440, Om006G251230, Om001G019890, Om002G078050, Om003G114030, Om001G022840, Om005G223060, Om007G309980
OG0000119	XP_013607562.1, XP_013639173.1	Om004G164230, Om005G214120, Om005G222850
OG0000119	XP_013612859.1	Om004G167610, Om008G327080, Om056G377050, Om007G284890, Om002G047880, Om002G045610, Om008G336570, Om004G165930, Om006G268600, Om006G246170, Om005G185730
OG0000120	XP_013610889.1, XP_013607713.1	Om005G221860
OG0000120	XP_013601021.1, XP_013601023.1, XP_013588993.1, XP_013588958.1, XP_013588961.1	Om004G161410, Om004G161280, Om002G075940, Om007G301890, Om001G024520
OG0000120	XP_013608535.1	Om007G296760, Om007G296900
OG0000122	XP_013623863.1	Om004G163000
OG0000122	XP_013627609.1, XP_013627567.1, XP_013623864.1	Om003G118720
OG0000123	XP_013590873.1, XP_013602583.1, XP_013590640.1	Om005G193560, Om005G193450, Om005G193620, Om005G193610, Om005G193590
OG0000125	XP_013605053.1, XP_013636203.1	Om006G254380
OG0000125	XP_013625682.1, XP_013606602.1	Om006G244360
OG0000125	XP_013606787.1	Om006G245540
OG0000125	XP_013631988.1, XP_013622502.1, XP_013631825.1	Om007G283300
OG0000126	XP_013601019.1, XP_013613934.1, XP_013633096.1, XP_013617967.1	Om006G262390, Om004G151250
OG0000127	XP_013634983.1	Om004G176290
OG0000127	XP_013610892.1	Om004G176360
OG0000127	XP_013610053.1	Om004G176280
OG0000127	XP_013595164.1, XP_013639264.1	Om005G189960
OG0000128	XP_013615506.1	Om001G015270
OG0000128	XP_013624777.1	Om004G154610
OG0000128	XP_013615106.1	Om004G150710
OG0000128	XP_013632707.1	Om005G217280
OG0000133	XP_013639545.1, XP_013632529.1	Om008G345870, Om008G349240
OG0000133	XP_013626943.1	Om007G315880
OG0000135	XP_013617212.1	Om002G054930
OG0000135	XP_013608253.1	Om005G226530
OG0000137	XP_013615026.1	Om006G258530
OG0000138	XP_013634796.1	Om006G251190, Om006G251180
OG0000138	XP_013607487.1	Om001G037700
OG0000138	XP_013590166.1, XP_013616591.1, XP_013592198.1, XP_013590454.1	Om005G207670, Om005G207700
OG0000138	XP_013615083.1	Om001G026370
OG0000140	XP_013618771.1	Om006G258900, Om006G244250, Om001G032190, Om006G246600
OG0000140	XP_013620395.1, XP_013620391.1, XP_013618644.1, XP_013620392.1, XP_013620394.1	Om006G247230, Om006G247200
OG0000140	XP_013609630.1	Om006G246640
OG0000140	XP_013624661.1	Om006G266710
OG0000142	XP_013634161.1	Om007G282770
OG0000142	XP_013622088.1	Om007G282780
OG0000144	XP_013591119.1	Om006G263840, Om005G217250, Om007G314120
OG0000144	XP_013597156.1	Om002G077770, Om003G104710
OG0000144	XP_013635059.1	Om007G317180
OG0000146	XP_013627427.1, XP_013619494.1	Om003G117410
OG0000146	XP_013608191.1	Om003G117350
OG0000146	XP_013618766.1, XP_013610172.1, XP_013610274.1	Om003G117400, Om003G117360
OG0000147	XP_013597841.1, XP_013611416.1	Om002G086500
OG0000147	XP_013620594.1	Om007G285990, Om006G249440
OG0000147	XP_013588689.1	Om004G130850
OG0000147	XP_013622891.1	Om006G268290
OG0000147	XP_013623185.1	Om002G078960
OG0000149	XP_013620732.1, XP_013623837.1	Om006G245860
OG0000149	XP_013628384.1, XP_013628382.1	Om006G245850
OG0000149	XP_013615353.1	Om006G256850
OG0000150	XP_013619977.1, XP_013617470.1	Om008G323560
OG0000150	XP_013617735.1	Om005G201710
OG0000151	XP_013613316.1	Om003G114720
OG0000151	XP_013639325.1, XP_013600456.1	Om001G021860
OG0000151	XP_013622635.1, XP_013617767.1, XP_013638468.1	Om002G051120
OG0000151	XP_013625767.1, XP_013599341.1	Om002G082850
OG0000151	XP_013621604.1, XP_013606619.1, XP_013622226.1	Om003G118410
OG0000151	XP_013608966.1	Om005G227900
OG0000154	XP_013603183.1, XP_013586550.1	Om005G196960
OG0000154	XP_013611399.1	Om002G056330
OG0000154	XP_013610944.1, XP_013632476.1, XP_013623865.1	Om004G147280
OG0000154	XP_013586681.1, XP_013628594.1	Om004G175620
OG0000154	XP_013610798.1, XP_013636193.1	Om004G175630
OG0000155	XP_013604992.1, XP_013598493.1	Om001G020030
OG0000155	XP_013595378.1	Om001G007090
OG0000155	XP_013631137.1, XP_013629080.1, XP_013591327.1, XP_013591329.1, XP_013598049.1	Om001G007100
OG0000155	XP_013628486.1	Om002G055620
OG0000156	XP_013594236.1, XP_013635050.1	Om008G322060
OG0000156	XP_013635992.1	Om004G146270, Om008G321930, Om001G022080, Om008G321920, Om008G322040, Om008G322020
OG0000157	XP_013615575.1	Om008G326040, Om008G355750
OG0000161	XP_013618060.1, XP_013620235.1	Om006G236100, Om006G236170
OG0000161	XP_013617087.1	Om007G278440
OG0000161	XP_013584094.1	Om004G167210, Om006G249300
OG0000162	XP_013636352.1	Om003G125340, Om003G125230, Om003G125290, Om007G315000
OG0000162	XP_013603186.1	Om003G125390
OG0000162	XP_013589389.1	Om003G125170
OG0000162	XP_013632427.1	Om008G322780, Om008G322790
OG0000164	XP_013596962.1	Om001G024320
OG0000164	XP_013627649.1, XP_013624778.1, XP_013608536.1, XP_013608530.1, XP_013608532.1, XP_013627934.1, XP_013593112.1	Om001G039840
OG0000164	XP_013627922.1	Om001G039830
OG0000165	XP_013632544.1, XP_013634863.1, XP_013632582.1, XP_013614460.1	Om005G200180, Om007G315340
OG0000165	XP_013624270.1, XP_013633228.1	Om006G266420
OG0000166	XP_013624665.1	Om002G081230
OG0000166	XP_013583472.1, XP_013624660.1	Om001G033710
OG0000167	XP_013597471.1	Om001G004410
OG0000167	XP_013591070.1	Om001G004360
OG0000167	XP_013624840.1	Om001G004400, Om001G004440
OG0000167	XP_013614095.1	Om001G004340
OG0000168	XP_013601482.1, XP_013624671.1, XP_013613644.1	Om001G041790
OG0000171	XP_013606379.1	Om005G189280
OG0000171	XP_013591469.1, XP_013598255.1, XP_013615623.1, XP_013638007.1	Om005G207720
OG0000171	XP_013606531.1	Om007G301020
OG0000172	XP_013627674.1	Om003G123000
OG0000174	XP_013632966.1, XP_013639350.1, XP_013628317.1, XP_013613857.1, XP_013633174.1, XP_013614970.1, XP_013615628.1, XP_013594966.1, XP_013632040.1, XP_013639489.1, XP_013624703.1, XP_013632910.1, XP_013608335.1, XP_013632486.1, XP_013624014.1, XP_013633240.1, XP_013614762.1, XP_013633176.1, XP_013617509.1, XP_013628376.1, XP_013615485.1, XP_013617782.1, XP_013613471.1, XP_013617851.1	Om003G109150
OG0000175	XP_013584461.1, XP_013594142.1, XP_013604425.1	Om002G084540
OG0000175	XP_013598034.1, XP_013584411.1	Om001G035510
OG0000175	XP_013602023.1	Om005G202200
OG0000175	XP_013611367.1	Om002G082840
OG0000176	XP_013595924.1	Om008G352670, Om008G352700, Om008G352660, Om008G352690, Om007G291500
OG0000177	XP_013639580.1, XP_013624150.1, XP_013607557.1, XP_013583321.1, XP_013594457.1, XP_013614953.1, XP_013589674.1, XP_013607641.1, XP_013589331.1	Om004G151970
OG0000180	XP_013615731.1, XP_013634820.1	Om008G336650
OG0000184	XP_013589203.1, XP_013615555.1, XP_013607625.1, XP_013616898.1, XP_013607725.1, XP_013624805.1, XP_013639742.1, XP_013632191.1, XP_013607908.1, XP_013601719.1, XP_013632975.1, XP_013615595.1, XP_013594324.1, XP_013624323.1, XP_013624678.1, XP_013589313.1, XP_013617472.1, XP_013633123.1, XP_013601633.1, XP_013624833.1	Om006G270790
OG0000185	XP_013632059.1, XP_013632542.1, XP_013617175.1, XP_013625901.1, XP_013607651.1, XP_013632418.1, XP_013601664.1, XP_013633197.1	Om001G041450, Om008G356330, Om008G319330
OG0000185	XP_013626157.1, XP_013607733.1	Om008G337930
OG0000186	XP_013617859.1, XP_013617857.1	Om004G150540, Om005G218260
OG0000187	XP_013598969.1, XP_013623119.1	Om001G028260, Om001G028280
OG0000187	XP_013624170.1, XP_013583413.1, XP_013584438.1	Om002G054350
OG0000188	XP_013639606.1	Om002G075380
OG0000189	XP_013639134.1, XP_013594296.1, XP_013638871.1, XP_013597272.1, XP_013639133.1, XP_013600811.1, XP_013617123.1	Om001G037310
OG0000189	XP_013608204.1, XP_013612750.1	Om001G038960
OG0000190	XP_013606260.1, XP_013606263.1	Om008G353940
OG0000190	XP_013624075.1	Om008G355670
OG0000191	XP_013632995.1	Om005G197140
OG0000192	XP_013638957.1	Om005G203480
OG0000192	XP_013594710.1	Om005G203440
OG0000192	XP_013593246.1	Om005G203400
OG0000193	XP_013594699.1, XP_013585251.1, XP_013623345.1	Om002G071740, Om002G071690
OG0000193	XP_013624265.1	Om005G206290
OG0000195	XP_013599699.1	Om008G328660
OG0000195	XP_013637527.1	Om003G119760
OG0000195	XP_013591852.1, XP_013631163.1	Om007G285150
OG0000196	XP_013595737.1	Om005G185020
OG0000196	XP_013639466.1	Om007G289440
OG0000197	XP_013614338.1	Om004G163020
OG0000200	XP_013639107.1	Om005G182720
OG0000202	XP_013628108.1	Om002G064090
OG0000202	XP_013589655.1, XP_013639719.1	Om020G374490, Om011G365230
OG0000203	XP_013594335.1, XP_013635235.1, XP_013584998.1, XP_013615621.1, XP_013639409.1, XP_013592108.1, XP_013610533.1	Om003G095370, Om002G055150
OG0000203	XP_013610704.1	Om002G046450, Om002G046460
OG0000204	XP_013597315.1	Om004G171440
OG0000204	XP_013627485.1	Om002G070990
OG0000207	XP_013617344.1	Om004G132790
OG0000207	XP_013602994.1	Om005G197960, Om005G197970
OG0000209	XP_013607661.1, XP_013599293.1	Om005G228080
OG0000210	XP_013622310.1	Om007G278560
OG0000213	XP_013589963.1, XP_013591638.1, XP_013591683.1	Om004G141230, Om005G208800
OG0000213	XP_013587607.1	Om002G053370
OG0000213	XP_013634984.1, XP_013637045.1, XP_013604409.1, XP_013630249.1	Om001G036460, Om001G036440, Om001G036450
OG0000214	XP_013614654.1, XP_013623755.1, XP_013623785.1	Om007G281030
OG0000214	XP_013610986.1	Om004G145430, Om004G136700, Om004G136680, Om004G145470
OG0000215	XP_013639127.1, XP_013583308.1, XP_013594599.1, XP_013624356.1, XP_013615107.1, XP_013594523.1, XP_013623839.1, XP_013617613.1, XP_013617953.1, XP_013601214.1, XP_013617026.1, XP_013639456.1, XP_013624246.1, XP_013615161.1, XP_013593122.1, XP_013639800.1	Om003G099020
OG0000216	XP_013627856.1, XP_013603933.1	Om001G007580
OG0000216	XP_013606736.1	Om001G008700
OG0000217	XP_013606916.1	Om001G001730
OG0000218	XP_013601824.1	Om005G195550
OG0000218	XP_013596521.1	Om001G010890, Om001G010900, Om001G010920
OG0000218	XP_013593772.1	Om004G138180
OG0000218	XP_013616568.1	Om006G241660
OG0000219	XP_013624366.1	Om005G213260
OG0000219	XP_013633313.1	Om007G282230
OG0000221	XP_013617136.1, XP_013638242.1, XP_013638238.1	Om002G088910
OG0000224	XP_013618014.1, XP_013615523.1, XP_013590551.1, XP_013616477.1, XP_013618016.1, XP_013593879.1, XP_013593877.1	Om004G134640, Om004G134630
OG0000224	XP_013613905.1	Om005G225780
OG0000225	XP_013587120.1	Om007G289790
OG0000225	XP_013626468.1, XP_013584622.1	Om007G289830, Om007G289770
OG0000226	XP_013597874.1, XP_013597872.1	Om003G089750
OG0000226	XP_013628011.1, XP_013595927.1	Om002G080610
OG0000228	XP_013590268.1	Om005G207070
OG0000230	XP_013616704.1	Om004G137280, Om004G137390, Om004G137300, Om004G137400
OG0000231	XP_013629410.1, XP_013589249.1, XP_013614382.1, XP_013613717.1	Om006G259610
OG0000233	XP_013617515.1	Om002G075710
OG0000233	XP_013639250.1, XP_013614648.1	Om002G075720, Om001G016050
OG0000234	XP_013634847.1, XP_013604669.1, XP_013588671.1	Om006G252380
OG0000234	XP_013635814.1	Om006G252400
OG0000234	XP_013635718.1	Om006G252410
OG0000234	XP_013636124.1	Om008G332130
OG0000234	XP_013611475.1	Om004G161230
OG0000237	XP_013594372.1, XP_013613872.1, XP_013588940.1	Om008G343820, Om007G307970
OG0000237	XP_013594728.1, XP_013633112.1, XP_013633483.1, XP_013624613.1, XP_013614867.1, XP_013608463.1	Om005G218340
OG0000240	XP_013608273.1, XP_013610789.1	Om008G346090
OG0000240	XP_013639519.1	Om008G346080
OG0000242	XP_013610262.1, XP_013596468.1	Om002G081640
OG0000242	XP_013584929.1, XP_013600895.1, XP_013603142.1	Om005G193910
OG0000242	XP_013603225.1, XP_013601473.1, XP_013603505.1	Om005G194120
OG0000242	XP_013584474.1	Om005G193920, Om005G193930
OG0000243	XP_013629422.1, XP_013588949.1	Om004G152860
OG0000243	XP_013639651.1, XP_013617676.1, XP_013594647.1	Om007G301280, Om004G138340, Om009G363270, Om005G216250, Om003G110640, Om009G363750, Om003G117260, Om007G302560
OG0000244	XP_013593118.1, XP_013611429.1	Om001G008070
OG0000244	XP_013607002.1	Om008G354340
OG0000244	XP_013626139.1	Om008G354350, Om003G110630
OG0000246	XP_013632421.1, XP_013615528.1	Om002G071710
OG0000248	XP_013617487.1	Om008G353070
OG0000248	XP_013620094.1	Om011G365210, Om020G374470
OG0000248	XP_013601679.1	Om003G118130, Om003G119420
OG0000249	XP_013631294.1, XP_013631718.1	Om008G336610
OG0000249	XP_013636148.1, XP_013636145.1, XP_013623426.1	Om008G336590, Om008G336600
OG0000249	XP_013634409.1	Om008G336640
OG0000249	XP_013602866.1	Om006G255030
OG0000250	XP_013617187.1	Om005G208240, Om005G208260, Om005G208250
OG0000250	XP_013620054.1, XP_013597084.1	Om001G040910
OG0000250	XP_013589629.1	Om005G208360
OG0000252	XP_013623889.1	Om004G174910, Om008G334450, Om004G174900, Om004G174890, Om008G334440, Om004G174880
OG0000252	XP_013601559.1	Om008G334420, Om008G334430, Om003G122070, Om004G175220
OG0000253	XP_013617604.1, XP_013614060.1, XP_013632510.1, XP_013594470.1, XP_013624384.1, XP_013614083.1, XP_013589075.1, XP_013614058.1, XP_013624307.1, XP_013639165.1, XP_013624571.1, XP_013607914.1, XP_013613702.1, XP_013639414.1, XP_013624710.1, XP_013630991.1, XP_013639197.1, XP_013639389.1, XP_013617507.1, XP_013624819.1, XP_013615471.1, XP_013601593.1, XP_013607656.1, XP_013615252.1, XP_013583299.1	Om004G150660
OG0000254	XP_013613953.1	Om002G064970
OG0000254	XP_013632446.1	Om008G330360, Om008G330440, Om008G330320, Om004G175010
OG0000256	XP_013627237.1, XP_013626278.1	Om008G329670
OG0000256	XP_013636622.1	Om008G330290
OG0000256	XP_013632374.1	Om008G329810
OG0000257	XP_013607544.1	Om006G235420
OG0000257	XP_013607543.1	Om001G039600, Om002G053540
OG0000258	XP_013614897.1	Om008G334140
OG0000258	XP_013599392.1	Om005G225740
OG0000258	XP_013618605.1	Om006G272550
OG0000259	XP_013624089.1	Om002G075030
OG0000259	XP_013608308.1, XP_013614002.1, XP_013617677.1, XP_013624845.1, XP_013639735.1	Om002G075040
OG0000260	XP_013632872.1, XP_013632871.1	Om003G091520, Om008G322390
OG0000264	XP_013610658.1, XP_013610574.1, XP_013627706.1	Om008G355250
OG0000264	XP_013607462.1	Om004G160560, Om004G160570, Om004G160550
OG0000265	XP_013632826.1	Om007G304710, Om007G298190
OG0000265	XP_013588953.1	Om005G198690
OG0000266	XP_013617645.1, XP_013617121.1	Om003G128150
OG0000268	XP_013597635.1, XP_013607868.1	Om006G274870
OG0000268	XP_013601825.1, XP_013584341.1	Om005G194850
OG0000268	XP_013606281.1	Om001G008530
OG0000268	XP_013609173.1	Om004G176390
OG0000268	XP_013603280.1, XP_013637011.1	Om006G253920
OG0000272	XP_013589010.1, XP_013628540.1	Om006G266430
OG0000272	XP_013639223.1, XP_013583378.1, XP_013601726.1, XP_013624932.1, XP_013617210.1, XP_013615529.1, XP_013615426.1, XP_013615318.1, XP_013589300.1, XP_013583257.1, XP_013617020.1, XP_013615240.1	Om007G315350
OG0000273	XP_013589028.1	Om001G031160, Om001G031140
OG0000274	XP_013625891.1	Om006G245790
OG0000274	XP_013629589.1	Om008G354900
OG0000274	XP_013634861.1, XP_013637340.1, XP_013637342.1	Om007G282440
OG0000275	XP_013584959.1, XP_013584919.1, XP_013584886.1, XP_013584707.1, XP_013584917.1, XP_013584915.1, XP_013626949.1	Om002G070100, Om002G070080, Om002G070090
OG0000276	XP_013621481.1, XP_013619332.1, XP_013599132.1	Om001G005630
OG0000276	XP_013586113.1	Om001G005730
OG0000276	XP_013592005.1	Om008G337860
OG0000279	XP_013634550.1, XP_013617248.1	Om007G304320
OG0000279	XP_013583357.1, XP_013624656.1, XP_013607753.1	Om004G168600
OG0000279	XP_013624318.1	Om008G348600
OG0000279	XP_013639768.1	Om004G152920, Om004G168610, Om003G109450
OG0000281	XP_013588149.1	Om003G097620
OG0000281	XP_013610490.1, XP_013609278.1, XP_013609201.1, XP_013616884.1	Om001G006530, Om007G317580, Om007G317540, Om001G006540
OG0000282	XP_013610081.1	Om004G168700
OG0000282	XP_013610418.1	Om004G168690
OG0000282	XP_013626870.1, XP_013627166.1, XP_013616049.1, XP_013619195.1	Om004G168680
OG0000283	XP_013619016.1, XP_013595257.1	Om007G278090
OG0000284	XP_013619903.1, XP_013597142.1	Om007G294370, Om002G074370, Om003G113380
OG0000284	XP_013584995.1, XP_013610078.1	Om008G355920, Om008G362090, Om006G261130, Om008G355220, Om008G362100
OG0000285	XP_013583293.1, XP_013603973.1, XP_013615035.1	Om004G149320, Om008G344410, Om004G173280, Om005G218700, Om080G377260, Om003G112740, Om001G015960
OG0000285	XP_013616734.1, XP_013595226.1	Om009G363400
OG0000286	XP_013627602.1, XP_013627484.1	Om001G007790
OG0000287	XP_013591874.1	Om002G071390
OG0000287	XP_013630581.1	Om002G068990, Om002G068980
OG0000288	XP_013610372.1	Om004G133570, Om004G133540, Om004G133530, Om004G133860, Om004G133800, Om004G133790, Om004G133550, Om004G133520, Om004G133810, Om004G133560, Om004G134190, Om002G050850, Om002G050600
OG0000290	XP_013583243.1, XP_013592561.1, XP_013624242.1	Om002G065710
OG0000290	XP_013613614.1	Om005G197460, Om006G231890, Om006G251270, Om006G250320
OG0000294	XP_013613847.1, XP_013629139.1	Om002G064000
OG0000294	XP_013630077.1	Om008G336510
OG0000294	XP_013637320.1	Om008G319990
OG0000294	XP_013629475.1, XP_013611648.1	Om004G159000
OG0000295	XP_013614343.1	Om008G352500, Om008G352470, Om008G352530, Om008G352440
OG0000295	XP_013628845.1, XP_013628842.1, XP_013628844.1, XP_013628846.1, XP_013637964.1	Om002G059690
OG0000297	XP_013619937.1, XP_013619932.1, XP_013621272.1, XP_013610714.1	Om006G242900, Om006G244950
OG0000297	XP_013639809.1, XP_013632661.1	Om002G067110
OG0000298	XP_013624421.1	Om001G004610, Om001G004600, Om007G317110
OG0000299	XP_013603401.1	Om001G011700
OG0000300	XP_013630824.1	Om001G025290
OG0000300	XP_013626958.1, XP_013615102.1	Om008G353600
OG0000301	XP_013629230.1, XP_013639635.1, XP_013632585.1, XP_013639156.1, XP_013614113.1, XP_013594550.1, XP_013594818.1	Om006G257000, Om018G373790, Om003G123180, Om008G342680, Om001G016630, Om008G353760, Om001G019630, Om003G108890
OG0000303	XP_013584767.1, XP_013610588.1, XP_013630833.1, XP_013600495.1, XP_013609342.1	Om007G284150
OG0000304	XP_013593806.1	Om008G357290
OG0000304	XP_013613451.1	Om008G357250, Om008G357240
OG0000308	XP_013601504.1, XP_013601503.1, XP_013605611.1	Om007G306690, Om008G350290
OG0000308	XP_013600888.1	Om005G198900
OG0000308	XP_013615568.1	Om002G085330, Om002G085350
OG0000310	XP_013610830.1, XP_013628418.1, XP_013616929.1, XP_013613287.1	Om006G245320, Om003G096540
OG0000311	XP_013606449.1, XP_013614286.1	Om007G298120
OG0000311	XP_013590383.1	Om003G099520
OG0000311	XP_013636878.1, XP_013587377.1, XP_013622724.1	Om002G064550
OG0000311	XP_013621636.1	Om005G213850
OG0000312	XP_013633534.1, XP_013614156.1	Om004G144160
OG0000313	XP_013597168.1	Om001G005460
OG0000314	XP_013638562.1, XP_013605539.1, XP_013603309.1	Om005G181880
OG0000314	XP_013634837.1, XP_013627258.1, XP_013634788.1	Om005G181890, Om007G279120
OG0000314	XP_013634895.1	Om005G210380
OG0000315	XP_013624737.1, XP_013608103.1, XP_013601227.1, XP_013617988.1, XP_013632479.1, XP_013632988.1, XP_013594597.1, XP_013590914.1, XP_013589350.1	Om001G014100
OG0000316	XP_013617644.1, XP_013613593.1, XP_013613595.1, XP_013632686.1	Om008G355740, Om008G329420
OG0000316	XP_013633435.1	Om008G329490
OG0000319	XP_013604074.1, XP_013586115.1, XP_013636551.1, XP_013628786.1, XP_013620255.1, XP_013620256.1, XP_013611417.1	Om005G185820, Om006G245010
OG0000320	XP_013633075.1, XP_013594982.1, XP_013624296.1, XP_013613450.1, XP_013608034.1	Om007G304720, Om007G305380
OG0000320	XP_013632668.1	Om001G017140, Om003G107640, Om003G102020, Om003G105390
OG0000321	XP_013624691.1	Om003G119980
OG0000321	XP_013631768.1, XP_013628027.1	Om008G337250, Om004G152510, Om004G166140, Om008G337290, Om008G337300, Om008G337280, Om008G337270
OG0000322	XP_013591147.1	Om004G133260
OG0000322	XP_013596992.1	Om005G198270
OG0000322	XP_013633430.1, XP_013627590.1, XP_013591032.1, XP_013627611.1, XP_013627424.1	Om008G333060, Om008G330110, Om008G330430
OG0000323	XP_013614781.1	Om003G115780
OG0000323	XP_013597076.1, XP_013596584.1, XP_013600866.1, XP_013596204.1, XP_013639774.1	Om001G021170
OG0000327	XP_013601648.1, XP_013587907.1, XP_013636627.1, XP_013633031.1, XP_013635126.1	Om006G251140, Om006G251150, Om006G253090
OG0000328	XP_013605281.1, XP_013605279.1	Om003G102580
OG0000328	XP_013610362.1, XP_013610358.1	Om001G030480, Om005G213750, Om001G030460, Om001G030490
OG0000329	XP_013603566.1, XP_013602649.1, XP_013602650.1, XP_013635214.1, XP_013635448.1, XP_013610690.1	Om008G342480, Om008G342550, Om008G323100
