"Cardamine_amara"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"evm.model.RL_1.107"	"AT3G01170.1"	"AT3G01170.1"	"AT3G01170.1"	"N0.HOG0022128"	"AT3G01170.1"	"OG0015558"	"AT3G01170.1"	"AT3G01170.1"	232	215	99	96	223	84.753	353	"AT3G01170.1"	86.207	232	14	5	1	231	1	215	5.22e-139	388	99	232	215
"evm.model.RL_1.1070"	"AT3G11640.1"	"AT3G11640.1"	"AT3G11640.1"	"N0.HOG0023163"	"AT3G11640.1"	"OG0016571"	"AT3G11640.1"	"AT3G11640.1"	177	186	97	100	189	71.429	172	"AT3G11640.1"	71.429	189	34	5	1	172	1	186	6.98e-62	189	97	177	186
"evm.model.RL_1.1071"	"AT3G11650.1"	"AT3G11650.1"	"AT3G11650.1"	"N0.HOG0012645"	"AT3G11650.1"	"OG0006660"	"AT3G11650.1"	"AT3G11650.1"	243	240	99	100	241	88.382	413	"AT3G11650.1"	88.382	241	27	1	1	241	1	240	3.61e-161	445	99	243	240
"evm.model.RL_1.1072"	"AT3G11660.1"	"AT3G11660.1"	"AT3G11660.1"	"N0.HOG0007710"	"AT3G11660.1"	"OG0002910"	"AT3G11660.1, AT5G05657.1, AT5G06330.1"	"AT3G11660.1"	210	209	99	100	209	88.517	346	"AT3G11660.1"	88.517	209	24	0	1	209	1	209	1.45e-138	385	99	210	209
"evm.model.RL_1.1073"	"AT3G11670.1"	"AT3G11670.1"	"AT3G11670.1"	"N0.HOG0018138"	"AT3G11670.1"	"OG0011735"	"AT3G11670.1"	"AT3G11670.1"	811	808	99	100	810	94.815	1521	"AT3G11670.1"	94.815	810	40	1	1	810	1	808	0	1541	99	811	808
"evm.model.RL_1.1074"	"AT5G56440.1"	"AT5G56440.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G56440.1"	44.521	438	213	11	1	417	1	429	4.72e-93	286	99	421	430
"evm.model.RL_1.1075"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G06600.1"	38.149	443	167	16	12	351	190	628	2.29e-68	235	77	439	1116
"evm.model.RL_1.1076"	"AT3G11680.2"	"AT3G11680.2"	"AT3G11680.2"	"N0.HOG0010990"	"AT3G11680.2"	"OG0005242"	"AT3G11680.2"	"AT3G11680.2"	410	490	99	84	415	85.783	698	"AT3G11680.2"	85.783	415	51	4	1	409	78	490	0	698	99	410	490
"evm.model.RL_1.1077"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G43970.1"	32.222	90	54	2	135	219	84	171	0.02	36.6	17	508	239
"evm.model.RL_1.1078"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	38.574	477	288	2	1098	1569	77	553	3.05e-106	364	29	1613	1043
"evm.model.RL_1.1079"	"AT3G11680.2"	"AT3G11680.2"	"AT3G11680.2"	NA	NA	"OG0005242"	"AT3G11680.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G11680.2"	79.688	64	13	0	1	64	3	66	1.79e-29	109	54	118	490
"evm.model.RL_1.108"	"AT3G01160.1"	"AT3G01160.1"	"AT3G01160.1"	"N0.HOG0014021"	"AT3G01160.1"	"OG0007917"	"AT3G01160.1"	"AT3G01160.1"	711	713	98	99	712	72.612	840	"AT3G01160.1"	73.109	714	167	10	1	700	1	703	0	898	98	711	713
"evm.model.RL_1.1080"	"AT3G11690.1"	"AT3G11690.1"	"AT3G11690.1"	"N0.HOG0013634"	"AT3G11690.1"	"OG0007560"	"AT3G11690.1"	"AT3G11690.1"	251	252	90	90	226	86.726	312	"AT3G11690.1"	86.726	226	29	1	1	225	1	226	2.98e-113	325	90	251	252
"evm.model.RL_1.1081"	"AT3G11700.1"	"AT3G11700.1"	"AT3G11700.1"	"N0.HOG0004674"	"AT3G11700.1"	"OG0001336"	"AT3G11700.1, AT5G06390.1"	"AT3G11700.1"	462	462	99	100	463	92.657	818	"AT3G11700.1"	93.089	463	29	3	1	461	1	462	0	818	99	462	462
"evm.model.RL_1.1082"	"AT3G11710.1"	"AT3G11710.1"	"AT3G11710.1"	"N0.HOG0005857"	"AT3G11710.1"	"OG0001943"	"AT3G11710.1"	"AT3G11710.1"	629	626	99	99	629	85.851	1091	"AT3G11710.1"	85.851	629	83	3	1	627	1	625	0	1091	99	629	626
"evm.model.RL_1.1083"	"AT3G11720.3"	"AT3G11720.3"	"AT3G11720.3"	"N0.HOG0012646"	"AT3G11720.3"	"OG0006661"	"AT3G11720.3"	"AT3G11720.3"	551	596	99	91	566	71.908	781	"AT3G11720.3"	71.908	566	119	8	1	550	55	596	0	799	99	551	596
"evm.model.RL_1.1084"	"AT3G11730.1"	"AT3G11730.1"	"AT3G11730.1"	"N0.HOG0013635"	"AT3G11730.1"	"OG0007561"	"AT3G11730.1"	"AT3G11730.1"	203	205	99	99	204	94.608	394	"AT3G11730.1"	94.608	204	9	1	1	202	1	204	2.52e-142	394	99	203	205
"evm.model.RL_1.1085"	"AT3G11740.1"	"AT3G11740.1"	"AT3G11740.1"	"N0.HOG0003267"	"AT3G11740.1, AT5G01750.2"	"OG0000718"	"AT3G11740.1, AT5G01750.2"	"AT3G11740.1"	195	194	99	100	194	94.33	378	"AT3G11740.1"	94.33	194	11	0	1	194	1	194	3.67e-136	378	99	195	194
"evm.model.RL_1.1086"	"AT1G10000.1"	"AT1G10000.1"	"AT1G10000.1"	"N0.HOG0000044"	"AT1G10000.1"	"OG0000005"	"AT1G10000.1, AT2G06845.1, AT3G26855.1, AT3G27495.1, AT3G29791.1, AT4G09490.1, ATMG01250.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G10000.1"	40.341	176	103	1	4	177	73	248	9.08e-38	133	76	230	303
"evm.model.RL_1.1087"	"AT3G11760.1"	"AT3G11760.1"	"AT3G11760.1"	"N0.HOG0024446"	"AT3G11760.1"	"OG0017799"	"AT3G11760.1"	"AT3G11760.1"	703	702	99	99	708	88.559	1226	"AT3G11760.1"	88.559	708	68	7	1	702	1	701	0	1226	99	703	702
"evm.model.RL_1.1088"	"AT3G11770.1"	"AT3G11770.1"	"AT3G11770.1"	"N0.HOG0005495"	"AT3G11770.1"	"OG0001751"	"AT3G11770.1, AT5G06450.1"	"AT3G11770.1"	202	200	99	100	201	91.542	379	"AT3G11770.1"	91.542	201	16	1	1	201	1	200	3.16e-136	379	99	202	200
"evm.model.RL_1.1089"	"AT3G11773.2"	"AT3G11773.2"	"AT3G11773.2"	"N0.HOG0028697"	"AT3G11773.2"	"OG0021685"	"AT3G11773.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G11773.2"	66.222	225	47	4	1	221	1	200	2.77e-96	278	99	222	200
"evm.model.RL_1.109"	"AT3G01150.1"	"AT3G01150.1"	"AT3G01150.1"	"N0.HOG0018606"	"AT3G01150.1"	"OG0012173"	"AT3G01150.1"	"AT3G01150.1"	400	399	99	100	399	94.486	784	"AT3G01150.1"	94.486	399	22	0	1	399	1	399	0	784	99	400	399
"evm.model.RL_1.1090"	"AT3G11780.2"	"AT3G11780.2"	"AT3G11780.2"	"N0.HOG0011365"	"AT3G11780.2"	"OG0005568"	"AT3G11780.2"	"AT3G11780.2"	154	171	99	100	171	80.702	280	"AT3G11780.2"	80.702	171	15	1	1	153	1	171	2.26e-98	280	99	154	171
"evm.model.RL_1.1091"	"AT3G11800.1"	"AT3G11800.1"	"AT3G11800.1"	"N0.HOG0013636"	"AT3G11800.1"	"OG0007562"	"AT3G11800.1"	"AT3G11800.1"	239	246	99	96	238	90.336	446	"AT3G11800.1"	90.336	238	19	2	1	236	1	236	1.06e-161	446	99	239	246
"evm.model.RL_1.1092"	"AT2G15660.1, AT2G40210.1, AT2G26880.1"	"AT2G40210.1"	"AT2G15660.1, AT2G40210.1, AT2G26880.1"	"N0.HOG0002098"	"AT2G15660.1, AT2G40210.1, AT2G26880.1"	"OG0000347"	"AT2G15660.1, AT2G26880.1, AT2G40210.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G40210.1"	52.406	374	155	4	1	354	1	371	6.49e-126	365	99	355	371
"evm.model.RL_1.1093"	"AT3G11820.1"	"AT3G11820.1"	"AT3G11820.1"	"N0.HOG0012647"	"AT3G11820.1"	"OG0006662"	"AT3G11820.1"	"AT3G11820.1"	420	346	78	88	306	88.657	551	"AT3G11820.1"	88.657	335	26	3	94	419	15	346	0	551	78	420	346
"evm.model.RL_1.1094"	"AT3G11830.1"	"AT3G11830.1"	"AT3G11830.1"	"N0.HOG0009843"	"AT3G11830.1"	"OG0004298"	"AT3G11830.1"	"AT3G11830.1"	558	557	99	100	557	97.127	1112	"AT3G11830.1"	97.127	557	16	0	1	557	1	557	0	1112	99	558	557
"evm.model.RL_1.1095"	"AT3G11840.1"	"AT3G11840.1"	"AT3G11840.1"	"N0.HOG0009585"	"AT3G11840.1"	"OG0004103"	"AT3G11840.1"	"AT3G11840.1"	464	456	97	99	452	83.85	766	"AT3G11840.1"	83.85	452	69	2	5	453	4	454	0	766	97	464	456
"evm.model.RL_1.1096"	"AT3G11850.1"	"AT3G11850.1"	"AT3G11850.1"	"N0.HOG0005709"	"AT3G11850.1"	"OG0001862"	"AT3G11850.1, AT5G06560.1"	"AT3G11850.1"	512	504	99	100	512	80.078	808	"AT3G11850.1"	80.469	512	87	6	5	511	1	504	0	808	99	512	504
"evm.model.RL_1.1097"	"AT3G11890.2, AT3G11860.1"	"AT3G11890.2"	"AT3G11890.2, AT3G11860.1"	"N0.HOG0014781"	"AT3G11890.2, AT3G11860.1"	"OG0008634"	"AT3G11860.1, AT3G11890.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G11890.2"	64.728	533	144	10	7	518	18	527	0	612	99	519	527
"evm.model.RL_1.1098"	"AT3G11900.1"	"AT3G11900.1"	"AT3G11900.1"	"N0.HOG0015987"	"AT3G11900.1"	"OG0009763"	"AT3G11900.1"	"AT3G11900.1"	432	432	99	100	432	93.519	792	"AT3G11900.1"	93.519	432	27	1	1	431	1	432	0	794	99	432	432
"evm.model.RL_1.1099.1.687c87ec"	"AT3G11910.1"	"AT3G11910.1"	"AT3G11910.1"	"N0.HOG0003649"	"AT3G11910.1"	"OG0000868"	"AT3G11910.1, AT5G06600.1"	"AT3G11910.1"	1142	1115	99	100	1142	93.17	2173	"AT3G11910.1"	93.17	1142	50	3	1	1141	1	1115	0	2173	99	1142	1115
"evm.model.RL_1.11"	"AT3G02065.2"	"AT3G02065.2"	"AT3G02065.2"	"N0.HOG0025111"	"AT3G02065.2"	"OG0018440"	"AT3G02065.2"	"AT3G02065.2"	503	505	98	98	495	89.495	900	"AT3G02065.2"	89.495	495	48	3	11	502	12	505	0	900	98	503	505
"evm.model.RL_1.110"	"AT3G01140.1"	"AT3G01140.1"	"AT3G01140.1"	"N0.HOG0011615"	"AT3G01140.1"	"OG0005785"	"AT3G01140.1"	"AT3G01140.1"	348	388	99	88	355	84.358	567	"AT3G01140.1"	84.358	358	32	6	1	347	44	388	0	567	99	348	388
"evm.model.RL_1.1100"	"AT3G11920.1"	"AT3G11920.1"	"AT3G11920.1"	"N0.HOG0017076"	"AT3G11920.1"	"OG0010776"	"AT3G11920.1"	"AT3G11920.1"	654	630	98	98	645	80.62	1032	"AT3G11920.1"	80.68	647	92	9	14	653	10	630	0	1032	98	654	630
"evm.model.RL_1.1101"	"AT3G11930.3"	"AT3G11930.3"	NA	NA	NA	"OG0003045"	"AT3G11930.3"	"AT3G11930.3"	178	226	97	79	180	79.444	283	"AT3G11930.3"	79.444	180	28	4	1	173	1	178	2.32e-98	283	97	178	226
"evm.model.RL_1.1102_evm.model.RL_1.1103.1.687c9a66"	"AT3G11930.3"	"AT3G11930.3"	NA	NA	NA	"OG0003045"	"AT3G11930.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G11930.3"	68.86	228	37	5	40	235	1	226	2.48e-103	298	83	236	226
"evm.model.RL_1.1104"	"AT3G11940.1"	"AT3G11940.1"	"AT3G11940.1"	"N0.HOG0003802"	"AT3G11940.1"	"OG0000932"	"AT2G37270.1, AT3G11940.1"	"AT3G11940.1"	208	207	99	100	207	95.652	410	"AT3G11940.1"	95.652	207	9	0	1	207	1	207	1.58e-148	410	99	208	207
"evm.model.RL_1.1105"	"AT3G11945.2"	"AT3G11945.2"	"AT3G11945.2"	"N0.HOG0013638"	"AT3G11945.2"	"OG0007564"	"AT3G11945.2"	"AT3G11945.2"	388	393	99	100	395	88.861	690	"AT3G11945.2"	88.861	395	34	3	1	387	1	393	0	690	99	388	393
"evm.model.RL_1.1106"	"AT3G11950.1"	"AT3G11950.1"	"AT3G11950.1"	"N0.HOG0013639"	"AT3G11950.1"	"OG0007565"	"AT3G11950.1"	"AT3G11950.1"	552	572	99	100	573	85.417	986	"AT3G11950.1"	85.864	573	58	3	1	551	1	572	0	1006	99	552	572
"evm.model.RL_1.1107"	"AT3G11960.1"	"AT3G11960.1"	"AT3G11960.1"	"N0.HOG0014782"	"AT3G11960.1"	"OG0008635"	"AT3G11960.1"	"AT3G11960.1"	1372	1379	99	100	1380	91.884	2533	"AT3G11960.1"	91.884	1380	101	3	2	1371	1	1379	0	2533	99	1372	1379
"evm.model.RL_1.1108.1.687c87ec"	"AT3G11964.2"	"AT3G11964.2"	"AT3G11964.2"	"N0.HOG0014783"	"AT3G11964.2"	"OG0008636"	"AT3G11964.2"	"AT3G11964.2"	1959	1920	99	100	1959	86.881	3348	"AT3G11964.2"	86.881	1959	217	7	1	1958	1	1920	0	3348	99	1959	1920
"evm.model.RL_1.1109"	"AT3G13570.1"	"AT3G13570.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13570.1"	60.096	208	70	4	3	199	2	207	1.39e-64	199	98	201	262
"evm.model.RL_1.111"	"AT3G01120.1"	"AT3G01120.1"	"AT3G01120.1"	"N0.HOG0015175"	"AT3G01120.1"	"OG0009016"	"AT3G01120.1"	"AT3G01120.1"	562	563	99	100	566	90.283	972	"AT3G01120.1"	90.283	566	47	3	1	561	1	563	0	972	99	562	563
"evm.model.RL_1.1110"	"AT3G11980.1"	"AT3G11980.1"	"AT3G11980.1"	"N0.HOG0013640"	"AT3G11980.1"	"OG0007566"	"AT3G11980.1"	"AT3G11980.1"	618	616	99	100	617	92.869	1153	"AT3G11980.1"	92.869	617	43	1	1	617	1	616	0	1153	99	618	616
"evm.model.RL_1.1112"	"AT3G12010.1"	"AT3G12010.1"	"AT3G12010.1"	"N0.HOG0019551"	"AT3G12010.1"	"OG0013060"	"AT3G12010.1"	"AT3G12010.1"	679	682	99	99	680	91.765	1213	"AT3G12010.1"	91.765	680	46	2	9	678	3	682	0	1213	99	679	682
"evm.model.RL_1.1113"	"AT3G12020.2"	"AT3G12020.2"	"AT3G12020.2"	"N0.HOG0019552"	"AT3G12020.2"	"OG0013061"	"AT3G12020.2"	"AT3G12020.2"	966	1044	76	70	736	96.332	1464	"AT3G12020.2"	96.332	736	24	1	1	736	1	733	0	1464	76	966	1044
"evm.model.RL_1.1114"	"AT3G12030.1"	"AT3G12030.1"	"AT3G12030.1"	"N0.HOG0010991"	"AT3G12030.1"	"OG0005243"	"AT3G12030.1, AT5G06660.1"	"AT3G12030.1"	197	196	99	100	196	98.469	390	"AT3G12030.1"	98.469	196	3	0	1	196	1	196	1.02e-140	390	99	197	196
"evm.model.RL_1.1115"	"AT3G12040.1"	"AT3G12040.1"	"AT3G12040.1"	"N0.HOG0021450"	"AT3G12040.1"	"OG0014889"	"AT3G12040.1"	"AT3G12040.1"	254	254	99	99	253	88.538	469	"AT3G12040.1"	88.538	253	28	1	1	252	1	253	2.55e-170	469	99	254	254
"evm.model.RL_1.1116"	"AT3G12050.1"	"AT3G12050.1"	"AT3G12050.1"	"N0.HOG0018139"	"AT3G12050.1"	"OG0011736"	"AT3G12050.1"	"AT3G12050.1"	360	360	99	100	360	93.056	647	"AT3G12050.1"	93.056	360	24	1	1	359	1	360	0	647	99	360	360
"evm.model.RL_1.1117"	"AT3G12060.1"	"AT3G12060.1"	"AT3G12060.1"	"N0.HOG0012648"	"AT3G12060.1"	"OG0006663"	"AT3G12060.1"	"AT3G12060.1"	548	556	99	99	555	84.324	927	"AT3G12060.1"	84.324	555	68	6	1	542	1	549	0	927	99	548	556
"evm.model.RL_1.1118"	"AT3G12080.1"	"AT3G12080.1"	"AT3G12080.1"	"N0.HOG0019553"	"AT3G12080.1"	"OG0013062"	"AT3G12080.1"	"AT3G12080.1"	660	663	99	100	663	90.799	1130	"AT3G12080.1"	90.799	663	57	3	1	659	1	663	0	1130	99	660	663
"evm.model.RL_1.1119"	"AT3G12090.1"	"AT3G12090.1"	"AT3G12090.1"	"N0.HOG0017078"	"AT3G12090.1"	"OG0010777"	"AT3G12090.1"	"AT3G12090.1"	284	282	99	100	283	95.406	560	"AT3G12090.1"	95.406	283	12	1	1	283	1	282	0	560	99	284	282
"evm.model.RL_1.112"	"AT3G01100.4"	"AT3G01100.4"	"AT3G01100.4"	"N0.HOG0012971"	"AT3G01100.4"	"OG0006957"	"AT3G01100.4"	"AT3G01100.4"	701	749	99	94	701	91.869	1302	"AT3G01100.4"	91.869	701	56	1	1	700	47	747	0	1302	99	701	749
"evm.model.RL_1.1120"	"AT3G12100.1"	"AT3G12100.1"	"AT3G12100.1"	"N0.HOG0021452"	"AT3G12100.1"	"OG0014891"	"AT3G12100.1"	"AT3G12100.1"	394	393	99	100	393	92.875	758	"AT3G12100.1"	92.875	393	28	0	1	393	1	393	0	758	99	394	393
"evm.model.RL_1.1121"	"AT3G12110.1"	"AT3G12110.1"	"AT3G12110.1"	"N0.HOG0000792"	"AT1G49240.1, AT3G18780.2, AT2G42090.1, AT2G42170.1, AT2G42100.1, AT3G12110.1, AT2G37620.1, AT3G53750.1, AT5G59370.1, AT3G46520.1"	"OG0000089"	"AT1G49240.1, AT2G37620.1, AT2G42090.1, AT2G42100.1, AT2G42170.1, AT3G12110.1, AT3G18780.2, AT3G46520.1, AT3G53750.1, AT5G09810.1, AT5G59370.1"	"AT3G12110.1"	378	377	99	100	377	100	784	"AT3G12110.1"	100	377	0	0	1	377	1	377	0	784	99	378	377
"evm.model.RL_1.1122"	"AT3G12130.1"	"AT3G12130.1"	"AT3G12130.1"	"N0.HOG0006697"	"AT3G12130.1"	"OG0002373"	"AT3G12130.1, AT5G06770.1"	"AT3G12130.1"	247	248	99	100	248	89.516	409	"AT3G12130.1"	89.516	248	24	1	1	246	1	248	2.91e-156	433	99	247	248
"evm.model.RL_1.1123"	"AT3G12140.3"	"AT3G12140.3"	"AT3G12140.3"	"N0.HOG0012649"	"AT3G12140.3"	"OG0006664"	"AT3G12140.3"	"AT3G12140.3"	327	383	95	81	312	92.949	577	"AT3G12140.3"	92.949	312	21	1	1	311	1	312	0	577	95	327	383
"evm.model.RL_1.1124"	"AT3G12145.1"	"AT3G12145.1"	"AT3G12145.1"	"N0.HOG0021451"	"AT3G12145.1"	"OG0014890"	"AT3G12145.1"	"AT3G12145.1"	325	325	99	100	325	84.308	552	"AT3G12145.1"	84.308	325	50	1	1	324	1	325	0	552	99	325	325
"evm.model.RL_1.1125"	"AT3G12150.1"	"AT3G12150.1"	"AT3G12150.1"	"N0.HOG0014784"	"AT3G12150.1"	"OG0008637"	"AT3G12150.1"	"AT3G12150.1"	361	363	99	99	360	93.889	676	"AT3G12150.1"	93.889	360	22	0	1	360	4	363	0	676	99	361	363
"evm.model.RL_1.1126"	"AT3G12160.1"	"AT3G12160.1"	"AT3G12160.1"	"N0.HOG0011455"	"AT3G12160.1"	"OG0005641"	"AT3G12160.1"	"AT3G12160.1"	223	222	99	100	222	99.55	459	"AT3G12160.1"	99.55	222	1	0	1	222	1	222	3.16e-167	459	99	223	222
"evm.model.RL_1.1127.1.687c87ec"	"AT3G12170.2"	"AT3G12170.2"	"AT3G12170.2"	"N0.HOG0007857"	"AT3G12170.2"	"OG0002998"	"AT3G12170.2, AT5G06910.1"	"AT3G12170.2"	289	298	96	84	277	83.394	462	"AT3G12170.2"	83.394	277	20	1	1	277	37	287	1.98e-166	462	96	289	298
"evm.model.RL_1.1128"	"AT3G12180.1"	"AT3G12180.1"	"AT3G12180.1"	"N0.HOG0017079"	"AT3G12180.1"	"OG0010778"	"AT3G12180.1"	"AT3G12180.1"	104	146	84	60	87	91.954	169	"AT3G12180.1"	91.954	87	7	0	1	87	1	87	5.19e-56	169	84	104	146
"evm.model.RL_1.1129"	"AT3G12200.2"	"AT3G12200.2"	"AT3G12200.2"	"N0.HOG0017080"	"AT3G12200.2"	"OG0010779"	"AT3G12200.2"	"AT3G12200.2"	570	581	98	88	564	76.45	834	"AT3G12200.2"	76.45	569	66	5	11	569	71	581	0	838	98	570	581
"evm.model.RL_1.113"	"AT3G01090.2"	"AT3G01090.2"	"AT3G01090.2"	"N0.HOG0003080"	"AT3G01090.2, AT5G39440.1"	"OG0000646"	"AT3G01090.2, AT3G29160.1, AT5G39440.1"	"AT3G01090.2"	510	535	99	96	512	97.266	1032	"AT3G01090.2"	97.266	512	11	2	1	509	24	535	0	1032	99	510	535
"evm.model.RL_1.1130"	"AT3G12210.2"	"AT3G12210.2"	"AT3G12210.2"	"N0.HOG0017641"	"AT3G12210.2"	"OG0011285"	"AT3G12210.2"	"AT3G12210.2"	210	209	99	100	209	94.258	380	"AT3G12210.2"	94.258	209	12	0	1	209	1	209	2.1e-136	380	99	210	209
"evm.model.RL_1.1131"	"AT3G12250.4"	"AT3G12250.4"	"AT3G12250.4"	"N0.HOG0005503"	"AT3G12250.4"	"OG0001753"	"AT3G12250.4, AT5G06950.1"	"AT3G12250.4"	332	355	99	100	356	89.888	627	"AT3G12250.4"	89.888	356	10	2	1	331	1	355	0	627	99	332	355
"evm.model.RL_1.1132"	"AT3G12260.1"	"AT3G12260.1"	"AT3G12260.1"	"N0.HOG0010513"	"AT3G12260.1"	"OG0004849"	"AT3G12260.1"	"AT3G12260.1"	134	133	99	100	133	94.737	269	"AT3G12260.1"	94.737	133	7	0	1	133	1	133	3.69e-95	269	99	134	133
"evm.model.RL_1.1133"	"AT3G12270.1"	"AT3G12270.1"	"AT3G12270.1"	"N0.HOG0015988"	"AT3G12270.1"	"OG0009764"	"AT3G12270.1"	"AT3G12270.1"	605	601	99	100	606	87.294	1043	"AT3G12270.1"	87.294	606	70	3	1	604	1	601	0	1072	99	605	601
"evm.model.RL_1.1134"	"AT3G12280.1"	"AT3G12280.1"	"AT3G12280.1"	"N0.HOG0010135"	"AT3G12280.1"	"OG0004529"	"AT3G12280.1"	"AT3G12280.1"	1016	1013	99	100	1018	91.65	1848	"AT3G12280.1"	91.65	1018	77	5	1	1015	1	1013	0	1868	99	1016	1013
"evm.model.RL_1.1135"	"AT3G12290.1"	"AT3G12290.1"	"AT3G12290.1"	"N0.HOG0013641"	"AT3G12290.1"	"OG0007567"	"AT3G12290.1"	"AT3G12290.1"	300	299	99	100	299	94.983	576	"AT3G12290.1"	94.983	299	15	0	1	299	1	299	0	576	99	300	299
"evm.model.RL_1.1136"	"AT3G12300.1"	"AT3G12300.1"	"AT3G12300.1"	"N0.HOG0019556"	"AT3G12300.1"	"OG0013065"	"AT3G12300.1"	"AT3G12300.1"	191	190	99	100	190	98.421	392	"AT3G12300.1"	98.421	190	3	0	1	190	1	190	4.58e-142	392	99	191	190
"evm.model.RL_1.1137"	"AT3G12320.1"	"AT3G12320.1"	"AT3G12320.1"	"N0.HOG0013642"	"AT3G12320.1"	"OG0007568"	"AT3G12320.1"	"AT3G12320.1"	273	269	99	100	273	87.912	432	"AT3G12320.1"	87.912	273	28	2	1	272	1	269	2.63e-161	448	99	273	269
"evm.model.RL_1.1138"	"AT3G12340.1"	"AT3G12340.1"	"AT3G12340.1"	"N0.HOG0008814"	"AT3G12340.1"	"OG0003601"	"AT3G12340.1"	"AT3G12340.1"	505	499	99	100	505	78.812	726	"AT3G12340.1"	80.198	505	93	4	1	504	1	499	0	740	99	505	499
"evm.model.RL_1.1139"	"AT3G12345.1"	"AT3G12345.1"	"AT3G12345.1"	"N0.HOG0021453"	"AT3G12345.1"	"OG0014892"	"AT3G12345.1"	"AT3G12345.1"	184	186	99	100	186	83.871	261	"AT3G12345.1"	83.871	186	27	1	1	183	1	186	3.3e-90	261	99	184	186
"evm.model.RL_1.114"	"AT3G01085.3"	"AT3G01085.3"	"AT3G01085.3"	"N0.HOG0012972"	"AT3G01085.3"	"OG0006958"	"AT3G01085.3"	"AT3G01085.3"	631	631	99	99	631	93.344	1224	"AT3G01085.3"	93.344	631	39	3	1	630	1	629	0	1224	99	631	631
"evm.model.RL_1.1140"	"AT3G12360.1"	"AT3G12360.1"	"AT3G12360.1"	"N0.HOG0014785"	"AT3G12360.1"	"OG0008638"	"AT3G12360.1"	"AT3G12360.1"	590	590	99	100	590	97.458	1175	"AT3G12360.1"	97.458	590	14	1	1	589	1	590	0	1175	99	590	590
"evm.model.RL_1.1141"	"AT3G12370.1"	"AT3G12370.1"	"AT3G12370.1"	"N0.HOG0017081"	"AT3G12370.1"	"OG0010780"	"AT3G12370.1"	"AT3G12370.1"	170	171	98	98	168	92.857	328	"AT3G12370.1"	92.857	168	11	1	1	167	1	168	2.29e-117	328	98	170	171
"evm.model.RL_1.1142"	"AT3G12380.2"	"AT3G12380.2"	"AT3G12380.2"	"N0.HOG0017082"	"AT3G12380.2"	"OG0010781"	"AT3G12380.2"	"AT3G12380.2"	726	730	99	100	731	88.782	1322	"AT3G12380.2"	88.782	731	75	2	1	725	1	730	0	1322	99	726	730
"evm.model.RL_1.1143"	"AT3G12390.1"	"AT3G12390.1"	"AT3G12390.1"	"N0.HOG0005295"	"AT3G12390.1"	"OG0001656"	"AT3G12390.1, AT5G13850.1"	"AT3G12390.1"	200	203	99	100	203	88.67	286	"AT3G12390.1"	90.148	203	16	1	1	199	1	203	1.28e-99	286	99	200	203
"evm.model.RL_1.1144"	"AT3G12400.2"	"AT3G12400.2"	"AT3G12400.2"	"N0.HOG0007711"	"AT3G12400.2"	"OG0002911"	"AT3G12400.2, AT5G13860.1"	"AT3G12400.2"	398	440	98	89	393	93.639	676	"AT3G12400.2"	93.639	393	24	1	1	392	1	393	0	676	98	398	440
"evm.model.RL_1.1145"	"AT3G12410.1, AT3G12420.1"	"AT3G12410.1"	"AT3G12410.1, AT3G12420.1"	"N0.HOG0003424"	"AT3G12440.1, AT3G12430.1, AT3G12460.1, AT3G12410.1, AT3G12420.1"	"OG0000787"	"AT3G12410.1, AT3G12420.1, AT3G12430.1, AT3G12440.1, AT3G12460.1, AT3G12470.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G12410.1"	65.809	272	51	3	1	272	1	230	7.27e-116	332	99	273	230
