"Euclidium_syriacum"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"ESY10_g13811_DN2_SP0_c0.t1"	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G47320.1"	"46.429"	"28"	"15"	"0"	"2"	"29"	"157"	"184"	"0.005"	"34.3"	"29"	"96"	"230"
"ESY10_g13813_DN3_SP8_c0.t1"	439	"AT3G26935.1"	"AT3G26935.1"	"orthologue"	"AT3G26935.1"	"N0.HOG0010980"	"AT3G26935.1"	"OG0005232"	"AT3G26935.1"	"AT3G26935.1"	440	443	99	100	443	94.357	840	"AT3G26935.1"	"94.357"	"443"	"21"	"1"	"1"	"439"	"1"	"443"	"0"	"858"	"99"	"440"	"443"
"ESY10_g13814_DN3_SP5_c0.t1"	366	"AT3G26932.1"	"AT3G26932.1"	"orthologue"	"AT3G26932.1"	"N0.HOG0013561"	"AT3G26932.1"	"OG0007498"	"AT3G26932.1"	"AT3G26932.1"	367	359	83	99	334	75	478	"AT3G26932.1"	"76.946"	"334"	"40"	"6"	"1"	"305"	"1"	"326"	"4.36e-170"	"478"	"83"	"367"	"359"
"ESY10_g13815_DN3_SP0_c0.t1"	140	"AT3G26934.1"	"AT3G26934.1"	"orthologue"	"AT3G26934.1"	"N0.HOG0025666"	"AT3G26934.1"	"OG0018950"	"AT3G26934.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G26934.1"	"60.265"	"151"	"47"	"7"	"1"	"139"	"1"	"150"	"5.72e-45"	"144"	"99"	"141"	"153"
"ESY10_g13816_DN3_SP1_c0.t1"	534	"AT3G26910.3"	"AT3G26910.3"	"orthologue"	"AT3G26910.3"	"N0.HOG0014740"	"AT3G26910.3"	"OG0008593"	"AT3G26910.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G26910.3"	"70.724"	"608"	"94"	"11"	"1"	"528"	"5"	"608"	"0"	"758"	"99"	"535"	"621"
"ESY10_g13818_DN3_SP0_c0.t1"	280	"AT3G26900.1"	"AT3G26900.1"	"orthologue"	"AT3G26900.1"	"N0.HOG0021342"	"AT3G26900.1"	"OG0014783"	"AT3G26900.1"	"AT3G26900.1"	281	280	97	97	271	80.812	423	"AT3G26900.1"	"81.159"	"276"	"49"	"2"	"8"	"280"	"5"	"280"	"7e-161"	"447"	"97"	"281"	"280"
"ESY10_g13819_DN3_SP4_c0.t1"	544	"AT3G26890.1"	"AT3G26890.1"	"orthologue"	"AT3G26890.1"	"N0.HOG0014739"	"AT3G26890.1"	"OG0008592"	"AT3G26890.1"	"AT3G26890.1"	545	649	99	100	650	72.462	862	"AT3G26890.1"	"72.462"	"650"	"72"	"15"	"1"	"544"	"1"	"649"	"0"	"862"	"99"	"545"	"649"
"ESY10_g13820_DN3_SP0_c25.t1"	670	"AT3G26840.1, AT3G26820.1"	"AT3G26840.1"	"orthologue"	"AT3G26840.1, AT3G26820.1"	"N0.HOG0004448"	"AT3G26840.1, AT3G26820.1"	"OG0001225"	"AT3G26820.1, AT3G26840.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G26840.1"	"73.267"	"707"	"146"	"8"	"1"	"670"	"1"	"701"	"0"	"1018"	"100"	"670"	"701"
"ESY10_g13827_DN3_SP0_c0.t1"	673	"AT5G32613.1"	"AT5G32613.1"	"other"	NA	NA	NA	"OG0000293"	"AT5G32613.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G43760.1"	"39.286"	"280"	"121"	"2"	"436"	"669"	"163"	"439"	"4.99e-52"	"189"	"35"	"674"	"626"
"ESY10_g13833_DN3_SP0_c0.t1"	435	"AT3G26618.1"	"AT3G26618.1"	"orthologue"	"AT3G26618.1"	"N0.HOG0006845"	"AT3G26618.1"	"OG0002449"	"AT1G12920.1, AT3G26618.1"	"AT3G26618.1"	436	435	99	100	435	97.701	884	"AT3G26618.1"	"97.701"	"435"	"10"	"0"	"1"	"435"	"1"	"435"	"0"	"884"	"99"	"436"	"435"
"ESY10_g13834_DN3_SP1_c0.t1"	118	"AT3G26620.1, AT3G26660.1"	"AT3G26660.1"	"orthologue"	"AT3G26620.1, AT3G26660.1"	"N0.HOG0008973"	"AT3G26620.1, AT3G26660.1"	"OG0003702"	"AT3G26620.1, AT3G26660.1"	"AT3G26660.1"	119	121	98	97	117	85.47	211	"AT3G26660.1"	"85.47"	"117"	"17"	"0"	"1"	"117"	"1"	"117"	"1.6e-72"	"211"	"98"	"119"	"121"
"ESY10_g13835_DN2_SP0_c0.t1"	451	"AT3G26630.1"	"AT3G26630.1"	"orthologue"	"AT3G26630.1"	"N0.HOG0018079"	"AT3G26630.1"	"OG0011683"	"AT3G26630.1"	"AT3G26630.1"	452	455	96	96	437	84.668	748	"AT3G26630.1"	"84.668"	"437"	"63"	"3"	"18"	"451"	"18"	"453"	"0"	"748"	"96"	"452"	"455"
"ESY10_g13836_DN3_SP0_c0.t1"	346	"AT3G26640.1"	"AT3G26640.1"	"orthologue"	"AT3G26640.1"	"N0.HOG0009700"	"AT3G26640.1"	"OG0004189"	"AT1G12910.1, AT3G26640.1"	"AT3G26640.1"	347	346	99	100	346	93.642	674	"AT3G26640.1"	"93.642"	"346"	"22"	"0"	"1"	"346"	"1"	"346"	"0"	"674"	"99"	"347"	"346"
"ESY10_g13837_DN3_SP8_c0.t1"	398	"AT3G26650.1"	"AT3G26650.1"	"orthologue"	"AT3G26650.1"	"N0.HOG0006969"	"AT3G26650.1"	"OG0002510"	"AT1G12900.5, AT3G26650.1"	"AT3G26650.1"	399	396	99	100	398	95.98	780	"AT3G26650.1"	"95.98"	"398"	"14"	"1"	"1"	"398"	"1"	"396"	"0"	"780"	"99"	"399"	"396"
"ESY10_g13838_DN3_SP8_c0.t1"	443	"AT3G26670.1"	"AT3G26670.1"	"orthologue"	"AT3G26670.1"	"N0.HOG0014738"	"AT3G26670.1"	"OG0008591"	"AT3G26670.1"	"AT3G26670.1"	444	441	99	100	444	95.495	855	"AT3G26670.1"	"95.495"	"444"	"16"	"3"	"1"	"443"	"1"	"441"	"0"	"855"	"99"	"444"	"441"
"ESY10_g13839_DN3_SP5_c0.t1"	481	"AT3G26680.1"	"AT3G26680.1"	"orthologue"	"AT3G26680.1"	"N0.HOG0023325"	"AT3G26680.1"	"OG0016716"	"AT3G26680.1"	"AT3G26680.1"	482	484	99	100	485	85.773	801	"AT3G26680.1"	"85.773"	"485"	"64"	"3"	"1"	"481"	"1"	"484"	"0"	"815"	"99"	"482"	"484"
"ESY10_g13840_DN3_SP3_c0.t1"	207	"AT3G26690.1"	"AT3G26690.1"	"orthologue"	"AT3G26690.1"	"N0.HOG0005940"	"AT3G26690.1"	"OG0001982"	"AT1G12880.1, AT3G26690.1"	"AT3G26690.1"	208	202	99	100	208	86.538	360	"AT3G26690.1"	"86.538"	"208"	"20"	"3"	"1"	"206"	"1"	"202"	"8.68e-129"	"360"	"99"	"208"	"202"
"ESY10_g13841_DN3_SP8_c0.t1"	381	"AT3G26700.1"	"AT3G26700.1"	"orthologue"	"AT3G26700.1"	"N0.HOG0010492"	"AT3G26700.1"	"OG0004829"	"AT3G26700.1"	"AT3G26700.1"	382	380	99	99	379	96.57	754	"AT3G26700.1"	"96.57"	"379"	"13"	"0"	"1"	"379"	"1"	"379"	"0"	"754"	"99"	"382"	"380"
"ESY10_g13842_DN3_SP4_c0.t1"	266	"AT3G26710.1"	"AT3G26710.1"	"orthologue"	"AT3G26710.1"	"N0.HOG0012605"	"AT3G26710.1"	"OG0006625"	"AT3G26710.1"	"AT3G26710.1"	267	267	99	99	267	89.139	478	"AT3G26710.1"	"89.139"	"267"	"27"	"2"	"1"	"266"	"1"	"266"	"1.83e-173"	"478"	"99"	"267"	"267"
"ESY10_g13843_DN1_SP0_c0.t1"	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY10_g13844_DN3_SP8_c0.t1"	1024	"AT3G26720.1"	"AT3G26720.1"	"orthologue"	"AT3G26720.1"	"N0.HOG0021340"	"AT3G26720.1"	"OG0014781"	"AT3G26720.1"	"AT3G26720.1"	1025	1019	99	99	1020	91.373	1949	"AT3G26720.1"	"91.373"	"1020"	"81"	"1"	"1"	"1020"	"1"	"1013"	"0"	"1949"	"99"	"1025"	"1019"
"ESY10_g13847_DN1_SP0_c0.t1"	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G18610.1"	"66.667"	"18"	"6"	"0"	"42"	"59"	"478"	"495"	"0.003"	"33.5"	"29"	"63"	"513"
"ESY10_g13857_DN2_SP0_c0.t1"	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY10_g13858_DN2_SP0_c0.t1"	502	"AT4G28700.1"	"AT4G28700.1"	"orthologue"	"AT4G28700.1"	"N0.HOG0012548"	"AT4G28700.1"	"OG0006572"	"AT4G28700.1"	"AT4G28700.1"	503	504	99	100	505	88.911	874	"AT4G28700.1"	"88.911"	"505"	"52"	"2"	"1"	"502"	"1"	"504"	"0"	"874"	"99"	"503"	"504"
"ESY10_g13859_DN3_SP0_c0.t1"	763	"AT3G26730.1"	"AT3G26730.1"	"orthologue"	"AT3G26730.1"	"N0.HOG0019449"	"AT3G26730.1"	"OG0012958"	"AT3G26730.1"	"AT3G26730.1"	764	772	99	100	774	78.682	1126	"AT3G26730.1"	"78.682"	"774"	"152"	"8"	"1"	"763"	"1"	"772"	"0"	"1126"	"99"	"764"	"772"
"ESY10_g13860_DN2_SP0_c0.t1"	136	"AT3G26740.1"	"AT3G26740.1"	"orthologue"	"AT3G26740.1"	"N0.HOG0012606"	"AT3G26740.1"	"OG0006626"	"AT3G26740.1"	"AT3G26740.1"	137	141	99	99	141	73.05	182	"AT3G26740.1"	"73.05"	"141"	"32"	"3"	"1"	"136"	"1"	"140"	"2.16e-60"	"182"	"99"	"137"	"141"
"ESY10_g13861_DN3_SP8_c0.t1"	500	"AT3G26744.1"	"AT3G26744.1"	"orthologue"	"AT3G26744.1"	"N0.HOG0019450"	"AT3G26744.1"	"OG0012959"	"AT3G26744.1"	"AT3G26744.1"	501	494	95	100	480	86.837	774	"AT3G26744.1"	"88.958"	"480"	"35"	"8"	"27"	"500"	"27"	"494"	"0"	"792"	"95"	"501"	"494"
"ESY10_g13862_DN3_SP0_c0.t1"	509	"AT3G26750.1"	"AT3G26750.1"	"orthologue"	"AT3G26750.1"	"N0.HOG0021341"	"AT3G26750.1"	"OG0014782"	"AT3G26750.1"	"AT3G26750.1"	510	526	99	98	525	75.619	763	"AT3G26750.1"	"75.619"	"525"	"100"	"9"	"1"	"508"	"12"	"525"	"0"	"763"	"99"	"510"	"526"
"ESY10_g13863_DN3_SP7_c0.t1"	300	"AT3G26760.1"	"AT3G26760.1"	"orthologue"	"AT3G26760.1"	"N0.HOG0015932"	"AT3G26760.1"	"OG0009712"	"AT3G26760.1"	"AT3G26760.1"	301	300	99	99	300	91.667	534	"AT3G26760.1"	"91.667"	"300"	"23"	"2"	"1"	"299"	"1"	"299"	"0"	"553"	"99"	"301"	"300"
"ESY10_g13865_DN3_SP2_c0.t1"	295	"AT3G26770.1"	"AT3G26770.1"	"orthologue"	"AT3G26770.1"	"N0.HOG0015933"	"AT3G26770.1"	"OG0009713"	"AT3G26770.1"	"AT3G26770.1"	296	306	99	97	298	83.557	490	"AT3G26770.1"	"83.557"	"298"	"46"	"1"	"1"	"295"	"7"	"304"	"4.13e-177"	"490"	"99"	"296"	"306"
"ESY10_g13869_DN3_SP2_c0.t1"	396	"AT3G26780.1"	"AT3G26780.1"	"orthologue"	"AT3G26780.1"	"N0.HOG0024430"	"AT3G26780.1"	"OG0017783"	"AT3G26780.1"	"AT3G26780.1"	397	399	91	100	375	81.022	623	"AT3G26780.1"	"84.8"	"375"	"37"	"3"	"37"	"396"	"30"	"399"	"0"	"635"	"91"	"397"	"399"
"ESY10_g13877_DN3_SP4_c0.t1"	313	"AT3G26790.1"	"AT3G26790.1"	"orthologue"	"AT3G26790.1"	"N0.HOG0013560"	"AT3G26790.1"	"OG0007497"	"AT3G26790.1"	"AT3G26790.1"	314	313	97	98	316	83.228	478	"AT3G26790.1"	"83.228"	"316"	"34"	"7"	"9"	"313"	"6"	"313"	"1.12e-172"	"480"	"97"	"314"	"313"
"ESY10_g13880_DN2_SP0_c0.t1"	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY10_g13882_DN2_SP0_c0.t1"	78	"AT2G17620.1"	"AT2G17620.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G17620.1"	"58.462"	"65"	"18"	"3"	"2"	"66"	"97"	"152"	"9.42e-16"	"69.7"	"82"	"79"	"429"
"ESY10_g13883_DN1_SP0_c0.t1"	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY10_g13884_DN2_SP0_c0.t1"	161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G28823.1"	"27.551"	"98"	"61"	"2"	"18"	"110"	"223"	"315"	"5.94e-08"	"50.4"	"57"	"162"	"568"
"ESY10_g13888_DN3_SP0_c0.t1"	92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G31430.1"	"69.231"	"26"	"8"	"0"	"1"	"26"	"294"	"319"	"1.17e-07"	"47.4"	"28"	"93"	"336"
"ESY10_g13889_DN3_SP0_c0.t1"	670	"AT3G26840.1, AT3G26820.1"	"AT3G26840.1"	"orthologue"	"AT3G26840.1, AT3G26820.1"	"N0.HOG0004448"	"AT3G26840.1, AT3G26820.1"	"OG0001225"	"AT3G26820.1, AT3G26840.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G26840.1"	"73.267"	"707"	"146"	"8"	"1"	"670"	"1"	"701"	"0"	"1018"	"99"	"671"	"701"
"ESY10_g13890_DN2_SP0_c0.t1"	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY10_g13891_DN3_SP0_c0.t1"	442	"AT3G26610.1"	"AT3G26610.1"	"orthologue"	"AT3G26610.1"	"N0.HOG0024429"	"AT3G26610.1"	"OG0017782"	"AT3G26610.1"	"AT3G26610.1"	443	470	99	96	450	87.778	798	"AT3G26610.1"	"87.778"	"450"	"45"	"1"	"1"	"440"	"1"	"450"	"0"	"817"	"99"	"443"	"470"
"ESY10_g13892_DN3_SP0_c0.t1"	357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G31150.1"	"35.766"	"137"	"84"	"3"	"1"	"137"	"78"	"210"	"9.76e-20"	"90.1"	"38"	"358"	"673"
"ESY10_g13893_DN3_SP0_c0.t1"	257	"AT2G07240.1"	"AT2G07240.1"	"other"	NA	NA	NA	"OG0000574"	"AT2G07240.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G07240.1"	"36.585"	"82"	"51"	"1"	"173"	"254"	"741"	"821"	"1.97e-08"	"54.3"	"32"	"258"	"874"
"ESY10_g13895_DN3_SP0_c0.t1"	379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G06740.1"	"37.5"	"48"	"27"	"2"	"326"	"373"	"304"	"348"	"0.033"	"36.2"	"13"	"379"	"726"
"ESY10_g13896_DN3_SP0_c0.t1"	613	"AT3G26600.1"	"AT3G26600.1"	"orthologue"	"AT3G26600.1"	"N0.HOG0019448"	"AT3G26600.1"	"OG0012957"	"AT3G26600.1"	"AT3G26600.1"	614	615	99	99	613	91.68	1101	"AT3G26600.1"	"91.68"	"613"	"50"	"1"	"2"	"613"	"3"	"615"	"0"	"1101"	"99"	"614"	"615"
"ESY10_g13897_DN1_SP0_c0.t1"	112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY10_g13898_DN3_SP5_c0.t1"	500	"AT5G38030.1, AT3G26590.1"	"AT3G26590.1"	"orthologue"	"AT5G38030.1, AT3G26590.1"	"N0.HOG0011945"	"AT5G38030.1, AT3G26590.1"	"OG0006056"	"AT3G26590.1, AT5G38030.1"	"AT3G26590.1"	501	500	99	100	500	87.4	881	"AT3G26590.1"	"87.4"	"500"	"63"	"0"	"1"	"500"	"1"	"500"	"0"	"881"	"99"	"501"	"500"
"ESY10_g13900_DN3_SP3_c0.t1"	339	"AT3G26580.1"	"AT3G26580.1"	"orthologue"	"AT3G26580.1"	"N0.HOG0021339"	"AT3G26580.1"	"OG0014780"	"AT3G26580.1"	"AT3G26580.1"	340	350	99	96	335	86.567	562	"AT3G26580.1"	"86.567"	"335"	"45"	"0"	"1"	"335"	"1"	"335"	"0"	"563"	"99"	"340"	"350"
"ESY10_g13901_DN3_SP8_c0.t1"	583	"AT3G26570.1"	"AT3G26570.1"	"orthologue"	"AT3G26570.1"	"N0.HOG0015931"	"AT3G26570.1"	"OG0009711"	"AT3G26570.1"	"AT3G26570.1"	584	613	99	96	587	92.334	1037	"AT3G26570.1"	"92.334"	"587"	"41"	"2"	"1"	"583"	"27"	"613"	"0"	"1056"	"99"	"584"	"613"
"ESY10_g13902_DN1_SP0_c0.t1"	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY10_g13903_DN3_SP8_c0.t1"	1187	"AT3G26560.1"	"AT3G26560.1"	"orthologue"	"AT3G26560.1"	"N0.HOG0010490"	"AT3G26560.1"	"OG0004828"	"AT3G26560.1"	"AT3G26560.1"	1188	1168	82	86	973	95.949	1931	"AT3G26560.1"	"97.02"	"973"	"28"	"1"	"216"	"1187"	"196"	"1168"	"0"	"1938"	"82"	"1188"	"1168"
"ESY10_g13907_DN3_SP8_c0.t1"	252	"AT2G36830.1, AT3G26520.1"	"AT3G26520.1"	"orthologue"	"AT2G36830.1, AT3G26520.1"	"N0.HOG0005101"	"AT2G36830.1, AT3G26520.1"	"OG0001556"	"AT2G36830.1, AT3G26520.1"	"AT3G26520.1"	253	253	99	100	253	89.723	442	"AT3G26520.1"	"89.723"	"253"	"25"	"1"	"1"	"252"	"1"	"253"	"7.84e-160"	"442"	"99"	"253"	"253"
"ESY10_g13908_DN2_SP0_c0.t1"	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY10_g13909_DN1_SP0_c0.t1"	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY10_g13911_DN3_SP0_c0.t1"	402	"AT1G17150.1, AT1G43080.1, AT1G43090.1, AT1G43100.1, AT1G78400.1, AT2G15450.1, AT2G15460.1, AT2G15470.1, AT2G26620.1, AT2G40310.1, AT4G13760.1"	"AT1G43080.1"	"other"	NA	NA	NA	"OG0000322"	"AT1G17150.1, AT1G43080.1, AT1G43090.1, AT1G43100.1, AT1G78400.1, AT2G15450.1, AT2G15460.1, AT2G15470.1, AT2G26620.1, AT2G40310.1, AT4G13760.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G43080.1"	"82.178"	"404"	"68"	"3"	"1"	"401"	"1"	"403"	"0"	"682"	"99"	"403"	"404"
"ESY10_g13914_DN2_SP0_c0.t1"	189	"AT3G26510.7"	"AT3G26510.7"	"orthologue"	"AT3G26510.7"	"N0.HOG0014737"	"AT3G26510.7"	"OG0008590"	"AT3G26510.7"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G26510.7"	"62.332"	"223"	"45"	"8"	"1"	"189"	"1"	"218"	"4.26e-62"	"191"	"99"	"190"	"218"
"ESY10_g13915_DN3_SP0_c0.t1"	474	"AT3G26500.1"	"AT3G26500.1"	"orthologue"	"AT3G26500.1"	"N0.HOG0018078"	"AT3G26500.1"	"OG0011682"	"AT3G26500.1"	"AT3G26500.1"	475	471	99	100	475	80.632	740	"AT3G26500.1"	"80.632"	"475"	"83"	"3"	"5"	"474"	"1"	"471"	"0"	"760"	"99"	"475"	"471"
"ESY10_g13916_DN3_SP0_c0.t1"	556	"AT3G26490.1"	"AT3G26490.1"	"orthologue"	"AT3G26490.1"	"N0.HOG0023324"	"AT3G26490.1"	"OG0016715"	"AT3G26490.1"	"AT3G26490.1"	557	588	99	100	588	80.612	895	"AT3G26490.1"	"80.612"	"588"	"82"	"9"	"1"	"556"	"1"	"588"	"0"	"895"	"99"	"557"	"588"
"ESY10_g13917_DN1_SP0_c0.t1"	107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY10_g13918_DN3_SP0_c0.t1"	152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY10_g13920_DN1_SP0_c0.t1"	105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G47790.1"	"69.388"	"49"	"15"	"0"	"52"	"100"	"18"	"66"	"3.89e-15"	"68.9"	"46"	"106"	"389"
"ESY10_g13922_DN3_SP0_c0.t1"	225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G03740.1"	"24.719"	"178"	"101"	"4"	"44"	"221"	"146"	"290"	"1.89e-08"	"53.5"	"79"	"226"	"345"
"ESY10_g13927_DN3_SP0_c0.t1"	388	"AT3G57150.1"	"AT3G57150.1"	"orthologue"	"AT3G57150.1"	NA	NA	"OG0004989"	"AT3G57150.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G57150.1"	"89.119"	"386"	"41"	"1"	"2"	"386"	"17"	"402"	"0"	"683"	"99"	"389"	"565"
"ESY10_g13928_DN3_SP6_c0.t1"	398	"AT3G26440.5"	"AT3G26440.5"	"orthologue"	"AT3G26440.5"	"N0.HOG0015930"	"AT3G26440.5"	"OG0009710"	"AT3G26440.5"	"AT3G26440.5"	399	419	99	99	421	83.135	732	"AT3G26440.5"	"83.135"	"421"	"44"	"2"	"1"	"398"	"1"	"417"	"0"	"732"	"99"	"399"	"419"
"ESY10_g13929_DN3_SP0_c0.t1"	380	"AT3G26430.1"	"AT3G26430.1"	"orthologue"	"AT3G26430.1"	"N0.HOG0016870"	"AT3G26430.1"	"OG0010594"	"AT3G26430.1"	"AT3G26430.1"	380	380	100	100	380	86.053	679	"AT3G26430.1"	"86.053"	"380"	"53"	"0"	"1"	"380"	"1"	"380"	"0"	"695"	"100"	"380"	"380"
"ESY10_g13930_DN3_SP6_c0.t1"	252	"AT3G26420.1"	"AT3G26420.1"	"orthologue"	"AT3G26420.1"	"N0.HOG0013559"	"AT3G26420.1"	"OG0007496"	"AT3G26420.1"	"AT3G26420.1"	253	245	99	100	252	83.73	378	"AT3G26420.1"	"85.317"	"252"	"30"	"2"	"1"	"252"	"1"	"245"	"1.54e-140"	"394"	"99"	"253"	"245"
"ESY10_g13931_DN3_SP8_c0.t1"	478	"AT3G26410.1"	"AT3G26410.1"	"orthologue"	"AT3G26410.1"	"N0.HOG0012604"	"AT3G26410.1"	"OG0006624"	"AT3G26410.1"	"AT3G26410.1"	479	477	99	100	478	94.77	944	"AT3G26410.1"	"94.77"	"478"	"24"	"1"	"1"	"478"	"1"	"477"	"0"	"944"	"99"	"479"	"477"
"ESY10_g13932_DN3_SP1_c0.t1"	569	"AT3G26400.1"	"AT3G26400.1"	"orthologue"	"AT3G26400.1"	"N0.HOG0005276"	"AT3G26400.1"	"OG0001646"	"AT1G13020.1, AT3G26400.1"	"AT3G26400.1"	569	532	95	99	543	82.136	695	"AT3G26400.1"	"82.32"	"543"	"74"	"4"	"1"	"539"	"1"	"525"	"0"	"738"	"95"	"569"	"532"
"ESY10_g13939_DN2_SP0_c0.t1"	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY10_g13940_DN3_SP3_c0.t1"	647	"AT3G26380.1"	"AT3G26380.1"	"orthologue"	"AT3G26380.1"	"N0.HOG0019446"	"AT3G26380.1"	"OG0012955"	"AT3G26380.1"	"AT3G26380.1"	647	647	100	100	656	83.841	1134	"AT3G26380.1"	"83.841"	"656"	"88"	"5"	"1"	"647"	"1"	"647"	"0"	"1134"	"100"	"647"	"647"
"ESY10_g13941_DN1_SP0_c0.t1"	152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ESY10_g13942_DN3_SP0_c0.t1"	539	"AT1G34170.3, AT1G43950.1, AT1G35520.1, AT1G35240.1, AT1G34410.1, AT1G34390.1, AT1G34310.1, AT1G35540.1"	"AT1G35240.1"	"orthologue"	"AT1G34170.3, AT1G43950.1, AT1G35520.1, AT1G35240.1, AT1G34410.1, AT1G34390.1, AT1G34310.1, AT1G35540.1"	"N0.HOG0003714"	"AT1G34170.3, AT1G43950.1, AT1G35520.1, AT1G35240.1, AT1G34410.1, AT1G34390.1, AT1G34310.1, AT1G35540.1"	"OG0000899"	"AT1G34170.3, AT1G34310.1, AT1G34390.1, AT1G34410.1, AT1G35240.1, AT1G35520.1, AT1G35540.1, AT1G43950.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G35240.1"	"48.81"	"588"	"237"	"6"	"1"	"530"	"1"	"582"	"0"	"563"	"98"	"540"	"592"
"ESY10_g13943_DN3_SP8_c0.t1"	565	"AT3G26370.1"	"AT3G26370.1"	"orthologue"	"AT3G26370.1"	"N0.HOG0013558"	"AT3G26370.1"	"OG0007495"	"AT3G26370.1"	"AT3G26370.1"	566	557	99	100	565	95.929	1128	"AT3G26370.1"	"95.929"	"565"	"15"	"2"	"1"	"565"	"1"	"557"	"0"	"1128"	"99"	"566"	"557"
