"Noccaea_praecox"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"Np001G000860"	183	"AT5G66590.1"	"AT5G66590.1"	"orthologue"	"AT5G66590.1"	"N0.HOG0023652"	"AT5G66590.1"	"OG0017040"	"AT5G66590.1"	"AT5G66590.1"	184	185	99	100	185	86.486	305	"AT5G66590.1"	"86.486"	"185"	"23"	"2"	"1"	"183"	"1"	"185"	"3.78e-110"	"311"	"99"	"184"	"185"
"Np001G000870"	620	"AT5G66600.1"	"AT5G66600.1"	"orthologue"	"AT5G66600.1"	"N0.HOG0012163"	"AT5G66600.1"	"OG0006251"	"AT5G66600.1"	"AT5G66600.1"	621	614	98	100	612	88.103	1071	"AT5G66600.1"	"88.562"	"612"	"60"	"6"	"11"	"620"	"11"	"614"	"0"	"1071"	"98"	"621"	"614"
"Np001G000890"	101	"AT5G66595.1"	"AT5G66595.1"	"orthologue"	"AT5G66595.1"	"N0.HOG0025694"	"AT5G66595.1"	"OG0018976"	"AT5G66595.1"	"AT5G66595.1"	102	121	89	75	91	75.824	126	"AT5G66595.1"	"75.824"	"91"	"22"	"0"	"11"	"101"	"31"	"121"	"1.65e-39"	"127"	"89"	"102"	"121"
"Np001G000900"	640	"AT5G66620.1"	"AT5G66620.1"	"orthologue"	"AT5G66620.1"	"N0.HOG0007051"	"AT5G66620.1"	"OG0002554"	"AT5G66610.2, AT5G66620.1"	"AT5G66630.1"	641	702	58	53	379	73.615	561	"AT5G66620.1"	"66.564"	"652"	"158"	"9"	"14"	"638"	"24"	"642"	"0"	"816"	"98"	"641"	"644"
"Np001G000910"	659	"AT5G66631.1"	"AT5G66631.1"	"orthologue"	"AT5G66631.1"	"N0.HOG0020116"	"AT5G66631.1"	"OG0013601"	"AT5G66631.1"	"AT5G66631.1"	660	661	99	100	662	86.103	1152	"AT5G66631.1"	"86.103"	"662"	"86"	"4"	"1"	"657"	"1"	"661"	"0"	"1152"	"99"	"660"	"661"
"Np001G000920"	479	"AT5G66640.5"	"AT5G66640.5"	"orthologue"	"AT5G66640.5"	"N0.HOG0009134"	"AT5G66640.5"	"OG0003801"	"AT5G66640.5"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G66640.5"	"69.028"	"494"	"113"	"14"	"3"	"478"	"4"	"475"	"0"	"622"	"99"	"480"	"482"
"Np001G000940"	318	"AT5G66650.1"	"AT5G66650.1"	"orthologue"	"AT5G66650.1"	"N0.HOG0010230"	"AT5G66650.1"	"OG0004606"	"AT5G66650.1"	"AT5G66650.1"	319	321	99	99	320	87.188	561	"AT5G66650.1"	"87.188"	"320"	"39"	"2"	"1"	"318"	"1"	"320"	"0"	"561"	"99"	"319"	"321"
"Np001G000960"	405	"AT5G66675.1"	"AT5G66675.1"	"orthologue"	"AT5G66675.1"	"N0.HOG0022011"	"AT5G66675.1"	"OG0015443"	"AT5G66675.1"	"AT5G66675.1"	406	412	99	100	414	88.164	704	"AT5G66675.1"	"88.164"	"414"	"38"	"3"	"1"	"405"	"1"	"412"	"0"	"713"	"99"	"406"	"412"
"Np001G000970"	459	"AT5G66680.1"	"AT5G66680.1"	"orthologue"	"AT5G66680.1"	"N0.HOG0015096"	"AT5G66680.1"	"OG0008940"	"AT5G66680.1"	"AT5G66680.1"	460	437	99	100	459	90.85	848	"AT5G66680.1"	"90.85"	"459"	"20"	"1"	"1"	"459"	"1"	"437"	"0"	"848"	"99"	"460"	"437"
"Np001G000990"	481	"AT5G66690.1, AT5G26310.1"	"AT5G26310.1"	"orthologue"	"AT5G66690.1, AT5G26310.1"	"N0.HOG0011583"	"AT5G66690.1, AT5G26310.1"	"OG0005757"	"AT5G26310.1, AT5G66690.1"	"AT5G26310.1"	482	481	99	100	481	83.992	852	"AT5G26310.1"	"83.992"	"481"	"77"	"0"	"1"	"481"	"1"	"481"	"0"	"852"	"99"	"482"	"481"
"Np001G001000"	69	"AT5G35300.1"	"AT5G35300.1"	"orthologue"	"AT5G35300.1"	"N0.HOG0026021"	"AT5G35300.1"	"OG0019279"	"AT5G35300.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Np001G001010"	123	"AT5G35300.1"	"AT5G35300.1"	"orthologue"	"AT5G35300.1"	"N0.HOG0026021"	"AT5G35300.1"	"OG0019279"	"AT5G35300.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Np001G001060"	225	"AT5G66700.1"	"AT5G66700.1"	"orthologue"	"AT5G66700.1"	"N0.HOG0010648"	"AT5G66700.1"	"OG0004963"	"AT5G66700.1"	"AT5G66700.1"	226	228	99	96	224	83.482	332	"AT5G66700.1"	"83.482"	"224"	"33"	"2"	"2"	"225"	"9"	"228"	"8.8e-119"	"337"	"99"	"226"	"228"
"Np001G001070"	403	"AT5G66710.1"	"AT5G66710.1"	"orthologue"	"AT5G66710.1"	"N0.HOG0003753"	"AT5G66710.1"	"OG0000911"	"AT3G50720.1, AT3G50730.1, AT5G66710.1"	"AT5G66710.1"	404	405	99	100	405	79.259	635	"AT5G66710.1"	"79.259"	"405"	"82"	"2"	"1"	"403"	"1"	"405"	"0"	"635"	"99"	"404"	"405"
"Np001G001080"	405	"AT5G66720.1"	"AT5G66720.1"	"orthologue"	"AT5G66720.1"	"N0.HOG0020115"	"AT5G66720.1"	"OG0013600"	"AT5G66720.1"	"AT5G66720.1"	406	414	99	99	419	82.816	681	"AT5G66720.1"	"82.816"	"419"	"49"	"7"	"1"	"403"	"1"	"412"	"0"	"681"	"99"	"406"	"414"
"Np001G001090"	496	"AT5G66730.1"	"AT5G66730.1"	"orthologue"	"AT5G66730.1"	"N0.HOG0017377"	"AT5G66730.1"	"OG0011052"	"AT5G66730.1"	"AT5G66730.1"	497	500	99	100	505	84.752	752	"AT5G66730.1"	"85.941"	"505"	"57"	"8"	"1"	"496"	"1"	"500"	"0"	"783"	"99"	"497"	"500"
"Np001G001100"	370	"AT5G66740.1"	"AT5G66740.1"	"orthologue"	"AT5G66740.1"	"N0.HOG0017376"	"AT5G66740.1"	"OG0011051"	"AT5G66740.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G66740.1"	"97.838"	"370"	"8"	"0"	"1"	"370"	"1"	"370"	"0"	"761"	"99"	"371"	"370"
"Np001G001110"	189	"AT1G09960.1"	"AT1G09960.1"	"orthologue"	"AT1G09960.1"	"N0.HOG0011697"	"AT1G09960.1"	"OG0005853"	"AT1G09960.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G09960.1"	"85.87"	"184"	"22"	"2"	"1"	"183"	"1"	"181"	"3.17e-109"	"321"	"96"	"190"	"510"
"Np001G001130"	188	"AT5G65650.1"	"AT5G65650.1"	"orthologue"	"AT5G65650.1"	"N0.HOG0023651"	"AT5G65650.1"	"OG0017039"	"AT5G65650.1"	"AT5G65650.1"	189	185	99	100	188	89.894	314	"AT5G65650.1"	"89.894"	"188"	"16"	"1"	"1"	"188"	"1"	"185"	"6.33e-118"	"331"	"99"	"189"	"185"
"Np001G001140"	446	"AT3G50670.1"	"AT3G50670.1"	"other"	NA	NA	NA	"OG0003634"	"AT3G50670.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G50670.1"	"68.547"	"461"	"94"	"11"	"1"	"446"	"1"	"425"	"0"	"545"	"99"	"447"	"427"
"Np001G001150"	766	"AT5G66750.1"	"AT5G66750.1"	"orthologue"	"AT5G66750.1"	"N0.HOG0016326"	"AT5G66750.1"	"OG0010082"	"AT5G66750.1"	"AT5G66750.1"	767	764	99	100	768	88.021	1355	"AT5G66750.1"	"88.021"	"768"	"86"	"4"	"1"	"766"	"1"	"764"	"0"	"1355"	"99"	"767"	"764"
"Np001G001160"	626	"AT5G66760.1"	"AT5G66760.1"	"orthologue"	"AT5G66760.1"	"N0.HOG0006287"	"AT5G66760.1"	"OG0002151"	"AT2G18450.1, AT5G66760.1"	"AT5G66760.1"	627	634	99	100	634	93.691	1208	"AT5G66760.1"	"93.691"	"634"	"32"	"2"	"1"	"626"	"1"	"634"	"0"	"1208"	"99"	"627"	"634"
"Np001G001170"	116	"AT5G66780.1"	"AT5G66780.1"	"orthologue"	"AT5G66780.1"	"N0.HOG0015095"	"AT5G66780.1"	"OG0008939"	"AT5G66780.1"	"AT5G66780.1"	117	121	99	97	117	80.342	200	"AT5G66780.1"	"80.342"	"117"	"22"	"1"	"1"	"116"	"1"	"117"	"2.78e-68"	"200"	"99"	"117"	"121"
"Np001G001190"	640	"AT5G66790.1"	"AT5G66790.1"	"orthologue"	"AT5G66790.1"	"N0.HOG0024949"	"AT5G66790.1"	"OG0018286"	"AT5G66790.1"	"AT5G66790.1"	641	622	97	99	628	75.637	953	"AT5G66790.1"	"75.637"	"628"	"139"	"6"	"1"	"624"	"1"	"618"	"0"	"953"	"97"	"641"	"622"
"Np001G001200"	186	"AT5G66800.1"	"AT5G66800.1"	"orthologue"	"AT5G66800.1"	"N0.HOG0015094"	"AT5G66800.1"	"OG0008938"	"AT5G66800.1"	"AT5G66800.1"	187	183	99	100	189	86.772	272	"AT5G66800.1"	"86.772"	"189"	"16"	"4"	"1"	"186"	"1"	"183"	"1.37e-96"	"277"	"99"	"187"	"183"
"Np001G001230"	382	"AT1G20795.1, AT1G20800.1"	"AT1G20795.1"	"orthologue"	"AT1G20795.1, AT1G20800.1"	"N0.HOG0003062"	"AT1G20795.1, AT1G20800.1, AT1G20790.1"	"OG0000640"	"AT1G20790.1, AT1G20795.1, AT1G20800.1, AT1G57565.1, AT1G57580.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G20790.1"	"38.919"	"370"	"180"	"8"	"1"	"344"	"1"	"350"	"2.17e-69"	"224"	"90"	"383"	"435"
"Np001G001280"	101	"AT1G80070.1"	"AT1G80070.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G80070.1"	"63.529"	"85"	"28"	"2"	"4"	"88"	"1926"	"2007"	"1.3e-26"	"101"	"83"	"102"	"2359"
"Np001G001290"	692	"AT5G66810.1"	"AT5G66810.1"	"orthologue"	"AT5G66810.1"	"N0.HOG0020114"	"AT5G66810.1"	"OG0013599"	"AT5G66810.1"	"AT5G66810.1"	693	750	99	93	697	88.522	1173	"AT5G66810.1"	"88.522"	"697"	"72"	"3"	"1"	"692"	"57"	"750"	"0"	"1173"	"99"	"693"	"750"
"Np001G001300"	82	"AT5G66815.1"	"AT5G66815.1"	"orthologue"	"AT5G66815.1"	"N0.HOG0020113"	"AT5G66815.1"	"OG0013598"	"AT5G66815.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G66815.1"	"67.033"	"91"	"18"	"2"	"1"	"82"	"18"	"105"	"8.38e-30"	"101"	"99"	"83"	"105"
"Np001G001310"	84	"AT5G66816.1"	"AT5G66816.1"	"orthologue"	"AT5G66816.1"	"N0.HOG0015820"	"AT5G66816.1"	"OG0009616"	"AT5G66816.1"	"AT5G66816.1"	85	101	98	82	83	83.133	136	"AT5G66816.1"	"83.133"	"83"	"14"	"0"	"2"	"84"	"17"	"99"	"1.15e-43"	"136"	"98"	"85"	"101"
"Np001G001320"	396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	"34.582"	"347"	"214"	"5"	"5"	"351"	"220"	"553"	"6.49e-59"	"206"	"87"	"397"	"1043"
"Np001G001330"	76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G23440.1"	"35.897"	"78"	"44"	"3"	"4"	"76"	"2"	"78"	"1.09e-05"	"39.3"	"95"	"77"	"82"
"Np001G001350"	92	"AT1G76310.3"	"AT1G76310.3"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G76310.3"	"53.03"	"66"	"14"	"4"	"1"	"49"	"15"	"80"	"8.86e-11"	"56.2"	"53"	"93"	"459"
"Np001G001370"	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Np001G001380"	519	"AT5G66820.1"	"AT5G66820.1"	"orthologue"	"AT5G66820.1"	"N0.HOG0022010"	"AT5G66820.1"	"OG0015442"	"AT5G66820.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G66820.1"	"70.459"	"545"	"109"	"18"	"1"	"519"	"1"	"519"	"0"	"613"	"99"	"520"	"519"
"Np001G001390"	83	"AT5G66840.1"	"AT5G66840.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G66840.1"	"70.833"	"72"	"15"	"2"	"14"	"82"	"466"	"534"	"1.61e-25"	"97.4"	"82"	"84"	"551"
"Np001G001400"	743	"AT5G54480.1"	"AT5G54480.1"	"orthologue"	"AT5G54480.1"	"N0.HOG0012664"	"AT5G54480.1"	"OG0006679"	"AT5G54480.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G54480.1"	"65"	"760"	"208"	"16"	"1"	"742"	"1"	"720"	"0"	"841"	"99"	"744"	"720"
"Np001G001410"	503	"AT5G66840.1"	"AT5G66840.1"	"orthologue"	"AT5G66840.1"	"N0.HOG0013953"	"AT5G66840.1"	"OG0007856"	"AT5G66840.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G66840.1"	"62.413"	"572"	"107"	"16"	"4"	"503"	"5"	"540"	"0"	"585"	"99"	"504"	"551"
"Np001G001420"	731	"AT5G66850.1"	"AT5G66850.1"	"orthologue"	"AT5G66850.1"	"N0.HOG0018505"	"AT5G66850.1"	"OG0012081"	"AT5G66850.1"	"AT5G66850.1"	732	716	99	100	733	89.359	1191	"AT5G66850.1"	"89.359"	"733"	"59"	"9"	"1"	"731"	"1"	"716"	"0"	"1197"	"99"	"732"	"716"
"Np001G001430"	247	"AT5G66860.1"	"AT5G66860.1"	"orthologue"	"AT5G66860.1"	"N0.HOG0022009"	"AT5G66860.1"	"OG0015441"	"AT5G66860.1"	"AT5G66860.1"	248	249	99	100	249	87.149	447	"AT5G66860.1"	"87.149"	"249"	"30"	"2"	"1"	"247"	"1"	"249"	"1.54e-161"	"447"	"99"	"248"	"249"
"Np001G001440"	327	"AT5G66870.1"	"AT5G66870.1"	"orthologue"	"AT5G66870.1"	"N0.HOG0015819"	"AT5G66870.1"	"OG0009615"	"AT5G66870.1"	"AT5G66870.1"	328	313	99	100	328	81.402	451	"AT5G66870.1"	"83.232"	"328"	"36"	"8"	"1"	"324"	"1"	"313"	"1.08e-160"	"451"	"99"	"328"	"313"
"Np001G001450"	361	"AT5G66880.1"	"AT5G66880.1"	"orthologue"	"AT5G66880.1"	"N0.HOG0007993"	"AT5G66880.1"	"OG0003076"	"AT3G50500.2, AT5G66880.1"	"AT5G66880.1"	362	361	99	100	361	96.953	733	"AT5G66880.1"	"96.953"	"361"	"11"	"0"	"1"	"361"	"1"	"361"	"0"	"733"	"99"	"362"	"361"
"Np001G001460"	419	"AT5G66890.1"	"AT5G66890.1"	"orthologue"	"AT5G66890.1"	"N0.HOG0002146"	"AT5G66890.1, AT5G66900.2, AT5G66910.1"	"OG0000360"	"AT5G66890.1, AT5G66900.2, AT5G66910.1"	"AT5G66890.1"	420	415	99	98	411	80.779	664	"AT5G66890.1"	"80.907"	"419"	"76"	"2"	"1"	"419"	"1"	"415"	"0"	"676"	"99"	"420"	"415"
"Np001G001470"	808	"AT5G66900.2"	"AT5G66900.2"	"orthologue"	"AT5G66900.2"	"N0.HOG0002146"	"AT5G66890.1, AT5G66900.2, AT5G66910.1"	"OG0000360"	"AT5G66890.1, AT5G66900.2, AT5G66910.1"	"AT5G66900.2"	809	857	99	94	812	78.571	1247	"AT5G66900.2"	"78.571"	"812"	"165"	"5"	"1"	"807"	"49"	"856"	"0"	"1247"	"99"	"809"	"857"
"Np001G001480"	545	"AT5G66920.1"	"AT5G66920.1"	"orthologue"	"AT5G66920.1"	"N0.HOG0009916"	"AT5G66920.1"	"OG0004359"	"AT5G66920.1"	"AT5G66920.1"	546	546	99	95	519	88.828	982	"AT5G66920.1"	"88.828"	"546"	"60"	"1"	"1"	"545"	"1"	"546"	"0"	"982"	"99"	"546"	"546"
"Np001G001490"	96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G18090.1"	"29.545"	"88"	"50"	"2"	"1"	"76"	"224"	"311"	"1.53e-05"	"41.6"	"78"	"97"	"577"
"Np001G001500"	216	"AT5G66930.3"	"AT5G66930.3"	"orthologue"	"AT5G66930.3"	"N0.HOG0015093"	"AT5G66930.3"	"OG0008937"	"AT5G66930.3"	"AT5G66930.3"	217	251	94	81	205	93.171	393	"AT5G66930.3"	"93.171"	"205"	"13"	"1"	"12"	"216"	"48"	"251"	"9.04e-141"	"393"	"94"	"217"	"251"
"Np001G001510"	215	"AT5G66940.1"	"AT5G66940.1"	"orthologue"	"AT5G66940.1"	"N0.HOG0016325"	"AT5G66940.1"	"OG0010081"	"AT5G66940.1"	"AT5G66940.1"	216	225	99	100	227	75.33	333	"AT5G66940.1"	"76.652"	"227"	"39"	"5"	"1"	"215"	"1"	"225"	"1.03e-117"	"333"	"99"	"216"	"225"
"Np001G001520"	868	"AT5G66950.1"	"AT5G66950.1"	"orthologue"	"AT5G66950.1"	"N0.HOG0016324"	"AT5G66950.1"	"OG0010080"	"AT5G66950.1"	"AT5G66950.1"	869	870	99	100	876	90.982	1503	"AT5G66950.1"	"91.553"	"876"	"60"	"9"	"1"	"868"	"1"	"870"	"0"	"1555"	"99"	"869"	"870"
"Np001G001530"	786	"AT5G66960.1"	"AT5G66960.1"	"orthologue"	"AT5G66960.1"	"N0.HOG0023650"	"AT5G66960.1"	"OG0017038"	"AT5G66960.1"	"AT5G66960.1"	787	792	99	100	793	92.56	1457	"AT5G66960.1"	"92.56"	"793"	"51"	"4"	"1"	"786"	"1"	"792"	"0"	"1461"	"99"	"787"	"792"
"Np001G001540"	327	"AT5G66980.1"	"AT5G66980.1"	"orthologue"	"AT5G66980.1"	"N0.HOG0016323"	"AT5G66980.1"	"OG0010079"	"AT5G66980.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G66980.1"	"62.691"	"327"	"109"	"3"	"14"	"327"	"6"	"332"	"8.81e-146"	"414"	"96"	"328"	"334"
"Np001G001550"	90	"AT5G66985.1"	"AT5G66985.1"	"orthologue"	"AT5G66985.1"	"N0.HOG0020112"	"AT5G66985.1"	"OG0013597"	"AT5G66985.1"	"AT5G66985.1"	91	83	99	100	91	72.527	123	"AT5G66985.1"	"78.022"	"91"	"11"	"3"	"1"	"90"	"1"	"83"	"5.24e-44"	"137"	"99"	"91"	"83"
"Np001G001560"	286	"AT5G66990.1"	"AT5G66990.1"	"orthologue"	"AT5G66990.1"	"N0.HOG0011119"	"AT5G66990.1"	"OG0005357"	"AT5G66990.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G66990.1"	"64.894"	"282"	"88"	"7"	"1"	"276"	"1"	"277"	"1.46e-113"	"328"	"96"	"287"	"277"
"Np001G001570"	155	"AT5G67010.1"	"AT5G67010.1"	"orthologue"	"AT5G67010.1"	"N0.HOG0004136"	"AT5G67000.1, AT2G20350.1, AT5G67010.1"	"OG0001080"	"AT2G20350.1, AT5G67000.1, AT5G67010.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G67000.1"	"64.331"	"157"	"51"	"4"	"1"	"153"	"15"	"170"	"3.08e-64"	"194"	"98"	"156"	"184"
"Np001G001580"	166	"AT5G67000.1, AT2G20350.1, AT5G67010.1"	"AT5G67000.1"	"other"	NA	"N0.HOG0004136"	"AT5G67000.1, AT2G20350.1, AT5G67010.1"	"OG0001080"	"AT2G20350.1, AT5G67000.1, AT5G67010.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G67000.1"	"63.354"	"161"	"51"	"3"	"1"	"160"	"25"	"178"	"2.96e-65"	"197"	"96"	"167"	"184"
"Np001G001590"	400	"AT5G67020.1"	"AT5G67020.1"	"orthologue"	"AT5G67020.1"	"N0.HOG0007511"	"AT3G50340.1, AT5G67020.1"	"OG0002804"	"AT3G50340.1, AT5G67020.1"	"AT5G67020.1"	401	394	99	100	400	85.25	657	"AT5G67020.1"	"86.5"	"400"	"48"	"2"	"1"	"400"	"1"	"394"	"0"	"675"	"99"	"401"	"394"
"Np001G001600"	667	"AT5G67030.1"	"AT5G67030.1"	"orthologue"	"AT5G67030.1"	"N0.HOG0016322"	"AT5G67030.1"	"OG0010078"	"AT5G67030.1"	"AT5G67030.1"	668	667	99	100	670	90.448	1225	"AT5G67030.1"	"90.448"	"670"	"58"	"5"	"1"	"667"	"1"	"667"	"0"	"1225"	"99"	"668"	"667"
"Np001G001610"	466	"AT5G67050.1"	"AT5G67050.1"	"orthologue"	"AT5G67050.1"	"N0.HOG0022007"	"AT5G67050.1"	"OG0015439"	"AT5G67050.1"	"AT5G67050.1"	467	477	99	100	477	79.245	790	"AT5G67050.1"	"79.245"	"477"	"88"	"2"	"1"	"466"	"1"	"477"	"0"	"790"	"99"	"467"	"477"
"Np001G001630"	240	"AT5G67060.1"	"AT5G67060.1"	"orthologue"	"AT5G67060.1"	"N0.HOG0009915"	"AT5G67060.1"	"OG0004358"	"AT5G67060.1"	"AT5G67060.1"	241	241	99	100	243	84.362	303	"AT5G67060.1"	"86.008"	"243"	"29"	"3"	"1"	"240"	"1"	"241"	"7.87e-105"	"303"	"99"	"241"	"241"
"Np001G001650"	135	"AT5G67070.1"	"AT5G67070.1"	"orthologue"	"AT5G67070.1"	"N0.HOG0010647"	"AT5G67070.1"	"OG0004962"	"AT5G67070.1"	"AT5G67070.1"	136	129	98	100	133	71.429	174	"AT5G67070.1"	"71.429"	"133"	"34"	"1"	"1"	"133"	"1"	"129"	"1.42e-57"	"174"	"98"	"136"	"129"
"Np001G001680"	347	"AT5G67080.1"	"AT5G67080.1"	"orthologue"	"AT5G67080.1"	"N0.HOG0007047"	"AT5G67080.1"	"OG0002553"	"AT3G50310.1, AT5G67080.1"	"AT5G67080.1"	348	344	99	100	347	84.15	597	"AT5G67080.1"	"84.15"	"347"	"52"	"3"	"1"	"347"	"1"	"344"	"0"	"597"	"99"	"348"	"344"
"Np001G001690"	737	"AT5G67090.1"	"AT5G67090.1"	"orthologue"	"AT5G67090.1"	"N0.HOG0025428"	"AT5G67090.1"	"OG0018733"	"AT5G67090.1"	"AT5G67090.1"	738	736	99	100	738	84.688	1278	"AT5G67090.1"	"84.688"	"738"	"110"	"2"	"1"	"737"	"1"	"736"	"0"	"1294"	"99"	"738"	"736"
"Np001G001700"	1520	"AT5G67100.1"	"AT5G67100.1"	"other"	NA	"N0.HOG0008703"	"AT5G67100.1"	"OG0003527"	"AT5G67100.1"	"AT5G67100.1"	1521	1524	99	100	1532	86.88	2711	"AT5G67100.1"	"86.88"	"1532"	"181"	"7"	"1"	"1520"	"1"	"1524"	"0"	"2720"	"99"	"1521"	"1524"
"Np001G001710"	215	"AT5G67110.1"	"AT5G67110.1"	"orthologue"	"AT5G67110.1"	"N0.HOG0018504"	"AT5G67110.1"	"OG0012080"	"AT5G67110.1"	"AT5G67110.1"	216	210	99	100	216	81.019	339	"AT5G67110.1"	"81.019"	"216"	"34"	"3"	"1"	"215"	"1"	"210"	"4.9e-120"	"339"	"99"	"216"	"210"
"Np001G001720"	179	"AT5G67120.1"	"AT5G67120.1"	"other"	NA	"N0.HOG0024209"	"AT5G67120.1"	"OG0017583"	"AT5G67120.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G67120.1"	"37.5"	"272"	"77"	"6"	"1"	"179"	"1"	"272"	"4.28e-42"	"141"	"99"	"180"	"272"
"Np001G001750"	425	"AT5G67130.1"	"AT5G67130.1"	"orthologue"	"AT5G67130.1"	"N0.HOG0020111"	"AT5G67130.1"	"OG0013596"	"AT5G67130.1"	"AT5G67130.1"	426	426	98	100	421	85.116	729	"AT5G67130.1"	"85.986"	"421"	"50"	"4"	"1"	"416"	"1"	"417"	"0"	"729"	"98"	"426"	"426"
"Np001G001760"	228	"AT5G67140.1"	"AT5G67140.1"	"orthologue"	"AT5G67140.1"	"N0.HOG0018503"	"AT5G67140.1"	"OG0012079"	"AT5G67140.1"	"AT5G67140.1"	229	228	99	100	228	90.789	431	"AT5G67140.1"	"90.789"	"228"	"21"	"0"	"1"	"228"	"1"	"228"	"5.49e-156"	"431"	"99"	"229"	"228"
"Np001G001770"	440	"AT5G67150.1"	"AT5G67150.1"	"orthologue"	"AT5G67150.1"	"N0.HOG0020110"	"AT5G67150.1"	"OG0013595"	"AT5G67150.1"	"AT5G67150.1"	441	448	99	99	447	80.761	723	"AT5G67150.1"	"80.761"	"447"	"75"	"5"	"3"	"440"	"4"	"448"	"0"	"723"	"99"	"441"	"448"
"Np001G001780"	441	"AT5G67160.1"	"AT5G67160.1"	"orthologue"	"AT5G67160.1"	"N0.HOG0010229"	"AT5G67160.1"	"OG0004605"	"AT5G67160.1"	"AT5G67160.1"	442	434	99	100	442	81.222	741	"AT5G67160.1"	"81.222"	"442"	"74"	"4"	"1"	"441"	"1"	"434"	"0"	"741"	"99"	"442"	"434"
"Np001G001800"	371	"AT5G67170.1"	"AT5G67170.1"	"orthologue"	"AT5G67170.1"	"N0.HOG0020109"	"AT5G67170.1"	"OG0013594"	"AT5G67170.1"	"AT5G67170.1"	372	375	94	96	360	83.333	622	"AT5G67170.1"	"83.333"	"360"	"50"	"3"	"21"	"371"	"17"	"375"	"0"	"622"	"94"	"372"	"375"
"Np001G001810"	358	"AT5G67180.1"	"AT5G67180.1"	"orthologue"	"AT5G67180.1"	"N0.HOG0023649"	"AT5G67180.1"	"OG0017037"	"AT5G67180.1"	"AT5G67180.1"	359	352	99	100	362	78.453	504	"AT5G67180.1"	"78.453"	"362"	"63"	"8"	"1"	"357"	"1"	"352"	"0"	"504"	"99"	"359"	"352"
"Np001G001830"	184	"AT5G67190.1"	"AT5G67190.1"	"orthologue"	"AT5G67190.1"	"N0.HOG0016321"	"AT5G67190.1"	"OG0010077"	"AT5G67190.1"	"AT5G67190.1"	185	184	99	99	184	88.587	310	"AT5G67190.1"	"88.587"	"184"	"20"	"1"	"1"	"184"	"1"	"183"	"1.09e-109"	"310"	"99"	"185"	"184"
"Np001G001840"	682	"AT5G67200.1"	"AT5G67200.1"	"orthologue"	"AT5G67200.1"	"N0.HOG0018502"	"AT5G67200.1"	"OG0012078"	"AT5G67200.1"	"AT5G67200.1"	683	669	97	98	667	88.606	1187	"AT5G67200.1"	"88.756"	"667"	"59"	"6"	"18"	"682"	"17"	"669"	"0"	"1187"	"97"	"683"	"669"
