"Erysimum_linariifolium"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"El001G000980"	"AT4G01870.2"	"AT4G01870.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G01870.2"	79.268	82	17	0	8	89	550	631	2.33e-40	140	77	107	701
"El001G000990"	"AT4G01280.2"	"AT4G01280.2"	"AT4G01280.2"	"N0.HOG0008508"	"AT4G01280.2, AT1G01520.1"	"OG0003410"	"AT1G01520.1, AT4G01280.2"	"AT4G01280.2"	309	303	99	100	309	88.997	553	"AT4G01280.2"	88.997	309	27	3	1	308	1	303	0	553	99	309	303
"El001G001000"	"AT4G01270.1"	"AT4G01270.1"	NA	"N0.HOG0011587"	"AT4G01270.1, AT4G01245.1"	"OG0005761"	"AT4G01245.1, AT4G01270.1"	"AT4G01270.1"	506	506	99	100	507	85.996	868	"AT4G01270.1"	85.996	507	68	2	1	505	1	506	0	885	99	506	506
"El001G001010"	"AT4G01250.1"	"AT4G01250.1"	"AT4G01250.1"	"N0.HOG0016335"	"AT4G01250.1"	"OG0010091"	"AT4G01250.1"	"AT4G01250.1"	302	298	99	100	302	93.377	542	"AT4G01250.1"	94.04	302	13	4	1	301	1	298	0	566	99	302	298
"El001G001020"	"AT4G00620.1, AT4G00600.1"	"AT4G00620.1"	NA	"N0.HOG0009238"	"AT4G00620.1, AT4G00600.1"	"OG0003872"	"AT4G00600.1, AT4G00620.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G00620.1"	63.812	362	113	5	1	347	1	359	1.22e-153	436	99	351	360
"El001G001030"	"AT4G01240.1"	"AT4G01240.1"	"AT4G01240.1"	"N0.HOG0022027"	"AT4G01240.1"	"OG0015457"	"AT4G01240.1"	"AT4G01240.1"	479	659	97	70	464	93.103	894	"AT4G01240.1"	93.75	464	27	2	16	478	197	659	0	894	97	479	659
"El001G001040"	"AT4G01230.2"	"AT4G01230.2"	"AT4G01230.2"	"N0.HOG0022028"	"AT4G01230.2"	"OG0015458"	"AT4G01230.2"	"AT4G01230.2"	245	244	99	100	244	93.443	429	"AT4G01230.2"	93.443	244	16	0	1	244	1	244	1.69e-154	429	99	245	244
"El001G001050"	"AT4G01220.1"	"AT4G01220.1"	"AT4G01220.1"	"N0.HOG0002991"	"AT4G01220.1"	"OG0000617"	"AT4G01220.1, AT4G01750.1, AT4G01770.2"	"AT4G01220.1"	360	360	99	100	360	95	711	"AT4G01220.1"	95	360	17	1	1	359	1	360	0	711	99	360	360
"El001G001060"	"AT4G01210.1"	"AT4G01210.1"	"AT4G01210.1"	"N0.HOG0011588"	"AT4G01210.1"	"OG0005762"	"AT4G01210.1"	"AT4G01210.1"	1024	1031	99	99	1028	91.051	1830	"AT4G01210.1"	91.051	1028	85	3	1	1021	1	1028	0	1883	99	1024	1031
"El001G001070"	"AT4G01200.1"	"AT4G01200.1"	"AT4G01200.1"	"N0.HOG0024589"	"AT4G01200.1"	"OG0017940"	"AT4G01200.1"	"AT4G01200.1"	250	250	99	100	250	95.6	485	"AT4G01200.1"	95.6	250	10	1	1	249	1	250	1.05e-176	485	99	250	250
"El001G001080"	"AT4G01190.2"	"AT4G01190.2"	"AT4G01190.2"	"N0.HOG0019247"	"AT4G01190.2"	"OG0012771"	"AT4G01190.2"	"AT4G01190.2"	412	411	99	99	415	79.759	676	"AT4G01190.2"	80.482	415	69	3	1	410	1	408	0	691	99	412	411
"El001G001090"	"AT4G01160.2"	"AT4G01160.2"	"AT4G01160.2"	"N0.HOG0003544"	"AT4G01160.2, AT2G46260.1"	"OG0000825"	"AT2G46260.1, AT3G61600.1, AT4G01160.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G01160.2"	66.919	529	128	5	5	489	2	527	0	663	99	490	527
"El001G001100"	"AT4G01150.1"	"AT4G01150.1"	"AT4G01150.1"	"N0.HOG0009437"	"AT4G01150.1"	"OG0004004"	"AT4G01150.1"	"AT4G01150.1"	164	164	99	91	149	94.512	284	"AT4G01150.1"	94.512	164	8	1	1	163	1	164	8.98e-109	306	99	164	164
"El001G001120"	"AT4G01140.1"	"AT4G01140.1"	"AT4G01140.1"	"N0.HOG0023661"	"AT4G01140.1"	"OG0017046"	"AT4G01140.1"	"AT4G01140.1"	304	306	93	100	287	79.87	468	"AT4G01140.1"	81.533	287	48	1	22	303	20	306	3.72e-168	468	93	304	306
"El001G001130"	"AT4G01130.1"	"AT4G01130.1"	"AT4G01130.1"	"N0.HOG0024590"	"AT4G01130.1"	"OG0017941"	"AT4G01130.1"	"AT4G01130.1"	231	382	97	59	224	91.518	427	"AT4G01130.1"	91.518	224	19	0	7	230	159	382	3.38e-152	427	97	231	382
"El001G001140"	"AT4G01120.1"	"AT4G01120.1"	"AT4G01120.1"	"N0.HOG0020132"	"AT4G01120.1"	"OG0013617"	"AT4G01120.1"	"AT4G01120.1"	365	360	99	100	366	86.885	584	"AT4G01120.1"	86.885	366	40	5	1	364	1	360	0	584	99	365	360
"El001G001150"	"AT4G01110.1"	"AT4G01110.1"	"AT4G01110.1"	"N0.HOG0012911"	"AT4G01110.1"	"OG0006906"	"AT4G01110.1"	"AT4G01110.1"	282	261	93	100	261	87.739	435	"AT4G01110.1"	87.739	261	32	0	21	281	1	261	3.03e-156	435	93	282	261
"El001G001160"	"AT4G01100.2"	"AT4G01100.2"	NA	"N0.HOG0010653"	"AT4G01100.2"	"OG0004965"	"AT4G01100.2"	"AT4G01100.2"	354	366	99	100	369	88.347	653	"AT4G01100.2"	88.347	369	24	3	1	353	1	366	0	653	99	354	366
"El001G001170"	"AT4G01090.1"	"AT4G01090.1"	"AT4G01090.1"	"N0.HOG0005562"	"AT4G01090.1"	"OG0001786"	"AT1G01440.1, AT4G01090.1"	"AT4G01090.1"	724	714	99	100	730	85.753	1125	"AT4G01090.1"	86.575	730	75	9	1	723	1	714	0	1160	99	724	714
"El001G001180"	"AT4G01080.1"	"AT4G01080.1"	"AT4G01080.1"	"N0.HOG0022029"	"AT4G01080.1"	"OG0015459"	"AT4G01080.1"	"AT4G01080.1"	432	442	99	99	437	91.076	822	"AT4G01080.1"	91.076	437	33	2	1	431	1	437	0	822	99	432	442
"El001G001190"	"AT4G01070.1"	"AT4G01070.1"	"AT4G01070.1"	"N0.HOG0004177"	"AT1G01390.2, AT1G01420.2, AT4G01070.1"	"OG0001099"	"AT1G01390.2, AT1G01420.2, AT4G01070.1"	"AT4G01070.1"	481	480	99	100	480	88.958	863	"AT4G01070.1"	88.958	480	53	0	1	480	1	480	0	882	99	481	480
"El001G001200"	"AT4G01060.1"	"AT4G01060.1"	"AT4G01060.1"	"N0.HOG0004850"	"AT4G01060.1, AT1G01380.1"	"OG0001427"	"AT1G01380.1, AT4G01060.1"	"AT4G01060.1"	81	77	95	99	77	81.818	112	"AT4G01060.1"	89.61	77	7	1	1	77	1	76	3.64e-44	136	95	81	77
"El001G001210"	"AT4G01050.2"	"AT4G01050.2"	"AT4G01050.2"	"N0.HOG0013960"	"AT4G01050.2"	"OG0007863"	"AT4G01050.2"	"AT4G01050.2"	470	507	98	90	465	89.247	731	"AT4G01050.2"	90.108	465	31	2	1	459	42	497	0	753	98	470	507
"El001G001220"	"AT4G01040.1"	"AT4G01040.1"	"AT4G01040.1"	"N0.HOG0020133"	"AT4G01040.1"	"OG0013618"	"AT4G01040.1"	"AT4G01040.1"	432	430	99	100	431	93.271	808	"AT4G01040.1"	93.271	431	28	1	1	431	1	430	0	832	99	432	430
"El001G001230"	"AT4G01037.1"	"AT4G01037.1"	"AT4G01037.1"	"N0.HOG0020134"	"AT4G01037.1"	"OG0013619"	"AT4G01037.1"	"AT4G01037.1"	526	528	99	100	528	95.455	1010	"AT4G01037.1"	95.455	528	21	2	1	525	1	528	0	1010	99	526	528
"El001G001240"	"AT4G01030.1"	"AT4G01030.1"	"AT4G01030.1"	"N0.HOG0022030"	"AT4G01030.1"	"OG0015460"	"AT4G01030.1"	"AT4G01030.1"	942	768	82	100	768	88.802	1433	"AT4G01030.1"	88.802	768	86	0	174	941	1	768	0	1434	82	942	768
"El001G001250"	"AT4G01026.1"	"AT4G01026.1"	"AT4G01026.1"	"N0.HOG0006042"	"AT4G01026.1"	"OG0002029"	"AT1G01360.1, AT4G01026.1"	"AT4G01026.1"	193	211	99	92	194	93.299	379	"AT4G01026.1"	93.299	194	11	1	1	192	1	194	1.7e-136	379	99	193	211
"El001G001260"	"AT4G01023.2"	"AT4G01023.2"	"AT4G01023.2"	"N0.HOG0006588"	"AT4G01023.2, AT1G01350.1, AT5G06420.1"	"OG0002320"	"AT1G01350.1, AT4G01023.2, AT5G06420.1"	"AT4G01023.2"	232	255	99	93	236	73.729	282	"AT4G01023.2"	73.729	236	57	3	1	231	20	255	1.1e-96	282	99	232	255
"El001G001270"	"AT4G01010.1"	"AT4G01010.1"	"AT4G01010.1"	"N0.HOG0009078"	"AT1G01340.2, AT4G01010.1"	"OG0003764"	"AT1G01340.2, AT4G01010.1"	"AT4G01010.1"	709	696	99	100	713	92.006	1335	"AT4G01010.1"	92.006	713	35	5	1	708	1	696	0	1335	99	709	696
"El001G001280"	"AT3G06455.1, AT4G01000.1"	"AT4G01000.1"	"AT3G06455.1, AT4G01000.1"	"N0.HOG0013961"	"AT3G06455.1, AT4G01000.1"	"OG0007864"	"AT3G06455.1, AT4G01000.1"	"AT4G01000.1"	433	415	97	97	427	74.707	582	"AT4G01000.1"	74.707	427	75	3	1	419	1	402	0	597	97	433	415
"El001G001290"	"AT4G00990.1"	"AT4G00990.1"	"AT4G00990.1"	"N0.HOG0009654"	"AT4G00990.1"	"OG0004154"	"AT4G00990.1"	"AT4G00990.1"	937	840	70	77	657	78.082	1023	"AT4G00990.1"	78.082	657	128	6	1	653	1	645	0	1037	70	937	840
"El001G001300"	"AT4G00980.1"	"AT4G00980.1"	"AT4G00980.1"	"N0.HOG0015109"	"AT4G00980.1"	"OG0008953"	"AT4G00980.1"	"AT4G00980.1"	478	488	99	99	487	81.314	828	"AT4G00980.1"	81.314	487	80	2	1	476	1	487	0	828	99	478	488
"El001G001310"	"AT4G00970.1"	"AT4G00970.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G00970.1"	75.18	278	66	2	1	275	1	278	1.49e-138	406	89	309	665
"El001G001320"	"AT4G00950.1"	"AT4G00950.1"	"AT4G00950.1"	"N0.HOG0020135"	"AT4G00950.1"	"OG0013620"	"AT4G00950.1"	"AT4G00950.1"	289	291	99	100	291	83.849	422	"AT4G00950.1"	83.849	291	44	3	1	288	1	291	2.38e-150	422	99	289	291
"El001G001330"	"AT4G00940.1"	"AT4G00940.1"	"AT4G00940.1"	"N0.HOG0022031"	"AT4G00940.1"	"OG0015461"	"AT4G00940.1"	"AT4G00940.1"	293	294	94	95	280	83.929	434	"AT4G00940.1"	85	280	36	2	17	292	17	294	5.61e-155	434	94	293	294
"El001G001340"	"AT4G00910.1"	"AT4G00910.1"	"AT4G00910.1"	"N0.HOG0009655"	"AT4G00910.1"	"OG0004155"	"AT4G00910.1"	"AT4G00910.1"	486	485	99	100	485	93.814	952	"AT4G00910.1"	93.814	485	30	0	1	485	1	485	0	952	99	486	485
"El001G001350"	"AT4G00905.1"	"AT4G00905.1"	"AT4G00905.1"	"N0.HOG0020136"	"AT4G00905.1"	"OG0013621"	"AT4G00905.1"	"AT4G00905.1"	267	263	99	100	266	89.474	469	"AT4G00905.1"	90.602	266	22	2	1	266	1	263	1.02e-169	469	99	267	263
"El001G001360"	"AT4G00900.1"	"AT4G00900.1"	"AT4G00900.1"	"N0.HOG0023662"	"AT4G00900.1"	"OG0017047"	"AT4G00900.1"	"AT4G00900.1"	1057	1054	99	100	1056	96.97	2100	"AT4G00900.1"	96.97	1056	30	1	1	1056	1	1054	0	2100	99	1057	1054
"El001G001370"	"AT4G36840.1"	"AT4G36840.1"	NA	NA	NA	"OG0000158"	"AT4G36840.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G36840.1"	48.879	223	81	5	144	339	1	217	1.9e-56	183	55	357	238
"El001G001380"	"AT4G00895.1"	"AT4G00895.1"	"AT4G00895.1"	"N0.HOG0017386"	"AT4G00895.1"	"OG0011061"	"AT4G00895.1"	"AT4G00895.1"	194	191	99	100	195	83.077	250	"AT4G00895.1"	83.59	195	26	3	1	193	1	191	1.5e-85	250	99	194	191
"El001G001400"	"AT2G17830.1, AT2G18780.1, AT3G16740.1, AT3G16820.1, AT3G17320.1, AT3G17400.1, AT3G17620.1, AT3G18120.1, AT3G19470.1, AT3G22770.1, AT3G23420.1, AT3G24580.1, AT5G36200.1, AT5G36730.1, AT5G36820.1, AT5G42460.1"	"AT3G16740.1"	NA	NA	NA	"OG0000057"	"AT2G17830.1, AT2G18780.1, AT3G16740.1, AT3G16820.1, AT3G17320.1, AT3G17400.1, AT3G17620.1, AT3G18120.1, AT3G19470.1, AT3G22770.1, AT3G23420.1, AT3G24580.1, AT5G36200.1, AT5G36730.1, AT5G36820.1, AT5G42460.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G16740.1"	63.971	272	81	5	13	268	121	391	9.85e-115	335	91	281	391
"El001G001410"	"AT2G11200.1"	"AT2G11200.1"	NA	NA	NA	"OG0004486"	"AT2G11200.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G16740.1"	57.447	94	32	2	3	89	6	98	1.08e-27	102	94	93	391
"El001G001420"	"AT4G00890.1"	"AT4G00890.1"	"AT4G00890.1"	"N0.HOG0023663"	"AT4G00890.1"	"OG0017048"	"AT4G00890.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G00890.1"	57.282	309	64	11	1	300	1	250	5.1e-64	222	32	939	431
"El001G001440"	"AT4G00880.1"	"AT4G00880.1"	"AT4G00880.1"	"N0.HOG0003598"	"AT2G46690.1, AT4G00880.1, AT3G61900.1"	"OG0000849"	"AT2G46690.1, AT3G61900.1, AT4G00880.1"	"AT4G00880.1"	127	122	99	100	126	90.476	207	"AT4G00880.1"	91.27	126	7	1	1	126	1	122	2.22e-74	216	99	127	122
"El001G001450"	"AT4G00870.1"	"AT4G00870.1"	"AT4G00870.1"	"N0.HOG0026416"	"AT4G00870.1"	"OG0019630"	"AT4G00870.1"	"AT4G00870.1"	418	423	94	99	403	77.667	594	"AT4G00870.1"	77.667	403	81	5	19	412	19	421	0	594	94	418	423
"El001G001460"	"AT4G00860.1"	"AT4G00860.1"	"AT4G00860.1"	"N0.HOG0007792"	"AT4G00860.1"	"OG0002963"	"AT1G01170.1, AT4G00860.1"	"AT4G00860.1"	81	80	99	100	80	91.25	153	"AT4G00860.1"	91.25	80	7	0	1	80	1	80	8.37e-51	153	99	81	80
"El001G001470"	"AT4G00850.1"	"AT4G00850.1"	"AT4G00850.1"	"N0.HOG0007053"	"AT4G00850.1"	"OG0002555"	"AT1G01160.2, AT4G00850.1"	"AT4G00850.1"	219	223	99	100	223	88.341	349	"AT4G00850.1"	88.341	223	21	3	1	218	1	223	3.41e-126	355	99	219	223
"El001G001480"	"AT4G00840.1"	"AT4G00840.1"	"AT4G00840.1"	"N0.HOG0012912"	"AT4G00840.1"	"OG0006907"	"AT4G00840.1"	"AT4G00840.1"	292	291	99	100	291	94.845	549	"AT4G00840.1"	94.845	291	15	0	1	291	1	291	0	549	99	292	291
"El001G001490"	"AT4G00830.1"	"AT4G00830.1"	"AT4G00830.1"	"N0.HOG0011127"	"AT4G00830.1"	"OG0005363"	"AT4G00830.1"	"AT4G00830.1"	496	495	99	100	496	95.766	961	"AT4G00830.1"	95.766	496	19	2	1	495	1	495	0	961	99	496	495
"El001G001500"	"AT4G00820.1"	"AT4G00820.1"	"AT4G00820.1"	"N0.HOG0023664"	"AT4G00820.1"	"OG0017049"	"AT4G00820.1"	"AT4G00820.1"	530	534	98	98	525	92.952	905	"AT4G00820.1"	93.143	525	28	5	12	529	11	534	0	907	98	530	534
"El001G001510"	"AT4G00810.1"	"AT4G00810.1"	"AT4G00810.1"	"N0.HOG0003597"	"AT1G01100.1, AT5G47700.1, AT4G00810.1"	"OG0000848"	"AT1G01100.1, AT4G00810.1, AT5G47700.1"	"AT4G00810.1"	114	113	99	100	113	97.345	215	"AT4G00810.1"	97.345	113	3	0	1	113	1	113	3.51e-74	215	99	114	113
"El001G001530"	"AT4G01380.1"	"AT4G01380.1"	"AT4G01380.1"	"N0.HOG0000994"	"AT4G01380.1, AT1G45063.1"	"OG0000118"	"AT1G45063.1, AT3G53330.1, AT4G01380.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G45063.1"	65.343	277	84	3	2	270	4	276	4.48e-122	353	96	281	369
"El001G001540"	"AT4G01390.1, AT4G00780.1"	"AT4G00780.1"	"AT4G01390.1, AT4G00780.1"	"N0.HOG0009002"	"AT4G01390.1, AT4G00780.1"	"OG0003717"	"AT4G00780.1, AT4G01390.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G00780.1"	73.841	302	75	3	1	301	1	299	2.07e-156	438	99	302	299
"El001G001550"	"AT4G01390.1, AT4G00780.1"	"AT4G00780.1"	"AT4G01390.1, AT4G00780.1"	"N0.HOG0009002"	"AT4G01390.1, AT4G00780.1"	"OG0003717"	"AT4G00780.1, AT4G01390.1"	"AT4G00780.1"	302	299	99	100	302	76.49	463	"AT4G00780.1"	76.49	302	67	3	1	301	1	299	1.84e-166	463	99	302	299
"El001G001560"	"AT4G01395.1"	"AT4G01395.1"	"AT4G01395.1"	"N0.HOG0020137"	"AT4G01395.1"	"OG0013622"	"AT4G01395.1"	"AT4G01395.1"	1207	738	61	100	738	95.935	1451	"AT4G01395.1"	95.935	738	30	0	469	1206	1	738	0	1451	61	1207	738
"El001G001570"	"AT4G01410.1"	"AT4G01410.1"	"AT4G01410.1"	"N0.HOG0015110"	"AT4G01410.1"	"OG0008954"	"AT4G01410.1"	"AT4G01410.1"	228	227	99	100	227	95.154	389	"AT4G01410.1"	95.154	227	11	0	1	227	1	227	5.25e-140	390	99	228	227
"El001G001590"	"AT4G01420.1"	"AT4G01420.1"	"AT4G01420.1"	"N0.HOG0023582"	"AT4G01420.1"	"OG0016970"	"AT4G01420.1"	"AT4G01420.1"	204	203	99	100	203	89.655	367	"AT4G01420.1"	89.655	203	21	0	1	203	1	203	2.61e-131	367	99	204	203
"El001G001610"	"AT4G01430.1"	"AT4G01430.1"	"AT4G01430.1"	"N0.HOG0023665"	"AT4G01430.1"	"OG0017050"	"AT4G01430.1"	"AT4G01430.1"	365	365	99	99	366	86.612	636	"AT4G01430.1"	86.612	366	45	2	1	364	2	365	0	636	99	365	365
"El001G001620"	"AT4G01440.1"	"AT4G01440.1"	"AT4G01440.1"	"N0.HOG0013962"	"AT4G01440.1"	"OG0007865"	"AT4G01440.1"	"AT4G01440.1"	361	365	99	100	366	90.164	651	"AT4G01440.1"	90.164	366	29	3	1	360	1	365	0	651	99	361	365
"El001G001630"	"AT2G33175.1"	"AT2G33175.1"	"AT2G33175.1"	"N0.HOG0025797"	"AT2G33175.1"	"OG0019073"	"AT2G33175.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G33175.1"	41.111	90	47	3	257	340	98	187	1.69e-09	56.6	23	360	187
"El001G001650"	"AT4G01450.2"	"AT4G01450.2"	"AT4G01450.2"	"N0.HOG0008147"	"AT4G01450.2"	"OG0003171"	"AT4G01450.2"	"AT4G01450.2"	362	361	99	100	361	81.717	556	"AT4G01450.2"	81.717	361	66	0	1	361	1	361	0	556	99	362	361
"El001G001660"	"AT4G01460.1"	"AT4G01460.1"	"AT4G01460.1"	NA	NA	"OG0011062"	"AT4G01460.1"	"AT4G01460.1"	322	315	99	99	319	82.759	483	"AT4G01460.1"	84.326	319	45	4	1	319	1	314	2.96e-178	495	99	322	315
"El001G001670"	"AT4G01470.1"	"AT4G01470.1"	"AT4G01470.1"	"N0.HOG0016336"	"AT4G01470.1"	"OG0010092"	"AT4G01470.1"	"AT4G01470.1"	253	252	99	100	252	98.413	485	"AT4G01470.1"	98.413	252	4	0	1	252	1	252	1.56e-176	485	99	253	252
"El001G001680"	"AT4G01480.1"	"AT4G01480.1"	"AT4G01480.1"	"N0.HOG0002908"	"AT4G01480.1"	"OG0000587"	"AT1G01050.1, AT2G46860.1, AT4G01480.1"	"AT4G01480.1"	217	216	97	98	212	95.755	417	"AT4G01480.1"	95.755	212	8	1	6	216	5	216	4.8e-151	417	97	217	216
"El001G001690"	"AT4G01500.1"	"AT4G01500.1"	"AT4G01500.1"	"N0.HOG0012167"	"AT4G01500.1"	"OG0006255"	"AT4G01500.1"	"AT4G01500.1"	332	333	99	100	338	85.503	540	"AT4G01500.1"	85.799	338	36	9	1	331	1	333	0	561	99	332	333
"El001G001700"	"AT4G01380.1"	"AT4G01380.1"	"AT4G01380.1"	"N0.HOG0000994"	"AT4G01380.1, AT1G45063.1"	"OG0000118"	"AT1G45063.1, AT3G53330.1, AT4G01380.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G45063.1"	65.468	278	82	4	2	270	4	276	5.89e-122	352	96	281	369
"El001G001710"	"AT4G01510.5"	"AT4G01510.5"	"AT4G01510.5"	"N0.HOG0007055"	"AT4G01510.5, AT1G01020.1"	"OG0002556"	"AT1G01020.1, AT4G01510.5"	"AT4G01510.5"	233	260	99	100	265	76.981	362	"AT4G01510.5"	76.981	265	23	3	1	232	1	260	4.24e-128	362	99	233	260
"El001G001720"	"AT4G01550.1"	"AT4G01550.1"	"AT4G01550.1"	"N0.HOG0008149"	"AT4G01550.1"	"OG0003172"	"AT4G01550.1"	"AT4G01550.1"	435	457	99	97	448	78.795	682	"AT4G01550.1"	78.795	448	72	9	1	429	1	444	0	682	99	435	457
"El001G001730"	"AT3G09110.1, AT3G09120.1, AT1G11145.1"	"AT3G09110.1"	"AT3G09110.1, AT3G09120.1, AT1G11145.1"	NA	NA	"OG0000127"	"AT1G11145.1, AT3G09110.1, AT3G09120.1, AT3G09140.1, AT5G01120.1, AT5G01130.1, AT5G01140.1, AT5G01150.1, AT5G43240.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G09110.1"	37.168	226	121	4	5	211	8	231	2.82e-39	137	92	225	343
"El001G001740"	"AT4G01560.1"	"AT4G01560.1"	"AT4G01560.1"	"N0.HOG0017391"	"AT4G01560.1"	"OG0011063"	"AT4G01560.1"	"AT4G01560.1"	349	343	99	100	348	91.954	631	"AT4G01560.1"	91.954	348	23	2	1	348	1	343	0	657	99	349	343
"El001G001750"	"AT4G01570.1"	"AT4G01570.1"	"AT4G01570.1"	"N0.HOG0017392"	"AT4G01570.1"	"OG0011064"	"AT4G01570.1"	"AT4G01570.1"	803	805	99	99	801	93.633	1553	"AT4G01570.1"	93.633	801	49	1	1	799	1	801	0	1553	99	803	805
"El001G001760"	"AT4G01575.1"	"AT4G01575.1"	"AT4G01575.1"	"N0.HOG0011589"	"AT4G01575.1"	"OG0005763"	"AT4G01575.1"	"AT4G01575.1"	138	144	99	94	138	84.783	227	"AT4G01575.1"	84.783	138	17	2	1	137	10	144	4.07e-78	227	99	138	144
"El001G001780"	"AT4G01590.1, AT4G35685.1"	"AT4G01590.1"	"AT4G01590.1, AT4G35685.1"	"N0.HOG0009239"	"AT4G01590.1, AT4G35685.1"	"OG0003873"	"AT4G01590.1, AT4G35685.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G01590.1"	71.759	216	43	4	1	214	1	200	8.79e-73	219	99	215	200
"El001G001790"	"AT4G01600.1"	"AT4G01600.1"	"AT4G01600.1"	NA	NA	"OG0011065"	"AT4G01600.1"	"AT4G01600.1"	315	233	66	93	216	75	328	"AT4G01600.1"	75	216	47	2	103	311	13	228	6.45e-119	341	66	315	233
"El001G001800"	"AT4G01610.1"	"AT4G01610.1"	"AT4G01610.1"	"N0.HOG0004500"	"AT4G01610.1"	"OG0001246"	"AT1G02300.1, AT1G02305.1, AT4G01610.1"	"AT4G01610.1"	358	359	99	100	359	92.479	683	"AT4G01610.1"	92.479	359	25	1	1	357	1	359	0	683	99	358	359
"El001G001830"	"AT4G01630.1"	"AT4G01630.1"	"AT4G01630.1"	"N0.HOG0007515"	"AT4G01630.1"	"OG0002806"	"AT4G01630.1"	"AT4G01630.1"	256	255	99	100	255	94.118	505	"AT4G01630.1"	94.118	255	15	0	1	255	1	255	0	505	99	256	255
"El001G001840"	"AT4G01650.1"	"AT4G01650.1"	"AT4G01650.1"	"N0.HOG0011129"	"AT4G01650.1"	"OG0005365"	"AT4G01650.1"	"AT4G01650.1"	295	288	99	100	295	86.78	508	"AT4G01650.1"	86.78	295	31	2	1	294	1	288	0	508	99	295	288
"El001G001850"	"AT4G01660.1"	"AT4G01660.1"	"AT4G01660.1"	"N0.HOG0017397"	"AT4G01660.1"	"OG0011066"	"AT4G01660.1"	"AT4G01660.1"	625	623	99	99	617	92.382	1159	"AT4G01660.1"	92.492	626	42	3	1	624	1	623	0	1174	99	625	623
"El001G001860"	"AT4G01670.1"	"AT4G01670.1"	"AT4G01670.1"	"N0.HOG0013963"	"AT4G01670.1"	"OG0007866"	"AT4G01670.1"	"AT4G01670.1"	250	249	99	100	253	86.561	385	"AT4G01670.1"	88.933	253	20	3	1	249	1	249	3.97e-141	395	99	250	249
"El001G001880"	"AT4G01680.2"	"AT4G01680.2"	"AT4G01680.2"	"N0.HOG0020138"	"AT4G01680.2"	"OG0013623"	"AT4G01680.2"	"AT4G01680.2"	343	348	99	100	355	91.831	654	"AT4G01680.2"	91.831	355	9	5	1	342	1	348	0	654	99	343	348
"El001G001900"	"AT4G01690.1"	"AT4G01690.1"	"AT4G01690.1"	"N0.HOG0017398"	"AT4G01690.1"	"OG0011067"	"AT4G01690.1"	"AT4G01690.1"	538	537	99	100	537	96.276	1054	"AT4G01690.1"	96.276	537	20	0	1	537	1	537	0	1054	99	538	537
"El001G001910"	"AT4G01700.1"	"AT4G01700.1"	"AT4G01700.1"	"N0.HOG0022032"	"AT4G01700.1"	"OG0015462"	"AT4G01700.1"	"AT4G01700.1"	281	280	99	100	280	92.143	530	"AT4G01700.1"	92.143	280	22	0	1	280	1	280	0	530	99	281	280
"El001G001920"	"AT1G35617.1, AT3G43837.1"	"AT1G35617.1"	NA	NA	NA	"OG0001462"	"AT1G35617.1, AT3G43837.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G35617.1"	43.796	137	58	3	8	142	2	121	4.97e-07	47.8	38	357	121
"El001G001940"	"AT4G01720.1"	"AT4G01720.1"	"AT4G01720.1"	"N0.HOG0020139"	"AT4G01720.1"	"OG0013624"	"AT4G01720.1"	"AT4G01720.1"	489	489	99	100	490	88.776	763	"AT4G01720.1"	88.776	490	52	3	1	488	1	489	0	763	99	489	489
"El001G001950"	"AT4G01730.1"	"AT4G01730.1"	"AT4G01730.1"	"N0.HOG0018515"	"AT4G01730.1"	"OG0012091"	"AT4G01730.1"	"AT4G01730.1"	505	508	99	100	509	93.91	827	"AT4G01730.1"	93.91	509	25	3	1	504	1	508	0	827	99	505	508
