"Arabis_alpina"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"Aa_G1009130.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G13390.1"	56.18	89	36	2	78	165	62	148	8.8e-08	50.4	48	182	429
"Aa_G100920.h1.t1"	"AT1G58080.1"	"AT1G58080.1"	"AT1G58080.1"	"N0.HOG0004665"	"AT1G58080.1"	"OG0001332"	"AT1G09795.1, AT1G58080.1"	"AT1G58080.1"	405	411	95	93	381	91.517	702	"AT1G58080.1"	91.517	389	27	3	22	405	24	411	0	711	95	405	411
"Aa_G1009350.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G21000.1"	26.866	134	84	4	35	161	56	182	0.008	36.2	61	208	405
"Aa_G1009680.h1.t1"	"AT2G15860.2"	"AT2G15860.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G15860.2"	74.118	170	10	1	1	136	181	350	2.91e-80	245	99	137	524
"Aa_G1010.h1.t1"	"AT3G15300.1"	"AT3G15300.1"	"AT3G15300.1"	"N0.HOG0014434"	"AT3G15300.1"	"OG0008311"	"AT3G15300.1"	"AT3G15300.1"	221	219	99	99	226	83.628	317	"AT3G15300.1"	83.628	226	23	5	1	220	1	218	2.39e-111	317	99	221	219
"Aa_G10100.h1.t1"	"AT2G21185.1"	"AT2G21185.1"	"AT2G21185.1"	"N0.HOG0025908"	"AT2G21185.1"	"OG0019172"	"AT2G21185.1"	"AT2G21185.1"	93	93	100	100	93	93.548	150	"AT2G21185.1"	93.548	93	6	0	1	93	1	93	3.68e-49	150	100	93	93
"Aa_G1010230.h1.t1"	"AT5G12420.1"	"AT5G12420.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G12420.1"	72.632	95	26	0	1	95	318	412	6.45e-46	152	99	96	480
"Aa_G1010340.h1.t1"	"AT5G09280.1"	"AT5G09280.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G09280.1"	88.462	130	15	0	1	130	48	177	4.26e-82	242	100	130	297
"Aa_G1010340.h2.t1"	"AT5G09280.1"	"AT5G09280.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G09280.1"	88.462	130	15	0	1	130	48	177	4.26e-82	242	100	130	297
"Aa_G101040.h1.t1"	"AT5G35370.1"	"AT5G35370.1"	"AT5G35370.1"	"N0.HOG0023450"	"AT5G35370.1"	"OG0016841"	"AT5G35370.1"	"AT5G35370.1"	873	872	100	98	857	85.486	1502	"AT5G35370.1"	85.486	875	122	3	1	873	1	872	0	1516	100	873	872
"Aa_G1010450.h1.t1"	"AT4G04800.1, AT4G04810.1, AT4G04830.1, AT4G04840.1, AT4G21830.1, AT4G21840.1, AT4G21850.1, AT4G21860.1"	"AT4G04800.1"	NA	NA	NA	"OG0000244"	"AT4G04800.1, AT4G04810.1, AT4G04830.1, AT4G04840.1, AT4G21830.1, AT4G21840.1, AT4G21850.1, AT4G21860.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G04800.1"	92.308	65	5	0	1	65	112	176	1.12e-39	127	100	65	176
"Aa_G1010450.h2.t1"	"AT4G04800.1, AT4G04810.1, AT4G04830.1, AT4G04840.1, AT4G21830.1, AT4G21840.1, AT4G21850.1, AT4G21860.1"	"AT4G04800.1"	NA	NA	NA	"OG0000244"	"AT4G04800.1, AT4G04810.1, AT4G04830.1, AT4G04840.1, AT4G21830.1, AT4G21840.1, AT4G21850.1, AT4G21860.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G04800.1"	92.308	65	5	0	1	65	112	176	1.12e-39	127	100	65	176
"Aa_G1010560.h1.t1"	"AT3G03480.1"	"AT3G03480.1"	"AT3G03480.1"	"N0.HOG0003552"	"AT3G03480.1"	"OG0000829"	"AT3G03480.1, AT5G17540.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G03480.1"	78.968	252	48	1	1	247	199	450	2.1e-144	411	97	255	454
"Aa_G1010670.h1.t1"	"AT5G16580.1"	"AT5G16580.1"	"AT5G16580.1"	"N0.HOG0002525"	"AT1G60090.1, AT1G60270.1, AT1G60260.1, AT5G16580.1, AT4G22100.1"	"OG0000460"	"AT1G45191.1, AT1G60090.1, AT1G60260.1, AT1G60270.1, AT4G22100.1, AT5G16580.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Aa_G1010780.h1.t1"	"ATMG00860.1"	"ATMG00860.1"	NA	NA	NA	"OG0000015"	"ATMG00860.1"	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00850.1"	52.5	40	19	0	161	200	40	79	9.29e-07	46.2	16	249	107
"Aa_G10110.h1.t1"	"AT2G21180.1"	"AT2G21180.1"	"AT2G21180.1"	"N0.HOG0023831"	"AT2G21180.1"	"OG0017216"	"AT2G21180.1"	"AT2G21180.1"	134	131	100	100	134	82.836	164	"AT2G21180.1"	82.836	134	20	1	1	134	1	131	5.36e-55	168	100	134	131
"Aa_G101100.h1.t1"	"AT1G77660.1"	"AT1G77660.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G77660.1"	59.62	421	145	7	1	397	1	420	5.03e-157	448	99	400	421
"Aa_G101110.h1.t1"	"AT1G60360.1"	"AT1G60360.1"	"AT1G60360.1"	"N0.HOG0018256"	"AT1G60360.1"	"OG0011851"	"AT1G60360.1"	"AT1G60360.1"	332	327	97	99	324	78.086	482	"AT1G60360.1"	78.086	324	67	4	1	321	1	323	6e-174	485	97	332	327
"Aa_G101120.h1.t1"	"AT2G25720.1"	"AT2G25720.1"	"AT2G25720.1"	"N0.HOG0017181"	"AT2G25720.1"	"OG0010868"	"AT2G25720.1"	"AT2G25720.1"	122	117	100	100	124	73.387	135	"AT2G25720.1"	73.387	124	24	3	1	122	1	117	2.11e-42	135	100	122	117
"Aa_G101130.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G04290.1"	39.726	73	40	2	41	110	1007	1078	0.001	38.9	36	197	1493
"Aa_G1011330.h1.t1"	"AT4G23420.3"	"AT4G23420.3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23420.3"	89.313	131	14	0	1	131	75	205	3.3e-83	246	100	131	333
"Aa_G1011330.h2.t1"	"AT4G23420.3"	"AT4G23420.3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23420.3"	89.313	131	14	0	1	131	75	205	3.3e-83	246	100	131	333
"Aa_G101140.h1.t1"	"AT1G44890.1"	"AT1G44890.1"	"AT1G44890.1"	"N0.HOG0023185"	"AT1G44890.1"	"OG0016589"	"AT1G44890.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G44890.1"	63.973	297	82	8	1	291	1	278	6.49e-117	337	99	292	281
"Aa_G101150.h1.t1"	"AT1G43970.1"	"AT1G43970.1"	"AT1G43970.1"	"N0.HOG0025571"	"AT1G43970.1"	"OG0018869"	"AT1G43970.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Aa_G1011990.h1.t1"	"AT3G48190.2"	"AT3G48190.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G48190.2"	67.692	65	7	2	1	51	2545	2609	2.63e-19	79.7	68	75	3013
"Aa_G10120.h1.t1"	"AT2G21170.1"	"AT2G21170.1"	"AT2G21170.1"	"N0.HOG0016495"	"AT2G21170.1"	"OG0010241"	"AT2G21170.1"	"AT2G21170.1"	315	315	99	99	322	88.82	540	"AT2G21170.1"	88.82	322	19	3	2	315	3	315	0	540	99	315	315
"Aa_G101260.h1.t1"	"AT3G09260.1"	"AT3G09260.1"	"AT3G09260.1"	"N0.HOG0002883"	"AT3G09260.1"	"OG0000581"	"AT1G66270.1, AT1G66280.1, AT3G09260.1, AT5G28510.1"	"AT3G09260.1"	524	524	100	100	524	87.595	969	"AT3G09260.1"	87.595	524	65	0	1	524	1	524	0	969	100	524	524
"Aa_G101270.h1.t1"	"AT3G09260.1"	"AT3G09260.1"	"AT3G09260.1"	"N0.HOG0002883"	"AT3G09260.1"	"OG0000581"	"AT1G66270.1, AT1G66280.1, AT3G09260.1, AT5G28510.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G09260.1"	75	524	69	2	1	462	1	524	0	801	100	462	524
"Aa_G101280.h1.t1"	"AT1G66270.1, AT1G66280.1"	"AT1G66280.1"	"AT1G66270.1, AT1G66280.1"	NA	NA	"OG0000581"	"AT1G66270.1, AT1G66280.1, AT3G09260.1, AT5G28510.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G09260.1"	80.153	524	104	0	1	524	1	524	0	905	100	524	524
"Aa_G101290.h1.t1"	"AT1G66270.1, AT1G66280.1"	"AT1G66280.1"	"AT1G66270.1, AT1G66280.1"	NA	NA	"OG0000581"	"AT1G66270.1, AT1G66280.1, AT3G09260.1, AT5G28510.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G09260.1"	76.616	526	121	2	1	526	1	524	0	856	100	526	524
"Aa_G10130.h1.t1"	"AT2G21160.1"	"AT2G21160.1"	"AT2G21160.1"	"N0.HOG0017539"	"AT2G21160.1"	"OG0011198"	"AT2G21160.1"	"AT2G21160.1"	258	258	100	100	258	89.535	396	"AT2G21160.1"	89.535	258	27	0	1	258	1	258	2.62e-141	396	100	258	258
"Aa_G101300.h1.t1"	"AT1G66270.1, AT1G66280.1"	"AT1G66280.1"	"AT1G66270.1, AT1G66280.1"	NA	NA	"OG0000581"	"AT1G66270.1, AT1G66280.1, AT3G09260.1, AT5G28510.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G09260.1"	57.307	349	105	2	30	336	178	524	2.39e-145	420	91	336	524
"Aa_G101310.h1.t1"	"AT3G09250.2"	"AT3G09250.2"	"AT3G09250.2"	"N0.HOG0021426"	"AT3G09250.2"	"OG0014865"	"AT3G09250.2"	"AT3G09250.2"	244	246	89	89	218	90.826	421	"AT3G09250.2"	90.826	218	20	0	16	233	2	219	1.14e-151	421	89	244	246
"Aa_G101320.h1.t1"	"AT3G09240.3"	"AT3G09240.3"	"AT3G09240.3"	"N0.HOG0005288"	"AT3G09240.3"	"OG0001652"	"AT3G09240.3, AT5G01060.1"	"AT3G09240.3"	491	492	100	100	492	90.854	910	"AT3G09240.3"	91.278	493	40	2	1	491	1	492	0	910	100	491	492
"Aa_G101330.h1.t1"	"AT3G09230.1"	"AT3G09230.1"	"AT3G09230.1"	"N0.HOG0013617"	"AT3G09230.1"	"OG0007543"	"AT3G09230.1"	"AT3G09230.1"	353	393	91	98	351	70.103	510	"AT3G09230.1"	74.644	351	59	5	32	353	44	393	0	510	91	353	393
"Aa_G101340.h1.t1"	"AT3G09220.1"	"AT3G09220.1"	"AT3G09220.1"	"N0.HOG0019529"	"AT3G09220.1"	"OG0013038"	"AT3G09220.1"	"AT3G09220.1"	564	567	97	100	550	86.182	1000	"AT3G09220.1"	86.182	550	73	1	1	547	1	550	0	1000	97	564	567
"Aa_G101350.h1.t1"	"AT3G09210.1"	"AT3G09210.1"	"AT3G09210.1"	"N0.HOG0021425"	"AT3G09210.1"	"OG0014864"	"AT3G09210.1"	"AT3G09210.1"	334	333	100	100	336	88.69	566	"AT3G09210.1"	88.69	336	33	3	1	334	1	333	0	566	100	334	333
"Aa_G101360.h1.t1"	"AT3G11250.1, AT3G09200.1"	"AT3G09200.1"	NA	"N0.HOG0003393"	"AT3G11250.1, AT3G09200.1"	"OG0000776"	"AT2G40010.1, AT3G09200.1, AT3G11250.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G09200.1"	94.585	277	15	0	1	277	1	277	0	535	86	323	320
"Aa_G101380.h1.t1"	"AT3G09110.1"	"AT3G09110.1"	NA	"N0.HOG0001081"	"AT3G09110.1"	"OG0000127"	"AT1G11145.1, AT3G09110.1, AT3G09120.1, AT3G09140.1, AT5G01120.1, AT5G01130.1, AT5G01140.1, AT5G01150.1, AT5G43240.1"	"AT3G09110.1"	361	343	51	54	185	84.865	332	"AT3G09110.1"	84.865	185	28	0	20	204	153	337	4.78e-113	332	51	361	343
"Aa_G101390.h1.t1"	"AT3G09100.2"	"AT3G09100.2"	"AT3G09100.2"	"N0.HOG0023362"	"AT3G09100.2"	"OG0016753"	"AT3G09100.2"	"AT3G09100.2"	656	672	96	94	634	94.795	1266	"AT3G09100.2"	94.795	634	29	2	1	631	1	633	0	1266	96	656	672
"Aa_G10140.h1.t1"	"AT2G21150.1"	"AT2G21150.1"	"AT2G21150.1"	"N0.HOG0014168"	"AT2G21150.1"	"OG0008058"	"AT2G21150.1"	"AT2G21150.1"	337	337	100	100	337	94.659	592	"AT2G21150.1"	94.659	337	18	0	1	337	1	337	0	592	100	337	337
"Aa_G101400.h1.t1"	"AT3G09090.1"	"AT3G09090.1"	"AT3G09090.1"	"N0.HOG0012632"	"AT3G09090.1"	"OG0006649"	"AT3G09090.1"	"AT3G09090.1"	897	896	100	100	897	90.97	1595	"AT3G09090.1"	90.97	897	80	1	1	897	1	896	0	1595	100	897	896
"Aa_G101410.h1.t1"	"AT3G09085.1"	"AT3G09085.1"	"AT3G09085.1"	"N0.HOG0017063"	"AT3G09085.1"	"OG0010765"	"AT3G09085.1"	"AT3G09085.1"	114	112	96	98	110	85.455	201	"AT3G09085.1"	85.455	110	16	0	1	110	1	110	7.57e-69	201	96	114	112
"Aa_G101420.h1.t1"	"AT3G09080.3"	"AT3G09080.3"	"AT3G09080.3"	"N0.HOG0021424"	"AT3G09080.3"	"OG0014863"	"AT3G09080.3"	"AT3G09080.3"	1093	1103	99	99	1105	82.624	1819	"AT3G09080.3"	82.624	1105	158	8	1	1080	1	1096	0	1860	99	1093	1103
"Aa_G101430.h1.t1"	"AT3G09070.1"	"AT3G09070.1"	"AT3G09070.1"	"N0.HOG0018121"	"AT3G09070.1"	"OG0011718"	"AT3G09070.1"	"AT3G09070.1"	657	685	100	100	689	77.044	873	"AT3G09070.1"	77.939	689	116	18	1	657	1	685	0	873	100	657	685
"Aa_G101440.h1.t1"	"AT3G09060.1"	"AT3G09060.1"	"AT3G09060.1"	"N0.HOG0021423"	"AT3G09060.1"	"OG0014862"	"AT3G09060.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G09060.1"	58.491	371	135	3	1	353	1	370	2.51e-149	436	99	355	687
"Aa_G101450.h1.t1"	"AT3G09050.1"	"AT3G09050.1"	"AT3G09050.1"	"N0.HOG0012631"	"AT3G09050.1"	"OG0006648"	"AT3G09050.1"	"AT3G09050.1"	260	258	100	100	260	90	409	"AT3G09050.1"	90	260	24	2	1	260	1	258	2.56e-155	432	100	260	258
"Aa_G101460.h1.t1"	"AT3G09040.2"	"AT3G09040.2"	"AT3G09040.2"	"N0.HOG0019741"	"AT3G09040.2"	"OG0013240"	"AT3G09040.2"	"AT3G09040.2"	889	1053	100	91	961	81.374	1610	"AT3G09040.2"	81.374	961	107	2	1	889	93	1053	0	1610	100	889	1053
"Aa_G1014630.h1.t1"	"AT5G22300.1"	"AT5G22300.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G22300.1"	80.142	141	19	1	1	132	56	196	1.65e-75	227	100	132	355
"Aa_G101480.h1.t1"	"AT3G09150.2"	"AT3G09150.2"	"AT3G09150.2"	"N0.HOG0013612"	"AT3G09150.2"	"OG0007541"	"AT3G09150.2"	"AT3G09150.2"	326	329	100	99	326	86.503	582	"AT3G09150.2"	86.503	326	43	1	1	326	5	329	0	582	100	326	329
"Aa_G101490.h1.t1"	"AT3G09180.1"	"AT3G09180.1"	"AT3G09180.1"	NA	NA	"OG0007542"	"AT3G09180.1"	"AT3G09180.1"	406	402	100	100	408	87.99	735	"AT3G09180.1"	87.99	408	41	3	1	406	1	402	0	735	100	406	402
"Aa_G10150.h1.t1"	"AT2G21140.1"	"AT2G21140.1"	"AT2G21140.1"	"N0.HOG0022344"	"AT2G21140.1"	"OG0015772"	"AT2G21140.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G21140.1"	68.012	347	59	9	1	321	1	321	3.54e-119	345	100	321	321
"Aa_G101510.h1.t1"	"AT3G08850.1"	"AT3G08850.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G08850.1"	82.353	51	4	1	9	54	52	102	2.63e-20	81.3	85	54	1344
"Aa_G1015730.h1.t1"	"AT2G09388.1"	"AT2G09388.1"	NA	"N0.HOG0000224"	"AT2G09388.1"	"OG0000024"	"AT2G09388.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Aa_G1015840.h1.t1"	"AT5G38990.1, AT5G39000.1"	"AT5G39000.1"	NA	NA	NA	"OG0001576"	"AT5G38990.1, AT5G39000.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G39000.1"	46.862	239	82	5	4	200	2	237	5.38e-53	181	99	200	873
"Aa_G1015950.h1.t1"	"AT5G24550.1, AT5G24540.1"	"AT5G24550.1"	NA	"N0.HOG0007768"	"AT5G24550.1, AT5G24540.1"	"OG0002948"	"AT5G24540.1, AT5G24550.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G24550.1"	79.355	155	32	0	2	156	144	298	1.54e-90	272	99	156	534
"Aa_G101620.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G14000.1"	27.941	68	49	0	58	125	53	120	0.009	37.4	18	380	346
"Aa_G101640.h1.t1"	"AT1G70410.2"	"AT1G70410.2"	"AT1G70410.2"	"N0.HOG0015517"	"AT1G70410.2"	"OG0009345"	"AT1G70410.2"	"AT1G70410.2"	258	280	100	92	258	87.209	467	"AT1G70410.2"	87.209	258	33	0	1	258	23	280	7.79e-169	467	100	258	280
"Aa_G101650.h1.t1"	"AT1G70420.1"	"AT1G70420.1"	"AT1G70420.1"	"N0.HOG0016866"	"AT1G70420.1"	"OG0010590"	"AT1G70420.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G70420.1"	63.636	275	85	6	1	263	1	272	2.9e-114	328	100	263	272
"Aa_G101660.h1.t1"	"AT1G70430.3"	"AT1G70430.3"	"AT1G70430.3"	"N0.HOG0014361"	"AT1G70430.3"	"OG0008246"	"AT1G70430.3"	"AT1G70430.3"	686	609	98	99	675	70.614	924	"AT1G70430.3"	70.815	675	116	9	1	671	1	598	0	924	98	686	609
"Aa_G101670.h1.t1"	"AT1G70440.1"	"AT1G70440.1"	"AT1G70440.1"	"N0.HOG0006829"	"AT1G70440.1"	"OG0002442"	"AT1G23550.1, AT1G70440.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G70440.1"	65.484	310	94	4	1	303	1	304	5.62e-149	419	99	306	305
"Aa_G101680.h1.t1"	"AT1G70460.1"	"AT1G70460.1"	"AT1G70460.1"	"N0.HOG0004293"	"AT1G70460.1"	"OG0001156"	"AT1G23540.1, AT1G70460.1"	"AT1G70460.1"	679	710	76	76	521	88.497	976	"AT1G70460.1"	89.635	521	49	3	163	679	191	710	0	976	76	679	710
"Aa_G101690.h1.t1"	"AT1G70470.1"	"AT1G70470.1"	"AT1G70470.1"	"N0.HOG0017691"	"AT1G70470.1"	"OG0011334"	"AT1G70470.1"	"AT1G70470.1"	155	154	86	85	134	71.642	134	"AT1G23530.1"	63.415	164	50	6	1	155	1	163	7.34e-49	155	100	155	189
"Aa_G10170.h1.t1"	"AT2G39780.1"	"AT2G39780.1"	"AT2G39780.1"	"N0.HOG0017280"	"AT2G39780.1"	"OG0010959"	"AT2G39780.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Aa_G101700.h1.t1"	"AT1G70480.2"	"AT1G70480.2"	"AT1G70480.2"	"N0.HOG0018956"	"AT1G70480.2"	"OG0012501"	"AT1G70480.2"	"AT1G70480.2"	323	338	99	94	322	87.578	561	"AT1G70480.2"	87.578	322	37	1	1	322	19	337	0	561	99	323	338
"Aa_G1017050.h1.t1"	"AT1G66880.1"	"AT1G66880.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G66880.1"	57.399	223	80	4	1	209	629	850	1.23e-73	243	82	255	1296
"Aa_G101710.h1.t1"	"AT1G70490.1"	"AT1G70490.1"	"AT1G70490.1"	"N0.HOG0001360"	"AT2G47170.1, AT1G70490.1, AT1G23490.1, AT1G10630.1, AT5G14670.1"	"OG0000171"	"AT1G10630.1, AT1G23490.1, AT1G70490.1, AT2G47170.1, AT3G62290.1, AT5G14670.1"	"AT1G23490.1, AT1G70490.1"	181	181	100	100	181	100	375	"AT1G70490.1, AT1G23490.1"	100	181	0	0	1	181	1	181	1.66e-135	375	100	181	181
"Aa_G1017160.h1.t1"	"AT5G03390.1"	"AT5G03390.1"	"AT5G03390.1"	"N0.HOG0002541"	"AT5G03390.1"	"OG0000466"	"AT1G68960.1, AT5G03390.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G03390.1"	56.051	157	62	4	1	150	104	260	5.88e-48	158	95	158	373
"Aa_G1017160.h2.t1"	"AT5G03390.1"	"AT5G03390.1"	"AT5G03390.1"	"N0.HOG0002541"	"AT5G03390.1"	"OG0000466"	"AT1G68960.1, AT5G03390.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G03390.1"	56.051	157	62	4	1	150	104	260	5.88e-48	158	95	158	373
"Aa_G1017160.h3.t1"	"AT5G03390.1"	"AT5G03390.1"	"AT5G03390.1"	"N0.HOG0002541"	"AT5G03390.1"	"OG0000466"	"AT1G68960.1, AT5G03390.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G03390.1"	56.051	157	62	4	1	150	104	260	5.88e-48	158	95	158	373
"Aa_G1017160.h4.t1"	"AT5G03390.1"	"AT5G03390.1"	"AT5G03390.1"	"N0.HOG0002541"	"AT5G03390.1"	"OG0000466"	"AT1G68960.1, AT5G03390.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G03390.1"	56.051	157	62	4	1	150	104	260	5.88e-48	158	95	158	373
"Aa_G101720.h1.t1"	"AT1G70500.1"	"AT1G70500.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G70500.1"	81.081	407	73	1	1	403	9	415	0	691	72	559	468
"Aa_G101730.h1.t1"	"AT1G70505.1"	"AT1G70505.1"	"AT1G70505.1"	"N0.HOG0014900"	"AT1G70505.1"	"OG0008746"	"AT1G70505.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G70505.1"	77.124	153	32	1	1	150	27	179	4.8e-81	249	46	326	358
"Aa_G1017490.h1.t1"	"AT3G49645.2"	"AT3G49645.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G49645.2"	47.287	129	19	1	1	80	22	150	2.12e-28	101	100	80	241
"Aa_G10180.h1.t1"	"AT1G14840.1"	"AT1G14840.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G14840.1"	70.37	54	14	1	1	52	31	84	7.66e-19	77.8	74	70	604
"Aa_G1018040.h1.t1"	"AT5G65500.2"	"AT5G65500.2"	"AT5G65500.2"	"N0.HOG0012899"	"AT5G65500.2"	"OG0006894"	"AT5G65500.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G65500.2"	73.684	57	15	0	25	81	266	322	1.47e-23	92	70	81	799
"Aa_G1018150.h1.t1"	"AT5G43360.1"	"AT5G43360.1"	"AT5G43360.1"	"N0.HOG0001869"	"AT5G43360.1"	"OG0000283"	"AT5G43350.1, AT5G43360.1, AT5G43370.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G43360.1"	93.023	258	18	0	1	258	257	514	4.29e-177	497	100	258	521
"Aa_G1018150.h2.t1"	"AT5G43360.1"	"AT5G43360.1"	"AT5G43360.1"	"N0.HOG0001869"	"AT5G43360.1"	"OG0000283"	"AT5G43350.1, AT5G43360.1, AT5G43370.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G43360.1"	93.023	258	18	0	1	258	257	514	4.29e-177	497	100	258	521
"Aa_G1018260.h1.t1"	"AT2G05642.1"	"AT2G05642.1"	NA	"N0.HOG0006400"	"AT2G05642.1"	"OG0002212"	"AT1G36920.1, AT2G05642.1, AT5G28885.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G05642.1"	33.784	74	49	0	1	74	368	441	3.91e-09	52.4	65	114	532
"Aa_G101840.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G31430.1"	39.815	108	65	0	6	113	97	204	1.2e-24	95.9	82	132	336
"Aa_G101850.h1.t1"	"AT5G51710.1"	"AT5G51710.1"	"AT5G51710.1"	"N0.HOG0021471"	"AT5G51710.1"	"OG0014910"	"AT5G51710.1"	"AT5G51710.1"	574	568	100	100	574	96.341	1101	"AT5G51710.1"	96.341	574	15	1	1	574	1	568	0	1101	100	574	568
"Aa_G101860.h1.t1"	"AT5G51700.1"	"AT5G51700.1"	"AT5G51700.1"	"N0.HOG0014793"	"AT5G51700.1"	"OG0008646"	"AT5G51700.1"	"AT5G51700.1"	185	226	100	81	185	83.784	322	"AT5G51700.1"	83.784	185	28	1	1	185	44	226	7.79e-114	322	100	185	226
"Aa_G101870.h1.t1"	"AT5G51690.1"	"AT5G51690.1"	"AT5G51690.1"	"N0.HOG0021470"	"AT5G51690.1"	"OG0014909"	"AT5G51690.1"	"AT5G51690.1"	489	495	100	100	496	92.137	913	"AT5G51690.1"	92.742	496	28	2	1	489	1	495	0	931	100	489	495
"Aa_G101880.h1.t1"	"AT5G51680.1"	"AT5G51680.1"	"AT5G51680.1"	"N0.HOG0019576"	"AT5G51680.1"	"OG0013085"	"AT5G51680.1"	"AT5G51680.1"	335	343	100	99	340	82.647	416	"AT5G51680.1"	82.647	340	54	1	1	335	4	343	2.8e-146	416	100	335	343
"Aa_G101890.h1.t1"	"AT5G51670.1"	"AT5G51670.1"	"AT5G51670.1"	"N0.HOG0021469"	"AT5G51670.1"	"OG0014908"	"AT5G51670.1"	"AT5G51670.1"	470	474	100	99	476	86.134	774	"AT5G51670.1"	86.555	476	54	6	1	470	1	472	0	783	100	470	474
"Aa_G10190.h1.t1"	"AT1G47540.2, AT2G43510.1, AT2G43520.1, AT2G43535.1"	"AT2G43520.1"	NA	NA	NA	"OG0000340"	"AT1G47540.2, AT2G43510.1, AT2G43520.1, AT2G43535.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G43520.1"	53.933	89	38	1	4	89	2	90	1.42e-25	90.9	84	102	90
