"Aethionema_saxatile"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"As001G000750"	999	"AT4G29060.1"	"AT4G29060.1"	"orthologue"	"AT4G29060.1"	"N0.HOG0017997"	"AT4G29060.1"	"OG0011605"	"AT4G29060.1"	"AT4G29060.1"	1000	953	99	100	1032	72.093	1310	"AT4G29060.1"	"72.534"	"1034"	"168"	"23"	"1"	"999"	"1"	"953"	"0"	"1310"	"99"	"1000"	"953"
"As001G000760"	199	"AT4G28840.1"	"AT4G28840.1"	"orthologue"	"AT4G28840.1"	"N0.HOG0017998"	"AT4G28840.1"	"OG0011606"	"AT4G28840.1"	"AT4G28840.1"	200	193	99	100	203	74.384	233	"AT4G28840.1"	"74.384"	"203"	"36"	"4"	"1"	"197"	"1"	"193"	"9.25e-79"	"233"	"99"	"200"	"193"
"As001G000770"	292	"AT4G28850.1"	"AT4G28850.1"	"orthologue"	"AT4G28850.1"	"N0.HOG0017999"	"AT4G28850.1"	"OG0011607"	"AT4G28850.1"	"AT4G28850.1"	293	292	99	99	291	79.038	506	"AT4G28850.1"	"79.038"	"291"	"61"	"0"	"1"	"291"	"1"	"291"	"0"	"506"	"99"	"293"	"292"
"As001G000780"	283	"AT4G28850.1"	"AT4G28850.1"	"orthologue"	"AT4G28850.1"	"N0.HOG0017999"	"AT4G28850.1"	"OG0011607"	"AT4G28850.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G28850.1"	"68.729"	"291"	"82"	"3"	"1"	"282"	"1"	"291"	"1.56e-149"	"419"	"99"	"284"	"292"
"As001G000790"	413	"AT4G28890.1"	"AT4G28890.1"	"orthologue"	"AT4G28890.1"	"N0.HOG0010099"	"AT4G28890.1"	"OG0004500"	"AT4G28890.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G28890.1"	"66.067"	"445"	"106"	"9"	"1"	"413"	"1"	"432"	"7.22e-178"	"502"	"99"	"414"	"432"
"As001G000800"	409	"AT4G28910.1"	"AT4G28910.1"	"orthologue"	"AT4G28910.1"	"N0.HOG0011894"	"AT4G28910.1"	"OG0006016"	"AT4G28910.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G28910.1"	"68.119"	"436"	"101"	"10"	"1"	"409"	"1"	"425"	"0"	"539"	"99"	"410"	"425"
"As001G000810"	466	"AT1G77150.1, AT1G77170.1"	"AT1G77170.1"	"orthologue"	"AT1G77150.1, AT1G77170.1"	"N0.HOG0021203"	"AT1G77150.1, AT1G77170.1"	"OG0014644"	"AT1G77150.1, AT1G77170.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G77170.1"	"68.354"	"474"	"135"	"3"	"1"	"466"	"1"	"467"	"0"	"694"	"99"	"467"	"467"
"As001G000820"	338	"AT4G28940.1"	"AT4G28940.1"	"orthologue"	"AT4G28940.1"	"N0.HOG0010928"	"AT4G28940.1"	"OG0005194"	"AT4G28940.1"	"AT4G28940.1"	339	348	99	91	318	74.412	525	"AT4G28940.1"	"74.412"	"340"	"84"	"3"	"1"	"338"	"1"	"339"	"0"	"532"	"99"	"339"	"348"
"As001G000830"	213	"AT4G28950.1"	"AT4G28950.1"	"orthologue"	"AT4G28950.1"	"N0.HOG0021204"	"AT4G28950.1"	"OG0014645"	"AT4G28950.1"	"AT4G28950.1"	214	209	99	100	213	90.141	394	"AT4G28950.1"	"90.141"	"213"	"17"	"2"	"1"	"213"	"1"	"209"	"8.4e-142"	"394"	"99"	"214"	"209"
"As001G000840"	478	"AT4G28980.1"	"AT4G28980.1"	"orthologue"	"AT4G28980.1"	"N0.HOG0021205"	"AT4G28980.1"	"OG0014646"	"AT4G28980.1"	"AT4G28980.1"	479	479	99	99	483	81.366	800	"AT4G28980.1"	"81.366"	"483"	"79"	"5"	"1"	"477"	"1"	"478"	"0"	"800"	"99"	"479"	"479"
"As001G000850"	558	"AT4G29000.1"	"AT4G29000.1"	"orthologue"	"AT4G29000.1"	"N0.HOG0014649"	"AT4G29000.1"	"OG0008507"	"AT4G29000.1"	"AT4G29000.1"	559	603	96	94	578	70.152	729	"AT4G29000.1"	"70.152"	"593"	"104"	"22"	"1"	"539"	"1"	"574"	"0"	"738"	"96"	"559"	"603"
"As001G000860"	721	"AT4G29010.1"	"AT4G29010.1"	"orthologue"	"AT4G29010.1"	"N0.HOG0010929"	"AT4G29010.1"	"OG0005195"	"AT4G29010.1"	"AT4G29010.1"	722	721	99	100	721	88.766	1288	"AT4G29010.1"	"88.766"	"721"	"81"	"0"	"1"	"721"	"1"	"721"	"0"	"1289"	"99"	"722"	"721"
"As001G000870"	174	"AT4G29020.1"	"AT4G29020.1"	"orthologue"	"AT4G29020.1"	"N0.HOG0009810"	"AT4G29020.1"	"OG0004275"	"AT4G29020.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"As001G000880"	443	"AT4G29040.1"	"AT4G29040.1"	"orthologue"	"AT4G29040.1"	"N0.HOG0007433"	"AT4G29040.1"	"OG0002754"	"AT2G20140.1, AT4G29040.1"	"AT4G29040.1"	444	443	99	100	443	99.774	891	"AT4G29040.1"	"99.774"	"443"	"1"	"0"	"1"	"443"	"1"	"443"	"0"	"891"	"99"	"444"	"443"
"As001G000890"	246	"AT4G29070.1"	"AT4G29070.1"	"orthologue"	"AT4G29070.1"	"N0.HOG0014650"	"AT4G29070.1"	"OG0008508"	"AT4G29070.1"	"AT4G29070.1"	247	259	99	100	259	76.834	402	"AT4G29070.1"	"76.834"	"259"	"47"	"2"	"1"	"246"	"1"	"259"	"1.5e-149"	"417"	"99"	"247"	"259"
"As001G000900"	294	"AT4G29080.1"	"AT4G29080.1"	"orthologue"	"AT4G29080.1"	"N0.HOG0021206"	"AT4G29080.1"	"OG0014647"	"AT4G29080.1"	"AT4G29080.1"	295	305	99	100	307	81.759	478	"AT4G29080.1"	"81.759"	"307"	"41"	"6"	"1"	"294"	"1"	"305"	"3.41e-172"	"478"	"99"	"295"	"305"
"As001G000920"	442	"AT4G29100.1"	"AT4G29100.1"	"orthologue"	"AT4G29100.1"	"N0.HOG0010466"	"AT4G29100.1"	"OG0004805"	"AT4G29100.1"	"AT4G29100.1"	443	407	99	100	450	76.444	530	"AT4G29100.1"	"76.667"	"450"	"54"	"13"	"1"	"442"	"1"	"407"	"0"	"541"	"99"	"443"	"407"
"As001G000930"	69	"AT4G33145.1"	"AT4G33145.1"	"other"	NA	NA	NA	"OG0003583"	"AT4G33145.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G61412.1, AT4G33145.1"	"58.621, 54.545"	"29, 33"	"12, 15"	"0"	"36"	"64, 68"	"42, 29"	"70, 61"	"3.8e-07, 3.9e-07"	"42.4"	"41, 47"	"70"	"77, 64"
"As001G000940"	213	"AT4G29110.1"	"AT4G29110.1"	"orthologue"	"AT4G29110.1"	"N0.HOG0023272"	"AT4G29110.1"	"OG0016663"	"AT4G29110.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G29110.1"	"65.258"	"213"	"61"	"3"	"1"	"213"	"1"	"200"	"2.3e-93"	"271"	"99"	"214"	"200"
"As001G000950"	332	"AT4G29120.1"	"AT4G29120.1"	"orthologue"	"AT4G29120.1"	"N0.HOG0019329"	"AT4G29120.1"	"OG0012841"	"AT4G29120.1"	"AT4G29120.1"	333	334	98	99	330	86.061	570	"AT4G29120.1"	"86.061"	"330"	"41"	"2"	"4"	"328"	"1"	"330"	"0"	"570"	"98"	"333"	"334"
"As001G000960"	464	"AT2G19860.1"	"AT2G19860.1"	"orthologue"	"AT2G19860.1"	"N0.HOG0006641"	"AT2G19860.1"	"OG0002350"	"AT2G19860.1, AT4G29130.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G29130.1"	"73.478"	"460"	"115"	"4"	"9"	"462"	"38"	"496"	"0"	"673"	"98"	"465"	"496"
"As001G000970"	530	"AT4G29140.1"	"AT4G29140.1"	"orthologue"	"AT4G29140.1"	"N0.HOG0011400"	"AT4G29140.1"	"OG0005592"	"AT4G29140.1"	"AT4G29140.1"	531	532	99	100	539	82.746	899	"AT4G29140.1"	"82.746"	"539"	"77"	"4"	"1"	"530"	"1"	"532"	"0"	"899"	"99"	"531"	"532"
"As001G000980"	384	"AT4G29150.1"	"AT4G29150.1"	"orthologue"	"AT4G29150.1"	"N0.HOG0021207"	"AT4G29150.1"	"OG0014648"	"AT4G29150.1"	"AT4G29150.1"	385	399	99	96	397	71.788	464	"AT4G29150.1"	"72.04"	"397"	"79"	"10"	"1"	"380"	"17"	"398"	"3.86e-168"	"475"	"99"	"385"	"399"
"As001G000990"	441	"AT4G17910.4"	"AT4G17910.4"	"orthologue"	"AT4G17910.4"	"N0.HOG0015843"	"AT4G17910.4"	"OG0009636"	"AT4G17910.4"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G17910.4"	"82.91"	"433"	"68"	"4"	"9"	"439"	"1"	"429"	"0"	"709"	"98"	"442"	"466"
"As001G001000"	225	"AT4G29160.1"	"AT4G29160.1"	"orthologue"	"AT4G29160.1"	"N0.HOG0005915"	"AT4G29160.1"	"OG0001971"	"AT2G19830.2, AT4G29160.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G19830.2"	"83.111"	"225"	"25"	"3"	"1"	"225"	"2"	"213"	"6.95e-115"	"326"	"99"	"226"	"213"
"As001G001010"	230	"AT4G29170.1"	"AT4G29170.1"	"orthologue"	"AT4G29170.1"	"N0.HOG0021208"	"AT4G29170.1"	"OG0014649"	"AT4G29170.1"	"AT4G29170.1"	231	230	99	100	230	87.391	425	"AT4G29170.1"	"87.391"	"230"	"29"	"0"	"1"	"230"	"1"	"230"	"1.12e-153"	"425"	"99"	"231"	"230"
"As001G001020"	909	"AT4G29180.2, AT4G29450.1"	"AT4G29180.2"	"orthologue"	"AT4G29180.2, AT4G29450.1"	NA	NA	"OG0003139"	"AT4G29180.2, AT4G29450.1"	"AT4G29180.2"	910	913	99	100	917	81.788	1473	"AT4G29180.2"	"81.788"	"917"	"155"	"4"	"1"	"909"	"1"	"913"	"0"	"1473"	"99"	"910"	"913"
"As001G001030"	372	"AT4G29190.1"	"AT4G29190.1"	"orthologue"	"AT4G29190.1"	"N0.HOG0006408"	"AT2G19810.1, AT4G29190.1"	"OG0002219"	"AT2G19810.1, AT4G29190.1"	"AT4G29190.1"	373	356	99	100	378	76.378	562	"AT4G29190.1"	"77.513"	"378"	"57"	"6"	"1"	"372"	"1"	"356"	"0"	"572"	"99"	"373"	"356"
"As001G001050"	624	"AT4G29210.1"	"AT4G29210.1"	"orthologue"	"AT4G29210.1"	"N0.HOG0012550"	"AT4G29210.1"	"OG0006574"	"AT4G29210.1"	"AT4G29210.1"	625	637	99	100	640	74.219	940	"AT4G29210.1"	"74.219"	"640"	"146"	"7"	"1"	"624"	"1"	"637"	"0"	"940"	"99"	"625"	"637"
"As001G001060"	529	"AT4G29220.1"	"AT4G29220.1"	"orthologue"	"AT4G29220.1"	"N0.HOG0023273"	"AT4G29220.1"	"OG0016664"	"AT4G29220.1"	"AT4G29220.1"	530	473	84	95	447	91.499	862	"AT4G29220.1"	"91.499"	"447"	"38"	"0"	"65"	"511"	"9"	"455"	"0"	"862"	"84"	"530"	"473"
"As001G001070"	511	"AT4G29230.1"	"AT4G29230.1"	"orthologue"	"AT4G29230.1"	"N0.HOG0012551"	"AT4G29230.1"	"OG0006575"	"AT4G29230.1"	"AT4G29230.1"	512	498	99	100	522	78.544	696	"AT4G29230.1"	"78.736"	"522"	"76"	"9"	"1"	"511"	"1"	"498"	"0"	"718"	"99"	"512"	"498"
"As001G001080"	464	"AT4G29240.1"	"AT4G29240.1"	"orthologue"	"AT4G29240.1"	"N0.HOG0005674"	"AT4G29240.1"	"OG0001844"	"AT2G19780.1, AT4G29240.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G29240.1"	"75.145"	"346"	"83"	"3"	"120"	"464"	"71"	"414"	"0"	"536"	"74"	"465"	"415"
"As001G001090"	257	"AT4G29260.1"	"AT4G29260.1"	"orthologue"	"AT4G29260.1"	"N0.HOG0003979"	"AT4G29260.1"	"OG0001008"	"AT4G29260.1, AT4G29270.1"	"AT4G29260.1"	258	255	99	100	260	74.615	385	"AT4G29260.1"	"74.615"	"260"	"58"	"2"	"1"	"257"	"1"	"255"	"3.66e-137"	"385"	"99"	"258"	"255"
"As001G001100"	259	"AT4G29270.1"	"AT4G29270.1"	"orthologue"	"AT4G29270.1"	"N0.HOG0003978"	"AT4G29270.1"	"OG0001008"	"AT4G29260.1, AT4G29270.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G29260.1"	"66.023"	"259"	"84"	"2"	"1"	"259"	"1"	"255"	"4.93e-122"	"347"	"99"	"260"	"255"
"As001G001110"	93	"AT2G07800.1"	"AT2G07800.1"	"other"	NA	NA	NA	"OG0000053"	"AT2G07800.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G15690.1"	"48.485"	"66"	"27"	"2"	"20"	"85"	"19"	"77"	"1.26e-18"	"75.1"	"70"	"94"	"169"
"As001G001150"	428	"AT4G29310.1"	"AT4G29310.1"	"orthologue"	"AT4G29310.1"	"N0.HOG0021209"	"AT4G29310.1"	"OG0014650"	"AT4G29310.1"	"AT4G29310.1"	429	424	99	100	428	91.121	784	"AT4G29310.1"	"93.224"	"428"	"25"	"1"	"1"	"428"	"1"	"424"	"0"	"819"	"99"	"429"	"424"
"As001G001160"	267	"AT4G29330.1"	"AT4G29330.1"	"orthologue"	"AT4G29330.1"	"N0.HOG0021210"	"AT4G29330.1"	"OG0014651"	"AT4G29330.1"	"AT4G29330.1"	268	266	99	100	267	88.764	438	"AT4G29330.1"	"88.764"	"267"	"29"	"1"	"1"	"267"	"1"	"266"	"3.13e-158"	"440"	"99"	"268"	"266"
"As001G001170"	134	"AT4G29340.1"	"AT4G29340.1"	"orthologue"	"AT4G29340.1"	"N0.HOG0003796"	"AT4G29340.1"	"OG0000930"	"AT2G19770.1, AT4G29340.1"	"AT4G29340.1"	135	134	99	100	134	91.791	262	"AT4G29340.1"	"91.791"	"134"	"11"	"0"	"1"	"134"	"1"	"134"	"3.15e-92"	"262"	"99"	"135"	"134"
"As001G001180"	131	"AT4G29350.1"	"AT4G29350.1"	"orthologue"	"AT4G29350.1"	"N0.HOG0002940"	"AT4G29350.1"	"OG0000600"	"AT2G19760.1, AT4G29350.1, AT5G56600.1"	"AT4G29350.1"	132	131	99	100	131	88.55	242	"AT4G29350.1"	"88.55"	"131"	"15"	"0"	"1"	"131"	"1"	"131"	"2.59e-84"	"242"	"99"	"132"	"131"
"As001G001190"	530	"AT4G29360.2"	"AT4G29360.2"	"orthologue"	"AT4G29360.2"	"N0.HOG0016948"	"AT4G29360.2"	"OG0010663"	"AT4G29360.2"	"AT4G29360.2"	531	544	99	100	546	82.234	870	"AT4G29360.2"	"82.418"	"546"	"78"	"4"	"1"	"530"	"1"	"544"	"0"	"870"	"99"	"531"	"544"
"As001G001200"	1538	"AT4G29380.1"	"AT4G29380.1"	"orthologue"	"AT4G29380.1"	"N0.HOG0018000"	"AT4G29380.1"	"OG0011608"	"AT4G29380.1"	"AT4G29380.1"	1539	1494	99	100	1547	85.779	2688	"AT4G29380.1"	"85.779"	"1547"	"158"	"6"	"1"	"1538"	"1"	"1494"	"0"	"2688"	"99"	"1539"	"1494"
"As001G001210"	49	"AT5G56670.1, AT4G29390.1, AT2G19750.1"	"AT5G56670.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G56670.1, AT4G29390.1, AT2G19750.1"	"95.918"	"49"	"2"	"0"	"1"	"49"	"1"	"49"	"3.02e-28"	"94.7"	"98"	"50"	"62"
"As001G001220"	293	"AT4G29400.1"	"AT4G29400.1"	"orthologue"	"AT4G29400.1"	"N0.HOG0015844"	"AT4G29400.1"	"OG0009637"	"AT4G29400.1"	"AT4G29400.1"	294	302	99	100	302	76.159	453	"AT4G29400.1"	"76.159"	"302"	"63"	"2"	"1"	"293"	"1"	"302"	"1.86e-162"	"453"	"99"	"294"	"302"
"As001G001230"	143	"AT4G29410.1"	"AT4G29410.1"	"orthologue"	"AT4G29410.1"	"N0.HOG0004146"	"AT4G29410.1"	"OG0001085"	"AT2G19730.1, AT4G29410.1"	"AT4G29410.1"	144	143	99	100	143	88.112	259	"AT4G29410.1"	"88.112"	"143"	"17"	"0"	"1"	"143"	"1"	"143"	"1.27e-90"	"259"	"99"	"144"	"143"
"As001G001240"	444	"AT4G29420.1"	"AT4G29420.1"	"orthologue"	"AT4G29420.1"	"N0.HOG0019330"	"AT4G29420.1"	"OG0012842"	"AT4G29420.1"	"AT4G29420.1"	445	446	99	100	447	72.036	621	"AT4G29420.1"	"72.036"	"447"	"117"	"5"	"1"	"440"	"1"	"446"	"0"	"639"	"99"	"445"	"446"
"As001G001250"	1145	"AT4G29440.1"	"AT4G29440.1"	"orthologue"	"AT4G29440.1"	"N0.HOG0021211"	"AT4G29440.1"	"OG0014652"	"AT4G29440.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G29440.1"	"53.041"	"1233"	"348"	"38"	"1"	"1145"	"1"	"1090"	"0"	"880"	"99"	"1146"	"1090"
"As001G001310"	88	"AT3G49680.1"	"AT3G49680.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G49680.1"	"57.471"	"87"	"26"	"2"	"10"	"87"	"150"	"234"	"1.16e-23"	"92"	"88"	"89"	"413"
"As001G001320"	30	"AT2G18040.1"	"AT2G18040.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G18040.1"	"76.471"	"17"	"4"	"0"	"12"	"28"	"63"	"79"	"0.006"	"30.4"	"55"	"31"	"119"
"As001G001330"	199	"AT4G29470.1"	"AT4G29470.1"	"orthologue"	"AT4G29470.1"	"N0.HOG0008790"	"AT4G29470.1, AT4G29460.1"	"OG0003584"	"AT4G29460.1, AT4G29470.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G29460.1"	"64.398"	"191"	"62"	"3"	"3"	"191"	"1"	"187"	"4.88e-83"	"244"	"95"	"200"	"187"
"As001G001340"	122	"AT4G29480.1"	"AT4G29480.1"	"orthologue"	"AT4G29480.1"	"N0.HOG0003167"	"AT4G29480.1"	"OG0000685"	"AT2G19680.1, AT4G26210.1, AT4G29480.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G29480.1"	"89.344"	"122"	"13"	"0"	"1"	"122"	"1"	"122"	"1.73e-79"	"229"	"99"	"123"	"122"
"As001G001350"	493	"AT4G29490.1"	"AT4G29490.1"	"orthologue"	"AT4G29490.1"	"N0.HOG0021212"	"AT4G29490.1"	"OG0014653"	"AT4G29490.1"	"AT4G29490.1"	494	486	98	99	483	89.648	927	"AT4G29490.1"	"89.648"	"483"	"50"	"0"	"1"	"483"	"1"	"483"	"0"	"927"	"98"	"494"	"486"
"As001G001360"	391	"AT4G29510.1"	"AT4G29510.1"	"orthologue"	"AT4G29510.1"	"N0.HOG0006409"	"AT4G29510.1"	"OG0002220"	"AT2G19670.1, AT4G29510.1"	"AT4G29510.1"	392	390	99	100	391	92.839	756	"AT4G29510.1"	"92.839"	"391"	"27"	"1"	"1"	"391"	"1"	"390"	"0"	"756"	"99"	"392"	"390"
"As001G001370"	310	"AT4G29520.1"	"AT4G29520.1"	"orthologue"	"AT4G29520.1"	"N0.HOG0013479"	"AT4G29520.1"	"OG0007419"	"AT4G29520.1"	"AT4G29520.1"	311	306	94	94	293	81.911	439	"AT4G29520.1"	"81.911"	"293"	"48"	"1"	"1"	"293"	"4"	"291"	"1.01e-156"	"439"	"94"	"311"	"306"
"As001G001380"	246	"AT4G29530.1"	"AT4G29530.1"	"orthologue"	"AT4G29530.1"	"N0.HOG0019331"	"AT4G29530.1"	"OG0012843"	"AT4G29530.1"	"AT4G29530.1"	247	245	97	99	243	74.897	379	"AT4G29530.1"	"74.897"	"243"	"57"	"2"	"1"	"239"	"1"	"243"	"9.58e-135"	"379"	"97"	"247"	"245"
"As001G001390"	334	"AT4G29540.2"	"AT4G29540.2"	"orthologue"	"AT4G29540.2"	"N0.HOG0021213"	"AT4G29540.2"	"OG0014654"	"AT4G29540.2"	"AT4G29540.2"	335	336	99	99	334	85.03	583	"AT4G29540.2"	"85.03"	"334"	"50"	"0"	"1"	"334"	"1"	"334"	"0"	"583"	"99"	"335"	"336"
"As001G001400"	312	"AT4G29590.1"	"AT4G29590.1"	"orthologue"	"AT4G29590.1"	"N0.HOG0021214"	"AT4G29590.1"	"OG0014655"	"AT4G29590.1"	"AT4G29590.1"	313	317	99	100	319	80.878	522	"AT4G29590.1"	"80.878"	"319"	"52"	"3"	"1"	"312"	"1"	"317"	"0"	"522"	"99"	"313"	"317"
"As001G001410"	301	"AT4G29610.1"	"AT4G29610.1"	"orthologue"	"AT4G29610.1"	"N0.HOG0006411"	"AT4G29610.1"	"OG0002221"	"AT2G19570.1, AT4G29610.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G19570.1"	"74.503"	"302"	"75"	"2"	"1"	"301"	"1"	"301"	"8.08e-160"	"447"	"99"	"302"	"301"
"As001G001420"	192	"AT4G29658.2"	"AT4G29658.2"	"orthologue"	"AT4G29658.2"	"N0.HOG0024399"	"AT4G29658.2"	"OG0017753"	"AT4G29658.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G29658.2"	"69.444"	"180"	"53"	"2"	"1"	"178"	"1"	"180"	"3.73e-76"	"226"	"92"	"193"	"190"
"As001G001430"	103	"AT4G29660.1"	"AT4G29660.1"	"orthologue"	"AT4G29660.1"	"N0.HOG0015846"	"AT4G29660.1"	"OG0009638"	"AT4G29660.1"	"AT4G29660.1"	104	103	99	100	103	90.291	197	"AT4G29660.1"	"90.291"	"103"	"10"	"0"	"1"	"103"	"1"	"103"	"2.26e-67"	"197"	"99"	"104"	"103"
"As001G001440"	232	"AT4G29670.2"	"AT4G29670.2"	"orthologue"	"AT4G29670.2"	"N0.HOG0012552"	"AT4G29670.2"	"OG0006576"	"AT4G29670.2"	"AT4G29670.2"	233	236	90	83	199	74.886	274	"AT4G29670.2"	"74.886"	"219"	"41"	"6"	"1"	"209"	"1"	"215"	"1.52e-98"	"286"	"90"	"233"	"236"
"As001G001450"	364	"AT2G41040.1"	"AT2G41040.1"	"orthologue"	"AT2G41040.1"	"N0.HOG0019332"	"AT2G41040.1"	"OG0012844"	"AT2G41040.1"	"AT2G41040.1"	365	352	86	87	313	77.955	520	"AT2G41040.1"	"78.025"	"314"	"60"	"2"	"52"	"364"	"47"	"352"	"0"	"523"	"86"	"365"	"352"
"As001G001460"	490	"AT4G29680.1"	"AT4G29680.1"	"orthologue"	"AT4G29680.1"	"N0.HOG0010930"	"AT4G29680.1"	"OG0005196"	"AT4G29680.1"	"AT4G29680.1"	491	496	97	96	480	77.292	730	"AT4G29680.1"	"77.292"	"480"	"105"	"2"	"12"	"489"	"18"	"495"	"0"	"730"	"97"	"491"	"496"
"As001G001470"	439	"AT4G29690.1"	"AT4G29690.1"	"orthologue"	"AT4G29690.1"	"N0.HOG0003981"	"AT4G29690.1"	"OG0001009"	"AT4G29690.1, AT4G29700.1"	"AT4G29690.1"	440	457	99	100	458	77.729	741	"AT4G29690.1"	"77.729"	"458"	"82"	"3"	"1"	"439"	"1"	"457"	"0"	"741"	"99"	"440"	"457"
"As001G001480"	98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"As001G001490"	468	"AT4G29700.1"	"AT4G29700.1"	"orthologue"	"AT4G29700.1"	"N0.HOG0003980"	"AT4G29700.1"	"OG0001009"	"AT4G29690.1, AT4G29700.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G29690.1"	"74.672"	"458"	"111"	"2"	"11"	"468"	"5"	"457"	"0"	"723"	"98"	"469"	"457"
"As001G001510"	185	"AT2G18390.1"	"AT2G18390.1"	"orthologue"	"AT2G18390.1"	"N0.HOG0010931"	"AT2G18390.1"	"OG0005197"	"AT2G18390.1"	"AT2G18390.1"	186	185	99	100	185	97.297	365	"AT2G18390.1"	"97.297"	"185"	"5"	"0"	"1"	"185"	"1"	"185"	"3.8e-131"	"365"	"99"	"186"	"185"
"As001G001520"	539	"AT4G29720.1"	"AT4G29720.1"	"orthologue"	"AT4G29720.1"	"N0.HOG0013480"	"AT4G29720.1"	"OG0007420"	"AT4G29720.1"	"AT4G29720.1"	540	533	99	100	554	75.451	820	"AT4G29720.1"	"75.451"	"554"	"100"	"9"	"1"	"539"	"1"	"533"	"0"	"820"	"99"	"540"	"533"
"As001G001530"	862	"AT1G77550.1"	"AT1G77550.1"	"orthologue"	"AT1G77550.1"	"N0.HOG0021215"	"AT1G77550.1"	"OG0014656"	"AT1G77550.1"	"AT1G77550.1"	863	855	99	100	862	84.223	1492	"AT1G77550.1"	"84.223"	"862"	"129"	"4"	"1"	"862"	"1"	"855"	"0"	"1492"	"99"	"863"	"855"
"As001G001540"	76	"AT4G29735.2"	"AT4G29735.2"	"orthologue"	"AT4G29735.2"	"N0.HOG0010932"	"AT4G29735.2"	"OG0005198"	"AT4G29735.2"	"AT4G29735.2"	77	98	99	100	98	71.429	97.1	"AT4G29735.2"	"71.429"	"98"	"6"	"1"	"1"	"76"	"1"	"98"	"2.41e-28"	"97.1"	"99"	"77"	"98"
"As001G001550"	508	"AT4G29740.2"	"AT4G29740.2"	"orthologue"	"AT4G29740.2"	"N0.HOG0021216"	"AT4G29740.2"	"OG0014657"	"AT4G29740.2"	"AT4G29740.2"	509	524	98	98	515	85.437	894	"AT4G29740.2"	"85.437"	"515"	"61"	"5"	"8"	"508"	"9"	"523"	"0"	"894"	"98"	"509"	"524"
"As001G001560"	245	"AT3G55620.1"	"AT3G55620.1"	"orthologue"	"AT3G55620.1"	"N0.HOG0008791"	"AT3G55620.1"	"OG0003585"	"AT3G55620.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G55620.1"	"91.429"	"245"	"21"	"0"	"1"	"245"	"1"	"245"	"2.74e-170"	"468"	"99"	"246"	"245"
"As001G001580"	459	"AT2G25150.1"	"AT2G25150.1"	"orthologue"	"AT2G25150.1"	"N0.HOG0002630"	"AT2G25150.1"	"OG0000495"	"AT2G23510.1, AT2G25150.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G25150.1"	"66.447"	"456"	"152"	"1"	"1"	"456"	"1"	"455"	"0"	"625"	"99"	"460"	"461"
"As001G001590"	520	"AT2G25160.1"	"AT2G25160.1"	"orthologue"	"AT2G25160.1"	"N0.HOG0021217"	"AT2G25160.1"	"OG0014658"	"AT2G25160.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G25160.1"	"64.875"	"521"	"181"	"2"	"1"	"520"	"1"	"520"	"0"	"711"	"99"	"521"	"527"
