"Cochlearia_excelsa"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"g10090"	"ATMG00240.1"	"ATMG00240.1"	NA	"N0.HOG0000347"	"ATMG00240.1"	"OG0000037"	"ATMG00240.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G21280.1"	29.694	229	158	3	4	229	3	231	6.77e-30	117	36	636	237
"g10091"	"AT5G25980.2"	"AT5G25980.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G25980.2"	65.877	211	69	3	1	211	12	219	3.36e-98	296	89	238	547
"g10092"	"AT5G25980.2"	"AT5G25980.2"	"AT5G25980.2"	"N0.HOG0002092"	"AT5G26000.1, AT5G25980.2, AT5G48375.1"	"OG0000344"	"AT5G25980.2, AT5G26000.1, AT5G48375.1"	"AT5G25980.2"	542	547	99	91	501	75.277	810	"AT5G25980.2"	75.277	542	125	7	1	539	12	547	0	831	99	542	547
"g10093"	"AT5G26030.1"	"AT5G26030.1"	"AT5G26030.1"	"N0.HOG0020621"	"AT5G26030.1"	"OG0014084"	"AT5G26030.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G26030.1"	84.361	454	56	4	1	447	1	446	0	774	99	448	466
"g10094"	"AT5G26050.1"	"AT5G26050.1"	"AT5G26050.1"	"N0.HOG0009771"	"AT5G26050.1"	"OG0004249"	"AT5G26050.1"	"AT5G26050.1"	145	160	99	91	145	75.172	223	"AT5G26050.1"	77.241	145	32	1	1	144	16	160	2.24e-81	236	99	145	160
"g10095"	"AT5G26060.1"	"AT5G26060.1"	"AT5G26060.1"	"N0.HOG0022561"	"AT5G26060.1"	"OG0015986"	"AT5G26060.1"	"AT5G26060.1"	133	154	99	86	132	80.303	238	"AT5G26060.1"	80.303	132	26	0	1	132	23	154	1.27e-82	238	99	133	154
"g10096"	"AT5G26090.2"	"AT5G26090.2"	"AT5G26090.2"	"N0.HOG0017643"	"AT5G26090.2"	"OG0011287"	"AT5G26090.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G26090.2"	78.205	156	33	1	1	156	96	250	2.41e-89	266	98	159	431
"g10097"	"AT3G44170.1"	"AT3G44170.1"	NA	NA	NA	"OG0005906"	"AT3G44170.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G44170.1"	61.321	106	40	1	1	105	49	154	1.52e-50	157	90	117	155
"g10098"	"AT5G26210.1"	"AT5G26210.1"	"AT5G26210.1"	"N0.HOG0009851"	"AT5G26210.1"	"OG0004305"	"AT5G26210.1"	"AT5G26210.1"	260	255	99	99	259	81.853	344	"AT5G26210.1"	83.398	259	38	2	1	259	1	254	1.26e-120	344	99	260	255
"g10099"	"AT5G26250.1"	"AT5G26250.1"	"AT5G26250.1"	"N0.HOG0005590"	"AT5G26250.1"	"OG0001798"	"AT3G05960.1, AT5G26250.1"	"AT5G26250.1"	509	507	99	99	507	93.491	954	"AT5G26250.1"	93.491	507	32	1	1	507	1	506	0	954	99	509	507
"g101"	"AT5G67470.1, AT3G25493.1"	"AT5G67470.1"	"AT5G67470.1, AT3G25493.1"	"N0.HOG0012900"	"AT5G67470.1, AT3G25493.1"	"OG0006895"	"AT3G25493.1, AT5G67470.1"	"AT5G67470.1"	897	899	96	97	883	80.562	1272	"AT5G67470.1"	82.446	883	115	13	25	884	22	887	0	1300	96	897	899
"g1010"	"AT5G55370.1"	"AT5G55370.1"	"AT5G55370.1"	"N0.HOG0001196"	"AT5G55370.1, AT5G55380.1, AT5G55340.1, AT5G51420.1, AT5G55360.1, AT5G55350.1"	"OG0000146"	"AT1G34490.1, AT1G34500.1, AT1G34520.1, AT5G51420.1, AT5G55320.1, AT5G55330.1, AT5G55340.1, AT5G55350.1, AT5G55360.1, AT5G55370.1, AT5G55380.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G55370.1"	65.487	339	90	4	1	315	1	336	5.63e-154	434	99	318	343
"g10100"	"AT5G26330.1"	"AT5G26330.1"	"AT5G26330.1"	"N0.HOG0014272"	"AT5G26330.1"	"OG0008157"	"AT5G26330.1"	"AT5G26330.1"	187	187	99	99	188	74.468	256	"AT5G26330.1"	74.468	188	43	2	1	185	1	186	1.45e-90	262	99	187	187
"g10101"	"AT5G26570.1"	"AT5G26570.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G26570.1"	72.881	118	28	2	1	116	1	116	1.96e-50	170	98	118	1196
"g10102"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G26570.1"	92.857	56	4	0	84	139	1126	1181	5.02e-31	116	36	156	1196
"g10103"	"AT5G26667.1"	"AT5G26667.1"	NA	"N0.HOG0010772"	"AT5G26667.1"	"OG0005062"	"AT5G26667.1"	"AT5G26667.1"	210	208	99	96	207	91.787	377	"AT5G26667.1"	91.787	207	10	2	1	207	1	200	2.73e-135	377	99	210	208
"g10104"	"AT5G26742.2"	"AT5G26742.2"	"AT5G26742.2"	"N0.HOG0010677"	"AT5G26742.2"	"OG0004986"	"AT5G26742.2"	"AT5G26742.2"	767	748	88	100	680	87.516	1199	"AT5G26742.2"	91.471	680	49	3	1	677	1	674	0	1199	88	767	748
"g10105"	"AT5G26730.1"	"AT5G26730.1"	NA	NA	NA	"OG0002996"	"AT5G26730.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G26730.1"	74.286	105	26	1	1	104	1	105	4.55e-38	128	99	105	268
"g10106"	"AT5G26720.1"	"AT5G26720.1"	"AT5G26720.1"	"N0.HOG0013151"	"AT5G26720.1"	"OG0007126"	"AT5G26720.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G26720.1"	55.319	141	51	5	1	137	1	133	6.95e-30	104	99	139	134
"g10107"	"AT5G26710.1"	"AT5G26710.1"	"AT5G26710.1"	"N0.HOG0008835"	"AT5G26710.1"	"OG0003613"	"AT5G26710.1"	"AT5G26710.1"	728	719	99	99	718	88.301	1323	"AT5G26710.1"	88.301	718	82	2	1	718	1	716	0	1323	99	728	719
"g10108"	"AT5G26700.1"	"AT5G26700.1"	"AT5G26700.1"	"N0.HOG0009491"	"AT5G26700.1"	"OG0004039"	"AT5G26700.1"	"AT5G26700.1"	215	213	99	98	213	80.751	355	"AT5G26700.1"	80.751	213	37	2	2	214	5	213	2.33e-126	355	99	215	213
"g10109"	"AT5G26680.1"	"AT5G26680.1"	"AT5G26680.1"	"N0.HOG0020569"	"AT5G26680.1"	"OG0014036"	"AT5G26680.1"	"AT5G26680.1"	366	453	93	75	342	95.322	690	"AT5G26680.1"	95.322	342	16	0	1	342	18	359	0	690	93	366	453
"g1011"	"AT5G55380.1"	"AT5G55380.1"	"AT5G55380.1"	"N0.HOG0001196"	"AT5G55370.1, AT5G55380.1, AT5G55340.1, AT5G51420.1, AT5G55360.1, AT5G55350.1"	"OG0000146"	"AT1G34490.1, AT1G34500.1, AT1G34520.1, AT5G51420.1, AT5G55320.1, AT5G55330.1, AT5G55340.1, AT5G55350.1, AT5G55360.1, AT5G55370.1, AT5G55380.1"	"AT5G55380.1"	352	341	98	100	346	72.543	512	"AT5G55380.1"	72.543	346	90	2	1	346	1	341	0	512	98	352	341
"g10110"	"AT5G26670.1, AT3G05910.1"	"AT5G26670.1"	"AT5G26670.1, AT3G05910.1"	"N0.HOG0005173"	"AT5G26670.1, AT3G05910.1"	"OG0001597"	"AT3G05910.1, AT5G26670.1"	"AT5G26670.1"	412	416	99	100	416	91.346	794	"AT5G26670.1"	91.346	416	31	1	1	411	1	416	0	794	99	412	416
"g10111"	"AT5G26660.1"	"AT5G26660.1"	"AT5G26660.1"	"N0.HOG0009981"	"AT5G26660.1"	"OG0004412"	"AT5G26660.1"	"AT5G26660.1"	360	352	98	99	362	75.414	480	"AT5G26660.1"	75.758	363	65	14	1	354	1	349	2.44e-171	480	98	360	352
"g10112"	"AT5G26630.1"	"AT5G26630.1"	"AT5G26630.1"	"N0.HOG0001880"	"AT5G26630.1"	"OG0000284"	"AT5G26630.1, AT5G27810.1, AT5G48670.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G26630.1"	60.889	225	71	4	1	216	1	217	2.51e-78	234	98	220	218
"g10113"	"AT3G29765.1"	"AT3G29765.1"	NA	"N0.HOG0001365"	"AT2G06541.1, AT3G29763.1, AT3G29450.1, AT1G41920.1, AT3G30235.1, AT3G29765.1, AT3G31402.1, AT1G19260.1, AT4G09660.1"	"OG0000173"	"AT1G19260.1, AT1G41920.1, AT2G06541.1, AT3G29450.1, AT3G29763.1, AT3G29765.1, AT3G30235.1, AT3G31402.1, AT4G09660.1"	"AT3G29765.1"	737	536	73	100	536	71.828	796	"AT1G19260.1"	67.88	769	214	1	1	736	1	769	0	1091	99	737	769
"g10114"	"AT5G26620.1"	"AT5G26620.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G26620.1"	80	70	13	1	38	107	6	74	5.45e-34	112	65	108	74
"g10115"	"AT5G26600.1"	"AT5G26600.1"	"AT5G26600.1"	"N0.HOG0022512"	"AT5G26600.1"	"OG0015937"	"AT5G26600.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G26600.1"	85.068	442	51	5	2	431	3	441	0	743	93	461	475
"g10116"	"AT5G26749.2"	"AT5G26749.2"	"AT5G26749.2"	"N0.HOG0020571"	"AT5G26749.2"	"OG0014038"	"AT5G26749.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G26749.2"	69.88	166	25	3	1	141	1	166	2.47e-79	231	99	142	166
"g10117"	"AT3G05810.1"	"AT3G05810.1"	"AT3G05810.1"	"N0.HOG0007988"	"AT3G05810.1"	"OG0003073"	"AT3G05810.1, AT5G26800.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G26800.1"	82.143	112	19	1	1	111	1	112	1.68e-62	185	99	112	112
"g10118"	"AT5G26860.1"	"AT5G26860.1"	"AT5G26860.1"	"N0.HOG0003846"	"AT5G26860.1"	"OG0000950"	"AT3G05780.1, AT3G05790.1, AT5G26860.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G26860.1"	87.412	993	107	8	1	983	1	985	0	1701	99	984	985
"g10119"	"AT5G26930.1"	"AT5G26930.1"	"AT5G26930.1"	"N0.HOG0025279"	"AT5G26930.1"	"OG0018597"	"AT5G26930.1"	"AT5G26930.1"	156	120	56	75	88	81.818	146	"AT5G26930.1"	81.818	88	16	0	53	140	18	105	3.62e-46	146	56	156	120
"g1012"	"AT5G55390.1"	"AT5G55390.1"	"AT5G55390.1"	"N0.HOG0018168"	"AT5G55390.1"	"OG0011764"	"AT5G55390.1"	"AT5G55390.1"	1319	1297	99	100	1331	71.976	1897	"AT5G55390.1"	72.523	1332	317	17	1	1318	1	1297	0	1897	99	1319	1297
"g10120"	"AT5G26940.1"	"AT5G26940.1"	"AT5G26940.1"	"N0.HOG0017622"	"AT5G26940.1"	"OG0011267"	"AT5G26940.1"	"AT5G26940.1"	318	316	99	99	317	75.71	491	"AT5G26940.1"	75.71	317	74	3	1	316	1	315	1.28e-176	491	99	318	316
"g10121"	"AT5G26980.1"	"AT5G26980.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G26980.1"	64.706	85	6	1	19	79	75	159	4.52e-31	110	74	82	322
"g10122"	"AT5G26990.1"	"AT5G26990.1"	"AT5G26990.1"	"N0.HOG0006549"	"AT5G26990.1"	"OG0002299"	"AT3G05700.1, AT5G26990.1"	"AT5G26990.1"	222	222	99	100	226	79.204	337	"AT5G26990.1"	79.204	226	38	3	1	221	1	222	4.15e-119	337	99	222	222
"g10123"	"AT5G27020.1"	"AT5G27020.1"	"AT5G27020.1"	"N0.HOG0026087"	"AT5G27020.1"	"OG0019338"	"AT5G27020.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G27020.1"	56.897	174	61	5	1	170	1	164	1.29e-47	152	99	171	164
"g10124"	"AT5G27030.2"	"AT5G27030.2"	"AT5G27030.2"	"N0.HOG0023202"	"AT5G27030.2"	"OG0016605"	"AT5G27030.2"	"AT5G27030.2"	1114	1134	99	100	1142	87.04	2028	"AT5G27030.2"	87.04	1142	111	6	1	1113	1	1134	0	2028	99	1114	1134
"g10125"	"AT5G27880.1"	"AT5G27880.1"	"AT5G27880.1"	"N0.HOG0004387"	"AT5G27880.1"	"OG0001198"	"AT5G27880.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G27880.1"	64.26	277	70	7	15	277	17	278	7.02e-111	321	95	278	278
"g10126"	"AT3G05590.1, AT5G27850.1"	"AT5G27850.1"	NA	"N0.HOG0003831"	"AT3G05590.1, AT5G27850.1"	"OG0000943"	"AT3G05590.1, AT5G27850.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G27850.1"	93.583	187	12	0	1	187	1	187	2.19e-126	353	99	188	187
"g10127"	"AT5G27620.2"	"AT5G27620.2"	"AT5G27620.2"	"N0.HOG0011242"	"AT5G27620.2"	"OG0005459"	"AT5G27620.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G27620.2"	89.13	276	27	2	1	274	34	308	0	512	62	440	368
"g10128"	"AT5G27820.1"	"AT5G27820.1"	"AT5G27820.1"	"N0.HOG0009710"	"AT5G27820.1"	"OG0004196"	"AT5G27820.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G27820.1"	84.211	114	18	0	1	114	1	114	5.41e-70	204	99	115	114
"g10129"	"AT5G27760.1"	"AT5G27760.1"	"AT5G27760.1"	"N0.HOG0008879"	"AT5G27760.1"	"OG0003642"	"AT3G05550.1, AT5G27760.1"	"AT5G27760.1"	97	96	99	100	96	89.583	148	"AT5G27760.1"	89.583	96	10	0	1	96	1	96	2.11e-48	148	99	97	96
"g1013"	"AT5G55400.1"	"AT5G55400.1"	"AT5G55400.1"	"N0.HOG0007823"	"AT5G55400.1"	"OG0002979"	"AT4G26700.1, AT5G55400.1"	"AT5G55400.1"	699	714	99	100	714	89.776	1269	"AT5G55400.1"	89.776	714	57	3	1	698	1	714	0	1269	99	699	714
"g10130"	"AT5G27740.1"	"AT5G27740.1"	"AT5G27740.1"	"N0.HOG0014277"	"AT5G27740.1"	"OG0008162"	"AT5G27740.1"	"AT5G27740.1"	355	354	99	100	354	96.61	712	"AT5G27740.1"	96.61	354	12	0	1	354	1	354	0	712	99	355	354
"g10131"	"AT5G27730.1"	"AT5G27730.1"	"AT5G27730.1"	"N0.HOG0018856"	"AT5G27730.1"	"OG0012406"	"AT5G27730.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G27730.1"	85.919	419	43	3	1	403	1	419	0	707	33	1204	472
"g10132"	"AT5G27720.1"	"AT5G27720.1"	"AT5G27720.1"	"N0.HOG0010676"	"AT5G27720.1"	"OG0004985"	"AT5G27720.1"	"AT5G27720.1"	173	129	75	100	129	95.349	253	"AT5G27720.1"	95.349	129	6	0	44	172	1	129	5.44e-88	253	75	173	129
"g10133"	"AT5G27700.1, AT3G53890.1"	"AT5G27700.1"	"AT5G27700.1, AT3G53890.1"	"N0.HOG0003104"	"AT5G27700.1, AT3G53890.1"	"OG0000658"	"AT3G53890.1, AT5G27700.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G27700.1"	92.593	81	6	0	1	81	1	81	9.21e-55	163	98	83	82
"g10134"	"AT5G27690.1"	"AT5G27690.1"	"AT5G27690.1"	"N0.HOG0018857"	"AT5G27690.1"	"OG0012407"	"AT5G27690.1"	"AT5G27690.1"	366	352	99	100	377	72.679	393	"AT5G27690.1"	73.491	381	56	11	1	365	1	352	1.07e-136	393	99	366	352
"g10135"	"AT5G27670.1"	"AT5G27670.1"	"AT5G27670.1"	"N0.HOG0009982"	"AT5G27670.1"	"OG0004413"	"AT5G27670.1"	"AT5G27670.1"	154	150	99	84	127	88.961	229	"AT5G27670.1"	88.961	154	12	5	1	153	1	150	1.76e-87	251	99	154	150
"g10136"	"AT5G27650.1"	"AT5G27650.1"	"AT5G27650.1"	"N0.HOG0018858"	"AT5G27650.1"	"OG0012408"	"AT5G27650.1"	"AT5G27650.1"	1046	1072	99	99	1091	70.761	1353	"AT5G27650.1"	71.494	1098	219	23	6	1045	11	1072	0	1362	99	1046	1072
"g10137"	"AT5G27620.2"	"AT5G27620.2"	"AT5G27620.2"	"N0.HOG0011242"	"AT5G27620.2"	"OG0005459"	"AT5G27620.2"	"AT5G27620.2"	334	368	92	84	309	89.644	577	"AT5G27620.2"	89.644	309	29	2	1	307	1	308	0	577	92	334	368
"g10138"	"AT3G15910.1"	"AT3G15910.1"	"AT3G15910.1"	"N0.HOG0024969"	"AT3G15910.1"	"OG0018305"	"AT3G15910.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15910.1"	68.932	309	82	7	157	460	2	301	4.5e-146	419	66	464	307
"g10139"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	35.687	524	319	4	833	1338	30	553	3.59e-110	373	37	1384	1043
"g1014"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G67450.1"	79.31	29	6	0	1	29	5	33	2.02e-08	48.9	35	84	398
"g10140"	"AT5G27610.1"	"AT5G27610.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G27610.1"	47.584	538	150	11	215	626	434	965	8.31e-142	439	57	720	971
"g10141"	"AT5G27600.1"	"AT5G27600.1"	"AT5G27600.1"	"N0.HOG0005592"	"AT5G27600.1"	"OG0001799"	"AT3G05970.1, AT5G27600.1"	"AT5G27600.1"	698	700	99	100	700	87.429	1290	"AT5G27600.1"	87.429	700	85	2	1	697	1	700	0	1290	99	698	700
"g10142"	"AT5G27560.1"	"AT5G27560.1"	"AT5G27560.1"	"N0.HOG0022516"	"AT5G27560.1"	"OG0015941"	"AT5G27560.1"	"AT5G27560.1"	340	341	99	100	343	83.382	566	"AT5G27560.1"	83.673	343	48	4	3	339	1	341	0	566	99	340	341
"g10143"	"AT5G27540.1"	"AT5G27540.1"	"AT5G27540.1"	"N0.HOG0004326"	"AT5G27540.1"	"OG0001170"	"AT3G05310.1, AT5G27540.1"	"AT5G27540.1"	676	648	96	100	649	92.142	1202	"AT5G27540.1"	92.142	649	50	1	27	675	1	648	0	1202	96	676	648
"g10144"	"AT5G27520.1"	"AT5G27520.1"	"AT5G27520.1"	"N0.HOG0007826"	"AT5G27520.1"	"OG0002980"	"AT3G05290.1, AT5G27520.1"	"AT5G27520.1"	322	321	99	100	321	94.393	620	"AT5G27520.1"	94.393	321	18	0	1	321	1	321	0	620	99	322	321
"g10145"	"AT5G27470.1"	"AT5G27470.1"	"AT5G27470.1"	"N0.HOG0009275"	"AT5G27470.1"	"OG0003894"	"AT5G27470.1"	"AT5G27470.1"	452	451	99	100	451	91.796	876	"AT5G27470.1"	91.796	451	37	0	1	451	1	451	0	876	99	452	451
"g10146"	"AT5G27460.1"	"AT5G27460.1"	"AT5G27460.1"	"N0.HOG0013685"	"AT5G27460.1"	"OG0007605"	"AT5G27460.1"	"AT5G27460.1"	487	491	98	100	491	75.356	764	"AT5G27460.1"	75.356	491	108	2	1	478	1	491	0	764	98	487	491
"g10147"	"AT5G27450.1"	"AT5G27450.1"	"AT5G27450.1"	"N0.HOG0013153"	"AT5G27450.1"	"OG0007128"	"AT5G27450.1"	"AT5G27450.1"	424	378	90	100	381	87.139	678	"AT5G27450.1"	87.139	381	46	1	43	423	1	378	0	678	90	424	378
"g10148"	"AT5G27440.1"	"AT5G27440.1"	"AT5G27440.1"	"N0.HOG0025119"	"AT5G27440.1"	"OG0018448"	"AT5G27440.1"	"AT5G27440.1"	219	216	99	99	216	70.833	248	"AT5G27440.1"	70.833	216	60	1	3	218	4	216	2.92e-84	248	99	219	216
"g10149"	"AT5G27430.1"	"AT5G27430.1"	"AT5G27430.1"	"N0.HOG0004371"	"AT5G27430.1"	"OG0001191"	"AT3G05230.1, AT5G27430.1"	"AT5G27430.1"	168	167	99	100	167	98.802	345	"AT5G27430.1"	98.802	167	2	0	1	167	1	167	3.69e-124	345	99	168	167
"g10150"	"AT5G27420.1"	"AT5G27420.1"	"AT5G27420.1"	"N0.HOG0015420"	"AT5G27420.1"	"OG0009255"	"AT5G27420.1"	"AT5G27420.1"	381	368	89	99	351	72.727	509	"AT5G27420.1"	74.644	351	74	7	41	380	22	368	0	509	89	381	368
"g10151"	"AT5G27400.1"	"AT5G27400.1"	"AT5G27400.1"	"N0.HOG0023900"	"AT5G27400.1"	"OG0017285"	"AT5G27400.1"	"AT5G27400.1"	379	369	96	99	365	81.37	597	"AT5G27400.1"	81.37	365	67	1	14	378	6	369	0	617	96	379	369
"g10152"	"AT5G27350.1, AT5G27360.3"	"AT5G27360.3"	"AT5G27350.1, AT5G27360.3"	"N0.HOG0009492"	"AT5G27350.1, AT5G27360.3"	"OG0004040"	"AT5G27350.1, AT5G27360.3"	"AT5G27360.3"	475	526	99	90	475	83.368	815	"AT5G27360.3"	83.368	475	76	2	1	473	52	525	0	815	99	475	526
"g10153"	"AT5G27330.1"	"AT5G27330.1"	"AT5G27330.1"	"N0.HOG0005625"	"AT5G27330.1"	"OG0001816"	"AT3G05130.1, AT5G27330.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G27330.1"	64.842	475	157	1	1	465	1	475	0	563	60	778	628
"g10154"	"AT5G27150.1"	"AT5G27150.1"	"AT5G27150.1"	"N0.HOG0004842"	"AT5G27150.1"	"OG0001422"	"AT3G05030.1, AT5G27150.1"	"AT5G27150.1"	545	538	98	99	536	93.657	1014	"AT5G27150.1"	93.657	536	34	0	9	544	3	538	0	1015	98	545	538
"g10156"	"AT5G27110.1"	"AT5G27110.1"	"AT5G27110.1"	"N0.HOG0026088"	"AT5G27110.1"	"OG0019339"	"AT5G27110.1"	"AT5G27110.1"	699	691	96	97	674	79.822	1122	"AT5G27110.1"	79.822	674	134	2	1	673	1	673	0	1122	96	699	691
"g10157"	"AT5G27990.1"	"AT5G27990.1"	"AT5G27990.1"	"N0.HOG0010320"	"AT5G27990.1"	"OG0004680"	"AT5G27990.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G27990.1"	64.398	191	54	3	11	200	7	184	4.64e-75	223	95	201	184
"g10158"	"AT5G28030.1"	"AT5G28030.1"	"AT5G28030.1"	"N0.HOG0004622"	"AT5G28030.1, AT5G28020.1"	"OG0001311"	"AT5G28020.1, AT5G28030.1"	"AT5G28030.1"	339	323	95	100	323	90.093	545	"AT5G28030.1"	90.093	323	32	0	16	338	1	323	0	545	95	339	323
"g10159"	"AT5G28040.1"	"AT5G28040.1"	"AT5G28040.1"	"N0.HOG0007070"	"AT5G28040.1"	"OG0002562"	"AT3G04930.1, AT5G28040.1"	"AT5G28040.1"	427	427	99	100	447	74.049	546	"AT5G28040.1"	76.51	447	64	11	1	426	1	427	0	637	99	427	427
"g1016"	"AT5G55490.1"	"AT5G55490.1"	"AT5G55490.1"	"N0.HOG0009582"	"AT5G55490.1"	"OG0004101"	"AT5G55490.1"	"AT5G55490.1"	586	593	99	98	581	75.559	848	"AT5G55490.1"	75.559	581	135	5	6	585	19	593	0	848	99	586	593
"g10160"	"AT5G28050.3"	"AT5G28050.3"	NA	NA	NA	NA	NA	"AT5G28050.3"	354	290	54	66	191	94.241	380	"AT5G28050.3"	94.241	191	11	0	163	353	100	290	7.56e-133	380	54	354	290
"g10161"	"AT5G28080.2"	"AT5G28080.2"	"AT5G28080.2"	"N0.HOG0022519"	"AT5G28080.2"	"OG0015944"	"AT5G28080.2"	"AT5G28080.2"	481	492	98	98	488	75.82	726	"AT5G28080.2"	75.82	488	97	7	4	476	1	482	0	726	98	481	492
"g10162"	"AT5G28150.1"	"AT5G28150.1"	"AT5G28150.1"	"N0.HOG0004870"	"AT5G28150.1"	"OG0001438"	"AT3G04860.1, AT5G28150.1"	"AT5G28150.1"	296	289	99	100	295	88.475	516	"AT5G28150.1"	88.814	295	27	1	1	295	1	289	0	526	99	296	289
"g10163"	"AT5G28220.1"	"AT5G28220.1"	"AT5G28220.1"	"N0.HOG0008360"	"AT5G28220.1"	"OG0003306"	"AT3G04830.1, AT5G28220.1"	"AT5G28220.1"	304	316	99	96	302	86.755	540	"AT5G28220.1"	86.755	302	40	0	1	302	14	315	0	540	99	304	316
"g10164"	"AT5G28290.1"	"AT5G28290.1"	"AT5G28290.1"	"N0.HOG0016900"	"AT5G28290.1"	"OG0010623"	"AT5G28290.1"	"AT5G28290.1"	572	568	99	99	574	86.934	967	"AT5G28290.1"	86.934	574	65	4	1	571	1	567	0	967	99	572	568
"g10165"	"AT5G28300.1"	"AT5G28300.1"	"AT5G28300.1"	"N0.HOG0016559"	"AT5G28300.1"	"OG0010305"	"AT5G28300.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G28300.1"	66.299	635	144	24	1	596	1	604	0	595	99	598	619
"g10166"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G29250.1"	28.795	448	271	16	3	416	21	454	2.44e-48	171	98	421	460
"g10167"	"AT5G28490.1"	"AT5G28490.1"	"AT5G28490.1"	"N0.HOG0004183"	"AT5G28490.1"	"OG0001103"	"AT3G04510.1, AT5G28490.1"	"AT5G28490.1"	204	190	99	100	203	83.744	286	"AT5G28490.1"	83.744	203	20	3	1	203	1	190	6.44e-100	286	99	204	190
"g10168"	"AT5G28590.1"	"AT5G28590.1"	"AT5G28590.1"	"N0.HOG0016560"	"AT5G28590.1"	"OG0010306"	"AT5G28590.1"	"AT5G28590.1"	373	216	58	89	215	73.023	295	"AT3G04590.2"	58.421	380	124	10	24	372	30	406	6.91e-117	345	94	373	411
"g10169"	"AT5G28610.1, AT5G28630.1"	"AT5G28610.1"	NA	"N0.HOG0009497"	"AT5G28610.1, AT5G28630.1"	"OG0004042"	"AT5G28610.1, AT5G28630.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G28610.1"	66.434	143	33	5	1	140	1	131	1.11e-31	109	99	142	131
"g1017"	"AT5G55500.1"	"AT5G55500.1"	"AT5G55500.1"	"N0.HOG0019607"	"AT5G55500.1"	"OG0013116"	"AT5G55500.1"	"AT5G55500.1"	541	534	99	100	547	82.633	910	"AT5G55500.1"	82.633	547	74	9	2	540	1	534	0	910	99	541	534
"g10170"	"AT5G28640.1"	"AT5G28640.1"	NA	NA	NA	"OG0005460"	"AT5G28640.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G28640.1"	82.192	219	17	6	1	206	1	210	6.32e-83	244	99	207	210
"g10172"	"AT5G28646.1"	"AT5G28646.1"	"AT5G28646.1"	"N0.HOG0024716"	"AT5G28646.1"	"OG0018064"	"AT5G28646.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G28646.1"	62.085	211	39	6	1	181	1	200	3.99e-77	229	94	192	202
