"Odontarrhena_muralis"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"Om001G001090"	"AT4G17920.1"	"AT4G17920.1"	"AT4G17920.1"	"N0.HOG0012014"	"AT4G17920.1"	"OG0006121"	"AT4G17920.1"	"AT4G17920.1"	298	289	99	99	294	81.973	462	"AT4G17920.1"	82.993	294	41	5	2	295	3	287	2.27e-170	473	99	298	289
"Om001G001100"	"AT4G17940.1"	"AT4G17940.1"	"AT4G17940.1"	"N0.HOG0014869"	"AT4G17940.1"	"OG0008721"	"AT4G17940.1"	"AT4G17940.1"	266	274	99	99	274	71.168	318	"AT4G17940.1"	71.739	276	65	6	1	265	1	274	6.51e-111	320	99	266	274
"Om001G001110"	"AT4G17950.1"	"AT4G17950.1"	"AT4G17950.1"	"N0.HOG0013716"	"AT4G17950.1"	"OG0007633"	"AT4G17950.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G17950.1"	63.761	436	90	18	31	428	34	439	1.34e-131	385	93	429	439
"Om001G001120"	"AT4G17960.1"	"AT4G17960.1"	"AT4G17960.1"	"N0.HOG0025263"	"AT4G17960.1"	"OG0018583"	"AT4G17960.1"	"AT4G17960.1"	156	154	99	100	160	75.625	228	"AT4G17960.1"	75.625	160	28	5	1	155	1	154	3.49e-78	228	99	156	154
"Om001G001130"	"AT3G04320.2, AT3G04330.1"	"AT3G04320.2"	NA	NA	NA	"OG0001035"	"AT3G04320.2, AT3G04330.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G04320.2"	33.735	166	98	7	1	160	25	184	7.86e-20	83.2	81	197	227
"Om001G001140"	"AT4G17970.1"	"AT4G17970.1"	"AT4G17970.1"	"N0.HOG0019682"	"AT4G17970.1"	"OG0013187"	"AT4G17970.1"	"AT4G17970.1"	551	560	99	100	568	85.211	966	"AT4G17970.1"	85.211	568	58	9	1	550	1	560	0	966	99	551	560
"Om001G001150"	"AT4G17700.1"	"AT4G17700.1"	"AT4G17700.1"	"N0.HOG0005221"	"AT4G17990.2, AT4G17700.1"	"OG0001620"	"AT4G17700.1, AT4G17990.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G17990.2"	32.959	267	131	5	33	298	9	228	4.32e-35	126	89	300	233
"Om001G001160"	"AT4G17700.1"	"AT4G17700.1"	"AT4G17700.1"	"N0.HOG0005221"	"AT4G17990.2, AT4G17700.1"	"OG0001620"	"AT4G17700.1, AT4G17990.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G17700.1"	46.626	163	79	4	30	185	2	163	2.43e-36	127	52	300	164
"Om001G001170"	"AT4G17700.1"	"AT4G17700.1"	"AT4G17700.1"	"N0.HOG0005221"	"AT4G17990.2, AT4G17700.1"	"OG0001620"	"AT4G17700.1, AT4G17990.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G17700.1"	47.853	163	75	4	20	173	2	163	1.04e-40	138	53	292	164
"Om001G001200"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G22080.1"	32.195	205	123	6	29	224	2	199	2.25e-18	82	84	232	332
"Om001G001210"	"AT4G17700.1"	"AT4G17700.1"	"AT4G17700.1"	"N0.HOG0005221"	"AT4G17990.2, AT4G17700.1"	"OG0001620"	"AT4G17700.1, AT4G17990.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G17700.1"	44.848	165	78	5	20	174	2	163	9.98e-35	124	49	317	164
"Om001G001250"	"AT4G17970.1"	"AT4G17970.1"	"AT4G17970.1"	"N0.HOG0019682"	"AT4G17970.1"	"OG0013187"	"AT4G17970.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G17970.1"	90.598	117	10	1	1	117	202	317	1.41e-69	218	94	124	560
"Om001G001260"	"AT4G17970.1"	"AT4G17970.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G17970.1"	78.095	105	16	3	1	99	457	560	1.61e-44	150	99	100	560
"Om001G001270"	"AT4G17700.1"	"AT4G17700.1"	"AT4G17700.1"	"N0.HOG0005221"	"AT4G17990.2, AT4G17700.1"	"OG0001620"	"AT4G17700.1, AT4G17990.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G17990.2"	34.043	282	126	7	16	292	2	228	5.16e-35	126	94	294	233
"Om001G001280"	"AT4G17700.1"	"AT4G17700.1"	"AT4G17700.1"	"N0.HOG0005221"	"AT4G17990.2, AT4G17700.1"	"OG0001620"	"AT4G17700.1, AT4G17990.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G17700.1"	47.853	163	74	4	20	172	2	163	1.08e-41	141	53	291	164
"Om001G001290"	"AT4G17700.1"	"AT4G17700.1"	"AT4G17700.1"	"N0.HOG0005221"	"AT4G17990.2, AT4G17700.1"	"OG0001620"	"AT4G17700.1, AT4G17990.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G17700.1"	44.785	163	82	4	30	185	2	163	1.85e-35	125	52	300	164
"Om001G001300"	"AT4G17700.1"	"AT4G17700.1"	"AT4G17700.1"	"N0.HOG0005221"	"AT4G17990.2, AT4G17700.1"	"OG0001620"	"AT4G17700.1, AT4G17990.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G17700.1"	44.444	153	78	2	31	176	3	155	2.09e-34	122	48	306	164
"Om001G001310"	"AT3G44750.1"	"AT3G44750.1"	"AT3G44750.1"	NA	NA	"OG0000784"	"AT3G44750.1, AT5G22650.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G44750.1"	43.379	219	95	5	1	193	1	216	8.24e-36	125	99	194	245
"Om001G001320"	"AT4G18010.1"	"AT4G18010.1"	"AT4G18010.1"	"N0.HOG0012703"	"AT4G18010.1"	"OG0006712"	"AT4G18010.1"	"AT4G18010.1"	642	646	99	100	648	84.259	1093	"AT4G18010.1"	84.877	648	89	3	1	641	1	646	0	1093	99	642	646
"Om001G001340"	"AT4G18020.1"	"AT4G18020.1"	"AT4G18020.1"	"N0.HOG0013717"	"AT4G18020.1"	"OG0007634"	"AT4G18020.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G18020.1"	70.147	546	139	10	1	533	1	535	0	729	99	534	535
"Om001G001350"	"AT4G18030.1"	"AT4G18030.1"	"AT4G18030.1"	"N0.HOG0011019"	"AT4G18030.1"	"OG0005267"	"AT4G18030.1"	"AT4G18030.1"	633	621	96	98	610	92.459	1198	"AT4G18030.1"	92.459	610	44	2	1	610	1	608	0	1198	96	633	621
"Om001G001360"	"AT4G18040.1"	"AT4G18040.1"	"AT4G18040.1"	"N0.HOG0012704"	"AT4G18040.1"	"OG0006713"	"AT4G18040.1"	"AT4G18040.1"	234	235	99	100	235	86.809	388	"AT4G18040.1"	88.511	235	25	2	1	233	1	235	2.33e-140	392	99	234	235
"Om001G001370"	"AT4G18050.2"	"AT4G18050.2"	"AT4G18050.2"	"N0.HOG0007249"	"AT4G18050.2"	"OG0002657"	"AT4G18050.2, AT5G46540.1"	"AT4G18050.2"	1258	1246	99	100	1246	89.223	2197	"AT4G18050.2"	89.727	1246	112	2	12	1257	17	1246	0	2197	99	1258	1246
"Om001G001380"	"AT4G18060.1"	"AT4G18060.1"	"AT4G18060.1"	"N0.HOG0025043"	"AT4G18060.1"	"OG0018372"	"AT4G18060.1"	"AT4G18060.1"	352	351	99	100	351	94.587	698	"AT4G18060.1"	94.587	351	19	0	1	351	1	351	0	698	99	352	351
"Om001G001390"	"AT4G18070.1"	"AT4G18070.1"	"AT4G18070.1"	"N0.HOG0013718"	"AT4G18070.1"	"OG0007635"	"AT4G18070.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G18070.1"	64.516	248	57	6	26	261	34	262	3.93e-75	229	90	262	262
"Om001G001400"	"AT4G18080.1, AT4G18090.1"	"AT4G18080.1"	"AT4G18080.1, AT4G18090.1"	"N0.HOG0025554"	"AT4G18080.1, AT4G18090.1"	"OG0018852"	"AT4G18080.1, AT4G18090.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G18080.1"	60.669	239	92	1	229	467	1	237	2.69e-91	277	49	484	241
"Om001G001410"	"AT4G18080.1, AT4G18090.1"	"AT4G18080.1"	"AT4G18080.1, AT4G18090.1"	"N0.HOG0025554"	"AT4G18080.1, AT4G18090.1"	"OG0018852"	"AT4G18080.1, AT4G18090.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G18080.1"	59.833	239	94	1	267	505	1	237	4.87e-90	275	46	522	241
"Om001G001420"	"AT5G48950.1"	"AT5G48950.1"	"AT5G48950.1"	"N0.HOG0020579"	"AT5G48950.1"	"OG0014046"	"AT5G48950.1"	"AT5G48950.1"	159	157	99	100	158	77.215	258	"AT5G48950.1"	77.215	158	35	1	1	158	1	157	1.12e-89	258	99	159	157
"Om001G001430"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G18080.1"	29.148	223	105	7	221	409	32	235	2.75e-09	57	44	425	241
"Om001G001440"	"AT5G46430.1"	"AT5G46430.1"	NA	"N0.HOG0003941"	"AT5G46430.1"	"OG0000990"	"AT4G18100.1, AT5G46430.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G46430.1, AT4G18100.1"	91.729	133	11	0	1	133	1	133	9.36e-91	258	99	134	133
"Om001G001450"	"AT5G36930.2"	"AT5G36930.2"	"AT5G36930.2"	"N0.HOG0013421"	"AT5G36930.2"	"OG0007375"	"AT5G36930.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G27180.1"	43.759	1394	624	19	11	1254	173	1556	0	1012	99	1256	1556
"Om001G001460"	"AT5G13010.1"	"AT5G13010.1"	NA	NA	NA	"OG0005700"	"AT5G13010.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G13010.1"	87.594	935	105	5	59	985	324	1255	0	1686	94	986	1255
"Om001G001470"	"AT1G29400.1"	"AT1G29400.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29400.1"	54.34	795	276	25	10	736	25	800	0	713	98	741	800
"Om001G001490"	"AT2G25140.1"	"AT2G25140.1"	"AT2G25140.1"	"N0.HOG0020426"	"AT2G25140.1"	"OG0013898"	"AT2G25140.1"	"AT2G25140.1"	963	964	96	100	930	81.706	1580	"AT2G25140.1"	83.978	930	140	5	37	962	40	964	0	1593	96	963	964
"Om001G001500"	"AT4G18130.1"	"AT4G18130.1"	"AT4G18130.1"	"N0.HOG0023426"	"AT4G18130.1"	"OG0016817"	"AT4G18130.1"	"AT4G18130.1"	1116	1112	99	99	1114	89.856	2058	"AT4G18130.1"	89.856	1114	110	2	1	1114	1	1111	0	2075	99	1116	1112
"Om001G001510"	"AT4G18140.1"	"AT4G18140.1"	"AT4G18140.1"	"N0.HOG0009863"	"AT4G18140.1, AT5G46410.2"	"OG0004311"	"AT4G18140.1, AT5G46410.2"	"AT4G18140.1"	463	446	99	98	469	75.053	673	"AT4G18140.1"	75.053	469	75	7	1	461	3	437	0	673	99	463	446
"Om001G001530"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06425.1"	40	80	42	4	365	438	1	80	4.76e-08	51.2	15	495	117
"Om001G001540"	"AT1G59780.1"	"AT1G59780.1"	"AT1G59780.1"	"N0.HOG0001564"	"AT1G59780.1"	"OG0000217"	"AT1G58390.1, AT1G58400.2, AT1G58410.1, AT1G58602.1, AT1G58807.1, AT1G58848.1, AT1G59124.2, AT1G59218.1, AT1G59620.1, AT1G59780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G59780.1"	60.323	930	311	14	1	901	6	906	0	1019	99	902	906
"Om001G001550"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G10000.1"	32.51	243	154	5	150	383	46	287	2.48e-21	92.8	60	389	303
"Om001G001590"	"AT4G16095.1"	"AT4G16095.1"	"AT4G16095.1"	"N0.HOG0025984"	"AT4G16095.1"	"OG0019244"	"AT4G16095.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G53350.1"	47.664	214	103	3	1	208	691	901	7.72e-60	201	99	211	906
"Om001G001600"	"AT1G59780.1"	"AT1G59780.1"	"AT1G59780.1"	"N0.HOG0001564"	"AT1G59780.1"	"OG0000217"	"AT1G58390.1, AT1G58400.2, AT1G58410.1, AT1G58602.1, AT1G58807.1, AT1G58848.1, AT1G59124.2, AT1G59218.1, AT1G59620.1, AT1G59780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G59780.1"	58.617	911	341	11	1	900	6	891	0	979	98	914	906
"Om001G001610"	"AT1G59780.1"	"AT1G59780.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G59780.1"	62.609	115	35	2	5	119	9	115	5.25e-37	132	96	120	906
"Om001G001620"	"AT1G59780.1"	"AT1G59780.1"	"AT1G59780.1"	"N0.HOG0001564"	"AT1G59780.1"	"OG0000217"	"AT1G58390.1, AT1G58400.2, AT1G58410.1, AT1G58602.1, AT1G58807.1, AT1G58848.1, AT1G59124.2, AT1G59218.1, AT1G59620.1, AT1G59780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G59780.1"	59.137	788	295	9	1	777	119	890	0	872	99	778	906
"Om001G001640"	"AT1G52603.1, AT5G33393.1, AT1G67235.1"	"AT1G67235.1"	NA	"N0.HOG0000996"	"AT1G52603.1, AT5G33393.1, AT1G67235.1"	"OG0000119"	"AT1G52603.1, AT1G67235.1, AT5G33393.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G67235.1"	47.945	73	28	1	20	92	1	63	5.1e-16	69.3	59	124	154
"Om001G001650"	"AT3G01680.1"	"AT3G01680.1"	"AT3G01680.1"	"N0.HOG0015169"	"AT3G01680.1"	"OG0009010"	"AT3G01680.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G01680.1"	88.251	732	84	2	1	732	1	730	0	1345	99	734	740
"Om001G001670"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G70220.1"	36.066	61	35	2	3	63	12	68	5.57e-05	38.9	80	76	224
"Om001G001680"	"AT1G59780.1"	"AT1G59780.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G59780.1"	63.345	281	92	3	1	281	6	275	3.95e-113	347	92	304	906
"Om001G001700"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06425.1"	37.069	116	60	4	403	508	1	113	3.64e-11	60.1	20	528	117
"Om001G001710"	"AT1G59780.1"	"AT1G59780.1"	"AT1G59780.1"	"N0.HOG0001564"	"AT1G59780.1"	"OG0000217"	"AT1G58390.1, AT1G58400.2, AT1G58410.1, AT1G58602.1, AT1G58807.1, AT1G58848.1, AT1G59124.2, AT1G59218.1, AT1G59620.1, AT1G59780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G59780.1"	59.581	908	326	13	1	895	6	885	0	997	98	911	906
"Om001G001730"	"AT1G58390.1, AT1G58400.2, AT1G58410.1, AT1G58602.1, AT1G58807.1, AT1G58848.1, AT1G59124.2, AT1G59218.1, AT1G59620.1, AT1G59780.1"	"AT1G59780.1"	NA	NA	NA	"OG0000217"	"AT1G58390.1, AT1G58400.2, AT1G58410.1, AT1G58602.1, AT1G58807.1, AT1G58848.1, AT1G59124.2, AT1G59218.1, AT1G59620.1, AT1G59780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G59780.1"	57.895	456	174	7	2	455	449	888	4.35e-155	462	99	456	906
"Om001G001750"	"AT4G18160.1"	"AT4G18160.1"	"AT4G18160.1"	"N0.HOG0011020"	"AT4G18160.1"	"OG0005268"	"AT4G18160.1"	"AT4G18160.1"	408	436	99	97	425	83.568	697	"AT4G18160.1"	83.568	426	47	5	1	406	13	435	0	702	99	408	436
"Om001G001760"	"AT4G18170.1"	"AT4G18170.1"	"AT4G18170.1"	"N0.HOG0010542"	"AT4G18170.1"	"OG0004875"	"AT4G18170.1"	"AT4G18170.1"	320	318	99	100	328	80.793	481	"AT4G18170.1"	80.793	328	44	10	1	319	1	318	5.4e-173	481	99	320	318
"Om001G001770"	"AT4G18180.1"	"AT4G18180.1"	"AT4G18180.1"	"N0.HOG0023427"	"AT4G18180.1"	"OG0016818"	"AT4G18180.1"	"AT4G18180.1"	443	422	89	93	395	90.886	726	"AT4G18180.1"	91.392	395	30	2	48	442	32	422	0	741	89	443	422
"Om001G001780"	"AT1G63350.2, AT1G62630.1, AT1G63360.1"	"AT1G63350.2"	"AT1G63350.2, AT1G62630.1, AT1G63360.1"	"N0.HOG0000846"	"AT1G63350.2, AT1G62630.1, AT1G63360.1"	"OG0000098"	"AT1G12210.1, AT1G12220.1, AT1G12280.1, AT1G12290.1, AT1G61180.2, AT1G61190.1, AT1G61300.1, AT1G61310.1, AT1G62630.1, AT1G63350.2, AT1G63360.1, AT4G10780.1, AT5G63020.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G63350.2"	63.791	881	271	6	1	837	1	877	0	1060	98	853	924
"Om001G001790"	"AT4G18195.1"	"AT4G18195.1"	"AT4G18195.1"	"N0.HOG0004821"	"AT4G18195.1"	"OG0001411"	"AT4G18195.1, AT4G18197.1, AT4G18205.1"	"AT4G18195.1"	384	394	99	100	394	85.279	619	"AT4G18195.1"	85.279	394	47	2	1	383	1	394	0	620	99	384	394
"Om001G001800"	"AT4G18205.1, AT4G18197.1"	"AT4G18205.1"	"AT4G18205.1, AT4G18197.1"	"N0.HOG0004820"	"AT4G18205.1, AT4G18197.1"	"OG0001411"	"AT4G18195.1, AT4G18197.1, AT4G18205.1"	"AT4G18205.1"	377	377	99	99	376	86.702	625	"AT4G18205.1"	86.702	376	50	0	1	376	1	376	0	643	99	377	377
"Om001G001810"	"AT4G18195.1"	"AT4G18195.1"	NA	"N0.HOG0004821"	"AT4G18195.1"	"OG0001411"	"AT4G18195.1, AT4G18197.1, AT4G18205.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G18205.1"	91.892	259	21	0	1	259	118	376	3.79e-162	454	99	260	377
"Om001G001820"	"AT4G18220.1, AT4G18210.1"	"AT4G18220.1"	NA	"N0.HOG0005741"	"AT4G18220.1, AT4G18210.1"	"OG0001880"	"AT4G18210.1, AT4G18220.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G18220.1"	82.188	393	66	2	1	392	1	390	0	650	98	402	390
"Om001G001830"	"AT4G18220.1, AT4G18210.1"	"AT4G18220.1"	"AT4G18220.1, AT4G18210.1"	"N0.HOG0005741"	"AT4G18220.1, AT4G18210.1"	"OG0001880"	"AT4G18210.1, AT4G18220.1"	"AT4G18220.1"	394	390	99	100	393	83.206	645	"AT4G18220.1"	83.206	393	63	1	1	393	1	390	0	668	99	394	390
"Om001G001840"	"AT4G18230.1"	"AT4G18230.1"	"AT4G18230.1"	"N0.HOG0012705"	"AT4G18230.1"	"OG0006714"	"AT4G18230.1"	"AT4G18230.1"	234	233	99	100	233	86.695	382	"AT4G18230.1"	86.695	233	31	0	1	233	1	233	1.43e-136	382	99	234	233
"Om001G001850"	"AT4G18240.1"	"AT4G18240.1"	"AT4G18240.1"	"N0.HOG0019683"	"AT4G18240.1"	"OG0013188"	"AT4G18240.1"	"AT4G18240.1"	1041	1040	99	99	1041	88.088	1878	"AT4G18240.1"	88.088	1041	117	4	3	1039	2	1039	0	1878	99	1041	1040
"Om001G001860"	"AT4G18250.1"	"AT4G18250.1"	"AT4G18250.1"	"N0.HOG0000449"	"AT4G18250.1, AT5G38280.2, AT1G66930.2, AT1G67000.1, AT1G66910.1, AT1G66920.2, AT5G38250.1, AT5G38240.1"	"OG0000046"	"AT1G66910.1, AT1G66920.2, AT1G66930.2, AT1G67000.1, AT4G18250.1, AT5G38240.1, AT5G38250.1, AT5G38260.1, AT5G38280.2, AT5G39020.1, AT5G39030.1"	"AT4G18250.1"	651	689	99	93	653	70.291	928	"AT4G18250.1"	70.291	653	180	5	1	650	34	675	0	929	99	651	689
"Om001G001870"	"AT4G18250.1, AT5G38280.2, AT1G66930.2, AT1G67000.1, AT1G66910.1, AT1G66920.2, AT5G38250.1, AT5G38240.1"	"AT4G18250.1"	NA	"N0.HOG0000449"	"AT4G18250.1, AT5G38280.2, AT1G66930.2, AT1G67000.1, AT1G66910.1, AT1G66920.2, AT5G38250.1, AT5G38240.1"	"OG0000046"	"AT1G66910.1, AT1G66920.2, AT1G66930.2, AT1G67000.1, AT4G18250.1, AT5G38240.1, AT5G38250.1, AT5G38260.1, AT5G38280.2, AT5G39020.1, AT5G39030.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G18250.1"	75.827	393	93	2	1	391	283	675	0	607	99	392	689
"Om001G001880"	"AT4G18253.1"	"AT4G18253.1"	NA	NA	NA	"OG0005177"	"AT4G18253.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G18250.1"	69.925	133	39	1	1	133	34	165	3.28e-61	199	85	156	689
"Om001G001890"	"AT4G18250.1, AT5G38280.2, AT1G66930.2, AT1G67000.1, AT1G66910.1, AT1G66920.2, AT5G38250.1, AT5G38240.1"	"AT4G18250.1"	NA	"N0.HOG0000449"	"AT4G18250.1, AT5G38280.2, AT1G66930.2, AT1G67000.1, AT1G66910.1, AT1G66920.2, AT5G38250.1, AT5G38240.1"	"OG0000046"	"AT1G66910.1, AT1G66920.2, AT1G66930.2, AT1G67000.1, AT4G18250.1, AT5G38240.1, AT5G38250.1, AT5G38260.1, AT5G38280.2, AT5G39020.1, AT5G39030.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G18250.1"	80.672	357	68	1	1	356	316	672	0	595	97	368	689
"Om001G001900"	"AT4G18250.1, AT5G38280.2, AT1G66930.2, AT1G67000.1, AT1G66910.1, AT1G66920.2, AT5G38250.1, AT5G38240.1"	"AT4G18250.1"	NA	"N0.HOG0000449"	"AT4G18250.1, AT5G38280.2, AT1G66930.2, AT1G67000.1, AT1G66910.1, AT1G66920.2, AT5G38250.1, AT5G38240.1"	"OG0000046"	"AT1G66910.1, AT1G66920.2, AT1G66930.2, AT1G67000.1, AT4G18250.1, AT5G38240.1, AT5G38250.1, AT5G38260.1, AT5G38280.2, AT5G39020.1, AT5G39030.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G18250.1"	80.157	383	75	1	20	401	290	672	0	627	92	413	689
"Om001G001930"	"AT4G18260.1"	"AT4G18260.1"	"AT4G18260.1"	"N0.HOG0019684"	"AT4G18260.1"	"OG0013189"	"AT4G18260.1"	"AT4G18260.1"	288	284	99	100	287	83.624	471	"AT4G18260.1"	83.624	287	44	3	1	287	1	284	5.71e-170	471	99	288	284
"Om001G001940"	"AT4G18270.1"	"AT4G18270.1"	"AT4G18270.1"	"N0.HOG0019685"	"AT4G18270.1"	"OG0013190"	"AT4G18270.1"	"AT4G18270.1"	478	480	99	100	487	81.52	721	"AT4G18270.1"	81.52	487	73	3	1	477	1	480	0	722	99	478	480
"Om001G001950"	"AT5G21482.1"	"AT5G21482.1"	"AT5G21482.1"	"N0.HOG0015056"	"AT5G21482.1"	"OG0008900"	"AT5G21482.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G21482.1"	66.667	30	10	0	57	86	56	85	1.87e-05	40.8	34	87	524
"Om001G001960"	"AT5G61660.1"	"AT5G61660.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G61660.1"	44.444	81	31	4	10	90	1	67	1.31e-06	45.1	52	156	134
"Om001G001970"	"AT4G18290.2"	"AT4G18290.2"	"AT4G18290.2"	"N0.HOG0018211"	"AT4G18290.2"	"OG0011806"	"AT4G18290.2"	"AT4G18290.2"	683	708	99	98	697	83.644	1178	"AT4G18290.2"	83.644	697	91	5	1	676	12	706	0	1181	99	683	708
"Om001G001980"	"AT4G18335.1"	"AT4G18335.1"	"AT4G18335.1"	"N0.HOG0023428"	"AT4G18335.1"	"OG0016819"	"AT4G18335.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G18335.1"	60.714	168	46	8	5	162	7	164	3.62e-45	145	97	163	164
"Om001G001990"	"AT4G18340.1"	"AT4G18340.1"	"AT4G18340.1"	"N0.HOG0009864"	"AT4G18340.1"	"OG0004312"	"AT4G18340.1"	"AT4G18340.1"	411	397	96	98	395	91.646	746	"AT4G18340.1"	91.646	395	29	1	1	395	1	391	0	746	96	411	397
"Om001G002000"	"AT5G46210.1"	"AT5G46210.1"	"AT5G46210.1"	NA	NA	"OG0003844"	"AT5G46210.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G46210.1"	84.171	796	112	5	1	786	1	792	0	1345	99	787	792
"Om001G002010"	"AT5G43030.1, AT5G43040.1"	"AT5G43030.1"	"AT5G43030.1, AT5G43040.1"	"N0.HOG0008958"	"AT5G43030.1, AT5G43040.1"	"OG0003689"	"AT5G26190.1, AT5G39471.1, AT5G43030.1, AT5G43040.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G43030.1"	37.857	140	61	7	29	165	9	125	5.83e-16	74.3	78	175	564
"Om001G002020"	"AT5G43030.1, AT5G43040.1"	"AT5G43030.1"	"AT5G43030.1, AT5G43040.1"	"N0.HOG0008958"	"AT5G43030.1, AT5G43040.1"	"OG0003689"	"AT5G26190.1, AT5G39471.1, AT5G43030.1, AT5G43040.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G43030.1"	52.995	551	220	15	6	545	5	527	0	527	98	551	564
"Om001G002030"	"AT4G18350.1"	"AT4G18350.1"	"AT4G18350.1"	"N0.HOG0016084"	"AT4G18350.1"	"OG0009848"	"AT4G18350.1"	"AT4G18350.1"	586	583	99	99	584	84.247	993	"AT4G18350.1"	84.247	584	85	6	4	584	3	582	0	993	99	586	583
"Om001G002040"	"AT4G18360.1"	"AT4G18360.1"	"AT4G18360.1"	"N0.HOG0002641"	"AT4G18360.1, AT3G14415.2, AT3G14420.1"	"OG0000499"	"AT3G14415.2, AT3G14420.1, AT4G18360.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G18360.1"	94.823	367	19	0	3	369	2	368	0	713	99	370	368
"Om001G002060"	"AT3G15395.1"	"AT3G15395.1"	"AT3G15395.1"	"N0.HOG0019253"	"AT3G15395.1"	"OG0012777"	"AT3G15395.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G15395.1"	86.441	59	8	0	1	59	1	59	1.15e-32	106	98	60	59
"Om001G002070"	"AT4G25315.1"	"AT4G25315.1"	"AT4G25315.1"	"N0.HOG0011669"	"AT4G25315.1"	"OG0005835"	"AT4G25315.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G25315.1"	85.6	125	18	0	3	127	2	126	2.87e-80	231	97	129	127
