"Arabidopsis_lyrata_Rawat"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"AL135U10010"	352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G12990.1"	"35.556"	"45"	"26"	"1"	"254"	"295"	"178"	"222"	"0.063"	"34.7"	"12"	"353"	"307"
"AL136U10010"	322	"AT2G30400.1"	"AT2G30400.1"	"orthologue"	"AT2G30400.1"	"N0.HOG0009665"	"AT2G30400.1"	"OG0004163"	"AT2G30400.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G30400.1"	"90.712"	"323"	"26"	"2"	"1"	"322"	"1"	"320"	"0"	"506"	"99"	"323"	"320"
"AL136U10020"	113	"AT2G30410.1"	"AT2G30410.1"	"orthologue"	"AT2G30410.1"	"N0.HOG0009186"	"AT2G30410.1"	"OG0003833"	"AT2G30410.1"	"AT2G30410.1"	114	113	99	100	113	93.805	211	"AT2G30410.1"	"93.805"	"113"	"7"	"0"	"1"	"113"	"1"	"113"	"1.07e-72"	"211"	"99"	"114"	"113"
"AL136U10030"	101	"AT2G30420.1"	"AT2G30420.1"	"orthologue"	"AT2G30420.1"	"N0.HOG0011367"	"AT2G30424.1, AT2G30432.1, AT2G30420.1"	"OG0005570"	"AT2G30420.1, AT2G30424.1, AT2G30432.1"	"AT2G30420.1"	102	112	99	92	103	88.35	184	"AT2G30420.1"	"88.35"	"103"	"10"	"1"	"1"	"101"	"1"	"103"	"3.02e-62"	"184"	"99"	"102"	"112"
"AL136U10040"	1427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G77110.1"	"38.636"	"44"	"27"	"0"	"902"	"945"	"359"	"402"	"0.098"	"36.6"	"3"	"1428"	"570"
"AL138U10010"	106	"AT2G23970.1"	"AT2G23970.1"	"orthologue"	"AT2G23970.1"	"N0.HOG0018733"	"AT2G23970.1"	"OG0012290"	"AT2G23970.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G23970.1"	"97.17"	"106"	"3"	"0"	"1"	"106"	"1"	"106"	"3.08e-72"	"214"	"99"	"107"	"251"
"AL139U10010"	232	"AT5G64890.1"	"AT5G64890.1"	"orthologue"	"AT5G64890.1"	"N0.HOG0006769"	"AT5G64890.1"	"OG0002409"	"AT5G64890.1, AT5G64900.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G64890.1"	"66.327"	"98"	"29"	"2"	"1"	"94"	"1"	"98"	"6.33e-39"	"130"	"41"	"232"	"109"
"AL139U10020"	530	"AT5G58930.1"	"AT5G58930.1"	"orthologue"	"AT5G58930.1"	"N0.HOG0015077"	"AT5G58930.1"	"OG0008921"	"AT5G58930.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G58930.1"	"90.385"	"520"	"35"	"4"	"14"	"530"	"14"	"521"	"0"	"893"	"97"	"531"	"521"
"AL139U10030"	471	"AT5G58940.1"	"AT5G58940.1"	"orthologue"	"AT5G58940.1"	"N0.HOG0017367"	"AT5G58940.1"	"OG0011043"	"AT5G58940.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G58940.1"	"94.681"	"470"	"22"	"1"	"1"	"467"	"1"	"470"	"0"	"884"	"99"	"472"	"470"
"AL139U10040"	412	"AT5G58950.1"	"AT5G58950.1"	"orthologue"	"AT5G58950.1"	"N0.HOG0009647"	"AT5G58950.1"	"OG0004151"	"AT5G58950.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G58950.1"	"94.615"	"390"	"20"	"1"	"1"	"389"	"1"	"390"	"0"	"737"	"94"	"413"	"525"
"AL142U10010"	123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G77600.3"	"92.683"	"123"	"9"	"0"	"1"	"123"	"1"	"123"	"3.52e-70"	"227"	"100"	"123"	"1424"
"AL142U10020"	336	"AT1G77610.1"	"AT1G77610.1"	"orthologue"	"AT1G77610.1"	"N0.HOG0006568"	"AT1G21870.1, AT1G77610.1"	"OG0002309"	"AT1G21870.1, AT1G77610.1"	"AT1G77610.1"	337	336	99	100	336	99.107	679	"AT1G77610.1"	"99.107"	"336"	"3"	"0"	"1"	"336"	"1"	"336"	"0"	"679"	"99"	"337"	"336"
"AL142U10030"	960	"AT1G77620.1"	"AT1G77620.1"	"orthologue"	"AT1G77620.1"	"N0.HOG0016652"	"AT1G77620.1"	"OG0010390"	"AT1G77620.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G77620.1"	"91.195"	"954"	"77"	"2"	"1"	"950"	"199"	"1149"	"0"	"1739"	"99"	"961"	"1151"
"AL143U10010"	348	"AT3G18010.1"	"AT3G18010.1"	"orthologue"	"AT3G18010.1"	"N0.HOG0012402"	"AT3G18010.1"	"OG0006459"	"AT3G18010.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G18010.1"	"89.714"	"350"	"34"	"1"	"1"	"348"	"1"	"350"	"0"	"631"	"99"	"349"	"350"
"AL144U10010"	139	"AT5G45240.1"	"AT5G45240.1"	"other"	NA	"N0.HOG0005542"	"AT5G45240.1"	"OG0001776"	"AT5G45240.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45240.1"	"36.957"	"138"	"48"	"5"	"13"	"136"	"17"	"129"	"9.27e-15"	"69.3"	"89"	"139"	"812"
"AL144U10020"	149	"AT5G45240.1"	"AT5G45240.1"	"other"	NA	"N0.HOG0005542"	"AT5G45240.1"	"OG0001776"	"AT5G45240.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45240.1"	"35.294"	"153"	"60"	"5"	"4"	"142"	"2"	"129"	"9.4e-16"	"72.8"	"93"	"150"	"812"
"AL144U10030"	160	"AT5G45230.1"	"AT5G45230.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45230.1"	"55.556"	"162"	"65"	"3"	"4"	"158"	"2"	"163"	"1.19e-52"	"179"	"96"	"161"	"1231"
"AL146U10010"	707	"AT2G29040.1"	"AT2G29040.1"	"orthologue"	"AT2G29040.1"	"N0.HOG0015142"	"AT2G29040.1"	"OG0008986"	"AT2G29040.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G29040.1"	"92.788"	"721"	"37"	"3"	"1"	"707"	"11"	"730"	"0"	"1358"	"99"	"708"	"730"
"AL146U10030"	132	"AT2G29020.1"	"AT2G29020.1"	"orthologue"	"AT2G29020.1"	"N0.HOG0012951"	"AT2G29020.1"	"OG0006940"	"AT2G29020.1"	"AT2G29020.1"	133	133	99	100	133	96.241	249	"AT2G29020.1"	"96.241"	"133"	"4"	"1"	"1"	"132"	"1"	"133"	"2.2e-87"	"249"	"99"	"133"	"133"
"AL149U10010"	56	"AT1G29870.1, AT1G29880.1"	"AT1G29880.1"	"other"	NA	"N0.HOG0005399"	"AT1G29870.1, AT1G29880.1"	"OG0001707"	"AT1G29870.1, AT1G29880.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29880.1"	"91.071"	"56"	"5"	"0"	"1"	"56"	"674"	"729"	"1.31e-29"	"107"	"98"	"57"	"729"
"AL14U10010"	1098	"AT1G41820.1"	"AT1G41820.1"	"orthologue"	"AT1G41820.1"	"N0.HOG0011385"	"AT1G41820.1"	"OG0005578"	"AT1G41820.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G40129.1"	"65.696"	"309"	"45"	"2"	"89"	"397"	"1"	"248"	"2.05e-119"	"379"	"28"	"1099"	"567"
"AL152U10010"	45	"AT2G27860.1"	"AT2G27860.1"	"orthologue"	"AT2G27860.1"	"N0.HOG0005020"	"AT2G27860.1"	"OG0001512"	"AT1G08200.1, AT2G27860.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G27860.1"	"93.333"	"45"	"3"	"0"	"1"	"45"	"1"	"45"	"7.22e-27"	"98.2"	"100"	"45"	"389"
"AL152U10020"	970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G31150.1"	"28.333"	"180"	"92"	"2"	"107"	"250"	"168"	"346"	"6.8e-15"	"79"	"15"	"971"	"673"
"AL158U10010"	69	"AT1G71410.1"	"AT1G71410.1"	"orthologue"	"AT1G71410.1"	"N0.HOG0005395"	"AT1G71410.1"	"OG0001704"	"AT1G22870.1, AT1G71410.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G71410.1"	"94.203"	"69"	"4"	"0"	"1"	"69"	"841"	"909"	"2.01e-26"	"99.8"	"99"	"70"	"909"
"AL158U10020"	841	"AT1G71400.1"	"AT1G71400.1"	"orthologue"	"AT1G71400.1"	"N0.HOG0000760"	"AT1G71390.2, AT1G71400.1, AT3G23010.1, AT3G23110.1, AT3G23120.1, AT3G05370.1, AT3G05360.1"	"OG0000083"	"AT1G71390.2, AT1G71400.1, AT3G05360.1, AT3G05370.1, AT3G23010.1, AT3G23110.1, AT3G23120.1"	"AT1G71400.1"	842	847	99	99	843	84.46	1432	"AT1G71400.1"	"84.46"	"843"	"128"	"3"	"1"	"840"	"1"	"843"	"0"	"1432"	"99"	"842"	"847"
"AL158U10030"	1043	"AT1G71390.2, AT1G71400.1, AT3G23010.1, AT3G23110.1, AT3G23120.1, AT3G05370.1, AT3G05360.1"	"AT1G71390.2"	"other"	NA	"N0.HOG0000760"	"AT1G71390.2, AT1G71400.1, AT3G23010.1, AT3G23110.1, AT3G23120.1, AT3G05370.1, AT3G05360.1"	"OG0000083"	"AT1G71390.2, AT1G71400.1, AT3G05360.1, AT3G05370.1, AT3G23010.1, AT3G23110.1, AT3G23120.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G71390.2"	"62.677"	"493"	"133"	"4"	"598"	"1043"	"301"	"789"	"0"	"575"	"43"	"1044"	"789"
"AL159U10010"	398	"AT3G06920.2"	"AT3G06920.2"	"orthologue"	"AT3G06920.2"	"N0.HOG0016402"	"AT3G06920.2"	"OG0010154"	"AT3G06920.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G06920.2"	"96.734"	"398"	"13"	"0"	"1"	"398"	"1"	"398"	"0"	"806"	"100"	"398"	"885"
"AL159U10020"	512	"AT3G06910.1"	"AT3G06910.1"	"orthologue"	"AT3G06910.1"	"N0.HOG0018632"	"AT3G06910.1"	"OG0012198"	"AT3G06910.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G06910.1"	"67.416"	"534"	"78"	"7"	"4"	"512"	"40"	"502"	"0"	"668"	"99"	"513"	"502"
"AL159U10030"	912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G06960.1"	"74.006"	"327"	"59"	"4"	"610"	"912"	"155"	"479"	"3.7e-157"	"469"	"33"	"913"	"479"
"AL159U10040"	247	"AT3G06950.1"	"AT3G06950.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G06950.1"	"92.857"	"210"	"15"	"0"	"38"	"247"	"114"	"323"	"1.72e-146"	"411"	"85"	"248"	"323"
"AL161U10010"	495	"AT5G57190.1"	"AT5G57190.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G57190.1"	"95.177"	"311"	"11"	"2"	"185"	"495"	"324"	"630"	"0"	"596"	"63"	"495"	"635"
"AL161U10020"	164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"AL161U10030"	370	"AT5G57200.1"	"AT5G57200.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G57200.1"	"99.024"	"205"	"2"	"0"	"1"	"205"	"1"	"205"	"5.95e-147"	"427"	"55"	"371"	"591"
"AL161U10040"	680	"AT5G57210.1"	"AT5G57210.1"	"orthologue"	"AT5G57210.1"	"N0.HOG0018178"	"AT5G57210.1"	"OG0011774"	"AT5G57210.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G57210.1"	"85.58"	"742"	"40"	"7"	"1"	"680"	"1"	"737"	"0"	"1194"	"99"	"681"	"737"
"AL163U10010"	77	"AT2G31170.1"	"AT2G31170.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G31170.1"	"97.368"	"76"	"2"	"0"	"1"	"76"	"486"	"561"	"1.21e-44"	"149"	"97"	"78"	"563"
"AL163U10020"	219	"AT2G31160.1"	"AT2G31160.1"	"orthologue"	"AT2G31160.1"	"N0.HOG0012184"	"AT2G31160.1"	"OG0006268"	"AT2G31160.1"	"AT2G31160.1"	220	219	99	100	219	96.347	440	"AT2G31160.1"	"96.347"	"219"	"8"	"0"	"1"	"219"	"1"	"219"	"6.03e-160"	"440"	"99"	"220"	"219"
"AL163U10030"	417	"AT2G31150.1"	"AT2G31150.1"	"orthologue"	"AT2G31150.1"	"N0.HOG0007812"	"AT2G31150.1"	"OG0002973"	"AT1G06190.5, AT2G31150.1"	"AT2G31150.1"	418	309	71	86	298	79.53	375	"AT1G06190.5"	"60.526"	"418"	"112"	"11"	"16"	"414"	"19"	"402"	"2.29e-135"	"393"	"95"	"418"	"404"
"AL164U10010"	385	"AT1G32420.1, AT3G56670.1, AT5G50220.1, AT5G62060.1"	"AT1G32420.1"	"other"	NA	NA	NA	"OG0000401"	"AT1G32420.1, AT3G56670.1, AT5G50220.1, AT5G62060.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G32420.1"	"53.398"	"309"	"116"	"13"	"1"	"295"	"1"	"295"	"5.9e-87"	"265"	"76"	"386"	"302"
"AL164U10020"	90	"AT1G58310.1, AT3G59210.1, AT3G59200.1, AT3G59230.1, AT3G59250.1, AT3G59240.1, AT3G49150.1, AT3G59170.1, AT3G59160.1, AT4G14103.2, AT4G14096.1"	"AT4G14103.2"	"other"	NA	"N0.HOG0000943"	"AT1G58310.1, AT3G59210.1, AT3G59200.1, AT3G59230.1, AT3G59250.1, AT3G59240.1, AT3G49150.1, AT3G59170.1, AT3G59160.1, AT4G14103.2, AT4G14096.1"	"OG0000110"	"AT1G58310.1, AT3G49150.1, AT3G59160.1, AT3G59170.1, AT3G59200.1, AT3G59210.1, AT3G59230.1, AT3G59240.1, AT3G59250.1, AT3G59270.1, AT4G14096.1, AT4G14103.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G14103.2"	"45.349"	"86"	"36"	"2"	"1"	"86"	"309"	"383"	"8.46e-18"	"75.9"	"95"	"91"	"443"
"AL165U10010"	420	"AT1G13110.1"	"AT1G13110.1"	"orthologue"	"AT1G13110.1"	"N0.HOG0007098"	"AT1G13110.1"	"OG0002576"	"AT1G13110.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G13110.1"	"94.524"	"420"	"23"	"0"	"1"	"420"	"1"	"420"	"0"	"822"	"100"	"420"	"504"
"AL166U10010"	442	"AT3G22810.1"	"AT3G22810.1"	"orthologue"	"AT3G22810.1"	"N0.HOG0007487"	"AT3G22810.1"	"OG0002789"	"AT3G22810.1, AT4G14740.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G22810.1"	"92.76"	"442"	"28"	"2"	"1"	"442"	"1"	"438"	"0"	"772"	"99"	"443"	"472"
"AL166U10020"	360	"AT3G22800.1"	"AT3G22800.1"	"orthologue"	"AT3G22800.1"	"N0.HOG0012420"	"AT3G22800.1"	"OG0006474"	"AT3G22800.1"	"AT3G22800.1"	361	470	99	76	360	92.778	682	"AT3G22800.1"	"92.778"	"360"	"25"	"1"	"1"	"360"	"1"	"359"	"0"	"682"	"99"	"361"	"470"
"AL167U10010"	140	"AT5G49120.1"	"AT5G49120.1"	"orthologue"	"AT5G49120.1"	"N0.HOG0014281"	"AT5G49120.1"	"OG0008166"	"AT5G49120.1"	"AT5G49120.1"	141	150	99	100	150	85.333	224	"AT5G49120.1"	"85.333"	"150"	"12"	"1"	"1"	"140"	"1"	"150"	"5.19e-78"	"227"	"99"	"141"	"150"
"AL167U10020"	919	"AT1G36230.1"	"AT1G36230.1"	"orthologue"	"AT1G36230.1"	"N0.HOG0008261"	"AT1G36230.1"	"OG0003240"	"AT1G36230.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G31150.1"	"30.172"	"348"	"164"	"11"	"63"	"342"	"10"	"346"	"2.43e-29"	"124"	"30"	"920"	"673"
"AL167U10030"	260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G05850.1"	"26.619"	"139"	"88"	"3"	"16"	"149"	"581"	"710"	"4.42e-06"	"47.4"	"51"	"261"	"777"
"AL169U10010"	1333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	"41.294"	"402"	"232"	"1"	"767"	"1164"	"153"	"554"	"2.54e-102"	"350"	"30"	"1334"	"1043"
"AL170U10010"	527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06425.1"	"38.158"	"76"	"40"	"3"	"375"	"446"	"24"	"96"	"5.53e-05"	"42.4"	"14"	"528"	"117"
"AL172U10010"	114	"AT3G42170.1"	"AT3G42170.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G42170.1"	"44.776"	"67"	"37"	"0"	"12"	"78"	"608"	"674"	"1.02e-15"	"71.2"	"58"	"115"	"696"
"AL172U10020"	145	"AT2G27180.1"	"AT2G27180.1"	"orthologue"	"AT2G27180.1"	"N0.HOG0011610"	"AT2G27180.1"	"OG0005781"	"AT2G27180.1"	"AT2G27180.1"	146	165	99	88	146	93.836	211	"AT2G27180.1"	"93.836"	"146"	"8"	"1"	"1"	"145"	"20"	"165"	"1.59e-79"	"231"	"99"	"146"	"165"
"AL173U10010"	244	"AT1G70830.1"	"AT1G70830.1"	"orthologue"	"AT1G70830.1"	"N0.HOG0025581"	"AT1G70830.1, AT1G70850.1"	"OG0018877"	"AT1G70830.1, AT1G70850.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G70830.1"	"94.65"	"243"	"13"	"0"	"1"	"243"	"1"	"243"	"1.51e-170"	"473"	"99"	"244"	"335"
"AL173U10020"	111	"AT1G70840.1, AT1G70890.1, AT5G28000.1, AT5G28010.1"	"AT1G70840.1"	"other"	NA	NA	NA	"OG0000228"	"AT1G70840.1, AT1G70890.1, AT5G28000.1, AT5G28010.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G70840.1"	"81.818"	"132"	"3"	"1"	"1"	"111"	"40"	"171"	"1.24e-70"	"208"	"99"	"112"	"171"
"AL173U10030"	221	"AT1G70830.1, AT1G70850.1"	"AT1G70850.1"	"other"	NA	"N0.HOG0025581"	"AT1G70830.1, AT1G70850.1"	"OG0018877"	"AT1G70830.1, AT1G70850.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G70850.1"	"95.928"	"221"	"9"	"0"	"1"	"221"	"96"	"316"	"2.47e-155"	"432"	"99"	"222"	"316"
"AL176U10010"	460	"AT5G35810.1, AT3G54065.1, AT5G35830.1, AT3G54070.1"	"AT5G35810.1"	"other"	NA	"N0.HOG0009890"	"AT5G35810.1, AT3G54065.1, AT5G35830.1, AT3G54070.1"	"OG0004335"	"AT3G54065.1, AT3G54070.1, AT5G35810.1, AT5G35830.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G35810.1"	"65.896"	"346"	"113"	"1"	"120"	"460"	"1"	"346"	"8.51e-164"	"465"	"74"	"461"	"347"
"AL177U10010"	1479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G19220.1"	"62.694"	"386"	"53"	"5"	"1163"	"1457"	"46"	"431"	"1.75e-120"	"400"	"20"	"1480"	"951"
"AL177U10020"	205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G60940.1"	"22.099"	"181"	"117"	"6"	"19"	"195"	"82"	"242"	"0.076"	"33.1"	"86"	"206"	"257"
"AL178U10010"	310	"AT5G43370.1, AT5G43350.1"	"AT5G43370.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G43370.1, AT5G43350.1"	"95.738"	"305"	"13"	"0"	"1"	"305"	"220"	"524"	"0"	"607"	"98"	"311"	"524"
"AL178U10020"	1016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	"38.078"	"281"	"170"	"1"	"678"	"958"	"277"	"553"	"1.01e-50"	"194"	"28"	"1017"	"1043"
"AL178U10030"	282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G43350.1"	"94.69"	"113"	"6"	"0"	"167"	"279"	"94"	"206"	"1.86e-70"	"226"	"40"	"283"	"524"
"AL178U10040"	298	"AT5G43360.1"	"AT5G43360.1"	"orthologue"	"AT5G43360.1"	"N0.HOG0001869"	"AT5G43360.1"	"OG0000283"	"AT5G43350.1, AT5G43360.1, AT5G43370.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G43360.1"	"95.364"	"302"	"10"	"1"	"1"	"298"	"220"	"521"	"0"	"593"	"99"	"299"	"521"
"AL180U10010"	198	"AT3G13740.3"	"AT3G13740.3"	"other"	NA	"N0.HOG0017734"	"AT3G13740.3"	"OG0011372"	"AT3G13740.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13740.3"	"74.38"	"242"	"14"	"2"	"1"	"194"	"1"	"242"	"2.37e-111"	"318"	"97"	"199"	"267"
"AL180U10020"	497	"AT3G13730.1"	"AT3G13730.1"	"orthologue"	"AT3G13730.1"	"N0.HOG0013281"	"AT3G13730.1"	"OG0007243"	"AT3G13730.1"	"AT3G13730.1"	498	491	93	94	464	94.181	863	"AT3G13730.1"	"94.181"	"464"	"25"	"2"	"35"	"497"	"29"	"491"	"0"	"893"	"93"	"498"	"491"
"AL181U10010"	141	"AT2G46890.1"	"AT2G46890.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G46890.1"	"97.163"	"141"	"4"	"0"	"1"	"141"	"182"	"322"	"8.9e-100"	"288"	"99"	"142"	"322"
"AL181U10020"	124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"AL181U10030"	401	"AT2G46880.1"	"AT2G46880.1"	"orthologue"	"AT2G46880.1"	"N0.HOG0024851"	"AT2G46880.1"	"OG0018199"	"AT2G46880.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G46880.1"	"95.761"	"401"	"17"	"0"	"1"	"401"	"1"	"401"	"0"	"816"	"99"	"402"	"401"
"AL181U10040"	312	"AT2G46870.1"	"AT2G46870.1"	"orthologue"	"AT2G46870.1"	"N0.HOG0009421"	"AT2G46870.1"	"OG0003992"	"AT2G46870.1"	"AT2G46870.1"	313	310	99	100	313	96.805	612	"AT2G46870.1"	"96.805"	"313"	"6"	"4"	"1"	"312"	"1"	"310"	"0"	"612"	"99"	"313"	"310"
"AL184U10010"	78	"AT5G44440.2"	"AT5G44440.2"	"orthologue"	"AT5G44440.2"	"N0.HOG0025690"	"AT5G44440.2"	"OG0018972"	"AT5G44440.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G44440.2"	"88"	"75"	"9"	"0"	"1"	"75"	"528"	"602"	"2.02e-42"	"144"	"95"	"79"	"603"
"AL185U10020"	382	"AT5G51795.1"	"AT5G51795.1"	"orthologue"	"AT5G51795.1"	"N0.HOG0009109"	"AT5G51795.1, AT1G55460.1"	"OG0003785"	"AT1G55460.1, AT5G51795.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G55460.1"	"83.942"	"411"	"37"	"2"	"1"	"382"	"1"	"411"	"0"	"659"	"99"	"383"	"411"
"AL185U10030"	309	"AT5G45420.1"	"AT5G45420.1"	"orthologue"	"AT5G45420.1"	"N0.HOG0025069"	"AT5G45420.1"	"OG0018398"	"AT5G45420.1"	"AT5G45420.1"	310	309	99	100	309	93.528	525	"AT5G45420.1"	"93.528"	"309"	"20"	"0"	"1"	"309"	"1"	"309"	"0"	"525"	"99"	"310"	"309"
"AL189U10010"	635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06420.1"	"38.298"	"235"	"130"	"6"	"91"	"310"	"4"	"238"	"2.62e-39"	"144"	"35"	"636"	"249"
"AL189U10020"	340	"AT2G06420.1"	"AT2G06420.1"	"other"	NA	NA	NA	"OG0000017"	"AT2G06420.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G24275.1"	"43.59"	"78"	"43"	"1"	"1"	"77"	"11"	"88"	"1.71e-10"	"62"	"23"	"341"	"807"
"AL189U10030"	209	"AT5G59910.1"	"AT5G59910.1"	"orthologue"	"AT5G59910.1"	"N0.HOG0001055"	"AT3G45980.1, AT5G59910.1, AT3G46030.1"	"OG0000125"	"AT1G07790.1, AT2G28720.1, AT2G37470.1, AT3G09480.1, AT3G45980.1, AT3G46030.1, AT3G53650.1, AT5G02570.1, AT5G22880.1, AT5G59910.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G59910.1"	"99.31"	"145"	"1"	"0"	"65"	"209"	"6"	"150"	"5.06e-99"	"283"	"69"	"210"	"150"
"AL191U10010"	728	"AT5G56220.1"	"AT5G56220.1"	"orthologue"	"AT5G56220.1"	"N0.HOG0017115"	"AT5G56220.1"	"OG0010811"	"AT5G56220.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G56220.1"	"97.067"	"375"	"6"	"4"	"1"	"372"	"1"	"373"	"0"	"723"	"51"	"729"	"973"
"AL191U10020"	186	"AT5G56230.1"	"AT5G56230.1"	"orthologue"	"AT5G56230.1"	"N0.HOG0020244"	"AT5G56230.1"	"OG0013727"	"AT5G56230.1"	"AT5G56230.1"	187	186	99	95	177	87.634	322	"AT5G56230.1"	"87.634"	"186"	"23"	"0"	"1"	"186"	"1"	"186"	"5.66e-119"	"334"	"99"	"187"	"186"
"AL191U10030"	962	"AT5G56240.2"	"AT5G56240.2"	"orthologue"	"AT5G56240.2"	"N0.HOG0009591"	"AT5G56240.2"	"OG0004108"	"AT5G56240.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G56240.2"	"84.77"	"998"	"105"	"14"	"1"	"962"	"1"	"987"	"0"	"1590"	"99"	"963"	"987"
"AL199U10010"	802	"AT2G32680.1"	"AT2G32680.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G32680.1"	"66.934"	"874"	"201"	"6"	"17"	"802"	"17"	"890"	"0"	"1061"	"98"	"803"	"890"
