"Arabidopsis_lyrata_NCBI"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"XP_002862306.2"	318	"AT2G39050.1"	"AT2G39050.1"	"orthologue"	"AT2G39050.1"	"N0.HOG0020312"	"AT2G39050.1"	"OG0013792"	"AT2G39050.1"	"AT2G39050.1"	318	317	95	96	304	93.421	577	"AT2G39050.1"	"93.421"	"304"	"19"	"1"	"16"	"318"	"14"	"317"	"0"	"578"	"95"	"318"	"317"
"XP_002862307.1"	202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G16340.1"	"98.522"	"203"	"2"	"1"	"1"	"202"	"1628"	"1830"	"1.82e-130"	"402"	"100"	"202"	"1830"
"XP_002862319.2"	182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G77690.1"	"98.352"	"182"	"3"	"0"	"1"	"182"	"289"	"470"	"1.31e-129"	"371"	"100"	"182"	"470"
"XP_002862322.1"	275	"AT1G30190.1"	"AT1G30190.1"	"orthologue"	"AT1G30190.1"	"N0.HOG0012054"	"AT1G30190.1"	"OG0006154"	"AT1G30190.1"	"AT1G30190.1"	275	278	100	100	281	79.715	436	"AT1G30190.1"	"79.715"	"281"	"48"	"2"	"1"	"275"	"1"	"278"	"2.88e-156"	"436"	"100"	"275"	"278"
"XP_002862327.2"	260	"AT5G38360.1"	"AT5G38360.1"	"other"	NA	"N0.HOG0011512"	"AT5G38360.1"	"OG0005695"	"AT5G38360.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G38360.1"	"81.702"	"235"	"39"	"2"	"1"	"235"	"2"	"232"	"4.27e-134"	"381"	"90"	"260"	"337"
"XP_002862330.1"	137	"AT3G04260.1"	"AT3G04260.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G04260.1"	"96.296"	"135"	"5"	"0"	"3"	"137"	"776"	"910"	"9.09e-86"	"268"	"99"	"137"	"910"
"XP_002862332.1"	299	"AT4G29580.2, AT4G29570.1"	"AT4G29570.1"	"orthologue"	"AT4G29580.2, AT4G29570.1"	"N0.HOG0031004"	"AT4G29580.2, AT4G29570.1"	"OG0023873"	"AT4G29570.1, AT4G29580.2"	"AT4G29570.1"	299	293	99	100	297	75.421	446	"AT4G29570.1"	"75.421"	"297"	"69"	"2"	"1"	"297"	"1"	"293"	"7.41e-160"	"446"	"99"	"299"	"293"
"XP_002862334.1"	142	"AT4G26470.3"	"AT4G26470.3"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G26470.3"	"99.281"	"139"	"1"	"0"	"1"	"139"	"64"	"202"	"1.13e-97"	"282"	"98"	"142"	"294"
"XP_002862338.2"	174	"AT5G57520.1"	"AT5G57520.1"	"orthologue"	"AT5G57520.1"	"N0.HOG0011992"	"AT5G57520.1"	"OG0006100"	"AT5G57520.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G57520.1"	"94"	"150"	"5"	"1"	"29"	"174"	"1"	"150"	"2.18e-100"	"285"	"84"	"174"	"150"
"XP_002862339.2"	129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G57530.1"	"93.798"	"129"	"8"	"0"	"1"	"129"	"157"	"285"	"2.02e-89"	"260"	"100"	"129"	"285"
"XP_002862350.2"	532	"AT3G21480.1"	"AT3G21480.1"	"orthologue"	"AT3G21480.1"	"N0.HOG0016727"	"AT3G21480.1"	"OG0010461"	"AT3G21480.1"	"AT3G21480.1"	532	1041	100	51	532	94.173	1034	"AT3G21480.1"	"94.173"	"532"	"31"	"0"	"1"	"532"	"510"	"1041"	"0"	"1034"	"100"	"532"	"1041"
"XP_002862353.1"	220	"AT5G61650.1"	"AT5G61650.1"	"orthologue"	"AT5G61650.1"	"N0.HOG0008906"	"AT5G61650.1, AT5G07450.1"	"OG0003659"	"AT5G07450.1, AT5G61650.1"	"AT5G61650.1"	220	219	100	100	220	91.818	415	"AT5G61650.1"	"91.818"	"220"	"17"	"1"	"1"	"220"	"1"	"219"	"6.32e-150"	"415"	"100"	"220"	"219"
"XP_002862354.1"	139	"AT5G61660.1"	"AT5G61660.1"	"orthologue"	"AT5G61660.1"	"N0.HOG0014315"	"AT5G61660.1"	"OG0008200"	"AT5G61660.1"	"AT5G61660.1"	139	134	100	100	139	93.525	226	"AT5G61660.1"	"93.525"	"139"	"4"	"1"	"1"	"139"	"1"	"134"	"5.5e-78"	"226"	"100"	"139"	"134"
"XP_002862355.1"	86	"AT4G12590.1"	"AT4G12590.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G12590.1"	"89.024"	"82"	"9"	"0"	"1"	"82"	"1"	"82"	"2.58e-46"	"147"	"95"	"86"	"246"
"XP_002862356.1"	401	"AT4G22390.1"	"AT4G22390.1"	"other"	NA	"N0.HOG0014630"	"AT4G22390.1"	"OG0008489"	"AT4G22390.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G22390.1"	"85.856"	"403"	"54"	"3"	"1"	"401"	"1"	"402"	"0"	"716"	"100"	"401"	"402"
"XP_002862359.2"	228	"AT1G11145.1"	"AT1G11145.1"	"orthologue"	"AT1G11145.1"	NA	NA	"OG0000127"	"AT1G11145.1, AT3G09110.1, AT3G09120.1, AT3G09140.1, AT5G01120.1, AT5G01130.1, AT5G01140.1, AT5G01150.1, AT5G43240.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G01140.1"	"41.935"	"217"	"107"	"3"	"29"	"228"	"246"	"460"	"3.78e-47"	"161"	"88"	"228"	"473"
"XP_002862360.1"	115	"AT4G08025.1"	"AT4G08025.1"	"orthologue"	"AT4G08025.1"	"N0.HOG0000778"	"AT5G34908.1, AT3G44115.1, AT1G57760.1, AT1G45215.1, AT1G45221.1, AT1G45223.1, AT1G57777.1, AT1G57775.1, AT4G07515.1, AT4G08025.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34905.1, AT5G34881.1, AT5G34887.1, AT3G30383.1, AT3G30385.1, AT3G30387.1, AT5G34882.1, AT5G42957.1, AT5G42955.1"	"OG0000086"	"AT1G45215.1, AT1G45221.1, AT1G45223.1, AT1G57760.1, AT1G57775.1, AT1G57777.1, AT3G30383.1, AT3G30385.1, AT3G30387.1, AT3G44115.1, AT4G07515.1, AT4G08025.1, AT5G34881.1, AT5G34882.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34905.1, AT5G34908.1, AT5G42567.1, AT5G42955.1, AT5G42957.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G08025.1"	"93.043"	"115"	"8"	"0"	"1"	"115"	"1"	"115"	"1.33e-77"	"223"	"100"	"115"	"115"
"XP_002862361.1"	115	"AT4G08025.1"	"AT4G08025.1"	"orthologue"	"AT4G08025.1"	"N0.HOG0000778"	"AT5G34908.1, AT3G44115.1, AT1G57760.1, AT1G45215.1, AT1G45221.1, AT1G45223.1, AT1G57777.1, AT1G57775.1, AT4G07515.1, AT4G08025.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34905.1, AT5G34881.1, AT5G34887.1, AT3G30383.1, AT3G30385.1, AT3G30387.1, AT5G34882.1, AT5G42957.1, AT5G42955.1"	"OG0000086"	"AT1G45215.1, AT1G45221.1, AT1G45223.1, AT1G57760.1, AT1G57775.1, AT1G57777.1, AT3G30383.1, AT3G30385.1, AT3G30387.1, AT3G44115.1, AT4G07515.1, AT4G08025.1, AT5G34881.1, AT5G34882.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34905.1, AT5G34908.1, AT5G42567.1, AT5G42955.1, AT5G42957.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G08025.1"	"93.86"	"114"	"7"	"0"	"1"	"114"	"1"	"114"	"1.96e-77"	"223"	"99"	"115"	"115"
"XP_002862362.1"	115	"AT4G08025.1"	"AT4G08025.1"	"orthologue"	"AT4G08025.1"	"N0.HOG0000778"	"AT5G34908.1, AT3G44115.1, AT1G57760.1, AT1G45215.1, AT1G45221.1, AT1G45223.1, AT1G57777.1, AT1G57775.1, AT4G07515.1, AT4G08025.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34905.1, AT5G34881.1, AT5G34887.1, AT3G30383.1, AT3G30385.1, AT3G30387.1, AT5G34882.1, AT5G42957.1, AT5G42955.1"	"OG0000086"	"AT1G45215.1, AT1G45221.1, AT1G45223.1, AT1G57760.1, AT1G57775.1, AT1G57777.1, AT3G30383.1, AT3G30385.1, AT3G30387.1, AT3G44115.1, AT4G07515.1, AT4G08025.1, AT5G34881.1, AT5G34882.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34905.1, AT5G34908.1, AT5G42567.1, AT5G42955.1, AT5G42957.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G08025.1"	"93.913"	"115"	"7"	"0"	"1"	"115"	"1"	"115"	"4.76e-78"	"224"	"100"	"115"	"115"
"XP_002862367.2"	282	"AT1G80760.1"	"AT1G80760.1"	"orthologue"	"AT1G80760.1"	"N0.HOG0011779"	"AT1G80760.1"	"OG0005921"	"AT1G80760.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G80760.1"	"98.347"	"242"	"4"	"0"	"41"	"282"	"1"	"242"	"1.53e-174"	"483"	"86"	"282"	"305"
"XP_002862370.1"	293	"AT2G39990.1"	"AT2G39990.1"	"orthologue"	"AT2G39990.1"	"N0.HOG0010693"	"AT2G39990.1"	"OG0004995"	"AT2G39990.1"	"AT2G39990.1"	293	293	100	100	293	94.539	538	"AT2G39990.1"	"94.539"	"293"	"16"	"0"	"1"	"293"	"1"	"293"	"0"	"538"	"100"	"293"	"293"
"XP_002862372.2"	161	"AT3G23955.2"	"AT3G23955.2"	"orthologue"	"AT3G23955.2"	"N0.HOG0002095"	"AT5G53637.1, AT5G53640.1, AT3G23955.2, AT5G25850.1"	"OG0000346"	"AT3G23955.2, AT5G25850.1, AT5G53635.1, AT5G53637.1, AT5G53640.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G23955.2"	"78.659"	"164"	"31"	"3"	"1"	"161"	"282"	"444"	"6.91e-80"	"243"	"100"	"161"	"444"
"XP_002862377.1"	158	"AT5G51870.3"	"AT5G51870.3"	"orthologue"	"AT5G51870.3"	"N0.HOG0006456"	"AT5G51870.3, AT5G51860.1"	"OG0002246"	"AT5G51860.1, AT5G51870.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G51870.3"	"90.506"	"158"	"15"	"0"	"1"	"158"	"72"	"229"	"1.69e-99"	"285"	"100"	"158"	"229"
"XP_002862385.1"	115	"AT5G34908.1, AT3G44115.1, AT1G57760.1, AT1G45215.1, AT1G45221.1, AT1G45223.1, AT1G57777.1, AT1G57775.1, AT4G07515.1, AT4G08025.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34905.1, AT5G34881.1, AT5G34887.1, AT3G30383.1, AT3G30385.1, AT3G30387.1, AT5G34882.1, AT5G42957.1, AT5G42955.1"	"AT5G34887.1"	"other"	NA	"N0.HOG0000778"	"AT5G34908.1, AT3G44115.1, AT1G57760.1, AT1G45215.1, AT1G45221.1, AT1G45223.1, AT1G57777.1, AT1G57775.1, AT4G07515.1, AT4G08025.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34905.1, AT5G34881.1, AT5G34887.1, AT3G30383.1, AT3G30385.1, AT3G30387.1, AT5G34882.1, AT5G42957.1, AT5G42955.1"	"OG0000086"	"AT1G45215.1, AT1G45221.1, AT1G45223.1, AT1G57760.1, AT1G57775.1, AT1G57777.1, AT3G30383.1, AT3G30385.1, AT3G30387.1, AT3G44115.1, AT4G07515.1, AT4G08025.1, AT5G34881.1, AT5G34882.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34905.1, AT5G34908.1, AT5G42567.1, AT5G42955.1, AT5G42957.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G34887.1"	"89.565"	"115"	"12"	"0"	"1"	"115"	"1"	"115"	"3.4e-72"	"210"	"100"	"115"	"115"
"XP_002862386.1"	115	"AT5G34908.1, AT3G44115.1, AT1G57760.1, AT1G45215.1, AT1G45221.1, AT1G45223.1, AT1G57777.1, AT1G57775.1, AT4G07515.1, AT4G08025.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34905.1, AT5G34881.1, AT5G34887.1, AT3G30383.1, AT3G30385.1, AT3G30387.1, AT5G34882.1, AT5G42957.1, AT5G42955.1"	"AT5G34887.1"	"other"	NA	"N0.HOG0000778"	"AT5G34908.1, AT3G44115.1, AT1G57760.1, AT1G45215.1, AT1G45221.1, AT1G45223.1, AT1G57777.1, AT1G57775.1, AT4G07515.1, AT4G08025.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34905.1, AT5G34881.1, AT5G34887.1, AT3G30383.1, AT3G30385.1, AT3G30387.1, AT5G34882.1, AT5G42957.1, AT5G42955.1"	"OG0000086"	"AT1G45215.1, AT1G45221.1, AT1G45223.1, AT1G57760.1, AT1G57775.1, AT1G57777.1, AT3G30383.1, AT3G30385.1, AT3G30387.1, AT3G44115.1, AT4G07515.1, AT4G08025.1, AT5G34881.1, AT5G34882.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34905.1, AT5G34908.1, AT5G42567.1, AT5G42955.1, AT5G42957.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G34887.1"	"89.565"	"115"	"12"	"0"	"1"	"115"	"1"	"115"	"1.88e-72"	"211"	"100"	"115"	"115"
"XP_002862387.1"	228	"AT5G62650.1"	"AT5G62650.1"	"orthologue"	"AT5G62650.1"	"N0.HOG0020643"	"AT5G62650.1"	"OG0014106"	"AT5G62650.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G62650.1"	"94.298"	"228"	"13"	"0"	"1"	"228"	"302"	"529"	"3.6e-156"	"443"	"100"	"228"	"529"
"XP_002862391.2"	317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G27880.1"	"96.845"	"317"	"10"	"0"	"1"	"317"	"681"	"997"	"0"	"654"	"100"	"317"	"997"
"XP_002862392.2"	135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G35680.1"	"91.852"	"135"	"10"	"1"	"1"	"135"	"1"	"134"	"3.64e-87"	"256"	"100"	"135"	"337"
"XP_002862393.2"	356	"AT2G35690.1, AT4G16760.1"	"AT2G35690.1"	"other"	NA	"N0.HOG0007209"	"AT2G35690.1, AT4G16760.1"	"OG0002631"	"AT2G35690.1, AT4G16760.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G35690.1"	"96.629"	"356"	"12"	"0"	"1"	"356"	"1"	"356"	"0"	"734"	"100"	"356"	"664"
"XP_002862402.2"	196	"AT3G05950.1"	"AT3G05950.1"	"orthologue"	"AT3G05950.1"	"N0.HOG0023737"	"AT3G05950.1"	"OG0017122"	"AT3G05950.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G05950.1"	"97.449"	"196"	"5"	"0"	"1"	"196"	"34"	"229"	"2.03e-139"	"387"	"100"	"196"	"229"
"XP_002862404.1"	195	"AT5G64110.1"	"AT5G64110.1"	"orthologue"	"AT5G64110.1"	"N0.HOG0020083"	"AT5G64110.1"	"OG0013568"	"AT5G64110.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G64110.1"	"94.792"	"192"	"10"	"0"	"1"	"192"	"1"	"192"	"1.58e-132"	"374"	"98"	"195"	"330"
"XP_002862408.1"	420	"AT3G23840.1"	"AT3G23840.1"	"orthologue"	"AT3G23840.1"	"N0.HOG0010438"	"AT3G23840.1"	"OG0004780"	"AT3G23840.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G23840.1"	"90.476"	"420"	"40"	"0"	"1"	"420"	"1"	"420"	"0"	"761"	"100"	"420"	"420"
"XP_002862414.2"	173	"AT4G16233.1"	"AT4G16233.1"	"orthologue"	"AT4G16233.1"	"N0.HOG0013366"	"AT4G16220.1, AT4G16230.1, AT4G16233.1"	"OG0007326"	"AT4G16220.1, AT4G16230.1, AT4G16233.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G16233.1"	"89.474"	"133"	"14"	"0"	"41"	"173"	"2"	"134"	"6.29e-87"	"250"	"77"	"173"	"134"
"XP_002862415.1"	229	"AT3G06778.1"	"AT3G06778.1"	"orthologue"	"AT3G06778.1"	"N0.HOG0013003"	"AT3G06778.1"	"OG0006982"	"AT3G06778.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G06778.1"	"93.478"	"230"	"13"	"2"	"1"	"229"	"1"	"229"	"3.14e-158"	"437"	"100"	"229"	"229"
"XP_002862417.1"	271	"AT1G45063.1"	"AT1G45063.1"	"orthologue"	"AT1G45063.1"	"N0.HOG0000994"	"AT4G01380.1, AT1G45063.1"	"OG0000118"	"AT1G45063.1, AT3G53330.1, AT4G01380.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G45063.1"	"78.927"	"261"	"50"	"2"	"3"	"261"	"7"	"264"	"5.63e-142"	"403"	"96"	"271"	"369"
"XP_002862418.1"	271	"AT1G45063.1"	"AT1G45063.1"	"orthologue"	"AT1G45063.1"	"N0.HOG0000994"	"AT4G01380.1, AT1G45063.1"	"OG0000118"	"AT1G45063.1, AT3G53330.1, AT4G01380.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G45063.1"	"79.389"	"262"	"49"	"2"	"2"	"261"	"6"	"264"	"4.78e-142"	"403"	"96"	"271"	"369"
"XP_002862422.2"	98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G10380.1"	"98.98"	"98"	"1"	"0"	"1"	"98"	"956"	"1053"	"1.72e-63"	"206"	"100"	"98"	"1053"
"XP_002862423.2"	402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G10360.1"	"94.279"	"402"	"23"	"0"	"1"	"402"	"1"	"402"	"0"	"793"	"100"	"402"	"1003"
"XP_002862425.1"	120	"AT3G29580.1"	"AT3G29580.1"	"other"	NA	"N0.HOG0027598"	"AT3G29580.1"	"OG0020696"	"AT3G29580.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G29580.1"	"84.874"	"119"	"18"	"0"	"1"	"119"	"187"	"305"	"1.19e-61"	"190"	"99"	"120"	"306"
"XP_002862427.2"	113	"AT5G08470.1"	"AT5G08470.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G08470.1"	"97.115"	"104"	"3"	"0"	"10"	"113"	"1027"	"1130"	"1.79e-62"	"204"	"92"	"113"	"1130"
"XP_002862430.2"	286	"AT5G08490.1"	"AT5G08490.1"	"orthologue"	"AT5G08490.1"	"N0.HOG0018201"	"AT5G08490.1"	"OG0011796"	"AT5G08490.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G08490.1"	"96.503"	"286"	"10"	"0"	"1"	"286"	"564"	"849"	"0"	"588"	"100"	"286"	"849"
"XP_002862432.1"	831	"AT5G64740.1"	"AT5G64740.1"	"other"	NA	"N0.HOG0002798"	"AT5G64740.1"	"OG0000551"	"AT2G21770.1, AT4G39350.1, AT5G09870.1, AT5G64740.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G64740.1"	"99.398"	"831"	"5"	"0"	"1"	"831"	"254"	"1084"	"0"	"1707"	"100"	"831"	"1084"
"XP_002862435.2"	171	"AT2G34720.1"	"AT2G34720.1"	"orthologue"	"AT2G34720.1"	"N0.HOG0017828"	"AT2G34720.1"	"OG0011459"	"AT2G34720.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G34720.1"	"95.906"	"171"	"6"	"1"	"1"	"171"	"1"	"170"	"2.59e-123"	"345"	"100"	"171"	"198"
"XP_002862438.1"	115	"AT5G34908.1, AT3G44115.1, AT1G57760.1, AT1G45215.1, AT1G45221.1, AT1G45223.1, AT1G57777.1, AT1G57775.1, AT4G07515.1, AT4G08025.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34905.1, AT5G34881.1, AT5G34887.1, AT3G30383.1, AT3G30385.1, AT3G30387.1, AT5G34882.1, AT5G42957.1, AT5G42955.1"	"AT5G34887.1"	"other"	NA	"N0.HOG0000778"	"AT5G34908.1, AT3G44115.1, AT1G57760.1, AT1G45215.1, AT1G45221.1, AT1G45223.1, AT1G57777.1, AT1G57775.1, AT4G07515.1, AT4G08025.1, AT5G42567.1, AT5G34883.1, AT5G34885.1, AT5G34905.1, AT5G34881.1, AT5G34887.1, AT3G30383.1, AT3G30385.1, AT3G30387.1, AT5G34882.1, AT5G42957.1, AT5G42955.1"	"OG0000086"	"AT1G45215.1, AT1G45221.1, AT1G45223.1, AT1G57760.1, AT1G57775.1, AT1G57777.1, AT3G30383.1, AT3G30385.1, AT3G30387.1, AT3G44115.1, AT4G07515.1, AT4G08025.1, AT5G34881.1, AT5G34882.1, AT5G34883.1, AT5G34885.1, AT5G34887.1, AT5G34905.1, AT5G34908.1, AT5G42567.1, AT5G42955.1, AT5G42957.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G34887.1"	"87.826"	"115"	"14"	"0"	"1"	"115"	"1"	"115"	"4.19e-71"	"207"	"100"	"115"	"115"
"XP_002862443.1"	140	"AT3G23230.1"	"AT3G23230.1"	"orthologue"	"AT3G23230.1"	"N0.HOG0012426"	"AT3G23230.1"	"OG0006477"	"AT3G23230.1"	"AT3G23230.1"	140	139	100	100	140	95.714	267	"AT3G23230.1"	"95.714"	"140"	"5"	"1"	"1"	"140"	"1"	"139"	"3.61e-94"	"267"	"100"	"140"	"139"
"XP_002862448.2"	266	"AT3G11050.1"	"AT3G11050.1"	"orthologue"	"AT3G11050.1"	"N0.HOG0021445"	"AT3G11050.1"	"OG0014884"	"AT3G11050.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G11050.1"	"94.758"	"248"	"11"	"1"	"18"	"265"	"6"	"251"	"2.35e-172"	"475"	"93"	"266"	"253"
"XP_002862452.1"	154	"AT2G39460.1"	"AT2G39460.1"	"orthologue"	"AT2G39460.1"	"N0.HOG0003843"	"AT3G55280.1, AT2G39460.1"	"OG0000948"	"AT2G39460.1, AT3G55280.1"	"AT2G39460.1"	154	154	100	100	154	97.403	292	"AT2G39460.1"	"97.403"	"154"	"4"	"0"	"1"	"154"	"1"	"154"	"1.59e-103"	"292"	"100"	"154"	"154"
"XP_002862453.1"	207	"AT3G25080.1"	"AT3G25080.1"	"orthologue"	"AT3G25080.1"	"N0.HOG0001912"	"AT3G25080.1"	"OG0000296"	"AT1G24388.1, AT3G25080.1, AT3G57210.1, AT4G11700.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G25080.1"	"56.8"	"125"	"42"	"6"	"1"	"119"	"52"	"170"	"1.11e-33"	"118"	"57"	"207"	"171"
"XP_002862455.2"	411	"AT2G43690.1, AT2G43700.1"	"AT2G43700.1"	"other"	NA	NA	NA	"OG0001240"	"AT2G43690.1, AT2G43700.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G43700.1"	"77.129"	"411"	"93"	"1"	"1"	"410"	"1"	"411"	"0"	"659"	"99"	"411"	"658"
"XP_002862457.1"	308	"AT2G35320.1"	"AT2G35320.1"	"orthologue"	"AT2G35320.1"	"N0.HOG0018324"	"AT2G35320.1"	"OG0011908"	"AT2G35320.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G35320.1"	"93.506"	"308"	"19"	"1"	"1"	"308"	"1"	"307"	"0"	"601"	"100"	"308"	"307"
"XP_002862463.1"	130	"AT5G65165.1"	"AT5G65165.1"	"orthologue"	"AT5G65165.1"	"N0.HOG0021992"	"AT5G65165.1"	"OG0015424"	"AT5G65165.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G65165.1"	"94.615"	"130"	"7"	"0"	"1"	"130"	"180"	"309"	"2.59e-90"	"263"	"100"	"130"	"309"
"XP_002862471.2"	96	"AT2G22145.1"	"AT2G22145.1"	"orthologue"	"AT2G22145.1"	"N0.HOG0026797"	"AT2G22155.1, AT2G22145.1"	"OG0019966"	"AT2G22145.1, AT2G22155.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G22145.1"	"91.011"	"89"	"8"	"0"	"8"	"96"	"1"	"89"	"5.02e-57"	"170"	"93"	"96"	"89"
"XP_002862473.2"	367	"AT1G31150.1"	"AT1G31150.1"	"other"	NA	"N0.HOG0002202"	"AT1G31150.1"	"OG0000379"	"AT1G31150.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G31150.1"	"43.462"	"260"	"140"	"4"	"108"	"366"	"10"	"263"	"1.78e-65"	"219"	"71"	"367"	"673"
"XP_002862482.1"	134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G44240.1"	"88.06"	"134"	"16"	"0"	"1"	"134"	"229"	"362"	"1.28e-83"	"249"	"100"	"134"	"402"
"XP_002862484.1"	163	"AT4G08990.1"	"AT4G08990.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G08990.1"	"81.714"	"175"	"18"	"1"	"1"	"161"	"1069"	"1243"	"1.1e-95"	"301"	"99"	"163"	"1512"
"XP_002862492.2"	84	"AT2G31082.1"	"AT2G31082.1"	"orthologue"	"AT2G31082.1"	"N0.HOG0025897"	"AT2G31082.1"	"OG0019161"	"AT2G31082.1"	"AT2G31082.1"	84	86	100	98	84	94.048	162	"AT2G31082.1"	"94.048"	"84"	"5"	"0"	"1"	"84"	"1"	"84"	"4.82e-54"	"162"	"100"	"84"	"86"
"XP_002862493.2"	226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G56340.1"	"88.696"	"230"	"16"	"3"	"1"	"226"	"1"	"224"	"8.86e-118"	"340"	"100"	"226"	"396"
"XP_002862495.1"	215	"AT2G42410.3"	"AT2G42410.3"	"orthologue"	"AT2G42410.3"	"N0.HOG0015025"	"AT2G42410.3"	"OG0008869"	"AT2G42410.3"	"AT2G42410.3"	215	240	100	89	215	93.953	405	"AT2G42410.3"	"93.953"	"215"	"12"	"1"	"1"	"215"	"27"	"240"	"9.96e-146"	"405"	"100"	"215"	"240"
"XP_002862496.1"	211	"AT2G42390.1"	"AT2G42390.1"	"orthologue"	"AT2G42390.1"	"N0.HOG0015026"	"AT2G42390.1"	"OG0008870"	"AT2G42390.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G42390.1"	"91.509"	"212"	"17"	"1"	"1"	"211"	"1"	"212"	"6.25e-138"	"384"	"100"	"211"	"212"
