Orthogroup	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Raphanus_sativus	Rorippa_islandica
OG0035560	Ag014G1945600																		
OG0035561	Ag014G1958000																		
OG0035562	Ag014G1961900																		
OG0035563	Ag014G1964200																		
OG0035564	Ag014G1969900																		
OG0035565	Ag014G1970400																		
OG0035566	Ag014G1974600																		
OG0035567	Ag014G1977600																		
OG0035568	Ag014G1982600																		
OG0035569	Ag014G1983700																		
OG0035570	Ag014G1988800																		
OG0035571	Ag014G1991600																		
OG0035572	Ag014G1994400																		
OG0035573	Ag014G1997900																		
OG0035574	Ag014G2000800																		
OG0035575	Ag014G2001800																		
OG0035576	Ag014G2004600																		
OG0035577	Ag014G2012300																		
OG0035578	Ag014G2020400																		
OG0035579	Ag014G2036200																		
OG0035580	Ag014G2040100																		
OG0035581	Ag014G2042500																		
OG0035582	Ag014G2049000																		
OG0035583	Ag014G2053400																		
OG0035584	Ag014G2054500																		
OG0035585	Ag014G2057800																		
OG0035586	Ag014G2062100																		
OG0035587	Ag014G2073100																		
OG0035588	Ag014G2076200																		
OG0035589	Ag014G2078200																		
OG0035590	Ag014G2078800																		
OG0035591	Ag014G2090500																		
OG0035592	Ag014G2097000																		
OG0035593	Ag014G2097600																		
OG0035594	Ag014G2099500																		
OG0035595	Ag014G2100900																		
OG0035596	Ag014G2108700																		
OG0035597	Ag014G2110600																		
OG0035598	Ag014G2114000																		
OG0035599	Ag014G2116100																		
OG0035600	Ag014G2117700																		
OG0035601	Ag014G2117800																		
OG0035602	Ag014G2122500																		
OG0035603	Ag014G2127000																		
OG0035604	Ag014G2127500																		
OG0035605	Ag014G2129200																		
OG0035606	Ag014G2131000																		
OG0035607	Ag014G2131700																		
OG0035608	Ag014G2137700																		
OG0035609	Ag014G2155300																		
OG0035610	Ag014G2161100																		
OG0035611	Ag014G2163400																		
OG0035612	Ag014G2174100																		
OG0035613	Ag014G2175700																		
OG0035614	Ag087G5425700																		
OG0035615	Ag026G2980500																		
OG0035616	Ag026G2996500																		
OG0035617	Ag061G5021200																		
OG0035618	Ag061G5032800																		
OG0035619	Ag061G5033600																		
OG0035620	Ag061G5033700																		
OG0035621	Ag061G5034300																		
OG0035622	Ag061G5035300																		
OG0035623	Ag061G5045400																		
OG0035624	Ag061G5050300																		
OG0035625	Ag061G5050400																		
OG0035626	Ag086G5421700																		
OG0035627	Ag027G3012100																		
OG0035628	Ag027G3012200																		
OG0035629	Ag027G3013000																		
OG0035630	Ag027G3022000																		
OG0035631	Ag027G3036400																		
OG0035632	Ag027G3038700																		
OG0035633	Ag027G3039900																		
OG0035634	Ag027G3041500																		
OG0035635	Ag027G3044800																		
OG0035636	Ag027G3045700																		
OG0035637	Ag027G3056100																		
OG0035638	Ag027G3061200																		
OG0035639	Ag027G3063000																		
OG0035640	Ag027G3063300																		
OG0035641	Ag027G3064200																		
OG0035642	Ag027G3071700																		
OG0035643	Ag068G5211000																		
OG0035644	Ag068G5211100																		
OG0035645	Ag068G5212900																		
OG0035646	Ag068G5215000																		
OG0035647	Ag068G5216300																		
OG0035648	Ag068G5223700																		
OG0035649	Ag068G5223800																		
OG0035650	Ag068G5225400																		
OG0035651	Ag068G5232000																		
OG0035652	Ag094G5465800																		
OG0035653	Ag036G4084700																		
OG0035654	Ag036G4085300																		
OG0035655	Ag036G4088600																		
OG0035656	Ag036G4089400																		
OG0035657	Ag036G4092500																		
OG0035658	Ag036G4096900																		
OG0035659	Ag036G4097500																		
OG0035660	Ag036G4098800																		
OG0035661	Ag036G4113200																		
OG0035662	Ag036G4114200																		
OG0035663	Ag036G4114300																		
OG0035664	Ag060G4997600																		
OG0035665	Ag060G5002000																		
OG0035666	Ag060G5008300																		
OG0035667	Ag060G5013100																		
OG0035668	Ag060G5015200																		
OG0035669	Ag060G5015300																		
OG0035670	Ag043G4440300																		
OG0035671	Ag043G4449300																		
OG0035672	Ag043G4453800																		
OG0035673	Ag043G4457100																		
OG0035674	Ag017G2406600																		
OG0035675	Ag017G2409200																		
OG0035676	Ag017G2409700																		
OG0035677	Ag017G2412600																		
OG0035678	Ag017G2416900																		
OG0035679	Ag017G2417200																		
OG0035680	Ag017G2430600																		
OG0035681	Ag034G3649900																		
OG0035682	Ag034G3656300																		
OG0035683	Ag034G3658600																		
OG0035684	Ag034G3660900																		
OG0035685	Ag034G3666400																		
OG0035686	Ag034G3681100																		
OG0035687	Ag034G3684100																		
OG0035688	Ag034G3685100																		
OG0035689	Ag034G3685200																		
OG0035690	Ag034G3686800																		
OG0035691	Ag034G3687500																		
OG0035692	Ag034G3687600																		
OG0035693	Ag034G3689800																		
OG0035694	Ag034G3691600																		
OG0035695	Ag034G3695000																		
OG0035696	Ag034G3722500																		
OG0035697	Ag034G3722600																		
OG0035698	Ag034G3722700																		
OG0035699	Ag034G3734200																		
OG0035700	Ag034G3735200																		
OG0035701	Ag034G3756300																		
OG0035702	Ag034G3762100																		
OG0035703	Ag034G3765700																		
OG0035704	Ag034G3767400																		
OG0035705	Ag034G3770400																		
OG0035706	Ag034G3770600																		
OG0035707	Ag034G3770700																		
OG0035708	Ag034G3771900																		
OG0035709	Ag034G3794100																		
OG0035710	Ag034G3795400																		
OG0035711	Ag034G3798300																		
OG0035712	Ag034G3799000																		
OG0035713	Ag034G3801400																		
OG0035714	Ag034G3808000																		
OG0035715	Ag034G3808500																		
OG0035716	Ag034G3809900																		
OG0035717	Ag034G3818600																		
OG0035718	Ag034G3819300																		
OG0035719	Ag034G3826800																		
OG0035720	Ag034G3826900																		
OG0035721	Ag034G3828400																		
OG0035722	Ag034G3858700																		
OG0035723	Ag034G3860600																		
OG0035724	Ag034G3864700																		
OG0035725	Ag034G3869500																		
OG0035726	Ag034G3872400																		
OG0035727	Ag034G3874100																		
OG0035728	Ag034G3877600																		
OG0035729	Ag034G3877700																		
OG0035730	Ag034G3894700																		
OG0035731	Ag034G3896100																		
OG0035732	Ag034G3896200																		
OG0035733	Ag034G3896700																		
OG0035734	Ag034G3898700																		
OG0035735	Ag034G3899400																		
OG0035736	Ag034G3905400																		
OG0035737	Ag034G3907200																		
OG0035738	Ag034G3908900																		
OG0035739	Ag034G3914100																		
OG0035740	Ag034G3914200																		
OG0035741	Ag034G3914800																		
OG0035742	Ag034G3927000																		
OG0035743	Ag034G3939100																		
OG0035744	Ag034G3940100																		
OG0035745	Ag034G3941300																		
OG0035746	Ag034G3945900																		
OG0035747	Ag034G3950000																		
OG0035748	Ag034G3952900																		
OG0035749	Ag034G3954600																		
OG0035750	Ag034G3958500																		
OG0035751	Ag034G3958700																		
OG0035752	Ag034G3962800																		
OG0035753	Ag034G3966300																		
OG0035754	Ag034G3967800																		
OG0035755	Ag034G3970900																		
OG0035756	Ag034G3972500																		
OG0035757	Ag034G3972800																		
OG0035758	Ag034G3977600																		
OG0035759	Ag034G3982900																		
OG0035760	Ag034G3983000																		
OG0035761	Ag034G3990400																		
OG0035762	Ag034G4002300																		
OG0035763	Ag034G4008300																		
OG0035764	Ag034G4011000																		
OG0035765	Ag034G4015200																		
OG0035766	Ag034G4021200																		
OG0035767	Ag034G4025300																		
OG0035768	Ag034G4028300																		
OG0035769	Ag034G4031400																		
OG0035770	Ag034G4032800																		
OG0035771	Ag034G4040700																		
OG0035772	Ag034G4044400																		
OG0035773	Ag034G4058900																		
OG0035774	Ag034G4068800																		
OG0035775	Ag052G4841600																		
OG0035776	Ag052G4842300																		
OG0035777	Ag052G4845700																		
OG0035778	Ag052G4846200																		
OG0035779	Ag052G4850200																		
OG0035780	Ag052G4850300																		
OG0035781	Ag052G4851300																		
OG0035782	Ag052G4853800																		
OG0035783	Ag052G4854000																		
OG0035784	Ag052G4863400																		
OG0035785	Ag052G4866700																		
OG0035786	Ag052G4866800																		
OG0035787	Ag002G0095300																		
OG0035788	Ag002G0099900																		
OG0035789	Ag002G0101400																		
OG0035790	Ag002G0104400																		
OG0035791	Ag002G0113600																		
OG0035792	Ag002G0114600																		
OG0035793	Ag002G0128300																		
OG0035794	Ag002G0131400																		
OG0035795	Ag002G0133600																		
OG0035796	Ag002G0134100																		
OG0035797	Ag002G0134300																		
OG0035798	Ag002G0140200																		
OG0035799	Ag002G0140300																		
OG0035800	Ag002G0144400																		
OG0035801	Ag002G0153200																		
OG0035802	Ag002G0158100																		
