Orthogroup	Arabidopsis_lyrata_Rawat	Cardamine_glauca
OG0000279	AL8G14510, AL8G14500, AL8G14490, AL8G14480	Cg003G0839100, Cg008G2952700, Cg008G2952600, Cg008G2952800, Cg008G2950400, Cg008G2950200, Cg008G2950100
OG0000282	nbis-gene-292	Cg001G0182200
OG0000282	AL7G31500, AL7G30780, AL7G31520	Cg001G0182000
OG0000283	AL5G34600	Cg007G2481000, Cg004G1350900
OG0000283	AL6G38420, AL1G38780	Cg011G3015000
OG0000284	AL5G20730, AL8G40900	Cg004G1433800, Cg002G0598700, Cg001G0028400, Cg006G1870000, Cg003G0941700, Cg001G0282200, Cg001G0383900, Cg006G1945100, Cg008G2850200
OG0000284	AL5G23780, AL6G37180	Cg005G1660200
OG0000285	AL7G32710	Cg001G0190700
OG0000285	AL113U10030, AL5G31320, AL113U10010	Cg003G0706200, Cg014G3049300, Cg003G0711400, Cg014G3044400
OG0000285	AL7G25530	Cg001G0130400
OG0000286	AL8G15660	Cg008G2943000
OG0000286	AL7G27750	Cg006G1979100
OG0000288	AL4G30830, AL59U10070, AL7G49430	Cg007G2410200, Cg001G0295100, Cg008G2916600
OG0000289	AL4G16860	Cg013G3025500, Cg036G3082600
OG0000290	AL2G10720	Cg007G2262300
OG0000290	AL7G47630	Cg001G0390300
OG0000291	AL3G42940, AL3G43030, AL3G42930	Cg004G1343300, Cg004G1337600
OG0000291	AL3G42860	Cg004G1343900, Cg004G1343800, Cg004G1343500
OG0000294	nbis-gene-1522, AL1G39230, AL1G39220	Cg008G2721100
OG0000294	AL6G25720	Cg008G2713400
OG0000295	AL1G54220, AL1G54230	Cg006G1876600
OG0000295	nbis-gene-162	Cg006G1996000
OG0000296	AL48U10010, nbis-gene-2180	Cg008G2982100, Cg003G0982000, Cg003G0887600
OG0000296	nbis-gene-2178, AL8G34670, AL8G26340, nbis-gene-2176, nbis-gene-2177	Cg003G0978500
OG0000296	nbis-gene-2175	Cg003G0978400
OG0000297	AL7G47150	Cg001G0284800
OG0000298	AL3G46500, AL1G48070, AL1G47980	Cg006G1934800, Cg006G1935200
OG0000298	AL1G47970	Cg006G1935400
OG0000300	AL247U10040, AL8G26030	Cg003G0899400
OG0000301	AL4G43730	Cg005G1482700
OG0000301	AL5G42900	Cg004G1274700
OG0000303	AL5G26120	Cg002G0647500
OG0000305	AL1G29380	Cg006G2092900
OG0000305	AL1G51540, AL4G38060, AL4G38120, AL6G43180	Cg005G1528100
OG0000307	AL3G46890, nbis-gene-851, AL6G36930	Cg007G2271200
OG0000312	AL4G19060, AL6G40730	Cg001G0335800, Cg006G1899900
OG0000314	AL7G44460	Cg008G2865300, Cg005G1640900, Cg002G0646700, Cg005G1640800
OG0000315	AL1G48510	Cg004G1324900, Cg004G1325300
OG0000318	AL2G28900	Cg007G2467300
OG0000318	AL3G39500	Cg006G2217500
OG0000320	AL4G19330	Cg007G2343200
OG0000321	AL8G15650, AL1G57580	Cg004G1262800
OG0000321	AL6G31300, AL6G31290	Cg008G2763000
OG0000321	nbis-gene-443	Cg007G2375700
OG0000322	AL8G34510, AL8G34460, nbis-gene-2163	Cg003G0970300
OG0000323	AL2G32530	Cg007G2498700
OG0000323	AL2G32570	Cg007G2499000
OG0000325	AL1G14460	Cg006G2219100
OG0000325	AL1G14470	Cg006G2219000
OG0000327	AL7G34440	Cg001G0204800
OG0000328	AL3G34990, AL249U10020, AL3G34970	Cg004G1277500
OG0000328	AL3G34950	Cg004G1277100, Cg007G2310000
OG0000328	AL249U10030	Cg004G1277400
OG0000328	AL249U10040	Cg004G1277300
OG0000328	AL3G34960, AL249U10050	Cg004G1277200, Cg004G1294900
OG0000329	AL7G51500	Cg001G0357000, Cg001G0356900, Cg001G0356800, Cg001G0356700, Cg001G0356200, Cg001G0356300
OG0000330	AL2G32700	Cg007G2499400, Cg007G2499500
OG0000330	AL2G32630	Cg007G2499300
OG0000330	AL1G29940	Cg006G2088700
OG0000331	AL6G51460	Cg014G3041700, Cg003G0713900
OG0000331	AL1G11840	Cg006G2241100
OG0000331	AL3G30460	Cg004G1239000
OG0000332	nbis-gene-400, AL2G14930, nbis-gene-402, nbis-gene-401	Cg007G2289700
OG0000332	AL2G14910, AL2G14860	Cg007G2289800
OG0000332	AL2G14740, AL2G14750	Cg007G2289200
OG0000334	AL3G45130	Cg005G1737400
OG0000335	AL5G42230	Cg002G0427600
OG0000339	AL9U10390	Cg001G0284600
OG0000341	AL1G52480, AL1G52390	Cg006G1845700, Cg006G1845600
OG0000342	AL4G15010, AL3G30600	Cg004G1240600
OG0000342	AL3G30320	Cg004G1238000
OG0000342	AL3G30630, AL3G30310	Cg003G0793700, Cg003G0794400
OG0000345	AL6G19900	Cg008G2662100
OG0000345	AL390U10020	Cg008G2933100
OG0000345	AL1G13870	Cg006G2224300, Cg008G2662200
OG0000346	AL5G34190	Cg002G0494100
OG0000346	AL5G22370	Cg002G0591900
OG0000346	AL5G14950	Cg002G0665500
OG0000346	AL5G14940	Cg002G0665600
OG0000346	AL5G34200	Cg002G0494000
OG0000347	AL4G45180	Cg005G1469700
OG0000347	AL5G43730	Cg002G0416000
OG0000347	AL7G30060	Cg001G0169800
OG0000347	AL1G10760	Cg006G2250500
OG0000347	AL6G53040	Cg014G3053800, Cg003G0702200
OG0000348	AL4G45790	Cg005G1464600
OG0000349	AL8G36180	Cg003G0986800, Cg003G0986900
OG0000349	AL8G36200	Cg003G0987000
OG0000355	AL8G37040	Cg003G0995200
OG0000355	AL7G14480	Cg001G0035500
OG0000357	AL1G43760, AL1G43770	Cg006G1975000, Cg006G1975200, Cg006G1975100, Cg005G1588800
OG0000357	AL4G30400	Cg005G1588700
OG0000359	AL8G29280	Cg003G0926700
OG0000359	AL7G25060	Cg001G0126400
OG0000363	AL8G20160	Cg001G0257100
OG0000363	AL5G19170	Cg002G0644500
OG0000363	AL1G64190	Cg006G1783200
OG0000363	nbis-gene-617	Cg007G2555900
OG0000364	AL3G14810	Cg006G1922200, Cg001G0376100, Cg008G2746400
OG0000364	AL4G38410, AL4G38350, AL4G38450	Cg005G1525600, Cg005G1524700
OG0000365	AL1G39370	Cg006G2014900
OG0000365	AL1G39330	Cg006G2015100
OG0000368	AL5G25590	Cg002G0562400
OG0000368	AL5G25650, AL5G25640	Cg002G0561500, Cg002G0561400
OG0000368	AL5G25690	Cg002G0560400
OG0000371	AL3G47030	Cg005G1708800
OG0000371	AL7G44480	Cg004G1365900, Cg006G1943300, Cg007G2391700
OG0000371	AL5G20870, AL5G20550	Cg001G0311500
OG0000376	AL2G15890	Cg007G2295400, Cg007G2295800
OG0000376	AL2G15870	Cg007G2295700
OG0000377	nbis-gene-1705	Cg001G0027900
OG0000377	AL7G13520	Cg001G0028200
OG0000377	AL7G13510	Cg001G0028100
OG0000379	AL5G11250	Cg002G0687400
OG0000379	AL5G35180	Cg002G0485400
OG0000379	AL5G11220	Cg007G2282900
OG0000379	AL2G13720	Cg007G2283000
OG0000381	AL2G39050	Cg007G2557700, Cg004G1347200, Cg004G1347300
OG0000381	AL5G19040	Cg005G1596000
OG0000382	AL6G50680, AL6G50670	Cg008G2911100, Cg014G3033300
OG0000382	AL6G50700	Cg003G0721900, Cg014G3033400
OG0000382	AL4G34640	Cg005G1556300
OG0000383	AL1G37470	Cg006G2029100, Cg006G2029200, Cg006G2029000
OG0000383	AL5G18170, AL5G18190, AL5G35660, AL5G35670	Cg002G0481200
OG0000384	AL8G11330	Cg008G2978800
OG0000384	AL8G11310	Cg008G2979000
OG0000384	AL8G11320	Cg008G2978900, Cg002G0581400
OG0000388	AL3G30610	Cg002G0582500
OG0000388	AL6G34750	Cg008G2791800
OG0000390	AL1G35830	Cg006G2042700
OG0000391	AL6G27640	Cg008G2730400
OG0000392	AL1G29180	Cg006G2094500
OG0000392	AL7G27840, AL7G27830	Cg001G0314800, Cg001G0150700
OG0000393	AL7G51340	Cg001G0359500
OG0000393	AL7G51330, AL7G51310, AL7G51320, AL7G51350	Cg001G0360200, Cg001G0359400
OG0000395	AL1G25950	Cg006G2123300
OG0000395	AL3G47130	Cg004G1381000, Cg004G1386500, Cg004G1386300, Cg004G1381400, Cg004G1386400, Cg004G1381300
OG0000395	AL1G25930	Cg006G2123400
OG0000397	nbis-gene-889	Cg004G1408400, Cg004G1407400
OG0000398	nbis-gene-998, AL8G28420	Cg001G0109600
OG0000399	AL1G11940	Cg006G2240300
OG0000399	AL1G65940	Cg007G2336800
OG0000399	nbis-gene-54	Cg006G2172500
OG0000402	AL8G44500, nbis-gene-2216	Cg003G1060100
OG0000402	AL8G44510	Cg003G1060300
OG0000402	AL8G44490	Cg003G1060200
OG0000403	AL6G49420	Cg005G1704900
OG0000405	AL3G26870	Cg004G1207200
OG0000405	AL1G48150	Cg006G1933600
OG0000405	AL3G26860	Cg004G1207300
OG0000406	AL1G18060, AL8G36410, AL5G24760	Cg003G0989200, Cg006G2186200
OG0000407	AL1G12810	Cg006G2233500
OG0000407	AL1G39190	Cg006G2015800
OG0000409	AL1G49520, AL1G42250	Cg006G1989000
OG0000409	AL1G42220, AL1G42200	Cg006G1989100, Cg006G1989400
OG0000411	nbis-gene-977, AL4G18590, nbis-gene-965	Cg005G1743200, Cg005G1747100, Cg005G1747000, Cg005G1742800
OG0000411	AL4G14960, AL8G17380, AL4G14950	Cg005G1746900, Cg005G1742900, Cg005G1743000, Cg005G1743300, Cg005G1743100, Cg005G1742700, Cg005G1747200
OG0000412	AL6G27540	Cg008G2729800
OG0000412	AL7G46360	Cg001G0336400
OG0000412	AL2G23890	Cg007G2424400
OG0000412	AL3G30980	Cg004G1243600
OG0000413	AL3G25620	Cg004G1196800
OG0000413	AL1G63260	Cg006G1789400
OG0000413	AL3G25610	Cg004G1196700
OG0000414	AL2G13380	Cg007G2278800
OG0000414	AL3G44750	Cg004G1355800
OG0000414	AL7G40540	Cg001G0257700
OG0000420	AL4G41100	Cg005G1505100
OG0000420	AL6G39500	Cg008G2828400
OG0000421	AL8G27110	Cg003G0909400
OG0000421	AL7G26330	Cg001G0137300
OG0000421	AL8G31590, AL8G31580	Cg003G0948500
OG0000424	AL8G30090	Cg003G0934600
OG0000424	AL7G25590	Cg001G0130900
OG0000425	AL8G22520	Cg008G2926100
OG0000427	AL5G26830	Cg007G2479600
OG0000428	AL1G45700, AL1G45680, AL446U10030	Cg001G0245000, Cg005G1713000, Cg008G2856200
OG0000429	AL1G66560	Cg002G0441000
OG0000430	AL7G31720	Cg001G0184100
OG0000430	AL6G48090	Cg003G0855500, Cg003G0741900
OG0000430	AL2G13870	Cg007G2284200
OG0000430	AL3G43130	Cg004G1345700
OG0000431	AL3G47160	Cg007G2305800
OG0000431	AL2G15130	Cg007G2292300
OG0000432	AL1G55550, AL1G55520	Cg006G1844700
OG0000433	AL7G25660, AL7G25640, AL7G25650	Cg001G0131500, Cg001G0131400, Cg001G0131300
OG0000434	nbis-gene-216	Cg006G1918600
OG0000436	AL5G24720	Cg002G0569200
OG0000436	AL8G36450	Cg003G0989600
OG0000436	AL8G36460	Cg003G0989700
OG0000437	AL8G32540, AL7G26730	Cg001G0140500
OG0000438	AL5G22220, nbis-gene-1289, AL8G17280, AL428U10010, AL5G23280, AL5G23260, AL5G23270	Cg002G0595900
OG0000439	AL2G31490	Cg007G2488100
OG0000439	AL2G24380, AL6G16140, AL3G46310	Cg008G2633900
OG0000440	AL8G22290, AL1G65410	Cg008G2848800, Cg008G2863700, Cg008G2848900
OG0000442	AL5G45200, AL8G37970	Cg003G1003800
OG0000442	AL4G46940, AL213U10010, AL7G49510	Cg002G0405900, Cg005G1455600
OG0000443	AL7G19450	Cg001G0079100
OG0000443	AL4G16950	Cg005G1729000
OG0000443	AL6G21860	Cg008G2679500
OG0000443	AL6G37110	Cg008G2810300
OG0000444	AL4G26640	Cg005G1618300
OG0000444	AL5G41390	Cg002G0432100
OG0000444	AL1G15970	Cg006G2204700
OG0000445	AL6G35020	Cg008G2794000
OG0000445	AL7G21330	Cg002G0538400
OG0000446	AL6G33720	Cg008G2784200
OG0000447	AL6G16080	Cg004G1174800
OG0000448	AL5G17990	Cg002G0634900
OG0000448	AL5G17950	Cg001G0291100, Cg002G0634600
OG0000449	AL5G40750, AL4G18900, AL4G18910	Cg005G1709300
OG0000449	AL5G40730	Cg002G0436700
OG0000449	AL3G12550, AL3G12540	Cg004G1092100
OG0000450	AL7G44810, AL8G16550, AL8G16530, AL37U10040, AL8G16430	Cg008G2934300
OG0000451	AL7G31600	Cg001G0182900
OG0000451	nbis-gene-413, nbis-gene-414	Cg007G2304500, Cg007G2304600
OG0000451	AL1G52840	Cg005G1452000
OG0000457	AL3G14390	Cg004G1104700
OG0000457	AL1G14130	Cg005G1599100
OG0000458	AL1G42810	Cg006G1986400
OG0000458	AL1G42830	Cg006G1986200
OG0000458	AL1G42800	Cg006G1986600, Cg006G1986700, Cg006G1986500
OG0000459	AL1G60320, nbis-gene-13, AL1G59860	Cg006G1816800
OG0000460	AL3G25430	Cg004G1195400
OG0000460	AL8G32300	Cg003G0954600
OG0000461	AL5G17440	Cg004G1247900, Cg007G2345900, Cg003G0808300, Cg006G1919600
OG0000463	AL1G49900	Cg006G1916900
OG0000463	AL132U10030, nbis-gene-1313	Cg002G0564400, Cg004G1391200
OG0000464	AL1G11560	Cg006G2243700
OG0000466	AL6G49230, AL6G49220, AL6G49260	Cg003G0733700, Cg003G0864700
OG0000466	AL3G16360	Cg004G1118900, Cg004G1119000
OG0000467	AL6G37170	Cg008G2809700, Cg008G2810500
OG0000467	AL6G37160	Cg008G2810700
OG0000468	AL4G36610	Cg005G1559000
OG0000469	AL5G40470, AL7G35520	Cg002G0438500
OG0000470	AL7G37250	Cg001G0249200
OG0000470	AL7G37280	Cg001G0212600, Cg001G0228700
OG0000471	AL7G42590, AL7G42710	Cg001G0274700
OG0000472	AL2G12490	Cg006G1852500, Cg006G1852400
OG0000473	AL1G10020	Cg006G2256500
OG0000473	AL1G10010	Cg006G2256600
OG0000473	AL4G34630	Cg005G1556400
OG0000474	AL1G13900	Cg006G2224000
OG0000474	AL8G43430, AL8G16740	Cg008G2932300
OG0000474	AL7G39140	Cg004G1435300
OG0000475	AL7G43190, AL3G48460	Cg001G0281200, Cg003G0806900
OG0000475	AL2G14390	Cg003G0872500, Cg016G3059500, Cg003G0872300, Cg016G3059300, Cg003G0874100, Cg016G3060600, Cg007G2400400, Cg007G2409000, Cg007G2400100, Cg007G2409400, Cg007G2287300
OG0000476	AL6G40090, AL6G40080, AL6G38970, AL6G38960	Cg008G2824600, Cg008G2823100
OG0000477	AL8G39430	Cg003G1015900
OG0000477	AL5G11960	Cg002G0683200
OG0000477	AL1G26290	Cg006G2119800
OG0000478	AL3G39130, AL3G29480	Cg004G1101300, Cg004G1101400
OG0000481	AL2G17860	Cg007G2316200
OG0000481	AL1G20710	Cg006G2163200
OG0000481	AL1G20700	Cg006G2163300
OG0000482	AL2G31970, AL2G31960	Cg007G2492700, Cg007G2492600
OG0000483	AL8G21140	Cg008G2838300, Cg008G2881400
OG0000483	AL6G37960, AL6G37980	Cg008G2816200, Cg008G2816300, Cg008G2816400, Cg008G2816600
OG0000484	AL7G21850	Cg001G0099600
OG0000484	AL7G21870, AL2G21950, AL2G21060	Cg001G0099700
OG0000485	nbis-gene-1789	Cg001G0170000
OG0000485	AL3G47940	Cg002G0629300
OG0000485	nbis-gene-1788	Cg001G0169900
OG0000486	AL1G31270, AL1G31240	Cg006G2077700, Cg006G2077400
OG0000492	AL5G35780	Cg002G0480000
OG0000492	AL4G28330	Cg005G1604600
OG0000492	AL4G36250	Cg005G1542600
OG0000493	AL7G49930, AL7G50550, AL7G50480	Cg001G0372000, Cg001G0372900, Cg001G0372700
OG0000494	AL5G32950	Cg002G0505000
OG0000494	AL5G33220	Cg002G0503300
OG0000494	AL5G33260, AL7G44280, AL7G45230	Cg002G0502700
OG0000494	AL5G33270	Cg002G0502600
OG0000495	AL5G24920, AL4G11510, AL4G11620, AL2G33370, AL2G18290	Cg007G2505700
OG0000496	AL5G27050	Cg002G0550000, Cg002G0550200
OG0000496	AL5G27010	Cg002G0550400
OG0000496	AL5G27060	Cg002G0549900
OG0000497	AL2G32410	Cg007G2497600
OG0000497	AL3G26100	Cg004G1199900
OG0000497	AL1G63030	Cg006G1791500
OG0000499	AL1G39900	Cg006G2009700
OG0000499	AL3G34090	Cg004G1270900
OG0000500	AL2G25460	Cg007G2437500, Cg001G0350900
OG0000501	AL1G47250	Cg006G1943100
OG0000501	AL1G47260, AL1G47270	Cg006G1943000
OG0000501	AL6G44590	Cg003G0770600
OG0000502	nbis-gene-1948, nbis-gene-1949	Cg001G0361300, Cg001G0361000, Cg001G0361200
OG0000502	AL7G51170	Cg001G0361400, Cg001G0361500
OG0000506	AL6G17270	Cg008G2642900
OG0000507	AL1G16150	Cg008G2839700
OG0000509	AL7G38340	Cg001G0239400
OG0000509	AL7G38310, AL7G38320	Cg006G1849600
OG0000510	AL7G49750	Cg001G0374100
OG0000510	AL7G49760	Cg001G0373900, Cg001G0374000
OG0000514	AL3G47380	Cg003G0885900
OG0000518	AL6G23220	Cg008G2691300
OG0000519	AL8G45700	Cg007G2307700
OG0000519	AL4G25550	Cg005G1626000, Cg005G1626100
OG0000520	AL1G24150	Cg006G2137200
OG0000520	AL1G24160	Cg006G2137100
OG0000521	AL233U10010, AL8G42560, AL2G37250	Cg003G0877500, Cg003G0829700
OG0000522	AL6G11890	Cg008G2598200
OG0000522	AL5G36290	Cg005G1538400
OG0000522	AL3G20680	Cg004G1154500
OG0000523	AL4G15440	Cg005G1739800, Cg005G1739700, Cg005G1739300
OG0000523	AL7G20340	Cg001G0086500
OG0000524	AL6G46340	Cg003G0755700
OG0000524	AL6G46460	Cg003G0755600, Cg003G0755500
OG0000525	AL4G42180	Cg005G1498900
OG0000526	AL6G30020, AL6G30040	Cg008G2751600
OG0000526	AL6G30000	Cg008G2751500
OG0000529	AL2G17780	Cg007G2309800
OG0000529	AL4G26790	Cg005G1616800
OG0000529	AL4G25050, AL4G25170	Cg005G1629800
OG0000531	AL6G36840	Cg008G2807300, Cg008G2806900
OG0000534	AL2G25930, AL2G25940, nbis-gene-616	Cg006G1867500, Cg006G1867300, Cg006G1867400, Cg006G1867100, Cg006G1867800, Cg005G1727000
OG0000535	AL8G18810, AL8G18840	Cg006G2037200
OG0000535	AL5G39770	Cg002G0443600
OG0000535	AL5G39760	Cg002G0443700
OG0000536	AL7G45750	Cg007G2348700, Cg001G0329500
OG0000536	nbis-gene-1900	Cg001G0329600
OG0000536	AL6G47660	Cg003G0746800
OG0000537	AL3G19190	Cg004G1142700
OG0000537	AL8G20800	Cg008G2881500
OG0000539	AL41U10060	Cg005G1642100
OG0000539	AL4G23920	Cg005G1640600
OG0000540	AL4G26160	Cg005G1622400
OG0000542	AL1G21210	Cg006G2159400
OG0000542	AL2G16950	Cg007G2309500
OG0000542	AL2G29200	Cg007G2470000
OG0000543	AL65U10050, AL8G14290, AL65U10030	Cg008G2954100
OG0000543	AL8G14220	Cg008G2953600
OG0000543	AL8G14280, AL65U10040	Cg008G2953900
OG0000546	AL6G12720	Cg008G2605100
OG0000547	AL4G42410	Cg005G1493600
OG0000547	AL4G42400	Cg005G1493700
OG0000548	nbis-gene-957	Cg005G1754100
OG0000549	AL4G28610, AL4G28630, AL348U10020	Cg005G1602400
OG0000549	AL4G28600	Cg005G1602500
OG0000552	AL5G39900	Cg002G0442400
OG0000553	AL3G40600	Cg004G1319500
OG0000553	AL8G21870	Cg008G2867400, Cg008G2851700
OG0000553	AL3G18350	Cg004G1135200
OG0000554	AL6G47410, AL6G47440, AL6G47420	Cg003G0748800, Cg003G0748900
OG0000555	nbis-gene-1429	Cg002G0524800
OG0000556	AL2G13690	Cg007G2282000
OG0000556	AL2G13700, AL3G48150, AL2G14040, AL2G14030	Cg007G2282800, Cg007G2282200, Cg007G2282100
OG0000557	AL4G12650	Cg005G1759000
OG0000557	AL4G12610	Cg005G1759500
OG0000557	AL4G12560, AL4G12620	Cg005G1759100
OG0000561	AL7G51160	Cg001G0361600
OG0000561	AL5G19440	Cg002G0623100
OG0000561	AL6G26340	Cg008G2719500
OG0000562	AL4G22860	Cg005G1666300
OG0000562	AL6G33460	Cg008G2782500
OG0000563	AL5G45000	Cg005G1622000, Cg002G0407100
OG0000563	AL1G37200	Cg006G2032000
OG0000564	AL5G43340	Cg009G2987700, Cg008G2887400
OG0000564	AL8G20020	Cg005G1472300
OG0000565	AL1G22690	Cg006G2147600
OG0000566	AL1G67500, AL2G21150, AL2G21170, AL2G21190	Cg008G2922600
OG0000566	AL2G21220	Cg008G2922700
OG0000568	AL4G43180	Cg005G1487500
OG0000569	AL8G44100	Cg003G1056500
OG0000569	nbis-gene-1338	Cg002G0527400
OG0000569	nbis-gene-1469	Cg008G2627200
OG0000570	AL8G35420, AL8G35160, AL4G20500, AL8G35690	Cg003G0982700, Cg003G0986400, Cg003G0982800
OG0000571	AL2G28800	Cg004G1153500
OG0000572	AL8G19550, AL387U10010, AL8G19500	Cg008G2913100
OG0000573	AL6G48720, AL6G48730	Cg003G0860600, Cg003G0737400
OG0000578	AL5G18370, AL584U10010	Cg008G2839600
OG0000579	AL3G11310	Cg004G1082100
OG0000580	nbis-gene-1049	Cg005G1618900
OG0000581	AL1G47530, AL1G47540, AL6G31890, AL6G31900	Cg008G2768400
OG0000582	AL5G22680	Cg002G0587100
OG0000582	AL5G22710, AL5G22700	Cg002G0587000
OG0000583	AL1G62050	Cg006G1800700
OG0000583	AL2G38970	Cg007G2556600
OG0000583	AL3G27100	Cg004G1209700
OG0000584	AL2G14670	Cg007G2288800
OG0000584	AL1G51580	Cg006G1880800, Cg008G2909200
OG0000585	AL5G37900, AL5G26620	Cg002G0459200, Cg002G0459400, Cg002G0459000, Cg002G0458800, Cg002G0459300, Cg002G0459100, Cg002G0458900, Cg002G0459500, Cg002G0458700
OG0000587	AL1G33790	Cg006G2058800
OG0000588	AL4G24180, AL4G24070	Cg005G1638900
OG0000588	AL4G24060	Cg005G1639200, Cg005G1639100
OG0000589	AL8G30740	Cg003G0940500
OG0000589	AL6G31560	Cg008G2765300
OG0000590	AL7G51380	Cg001G0359300
OG0000590	AL7G51400	Cg001G0358700
OG0000591	AL2G25270	Cg007G2435900
OG0000591	AL7G26150	Cg001G0135900
OG0000591	AL8G31010	Cg003G0943100
OG0000592	AL2G38980	Cg007G2556700
OG0000592	AL7G25220	Cg001G0127500
OG0000593	AL2G38210	Cg007G2550300
OG0000593	AL3G32090, AL1G50900	Cg006G1904600, Cg004G1253200
OG0000594	AL7G23050	Cg001G0364600
OG0000595	AL2G15580	Cg006G1854400, Cg006G1854500
OG0000595	AL2G34000	Cg007G2511900
OG0000596	AL4G14450, AL4G14430, AL4G14420	Cg005G1743600
OG0000596	AL5G14430	Cg002G0669900
OG0000597	AL7G42080	Cg001G0269900, Cg002G0538700, Cg001G0269700
OG0000598	AL4G22950	Cg001G0049800
OG0000598	AL7G16090, AL7G16100	Cg003G0786400
OG0000599	AL7G11160	Cg001G0010300
OG0000600	AL1G12220	Cg006G2238000
OG0000600	AL6G39140	Cg008G2826000
OG0000601	nbis-gene-1139	Cg007G2313300
OG0000601	AL5G39070	Cg005G1511900, Cg006G2162600
OG0000602	AL3G17760	Cg004G1130800
OG0000602	AL7G19070	Cg001G0075300
OG0000603	AL7G39860, AL7G39890	Cg001G0250900
OG0000604	AL7G47910	Cg001G0387500
OG0000604	AL7G27300	Cg001G0145900, Cg003G0909500
OG0000605	AL6G51580, AL6G51520, AL6G51550	Cg014G3040700, Cg003G0714900, Cg014G3040600, Cg003G0715000
OG0000606	AL8G14320, AL8G14370, AL8G14230	Cg008G2957800
OG0000609	AL3G49920	Cg004G1405600
OG0000609	AL3G49930	Cg004G1405800
OG0000613	AL5G34110	Cg002G0494900
OG0000613	AL3G21070	Cg004G1157600
OG0000613	AL6G12670	Cg008G2604600
OG0000615	AL8G20190, AL7G40260	Cg001G0254900
OG0000615	AL5G19180	Cg007G2324700
OG0000616	AL7G20970	Cg001G0091900
OG0000616	AL1G32000	Cg006G2071400
OG0000617	AL6G15780	Cg008G2630600
OG0000617	nbis-gene-1474	Cg008G2630800
OG0000617	nbis-gene-1473	Cg008G2630700, Cg005G1669000
OG0000618	AL6G10280	Cg008G2585500
OG0000618	AL3G23300	Cg004G1177500
OG0000620	AL9U10470, AL9U10450	Cg001G0285200
OG0000620	AL90U10010	Cg008G2948100
OG0000620	AL8G15000	Cg008G2948200
OG0000621	AL5G39350	Cg002G0447400
OG0000621	AL5G39330	Cg002G0447700
OG0000621	AL5G39360	Cg002G0447300
OG0000623	AL3G51150	Cg004G1416200
OG0000623	AL5G31610	Cg002G0516500
OG0000623	AL7G14910	Cg001G0038700
OG0000624	nbis-gene-1153, nbis-gene-1154, AL4G42570	Cg005G1492000
OG0000624	nbis-gene-1155	Cg005G1492100
OG0000625	AL3G25200, AL3G25180	Cg004G1193700
OG0000626	AL1G24740	Cg006G2132700
OG0000627	AL2G16180	Cg007G2303100, Cg007G2303000
OG0000628	nbis-gene-1720, nbis-gene-1719	Cg008G2868500
OG0000628	AL7G17610	Cg001G0063400, Cg001G0063500
OG0000635	AL8G37360	Cg003G0998100
OG0000635	AL1G18450	Cg006G2183300, Cg006G2183400
OG0000636	AL8G36400	Cg003G0989100
OG0000636	AL5G18160, nbis-gene-66	Cg001G0278600
OG0000637	AL5G24770	Cg002G0568900
OG0000637	AL8G36390	Cg003G0989000
OG0000637	AL5G34560	Cg002G0490200
OG0000638	AL8G36370	Cg003G0988800
OG0000638	AL5G24780	Cg002G0568800
OG0000638	AL5G24800	Cg002G0568700
OG0000639	AL5G43990	Cg002G0414400
OG0000639	AL4G45540	Cg005G1466800
OG0000640	nbis-gene-1003, nbis-gene-938, nbis-gene-1614, nbis-gene-1613, nbis-gene-1758	Cg001G0109100
OG0000641	AL8G32420	Cg003G0955100
OG0000641	AL3G48480	Cg004G1435200
OG0000642	AL2G13970	Cg005G1464800
OG0000642	AL4G45730	Cg005G1464900
OG0000643	AL6G12250	Cg008G2601200
OG0000646	AL5G34340	Cg002G0492500
OG0000646	AL4G33540	Cg005G1561900
OG0000648	AL3G20190, AL9U10500	Cg004G1151100
OG0000649	AL1G30460	Cg006G2084600
OG0000649	AL1G55290	Cg006G1846700
OG0000649	AL3G31280	Cg004G1246700
OG0000650	AL3G32400	Cg004G1256000
OG0000650	AL3G47670	Cg004G1394700
OG0000650	AL7G17420	Cg001G0061800
OG0000652	AL3G12650, AL3G12680	Cg004G1092500
OG0000652	AL6G27990, AL6G27980, AL6G28000	Cg008G2733700
OG0000653	AL4G47190	Cg002G0402200, Cg005G1453100
OG0000655	AL3G26940, AL1G43840	Cg004G1208000, Cg005G1588600, Cg006G1974500
OG0000656	AL5G12890	Cg002G0680000
OG0000656	AL1G25880	Cg006G2123600
OG0000658	AL6G34620, AL6G34630, AL6G34610	Cg008G2790800, Cg008G2790600
OG0000660	nbis-gene-2145	Cg003G0949100
OG0000660	AL6G36660	Cg003G0949000
OG0000661	AL4G47130	Cg005G1453700
OG0000661	AL1G12180	Cg006G2238400
OG0000661	AL6G50790	Cg003G0720700, Cg014G3034900
OG0000662	AL1G38860, AL1G38800, AL1G38680	Cg008G2616700, Cg008G2616000
OG0000663	AL1G30980	Cg006G2080200
OG0000663	AL2G33960, AL2G33940	Cg007G2511500
OG0000664	AL2G11650	Cg007G2268800
OG0000664	AL2G11640	Cg007G2269100
OG0000665	AL3G28730	Cg004G1225100
OG0000666	AL7G29780	Cg001G0168000
OG0000666	AL7G29770	Cg001G0167900
OG0000667	AL6G53410	Cg002G0421200, Cg003G0698900
OG0000668	AL5G39220	Cg002G0448300
