Orthogroup	Arabidopsis_lyrata_Rawat	Euclidium_syriacum
OG0000132	AL6G44370, AL6G44360, AL6G44330	ESY6_g48238_DN1_SP0_c0.t1
OG0000137	AL8G30910	ESY1_g10587_DN2_SP0_c0.t1
OG0000138	AL5G45240	ESY3_g32116_DN2_SP0_c0.t1
OG0000140	AL1G44310, AL6G40950, nbis-gene-927, AL8G35610, AL1G29430, AL2G32620, AL5G19190, AL6G10840	ESY10_g15894_DN2_SP0_c0.t1
OG0000141	AL1G23480	ESY5_g3790_DN3_SP0_c0.t1, ESY8_g59143_DN2_SP0_c0.t1
OG0000141	AL2G13240	ESY2_g33647_DN2_SP0_c0.t1, ESY2_g33651_DN2_SP0_c0.t1
OG0000148	AL2G11100	ESY6_g48422_DN3_SP0_c0.t1, ESY5_g4001_DN3_SP0_c14.t1
OG0000148	AL3G17170	ESY3_g32181_DN3_SP0_c0.t1
OG0000148	nbis-gene-1537	ESY8_g58410_DN2_SP0_c0.t1
OG0000150	AL4G25960, AL4G15810, AL667U10020	ESY3_g27873_DN2_SP0_c0.t1
OG0000151	AL5G36250, AL5G36230, AL5G36220, AL4G36690, AL5G36210, AL5G34430, AL4G33730, AL6G24190	ESY1_g10786_DN3_SP0_c0.t1, ESY1_g10749_DN1_SP0_c6.t1
OG0000153	AL4G25560	ESY18_g63267_DN3_SP0_c0.t1
OG0000153	AL1G17600	ESY5_g4518_DN3_SP0_c32.t1
OG0000154	AL1G58520, AL6G29770, AL6G29780	ESY16_g61942_DN3_SP0_c0.t1, ESY16_g61938_DN2_SP0_c0.t1, ESY2_g37486_DN2_SP0_c0.t1
OG0000155	AL481U10020	ESY2_g38672_DN2_SP0_c0.t1
OG0000157	AL1G44400	ESY7_g18190_DN2_SP0_c0.t1
OG0000157	AL1G44860	ESY3_g31914_DN1_SP0_c0.t1
OG0000158	nbis-gene-1710, AL2G28170	ESY4_g26040_DN3_SP0_c0.t1, ESY7_g18054_DN3_SP0_c0.t1, ESY12_g51000_DN3_SP0_c0.t1, ESY4_g26330_DN1_SP0_c0.t1
OG0000158	AL7G14590	ESY4_g26326_DN2_SP0_c0.t1, ESY4_g26327_DN1_SP0_c0.t1, ESY8_g59062_DN2_SP0_c0.t1
OG0000158	AL4G29520	ESY5_g5400_DN3_SP0_c0.t1
OG0000159	AL8G19570, AL25U10030	ESY5_g2337_DN3_SP0_c0.t1
OG0000160	AL3G52950	ESY11_g54431_DN3_SP8_c0.t1
OG0000160	AL7G22000	ESY4_g24538_DN3_SP0_c0.t1
OG0000160	AL8G33330	ESY6_g48428_DN3_SP8_c0.t1
OG0000160	AL5G20850	ESY19_g42179_DN3_SP8_c0.t1
OG0000160	AL2G40780	ESY2_g36615_DN3_SP8_c6.t1
OG0000160	AL4G15040	ESY8_g59421_DN3_SP7_c0.t1
OG0000161	AL1G16160, AL2G19110	ESY11_g54524_DN2_SP0_c0.t1
OG0000162	AL8G17590	ESY20_g12799_DN3_SP0_c0.t1
OG0000162	nbis-gene-1071	ESY20_g12795_DN3_SP0_c0.t1
OG0000162	AL4G28810, AL4G28800	ESY20_g12800_DN3_SP0_c0.t1
OG0000163	AL3G45620	ESY8_g60272_DN2_SP0_c0.t1
OG0000165	AL3G46810, AL7G45500	ESY11_g54874_DN3_SP0_c0.t1, ESY11_g54875_DN3_SP0_c0.t1
OG0000167	AL3G41620, AL3G41610, nbis-gene-792, AL3G41660, nbis-gene-1622, AL3G35160, AL3G35150, AL5G24180, AL3G35070, nbis-gene-744, AL3G35120, nbis-gene-789	ESY2_g33553_DN2_SP0_c0.t1
OG0000169	AL3G52290	ESY12_g51764_DN2_SP0_c0.t1
OG0000169	AL4G13020	ESY12_g51769_DN2_SP0_c0.t1
OG0000169	AL9U11000	ESY12_g51768_DN3_SP0_c0.t1
OG0000170	AL4G44750, AL5G43250, AL4G44740, AL4G44730	ESY7_g16345_DN2_SP0_c0.t1
OG0000171	AL8G28000	ESY6_g47353_DN3_SP8_c0.t1
OG0000171	AL7G47650	ESY8_g60049_DN3_SP6_c0.t1
OG0000171	AL3G49460	ESY11_g53876_DN3_SP8_c0.t1
OG0000171	AL8G31780	ESY6_g48165_DN3_SP8_c0.t1
OG0000171	AL3G19690	ESY3_g30785_DN3_SP8_c0.t1, ESY3_g30787_DN3_SP0_c0.t1
OG0000171	AL7G24680	ESY4_g23864_DN3_SP6_c0.t1
OG0000173	AL7G12140	ESY4_g25629_DN2_SP0_c19.t1
OG0000173	AL3G40190	ESY3_g31617_DN3_SP0_c0.t1
OG0000173	AL7G12760	ESY11_g54275_DN3_SP0_c0.t1, ESY4_g25827_DN2_SP0_c0.t1
OG0000174	AL5G24470, AL6G38890, AL3G40990, AL6G49470, AL2G19320, AL4G18060, AL1G56990, AL1G41050	ESY11_g53584_DN1_SP0_c0.t1, ESY3_g28899_DN2_SP0_c0.t1, ESY4_g24612_DN2_SP0_c73.t1, ESY2_g38528_DN2_SP0_c0.t1, ESY19_g41722_DN3_SP0_c0.t1, ESY11_g53147_DN2_SP0_c3.t1
OG0000177	AL1G34280	ESY8_g59786_DN2_SP0_c0.t1
OG0000179	AL1G65670	ESY2_g34090_DN2_SP0_c0.t1
OG0000179	AL2G16980	ESY2_g34066_DN3_SP0_c38.t1, ESY16_g61889_DN3_SP0_c12.t1, ESY2_g34050_DN2_SP0_c7.t1
OG0000182	AL5G43310, AL5G43300	ESY1_g12359_DN3_SP0_c0.t1
OG0000182	nbis-gene-1319	ESY4_g26670_DN2_SP0_c0.t1, ESY6_g50201_DN1_SP0_c0.t1
OG0000182	AL1G58410	ESY6_g50299_DN3_SP0_c0.t1
OG0000182	AL1G58420	ESY6_g49192_DN2_SP0_c0.t1
OG0000183	AL2G24200, AL7G46650	ESY2_g35240_DN3_SP8_c46.t1
OG0000183	AL5G38180	ESY12_g51047_DN3_SP8_c0.t1
OG0000183	AL5G21780	ESY8_g59101_DN3_SP5_c0.t1
OG0000183	AL6G32820, AL4G20560	ESY1_g7203_DN3_SP0_c0.t1
OG0000185	AL2G22820	ESY7_g16549_DN3_SP0_c0.t1
OG0000185	AL1G11240, AL1G49370, AL1G49350, AL1G49380, AL108U10030	ESY12_g51008_DN3_SP0_c0.t1
OG0000185	AL8G40780	ESY2_g35404_DN3_SP0_c41.t1, ESY3_g29317_DN3_SP0_c0.t1
OG0000185	AL1G52850	ESY2_g36973_DN1_SP0_c0.t1, ESY5_g5330_DN3_SP0_c0.t1, ESY6_g47619_DN3_SP0_c0.t1
OG0000186	AL6G11580	ESY7_g19507_DN2_SP0_c13.t1, ESY7_g19498_DN1_SP0_c8.t1
OG0000186	AL5G11890, AL2G14230	ESY3_g32370_DN2_SP0_c0.t1, ESY3_g32365_DN1_SP0_c79.t1
OG0000188	AL7G22270	ESY7_g19296_DN2_SP0_c0.t1, ESY3_g31966_DN3_SP0_c1.t1
OG0000188	AL6G22480, AL6G22490, AL6G22600, AL3G14200, nbis-gene-688, AL3G14700, AL3G14720, AL3G14710	ESY3_g31964_DN2_SP0_c0.t1, ESY3_g31967_DN2_SP0_c0.t1
OG0000189	AL7G15090	ESY4_g26116_DN3_SP8_c10.t1
OG0000189	AL7G16200	ESY11_g53875_DN3_SP4_c0.t1
OG0000189	AL1G32900	ESY5_g3986_DN3_SP8_c0.t1
OG0000192	AL2G13220	ESY10_g14136_DN1_SP0_c0.t1
OG0000193	AL1G53620	ESY10_g14792_DN3_SP0_c0.t1
OG0000193	AL3G29460	ESY3_g29926_DN2_SP0_c0.t1, ESY3_g29923_DN3_SP0_c0.t1, ESY3_g32161_DN1_SP0_c0.t1, ESY6_g50160_DN1_SP0_c0.t1, ESY7_g17699_DN2_SP0_c0.t1, ESY3_g32160_DN1_SP0_c0.t1
OG0000193	AL3G46410, AL3G46450, AL8G22710, AL3G29470	ESY5_g4726_DN2_SP0_c0.t1, ESY4_g25268_DN1_SP0_c0.t1, ESY6_g50699_DN2_SP0_c0.t1
OG0000197	AL7G34550	ESY9_g43011_DN2_SP0_c0.t1
OG0000197	AL7G34530	ESY9_g43010_DN3_SP0_c0.t1
OG0000198	AL5G13150, AL5G10520	ESY10_g14610_DN3_SP8_c0.t1
OG0000198	AL5G15240	ESY7_g18205_DN3_SP0_c0.t1, ESY7_g18208_DN3_SP0_c0.t1
OG0000199	AL1G59580, AL1G61110, AL1G54760	ESY1_g12013_DN3_SP0_c0.t1, ESY1_g12014_DN3_SP0_c0.t1
OG0000199	AL7G22480, AL6G29250, AL6G29230, AL7G22490, AL7G22500	ESY1_g12012_DN3_SP0_c0.t1
OG0000200	AL1G44070	ESY7_g17892_DN3_SP0_c0.t1, ESY7_g17041_DN3_SP0_c0.t1
OG0000200	AL1G44060, AL1G44080	ESY7_g17038_DN2_SP0_c0.t1
OG0000201	AL3G45630	ESY15_g64746_DN1_SP0_c100.t1
OG0000202	AL6G47610	ESY17_g40199_DN1_SP0_c62.t1
OG0000202	AL2G28240	ESY1_g12318_DN1_SP0_c13.t1
OG0000203	AL5G39980, AL5G40000	ESY1_g10742_DN3_SP0_c0.t1
OG0000203	AL5G40120	ESY16_g61546_DN3_SP0_c0.t1
OG0000203	AL5G40110	ESY1_g11462_DN3_SP0_c0.t1
OG0000203	AL5G40100	ESY1_g11463_DN3_SP0_c0.t1
OG0000205	AL4G17770, AL8G20180	ESY7_g17506_DN1_SP0_c0.t1
OG0000205	AL6G41080, AL6G41170, AL7G33750, AL2G20320, AL2G20330, AL3G54100, AL3G45590	ESY6_g47659_DN3_SP0_c30.t1
OG0000207	AL7G43260, AL429U10020	ESY22_g41100_DN3_SP0_c0.t1
OG0000209	AL5G25310	ESY5_g2795_DN2_SP0_c0.t1
OG0000209	AL6G20830	ESY7_g18015_DN2_SP0_c0.t1
OG0000209	AL1G37130	ESY4_g25254_DN2_SP0_c0.t1
OG0000209	AL1G43860	ESY3_g31328_DN1_SP0_c0.t1
OG0000210	AL2G25640	ESY2_g33577_DN3_SP0_c0.t1
OG0000210	AL2G23580	ESY6_g48926_DN3_SP0_c0.t1
OG0000211	AL7G52630, AL3G46320	ESY4_g25962_DN1_SP0_c27.t1, ESY15_g65094_DN1_SP0_c0.t1
OG0000215	AL1G49470, AL9U10420	ESY43_g13373_DN3_SP0_c65.t1, ESY1_g9596_DN1_SP0_c0.t1, ESY21_g55434_DN3_SP0_c82.t1, ESY13_g57734_DN2_SP0_c0.t1, ESY16_g62421_DN3_SP0_c70.t1
OG0000216	AL6G47240, AL6G47230, AL6G43900, AL6G44750, AL2G18850, AL5G37800	ESY5_g2595_DN2_SP0_c6.t1
OG0000218	AL4G42280	ESY13_g56948_DN3_SP0_c0.t1, ESY2_g36496_DN3_SP0_c0.t1, ESY16_g61951_DN3_SP0_c0.t1, ESY8_g59313_DN3_SP0_c0.t1, ESY2_g37688_DN2_SP0_c0.t1, ESY6_g48234_DN3_SP0_c0.t1, ESY9_g42946_DN3_SP0_c0.t1, ESY11_g53736_DN3_SP0_c0.t1, ESY21_g55677_DN3_SP0_c0.t1, ESY8_g59253_DN3_SP0_c0.t1
OG0000219	AL7G46090, AL7G49700, AL7G49110, AL7G49680	ESY2_g37088_DN2_SP0_c0.t1, ESY5_g4909_DN2_SP0_c59.t1
OG0000219	AL7G49130, AL7G46120	ESY2_g33496_DN3_SP0_c55.t1
OG0000222	AL6G40720	ESY1_g7089_DN3_SP0_c0.t1
OG0000223	AL4G15000, AL2G13100, AL7G30200, AL3G49600, AL5G34210	ESY6_g47580_DN2_SP0_c0.t1
OG0000225	AL2G39120	ESY2_g35546_DN3_SP0_c9.t1
OG0000225	AL2G28790	ESY2_g36146_DN3_SP0_c12.t1
OG0000226	AL4G14040	ESY7_g19329_DN2_SP0_c0.t1, ESY7_g19230_DN3_SP0_c0.t1, ESY7_g19228_DN2_SP0_c0.t1, ESY7_g19246_DN1_SP0_c0.t1
OG0000226	AL5G19060	ESY7_g19243_DN2_SP0_c0.t1, ESY7_g19242_DN1_SP0_c0.t1
OG0000229	AL4G17660, AL4G17920, AL4G17900	ESY1_g5643_DN2_SP0_c0.t1, ESY18_g63659_DN3_SP0_c28.t1
OG0000229	AL1G65810, AL5G20810	ESY1_g7176_DN1_SP0_c0.t1, ESY5_g764_DN1_SP0_c0.t1
OG0000233	AL6G17860	ESY7_g18557_DN2_SP0_c0.t1
OG0000233	AL6G17870	ESY7_g18561_DN2_SP0_c0.t1, ESY7_g18558_DN2_SP0_c0.t1, ESY7_g18562_DN2_SP0_c0.t1
OG0000233	AL6G17810, AL6G17910, AL6G17830	ESY9_g43229_DN2_SP0_c0.t1
OG0000234	AL6G12270, AL6G12280, AL6G12310, AL3G47640, AL1G59710, AL1G59720, AL6G12290, AL6G12300	ESY7_g19410_DN2_SP0_c0.t1, ESY7_g19411_DN1_SP0_c0.t1
OG0000235	AL6G32810	ESY2_g34542_DN1_SP0_c0.t1
OG0000235	AL1G56900	ESY20_g12752_DN3_SP0_c26.t1
OG0000235	AL3G52720, AL3G49080	ESY7_g18868_DN1_SP0_c0.t1
OG0000236	AL2G23070	ESY3_g28939_DN3_SP0_c0.t1
OG0000236	nbis-gene-989	ESY2_g33344_DN3_SP0_c0.t1, ESY16_g62081_DN2_SP0_c0.t1
OG0000237	AL5G33670	ESY1_g12367_DN3_SP0_c0.t1
OG0000237	AL3G35490	ESY4_g24696_DN2_SP0_c0.t1
OG0000238	AL173U10020, AL2G30290	ESY2_g35612_DN2_SP0_c0.t1
OG0000238	AL6G40180, AL6G40330	ESY2_g38077_DN3_SP0_c0.t1
OG0000239	AL8G17620	ESY2_g35012_DN2_SP0_c0.t1
OG0000241	AL7G32050	ESY9_g43553_DN3_SP0_c0.t1
OG0000241	AL7G32060	ESY9_g43563_DN3_SP0_c0.t1, ESY9_g43568_DN3_SP0_c0.t1
OG0000241	AL6G48330	ESY7_g16356_DN3_SP0_c0.t1
OG0000241	AL6G48290	ESY7_g16354_DN3_SP5_c0.t1
OG0000241	AL6G48310	ESY7_g16355_DN3_SP3_c0.t1
OG0000242	AL3G16620	ESY15_g64559_DN2_SP0_c0.t1, ESY19_g41982_DN3_SP0_c33.t1, ESY19_g41981_DN2_SP0_c45.t1, ESY1_g10190_DN2_SP0_c0.t1, ESY2_g37380_DN2_SP0_c0.t1, ESY2_g37535_DN2_SP0_c0.t1, ESY16_g62159_DN3_SP0_c31.t1
OG0000243	AL1G43270	ESY3_g29914_DN2_SP0_c0.t1, ESY3_g29916_DN2_SP0_c0.t1
OG0000244	AL6G49330, AL6G48870, AL6G48830, AL6G49970, AL6G49560, AL6G49960	ESY7_g16503_DN3_SP0_c20.t1, ESY7_g16510_DN3_SP0_c56.t1
OG0000245	nbis-gene-137, nbis-gene-2041	ESY2_g38315_DN3_SP0_c0.t1
OG0000246	AL5G34040, AL4G32990, AL4G32970, AL4G32980	ESY10_g15197_DN1_SP0_c67.t1
OG0000247	AL7G52080, AL7G25460, AL8G22470, AL5G29460	ESY5_g4830_DN3_SP0_c0.t1, ESY5_g4829_DN3_SP0_c0.t1
OG0000247	AL3G40220, AL3G40940, AL3G40610, AL26U10040, AL1G46070	ESY8_g58357_DN2_SP0_c44.t1, ESY12_g51573_DN3_SP0_c0.t1, ESY5_g4744_DN3_SP0_c0.t1, ESY5_g2142_DN2_SP0_c0.t1, ESY5_g4743_DN3_SP0_c0.t1, ESY3_g30089_DN2_SP0_c0.t1, ESY11_g54658_DN3_SP0_c0.t1, ESY5_g2141_DN2_SP0_c0.t1, ESY5_g4739_DN2_SP0_c0.t1
OG0000248	AL5G35460	ESY2_g35510_DN3_SP0_c0.t1, ESY2_g35523_DN2_SP0_c0.t1
OG0000248	nbis-gene-575	ESY2_g35512_DN3_SP0_c0.t1
OG0000248	nbis-gene-577	ESY2_g35522_DN1_SP0_c0.t1, ESY2_g35505_DN1_SP0_c0.t1, ESY2_g35511_DN2_SP0_c0.t1
OG0000248	nbis-gene-574, nbis-gene-573	ESY9_g43852_DN1_SP0_c0.t1
OG0000249	AL1G48110, AL2G10350	ESY2_g37281_DN2_SP0_c83.t1
OG0000250	AL6G50030	ESY7_g16511_DN3_SP0_c0.t1
OG0000250	AL6G48930	ESY20_g12697_DN2_SP0_c0.t1
OG0000250	AL6G48650	ESY6_g49018_DN2_SP0_c0.t1
OG0000252	AL7G20350	ESY4_g24982_DN3_SP0_c27.t1, ESY4_g24972_DN3_SP0_c33.t1
OG0000254	AL7G39750	ESY2_g38707_DN3_SP0_c0.t1
OG0000254	AL7G39720	ESY2_g38710_DN3_SP0_c0.t1, ESY2_g38730_DN1_SP0_c0.t1, ESY2_g38699_DN3_SP0_c0.t1
OG0000256	AL3G30180	ESY3_g29794_DN3_SP0_c0.t1
OG0000256	AL3G42640	ESY7_g18296_DN1_SP0_c0.t1, ESY4_g23387_DN1_SP0_c0.t1, ESY5_g2747_DN2_SP0_c0.t1
OG0000259	AL1G15160	ESY4_g26565_DN3_SP0_c0.t1
OG0000260	AL7G11500, AL7G19690	ESY12_g51407_DN3_SP0_c0.t1
OG0000260	AL7G11510	ESY4_g26754_DN3_SP0_c0.t1, ESY4_g26753_DN3_SP0_c0.t1
OG0000260	AL1G53980, AL1G53990	ESY4_g26309_DN3_SP0_c0.t1, ESY4_g26755_DN3_SP0_c0.t1
OG0000262	AL2G11960	ESY2_g33425_DN2_SP0_c0.t1, ESY2_g33422_DN3_SP0_c0.t1
OG0000262	AL2G11040, AL2G13760, AL6G43420, AL2G11060, AL2G11030	ESY2_g33426_DN3_SP0_c0.t1
OG0000267	AL5G21550, AL8G19760	ESY4_g21983_DN1_SP0_c100.t1, ESY1_g7739_DN1_SP0_c45.t1
OG0000273	AL8G28580, AL8G28590, AL8G28380, AL8G28370	ESY10_g14875_DN3_SP0_c0.t1
OG0000275	AL7G11970	ESY6_g50261_DN3_SP0_c0.t1, ESY6_g50262_DN2_SP0_c0.t1, ESY8_g58138_DN1_SP0_c0.t1, ESY4_g25215_DN3_SP0_c0.t1, ESY6_g50264_DN2_SP0_c0.t1
OG0000275	AL7G11950, AL8G23520, nbis-gene-421, AL2G17720, AL6G40420, AL6G40440, AL6G40430, AL2G17690, AL7G11960	ESY4_g24479_DN2_SP0_c49.t1
OG0000276	AL8G19610, AL8G16120, AL8G18300, AL7G23790, AL210U10020, AL4G30020, AL8G20130, AL5G40150, AL1G51890	ESY4_g23032_DN3_SP0_c100.t1
OG0000277	AL7G10820	ESY4_g25561_DN3_SP8_c0.t1, ESY11_g53846_DN3_SP8_c0.t1
OG0000278	AL7G46030, AL7G46410, AL7G46160, AL7G46150, AL7G46040, AL7G38390, AL7G38360, AL7G46130, AL7G46050	ESY7_g19126_DN1_SP0_c0.t1
OG0000279	AL8G14520, AL8G14470, AL8G14510, AL8G14500, AL8G14490, AL8G14480	ESY7_g16716_DN3_SP0_c0.t1
OG0000282	nbis-gene-292, AL7G31500, AL7G30780, AL7G31520	ESY1_g12400_DN3_SP0_c0.t1
OG0000282	nbis-gene-1800, AL7G31480, AL7G31490, AL7G31510	ESY5_g5275_DN1_SP0_c0.t1
OG0000283	AL5G34600	ESY15_g65682_DN3_SP0_c0.t1, ESY15_g65681_DN3_SP0_c0.t1
OG0000283	AL6G38420, AL1G38780	ESY4_g23225_DN3_SP0_c20.t1, ESY14_g20576_DN3_SP0_c73.t1
OG0000283	AL1G65210, AL7G42660	ESY14_g20577_DN2_SP0_c0.t1, ESY13_g56187_DN3_SP0_c0.t1, ESY1_g6175_DN3_SP0_c0.t1
OG0000284	nbis-gene-338, AL7G40240, AL5G20730, AL8G40900, AL5G23780, AL6G37180, nbis-gene-1018, AL7G14390	ESY2_g37518_DN2_SP0_c0.t1
OG0000290	AL1G57470, AL2G10720, AL2G10710, AL2G10700	ESY2_g33314_DN2_SP0_c91.t1
OG0000294	AL6G25720	ESY7_g17549_DN2_SP0_c0.t1
OG0000295	nbis-gene-1835	ESY2_g33574_DN3_SP0_c0.t1
OG0000295	AL1G54220, AL1G54230	ESY9_g42648_DN3_SP0_c0.t1, ESY9_g42650_DN3_SP0_c0.t1, ESY12_g51324_DN3_SP0_c0.t1, ESY9_g42619_DN3_SP0_c0.t1
OG0000295	nbis-gene-691	ESY9_g42620_DN1_SP0_c0.t1, ESY9_g42649_DN1_SP0_c0.t1
OG0000297	AL7G47150	ESY22_g41120_DN1_SP0_c0.t1, ESY6_g45791_DN1_SP0_c0.t1, ESY16_g61859_DN1_SP0_c0.t1
OG0000298	AL1G47990	ESY2_g37650_DN3_SP0_c1.t1, ESY4_g26472_DN1_SP0_c0.t1, ESY7_g19250_DN1_SP0_c0.t1
OG0000298	AL1G48010	ESY1_g10424_DN3_SP0_c0.t1
OG0000298	AL1G47980	ESY1_g10425_DN2_SP0_c0.t1
OG0000298	AL4G19020	ESY16_g61822_DN2_SP0_c14.t1, ESY10_g14432_DN3_SP0_c17.t1
OG0000298	AL1G47970	ESY1_g10421_DN3_SP0_c0.t1
OG0000300	AL1G46650	ESY1_g10576_DN1_SP0_c0.t1
OG0000300	nbis-gene-1380	ESY1_g10575_DN1_SP0_c0.t1
OG0000300	AL164U10010, AL5G16820, AL247U10040, AL8G26030	ESY10_g15500_DN1_SP0_c0.t1, ESY4_g25564_DN2_SP0_c93.t1
OG0000301	AL4G43730	ESY12_g52037_DN1_SP0_c0.t1, ESY12_g52023_DN2_SP0_c0.t1, ESY12_g52025_DN3_SP0_c0.t1, ESY6_g50380_DN2_SP0_c0.t1, ESY12_g52134_DN3_SP0_c0.t1, ESY8_g58529_DN3_SP0_c0.t1, ESY3_g32020_DN3_SP0_c0.t1, ESY7_g18922_DN3_SP0_c0.t1, ESY7_g18921_DN3_SP0_c0.t1, ESY1_g12078_DN3_SP0_c0.t1, ESY6_g50381_DN2_SP0_c0.t1
OG0000301	AL5G42900	ESY7_g18961_DN1_SP0_c0.t1, ESY1_g11805_DN2_SP0_c0.t1, ESY1_g12023_DN1_SP0_c0.t1, ESY1_g12036_DN3_SP0_c0.t1, ESY3_g30173_DN3_SP0_c0.t1, ESY1_g12033_DN2_SP0_c0.t1, ESY1_g12021_DN3_SP0_c0.t1, ESY1_g11806_DN2_SP0_c0.t1, ESY7_g18960_DN2_SP0_c0.t1
OG0000304	AL4G16550, AL4G16530, AL4G16510	ESY12_g50901_DN1_SP0_c88.t1
OG0000304	AL4G38290	ESY12_g50903_DN3_SP0_c100.t1, ESY12_g50900_DN3_SP0_c90.t1
OG0000305	AL1G51540, AL4G38060, AL4G38120, AL6G43180	ESY12_g50855_DN3_SP0_c0.t1
OG0000306	AL7G51760	ESY8_g60999_DN3_SP0_c0.t1
OG0000307	nbis-gene-282, AL1G59050, nbis-gene-269, AL3G46890, nbis-gene-851, AL6G36930, AL9U10590, nbis-gene-1899	ESY3_g32555_DN1_SP0_c0.t1, ESY3_g32550_DN1_SP0_c0.t1
OG0000312	AL4G19060	ESY2_g38714_DN2_SP0_c0.t1
OG0000313	AL7G22850, AL7G22830, AL7G22800	ESY1_g12505_DN3_SP0_c0.t1
OG0000313	nbis-gene-910	ESY11_g54954_DN2_SP0_c0.t1, ESY2_g35179_DN3_SP0_c0.t1, ESY2_g35147_DN3_SP0_c0.t1
OG0000315	AL1G48510, AL5G42110	ESY1_g11918_DN3_SP0_c0.t1, ESY1_g11922_DN3_SP0_c0.t1, ESY1_g11919_DN3_SP0_c0.t1, ESY1_g11921_DN3_SP0_c0.t1, ESY1_g11920_DN3_SP0_c0.t1, ESY1_g11917_DN3_SP0_c0.t1, ESY1_g11865_DN2_SP0_c0.t1
OG0000316	AL3G26980, AL3G27000	ESY11_g54015_DN1_SP0_c100.t1
OG0000318	AL3G52410, AL3G52440, AL2G28900, AL3G39500, AL1G49160, AL1G28250	ESY5_g3011_DN3_SP0_c0.t1
OG0000321	AL1G57580	ESY2_g37547_DN3_SP1_c0.t1, ESY2_g37555_DN3_SP8_c0.t1
OG0000321	AL6G31300, AL6G31290	ESY6_g49299_DN3_SP7_c0.t1
OG0000321	nbis-gene-443	ESY2_g34313_DN3_SP3_c0.t1
OG0000322	AL7G25500	ESY3_g31795_DN3_SP0_c0.t1, ESY3_g32086_DN3_SP0_c0.t1, ESY4_g26866_DN3_SP0_c0.t1, ESY4_g26763_DN3_SP0_c0.t1, ESY4_g26867_DN3_SP0_c0.t1, ESY4_g26868_DN3_SP0_c0.t1, ESY11_g54068_DN3_SP0_c0.t1, ESY4_g25176_DN3_SP0_c0.t1, ESY4_g26736_DN3_SP0_c0.t1, ESY4_g26519_DN3_SP0_c0.t1
OG0000322	AL132U10010, AL8G34510, AL8G34460, nbis-gene-2163	ESY4_g26890_DN3_SP0_c0.t1, ESY2_g35230_DN2_SP0_c0.t1, ESY5_g5055_DN3_SP0_c0.t1, ESY4_g26856_DN2_SP0_c0.t1
OG0000325	AL1G14460	ESY5_g4954_DN3_SP8_c0.t1
OG0000325	AL1G14470	ESY5_g4953_DN3_SP7_c0.t1
OG0000326	AL1G38150, nbis-gene-1197, nbis-gene-1364, AL3G28900, AL4G24660, AL7G51870, AL7G51860, AL8G27500, AL5G29830, AL3G23410, AL3G21160, AL3G21170, nbis-gene-679, AL3G17610	ESY5_g5188_DN3_SP0_c9.t1
OG0000327	AL6G16450, AL2G39740, AL2G39770	ESY2_g36761_DN3_SP0_c0.t1
OG0000327	AL7G18840	ESY2_g34543_DN1_SP0_c0.t1
OG0000327	AL7G34440	ESY2_g34541_DN2_SP0_c0.t1
OG0000328	AL3G34990, AL249U10020, AL3G34970, AL3G34950, AL249U10030	ESY3_g29135_DN3_SP0_c0.t1
OG0000329	AL7G41460	ESY5_g5095_DN3_SP0_c0.t1
OG0000329	AL7G51460, AL7G51480, AL7G51490, AL7G51500	ESY8_g60943_DN3_SP0_c0.t1
OG0000331	AL6G51460	ESY20_g13155_DN3_SP0_c0.t1
OG0000331	AL3G30460	ESY3_g29804_DN3_SP0_c0.t1
OG0000334	AL3G45130	ESY12_g51083_DN2_SP0_c0.t1, ESY6_g47698_DN2_SP0_c100.t1
OG0000335	AL5G41960, AL5G41630, AL5G41650	ESY1_g11966_DN3_SP0_c0.t1, ESY1_g11959_DN3_SP0_c0.t1, ESY1_g11963_DN3_SP0_c0.t1, ESY1_g12007_DN3_SP0_c0.t1
OG0000336	AL2G18590, AL1G67290, AL1G20120, AL1G20240, nbis-gene-1385	ESY2_g34140_DN3_SP8_c0.t1, ESY5_g3340_DN3_SP0_c0.t1, ESY5_g3323_DN3_SP1_c0.t1, ESY2_g34160_DN3_SP0_c0.t1
OG0000339	AL4G25660, AL4G25680	ESY8_g58576_DN3_SP0_c0.t1
OG0000339	AL8G15440, AL9U10390	ESY2_g37679_DN3_SP0_c17.t1
OG0000341	AL1G55400, AL1G52480, AL1G52390, AL1G55350	ESY1_g10436_DN3_SP0_c58.t1
OG0000342	AL4G15010	ESY5_g1891_DN1_SP0_c0.t1
OG0000342	AL3G30630, AL3G30310	ESY5_g5105_DN2_SP0_c0.t1, ESY5_g5104_DN1_SP0_c0.t1
OG0000344	AL4G18870	ESY1_g10447_DN3_SP0_c0.t1
OG0000344	AL1G22320	ESY5_g3637_DN2_SP0_c0.t1
OG0000344	AL1G25470	ESY4_g24723_DN3_SP0_c0.t1
OG0000344	AL5G16800, AL1G58940	ESY10_g14596_DN3_SP0_c0.t1
OG0000345	AL6G19900, AL390U10020	ESY20_g12900_DN3_SP6_c0.t1
OG0000345	AL6G19890	ESY20_g12904_DN3_SP2_c0.t1
OG0000346	AL5G14940	ESY2_g34494_DN3_SP4_c28.t1
OG0000347	AL4G45180	ESY12_g51781_DN3_SP8_c0.t1
OG0000347	AL5G43730	ESY1_g12292_DN3_SP6_c0.t1
OG0000347	AL7G30060	ESY20_g12945_DN3_SP4_c0.t1
OG0000347	AL1G10760	ESY5_g5505_DN3_SP8_c16.t1
