Orthogroup	Arabidopsis_lyrata_Rawat	Raphanus_sativus
OG0000116	AL614U10020	XP_018449700.1, XP_018461081.1, XP_018460820.1, XP_018489717.1
OG0000116	AL6G43140	XP_018453443.1
OG0000117	AL1G37420	XP_018484078.1
OG0000117	AL1G37270	XP_018442248.1, XP_018475190.1, XP_018463580.1, XP_018474776.1, XP_018483556.1, XP_018449780.1, XP_018449779.1
OG0000117	AL1G37440, AL1G37390	XP_018434385.1
OG0000117	AL1G37330, AL1G37340	XP_018461550.1, XP_018449778.1, XP_018449606.1, XP_018449776.1, XP_018449605.1, XP_018461549.1, XP_018461548.1, XP_018449734.1, XP_018449777.1, XP_018448289.1, XP_018448292.1, XP_018461551.1, XP_018456410.1, XP_018454087.1, XP_018455073.1
OG0000118	AL4G35640, AL4G35680, AL4G35660, AL4G35650, AL7G47920	XP_018491246.1, XP_018488077.1, XP_018438578.1, XP_018442744.1, XP_018491336.1, XP_018485751.1, XP_018486403.1, XP_018488302.1, XP_018482093.1
OG0000119	AL4G18370, AL4G18360, AL4G18340, AL5G21720, AL5G21730, AL5G24120, AL6G15230, AL5G24030, AL5G24100, AL5G24190	XP_018479792.1
OG0000122	AL8G31960	XP_018473651.1
OG0000123	AL8G25360	XP_018474158.1, XP_018474157.1, XP_018435443.1, XP_018435960.1
OG0000125	AL1G17740	XP_018493580.1, XP_018487612.1
OG0000125	AL1G55940	XP_018485742.1
OG0000125	AL1G59870	XP_018486058.1
OG0000125	AL1G59850	XP_018476295.1
OG0000126	AL4G20870	XP_018465786.1
OG0000127	AL6G34020	XP_018442304.1, XP_018463483.1, XP_018464380.1
OG0000127	AL4G23250	XP_018441606.1, XP_018478084.1, XP_018472875.1
OG0000128	AL5G41150	XP_018444638.1
OG0000128	AL5G16810, AL164U10020	XP_018491569.1
OG0000128	AL5G41080	XP_018489183.1, XP_018442568.1, XP_018459990.1
OG0000128	AL5G41090	XP_018459995.1
OG0000128	AL2G18450, AL7G42310, AL5G41050	XP_018487764.1, XP_018461995.1
OG0000129	AL2G19870	XP_018491243.1, XP_018491241.1
OG0000129	AL2G20180	XP_018461987.1
OG0000129	AL1G60690, AL8G38710, AL8G38700, AL4G22760, AL4G22720, AL8G25830	XP_018438997.1, XP_018435583.1, XP_018439597.1, XP_018439599.1, XP_018435186.1
OG0000130	AL3G43990	XP_018461102.1
OG0000132	AL5G36020	XP_018490205.1, XP_018464835.1, XP_018486610.1, XP_018465554.1, XP_018489158.1, XP_018489931.1, XP_018465557.1, XP_018490414.1
OG0000132	AL315U10010, AL7G51940, AL7G52020, AL7G52000	XP_018492037.1
OG0000134	AL1G67280, AL1G67230, AL1G67210	XP_018438959.1, XP_018438956.1
OG0000134	AL4G22780	XP_018445292.1, XP_018445311.1
OG0000137	AL8G30930	XP_018452340.1
OG0000137	AL8G30910	XP_018473981.1, XP_018464800.1
OG0000137	AL8G30880	XP_018466399.1
OG0000137	AL8G30920	XP_018469497.1, XP_018452341.1, XP_018454603.1
OG0000137	AL8G30890	XP_018454803.1
OG0000138	AL5G40870, AL5G40860	XP_018490818.1
OG0000140	AL8G35610, AL1G29430, AL2G32620	XP_018458943.1
OG0000141	AL1G23600	XP_018485467.1
OG0000141	AL1G23590	XP_018440872.1
OG0000141	AL1G23480	XP_018489435.1
OG0000141	AL2G13240	XP_018454446.1, XP_018454444.1
OG0000143	AL3G54050	XP_018459125.1, XP_018458664.1, XP_018458135.1, XP_018458136.1, XP_018453656.1, XP_018467319.1, XP_018476282.1, XP_018464964.1, XP_018464818.1, XP_018464198.1, XP_018443711.1, XP_018487913.1, XP_018448766.1, XP_018459729.1, XP_018467146.1, XP_018487762.1, XP_018463067.1
OG0000148	nbis-gene-250	XP_018474116.1, XP_018450098.1
OG0000148	AL1G54580, AL1G54620	XP_018488107.1
OG0000148	AL3G17170	XP_018463804.1, XP_018474145.1, XP_018463803.1, XP_018475963.1
OG0000148	nbis-gene-1537	XP_018448313.1, XP_018474230.1, XP_018474217.1, XP_018474222.1, XP_018448315.1, XP_018448325.1, XP_018448316.1, XP_018448324.1, XP_018450320.1, XP_018448317.1, XP_018448320.1, XP_018460562.1, XP_018460564.1
OG0000150	AL667U10020	XP_018461308.1
OG0000151	AL5G36230	XP_018491621.1, XP_018443657.1, XP_018481788.1
OG0000151	AL5G36220	XP_018483151.1
OG0000151	AL4G36690	XP_018439853.1
OG0000151	AL5G36210	XP_018481215.1
OG0000151	AL4G33730	XP_018478165.1, XP_018478354.1
OG0000151	AL6G24190	XP_018445846.1
OG0000153	AL4G23840, AL4G23880	XP_018435128.1
OG0000153	AL4G25560	XP_018480951.1
OG0000153	AL4G23900	XP_018477489.1
OG0000153	AL4G23860	XP_018436970.1, XP_018480845.1, XP_018437236.1
OG0000153	AL1G17600	XP_018489135.1
OG0000154	AL6G29770, AL6G29780	XP_018479145.1
OG0000155	AL481U10020	XP_018479684.1, XP_018473996.1, XP_018464080.1
OG0000157	AL8G27960, AL1G29270	XP_018447035.1, XP_018466284.1, XP_018469964.1, XP_018467053.1, XP_018465922.1, XP_018468683.1
OG0000157	AL1G44920, AL1G44890	XP_018448171.1
OG0000158	nbis-gene-1710, AL2G28170	XP_018455540.1
OG0000158	AL6G25220	XP_018461518.1
OG0000160	AL3G52950	XP_018456672.1, XP_018439896.1
OG0000160	AL7G22000	XP_018482147.1, XP_018459851.1, XP_018480330.1, XP_018459849.1, XP_018470513.1, XP_018447677.1, XP_018447191.1
OG0000160	AL8G33330	XP_018470730.1, XP_018456230.1
OG0000160	AL3G44180	XP_018489772.1
OG0000160	AL5G20850	XP_018440073.1
OG0000160	AL2G40780	XP_018442966.1, XP_018453169.1
OG0000160	AL4G15040	XP_018441376.1
OG0000161	AL2G19110	XP_018440662.1, XP_018433425.1, XP_018465227.1, XP_018479677.1, XP_018465706.1, XP_018448624.1, XP_018455355.1, XP_018473872.1, XP_018472887.1, XP_018486622.1, XP_018486853.1, XP_018466281.1, XP_018449849.1, XP_018490276.1, XP_018482262.1, XP_018479969.1, XP_018474160.1, XP_018443630.1, XP_018460036.1, XP_018435861.1, XP_018450442.1, XP_018471352.1
OG0000162	AL4G28780, AL8G17590	XP_018475016.1, XP_018474617.1
OG0000162	nbis-gene-1071	XP_018438649.1
OG0000165	AL7G45500	XP_018462017.1, XP_018462798.1, XP_018475093.1, XP_018475274.1, XP_018474963.1, XP_018475261.1, XP_018475091.1, XP_018475959.1, XP_018475385.1, XP_018476864.1, XP_018476871.1, XP_018476525.1, XP_018474676.1, XP_018490875.1
OG0000167	nbis-gene-789	XP_018487656.1
OG0000169	AL9U10990, AL3G52280, AL3G47440, AL3G52270, AL3G52290, AL4G10320, AL5G12470, AL5G12490, AL5G12460, AL5G12480, AL4G13020	XP_018490650.1, XP_018465835.1, XP_018488136.1, XP_018460812.1, XP_018449930.1, XP_018450149.1, XP_018464337.1, XP_018493592.1, XP_018476446.1
OG0000170	AL5G43250	XP_018480183.1, XP_018480175.1
OG0000170	AL4G44740	XP_018478569.1
OG0000171	AL8G28000	XP_018471382.1, XP_018457991.1
OG0000171	AL3G49460	XP_018435045.1
OG0000171	AL8G31780	XP_018476067.1, XP_018468491.1, XP_018455854.1
OG0000171	AL3G19690	XP_018440453.1, XP_018492109.1, XP_018491228.1, XP_018486328.1
OG0000171	AL7G24680	XP_018447674.1, XP_018461966.1, XP_018445231.1
OG0000173	AL7G12140	XP_018451159.1
OG0000173	AL7G13810	XP_018466202.1, XP_018467464.1
OG0000174	AL5G24470, AL6G38890, AL3G40990, AL6G49470, AL2G19320, AL4G18060, AL1G56990	XP_018435672.1
OG0000175	AL1G37260	XP_018486354.1, XP_018471533.1, XP_018466301.1, XP_018433300.1
OG0000175	AL2G29860	XP_018449784.1, XP_018449785.1, XP_018457613.1
OG0000175	AL6G25440	XP_018446341.1
OG0000175	AL4G46720	XP_018477462.1
OG0000175	AL5G45050, AL2G23510	XP_018441749.1
OG0000176	AL3G15890	XP_018435298.1
OG0000176	AL3G15860	XP_018483205.1, XP_018448995.1, XP_018450446.1, XP_018450443.1
OG0000176	AL1G47960	XP_018461554.1
OG0000176	AL57U10030	XP_018460689.1, XP_018473059.1
OG0000176	AL2G31040	XP_018464981.1, XP_018470628.1, XP_018460185.1
OG0000176	AL2G31060, AL158U10020, AL158U10030	XP_018462965.1, XP_018460719.1
OG0000177	AL3G41650	XP_018464928.1
OG0000178	AL6G47960	XP_018462163.1, XP_018456012.1
OG0000178	AL6G47980	XP_018466592.1, XP_018466494.1
OG0000178	AL6G47970	XP_018466816.1, XP_018474729.1
OG0000178	AL6G48020	XP_018462335.1, XP_018474859.1, XP_018475013.1, XP_018473242.1, XP_018473243.1, XP_018459474.1, XP_018475619.1
OG0000178	AL6G47990	XP_018437778.1, XP_018469510.1
OG0000178	AL1G49990	XP_018455030.1, XP_018435705.1, XP_018438238.1
OG0000179	AL1G65670	XP_018435599.1, XP_018435625.1
OG0000179	AL2G17390, AL2G17430	XP_018454401.1, XP_018463218.1, XP_018453391.1, XP_018454406.1
OG0000179	AL2G16980	XP_018490877.1
OG0000182	AL5G43310, AL5G43300	XP_018466211.1, XP_018488976.1
OG0000182	AL7G51710, AL5G39240, AL1G52920, AL5G39230, AL5G39260	XP_018443244.1
OG0000182	nbis-gene-1319	XP_018456298.1
OG0000183	AL2G24200, AL7G46650	XP_018483199.1
OG0000183	AL6G32820, AL4G20560	XP_018478487.1
OG0000184	nbis-gene-767	XP_018459934.1, XP_018487657.1, XP_018469462.1, XP_018469250.1, XP_018485940.1, XP_018469214.1, XP_018469258.1, XP_018469264.1, XP_018490081.1, XP_018489834.1, XP_018437873.1, XP_018437781.1, XP_018438297.1, XP_018436335.1, XP_018489740.1
OG0000185	AL2G22820	XP_018448687.1
OG0000185	AL108U10030	XP_018488105.1
OG0000185	AL8G40780	XP_018435637.1, XP_018435638.1
OG0000185	AL1G52850	XP_018437795.1, XP_018435991.1, XP_018437982.1
OG0000185	AL1G37710, AL1G37720, AL1G37670	XP_018438331.1
OG0000186	AL2G14230	XP_018475580.1, XP_018439292.1, XP_018439274.1
OG0000188	AL7G22270	XP_018435289.1
OG0000188	AL3G14700	XP_018455405.1
OG0000188	AL3G14720, AL3G14710	XP_018435291.1, XP_018438633.1, XP_018463291.1, XP_018438743.1, XP_018438489.1
OG0000189	AL3G50830	XP_018491974.1, XP_018439736.1, XP_018468233.1, XP_018470632.1, XP_018481039.1, XP_018482967.1
OG0000189	AL7G16200	XP_018488978.1
OG0000192	AL2G13220	XP_018462530.1, XP_018467255.1, XP_018479088.1
OG0000192	AL7G26670	XP_018469074.1, XP_018468699.1, XP_018465848.1
OG0000193	AL1G53610	XP_018487465.1
OG0000193	AL1G46640, AL1G46660, AL1G46620	XP_018467632.1, XP_018448639.1, XP_018487466.1
OG0000195	AL7G46380	XP_018433270.1, XP_018440534.1, XP_018435823.1, XP_018477234.1
OG0000195	AL3G48580	XP_018483105.1
OG0000196	AL7G47590, AL7G47570, AL7G47600, AL4G22240, AL7G47850	XP_018460159.1, XP_018477158.1
OG0000196	AL7G47540	XP_018474319.1, XP_018474034.1
OG0000196	AL7G47550	XP_018464376.1, XP_018465536.1, XP_018479697.1
OG0000197	AL7G34540, AL7G34550, AL7G34520	XP_018476022.1
OG0000197	AL7G34530	XP_018487852.1
OG0000197	AL7G34500, AL7G34510, AL7G34490	XP_018449634.1, XP_018465049.1
OG0000198	AL7G42370, AL5G10550	XP_018461684.1, XP_018478930.1, XP_018453067.1, XP_018434683.1
OG0000198	AL1G27020, AL1G45410	XP_018491068.1
OG0000198	AL1G27010	XP_018491057.1
OG0000198	AL5G15240	XP_018460378.1, XP_018481114.1, XP_018460375.1, XP_018479160.1
OG0000199	AL7G22480, AL6G29250, AL6G29230, AL7G22490, AL7G22500	XP_018470386.1, XP_018449273.1, XP_018449280.1, XP_018449101.1
OG0000200	AL1G15400	XP_018454952.1, XP_018448186.1
OG0000200	AL1G42930	XP_018486318.1
OG0000200	AL1G15390	XP_018449589.1, XP_018454583.1, XP_018441251.1
OG0000200	AL1G44070	XP_018451670.1
OG0000200	AL1G44060, AL1G44080	XP_018451671.1
OG0000201	AL3G45630	XP_018435943.1, XP_018487739.1, XP_018463948.1
OG0000201	AL3G36230	XP_018436088.1
OG0000202	AL6G51540	XP_018453874.1
OG0000203	AL5G39980, AL5G40000	XP_018444359.1
OG0000203	AL5G40120	XP_018488418.1
OG0000203	AL5G40110	XP_018444673.1, XP_018460880.1, XP_018484517.1, XP_018484516.1
OG0000203	AL5G40100	XP_018446270.1, XP_018444506.1, XP_018444360.1
OG0000205	AL6G41080, AL6G41170, AL7G33750, AL2G20320, AL2G20330, AL3G54100, AL3G45590	XP_018453590.1, XP_018465023.1, XP_018453635.1, XP_018453793.1, XP_018462949.1, XP_018466885.1, XP_018459728.1, XP_018475645.1, XP_018465102.1, XP_018479576.1, XP_018467321.1, XP_018453867.1, XP_018475424.1, XP_018466046.1, XP_018467224.1, XP_018467428.1, XP_018467324.1, XP_018463244.1, XP_018463262.1, XP_018458054.1, XP_018476099.1, XP_018479716.1, XP_018468530.1, XP_018464197.1, XP_018467617.1, XP_018467610.1, XP_018454079.1
OG0000206	AL4G21300	XP_018459749.1, XP_018462401.1
OG0000209	AL5G25310	XP_018448172.1, XP_018442633.1
OG0000209	AL6G20830	XP_018487834.1
OG0000210	AL4G23070, AL4G44040	XP_018463531.1
OG0000210	AL4G20750	XP_018437416.1
OG0000211	AL7G52630	XP_018435834.1, XP_018465129.1, XP_018460068.1, XP_018466980.1
OG0000214	AL4G20410	XP_018462674.1
OG0000215	AL22U10020, AL4G18700, AL6G38570, AL4G16420, AL2G18820	XP_018487745.1, XP_018474301.1
OG0000216	AL6G47230	XP_018455830.1, XP_018455873.1, XP_018467364.1
OG0000216	AL6G43900, AL6G44750	XP_018475592.1
OG0000216	AL2G18850	XP_018467341.1, XP_018465408.1
OG0000216	AL5G37800	XP_018432540.1
OG0000218	AL4G42280	XP_018482110.1, XP_018465242.1, XP_018450312.1, XP_018438406.1, XP_018482403.1, XP_018441982.1, XP_018479979.1, XP_018438538.1, XP_018443643.1, XP_018443645.1, XP_018485540.1, XP_018481554.1, XP_018445804.1, XP_018446852.1, XP_018452688.1, XP_018436458.1, XP_018433616.1, XP_018466705.1, XP_018455541.1, XP_018438559.1, XP_018435596.1, XP_018456623.1, XP_018456624.1
OG0000219	AL7G46090, AL7G49700, AL7G49110, AL7G49680	XP_018462769.1, XP_018491750.1, XP_018491753.1
OG0000222	AL6G40720	XP_018465694.1, XP_018459974.1, XP_018464076.1, XP_018464439.1, XP_018465458.1, XP_018462737.1
OG0000225	AL2G28790	XP_018455101.1, XP_018455692.1, XP_018456709.1
OG0000226	AL4G14040	XP_018447426.1
OG0000227	AL3G22620	XP_018436575.1, XP_018436570.1
OG0000229	AL4G17660, AL4G17920, AL4G17900	XP_018438813.1
OG0000229	AL8G38260	XP_018460167.1, XP_018460168.1
OG0000229	AL1G65810, AL5G20810	XP_018479600.1, XP_018453720.1, XP_018487655.1
OG0000232	AL3G48740	XP_018459500.1
OG0000232	AL9U10240, AL5G17720, AL8G21610, AL7G48830, AL3G31430, AL4G15240, AL8G25040	XP_018473994.1, XP_018487871.1, XP_018462435.1, XP_018466937.1, XP_018465078.1, XP_018443467.1, XP_018453986.1, XP_018467359.1, XP_018473796.1, XP_018462921.1, XP_018459865.1, XP_018488039.1
OG0000233	AL6G17860	XP_018444381.1, XP_018464192.1
OG0000233	AL6G17870	XP_018468589.1, XP_018469329.1, XP_018475327.1
OG0000233	AL6G17850	XP_018444363.1
OG0000233	AL6G17810, AL6G17910, AL6G17830	XP_018444177.1, XP_018448246.1, XP_018469360.1
OG0000237	AL3G35490	XP_018488221.1
OG0000241	AL7G32050	XP_018480650.1, XP_018462384.1, XP_018471212.1
OG0000241	AL7G32060	XP_018439136.1, XP_018437127.1, XP_018447604.1, XP_018461916.1
OG0000241	AL6G48290	XP_018454306.1
OG0000241	AL6G48300, AL6G48310	XP_018474567.1
OG0000242	AL3G16620	XP_018469477.1, XP_018469474.1, XP_018454705.1
OG0000244	AL6G48830	XP_018455640.1
OG0000246	AL5G34040	XP_018490695.1
OG0000246	AL4G32990	XP_018475104.1, XP_018472849.1
OG0000246	AL4G32970	XP_018439075.1, XP_018483506.1
OG0000246	AL4G32980	XP_018472847.1, XP_018475183.1, XP_018433127.1
OG0000247	AL7G52080, AL7G25460, AL8G22470, AL5G29460	XP_018471263.1
OG0000247	AL1G46070	XP_018474982.1
OG0000248	AL5G35460	XP_018455691.1
OG0000248	nbis-gene-575	XP_018469259.1, XP_018469620.1
OG0000249	AL1G48110	XP_018469607.1
OG0000250	AL6G12540, AL4G28930	XP_018446375.1
OG0000250	AL6G48930	XP_018455634.1
OG0000250	AL6G48650	XP_018475833.1, XP_018455635.1
OG0000251	AL5G15050, AL5G15060, AL5G15070	XP_018438704.1, XP_018465777.1
OG0000251	AL5G15090	XP_018460223.1
OG0000251	AL5G15010	XP_018452790.1
OG0000251	AL5G15040	XP_018480767.1
OG0000252	AL7G20350	XP_018449522.1, XP_018450660.1, XP_018450661.1
OG0000252	AL2G12370, AL2G12360	XP_018455342.1
OG0000252	AL2G37720	XP_018468896.1, XP_018474587.1, XP_018468895.1, XP_018480389.1
OG0000253	AL1G66060	XP_018477110.1
OG0000253	AL1G19530	XP_018439758.1
OG0000253	AL3G24230	XP_018432698.1
OG0000253	AL1G19520	XP_018477122.1
OG0000254	AL7G39750	XP_018463944.1
OG0000254	AL7G39720	XP_018481128.1, XP_018468570.1
OG0000254	AL7G39770, AL7G39760, AL7G39740, AL7G39730	XP_018449673.1
OG0000256	AL3G37020, AL3G42640, AL3G37010, AL3G37000, AL3G37040, AL3G36630, AL3G50390, AL3G42550, nbis-gene-800, nbis-gene-802, AL3G42750, nbis-gene-801	XP_018488215.1
OG0000257	AL7G45400	XP_018443188.1
OG0000257	AL2G35840	XP_018445119.1, XP_018469135.1
OG0000259	AL6G44930, AL1G15160	XP_018459956.1, XP_018465832.1, XP_018459954.1, XP_018459955.1
OG0000259	AL4G21500, AL4G15410	XP_018487567.1, XP_018448433.1, XP_018487583.1
OG0000260	AL7G11500, AL7G19690	XP_018457454.1
OG0000260	AL7G11510	XP_018471018.1
OG0000260	AL7G51580, AL8G26210, AL311U10010	XP_018470117.1
OG0000260	AL1G53980, AL1G53990	XP_018460212.1
OG0000262	AL2G11040	XP_018435679.1, XP_018435243.1, XP_018455323.1, XP_018454000.1, XP_018475203.1
OG0000262	AL2G13760, AL6G43420, AL2G11060	XP_018464864.1, XP_018455373.1
OG0000263	AL6G28130, AL8G14770	XP_018474168.1, XP_018479094.1, XP_018480160.1, XP_018480158.1, XP_018473613.1, XP_018473611.1, XP_018471467.1
OG0000266	AL8G28560, AL8G28540	XP_018475626.1, XP_018475661.1
OG0000268	AL5G24090	XP_018448562.1
OG0000268	AL3G43630	XP_018448716.1, XP_018448714.1, XP_018466332.1, XP_018464848.1, XP_018459854.1, XP_018487833.1, XP_018435495.1, XP_018436057.1, XP_018443690.1
OG0000269	AL8G36240	XP_018476648.1, XP_018455000.1
OG0000269	AL5G25090, AL5G25020	XP_018440337.1
OG0000269	AL2G16910, AL4G24200	XP_018480724.1, XP_018460786.1, XP_018434856.1, XP_018434290.1
OG0000270	AL2G12510	XP_018467482.1
OG0000273	AL8G28580, AL8G28590, AL8G28380, AL8G28370	XP_018469383.1
OG0000275	AL7G11970	XP_018467518.1, XP_018479383.1, XP_018467326.1, XP_018467605.1, XP_018459748.1, XP_018459747.1
OG0000275	AL7G11950	XP_018448359.1, XP_018443393.1, XP_018448360.1
OG0000275	nbis-gene-421, AL2G17720, AL6G40420, AL6G40440, AL6G40430, AL2G17690	XP_018474111.1
OG0000276	AL8G19610	XP_018464091.1
OG0000276	AL8G16120	XP_018463392.1, XP_018475106.1, XP_018466240.1, XP_018463355.1
OG0000276	AL8G18300, AL7G23790, AL210U10020, AL4G30020, AL8G20130, AL5G40150, AL1G51890	XP_018475335.1, XP_018458668.1
OG0000277	AL7G16480	XP_018465919.1
OG0000278	AL7G46030, AL7G46410	XP_018466314.1, XP_018465644.1
OG0000279	AL8G14520, AL8G14470, AL8G14510, AL8G14500, AL8G14490, AL8G14480	XP_018477471.1, XP_018454156.1, XP_018478259.1
OG0000282	nbis-gene-1800, AL7G31480, AL7G31490, AL7G31510	XP_018479177.1, XP_018479178.1, XP_018479175.1, XP_018465144.1
OG0000283	AL6G38420, AL1G38780	XP_018462322.1, XP_018462258.1
OG0000285	AL7G32710	XP_018471642.1
OG0000285	AL113U10030, AL5G31320, AL113U10010	XP_018460840.1, XP_018449860.1, XP_018461810.1, XP_018461800.1
OG0000285	AL7G25530	XP_018471751.1
OG0000285	AL2G23090, AL2G23080	XP_018476478.1, XP_018442317.1, XP_018442968.1, XP_018447282.1, XP_018484465.1
OG0000286	AL7G27750	XP_018479935.1, XP_018479936.1, XP_018479937.1
OG0000286	AL3G22250, AL3G22230	XP_018489176.1, XP_018487468.1
OG0000289	AL4G16860	XP_018464283.1
OG0000290	AL1G57470	XP_018453498.1
OG0000290	AL2G10720	XP_018457917.1, XP_018455788.1
OG0000290	AL8G22950	XP_018479693.1
OG0000294	nbis-gene-1522, AL1G39230, AL1G39220	XP_018446427.1, XP_018444883.1, XP_018446424.1
OG0000295	nbis-gene-691, nbis-gene-162	XP_018474169.1
OG0000295	nbis-gene-690, AL3G40150	XP_018490419.1
OG0000296	AL48U10010, nbis-gene-2180	XP_018455338.1
OG0000296	nbis-gene-2178, AL8G34670, AL8G26340, nbis-gene-2176, nbis-gene-2177	XP_018464951.1, XP_018465933.1, XP_018469119.1
OG0000298	AL1G48010	XP_018465006.1, XP_018489836.1
OG0000298	AL1G48070	XP_018466248.1
OG0000298	AL4G19020	XP_018454814.1
OG0000298	AL1G47970	XP_018442142.1
OG0000301	AL4G43730	XP_018438312.1, XP_018438150.1, XP_018438144.1, XP_018438976.1, XP_018438132.1, XP_018481796.1, XP_018481764.1, XP_018455519.1, XP_018453908.1, XP_018455500.1, XP_018455278.1
OG0000301	AL5G42900	XP_018444837.1
OG0000303	AL5G26120	XP_018476545.1, XP_018479212.1
OG0000303	AL6G42410	XP_018453726.1
OG0000304	AL4G16550, AL4G16530, AL4G16510	XP_018436453.1
OG0000304	AL8G21380, nbis-gene-2062, AL3G42840	XP_018443731.1, XP_018443732.1
OG0000304	AL4G38290	XP_018480545.1
OG0000308	AL8G17010, AL8G17000, AL117U10040	XP_018437787.1
OG0000312	AL4G19060	XP_018474091.1, XP_018443659.1, XP_018473899.1
OG0000313	AL7G22850, AL7G22830, AL7G22800	XP_018467798.1
OG0000313	nbis-gene-910	XP_018478598.1, XP_018481027.1, XP_018469590.1, XP_018460465.1
OG0000313	AL4G37990, AL4G38020	XP_018484680.1
OG0000314	AL7G44460	XP_018474746.1
OG0000315	AL5G42110	XP_018467416.1, XP_018438427.1, XP_018438468.1, XP_018464698.1, XP_018455392.1, XP_018455610.1
OG0000318	AL3G52410, AL3G52440	XP_018445051.1
OG0000318	AL2G28900	XP_018453400.1
OG0000318	AL3G39500	XP_018449543.1
OG0000318	AL1G28250	XP_018462718.1
OG0000320	AL4G19330	XP_018463503.1, XP_018459978.1
OG0000321	AL8G15650, AL1G57580	XP_018451266.1
OG0000321	nbis-gene-443	XP_018472351.1
OG0000322	AL7G25500	XP_018472331.1, XP_018468090.1
OG0000323	AL1G29920	XP_018484186.1
OG0000323	AL2G32570	XP_018458608.1, XP_018458610.1
OG0000325	AL1G14460	XP_018490803.1, XP_018486715.1, XP_018447493.1
OG0000325	AL4G28660	XP_018440993.1, XP_018473187.1, XP_018473553.1
OG0000325	AL4G28680	XP_018481454.1
OG0000326	AL7G51870, AL7G51860, AL8G27500, AL5G29830, AL3G23410, AL3G21160, AL3G21170, nbis-gene-679, AL3G17610	XP_018437453.1, XP_018439457.1
OG0000327	AL7G18840	XP_018487557.1, XP_018474100.1
OG0000328	AL3G34990, AL249U10020, AL3G34970	XP_018467239.1, XP_018491947.1
OG0000328	AL249U10030	XP_018458277.1, XP_018458281.1
OG0000328	AL249U10040	XP_018491260.1, XP_018465952.1, XP_018487621.1
OG0000329	AL7G41460	XP_018449287.1, XP_018449858.1
OG0000330	AL2G32680, AL2G32660, AL2G32700	XP_018457752.1
OG0000330	AL2G32630	XP_018442855.1, XP_018458605.1, XP_018443514.1, XP_018445230.1, XP_018454598.1, XP_018468728.1
OG0000330	AL1G29940	XP_018473026.1
OG0000331	AL6G51460	XP_018457024.1, XP_018474438.1
OG0000331	AL3G30460	XP_018491505.1, XP_018436581.1, XP_018441923.1
OG0000332	AL2G14760, AL2G14800	XP_018457220.1, XP_018457221.1, XP_018433196.1
OG0000332	AL2G14890	XP_018439488.1
OG0000332	nbis-gene-400, AL2G14930, nbis-gene-402, nbis-gene-401, AL2G14910, AL2G14860, AL2G14740, AL2G14750	XP_018457219.1, XP_018457211.1
OG0000335	AL5G41630, AL5G41650	XP_018481682.1, XP_018481689.1, XP_018459601.1, XP_018482270.1, XP_018459595.1, XP_018459597.1, XP_018459598.1, XP_018480168.1, XP_018480164.1
OG0000335	AL5G42220	XP_018488140.1
OG0000336	AL2G18590, AL1G67290, AL1G20120, AL1G20240, nbis-gene-1385	XP_018460718.1
OG0000339	AL4G25660, AL4G25680	XP_018475851.1
OG0000339	AL9U10390	XP_018444672.1
OG0000341	AL1G52480, AL1G52390	XP_018473279.1
