Orthogroup	Arabidopsis_lyrata_Rawat	Rorippa_islandica
OG0000108	AL3G32160, AL1G56110	Roisl.0074s0053.1.p
OG0000108	AL4G40470, AL4G40460	Roisl.0028s0385.1.p, Roisl.0028s0408.1.p
OG0000109	AL1G47060, AL4G15980	Roisl.0194s0008.1.p
OG0000111	AL6G41700, AL6G41690, AL496U10010, AL6G51840, AL496U10020, AL6G51870	Roisl.0015s0039.1.p
OG0000111	AL6G41670, AL6G41680	Roisl.0091s0649.1.p
OG0000111	AL5G34240, AL3G50380	Roisl.0009s0044.1.p, Roisl.0057s0030.1.p, Roisl.0057s0027.1.p
OG0000111	AL5G18800, AL2G34810	Roisl.0210s2207.1.p, Roisl.0013s0027.1.p
OG0000114	AL2G19090, AL2G20370, AL1G46930, AL8G13990, AL5G18470, AL5G18060, AL3G42080, AL4G18650, AL3G44910, nbis-gene-1272, nbis-gene-1271, AL1G50940	Roisl.0195s0034.1.p, Roisl.0082s0484.1.p
OG0000114	AL6G40550	Roisl.0024s0009.1.p
OG0000117	AL1G37270	Roisl.0191s0189.1.p
OG0000117	AL1G37280	Roisl.0191s0191.1.p
OG0000117	AL1G37390	Roisl.0191s0200.1.p
OG0000117	AL1G37330, AL1G37340	Roisl.0191s0196.1.p
OG0000118	AL4G35680, AL4G35660, AL4G35650	Roisl.0012s0130.1.p
OG0000118	AL7G47920	Roisl.0017s0203.1.p, Roisl.0017s0206.1.p
OG0000118	AL3G38540, AL3G38550	Roisl.0053s0217.1.p, Roisl.0053s0316.1.p
OG0000119	AL5G25370	Roisl.0209s0264.1.p
OG0000119	AL4G18370, AL4G18360, AL4G18340	Roisl.0082s0489.1.p
OG0000119	AL5G21720, AL5G21730	Roisl.0208s0010.1.p, Roisl.0021s0512.1.p
OG0000119	AL5G24100	Roisl.0209s0256.1.p, Roisl.0209s0258.1.p
OG0000122	AL8G32110	Roisl.0080s0689.1.p
OG0000125	AL4G23570	Roisl.0082s0686.1.p, Roisl.0082s0679.1.p
OG0000125	AL1G17740	Roisl.0091s1034.1.p
OG0000125	AL1G55940	Roisl.0013s0044.1.p
OG0000125	AL1G59870	Roisl.0006s0236.1.p
OG0000125	AL1G59850	Roisl.0213s0753.1.p
OG0000126	AL4G20870	Roisl.0021s0393.1.p, Roisl.0208s0044.1.p, Roisl.0208s0042.1.p, Roisl.0020s0136.1.p
OG0000127	AL1G18070	Roisl.0091s1058.1.p
OG0000127	AL6G34020	Roisl.0210s1950.1.p
OG0000127	AL6G11840	Roisl.0034s0161.1.p
OG0000127	AL3G20660	Roisl.0079s0305.1.p
OG0000127	AL8G36480	Roisl.0080s0276.1.p
OG0000127	AL5G24750	Roisl.0209s0299.1.p, Roisl.0209s0304.1.p
OG0000127	AL4G23250	Roisl.0082s0645.1.p
OG0000128	AL5G41150	Roisl.0019s0649.1.p
OG0000128	AL8G16450	Roisl.0019s0650.1.p
OG0000128	AL5G41080	Roisl.0018s0036.1.p, Roisl.0018s0037.1.p
OG0000128	AL5G41090	Roisl.0018s0038.1.p
OG0000128	AL5G41050	Roisl.0018s0034.1.p
OG0000129	AL2G19870	Roisl.0021s0622.1.p
OG0000129	AL2G19970	Roisl.0194s0004.1.p
OG0000129	AL2G20180	Roisl.0022s0002.1.p, Roisl.0022s0001.1.p
OG0000129	AL2G20130	Roisl.0204s0176.1.p
OG0000129	AL1G60690, AL8G38710, AL8G38700	Roisl.0080s0056.1.p, Roisl.0080s0057.1.p
OG0000129	AL4G22760, AL4G22720	Roisl.0204s0037.1.p, Roisl.0204s0045.1.p
OG0000129	AL8G25830	Roisl.0189s0223.1.p
OG0000129	AL2G19840	Roisl.0021s0625.1.p
OG0000130	nbis-gene-1897	Roisl.0027s0125.1.p
OG0000130	AL6G41390, AL3G51120, AL7G52490	Roisl.0012s0041.1.p, Roisl.0032s0030.1.p, Roisl.0189s0078.1.p
OG0000130	AL3G43990	Roisl.0080s0678.1.p
OG0000130	AL2G19800	Roisl.0202s0005.1.p
OG0000132	AL5G36020	Roisl.0046s1480.1.p
OG0000132	AL8G40480	Roisl.0024s0217.1.p
OG0000134	AL1G67280	Roisl.0214s0845.1.p
OG0000134	AL2G23230	Roisl.0045s0039.1.p
OG0000134	AL5G19550, AL7G52360, AL7G52440, AL7G52310, AL7G52380, AL7G52410, AL7G52290, AL686U10020	Roisl.0046s0012.1.p
OG0000134	AL5G22740	Roisl.0027s0026.1.p, Roisl.0027s0027.1.p
OG0000134	AL1G52710	Roisl.0210s0840.1.p
OG0000134	AL4G22780, AL8G15310	Roisl.0004s0001.1.p
OG0000134	AL8G17970, AL8G17980, AL20U10060, AL20U10050, AL20U10040, AL20U10020	Roisl.0214s0290.1.p
OG0000137	AL8G30930	Roisl.0080s0795.1.p
OG0000137	AL8G30910	Roisl.0080s0802.1.p
OG0000137	AL8G30920	Roisl.0080s0798.1.p
OG0000137	AL8G30900	Roisl.0080s0799.1.p
OG0000137	AL8G30890	Roisl.0080s0800.1.p
OG0000138	AL5G40800	Roisl.0018s0009.1.p
OG0000138	AL5G40760	Roisl.0018s0007.1.p
OG0000138	AL5G40870	Roisl.0018s0015.1.p
OG0000138	AL5G40860	Roisl.0018s0013.1.p
OG0000138	AL5G40850	Roisl.0209s0397.1.p, Roisl.0209s0398.1.p, Roisl.0209s0399.1.p, Roisl.0189s0215.1.p
OG0000138	AL2G23440, AL5G45250, AL5G35200	Roisl.0046s1395.1.p
OG0000140	AL8G35610, AL1G29430, AL2G32620	Roisl.0210s1920.1.p, Roisl.0188s0133.1.p, Roisl.0019s0384.1.p
OG0000141	AL1G23590	Roisl.0021s0319.1.p
OG0000143	AL3G54050	Roisl.0009s0285.1.p, Roisl.0048s0044.1.p, Roisl.0189s0085.1.p, Roisl.0012s0100.1.p, Roisl.0214s0209.1.p, Roisl.0071s0002.1.p, Roisl.0019s0075.1.p, Roisl.0014s0024.1.p, Roisl.0058s0105.1.p, Roisl.0184s0037.1.p, Roisl.0213s0768.1.p, Roisl.0210s2172.1.p, Roisl.0185s0038.1.p, Roisl.0047s0065.1.p
OG0000148	nbis-gene-277	Roisl.0006s0146.1.p
OG0000148	AL2G11100	Roisl.0006s0148.1.p
OG0000148	AL1G54580, AL1G54620	Roisl.0013s0141.1.p
OG0000148	AL3G17170	Roisl.0082s0572.1.p
OG0000148	nbis-gene-1537	Roisl.0210s1505.1.p
OG0000151	AL5G36230	Roisl.0046s1506.1.p
OG0000151	AL5G36220	Roisl.0046s1505.1.p
OG0000151	AL4G36690	Roisl.0017s0307.1.p
OG0000151	AL5G36210	Roisl.0046s1504.1.p
OG0000151	AL5G34430	Roisl.0046s1329.1.p
OG0000151	AL4G33730	Roisl.0017s0076.1.p
OG0000151	AL6G24190	Roisl.0210s1053.1.p
OG0000153	AL4G23840, AL4G23880	Roisl.0209s0522.1.p, Roisl.0082s0712.1.p
OG0000153	AL4G25560	Roisl.0033s0089.1.p
OG0000153	AL4G23860	Roisl.0082s0717.1.p, Roisl.0082s0715.1.p
OG0000153	AL1G17600	Roisl.0091s1018.1.p
OG0000154	AL6G29770, AL6G29780	Roisl.0006s0138.1.p
OG0000157	AL1G44400	Roisl.0213s0249.1.p, Roisl.0213s0140.1.p, Roisl.0115s0101.1.p, Roisl.0210s0036.1.p, Roisl.0115s0102.1.p
OG0000157	AL1G44920, AL1G44890	Roisl.0213s0342.1.p, Roisl.0213s0344.1.p
OG0000158	nbis-gene-1710, AL2G28170, AL7G14590	Roisl.0020s0089.1.p
OG0000158	AL7G32560, AL7G30180, AL7G33450	Roisl.0034s0152.1.p
OG0000158	AL4G12250, AL6G25220	Roisl.0191s0244.1.p
OG0000158	AL6G46400	Roisl.0020s0185.1.p
OG0000160	AL3G52950	Roisl.0066s0007.1.p
OG0000160	AL7G22000	Roisl.0003s0027.1.p
OG0000160	AL8G33330	Roisl.0080s0566.1.p
OG0000160	AL3G44180	Roisl.0214s0132.1.p
OG0000160	AL5G20850	Roisl.0185s0093.1.p
OG0000160	AL2G40780	Roisl.0115s0111.1.p
OG0000160	AL4G15040	Roisl.0051s0034.1.p
OG0000162	AL4G28780	Roisl.0028s0711.1.p
OG0000162	nbis-gene-1071	Roisl.0028s0709.1.p
OG0000162	nbis-gene-1198, AL6G22950, AL5G13340, nbis-gene-1199, AL5G13350, AL7G52550, AL7G52570	Roisl.0028s0513.1.p
OG0000162	AL3G42400, AL3G42420	Roisl.0213s0743.1.p
OG0000162	AL4G28810, AL4G28800	Roisl.0028s0712.1.p
OG0000165	AL3G46810	Roisl.0013s0197.1.p
OG0000167	AL3G41620, AL3G41610, nbis-gene-792, AL3G41660	Roisl.0115s0450.1.p
OG0000167	AL3G35160, AL3G35150	Roisl.0115s0454.1.p
OG0000167	nbis-gene-789	Roisl.0053s0365.1.p
OG0000170	AL4G44750	Roisl.0035s0196.1.p
OG0000170	AL4G44740	Roisl.0035s0198.1.p
OG0000170	AL4G44730	Roisl.0035s0200.1.p
OG0000171	AL8G28000	Roisl.0031s0104.1.p
OG0000171	AL7G47650, AL2G10770	Roisl.0050s0073.1.p
OG0000171	AL3G49460	Roisl.0066s0281.1.p
OG0000171	AL8G31780	Roisl.0080s0713.1.p
OG0000171	AL3G19690	Roisl.0079s0225.1.p
OG0000171	AL7G24680	Roisl.0022s0465.1.p
OG0000172	AL2G38250, AL4G28120	Roisl.0012s0296.1.p, Roisl.0027s0147.1.p
OG0000173	AL7G11730	Roisl.0003s0258.1.p
OG0000173	AL7G12140	Roisl.0001s0452.1.p
OG0000173	AL7G13810	Roisl.0028s0555.1.p
OG0000173	AL3G40190	Roisl.0053s0207.1.p
OG0000173	AL7G12760	Roisl.0210s1802.1.p, Roisl.0001s0420.1.p, Roisl.0008s0315.1.p
OG0000173	AL7G13600, AL7G12790	Roisl.0214s0637.1.p
OG0000175	AL1G37260	Roisl.0019s0487.1.p, Roisl.0191s0187.1.p
OG0000175	AL2G16210	Roisl.0046s1598.1.p
OG0000175	AL1G21480	Roisl.0021s0131.1.p
OG0000175	AL6G25440	Roisl.0210s1168.1.p
OG0000175	AL5G45050, AL2G23510	Roisl.0018s0359.1.p
OG0000176	AL3G15860	Roisl.0039s0061.1.p
OG0000176	AL2G31050	Roisl.0005s0278.1.p
OG0000177	AL1G34300, AL3G41650	Roisl.0049s0035.1.p
OG0000177	AL6G51590, AL1G34280	Roisl.0189s0081.1.p
OG0000177	AL1G34360	Roisl.0049s0036.1.p
OG0000178	AL6G47960	Roisl.0082s0204.1.p
OG0000178	AL6G47980	Roisl.0082s0206.1.p
OG0000178	AL6G47970	Roisl.0082s0205.1.p
OG0000178	AL6G48020	Roisl.0082s0207.1.p
OG0000178	AL6G47990	Roisl.0082s0209.1.p, Roisl.0082s0208.1.p
OG0000178	AL1G49990	Roisl.0184s0012.1.p
OG0000179	AL1G65670	Roisl.0214s0723.1.p, Roisl.0214s0729.1.p, Roisl.0214s0720.1.p, Roisl.0214s0730.1.p, Roisl.0214s0701.1.p, Roisl.0214s0727.1.p, Roisl.0214s0636.1.p, Roisl.0214s0722.1.p, Roisl.0214s0666.1.p, Roisl.0214s0759.1.p
OG0000179	AL2G17650	Roisl.0208s0031.1.p
OG0000179	AL2G17250	Roisl.0214s0687.1.p, Roisl.0214s0686.1.p
OG0000179	AL2G16980	Roisl.0214s0662.1.p, Roisl.0214s0689.1.p, Roisl.0214s0768.1.p, Roisl.0214s0758.1.p, Roisl.0214s0794.1.p, Roisl.0214s0685.1.p
OG0000182	AL5G43310, AL5G43300	Roisl.0046s1327.1.p
OG0000182	AL7G51710, AL5G39240, AL1G52920, AL5G39230	Roisl.0018s0428.1.p, Roisl.0020s0176.1.p, Roisl.0018s0427.1.p
OG0000182	AL5G39260	Roisl.0020s0170.1.p
OG0000182	AL5G20620, AL5G20610	Roisl.0046s1409.1.p, Roisl.0046s1413.1.p, Roisl.0046s1124.1.p
OG0000183	AL7G46650	Roisl.0024s0013.1.p
OG0000183	AL5G38180	Roisl.0028s0511.1.p, Roisl.0026s0219.1.p
OG0000183	AL5G21780	Roisl.0208s0006.1.p
OG0000183	AL4G20560	Roisl.0209s0513.1.p
OG0000184	AL3G36220	Roisl.0115s0547.1.p
OG0000185	AL1G49370, AL1G49350, AL1G49380	Roisl.0213s0109.1.p
OG0000185	AL5G14060	Roisl.0080s0095.1.p, Roisl.0080s0099.1.p, Roisl.0024s0218.1.p
OG0000185	AL8G40780	Roisl.0024s0123.1.p
OG0000185	AL1G37710, AL1G37720, AL1G37670	Roisl.0074s0700.1.p
OG0000185	AL1G42110, AL1G41350	Roisl.0213s0120.1.p, Roisl.0213s0122.1.p
OG0000186	AL6G11580	Roisl.0034s0137.1.p, Roisl.0209s0018.1.p
OG0000186	AL8G31350	Roisl.0080s0756.1.p
OG0000186	AL5G15330	Roisl.0011s0430.1.p
OG0000186	AL5G11890	Roisl.0011s0158.1.p
OG0000187	nbis-gene-932, AL4G10910	Roisl.0082s0109.1.p, Roisl.0011s0578.1.p
OG0000187	AL1G32210	Roisl.0007s0183.1.p
OG0000187	AL4G24590, AL4G24560, AL4G24330, AL4G24610, AL4G24350, AL4G24620, AL4G24340, AL4G24320	Roisl.0082s0775.1.p, Roisl.0082s0772.1.p, Roisl.0033s0001.1.p, Roisl.0082s0770.1.p, Roisl.0020s0168.1.p, Roisl.0082s0774.1.p
OG0000188	AL6G22480, AL6G22490, AL6G22600, AL3G14200	Roisl.0210s0897.1.p
OG0000188	nbis-gene-688	Roisl.0074s0934.1.p
OG0000189	AL5G31720	Roisl.0046s1079.1.p
OG0000189	AL3G50830	Roisl.0066s0143.1.p
OG0000189	AL2G35850	Roisl.0004s0308.1.p
OG0000189	AL1G32900	Roisl.0007s0123.1.p
OG0000192	AL2G13220	Roisl.0021s0466.1.p
OG0000193	AL1G53610	Roisl.0013s0218.1.p
OG0000193	AL1G46640, AL1G46660, AL1G46620	Roisl.0209s0180.1.p
OG0000195	AL5G25820	Roisl.0209s0387.1.p
OG0000195	AL3G48600	Roisl.0214s0365.1.p
OG0000196	AL7G47590, AL7G47570, AL7G47600, AL4G22240, AL7G47850	Roisl.0009s0050.1.p, Roisl.0009s0051.1.p, Roisl.0009s0073.1.p, Roisl.0009s0076.1.p, Roisl.0009s0071.1.p, Roisl.0009s0040.1.p
OG0000196	AL7G47540	Roisl.0014s0087.1.p, Roisl.0009s0039.1.p, Roisl.0009s0046.1.p
OG0000196	AL7G47550	Roisl.0009s0075.1.p, Roisl.0009s0047.1.p, Roisl.0009s0053.1.p
OG0000197	AL7G34530	Roisl.0091s0346.1.p
OG0000197	AL7G34490	Roisl.0091s0344.1.p, Roisl.0091s0343.1.p
OG0000198	AL5G13150, AL5G10520	Roisl.0011s0049.1.p
OG0000198	AL1G27010	Roisl.0007s0637.1.p
OG0000199	AL1G59580, AL1G61110, AL1G54760	Roisl.0091s0010.1.p, Roisl.0019s0834.1.p, Roisl.0024s0042.1.p, Roisl.0001s0510.1.p
OG0000199	AL7G22480	Roisl.0082s0445.1.p, Roisl.0082s0444.1.p, Roisl.0020s0058.1.p
OG0000200	AL1G15400	Roisl.0091s0810.1.p
OG0000200	AL1G15390	Roisl.0091s0809.1.p
OG0000201	AL3G45630	Roisl.0066s0324.1.p
OG0000202	AL6G50960	Roisl.0191s0663.1.p
OG0000202	AL6G50950	Roisl.0191s0662.1.p, Roisl.0191s0665.1.p, Roisl.0191s0668.1.p
OG0000202	AL6G47610	Roisl.0191s0669.1.p
OG0000203	AL5G39980, AL5G40000	Roisl.0026s0064.1.p
OG0000203	AL5G40110	Roisl.0026s0056.1.p
OG0000205	AL4G17770	Roisl.0209s0536.1.p, Roisl.0194s0079.1.p, Roisl.0209s0784.1.p, Roisl.0191s0702.1.p
OG0000205	AL8G20180	Roisl.0204s0008.1.p, Roisl.0185s0083.1.p, Roisl.0194s0012.1.p, Roisl.0066s0404.1.p, Roisl.0012s0177.1.p, Roisl.0185s0085.1.p, Roisl.0215s0013.1.p, Roisl.0209s0582.1.p, Roisl.0037s0079.1.p
OG0000207	AL7G43260, AL429U10020	Roisl.0060s0018.1.p
OG0000208	AL4G19750	Roisl.0213s0614.1.p
OG0000208	AL4G14050	Roisl.0082s0585.1.p
OG0000209	AL5G25310	Roisl.0046s1202.1.p, Roisl.0007s0706.1.p
OG0000209	AL6G20830	Roisl.0210s0893.1.p, Roisl.0210s0751.1.p
OG0000209	AL4G30220	Roisl.0043s0005.1.p, Roisl.0017s0462.1.p
OG0000209	AL1G37130	Roisl.0036s0024.1.p, Roisl.0191s0174.1.p
OG0000209	AL1G43860	Roisl.0191s0307.1.p
OG0000210	AL4G44040	Roisl.0028s0090.1.p
OG0000210	AL4G20750	Roisl.0214s0326.1.p, Roisl.0214s0323.1.p, Roisl.0055s0064.1.p, Roisl.0214s0324.1.p, Roisl.0214s0328.1.p
OG0000215	AL22U10020, AL4G18700, AL6G38570, AL4G16420, AL2G18820	Roisl.0210s0627.1.p
OG0000216	AL6G47240	Roisl.0209s0235.1.p, Roisl.0209s0234.1.p
OG0000216	AL6G47230	Roisl.0209s0233.1.p
OG0000216	AL2G18850	Roisl.0214s0809.1.p
OG0000216	AL5G37800	Roisl.0046s1649.1.p
OG0000218	AL4G42280	Roisl.0022s0061.1.p, Roisl.0210s0467.1.p, Roisl.0214s0787.1.p, Roisl.0213s0859.1.p, Roisl.0010s0024.1.p, Roisl.0083s0054.1.p
OG0000219	AL7G49130, AL7G46120	Roisl.0009s0148.1.p
OG0000222	AL6G40720	Roisl.0201s0020.1.p, Roisl.0043s0013.1.p, Roisl.0036s0049.1.p, Roisl.0215s0004.1.p, Roisl.0188s0135.1.p, Roisl.0061s0006.1.p, Roisl.0043s0027.1.p, Roisl.0185s0033.1.p, Roisl.0075s0030.1.p, Roisl.0208s0002.1.p, Roisl.0038s0003.1.p, Roisl.0022s0050.1.p, Roisl.0082s0034.1.p, Roisl.0189s0004.1.p, Roisl.0189s0003.1.p, Roisl.0041s0021.1.p, Roisl.0189s0006.1.p, Roisl.0210s2124.1.p, Roisl.0021s0627.1.p, Roisl.0087s0008.1.p, Roisl.0214s0102.1.p, Roisl.0191s0697.1.p, Roisl.0210s2110.1.p, Roisl.0214s0185.1.p, Roisl.0194s0077.1.p, Roisl.0184s0008.1.p, Roisl.0209s0533.1.p, Roisl.0189s0010.1.p, Roisl.0025s0105.1.p, Roisl.0188s0142.1.p, Roisl.0032s0108.1.p, Roisl.0061s0008.1.p, Roisl.0062s0031.1.p, Roisl.0200s0002.1.p, Roisl.0194s0072.1.p, Roisl.0213s0011.1.p, Roisl.0036s0107.1.p, Roisl.0082s0071.1.p, Roisl.0075s0029.1.p, Roisl.0038s0037.1.p, Roisl.0184s0228.1.p, Roisl.0201s0021.1.p, Roisl.0053s0020.1.p, Roisl.0082s0004.1.p, Roisl.0124s0002.1.p, Roisl.0082s0022.1.p, Roisl.0214s0134.1.p, Roisl.0083s0042.1.p, Roisl.0052s0067.1.p, Roisl.0209s0540.1.p, Roisl.0029s0048.1.p, Roisl.0185s0053.1.p, Roisl.0111s0037.1.p, Roisl.0209s0542.1.p, Roisl.0194s0054.1.p, Roisl.0037s0077.1.p, Roisl.0087s0006.1.p, Roisl.0215s0007.1.p, Roisl.0215s0008.1.p, Roisl.0215s0003.1.p, Roisl.0198s0067.1.p, Roisl.0201s0016.1.p, Roisl.0201s0015.1.p, Roisl.0040s0033.1.p, Roisl.0015s0196.1.p, Roisl.0082s0008.1.p, Roisl.0029s0092.1.p, Roisl.0210s2137.1.p, Roisl.0008s0103.1.p, Roisl.0043s0026.1.p, Roisl.0185s0040.1.p, Roisl.0209s0026.1.p, Roisl.0200s0008.1.p, Roisl.0201s0002.1.p, Roisl.0027s0040.1.p, Roisl.0209s0541.1.p, Roisl.0185s0100.1.p
OG0000225	AL2G28790	Roisl.0115s0258.1.p
OG0000225	AL2G39130	Roisl.0115s0259.1.p
OG0000226	AL4G14040	Roisl.0006s0604.1.p
OG0000226	AL5G19060	Roisl.0210s2061.1.p
OG0000226	AL2G13880	Roisl.0209s0617.1.p
OG0000227	AL3G16300	Roisl.0039s0096.1.p
OG0000227	AL6G37850	Roisl.0047s0017.1.p
OG0000227	AL3G46870	Roisl.0047s0018.1.p
OG0000229	AL4G17660, AL4G17920, AL4G17900	Roisl.0064s0044.1.p, Roisl.0046s0553.1.p, Roisl.0082s0643.1.p
OG0000229	AL1G65810, AL5G20810	Roisl.0019s0783.1.p, Roisl.0019s0786.1.p
OG0000230	AL5G40610, AL5G40780	Roisl.0036s0075.1.p, Roisl.0198s0012.1.p, Roisl.0198s0049.1.p
OG0000230	AL5G40710	Roisl.0018s0014.1.p
OG0000230	AL7G52220	Roisl.0046s0007.1.p
OG0000232	AL3G48740	Roisl.0115s0434.1.p
OG0000232	AL1G53480	Roisl.0045s0049.1.p
OG0000233	AL6G17870	Roisl.0210s0497.1.p
OG0000233	AL6G17850	Roisl.0210s0495.1.p, Roisl.0210s0494.1.p
OG0000233	AL6G17810, AL6G17910, AL6G17830	Roisl.0210s0492.1.p
OG0000234	AL6G12280, AL6G12310, AL3G47640, AL1G59710, AL1G59720, AL6G12290	Roisl.0053s0230.1.p, Roisl.0053s0229.1.p
OG0000234	AL6G12300	Roisl.0030s0016.1.p
OG0000235	AL4G35970, AL463U10040, AL4G36830	Roisl.0017s0244.1.p
OG0000235	AL3G52720, AL3G49080	Roisl.0209s0012.1.p, Roisl.0209s0080.1.p
OG0000236	AL2G28820	Roisl.0020s0191.1.p, Roisl.0019s0572.1.p
OG0000236	AL2G23070	Roisl.0075s0132.1.p, Roisl.0053s0263.1.p, Roisl.0115s0550.1.p, Roisl.0213s0762.1.p
OG0000236	nbis-gene-989, AL6G43290, AL6G43280	Roisl.0184s0155.1.p
OG0000237	AL5G33670	Roisl.0051s0004.1.p
OG0000237	AL3G35490	Roisl.0115s0490.1.p
OG0000238	AL2G30310	Roisl.0019s0441.1.p
OG0000238	AL6G40180	Roisl.0046s0451.1.p
OG0000238	AL2G30370	Roisl.0019s0443.1.p
OG0000241	AL7G32050	Roisl.0091s0140.1.p
OG0000241	AL7G32060	Roisl.0091s0141.1.p
OG0000241	AL7G32080, AL7G32090	Roisl.0091s0142.1.p
OG0000241	AL6G48330	Roisl.0082s0231.1.p
OG0000241	AL6G48290	Roisl.0082s0229.1.p
OG0000241	AL6G48310	Roisl.0082s0230.1.p
OG0000242	AL3G16620	Roisl.0082s0505.1.p, Roisl.0012s0059.1.p, Roisl.0049s0020.1.p, Roisl.0049s0019.1.p, Roisl.0049s0018.1.p, Roisl.0046s0664.1.p
OG0000243	AL1G43260	Roisl.0213s0196.1.p, Roisl.0213s0206.1.p, Roisl.0213s0204.1.p
OG0000244	AL6G49330, AL6G48870	Roisl.0082s0288.1.p, Roisl.0082s0284.1.p, Roisl.0082s0282.1.p, Roisl.0082s0292.1.p, Roisl.0082s0281.1.p
OG0000244	AL6G48830	Roisl.0082s0280.1.p
OG0000244	AL6G49970, AL6G49560	Roisl.0082s0372.1.p, Roisl.0082s0373.1.p, Roisl.0082s0374.1.p
OG0000244	AL6G49960	Roisl.0082s0369.1.p
OG0000246	AL5G34040	Roisl.0046s1292.1.p
OG0000246	AL4G32990	Roisl.0017s0009.1.p, Roisl.0017s0010.1.p, Roisl.0017s0011.1.p
OG0000246	AL4G32980	Roisl.0017s0006.1.p, Roisl.0017s0005.1.p, Roisl.0017s0008.1.p
OG0000247	AL7G52080	Roisl.0213s0790.1.p, Roisl.0213s0788.1.p
OG0000247	AL7G25460	Roisl.0015s0176.1.p
OG0000247	AL3G40220, AL3G40940, AL3G40610	Roisl.0053s0155.1.p
OG0000248	AL2G29280	Roisl.0019s0529.1.p
OG0000248	AL5G35460	Roisl.0019s0530.1.p
OG0000248	nbis-gene-575	Roisl.0019s0522.1.p, Roisl.0019s0521.1.p
OG0000249	AL2G10350	Roisl.0188s0126.1.p, Roisl.0011s0462.1.p
OG0000250	AL6G50030	Roisl.0012s0265.1.p
OG0000250	AL6G48930	Roisl.0082s0295.1.p
OG0000251	AL5G15090	Roisl.0011s0408.1.p
OG0000251	AL5G15100	Roisl.0011s0412.1.p
OG0000251	AL5G15010	Roisl.0011s0400.1.p
OG0000252	AL7G20350	Roisl.0008s0081.1.p
OG0000252	AL2G12370, AL2G12360	Roisl.0010s0130.1.p, Roisl.0010s0131.1.p, Roisl.0010s0134.1.p
OG0000252	AL2G37720	Roisl.0004s0146.1.p
OG0000252	AL2G37740	Roisl.0004s0145.1.p
OG0000253	AL3G24230	Roisl.0074s0750.1.p
OG0000253	AL3G20620	Roisl.0079s0301.1.p
OG0000253	AL6G11740	Roisl.0034s0151.1.p
OG0000254	AL7G39760	Roisl.0002s0134.1.p, Roisl.0002s0133.1.p
OG0000254	AL7G39740	Roisl.0002s0126.1.p, Roisl.0002s0127.1.p
OG0000254	AL7G39730	Roisl.0002s0125.1.p, Roisl.0002s0123.1.p
OG0000256	AL3G30180	Roisl.0074s0222.1.p
OG0000256	AL3G42640	Roisl.0115s0633.1.p
OG0000256	nbis-gene-802, AL3G42750, nbis-gene-801	Roisl.0115s0620.1.p, Roisl.0115s0621.1.p
OG0000257	AL7G45400	Roisl.0053s0142.1.p, Roisl.0053s0138.1.p, Roisl.0008s0083.1.p
OG0000257	AL2G35830	Roisl.0005s0208.1.p, Roisl.0005s0205.1.p
OG0000257	AL2G35840	Roisl.0004s0309.1.p
OG0000258	AL5G20640, AL6G41050	Roisl.0025s0050.1.p, Roisl.0052s0068.1.p
OG0000259	AL3G41860	Roisl.0074s0123.1.p
OG0000260	AL7G11510	Roisl.0001s0521.1.p
OG0000260	AL8G26210, AL311U10010	Roisl.0189s0177.1.p
OG0000262	AL2G11060	Roisl.0209s0739.1.p
OG0000262	AL2G11030	Roisl.0050s0097.1.p
OG0000265	AL1G50970	Roisl.0194s0056.1.p
OG0000266	AL8G28510, AL8G28520, AL211U10010, AL8G28530, AL8G28470, AL8G28350	Roisl.0189s0075.1.p, Roisl.0189s0074.1.p, Roisl.0184s0095.1.p, Roisl.0184s0093.1.p
OG0000266	AL8G28560, AL8G28540	Roisl.0031s0137.1.p
OG0000269	AL8G36240	Roisl.0080s0302.1.p
OG0000269	AL1G62090	Roisl.0209s0328.1.p
OG0000269	AL5G25090, AL5G25020	Roisl.0209s0327.1.p
OG0000269	AL2G16910	Roisl.0214s0655.1.p
OG0000269	AL4G24200	Roisl.0082s0743.1.p
OG0000270	AL2G12510	Roisl.0050s0087.1.p
OG0000270	AL2G12790	Roisl.0010s0123.1.p
OG0000270	AL2G12380	Roisl.0010s0124.1.p
OG0000273	nbis-gene-319	Roisl.0058s0037.1.p, Roisl.0058s0038.1.p
OG0000273	AL8G28580, AL8G28590, AL8G28380, AL8G28370	Roisl.0082s0107.1.p
OG0000275	AL7G11970	Roisl.0005s0214.1.p
OG0000275	AL7G11950	Roisl.0006s0174.1.p
OG0000275	AL8G23520	Roisl.0001s0492.1.p
OG0000275	nbis-gene-421, AL2G17720, AL6G40420, AL6G40440, AL6G40430, AL2G17690	Roisl.0214s0705.1.p, Roisl.0214s0704.1.p
OG0000277	AL7G10820	Roisl.0001s0078.1.p
OG0000277	AL1G32640	Roisl.0007s0143.1.p
OG0000278	AL7G46030	Roisl.0210s2199.1.p
OG0000278	AL7G46410	Roisl.0064s0021.1.p
OG0000278	AL7G46160, AL7G46150	Roisl.0210s2209.1.p, Roisl.0210s2204.1.p
OG0000278	AL7G46040, AL7G38390, AL7G38360, AL7G46130, AL7G46050	Roisl.0210s2203.1.p, Roisl.0210s2200.1.p, Roisl.0210s2202.1.p
OG0000279	AL4G18170	Roisl.0074s0025.1.p, Roisl.0074s0024.1.p
OG0000279	AL8G14520	Roisl.0213s0480.1.p, Roisl.0213s0484.1.p
