Orthogroup	Arabidopsis_lyrata_Rawat	Conringia_planisiliqua
OG0000179	AL1G65670	CP2_g49358_DN1_SP0_c.t1, CP2_g49126_DN2_SP0_c.t1, CP8_g52792_DN1_SP0_c.t1, CP2_g49383_DN2_SP0_c.t1
OG0000179	AL2G17250	CP2_g49352_DN3_SP0_c.t1
OG0000179	AL2G17390, AL2G17430	CP2_g49350_DN3_SP0_c.t1, CP8_g52789_DN3_SP0_c.t1
OG0000179	AL2G16980	CP2_g49361_DN3_SP0_c.t1, CP2_g49359_DN3_SP0_c.t1, CP2_g49380_DN3_SP0_c.t1
OG0000182	AL5G43310, AL5G43300	CP2_g49579_DN2_SP0_c.t1
OG0000183	AL2G24200, AL7G46650	CP5_g1726_DN3_SP8_c.t1
OG0000183	AL5G38180	CP3_g13675_DN3_SP8_c.t1
OG0000183	AL4G20560	CP4_g26440_DN3_SP8_c.t1
OG0000187	AL4G24590, AL4G24560, AL4G24330, AL4G24610, AL4G24350, AL4G24620, AL4G24340, AL4G24320	CP7_g44449_DN3_SP0_c.t1
OG0000189	AL7G16200	CP10_g43894_DN3_SP5_c.t1
OG0000189	AL2G35850	CP9_g29229_DN3_SP8_c.t1
OG0000189	AL1G32900	CP7_g45756_DN3_SP8_c.t1
OG0000192	AL1G25180, AL1G25190	CP1_g37644_DN3_SP0_c.t1
OG0000192	AL7G26670	CP19_g18011_DN3_SP0_c.t1
OG0000193	AL3G29460	CP7_g44707_DN2_SP0_c.t1
OG0000193	AL1G53610	CP3_g15012_DN3_SP0_c.t1, CP3_g15010_DN3_SP0_c.t1, CP3_g15011_DN3_SP0_c.t1
OG0000195	AL3G48580	CP15_g34742_DN3_SP0_c.t1
OG0000196	AL7G47540	CP19_g17880_DN3_SP0_c.t1
OG0000196	AL7G48670	CP19_g17875_DN3_SP0_c.t1
OG0000197	AL7G34530	CP1_g38811_DN2_SP0_c.t1, CP1_g38769_DN2_SP0_c.t1, CP1_g38820_DN1_SP0_c.t1
OG0000198	AL7G42370, AL5G10550	CP13_g19662_DN3_SP0_c.t1, CP13_g19663_DN3_SP3_c.t1, CP13_g19661_DN2_SP8_c.t1
OG0000198	AL1G27020, AL1G45410	CP1_g37803_DN3_SP1_c.t1
OG0000198	AL1G27010	CP1_g37802_DN3_SP1_c.t1
OG0000198	AL5G15240	CP19_g18287_DN3_SP0_c.t1
OG0000199	AL7G22480, AL6G29250, AL6G29230, AL7G22490, AL7G22500	CP5_g930_DN3_SP0_c.t1
OG0000203	AL5G40110	CP3_g13515_DN3_SP0_c.t1
OG0000205	AL4G17770, AL8G20180	CP18_g11804_DN1_SP0_c.t1, CP1_g40979_DN1_SP0_c.t1, CP104_g20849_DN3_SP0_c.t1
OG0000207	AL7G43260, AL429U10020	CP31_g46729_DN2_SP0_c.t1
OG0000209	AL1G20200, AL5G25310	CP1_g37296_DN2_SP0_c.t1, CP1_g37302_DN2_SP0_c.t1
OG0000209	AL1G43860	CP8_g52637_DN1_SP0_c.t1
OG0000210	AL2G23580	CP8_g54067_DN2_SP0_c.t1
OG0000215	AL22U10020, AL4G18700, AL6G38570, AL4G16420, AL2G18820	CP15_g35901_DN3_SP0_c.t1
OG0000216	AL6G47240, AL6G47230, AL6G43900, AL6G44750, AL2G18850, AL5G37800	CP16_g55066_DN2_SP0_c.t1
OG0000218	AL4G42280	CP9_g28240_DN3_SP0_c.t1, CP3_g15993_DN3_SP0_c.t1, CP3_g15786_DN3_SP0_c.t1, CP2_g50064_DN3_SP0_c.t1, CP3_g16109_DN3_SP0_c.t1, CP14_g22737_DN3_SP0_c.t1, CP13_g20622_DN3_SP0_c.t1, CP14_g23591_DN3_SP0_c.t1, CP14_g22728_DN3_SP0_c.t1, CP21_g10505_DN2_SP0_c.t1, CP25_g55830_DN3_SP0_c.t1, CP44_g20957_DN3_SP0_c.t1, CP14_g23169_DN1_SP0_c.t1, CP31_g46658_DN2_SP0_c.t1, CP4_g26901_DN3_SP0_c.t1, CP31_g46599_DN3_SP0_c.t1, CP3_g15720_DN3_SP0_c.t1, CP1_g40732_DN2_SP0_c.t1, CP28_g33960_DN2_SP0_c.t1, CP20_g4127_DN3_SP0_c.t1, CP1_g40743_DN2_SP0_c.t1, CP14_g23090_DN3_SP0_c.t1, CP28_g33977_DN3_SP0_c.t1, CP15_g35512_DN3_SP0_c.t1, CP6_g9453_DN3_SP0_c.t1
OG0000222	AL6G40720	CP72_g12646_DN1_SP0_c.t1, CP14_g22595_DN2_SP0_c.t1
OG0000223	AL4G15000	CP13_g20515_DN2_SP0_c.t1
OG0000223	AL5G34210	CP18_g12127_DN2_SP0_c.t1
OG0000226	AL4G14040	CP19_g17936_DN2_SP0_c.t1
OG0000226	AL5G19060	CP1_g38696_DN2_SP0_c.t1
OG0000229	AL4G17660, AL4G17920, AL4G17900	CP12_g31368_DN3_SP0_c.t1, CP12_g31395_DN3_SP0_c.t1
OG0000229	AL1G65810, AL5G20810	CP4_g26426_DN2_SP0_c.t1, CP4_g26411_DN2_SP0_c.t1, CP1_g39490_DN3_SP0_c.t1
OG0000232	AL3G48740, AL1G53480	CP3_g15926_DN2_SP0_c.t1, CP15_g35373_DN2_SP0_c.t1, CP3_g15137_DN1_SP0_c.t1, CP8_g52846_DN1_SP0_c.t1, CP3_g16664_DN3_SP0_c.t1, CP18_g12220_DN2_SP0_c.t1, CP2_g50125_DN1_SP0_c.t1
OG0000232	AL9U10240, AL5G17720, AL8G21610, AL7G48830, AL3G31430, AL4G15240, AL8G25040	CP27_g41713_DN1_SP0_c.t1, CP2_g49667_DN3_SP0_c.t1, CP3_g16394_DN2_SP0_c.t1
OG0000233	AL6G17860	CP11_g33138_DN1_SP1_c.t1, CP11_g33137_DN2_SP1_c.t1
OG0000233	AL6G17870	CP11_g33136_DN2_SP0_c.t1
OG0000233	AL6G17850	CP11_g33139_DN2_SP0_c.t1
OG0000233	AL6G17810, AL6G17910, AL6G17830	CP11_g33143_DN2_SP0_c.t1
OG0000236	AL2G28820	CP9_g28570_DN3_SP0_c.t1
OG0000236	AL2G23070	CP1_g38671_DN3_SP0_c.t1, CP8_g52883_DN3_SP0_c.t1
OG0000237	AL3G35490	CP12_g30499_DN2_SP0_c.t1
OG0000238	AL173U10020, AL2G30290	CP9_g28712_DN3_SP0_c.t1
OG0000239	AL8G17620	CP12_g30938_DN2_SP0_c.t1, CP1_g39710_DN1_SP0_c.t1, CP18_g12252_DN1_SP0_c.t1
OG0000241	AL7G32050	CP19_g18502_DN3_SP0_c.t1
OG0000241	AL7G32060	CP19_g18503_DN3_SP1_c.t1
OG0000241	AL6G48290, AL6G48300, AL6G48310	CP11_g31874_DN3_SP3_c.t1
OG0000242	AL3G16620	CP11_g31795_DN3_SP0_c.t1, CP15_g36121_DN3_SP0_c.t1, CP17_g5006_DN2_SP0_c.t1, CP17_g5042_DN3_SP0_c.t1, CP17_g5013_DN1_SP0_c.t1, CP17_g5025_DN2_SP0_c.t1, CP15_g36143_DN3_SP0_c.t1, CP17_g5048_DN2_SP0_c.t1, CP17_g5046_DN3_SP0_c.t1, CP334_g27197_DN3_SP0_c.t1, CP17_g5022_DN3_SP0_c.t1, CP17_g5017_DN3_SP0_c.t1, CP15_g36133_DN2_SP0_c.t1, CP12_g31528_DN3_SP0_c.t1, CP17_g5036_DN2_SP0_c.t1
OG0000243	AL1G43270	CP7_g44959_DN2_SP0_c.t1
OG0000243	AL1G43240	CP7_g44960_DN3_SP0_c.t1, CP7_g44970_DN1_SP0_c.t1, CP7_g44962_DN2_SP0_c.t1
OG0000243	nbis-gene-176	CP7_g44961_DN2_SP0_c.t1, CP7_g44969_DN2_SP0_c.t1, CP7_g44967_DN2_SP0_c.t1
OG0000245	nbis-gene-137	CP18_g11471_DN3_SP0_c.t1, CP6_g7472_DN3_SP0_c.t1, CP1_g41212_DN2_SP0_c.t1, CP22_g17632_DN2_SP0_c.t1
OG0000247	AL1G46070	CP3_g15725_DN3_SP0_c.t1, CP12_g31409_DN1_SP0_c.t1, CP12_g31309_DN3_SP0_c.t1, CP12_g31356_DN2_SP0_c.t1, CP12_g31334_DN3_SP0_c.t1, CP12_g31367_DN3_SP0_c.t1, CP12_g31322_DN3_SP0_c.t1, CP12_g31416_DN2_SP0_c.t1, CP6_g8942_DN2_SP0_c.t1
OG0000248	AL2G29280	CP9_g28611_DN1_SP0_c.t1
OG0000249	AL1G48110, AL2G10350	CP1_g38977_DN2_SP0_c.t1
OG0000250	AL6G50030	CP11_g33683_DN3_SP0_c.t1
OG0000250	AL7G44880	CP11_g31916_DN3_SP0_c.t1, CP4_g25904_DN3_SP0_c.t1
OG0000250	AL6G48930	CP3_g13893_DN3_SP0_c.t1
OG0000250	AL6G48650	CP6_g7930_DN3_SP0_c.t1
OG0000251	AL8G33230	CP8_g53723_DN3_SP1_c.t1
OG0000252	AL2G37720	CP9_g29395_DN3_SP1_c.t1
OG0000253	AL1G19520	CP6_g8024_DN1_SP0_c.t1
OG0000254	AL7G39750	CP6_g7324_DN3_SP0_c.t1, CP6_g7323_DN3_SP0_c.t1
OG0000254	AL7G39720	CP6_g7328_DN3_SP0_c.t1, CP6_g7327_DN3_SP0_c.t1
OG0000256	AL3G30180	CP6_g7458_DN2_SP0_c.t1
OG0000256	AL3G37020, AL3G42640	CP12_g30613_DN1_SP0_c.t1
OG0000256	nbis-gene-802, AL3G42750, nbis-gene-801	CP8_g52810_DN1_SP0_c.t1
OG0000257	AL7G45400, AL2G35830, AL2G35840	CP9_g29228_DN3_SP3_c.t1
OG0000260	AL7G11500, AL7G19690	CP15_g34929_DN1_SP0_c.t1
OG0000260	AL7G11510	CP5_g131_DN3_SP0_c.t1
OG0000260	AL7G51580, AL8G26210, AL311U10010	CP5_g1521_DN3_SP0_c.t1
OG0000260	AL1G53980, AL1G53990	CP9_g29186_DN3_SP0_c.t1, CP1_g38019_DN3_SP0_c.t1
OG0000265	AL1G50970	CP12_g31752_DN3_SP0_c.t1, CP14_g22415_DN3_SP0_c.t1
OG0000266	AL8G28560, AL8G28540	CP8_g53329_DN3_SP0_c.t1
OG0000267	AL5G21550, AL8G19760	CP6_g8819_DN2_SP0_c.t1, CP35_g52032_DN1_SP0_c.t1
OG0000268	AL5G24090	CP3_g16448_DN1_SP0_c.t1
OG0000273	nbis-gene-319	CP8_g53331_DN3_SP0_c.t1
OG0000273	AL8G28580, AL8G28590, AL8G28380, AL8G28370	CP8_g53335_DN3_SP0_c.t1
OG0000273	AL3G39560	CP8_g53332_DN3_SP0_c.t1
OG0000276	AL8G19610	CP15_g35590_DN3_SP0_c.t1, CP21_g11036_DN2_SP0_c.t1
OG0000276	AL8G16120	CP14_g23830_DN3_SP0_c.t1, CP47_g21230_DN1_SP0_c.t1, CP47_g21257_DN2_SP0_c.t1
OG0000277	AL3G49100, AL7G10820	CP10_g43930_DN3_SP8_c.t1
OG0000279	AL8G14520, AL8G14470, AL8G14510, AL8G14500, AL8G14490, AL8G14480	CP13_g20066_DN3_SP0_c.t1, CP13_g20063_DN3_SP0_c.t1
OG0000283	AL5G34600	CP6_g8485_DN1_SP0_c.t1
OG0000283	AL1G65210, AL7G42660	CP1_g39387_DN3_SP0_c.t1, CP6_g9546_DN2_SP0_c.t1
OG0000285	AL113U10030, AL5G31320, AL113U10010	CP11_g32106_DN3_SP0_c.t1
OG0000286	AL3G22250, AL3G22230	CP10_g43041_DN3_SP0_c.t1
OG0000288	AL5G20680, nbis-gene-832, AL6G37470, AL3G45890, AL4G20200, AL3G44720, AL6G42170, AL5G19210, AL1G53800, AL4G20220, AL4G17620, AL9U11160, AL6G37460, AL4G18080, AL8G29350	CP16_g55647_DN2_SP0_c.t1
OG0000295	nbis-gene-691	CP3_g16661_DN2_SP0_c.t1
OG0000296	nbis-gene-2178, AL8G34670, AL8G26340, nbis-gene-2176, nbis-gene-2177	CP17_g5869_DN3_SP0_c.t1
OG0000297	AL7G47150	CP26_g51236_DN2_SP0_c.t1, CP17_g5315_DN2_SP0_c.t1
OG0000298	AL1G48070	CP7_g44534_DN3_SP0_c.t1, CP7_g44533_DN3_SP0_c.t1, CP7_g44528_DN2_SP0_c.t1
OG0000298	AL4G19020	CP20_g4199_DN3_SP0_c.t1
OG0000298	AL1G47970	CP7_g44536_DN3_SP0_c.t1
OG0000301	AL4G43730	CP16_g55479_DN2_SP0_c.t1, CP16_g54831_DN3_SP0_c.t1, CP2_g49182_DN1_SP0_c.t1
OG0000301	AL5G42900	CP3_g13356_DN3_SP0_c.t1
OG0000303	AL5G26120	CP7_g44188_DN1_SP0_c.t1
OG0000304	AL4G16550, AL4G16530, AL4G16510	CP1_g38409_DN1_SP0_c.t1
OG0000304	AL4G38280	CP4_g24672_DN3_SP0_c.t1
OG0000312	AL4G19060	CP2_g50774_DN2_SP0_c.t1, CP17_g5829_DN3_SP0_c.t1, CP14_g23843_DN3_SP0_c.t1, CP9_g28015_DN3_SP0_c.t1, CP22_g17676_DN3_SP0_c.t1, CP13_g20557_DN3_SP0_c.t1, CP24_g46960_DN3_SP0_c.t1, CP9_g27969_DN3_SP0_c.t1, CP9_g27997_DN3_SP0_c.t1, CP2_g48197_DN1_SP0_c.t1, CP17_g5400_DN1_SP0_c.t1, CP75_g34147_DN3_SP0_c.t1, CP24_g47150_DN2_SP0_c.t1, CP6_g8502_DN3_SP0_c.t1, CP1_g39026_DN1_SP0_c.t1, CP3_g16807_DN1_SP0_c.t1
OG0000312	AL6G40730	CP15_g35208_DN1_SP0_c.t1
OG0000313	AL2G40670	CP9_g29651_DN3_SP0_c.t1
OG0000313	nbis-gene-910	CP11_g31933_DN3_SP0_c.t1
OG0000315	AL5G42110	CP2_g49319_DN3_SP0_c.t1, CP2_g49320_DN2_SP0_c.t1, CP2_g49323_DN2_SP0_c.t1, CP2_g49322_DN2_SP0_c.t1, CP2_g49317_DN2_SP0_c.t1, CP2_g49315_DN2_SP0_c.t1, CP2_g49313_DN2_SP0_c.t1, CP2_g49311_DN2_SP0_c.t1, CP2_g49324_DN3_SP0_c.t1, CP2_g49308_DN3_SP0_c.t1, CP2_g49318_DN2_SP0_c.t1, CP2_g49309_DN2_SP0_c.t1, CP3_g13395_DN3_SP0_c.t1, CP19_g17927_DN2_SP0_c.t1, CP10_g43750_DN3_SP0_c.t1, CP10_g43755_DN3_SP0_c.t1, CP10_g43753_DN3_SP0_c.t1, CP10_g43751_DN3_SP0_c.t1, CP5_g1519_DN3_SP0_c.t1, CP19_g17922_DN3_SP0_c.t1, CP19_g17924_DN3_SP0_c.t1, CP19_g17925_DN3_SP0_c.t1, CP19_g17930_DN3_SP0_c.t1, CP19_g17929_DN3_SP0_c.t1, CP19_g17928_DN2_SP0_c.t1, CP2_g49218_DN3_SP0_c.t1, CP2_g49219_DN3_SP0_c.t1
OG0000321	AL1G57580	CP1_g38103_DN3_SP7_c.t1, CP1_g38104_DN3_SP7_c.t1
OG0000321	AL6G31300, AL6G31290	CP8_g54355_DN3_SP7_c.t1
OG0000323	AL7G49910	CP5_g1415_DN3_SP0_c.t1
OG0000323	AL2G32570	CP9_g28921_DN3_SP0_c.t1
OG0000325	AL1G14460	CP1_g36601_DN3_SP8_c.t1
OG0000325	AL4G28660	CP4_g25441_DN3_SP8_c.t1
OG0000325	AL1G14470	CP1_g36600_DN3_SP7_c.t1
OG0000325	AL4G28680	CP4_g25440_DN3_SP0_c.t1
OG0000328	AL3G34990, AL249U10020, AL3G34970	CP22_g17722_DN3_SP0_c.t1
OG0000328	AL3G34950	CP22_g17721_DN1_SP0_c.t1, CP22_g17723_DN3_SP0_c.t1
OG0000329	AL7G41460	CP6_g7476_DN3_SP2_c.t1
OG0000329	AL7G51460, AL7G51480, AL7G51490, AL7G51500	CP5_g1591_DN3_SP2_c.t1
OG0000330	AL2G32680, AL2G32660, AL2G32700	CP9_g28926_DN2_SP0_c.t1
OG0000331	AL6G51460	CP11_g32138_DN3_SP0_c.t1
OG0000331	AL1G11840	CP1_g36812_DN3_SP0_c.t1
OG0000331	AL3G30460	CP12_g30079_DN2_SP0_c.t1
OG0000335	AL5G41630, AL5G41650	CP3_g13431_DN3_SP0_c.t1
OG0000336	AL2G18590, AL1G67290, AL1G20120, AL1G20240, nbis-gene-1385	CP2_g49689_DN3_SP0_c.t1, CP2_g49549_DN3_SP0_c.t1, CP2_g49694_DN3_SP0_c.t1, CP318_g3528_DN3_SP0_c.t1, CP2_g49696_DN3_SP0_c.t1, CP1_g37240_DN3_SP8_c.t1, CP1_g37250_DN3_SP0_c.t1
OG0000345	AL6G19900, AL390U10020	CP13_g20386_DN3_SP5_c.t1
OG0000345	AL6G19890	CP11_g32977_DN3_SP4_c.t1
OG0000345	AL1G13870	CP1_g36652_DN3_SP8_c.t1
OG0000346	AL5G34190	CP3_g14031_DN3_SP1_c.t1
OG0000346	AL5G14940	CP13_g19387_DN3_SP4_c.t1
OG0000347	AL4G45180	CP4_g24125_DN3_SP8_c.t1
OG0000347	AL5G43730	CP3_g13253_DN3_SP6_c.t1
OG0000347	AL7G30060	CP19_g18321_DN3_SP8_c.t1
OG0000347	AL1G10760	CP1_g36454_DN3_SP7_c.t1
OG0000347	AL6G53040	CP8_g54641_DN3_SP8_c.t1
OG0000348	AL5G27910	CP7_g44496_DN1_SP0_c.t1
OG0000349	AL8G36180, AL8G36200, AL8G36140, AL8G36160, AL8G36170	CP8_g53987_DN3_SP0_c.t1
OG0000351	AL3G39810	CP10_g43144_DN2_SP0_c.t1, CP19_g18198_DN1_SP0_c.t1
OG0000355	AL8G37040	CP8_g54064_DN3_SP0_c.t1
OG0000357	AL4G30400	CP4_g25299_DN3_SP0_c.t1
OG0000358	AL1G58830, AL1G59360, AL1G52250	CP1_g38042_DN3_SP1_c.t1
OG0000359	AL8G29280	CP8_g53388_DN3_SP0_c.t1
OG0000359	AL7G25060	CP5_g1241_DN3_SP0_c.t1
OG0000359	AL7G25030	CP5_g1239_DN3_SP0_c.t1
OG0000359	AL7G25050	CP5_g1240_DN2_SP0_c.t1
OG0000361	nbis-gene-1361	CP2_g50574_DN1_SP0_c.t1
OG0000362	AL4G17970	CP3_g15706_DN3_SP0_c.t1, CP3_g15691_DN3_SP0_c.t1
OG0000363	AL1G64190	CP7_g46446_DN3_SP1_c.t1
OG0000363	nbis-gene-617	CP16_g54939_DN3_SP0_c.t1
OG0000364	AL3G14810	CP13_g20114_DN3_SP0_c.t1
OG0000364	AL4G38410, AL4G38350, AL4G38450	CP4_g24666_DN2_SP0_c.t1
OG0000365	AL1G39370	CP7_g45280_DN3_SP0_c.t1
OG0000365	AL7G33350	CP6_g6777_DN3_SP0_c.t1, CP6_g6776_DN3_SP0_c.t1
OG0000365	AL1G39380, AL1G39340, AL1G39360, AL1G39330	CP7_g45281_DN3_SP0_c.t1
OG0000367	AL6G41620	CP9_g28612_DN3_SP0_c.t1
OG0000368	AL5G25590	CP10_g43551_DN3_SP0_c.t1
OG0000368	AL5G25550	CP3_g14737_DN3_SP0_c.t1
OG0000368	AL5G25690	CP3_g14733_DN3_SP0_c.t1
OG0000371	AL3G47030	CP5_g2094_DN2_SP0_c.t1
OG0000371	AL7G46530	CP7_g44322_DN2_SP0_c.t1, CP1_g41317_DN1_SP0_c.t1
OG0000379	AL2G13720	CP13_g19606_DN2_SP0_c.t1, CP13_g19604_DN3_SP0_c.t1
OG0000380	AL8G35710	CP8_g53979_DN3_SP0_c.t1
OG0000380	AL8G36790, AL71U10060, AL8G36700	CP8_g53999_DN2_SP0_c.t1, CP8_g54035_DN2_SP0_c.t1, CP8_g54042_DN3_SP0_c.t1, CP8_g54034_DN3_SP0_c.t1
OG0000381	AL2G39050	CP9_g29501_DN3_SP0_c.t1
OG0000381	nbis-gene-1075	CP4_g25375_DN3_SP0_c.t1
OG0000382	AL6G50680, AL6G50670, AL6G50700	CP11_g32067_DN3_SP0_c.t1, CP11_g32066_DN3_SP0_c.t1
OG0000383	AL1G37470	CP7_g45415_DN1_SP0_c.t1, CP7_g45413_DN2_SP0_c.t1, CP7_g45411_DN1_SP0_c.t1, CP7_g45414_DN2_SP0_c.t1
OG0000383	AL5G18170, AL5G18190, AL5G35660, AL5G35670	CP3_g13899_DN2_SP0_c.t1, CP3_g13900_DN3_SP0_c.t1, CP3_g13901_DN3_SP0_c.t1, CP3_g13909_DN2_SP0_c.t1
OG0000384	AL8G11320	CP13_g19805_DN2_SP0_c.t1, CP13_g19804_DN3_SP0_c.t1, CP13_g19808_DN3_SP0_c.t1, CP13_g19801_DN2_SP0_c.t1
OG0000385	AL22U10010, nbis-gene-1954, AL7G51970, nbis-gene-1735	CP5_g831_DN3_SP0_c.t1
OG0000388	AL8G29440, AL1G33150, AL6G34750	CP2_g49021_DN2_SP0_c.t1, CP2_g49360_DN2_SP0_c.t1
OG0000388	AL3G42690	CP12_g30303_DN3_SP0_c.t1, CP12_g30264_DN3_SP0_c.t1
OG0000390	AL1G35860	CP7_g45551_DN2_SP1_c.t1
OG0000391	AL2G33070	CP9_g28963_DN3_SP0_c.t1, CP9_g28965_DN3_SP0_c.t1
OG0000391	AL6G27640	CP11_g32305_DN3_SP0_c.t1, CP11_g32306_DN3_SP0_c.t1
OG0000391	AL3G21810	CP10_g43006_DN3_SP1_c.t1
OG0000392	AL1G29180	CP7_g46045_DN3_SP1_c.t1
OG0000392	AL7G27840, AL7G27830	CP19_g18115_DN3_SP0_c.t1, CP7_g44614_DN3_SP0_c.t1, CP19_g18116_DN3_SP1_c.t1
OG0000393	nbis-gene-1951	CP5_g1564_DN3_SP3_c.t1
OG0000393	AL7G51280	CP5_g1566_DN3_SP0_c.t1, CP5_g1568_DN3_SP3_c.t1
OG0000393	AL7G51350	CP5_g1565_DN2_SP7_c.t1
OG0000394	AL3G28170	CP12_g29893_DN3_SP2_c.t1
OG0000395	AL1G25950	CP1_g37709_DN3_SP1_c.t1
OG0000395	AL3G47120	CP10_g44098_DN3_SP0_c.t1
OG0000396	AL6G36390, AL5G15440	CP61_g51951_DN2_SP0_c.t1, CP88_g18974_DN3_SP0_c.t1, CP16_g55662_DN1_SP0_c.t1
OG0000398	nbis-gene-998, AL8G28420	CP64_g21091_DN1_SP0_c.t1, CP8_g52857_DN2_SP0_c.t1
OG0000398	nbis-gene-1582	CP5_g2292_DN1_SP0_c.t1
OG0000399	AL1G11940, AL6G51150	CP11_g32110_DN3_SP8_c.t1
OG0000399	AL1G65940	CP172_g51073_DN3_SP8_c.t1, CP2_g49950_DN3_SP0_c.t1
OG0000399	nbis-gene-54	CP1_g37198_DN3_SP6_c.t1
OG0000402	AL8G44500, nbis-gene-2216	CP19_g18485_DN2_SP0_c.t1, CP7_g45345_DN2_SP0_c.t1, CP19_g18484_DN2_SP0_c.t1
OG0000403	AL6G49420	CP11_g31948_DN3_SP0_c.t1, CP11_g31944_DN3_SP0_c.t1, CP11_g31946_DN3_SP0_c.t1
OG0000405	AL1G48150	CP8_g53531_DN3_SP0_c.t1
OG0000405	AL3G26860	CP39_g21119_DN3_SP1_c.t1
OG0000406	AL1G18060, AL8G36410	CP3_g14832_DN3_SP8_c.t1
OG0000406	AL5G24760	CP8_g54010_DN3_SP6_c.t1
OG0000407	AL1G12810, AL1G39190, AL4G46780	CP10_g42640_DN3_SP0_c.t1
OG0000407	AL1G22510	CP6_g7558_DN3_SP0_c.t1
OG0000409	AL4G21310	CP7_g45026_DN3_SP0_c.t1
OG0000409	AL1G42220, AL1G42200	CP7_g45027_DN3_SP0_c.t1, CP7_g45028_DN3_SP0_c.t1, CP7_g45029_DN3_SP0_c.t1
OG0000411	nbis-gene-977, AL4G18590, nbis-gene-965, AL4G14960, AL8G17380, AL4G14950	CP16_g55123_DN2_SP0_c.t1, CP16_g55132_DN2_SP0_c.t1
OG0000412	AL6G27540	CP11_g32313_DN3_SP8_c.t1
OG0000412	AL7G46360	CP5_g1783_DN3_SP8_c.t1
OG0000412	AL2G23890	CP9_g28164_DN3_SP8_c.t1
OG0000412	AL3G30980	CP12_g30117_DN3_SP8_c.t1
OG0000413	AL3G25620	CP19_g18302_DN2_SP0_c.t1
OG0000413	AL1G63260	CP7_g46371_DN3_SP0_c.t1
OG0000414	AL2G13380	CP2_g49029_DN3_SP0_c.t1
OG0000414	AL3G44750	CP15_g36160_DN3_SP0_c.t1
OG0000414	AL7G40540	CP6_g7390_DN3_SP0_c.t1
OG0000419	AL4G31290	CP4_g25218_DN3_SP0_c.t1
OG0000420	AL4G41100	CP4_g24470_DN3_SP0_c.t1
OG0000421	AL8G27110	CP8_g53214_DN3_SP6_c.t1
OG0000421	AL7G26330	CP19_g17982_DN3_SP4_c.t1
OG0000421	AL8G31590, AL8G31580	CP8_g53584_DN3_SP8_c.t1
OG0000423	nbis-gene-331	CP9_g28123_DN3_SP0_c.t1
OG0000423	AL1G63190	CP2_g50547_DN2_SP0_c.t1, CP22_g17369_DN3_SP0_c.t1
OG0000424	AL8G30090	CP8_g53432_DN3_SP8_c.t1
OG0000424	AL7G25590	CP5_g1290_DN3_SP2_c.t1
OG0000425	AL8G22520	CP6_g7094_DN3_SP0_c.t1, CP1_g38439_DN1_SP0_c.t1
OG0000426	AL3G49550	CP4_g24614_DN1_SP0_c.t1
OG0000427	AL4G22740	CP5_g3153_DN2_SP0_c.t1
OG0000427	AL8G21280, AL6G49280	CP15_g35082_DN1_SP0_c.t1, CP23_g21425_DN3_SP0_c.t1, CP8_g52252_DN1_SP0_c.t1
OG0000429	AL1G66550	CP29_g22062_DN3_SP0_c.t1
OG0000429	AL5G40200	CP11_g32148_DN1_SP0_c.t1
OG0000430	AL7G31720	CP19_g18474_DN3_SP8_c.t1
OG0000430	AL6G48090	CP11_g31860_DN3_SP6_c.t1
OG0000430	AL2G13870	CP2_g49070_DN3_SP8_c.t1
OG0000430	AL3G43130	CP12_g31665_DN3_SP5_c.t1
OG0000431	AL2G15130	CP2_g49157_DN3_SP1_c.t1
OG0000433	AL7G25660, AL7G25640, AL7G25650	CP5_g1292_DN3_SP0_c.t1
OG0000436	AL5G24720	CP3_g14836_DN3_SP7_c.t1
OG0000436	AL8G36450	CP8_g54015_DN3_SP5_c.t1
OG0000436	AL8G36460	CP8_g54016_DN3_SP7_c.t1
OG0000439	AL2G24380, AL6G16140, AL3G46310	CP11_g33206_DN3_SP3_c.t1, CP161_g50908_DN3_SP0_c.t1, CP161_g50914_DN3_SP0_c.t1
OG0000442	AL7G49510	CP5_g1379_DN3_SP0_c.t1
OG0000443	AL7G19450	CP5_g768_DN2_SP0_c.t1
OG0000443	AL4G16950	CP16_g55377_DN3_SP0_c.t1
OG0000443	AL6G21860	CP11_g32808_DN3_SP0_c.t1
OG0000444	AL4G26640	CP4_g25610_DN3_SP8_c.t1
OG0000444	AL5G41390	CP3_g13441_DN3_SP8_c.t1
OG0000444	AL1G15970, AL1G15980	CP1_g36893_DN3_SP7_c.t1
OG0000445	AL6G35020	CP3_g14484_DN3_SP7_c.t1, CP2_g48302_DN3_SP2_c.t1
OG0000445	AL4G14210	CP16_g55067_DN3_SP7_c.t1, CP5_g920_DN3_SP2_c.t1
OG0000447	AL5G33360, AL3G23060, AL4G32260, AL6G16080	CP10_g43111_DN3_SP8_c.t1, CP4_g25129_DN3_SP3_c.t1, CP11_g33201_DN3_SP1_c.t1
OG0000448	AL5G18000	CP2_g49819_DN3_SP0_c.t1
OG0000449	AL5G40740, AL5G40730, AL5G40790	CP16_g55065_DN3_SP0_c.t1
OG0000449	AL3G12550, AL3G12540	CP10_g42299_DN3_SP0_c.t1
OG0000450	AL7G46430	CP5_g1761_DN2_SP0_c.t1, CP5_g1770_DN3_SP0_c.t1, CP5_g1776_DN2_SP0_c.t1
