Orthogroup	Arabidopsis_lyrata_Rawat	Cardamine_hirsuta
OG0000262	AL2G11030	CARHR046930
OG0000266	AL8G28560, AL8G28540	CARHR266730, CARHR253160
OG0000268	AL5G24090	CARHR181110
OG0000269	AL8G36240	CARHR273300
OG0000269	AL2G16910	CARHR053220
OG0000269	AL4G24200	CARHR122830
OG0000270	AL2G12510	CARHR052820, CARHR051010, CARHR151310
OG0000270	AL2G12790	CARHR055290, CARHR048540, CARHR048090
OG0000270	AL2G12380	CARHR050170, CARHR048500
OG0000275	AL7G11970	CARHR175770
OG0000275	AL7G11950	CARHR041170, CARHR041160
OG0000275	nbis-gene-421, AL2G17720, AL6G40420, AL6G40440, AL6G40430, AL2G17690	CARHR185060, CARHR185040
OG0000275	AL7G11960	CARHR246950
OG0000277	AL7G10820	CARHR243020, CARHR247840
OG0000277	AL1G32640	CARHR020400
OG0000278	AL7G46030	CARHR215670
OG0000278	AL7G46410	CARHR215220
OG0000278	AL7G46160, AL7G46150	CARHR215570, CARHR215560, CARHR215610
OG0000278	AL7G46040, AL7G38390, AL7G38360, AL7G46130, AL7G46050	CARHR215640, CARHR215620, CARHR215650, CARHR215200
OG0000279	AL4G18170	CARHR094510
OG0000279	AL8G14520	CARHR031350, CARHR031360
OG0000279	AL8G14510, AL8G14500, AL8G14490, AL8G14480	CARHR177740, CARHR257320, CARHR177410, CARHR177420, CARHR152170, CARHR177900, CARHR221580, CARHR177780, CARHR177760, CARHR177770, CARHR178120, CARHR177310, CARHR177790, CARHR177800, CARHR178860, CARHR178130, CARHR180680
OG0000282	nbis-gene-292	CARHR229020
OG0000282	AL7G31500, AL7G30780, AL7G31520	CARHR229730
OG0000282	AL7G31490	CARHR229580
OG0000282	AL7G31510	CARHR229030, CARHR229040
OG0000284	nbis-gene-338	CARHR108240
OG0000284	AL7G40240	CARHR256080
OG0000284	AL5G20730, AL8G40900	CARHR285950, CARHR256150, CARHR177480
OG0000284	nbis-gene-1018	CARHR035000, CARHR259300, CARHR217290
OG0000285	AL7G32710	CARHR227980
OG0000285	AL7G25530	CARHR234950
OG0000286	AL8G15660	CARHR178840
OG0000286	AL7G27750	CARHR232240
OG0000286	AL1G14840	CARHR175950, CARHR174900
OG0000289	AL3G40730, AL3G40650, AL3G41940, AL3G40700	CARHR175550
OG0000291	AL3G42940, AL3G43030, AL3G42930	CARHR103190, CARHR103130
OG0000291	AL3G42860	CARHR103220, CARHR103210
OG0000294	nbis-gene-1522, AL1G39230, AL1G39220	CARHR197660
OG0000294	AL6G25720	CARHR198380
OG0000295	AL1G54220, AL1G54230	CARHR035800
OG0000295	AL1G14750	CARHR004430
OG0000295	nbis-gene-691	CARHR223360
OG0000295	nbis-gene-690, AL3G40150	CARHR100860
OG0000296	AL48U10010, nbis-gene-2180	CARHR285460, CARHR285480
OG0000296	nbis-gene-2178, AL8G34670, AL8G26340, nbis-gene-2176, nbis-gene-2177	CARHR272760, CARHR053670, CARHR272770
OG0000296	nbis-gene-2175	CARHR272750
OG0000298	AL1G47990	CARHR033060
OG0000298	AL3G46500, AL1G48070, AL1G47980	CARHR033100
OG0000298	AL1G47970	CARHR033050
OG0000300	AL1G46650	CARHR166780
OG0000300	AL164U10010, AL5G16820	CARHR166000
OG0000300	AL247U10040, AL8G26030	CARHR264620, CARHR264630
OG0000301	AL4G43730	CARHR139910, CARHR139920
OG0000301	AL5G42900	CARHR167680, CARHR096590
OG0000305	AL1G29380	CARHR017730
OG0000305	AL1G51540, AL4G38060, AL4G38120, AL6G43180	CARHR260510, CARHR135390
OG0000306	AL7G51760	CARHR214120, CARHR262590
OG0000307	nbis-gene-282, AL1G59050, nbis-gene-269	CARHR041320
OG0000307	nbis-gene-1899	CARHR219950, CARHR112870, CARHR216070, CARHR057800, CARHR216060, CARHR216110
OG0000308	AL8G17010, AL8G17000, AL117U10040	CARHR180250
OG0000312	AL6G40730	CARHR284410
OG0000313	AL4G37990, AL4G38020	CARHR135320
OG0000314	AL7G44460	CARHR006310
OG0000315	AL1G48510	CARHR101940, CARHR101950, CARHR284260
OG0000318	AL2G28900	CARHR062770, CARHR062740
OG0000318	AL3G39500	CARHR004290
OG0000321	AL1G57580	CARHR040120
OG0000321	AL6G31290	CARHR193110, CARHR193130
OG0000321	nbis-gene-443	CARHR055410
OG0000322	AL7G25500, AL132U10010, AL8G34510, AL8G34460, nbis-gene-2163	CARHR259720
OG0000323	AL7G49910	CARHR262010
OG0000323	AL1G29920	CARHR018200
OG0000325	AL1G14460	CARHR004130
OG0000325	AL4G28660	CARHR127110
OG0000325	AL4G28090	CARHR126540
OG0000325	AL1G14470	CARHR004140
OG0000326	nbis-gene-1364, AL3G28900, AL4G24660	CARHR112590
OG0000326	AL3G17610	CARHR083130
OG0000327	AL7G18840	CARHR226470
OG0000327	AL7G34440	CARHR120100, CARHR226410, CARHR226430
OG0000329	AL7G41460	CARHR220880
OG0000329	AL7G51460, AL7G51480, AL7G51490	CARHR263580
OG0000329	AL7G51500	CARHR263590
OG0000330	AL2G32700	CARHR065890, CARHR065920, CARHR065910, CARHR065900
OG0000330	AL2G32630	CARHR065880
OG0000331	AL6G51460	CARHR249810
OG0000331	AL1G11840	CARHR001810
OG0000331	AL3G30460	CARHR092710
OG0000332	AL2G14760, AL2G14800	CARHR050960, CARHR050950
OG0000332	AL2G14910, AL2G14860	CARHR050970, CARHR050980
OG0000332	AL2G14740, AL2G14750	CARHR050860
OG0000335	AL5G41630, AL5G41650	CARHR170010
OG0000335	AL5G42230	CARHR170350
OG0000336	AL2G18590, AL1G67290	CARHR054330
OG0000336	AL1G20240	CARHR183900
OG0000339	nbis-gene-1569	CARHR188470, CARHR188490
OG0000339	AL9U10390	CARHR218850
OG0000341	AL1G55400	CARHR038630
OG0000341	AL1G52480, AL1G52390	CARHR038610
OG0000342	AL4G15010, AL3G30600	CARHR092860
OG0000344	AL1G22320, AL1G25470	CARHR292150
OG0000345	AL6G19900	CARHR203880
OG0000345	AL390U10020	CARHR006290
OG0000345	AL6G19890	CARHR203890
OG0000345	AL1G13870	CARHR003600, CARHR203870
OG0000346	AL5G34190	CARHR163180
OG0000346	AL5G14950	CARHR147230
OG0000346	AL5G14940	CARHR147220
OG0000346	AL5G34200	CARHR163190
OG0000347	AL4G45180	CARHR141230
OG0000347	AL5G43730	CARHR171770
OG0000347	AL7G30060	CARHR230740
OG0000347	AL1G10760	CARHR000730
OG0000347	AL6G53040	CARHR248520
OG0000348	AL34U10080, AL8G22320, AL8G22310, nbis-gene-633	CARHR286050
OG0000348	AL5G27910	CARHR149600, CARHR292690
OG0000349	AL8G36160, AL8G36170	CARHR273130
OG0000350	AL5G18930, AL3G36110, nbis-gene-754, AL3G36140, AL3G36150, AL3G36100, AL3G36090	CARHR097870
OG0000355	AL8G37040	CARHR274100
OG0000355	AL7G14480	CARHR244920, CARHR118860, CARHR244890
OG0000356	AL4G15360, AL4G15350	CARHR117180
OG0000356	AL4G15400	CARHR117150
OG0000356	AL4G15330	CARHR117270
OG0000357	AL1G43760, AL1G43770	CARHR128500, CARHR029510
OG0000358	AL1G58830, AL1G59360, AL1G52250	CARHR041640
OG0000359	AL8G29280	CARHR267340
OG0000359	AL7G25060	CARHR235360
OG0000359	AL7G25030	CARHR235380
OG0000359	AL7G25050	CARHR235370
OG0000362	AL4G17970	CARHR266430, CARHR150180
OG0000363	AL1G64190	CARHR045650
OG0000363	nbis-gene-617	CARHR071990
OG0000364	AL4G38410, AL4G38350, AL4G38450	CARHR135700
OG0000365	AL1G39370	CARHR025550
OG0000365	AL7G33350	CARHR227340
OG0000365	AL1G39360	CARHR025540
OG0000365	AL1G39330	CARHR025530
OG0000367	AL2G29270	CARHR063110, CARHR263620, CARHR063120
OG0000367	AL1G36780	CARHR024590
OG0000367	nbis-gene-150	CARHR253970, CARHR024610
OG0000368	AL5G25590, AL5G25550, AL5G25630	CARHR155150, CARHR155070
OG0000368	AL5G25650, AL5G25640	CARHR155090
OG0000368	AL5G25660, AL5G25670	CARHR155030
OG0000368	AL5G25690	CARHR154970
OG0000370	AL3G39540, AL3G39570	CARHR033610, CARHR100280, CARHR100270, CARHR288610, CARHR033580
OG0000371	AL7G44480	CARHR102540
OG0000371	AL5G11160	CARHR145800
OG0000371	nbis-gene-2077	CARHR034450
OG0000376	AL1G21740	CARHR011030
OG0000376	AL2G15890	CARHR051710
OG0000376	AL2G15870	CARHR051700
OG0000377	nbis-gene-1705	CARHR245750
OG0000377	AL2G24540, AL2G24410	CARHR058550, CARHR058530, CARHR058590
OG0000377	AL7G13520	CARHR245720
OG0000377	AL7G13510	CARHR245730
OG0000379	AL5G11250	CARHR144670
OG0000379	AL5G35180	CARHR164050
OG0000379	AL5G11220	CARHR144630
OG0000379	AL2G13720	CARHR049930
OG0000380	AL8G36790, AL71U10060, AL8G36700	CARHR036840, CARHR118680, CARHR285940, CARHR183820, CARHR273750, CARHR273860
OG0000381	AL2G39050	CARHR072160
OG0000382	AL6G50680, AL6G50670	CARHR250680
OG0000382	AL6G50700	CARHR250610
OG0000382	AL4G34640	CARHR131810
OG0000383	AL5G18170, AL5G18190, AL5G35660, AL5G35670	CARHR164490, CARHR164480
OG0000384	AL8G11330	CARHR174500
OG0000384	AL8G11310	CARHR174480
OG0000384	AL8G11340	CARHR174510
OG0000384	AL8G11320	CARHR174490, CARHR089510
OG0000385	AL22U10010, nbis-gene-1954, AL7G51970, nbis-gene-1735	CARHR116890
OG0000385	AL7G20320	CARHR239600
OG0000386	AL1G48360	CARHR033250
OG0000386	AL1G48390	CARHR033290
OG0000386	AL1G48400	CARHR292740
OG0000388	AL3G30610	CARHR092870
OG0000388	AL8G29440, AL1G33150	CARHR267450
OG0000388	AL6G34750	CARHR190050, CARHR179180, CARHR153480
OG0000388	AL3G42690	CARHR095050
OG0000389	AL8G32520	CARHR270410, CARHR105990, CARHR152840, CARHR152780, CARHR270430, CARHR270420, CARHR270400
OG0000389	AL8G32500	CARHR270450
OG0000390	AL1G35860	CARHR022740
OG0000390	AL1G35830	CARHR022720
OG0000391	AL6G27640	CARHR196560
OG0000391	AL3G21810	CARHR084950
OG0000392	AL1G29180	CARHR017550
OG0000392	AL7G27840, AL7G27830	CARHR185400, CARHR216970, CARHR232710
OG0000393	nbis-gene-1951	CARHR263220
OG0000393	AL7G51340	CARHR263240, CARHR263230, CARHR263250
OG0000393	AL7G51330, AL7G51310, AL7G51320, AL7G51350	CARHR103170
OG0000395	AL1G25950	CARHR014460
OG0000395	AL3G47130	CARHR105730, CARHR105760, CARHR105770
OG0000396	AL6G36390, AL5G15440	CARHR119440
OG0000397	AL3G29400, AL3G29410, nbis-gene-913, AL3G28990, AL3G28980, AL3G28960	CARHR091750
OG0000397	AL2G24870	CARHR148110
OG0000397	nbis-gene-889	CARHR293580
OG0000398	nbis-gene-1582	CARHR101890
OG0000399	AL1G11940	CARHR001910
OG0000399	nbis-gene-54	CARHR009120
OG0000402	nbis-gene-2216	CARHR289280, CARHR289040, CARHR177830
OG0000402	AL8G44510	CARHR289020
OG0000402	AL8G44490	CARHR177820, CARHR292110, CARHR292450, CARHR289650, CARHR289030
OG0000403	AL7G41820, AL7G41810	CARHR251840
OG0000404	AL3G48820	CARHR170770
OG0000404	AL5G23110, AL4G38000, AL4G38030, AL1G32050, AL7G22840, AL7G23550, AL5G23010, AL5G23100	CARHR235030
OG0000405	AL3G26870	CARHR089280
OG0000405	AL7G46440	CARHR089240
OG0000405	AL1G48150	CARHR033150, CARHR033140
OG0000405	AL3G26860	CARHR089260
OG0000406	AL1G18060, AL8G36410, AL5G24760	CARHR273440, CARHR007590
OG0000407	AL1G12810	CARHR005930, CARHR002610
OG0000407	AL1G39190	CARHR025430
OG0000407	AL4G46780	CARHR142610
OG0000409	AL4G21310	CARHR028100
OG0000409	AL1G49520, AL1G42250	CARHR028090
OG0000409	AL1G42220, AL1G42200	CARHR028080, CARHR028050
OG0000410	AL7G31120	CARHR229400
OG0000411	AL4G14960, AL8G17380, AL4G14950	CARHR117550, CARHR117600
OG0000412	AL6G27540	CARHR196640
OG0000412	AL7G46360	CARHR215260
OG0000412	AL2G23890	CARHR292180
OG0000412	AL3G30980	CARHR093170
OG0000413	AL3G25620	CARHR088360, CARHR088350
OG0000413	AL1G63260	CARHR044870
OG0000413	AL3G25610	CARHR088340
OG0000414	AL2G13380	CARHR049420
OG0000414	AL3G44750	CARHR105130, CARHR106410
OG0000414	AL7G40540	CARHR221890
OG0000419	AL4G31290	CARHR129410
OG0000420	AL4G41100	CARHR137680
OG0000420	AL6G39500	CARHR186080
OG0000421	AL8G27110	CARHR265630
OG0000424	AL8G30090	CARHR267950
OG0000424	AL7G25590	CARHR234870
OG0000425	AL8G22520	CARHR206570, CARHR180690
OG0000426	AL1G54860	CARHR032310, CARHR032340, CARHR136030
OG0000426	AL3G47620	CARHR182090
OG0000428	AL8G20780, AL4G19350, AL3G53690, AL1G45700, AL1G45680, AL446U10030	CARHR292240
OG0000429	AL1G66550	CARHR054890
OG0000429	AL5G40200	CARHR168810
OG0000429	AL1G66560, AL5G40170, AL5G40070	CARHR168790
OG0000430	AL7G31720	CARHR228790
OG0000430	AL6G48090	CARHR252910
OG0000430	AL2G13870	CARHR050150
OG0000430	AL3G43130	CARHR103290
OG0000431	AL3G47160	CARHR052800
OG0000431	AL2G15130	CARHR051440
OG0000432	AL1G55550	CARHR038820
OG0000433	AL7G25660, AL7G25640, AL7G25650	CARHR234790, CARHR289420, CARHR234800, CARHR289410, CARHR058020
OG0000434	AL7G52140	CARHR291870
OG0000434	nbis-gene-216	CARHR034080, CARHR061160
OG0000436	AL5G24720	CARHR154360
OG0000436	AL8G36450	CARHR273490
OG0000436	AL8G36460	CARHR273500
OG0000437	AL8G32540, AL7G26730	CARHR233780
OG0000438	AL5G22090	CARHR152740
OG0000439	AL2G31490	CARHR064690
OG0000439	AL2G24380, AL6G16140, AL3G46310	CARHR179040, CARHR206880
OG0000440	AL8G22290, AL1G65410	CARHR286140, CARHR286080, CARHR286060, CARHR286070, CARHR085380
OG0000442	AL213U10010	CARHR172740
OG0000442	AL7G49510	CARHR261710
OG0000443	AL7G19450	CARHR240310
OG0000443	AL4G16950	CARHR115900
OG0000443	AL6G21860	CARHR202110
OG0000443	AL6G37110	CARHR188110
OG0000444	AL4G26640	CARHR125020
OG0000444	AL5G41390	CARHR169860
OG0000444	AL1G15970	CARHR005540
OG0000445	AL6G35020	CARHR189790
OG0000445	AL7G21330	CARHR157730
OG0000446	AL6G33720	CARHR190860, CARHR190870
OG0000446	AL6G33700	CARHR107640, CARHR189230
OG0000447	AL6G16080	CARHR130390, CARHR206830, CARHR086060
OG0000448	AL5G17950	CARHR292620
OG0000449	AL5G40740	CARHR169300
OG0000449	AL5G40730	CARHR169310
OG0000450	AL7G46430	CARHR215210
OG0000450	AL7G44810, AL8G16550, AL8G16530, AL37U10040, AL8G16430	CARHR179840, CARHR179880, CARHR179890, CARHR179750, CARHR179850, CARHR179820, CARHR179790, CARHR116510
OG0000451	AL7G31600	CARHR228900
OG0000451	nbis-gene-413, nbis-gene-414	CARHR052700
OG0000452	nbis-gene-378, nbis-gene-377	CARHR048280
OG0000452	AL2G12270	CARHR048290, CARHR048270
OG0000457	AL3G14390	CARHR127370
OG0000458	AL1G42810	CARHR028400
OG0000458	AL1G42830	CARHR028420
OG0000458	AL1G42800	CARHR028370, CARHR286910, CARHR028390
OG0000459	AL7G33420	CARHR108900
OG0000459	AL8G41530	CARHR122200
OG0000460	AL3G25430	CARHR088190
OG0000460	AL8G32300	CARHR270190
OG0000460	AL7G26630	CARHR233890
OG0000460	AL1G63380	CARHR044990
OG0000461	AL5G17440	CARHR186880
OG0000462	AL7G33120, AL7G33100	CARHR227570, CARHR227590, CARHR227620, CARHR227580, CARHR221090, CARHR254770
OG0000463	AL1G49900	CARHR287270
OG0000463	AL132U10030, nbis-gene-1313	CARHR105900, CARHR155330, CARHR155350
OG0000463	AL5G25330, nbis-gene-1314	CARHR155360
OG0000464	AL1G11560	CARHR001520, CARHR000930
OG0000466	AL3G16360	CARHR284350
OG0000467	AL8G36990	CARHR274050
OG0000467	AL6G37170	CARHR188130
OG0000468	AL4G37620	CARHR134960, CARHR061710
OG0000468	AL4G36610	CARHR134120, CARHR134100
OG0000469	AL5G40470	CARHR176200
OG0000469	AL7G35520	CARHR225580
OG0000470	AL6G23640	CARHR240060
OG0000470	AL7G37250	CARHR290350
OG0000471	AL7G42710	CARHR219800
OG0000473	AL1G10020	CARHR000130
OG0000473	AL1G10010	CARHR000120
OG0000473	AL4G34630	CARHR131820
OG0000474	AL1G13900	CARHR003630
OG0000474	AL8G43430, AL8G16740	CARHR180040
OG0000474	AL7G39140	CARHR110210
OG0000475	AL7G43190, AL3G48460	CARHR219220
OG0000475	AL1G63100, AL7G49490, AL5G19310	CARHR261640, CARHR216020
OG0000475	AL2G14390	CARHR050610
OG0000476	AL6G40090, AL6G40080, AL6G38970, AL6G38960	CARHR186490, CARHR186690
OG0000477	AL8G39430	CARHR276320
OG0000477	AL5G11960	CARHR145200
OG0000477	AL1G26290	CARHR014840
OG0000478	AL3G39130, AL3G29480	CARHR052650, CARHR078100
OG0000480	AL2G15360	CARHR052230
OG0000481	AL2G17860	CARHR284150
OG0000481	AL1G20710	CARHR010120
OG0000481	AL1G20700	CARHR010110
OG0000482	AL2G31970, AL2G31960	CARHR065170, CARHR065180
OG0000483	AL8G21140	CARHR184910
OG0000483	AL6G37960, AL6G37980	CARHR187250, CARHR187260
OG0000484	AL7G21850	CARHR238200
OG0000484	AL7G21870, AL2G21950, AL2G21060	CARHR238190
OG0000485	nbis-gene-1789	CARHR230730
OG0000485	AL3G47940	CARHR149360
OG0000486	AL1G31270, AL1G31240	CARHR019430, CARHR019400, CARHR019410, CARHR189080
OG0000491	AL5G27690, AL5G27710	CARHR056050, CARHR157060, CARHR157050
OG0000491	AL5G27700	CARHR157080
OG0000491	AL5G27680	CARHR157040
OG0000491	AL5G27670	CARHR157090, CARHR157100
OG0000492	AL5G35780	CARHR164620
OG0000492	AL4G28330	CARHR126780
OG0000492	AL4G36250	CARHR133660
OG0000493	AL8G42910	CARHR058360, CARHR279290
OG0000494	AL5G32950	CARHR162100
OG0000494	AL5G33030	CARHR162140
OG0000495	AL5G24920	CARHR154580
OG0000495	AL4G11510, AL4G11620	CARHR065150, CARHR056910
OG0000495	AL2G33370	CARHR066630, CARHR066650
OG0000496	AL5G27040	CARHR156430
OG0000496	AL5G27050	CARHR156450
OG0000496	AL5G27010	CARHR156420
OG0000496	AL5G27060	CARHR156460
OG0000497	AL2G32410	CARHR065650
OG0000497	AL3G26100	CARHR088730
OG0000497	AL1G63030	CARHR044630
OG0000498	AL3G22880	CARHR085920
OG0000499	AL4G22840	CARHR096070
OG0000499	AL1G39900	CARHR026050
OG0000499	AL3G34090	CARHR096060, CARHR096040
OG0000500	AL2G25460	CARHR059540, CARHR214170
OG0000501	AL1G47250	CARHR032270
OG0000501	AL1G47260	CARHR032280
OG0000501	AL6G44590	CARHR256050
OG0000501	AL6G44600	CARHR256030
OG0000502	nbis-gene-1948, nbis-gene-1949	CARHR262940, CARHR263150, CARHR263140
OG0000502	AL7G51170	CARHR263120
OG0000506	AL6G17270	CARHR206050
OG0000508	AL1G51510	CARHR044100
OG0000508	AL1G62500, AL1G62120, AL1G62110	CARHR043780
OG0000509	AL7G38340	CARHR215530
OG0000509	AL7G38310, AL7G38320	CARHR223020
OG0000510	AL7G49750	CARHR261860, CARHR261870
OG0000510	AL7G49760	CARHR261890, CARHR261880
OG0000511	AL2G19400	CARHR056320
OG0000512	AL7G17600, AL5G22000, AL5G22050	CARHR187460
OG0000513	AL293U10010, AL43U10010	CARHR010420
OG0000513	AL1G21900	CARHR011140
OG0000513	AL7G39090	CARHR290720
OG0000514	AL3G47380	CARHR052930, CARHR154020, CARHR216890, CARHR121700, CARHR104360
OG0000514	AL8G18760	CARHR054710
OG0000514	AL8G19140	CARHR216850, CARHR214560, CARHR289460
OG0000516	AL2G26290	CARHR060200
OG0000517	AL6G28110, AL6G28160, AL6G28150	CARHR196080
OG0000518	AL6G23220	CARHR200680
OG0000519	AL8G45700	CARHR053020
OG0000519	AL4G25570	CARHR124120, CARHR124130
OG0000519	AL4G25550	CARHR124150
OG0000520	AL1G24130	CARHR012950, CARHR035990, CARHR182820
OG0000520	AL1G24140	CARHR035980
OG0000520	AL1G24160	CARHR012980
OG0000521	AL8G42580	CARHR278980
OG0000521	AL233U10010, AL8G42560, AL2G37250	CARHR278970
OG0000522	AL6G11890	CARHR210740
OG0000522	AL4G36740	CARHR134240
OG0000522	AL3G20680	CARHR083900
OG0000524	AL6G46340	CARHR254550
OG0000524	AL6G46460	CARHR254600, CARHR254540
OG0000525	AL4G41930	CARHR138330
OG0000525	AL7G36780	CARHR224500
OG0000526	AL6G30020, AL6G30040	CARHR194280
OG0000526	AL6G30010	CARHR194270
OG0000527	nbis-gene-427, nbis-gene-426, nbis-gene-320, nbis-gene-428	CARHR022330
OG0000527	nbis-gene-127	CARHR031850
OG0000527	nbis-gene-136, nbis-gene-130, nbis-gene-134	CARHR022300, CARHR022290
OG0000527	nbis-gene-129, nbis-gene-135	CARHR022850, CARHR213610, CARHR022280
OG0000529	AL2G17780	CARHR283970
OG0000529	AL4G26790	CARHR125180
OG0000529	AL4G25050, AL4G25170	CARHR123630
OG0000531	AL6G36840	CARHR188300, CARHR188360, CARHR188370, CARHR188310, CARHR188350
OG0000533	AL1G54320, AL1G54340	CARHR286630
OG0000535	AL8G18810, AL8G18840	CARHR023280
OG0000535	AL1G36460	CARHR023260
OG0000535	AL5G39770	CARHR168410, CARHR168430
OG0000535	AL5G39760	CARHR168400, CARHR168420
OG0000536	nbis-gene-1900	CARHR215920, CARHR215900
OG0000537	AL3G19190	CARHR082530
OG0000537	AL8G20800	CARHR184200
OG0000538	AL5G19720	CARHR153120
OG0000538	AL8G37810	CARHR274860, CARHR274880, CARHR274890
OG0000539	AL4G23930	CARHR122660
OG0000539	AL4G23920	CARHR122630, CARHR122640
OG0000539	AL4G23910	CARHR122450, CARHR122440
OG0000540	AL4G26320	CARHR124720
OG0000540	AL4G26160	CARHR124400, CARHR124580, CARHR124730
OG0000542	AL1G21210	CARHR010580
OG0000542	AL2G16950	CARHR053260
OG0000542	AL2G29200	CARHR063060
OG0000543	AL65U10020	CARHR177550, CARHR177600
OG0000543	AL8G14220	CARHR177670
OG0000543	AL8G14270	CARHR177570
OG0000543	AL8G14280, AL65U10040	CARHR177610, CARHR177580
OG0000546	AL6G13690	CARHR140210
OG0000546	AL2G28010	CARHR283630
OG0000547	AL4G42410	CARHR138750, CARHR138760
OG0000547	AL4G42400	CARHR138740
OG0000548	nbis-gene-957	CARHR217760
OG0000549	AL4G28950	CARHR126770
OG0000549	AL4G28600	CARHR126970
OG0000552	AL5G39910	CARHR168580
OG0000553	AL3G40600	CARHR081710, CARHR101180
OG0000554	AL6G47350	CARHR253710, CARHR253700
OG0000554	AL6G47410, AL6G47440, AL6G47420	CARHR253730, CARHR253720
OG0000555	nbis-gene-1429	CARHR221510
OG0000555	AL5G16600	CARHR039930, CARHR148610
OG0000556	AL2G13690	CARHR049900
OG0000557	AL4G12650	CARHR292760, CARHR285920
OG0000557	AL4G12560, AL4G12620	CARHR257100, CARHR292750
OG0000561	AL7G51160	CARHR263090
OG0000561	AL5G19440	CARHR154070
OG0000561	AL6G26340	CARHR197820
OG0000562	AL6G33460	CARHR191090, CARHR155630
OG0000562	AL1G18770	CARHR008240
OG0000563	AL4G46650	CARHR172580
OG0000563	AL1G37200	CARHR124610, CARHR023850
OG0000564	AL5G43340	CARHR184330
OG0000564	AL8G20020	CARHR140950
OG0000565	AL2G22010, AL1G56660, AL3G48810, AL1G56770, AL1G57980, AL2G21970	CARHR011880
OG0000565	AL1G22690	CARHR011870
OG0000566	AL2G21220	CARHR292650, CARHR181100, CARHR181080
OG0000568	nbis-gene-916	CARHR139380
OG0000568	AL4G43200	CARHR139400
OG0000569	AL8G44100	CARHR280390
OG0000569	nbis-gene-1338	CARHR112890
OG0000569	nbis-gene-1469	CARHR239210, CARHR207730
OG0000570	AL8G35420, AL8G35160, AL4G20500, AL8G35690	CARHR273100
OG0000571	AL7G32390	CARHR228300
OG0000572	AL8G19550, AL387U10010, AL8G19500	CARHR180450
OG0000573	AL6G48740	CARHR252440
OG0000573	AL6G48720, AL6G48730	CARHR252450
OG0000579	AL3G11310	CARHR076040
OG0000580	AL4G26580	CARHR124970
OG0000580	nbis-gene-1049	CARHR124950, CARHR214280
OG0000581	AL6G31950	CARHR192260
OG0000581	AL1G47530, AL1G47540, AL6G31890, AL6G31900	CARHR192500
OG0000581	AL6G32090	CARHR192270
OG0000582	AL5G22680	CARHR151600
OG0000582	AL5G22700	CARHR151610
OG0000583	AL1G62050	CARHR043730
OG0000583	AL2G38970	CARHR072060
OG0000583	AL3G27100	CARHR089730
OG0000584	AL2G14670	CARHR050810
OG0000584	AL1G51580	CARHR035310, CARHR181990
OG0000585	AL5G37900, AL5G26620	CARHR166660
OG0000588	AL4G24180	CARHR122810
OG0000588	AL4G24070	CARHR122760
OG0000588	AL4G24060	CARHR122730, CARHR122750
OG0000589	AL8G30740	CARHR268550
OG0000589	AL6G31540	CARHR192820
OG0000589	AL6G31560	CARHR192830
OG0000590	AL7G51380	CARHR263610, CARHR263330
OG0000590	AL7G51400	CARHR263380, CARHR263360, CARHR263370
OG0000591	AL2G25270	CARHR059300
OG0000591	AL7G26150	CARHR234300
OG0000591	AL8G31010	CARHR268790
OG0000592	AL2G38980	CARHR072070
OG0000592	AL1G29160	CARHR017490
OG0000592	AL7G25220	CARHR235230
OG0000593	AL2G38210	CARHR071420
OG0000593	AL3G32090, AL1G50900	CARHR094130, CARHR034950
