Orthogroup	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana
OG0000225	AL2G39120	AT1G78730.1
OG0000225	AL2G28790	AT1G69630.1
OG0000225	AL2G39130	AT1G78740.1
OG0000226	AL4G21560	AT2G28460.1
OG0000226	AL5G23490	AT5G37210.1, AT5G03355.1
OG0000226	AL6G44610	AT4G10560.1
OG0000226	AL2G13880	AT1G62030.1
OG0000227	AL3G16300	AT3G05650.1
OG0000227	AL3G16310	AT3G05660.1
OG0000227	AL3G22620	AT3G11010.2, AT5G27060.2, AT3G11080.1
OG0000227	AL6G37850	AT5G25910.1
OG0000227	AL3G46870	AT2G15080.1
OG0000229	AL4G17660, AL4G17920, AL4G17900	AT5G28820.1
OG0000229	AL8G38260	AT5G27260.1
OG0000229	AL1G65810, AL5G20810	AT5G35540.1
OG0000230	AL5G40610	AT3G58820.1
OG0000230	AL7G52200, AL7G52190, AL7G52210	AT5G38386.1, AT5G38390.1
OG0000230	AL5G40830	AT3G59000.1
OG0000230	AL5G40710	AT3G58900.4
OG0000233	AL6G17860	AT5G07550.1
OG0000233	AL6G17870	AT5G07560.1
OG0000233	AL6G17850	AT5G07540.1
OG0000233	AL6G17810	AT5G07510.1
OG0000233	AL6G17910	AT5G07600.1
OG0000233	AL6G17830	AT5G07520.1
OG0000234	AL6G12270	AT5G02980.1
OG0000234	AL6G12280	AT5G03000.1
OG0000234	AL6G12310	AT3G46050.1
OG0000235	AL6G32810	AT3G25080.1
OG0000235	AL1G40550	AT1G24388.1
OG0000235	AL5G38700	AT3G57210.1
OG0000236	AL2G23070	AT2G15710.1
OG0000237	AL5G33670	AT1G77650.1
OG0000237	AL3G35490	AT3G21410.1
OG0000238	AL6G40180	AT5G28000.1
OG0000238	AL6G40330	AT5G28010.1
OG0000241	AL7G32050	AT4G21860.1
OG0000241	AL7G32060	AT4G21850.1
OG0000241	AL7G32080, AL7G32090	AT4G21840.1, AT4G21830.1
OG0000241	AL6G48330	AT4G04840.1
OG0000241	AL6G48290	AT4G04800.1
OG0000241	AL6G48300	AT4G04810.1
OG0000241	AL6G48310	AT4G04830.1
OG0000242	AL3G16620	AT5G48670.1, AT5G27810.1
OG0000243	AL1G43270	AT1G29450.1
OG0000243	AL1G43240	AT1G29420.2
OG0000244	AL6G49330, AL6G48870	AT4G05260.1
OG0000244	AL6G48830	AT4G05230.1
OG0000244	AL6G49970	AT4G03370.1, AT4G03360.1, AT4G02950.1
OG0000244	AL6G49560	AT4G03350.1, AT4G02970.1
OG0000245	nbis-gene-137	AT4G03740.1
OG0000246	AL5G34040	AT3G53160.1
OG0000246	AL4G32990	AT2G36790.1, AT2G36800.1
OG0000246	AL4G32970	AT2G36750.1
OG0000246	AL4G32980	AT2G36780.1
OG0000247	AL7G52080	AT5G38500.1
OG0000247	AL8G22470, AL5G29460	AT3G49610.1
OG0000247	AL3G40220	AT5G24050.1
OG0000247	AL3G40940, AL3G40610	AT3G24850.1
OG0000247	AL1G46070	AT1G32030.1
OG0000248	nbis-gene-575	AT1G70120.1
OG0000248	nbis-gene-577	AT3G54410.1
OG0000248	nbis-gene-573	AT1G70020.1
OG0000249	AL2G10350	AT1G43260.1
OG0000250	AL4G28930	AT5G20620.1
OG0000250	AL6G48930	AT4G05320.2
OG0000250	AL6G48650	AT4G02890.3
OG0000251	AL5G15050, AL5G15060	AT3G26300.1
OG0000251	AL5G15070	AT3G26310.1
OG0000251	AL5G15090	AT3G26330.1
OG0000251	AL5G15100	AT2G02580.1
OG0000251	AL8G33230	AT5G57260.1
OG0000251	AL5G15010	AT3G26290.2
OG0000252	AL7G20350	AT5G37170.1
OG0000252	AL2G12370, AL2G12360	AT1G63140.4
OG0000252	AL2G37720	AT1G77520.1
OG0000252	AL2G37740	AT1G77530.1
OG0000253	AL6G11730	AT5G02490.1
OG0000253	AL1G66060	AT1G56410.1
OG0000253	AL3G24230	AT3G12580.1
OG0000253	AL3G20620	AT3G09440.1
OG0000253	AL6G11740	AT5G02500.1
OG0000254	AL7G39750	AT4G15680.1
OG0000254	AL7G39770	AT4G15660.1
OG0000254	AL7G39760	AT4G15670.1
OG0000254	AL7G39740	AT4G15690.1
OG0000254	AL7G39730	AT4G15700.1
OG0000256	AL3G37010	AT3G22710.1, AT3G22720.1
OG0000256	AL3G37000	AT3G22700.1
OG0000256	AL3G36630	AT3G22350.1
OG0000256	AL3G42550, nbis-gene-800	AT2G04920.1
OG0000257	AL2G35830	AT2G26020.1, AT2G26010.1, AT5G44430.1
OG0000257	AL2G35840	AT1G75830.1
OG0000259	AL1G15160	AT3G03360.1
OG0000259	AL1G67360	AT1G57690.1
OG0000260	AL7G11500	AT4G39500.2
OG0000260	AL7G19690	AT4G32170.1
OG0000260	AL7G11510	AT4G39510.1
OG0000260	AL7G51580, AL8G26210, AL311U10010	AT5G02900.1
OG0000260	AL1G53980, AL1G53990	AT1G47620.1
OG0000262	AL2G13760	AT1G62170.2
OG0000263	AL6G28130, AL8G14770	AT5G18880.1
OG0000269	AL8G36240	AT5G59720.1
OG0000269	AL1G62090	AT1G53540.1
OG0000269	AL5G25090, AL5G25020	AT3G46230.1
OG0000269	AL2G16910	AT1G59860.1
OG0000269	AL4G24200	AT2G29500.1
OG0000270	AL2G12790	AT1G63320.1
OG0000273	AL8G28580, AL8G28590	AT5G53640.1
OG0000273	AL3G39560	AT3G23955.2
OG0000275	AL7G11970	AT4G39760.1
OG0000275	AL7G11950	AT4G39753.1
OG0000275	AL6G40420, AL6G40440, AL6G40430	AT5G28180.1, AT5G28160.1
OG0000275	AL7G11960	AT4G39756.1
OG0000277	AL7G10820	AT4G38920.1
OG0000278	AL7G46030	AT5G37400.2
OG0000278	AL7G46410	AT5G37650.1
OG0000278	AL7G46160	AT5G37470.2
OG0000278	AL7G46150	AT5G37460.1
OG0000278	AL7G46040	AT5G37410.2
OG0000278	AL7G38390, AL7G38360, AL7G46130	AT4G16530.1
OG0000278	AL7G46050	AT5G37420.1
OG0000279	AL4G18170	AT2G26030.4
OG0000279	AL8G14520	AT5G44950.1
OG0000279	AL8G14470	AT5G44970.1
OG0000279	AL8G14490, AL8G14480	AT5G44980.1
OG0000282	AL7G31500, AL7G30780	AT4G22170.1
OG0000282	nbis-gene-1800	AT4G22180.1
OG0000282	AL7G31510	AT4G22165.1
OG0000285	AL7G32710	AT4G21380.1
OG0000285	AL7G25530	AT4G27290.2
OG0000285	AL2G23090	AT1G65800.1
OG0000285	AL2G23080	AT1G65790.1
OG0000286	AL3G22250, AL3G22230	AT3G10750.1
OG0000286	AL1G14840	AT1G05080.1
OG0000287	AL6G42510	AT5G35604.1
OG0000287	AL4G19950, AL6G45550	AT1G36100.1
OG0000287	AL4G14310	AT2G11010.1
OG0000287	AL6G47370	AT3G30230.1, AT5G32590.1
OG0000287	AL3G54180	AT3G43148.1, AT4G06688.1, AT5G33806.1
OG0000288	AL5G20680, nbis-gene-832, AL6G37470, AL3G45890, AL4G20200, AL3G44720, AL6G42170	AT5G30520.1
OG0000288	AL5G19210, AL1G53800, AL4G20220, AL4G17620, AL9U11160, AL6G37460, AL4G18080	AT2G06565.1
OG0000289	AL3G40730, AL3G40650, AL3G41940, AL3G40700	AT3G25010.2, AT3G25020.1, AT3G24982.1, AT3G24900.2
OG0000289	AL4G16860	AT2G25440.1
OG0000290	AL1G57470	AT1G49920.1
OG0000291	AL3G42940, AL3G43030, AL3G42930	AT2G05440.2
OG0000291	AL3G42860	AT2G05380.3
OG0000291	AL3G42960	AT2G05530.1
OG0000291	AL3G42950	AT2G05520.1
OG0000292	AL2G32690	AT4G29090.1
OG0000294	nbis-gene-1522	AT5G15660.1
OG0000294	AL1G39230	AT1G26510.1
OG0000294	AL1G39220	AT1G26515.1
OG0000295	nbis-gene-1835	AT1G43010.1
OG0000295	AL1G14750	AT1G05005.1
OG0000295	nbis-gene-162	AT1G28020.1
OG0000296	AL48U10010	AT5G59090.1
OG0000296	nbis-gene-2180	AT5G59120.1
OG0000296	nbis-gene-2178	AT5G58840.1
OG0000296	AL8G34670, AL8G26340, nbis-gene-2176	AT5G58820.1
OG0000296	nbis-gene-2177	AT5G58830.1
OG0000298	AL1G47980	AT1G33610.1
OG0000298	AL4G19020	AT2G26380.1
OG0000298	AL1G47970	AT1G33590.2
OG0000300	AL1G46630	AT1G32420.1
OG0000300	nbis-gene-1380	AT3G56670.1
OG0000301	AL4G43730	AT2G44630.1, AT2G44700.1
OG0000301	AL5G42900	AT4G02310.1
OG0000304	AL4G38280	AT3G29740.1, AT2G40440.1
OG0000304	AL8G21380, nbis-gene-2062	AT5G48510.1
OG0000304	AL3G42840	AT2G05330.1
OG0000304	AL4G38290	AT2G40450.1
OG0000305	AL1G29380	AT1G17150.1
OG0000305	AL1G51540	AT1G43090.1, AT1G43100.1, AT1G43080.1
OG0000305	AL4G38060, AL4G38120, AL6G43180	AT4G13760.1, AT2G40310.1
OG0000306	AL7G51760	AT5G38690.1
OG0000307	nbis-gene-282	AT1G51240.1
OG0000307	AL1G59050	AT1G51250.1
OG0000307	nbis-gene-269	AT1G51230.1
OG0000307	AL9U10590	AT5G39493.1
OG0000307	nbis-gene-1899	AT1G09245.1
OG0000308	AL8G17010, AL8G17000, AL117U10040	AT5G43360.1
OG0000309	AL8G37000	AT1G07930.1, AT5G60390.1
OG0000309	AL1G18210	AT1G07920.1
OG0000313	AL7G22830, AL7G22800	AT4G29550.1
OG0000313	nbis-gene-910	AT2G20620.1
OG0000315	AL1G48510	AT1G34047.2
OG0000315	AL5G42110	AT5G33355.1, AT3G59930.1
OG0000316	AL3G27000	AT3G14690.2
OG0000318	AL2G28900	AT1G69730.1
OG0000318	AL1G28250	AT1G16090.1
OG0000321	AL1G57580	AT1G04820.1
OG0000321	AL6G31290	AT5G19770.1, AT5G19780.1
OG0000321	nbis-gene-443	AT1G64740.1
OG0000323	AL7G49910	AT5G40100.1
OG0000323	AL1G29920	AT1G17600.1
OG0000323	AL2G32530	AT1G72840.2, AT4G09430.1
OG0000325	AL1G14460	AT1G04750.1
OG0000325	AL4G28660	AT2G33120.2
OG0000325	AL4G28090	AT2G32670.1
OG0000325	AL1G14470	AT1G04760.1
OG0000325	AL4G28680	AT2G33110.1
OG0000326	nbis-gene-1197	AT2G03460.1
OG0000326	AL7G51870	AT5G38670.1
OG0000326	AL7G51860	AT5G38680.1
OG0000326	AL3G21160, AL3G21170, nbis-gene-679	AT3G08810.1
OG0000326	AL3G17610	AT3G06570.1
OG0000327	AL7G34440	AT4G19630.1
OG0000328	AL3G34950	AT3G20980.1
OG0000328	AL249U10050	AT3G21000.1
OG0000329	AL7G41460	AT4G14630.1
OG0000329	AL7G51460, AL7G51480	AT5G38940.2
OG0000329	AL7G51500	AT5G38910.1
OG0000330	AL2G32680	AT1G72920.1, AT1G72940.1
OG0000330	AL2G32660	AT1G72930.1, AT1G72910.1
OG0000330	AL2G32700	AT1G72950.1
OG0000330	AL2G32630	AT1G72890.2
OG0000330	AL1G29940	AT1G17615.1
OG0000331	AL6G51460	AT4G01850.1
OG0000331	AL1G11840	AT1G02500.1
OG0000331	AL3G30460	AT3G17390.1
OG0000331	AL4G33090	AT2G36880.1
OG0000332	AL2G14800	AT1G61500.3
OG0000332	AL2G14930	AT1G61400.2, AT1G61440.2
OG0000332	nbis-gene-402	AT1G61480.1
OG0000332	nbis-gene-401	AT1G61490.1
OG0000332	AL2G14910	AT1G61420.2
OG0000332	AL2G14860	AT1G61460.1
OG0000332	AL2G14740, AL2G14750	AT1G61550.1
OG0000335	AL5G42230	AT1G06630.1
OG0000336	AL2G18590, AL1G67290	AT1G57660.1, AT1G57860.1
OG0000336	AL1G20240, nbis-gene-1385	AT1G09690.1, AT1G09590.1
OG0000339	AL4G25660	AT1G11610.2, AT2G30750.1
OG0000339	AL4G25680	AT2G30770.1
OG0000339	nbis-gene-1569	AT5G24950.1, AT5G24960.1
OG0000339	AL9U10390	AT4G13290.1
OG0000341	AL1G55350	AT1G48660.2
OG0000342	AL3G30600	AT3G17540.1
OG0000342	AL3G30630	AT3G17570.1
OG0000342	AL3G30310	AT3G17265.1
OG0000344	nbis-gene-69	AT1G11270.1
OG0000345	AL6G19900	AT5G09500.1
OG0000345	AL390U10020	AT5G43640.1
OG0000345	AL6G19890	AT5G09490.1
OG0000345	AL6G19910	AT5G09510.1
OG0000345	AL1G13870	AT1G04270.1
OG0000346	AL5G34190	AT3G53280.1
OG0000346	AL5G22370	AT3G44250.1
OG0000346	AL5G14950	AT3G26200.1
OG0000346	AL5G14940	AT3G26190.1
OG0000346	AL5G34200	AT3G53290.1
OG0000347	AL5G43730	AT3G61430.1
OG0000347	AL7G30060	AT4G23400.1
OG0000347	AL1G10760	AT1G01620.1
OG0000347	AL6G53040	AT4G00430.1
OG0000348	AL5G17850	AT3G28330.1
OG0000348	AL5G27910	AT3G28280.1
OG0000349	AL8G36180	AT5G59660.3
OG0000349	AL8G36170	AT5G59650.2
OG0000350	AL5G18930	AT3G29050.2
OG0000350	nbis-gene-754, AL3G36140, AL3G36150	AT3G21920.2, AT3G21930.1
OG0000350	AL3G36100	AT3G21910.1
OG0000350	AL3G36090	AT3G21900.2
OG0000351	AL3G39810	AT2G15660.1
OG0000355	AL8G37040	AT5G60440.1
OG0000355	AL7G14480	AT4G36590.1
OG0000356	AL4G15360, AL4G15350	AT2G24680.6
OG0000356	AL4G15400	AT2G24696.1
OG0000356	AL4G15330	AT2G24650.1
OG0000357	AL1G43760, AL1G43770	AT1G29930.1, AT1G29920.1, AT1G29910.1
OG0000357	AL4G30390	AT2G34420.1
OG0000357	AL4G30400	AT2G34430.1
OG0000358	AL1G58830, AL1G59360, AL1G52250	AT1G51470.1, AT1G47600.1
OG0000359	AL8G29280	AT5G54145.1
OG0000359	AL7G25060	AT4G27652.1
OG0000359	AL7G25030	AT4G27657.1
OG0000361	nbis-gene-1361	AT5G32613.1
OG0000363	AL8G20160	AT5G48000.1
OG0000363	AL1G64190	AT1G55940.2
OG0000363	nbis-gene-617	AT1G78490.1
OG0000364	AL4G38410, AL4G38350	AT2G40560.1
OG0000364	AL4G38450	AT2G40500.1
OG0000365	AL1G39370	AT1G26390.1
OG0000365	AL7G33350	AT4G20800.1
OG0000365	AL1G39380	AT1G26380.1
OG0000365	AL1G39340	AT1G26410.1
OG0000365	AL1G39360	AT1G26400.1
OG0000365	AL1G39330	AT1G26420.1
OG0000367	AL2G29270	AT1G70030.1
OG0000367	AL1G38030	AT1G24200.1
OG0000367	AL6G25850	AT5G15025.1
OG0000367	nbis-gene-150	AT1G27250.1
OG0000368	AL5G25550	AT3G46650.1
OG0000368	AL5G25650, AL5G25640	AT3G46690.1
OG0000368	AL5G25690	AT3G46720.1
OG0000370	AL3G39540	AT3G23950.1
OG0000370	AL3G39570	AT3G23970.1
OG0000371	AL7G44480	AT5G36080.1
OG0000371	AL5G20870, AL5G20550	AT1G35820.1, AT3G42870.1, AT3G30520.1
OG0000371	AL1G51150	AT1G43720.1
OG0000376	AL1G21740	AT1G10810.1
OG0000376	AL2G15860	AT1G60730.3
OG0000376	AL2G15910	AT1G60680.1
OG0000376	AL2G15890	AT1G60690.1
OG0000376	AL2G15870	AT1G60710.1
OG0000377	nbis-gene-1705	AT4G37370.1
OG0000377	AL2G24540, AL2G24410	AT1G66540.1
OG0000377	AL7G13520	AT4G37320.1
OG0000377	AL7G13510	AT4G37330.1
OG0000379	AL5G11250	AT2G02040.1
OG0000379	AL5G35180	AT3G54140.1
OG0000379	AL5G11220	AT2G02020.1
OG0000379	AL2G13720	AT1G62200.3
OG0000380	AL8G35710	AT1G35850.1, AT5G59280.1
OG0000380	AL8G36790, AL71U10060, AL8G36700	AT5G60180.1, AT5G60110.1
OG0000381	AL2G39050	AT1G78635.1
OG0000381	nbis-gene-1075	AT2G33720.1
OG0000382	AL6G50680	AT4G02420.1
OG0000382	AL6G50700	AT4G02410.1
OG0000382	AL4G34640	AT2G37710.1
OG0000383	AL1G37470	AT1G23720.2
OG0000383	AL5G18170, AL5G18190	AT3G28550.1
OG0000383	AL5G35670	AT3G54590.3
OG0000384	AL8G11330	AT5G46940.1
OG0000384	AL8G11310	AT5G46970.1
OG0000384	AL8G11340	AT5G46930.1
OG0000384	AL8G11320	AT5G46960.1, AT5G46950.1
OG0000386	AL1G48360	AT1G33930.1
OG0000386	AL1G48310	AT1G33830.1
OG0000386	AL1G48390	AT1G33900.1
OG0000386	AL1G48400	AT1G33890.1
OG0000388	AL3G30610	AT3G17550.1
OG0000388	AL8G29440	AT5G54210.1
OG0000388	AL1G33150	AT1G20320.1
OG0000388	AL6G34750	AT5G23470.1, AT2G02290.1
OG0000388	AL3G42690	AT2G04930.1
OG0000389	AL8G32530	AT5G56700.2
OG0000389	AL8G32510, AL8G32500	AT5G56690.1
OG0000389	AL4G20070	AT2G26860.1
OG0000390	AL1G35790	AT1G22340.1
OG0000390	AL1G35860	AT1G22380.1
OG0000390	AL1G35830	AT1G22360.1
OG0000390	AL1G49180, AL1G35870	AT1G22400.1
OG0000391	AL2G33070	AT1G73270.1
OG0000391	AL6G27640	AT3G12203.1
OG0000391	AL3G21810	AT3G10450.1
OG0000392	AL1G29180	AT1G17020.1
OG0000392	AL7G27840, AL7G27830	AT4G25300.1, AT4G25310.1
OG0000393	nbis-gene-1951	AT5G39130.1, AT5G39190.1, AT5G39160.1
OG0000393	AL7G51330, AL7G51310, AL7G51320	AT5G39110.1
OG0000393	AL7G51350	AT5G39100.1, AT5G39180.1, AT5G39150.1, AT5G39120.1
OG0000395	AL1G25950	AT1G14080.1
OG0000395	AL3G47120	AT2G15350.1, AT2G15370.1
OG0000395	AL3G47130	AT2G15390.2
OG0000397	AL3G29410	AT3G16555.1, AT3G51171.1
OG0000397	AL2G24870, AL3G30830	AT3G17710.1
OG0000397	AL3G30870	AT3G44130.1, AT3G18340.1, AT2G07120.1
OG0000397	nbis-gene-889	AT2G17310.1
OG0000398	nbis-gene-1582	AT3G30430.1, AT2G35280.1, AT1G36030.1
OG0000399	AL6G51150	AT4G02080.1
OG0000399	AL5G45310	AT3G62560.1
OG0000399	AL1G65940	AT1G56330.1
OG0000399	nbis-gene-54	AT1G09180.1
OG0000402	AL8G44500	AT5G66900.2
OG0000402	AL8G44510	AT5G66890.1
OG0000402	AL8G44490	AT5G66910.1
OG0000403	AL7G41820	AT4G14390.1
OG0000403	AL7G41810	AT4G14400.1
OG0000404	nbis-gene-145	AT1G23935.1
OG0000404	AL5G23010, AL5G23100	AT3G44780.1
OG0000405	AL3G26870	AT3G14490.1
OG0000405	AL7G46440	AT3G32030.1
OG0000405	AL1G48150	AT1G33750.1
OG0000405	AL3G26860	AT1G31950.3
OG0000406	AL1G18060, AL8G36410	AT1G07770.1
OG0000406	AL4G37000	AT2G39590.1
OG0000407	AL1G12810	AT1G03300.1
OG0000407	AL1G39190	AT1G26540.1
OG0000407	AL4G46780	AT2G47230.2
OG0000407	AL1G22510	AT1G11420.1
OG0000409	AL4G21310	AT2G27360.1
OG0000409	AL1G49520	AT1G31550.2
OG0000409	AL1G42250	AT1G28600.1
OG0000409	AL1G42220	AT1G28580.1
OG0000409	AL1G42200	AT1G28570.1
OG0000409	AL1G42230	AT1G28590.1
OG0000410	AL7G31120	AT4G22505.1
OG0000411	nbis-gene-977, AL4G18590	AT3G42940.1
OG0000411	nbis-gene-965	AT2G24285.2
OG0000411	AL4G14960	AT2G24480.1
OG0000411	AL8G17380	AT5G43200.1, AT3G28620.1
OG0000411	AL4G14950	AT2G24460.1
OG0000412	AL6G27540	AT5G16570.1
OG0000412	AL7G46360	AT5G37600.1
OG0000412	AL2G23890	AT1G66200.3
OG0000412	AL3G30980	AT3G17820.1
OG0000413	AL3G25620	AT3G13662.1
OG0000413	AL1G63260	AT1G55210.1
OG0000414	AL2G13380	AT1G62500.1
OG0000414	AL3G44750	AT2G10940.1
OG0000414	AL7G40540	AT4G15160.1
OG0000419	nbis-gene-1117, nbis-gene-1114	AT2G27320.1
OG0000420	AL4G41100	AT2G42550.1
OG0000420	AL6G39500	AT5G27510.1
OG0000421	AL8G27110	AT5G52640.1
OG0000421	AL8G31590	AT5G56010.1
OG0000421	AL8G31580	AT5G56000.1
OG0000422	AL5G35340	AT5G25600.1
OG0000422	AL8G20100	AT2G31590.1, AT4G04730.1
OG0000423	nbis-gene-331	AT1G42700.1
OG0000424	AL8G30090	AT5G54640.1
OG0000424	AL7G25590	AT4G27230.1
OG0000424	AL3G34580	AT3G20670.1
OG0000424	AL1G58860	AT1G51060.1
OG0000425	AL8G22520	AT5G35190.2
OG0000425	AL3G52210	AT5G06630.1, AT2G24980.3
OG0000425	AL6G16720	AT4G08400.1, AT4G08410.1
OG0000425	AL9U10270, AL7G42530	AT4G13390.1
OG0000426	AL3G49550	AT1G55947.1
OG0000426	AL3G47620	AT2G16810.1
OG0000429	AL5G40200	AT3G58440.1
OG0000429	AL1G66560	AT3G58410.1
OG0000429	AL5G40070	AT3G58340.1
OG0000430	AL7G31720	AT4G21980.2
OG0000430	AL6G48090	AT4G04620.1
OG0000430	AL2G13870	AT1G62040.1
OG0000431	AL3G47160	AT1G60130.1, AT1G60110.2, AT1G60095.1
OG0000431	AL2G15130	AT1G57570.1
OG0000432	AL1G55550, AL1G55520	AT1G48800.1
OG0000433	AL7G25660	AT4G27140.1
OG0000433	AL7G25640, AL7G25650	AT4G27150.1, AT4G27160.1
OG0000434	AL7G52140	AT5G38435.1
OG0000434	nbis-gene-954	AT2G23142.1
OG0000434	nbis-gene-953	AT2G23148.1
OG0000436	AL5G24720	AT3G46000.2
OG0000436	AL8G36450	AT5G59880.1
OG0000436	AL8G36460	AT5G59890.1
OG0000438	nbis-gene-1289	AT3G44060.1
OG0000438	AL5G23280, AL5G23260, AL5G23270	AT3G44810.1
OG0000439	AL2G31490	AT1G71880.1
OG0000439	AL106U10010, AL2G31500	AT1G71890.1
OG0000439	AL2G24380	AT5G06170.1
OG0000439	AL3G46310	AT1G66570.1, AT2G14670.1, AT5G43610.1
OG0000440	AL7G51660	AT4G39600.2
OG0000440	AL8G22290	AT5G48980.1
OG0000440	AL34U10050	AT5G48990.1
OG0000440	AL3G53350	AT2G20380.1
OG0000442	AL5G45200, AL8G37970	AT5G61310.1
OG0000442	AL4G46940	AT2G47380.1
OG0000442	AL7G49510	AT5G40382.1
OG0000443	AL7G19450	AT4G32390.1
OG0000443	AL4G16950	AT2G25520.1
OG0000443	AL6G21860	AT5G11230.1
OG0000443	AL6G37110	AT5G25400.1
OG0000444	AL4G26640	AT2G31390.1
OG0000444	AL5G41390	AT3G59480.1
OG0000444	AL1G15970	AT1G06020.1
OG0000444	AL1G15980	AT1G06030.1
OG0000445	AL6G35020	AT5G23740.1
OG0000445	AL5G28440	AT3G48930.1
OG0000445	AL7G21330	AT4G30800.1
OG0000446	AL6G33720	AT5G22730.1
OG0000446	AL6G33630	AT5G22610.2
OG0000446	AL6G33620	AT5G22600.1
OG0000446	AL8G15370	AT5G44490.1
OG0000446	AL6G33700	AT5G22720.1
OG0000447	AL3G23060	AT3G11510.1
OG0000447	AL4G32260	AT2G36160.1
OG0000447	AL6G16080	AT3G52580.1
OG0000448	AL5G18010	AT3G28390.1
OG0000448	AL5G18000	AT3G28380.1
OG0000448	AL5G17950	AT3G28345.1
OG0000449	AL5G40750	AT3G58950.1
OG0000449	AL5G40740	AT3G58940.1
OG0000449	AL5G40730	AT3G58930.1
OG0000449	AL3G12550	AT3G03040.1
OG0000449	AL3G12540	AT3G03030.1
OG0000450	AL7G44810	AT1G51480.1
OG0000450	AL8G16550, AL8G16530, AL37U10040, AL8G16430	AT5G43740.1, AT5G43730.1
OG0000451	AL7G31600	AT4G22100.1
OG0000451	nbis-gene-413	AT1G60270.1
OG0000451	nbis-gene-414	AT1G60260.1
OG0000451	AL6G27550	AT5G16580.1
OG0000451	AL1G52840	AT1G45191.1
OG0000452	nbis-gene-377	AT1G63205.1
OG0000452	AL2G12270	AT1G63200.1
OG0000452	AL2G12300, AL2G12320	AT1G63190.1
OG0000452	AL2G12220, AL2G12230	AT1G63206.2
OG0000457	AL3G14390	AT1G04480.1
OG0000458	AL1G42810	AT1G29090.1
OG0000458	AL1G42830	AT1G29110.1
OG0000458	AL1G42800	AT1G29080.1
OG0000459	AL7G33420	AT4G20450.1
OG0000459	AL7G51820	AT3G45920.1
OG0000460	AL3G25430	AT3G13520.1
OG0000460	AL8G32300	AT5G56540.1
OG0000460	AL7G26630	AT4G26320.1
OG0000460	AL1G63380	AT1G55330.1
OG0000462	AL7G33120	AT4G21030.1
OG0000462	AL7G33100	AT4G21050.1
OG0000462	AL7G33050	AT4G21080.1, AT4G21040.1
OG0000463	AL1G49900	AT1G35190.1
OG0000463	AL132U10030, nbis-gene-1313	AT3G46490.1
OG0000463	AL5G25330, nbis-gene-1314	AT3G46500.5
OG0000464	AL1G11560	AT1G02220.1, AT3G04420.1
OG0000464	AL1G11570	AT1G02230.1
OG0000464	AL1G11580	AT3G04410.1
OG0000465	AL8G10140, AL3G38150, AL8G20440, AL77U10030, AL9U10220, AL8G45400, AL6G42700, AL2G18410, AL1G57340, AL5G23170, AL5G12230, AL1G65170, AL1G61980, AL2G23350, AL6G47380, AL5G19640, AL8G13650, AL1G47460	AT3G43150.1
OG0000465	AL8G20520	AT4G07932.1
OG0000466	AL6G49230	AT4G03570.1
OG0000466	AL3G16360	AT3G05685.1
OG0000467	AL8G36990	AT5G60380.1
OG0000467	AL6G37170	AT5G25410.1
OG0000467	AL6G37160	AT5G25415.1
OG0000468	AL4G36610	AT2G30385.1
OG0000469	AL8G12820, AL5G40470, AL7G35520	AT2G42740.1
OG0000471	AL7G42590	AT4G13880.1, AT4G13810.2
OG0000472	AL2G12490	AT5G33406.1
OG0000473	AL1G10020	AT1G02190.1
OG0000473	AL1G10010	AT1G02205.3
OG0000473	AL4G34630	AT2G37700.3
OG0000474	AL1G13900	AT1G04300.3
OG0000474	AL8G43430, AL8G16740	AT5G43560.1
OG0000474	AL7G39140	AT4G16045.1
OG0000474	AL8G26730	AT5G52330.1
OG0000475	AL7G43190	AT1G44810.1
OG0000475	AL3G48460	AT4G00250.1, AT4G00238.1
OG0000475	AL1G63100, AL7G49490, AL5G19310	AT4G00610.1
OG0000475	AL2G14390	AT4G00390.1, AT1G61730.1
OG0000476	AL6G40090, AL6G40080, AL6G38970, AL6G38960	AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27580.1, AT5G27944.1, AT5G26950.1, AT5G27070.1
OG0000477	AL8G39430	AT5G62540.1
OG0000477	AL5G11960	AT2G02760.1
OG0000477	AL1G26290	AT1G14400.1
OG0000480	AL2G15360	AT1G61070.1
OG0000480	AL5G11370	AT2G02120.1
OG0000480	AL5G11380, AL5G11360	AT2G02130.1
OG0000481	AL2G17860	AT1G58360.1
OG0000481	AL1G20710	AT1G10010.2
OG0000483	AL8G21140	AT5G48375.1
OG0000483	AL6G37960	AT5G26000.1
OG0000484	AL8G20400	AT5G48070.1
OG0000484	AL7G21850	AT4G30290.1
OG0000484	AL7G21870	AT4G30280.1
OG0000484	AL2G21950	AT1G65310.2
OG0000485	nbis-gene-1789	AT4G23380.1
OG0000485	AL3G47940	AT2G20170.1
OG0000485	nbis-gene-1788	AT4G23390.1
OG0000486	AL1G31270, AL1G31240	AT1G18760.1
OG0000486	AL3G25060	AT3G13228.1
OG0000491	AL5G27710	AT3G48310.1, AT3G48320.1
OG0000491	AL5G27700	AT3G48300.2
OG0000491	AL5G27680	AT3G48280.1
OG0000491	AL5G27670	AT3G48270.1
OG0000492	AL5G35780	AT3G54700.1
OG0000492	AL4G28330	AT2G32830.1
OG0000492	AL4G36250	AT2G38940.1
