Orthogroup	Arabidopsis_lyrata_Rawat	Eutrema_salsugineum
OG0000132	AL315U10010, AL7G51940, AL7G52020, AL7G52000	XP_006393001.2, XP_024014405.1, XP_024014786.1, XP_006405613.2, XP_006405755.2, XP_006405611.2, XP_024014617.1, XP_024014705.1
OG0000134	AL8G15310	XP_024011055.1
OG0000134	AL8G17970, AL8G17980, AL20U10060, AL20U10050, AL20U10040, AL20U10020, AL6G21880	XP_006399626.1
OG0000137	AL8G30930	XP_006401460.1
OG0000137	AL8G30920	XP_006401462.1
OG0000137	AL8G30900	XP_006401463.2
OG0000137	AL8G30890	XP_006401465.2
OG0000138	AL5G40760	XP_024012920.1
OG0000138	AL5G40870, AL5G40860	XP_024016620.1
OG0000138	AL2G23440, AL5G45250, AL5G35200	XP_006402376.1, XP_006406628.2, XP_024015356.1
OG0000140	AL8G35610, AL1G29430, AL2G32620, AL5G19190, AL6G10840	XP_024009937.1
OG0000141	AL1G23600	XP_024008234.1
OG0000141	AL2G13240	XP_024004548.1, XP_006391848.1
OG0000143	AL3G54050	XP_024004869.1, XP_024013112.1, XP_024010423.1, XP_024006481.1, XP_024016274.1, XP_024007909.1, XP_024010471.1, XP_024010602.1, XP_024010603.1, XP_024010269.1, XP_024010488.1, XP_024009587.1, XP_024014718.1, XP_024007269.1, XP_024014984.1, XP_024006558.1, XP_024015954.1, XP_024014871.1, XP_024011336.1, XP_024009448.1, XP_024009582.1, XP_024007272.1, XP_024007245.1, XP_024016353.1, XP_024013094.1, XP_024015124.1, XP_024011407.1, XP_024010424.1, XP_024007246.1, XP_024007303.1, XP_024009244.1, XP_024011363.1, XP_024013386.1, XP_024009423.1, XP_024005024.1, XP_024013120.1, XP_024013068.1, XP_024010915.1, XP_024010675.1
OG0000148	AL2G11100	XP_024004911.1
OG0000148	AL1G54580, AL1G54620	XP_024006236.1, XP_006393101.1, XP_006393087.2
OG0000148	AL3G17170	XP_006416297.2, XP_024006818.1, XP_006412742.1
OG0000148	nbis-gene-1537	XP_006415686.2, XP_024008000.1, XP_006415657.1
OG0000150	AL667U10020	XP_024009756.1
OG0000151	AL5G36230	XP_006403491.1
OG0000151	AL5G36220	XP_006403492.1
OG0000151	AL4G36690	XP_006411161.1
OG0000151	AL5G36210	XP_006403493.1
OG0000151	AL5G34430	XP_006403679.1
OG0000151	AL4G33730	XP_006410918.1
OG0000151	AL6G24190	XP_006399852.1
OG0000152	AL5G21970	XP_024009964.1
OG0000153	AL4G23860	XP_006409977.2, XP_024003718.1, XP_024003707.1, XP_024003713.1, XP_024003669.1
OG0000153	AL1G17600	XP_024008215.1
OG0000154	AL1G58520, AL6G29770, AL6G29780	XP_006393107.1
OG0000155	AL481U10020	XP_024005989.1
OG0000157	AL8G27960, AL1G29270	XP_006418682.2, XP_024008597.1
OG0000158	nbis-gene-1710, AL2G28170	XP_006391162.2
OG0000158	AL4G12250, AL6G25220, AL6G46400	XP_006397112.2
OG0000158	AL1G67080, AL7G42520	XP_006390521.2, XP_024007853.1
OG0000160	AL3G52950	XP_006409094.1
OG0000160	AL7G22000	XP_024005341.1
OG0000160	AL8G33330	XP_024012572.1
OG0000160	AL3G44180	XP_006396088.1
OG0000160	AL5G20850	XP_006419170.1
OG0000160	AL2G40780	XP_006389820.1
OG0000160	AL4G15040	XP_006404985.2
OG0000161	AL1G16160, AL2G19110	XP_024013360.1
OG0000162	AL4G28780, AL8G17590	XP_006410456.1
OG0000162	AL4G28810, AL4G28800	XP_024004125.1
OG0000167	AL3G35160, AL3G35150	XP_024014991.1, XP_024006548.1
OG0000167	AL5G24180, AL3G35070	XP_024015693.1
OG0000167	nbis-gene-789	XP_024015423.1
OG0000169	AL1G53540, AL1G53520	XP_024006540.1, XP_024006299.1, XP_024006462.1
OG0000170	AL5G43250	XP_024012911.1
OG0000170	AL4G44740	XP_024010825.1
OG0000170	AL4G44730	XP_006410182.1
OG0000171	AL8G28000	XP_006401722.1
OG0000171	AL7G47650	XP_006405318.1
OG0000171	AL3G49460	XP_006409398.1
OG0000171	AL8G31780	XP_006401372.1
OG0000171	AL3G19690	XP_006407751.1
OG0000171	AL7G24680	XP_024005195.1
OG0000172	AL6G39210	XP_024006572.1
OG0000173	AL7G12140	XP_006411787.1
OG0000173	AL7G13810	XP_006411932.1
OG0000173	AL7G12760	XP_006395058.1, XP_024006800.1
OG0000173	AL7G13600, AL7G12790	XP_006409103.1
OG0000174	AL5G24470, AL6G38890, AL3G40990, AL6G49470, AL2G19320, AL4G18060, AL1G56990	XP_024009910.1, XP_024010843.1, XP_024010311.1, XP_024004523.1
OG0000175	AL1G37260	XP_006416080.1, XP_024015929.1
OG0000175	AL6G25440	XP_024012404.1
OG0000176	AL3G15860	XP_006414114.1, XP_024005467.1, XP_024005332.1, XP_006414117.2
OG0000176	AL1G47960	XP_024009012.1
OG0000176	AL2G31040	XP_024011615.1
OG0000176	AL158U10030	XP_024014641.1
OG0000177	AL1G34320, AL1G34330, AL1G34340, AL1G34270, AL1G34310, AL1G34300, AL3G41650	XP_006416321.2
OG0000178	AL6G47960	XP_006396688.1
OG0000178	AL6G47980, AL6G47970	XP_006396683.2
OG0000178	AL6G48020	XP_024009811.1
OG0000178	AL6G47990	XP_024010194.1, XP_006396684.1
OG0000179	AL2G17390, AL2G17430	XP_024013955.1
OG0000179	AL2G16980	XP_006392266.1
OG0000182	AL5G43310, AL5G43300	XP_006402522.1, XP_006405778.1
OG0000182	AL7G51710, AL5G39240, AL1G52920, AL5G39230, AL5G39260	XP_006418087.2
OG0000183	AL2G24200, AL7G46650	XP_006391396.1, XP_006405835.1
OG0000183	AL6G32820, AL4G20560	XP_006408585.1
OG0000184	AL3G36200, AL3G36210	XP_024014969.1
OG0000184	nbis-gene-767	XP_006391352.1
OG0000185	AL1G37710, AL1G37720, AL1G37670	XP_024008728.1
OG0000186	AL77U10060, AL8G31350, AL5G15330	XP_006402068.1
OG0000186	AL5G11890	XP_024006671.1
OG0000187	nbis-gene-932, AL4G10910	XP_006409848.1, XP_006413517.1, XP_006413085.1, XP_006401995.1, XP_006410218.1
OG0000187	AL4G24590, AL4G24560, AL4G24330, AL4G24610, AL4G24350, AL4G24620, AL4G24340, AL4G24320	XP_024009084.1, XP_006396044.1
OG0000188	AL6G22480, AL6G22490, AL6G22600, AL3G14200	XP_006403294.1, XP_006413270.2
OG0000188	AL3G14700	XP_006408167.1
OG0000188	AL3G14720, AL3G14710	XP_006408168.2
OG0000189	AL7G15090, AL3G50830	XP_006412039.1
OG0000189	AL7G16200	XP_006409399.1
OG0000189	AL2G35850	XP_006390262.1
OG0000189	AL1G32900	XP_006416436.1
OG0000192	AL2G13220	XP_006413192.2
OG0000192	AL1G25180, AL1G25190	XP_006417123.1
OG0000193	AL1G53610	XP_006410830.1, XP_006415272.2
OG0000193	AL1G46640, AL1G46660, AL1G46620	XP_024007938.1
OG0000195	AL7G46380	XP_006408884.1
OG0000196	AL7G48650, AL7G48660	XP_006391246.2
OG0000196	AL7G47590, AL7G47570, AL7G47600, AL4G22240, AL7G47850	XP_006405333.1
OG0000196	AL7G47540	XP_024014729.1
OG0000197	AL7G34540, AL7G34550	XP_006413958.1
OG0000197	AL7G34520	XP_006393616.1
OG0000197	AL7G34530	XP_006393695.2
OG0000198	AL5G13150, AL5G10520	XP_006395886.1, XP_006395885.1
OG0000198	AL7G42370, AL5G10550	XP_006395887.1
OG0000198	AL1G27020, AL1G45410, AL1G26980, AL1G27000, AL1G27010, AL5G15240	XP_006413529.1
OG0000199	AL7G22480, AL6G29250, AL6G29230, AL7G22490, AL7G22500	XP_006412791.2, XP_006413298.1
OG0000200	AL1G15390	XP_006418015.2
OG0000200	AL1G44070	XP_006415505.2
OG0000200	AL1G44060, AL1G44080	XP_006415507.2
OG0000201	AL3G45630	XP_024009278.1
OG0000202	AL6G47610	XP_024009918.1
OG0000202	AL2G28240	XP_006398075.1
OG0000203	AL5G39980, AL5G40000	XP_024012757.1
OG0000203	AL5G40120	XP_006405456.2
OG0000208	AL4G14050	XP_024013235.1
OG0000209	AL5G25310	XP_024006207.1
OG0000209	AL6G20830	XP_024015726.1
OG0000210	AL4G23070, AL4G44040	XP_024010855.1, XP_024004704.1
OG0000210	AL2G23580	XP_024012462.1
OG0000211	AL7G52630	XP_024009238.1, XP_024015927.1, XP_024011253.1, XP_024009718.1, XP_024009445.1, XP_024011236.1, XP_024010337.1, XP_024010096.1, XP_024009305.1
OG0000216	AL2G18850	XP_024016821.1
OG0000219	AL7G46090, AL7G49700, AL7G49110, AL7G49680, AL5G28350, AL5G28190, AL7G49120, AL7G43790, AL7G49130, AL7G46120, AL7G47660, AL7G48270, AL7G49950, AL7G48800, AL7G49150, AL7G19770, AL3G52780	XP_024009776.1, XP_006391273.1, XP_024005932.1, XP_024005928.1
OG0000221	AL2G18390	XP_024008028.1, XP_024009606.1
OG0000222	AL6G40720	XP_024016355.1, XP_024015830.1, XP_024014542.1, XP_024013106.1, XP_024011381.1, XP_024009610.1, XP_024009459.1, XP_024010571.1, XP_024010572.1, XP_024016386.1
OG0000223	AL4G15000	XP_024010192.1
OG0000225	AL2G28790	XP_024009484.1
OG0000225	AL2G39130	XP_024011254.1
OG0000227	AL3G46870	XP_024014358.1
OG0000229	AL8G38260	XP_024005057.1, XP_024010219.1, XP_006396981.1
OG0000230	AL5G40610, AL5G40780	XP_024012973.1
OG0000230	AL5G40710	XP_024012843.1
OG0000232	AL3G48740, AL1G53480	XP_024004085.1
OG0000232	AL8G13400	XP_024014219.1
OG0000232	AL9U10240, AL5G17720, AL8G21610, AL7G48830, AL3G31430, AL4G15240, AL8G25040	XP_024016372.1, XP_024009429.1, XP_024009258.1, XP_024006411.1
OG0000233	AL6G17860	XP_006399237.1, XP_006399238.1
OG0000233	AL6G17870	XP_024012088.1, XP_006399240.2
OG0000233	AL6G17850	XP_024012161.1
OG0000235	AL6G32810	XP_024013292.1
OG0000235	AL1G40550, AL6G39940	XP_006405379.1
OG0000236	AL2G23070	XP_024014966.1
OG0000236	nbis-gene-989, AL6G43290, AL6G43280	XP_024014734.1
OG0000237	AL3G35490	XP_024014985.1
OG0000241	AL7G32050	XP_006413726.1
OG0000241	AL7G32060	XP_006413727.1
OG0000241	AL6G48330	XP_006396664.1
OG0000241	AL6G48290	XP_006396665.1
OG0000241	AL6G48300, AL6G48310	XP_024010083.1
OG0000242	AL3G16620	XP_024015704.1, XP_006392079.1, XP_006392157.1, XP_006391312.1, XP_006396188.1, XP_006391455.1, XP_006419174.1, XP_006391378.1, XP_006391379.1, XP_006391380.1, XP_006391456.1, XP_024009775.1, XP_024009395.1, XP_006418995.1, XP_006391433.1
OG0000243	AL1G43240	XP_024008323.1, XP_006415570.1
OG0000243	nbis-gene-176	XP_006415571.1
OG0000244	AL6G49970, AL6G49560	XP_006396522.2
OG0000246	AL5G34040	XP_006403719.1
OG0000246	AL4G32990	XP_006410852.1
OG0000246	AL4G32970	XP_006410850.1
OG0000247	AL1G46070	XP_024016187.1, XP_006397124.1, XP_006396952.1, XP_024010305.1, XP_024010284.1
OG0000248	AL2G29310, AL2G29280, AL5G35460, nbis-gene-575, nbis-gene-577, nbis-gene-574, nbis-gene-573	XP_006390930.2
OG0000249	AL1G48110, AL2G10350	XP_024011318.1, XP_024004901.1
OG0000250	AL6G50030	XP_006396612.1, XP_006396617.1
OG0000250	AL6G48930	XP_006393349.1
OG0000251	AL5G15050, AL5G15060, AL5G15070	XP_006395570.1
OG0000251	AL5G15090	XP_006395568.2
OG0000251	AL5G15100	XP_006395567.1
OG0000251	AL8G33230	XP_006401223.1
OG0000251	AL5G15040	XP_006395572.1
OG0000252	AL7G20350	XP_006412567.1
OG0000252	AL2G37720	XP_006390080.1
OG0000253	AL1G19530	XP_006407319.1
OG0000253	AL3G20620	XP_006407676.1
OG0000253	AL6G11740	XP_006398709.1
OG0000254	AL7G39750	XP_006414472.1
OG0000254	AL7G39720	XP_024005335.1
OG0000256	AL3G30180	XP_006414663.1, XP_006414661.2
OG0000256	AL3G42640	XP_006418788.1, XP_006412628.2, XP_024009328.1, XP_006402133.2
OG0000256	nbis-gene-802, AL3G42750, nbis-gene-801	XP_006406160.1, XP_024014950.1, XP_006400938.2, XP_024012507.1, XP_024009330.1
OG0000260	AL7G19690	XP_006411750.1
OG0000262	AL2G11040	XP_006405351.1
OG0000262	AL2G13760, AL6G43420, AL2G11060	XP_024013586.1, XP_024011074.1
OG0000266	AL8G28530, AL8G28470, AL8G28350	XP_024011221.1, XP_006401683.1
OG0000266	AL8G28560, AL8G28540	XP_006409554.2
OG0000268	AL5G24090	XP_024005307.1
OG0000268	AL3G43630	XP_024004883.1, XP_024014410.1, XP_024009490.1, XP_024013227.1, XP_024014585.1, XP_024007751.1, XP_024014905.1
OG0000269	AL8G36240	XP_006400925.1
OG0000269	AL5G25090, AL5G25020	XP_006418933.1, XP_006418941.1
OG0000269	AL4G24200	XP_024003799.1
OG0000270	AL2G12790	XP_024014551.1
OG0000273	AL8G28580, AL8G28590, AL8G28380, AL8G28370	XP_024011702.1
OG0000275	AL7G11970	XP_024006885.1, XP_006395689.1
OG0000275	nbis-gene-421, AL2G17720, AL6G40420, AL6G40440, AL6G40430, AL2G17690	XP_024006417.1
OG0000276	AL8G19610	XP_024005459.1
OG0000276	AL8G16120	XP_024016360.1, XP_024016375.1, XP_024014012.1, XP_024009234.1
OG0000278	AL7G46030, AL7G46410	XP_006408609.2
OG0000279	AL8G14470	XP_024010978.1
OG0000282	nbis-gene-1800, AL7G31480, AL7G31490, AL7G31510	XP_024004517.1, XP_024004516.1
OG0000283	AL5G34600	XP_024007235.1
OG0000283	AL6G38420, AL1G38780, AL1G65210, AL7G42660	XP_024014716.1
OG0000285	AL7G32710	XP_024005112.1
OG0000285	AL7G25530	XP_006413094.1
OG0000285	AL2G23090, AL2G23080	XP_024007950.1, XP_006391515.2, XP_006391517.1
OG0000286	AL8G15660	XP_006396333.1
OG0000286	AL7G27750	XP_024004165.1
OG0000286	AL3G22250, AL3G22230	XP_024015270.1
OG0000289	AL3G40730, AL3G40650, AL3G41940, AL3G40700	XP_006415671.1
OG0000291	AL3G42940, AL3G43030, AL3G42930	XP_024009515.1
OG0000294	nbis-gene-1522, AL1G39230, AL1G39220	XP_006400088.2
OG0000294	AL6G25720	XP_024012273.1
OG0000295	nbis-gene-1835	XP_024011089.1
OG0000295	AL1G14750	XP_024008297.1
OG0000295	nbis-gene-162	XP_006415705.2
OG0000296	AL48U10010, nbis-gene-2180	XP_006400992.1
OG0000296	nbis-gene-2178, AL8G34670, AL8G26340, nbis-gene-2176, nbis-gene-2177	XP_024011966.1, XP_024012425.1
OG0000296	nbis-gene-2175	XP_024012145.1
OG0000297	AL7G47150	XP_024014692.1
OG0000298	AL1G48070	XP_006415074.1, XP_006415068.1, XP_006415075.2
OG0000298	AL4G19020, AL1G47970	XP_006415076.2
OG0000300	AL1G46650, AL1G46630	XP_024016300.1, XP_006394334.2
OG0000300	AL164U10010, AL5G16820	XP_006403410.1
OG0000301	AL4G43730	XP_024006006.1, XP_024014229.1
OG0000301	AL5G42900	XP_024014235.1, XP_006404678.1, XP_006402565.2
OG0000303	AL5G26120	XP_024009916.1
OG0000304	AL4G16550, AL4G16530, AL4G16510	XP_006393540.1
OG0000304	AL4G38280	XP_024009992.1
OG0000304	AL8G21380, nbis-gene-2062, AL3G42840	XP_006393554.2, XP_024006523.1
OG0000304	AL4G38290	XP_006396717.1
OG0000305	AL1G29380	XP_006413912.1
OG0000305	AL1G51540, AL4G38060, AL4G38120, AL6G43180	XP_006411287.1
OG0000306	AL7G51760	XP_006402171.2, XP_006405728.2
OG0000307	nbis-gene-1899	XP_006394385.1
OG0000313	AL2G40670	XP_006405091.1
OG0000313	AL7G22850	XP_006412828.1
OG0000314	AL7G44460	XP_024011383.1, XP_024015973.1, XP_024010526.1
OG0000315	AL5G42110	XP_024010346.1, XP_024014742.1, XP_024014782.1, XP_024014357.1, XP_024014741.1, XP_024014779.1, XP_024016782.1, XP_024004825.1, XP_024005179.1, XP_024005193.1, XP_024005154.1
OG0000318	AL3G52410, AL3G52440, AL2G28900	XP_024010631.1
OG0000318	AL3G39500, AL1G49160	XP_006416157.2
OG0000320	AL4G19330	XP_024010925.1, XP_024014928.1, XP_024010476.1, XP_024005038.1
OG0000321	AL8G15650, AL1G57580	XP_006406473.1, XP_006393188.1
OG0000322	AL7G25500	XP_024013303.1
OG0000322	AL132U10010	XP_024012517.1
OG0000325	AL1G14460	XP_006418097.1
OG0000325	AL4G28660	XP_006410450.1
OG0000325	AL1G14470	XP_024008616.1
OG0000326	AL1G38150, nbis-gene-1197, nbis-gene-1364, AL3G28900, AL4G24660	XP_006414687.1, XP_006414684.2, XP_006414683.2, XP_006414686.1
OG0000326	AL7G51870, AL7G51860, AL8G27500, AL5G29830, AL3G23410, AL3G21160, AL3G21170, nbis-gene-679, AL3G17610	XP_006406044.2, XP_006406046.1
OG0000327	AL6G16450, AL2G39740, AL2G39770	XP_006405569.1
OG0000327	AL7G18840	XP_006413834.1, XP_006413902.1
OG0000329	AL7G41460	XP_006414672.1
OG0000330	AL2G32680, AL2G32660, AL2G32700	XP_024008627.1
OG0000330	AL2G32630	XP_006390610.1
OG0000331	AL6G51460	XP_006396376.1
OG0000331	AL1G11840	XP_006418333.1
OG0000331	AL3G30460	XP_006406736.1
OG0000331	AL4G33090	XP_006410860.1
OG0000332	nbis-gene-400, AL2G14930, nbis-gene-402, nbis-gene-401, AL2G14910, AL2G14860, AL2G14740, AL2G14750	XP_006391998.1
OG0000335	AL5G41630, AL5G41650	XP_006402644.2
OG0000336	AL1G20240, nbis-gene-1385	XP_006392360.1, XP_006392391.1
OG0000339	AL8G15440	XP_006414647.1
OG0000339	AL9U10390	XP_024004976.1
OG0000341	AL1G52480, AL1G52390	XP_024006296.1
OG0000341	AL1G55350	XP_006392846.1, XP_006393515.2
OG0000342	AL4G15010	XP_024015029.1, XP_024014866.1
OG0000344	AL4G18870, AL1G22300, AL1G22320, AL1G25470, nbis-gene-69, AL5G16800, AL1G58940	XP_024007719.1
OG0000345	AL6G19900, AL390U10020	XP_024013255.1
OG0000345	AL6G19890	XP_006399428.2
OG0000345	AL6G19910	XP_006399431.1
OG0000345	AL1G13870	XP_006418147.1
OG0000346	AL5G14950	XP_006395576.1
OG0000346	AL5G14940	XP_006395577.1
OG0000346	AL5G34200	XP_024013545.1, XP_006403706.1
OG0000347	AL4G45180	XP_006397781.1
OG0000347	AL7G30060	XP_006413559.1
OG0000347	AL6G53040	XP_006396241.1
OG0000348	AL133U10030, AL3G39670, AL3G39690	XP_024014913.1
OG0000348	AL4G45790	XP_024010856.1
OG0000349	AL8G36200	XP_006400931.1
OG0000349	AL8G36160, AL8G36170	XP_024011593.1
OG0000350	AL5G18930, AL3G36110, nbis-gene-754, AL3G36140, AL3G36150, AL3G36100, AL3G36090	XP_024014973.1, XP_024014974.1
OG0000351	AL3G39810	XP_006407408.1, XP_006413962.1, XP_006407409.2
OG0000355	AL8G37040	XP_024013315.1, XP_024013316.1, XP_006400849.1
OG0000356	AL4G15360, AL4G15350	XP_024014113.1
OG0000356	AL4G15330	XP_024014112.1
OG0000357	AL1G43760, AL1G43770	XP_006415534.1, XP_006415536.1, XP_006415537.1
OG0000359	AL8G29280	XP_024012357.1
OG0000359	AL7G25060	XP_006413047.1
OG0000359	AL7G25030	XP_024005472.1
OG0000359	AL7G25050	XP_024005613.1
OG0000362	AL4G17970	XP_006408822.2
OG0000363	AL8G20160, AL5G19170	XP_024003896.1
OG0000363	AL1G64190	XP_006395553.1
OG0000364	AL3G14810	XP_006396845.1, XP_006396574.1
OG0000364	AL4G38410, AL4G38350, AL4G38450	XP_024003638.1, XP_006409746.1
OG0000365	AL1G39370	XP_006415920.1
OG0000365	AL7G33350	XP_006413856.1, XP_006413854.1
OG0000365	AL1G39380, AL1G39340, AL1G39360, AL1G39330	XP_006415921.1
OG0000367	AL6G41620	XP_024008863.1
OG0000367	AL6G25850	XP_024006690.1
OG0000368	AL5G25590, AL5G25550, AL5G25630, AL5G25650, AL5G25640	XP_006418874.2, XP_024009622.1, XP_006418873.1
OG0000368	AL5G25690	XP_006418870.1
OG0000370	AL3G39540, AL3G39570, AL3G39550	XP_024009974.1
OG0000371	AL1G51150	XP_024006424.1
OG0000376	AL2G15890	XP_006392126.1
OG0000376	AL2G15870	XP_006392127.1
OG0000377	nbis-gene-1705	XP_006411898.1
OG0000377	AL2G24540, AL2G24410	XP_024004487.1
OG0000377	AL7G13520	XP_006393642.1
OG0000377	AL7G13510	XP_006411900.1, XP_006411901.1
OG0000379	AL5G11250	XP_006395818.1
OG0000379	AL5G35180	XP_006403613.1
OG0000379	AL5G11220	XP_024006961.1
OG0000379	AL2G13720	XP_024016059.1
OG0000380	AL8G35710	XP_024012512.1, XP_024012532.1, XP_006400936.1
OG0000380	AL8G36790, AL71U10060, AL8G36700	XP_006400881.1, XP_024012520.1, XP_024012521.1, XP_006393432.1
OG0000381	AL5G19040, nbis-gene-1075, AL2G39040	XP_024016547.1
OG0000382	AL6G50680, AL6G50670, AL6G50700	XP_006396450.1
OG0000382	AL4G34640	XP_006410963.1
OG0000384	AL8G11330, AL8G11310, AL8G11340	XP_006398389.1
OG0000385	AL22U10010, nbis-gene-1954, AL7G51970, nbis-gene-1735, AL7G20320	XP_024004600.1
OG0000388	AL3G30610	XP_024016650.1
OG0000388	AL8G29440	XP_006397366.1, XP_006401605.1, XP_006401607.2
OG0000388	AL3G42690	XP_006406482.1, XP_006406481.1
OG0000389	AL8G32520, AL8G32530, AL8G32510, AL8G32500	XP_006409792.2
OG0000389	AL4G20070	XP_024014146.1
OG0000390	AL1G35830	XP_024008916.1
OG0000390	AL1G49180, AL1G35870	XP_024008649.1
OG0000391	AL2G33070	XP_006390568.1
OG0000391	AL3G21810	XP_024015047.1
OG0000392	AL1G29180	XP_006416751.1
OG0000392	AL7G27840, AL7G27830	XP_006413319.1
OG0000393	nbis-gene-1951	XP_006405658.1
OG0000393	AL7G51280	XP_006405663.1, XP_006414433.1
OG0000393	AL7G51350	XP_024014651.1
OG0000394	AL3G28170	XP_006406954.1
OG0000395	AL1G25950	XP_006417058.1
OG0000395	AL3G47120	XP_006409559.1
OG0000395	nbis-gene-82	XP_024008283.1
OG0000395	AL1G25930	XP_006417060.1
OG0000396	AL6G36390, AL5G15440	XP_024010215.1
OG0000397	AL2G24870	XP_024012172.1
OG0000398	nbis-gene-998, AL8G28420	XP_006418550.2
OG0000399	AL1G11940	XP_006418323.1
OG0000399	AL5G45310	XP_006402369.1
OG0000399	nbis-gene-54	XP_006417597.1
OG0000402	AL8G44500	XP_024007630.1
OG0000402	AL8G44510	XP_024006781.1
OG0000402	AL8G44490	XP_006406006.1, XP_024006782.1
OG0000403	AL7G41820, AL7G41810	XP_024009575.1, XP_006418804.2
OG0000404	AL1G32050	XP_006405084.2, XP_024014917.1
OG0000404	AL7G22840	XP_024004453.1
OG0000406	AL1G18060, AL8G36410, AL5G24760	XP_006400905.1, XP_006418972.1
OG0000407	AL1G12810, AL1G39190, AL4G46780	XP_006397915.1, XP_024015422.1
OG0000407	AL1G22510	XP_024004900.1
OG0000409	AL4G21310	XP_024008673.1
OG0000409	AL1G42220, AL1G42200	XP_024008361.1
OG0000411	nbis-gene-977, AL4G18590, nbis-gene-965, AL4G14960, AL8G17380, AL4G14950	XP_006419063.1
OG0000412	AL6G27540	XP_006400196.1
OG0000412	AL7G46360	XP_006405853.1
OG0000412	AL2G23890	XP_006391364.1
OG0000412	AL3G30980	XP_006406687.1
OG0000413	AL3G25620	XP_006415181.1, XP_006407188.1, XP_006407189.1
OG0000413	AL1G63260	XP_006392671.1
OG0000413	AL3G25610	XP_006407190.1
OG0000414	AL2G13380	XP_006391857.1
OG0000414	AL3G44750	XP_006409711.1
OG0000414	AL7G40540	XP_006414560.1
OG0000419	AL4G31290	XP_006410685.1
OG0000421	AL8G27110	XP_006401798.1
OG0000421	AL7G26330	XP_006413166.1
OG0000421	AL8G31590, AL8G31580	XP_006401391.1
OG0000424	AL8G30090	XP_006401550.1
OG0000424	AL7G25590	XP_006413100.1
OG0000426	AL4G31270	XP_006392656.1, XP_006392661.2
OG0000426	AL3G47620	XP_006409386.2, XP_024010333.1
OG0000428	AL8G20780, AL4G19350, AL3G53690, AL1G45700, AL1G45680, AL446U10030	XP_024013624.1, XP_024010341.1, XP_024007943.1, XP_024010451.1, XP_024004969.1, XP_024007771.1, XP_024013942.1, XP_024004070.1, XP_024011239.1, XP_024010255.1, XP_024013393.1, XP_024007315.1, XP_024010656.1, XP_024011264.1, XP_024014459.1, XP_024004964.1, XP_024013614.1, XP_024013943.1, XP_024015946.1, XP_024006517.1, XP_024006431.1, XP_024004956.1, XP_024011298.1, XP_024014046.1, XP_024014722.1, XP_024010397.1, XP_024014767.1, XP_024009489.1, XP_024016205.1, XP_024010338.1, XP_024013686.1, XP_024014011.1, XP_024013390.1
OG0000429	AL1G66560, AL5G40170	XP_024012759.1
OG0000430	AL7G31720	XP_006413700.1
OG0000430	AL6G48090	XP_006396679.1
OG0000430	AL2G13870	XP_006391930.1
OG0000431	AL3G47160	XP_006392962.2, XP_024006208.1
OG0000434	AL7G52140	XP_006405769.1
OG0000434	AL6G26180	XP_006396361.1
OG0000434	nbis-gene-216	XP_006419002.1, XP_006419029.1
OG0000436	AL5G24720	XP_006418977.1
OG0000436	AL8G36450	XP_006400899.1
OG0000437	AL8G32540, AL7G26730	XP_006413212.1
OG0000438	AL5G22220, nbis-gene-1289, AL8G17280, AL428U10010, AL5G23280, AL5G23260, AL5G23270	XP_024004195.1
OG0000439	AL2G24380, AL6G16140, AL3G46310	XP_006392340.1, XP_006399085.1
OG0000442	AL5G45200, AL8G37970	XP_024007127.1
OG0000442	AL213U10010	XP_024012881.1
OG0000442	AL7G49510	XP_024014752.1
OG0000443	AL7G19450	XP_006412480.1
