Orthogroup	Arabidopsis_lyrata_Rawat	Camelina_sativa
OG0000061	nbis-gene-1510	XP_019101969.1, XP_019083787.1
OG0000061	AL7G25770	XP_010433411.2, XP_010445103.2, XP_010451164.1
OG0000061	AL6G16510	XP_019084383.1, XP_010452572.1
OG0000061	AL1G53180	XP_019091030.1
OG0000061	AL1G35400	XP_010480591.2
OG0000061	AL4G24650	XP_019100817.1, XP_010491240.1
OG0000062	AL5G20430	XP_019098324.1, XP_010445564.1
OG0000062	AL704U10010	XP_010513344.1
OG0000062	AL9U10060	XP_010507126.1
OG0000062	AL8G40700, AL8G15100	XP_019094835.1, XP_010445890.1, XP_010424291.1, XP_019097384.1, XP_019092382.1, XP_010513205.1, XP_010513649.1
OG0000062	AL7G40460, AL2G19460, AL8G34860, AL8G13000	XP_019085507.1
OG0000063	AL6G44310	XP_010507647.1
OG0000063	AL2G36550	XP_010445567.1, XP_010501984.1, XP_010507459.1, XP_019087286.1
OG0000063	AL6G34160	XP_010445945.1
OG0000064	nbis-gene-346, nbis-gene-345, nbis-gene-441	XP_019095830.1
OG0000065	AL2G25320	XP_019100936.1
OG0000065	AL2G25210	XP_019083220.1
OG0000065	AL2G25180, AL2G25200	XP_010470571.1, XP_010415233.1
OG0000065	AL7G52590	XP_010450947.1, XP_019086129.1
OG0000066	AL6G20900, AL5G16700, AL1G66190, AL1G19680, AL6G20890	XP_010489841.1, XP_010475747.1, XP_010484375.1, XP_010514443.1, XP_010502711.1, XP_010444536.1, XP_010425488.1, XP_010458200.1, XP_010463183.1
OG0000066	AL2G35590, AL6G41640	XP_010428586.1, XP_010466628.1, XP_010447175.1, XP_010488359.1, XP_010471674.1, XP_010480248.1
OG0000066	AL6G21580	XP_010419651.1, XP_010491788.1, XP_010431986.1, XP_010453132.1, XP_010437129.1, XP_010431988.1
OG0000066	AL1G32620	XP_010477215.1, XP_019091470.1
OG0000067	AL3G45170	XP_010468532.1, XP_019085178.1, XP_010445366.1
OG0000067	AL1G31430	XP_010507263.1
OG0000068	AL6G15310, AL6G14890	XP_010490972.1, XP_010424780.1, XP_010452237.1, XP_019084545.1, XP_019097292.1
OG0000068	AL1G48230, AL3G11550	XP_010485475.1, XP_010463635.1
OG0000068	AL8G28020, AL8G27750	XP_010441868.1
OG0000068	AL6G12890	XP_010423706.1, XP_010490829.1
OG0000068	AL3G38420, AL6G12880, AL6G12910, AL6G12860	XP_010423608.1, XP_010490827.1
OG0000068	AL6G18740	XP_019084672.1, XP_010491460.1
OG0000069	AL3G40410, AL8G35170	XP_010424996.1, XP_019101786.1
OG0000069	AL5G45620	XP_010457739.1, XP_010485812.1, XP_010475324.1
OG0000069	AL1G10300, nbis-gene-18	XP_010485632.1
OG0000069	AL1G11090	XP_019094910.1, XP_010457094.2
OG0000069	AL5G21850, AL5G23770	XP_010507199.1, XP_019101860.1
OG0000069	AL4G13470	XP_010474878.2
OG0000070	AL1G20940	XP_010458359.1, XP_010475885.1, XP_010490823.1
OG0000070	AL3G47920, AL5G12840, AL5G12830	XP_010425101.1, XP_010502325.1, XP_010514084.1, XP_010425103.1, XP_010506934.1, XP_010502326.1, XP_010514085.1
OG0000070	AL4G11370, AL1G32980, AL2G24470	XP_010459699.1, XP_010477249.1, XP_010448526.1, XP_010438976.1, XP_010433736.1
OG0000070	AL8G19640	XP_010494151.1
OG0000070	AL5G42190	XP_010413610.1, XP_019093586.1, XP_010512295.1
OG0000070	AL7G16760	XP_010450797.1, XP_010441003.1, XP_010435879.1, XP_010441072.1, XP_010437611.1, XP_010432410.1, XP_010447075.1, XP_010447073.1
OG0000072	AL6G44140	XP_019086564.1
OG0000072	AL3G47230	XP_010446292.1
OG0000073	AL4G12860	XP_010513296.1
OG0000073	AL1G60290	XP_019087245.1
OG0000074	AL8G11830	XP_010484876.1
OG0000075	AL7G11590	XP_010431928.1, XP_010446504.1
OG0000075	AL1G52760, AL1G52750, AL1G52780	XP_010446508.1, XP_019087113.1, XP_010431932.1
OG0000075	nbis-gene-1691	XP_010437077.1, XP_019086095.1, XP_010446510.1
OG0000075	AL7G11600, AL6G47540, AL6G47530	XP_010437076.1, XP_010446506.1, XP_019088991.1
OG0000075	AL7G11690	XP_019086927.1
OG0000075	AL34U10100, AL8G22340	XP_010471669.1, XP_010442351.1, XP_010439941.1, XP_010482185.1
OG0000075	AL2G16730, AL2G16030	XP_019100856.1
OG0000076	AL7G10840	XP_019086777.1, XP_019088762.1, XP_010446406.1
OG0000076	AL4G29500	XP_010413809.1, XP_019093848.1
OG0000076	AL3G53220	XP_010497340.1
OG0000076	AL8G13050	XP_010484798.1, XP_019097581.1, XP_010441689.1
OG0000077	AL8G13900, AL8G13920	XP_010481626.1
OG0000077	AL5G12960	XP_010430698.1
OG0000077	AL5G12970, AL5G12940	XP_010514095.1, XP_019099908.1
OG0000078	AL3G13680	XP_010514749.1, XP_010485737.1, XP_010463845.1
OG0000078	AL3G13710	XP_019092533.1, XP_010485741.1
OG0000078	AL3G13720	XP_010514843.1, XP_010485743.1, XP_010463846.1
OG0000078	AL6G29220, AL6G29120	XP_019083866.1, XP_019097998.1
OG0000078	AL6G29270, AL6G29210, AL6G29240	XP_019098000.1
OG0000078	AL6G29190	XP_019098087.1
OG0000079	AL3G51940, AL1G57050, AL5G16890, AL1G58560, AL1G58670, AL4G20020, AL1G30000, AL5G27080, AL8G14210	XP_010512845.1, XP_010415622.1, XP_019095296.1, XP_019090335.1, XP_019091163.1, XP_019082564.1, XP_019087463.1, XP_019093257.1, XP_010512724.1, XP_019100739.1, XP_019085561.1, XP_019099825.1, XP_019082800.1, XP_010455272.1, XP_010441029.1, XP_019092609.1, XP_010494915.2, XP_010495453.2, XP_010511426.1, XP_010494414.1
OG0000080	nbis-gene-244	XP_010456792.1
OG0000081	AL1G31420, AL8G29100, AL8G26420, AL6G33330	XP_019082651.1, XP_019085368.1, XP_019086362.1, XP_010424661.1, XP_019091072.1, XP_019084275.1, XP_019096344.1, XP_019096335.1, XP_019082519.1, XP_019098295.1, XP_019099672.1, XP_019082727.1
OG0000083	AL9U10620	XP_010445965.1
OG0000083	AL2G11510	XP_019084188.1, XP_019095657.1
OG0000084	AL3G40390	XP_010480966.1, XP_010473765.1, XP_010473863.1, XP_010507300.1, XP_010480820.1, XP_010495906.1, XP_010480716.1, XP_010424347.1, XP_010474349.1, XP_010445858.1
OG0000084	AL4G40730	XP_010412615.1, XP_010489872.1, XP_010424268.1, XP_010461805.1, XP_010501665.1, XP_010511282.1, XP_010477949.1
OG0000084	AL347U10020	XP_010507398.1, XP_010456637.1
OG0000084	AL60U10030	XP_010481061.1, XP_010462704.1, XP_010436302.1, XP_010419019.1, XP_010518597.1, XP_010490132.1, XP_010495738.1, XP_019084271.1, XP_010507514.1, XP_010456798.1
OG0000084	AL6G44320	XP_010421721.1
OG0000086	AL7G53090	XP_019087476.1, XP_010451915.1, XP_010450967.1, XP_010440900.1
OG0000086	AL8G39760	XP_010444133.1, XP_010485290.1, XP_019095679.1, XP_019086987.1, XP_010459144.1
OG0000086	nbis-gene-1912	XP_010436165.1, XP_019086484.1
OG0000086	AL7G46870	XP_019087535.1, XP_010447989.1, XP_019086368.1
OG0000086	AL7G46850, AL7G46860	XP_010451724.1, XP_010445575.1
OG0000086	nbis-gene-1913, AL7G53060	XP_010435701.1
OG0000086	AL7G53100	XP_010445578.1
OG0000086	AL7G53110	XP_019097446.1
OG0000086	AL2G24580	XP_010513640.1, XP_010470534.1, XP_019100921.1
OG0000086	AL2G24590	XP_019093553.1
OG0000086	AL2G24600	XP_010511492.1, XP_010415205.1, XP_010496730.1
OG0000089	AL6G35120	XP_010421190.1, XP_010454670.1
OG0000089	AL8G39670	NP_001289924.1, XP_010444122.1, XP_010515012.1
OG0000089	AL5G25960	XP_010503303.1
OG0000089	AL4G24260	XP_010469941.1, XP_010414372.1, XP_010510475.1
OG0000089	AL6G23060	XP_010419814.1, XP_010491982.1, XP_010453291.1
OG0000089	AL8G15560	XP_010494444.1
OG0000089	AL7G33260	XP_010434259.1, XP_010439552.1, XP_010449142.1
OG0000089	AL4G30750	XP_010509706.1
OG0000089	AL1G32740	XP_010459680.1, XP_010498429.1, XP_010477226.1
OG0000089	AL2G35770	XP_010416482.1, XP_010471708.1
OG0000091	AL5G26350	XP_010503325.1, XP_010426163.1
OG0000091	AL5G26810	XP_010426203.1, XP_010503360.1
OG0000091	AL5G26820	XP_019085518.1
OG0000091	AL5G23250	XP_019085904.1, XP_019102250.1, XP_019100157.1, XP_010511816.1
OG0000091	AL5G26340, AL5G26330	XP_019101873.1, XP_010503358.1, XP_010510177.2, XP_010515035.1, XP_010431084.1
OG0000091	AL6G32010	XP_010454350.1, XP_010493153.1, XP_010493149.1, XP_010420883.1
OG0000091	AL8G24400	XP_010441974.1, XP_010482344.1
OG0000092	AL3G43310	XP_019101840.1
OG0000092	AL8G24810	XP_019093410.1
OG0000095	AL4G18540	XP_010472489.1
OG0000095	AL4G18560	XP_010472486.1, XP_010429460.1, XP_010417233.1
OG0000095	AL4G15620	XP_010429463.1
OG0000095	AL4G18510, AL4G15660	XP_010474446.1, XP_019085126.1
OG0000096	nbis-gene-1025, AL4G22680, AL4G22640	XP_019100837.1, XP_010513303.1
OG0000096	AL3G41350, AL3G41330, AL3G41320, AL3G41340	XP_019092478.1
OG0000096	AL3G31600, AL3G31620, AL3G31610, AL439U10010	XP_010465923.1
OG0000096	AL3G32310	XP_019092874.1, XP_019082383.1, XP_010467954.2, XP_019096848.1
OG0000096	AL3G32820, AL3G50560	XP_010468288.1, XP_010419966.1, XP_010489939.1
OG0000096	AL3G31590	XP_010489913.1
OG0000098	nbis-gene-805	XP_010490184.1, XP_010412745.2, XP_010468531.1, XP_019092314.1
OG0000098	AL2G26330	XP_010431735.1
OG0000098	nbis-gene-844	XP_010490218.1
OG0000098	AL1G41020, AL1G41000, AL1G41010, AL1G40990	XP_010460514.1, XP_010478092.1, XP_019091057.1, XP_010499238.1
OG0000098	AL4G14170	XP_010478516.1
OG0000098	AL6G44880	XP_010455133.1, XP_010494023.1
OG0000098	AL6G37020	XP_019097437.1
OG0000098	AL4G14150	XP_010499626.1, XP_010499628.1
OG0000098	AL6G37130	XP_010424305.2, XP_010454852.1, XP_010493782.1, XP_010495491.2, XP_010444838.1, XP_010478760.1, XP_010495494.2
OG0000100	AL2G11210	XP_019082762.1
OG0000100	AL2G11240	XP_019085239.1, XP_010418428.1
OG0000100	AL1G66260	XP_010511292.1, XP_010480259.1
OG0000100	AL7G51590	XP_010496571.1
OG0000100	AL2G11380	XP_010430481.1
OG0000100	AL2G11220	XP_019085241.1
OG0000100	AL3G49580	XP_010473654.1
OG0000100	AL1G65640	XP_010414947.1
OG0000100	AL2G11260	XP_019093426.1, XP_019083712.1, XP_010430500.1
OG0000100	AL2G11200	XP_010430284.1
OG0000101	AL26U10050, AL3G41030	XP_019083654.1, XP_019099713.1, XP_019084377.1, XP_010426130.1, XP_010513534.1, XP_019095473.1, XP_019084297.1, XP_019096310.1, XP_019100867.1, XP_010468539.2, XP_019091545.1, XP_019092371.1, XP_010473942.1, XP_019084640.1, XP_010513568.1, XP_010484883.1, XP_019092299.1, XP_019096514.1, XP_019087592.1, XP_010496858.1, XP_010425229.1, XP_010430917.1, XP_010430907.1, XP_019085581.1, XP_010430867.1, XP_010424201.1
OG0000101	AL1G60890	XP_019099915.1
OG0000102	AL6G49150	XP_010424624.1, XP_010467516.1
OG0000102	AL6G45160, AL6G49080, AL320U10010	XP_010431272.1, XP_010431403.1, XP_010513578.1, XP_010474129.1, XP_010418996.1, XP_010424620.1, XP_010455876.2, XP_010467545.2
OG0000102	AL6G49090, AL320U10020	XP_010451732.1
OG0000102	AL6G49120	XP_010431264.1, XP_010422439.1
OG0000102	AL9U10540	XP_010430852.2
OG0000102	AL6G49140	XP_010424623.1, XP_010456938.1, XP_010467526.1
OG0000102	AL6G49050	XP_010422434.1, XP_010431383.1
OG0000103	AL1G52720	XP_010424571.1, XP_019092256.1, XP_019094587.1, XP_010501655.2, XP_010467026.1, XP_010424981.1, XP_010451819.1, XP_010418555.1, XP_010480935.1, XP_010474005.1, XP_010419179.1
OG0000103	AL8G17400, AL1G30370, AL8G10040, AL265U10010	XP_019086350.1, XP_019099668.1, XP_010468517.1, XP_019087410.1, XP_019098168.1, XP_019093319.1, XP_019085495.1, XP_019087606.1, XP_019098419.1, XP_019099598.1, XP_019096616.1, XP_019101967.1, XP_019084287.1, XP_019091093.1
OG0000106	AL5G27290, AL1G43970, nbis-gene-561	XP_010416947.1
OG0000106	AL2G13830	XP_010426473.1
OG0000106	AL6G40690	XP_019083108.1, XP_010450226.1, XP_010426617.1, XP_019087671.1, XP_019086014.1, XP_010514363.1, XP_010499810.1
OG0000107	AL7G40290	XP_010451503.1, XP_010434998.1
OG0000107	AL3G33810	XP_010508531.1, XP_010466194.1
OG0000107	AL3G33780	XP_010487979.1, XP_010508519.1, XP_010466192.1
OG0000107	AL3G33770	XP_010487974.1, XP_010466183.1, XP_010508469.1
OG0000107	AL3G34900	XP_010466304.1
OG0000107	AL3G33830, AL3G42780	XP_010422712.1, XP_010456149.1
OG0000107	nbis-gene-1853	XP_010434996.1, XP_010440318.1, XP_010449948.1
OG0000107	AL3G33790	XP_010466191.1, XP_019096971.1, XP_010508508.1
OG0000107	AL3G33800	XP_010508486.1, XP_010466190.2, XP_019096974.1
OG0000108	AL5G34730	XP_010505356.1, XP_010504145.1, XP_010517034.1, XP_010515877.1, XP_010509299.1
OG0000108	AL5G25390, AL8G35810	XP_010514974.1, XP_010503262.1, XP_010483556.1, XP_010426084.1, XP_010483559.1, XP_010483560.1
OG0000108	AL3G23740	XP_010464961.1, XP_010498525.1, XP_010486900.1
OG0000108	AL6G20220	XP_010422938.1, XP_010491624.1, XP_010452982.1
OG0000108	AL3G32160, AL1G56110	NP_001289901.1, XP_010507140.1, NP_001289904.1
OG0000108	AL4G40470	XP_019100571.1, XP_019082327.1, XP_019101220.1
OG0000108	AL4G40460	XP_010508618.1
OG0000109	AL1G47060	XP_019097510.1
OG0000109	AL6G46480	XP_010431026.1, XP_010518462.1, XP_019097833.1, XP_010468511.1, XP_010424456.1, XP_019086540.1, XP_019098111.1, XP_019090345.1, XP_010421088.1, XP_019093688.1, XP_010496614.1, XP_010431325.1, XP_019093303.1
OG0000109	AL7G48370, AL4G13100, AL5G17500, AL8G26200, AL3G45860, AL1G49480, AL3G47220, AL5G17870, AL8G24560	XP_010514808.1, XP_010467138.1, XP_010419836.1, XP_010445669.1, XP_010501700.1, XP_019099565.1
OG0000110	AL1G55630, AL7G11640, AL1G50710, AL4G20710, AL6G41920, AL8G21920, AL9U11500, AL2G19920, AL2G22250, AL5G12710	XP_019089268.1, XP_010484962.1, XP_019093274.1, XP_019098180.1, XP_019098181.1, XP_010424382.1, XP_010490057.1, XP_019084293.1, XP_019096534.1, XP_019094551.1, XP_010430690.1, XP_010451255.1, XP_010436550.1, XP_019085480.1, XP_019086281.1, XP_010431092.1, XP_019084311.1, XP_010463167.1
OG0000111	AL5G34240, AL3G50380	XP_010514244.1, XP_010473859.1, XP_010506975.1, XP_010430622.1, XP_010507425.1, XP_010412753.1, XP_010412755.1, XP_010507426.1, XP_019085586.1, XP_010426986.1, XP_010426985.1, XP_010426987.1, XP_010431324.1, XP_010431322.1, XP_010490344.1, XP_019085585.1, XP_010445415.2, XP_010470172.1, XP_010421962.1, XP_010468655.1, XP_010423489.1
OG0000111	AL5G18800	XP_010457012.1, XP_010457013.1, XP_010430962.1, XP_019090835.1, XP_010466686.1, XP_010427599.1, XP_010466850.1, XP_010466656.1, XP_010424049.1, XP_010424683.1, XP_010424693.1, XP_010468732.2, XP_010467655.2, XP_010467652.1, XP_010490438.1
OG0000114	AL2G19090, AL2G20370, AL1G46930, AL8G13990, AL5G18470, AL5G18060, AL3G42080, AL4G18650, AL3G44910, nbis-gene-1272, nbis-gene-1271, AL1G50940	XP_019087455.1
OG0000115	AL7G53080	XP_010513681.1
OG0000115	AL431U10010	XP_019094800.1, XP_019090107.1
OG0000115	AL6G51530	XP_010501787.1, XP_010474592.2
OG0000116	nbis-gene-997, AL1G35450, nbis-gene-1953, AL1G39460	XP_010503464.1, XP_010494460.1
OG0000116	AL614U10020	XP_010511835.1
OG0000116	AL6G43140	XP_010461346.1
OG0000117	AL1G37420	XP_010477662.1, XP_019099169.1
OG0000117	AL1G37270	XP_019091039.1, XP_019094215.1
OG0000117	AL1G37280	XP_010460137.1, XP_010477644.1, XP_019099163.1
OG0000117	AL1G37400	XP_019095155.1
OG0000117	AL1G37430	XP_019098437.1, XP_010480623.1
OG0000117	AL1G37410	XP_019095154.1
OG0000117	AL1G37440	XP_010477663.1
OG0000117	AL1G37330	XP_019097190.1, XP_010498869.1, XP_010477651.1
OG0000118	AL4G35680, AL4G35660, AL4G35650	XP_010412931.1, XP_010412930.1, XP_019099927.1, XP_019099769.1, XP_019099919.1, XP_019087774.1, XP_019085898.1, XP_010512980.1, XP_019099768.1, XP_010509178.1, XP_010412927.1
OG0000118	AL2G23590	XP_010432526.1, XP_010437729.1, XP_010447206.1, XP_010415144.1
OG0000118	AL6G44790	XP_010469874.2, XP_019088285.1
OG0000118	nbis-gene-757, AL3G37210	XP_010417059.1, XP_010468394.1
OG0000118	AL685U10010, nbis-gene-652	XP_019092147.1
OG0000119	AL4G18360, AL4G18340	XP_010431628.1, XP_010474468.1, XP_019082720.1, XP_010429629.1, XP_010474467.1
OG0000119	AL6G15230	XP_010412568.1, XP_010431008.1
OG0000119	AL5G24100	XP_010426257.1, XP_010431095.1, XP_010425976.1, XP_010507205.1, XP_010514886.1, XP_010507204.1
OG0000119	nbis-gene-1302	XP_019101862.1
OG0000119	nbis-gene-1304	XP_019099656.1, XP_010431012.1, XP_019101861.1
OG0000121	AL8G34500	XP_010424626.1
OG0000122	AL8G32120	XP_010476564.1
OG0000122	AL8G32110	XP_019086738.1, XP_010483110.1
OG0000122	AL8G31960	XP_010501782.1
OG0000123	AL8G25360	XP_019085532.1, XP_010442592.1
OG0000123	nbis-gene-64	XP_019098927.1, XP_019094596.1, XP_019095333.1, XP_019094654.1, XP_019090801.1, XP_019094655.1, XP_010480410.1
OG0000123	nbis-gene-1017, AL8G37620	XP_019093463.1, XP_019100892.1, XP_019093286.1, XP_010511364.1, XP_019100893.1, XP_019082598.1, XP_019086942.1
OG0000124	AL6G45480	XP_010448377.1, XP_010509963.1, XP_019094713.1, XP_010510251.1, XP_010494085.1, XP_010479035.1, XP_010459623.1, XP_010425610.1, XP_019083232.1, XP_010419006.1
OG0000125	AL4G23510	XP_010470016.1, XP_010510556.1, XP_019083429.1
OG0000125	AL1G17740	XP_010487696.1, XP_010475520.1
OG0000125	AL1G55940	XP_010500450.1, XP_010481036.2
OG0000125	AL1G59870	XP_010500773.1
OG0000126	AL4G20870	XP_010417864.1, XP_010510807.1
OG0000127	AL6G34020	XP_010421087.1, XP_010454568.1, XP_010493386.1
OG0000127	AL6G11840	XP_010452101.1, XP_010423847.1, XP_010490718.1
OG0000127	AL3G20660	XP_010464595.1, XP_010473505.1, XP_010486520.1
OG0000127	AL189U10030, AL8G36480	XP_010483639.1
OG0000127	AL5G24690	XP_010503210.1
OG0000127	AL5G24750	XP_010503218.1, XP_010426029.1, XP_010514927.1
OG0000128	AL5G41150	XP_019101070.1
OG0000128	AL5G41130	XP_010413725.1, XP_010469329.1, XP_019082940.1, XP_019093545.1, XP_019101065.1, XP_010512157.1, XP_010413724.1
OG0000128	AL5G16810, AL164U10020	XP_019087631.1
OG0000128	AL5G41080	XP_019101672.1, XP_010469324.1
OG0000128	AL5G41090	XP_010512155.1, XP_010469325.1
OG0000128	AL7G42310	XP_010435188.1, XP_010450107.1
OG0000128	AL5G41050	XP_010512148.1
OG0000129	AL2G19870	XP_019098467.1
OG0000129	AL2G19970	XP_019101751.1
OG0000129	AL2G20180	XP_019088340.1, XP_010463280.1
OG0000129	AL1G60690	XP_010500848.1, XP_019091952.1
OG0000129	AL8G38710, AL8G38700	XP_019095938.1, XP_019093450.1, XP_019087008.1, XP_010483885.1, XP_019086961.1, XP_010457940.1, XP_010457951.1, XP_019096086.1
OG0000129	AL4G22760	XP_019083613.1, XP_010513305.1
OG0000129	AL4G22720	XP_010510750.1, XP_019093846.1
OG0000130	nbis-gene-1897	XP_019099640.1
OG0000130	AL6G41390	XP_010431104.1, XP_019087569.1
OG0000130	AL7G52490	XP_010463382.1
OG0000130	AL8G32360	XP_010419307.1, XP_010501862.1, XP_010462877.1
OG0000130	AL3G43990	XP_019087334.1, XP_019086307.1, XP_019092288.1
OG0000132	AL5G36020	XP_010504321.2, XP_010427222.1, XP_010412779.1
OG0000132	AL315U10010, AL7G51940	XP_019089258.1
OG0000132	AL7G52020, AL7G52000	XP_010451863.1, XP_010445618.1, XP_019087492.1
OG0000134	AL1G67280, AL1G67230, AL1G67210	XP_019094814.1
OG0000134	AL2G23230	XP_010463849.1
OG0000134	AL7G52360, AL7G52440, AL7G52310, AL7G52380, AL7G52410	XP_010440932.1, XP_010450927.1, XP_010435732.1
OG0000134	AL5G22740	XP_010514203.1
OG0000134	AL4G22780	XP_010510753.1, XP_010417913.1, XP_010473148.1
OG0000134	AL8G17970, AL8G17980, AL20U10060, AL20U10050, AL20U10040, AL20U10020	XP_010449922.1, XP_010442102.1, XP_010491769.1
OG0000134	AL6G21880	XP_010419679.1
OG0000137	AL8G30930	XP_010449549.1, XP_010443164.1, XP_010443165.1, XP_010482979.1
OG0000137	AL8G30880	XP_010446124.1
OG0000137	AL1G49040	XP_019094517.1
OG0000137	AL8G30920	XP_010482976.2, XP_010449529.1, XP_010443158.1, XP_010449537.1
OG0000137	AL8G30900	XP_010443157.1, XP_010482975.1
OG0000137	AL8G30890	XP_010482974.1, XP_010449487.1, XP_010443156.1
OG0000138	AL5G40760	XP_010459258.1
OG0000138	AL5G40850	XP_010513712.1, XP_010513709.1, XP_019102447.1, XP_019100424.1, XP_010513714.1, XP_010507535.1, XP_010504862.1, XP_019100975.1, XP_019100422.1, XP_010516554.1, XP_019101673.1, XP_019093914.1, XP_010413722.1
OG0000138	AL5G44820	XP_010431708.1, XP_019101750.1, XP_019082847.1, XP_010468953.1, XP_019082884.1, XP_019101747.1
OG0000138	AL5G35200	XP_010507432.1, XP_010412763.1, XP_019085590.1
OG0000140	AL8G35610, AL1G29430, AL2G32620	XP_010501556.1
OG0000140	AL6G10840	XP_010426758.1
OG0000141	AL1G23600	XP_010458659.1, XP_019094334.1
OG0000141	AL1G23590	XP_010462666.1, XP_010476194.1
OG0000141	AL1G23500, AL7G41510	XP_010435102.1
OG0000141	AL1G23480	XP_010476199.2
OG0000141	AL2G13240	XP_010418252.1, XP_010418251.1, XP_010473486.1, XP_010430326.1, XP_010430323.1
OG0000143	AL3G54050	XP_010501858.1, XP_010501812.1, XP_010463083.1, XP_010481077.1, XP_010424415.1, XP_010445585.1, XP_010424605.1, XP_010430920.1, XP_010490193.1, XP_010445599.2, XP_010445508.1, XP_019092248.1, XP_010436763.1, XP_010412548.1, XP_010468557.1, XP_010490421.1, XP_010468566.1, XP_010436599.1, XP_010418837.1, XP_010495905.1, XP_010436737.1, XP_010484999.1, XP_010463172.1, XP_010451723.1, XP_010436885.1, XP_019089205.1, XP_010418964.1, XP_010445921.1, XP_010436735.2, XP_010430931.1, XP_010451722.1, XP_010463354.1, XP_010513377.1, XP_010507101.1, XP_010484768.1, XP_010468522.1, XP_010507178.1, XP_010424031.1, XP_010496072.1, XP_010497116.1, XP_019086733.1
OG0000144	AL4G41700, AL7G40530, AL1G52400	XP_010513130.1, XP_010450989.1, XP_010436850.1, XP_010468416.1, XP_010444924.1, XP_010478404.1, XP_010445877.1, XP_019095620.1, XP_010507767.1, XP_010507290.1, XP_010463499.1, XP_010474382.1, XP_019100881.1, XP_010462934.1, XP_010490426.1, XP_010451691.1, XP_010445416.1, XP_010412447.1, XP_010480932.1, XP_010513634.1, XP_010495300.1, XP_010431190.1, XP_010445510.1, XP_010484841.1
OG0000148	nbis-gene-250	XP_010463253.1
OG0000148	AL2G11100	XP_019082655.1, XP_010431469.1
OG0000148	AL1G54580	XP_010501884.1, XP_010479216.1
OG0000148	AL3G17170	XP_010431050.2, XP_010412597.1
OG0000148	nbis-gene-1537	XP_010495265.1, XP_010495267.1, XP_010495269.1, XP_019090062.1, XP_019083858.1, XP_010495266.1
OG0000150	AL4G25960, AL4G15810	XP_019097474.1
OG0000150	AL667U10020	XP_010473967.1, XP_010451831.1, XP_010448680.1, XP_010424606.1, XP_010451299.1, XP_010496984.1
OG0000151	AL5G36230	XP_010427259.1, XP_010504355.1
OG0000151	AL5G36220	XP_010504354.1, XP_010516066.1, XP_010427258.1
OG0000151	AL4G36690	XP_010517272.1, XP_010505600.1, XP_010509030.1
OG0000151	AL5G36210	XP_010516065.1, XP_010504353.1, XP_010427257.1
OG0000151	AL5G34430	XP_010427003.1, XP_010515843.1, XP_010504115.1
OG0000151	AL4G33730	XP_010517003.1, XP_010505317.1, XP_010509348.1
OG0000151	AL6G24190	XP_010453438.1, XP_010492119.1, XP_010419943.1
