Orthogroup	Arabidopsis_lyrata_Rawat	Noccaea_praecox
OG0000232	AL8G13400	Np004G2411800, Np006G3677000
OG0000232	AL9U10240, AL5G17720, AL8G21610, AL7G48830, AL3G31430, AL4G15240, AL8G25040	Np006G3632500, Np007G3843600, Np001G0330000, Np002G0948700, Np004G2389900, Np006G3592000, Np005G2963500
OG0000233	AL6G17860	Np003G1335200, Np003G1335300
OG0000233	AL6G17870	Np003G1335400
OG0000233	AL6G17850	Np003G1335100
OG0000233	AL6G17810, AL6G17910, AL6G17830	Np003G1334700, Np003G1334800, Np003G1334900, Np005G2911800
OG0000235	AL6G32810	Np003G1886600, Np003G1804500
OG0000235	AL4G35970, AL463U10040, AL4G36830, AL1G56900	Np005G3142900
OG0000235	AL1G40550, AL6G39940	Np005G3191700, Np005G3191200
OG0000236	AL2G23070	Np007G3825000
OG0000236	nbis-gene-989, AL6G43290, AL6G43280	Np003G1773300
OG0000237	AL5G33670	Np006G3664800, Np005G3024700
OG0000237	AL3G35490	Np007G3814600
OG0000238	AL6G40180, AL6G40330	Np004G2309500
OG0000241	AL7G32050	Np005G2864100
OG0000241	AL6G48310	Np003G1837500
OG0000242	AL3G16620	Np007G4179600
OG0000243	AL1G43240	Np004G2125700, Np004G2125900, Np004G2125000
OG0000243	nbis-gene-176	Np004G2125800, Np004G2125100
OG0000243	AL1G43260	Np004G2125600
OG0000244	AL6G48830	Np003G1858400
OG0000244	AL6G49970, AL6G49560	Np003G1858200, Np003G1858100, Np003G1857800
OG0000244	AL6G49960	Np003G1848200, Np003G1848100
OG0000245	nbis-gene-2041	Np004G2322800, Np006G3313100, Np003G1676900
OG0000246	AL4G32990	Np006G3384100, Np003G1776100
OG0000247	AL7G52080, AL7G25460, AL8G22470, AL5G29460	Np004G2545900
OG0000247	AL1G46070	Np004G2538200, Np003G1780900, Np003G1801100, Np003G1791800, Np003G1778100, Np003G1777900, Np003G1786000
OG0000248	nbis-gene-575	Np002G0857800
OG0000248	nbis-gene-574, nbis-gene-573	Np002G0860000
OG0000249	AL1G48110	Np004G2068100
OG0000249	AL2G10350	Np009G4325200, Np001G0129900, Np003G1744700
OG0000250	AL7G44880	Np007G3953700, Np007G4128700
OG0000250	AL6G48930	Np003G1507100, Np003G1848500
OG0000250	AL6G48650	Np003G1647300
OG0000251	AL5G15050, AL5G15060, AL5G15070	Np001G0226900
OG0000251	AL5G15090	Np001G0491300, Np001G0226800, Np001G0226600
OG0000251	AL8G33230	Np003G1562200
OG0000251	AL5G15040	Np002G0877400, Np004G2306300
OG0000253	AL1G66060	Np002G0865000
OG0000253	AL1G19530	Np007G4088500
OG0000253	AL3G20620	Np007G4134200
OG0000253	AL1G19520	Np006G3304500
OG0000253	AL6G11740	Np003G1267200
OG0000254	AL7G39750	Np005G3023700, Np005G3023600
OG0000254	AL7G39720	Np005G3024300
OG0000258	AL5G20640, AL6G41050	Np004G2182300
OG0000259	AL6G44930, AL1G15160, AL1G67360	Np001G0461900
OG0000259	AL3G41860, AL3G31320, AL4G21500, AL4G15410	Np007G3830200
OG0000262	AL2G11960	Np004G2283300, Np002G1124100
OG0000262	AL2G11040	Np002G1139000, Np007G4037400, Np002G1236600
OG0000265	AL1G50970	Np005G3140200, Np007G4120400, Np002G0744800, Np002G0778500, Np003G1560300, Np004G1972500, Np006G3567500, Np004G2255600, Np001G0314500
OG0000267	AL5G21550	Np001G0079700
OG0000268	AL5G24090	Np005G2764400
OG0000268	AL3G43630	Np011G4358700, Np006G3603100
OG0000269	AL8G36240	Np003G1526500
OG0000269	AL5G25090, AL5G25020	Np001G0459000, Np001G0458900
OG0000269	AL2G16910, AL4G24200	Np004G2521600
OG0000270	AL2G12790	Np006G3619100
OG0000275	AL7G11970	Np001G0244400
OG0000275	AL7G11950	Np005G2619800
OG0000275	nbis-gene-421, AL2G17720, AL6G40420, AL6G40440, AL6G40430, AL2G17690	Np004G1985300
OG0000276	AL8G19610	Np002G1070200, Np001G0402600
OG0000276	AL8G16120	Np006G3457600, Np009G4313700, Np006G3415200, Np002G1079600, Np002G1026500, Np007G3963600, Np004G2391400, Np002G1180800, Np005G2842400, Np002G1001000, Np005G3185400, Np006G3594100, Np007G4034600, Np007G3963500
OG0000277	AL3G49100, AL7G10820	Np007G3772100
OG0000277	AL1G32640	Np002G0777200
OG0000278	AL7G46160, AL7G46150, AL7G46040, AL7G38390, AL7G38360, AL7G46130, AL7G46050	Np005G3117100
OG0000279	AL4G18170, AL8G14530	Np002G1141200, Np003G1803300
OG0000279	AL8G14520	Np005G3095700, Np001G0385400
OG0000279	AL8G14470	Np001G0386500
OG0000282	nbis-gene-292, AL7G31500, AL7G30780, AL7G31520	Np006G3612000
OG0000283	AL5G34600	Np005G2968000, Np003G1722900
OG0000283	AL6G38420, AL1G38780	Np006G3504200
OG0000285	AL7G32710	Np005G2879700
OG0000285	AL113U10030, AL5G31320, AL113U10010	Np004G2185500
OG0000286	AL8G15660, AL7G27750, AL3G22250, AL3G22230	Np003G1578100
OG0000286	AL1G14840	Np005G2707100, Np005G2706600, Np005G2707500
OG0000290	AL1G57470	Np002G1240300
OG0000290	AL2G10720	Np002G1239600
OG0000290	AL2G10710, AL2G10700	Np002G1239700, Np002G1239800
OG0000292	AL2G32690	Np001G0267600
OG0000292	AL3G52050	Np005G2785600
OG0000294	AL6G25720	Np002G1225100
OG0000295	AL1G54220, AL1G54230	Np004G2036300
OG0000295	AL1G14750	Np004G2551000
OG0000295	nbis-gene-691	Np004G2108200
OG0000295	nbis-gene-690, AL3G40150	Np004G2108300
OG0000296	AL48U10010, nbis-gene-2180	Np003G1534000, Np007G4243900, Np003G1534400
OG0000296	nbis-gene-2178, AL8G34670, AL8G26340, nbis-gene-2176, nbis-gene-2177	Np003G1539300
OG0000296	nbis-gene-2175	Np003G1534300
OG0000298	AL1G47990	Np004G2067300
OG0000298	AL1G48070	Np004G2067000
OG0000298	AL1G47970	Np001G0361700, Np004G2066800, Np004G2066700
OG0000300	nbis-gene-1380, AL164U10010, AL5G16820, AL247U10040, AL8G26030	Np004G1944000
OG0000301	AL4G43730	Np001G0656600
OG0000301	AL5G42900	Np006G3657800, Np006G3692300, Np001G0664000
OG0000304	AL4G16550, AL4G16530, AL4G16510	Np003G1831200
OG0000304	AL8G21380, nbis-gene-2062, AL3G42840	Np004G2005100, Np004G2005300
OG0000304	AL4G38290	Np003G1830800
OG0000305	AL1G29380	Np004G2040900, Np004G2390100
OG0000307	nbis-gene-282, AL1G59050, nbis-gene-269, AL3G46890, nbis-gene-851, AL6G36930, AL9U10590, nbis-gene-1899	Np007G3777700
OG0000313	nbis-gene-910	Np006G3363800, Np006G3363700
OG0000313	AL4G37990, AL4G38020	Np006G3319700
OG0000314	AL7G44460	Np004G2096300, Np002G0900000, Np001G0544400
OG0000320	AL4G19330	Np003G1684900
OG0000321	AL1G57580	Np004G1971000
OG0000321	AL6G31300, AL6G31290	Np003G1478700
OG0000322	AL7G25500	Np008G4268900, Np009G4291900
OG0000322	AL132U10010	Np006G3488400, Np003G1896200, Np003G1887600
OG0000323	AL7G49910	Np005G3167200
OG0000323	AL2G32530, AL2G32570	Np004G2384500
OG0000325	AL1G14460	Np004G2554700
OG0000325	AL4G28660	Np006G3577000
OG0000325	AL1G14470	Np004G2554500
OG0000326	AL1G38150, nbis-gene-1197, nbis-gene-1364, AL3G28900, AL4G24660	Np006G3247600, Np004G2144700, Np005G3048100
OG0000328	AL3G34990, AL249U10020, AL3G34970	Np007G3808000
OG0000328	AL3G34950	Np007G3807900
OG0000328	AL249U10030	Np007G3807800
OG0000328	AL249U10040	Np007G3807400
OG0000328	AL3G34960, AL249U10050	Np007G3807700
OG0000329	AL7G41460	Np005G3045800
OG0000330	AL2G32680, AL2G32660, AL2G32700	Np002G0817100, Np002G0817000
OG0000330	AL2G32630	Np002G0817200
OG0000331	AL6G51460	Np003G1874800
OG0000331	AL3G30460	Np007G3925500
OG0000331	AL4G33090	Np006G3382400
OG0000332	AL2G14760, AL2G14800	Np002G1180900
OG0000335	AL5G41960	Np007G3788800
OG0000335	AL5G41630, AL5G41650	Np001G0652400, Np001G0653300
OG0000335	AL5G42230	Np001G0491000, Np001G0490700
OG0000336	AL1G20240	Np004G2494000, Np002G1126300, Np004G2495700, Np002G1118200
OG0000339	AL8G15440	Np005G3091300
OG0000339	AL9U10390	Np005G3086500
OG0000341	AL1G52480, AL1G52390	Np005G3127500
OG0000342	AL4G15010	Np005G3060100, Np005G3059800
OG0000344	AL1G23150, AL4G18870, AL1G22300, AL1G22320, AL1G25470, nbis-gene-69, AL5G16800, AL1G58940, AL7G46450, AL8G23030	Np007G3786100
OG0000345	AL6G19900, AL390U10020	Np001G0410500
OG0000345	AL6G19890	Np003G1357300
OG0000345	AL1G13870	Np004G2560200
OG0000346	AL5G34190	Np001G0560600
OG0000346	AL5G14950	Np001G0228500, Np001G0228200, Np001G0228300
OG0000346	AL5G34200	Np004G1975800
OG0000347	AL4G45180	Np006G3234300
OG0000347	AL5G43730	Np001G0672700
OG0000347	AL7G30060	Np005G2837600
OG0000347	AL1G10760	Np004G2592100
OG0000347	AL6G53040	Np003G1893600
OG0000348	AL133U10030, AL3G39670, AL3G39690	Np004G2045200, Np007G3968000
OG0000348	AL4G45790	Np005G2722200, Np005G2722100, Np005G2722300
OG0000349	AL8G36180	Np003G1527400
OG0000349	AL8G36200	Np003G1527100
OG0000350	AL5G18930, AL3G36110, nbis-gene-754, AL3G36140, AL3G36150, AL3G36100, AL3G36090	Np007G3817600, Np007G3817500, Np007G3817800, Np007G3824500, Np007G3824300, Np007G3845500, Np007G3845200, Np007G3829000
OG0000351	AL3G39810	Np007G4098900, Np005G2793500, Np005G2793600, Np007G4098800
OG0000355	AL8G37040	Np003G1518500
OG0000357	AL1G43760, AL1G43770	Np004G2131300, Np004G2131200
OG0000359	AL8G29280	Np003G1622800
OG0000359	AL7G25060	Np005G2774500, Np005G2774300
OG0000359	AL7G25050	Np005G2774200
OG0000361	nbis-gene-1361	Np004G1900200
OG0000362	nbis-gene-807, AL5G18550	Np005G2824200
OG0000363	AL1G64190	Np004G1904600
OG0000363	nbis-gene-617	Np004G2083300
OG0000364	AL3G14810	Np002G1151500, Np006G3313600, Np006G3314900, Np006G3313700, Np006G3584200, Np004G2086200
OG0000364	AL4G38410, AL4G38350, AL4G38450	Np006G3315100
OG0000365	AL1G39380, AL1G39340, AL1G39360, AL1G39330	Np004G2256300
OG0000367	AL6G41620	Np002G0859300, Np002G0859700
OG0000367	nbis-gene-150	Np005G2934000
OG0000368	AL5G25590, AL5G25550	Np001G0464200
OG0000368	AL5G25660, AL5G25670, AL5G25690	Np001G0464500, Np001G0465000, Np001G0464400
OG0000370	AL3G39540, AL3G39570, AL3G39550	Np007G3881700
OG0000371	AL3G47030	Np005G2999900
OG0000371	AL7G44480	Np005G2999700
OG0000371	AL5G11160	Np004G2170300
OG0000371	AL5G20870, AL5G20550	Np003G1738900
OG0000371	AL1G51150	Np005G2999800
OG0000371	AL7G46530	Np004G2170200
OG0000375	AL7G43380, AL3G37650, AL1G50470	Np003G1608200, Np005G2993500
OG0000376	AL1G21740	Np002G1164800, Np002G0907800
OG0000376	AL2G15890	Np002G1165400
OG0000376	AL2G15870	Np002G1165100
OG0000377	nbis-gene-1705	Np005G2692900
OG0000377	AL2G24540, AL2G24410	Np005G2692800
OG0000377	AL7G13520	Np005G2692500
OG0000377	AL7G13510	Np005G2692700
OG0000379	AL5G11250	Np001G0262000
OG0000379	AL5G35180	Np001G0572200
OG0000379	AL5G11220	Np001G0262300
OG0000380	AL8G35710	Np003G1532600
OG0000380	AL8G36790, AL71U10060, AL8G36700	Np003G1521100, Np003G1521000, Np001G0458000
OG0000381	AL2G39050	Np002G0731800
OG0000381	AL5G19040	Np001G0032900, Np006G3437800
OG0000381	nbis-gene-1075	Np006G3437400
OG0000381	AL2G39040	Np002G0731900
OG0000382	AL6G50680, AL6G50670, AL6G50700	Np003G1866800
OG0000382	AL4G34640	Np006G3368000
OG0000383	AL1G37470	Np006G3646200, Np006G3646100, Np004G2298600
OG0000383	AL5G18170, AL5G18190, AL5G35660, AL5G35670	Np001G0576800, Np001G0576700, Np001G0576600, Np002G0976000
OG0000384	AL8G11330, AL8G11310, AL8G11340	Np001G0337300
OG0000385	AL22U10010, nbis-gene-1954, AL7G51970, nbis-gene-1735	Np005G2715300
OG0000386	AL1G48360	Np004G2074600, Np004G2076900, Np004G2072700
OG0000386	AL1G48390	Np004G2078500, Np004G2079300, Np004G2073500, Np004G2071300, Np004G2074900
OG0000388	AL3G30610	Np007G3923800, Np007G3923600, Np007G3924100, Np007G3782200
OG0000388	AL8G29440	Np003G1624100, Np003G1624300
OG0000388	AL6G34750	Np001G0105800
OG0000388	AL3G42690	Np007G3969000, Np007G3969100
OG0000389	AL8G32520	Np003G1571700
OG0000389	AL8G32530, AL8G32510, AL8G32500	Np004G2014700, Np004G2017900
OG0000389	AL4G20070	Np005G3094800
OG0000390	AL1G35860	Np004G2323900
OG0000390	AL1G35830	Np004G2324400
OG0000390	AL1G49180, AL1G35870	Np004G2323400, Np001G0608500
OG0000391	AL3G21810	Np005G3125100
OG0000392	AL1G29180	Np004G2392000
OG0000392	AL7G27840, AL7G27830	Np005G2809800, Np005G2809900, Np005G2809300, Np005G2809500, Np005G2809700
OG0000393	nbis-gene-1951	Np005G3148700
OG0000393	AL7G51280	Np005G3147700
OG0000393	AL7G51350	Np005G3147800, Np005G3148300, Np005G3148200, Np005G3148600
OG0000394	AL3G28170	Np007G4033200
OG0000396	AL6G36390, AL5G15440	Np006G3286600
OG0000399	AL1G11940, AL6G51150	Np003G1871200
OG0000399	AL1G65940	Np002G1076800, Np002G1077300
OG0000399	nbis-gene-54	Np004G2500200
OG0000402	AL8G44500	Np001G0014700
OG0000402	AL8G44510	Np001G0014600
OG0000404	nbis-gene-145, AL1G49360	Np004G2440800, Np004G2439200
OG0000404	AL3G48820	Np004G1969800, Np005G3197800, Np005G3189300, Np005G3177400, Np001G0535200
OG0000404	AL5G23110, AL4G38000, AL4G38030, AL1G32050, AL7G22840, AL7G23550, AL5G23010, AL5G23100	Np006G3363500
OG0000405	AL3G26870	Np007G3790000, Np007G3790300
OG0000406	AL1G18060, AL8G36410	Np001G0457400
OG0000406	AL4G37000	Np004G2516000
OG0000407	AL1G12810, AL1G39190, AL4G46780	Np006G3216700, Np003G1623400
OG0000409	AL4G21310	Np004G2115900
OG0000409	AL1G42220, AL1G42200	Np004G2115600
OG0000411	nbis-gene-977, AL4G18590, nbis-gene-965, AL4G14960, AL8G17380, AL4G14950	Np006G3656700, Np001G0448300
OG0000412	AL6G27540	Np003G1436800
OG0000412	AL7G46360	Np005G3122900
OG0000412	AL2G23890	Np002G0958700
OG0000412	AL3G30980	Np007G3931600
OG0000413	AL3G25620	Np007G4070900, Np007G4070700
OG0000413	AL1G63260	Np004G1913900, Np004G1913800, Np004G1913700
OG0000414	AL2G13380	Np002G1202200
OG0000414	AL3G44750	Np005G3114200, Np007G4006400
OG0000414	AL7G40540	Np005G3034800
OG0000420	AL6G39500	Np007G3781800
OG0000421	AL8G27110	Np003G1652600
OG0000421	AL8G31590, AL8G31580	Np007G3769100, Np003G1492300, Np003G1595800, Np003G1585300
OG0000423	nbis-gene-331	Np004G2361600
OG0000423	AL1G63190	Np004G2332100, Np003G1694800, Np006G3508100
OG0000424	AL8G30090	Np003G1633400
OG0000424	AL7G25590	Np005G2783600
OG0000425	AL8G22520	Np004G2267900, Np003G1323100, Np007G3879300
OG0000427	AL4G15190, AL7G41800, AL8G22250, AL7G30940	Np006G3598900
OG0000427	AL5G26830	Np005G2981700
OG0000427	AL8G21280, AL6G49280	Np001G0413000, Np005G2952500
OG0000428	AL8G20780, AL4G19350, AL3G53690, AL1G45700, AL1G45680, AL446U10030	Np004G2340900
OG0000429	AL1G66550	Np004G2049300
OG0000429	AL5G40200	Np005G3179700
OG0000429	AL1G66560, AL5G40170	Np001G0632600
OG0000430	AL6G48090	Np003G1835700
OG0000430	AL2G13870	Np002G1193600
OG0000430	AL3G43130	Np007G3892700
OG0000431	AL2G15130	Np002G1177200
OG0000432	AL1G55550	Np004G1989900, Np004G1989600
OG0000433	AL7G25660, AL7G25640, AL7G25650	Np005G2784000, Np005G2784300, Np005G2784100, Np005G2784200
OG0000434	AL6G26180	Np007G3746700
OG0000436	AL5G24720	Np001G0457000
OG0000436	AL8G36450	Np003G1523800
OG0000436	AL8G36460	Np003G1523700
OG0000437	AL8G32540, AL7G26730	Np005G2796000
OG0000438	AL5G22220, nbis-gene-1289, AL8G17280, AL428U10010, AL5G23280, AL5G23260, AL5G23270	Np001G0445000, Np001G0445500
OG0000439	AL2G31490	Np002G0832700, Np002G0832800
OG0000439	AL2G24380, AL6G16140, AL3G46310	Np003G1315100
OG0000440	AL7G51660	Np005G3174000
OG0000442	AL8G37970	Np001G0093700
OG0000442	AL213U10010	Np001G0686900
OG0000442	AL7G49510	Np005G3175400
OG0000443	AL4G16950	Np006G3638900
OG0000443	AL6G21860	Np003G1377800
OG0000443	AL6G37110	Np001G0128600
OG0000444	AL4G26640	Np006G3551300
OG0000444	AL5G41390	Np001G0647200
OG0000445	AL6G35020	Np001G0496300, Np001G0109300
OG0000445	AL4G14210	Np006G3663800
OG0000446	AL6G33720	Np003G1508000
OG0000446	AL6G33700, AL8G10030	Np003G1507900
OG0000447	AL5G33360, AL3G23060, AL4G32260, AL6G16080	Np003G1314400, Np007G4102900
OG0000448	AL5G20500	Np001G0183300
OG0000448	AL5G18000	Np002G1081700
OG0000448	AL5G17950	Np001G0199700
OG0000449	AL5G40750, AL4G18900, AL4G18910	Np007G3893700
OG0000449	AL5G40740, AL5G40730, AL5G40790	Np001G0641900
OG0000449	AL3G12550, AL3G12540	Np007G4226700
OG0000450	AL7G46430	Np005G3123700
OG0000451	nbis-gene-413, nbis-gene-414, AL6G27550, AL1G52840	Np005G2859600, Np006G3209400
OG0000452	nbis-gene-378, nbis-gene-377	Np002G1218800
OG0000452	AL2G12270	Np002G1220200, Np002G1219700
OG0000457	AL3G14390	Np007G4205700, Np006G3460400
OG0000458	AL1G42810	Np004G2119000
OG0000460	AL3G25430	Np007G4074300
OG0000460	AL7G26630	Np005G2794500
OG0000463	AL1G49900	Np004G2039200
OG0000464	AL1G11560, AL1G11570	Np004G2583500, Np004G2580300
OG0000466	AL6G49230, AL6G49220, AL6G49260, AL3G16350, AL3G16370, AL3G16360	Np007G4165800, Np007G4185400
OG0000468	AL4G37620	Np006G3277100
OG0000469	AL8G12820, AL5G40470, AL7G35520	Np001G0367700, Np001G0636500, Np005G2910700
OG0000470	AL8G29670, AL2G22460	Np004G2290500
OG0000470	AL6G23640	Np002G0795000
OG0000470	AL7G37250	Np005G2718900
OG0000470	AL7G37280	Np005G2908400, Np003G1893400
OG0000471	AL7G42710	Np005G3067600
OG0000472	AL7G46890	Np005G2610200
OG0000473	AL1G10020	Np004G2068400, Np004G2599400
OG0000473	AL1G10010	Np004G2599500
OG0000474	AL1G13900	Np004G2559900
OG0000474	AL8G43430, AL8G16740	Np001G0411400
OG0000474	AL7G39140	Np001G0439700
OG0000475	AL7G43190, AL3G48460	Np002G1011100
OG0000475	AL2G14390	Np002G1186800
OG0000476	AL6G40090, AL6G40080, AL6G38970, AL6G38960	Np001G0143700, Np004G2171900, Np004G2172800, Np004G2171200
OG0000477	AL8G39430	Np001G0072300
OG0000477	AL5G11960	Np001G0251900
OG0000477	AL1G26290	Np004G2423100
OG0000478	AL3G39130, AL3G29480, AL2G10320, AL6G19840	Np002G1243800
OG0000478	AL2G10340	Np001G0052500
OG0000480	AL2G15360	Np002G1173500
OG0000480	AL5G11370	Np001G0260600, Np001G0260800, Np002G0874600, Np001G0260900
OG0000480	AL5G11380, AL5G11360	Np001G0261000
OG0000481	AL2G17860	Np002G1135600
OG0000481	AL1G20710	Np004G2489000
OG0000481	AL1G20700	Np004G2489100
OG0000483	AL6G37960	Np001G0136100
OG0000484	AL8G20400	Np005G2735000
OG0000484	AL7G21870, AL2G21950, AL2G21060	Np005G2734900, Np005G2734800
OG0000486	AL1G31270, AL1G31240, AL1G31290, AL3G25060	Np004G2369400
OG0000491	AL5G27700	Np001G0483800
OG0000491	AL5G27670	Np001G0483700
OG0000492	AL5G35780	Np001G0578400
OG0000492	AL4G28330	Np006G3574000
OG0000492	AL4G36250	Np006G3345900
OG0000493	AL8G42910	Np001G0031700, Np004G2553800
OG0000493	AL7G49930, AL7G50550, AL7G50480	Np005G3165700
OG0000494	AL3G37620, AL5G33030	Np001G0544600, Np001G0544300
OG0000494	AL7G44280, AL7G45230	Np001G0546800
OG0000495	AL5G24920	Np001G0458400
OG0000496	AL5G27060	Np001G0476000
OG0000497	AL2G32410	Np002G0820000
OG0000497	AL3G26100	Np007G4064600
OG0000497	AL1G63030	Np004G1916400
OG0000498	AL5G41010	Np001G0643900
OG0000500	AL2G25460	Np002G0932400, Np005G3134700
OG0000501	AL1G47250	Np004G2058300
OG0000501	AL6G44590	Np003G1785900
OG0000501	AL6G44560	Np003G1785800
OG0000501	AL6G44600	Np003G1786100
OG0000502	nbis-gene-1948, nbis-gene-1949	Np005G3150100
OG0000502	AL7G51170	Np005G3150200
OG0000503	AL1G45660	Np004G2174100, Np003G1790000
OG0000506	AL6G17270	Np003G1545600, Np003G1328500, Np006G3356700
OG0000507	AL1G16150	Np003G1696700, Np005G2992500
OG0000509	AL1G32140	Np005G2994600
OG0000509	AL7G38310, AL7G38320	Np005G2994800
OG0000510	AL7G49750	Np005G3171300, Np005G3171200
OG0000510	AL7G49760	Np005G3168500
OG0000512	AL7G17600, AL5G22000, AL5G22050	Np001G0437000, Np005G2640700, Np002G0915600
OG0000513	AL1G61840	Np004G2485700
OG0000516	AL2G26290	Np001G0082200, Np002G0912600
OG0000517	AL6G28110, AL6G28160, AL6G28150	Np003G1443000, Np004G2494200, Np004G2495400
OG0000518	AL8G28090	Np003G1640600, Np003G1640900, Np003G1639400
OG0000518	AL6G23220, AL6G23240, AL6G27270	Np003G1392900
OG0000519	AL8G45700	Np001G0000200
OG0000519	AL4G25540, AL4G25570, AL4G25550	Np006G3606100
OG0000520	AL1G24160	Np004G2449500
OG0000521	AL8G42580	Np001G0036100
OG0000522	AL6G11890	Np003G1268600
OG0000522	AL4G36740, AL5G36290	Np001G0587800, Np006G3338600
OG0000522	AL3G20680	Np007G4133500
OG0000523	AL4G15490	Np006G3650900, Np006G3652100
OG0000523	AL4G15440	Np006G3651100
OG0000524	AL7G33960, AL7G34070	Np005G2847800
OG0000524	AL6G46340, AL6G46460	Np003G1813100
OG0000525	AL4G41930	Np003G1847200, Np006G3272200
OG0000525	AL4G34310, AL4G41950, AL4G42180	Np006G3261300
OG0000526	AL6G30000, AL6G30030	Np003G1465800
OG0000527	nbis-gene-427, nbis-gene-426, nbis-gene-320, nbis-gene-428, nbis-gene-127, nbis-gene-136, nbis-gene-130, nbis-gene-134, nbis-gene-129, nbis-gene-135	Np004G2330200
OG0000529	AL4G26790	Np006G3553000
OG0000529	AL4G25050, AL4G25170	Np006G3527600, Np006G3479500
OG0000530	AL8G27190, AL8G27180	Np003G1651600
OG0000534	AL7G40680, AL7G40710	Np005G3036300
OG0000535	AL8G18810, AL8G18840	Np004G2312400
OG0000535	AL1G36460	Np004G2312600
OG0000535	AL5G39770, AL5G39760	Np001G0629100
OG0000536	nbis-gene-1900	Np005G3112700
OG0000536	AL6G47660	Np003G1829100
OG0000537	AL3G19190	Np007G4149500, Np007G4149100
OG0000537	AL8G20800	Np001G0180200
OG0000538	AL5G19720	Np001G0187000
OG0000539	AL4G23930	Np006G3605600
OG0000539	AL41U10060	Np006G3605500
OG0000540	AL4G26320	Np006G3543900, Np006G3486500
OG0000540	AL4G24360, AL4G26160	Np006G3543800, Np006G3486600, Np006G3546800, Np006G3482600, Np006G3479300, Np006G3528000
OG0000542	AL1G21210	Np004G2483400
OG0000542	AL2G16950	Np002G1149500
OG0000542	AL2G29200	Np002G0860700
OG0000543	AL65U10020	Np004G2364000
OG0000543	AL65U10050, AL8G14290, AL65U10030	Np001G0384100
OG0000543	AL8G14220, AL8G14270	Np004G2364100
OG0000543	AL8G14280, AL65U10040	Np001G0384200
OG0000546	AL6G13690	Np006G3249800
OG0000546	AL6G12720	Np003G1278800, Np003G1279200, Np003G1278400, Np003G1278700, Np003G1279100
OG0000547	AL4G42410	Np006G3267300
OG0000547	AL4G42400	Np003G1537800, Np006G3267400
OG0000548	AL4G13540, nbis-gene-958	Np006G3669300
OG0000549	AL4G28600	Np006G3576700
OG0000552	AL5G39900	Np001G0630800
OG0000553	AL3G40600	Np007G3875900
OG0000553	AL8G21870	Np001G0171600
OG0000553	AL3G18350	Np007G4159800
OG0000554	AL6G47350, AL6G47410, AL6G47440, AL6G47420	Np003G1825900, Np003G1826000
OG0000556	AL2G13690, AL2G13700, AL3G48150, AL2G14040, AL2G14030	Np002G1196300
OG0000557	AL4G12630	Np006G3680100
OG0000557	AL4G12610	Np006G3680200
OG0000558	AL9U11130, AL6G51850	Np006G3223500, Np003G1770500, Np004G2588500, Np002G0974700, Np004G2329100, Np003G1593500, Np008G4267900, Np008G4269100, Np009G4291800, Np004G2028000, Np003G1819900, Np002G0857600, Np007G4164100, Np004G2295900
