Orthogroup	Arabidopsis_lyrata_Rawat	Arabidopsis_arenosa
OG0000151	AL4G36690	jg19118
OG0000151	AL5G36210	jg15447
OG0000151	AL5G34430	jg15282
OG0000151	AL4G33730	jg18884
OG0000151	AL6G24190	jg5170
OG0000152	AL4G16410, AL1G54360, AL3G43620	jg22974
OG0000152	AL8G22640, AL7G43390, AL5G12070, AL7G43490	jg18640
OG0000153	AL4G23840	jg17928
OG0000153	AL4G23880	jg17935
OG0000153	AL4G25560	jg18114
OG0000153	AL4G23900	jg17940
OG0000153	AL4G23860	jg17932
OG0000153	AL1G17600	jg29098
OG0000154	AL1G58520	jg33217
OG0000154	AL6G29770	jg5696
OG0000154	AL6G29780	jg5697
OG0000154	AL1G58510	jg33216
OG0000154	AL1G66290, AL1G58490	jg33212
OG0000157	AL1G44470	jg31598
OG0000157	AL1G44960	jg31650
OG0000157	AL8G27960, AL1G29270	jg12097
OG0000157	AL1G44920, AL1G44890	jg31643
OG0000157	AL1G44860	jg31636, jg31639
OG0000157	AL1G49450	jg31784
OG0000158	AL7G14590	jg8688
OG0000158	AL7G32560, AL7G30180, AL7G33450	jg10511
OG0000158	AL4G12250	jg16699
OG0000158	AL6G25220	jg28264
OG0000158	AL6G46400	jg7562, jg7551
OG0000158	AL1G67080, AL7G42520	jg11407
OG0000160	AL3G52950	jg28078
OG0000160	AL7G22000	jg9392
OG0000160	AL8G33330	jg22635
OG0000160	AL3G44180	jg27288
OG0000160	AL5G20850	jg13954
OG0000160	AL2G40780	jg3697
OG0000160	AL4G15040	jg16942
OG0000161	AL1G16160	jg6881
OG0000161	AL2G19110	jg12949, jg10772, jg12951
OG0000162	AL4G28780	jg18405
OG0000162	AL8G17590	jg20943
OG0000162	nbis-gene-1071	jg18404
OG0000162	nbis-gene-1198	jg13159, jg13157
OG0000162	AL6G22950	jg5057
OG0000162	AL5G13340	jg13161
OG0000162	nbis-gene-1199	jg13158
OG0000162	AL5G13350	jg13160
OG0000162	AL7G52550	jg12338
OG0000162	AL7G52570	jg12339
OG0000162	AL3G42400	jg26999
OG0000162	AL3G42420	jg27001
OG0000162	AL4G28810	jg18412, jg18409
OG0000162	AL4G28800	jg18408
OG0000163	AL3G45620	jg27445
OG0000165	AL7G45500	jg12066
OG0000166	AL1G64890	jg1552
OG0000166	AL4G16880	jg17119
OG0000167	AL3G41620	jg26894
OG0000167	AL3G41610	jg26893
OG0000167	nbis-gene-792	jg26896
OG0000167	AL3G41660	jg26901
OG0000167	nbis-gene-1622	jg7365
OG0000167	AL3G35150	jg26298, jg26296
OG0000167	AL5G24180	jg14328, jg14329
OG0000167	AL3G35070	jg26288
OG0000167	nbis-gene-744, AL3G35120	jg26294
OG0000167	nbis-gene-789	jg26576, jg26577
OG0000169	AL9U10990	jg11594, jg11592
OG0000169	AL3G47440, AL3G52270	jg27598
OG0000169	AL5G12470	jg13088
OG0000169	AL5G12490	jg13092
OG0000169	AL5G12460	jg13087
OG0000169	AL5G12480	jg13090
OG0000169	AL4G13020	jg16764
OG0000169	AL1G53500	jg32764
OG0000169	AL1G53540	jg32767
OG0000169	AL1G53520	jg32765
OG0000170	AL4G44750	jg19952
OG0000170	AL5G43250	jg16151
OG0000170	AL4G44740	jg19951
OG0000170	AL4G44730	jg19948
OG0000171	AL8G28000	jg22050
OG0000171	AL7G47650	jg12793
OG0000171	AL3G49460	jg27769
OG0000171	AL8G31780	jg22463
OG0000171	AL3G19690	jg24782
OG0000173	AL7G11730	jg8430
OG0000173	AL7G12140	jg8491
OG0000173	AL7G13810	jg8629
OG0000173	AL7G12760	jg8611, jg8545
OG0000173	AL7G12790	jg8547
OG0000174	AL5G24470	jg21576
OG0000174	AL6G38890	jg27974
OG0000174	AL3G40990, AL6G49470	jg7024
OG0000174	AL4G18060, AL1G56990	jg13725
OG0000174	AL1G41050	jg1495
OG0000175	AL2G16210	jg29462, jg30921, jg955
OG0000175	AL6G25440	jg5289
OG0000175	AL4G46720	jg20125
OG0000175	AL5G45050, AL2G23510	jg16299
OG0000176	AL3G15890	jg24440
OG0000176	AL1G47960	jg32422
OG0000176	AL3G43940	jg27213
OG0000176	AL4G14280, AL57U10030	jg32007
OG0000176	AL2G31050	jg2771
OG0000176	AL2G31040	jg2769
OG0000176	AL2G31060, AL158U10020	jg2773
OG0000177	AL1G34320	jg30666
OG0000177	AL1G34330	jg30667
OG0000177	AL1G34340	jg30668
OG0000177	AL1G34310	jg30665
OG0000177	AL3G41650	jg26900
OG0000177	AL6G51590	jg8064
OG0000177	AL1G34280	jg3362
OG0000178	AL6G47960	jg7702
OG0000178	AL6G47980	jg7704
OG0000178	AL6G47970	jg7703
OG0000178	AL6G48020	jg7707
OG0000178	AL6G47990	jg7705
OG0000178	AL1G49990	jg32186
OG0000179	AL2G17830	jg1148
OG0000179	AL1G65670	jg1096
OG0000179	AL2G17810	jg1145
OG0000179	AL2G17250	jg1072
OG0000179	AL2G16980	jg1022
OG0000182	AL5G43310	jg16158
OG0000182	AL5G43300	jg16157
OG0000182	AL7G51710, AL5G39240	jg15782, jg15779
OG0000182	AL1G52920	jg32711
OG0000182	AL5G39230	jg15778
OG0000182	AL5G39260	jg15781
OG0000182	AL5G20620, AL5G20610	jg15559
OG0000183	AL7G46650	jg2098
OG0000183	AL5G38180	jg15712
OG0000183	AL5G21780	jg14060
OG0000183	AL6G32820	jg5984
OG0000183	AL4G20560	jg17567
OG0000184	AL3G36200	jg26410
OG0000184	AL3G36210	jg26411
OG0000184	AL3G36220	jg26423
OG0000184	nbis-gene-767	jg26417, jg26418
OG0000185	AL3G32940	jg26094
OG0000185	AL2G22820	jg29773
OG0000185	AL1G11240	jg30591
OG0000185	AL1G49370	jg31725, jg31727
OG0000185	AL1G49380	jg31723
OG0000185	AL108U10030	jg19265
OG0000185	AL8G40780	jg23338
OG0000185	AL1G37710, AL1G37720, AL1G37670	jg30960
OG0000185	AL1G42110	jg31379, jg31377
OG0000186	AL6G11580	jg21587
OG0000186	AL77U10060	jg22415
OG0000186	AL8G31350	jg22417, jg22418
OG0000186	AL5G11890	jg13067
OG0000186	AL2G14230	jg760
OG0000187	nbis-gene-932	jg16584
OG0000187	AL1G32210	jg30474
OG0000187	AL4G24590	jg18001
OG0000187	AL4G24560	jg17979, jg17999
OG0000187	AL4G24330	jg17980
OG0000187	AL4G24610	jg18002
OG0000187	AL4G24350	jg17981
OG0000187	AL4G24320	jg17978
OG0000188	AL6G22480	jg5008, jg5007
OG0000188	AL6G22490	jg5020
OG0000188	AL6G22600	jg5022, jg5021
OG0000188	AL3G14200	jg24303
OG0000188	nbis-gene-688	jg9421
OG0000188	AL3G14700	jg24346, jg24347
OG0000188	AL3G14720	jg24349
OG0000188	AL3G14710	jg24348
OG0000189	AL5G31720	jg15013
OG0000189	AL7G16200	jg8854
OG0000189	AL2G35850	jg3242
OG0000189	AL1G32900	jg30537
OG0000192	AL2G13220	jg647
OG0000192	AL1G25180	jg29805
OG0000192	AL7G26670	jg9826
OG0000193	AL1G53620	jg32771
OG0000193	AL3G29460	jg25724
OG0000193	AL3G46410	jg27497
OG0000193	AL3G46450	jg27499, jg27501
OG0000193	AL8G22710	jg21538
OG0000193	AL3G29470	jg25725
OG0000193	AL1G53610	jg32770
OG0000193	AL1G46640	jg31894
OG0000193	AL1G46660, AL1G46620	jg31896
OG0000195	AL5G25820	jg14467
OG0000195	AL7G46380	jg12215
OG0000195	AL3G48580	jg28161
OG0000195	AL8G36490	jg22932
OG0000196	AL7G48650, AL7G48660	jg12711
OG0000196	AL7G47590, AL7G47570	jg12812, jg12806, jg12803, jg12809
OG0000196	AL7G47600	jg12800
OG0000196	AL4G22240	jg12817, jg12816, jg17734
OG0000196	AL7G47850	jg12779
OG0000196	AL7G47540, AL7G48670, AL7G47550, AL7G47890, AL7G47870	jg12778
OG0000197	AL7G34540	jg10625
OG0000197	AL7G34550	jg12243
OG0000197	AL7G34520	jg10623
OG0000197	AL7G34530	jg10624
OG0000197	AL7G34500	jg10621
OG0000197	AL7G34510	jg10622
OG0000197	AL7G34490	jg10620
OG0000198	AL5G13150, AL5G10520	jg12942
OG0000198	AL7G42370	jg11388
OG0000198	AL1G27020	jg29982
OG0000198	AL1G45410	jg31686
OG0000198	AL1G26980	jg29979
OG0000198	AL1G27010	jg29981
OG0000198	AL5G15240	jg13337
OG0000199	AL1G59580	jg33326
OG0000199	AL1G54760	jg32894
OG0000199	AL7G22480	jg9442
OG0000199	AL6G29250	jg5645
OG0000199	AL6G29230	jg5642
OG0000199	AL7G22490	jg9443
OG0000199	AL7G22500	jg9444
OG0000200	AL1G15400	jg28892
OG0000200	AL1G42930	jg31432
OG0000200	AL1G15390	jg28891
OG0000200	AL1G44070	jg31559
OG0000200	AL1G44060	jg31560
OG0000200	AL1G44080	jg31558
OG0000201	AL3G45630	jg32554
OG0000201	AL3G36230	jg1869
OG0000202	AL6G43330	jg7284
OG0000202	AL6G50960	jg8001
OG0000202	AL6G45800	jg7538
OG0000202	AL2G21130	jg7531
OG0000202	AL6G47610	jg7999
OG0000202	AL2G28240	jg2493
OG0000202	AL6G51540	jg7249
OG0000203	AL5G39960	jg15846
OG0000203	AL5G39980, AL5G40000	jg15851
OG0000203	AL5G40120	jg15863
OG0000203	AL5G40110	jg15862
OG0000203	AL5G40140	jg15865
OG0000203	AL5G40100	jg15861
OG0000205	AL6G41170, AL7G33750, AL2G20320, AL2G20330	jg11810, jg11812
OG0000205	AL3G54100, AL3G45590	jg11730
OG0000206	AL4G21300	jg23550, jg6893
OG0000208	AL4G19750	jg21410
OG0000208	AL6G38580	jg32157
OG0000208	AL7G43560	jg21192
OG0000208	AL7G51990, AL8G15360, AL3G41540	jg32818, jg12460, jg71, jg13677, jg27335, jg1616, jg20827, jg23855, jg27196, jg32317
OG0000208	AL4G19070	jg32048
OG0000208	AL2G18810	jg1612
OG0000208	AL3G43060	jg27113, jg11473
OG0000208	AL6G42480, AL8G21750	jg27114, jg11472, jg11622
OG0000208	AL9U12130, AL6G41070	jg11691
OG0000208	AL8G20340, AL2G15790, AL3G39650	jg25739
OG0000209	AL1G20200	jg29335
OG0000209	AL5G25310	jg14429
OG0000209	AL6G20830	jg4863
OG0000210	AL4G44040	jg19859
OG0000210	AL2G25640	jg2236
OG0000210	AL2G23580	jg2036
OG0000211	AL7G52630	jg23304
OG0000214	AL1G51730	jg33290
OG0000215	AL4G18700, AL6G38570	jg12459, jg1615, jg32047, jg27336, jg20828
OG0000215	AL4G16420, AL2G18820	jg32156
OG0000216	AL6G47240	jg7641
OG0000216	AL6G47230	jg7640
OG0000216	AL6G43900, AL6G44750	jg7420
OG0000216	AL2G18850	jg1267
OG0000216	AL5G37800	jg15619
OG0000218	AL4G42280	jg1481, jg1902, jg7083, jg15996, jg14689, jg6981
OG0000219	AL7G46090	jg12176
OG0000219	AL7G49700	jg12633
OG0000219	AL7G49110, AL7G49680	jg12636
OG0000219	AL5G28350	jg14708
OG0000219	AL5G28190	jg15293, jg14696
OG0000219	AL7G43790	jg12743
OG0000219	AL7G46120	jg12179
OG0000219	AL7G47660	jg12792
OG0000219	AL7G49950	jg12608
OG0000219	AL7G48800, AL7G49150	jg12682
OG0000219	AL3G52780	jg28098
OG0000222	AL6G40720	jg11917
OG0000225	AL2G39150	jg3556
OG0000225	AL4G20460	jg17554
OG0000225	AL2G39120	jg3554
OG0000225	AL2G28790	jg2551
OG0000226	AL5G19060	jg13732
OG0000226	AL4G21560	jg17810
OG0000226	AL383U10020	jg3914
OG0000226	AL5G23490	jg14255
OG0000226	AL6G44610	jg7405
OG0000226	AL2G13880	jg732
OG0000227	AL3G16300	jg24479
OG0000227	AL3G16310	jg24480
OG0000227	AL3G22620	jg25056
OG0000227	AL6G37850	jg6481, jg6484
OG0000227	AL3G46870	jg27543
OG0000229	AL4G17660, AL4G17920, AL4G17900	jg17464, jg1772
OG0000229	AL1G65810, AL5G20810	jg32293
OG0000230	AL5G40610	jg15911
OG0000230	AL5G40780	jg15928
OG0000230	AL7G52200	jg12362
OG0000230	AL7G52190	jg12363
OG0000230	AL7G52210	jg12361
OG0000230	AL5G40830	jg15934
OG0000230	AL5G40710	jg15921
OG0000232	AL3G48740	jg28047
OG0000232	AL9U10240, AL5G17720, AL8G21610, AL7G48830, AL3G31430, AL4G15240, AL8G25040	jg13723
OG0000233	AL6G17860	jg4598
OG0000233	AL6G17870	jg4599
OG0000233	AL6G17850	jg4597
OG0000233	AL6G17910	jg4604
OG0000233	AL6G17830	jg4594
OG0000234	AL6G12270	jg4031
OG0000234	AL6G12280	jg4033
OG0000234	AL6G12310	jg4035
OG0000234	AL3G47640	jg27620
OG0000234	AL1G59710	jg33336
OG0000234	AL1G59720	jg33337
OG0000234	AL6G12300	jg4034
OG0000235	AL4G35970, AL463U10040, AL4G36830	jg19164
OG0000235	AL1G40550	jg31240
OG0000235	AL3G52720, AL3G49080	jg28105
OG0000235	AL5G38700	jg15723, jg15658
OG0000235	AL9U11920	jg11688
OG0000236	AL2G28820	jg2555
OG0000236	AL6G43290	jg7281
OG0000237	AL5G33670	jg15213
OG0000237	AL3G35490	jg26333
OG0000238	AL173U10020, AL2G30290	jg2708
OG0000238	AL2G30310	jg2702
OG0000238	AL6G40180	jg6718
OG0000238	AL6G40330	jg6720
OG0000238	AL2G30370	jg2707
OG0000239	AL8G17620	jg11713, jg23119
OG0000241	AL7G32050	jg10370
OG0000241	AL7G32060	jg10371
OG0000241	AL7G32080	jg10373
OG0000241	AL7G32090	jg10374
OG0000241	AL7G32070	jg10372
OG0000241	AL6G48330	jg7736
OG0000241	AL6G48300	jg7734
OG0000241	AL6G48310	jg7735
OG0000242	AL3G16620	jg24512, jg11645, jg21432
OG0000243	AL1G43270	jg31478, jg31472
OG0000243	AL1G43240	jg31469
OG0000243	nbis-gene-176	jg31477
OG0000243	AL1G43260	jg31471
OG0000244	AL6G49330, AL6G48870	jg7793
OG0000244	AL6G48830	jg7787
OG0000244	AL6G49970	jg7884, jg7885
OG0000244	AL6G49560	jg7931
OG0000244	AL6G49960	jg7893
OG0000245	nbis-gene-137	jg21089
OG0000246	AL5G34040	jg15247
OG0000246	AL4G32990	jg18819
OG0000246	AL4G32970	jg18816
OG0000246	AL4G32980	jg18818
OG0000247	AL7G52080	jg12382
OG0000247	AL7G25460	jg9719
OG0000247	AL8G22470, AL5G29460	jg14818
OG0000247	AL3G40220	jg26794
OG0000247	AL3G40940	jg26858
OG0000247	AL3G40610	jg26826
OG0000247	AL1G46070	jg31833
OG0000248	AL2G29310	jg2614
OG0000248	nbis-gene-575	jg2621
OG0000248	nbis-gene-574	jg2604
OG0000248	nbis-gene-573	jg2603
OG0000249	AL1G48110, AL2G10350	jg11991
OG0000250	AL6G50030	jg7768
OG0000250	AL6G48930	jg7876
OG0000250	AL1G63060	jg12020, jg33663
OG0000251	AL5G15050, AL5G15060	jg13318
OG0000251	AL5G15070	jg13319
OG0000251	AL5G15090	jg13320
OG0000251	AL8G33230	jg22623
OG0000251	AL5G15010	jg13315
OG0000251	AL5G15040	jg13316
OG0000252	AL7G20350	jg9231
OG0000252	AL2G12370	jg571
OG0000252	AL2G12360	jg570
OG0000252	AL2G37720	jg3420
OG0000252	AL2G37740	jg3422
OG0000253	AL6G11730	jg3984
OG0000253	AL1G66060	jg1415
OG0000253	AL3G24230	jg25213
OG0000253	AL3G20620	jg24871
OG0000253	AL6G11740	jg3985
OG0000254	AL7G39750	jg11135
OG0000254	AL7G39770	jg11136, jg11137
OG0000254	AL7G39730	jg11133, jg11132
OG0000256	AL3G30180	jg25806
OG0000256	AL3G37020	jg26504
OG0000256	AL3G42640	jg26502
OG0000256	AL3G37010	jg26501
OG0000256	AL3G37040	jg26503, jg26506, jg26505
OG0000256	AL3G36630	jg26463
OG0000256	AL3G50390	jg27878
OG0000256	AL3G42550	jg27013
OG0000256	nbis-gene-800	jg27015
OG0000256	nbis-gene-802	jg27030
OG0000256	AL3G42750	jg27031
OG0000257	AL2G35830	jg3241
OG0000257	AL2G35840	jg967, jg812
OG0000258	AL5G20640, AL6G41050	jg12130
OG0000259	AL1G15160	jg28872
OG0000259	AL1G67360	jg1303
OG0000259	AL3G41860	jg26917
OG0000259	AL4G21500	jg17665
OG0000259	AL4G15410	jg16978
OG0000260	AL7G11500	jg8417
OG0000260	AL7G19690	jg9182
OG0000260	AL7G11510	jg8418
OG0000260	AL8G26210, AL311U10010	jg21871
OG0000260	AL1G53980	jg32803
OG0000260	AL1G53990	jg32805
OG0000262	AL2G11960	jg543
OG0000262	AL2G13760	jg719, jg720
OG0000262	AL6G43420	jg7296
OG0000262	AL2G11060	jg458, jg453
OG0000262	AL2G11030	jg451
OG0000265	AL1G50970	jg18105
OG0000266	AL8G28510	jg22116, jg22112, jg22104, jg22110
OG0000266	AL8G28520	jg22092, jg22111
OG0000266	AL211U10010	jg22090
OG0000266	AL8G28530, AL8G28470, AL8G28350	jg22117, jg22103, jg22105, jg22086
OG0000267	AL5G21550	jg17411, jg17413
OG0000267	AL8G19760	jg32356, jg32339, jg32391, jg32338
OG0000269	AL8G36240	jg22908
OG0000269	AL1G62090	jg33561
OG0000269	AL5G25090	jg14405
OG0000269	AL5G25020	jg14407
OG0000269	AL2G16910	jg1015
OG0000269	AL4G24200	jg17967
OG0000270	AL2G12510	jg443
OG0000270	AL2G12790	jg581
OG0000270	AL2G12380	jg498
OG0000273	AL8G28500	jg22109
OG0000273	AL8G28490	jg22093, jg22108
OG0000273	nbis-gene-319	jg1528
OG0000273	AL8G28580	jg22123
OG0000273	AL8G28590	jg22124
OG0000273	AL8G28380	jg22085
OG0000273	AL8G28370	jg22087, jg22094
OG0000273	AL3G39560	jg22099, jg22100, jg26722, jg27041
OG0000275	AL7G11970	jg8473
OG0000275	nbis-gene-421, AL2G17720	jg1129
OG0000275	AL6G40420	jg6761
OG0000275	AL6G40440	jg6771
OG0000275	AL6G40430	jg6767, jg6769, jg6762
OG0000275	AL2G17690	jg1128
OG0000275	AL7G11960	jg8472
OG0000277	AL7G10820	jg8879
OG0000277	AL1G32640	jg30517
OG0000278	AL7G46030	jg12172
OG0000278	AL7G46410	jg12224
OG0000278	AL7G46160	jg12188
OG0000278	AL7G46150	jg12186
OG0000278	AL7G46040	jg12174
OG0000278	AL7G38390, AL7G38360	jg10987, jg10984
OG0000278	AL7G46050	jg12175
OG0000279	AL4G18170	jg17236
OG0000279	AL8G14470	jg20630, jg20632
OG0000279	AL8G14510	jg20634
OG0000279	AL8G14480	jg20631
OG0000282	nbis-gene-292	jg33448
OG0000282	AL7G31500, AL7G30780	jg10319
OG0000282	AL7G31520	jg10323
OG0000282	nbis-gene-1800	jg10315
OG0000282	AL7G31480	jg10316
OG0000282	AL7G31490	jg10317
OG0000282	AL7G31510	jg10321, jg10322, jg10320
OG0000283	AL5G34600	jg20347, jg6911
OG0000283	AL1G65210, AL7G42660	jg6794
OG0000284	AL7G14390	jg19783, jg14127
OG0000285	AL7G32710	jg10428
OG0000285	AL113U10030, AL5G31320, AL113U10010	jg14971
OG0000285	AL7G25530	jg9725
OG0000285	AL2G23090	jg2004
OG0000286	AL8G15660	jg20757, jg20756
OG0000286	AL3G22250	jg25017
OG0000286	AL3G22230	jg25016, jg25015
OG0000286	AL1G14840	jg28841
OG0000287	AL6G42510	jg11888
OG0000287	AL4G19950, AL6G45550	jg27384, jg6900, jg11889
OG0000287	AL4G14310	jg1606
OG0000287	AL8G23080, AL8G33480	jg32453
OG0000287	AL8G10170	jg32382
OG0000287	AL8G16590	jg28325
OG0000288	AL5G20680, nbis-gene-832	jg10773, jg16953, jg32309, jg32082, jg21200, jg6957
OG0000288	AL6G37470	jg1836
OG0000288	AL3G45890	jg1038, jg17280
OG0000288	AL4G20200	jg1037
OG0000288	AL3G44720	jg17281
OG0000288	AL1G53800	jg6903, jg6876
OG0000288	AL4G20220	jg11725
OG0000288	AL4G17620	jg1045
OG0000288	AL9U11160	jg1568, jg6895
OG0000288	AL6G37460, AL4G18080	jg1838
OG0000288	AL8G29350	jg30211, jg21080
OG0000288	AL4G30830	jg31791, jg32749
OG0000288	AL59U10070, AL7G49430	jg10121
OG0000289	AL3G40730, AL3G40650	jg26840, jg26924
OG0000289	AL3G41940	jg26930, jg26928
OG0000289	AL3G40700	jg26834, jg26931
OG0000289	AL4G16860	jg17113
OG0000290	AL1G57470	jg33120
OG0000290	AL2G10720	jg416, jg418
OG0000290	AL2G10710	jg415
OG0000290	AL2G10700	jg413
OG0000290	AL7G47070	jg12862
OG0000290	AL7G47630	jg12794
OG0000290	AL8G22950	jg21564
OG0000291	AL3G42940, AL3G43030	jg27067
OG0000291	AL3G42930	jg27057
OG0000291	AL3G42860	jg27048
OG0000291	AL3G42960	jg27072
OG0000291	AL3G42950	jg27071
OG0000292	AL2G13810	jg725
OG0000292	AL2G32690	jg13668
OG0000292	AL3G52050	jg28282, jg27759
OG0000294	nbis-gene-1522	jg5390
OG0000294	AL1G39230	jg31107
OG0000294	AL1G39220	jg31105, jg31104
OG0000294	AL6G25720	jg5315
OG0000295	nbis-gene-1835	jg10939
OG0000295	AL1G54220, AL1G54230	jg32824
OG0000295	AL1G14750	jg28831
OG0000295	nbis-gene-691	jg25084, jg7397
OG0000295	nbis-gene-162	jg31321
OG0000295	nbis-gene-690	jg25082
OG0000295	AL3G40150	jg26786
OG0000296	nbis-gene-2181	jg22848
OG0000296	AL48U10010	jg22851
OG0000296	nbis-gene-2180	jg22847
OG0000296	nbis-gene-2178	jg22801
OG0000296	AL8G34670, AL8G26340, nbis-gene-2176	jg21885
OG0000296	nbis-gene-2177	jg22800
OG0000296	nbis-gene-2175	jg22798, jg22799
OG0000297	AL7G47150	jg12852
OG0000298	AL1G47990	jg32011
OG0000298	AL4G19020	jg17396
OG0000298	AL1G47970	jg32008
OG0000300	AL1G46650	jg15634
OG0000300	AL1G46630	jg31893, jg31895
OG0000300	nbis-gene-1380	jg15635
OG0000300	AL164U10010, AL5G16820	jg15546, jg13486
OG0000300	AL247U10040, AL8G26030	jg21853
OG0000301	AL4G43730	jg19826
OG0000301	AL5G42900	jg16118
OG0000303	AL6G42410	jg32810
OG0000304	AL4G16550, AL4G16530, AL4G16510	jg17079
OG0000304	AL4G38280	jg19307
OG0000304	AL8G21380, nbis-gene-2062	jg21390, jg21205, jg21204
OG0000304	AL3G42840	jg27046
OG0000304	AL4G38290	jg19308
OG0000305	AL1G29380	jg30239
OG0000305	AL1G51540	jg32496
OG0000305	AL4G38060	jg19279
OG0000305	AL4G38120, AL6G43180	jg7268
OG0000306	AL7G51760	jg12412
OG0000307	AL1G59050	jg33267
OG0000309	AL8G37000	jg29153
OG0000313	AL8G27040	jg21955
OG0000313	AL2G40670	jg13759
OG0000313	AL4G25770	jg18134
OG0000313	AL7G22850	jg9481
OG0000313	AL7G22830	jg9478
OG0000313	AL7G22800	jg9474
OG0000313	nbis-gene-910	jg28285
OG0000314	AL7G44460	jg17443, jg21060
OG0000315	AL5G42110	jg16044
OG0000316	AL3G27000	jg25486
OG0000318	AL3G52410, AL3G52440	jg27680
OG0000318	AL2G28900	jg2564, jg2563
OG0000318	AL1G28250	jg30100
OG0000321	AL8G15650, AL1G57580	jg33127, jg33133
OG0000321	AL6G31290	jg5838, jg5839
OG0000321	nbis-gene-443	jg1712
OG0000322	AL8G34510	jg22743
OG0000322	AL8G34460	jg22742
OG0000323	AL7G49910	jg12614
OG0000323	AL1G29920	jg30285
OG0000323	AL2G32530	jg2919
OG0000323	AL2G32570	jg2926
OG0000325	AL1G14460	jg28796
OG0000325	AL4G28090	jg18340
OG0000325	AL1G14470	jg28797
OG0000325	AL4G28680	jg18397
OG0000326	AL1G38150	jg31005
OG0000326	nbis-gene-1197	jg13147
OG0000326	nbis-gene-1364, AL3G28900, AL4G24660	jg2458, jg25667
OG0000326	AL7G51870	jg12408
OG0000326	AL7G51860	jg12409
OG0000326	AL8G27500	jg22013
OG0000326	AL5G29830	jg14842
OG0000326	AL3G23410	jg24902, jg25139
OG0000326	AL3G21160	jg24918
OG0000326	AL3G21170	jg24919
OG0000326	AL3G17610	jg24602
OG0000327	AL6G16450, AL2G39740, AL2G39770	jg4413
OG0000327	AL7G18840	jg9024
OG0000328	AL3G34990	jg26278
OG0000328	AL3G34970	jg26277
OG0000328	AL3G34950	jg26271
OG0000328	AL249U10030	jg26276
OG0000328	AL249U10040	jg26275
OG0000328	AL3G34960	jg26272
OG0000328	AL249U10050	jg26273
OG0000329	AL7G41460	jg11299
OG0000329	AL7G51460	jg12449
OG0000329	AL7G51480	jg12448
OG0000329	AL7G51490	jg12436
OG0000329	AL7G51500	jg12435
OG0000330	AL2G32680	jg2932
OG0000330	AL2G32660	jg2931
OG0000330	AL2G32630	jg2930
OG0000330	AL1G29940	jg30287
OG0000331	AL1G11840	jg28558, jg8055
OG0000331	AL3G30460	jg25844
OG0000331	AL4G33090	jg18827
OG0000332	AL2G14760	jg805, jg807
OG0000332	AL2G14800	jg814
OG0000332	nbis-gene-400	jg815
OG0000332	AL2G14930	jg826
OG0000332	nbis-gene-402	jg816
OG0000332	AL2G14910	jg821
OG0000332	AL2G14860	jg818
OG0000332	AL2G14750	jg806
OG0000334	AL3G45130	jg21920
OG0000335	AL5G41960	jg16034
OG0000335	AL5G41630, AL5G41650	jg16010
OG0000335	AL5G42220	jg16057
OG0000335	AL5G42230	jg16059
OG0000336	AL2G18590	jg1242
OG0000336	AL1G67290	jg1313
OG0000336	AL1G20120	jg29339
OG0000339	AL4G25660	jg18123
OG0000339	AL4G25680	jg18125
OG0000339	nbis-gene-1569	jg6369, jg6371
OG0000339	AL9U10390	jg11540
OG0000341	AL1G52480	jg32647
OG0000341	AL1G55350	jg32948
OG0000342	AL4G15010	jg16938
OG0000342	AL3G30600	jg25856
OG0000342	AL3G30310	jg26804
OG0000344	AL1G23150	jg29636
OG0000344	AL1G22300	jg29545, jg29543
OG0000344	nbis-gene-69	jg29550
OG0000344	AL1G58940	jg33257
OG0000344	AL7G46450	jg12227
OG0000344	AL8G23030	jg29834, jg21571
OG0000345	AL6G19900	jg4766
OG0000345	AL390U10020	jg20849
OG0000345	AL6G19890	jg4765
OG0000345	AL6G19910	jg4767
OG0000346	AL5G34190	jg15260
OG0000346	AL5G22370	jg14140
OG0000346	AL5G14950	jg13305
OG0000346	AL5G14940	jg13304
OG0000346	AL5G34200	jg15261
OG0000347	AL4G45180	jg19995
OG0000347	AL5G43730	jg16199
OG0000347	AL7G30060	jg10163
OG0000347	AL1G10760	jg28458
OG0000347	AL6G53040	jg8201
OG0000348	AL5G17850	jg13595
OG0000348	AL34U10080, AL8G22320	jg21499, jg21484
OG0000348	AL8G22310, nbis-gene-633	jg21493
OG0000348	AL5G17810, AL5G17830	jg13594
OG0000348	AL4G45790	jg20048
OG0000349	AL8G36200	jg22904
OG0000349	AL8G36140	jg22898
OG0000349	AL8G36160, AL8G36170	jg22900
OG0000350	AL5G18930	jg13712
OG0000350	AL3G36110	jg26397
OG0000350	nbis-gene-754	jg26398
OG0000350	AL3G36150	jg26399
OG0000350	AL3G36100	jg26396
OG0000350	AL3G36090	jg26395
OG0000351	AL3G39810	jg26743
OG0000355	AL8G37040	jg22984
OG0000355	AL7G14480	jg8679
OG0000356	AL4G15360	jg16971
OG0000356	AL4G15350	jg16970
OG0000356	AL4G15400	jg16975
OG0000356	AL4G15330	jg16967
OG0000357	AL1G43760, AL1G43770	jg31533, jg31532
OG0000357	AL4G30390	jg18544
OG0000357	AL4G30400	jg18545
OG0000358	AL1G59380	jg33307
OG0000358	AL1G58830	jg33246
OG0000358	AL1G59360, AL1G52250	jg33306, jg33305, jg33298, jg33297, jg33303, jg33299, jg33304, jg33300, jg33302, jg33301
