Orthogroup	Arabidopsis_lyrata_Rawat	Arabidopsis_lyrata_NCBI
OG0000100	AL2G16740	XP_002886645.1
OG0000100	AL2G11390	XP_002887938.1
OG0000100	AL2G11380	XP_020891283.1
OG0000100	AL2G11220	XP_020891541.1
OG0000100	AL2G14410	XP_020890033.1
OG0000100	AL1G66330	XP_020866259.1
OG0000100	AL3G49580	XP_002886080.1
OG0000100	AL1G65640	XP_020868270.1
OG0000100	AL2G11260	XP_002886379.1
OG0000102	AL6G49150	XP_020876465.1
OG0000102	AL6G45160	XP_002874669.1
OG0000102	AL6G49080	XP_020877173.1, XP_020876443.1
OG0000102	AL320U10010	XP_002862572.1
OG0000102	AL6G49090, AL320U10020	XP_002874844.1
OG0000102	AL6G49120	XP_002874850.1
OG0000102	AL9U10550	XP_020876795.1
OG0000102	AL9U10540	XP_002865915.2
OG0000102	AL6G49140	XP_002874852.1
OG0000102	AL6G49050	XP_002874842.1
OG0000106	AL6G40690	XP_020871478.1, XP_020889746.1
OG0000107	AL8G20150	XP_002863839.1
OG0000107	AL7G40290	XP_002870247.1
OG0000107	AL3G33810	XP_020887921.1
OG0000107	AL3G33780	XP_002883228.1
OG0000107	AL3G33760	XP_002883226.2
OG0000107	AL3G34900	XP_020888430.1
OG0000107	AL3G33830, AL3G42780	XP_020886789.1
OG0000107	nbis-gene-1853	XP_002870246.2
OG0000107	AL3G33790	XP_020887923.1
OG0000107	AL3G33800	XP_020887918.1
OG0000108	AL5G34730	XP_002879684.1, XP_020880453.1, XP_020883890.1
OG0000108	AL5G25390, AL8G35810	XP_020882238.1, XP_020871933.1
OG0000108	AL3G23740	XP_020888275.1
OG0000108	AL6G20220	XP_020876820.1
OG0000108	AL3G32160, AL1G56110	XP_020867828.1, XP_002883150.1
OG0000108	AL4G40470	XP_002879968.1
OG0000108	AL4G40460	XP_002879967.1
OG0000109	AL1G47060, AL4G15980	XP_020882760.1
OG0000109	AL2G19590	XP_020890904.1, XP_020877271.1, XP_020882612.1, XP_020875736.1, XP_020885842.1
OG0000109	AL6G46480	XP_020884945.1, XP_020877184.1
OG0000109	AL7G48370, AL4G13100, AL5G17500, AL8G26200, AL3G45860, AL1G49480, AL3G47220, AL5G17870, AL8G24560	XP_020888645.1, XP_020871279.1, XP_020885342.1, XP_020881978.1
OG0000109	AL6G38840, AL6G52460, AL6G40590, AL1G47050, AL2G22030, AL8G22080, AL2G35490, AL5G20740	XP_002877246.2
OG0000109	AL1G54140, AL2G22170, AL3G44280, AL7G53070, AL5G17840, AL7G34330, AL8G17600	XP_020872649.1
OG0000110	AL1G55630	XP_002879052.1, XP_002886934.1, XP_020866137.1, XP_002872380.1, XP_020876048.1, XP_002876861.2, XP_002886930.1, XP_002886812.1, XP_002894139.1, XP_002865673.1
OG0000111	AL6G41700	XP_002874511.1
OG0000111	AL6G41690	XP_002874510.1
OG0000111	AL496U10010	XP_002862417.1
OG0000111	AL6G51840	XP_002874973.1
OG0000111	AL496U10020, AL6G51870	XP_002874975.1, XP_002862418.1
OG0000111	AL5G32600	XP_002877840.1
OG0000111	AL5G34240	XP_002876201.1
OG0000111	AL5G18800	XP_002875482.1
OG0000111	AL2G34810	XP_020865753.1
OG0000114	AL2G20370, AL1G46930, AL8G13990, AL5G18470, AL5G18060, AL3G42080, AL4G18650	XP_020885335.1
OG0000114	AL3G44910, nbis-gene-1272, nbis-gene-1271	XP_020881794.1
OG0000114	AL6G40550	XP_020878269.1
OG0000115	AL7G53080	XP_020889357.1
OG0000115	AL6G51530	XP_020878880.1
OG0000116	AL1G39460	XP_002893409.1
OG0000116	AL614U10020	XP_020885057.1
OG0000117	AL1G37420	XP_020866886.1
OG0000117	AL1G37270	XP_020870031.1
OG0000117	AL1G37280	XP_020869256.1
OG0000117	AL1G37400	XP_002893298.1
OG0000117	AL1G37430	XP_020869910.1
OG0000117	AL1G37410	XP_020866884.1
OG0000117	AL1G37440	XP_002893302.1
OG0000117	AL1G37330	XP_002893290.1
OG0000117	AL1G37340	XP_002893291.1
OG0000118	AL4G35640	XP_002881592.1
OG0000118	AL4G35680	XP_020882845.1
OG0000118	AL4G35660	XP_020882847.1
OG0000118	AL4G35650	XP_020885096.1
OG0000118	AL7G47920	XP_020875172.1
OG0000118	AL2G23590	XP_020891300.1
OG0000118	AL2G23540	XP_002888470.1
OG0000118	AL6G44790	XP_020877537.1
OG0000118	nbis-gene-757	XP_002885502.1
OG0000118	AL3G37210	XP_020886930.1
OG0000118	AL685U10010, nbis-gene-652	XP_020886515.1
OG0000118	AL3G38540	XP_002885586.1
OG0000118	AL3G38550	XP_020888654.1
OG0000119	AL5G25370	XP_020882357.1
OG0000119	AL5G24110	XP_020881732.1
OG0000119	AL4G18370	XP_002878927.2
OG0000119	AL4G18360	XP_020885607.1
OG0000119	AL4G18340	XP_002878925.2
OG0000119	AL5G21720, AL5G21730	XP_002875622.2
OG0000119	AL5G24120	XP_020881725.1
OG0000119	AL6G15230	XP_020876007.1
OG0000119	AL5G24030	XP_020881747.1
OG0000119	AL5G24100	XP_020881729.1
OG0000119	AL5G24190	XP_020881748.1
OG0000119	AL5G24170	XP_020881737.1
OG0000119	nbis-gene-1302	XP_020881735.1
OG0000122	AL8G32120	XP_020881537.1
OG0000122	AL8G32110	XP_020871241.1
OG0000122	AL8G31960	XP_002864448.2
OG0000123	AL8G25360	XP_002864096.1
OG0000123	nbis-gene-2004	XP_002863573.2
OG0000123	AL4G19230	XP_002863574.1
OG0000123	nbis-gene-1177, nbis-gene-1178, nbis-gene-2005	XP_020878125.1, XP_020877257.1, XP_002863571.1
OG0000123	nbis-gene-64	XP_020868841.1
OG0000123	nbis-gene-1017	XP_002879068.2
OG0000123	AL8G37620	XP_002864712.1
OG0000124	AL6G45480	XP_020865972.1
OG0000125	AL1G17740	XP_020870885.1
OG0000125	AL1G55940	XP_020866497.1
OG0000125	AL1G59870	XP_020870269.1
OG0000125	AL1G59850	XP_020870262.1
OG0000125	AL3G41990	XP_020886046.1
OG0000126	AL4G20870	XP_020885553.1
OG0000127	AL1G18070	XP_020868538.1
OG0000127	AL6G34020	XP_002874101.1
OG0000127	AL6G11840	XP_002873061.1
OG0000127	AL3G20660	XP_020887259.1
OG0000127	AL189U10030	XP_020872447.1
OG0000127	AL5G24690	XP_020880863.1
OG0000127	AL5G24750	XP_002877451.1
OG0000127	AL4G23250	XP_002879182.1
OG0000128	AL5G41150	XP_020879745.1
OG0000128	AL5G41120	XP_020879608.1
OG0000128	AL5G41130	XP_020879607.1
OG0000128	AL5G16810, AL164U10020	XP_020882191.1
OG0000128	AL5G41080	XP_020880511.1
OG0000128	AL5G41090	XP_020880525.1
OG0000128	AL2G18450	XP_020891638.1
OG0000128	AL7G42310	XP_002870336.2
OG0000128	AL5G41050	XP_020880503.1
OG0000129	AL2G19870	XP_020890882.1
OG0000129	AL2G19970	XP_020890886.1
OG0000129	AL2G20180	XP_020890883.1
OG0000129	AL2G20130	XP_020890880.1
OG0000129	AL1G60690	XP_020867988.1
OG0000129	AL8G38710	XP_002864761.1
OG0000129	AL8G38700	XP_020871006.1
OG0000129	AL4G22760	XP_020885823.1
OG0000129	AL4G22720	XP_002879145.1
OG0000129	AL8G25830	XP_020889363.1
OG0000129	AL2G19840	XP_020890885.1
OG0000130	AL6G41390	XP_020881874.1
OG0000130	AL3G51120	XP_020890790.1, XP_020888401.1
OG0000130	AL8G32360	XP_002865522.1, XP_020866113.1
OG0000130	AL1G41300	XP_020873128.1
OG0000130	AL3G43990	XP_002878891.2
OG0000130	AL3G23800	XP_002884887.2
OG0000132	AL5G36020	XP_020880888.1
OG0000132	AL6G44360, AL6G44330	XP_020878937.1
OG0000132	AL8G40480	XP_020882481.1, XP_020882467.1
OG0000132	AL315U10010	XP_020871248.1
OG0000132	AL7G51940	XP_020872039.1
OG0000132	AL7G52000	XP_020873181.1
OG0000134	AL1G67280	XP_002892003.1, XP_020866269.1
OG0000134	AL1G67230, AL1G67210	XP_020870825.1
OG0000134	AL2G23230	XP_020865886.1
OG0000134	AL5G19550	XP_020879760.1
OG0000134	AL7G52360	XP_020874575.1
OG0000134	AL7G52440	XP_020874571.1, XP_020874573.1
OG0000134	AL7G52310, AL7G52380	XP_020874585.1
OG0000134	AL7G52410	XP_020874574.1
OG0000134	AL7G52290, AL686U10020	XP_020880962.1
OG0000134	AL4G22780	XP_020883481.1
OG0000134	AL8G15310	XP_020882189.1
OG0000134	AL8G17970	XP_020879464.1
OG0000134	AL8G17980	XP_020879441.1
OG0000134	AL20U10060	XP_002863119.2
OG0000134	AL20U10050	XP_020875295.1
OG0000134	AL20U10040	XP_020875315.1
OG0000134	AL6G21880	XP_002873501.1
OG0000137	AL8G30930	XP_002866093.1
OG0000137	AL8G30880	XP_020872009.1
OG0000137	AL1G49040	XP_002891107.2
OG0000137	AL8G30920	XP_020870474.1
OG0000137	AL8G30900	XP_002866092.1
OG0000137	AL8G30890	XP_020872008.1
OG0000138	AL5G40800	XP_020880550.1
OG0000138	AL5G40760	XP_020880529.1
OG0000138	AL5G40870	XP_020880592.1
OG0000138	AL5G40860	XP_020880551.1
OG0000138	AL5G40850	XP_020881910.1, XP_020880545.1
OG0000138	AL5G44820	XP_020880319.1
OG0000138	AL2G23440, AL5G45250	XP_020889594.1, XP_020880950.1
OG0000138	AL5G35200	XP_002876243.1
OG0000140	AL1G44310, AL6G40950, nbis-gene-927	XP_020890721.1
OG0000140	AL6G10840	XP_020890722.1
OG0000141	AL1G23600	XP_020869968.1
OG0000141	AL1G23590	XP_020867361.1
OG0000141	AL1G23500	XP_020867542.1
OG0000141	AL7G41510	XP_020874215.1
OG0000141	AL1G23480	XP_002889921.2
OG0000141	AL2G13240	XP_020891049.1
OG0000144	AL4G41700, AL7G40530, AL1G52400	XP_020875124.1
OG0000148	nbis-gene-250	XP_002894068.1
OG0000148	nbis-gene-277	XP_020866202.1
OG0000148	AL2G11100	XP_020889929.1
OG0000148	AL1G54580	XP_020868378.1
OG0000148	AL1G54620	XP_020868376.1
OG0000148	AL3G17170	XP_020888855.1
OG0000148	nbis-gene-1537	XP_020877791.1
OG0000150	AL4G25960, AL4G15810	XP_020866739.1
OG0000151	AL5G36250	XP_002878020.1
OG0000151	AL5G36230	XP_020881605.1
OG0000151	AL5G36220	XP_002878017.1
OG0000151	AL4G36690	XP_002881649.1
OG0000151	AL5G36210	XP_002878016.1
OG0000151	AL5G34430	XP_020880621.1
OG0000151	AL4G33730	XP_020884903.1
OG0000151	AL6G24190	XP_002871574.1
OG0000153	AL4G23840	XP_020885355.1
OG0000153	AL4G23880	XP_020885350.1
OG0000153	AL4G25560	XP_002881123.1
OG0000153	AL4G23900	XP_020885353.1
OG0000153	AL4G23890	XP_020885363.1
OG0000153	AL4G23860	XP_020885362.1
OG0000153	AL1G17600	XP_020866558.1
OG0000154	AL6G29770	XP_020879595.1
OG0000154	AL6G29780	XP_020877958.1
OG0000154	AL1G58510	XP_020867950.1, XP_020867947.1
OG0000154	AL1G66290, AL1G58490	XP_020867949.1
OG0000157	AL1G44470	XP_020869751.1
OG0000157	AL1G44400	XP_020866091.1
OG0000157	AL8G27960	XP_020889806.1
OG0000157	AL1G44920	XP_020869575.1
OG0000157	AL1G44890	XP_020870755.1
OG0000157	AL1G44860	XP_020866682.1
OG0000157	AL1G49450	XP_020870907.1
OG0000158	AL7G14590	XP_020873114.1
OG0000158	AL7G32560	XP_020873567.1
OG0000158	AL7G30180	XP_020873647.1
OG0000158	AL7G33450	XP_002869930.1
OG0000158	AL4G29520	XP_002879471.2
OG0000158	AL6G25220	XP_020883421.1
OG0000158	AL6G46400	XP_020877947.1
OG0000158	AL1G67080	XP_002894673.1
OG0000158	AL7G42520	XP_002868325.2
OG0000160	AL3G52950	XP_020888881.1
OG0000160	AL7G22000	XP_020872380.1
OG0000160	AL8G33330	XP_020870964.1
OG0000160	AL3G44180	XP_020889051.1
OG0000160	AL5G20850	XP_020882578.1
OG0000160	AL2G40780	XP_020890865.1
OG0000160	AL4G15040	XP_020885195.1
OG0000161	AL1G16160	XP_002892325.1
OG0000162	AL4G28780	XP_002879436.2
OG0000162	AL8G17590	XP_002863691.1
OG0000162	nbis-gene-1071	XP_002879435.1
OG0000162	nbis-gene-1198	XP_020880682.1
OG0000162	AL6G22950	XP_002873553.1
OG0000162	AL5G13340	XP_020881771.1
OG0000162	AL5G13350	XP_002875217.1
OG0000162	AL7G52550	XP_020874590.1
OG0000162	AL7G52570	XP_020875337.1
OG0000162	AL3G42410	XP_020888514.1
OG0000162	AL3G42400	XP_002883663.1
OG0000162	AL3G42420	XP_020887605.1
OG0000162	AL4G28810	XP_002879439.1
OG0000162	AL4G28800	XP_002879438.1
OG0000165	AL3G46810	XP_002883872.1
OG0000165	AL7G45500	XP_002870492.1
OG0000166	AL1G64890	XP_020866560.1
OG0000166	AL4G16880	XP_020882873.1
OG0000167	AL3G41620	XP_002883620.2
OG0000167	AL3G41610	XP_020887739.1
OG0000167	AL3G41660	XP_002883624.2
OG0000167	nbis-gene-1622	XP_020876857.1
OG0000167	AL3G35160	XP_020888465.1
OG0000167	AL3G35150	XP_020886358.1
OG0000167	AL3G35070	XP_020886948.1
OG0000167	nbis-gene-744, AL3G35120	XP_020886745.1
OG0000167	nbis-gene-789	XP_020889511.1
OG0000169	AL3G52280	XP_020888594.1
OG0000169	AL3G47440, AL3G52270	XP_020887101.1
OG0000169	AL4G10320	XP_020883925.1
OG0000169	AL5G12470	XP_002876846.1
OG0000169	AL5G12490	XP_020879732.1
OG0000169	AL5G12460	XP_002876845.1
OG0000169	AL5G12480	XP_002876847.2
OG0000169	AL1G53500	XP_002894039.2
OG0000169	AL1G53540	XP_020868436.1
OG0000169	AL1G53520	XP_002894040.2
OG0000169	AL9U11000	XP_020883080.1
OG0000170	AL4G44750	XP_002882022.1
OG0000170	AL4G44740	XP_002882021.1
OG0000170	AL4G44730	XP_002882020.2
OG0000171	AL8G28000	XP_002865968.1
OG0000171	AL7G47650	XP_020874812.1
OG0000171	AL2G10770	XP_002887912.1
OG0000171	AL3G49460	XP_020888018.1
OG0000171	AL8G31780	XP_020891046.1
OG0000171	AL3G19690	XP_020888570.1
OG0000171	AL7G24680	XP_002867477.1
OG0000172	AL6G39210	XP_020890770.1, XP_020881656.1, XP_020876232.1
OG0000172	AL2G38250, AL4G28120	XP_020876673.1, XP_020881795.1, XP_020866133.1
OG0000173	AL7G11730	XP_002868919.2
OG0000173	AL7G12140	XP_002868934.1
OG0000173	AL3G40190	XP_020886346.1
OG0000173	AL7G12760	XP_002866926.1
OG0000173	AL7G13600	XP_020872385.1
OG0000173	AL7G12790	XP_020874945.1
OG0000174	AL5G24470	XP_002877435.1
OG0000174	AL6G38890	XP_020876203.1
OG0000174	AL3G40990	XP_002885691.1
OG0000174	AL6G49470	XP_020877212.1
OG0000174	AL4G18060, AL1G56990	XP_020866195.1
OG0000175	AL1G37260	XP_020870037.1, XP_020890687.1
OG0000175	AL1G21480	XP_002892585.1
OG0000175	AL6G25440	XP_002871626.1
OG0000175	AL4G46720	XP_020883923.1
OG0000176	AL3G15890	XP_020888844.1
OG0000176	AL3G15860	XP_020888110.1
OG0000176	AL1G47960	XP_020866346.1
OG0000176	AL3G43940	XP_020887913.1
OG0000176	AL2G31050	XP_020889939.1
OG0000176	AL2G31040	XP_020891687.1
OG0000176	AL2G31060	XP_020865931.1
OG0000176	AL158U10020	XP_020872871.1
OG0000177	AL1G34320	XP_020869470.1
OG0000177	AL1G34330	XP_020869469.1
OG0000177	AL1G34340	XP_020869472.1
OG0000177	AL1G34270	XP_020869364.1
OG0000177	AL1G34310	XP_002890432.1
OG0000177	AL1G34300	XP_020869474.1
OG0000177	AL3G41650	XP_020889073.1
OG0000177	AL6G51590	XP_020877970.1
OG0000177	AL1G34280	XP_020869475.1
OG0000177	AL1G34360	XP_020869473.1
OG0000178	AL6G47960	XP_002874799.1
OG0000178	AL6G47980	XP_002872696.1
OG0000178	AL6G47970	XP_020877648.1
OG0000178	AL6G48020	XP_020877653.1
OG0000178	AL6G47990	XP_002872697.1
OG0000178	AL1G49990	XP_002893865.1
OG0000179	AL2G17830	XP_020891727.1
OG0000179	AL1G65670	XP_020868284.1
OG0000179	AL2G17650	XP_020889719.1
OG0000179	AL2G17810	XP_002886692.2
OG0000179	AL2G17250	XP_020890288.1
OG0000179	AL2G17390	XP_020890287.1
OG0000179	AL2G17430	XP_020890285.1
OG0000182	AL5G43310	XP_020880330.1
OG0000182	AL5G43300	XP_020880329.1
OG0000182	AL7G51710, AL5G39240	XP_020882675.1, XP_020881705.1
OG0000182	AL5G39230	XP_020881706.1
OG0000182	AL5G39260	XP_020881703.1
OG0000182	AL1G58410	XP_020870824.1
OG0000182	AL1G58420	XP_020870979.1
OG0000182	AL5G20620	XP_020882443.1
OG0000182	AL5G20610	XP_020882437.1
OG0000183	AL2G24200, AL7G46650	XP_002888498.1, XP_002870564.1
OG0000183	AL6G32820	XP_020877395.1
OG0000183	AL4G20560	XP_002879035.1
OG0000184	AL3G36200	XP_020885996.1
OG0000184	AL3G36210	XP_020886141.1
OG0000184	AL3G36220	XP_020886142.1
OG0000184	nbis-gene-767	XP_002885573.2
OG0000185	AL3G32940	XP_020886010.1
OG0000185	AL2G22820	XP_002886961.1
OG0000185	AL1G11240	XP_020870626.1
OG0000185	AL1G49370	XP_002891127.1
OG0000185	AL1G49380	XP_002891130.1
OG0000185	AL108U10030	XP_002862875.1
OG0000185	AL5G14060	XP_002876919.1
OG0000185	AL8G40780	XP_020869863.1
OG0000185	AL1G37720	XP_020871016.1
OG0000185	AL1G37670	XP_020867770.1
OG0000185	AL1G42110	XP_002890779.1
OG0000186	AL6G11580	XP_020879077.1
OG0000186	AL8G31350	XP_020881811.1
OG0000186	AL5G15330	XP_020882021.1
OG0000186	AL2G14230	XP_020891309.1
OG0000187	nbis-gene-932	XP_020882989.1
OG0000187	AL4G10910	XP_002878566.1
OG0000187	AL1G32210	XP_020869806.1
OG0000187	AL4G24590	XP_020883121.1
OG0000187	AL4G24560	XP_020885184.1
OG0000187	AL4G24330	XP_020884986.1
OG0000187	AL4G24610	XP_020885024.1
OG0000187	AL4G24350	XP_020885006.1
OG0000187	AL4G24620, AL4G24340	XP_020885032.1
OG0000187	AL4G24320	XP_002879220.1
OG0000188	AL7G22270	XP_020874302.1
OG0000188	AL6G22480	XP_020879451.1
OG0000188	AL6G22490	XP_020879478.1
OG0000188	AL6G22600	XP_002873533.1
OG0000188	AL3G14200	XP_002884435.1
OG0000188	nbis-gene-688	XP_020885974.1
OG0000188	AL3G14700	XP_020888830.1
OG0000188	AL3G14720	XP_002882369.2
OG0000188	AL3G14710	XP_002882368.1
OG0000189	AL5G31720	XP_002876081.1
OG0000189	AL7G15090	XP_020873047.1
OG0000189	AL3G50830	XP_020885855.1
OG0000189	AL7G16200	XP_002869113.1
OG0000189	AL2G35850	XP_002887616.1
OG0000189	AL1G32900	XP_020870471.1
OG0000192	AL1G25180	XP_020869616.1
OG0000192	AL1G25190	XP_020867729.1
OG0000192	AL7G26670	XP_020873611.1
OG0000193	AL1G53620	XP_002891354.1
OG0000193	AL3G29460	XP_002885152.1
OG0000193	AL3G46410	XP_020888709.1
OG0000193	AL3G46450	XP_020887386.1
OG0000193	AL8G22710	XP_002865715.1
OG0000193	AL3G29470	XP_002885153.1
OG0000193	AL1G53610	XP_002891353.1
OG0000193	AL1G46640	XP_020866445.1
OG0000193	AL1G46660	XP_020869780.1
OG0000193	AL1G46620	XP_020869845.1
OG0000195	AL5G25820	XP_020881258.1
OG0000195	AL7G46380	XP_020874961.1
OG0000195	AL8G36490	XP_020884059.1
OG0000196	AL7G48650	XP_002870666.2
OG0000196	AL7G48660	XP_002870667.2
OG0000196	AL7G47590, AL7G47570	XP_020872249.1
OG0000196	AL4G22240	XP_020883783.1
OG0000196	AL7G47850	XP_020874890.1
OG0000196	AL7G47890	XP_002868590.1
OG0000196	AL7G47870	XP_020872799.1
OG0000197	AL7G34540	XP_020872595.1
OG0000197	AL7G34520	XP_020872593.1
OG0000197	AL7G34530	XP_002869981.2
OG0000197	AL7G34500	XP_020875194.1
OG0000197	AL7G34510	XP_020875186.1
OG0000197	AL7G34490	XP_020875268.1
OG0000198	AL5G13150	XP_002875203.1
OG0000198	AL5G10520	XP_002875076.1
OG0000198	AL7G42370	XP_002870338.1
OG0000198	AL5G10550	XP_020881007.1
OG0000198	AL1G27020	XP_020869542.1
OG0000198	AL1G45410	XP_002890920.1
OG0000198	AL1G26980	XP_002892838.1
OG0000198	AL1G27000	XP_020869981.1
OG0000198	AL1G27010	XP_020869449.1
OG0000198	AL5G15240	XP_020882067.1
OG0000199	AL1G59580	XP_002891651.2
OG0000199	AL1G61110	XP_002891717.1
OG0000199	AL1G54760	XP_020868387.1
OG0000199	AL7G22480	XP_020874321.1
OG0000199	AL6G29250	XP_020877798.1
OG0000199	AL6G29230	XP_002871796.1
OG0000199	AL7G22490	XP_020874322.1
OG0000199	AL7G22500	XP_020874320.1
OG0000200	AL1G15400	XP_020870342.1
OG0000200	AL1G42930	XP_020867608.1
OG0000200	AL1G15390	XP_020870343.1
OG0000200	AL1G44070	XP_020870363.1
OG0000200	AL1G44060	XP_020870362.1
OG0000200	AL1G44080	XP_020870365.1
OG0000201	AL8G34590	XP_020884701.1
OG0000202	AL6G43330	XP_020876166.1
OG0000202	AL6G50950	XP_020879031.1
OG0000202	AL6G45800	XP_020876211.1
OG0000202	AL2G21130	XP_020889753.1
OG0000202	AL6G42990	XP_020876186.1
OG0000202	AL6G47610	XP_020877218.1
OG0000202	AL2G28240	XP_020891504.1
OG0000203	AL5G39960	XP_002878201.2
OG0000203	AL5G39980	XP_002878203.1
OG0000203	AL5G40000	XP_020880570.1
OG0000203	AL5G40120	XP_020880616.1
OG0000203	AL5G40110	XP_020880586.1
OG0000203	AL5G40140	XP_020880589.1
OG0000203	AL5G40100	XP_020880584.1
OG0000206	AL4G21300	XP_020882672.1
OG0000208	AL4G19750	XP_002880818.2
OG0000208	AL7G51990, AL8G15360, AL3G41540	XP_002868767.2, XP_020876185.1, XP_020890797.1, XP_002883616.1, XP_002894619.2
OG0000208	AL2G18810	XP_020877180.1, XP_020874111.1, XP_020867984.1, XP_020884643.1, XP_020890796.1
OG0000208	AL4G18690	XP_020885612.1
OG0000208	AL8G19240	XP_020884699.1, XP_020891254.1
OG0000208	AL4G14050	XP_020876154.1
OG0000209	AL1G20200	XP_020868187.1
OG0000209	AL6G20830	XP_002871416.1
OG0000209	AL4G30220	XP_020883217.1
OG0000209	AL1G43860	XP_020867374.1
OG0000210	AL4G23070	XP_020882964.1
OG0000210	AL4G44040	XP_020884580.1
OG0000210	AL2G25640	XP_020865963.1
OG0000210	AL2G23580	XP_020891301.1
OG0000210	AL4G20750	XP_020884667.1
OG0000214	AL4G20410	XP_020882872.1
OG0000215	AL1G49470, AL9U10420	XP_002870431.1, XP_020880707.1, XP_002863144.2, XP_002893840.2
OG0000215	AL22U10020	XP_002863102.2
OG0000215	AL4G16420, AL2G18820	XP_002878830.2, XP_020890798.1
OG0000216	AL6G47240	XP_020877703.1
OG0000216	AL6G47230	XP_002872655.2
OG0000216	AL6G44750	XP_002874641.2
OG0000216	AL2G18850	XP_020865893.1
OG0000216	AL5G37800	XP_002876368.2
OG0000218	AL4G42280	XP_020877744.1, XP_020872551.1, XP_020882165.1, XP_020881105.1
OG0000219	AL7G46090	XP_020873116.1
OG0000219	AL7G49700	XP_020873172.1
OG0000219	AL7G49110, AL7G49680	XP_020873179.1
OG0000219	AL5G28350	XP_020880783.1
OG0000219	AL5G28190	XP_020880728.1
OG0000219	AL7G43790	XP_020875545.1
OG0000219	AL7G46120	XP_020872035.1
OG0000219	AL7G47660	XP_020874450.1
OG0000219	AL7G48270	XP_002870649.2
OG0000219	AL7G49950	XP_020874171.1
OG0000219	AL7G48800, AL7G49150	XP_020873037.1, XP_020875518.1
OG0000219	AL3G52780	XP_020887839.1
OG0000225	AL2G39150	XP_002889207.2
OG0000225	AL4G20460	XP_020885070.1
OG0000225	AL2G39120	XP_020890466.1
OG0000225	AL2G28790	XP_020889768.1
OG0000225	AL2G39130	XP_020890452.1
OG0000226	AL4G14040	XP_020885838.1
OG0000226	AL4G21560	XP_020884912.1
OG0000226	AL383U10020	XP_020869099.1
OG0000226	AL5G23490	XP_020881126.1
OG0000226	AL6G44610	XP_020877252.1
OG0000226	AL2G13880	XP_020865845.1
OG0000227	AL3G16300	XP_020886550.1
OG0000227	AL3G16310	XP_020887062.1
OG0000227	AL3G22620	XP_020888212.1
OG0000227	AL6G37850	XP_020877841.1
OG0000227	AL3G46870	XP_020888649.1
OG0000229	AL4G17920	XP_002878902.1
OG0000229	AL4G17900	XP_020884852.1
OG0000229	AL8G38260	XP_020866249.1
OG0000229	AL1G65810	XP_020866248.1
OG0000229	AL5G20810	XP_002875577.1
OG0000230	AL5G40610	XP_020880546.1
OG0000230	AL5G40780	XP_020880539.1
OG0000230	AL7G52200	XP_020874862.1
OG0000230	AL7G52190	XP_020874863.1
OG0000230	AL7G52210	XP_020875150.1
OG0000230	AL5G40830	XP_020880531.1
OG0000230	AL5G40710	XP_020880534.1
OG0000230	AL7G52220	XP_020875151.1
OG0000233	AL6G17860	XP_002873316.1
OG0000233	AL6G17870	XP_020876208.1
OG0000233	AL6G17850	XP_002873315.1
OG0000233	AL6G17810	XP_002873312.1
OG0000233	AL6G17910	XP_020877613.1
OG0000233	AL6G17830	XP_020876205.1
OG0000234	AL6G12270	XP_002871005.2
OG0000234	AL6G12280	XP_020876636.1
OG0000234	AL6G12310	XP_020879255.1
OG0000234	AL3G47640	XP_002883924.1
OG0000234	AL1G59720	XP_002891659.1
OG0000234	AL6G12300	XP_002871008.2
OG0000235	AL6G32810	XP_020877394.1
OG0000235	AL4G35970	XP_020885592.1
OG0000235	AL463U10040, AL4G36830	XP_020883752.1, XP_002862453.1
OG0000235	AL1G56900	XP_002891517.1
OG0000235	AL1G40550	XP_020868439.1
OG0000235	AL6G39940	XP_002874400.1
OG0000235	AL3G52720	XP_020889468.1
OG0000235	AL3G49080	XP_020888012.1
OG0000235	AL7G47200	XP_002870599.2
OG0000235	AL5G38700	XP_002878138.2
OG0000236	AL2G28820	XP_020865841.1
OG0000236	AL2G23070	XP_020865699.1
OG0000236	AL6G43290	XP_020878466.1
OG0000236	AL6G43280	XP_020876131.1
OG0000237	AL5G33670	XP_020881383.1
OG0000237	AL3G35490	XP_002885438.2
OG0000238	AL2G30310	XP_002888800.1
OG0000238	AL6G40180	XP_002872296.1
OG0000238	AL6G40330	XP_002874413.1
OG0000238	AL2G30370	XP_020891768.1
OG0000241	AL7G32050	XP_020873759.1
